Orthogroup	DSER.longest_only	HILL.longest_only
OG0007422	LOC110179439|XP_020802642.1|DSER	LOC119654855|XP_037916365.1|HILL
OG0007423	LOC110181841|XP_020805406.1|DSER	LOC119654550|XP_037915923.1|HILL
OG0007424	LOC110189929|XP_020815867.1|DSER	LOC119648115|XP_037905565.1|HILL
OG0007425	LOC110190124|XP_020816104.1|DSER	LOC119648332|XP_037905954.1|HILL
OG0007426	LOC110184342|XP_020808495.1|DSER	LOC119656016|XP_037918194.1|HILL
OG0007427	LOC110178204|XP_020800899.1|DSER	LOC119646527|XP_037902919.1|HILL
OG0007428	LOC110181214|XP_020804555.1|DSER	LOC119655696|XP_037917631.1|HILL
OG0007429	LOC110189511|XP_020815279.1|DSER	LOC119655103|XP_037916753.1|HILL
OG0007430	LOC110178647|XP_020801497.1|DSER	LOC119647874|XP_037905088.1|HILL
OG0007431	LOC110179185|XP_020802256.1|DSER	LOC119659053|XP_037922889.1|HILL
OG0007432	LOC110190423|XP_020816560.1|DSER	LOC119647622|XP_037904593.1|HILL
OG0007433	LOC110184311|XP_020808457.1|DSER	LOC119647784|XP_037904894.1|HILL
OG0007434	LOC110181224|XP_020804575.1|DSER	LOC119648902|XP_037906734.1|HILL
OG0007435	LOC110178914|XP_020801853.1|DSER	LOC119647507|XP_037904395.1|HILL
OG0007436	LOC110184669|XP_020808936.1|DSER	LOC119650021|XP_037908425.1|HILL
OG0007437	LOC110176151|XP_020798048.1|DSER	LOC119648780|XP_037906545.1|HILL
OG0007438	LOC110190406|XP_020816530.1|DSER	LOC119649845|XP_037908118.1|HILL
OG0007439	LOC110179548|XP_020802787.1|DSER	LOC119656025|XP_037918218.1|HILL
OG0007440	LOC110180363|XP_020803684.1|DSER	LOC119654649|XP_037916060.1|HILL
OG0007441	LOC110178297|XP_020801044.1|DSER	LOC119654055|XP_037915148.1|HILL
OG0007442	LOC110189828|XP_020815685.1|DSER	LOC119654178|XP_037915291.1|HILL
OG0007443	LOC110177055|XP_020799232.1|DSER	LOC119654222|XP_037915367.1|HILL
OG0007444	LOC110182620|XP_020806345.1|DSER	LOC119654522|XP_037915891.1|HILL
OG0007445	LOC110182611|XP_020806335.1|DSER	LOC119654521|XP_037915890.1|HILL
OG0007446	LOC110187516|XP_020812570.1|DSER	LOC119655878|XP_037917941.1|HILL
OG0007447	LOC110178120|XP_020800798.1|DSER	LOC119654389|XP_037915690.1|HILL
OG0007448	LOC110189490|XP_020815239.1|DSER	LOC119655603|XP_037917487.1|HILL
OG0007449	LOC110179008|XP_020802007.1|DSER	LOC119650365|XP_037908986.1|HILL
OG0007450	LOC110187416|XP_020812464.1|DSER	LOC119648148|XP_037905647.1|HILL
OG0007451	LOC110189858|XP_020815736.1|DSER	LOC119649003|XP_037906874.1|HILL
OG0007452	LOC110189857|XP_020815734.1|DSER	LOC119649677|XP_037907865.1|HILL
OG0007453	LOC110181276|XP_020804650.1|DSER	LOC119647566|XP_037904488.1|HILL
OG0007454	LOC110179964|XP_020803204.1|DSER	LOC119660716|XP_037925286.1|HILL
OG0007455	LOC110178359|XP_020801154.1|DSER	LOC119655724|XP_037917685.1|HILL
OG0007456	LOC110184325|XP_020808480.1|DSER	LOC119655421|XP_037917238.1|HILL
OG0007457	LOC110187040|XP_020812070.1|DSER	LOC119654416|XP_037915732.1|HILL
OG0007458	LOC110191703|XP_020818278.1|DSER	LOC119654417|XP_037915735.1|HILL
OG0007459	LOC110177338|XP_020799682.1|DSER	LOC119655937|XP_037918052.1|HILL
OG0007460	LOC110178794|XP_020801709.1|DSER	LOC119654663|XP_037916083.1|HILL
OG0007461	LOC110178550|XP_020801374.1|DSER	LOC119648561|XP_037906259.1|HILL
OG0007462	LOC110178998|XP_020801987.1|DSER	LOC119648109|XP_037905554.1|HILL
OG0007463	LOC110178997|XP_020801985.1|DSER	LOC119650291|XP_037908850.1|HILL
OG0007464	LOC110178548|XP_020801368.1|DSER	LOC119650393|XP_037909078.1|HILL
OG0007465	LOC110179828|XP_020803093.1|DSER	LOC119648117|XP_037905567.1|HILL
OG0007466	LOC110180260|XP_020803575.1|DSER	LOC119655452|XP_037917278.1|HILL
OG0007467	LOC110189262|XP_020814935.1|DSER	LOC119655880|XP_037917943.1|HILL
OG0007468	LOC110191571|XP_020818116.1|DSER	LOC119654788|XP_037916263.1|HILL
OG0007469	LOC110191353|XP_020817860.1|DSER	LOC119649717|XP_037907923.1|HILL
OG0007470	LOC110185606|XP_020810210.1|DSER	LOC119650173|XP_037908654.1|HILL
OG0007471	LOC110180452|XP_020803790.1|DSER	LOC119654501|XP_037915862.1|HILL
OG0007472	LOC110175947|XP_020797793.1|DSER	LOC119654554|XP_037915929.1|HILL
OG0007473	LOC110184625|XP_020808882.1|DSER	LOC119648722|XP_037906462.1|HILL
OG0007474	LOC110189465|XP_020815202.1|DSER	LOC119653814|XP_037914770.1|HILL
OG0007475	LOC110178767|XP_020801665.1|DSER	LOC119648012|XP_037905340.1|HILL
OG0007476	LOC110179474|XP_020802703.1|DSER	LOC119656203|XP_037918521.1|HILL, LOC119656204|XP_037918522.1|HILL
OG0007477	LOC110179627|XP_020802894.1|DSER	LOC119656202|XP_037918517.1|HILL
OG0007478	LOC110183315|XP_020807218.1|DSER	LOC119655326|XP_037917094.1|HILL
OG0007479	LOC110182453|XP_020806146.1|DSER	LOC119653841|XP_037914815.1|HILL
OG0007480	LOC110191815|XP_020818434.1|DSER	LOC119660567|XP_037925144.1|HILL
OG0007481	LOC110183653|XP_020807636.1|DSER	LOC119655714|XP_037917675.1|HILL
OG0007482	LOC110177010|XP_020799179.1|DSER	LOC119654530|XP_037915901.1|HILL
OG0007483	LOC110178250|XP_020800961.1|DSER	LOC119654393|XP_037915695.1|HILL
OG0007484	LOC110181646|XP_020805119.1|DSER	LOC119653425|XP_037913932.1|HILL
OG0007485	LOC110180342|XP_020803663.1|DSER	LOC119654972|XP_037916559.1|HILL
OG0007486	LOC110175971|XP_020797824.1|DSER	LOC119653719|XP_037914540.1|HILL
OG0007487	LOC110185405|XP_020809870.1|DSER	LOC119660941|XP_037925870.1|HILL
OG0007488	LOC110184662|XP_020808924.1|DSER	LOC119647990|XP_037905303.1|HILL
OG0007489	LOC110191919|XP_020818565.1|DSER	LOC119660624|XP_037925255.1|HILL
OG0007490	LOC110179637|XP_020802908.1|DSER	LOC119654276|XP_037915484.1|HILL
OG0007491	LOC110187086|XP_020812145.1|DSER	LOC119654427|XP_037915747.1|HILL
OG0007492	LOC110189596|XP_020815386.1|DSER	LOC119655476|XP_037917305.1|HILL
OG0007493	LOC110181893|XP_020805484.1|DSER	LOC119655130|XP_037916793.1|HILL
OG0007494	LOC110183336|XP_020807245.1|DSER	LOC119651491|XP_037911033.1|HILL
OG0007495	LOC110179462|XP_020802680.1|DSER	LOC119653796|XP_037914736.1|HILL
OG0007496	LOC110189917|XP_020815849.1|DSER	LOC119648858|XP_037906668.1|HILL
OG0007497	LOC110185154|XP_020809516.1|DSER	LOC119648860|XP_037906673.1|HILL
OG0007498	LOC110189914|XP_020815846.1|DSER	LOC119647494|XP_037904380.1|HILL
OG0007499	LOC110190432|XP_020816573.1|DSER	LOC119650363|XP_037908981.1|HILL
OG0007500	LOC110190434|XP_020816576.1|DSER	LOC119650364|XP_037908983.1|HILL
OG0007501	LOC110190355|XP_020816420.1|DSER	LOC119650088|XP_037908525.1|HILL
OG0007502	LOC110189407|XP_020815122.1|DSER	LOC119654968|XP_037916556.1|HILL
OG0007503	LOC110179148|XP_020802195.1|DSER	LOC119656307|XP_037918677.1|HILL
OG0007504	LOC110184651|XP_020808911.1|DSER, LOC110179697|XP_020802967.1|DSER	LOC119649458|XP_037907540.1|HILL
OG0007505	LOC110176139|XP_020798034.1|DSER	LOC119648276|XP_037905860.1|HILL
OG0007506	LOC110176175|XP_020798075.1|DSER	LOC119650040|XP_037908450.1|HILL
OG0007507	LOC110187290|XP_020812338.1|DSER	LOC119654890|XP_037916434.1|HILL
OG0007508	LOC110182261|XP_020805937.1|DSER	LOC119656699|XP_037919133.1|HILL
OG0007509	LOC110185068|XP_020809407.1|DSER	LOC119654720|XP_037916168.1|HILL
OG0007510	LOC110178241|XP_020800950.1|DSER	LOC119655842|XP_037917882.1|HILL
OG0007511	LOC110185892|XP_020810562.1|DSER	LOC119655617|XP_037917514.1|HILL
OG0007512	LOC110188706|XP_020814171.1|DSER	LOC119654132|XP_037915222.1|HILL
OG0007513	LOC110187557|XP_020812605.1|DSER	LOC119660466|XP_037924967.1|HILL
OG0007514	LOC110177582|XP_020800022.1|DSER	LOC119648552|XP_037906250.1|HILL, LOC119648551|XP_037906249.1|HILL
OG0007515	LOC110181187|XP_020804523.1|DSER	LOC119661488|XP_037926780.1|HILL
OG0007516	LOC110187407|XP_020812454.1|DSER	LOC119647058|XP_037903742.1|HILL
OG0007517	LOC110184624|XP_020808881.1|DSER	LOC119649362|XP_037907403.1|HILL
OG0007518	LOC110176515|XP_020798554.1|DSER	LOC119654422|XP_037915742.1|HILL
OG0007519	LOC110179220|XP_020802314.1|DSER	LOC119656225|XP_037918552.1|HILL
OG0007520	LOC110187022|XP_020812045.1|DSER	LOC119656052|XP_037918245.1|HILL
OG0007521	LOC110184448|XP_020808647.1|DSER	LOC119653655|XP_037914404.1|HILL
OG0007522	LOC110184402|XP_020808588.1|DSER	LOC119655523|XP_037917361.1|HILL
OG0007523	LOC110177988|XP_020800645.1|DSER	LOC119655144|XP_037916811.1|HILL
OG0007524	LOC110179159|XP_020802207.1|DSER	LOC119655172|XP_037916850.1|HILL
OG0007525	LOC110186012|XP_020810707.1|DSER	LOC119655479|XP_037917307.1|HILL
OG0007526	LOC110191722|XP_020818299.1|DSER	LOC119659297|XP_037923236.1|HILL
OG0007527	LOC110178598|XP_020801442.1|DSER	LOC119654352|XP_037915624.1|HILL
OG0007528	LOC110189310|XP_020815010.1|DSER	LOC119654354|XP_037915626.1|HILL
OG0007529	LOC110180133|XP_020803440.1|DSER	LOC119655311|XP_037917069.1|HILL
OG0007530	LOC110191314|XP_020817792.1|DSER	LOC119660905|XP_037925779.1|HILL
OG0007532	LOC110180014|XP_020803272.1|DSER	LOC119655590|XP_037917461.1|HILL
OG0007533	LOC110190427|XP_020816565.1|DSER	LOC119647442|XP_037904292.1|HILL, LOC119647441|XP_037904289.1|HILL
OG0007534	LOC110189943|XP_020815889.1|DSER	LOC119649574|XP_037907707.1|HILL
OG0007535	LOC110191251|XP_020817691.1|DSER	LOC119649242|XP_037907236.1|HILL
OG0007536	LOC110188273|XP_020813623.1|DSER	LOC119659281|XP_037923217.1|HILL
OG0007537	LOC110190897|XP_020817215.1|DSER	LOC119647532|XP_037904441.1|HILL
OG0007538	LOC110191040|XP_020817419.1|DSER	LOC119648144|XP_037905621.1|HILL
OG0007539	LOC110187486|XP_020812536.1|DSER	LOC119652418|XP_037912469.1|HILL
OG0007540	LOC110188095|XP_020813313.1|DSER	LOC119652696|XP_037912903.1|HILL
OG0007541	LOC110189582|XP_020815374.1|DSER	LOC119655504|XP_037917335.1|HILL
OG0007542	LOC110177725|XP_020800229.1|DSER	LOC119653654|XP_037914403.1|HILL
OG0007543	LOC110185395|XP_020809834.1|DSER	LOC119660735|XP_037925335.1|HILL
OG0007544	LOC110178996|XP_020801980.1|DSER	LOC119647415|XP_037904224.1|HILL
OG0007545	LOC110181351|XP_020804730.1|DSER	LOC119660393|XP_037924859.1|HILL
OG0007546	LOC110186213|XP_020810935.1|DSER	LOC119655851|XP_037917897.1|HILL
OG0007547	LOC110176350|XP_020798338.1|DSER	LOC119654313|XP_037915564.1|HILL
OG0007548	LOC110178738|XP_020801623.1|DSER	LOC119647435|XP_037904280.1|HILL
OG0007549	LOC110190147|XP_020816135.1|DSER	LOC119649910|XP_037908237.1|HILL
OG0007550	LOC110190193|XP_020816202.1|DSER	LOC119653715|XP_037914524.1|HILL
OG0007551	LOC110182927|XP_020806760.1|DSER	LOC119654647|XP_037916055.1|HILL
OG0007552	LOC110176828|XP_020798938.1|DSER	LOC119653518|XP_037914117.1|HILL
OG0007553	LOC110187245|XP_020812301.1|DSER	LOC119655974|XP_037918137.1|HILL
OG0007554	LOC110190554|XP_020816768.1|DSER	LOC119648031|XP_037905384.1|HILL
OG0007555	LOC110179169|XP_020802231.1|DSER	LOC119654487|XP_037915837.1|HILL
OG0007556	LOC110176829|XP_020798942.1|DSER	LOC119656185|XP_037918463.1|HILL
OG0007557	LOC110187977|XP_020813195.1|DSER	LOC119653643|XP_037914382.1|HILL
OG0007558	LOC110178484|XP_020801285.1|DSER	LOC119654874|XP_037916397.1|HILL
OG0007559	LOC110183890|XP_020807894.1|DSER	LOC119649477|XP_037907572.1|HILL
OG0007560	LOC110184637|XP_020808894.1|DSER	LOC119650248|XP_037908766.1|HILL
OG0007561	LOC110185295|XP_020809702.1|DSER	LOC119649216|XP_037907203.1|HILL
OG0007562	LOC110179013|XP_020802013.1|DSER	LOC119648907|XP_037906740.1|HILL
OG0007563	LOC110178959|XP_020801921.1|DSER	LOC119648397|XP_037906066.1|HILL
OG0007564	LOC110191196|XP_020817624.1|DSER	LOC119648855|XP_037906660.1|HILL
OG0007565	LOC110189031|XP_020814655.1|DSER	LOC119651474|XP_037911012.1|HILL
OG0007566	LOC110190937|XP_020817268.1|DSER	LOC119646382|XP_037902754.1|HILL
OG0007567	LOC110187001|XP_020812020.1|DSER	LOC119652285|XP_037912206.1|HILL
OG0007568	LOC110189770|XP_020815649.1|DSER	LOC119654870|XP_037916392.1|HILL
OG0007569	LOC110177546|XP_020799977.1|DSER	LOC119654862|XP_037916375.1|HILL
OG0007570	LOC110189769|XP_020815646.1|DSER	LOC119654415|XP_037915730.1|HILL
OG0007571	LOC110189547|XP_020815337.1|DSER	LOC119655182|XP_037916867.1|HILL
OG0007572	LOC110187413|XP_020812460.1|DSER	LOC119655689|XP_037917621.1|HILL
OG0007573	LOC110178266|XP_020800990.1|DSER	LOC119653877|XP_037914921.1|HILL
OG0007574	LOC110177219|XP_020799500.1|DSER	LOC119654520|XP_037915889.1|HILL
OG0007575	LOC110178300|XP_020801048.1|DSER	LOC119654515|XP_037915881.1|HILL
OG0007576	LOC110182047|XP_020805659.1|DSER	LOC119654916|XP_037916483.1|HILL
OG0007577	LOC110184314|XP_020808461.1|DSER	LOC119653777|XP_037914707.1|HILL
OG0007578	LOC110181177|XP_020804512.1|DSER	LOC119654232|XP_037915383.1|HILL
OG0007579	LOC110178895|XP_020801833.1|DSER	LOC119655889|XP_037917964.1|HILL
OG0007581	LOC110184864|XP_020809168.1|DSER	LOC119654229|XP_037915379.1|HILL
OG0007582	LOC110186975|XP_020811983.1|DSER	LOC119649640|XP_037907820.1|HILL
OG0007583	LOC110177778|XP_020800305.1|DSER	LOC119654259|XP_037915452.1|HILL
OG0007584	LOC110181883|XP_020805471.1|DSER	LOC119653807|XP_037914758.1|HILL
OG0007585	LOC110178994|XP_020801974.1|DSER	LOC119653421|XP_037913926.1|HILL
OG0007586	LOC110185570|XP_020810154.1|DSER	LOC119656029|XP_037918221.1|HILL
OG0007587	LOC110179196|XP_020802269.1|DSER	LOC119654652|XP_037916068.1|HILL
OG0007588	LOC110188777|XP_020814280.1|DSER	LOC119654804|XP_037916286.1|HILL
OG0007589	LOC110184262|XP_020808383.1|DSER	LOC119660580|XP_037925161.1|HILL
OG0007590	LOC110176246|XP_020798208.1|DSER	LOC119648102|XP_037905538.1|HILL
OG0007591	LOC110191854|XP_020818494.1|DSER	LOC119654361|XP_037915634.1|HILL
OG0007592	LOC110175979|XP_020797839.1|DSER	LOC119656141|XP_037918401.1|HILL
OG0007593	LOC110183053|XP_020806897.1|DSER	LOC119660929|XP_037925840.1|HILL
OG0007594	LOC110176496|XP_020798531.1|DSER	LOC119655114|XP_037916764.1|HILL
OG0007595	LOC110176549|XP_020798602.1|DSER	LOC119655969|XP_037918130.1|HILL
OG0007596	LOC110190625|XP_020816878.1|DSER	LOC119649582|XP_037907714.1|HILL
OG0007597	LOC110185226|XP_020809615.1|DSER	LOC119649247|XP_037907242.1|HILL
OG0007598	LOC110178363|XP_020801157.1|DSER	LOC119655750|XP_037917730.1|HILL
OG0007599	LOC110191229|XP_020817658.1|DSER	LOC119649423|XP_037907498.1|HILL
OG0007600	LOC110190208|XP_020816222.1|DSER	LOC119648338|XP_037905961.1|HILL
OG0007601	LOC110176201|XP_020798121.1|DSER	LOC119649735|XP_037907946.1|HILL
OG0007602	LOC110177507|XP_020799920.1|DSER	LOC119648838|XP_037906642.1|HILL
OG0007603	LOC110177525|XP_020799941.1|DSER	LOC119648043|XP_037905408.1|HILL
OG0007604	LOC110178829|XP_020801754.1|DSER	LOC119649750|XP_037907968.1|HILL
OG0007605	LOC110190335|XP_020816390.1|DSER	LOC119649661|XP_037907845.1|HILL
OG0007606	LOC110179005|XP_020801998.1|DSER	LOC119647657|XP_037904655.1|HILL
OG0007607	LOC110176497|XP_020798528.1|DSER	LOC119648101|XP_037905533.1|HILL
OG0007608	LOC110176713|XP_020798812.1|DSER	LOC119650047|XP_037908459.1|HILL
OG0007609	LOC110176069|XP_020797950.1|DSER	LOC119649317|XP_037907348.1|HILL
OG0007610	LOC110177237|XP_020799534.1|DSER	LOC119653604|XP_037914288.1|HILL
OG0007611	LOC110185466|XP_020809967.1|DSER	LOC119661003|XP_037926037.1|HILL
OG0007612	LOC110176991|XP_020799162.1|DSER	LOC119654302|XP_037915536.1|HILL
OG0007613	LOC110179233|XP_020802345.1|DSER	LOC119654806|XP_037916290.1|HILL
OG0007614	LOC110182760|XP_020806530.1|DSER	LOC119655434|XP_037917255.1|HILL
OG0007615	LOC110190632|XP_020816886.1|DSER	LOC119654842|XP_037916348.1|HILL
OG0007616	LOC110190872|XP_020817183.1|DSER	LOC119652252|XP_037912161.1|HILL
OG0007617	LOC110189872|XP_020815772.1|DSER	LOC119649861|XP_037908159.1|HILL
OG0007618	LOC110190327|XP_020816381.1|DSER	LOC119647565|XP_037904487.1|HILL
OG0007619	LOC110189913|XP_020815844.1|DSER	LOC119649934|XP_037908281.1|HILL
OG0007620	LOC110191298|XP_020817766.1|DSER	LOC119647742|XP_037904780.1|HILL
OG0007621	LOC110176269|XP_020798247.1|DSER	LOC119661752|XP_037927150.1|HILL
OG0007622	LOC110178969|XP_020801933.1|DSER	LOC119648869|XP_037906684.1|HILL
OG0007623	LOC110178576|XP_020801407.1|DSER	LOC119650256|XP_037908776.1|HILL
OG0007624	LOC110176726|XP_020798827.1|DSER	LOC119649418|XP_037907485.1|HILL
OG0007625	LOC110181222|XP_020804571.1|DSER	LOC119647410|XP_037904214.1|HILL
OG0007626	LOC110188898|XP_020814478.1|DSER	LOC119647925|XP_037905184.1|HILL
OG0007627	LOC110177541|XP_020799969.1|DSER	LOC119648883|XP_037906707.1|HILL
OG0007628	LOC110185449|XP_020809941.1|DSER	LOC119660854|XP_037925678.1|HILL
OG0007629	LOC110190789|XP_020817086.1|DSER	LOC119651470|XP_037911006.1|HILL
OG0007630	LOC110188432|XP_020813817.1|DSER	LOC119650976|XP_037910167.1|HILL
OG0007631	LOC110177314|XP_020799645.1|DSER	LOC119659254|XP_037923172.1|HILL
OG0007632	LOC110178828|XP_020801753.1|DSER	LOC119649099|XP_037907030.1|HILL
OG0007633	LOC110187520|XP_020812574.1|DSER	LOC119646244|XP_037902565.1|HILL
OG0007634	LOC110191280|XP_020817736.1|DSER	LOC119651618|XP_037911201.1|HILL
OG0007635	LOC110185656|XP_020810274.1|DSER	LOC119648232|XP_037905780.1|HILL
OG0007636	LOC110185245|XP_020809639.1|DSER	LOC119657877|XP_037920936.1|HILL
OG0007637	LOC110188796|XP_020814313.1|DSER	LOC119650687|XP_037909577.1|HILL
OG0007638	LOC110182176|XP_020805835.1|DSER	LOC119647120|XP_037903834.1|HILL
OG0007639	LOC110177113|XP_020799316.1|DSER, LOC110180111|XP_020803405.1|DSER	LOC119658679|XP_037922171.1|HILL
OG0007640	LOC110178348|XP_020801125.1|DSER	LOC119647025|XP_037903690.1|HILL
OG0007641	LOC110188578|XP_020814001.1|DSER	LOC119652602|XP_037912761.1|HILL
OG0007642	LOC110189768|XP_020815645.1|DSER	LOC119653805|XP_037914752.1|HILL
OG0007643	LOC110191743|XP_020818334.1|DSER	LOC119661360|XP_037926597.1|HILL, LOC119661361|XP_037926598.1|HILL, LOC119657460|XP_037920308.1|HILL
OG0007644	LOC110186798|XP_020811737.1|DSER	LOC119659599|XP_037923695.1|HILL
OG0007647	LOC110181336|XP_020804714.1|DSER, LOC110178701|XP_020801560.1|DSER	LOC119656012|XP_037918189.1|HILL
OG0007648	LOC110178679|XP_020801543.1|DSER	LOC119653318|XP_037913833.1|HILL
OG0007649	LOC110190673|XP_020816937.1|DSER	LOC119649302|XP_037907327.1|HILL
OG0007650	LOC110181721|XP_020805240.1|DSER	LOC119646716|XP_037903222.1|HILL, LOC119646687|XP_037903175.1|HILL
OG0007651	LOC110180343|XP_020803664.1|DSER	LOC119649095|XP_037907025.1|HILL
OG0007653	LOC110176717|XP_020798817.1|DSER	LOC119660595|XP_037925197.1|HILL
OG0007664	LOC110186784|XP_020811717.1|DSER	LOC119653146|XP_037913608.1|HILL
OG0007665	LOC110184390|XP_020808556.1|DSER	LOC119656492|XP_037918749.1|HILL
OG0007666	LOC110184400|XP_020808585.1|DSER	LOC119656910|XP_037919528.1|HILL
OG0007667	LOC110184612|XP_020808863.1|DSER	LOC119657442|XP_037920281.1|HILL
OG0007668	LOC110183827|XP_020807839.1|DSER	LOC119657016|XP_037919690.1|HILL
OG0007669	LOC110180318|XP_020803633.1|DSER	LOC119657676|XP_037920631.1|HILL
OG0007670	LOC110180317|XP_020803632.1|DSER	LOC119657675|XP_037920629.1|HILL
OG0007671	LOC110184451|XP_020808649.1|DSER	LOC119657155|XP_037919860.1|HILL
OG0007672	LOC110182458|XP_020806153.1|DSER	LOC119657123|XP_037919815.1|HILL
OG0007673	LOC110186889|XP_020811848.1|DSER	LOC119657769|XP_037920768.1|HILL
OG0007674	LOC110181753|XP_020805275.1|DSER	LOC119658306|XP_037921537.1|HILL
OG0007675	LOC110183235|XP_020807110.1|DSER	LOC119656615|XP_037918983.1|HILL
OG0007676	LOC110176045|XP_020797916.1|DSER	LOC119656730|XP_037919193.1|HILL
OG0007677	LOC110180417|XP_020803740.1|DSER	LOC119656703|XP_037919140.1|HILL
OG0007678	LOC110176009|XP_020797873.1|DSER	LOC119646697|XP_037903189.1|HILL
OG0007679	LOC110175957|XP_020797804.1|DSER	LOC119656735|XP_037919205.1|HILL
OG0007680	LOC110185686|XP_020810313.1|DSER	LOC119650741|XP_037909738.1|HILL
OG0007681	LOC110188134|XP_020813381.1|DSER	LOC119652053|XP_037911919.1|HILL
OG0007682	LOC110181948|XP_020805547.1|DSER	LOC119657355|XP_037920157.1|HILL
OG0007683	LOC110180107|XP_020803399.1|DSER	LOC119656569|XP_037918883.1|HILL
OG0007684	LOC110183226|XP_020807101.1|DSER	LOC119657876|XP_037920935.1|HILL
OG0007685	LOC110181761|XP_020805284.1|DSER	LOC119657760|XP_037920749.1|HILL
OG0007686	LOC110181915|XP_020805508.1|DSER	LOC119656521|XP_037918792.1|HILL
OG0007687	LOC110184126|XP_020808192.1|DSER	LOC119656702|XP_037919139.1|HILL
OG0007688	LOC110191426|XP_020817944.1|DSER	LOC119651945|XP_037911726.1|HILL
OG0007689	LOC110176106|XP_020798004.1|DSER	LOC119657558|XP_037920444.1|HILL
OG0007690	LOC110179467|XP_020802691.1|DSER	LOC119657128|XP_037919820.1|HILL
OG0007692	LOC110181805|XP_020805349.1|DSER	LOC119658454|XP_037921788.1|HILL
OG0007693	LOC110181752|XP_020805273.1|DSER	LOC119657781|XP_037920783.1|HILL
OG0007694	LOC110176187|XP_020798097.1|DSER	LOC119657987|XP_037921132.1|HILL
OG0007695	LOC110181747|XP_020805266.1|DSER	LOC119656833|XP_037919409.1|HILL
OG0007696	LOC110185200|XP_020809585.1|DSER	LOC119661267|XP_037926453.1|HILL
OG0007697	LOC110189876|XP_020815778.1|DSER	LOC119657993|XP_037921139.1|HILL
OG0007698	LOC110183519|XP_020807465.1|DSER	LOC119656829|XP_037919403.1|HILL
OG0007699	LOC110184535|XP_020808772.1|DSER	LOC119658419|XP_037921742.1|HILL
OG0007700	LOC110180136|XP_020803441.1|DSER	LOC119656810|XP_037919356.1|HILL
OG0007701	LOC110182843|XP_020806634.1|DSER	LOC119657538|XP_037920409.1|HILL
OG0007702	LOC110182503|XP_020806210.1|DSER	LOC119657661|XP_037920616.1|HILL
OG0007703	LOC110181710|XP_020805218.1|DSER	LOC119657171|XP_037919886.1|HILL
OG0007705	LOC110181944|XP_020805539.1|DSER	LOC119657130|XP_037919828.1|HILL
OG0007706	LOC110178850|XP_020801769.1|DSER	LOC119658362|XP_037921650.1|HILL
OG0007707	LOC110182103|XP_020805745.1|DSER	LOC119658368|XP_037921657.1|HILL
OG0007708	LOC110179465|XP_020802687.1|DSER	LOC119656638|XP_037919009.1|HILL
OG0007709	LOC110184209|XP_020808315.1|DSER	LOC119657083|XP_037919767.1|HILL
OG0007710	LOC110181764|XP_020805293.1|DSER	LOC119647545|XP_037904467.1|HILL
OG0007711	LOC110179089|XP_020802134.1|DSER	LOC119646817|XP_037903359.1|HILL
OG0007712	LOC110187047|XP_020812082.1|DSER	LOC119661459|XP_037926745.1|HILL
OG0007713	LOC110180558|XP_020803911.1|DSER	LOC119657303|XP_037920076.1|HILL
OG0007714	LOC110175913|XP_020797745.1|DSER	LOC119657764|XP_037920760.1|HILL
OG0007715	LOC110179479|XP_020802711.1|DSER	LOC119656933|XP_037919555.1|HILL
OG0007716	LOC110180290|XP_020803606.1|DSER	LOC119657082|XP_037919766.1|HILL
OG0007717	LOC110186414|XP_020811249.1|DSER	LOC119658603|XP_037922002.1|HILL
OG0007718	LOC110181783|XP_020805321.1|DSER	LOC119658300|XP_037921528.1|HILL
OG0007719	LOC110187056|XP_020812091.1|DSER	LOC119656594|XP_037918933.1|HILL
OG0007720	LOC110187059|XP_020812103.1|DSER	LOC119657742|XP_037920714.1|HILL
OG0007721	LOC110179049|XP_020802064.1|DSER	LOC119656655|XP_037919050.1|HILL
OG0007722	LOC110179060|XP_020802079.1|DSER	LOC119657430|XP_037920260.1|HILL
OG0007723	LOC110179064|XP_020802085.1|DSER	LOC119657517|XP_037920387.1|HILL
OG0007724	LOC110178176|XP_020800869.1|DSER	LOC119658359|XP_037921647.1|HILL
OG0007725	LOC110175915|XP_020797750.1|DSER	LOC119657265|XP_037920024.1|HILL
OG0007726	LOC110179615|XP_020802876.1|DSER	LOC119658259|XP_037921478.1|HILL
OG0007727	LOC110184214|XP_020808322.1|DSER	LOC119657415|XP_037920241.1|HILL
OG0007728	LOC110181477|XP_020804885.1|DSER	LOC119655240|XP_037916956.1|HILL
OG0007729	LOC110182098|XP_020805742.1|DSER	LOC119656857|XP_037919438.1|HILL
OG0007730	LOC110181587|XP_020805039.1|DSER	LOC119657780|XP_037920779.1|HILL
OG0007731	LOC110188517|XP_020813913.1|DSER	LOC119656950|XP_037919591.1|HILL
OG0007732	LOC110175937|XP_020797777.1|DSER	LOC119657288|XP_037920063.1|HILL
OG0007733	LOC110184452|XP_020808650.1|DSER	LOC119657680|XP_037920638.1|HILL
OG0007734	LOC110184347|XP_020808502.1|DSER	LOC119656598|XP_037918953.1|HILL
OG0007735	LOC110184308|XP_020808455.1|DSER	LOC119657688|XP_037920646.1|HILL
OG0007736	LOC110182205|XP_020805891.1|DSER	LOC119657692|XP_037920652.1|HILL
OG0007737	LOC110177240|XP_020799535.1|DSER	LOC119659423|XP_037923428.1|HILL
