Orthogroup	DSIM.longest_only	AAEG.longest_only
OG0006990	LOC6733026|XP_016025716.1|DSIM	LOC5573100|XP_021701800.1|AAEG
OG0006991	LOC6730378|XP_016037152.1|DSIM	LOC5573091|XP_001654405.1|AAEG
OG0006992	LOC6740649|XP_039154005.1|DSIM	LOC5564482|XP_021701933.1|AAEG
OG0006993	LOC6732602|XP_039153919.1|DSIM	LOC5579471|XP_021702015.1|AAEG
OG0006994	LOC6731437|XP_016024069.1|DSIM	LOC5563793|XP_021702026.1|AAEG
OG0006995	LOC6732197|XP_002079326.2|DSIM	LOC5563857|XP_001648171.2|AAEG
OG0006996	LOC27206556|XP_016024877.1|DSIM	LOC5575714|XP_001662161.1|AAEG
OG0006997	LOC6733636|XP_002080690.1|DSIM	LOC5572015|XP_021702111.1|AAEG
OG0006998	LOC6729525|XP_002104833.1|DSIM	LOC5567716|XP_001657637.2|AAEG
OG0006999	LOC6730603|XP_002077782.1|DSIM	LOC5567313|XP_001651748.1|AAEG
OG0007000	LOC6730451|XP_002077632.1|DSIM	LOC5576503|XP_001662695.1|AAEG
OG0007001	LOC6734139|XP_016027149.1|DSIM	LOC5577601|XP_011492990.2|AAEG
OG0007002	LOC6732804|XP_016025518.1|DSIM	LOC5575182|XP_021702262.1|AAEG
OG0007003	LOC6734496|XP_016027622.1|DSIM	LOC5575180|XP_001655561.2|AAEG
OG0007004	LOC6730699|XP_016023133.1|DSIM	LOC5575159|XP_021702294.1|AAEG
OG0007005	LOC6732631|XP_016025331.1|DSIM	LOC5575158|XP_021702298.1|AAEG
OG0007006	LOC6731154|XP_002078312.2|DSIM	LOC5566374|XP_021702362.1|AAEG
OG0007007	LOC6731812|XP_002078947.1|DSIM	LOC5566398|XP_001650762.1|AAEG
OG0007008	LOC6730958|XP_016023417.1|DSIM	LOC5577300|XP_021702408.1|AAEG, LOC5577302|XP_001663337.2|AAEG
OG0007009	LOC6731796|XP_002078931.1|DSIM	LOC5572433|XP_001660372.1|AAEG, LOC110676916|XP_021702418.1|AAEG
OG0007010	LOC6732677|XP_016025397.1|DSIM	LOC5572440|XP_021702437.1|AAEG
OG0007011	LOC6728110|XP_016034728.1|DSIM	LOC5572447|XP_001660391.1|AAEG
OG0007012	LOC27209081|XP_016023508.1|DSIM	LOC5572451|XP_021702453.1|AAEG
OG0007013	LOC6731124|XP_016023672.1|DSIM	LOC5572466|XP_001660412.2|AAEG
OG0007014	LOC6731123|XP_016023665.1|DSIM	LOC5565305|XP_021702487.1|AAEG
OG0007015	LOC6730801|XP_039150916.1|DSIM	LOC5565307|XP_001649665.2|AAEG
OG0007016	LOC6731314|XP_016023885.1|DSIM	LOC5565300|XP_021702509.1|AAEG
OG0007017	LOC6730793|XP_016023207.1|DSIM	LOC5566799|XP_021702550.1|AAEG
OG0007018	LOC6732165|XP_016024853.1|DSIM	LOC5566800|XP_021702552.1|AAEG
OG0007019	LOC6739552|XP_016025899.1|DSIM	LOC5576032|XP_021702615.1|AAEG
OG0007020	LOC6733095|XP_002080172.2|DSIM	LOC5564911|XP_021702621.1|AAEG
OG0007021	LOC27207783|XP_039151865.1|DSIM	LOC5572798|XP_001654198.2|AAEG, LOC110680664|XP_021712147.1|AAEG
OG0007022	LOC6730919|XP_002078083.1|DSIM	LOC5572816|XP_021702701.1|AAEG
OG0007023	LOC27206510|XP_016024450.1|DSIM	LOC23687450|XP_011493524.1|AAEG
OG0007024	LOC6727608|XP_016034199.1|DSIM	LOC5572828|XP_001654224.2|AAEG
OG0007025	LOC6725168|XP_002106194.2|DSIM	LOC5570694|XP_021702717.1|AAEG
OG0007026	LOC6730460|XP_016022917.1|DSIM	LOC5570696|XP_021702721.1|AAEG
OG0007027	LOC6730810|XP_002077978.1|DSIM	LOC5572901|XP_021702739.1|AAEG
OG0007028	LOC6730443|XP_016022906.1|DSIM	LOC5572902|XP_021702740.1|AAEG
OG0007029	LOC6732567|XP_002079686.1|DSIM	LOC5568614|XP_021702769.1|AAEG
OG0007030	LOC6725498|XP_016038623.1|DSIM	LOC5568605|XP_001652439.1|AAEG
OG0007031	LOC27209260|XP_016033114.1|DSIM	LOC5568611|XP_021702789.1|AAEG
OG0007032	LOC6739071|XP_002085865.1|DSIM	LOC5577539|XP_021702804.1|AAEG
OG0007033	LOC6732321|XP_002079449.2|DSIM	LOC5577537|XP_001656550.2|AAEG
OG0007034	LOC27206525|XP_016023175.1|DSIM	LOC5564020|XP_001648342.1|AAEG
OG0007035	LOC6725878|XP_002106874.1|DSIM	LOC5564021|XP_001648343.1|AAEG
OG0007036	LOC6738816|XP_016032629.1|DSIM	LOC5564022|XP_001648345.1|AAEG
OG0007037	LOC6729124|XP_002104445.1|DSIM	LOC5564024|XP_001648346.1|AAEG
OG0007038	LOC6735779|XP_039147491.1|DSIM	LOC5566784|XP_021702855.1|AAEG
OG0007039	LOC6733845|XP_002080889.2|DSIM	LOC5573247|XP_001654456.2|AAEG
OG0007040	LOC6732089|XP_002079221.1|DSIM	LOC5573251|XP_001654461.1|AAEG
OG0007041	LOC6733087|XP_039147008.1|DSIM	LOC5571858|XP_021702924.1|AAEG
OG0007042	LOC6731588|XP_016024265.1|DSIM	LOC5571857|XP_021702927.1|AAEG
OG0007043	LOC6726815|XP_016033316.1|DSIM	LOC5571860|XP_021702937.1|AAEG
OG0007044	LOC6731336|XP_016023933.1|DSIM	LOC5564830|XP_021703000.1|AAEG
OG0007045	LOC6727400|XP_016033946.1|DSIM	LOC5564842|XP_021703006.1|AAEG
OG0007046	LOC6726762|XP_002102171.1|DSIM	LOC5564845|XP_021703016.1|AAEG
OG0007047	LOC6731047|XP_002078208.2|DSIM	LOC5569074|XP_001658304.1|AAEG
OG0007048	LOC6730643|XP_016023079.1|DSIM	LOC5569077|XP_021703044.1|AAEG
OG0007049	LOC6730959|XP_002078122.2|DSIM	LOC5567973|XP_001657795.1|AAEG
OG0007050	LOC6731343|XP_002078499.1|DSIM	LOC5573699|XP_001661025.1|AAEG
OG0007051	LOC6730915|XP_016023355.1|DSIM	LOC5571525|XP_021703126.1|AAEG
OG0007052	LOC6740711|XP_039153002.1|DSIM	LOC5568941|XP_021703172.1|AAEG
OG0007053	LOC6728022|XP_002103374.1|DSIM	LOC5568923|XP_021703194.1|AAEG
OG0007054	LOC6736130|XP_002083030.1|DSIM	LOC5573119|XP_001660735.2|AAEG
OG0007055	LOC6734754|XP_016027961.1|DSIM	LOC5573122|XP_001660738.2|AAEG
OG0007056	LOC27206276|XP_016030193.1|DSIM	LOC5573139|XP_001660755.1|AAEG
OG0007057	LOC6740184|XP_016039847.1|DSIM	LOC5573186|XP_001660803.2|AAEG
OG0007058	LOC6724974|XP_039153223.1|DSIM	LOC5573192|XP_001660809.2|AAEG
OG0007059	LOC6731392|XP_002078545.1|DSIM	LOC5573895|XP_001654928.2|AAEG
OG0007060	LOC6731389|XP_016024009.1|DSIM	LOC5573893|XP_001654933.2|AAEG
OG0007061	LOC6731388|XP_016024007.1|DSIM	LOC5573899|XP_021703333.1|AAEG
OG0007062	LOC6730429|XP_002077610.1|DSIM	LOC5573960|XP_001654980.1|AAEG
OG0007063	LOC6731511|XP_016024185.1|DSIM	LOC5573958|XP_001654982.2|AAEG
OG0007064	LOC6733669|XP_002080716.1|DSIM	LOC5573949|XP_001654986.2|AAEG
OG0007065	LOC6738548|XP_002085353.2|DSIM	LOC5573950|XP_001654988.2|AAEG
OG0007066	LOC6738120|XP_002084933.1|DSIM	LOC5573952|XP_001654990.2|AAEG
OG0007067	LOC6731902|XP_002079037.1|DSIM	LOC5573954|XP_001654992.2|AAEG
OG0007068	LOC6739229|XP_016024385.1|DSIM	LOC5573956|XP_001654994.2|AAEG
OG0007069	LOC6726634|XP_039146922.1|DSIM	LOC5575585|XP_021703482.1|AAEG
OG0007070	LOC27206619|XP_039148089.1|DSIM	LOC110677119|XP_021703531.1|AAEG
OG0007071	LOC27209168|XP_016029566.1|DSIM	LOC5567995|XP_001657822.1|AAEG
OG0007072	LOC6726642|XP_002102055.1|DSIM	LOC110677123|XP_021703537.1|AAEG
OG0007073	LOC6730956|XP_002078119.1|DSIM	LOC5567987|XP_001657814.1|AAEG
OG0007074	LOC6735938|XP_002082848.1|DSIM	LOC5572057|XP_001653821.1|AAEG
OG0007075	LOC6730651|XP_016023088.1|DSIM	LOC5572056|XP_001653823.1|AAEG
OG0007076	LOC6734466|XP_002081485.1|DSIM	LOC5572074|XP_021703591.1|AAEG
OG0007077	LOC27206552|XP_016024556.1|DSIM	LOC5572075|XP_001653843.1|AAEG
OG0007078	LOC6730806|XP_016023236.1|DSIM	LOC5565855|XP_021703597.1|AAEG
OG0007079	LOC6730805|XP_016023233.1|DSIM	LOC5565829|XP_001650198.2|AAEG
OG0007080	LOC6731618|XP_016024298.1|DSIM	LOC5564923|XP_021703753.1|AAEG
OG0007081	LOC6731217|XP_002078376.1|DSIM	LOC5564926|XP_001649289.2|AAEG
OG0007082	LOC6730402|XP_002077583.2|DSIM	LOC5564938|XP_001649290.2|AAEG
OG0007083	LOC6732070|XP_002079202.2|DSIM	LOC5564936|XP_021703763.1|AAEG
OG0007084	LOC6726153|XP_016039683.1|DSIM	LOC23687794|XP_011493653.2|AAEG
OG0007085	LOC6730602|XP_016023043.1|DSIM	LOC5570859|XP_021703784.1|AAEG
OG0007086	LOC6732508|XP_002079628.1|DSIM	LOC5565919|XP_001650271.2|AAEG
OG0007087	LOC6738598|XP_016032443.1|DSIM	LOC5565909|XP_001650253.2|AAEG
OG0007088	LOC6732918|XP_016025638.1|DSIM	LOC5565906|XP_021703840.1|AAEG
OG0007089	LOC6730497|XP_002077678.1|DSIM	LOC5569698|XP_021703852.1|AAEG
OG0007090	LOC6730696|XP_016023122.1|DSIM	LOC5569699|XP_021703853.1|AAEG
OG0007091	LOC6732494|XP_002079614.1|DSIM	LOC110678274|XP_021706589.1|AAEG, LOC5569702|XP_021703869.1|AAEG
OG0007092	LOC6727659|XP_039150426.1|DSIM	LOC5569709|XP_001658697.2|AAEG
OG0007093	LOC6731660|XP_002078800.1|DSIM	LOC5569713|XP_021703871.1|AAEG
OG0007094	LOC6731659|XP_002078799.1|DSIM	LOC5577910|XP_001656680.1|AAEG
OG0007095	LOC6732813|XP_002079926.1|DSIM	LOC5577907|XP_001656685.2|AAEG
OG0007096	LOC6732867|XP_002079977.1|DSIM	LOC5577906|XP_001656686.2|AAEG
OG0007097	LOC6733032|XP_002080111.1|DSIM	LOC5568179|XP_001652118.2|AAEG
OG0007098	LOC6733014|XP_016025718.2|DSIM	LOC5568181|XP_021703906.1|AAEG
OG0007099	LOC6728275|XP_002103624.1|DSIM	LOC5564525|XP_021703941.1|AAEG
OG0007100	LOC6731242|XP_002078401.2|DSIM	LOC5575670|XP_021703944.1|AAEG
OG0007101	LOC6732547|XP_002079666.1|DSIM	LOC5568087|XP_001652025.1|AAEG
OG0007102	LOC6730412|XP_016022879.1|DSIM	LOC5568085|XP_021703979.1|AAEG
OG0007103	LOC6731689|XP_002078825.2|DSIM	LOC5569517|XP_001652823.2|AAEG
OG0007104	LOC6731923|XP_039151475.1|DSIM	LOC5569529|XP_001652827.1|AAEG
OG0007105	LOC6731810|XP_002078945.1|DSIM	LOC5569520|XP_001652832.2|AAEG
OG0007106	LOC6730490|XP_016022944.1|DSIM	LOC5569525|XP_021704022.1|AAEG
OG0007107	LOC6730639|XP_016023075.1|DSIM	LOC5567332|XP_021704031.1|AAEG
OG0007108	LOC6730994|XP_002078155.1|DSIM	LOC110677245|XP_021704040.1|AAEG
OG0007109	LOC6732742|XP_002079856.1|DSIM	LOC5567342|XP_001651772.1|AAEG
OG0007110	LOC6730804|XP_016023232.1|DSIM	LOC5567343|XP_001651773.1|AAEG
OG0007111	LOC6731363|XP_039146954.1|DSIM	LOC5567344|XP_021704052.1|AAEG
OG0007112	LOC6730452|XP_002077633.1|DSIM	LOC23687430|XP_011493248.1|AAEG
OG0007113	LOC6729513|XP_016036186.1|DSIM	LOC5569772|XP_001653000.2|AAEG
OG0007114	LOC6732045|XP_002079177.1|DSIM	LOC5569771|XP_001652998.2|AAEG
OG0007115	LOC6732122|XP_002079254.2|DSIM	LOC5569757|XP_001652994.2|AAEG
OG0007116	LOC6731416|XP_002078568.1|DSIM	LOC5569763|XP_021704085.1|AAEG
OG0007117	LOC6730543|XP_002077722.1|DSIM	LOC5569765|XP_001652986.2|AAEG
OG0007118	LOC6731983|XP_002079117.1|DSIM	LOC5569768|XP_021704087.1|AAEG
OG0007119	LOC6725395|XP_016038462.1|DSIM	LOC110681141|XP_021712603.1|AAEG, LOC5568567|XP_001652397.2|AAEG
OG0007120	LOC6725136|XP_016038107.1|DSIM	LOC5568559|XP_001652390.2|AAEG
OG0007121	LOC6725964|XP_002106947.1|DSIM	LOC5568553|XP_001652385.1|AAEG
OG0007122	LOC6726452|XP_016040026.1|DSIM	LOC5568556|XP_021709379.1|AAEG
OG0007123	LOC27209228|XP_016040031.1|DSIM	LOC5568551|XP_021706949.1|AAEG
OG0007124	LOC6737857|XP_016031623.1|DSIM	LOC5567867|XP_021708822.1|AAEG
OG0007125	LOC6737950|XP_016031700.1|DSIM	LOC5575370|XP_021706049.1|AAEG
OG0007126	LOC6738123|XP_002084936.1|DSIM	LOC5575374|XP_001661901.2|AAEG
OG0007127	LOC6738828|XP_002085628.1|DSIM	LOC5575372|XP_001661903.1|AAEG
OG0007128	LOC6737948|XP_016031699.1|DSIM	LOC5575376|XP_001661906.1|AAEG
OG0007129	LOC6737949|XP_002084768.1|DSIM	LOC5575377|XP_001661907.1|AAEG
OG0007130	LOC6738823|XP_002085623.1|DSIM	LOC5568419|XP_001652245.1|AAEG
OG0007131	LOC6739088|XP_016032929.1|DSIM	LOC5568426|XP_001652254.1|AAEG
OG0007132	LOC6739092|XP_016032932.1|DSIM	LOC5568427|XP_001652255.3|AAEG
OG0007133	LOC6738352|XP_002085162.1|DSIM	LOC5568435|XP_001652267.1|AAEG
OG0007134	LOC6738240|XP_002085052.1|DSIM	LOC5570307|XP_001653128.1|AAEG
OG0007135	LOC6738248|XP_002085060.1|DSIM	LOC5570309|XP_021708394.1|AAEG
OG0007136	LOC6738748|XP_016032559.1|DSIM	LOC5570315|XP_021708637.1|AAEG
OG0007137	LOC6724819|XP_016037598.1|DSIM	LOC5571891|XP_021704737.1|AAEG
OG0007138	LOC6725091|XP_016038065.1|DSIM	LOC5571895|XP_021706110.1|AAEG
OG0007139	LOC6726466|XP_039152616.1|DSIM	LOC5571898|XP_021705906.1|AAEG
OG0007140	LOC6739948|XP_039152526.1|DSIM	LOC5571899|XP_001653815.1|AAEG
OG0007142	LOC6738726|XP_002085527.1|DSIM	LOC5570133|XP_001653114.1|AAEG
OG0007143	LOC6730092|XP_016036860.1|DSIM	LOC5568063|XP_021706338.1|AAEG
OG0007144	LOC6728852|XP_016035538.1|DSIM	LOC5568062|XP_021706333.1|AAEG
OG0007145	LOC6729418|XP_002104733.1|DSIM	LOC110679831|XP_021711285.1|AAEG
OG0007146	LOC6729715|XP_002105021.1|DSIM	LOC5568059|XP_001651995.1|AAEG
OG0007147	LOC6728322|XP_002103671.1|DSIM	LOC5568050|XP_021710032.1|AAEG
OG0007148	LOC6725375|XP_039154013.1|DSIM	LOC5569395|XP_021707871.1|AAEG
OG0007149	LOC27206323|XP_016026379.1|DSIM	LOC5572510|XP_021709936.1|AAEG
OG0007150	LOC6739087|XP_016032928.1|DSIM	LOC5566760|XP_001651163.1|AAEG
OG0007151	LOC6737438|XP_002084275.1|DSIM	LOC5566759|XP_001651161.1|AAEG
OG0007152	LOC6726471|XP_002107428.2|DSIM	LOC5575113|XP_021709386.1|AAEG
OG0007153	LOC6740247|XP_002077127.1|DSIM	LOC5575108|XP_001661830.1|AAEG
OG0007154	LOC6734849|XP_002081850.1|DSIM	LOC5575102|XP_001661824.1|AAEG
OG0007155	LOC6734592|XP_002081600.1|DSIM	LOC5575100|XP_001661823.1|AAEG
OG0007156	LOC6727280|XP_002102669.2|DSIM	LOC5575099|XP_001661820.1|AAEG
OG0007157	LOC6726872|XP_016033378.1|DSIM	LOC5572232|XP_001653924.1|AAEG
OG0007158	LOC6736592|XP_002083454.2|DSIM	LOC5572236|XP_001653923.1|AAEG
OG0007159	LOC6724852|XP_016037635.2|DSIM	LOC5571956|XP_021709182.1|AAEG
OG0007160	LOC6728519|XP_016035176.1|DSIM	LOC5576666|XP_001656205.1|AAEG
OG0007161	LOC6724753|XP_016037492.1|DSIM	LOC5567645|XP_021710629.1|AAEG
OG0007162	LOC6725629|XP_016038845.1|DSIM	LOC5567646|XP_001651840.1|AAEG
OG0007163	LOC6730364|XP_002105646.1|DSIM	LOC5563791|XP_001648060.1|AAEG
OG0007164	LOC6730363|XP_002105645.1|DSIM	LOC5563784|XP_001648071.1|AAEG
OG0007165	LOC6725698|XP_039153359.1|DSIM	LOC5578562|XP_021708688.1|AAEG
OG0007166	LOC6737286|XP_016031003.1|DSIM	LOC5563810|XP_021710831.1|AAEG
OG0007167	LOC6726051|XP_002107033.1|DSIM	LOC5563812|XP_001648095.1|AAEG
OG0007168	LOC6726468|XP_016040077.1|DSIM	LOC5570780|XP_021708848.1|AAEG
OG0007169	LOC27207671|XP_016037787.1|DSIM	LOC5570779|XP_001659370.1|AAEG
OG0007170	LOC6726670|XP_016033162.1|DSIM	LOC5579219|XP_021708060.1|AAEG
OG0007171	LOC6725798|XP_016039121.1|DSIM	LOC5567820|XP_021704643.1|AAEG
OG0007172	LOC27208559|XP_016037645.1|DSIM	LOC5567824|XP_001657730.2|AAEG
OG0007173	LOC6724856|XP_002105895.2|DSIM	LOC5567826|XP_021711081.1|AAEG
OG0007174	LOC6729142|XP_016035796.1|DSIM	LOC5577686|XP_021705453.1|AAEG
OG0007175	LOC6737858|XP_016031625.1|DSIM	LOC5566392|XP_021710584.1|AAEG
OG0007176	LOC6729576|XP_002104884.1|DSIM	LOC5574394|XP_001655107.1|AAEG
OG0007177	LOC6726814|XP_002102221.1|DSIM	LOC5574401|XP_001655108.1|AAEG
OG0007178	LOC6728886|XP_016035579.1|DSIM	LOC5574406|XP_001655113.1|AAEG
OG0007179	LOC6727051|XP_002102448.1|DSIM	LOC5574409|XP_001655116.1|AAEG
OG0007180	LOC6726811|XP_002102218.2|DSIM	LOC5574410|XP_001655117.1|AAEG
OG0007181	LOC6724966|XP_002106002.1|DSIM	LOC5580266|XP_001662893.1|AAEG
OG0007182	LOC6727426|XP_016033993.1|DSIM	LOC5580264|XP_021711480.1|AAEG
OG0007183	LOC6727424|XP_039151790.1|DSIM	LOC5580270|XP_021704264.1|AAEG
OG0007184	LOC6727428|XP_002102809.2|DSIM	LOC5580271|XP_021707734.1|AAEG
OG0007185	LOC6730969|XP_002078131.2|DSIM	LOC5580278|XP_001662904.1|AAEG
OG0007186	LOC6727849|XP_016034430.1|DSIM	LOC5570551|XP_021710343.1|AAEG
OG0007187	LOC6729695|XP_039150364.1|DSIM	LOC5570549|XP_021706869.1|AAEG
OG0007188	LOC6729489|XP_039151070.1|DSIM	LOC5570556|XP_021710715.1|AAEG
OG0007189	LOC6728774|XP_002104109.1|DSIM	LOC5570559|XP_001653215.1|AAEG
OG0007190	LOC6728488|XP_039151222.1|DSIM	LOC5570550|XP_021706979.1|AAEG
OG0007191	LOC6738474|XP_002085281.1|DSIM	LOC5570555|XP_021705253.1|AAEG
OG0007192	LOC27207641|XP_016039227.1|DSIM	LOC5575629|XP_021707063.1|AAEG
OG0007193	LOC27206642|XP_016039231.1|DSIM	LOC5575632|XP_001655773.1|AAEG
OG0007194	LOC27208351|XP_016038147.1|DSIM	LOC5575628|XP_021706178.1|AAEG
OG0007195	LOC6726740|XP_002102151.1|DSIM	LOC5570066|XP_001653052.1|AAEG
OG0007196	LOC6739682|XP_016036569.1|DSIM	LOC5571237|XP_021710952.1|AAEG
OG0007197	LOC6738041|XP_016031865.1|DSIM	LOC5574517|XP_001661490.1|AAEG
OG0007198	LOC6727429|XP_016033997.1|DSIM	LOC5576018|XP_021708175.1|AAEG
OG0007199	LOC6727593|XP_002102972.2|DSIM	LOC5570240|XP_021710073.1|AAEG
OG0007200	LOC6728469|XP_016035112.1|DSIM	LOC5576751|XP_021708355.1|AAEG
OG0007201	LOC6737814|XP_002084642.2|DSIM	LOC5579918|XP_001657892.1|AAEG
OG0007202	LOC6738338|XP_016032183.1|DSIM	LOC5579911|XP_001657891.1|AAEG
OG0007203	LOC6738334|XP_016032180.1|DSIM	LOC5579907|XP_021709805.1|AAEG
OG0007204	LOC6740152|XP_002077032.2|DSIM	LOC5579906|XP_001657887.1|AAEG
OG0007205	LOC6738333|XP_002085143.1|DSIM	LOC5579902|XP_001657882.2|AAEG
OG0007206	LOC6728495|XP_016035130.1|DSIM	LOC5579898|XP_021708390.1|AAEG
OG0007207	LOC6729573|XP_002104881.1|DSIM	LOC5579897|XP_001657877.2|AAEG
OG0007208	LOC6728772|XP_016035450.1|DSIM	LOC5579896|XP_021710250.1|AAEG
OG0007209	LOC6728771|XP_002104106.1|DSIM	LOC5579894|XP_021710248.1|AAEG
OG0007210	LOC6727434|XP_002102815.1|DSIM	LOC5579893|XP_001657871.2|AAEG
OG0007211	LOC6727148|XP_039151213.1|DSIM	LOC5579891|XP_001657869.2|AAEG
OG0007212	LOC6730170|XP_002105461.1|DSIM	LOC5579887|XP_021705483.1|AAEG
OG0007213	LOC27207143|XP_016028084.1|DSIM	LOC5567684|XP_001657613.1|AAEG
OG0007214	LOC6737638|XP_016031408.1|DSIM	LOC5567681|XP_021704958.1|AAEG
OG0007215	LOC6728522|XP_002103867.1|DSIM	LOC5564520|XP_021707222.1|AAEG
OG0007216	LOC6730259|XP_016037033.1|DSIM	LOC5578739|XP_021707388.1|AAEG
OG0007217	LOC27206633|XP_016029300.1|DSIM	LOC5578734|XP_001657106.1|AAEG
OG0007218	LOC6730376|XP_002105658.1|DSIM	LOC5578749|XP_001657116.1|AAEG
OG0007219	LOC6728031|XP_016034646.1|DSIM	LOC5574464|XP_021704646.1|AAEG
OG0007220	LOC6727516|XP_039150604.1|DSIM	LOC5573339|XP_021709525.1|AAEG
OG0007221	LOC6729710|XP_016036369.1|DSIM	LOC5573343|XP_001660822.1|AAEG
OG0007222	LOC6727954|XP_016034551.1|DSIM	LOC5567517|XP_021708406.1|AAEG
OG0007223	LOC6730370|XP_002105652.1|DSIM	LOC5567528|XP_001657523.1|AAEG
OG0007224	LOC6727480|XP_016034069.2|DSIM	LOC5567529|XP_001657524.1|AAEG
OG0007225	LOC6727993|XP_002103345.1|DSIM	LOC5567531|XP_021710585.1|AAEG
OG0007226	LOC6728905|XP_002104235.1|DSIM	LOC5567532|XP_001657527.2|AAEG
OG0007227	LOC6736918|XP_002083765.1|DSIM	LOC5567533|XP_001657528.2|AAEG
OG0007228	LOC6736766|XP_016030389.1|DSIM	LOC5567534|XP_021705905.1|AAEG
OG0007229	LOC6727213|XP_002102605.1|DSIM	LOC5567538|XP_001657533.1|AAEG
OG0007230	LOC6727617|XP_016034212.1|DSIM	LOC5568784|XP_001658149.1|AAEG
OG0007231	LOC6728412|XP_039150661.1|DSIM	LOC5568787|XP_021704811.1|AAEG
OG0007232	LOC6736823|XP_016030482.1|DSIM	LOC5568788|XP_021709249.1|AAEG
OG0007233	LOC6736826|XP_016030484.1|DSIM	LOC5568791|XP_021705790.1|AAEG
OG0007234	LOC6736834|XP_002083690.1|DSIM	LOC5569950|XP_001658850.1|AAEG
OG0007235	LOC6736831|XP_039149345.1|DSIM	LOC5569948|XP_021704129.1|AAEG
OG0007236	LOC6727170|XP_002102563.1|DSIM	LOC5576837|XP_001662944.2|AAEG
OG0007237	LOC6728908|XP_002104238.1|DSIM	LOC5576836|XP_001662943.2|AAEG
OG0007238	LOC6724740|XP_016037425.1|DSIM	LOC5572681|XP_021707150.1|AAEG
OG0007239	LOC6726721|XP_016033200.1|DSIM	LOC5578005|XP_001656743.2|AAEG
OG0007240	LOC6727588|XP_016034181.1|DSIM	LOC5578002|XP_021708497.1|AAEG
OG0007241	LOC6726308|XP_002107269.2|DSIM	LOC5577997|XP_001656735.1|AAEG
OG0007242	LOC6726309|XP_016039853.1|DSIM	LOC5577988|XP_021706142.1|AAEG
OG0007243	LOC6725833|XP_016039154.1|DSIM	LOC5565984|XP_021706674.1|AAEG
OG0007244	LOC6727920|XP_002103275.1|DSIM	LOC5577457|XP_001663383.1|AAEG
OG0007245	LOC6730251|XP_016037021.1|DSIM	LOC5577454|XP_021710132.1|AAEG
OG0007246	LOC6728345|XP_002103693.1|DSIM	LOC5579169|XP_001664263.1|AAEG
OG0007247	LOC6734452|XP_016027576.1|DSIM	LOC5579180|XP_001664275.2|AAEG
OG0007248	LOC6724757|XP_016037496.1|DSIM	LOC110678610|XP_021707413.1|AAEG
OG0007249	LOC27209339|XP_039153961.1|DSIM	LOC5566168|XP_021710310.1|AAEG
OG0007250	LOC6725599|XP_002106606.1|DSIM	LOC5566166|XP_021710285.1|AAEG
OG0007251	LOC6728892|XP_002104225.1|DSIM	LOC5566161|XP_021705624.1|AAEG
OG0007252	LOC6728709|XP_002104045.3|DSIM	LOC110678681|XP_021707579.1|AAEG
OG0007253	LOC6739653|XP_002076549.1|DSIM	LOC5566152|XP_021709420.1|AAEG
OG0007254	LOC6727603|XP_016034196.1|DSIM	LOC5564630|XP_021707585.1|AAEG
OG0007255	LOC6726420|XP_002107377.1|DSIM	LOC5564666|XP_021705426.1|AAEG
OG0007256	LOC6726813|XP_002102220.1|DSIM	LOC5564648|XP_021707148.1|AAEG
OG0007257	LOC6727853|XP_002103208.2|DSIM	LOC5564643|XP_001648991.2|AAEG
OG0007258	LOC6727851|XP_039151434.1|DSIM	LOC5564645|XP_021709010.1|AAEG
OG0007259	LOC27208051|XP_016037618.1|DSIM	LOC5570973|XP_001659442.2|AAEG
OG0007260	LOC6737786|XP_002084614.1|DSIM	LOC5570982|XP_021706632.1|AAEG
OG0007261	LOC6734914|XP_002081911.2|DSIM	LOC5576190|XP_001662527.2|AAEG
OG0007262	LOC27206369|XP_016037760.1|DSIM	LOC5576337|XP_001656078.2|AAEG
OG0007263	LOC6738853|XP_002085653.1|DSIM	LOC5576335|XP_001656073.1|AAEG, LOC110681311|XP_021712761.1|AAEG
OG0007264	LOC6739107|XP_016032957.1|DSIM	LOC5576333|XP_001656071.2|AAEG
OG0007265	LOC6725298|XP_002106316.1|DSIM	LOC5577678|XP_001663461.1|AAEG
OG0007266	LOC6727318|XP_039151095.1|DSIM	LOC5569287|XP_021707892.1|AAEG
OG0007267	LOC6727610|XP_002102989.1|DSIM	LOC5563625|XP_001647946.2|AAEG
OG0007268	LOC6735059|XP_002082036.1|DSIM	LOC5563582|XP_021704841.1|AAEG
OG0007269	LOC6724847|XP_016037630.1|DSIM	LOC5563562|XP_021707408.1|AAEG
OG0007270	LOC6728115|XP_016034736.1|DSIM	LOC5573555|XP_021704600.1|AAEG
OG0007271	LOC6727918|XP_002103273.1|DSIM	LOC5563639|XP_001647891.2|AAEG
OG0007272	LOC6736917|XP_002083764.1|DSIM	LOC5563647|XP_001647890.2|AAEG
OG0007273	LOC6728559|XP_016035194.1|DSIM	LOC5563644|XP_021705396.1|AAEG
OG0007274	LOC6728702|XP_016035371.1|DSIM	LOC5563563|XP_001647885.1|AAEG
OG0007275	LOC6736665|XP_016030287.1|DSIM	LOC5563659|XP_001647883.2|AAEG
OG0007276	LOC27208413|XP_016030286.1|DSIM	LOC5563652|XP_001647882.2|AAEG
OG0007277	LOC6739022|XP_016032860.1|DSIM	LOC23687755|XP_021706437.1|AAEG
OG0007278	LOC6737364|XP_002084202.1|DSIM	LOC5563572|XP_001647861.1|AAEG
