Orthogroup	DSIM.longest_only	CCAP.longest_only
OG0007087	LOC6738598|XP_016032443.1|DSIM	CCAP1982_LOCUS6897|CAD6998288.1|CCAP
OG0007088	LOC6732918|XP_016025638.1|DSIM	CCAP1982_LOCUS6895|CAD6998286.1|CCAP
OG0007089	LOC6730497|XP_002077678.1|DSIM	CCAP1982_LOCUS7485|CAD6998938.1|CCAP
OG0007090	LOC6730696|XP_016023122.1|DSIM	CCAP1982_LOCUS8235|CAD6999709.1|CCAP
OG0007091	LOC6732494|XP_002079614.1|DSIM	CCAP1982_LOCUS6972|CAD6998372.1|CCAP
OG0007092	LOC6727659|XP_039150426.1|DSIM	CCAP1982_LOCUS4644|CAD6995942.1|CCAP
OG0007093	LOC6731660|XP_002078800.1|DSIM	CCAP1982_LOCUS10850|CAD7002356.1|CCAP
OG0007095	LOC6732813|XP_002079926.1|DSIM	CCAP1982_LOCUS7737|CAD6999203.1|CCAP
OG0007096	LOC6732867|XP_002079977.1|DSIM	CCAP1982_LOCUS5513|CAD6996840.1|CCAP
OG0007097	LOC6733032|XP_002080111.1|DSIM	CCAP1982_LOCUS7965|CAD6999441.1|CCAP
OG0007098	LOC6733014|XP_016025718.2|DSIM	CCAP1982_LOCUS7969|CAD6999445.1|CCAP
OG0007099	LOC6728275|XP_002103624.1|DSIM	CCAP1982_LOCUS2724|CAD6993938.1|CCAP
OG0007100	LOC6731242|XP_002078401.2|DSIM	CCAP1982_LOCUS7691|CAD6999152.1|CCAP
OG0007102	LOC6730412|XP_016022879.1|DSIM	CCAP1982_LOCUS6630|CAD6998013.1|CCAP, CCAP1982_LOCUS6634|CAD6998017.1|CCAP, CCAP1982_LOCUS6637|CAD6998020.1|CCAP
OG0007103	LOC6731689|XP_002078825.2|DSIM	CCAP1982_LOCUS6721|CAD6998107.1|CCAP
OG0007104	LOC6731923|XP_039151475.1|DSIM	CCAP1982_LOCUS5635|CAD6996970.1|CCAP
OG0007105	LOC6731810|XP_002078945.1|DSIM	CCAP1982_LOCUS5711|CAD6997057.1|CCAP
OG0007106	LOC6730490|XP_016022944.1|DSIM	CCAP1982_LOCUS7479|CAD6998932.1|CCAP
OG0007107	LOC6730639|XP_016023075.1|DSIM	CCAP1982_LOCUS8486|CAD6999982.1|CCAP
OG0007109	LOC6732742|XP_002079856.1|DSIM	CCAP1982_LOCUS8807|CAD7000324.1|CCAP
OG0007110	LOC6730804|XP_016023232.1|DSIM	CCAP1982_LOCUS8571|CAD7000070.1|CCAP
OG0007111	LOC6731363|XP_039146954.1|DSIM	CCAP1982_LOCUS7393|CAD6998844.1|CCAP
OG0007112	LOC6730452|XP_002077633.1|DSIM	CCAP1982_LOCUS7501|CAD6998954.1|CCAP
OG0007113	LOC6729513|XP_016036186.1|DSIM	CCAP1982_LOCUS2444|CAD6993634.1|CCAP
OG0007114	LOC6732045|XP_002079177.1|DSIM	CCAP1982_LOCUS8259|CAD6999733.1|CCAP
OG0007115	LOC6732122|XP_002079254.2|DSIM	CCAP1982_LOCUS8261|CAD6999735.1|CCAP
OG0007116	LOC6731416|XP_002078568.1|DSIM	CCAP1982_LOCUS8864|CAD7000388.1|CCAP
OG0007117	LOC6730543|XP_002077722.1|DSIM	CCAP1982_LOCUS7696|CAD6999158.1|CCAP
OG0007118	LOC6731983|XP_002079117.1|DSIM	CCAP1982_LOCUS8559|CAD7000055.1|CCAP
OG0007124	LOC6737857|XP_016031623.1|DSIM	CCAP1982_LOCUS14438|CAD7006106.1|CCAP
OG0007125	LOC6737950|XP_016031700.1|DSIM	CCAP1982_LOCUS13823|CAD7005463.1|CCAP
OG0007126	LOC6738123|XP_002084936.1|DSIM	CCAP1982_LOCUS13816|CAD7005456.1|CCAP
OG0007127	LOC6738828|XP_002085628.1|DSIM	CCAP1982_LOCUS14233|CAD7005893.1|CCAP
OG0007128	LOC6737948|XP_016031699.1|DSIM	CCAP1982_LOCUS13827|CAD7005467.1|CCAP
OG0007129	LOC6737949|XP_002084768.1|DSIM	CCAP1982_LOCUS13825|CAD7005465.1|CCAP
OG0007130	LOC6738823|XP_002085623.1|DSIM	CCAP1982_LOCUS13965|CAD7005606.1|CCAP
OG0007131	LOC6739088|XP_016032929.1|DSIM	CCAP1982_LOCUS11653|CAD7003191.1|CCAP
OG0007132	LOC6739092|XP_016032932.1|DSIM	CCAP1982_LOCUS11686|CAD7003225.1|CCAP
OG0007133	LOC6738352|XP_002085162.1|DSIM	CCAP1982_LOCUS13226|CAD7004840.1|CCAP
OG0007134	LOC6738240|XP_002085052.1|DSIM	CCAP1982_LOCUS12053|CAD7003609.1|CCAP
OG0007135	LOC6738248|XP_002085060.1|DSIM	CCAP1982_LOCUS11440|CAD7002977.1|CCAP
OG0007136	LOC6738748|XP_016032559.1|DSIM	CCAP1982_LOCUS11814|CAD7003355.1|CCAP
OG0007142	LOC6738726|XP_002085527.1|DSIM	CCAP1982_LOCUS14614|CAD7006291.1|CCAP
OG0007143	LOC6730092|XP_016036860.1|DSIM	CCAP1982_LOCUS3194|CAD6994446.1|CCAP
OG0007144	LOC6728852|XP_016035538.1|DSIM	CCAP1982_LOCUS241|CAD6991312.1|CCAP
OG0007145	LOC6729418|XP_002104733.1|DSIM	CCAP1982_LOCUS430|CAD6991507.1|CCAP
OG0007146	LOC6729715|XP_002105021.1|DSIM	CCAP1982_LOCUS433|CAD6991511.1|CCAP
OG0007149	LOC27206323|XP_016026379.1|DSIM	CCAP1982_LOCUS22324|CAD7014327.1|CCAP
OG0007150	LOC6739087|XP_016032928.1|DSIM	CCAP1982_LOCUS11655|CAD7003193.1|CCAP
OG0007151	LOC6737438|XP_002084275.1|DSIM	CCAP1982_LOCUS11432|CAD7002968.1|CCAP
OG0007154	LOC6734849|XP_002081850.1|DSIM	CCAP1982_LOCUS20283|CAD7012182.1|CCAP
OG0007155	LOC6734592|XP_002081600.1|DSIM	CCAP1982_LOCUS19995|CAD7011883.1|CCAP
OG0007156	LOC6727280|XP_002102669.2|DSIM	CCAP1982_LOCUS1430|CAD6992582.1|CCAP
OG0007157	LOC6726872|XP_016033378.1|DSIM	CCAP1982_LOCUS563|CAD6991649.1|CCAP
OG0007158	LOC6736592|XP_002083454.2|DSIM	CCAP1982_LOCUS12225|CAD7003791.1|CCAP
OG0007160	LOC6728519|XP_016035176.1|DSIM	CCAP1982_LOCUS4974|CAD6996290.1|CCAP
OG0007163	LOC6730364|XP_002105646.1|DSIM	CCAP1982_LOCUS149|CAD6991211.1|CCAP
OG0007164	LOC6730363|XP_002105645.1|DSIM	CCAP1982_LOCUS148|CAD6991210.1|CCAP
OG0007174	LOC6729142|XP_016035796.1|DSIM	CCAP1982_LOCUS777|CAD6991886.1|CCAP
OG0007175	LOC6737858|XP_016031625.1|DSIM	CCAP1982_LOCUS14454|CAD7006122.1|CCAP
OG0007176	LOC6729576|XP_002104884.1|DSIM	CCAP1982_LOCUS829|CAD6991941.1|CCAP
OG0007177	LOC6726814|XP_002102221.1|DSIM	CCAP1982_LOCUS748|CAD6991849.1|CCAP
OG0007178	LOC6728886|XP_016035579.1|DSIM	CCAP1982_LOCUS867|CAD6991980.1|CCAP
OG0007179	LOC6727051|XP_002102448.1|DSIM	CCAP1982_LOCUS750|CAD6991852.1|CCAP
OG0007180	LOC6726811|XP_002102218.2|DSIM	CCAP1982_LOCUS745|CAD6991846.1|CCAP
OG0007182	LOC6727426|XP_016033993.1|DSIM	CCAP1982_LOCUS967|CAD6992087.1|CCAP
OG0007183	LOC6727424|XP_039151790.1|DSIM	CCAP1982_LOCUS970|CAD6992091.1|CCAP
OG0007184	LOC6727428|XP_002102809.2|DSIM	CCAP1982_LOCUS962|CAD6992082.1|CCAP
OG0007185	LOC6730969|XP_002078131.2|DSIM	CCAP1982_LOCUS7881|CAD6999354.1|CCAP
OG0007186	LOC6727849|XP_016034430.1|DSIM	CCAP1982_LOCUS906|CAD6992022.1|CCAP
OG0007187	LOC6729695|XP_039150364.1|DSIM	CCAP1982_LOCUS335|CAD6991408.1|CCAP
OG0007188	LOC6729489|XP_039151070.1|DSIM	CCAP1982_LOCUS5020|CAD6996342.1|CCAP
OG0007189	LOC6728774|XP_002104109.1|DSIM	CCAP1982_LOCUS4951|CAD6996268.1|CCAP
OG0007190	LOC6728488|XP_039151222.1|DSIM	CCAP1982_LOCUS708|CAD6991805.1|CCAP
OG0007191	LOC6738474|XP_002085281.1|DSIM	CCAP1982_LOCUS12894|CAD7004492.1|CCAP
OG0007195	LOC6726740|XP_002102151.1|DSIM	CCAP1982_LOCUS680|CAD6991773.1|CCAP
OG0007196	LOC6739682|XP_016036569.1|DSIM	CCAP1982_LOCUS451|CAD6991533.1|CCAP
OG0007197	LOC6738041|XP_016031865.1|DSIM	CCAP1982_LOCUS13596|CAD7005238.1|CCAP
OG0007198	LOC6727429|XP_016033997.1|DSIM	CCAP1982_LOCUS898|CAD6992012.1|CCAP
OG0007199	LOC6727593|XP_002102972.2|DSIM	CCAP1982_LOCUS580|CAD6991666.1|CCAP
OG0007200	LOC6728469|XP_016035112.1|DSIM	CCAP1982_LOCUS4879|CAD6996187.1|CCAP
OG0007201	LOC6737814|XP_002084642.2|DSIM	CCAP1982_LOCUS11204|CAD7002729.1|CCAP
OG0007202	LOC6738338|XP_016032183.1|DSIM	CCAP1982_LOCUS13344|CAD7004966.1|CCAP
OG0007203	LOC6738334|XP_016032180.1|DSIM	CCAP1982_LOCUS13330|CAD7004951.1|CCAP
OG0007205	LOC6738333|XP_002085143.1|DSIM	CCAP1982_LOCUS13329|CAD7004950.1|CCAP
OG0007206	LOC6728495|XP_016035130.1|DSIM	CCAP1982_LOCUS716|CAD6991815.1|CCAP
OG0007207	LOC6729573|XP_002104881.1|DSIM	CCAP1982_LOCUS721|CAD6991820.1|CCAP
OG0007208	LOC6728772|XP_016035450.1|DSIM	CCAP1982_LOCUS720|CAD6991819.1|CCAP
OG0007209	LOC6728771|XP_002104106.1|DSIM	CCAP1982_LOCUS719|CAD6991818.1|CCAP
OG0007210	LOC6727434|XP_002102815.1|DSIM	CCAP1982_LOCUS894|CAD6992008.1|CCAP
OG0007211	LOC6727148|XP_039151213.1|DSIM	CCAP1982_LOCUS4295|CAD6995585.1|CCAP
OG0007212	LOC6730170|XP_002105461.1|DSIM	CCAP1982_LOCUS169|CAD6991232.1|CCAP
OG0007214	LOC6737638|XP_016031408.1|DSIM	CCAP1982_LOCUS13363|CAD7004987.1|CCAP
OG0007215	LOC6728522|XP_002103867.1|DSIM	CCAP1982_LOCUS392|CAD6991468.1|CCAP
OG0007216	LOC6730259|XP_016037033.1|DSIM	CCAP1982_LOCUS1848|CAD6993013.1|CCAP, CCAP1982_LOCUS1847|CAD6993012.1|CCAP
OG0007217	LOC27206633|XP_016029300.1|DSIM	CCAP1982_LOCUS20135|CAD7012031.1|CCAP
OG0007218	LOC6730376|XP_002105658.1|DSIM	CCAP1982_LOCUS261|CAD6991332.1|CCAP
OG0007219	LOC6728031|XP_016034646.1|DSIM	CCAP1982_LOCUS780|CAD6991889.1|CCAP
OG0007220	LOC6727516|XP_039150604.1|DSIM	CCAP1982_LOCUS1421|CAD6992573.1|CCAP
OG0007221	LOC6729710|XP_016036369.1|DSIM	CCAP1982_LOCUS5051|CAD6996372.1|CCAP
OG0007222	LOC6727954|XP_016034551.1|DSIM	CCAP1982_LOCUS4924|CAD6996240.1|CCAP
OG0007223	LOC6730370|XP_002105652.1|DSIM	CCAP1982_LOCUS155|CAD6991217.1|CCAP
OG0007224	LOC6727480|XP_016034069.2|DSIM	CCAP1982_LOCUS4413|CAD6995706.1|CCAP
OG0007225	LOC6727993|XP_002103345.1|DSIM	CCAP1982_LOCUS240|CAD6991311.1|CCAP
OG0007226	LOC6728905|XP_002104235.1|DSIM	CCAP1982_LOCUS372|CAD6991446.1|CCAP
OG0007227	LOC6736918|XP_002083765.1|DSIM	CCAP1982_LOCUS12755|CAD7004337.1|CCAP
OG0007228	LOC6736766|XP_016030389.1|DSIM	CCAP1982_LOCUS12753|CAD7004335.1|CCAP
OG0007229	LOC6727213|XP_002102605.1|DSIM	CCAP1982_LOCUS2800|CAD6994023.1|CCAP
OG0007230	LOC6727617|XP_016034212.1|DSIM	CCAP1982_LOCUS4944|CAD6996261.1|CCAP
OG0007231	LOC6728412|XP_039150661.1|DSIM	CCAP1982_LOCUS802|CAD6991913.1|CCAP
OG0007232	LOC6736823|XP_016030482.1|DSIM	CCAP1982_LOCUS12462|CAD7004037.1|CCAP
OG0007233	LOC6736826|XP_016030484.1|DSIM	CCAP1982_LOCUS12465|CAD7004040.1|CCAP
OG0007234	LOC6736834|XP_002083690.1|DSIM	CCAP1982_LOCUS12468|CAD7004043.1|CCAP
OG0007235	LOC6736831|XP_039149345.1|DSIM	CCAP1982_LOCUS12480|CAD7004055.1|CCAP
OG0007236	LOC6727170|XP_002102563.1|DSIM	CCAP1982_LOCUS952|CAD6992072.1|CCAP
OG0007237	LOC6728908|XP_002104238.1|DSIM	CCAP1982_LOCUS86|CAD6991144.1|CCAP
OG0007239	LOC6726721|XP_016033200.1|DSIM	CCAP1982_LOCUS4425|CAD6995718.1|CCAP
OG0007240	LOC6727588|XP_016034181.1|DSIM	CCAP1982_LOCUS11582|CAD7003120.1|CCAP
OG0007245	LOC6730251|XP_016037021.1|DSIM	CCAP1982_LOCUS1858|CAD6993022.1|CCAP
OG0007246	LOC6728345|XP_002103693.1|DSIM	CCAP1982_LOCUS2224|CAD6993409.1|CCAP
OG0007247	LOC6734452|XP_016027576.1|DSIM	CCAP1982_LOCUS7138|CAD6998553.1|CCAP
OG0007251	LOC6728892|XP_002104225.1|DSIM	CCAP1982_LOCUS955|CAD6992075.1|CCAP
OG0007252	LOC6728709|XP_002104045.3|DSIM	CCAP1982_LOCUS4289|CAD6995579.1|CCAP
OG0007253	LOC6739653|XP_002076549.1|DSIM	CCAP1982_LOCUS12058|CAD7003616.1|CCAP
OG0007254	LOC6727603|XP_016034196.1|DSIM	CCAP1982_LOCUS645|CAD6991733.1|CCAP
OG0007256	LOC6726813|XP_002102220.1|DSIM	CCAP1982_LOCUS747|CAD6991848.1|CCAP
OG0007257	LOC6727853|XP_002103208.2|DSIM	CCAP1982_LOCUS5123|CAD6996451.1|CCAP
OG0007258	LOC6727851|XP_039151434.1|DSIM	CCAP1982_LOCUS259|CAD6991330.1|CCAP
OG0007266	LOC6727318|XP_039151095.1|DSIM	CCAP1982_LOCUS21|CAD6991072.1|CCAP
OG0007267	LOC6727610|XP_002102989.1|DSIM	CCAP1982_LOCUS22944|CAD7014986.1|CCAP
OG0007268	LOC6735059|XP_002082036.1|DSIM	CCAP1982_LOCUS19677|CAD7011588.1|CCAP
OG0007270	LOC6728115|XP_016034736.1|DSIM	CCAP1982_LOCUS5137|CAD6996468.1|CCAP
OG0007271	LOC6727918|XP_002103273.1|DSIM	CCAP1982_LOCUS84|CAD6991142.1|CCAP
OG0007272	LOC6736917|XP_002083764.1|DSIM	CCAP1982_LOCUS12889|CAD7004485.1|CCAP
OG0007273	LOC6728559|XP_016035194.1|DSIM	CCAP1982_LOCUS4633|CAD6995931.1|CCAP
OG0007274	LOC6728702|XP_016035371.1|DSIM	CCAP1982_LOCUS4273|CAD6995562.1|CCAP
OG0007275	LOC6736665|XP_016030287.1|DSIM	CCAP1982_LOCUS11313|CAD7002844.1|CCAP
OG0007276	LOC27208413|XP_016030286.1|DSIM	CCAP1982_LOCUS11322|CAD7002854.1|CCAP
OG0007277	LOC6739022|XP_016032860.1|DSIM	CCAP1982_LOCUS12267|CAD7003834.1|CCAP
OG0007278	LOC6737364|XP_002084202.1|DSIM	CCAP1982_LOCUS14983|CAD7006683.1|CCAP
OG0007279	LOC6737498|XP_016031293.1|DSIM	CCAP1982_LOCUS14984|CAD7006684.1|CCAP
OG0007280	LOC6738953|XP_016032781.1|DSIM	CCAP1982_LOCUS14986|CAD7006686.1|CCAP
OG0007281	LOC6729623|XP_002104931.1|DSIM	CCAP1982_LOCUS595|CAD6991682.1|CCAP
OG0007282	LOC6729624|XP_016036259.1|DSIM	CCAP1982_LOCUS594|CAD6991681.1|CCAP
OG0007283	LOC6729718|XP_002105024.1|DSIM	CCAP1982_LOCUS208|CAD6991277.1|CCAP
OG0007284	LOC6727542|XP_002102922.1|DSIM	CCAP1982_LOCUS3395|CAD6994660.1|CCAP
OG0007287	LOC6730496|XP_002077677.1|DSIM	CCAP1982_LOCUS7484|CAD6998937.1|CCAP
OG0007290	LOC6727597|XP_002102976.1|DSIM	CCAP1982_LOCUS587|CAD6991674.1|CCAP
OG0007291	LOC6725150|XP_016038149.1|DSIM	CCAP1982_LOCUS3528|CAD6994797.1|CCAP
OG0007293	LOC27206843|XP_039150612.1|DSIM	CCAP1982_LOCUS298|CAD6991368.1|CCAP
OG0007294	LOC6728025|XP_002103377.1|DSIM	CCAP1982_LOCUS1027|CAD6992149.1|CCAP
OG0007295	LOC6727925|XP_002103280.1|DSIM	CCAP1982_LOCUS3441|CAD6994706.1|CCAP
OG0007296	LOC6729996|XP_016036761.1|DSIM	CCAP1982_LOCUS1016|CAD6992137.1|CCAP
OG0007297	LOC6727670|XP_016034257.1|DSIM	CCAP1982_LOCUS4653|CAD6995944.1|CCAP
OG0007298	LOC6726810|XP_016033313.1|DSIM	CCAP1982_LOCUS4435|CAD6995730.1|CCAP
OG0007299	LOC27209373|XP_016035541.1|DSIM	CCAP1982_LOCUS5169|CAD6996501.1|CCAP
OG0007300	LOC6727856|XP_039151432.1|DSIM	CCAP1982_LOCUS379|CAD6991454.1|CCAP
OG0007301	LOC6726861|XP_002102263.1|DSIM	CCAP1982_LOCUS4540|CAD6995838.1|CCAP
OG0007302	LOC27207284|XP_016033300.1|DSIM	CCAP1982_LOCUS5045|CAD6996366.1|CCAP
OG0007304	LOC6732322|XP_002079450.1|DSIM	CCAP1982_LOCUS6553|CAD6997935.1|CCAP
OG0007305	LOC27208190|XP_016032400.1|DSIM	CCAP1982_LOCUS14100|CAD7005751.1|CCAP
OG0007306	LOC6739662|XP_002076556.1|DSIM	CCAP1982_LOCUS14101|CAD7005752.1|CCAP
OG0007307	LOC6727871|XP_016034453.1|DSIM	CCAP1982_LOCUS5065|CAD6996390.1|CCAP
OG0007309	LOC6729738|XP_016036399.1|DSIM	CCAP1982_LOCUS310|CAD6991383.1|CCAP
OG0007310	LOC6729384|XP_016036027.1|DSIM	CCAP1982_LOCUS309|CAD6991382.1|CCAP
OG0007311	LOC6729387|XP_016036029.2|DSIM	CCAP1982_LOCUS304|CAD6991375.1|CCAP
OG0007316	LOC6727410|XP_002102795.1|DSIM	CCAP1982_LOCUS997|CAD6992113.1|CCAP
OG0007317	LOC6726882|XP_002102284.1|DSIM	CCAP1982_LOCUS766|CAD6991874.1|CCAP
OG0007318	LOC6726881|XP_016033393.1|DSIM	CCAP1982_LOCUS765|CAD6991872.1|CCAP
OG0007319	LOC6737812|XP_002084640.1|DSIM	CCAP1982_LOCUS11203|CAD7002728.1|CCAP
OG0007324	LOC6726835|XP_016033341.1|DSIM	CCAP1982_LOCUS4825|CAD6996131.1|CCAP
OG0007325	LOC6729133|XP_016035778.1|DSIM	CCAP1982_LOCUS4878|CAD6996186.1|CCAP
OG0007326	LOC6726837|XP_016033342.1|DSIM	CCAP1982_LOCUS4843|CAD6996150.1|CCAP
OG0007327	LOC6736570|XP_002083432.1|DSIM	CCAP1982_LOCUS12605|CAD7004186.1|CCAP
OG0007328	LOC27208122|XP_039150767.1|DSIM	CCAP1982_LOCUS4824|CAD6996130.1|CCAP
OG0007329	LOC6729592|XP_002104900.2|DSIM	CCAP1982_LOCUS836|CAD6991948.1|CCAP
OG0007333	LOC6727822|XP_002103183.1|DSIM	CCAP1982_LOCUS5111|CAD6996439.1|CCAP
OG0007335	LOC6737399|XP_016031155.1|DSIM	CCAP1982_LOCUS14948|CAD7006643.1|CCAP
OG0007336	LOC6725792|XP_002106789.2|DSIM	CCAP1982_LOCUS256|CAD6991327.1|CCAP
OG0007337	LOC6738460|XP_016032291.1|DSIM	CCAP1982_LOCUS12036|CAD7003588.1|CCAP
OG0007338	LOC27209318|XP_016030219.1|DSIM	CCAP1982_LOCUS14978|CAD7006677.1|CCAP
OG0007339	LOC6728860|XP_002104194.2|DSIM	CCAP1982_LOCUS176|CAD6991240.1|CCAP
OG0007340	LOC6727631|XP_039151427.1|DSIM	CCAP1982_LOCUS5191|CAD6996523.1|CCAP
OG0007341	LOC6726817|XP_039150951.1|DSIM	CCAP1982_LOCUS4563|CAD6995862.1|CCAP
OG0007342	LOC6729976|XP_016036752.1|DSIM	CCAP1982_LOCUS5140|CAD6996471.1|CCAP
OG0007343	LOC6729415|XP_002104730.1|DSIM	CCAP1982_LOCUS426|CAD6991502.1|CCAP
OG0007345	LOC6729417|XP_002104732.1|DSIM	CCAP1982_LOCUS429|CAD6991505.1|CCAP
OG0007346	LOC6736771|XP_002083627.1|DSIM	CCAP1982_LOCUS12748|CAD7004329.1|CCAP
OG0007351	LOC6738047|XP_016031877.1|DSIM	CCAP1982_LOCUS13609|CAD7005252.1|CCAP
OG0007352	LOC6734208|XP_002081237.1|DSIM	CCAP1982_LOCUS21584|CAD7013524.1|CCAP
OG0007353	LOC6726773|XP_016033256.1|DSIM	CCAP1982_LOCUS1008|CAD6992129.1|CCAP
OG0007354	LOC6726303|XP_016039844.1|DSIM	CCAP1982_LOCUS20275|CAD7012173.1|CCAP
OG0007355	LOC6726867|XP_016033368.1|DSIM	CCAP1982_LOCUS558|CAD6991644.1|CCAP
OG0007356	LOC6733660|XP_016026620.1|DSIM	CCAP1982_LOCUS21381|CAD7013311.1|CCAP
OG0007357	LOC6726969|XP_039151809.1|DSIM	CCAP1982_LOCUS4455|CAD6995751.1|CCAP
OG0007358	LOC6727900|XP_016034515.1|DSIM	CCAP1982_LOCUS4816|CAD6996121.1|CCAP
OG0007360	LOC6728048|XP_002103400.1|DSIM	CCAP1982_LOCUS1890|CAD6993060.1|CCAP
OG0007362	LOC6732766|XP_002079879.1|DSIM	CCAP1982_LOCUS5554|CAD6996881.1|CCAP
OG0007366	LOC6727479|XP_016034068.1|DSIM	CCAP1982_LOCUS4415|CAD6995708.1|CCAP
OG0007367	LOC6736728|XP_016030351.1|DSIM	CCAP1982_LOCUS12741|CAD7004322.1|CCAP
OG0007368	LOC6727255|XP_016033761.1|DSIM	CCAP1982_LOCUS584|CAD6991671.1|CCAP
OG0007369	LOC6727647|XP_039150521.1|DSIM	CCAP1982_LOCUS4308|CAD6995601.1|CCAP
OG0007370	LOC6733497|XP_002080554.2|DSIM	CCAP1982_LOCUS22387|CAD7014393.1|CCAP
OG0007371	LOC6730032|XP_002105325.2|DSIM	CCAP1982_LOCUS3268|CAD6994524.1|CCAP
OG0007372	LOC6728848|XP_002104182.2|DSIM	CCAP1982_LOCUS246|CAD6991317.1|CCAP
OG0007389	LOC6733088|XP_016025796.1|DSIM	CCAP1982_LOCUS6401|CAD6997775.1|CCAP
OG0007393	LOC6729396|XP_016036043.1|DSIM	CCAP1982_LOCUS5062|CAD6996385.1|CCAP
OG0007396	LOC6726816|XP_016033318.1|DSIM	CCAP1982_LOCUS4566|CAD6995865.1|CCAP
OG0007397	LOC6731756|XP_039154365.1|DSIM	CCAP1982_LOCUS6480|CAD6997857.1|CCAP, CCAP1982_LOCUS6479|CAD6997856.1|CCAP
OG0007398	LOC6734911|XP_002081908.1|DSIM	CCAP1982_LOCUS20412|CAD7012318.1|CCAP
OG0007402	LOC6727449|XP_016034049.1|DSIM	CCAP1982_LOCUS4479|CAD6995775.1|CCAP
OG0007403	LOC6727454|XP_016034053.2|DSIM	CCAP1982_LOCUS4486|CAD6995782.1|CCAP
OG0007404	LOC6727473|XP_039151761.1|DSIM	CCAP1982_LOCUS4527|CAD6995824.1|CCAP
OG0007405	LOC6729575|XP_002104883.1|DSIM	CCAP1982_LOCUS686|CAD6991781.1|CCAP
OG0007406	LOC6727136|XP_002102529.2|DSIM	CCAP1982_LOCUS4363|CAD6995656.1|CCAP
OG0007407	LOC6731128|XP_016023678.1|DSIM	CCAP1982_LOCUS5431|CAD6996752.1|CCAP, CCAP1982_LOCUS5430|CAD6996751.1|CCAP
OG0007408	LOC6738642|XP_002085444.1|DSIM	CCAP1982_LOCUS14593|CAD7006269.1|CCAP
OG0007409	LOC6731000|XP_016023463.1|DSIM	CCAP1982_LOCUS7010|CAD6998410.1|CCAP
OG0007413	LOC6733831|XP_002080875.1|DSIM	CCAP1982_LOCUS23203|CAD7015255.1|CCAP
OG0007419	LOC6728107|XP_016034725.1|DSIM	CCAP1982_LOCUS2364|CAD6993552.1|CCAP, CCAP1982_LOCUS2363|CAD6993551.1|CCAP
OG0007420	LOC6734218|XP_002081247.1|DSIM	CCAP1982_LOCUS21572|CAD7013512.1|CCAP
OG0007424	LOC6737627|XP_002084459.1|DSIM	CCAP1982_LOCUS13372|CAD7004996.1|CCAP
OG0007425	LOC6738709|XP_039150084.1|DSIM	CCAP1982_LOCUS13380|CAD7005005.1|CCAP
OG0007429	LOC6735349|XP_002082296.2|DSIM	CCAP1982_LOCUS21051|CAD7012960.1|CCAP
OG0007430	LOC6736282|XP_002083166.1|DSIM	CCAP1982_LOCUS12596|CAD7004176.1|CCAP
OG0007431	LOC6731007|XP_002078168.1|DSIM	CCAP1982_LOCUS8214|CAD6999686.1|CCAP
OG0007432	LOC6739140|XP_002085933.1|DSIM	CCAP1982_LOCUS13753|CAD7005393.1|CCAP
OG0007433	LOC6725398|XP_002106414.1|DSIM	CCAP1982_LOCUS14013|CAD7005656.1|CCAP
OG0007434	LOC6737690|XP_016031458.1|DSIM	CCAP1982_LOCUS14025|CAD7005670.1|CCAP
OG0007436	LOC6738880|XP_016032705.1|DSIM	CCAP1982_LOCUS13811|CAD7005451.1|CCAP
OG0007437	LOC6738072|XP_002084886.2|DSIM	CCAP1982_LOCUS11674|CAD7003214.1|CCAP
OG0007438	LOC6738779|XP_016032597.1|DSIM	CCAP1982_LOCUS14461|CAD7006129.1|CCAP
OG0007441	LOC6734647|XP_002081654.1|DSIM	CCAP1982_LOCUS19618|CAD7011529.1|CCAP
OG0007442	LOC6727611|XP_002102990.1|DSIM	CCAP1982_LOCUS20522|CAD7012440.1|CCAP
OG0007443	LOC27207542|XP_016029273.1|DSIM	CCAP1982_LOCUS23350|CAD7015407.1|CCAP
OG0007444	LOC6734534|XP_002081543.2|DSIM	CCAP1982_LOCUS20645|CAD7012560.1|CCAP
OG0007445	LOC6734535|XP_002081544.2|DSIM	CCAP1982_LOCUS20644|CAD7012559.1|CCAP
OG0007446	LOC6732705|XP_016025439.1|DSIM	CCAP1982_LOCUS8283|CAD6999760.1|CCAP
OG0007447	LOC6732670|XP_016025386.1|DSIM	CCAP1982_LOCUS21118|CAD7013034.1|CCAP
OG0007448	LOC6733910|XP_016026952.1|DSIM	CCAP1982_LOCUS20471|CAD7012377.1|CCAP
OG0007449	LOC6737715|XP_002084546.2|DSIM	CCAP1982_LOCUS14049|CAD7005697.1|CCAP
OG0007450	LOC6731086|XP_002078244.1|DSIM	CCAP1982_LOCUS14048|CAD7005696.1|CCAP
OG0007451	LOC6738226|XP_002085038.1|DSIM	CCAP1982_LOCUS14097|CAD7005748.1|CCAP
OG0007452	LOC6738225|XP_002085037.2|DSIM	CCAP1982_LOCUS14095|CAD7005744.1|CCAP
OG0007453	LOC6737642|XP_002084474.1|DSIM	CCAP1982_LOCUS13360|CAD7004983.1|CCAP
OG0007454	LOC6738202|XP_016032027.1|DSIM	CCAP1982_LOCUS14676|CAD7006354.1|CCAP
OG0007455	LOC6735262|XP_016028612.1|DSIM	CCAP1982_LOCUS20521|CAD7012439.1|CCAP
