Orthogroup	DSIM.longest_only	BCOP.longest_only
OG0005949	LOC6739039|XP_002085834.3|DSIM	LOC119071098|XP_037031638.1|BCOP
OG0005950	LOC6731945|XP_016024612.1|DSIM	LOC119078732|XP_037042310.1|BCOP
OG0005951	LOC6737519|XP_039149929.1|DSIM	LOC119071164|XP_037031820.1|BCOP, LOC119071374|XP_037032133.1|BCOP
OG0005952	LOC6731944|XP_016024610.1|DSIM	LOC119078806|XP_037042404.1|BCOP
OG0005953	LOC6733046|XP_002080124.1|DSIM	LOC119078808|XP_037042408.1|BCOP
OG0005954	LOC6733050|XP_016025733.1|DSIM	LOC119078811|XP_037042410.1|BCOP
OG0005955	LOC6728764|XP_002104099.2|DSIM	LOC119071032|XP_037031522.1|BCOP
OG0005956	LOC6734951|XP_016028254.1|DSIM	LOC119077042|XP_037040064.1|BCOP
OG0005957	LOC6729430|XP_002104741.1|DSIM	LOC119083515|XP_037049127.1|BCOP
OG0005958	LOC6729678|XP_002104984.2|DSIM	LOC119071452|XP_037032197.1|BCOP
OG0005959	LOC6731683|XP_002078823.1|DSIM	LOC119066092|XP_037024259.1|BCOP
OG0005960	LOC6726390|XP_039153523.1|DSIM	LOC119072879|XP_037034084.1|BCOP
OG0005961	LOC6734727|XP_016027936.1|DSIM	LOC119072576|XP_037033718.1|BCOP
OG0005962	LOC6735364|XP_016028694.1|DSIM	LOC119068486|XP_037027992.1|BCOP
OG0005963	LOC6731982|XP_039150484.1|DSIM	LOC119085827|XP_037052223.1|BCOP
OG0005964	LOC6735612|XP_016028971.1|DSIM	LOC119066098|XP_037024264.1|BCOP
OG0005965	LOC6733780|XP_002080824.2|DSIM	LOC119074206|XP_037036097.1|BCOP
OG0005966	LOC6734130|XP_016027144.1|DSIM	LOC119071380|XP_037032136.1|BCOP
OG0005967	LOC6735355|XP_016028688.1|DSIM	LOC119072659|XP_037033810.1|BCOP
OG0005968	LOC6735351|XP_016028684.1|DSIM	LOC119072660|XP_037033813.1|BCOP
OG0005969	LOC6739503|XP_016029340.2|DSIM	LOC119071151|XP_037031786.1|BCOP
OG0005970	LOC27206291|XP_016031358.1|DSIM	LOC119066920|XP_037025516.1|BCOP
OG0005971	LOC6734381|XP_002081402.1|DSIM	LOC119086006|XP_037052478.1|BCOP
OG0005972	LOC6738844|XP_002085644.1|DSIM	LOC119071659|XP_037032518.1|BCOP
OG0005973	LOC6738756|XP_002085556.1|DSIM	LOC119072332|XP_037033415.1|BCOP
OG0005974	LOC6738833|XP_016032648.1|DSIM	LOC119072337|XP_037033420.1|BCOP
OG0005975	LOC6738843|XP_002085643.1|DSIM	LOC119072340|XP_037033421.1|BCOP
OG0005976	LOC6727589|XP_016034183.1|DSIM	LOC119076905|XP_037039815.1|BCOP
OG0005977	LOC6735416|XP_039147358.1|DSIM	LOC119066826|XP_037025381.1|BCOP, LOC119066828|XP_037025383.1|BCOP
OG0005978	LOC6734865|XP_002081866.2|DSIM	LOC119071000|XP_037031489.1|BCOP
OG0005979	LOC6734265|XP_016027317.1|DSIM	LOC119071223|XP_037031932.1|BCOP
OG0005980	LOC6733365|XP_002080422.1|DSIM	LOC119072180|XP_037033235.1|BCOP
OG0005981	LOC6725716|XP_016038983.1|DSIM	LOC119076593|XP_037039334.1|BCOP
OG0005982	LOC6733374|XP_002080431.2|DSIM	LOC119072179|XP_037033234.1|BCOP
OG0005983	LOC27208604|XP_039153967.1|DSIM	LOC119077693|XP_037040853.1|BCOP
OG0005984	LOC6726215|XP_039152342.1|DSIM	LOC119068838|XP_037028527.1|BCOP
OG0005985	LOC6725647|XP_039152418.1|DSIM	LOC119076613|XP_037039367.1|BCOP
OG0005986	LOC6726307|XP_002107268.1|DSIM	LOC119076795|XP_037039653.1|BCOP
OG0005987	LOC6725585|XP_016038781.1|DSIM	LOC119068225|XP_037027624.1|BCOP
OG0005988	LOC6734048|XP_039147497.1|DSIM	LOC119071889|XP_037032883.1|BCOP
OG0005989	LOC6734359|XP_016027436.1|DSIM	LOC119071663|XP_037032525.1|BCOP
OG0005990	LOC6735063|XP_016028350.1|DSIM	LOC119074246|XP_037036166.1|BCOP
OG0005991	LOC27208705|XP_016026576.1|DSIM	LOC119085323|XP_037051600.1|BCOP
OG0005992	LOC6737558|XP_002084391.2|DSIM	LOC119072063|XP_037033093.1|BCOP
OG0005993	LOC6737560|XP_016031350.1|DSIM	LOC119078807|XP_037042406.1|BCOP
OG0005994	LOC6739009|XP_016032837.1|DSIM	LOC119071077|XP_037031609.1|BCOP
OG0005995	LOC6738847|XP_002085647.1|DSIM	LOC119071062|XP_037031589.1|BCOP
OG0005996	LOC6739036|XP_002085831.1|DSIM	LOC119071094|XP_037031632.1|BCOP
OG0005997	LOC6733921|XP_002080965.2|DSIM	LOC119072510|XP_037033648.1|BCOP
OG0005998	LOC6738113|XP_002084927.1|DSIM	LOC119072508|XP_037033646.1|BCOP
OG0005999	LOC6734432|XP_002081452.1|DSIM	LOC119072368|XP_037033459.1|BCOP
OG0006000	LOC6734828|XP_039148500.1|DSIM	LOC119082270|XP_037047632.1|BCOP
OG0006001	LOC6736881|XP_016030523.1|DSIM	LOC119076541|XP_037039233.1|BCOP
OG0006002	LOC6735952|XP_016029308.1|DSIM	LOC119082369|XP_037047788.1|BCOP
OG0006003	LOC6738091|XP_016031908.1|DSIM	LOC119071747|XP_037032674.1|BCOP
OG0006004	LOC27206455|XP_039151325.1|DSIM	LOC119073162|XP_037034359.1|BCOP, LOC119073174|XP_037034376.1|BCOP
OG0006005	LOC6733969|XP_002081013.1|DSIM	LOC119071669|XP_037032542.1|BCOP
OG0006006	LOC6735497|XP_002082436.1|DSIM	LOC119076116|XP_037038673.1|BCOP
OG0006007	LOC6733219|XP_002080282.1|DSIM	LOC119071479|XP_037032224.1|BCOP
OG0006008	LOC6730802|XP_016023220.1|DSIM	LOC119066936|XP_037025544.1|BCOP
OG0006010	LOC6739020|XP_039148930.1|DSIM	LOC119080996|XP_037045547.1|BCOP
OG0006011	LOC6736207|XP_016029648.1|DSIM	LOC119071753|XP_037032684.1|BCOP
OG0006012	LOC6737670|XP_039149890.1|DSIM	LOC119071851|XP_037032805.1|BCOP
OG0006013	LOC6734239|XP_039148814.1|DSIM	LOC119071855|XP_037032808.1|BCOP
OG0006014	LOC6737972|XP_016031725.1|DSIM	LOC119074805|XP_037036984.1|BCOP
OG0006015	LOC6734581|XP_002081589.1|DSIM	LOC119071345|XP_037032127.1|BCOP
OG0006016	LOC6733617|XP_039147569.1|DSIM	LOC119085318|XP_037051594.1|BCOP
OG0006017	LOC6739404|XP_002076309.2|DSIM	LOC119074251|XP_037036170.1|BCOP
OG0006018	LOC6735217|XP_002082190.2|DSIM	LOC119085520|XP_037051830.1|BCOP, LOC119085320|XP_037051596.1|BCOP
OG0006019	LOC27207932|XP_016028969.2|DSIM	LOC119076722|XP_037039537.1|BCOP
OG0006020	LOC6738858|XP_002085658.2|DSIM	LOC119082865|XP_037048423.1|BCOP
OG0006021	LOC6737864|XP_002084692.1|DSIM	LOC119076290|XP_037038846.1|BCOP
OG0006022	LOC6732203|XP_002079332.2|DSIM	LOC119066522|XP_037024935.1|BCOP
OG0006023	LOC6729652|XP_016036293.1|DSIM	LOC119071971|XP_037032999.1|BCOP
OG0006024	LOC6726141|XP_039153585.1|DSIM	LOC119076578|XP_037039269.1|BCOP
OG0006025	LOC6734109|XP_016027116.1|DSIM	LOC119071490|XP_037032237.1|BCOP
OG0006026	LOC6729118|XP_016035763.1|DSIM	LOC119069420|XP_037029367.1|BCOP
OG0006027	LOC6734322|XP_016027392.1|DSIM	LOC119075526|XP_037037892.1|BCOP
OG0006028	LOC6734468|XP_016027592.1|DSIM	LOC119071846|XP_037032799.1|BCOP
OG0006029	LOC6733614|XP_002080668.1|DSIM	LOC119085372|XP_037051648.1|BCOP
OG0006030	LOC6729451|XP_002104762.1|DSIM	LOC119078234|XP_037041591.1|BCOP
OG0006031	LOC6734081|XP_002081116.1|DSIM	LOC119072606|XP_037033756.1|BCOP
OG0006032	LOC6726576|XP_039153804.1|DSIM	LOC119080322|XP_037044495.1|BCOP, LOC119077220|XP_037040296.1|BCOP
OG0006033	LOC6739409|XP_002076314.1|DSIM	LOC119071485|XP_037032231.1|BCOP, LOC119080365|XP_037044557.1|BCOP
OG0006034	LOC6727275|XP_016033795.1|DSIM	LOC119070112|XP_037030321.1|BCOP
OG0006035	LOC6727907|XP_002103262.1|DSIM	LOC119071936|XP_037032954.1|BCOP
OG0006036	LOC6731650|XP_002078790.2|DSIM	LOC119072747|XP_037033929.1|BCOP
OG0006037	LOC6734525|XP_002081534.1|DSIM	LOC119078994|XP_037042653.1|BCOP
OG0006038	LOC6726884|XP_002102286.1|DSIM	LOC119071384|XP_037032148.1|BCOP
OG0006039	LOC6733213|XP_016026089.1|DSIM	LOC119071143|XP_037031766.1|BCOP
OG0006040	LOC6734374|XP_016027452.1|DSIM	LOC119072465|XP_037033584.1|BCOP
OG0006041	LOC6725332|XP_002106349.2|DSIM	LOC119070414|XP_037030649.1|BCOP
OG0006042	LOC6734641|XP_039148123.1|DSIM	LOC119085124|XP_037051284.1|BCOP
OG0006043	LOC6738531|XP_016032375.1|DSIM	LOC119074195|XP_037036084.1|BCOP
OG0006044	LOC6724824|XP_016037610.1|DSIM	LOC119078997|XP_037042657.1|BCOP
OG0006045	LOC6733193|XP_002080269.2|DSIM	LOC119080220|XP_037044356.1|BCOP
OG0006046	LOC6734853|XP_016028107.1|DSIM	LOC119066435|XP_037024821.1|BCOP
OG0006047	LOC6738014|XP_002084829.1|DSIM	LOC119066444|XP_037024836.1|BCOP
OG0006048	LOC6737678|XP_002084510.2|DSIM	LOC119082343|XP_037047751.1|BCOP
OG0006049	LOC6725930|XP_002106914.1|DSIM	LOC119076216|XP_037038762.1|BCOP
OG0006050	LOC6730336|XP_016037103.1|DSIM	LOC119068306|XP_037027741.1|BCOP
OG0006051	LOC6740083|XP_002076966.1|DSIM	LOC119071974|XP_037033004.1|BCOP
OG0006052	LOC6736169|XP_016029588.1|DSIM	LOC119071914|XP_037032927.1|BCOP
OG0006053	LOC27206239|XP_016030963.1|DSIM	LOC119069386|XP_037029338.1|BCOP
OG0006054	LOC6740394|XP_016037216.1|DSIM	LOC119085047|XP_037051154.1|BCOP
OG0006055	LOC6728364|XP_016034983.1|DSIM	LOC119083481|XP_037049100.1|BCOP
OG0006056	LOC6734642|XP_002081649.1|DSIM	LOC119085122|XP_037051282.1|BCOP
OG0006057	LOC6736319|XP_016029794.1|DSIM	LOC119066104|XP_037024276.1|BCOP
OG0006058	LOC6727518|XP_016034101.1|DSIM	LOC119072193|XP_037033255.1|BCOP
OG0006059	LOC6737870|XP_016031638.1|DSIM	LOC119066387|XP_037024715.1|BCOP
OG0006060	LOC6737871|XP_016031641.1|DSIM	LOC119066389|XP_037024717.1|BCOP
OG0006061	LOC6740278|XP_016040266.1|DSIM	LOC119081197|XP_037045808.1|BCOP
OG0006062	LOC6728544|XP_002103889.1|DSIM	LOC119084502|XP_037050416.1|BCOP
OG0006063	LOC6731708|XP_002078843.2|DSIM	LOC119073074|XP_037034282.1|BCOP, LOC119082170|XP_037047480.1|BCOP
OG0006064	LOC6734451|XP_002081470.1|DSIM	LOC119071546|XP_037032340.1|BCOP
OG0006065	LOC6736486|XP_002083356.2|DSIM	LOC119079251|XP_037042928.1|BCOP, LOC119079704|XP_037043656.1|BCOP
OG0006066	LOC6733369|XP_016026283.1|DSIM	LOC119072181|XP_037033236.1|BCOP
OG0006067	LOC6733605|XP_039148606.1|DSIM	LOC119072156|XP_037033203.1|BCOP
OG0006068	LOC27206595|XP_016040070.1|DSIM	LOC119070409|XP_037030631.1|BCOP
OG0006070	LOC6739668|XP_016032862.1|DSIM	LOC119083289|XP_037048877.1|BCOP
OG0006071	LOC6729879|XP_002105182.2|DSIM	LOC119085558|XP_037051877.1|BCOP
OG0006072	LOC6736484|XP_002083354.1|DSIM	LOC119071330|XP_037032109.1|BCOP
OG0006073	LOC6736269|XP_002083153.1|DSIM	LOC119077788|XP_037040990.1|BCOP, LOC119077793|XP_037040996.1|BCOP
OG0006074	LOC6725725|XP_039153831.1|DSIM	LOC119085110|XP_037051259.1|BCOP
OG0006075	LOC27206764|XP_016038453.1|DSIM	LOC119084910|XP_037050961.1|BCOP
OG0006076	LOC6734545|XP_016027662.1|DSIM	LOC119083538|XP_037049155.1|BCOP
OG0006077	LOC6738727|XP_039149090.1|DSIM	LOC119079857|XP_037043825.1|BCOP
OG0006078	LOC6738728|XP_002085529.1|DSIM	LOC119079859|XP_037043828.1|BCOP
OG0006079	LOC6738905|XP_016032728.1|DSIM	LOC119082528|XP_037047936.1|BCOP, LOC119082563|XP_037047984.1|BCOP
OG0006080	LOC6738229|XP_039149058.1|DSIM	LOC119066844|XP_037025407.1|BCOP
OG0006081	LOC6733730|XP_016026701.1|DSIM	LOC119086037|XP_037052506.1|BCOP
OG0006082	LOC6733732|XP_016026702.1|DSIM	LOC119067594|XP_037026587.1|BCOP
OG0006083	LOC6738615|XP_016032457.1|DSIM	LOC119066876|XP_037025445.1|BCOP
OG0006084	LOC6738203|XP_016032031.1|DSIM	LOC119071013|XP_037031510.1|BCOP
OG0006085	LOC6739025|XP_002085820.1|DSIM	LOC119066865|XP_037025430.1|BCOP
OG0006086	LOC6739029|XP_016032866.1|DSIM	LOC119066857|XP_037025421.1|BCOP
OG0006087	LOC6734852|XP_016028105.1|DSIM	LOC119072401|XP_037033506.1|BCOP
OG0006088	LOC6738519|XP_002085325.3|DSIM	LOC119083178|XP_037048733.1|BCOP
OG0006089	LOC6739985|XP_002076873.2|DSIM	LOC119085994|XP_037052460.1|BCOP
OG0006090	LOC6738326|XP_016032173.1|DSIM	LOC119071616|XP_037032450.1|BCOP
OG0006091	LOC6737473|XP_016031262.2|DSIM	LOC119071710|XP_037032599.1|BCOP
OG0006092	LOC27207710|XP_016039674.1|DSIM	LOC119071752|XP_037032682.1|BCOP
OG0006093	LOC6733782|XP_002080826.1|DSIM	LOC119066903|XP_037025488.1|BCOP
OG0006094	LOC6737717|XP_016031491.1|DSIM	LOC119079617|XP_037043508.1|BCOP
OG0006095	LOC27206699|XP_016026621.2|DSIM	LOC119082030|XP_037047248.1|BCOP
OG0006096	LOC6734499|XP_016027624.1|DSIM	LOC119066557|XP_037024998.1|BCOP
OG0006097	LOC6738583|XP_016032430.1|DSIM	LOC119074212|XP_037036104.1|BCOP
OG0006098	LOC6730415|XP_002077596.1|DSIM	LOC119076312|XP_037038874.1|BCOP
OG0006099	LOC6734567|XP_016027680.1|DSIM	LOC119071377|XP_037032132.1|BCOP
OG0006100	LOC6735802|XP_016029185.1|DSIM	LOC119072081|XP_037033132.1|BCOP
OG0006101	LOC6731805|XP_002078940.1|DSIM	LOC119072071|XP_037033102.1|BCOP
OG0006102	LOC27207779|XP_016028611.1|DSIM	LOC119078782|XP_037042389.1|BCOP
OG0006103	LOC6725636|XP_016038853.1|DSIM	LOC119076107|XP_037038662.1|BCOP
OG0006104	LOC6725355|XP_002106372.1|DSIM	LOC119076132|XP_037038700.1|BCOP
OG0006105	LOC6725354|XP_002106371.3|DSIM	LOC119076070|XP_037038609.1|BCOP
OG0006106	LOC6739062|XP_016032893.1|DSIM	LOC119071898|XP_037032895.1|BCOP
OG0006107	LOC6735491|XP_016028830.1|DSIM	LOC119071551|XP_037032367.1|BCOP
OG0006108	LOC6739905|XP_016037646.1|DSIM	LOC119071583|XP_037032425.1|BCOP
OG0006109	LOC6739156|XP_002085947.2|DSIM	LOC119070641|XP_037030965.1|BCOP
OG0006110	LOC6738599|XP_002085403.1|DSIM	LOC119082016|XP_037047228.1|BCOP
OG0006111	LOC6735473|XP_016028776.1|DSIM	LOC119066396|XP_037024725.1|BCOP
OG0006112	LOC6736009|XP_002082918.1|DSIM	LOC119076938|XP_037039872.1|BCOP
OG0006113	LOC6738397|XP_002085206.1|DSIM	LOC119076933|XP_037039865.1|BCOP
OG0006114	LOC6739788|XP_002076680.1|DSIM	LOC119071894|XP_037032890.1|BCOP
OG0006115	LOC6734115|XP_016027130.1|DSIM	LOC119066191|XP_037024400.1|BCOP, LOC119066193|XP_037024402.1|BCOP
OG0006116	LOC6734074|XP_039147502.1|DSIM	LOC119083477|XP_037049093.1|BCOP
OG0006117	LOC6734726|XP_002081733.1|DSIM	LOC119066416|XP_037024784.1|BCOP
OG0006118	LOC6734846|XP_016028087.1|DSIM	LOC119070999|XP_037031487.1|BCOP
OG0006119	LOC6734365|XP_016027447.1|DSIM	LOC119071804|XP_037032765.1|BCOP
OG0006120	LOC6734991|XP_002081973.1|DSIM	LOC119069086|XP_037028868.1|BCOP
OG0006121	LOC6739033|XP_016032872.1|DSIM	LOC119072984|XP_037034204.1|BCOP, LOC119066820|XP_037025362.1|BCOP
OG0006122	LOC27208655|XP_039152063.1|DSIM	LOC119072876|XP_037034077.1|BCOP
OG0006123	LOC6736067|XP_039147397.1|DSIM	LOC119086011|XP_037052482.1|BCOP
OG0006124	LOC6729381|XP_002104696.1|DSIM	LOC119069553|XP_037029528.1|BCOP
OG0006125	LOC6737872|XP_016031643.1|DSIM	LOC119072491|XP_037033625.1|BCOP
OG0006126	LOC6737118|XP_016030746.1|DSIM	LOC119082157|XP_037047461.1|BCOP
OG0006127	LOC27206299|XP_016031961.1|DSIM	LOC119085386|XP_037051674.1|BCOP
OG0006128	LOC27207250|XP_016031979.1|DSIM	LOC119071089|XP_037031626.1|BCOP
OG0006129	LOC6738119|XP_002084932.1|DSIM	LOC119066839|XP_037025397.1|BCOP
OG0006130	LOC6738165|XP_002084978.1|DSIM	LOC119071397|XP_037032169.1|BCOP
OG0006131	LOC6738162|XP_002084975.1|DSIM	LOC119066622|XP_037025078.1|BCOP
OG0006132	LOC6738154|XP_002084967.1|DSIM	LOC119066626|XP_037025083.1|BCOP
OG0006133	LOC6738166|XP_016031998.1|DSIM	LOC119076571|XP_037039261.1|BCOP
OG0006134	LOC6738114|XP_016031947.1|DSIM	LOC119081718|XP_037046751.1|BCOP
OG0006135	LOC6738164|XP_039149338.1|DSIM	LOC119080940|XP_037045458.1|BCOP
OG0006136	LOC6737873|XP_002084701.1|DSIM	LOC119084891|XP_037050933.1|BCOP
OG0006137	LOC27206298|XP_016031906.1|DSIM	LOC119071326|XP_037032106.1|BCOP
OG0006138	LOC6739330|XP_002076238.1|DSIM	LOC119072972|XP_037034183.1|BCOP
OG0006139	LOC27207771|XP_016026583.1|DSIM	LOC119074258|XP_037036175.1|BCOP
OG0006141	LOC6734799|XP_039148695.1|DSIM	LOC119071402|XP_037032174.1|BCOP
OG0006142	LOC6738644|XP_002085446.3|DSIM	LOC119071239|XP_037031969.1|BCOP
OG0006143	LOC6737903|XP_002084731.1|DSIM	LOC119085468|XP_037051779.1|BCOP
OG0006144	LOC6738000|XP_016031795.1|DSIM	LOC119085466|XP_037051778.1|BCOP
OG0006145	LOC6738760|XP_002085560.1|DSIM	LOC119071674|XP_037032549.1|BCOP
OG0006146	LOC6731496|XP_002078645.2|DSIM	LOC119070075|XP_037030270.1|BCOP
OG0006147	LOC6728805|XP_016035494.1|DSIM	LOC119074491|XP_037036537.1|BCOP
OG0006148	LOC6738826|XP_002085626.2|DSIM	LOC119084009|XP_037049717.1|BCOP
OG0006149	LOC6737904|XP_016031681.1|DSIM	LOC119066200|XP_037024415.1|BCOP
OG0006150	LOC6737906|XP_002084733.1|DSIM	LOC119070755|XP_037031125.1|BCOP
OG0006151	LOC6731711|XP_016024387.1|DSIM	LOC119081044|XP_037045644.1|BCOP
OG0006152	LOC6729546|XP_002104854.1|DSIM	LOC119069950|XP_037030072.1|BCOP
OG0006153	LOC6734842|XP_016028085.1|DSIM	LOC119074343|XP_037036331.1|BCOP
OG0006154	LOC6729565|XP_002104873.1|DSIM	LOC119078163|XP_037041533.1|BCOP, LOC119071214|XP_037032260.1|BCOP, LOC119070451|XP_037031082.1|BCOP, LOC119085979|XP_037052439.1|BCOP, LOC119068594|XP_037028143.1|BCOP, LOC119068785|XP_037028821.1|BCOP
OG0006155	LOC6728800|XP_016035486.1|DSIM	LOC119074710|XP_037036893.1|BCOP
OG0006156	LOC27207382|XP_016035565.1|DSIM	LOC119078045|XP_037041355.1|BCOP
OG0006158	LOC6737791|XP_016031566.1|DSIM	LOC119085441|XP_037051754.1|BCOP
OG0006159	LOC6734486|XP_016027610.1|DSIM	LOC119071269|XP_037032029.1|BCOP
OG0006160	LOC6735982|XP_016029345.1|DSIM	LOC119083107|XP_037048634.1|BCOP
OG0006161	LOC6733703|XP_016026669.1|DSIM	LOC119068982|XP_037028751.1|BCOP
OG0006162	LOC27207956|XP_039152076.1|DSIM	LOC119080070|XP_037044185.1|BCOP
OG0006165	LOC6739058|XP_002085852.1|DSIM, LOC6739019|XP_002085814.1|DSIM	LOC119071010|XP_037031504.1|BCOP
OG0006181	LOC6727485|XP_016034076.1|DSIM	LOC119069285|XP_037029248.1|BCOP
OG0006182	LOC6729127|XP_002104448.1|DSIM	LOC119081766|XP_037046858.1|BCOP
OG0006183	LOC6728157|XP_016034768.1|DSIM	LOC119082406|XP_037047835.1|BCOP
OG0006184	LOC6729013|XP_002104334.1|DSIM	LOC119067784|XP_037026820.1|BCOP
OG0006185	LOC6727984|XP_002103336.1|DSIM	LOC119070379|XP_037030585.1|BCOP
OG0006186	LOC6729021|XP_002104342.1|DSIM	LOC119067769|XP_037026808.1|BCOP
OG0006187	LOC27208805|XP_016036948.1|DSIM	LOC119071096|XP_037031634.1|BCOP
OG0006188	LOC6725309|XP_016038369.1|DSIM	LOC119069504|XP_037029473.1|BCOP
OG0006189	LOC6725308|XP_016038367.1|DSIM	LOC119069514|XP_037029487.1|BCOP
OG0006190	LOC6729490|XP_002104800.1|DSIM	LOC119068366|XP_037027833.1|BCOP
OG0006191	LOC6739679|XP_016036573.1|DSIM	LOC119068643|XP_037028211.1|BCOP
OG0006192	LOC27206573|XP_016038384.1|DSIM	LOC119070404|XP_037030623.1|BCOP
OG0006194	LOC6740156|XP_016039605.1|DSIM	LOC119068989|XP_037028756.1|BCOP
OG0006195	LOC6725989|XP_016039359.1|DSIM	LOC119068983|XP_037028748.1|BCOP
OG0006196	LOC27206475|XP_016035407.1|DSIM	LOC119078660|XP_037042205.1|BCOP
OG0006197	LOC6724698|XP_016037260.1|DSIM	LOC119075995|XP_037038465.1|BCOP
OG0006198	LOC6726317|XP_039152775.1|DSIM	LOC119068032|XP_037027290.1|BCOP
OG0006199	LOC6729503|XP_002104811.2|DSIM	LOC119068075|XP_037027376.1|BCOP
OG0006200	LOC6727701|XP_002103063.1|DSIM	LOC119080272|XP_037044433.1|BCOP
OG0006201	LOC6726339|XP_039153954.1|DSIM	LOC119068881|XP_037028617.1|BCOP
OG0006202	LOC6726338|XP_002107298.1|DSIM	LOC119068870|XP_037028604.1|BCOP
OG0006203	LOC6726244|XP_039153732.1|DSIM	LOC119068853|XP_037028569.1|BCOP
OG0006204	LOC6728069|XP_002103421.1|DSIM	LOC119078656|XP_037042149.1|BCOP
OG0006205	LOC6740042|XP_016038677.1|DSIM	LOC119072206|XP_037033274.1|BCOP
OG0006206	LOC6739841|XP_016039503.1|DSIM	LOC119083027|XP_037048560.1|BCOP, LOC119083165|XP_037048711.1|BCOP
OG0006207	LOC6731088|XP_016023608.1|DSIM	LOC119070612|XP_037030932.1|BCOP
OG0006208	LOC6736214|XP_002083109.2|DSIM	LOC119070610|XP_037030927.1|BCOP
OG0006209	LOC6725441|XP_016038527.1|DSIM	LOC119084223|XP_037050020.1|BCOP
OG0006210	LOC6725491|XP_039152815.1|DSIM	LOC119069630|XP_037029624.1|BCOP
OG0006211	LOC6731447|XP_002078598.1|DSIM	LOC119069085|XP_037028863.1|BCOP
OG0006212	LOC6731446|XP_002078597.1|DSIM	LOC119069084|XP_037028862.1|BCOP
OG0006213	LOC27206456|XP_016033136.1|DSIM	LOC119068624|XP_037028185.1|BCOP
OG0006214	LOC6726127|XP_016039627.1|DSIM	LOC119067392|XP_037026217.1|BCOP
OG0006215	LOC6725402|XP_016038469.1|DSIM	LOC119068540|XP_037028051.1|BCOP
OG0006216	LOC6729801|XP_016036487.1|DSIM	LOC119076782|XP_037039638.1|BCOP
OG0006217	LOC6726281|XP_002107242.1|DSIM	LOC119068622|XP_037028181.1|BCOP
OG0006218	LOC6732260|XP_016024930.1|DSIM	LOC119068140|XP_037027495.1|BCOP
OG0006219	LOC27207498|XP_016037691.1|DSIM	LOC119068616|XP_037028171.1|BCOP
OG0006220	LOC6738510|XP_002085316.3|DSIM	LOC119068615|XP_037028170.1|BCOP
OG0006221	LOC6730324|XP_002105606.1|DSIM	LOC119068168|XP_037027545.1|BCOP
OG0006222	LOC6730322|XP_002105604.1|DSIM	LOC119076487|XP_037039167.1|BCOP
OG0006223	LOC6740259|XP_016040167.1|DSIM	LOC119068863|XP_037028595.1|BCOP
OG0006224	LOC6725539|XP_039153937.1|DSIM	LOC119067615|XP_037026603.1|BCOP
OG0006225	LOC6725237|XP_039152394.1|DSIM	LOC119068410|XP_037027866.1|BCOP
OG0006226	LOC6733924|XP_016026972.1|DSIM	LOC119067545|XP_037026504.1|BCOP
OG0006227	LOC6725662|XP_002106668.2|DSIM	LOC119067383|XP_037026199.1|BCOP
OG0006228	LOC6739474|XP_016028616.1|DSIM	LOC119070283|XP_037030445.1|BCOP
OG0006229	LOC27208546|XP_016037402.1|DSIM	LOC119073784|XP_037035362.1|BCOP
OG0006230	LOC6726179|XP_016039709.1|DSIM	LOC119076567|XP_037039250.1|BCOP
OG0006231	LOC6725888|XP_016022708.1|DSIM	LOC119076646|XP_037039407.1|BCOP
OG0006232	LOC6726084|XP_016039527.1|DSIM	LOC119069890|XP_037029977.1|BCOP
OG0006233	LOC6740150|XP_002077031.1|DSIM	LOC119069898|XP_037030005.1|BCOP
OG0006234	LOC6726180|XP_002107156.1|DSIM	LOC119069647|XP_037029665.1|BCOP
OG0006235	LOC6726421|XP_002107378.3|DSIM	LOC119069644|XP_037029662.1|BCOP
OG0006237	LOC6739861|XP_002076753.1|DSIM	LOC119079507|XP_037043361.1|BCOP
OG0006238	LOC27207613|XP_016039655.1|DSIM	LOC119068867|XP_037028600.1|BCOP
OG0006239	LOC6740288|XP_002077166.1|DSIM	LOC119075610|XP_037037981.1|BCOP
OG0006240	LOC6730101|XP_002105394.1|DSIM	LOC119082509|XP_037047920.1|BCOP
OG0006241	LOC6726181|XP_002107157.1|DSIM	LOC119080229|XP_037044370.1|BCOP
OG0006242	LOC6725706|XP_002106709.2|DSIM	LOC119069584|XP_037029567.1|BCOP
OG0006243	LOC6728731|XP_016035402.1|DSIM	LOC119069488|XP_037029453.1|BCOP
OG0006244	LOC6728809|XP_002104143.1|DSIM	LOC119069041|XP_037028805.1|BCOP
OG0006245	LOC6729100|XP_002104421.2|DSIM	LOC119069773|XP_037029806.1|BCOP
OG0006246	LOC6725001|XP_016037953.1|DSIM	LOC119070316|XP_037030480.1|BCOP
OG0006248	LOC6727316|XP_002102703.1|DSIM	LOC119070593|XP_037030907.1|BCOP
OG0006249	LOC6730957|XP_002078120.2|DSIM	LOC119081469|XP_037046359.1|BCOP
OG0006250	LOC6726034|XP_016039420.1|DSIM	LOC119066524|XP_037024936.1|BCOP
OG0006251	LOC6729786|XP_002105091.1|DSIM	LOC119068202|XP_037027598.1|BCOP
OG0006252	LOC6729787|XP_016036475.1|DSIM	LOC119068195|XP_037027589.1|BCOP
OG0006253	LOC6725000|XP_039153989.1|DSIM	LOC119068746|XP_037028345.1|BCOP
OG0006254	LOC6732980|XP_016025662.1|DSIM	LOC119083084|XP_037048602.1|BCOP
