Orthogroup	DSIM.longest_only	BTRY.longest_only
OG0009434	LOC6735701|XP_002082617.1|DSIM	LOC120771856|XP_039956039.1|BTRY
OG0009435	LOC6735700|XP_002082616.1|DSIM	LOC120772221|XP_039956635.1|BTRY
OG0009436	LOC27206167|XP_016027411.1|DSIM	LOC120771431|XP_039955361.1|BTRY
OG0009437	LOC6733741|XP_016026705.1|DSIM	LOC120771350|XP_039955231.1|BTRY
OG0009438	LOC6733524|XP_016026484.1|DSIM	LOC120772608|XP_039957257.1|BTRY
OG0009439	LOC6739331|XP_002076237.2|DSIM	LOC120772023|XP_039956324.1|BTRY
OG0009440	LOC6735964|XP_016029313.1|DSIM	LOC120770832|XP_039954357.1|BTRY
OG0009441	LOC6725757|XP_016039071.2|DSIM	LOC120774968|XP_039960792.1|BTRY
OG0009442	LOC6726039|XP_002107021.2|DSIM	LOC120774403|XP_039959958.1|BTRY
OG0009443	LOC6735886|XP_016029242.1|DSIM	LOC120775955|XP_039962301.1|BTRY
OG0009444	LOC27208310|XP_016039686.1|DSIM	LOC120776150|XP_039962625.1|BTRY
OG0009445	LOC6725731|XP_016039006.1|DSIM	LOC120775603|XP_039961777.1|BTRY, LOC120775898|XP_039962222.1|BTRY, LOC120775602|XP_039961776.1|BTRY
OG0009446	LOC6725145|XP_039153691.1|DSIM	LOC120775100|XP_039961046.1|BTRY
OG0009447	LOC6725923|XP_002106909.1|DSIM	LOC120773708|XP_039958683.1|BTRY
OG0009448	LOC6726218|XP_002107193.2|DSIM	LOC120774957|XP_039960776.1|BTRY, LOC120774955|XP_039960773.1|BTRY
OG0009449	LOC27209433|XP_039152799.1|DSIM	LOC120773935|XP_039959073.1|BTRY
OG0009450	LOC6724985|XP_016037941.1|DSIM	LOC120774582|XP_039960249.1|BTRY, LOC120775848|XP_039962152.1|BTRY
OG0009451	LOC6731121|XP_002078278.1|DSIM	LOC120776025|XP_039962405.1|BTRY
OG0009452	LOC6725167|XP_002106193.2|DSIM	LOC120774602|XP_039960266.1|BTRY
OG0009453	LOC6729131|XP_002104452.1|DSIM	LOC120774255|XP_039959654.1|BTRY
OG0009454	LOC6738596|XP_002085400.1|DSIM	LOC120774676|XP_039960341.1|BTRY
OG0009455	LOC6725101|XP_002106127.2|DSIM	LOC120775421|XP_039961537.1|BTRY, LOC120775423|XP_039961538.1|BTRY, LOC120775637|XP_039961824.1|BTRY
OG0009456	LOC6725261|XP_002106283.2|DSIM	LOC120774682|XP_039960347.1|BTRY, LOC120774681|XP_039960346.1|BTRY, LOC120775357|XP_039961449.1|BTRY
OG0009457	LOC6725065|XP_002106093.1|DSIM	LOC120775221|XP_039961223.1|BTRY
OG0009458	LOC6724804|XP_002105845.1|DSIM	LOC120775123|XP_039961079.1|BTRY
OG0009459	LOC6736289|XP_016029769.1|DSIM	LOC120777483|XP_039964750.1|BTRY
OG0009460	LOC6736614|XP_016030203.1|DSIM	LOC120778739|XP_039966641.1|BTRY
OG0009461	LOC6736618|XP_002083474.1|DSIM	LOC120778975|XP_039966998.1|BTRY
OG0009462	LOC6736343|XP_016029813.1|DSIM	LOC120777815|XP_039965287.1|BTRY
OG0009463	LOC6738367|XP_002085176.1|DSIM	LOC120777800|XP_039965267.1|BTRY
OG0009464	LOC27206217|XP_016032278.1|DSIM	LOC120778295|XP_039966015.1|BTRY
OG0009465	LOC6738451|XP_039149314.1|DSIM	LOC120776940|XP_039963953.1|BTRY
OG0009466	LOC6737167|XP_002084013.1|DSIM	LOC120777420|XP_039964655.1|BTRY
OG0009467	LOC6736775|XP_016030407.1|DSIM	LOC120778073|XP_039965698.1|BTRY
OG0009468	LOC6736514|XP_016030094.1|DSIM	LOC120778511|XP_039966276.1|BTRY
OG0009469	LOC6736959|XP_002083806.1|DSIM	LOC120776969|XP_039963996.1|BTRY
OG0009470	LOC6737009|XP_016030634.1|DSIM	LOC120778441|XP_039966163.1|BTRY
OG0009471	LOC6731798|XP_002078933.1|DSIM	LOC120778074|XP_039965699.1|BTRY
OG0009472	LOC6736497|XP_016030047.1|DSIM	LOC120777514|XP_039964815.1|BTRY, LOC120777515|XP_039964818.1|BTRY
OG0009473	LOC6738992|XP_002085787.1|DSIM	LOC120778256|XP_039965959.1|BTRY
OG0009474	LOC6736300|XP_002083184.1|DSIM	LOC120777555|XP_039964878.1|BTRY
OG0009475	LOC27208888|XP_016031070.1|DSIM	LOC120777093|XP_039964160.1|BTRY
OG0009476	LOC6739657|XP_002076551.3|DSIM	LOC120776774|XP_039963684.1|BTRY
OG0009477	LOC6738298|XP_002085109.1|DSIM	LOC120778033|XP_039965641.1|BTRY, LOC120778032|XP_039965639.1|BTRY
OG0009478	LOC6738270|XP_002085081.1|DSIM	LOC120779002|XP_039967039.1|BTRY
OG0009479	LOC6731992|XP_016024661.1|DSIM	LOC120779135|XP_039967272.1|BTRY
OG0009480	LOC6737198|XP_016030902.1|DSIM	LOC120777569|XP_039964904.1|BTRY
OG0009481	LOC6736821|XP_002083677.1|DSIM	LOC120778277|XP_039965996.1|BTRY
OG0009482	LOC6738636|XP_016032473.1|DSIM	LOC120778720|XP_039966616.1|BTRY
OG0009483	LOC6738633|XP_002085435.2|DSIM	LOC120778796|XP_039966731.1|BTRY
OG0009484	LOC6727819|XP_002103180.1|DSIM	LOC120778609|XP_039966421.1|BTRY
OG0009485	LOC6736323|XP_002083207.1|DSIM	LOC120778873|XP_039966852.1|BTRY
OG0009486	LOC6736322|XP_002083206.1|DSIM	LOC120778875|XP_039966853.1|BTRY
OG0009487	LOC6738790|XP_002085590.1|DSIM	LOC120778155|XP_039965814.1|BTRY
OG0009488	LOC27206297|XP_016031905.1|DSIM	LOC120778887|XP_039966867.1|BTRY
OG0009489	LOC6738512|XP_016032356.1|DSIM	LOC120778724|XP_039966623.1|BTRY
OG0009490	LOC6734360|XP_002081381.1|DSIM	LOC120778994|XP_039967030.1|BTRY
OG0009491	LOC6739018|XP_002085813.1|DSIM	LOC120777387|XP_039964614.1|BTRY
OG0009492	LOC6739131|XP_002085924.1|DSIM	LOC120779030|XP_039967085.1|BTRY
OG0009493	LOC6739115|XP_016032959.1|DSIM	LOC120776446|XP_039963038.1|BTRY
OG0009494	LOC6739114|XP_002085907.2|DSIM	LOC120776448|XP_039963040.1|BTRY
OG0009495	LOC6738869|XP_039149422.1|DSIM	LOC120777139|XP_039964218.1|BTRY
OG0009496	LOC6739041|XP_002085836.1|DSIM	LOC120779128|XP_039967257.1|BTRY
OG0009497	LOC6728121|XP_002103472.1|DSIM	LOC120779013|XP_039967067.1|BTRY
OG0009498	LOC27206304|XP_016032719.1|DSIM	LOC120777706|XP_039965119.1|BTRY
OG0009499	LOC6738884|XP_016032710.1|DSIM	LOC120777342|XP_039964528.1|BTRY
OG0009500	LOC6738908|XP_002085703.2|DSIM	LOC120779099|XP_039967199.1|BTRY
OG0009501	LOC6738143|XP_002084956.1|DSIM	LOC120779041|XP_039967100.1|BTRY
OG0009502	LOC6727990|XP_002103342.1|DSIM	LOC120780164|XP_039968377.1|BTRY
OG0009503	LOC6731139|XP_016023689.1|DSIM	LOC120781490|XP_039969648.1|BTRY
OG0009556	LOC27208815|XP_016022737.1|DSIM	LOC120766349|XP_039947713.1|BTRY
OG0009557	LOC6729521|XP_002104829.2|DSIM	LOC120780547|XP_039968742.1|BTRY
OG0009560	LOC6725426|XP_002106442.2|DSIM	LOC120774906|XP_039960710.1|BTRY
OG0009564	LOC27208136|XP_039152320.1|DSIM	LOC120775689|XP_039961923.1|BTRY
OG0009565	LOC6737334|XP_016031064.1|DSIM	LOC120778538|XP_039966314.1|BTRY
OG0009567	LOC6727195|XP_016033704.1|DSIM	LOC120766423|XP_039947859.1|BTRY
OG0009570	LOC6727381|XP_002102766.1|DSIM	LOC120766751|XP_039948357.1|BTRY
OG0009571	LOC6728548|XP_002103893.1|DSIM	LOC120781575|XP_039969747.1|BTRY
OG0009572	LOC27209394|XP_016038452.1|DSIM	LOC120773894|XP_039959004.1|BTRY
OG0009573	LOC6725824|XP_039152298.1|DSIM	LOC120773489|XP_039958364.1|BTRY
OG0009574	LOC27208067|XP_039153320.1|DSIM	LOC120774832|XP_039960577.1|BTRY
OG0009575	LOC6733956|XP_002081000.1|DSIM	LOC120771939|XP_039956170.1|BTRY
OG0009576	LOC6726945|XP_002102347.1|DSIM	LOC120782287|XP_039970424.1|BTRY
OG0009577	LOC6733136|XP_002078285.1|DSIM	LOC120767278|XP_039949086.1|BTRY
OG0009578	LOC6732833|XP_016025558.1|DSIM	LOC120767823|XP_039950042.1|BTRY
OG0009579	LOC6726559|XP_002107513.1|DSIM	LOC120775442|XP_039961562.1|BTRY
OG0009580	LOC6733666|XP_002080713.1|DSIM	LOC120772697|XP_039957371.1|BTRY, LOC120772622|XP_039957271.1|BTRY
OG0009581	LOC6732484|XP_002079604.2|DSIM	LOC120778627|XP_039966445.1|BTRY
OG0009582	LOC6738401|XP_016032225.1|DSIM	LOC120776772|XP_039963674.1|BTRY
OG0009583	LOC6725453|XP_002106469.2|DSIM	LOC120774059|XP_039959298.1|BTRY, LOC120780282|XP_039968482.1|BTRY
OG0009584	LOC27207049|XP_016039596.1|DSIM	LOC120773960|XP_039959129.1|BTRY
OG0009587	LOC6735742|XP_002082655.1|DSIM	LOC120772180|XP_039956562.1|BTRY
OG0009588	LOC6729550|XP_002104858.2|DSIM	LOC120780566|XP_039968758.1|BTRY
OG0009589	LOC27209454|XP_016029864.1|DSIM	LOC120776980|XP_039964013.1|BTRY
OG0009591	LOC6728855|XP_002104189.1|DSIM	LOC120766593|XP_039948135.1|BTRY
OG0009592	LOC27208462|XP_016034007.1|DSIM	LOC120766737|XP_039948338.1|BTRY
OG0009593	LOC6727441|XP_002102822.1|DSIM	LOC120782491|XP_039970727.1|BTRY
OG0009594	LOC6729615|XP_002104923.1|DSIM	LOC120771005|XP_039954703.1|BTRY
OG0009595	LOC6727088|XP_002102485.2|DSIM	LOC120779809|XP_039968119.1|BTRY
OG0009596	LOC6727122|XP_002102515.1|DSIM	LOC120766808|XP_039948447.1|BTRY
OG0009597	LOC6727126|XP_016033599.1|DSIM	LOC120782392|XP_039970569.1|BTRY
OG0009598	LOC6727128|XP_016033600.1|DSIM	LOC120782867|XP_039971344.1|BTRY
OG0009599	LOC6728584|XP_016035214.1|DSIM	LOC120782753|XP_039971137.1|BTRY
OG0009600	LOC6727873|XP_002103228.1|DSIM	LOC120782673|XP_039970995.1|BTRY
OG0009601	LOC6729420|XP_002104735.1|DSIM	LOC120782540|XP_039970805.1|BTRY
OG0009602	LOC6729681|XP_002104987.2|DSIM	LOC120782610|XP_039970911.1|BTRY
OG0009603	LOC6728893|XP_016035582.1|DSIM	LOC120771618|XP_039955644.1|BTRY
OG0009604	LOC6726305|XP_016039849.1|DSIM	LOC120766631|XP_039948182.1|BTRY
OG0009605	LOC6729707|XP_002105013.1|DSIM	LOC120782570|XP_039970842.1|BTRY
OG0009606	LOC6729703|XP_002105009.1|DSIM	LOC120766546|XP_039948060.1|BTRY
OG0009607	LOC27206428|XP_016036363.1|DSIM	LOC120767378|XP_039949300.1|BTRY
OG0009608	LOC6729407|XP_016036053.1|DSIM	LOC120766320|XP_039947676.1|BTRY
OG0009609	LOC6727854|XP_002103209.3|DSIM	LOC120770098|XP_039953195.1|BTRY
OG0009610	LOC6727450|XP_002102830.1|DSIM	LOC120781004|XP_039969144.1|BTRY
OG0009611	LOC6727451|XP_016034051.1|DSIM	LOC120766425|XP_039947861.1|BTRY
OG0009612	LOC6727252|XP_002102644.1|DSIM	LOC120766473|XP_039947949.1|BTRY
OG0009613	LOC27206416|XP_016025249.1|DSIM	LOC120766797|XP_039948432.1|BTRY
OG0009614	LOC6728134|XP_002103485.1|DSIM	LOC120766476|XP_039947952.1|BTRY
OG0009615	LOC6729820|XP_016036522.1|DSIM	LOC120767020|XP_039948786.1|BTRY
OG0009616	LOC6729807|XP_002105110.1|DSIM	LOC120766926|XP_039948608.1|BTRY, LOC120767021|XP_039948787.1|BTRY
OG0009617	LOC6727559|XP_016034141.1|DSIM	LOC120766984|XP_039948717.1|BTRY
OG0009619	LOC6729086|XP_002104407.1|DSIM	LOC120766857|XP_039948519.1|BTRY
OG0009620	LOC6728953|XP_002104281.1|DSIM	LOC120782458|XP_039970682.1|BTRY
OG0009621	LOC6728955|XP_002104283.1|DSIM	LOC120769687|XP_039952751.1|BTRY
OG0009622	LOC6727524|XP_002102904.1|DSIM	LOC120782243|XP_039970344.1|BTRY
OG0009623	LOC6728347|XP_002103695.2|DSIM	LOC120766506|XP_039948001.1|BTRY
OG0009624	LOC6730383|XP_002105665.1|DSIM	LOC120778273|XP_039965990.1|BTRY
OG0009625	LOC6730233|XP_002105516.2|DSIM	LOC120782387|XP_039970564.1|BTRY
OG0009626	LOC6729169|XP_002104490.1|DSIM	LOC120772595|XP_039957279.1|BTRY
OG0009627	LOC27207846|XP_016035822.1|DSIM	LOC120768296|XP_039950861.1|BTRY
OG0009628	LOC6729165|XP_002104486.1|DSIM	LOC120778903|XP_039966887.1|BTRY
OG0009629	LOC6727731|XP_016034307.1|DSIM	LOC120767046|XP_039948833.1|BTRY
OG0009630	LOC6727735|XP_002103097.1|DSIM	LOC120782303|XP_039970447.1|BTRY
OG0009631	LOC6728293|XP_002103642.1|DSIM	LOC120781404|XP_039969553.1|BTRY
OG0009632	LOC6740079|XP_002076963.1|DSIM	LOC120766426|XP_039947862.1|BTRY
OG0009633	LOC6734542|XP_016027658.1|DSIM	LOC120766525|XP_039948029.1|BTRY
OG0009634	LOC6730334|XP_002105616.1|DSIM	LOC120782219|XP_039970315.1|BTRY
OG0009635	LOC6728143|XP_002103494.1|DSIM	LOC120766217|XP_039947522.1|BTRY
OG0009636	LOC6738867|XP_002085662.1|DSIM	LOC120782091|XP_039970176.1|BTRY
OG0009637	LOC6729500|XP_016036171.1|DSIM	LOC120775864|XP_039962171.1|BTRY
OG0009638	LOC6727537|XP_002102917.1|DSIM	LOC120777906|XP_039965462.1|BTRY
OG0009639	LOC6727006|XP_002102407.1|DSIM	LOC120777977|XP_039965591.1|BTRY
OG0009640	LOC6729767|XP_016036453.1|DSIM	LOC120766323|XP_039947681.1|BTRY
OG0009641	LOC6729071|XP_002104392.2|DSIM	LOC120778719|XP_039966655.1|BTRY
OG0009642	LOC6729068|XP_002104389.2|DSIM	LOC120778874|XP_039966886.1|BTRY
OG0009643	LOC27208951|XP_016034396.1|DSIM	LOC120779107|XP_039967259.1|BTRY
OG0009644	LOC6729265|XP_002104585.1|DSIM	LOC120777202|XP_039964310.1|BTRY
OG0009645	LOC6729268|XP_002104588.2|DSIM	LOC120779427|XP_039967619.1|BTRY
OG0009646	LOC6730242|XP_016036996.1|DSIM	LOC120779480|XP_039967732.1|BTRY
OG0009647	LOC6730234|XP_016036984.1|DSIM	LOC120782322|XP_039970478.1|BTRY
OG0009648	LOC6726917|XP_016033421.1|DSIM	LOC120782695|XP_039971028.1|BTRY
OG0009649	LOC6729968|XP_002105262.2|DSIM	LOC120776768|XP_039963669.1|BTRY
OG0009650	LOC6732525|XP_039154454.1|DSIM	LOC120769559|XP_039952542.1|BTRY
OG0009651	LOC6732013|XP_002079146.1|DSIM	LOC120767654|XP_039949761.1|BTRY
OG0009652	LOC6730880|XP_016023305.1|DSIM	LOC120768027|XP_039950435.1|BTRY
OG0009653	LOC6730906|XP_002078070.1|DSIM	LOC120769796|XP_039952918.1|BTRY
OG0009654	LOC6730905|XP_002078069.2|DSIM	LOC120769795|XP_039952917.1|BTRY
OG0009655	LOC6739225|XP_016024035.1|DSIM	LOC120767429|XP_039949408.1|BTRY
OG0009656	LOC6731449|XP_002078600.2|DSIM	LOC120768500|XP_039951158.1|BTRY
OG0009657	LOC6730710|XP_016023148.1|DSIM	LOC120767634|XP_039949734.1|BTRY
OG0009658	LOC6732055|XP_016024738.1|DSIM	LOC120769173|XP_039951990.1|BTRY
OG0009659	LOC6731006|XP_016023477.1|DSIM	LOC120769421|XP_039952337.1|BTRY
OG0009660	LOC6730676|XP_002077846.1|DSIM	LOC120768669|XP_039951381.1|BTRY
OG0009661	LOC6731391|XP_002078544.1|DSIM	LOC120768455|XP_039951090.1|BTRY
OG0009662	LOC6731990|XP_016024660.1|DSIM	LOC120767944|XP_039950260.1|BTRY
OG0009663	LOC6730703|XP_016023140.1|DSIM	LOC120769725|XP_039952801.1|BTRY
OG0009664	LOC6730759|XP_016023174.1|DSIM	LOC120767862|XP_039950110.1|BTRY
OG0009665	LOC6730515|XP_002077694.2|DSIM	LOC120768206|XP_039950712.1|BTRY
OG0009666	LOC6732542|XP_016025196.1|DSIM	LOC120767791|XP_039949989.1|BTRY
OG0009667	LOC6732975|XP_002080054.1|DSIM	LOC120768216|XP_039950720.1|BTRY
OG0009668	LOC6733010|XP_002080089.1|DSIM	LOC120769279|XP_039952128.1|BTRY
OG0009669	LOC6732691|XP_016025425.1|DSIM	LOC120769644|XP_039952683.1|BTRY
OG0009670	LOC27206201|XP_016023537.1|DSIM	LOC120768436|XP_039951056.1|BTRY
OG0009671	LOC27206565|XP_016025447.1|DSIM	LOC120768166|XP_039950664.1|BTRY
OG0009672	LOC6731639|XP_002078779.1|DSIM	LOC120768488|XP_039951138.1|BTRY
OG0009673	LOC6731641|XP_002078781.1|DSIM	LOC120768787|XP_039951479.1|BTRY
OG0009674	LOC6732856|XP_039149843.1|DSIM	LOC120767262|XP_039949064.1|BTRY
OG0009675	LOC6732405|XP_002079526.1|DSIM	LOC120768069|XP_039950529.1|BTRY
OG0009676	LOC6733099|XP_016025815.1|DSIM	LOC120768511|XP_039951170.1|BTRY
OG0009677	LOC6731524|XP_002078672.1|DSIM	LOC120769045|XP_039951825.1|BTRY
OG0009678	LOC6740279|XP_002077156.2|DSIM	LOC120769764|XP_039952870.1|BTRY
OG0009679	LOC6731119|XP_039154515.1|DSIM	LOC120768546|XP_039951222.1|BTRY
OG0009680	LOC6732230|XP_002079359.1|DSIM	LOC120767251|XP_039949040.1|BTRY
OG0009681	LOC6735874|XP_016029238.2|DSIM	LOC120770539|XP_039954028.1|BTRY
OG0009682	LOC6735436|XP_002082376.1|DSIM	LOC120773029|XP_039957893.1|BTRY
OG0009683	LOC6733312|XP_002080371.1|DSIM	LOC120772679|XP_039957350.1|BTRY
OG0009684	LOC6733313|XP_016026236.1|DSIM	LOC120771463|XP_039955408.1|BTRY
OG0009685	LOC6733317|XP_002080376.1|DSIM	LOC120771296|XP_039955165.1|BTRY
OG0009686	LOC6735031|XP_016028319.2|DSIM	LOC120772563|XP_039957184.1|BTRY
OG0009687	LOC6735036|XP_002082017.1|DSIM	LOC120772916|XP_039957750.1|BTRY
OG0009688	LOC6735181|XP_016028465.1|DSIM	LOC120771237|XP_039955085.1|BTRY
OG0009689	LOC6735120|XP_039147426.1|DSIM	LOC120772961|XP_039957799.1|BTRY
OG0009690	LOC6734467|XP_002081486.1|DSIM	LOC120772262|XP_039956698.1|BTRY
OG0009691	LOC6735512|XP_002082448.1|DSIM	LOC120772223|XP_039956641.1|BTRY
OG0009692	LOC6734746|XP_002081749.1|DSIM	LOC120771759|XP_039955875.1|BTRY
OG0009693	LOC6734171|XP_016027171.1|DSIM	LOC120771875|XP_039956062.1|BTRY
OG0009694	LOC6733936|XP_002080980.1|DSIM	LOC120771604|XP_039955617.1|BTRY
OG0009695	LOC27208964|XP_016029551.1|DSIM	LOC120772703|XP_039957382.1|BTRY
OG0009696	LOC27206694|XP_016026587.1|DSIM	LOC120772237|XP_039956665.1|BTRY
OG0009697	LOC6737772|XP_002084600.1|DSIM	LOC120773075|XP_039957954.1|BTRY
OG0009698	LOC6733285|XP_039147305.1|DSIM	LOC120772721|XP_039957413.1|BTRY
OG0009699	LOC6733975|XP_016027010.1|DSIM	LOC120770237|XP_039953462.1|BTRY
OG0009700	LOC6736099|XP_002083000.1|DSIM	LOC120771200|XP_039955034.1|BTRY
OG0009701	LOC6730153|XP_002105444.1|DSIM	LOC120772306|XP_039956753.1|BTRY
OG0009702	LOC6733287|XP_039147306.1|DSIM	LOC120770350|XP_039953687.1|BTRY
OG0009703	LOC6730432|XP_002077613.1|DSIM	LOC120772597|XP_039957244.1|BTRY
OG0009704	LOC6733475|XP_002080532.2|DSIM	LOC120772345|XP_039956842.1|BTRY
OG0009705	LOC6734160|XP_002081189.1|DSIM	LOC120771846|XP_039956023.1|BTRY
OG0009706	LOC27206164|XP_039147728.1|DSIM	LOC120770602|XP_039954140.1|BTRY
OG0009707	LOC6728724|XP_016035391.1|DSIM	LOC120772792|XP_039957509.1|BTRY
OG0009708	LOC6733319|XP_002080378.1|DSIM	LOC120771653|XP_039955702.1|BTRY
OG0009709	LOC6733320|XP_002080379.2|DSIM	LOC120772641|XP_039957299.1|BTRY
OG0009710	LOC6733321|XP_002080380.1|DSIM	LOC120771407|XP_039955315.1|BTRY
OG0009711	LOC6733335|XP_002080392.1|DSIM	LOC120770620|XP_039954155.1|BTRY
OG0009712	LOC6738293|XP_016032152.1|DSIM	LOC120770487|XP_039953935.1|BTRY
OG0009713	LOC6733609|XP_016026569.1|DSIM	LOC120771099|XP_039954867.1|BTRY
OG0009714	LOC6734387|XP_002081408.1|DSIM	LOC120772125|XP_039956473.1|BTRY
OG0009715	LOC6735935|XP_016029293.1|DSIM	LOC120770726|XP_039954239.1|BTRY
OG0009716	LOC6733594|XP_002080648.2|DSIM	LOC120771645|XP_039955690.1|BTRY
OG0009717	LOC6735231|XP_002082204.1|DSIM	LOC120771502|XP_039955489.1|BTRY
OG0009718	LOC6734363|XP_002081384.3|DSIM	LOC120771996|XP_039956287.1|BTRY
OG0009719	LOC6736064|XP_002082965.1|DSIM	LOC120772297|XP_039956739.1|BTRY
OG0009720	LOC6734805|XP_002081808.2|DSIM	LOC120770543|XP_039954035.1|BTRY
OG0009721	LOC6734116|XP_016027131.1|DSIM	LOC120770224|XP_039953438.1|BTRY
OG0009722	LOC6739413|XP_016027105.1|DSIM	LOC120772456|XP_039957014.1|BTRY
OG0009723	LOC6736782|XP_016030423.1|DSIM	LOC120770780|XP_039954293.1|BTRY
OG0009724	LOC27207173|XP_016028828.1|DSIM	LOC120770929|XP_039954568.1|BTRY
OG0009725	LOC6735705|XP_016029076.1|DSIM	LOC120773013|XP_039957869.1|BTRY
OG0009726	LOC6727782|XP_002103143.1|DSIM	LOC120771784|XP_039955912.1|BTRY
OG0009727	LOC27206168|XP_016027420.1|DSIM	LOC120771565|XP_039955563.1|BTRY
OG0009728	LOC6735303|XP_016028653.1|DSIM	LOC120772880|XP_039957660.1|BTRY
OG0009729	LOC6735302|XP_002082262.1|DSIM	LOC120772451|XP_039957008.1|BTRY
OG0009730	LOC27207600|XP_016038881.1|DSIM	LOC120770203|XP_039953384.1|BTRY
OG0009731	LOC6734036|XP_039147517.1|DSIM	LOC120770799|XP_039954312.1|BTRY
OG0009732	LOC6733532|XP_016026496.1|DSIM	LOC120771117|XP_039954901.1|BTRY
OG0009733	LOC6725673|XP_016038930.1|DSIM	LOC120770815|XP_039954327.1|BTRY
OG0009734	LOC27207342|XP_016038442.1|DSIM	LOC120773589|XP_039958518.1|BTRY
OG0009735	LOC6737064|XP_002083911.1|DSIM	LOC120775834|XP_039962133.1|BTRY
OG0009736	LOC6725305|XP_039153664.1|DSIM	LOC120773482|XP_039958345.1|BTRY
OG0009737	LOC6728255|XP_002103604.1|DSIM	LOC120774224|XP_039959616.1|BTRY
OG0009738	LOC27209104|XP_039152971.1|DSIM	LOC120774559|XP_039960226.1|BTRY
OG0009739	LOC6726354|XP_002107314.2|DSIM	LOC120775374|XP_039961470.1|BTRY
OG0009740	LOC6725604|XP_016038804.1|DSIM	LOC120775112|XP_039961062.1|BTRY
OG0009741	LOC6731621|XP_002078761.1|DSIM	LOC120774339|XP_039959834.1|BTRY
OG0009742	LOC6725899|XP_016039263.1|DSIM	LOC120775337|XP_039961414.1|BTRY
OG0009743	LOC6726220|XP_016039746.1|DSIM	LOC120774497|XP_039960102.1|BTRY
OG0009744	LOC6725199|XP_016038227.1|DSIM	LOC120775966|XP_039962316.1|BTRY
OG0009745	LOC6725436|XP_002106452.1|DSIM	LOC120773925|XP_039959056.1|BTRY, LOC120773927|XP_039959058.1|BTRY, LOC120773926|XP_039959057.1|BTRY
OG0009746	LOC6739645|XP_002076540.3|DSIM	LOC120773923|XP_039959054.1|BTRY
OG0009747	LOC6730619|XP_016023068.1|DSIM	LOC120775309|XP_039961378.1|BTRY
OG0009748	LOC6726440|XP_039153855.1|DSIM	LOC120773827|XP_039958874.1|BTRY
OG0009749	LOC6738511|XP_002085317.2|DSIM	LOC120774236|XP_039959631.1|BTRY
OG0009750	LOC6736457|XP_002083328.1|DSIM	LOC120775500|XP_039961641.1|BTRY
OG0009751	LOC6725548|XP_016038682.1|DSIM	LOC120775659|XP_039961854.1|BTRY
OG0009752	LOC6724941|XP_002105978.1|DSIM	LOC120775790|XP_039962064.1|BTRY
OG0009753	LOC27207862|XP_016037804.1|DSIM	LOC120774721|XP_039960405.1|BTRY, LOC120773388|XP_039958156.1|BTRY
OG0009754	LOC6736151|XP_016029550.2|DSIM	LOC120775459|XP_039961577.1|BTRY
OG0009755	LOC6726121|XP_002107099.2|DSIM	LOC120774988|XP_039960830.1|BTRY
OG0009756	LOC6725577|XP_002106587.1|DSIM	LOC120774202|XP_039959580.1|BTRY, LOC120775381|XP_039961475.1|BTRY
OG0009758	LOC6730020|XP_016036791.1|DSIM	LOC120775402|XP_039961499.1|BTRY
OG0009759	LOC27207625|XP_016022735.1|DSIM	LOC120773800|XP_039958842.1|BTRY, LOC120773801|XP_039958843.1|BTRY
OG0009760	LOC6724848|XP_002105888.3|DSIM	LOC120776128|XP_039962592.1|BTRY
OG0009761	LOC6724845|XP_002105885.1|DSIM	LOC120774712|XP_039960386.1|BTRY
OG0009762	LOC6724959|XP_002105995.1|DSIM	LOC120774886|XP_039960681.1|BTRY
OG0009763	LOC27206407|XP_016029862.1|DSIM	LOC120777166|XP_039964255.1|BTRY
OG0009764	LOC6738403|XP_016032236.1|DSIM	LOC120779156|XP_039967312.1|BTRY
OG0009765	LOC6736290|XP_002083174.1|DSIM	LOC120778100|XP_039965737.1|BTRY
OG0009766	LOC6736976|XP_002083823.1|DSIM	LOC120777654|XP_039965039.1|BTRY
OG0009767	LOC6736991|XP_002083838.1|DSIM	LOC120778194|XP_039965872.1|BTRY
OG0009768	LOC6740769|XP_002083471.2|DSIM	LOC120778516|XP_039966284.1|BTRY
OG0009769	LOC27206287|XP_016031127.1|DSIM	LOC120778862|XP_039966829.1|BTRY
OG0009770	LOC6737157|XP_002084004.2|DSIM	LOC120778839|XP_039966796.1|BTRY
OG0009771	LOC6736213|XP_002083108.1|DSIM	LOC120778265|XP_039965977.1|BTRY
OG0009772	LOC6736331|XP_016029808.1|DSIM	LOC120778846|XP_039966804.1|BTRY
OG0009773	LOC6738377|XP_002085186.1|DSIM	LOC120777465|XP_039964723.1|BTRY
OG0009774	LOC6738439|XP_002085247.1|DSIM	LOC120776938|XP_039963948.1|BTRY
OG0009775	LOC6737168|XP_016030830.1|DSIM	LOC120777419|XP_039964653.1|BTRY
OG0009776	LOC6737513|XP_002084349.1|DSIM	LOC120776904|XP_039963909.1|BTRY
OG0009777	LOC6737527|XP_016031322.1|DSIM	LOC120777811|XP_039965282.1|BTRY
OG0009778	LOC6736513|XP_002083383.1|DSIM	LOC120778512|XP_039966280.1|BTRY
OG0009779	LOC6736945|XP_016030591.1|DSIM	LOC120778962|XP_039966969.1|BTRY
OG0009780	LOC6736947|XP_016030593.1|DSIM	LOC120778189|XP_039965861.1|BTRY
OG0009781	LOC6737014|XP_016030640.1|DSIM	LOC120778447|XP_039966172.1|BTRY
