Orthogroup	DSIM.longest_only	DNOV.longest_only
OG0007977	LOC6731435|XP_016024056.1|DSIM	LOC115759731|XP_030556610.1|DNOV
OG0007978	LOC6731016|XP_016023509.1|DSIM	LOC115760049|XP_030557080.1|DNOV
OG0007979	LOC6732887|XP_039149743.1|DSIM	LOC115758589|XP_030555168.1|DNOV
OG0007980	LOC6732923|XP_002080027.1|DSIM	LOC115759932|XP_030556930.1|DNOV
OG0007981	LOC27207845|XP_016039437.2|DSIM	LOC115767725|XP_030567895.1|DNOV
OG0007982	LOC6731920|XP_039151382.1|DSIM	LOC115763018|XP_030561273.1|DNOV
OG0007984	LOC6732832|XP_016025557.1|DSIM	LOC115763600|XP_030562085.1|DNOV
OG0007985	LOC27207836|XP_039148287.1|DSIM	LOC115760159|XP_030557231.1|DNOV
OG0007986	LOC6732090|XP_002079222.1|DSIM	LOC115765454|XP_030564878.1|DNOV
OG0007987	LOC6730764|XP_016023178.1|DSIM	LOC115763426|XP_030561846.1|DNOV
OG0007988	LOC6732902|XP_016025624.1|DSIM	LOC115763167|XP_030561480.1|DNOV
OG0007989	LOC6731755|XP_016024432.1|DSIM	LOC115768711|XP_030569265.1|DNOV
OG0007990	LOC6731821|XP_002078956.1|DSIM	LOC115763186|XP_030561503.1|DNOV
OG0007991	LOC6730916|XP_016023359.1|DSIM	LOC115759696|XP_030556554.1|DNOV
OG0007992	LOC27206515|XP_039146984.1|DSIM	LOC115760059|XP_030557098.1|DNOV
OG0007993	LOC6730345|XP_016037113.1|DSIM	LOC115757730|XP_030553966.1|DNOV
OG0007994	LOC6731705|XP_002078841.2|DSIM	LOC115763587|XP_030562068.1|DNOV
OG0007995	LOC6732237|XP_016024917.1|DSIM	LOC115763302|XP_030561653.1|DNOV
OG0007996	LOC6726396|XP_016039966.1|DSIM	LOC115768050|XP_030568345.1|DNOV
OG0007997	LOC6738597|XP_002085401.1|DSIM	LOC115770200|XP_030571253.1|DNOV
OG0007998	LOC6732739|XP_016025469.1|DSIM	LOC115759796|XP_030556736.1|DNOV
OG0007999	LOC6731880|XP_016024552.1|DSIM	LOC115760131|XP_030557190.1|DNOV
OG0008000	LOC6731881|XP_016024554.1|DSIM	LOC115759799|XP_030556742.1|DNOV
OG0008001	LOC6732115|XP_016024785.1|DSIM	LOC115765521|XP_030564999.1|DNOV
OG0008002	LOC6730453|XP_039151966.1|DSIM	LOC115765853|XP_030565441.1|DNOV
OG0008003	LOC6732118|XP_016024786.2|DSIM	LOC115765485|XP_030564937.1|DNOV
OG0008004	LOC6724762|XP_016037506.1|DSIM	LOC115771337|XP_030572866.1|DNOV
OG0008005	LOC6740063|XP_016038796.1|DSIM	LOC115767298|XP_030567392.1|DNOV
OG0008006	LOC6726470|XP_039152760.1|DSIM	LOC115769002|XP_030569572.1|DNOV
OG0008007	LOC6725102|XP_016038078.1|DSIM	LOC115768854|XP_030569415.1|DNOV
OG0008008	LOC6738613|XP_002085416.2|DSIM	LOC115771519|XP_030573113.1|DNOV
OG0008009	LOC6725064|XP_002106092.1|DSIM	LOC115768390|XP_030568821.1|DNOV
OG0008010	LOC6726120|XP_016039614.1|DSIM	LOC115765109|XP_030564354.1|DNOV
OG0008011	LOC27207433|XP_016029093.1|DSIM	LOC115761065|XP_030558546.1|DNOV
OG0008012	LOC6733922|XP_016026969.1|DSIM	LOC115772001|XP_030573796.1|DNOV
OG0008013	LOC6735297|XP_002082257.2|DSIM	LOC115767472|XP_030567637.1|DNOV
OG0008014	LOC6726702|XP_016033186.1|DSIM	LOC115764774|XP_030563873.1|DNOV
OG0008015	LOC6737639|XP_002084471.1|DSIM	LOC115767652|XP_030567802.1|DNOV
OG0008016	LOC6737641|XP_002084473.1|DSIM	LOC115767663|XP_030567814.1|DNOV
OG0008017	LOC6740099|XP_016039137.1|DSIM	LOC115767364|XP_030567481.1|DNOV
OG0008018	LOC6724865|XP_039153069.1|DSIM	LOC115767012|XP_030566994.1|DNOV
OG0008020	LOC6727378|XP_016033916.2|DSIM	LOC115763807|XP_030562411.1|DNOV
OG0008021	LOC6725002|XP_002106036.3|DSIM	LOC115768066|XP_030568377.1|DNOV
OG0008022	LOC6729815|XP_002105118.1|DSIM	LOC115771638|XP_030573298.1|DNOV
OG0008023	LOC6724855|XP_039153073.1|DSIM	LOC115764321|XP_030563127.1|DNOV
OG0008024	LOC6724854|XP_016037643.1|DSIM	LOC115764247|XP_030563025.1|DNOV
OG0008025	LOC6724867|XP_016037660.1|DSIM	LOC115767061|XP_030567061.1|DNOV
OG0008026	LOC6725669|XP_002106674.1|DSIM	LOC115767029|XP_030567015.1|DNOV
OG0008027	LOC6725111|XP_039153144.1|DSIM	LOC115767773|XP_030567958.1|DNOV
OG0008028	LOC6739744|XP_016034190.1|DSIM	LOC115764719|XP_030563778.1|DNOV
OG0008029	LOC6729388|XP_002104703.1|DSIM	LOC115770639|XP_030571845.1|DNOV
OG0008030	LOC6726731|XP_002102142.1|DSIM	LOC115763787|XP_030562375.1|DNOV
OG0008031	LOC6730792|XP_016023205.1|DSIM	LOC115763349|XP_030561727.1|DNOV
OG0008032	LOC27207788|XP_016037121.1|DSIM	LOC115757776|XP_030554060.1|DNOV
OG0008033	LOC6728492|XP_016035129.1|DSIM	LOC115766109|XP_030565789.1|DNOV
OG0008034	LOC6728427|XP_016035028.1|DSIM	LOC115765407|XP_030564806.1|DNOV
OG0008035	LOC6725946|XP_039152884.1|DSIM	LOC115765091|XP_030564335.1|DNOV
OG0008036	LOC6729619|XP_002104927.2|DSIM	LOC115766175|XP_030565878.1|DNOV
OG0008037	LOC6729613|XP_016036250.1|DSIM	LOC115770948|XP_030572268.1|DNOV
OG0008038	LOC6725127|XP_002106153.1|DSIM	LOC115764250|XP_030563028.1|DNOV
OG0008039	LOC6727317|XP_002102704.2|DSIM	LOC115771685|XP_030573362.1|DNOV
OG0008040	LOC6730368|XP_002105650.1|DSIM	LOC115766112|XP_030565793.1|DNOV
OG0008041	LOC6725741|XP_016039060.1|DSIM	LOC115765344|XP_030564715.1|DNOV
OG0008042	LOC6728356|XP_002103704.1|DSIM	LOC115757723|XP_030553948.1|DNOV
OG0008043	LOC6724946|XP_016037811.1|DSIM	LOC115767961|XP_030568220.1|DNOV
OG0008044	LOC27206741|XP_039153220.1|DSIM	LOC115767589|XP_030567735.1|DNOV
OG0008045	LOC6740710|XP_016037982.1|DSIM	LOC115767052|XP_030567044.1|DNOV
OG0008046	LOC6727323|XP_002102709.1|DSIM	LOC115771928|XP_030573686.1|DNOV
OG0008047	LOC6727234|XP_016033739.1|DSIM	LOC115765682|XP_030565200.1|DNOV
OG0008048	LOC6727321|XP_002102707.1|DSIM	LOC115772084|XP_030573899.1|DNOV
OG0008049	LOC6727235|XP_002102627.3|DSIM	LOC115765654|XP_030565171.1|DNOV
OG0008050	LOC6729645|XP_002104951.2|DSIM	LOC115763704|XP_030562253.1|DNOV
OG0008051	LOC6728319|XP_002103668.1|DSIM	LOC115761705|XP_030559436.1|DNOV
OG0008052	LOC6727885|XP_016034487.1|DSIM	LOC115770601|XP_030571799.1|DNOV
OG0008054	LOC6724760|XP_016037499.1|DSIM	LOC115768002|XP_030568271.1|DNOV
OG0008055	LOC27209194|XP_016038895.1|DSIM	LOC115767087|XP_030567095.1|DNOV
OG0008056	LOC6739912|XP_016037670.1|DSIM	LOC115768442|XP_030568860.1|DNOV
OG0008057	LOC27209401|XP_016033347.1|DSIM	LOC115763641|XP_030562134.1|DNOV
OG0008058	LOC27206466|XP_039151472.1|DSIM	LOC115771775|XP_030573489.1|DNOV
OG0008059	LOC6726833|XP_002102240.1|DSIM	LOC115766218|XP_030565932.1|DNOV
OG0008060	LOC6728543|XP_002103888.1|DSIM	LOC115765780|XP_030565314.1|DNOV
OG0008061	LOC6725390|XP_002106406.1|DSIM	LOC115768130|XP_030568485.1|DNOV
OG0008062	LOC27207545|XP_016039400.1|DSIM	LOC115766441|XP_030566231.1|DNOV
OG0008063	LOC6728357|XP_002103705.2|DSIM	LOC115771714|XP_030573394.1|DNOV
OG0008064	LOC6726104|XP_016039581.1|DSIM	LOC115766299|XP_030566035.1|DNOV
OG0008065	LOC27209170|XP_016038307.1|DSIM	LOC115768028|XP_030568310.1|DNOV
OG0008066	LOC6726629|XP_002107578.1|DSIM	LOC115765223|XP_030564525.1|DNOV
OG0008067	LOC6739888|XP_016039016.1|DSIM	LOC115766841|XP_030566743.1|DNOV
OG0008068	LOC6725737|XP_002106738.1|DSIM	LOC115765397|XP_030564786.1|DNOV
OG0008069	LOC6739733|XP_016034559.1|DSIM	LOC115761393|XP_030559009.1|DNOV
OG0008070	LOC6727320|XP_016033854.1|DSIM	LOC115772085|XP_030573901.1|DNOV
OG0008071	LOC6725346|XP_002106363.1|DSIM	LOC115768870|XP_030569434.1|DNOV
OG0008072	LOC6740231|XP_016040011.1|DSIM	LOC115769121|XP_030569685.1|DNOV
OG0008073	LOC6725446|XP_016038539.1|DSIM	LOC115771346|XP_030572876.1|DNOV
OG0008074	LOC6725449|XP_002106465.1|DSIM	LOC115771310|XP_030572824.1|DNOV
OG0008075	LOC6735644|XP_039148036.1|DSIM	LOC115762609|XP_030560769.1|DNOV
OG0008076	LOC6724934|XP_016037799.1|DSIM	LOC115768781|XP_030569336.1|DNOV
OG0008077	LOC6726724|XP_002102135.1|DSIM	LOC115765628|XP_030565139.1|DNOV
OG0008078	LOC27207856|XP_016038277.1|DSIM	LOC115768289|XP_030568692.1|DNOV
OG0008079	LOC6726017|XP_016039397.1|DSIM	LOC115766423|XP_030566207.1|DNOV
OG0008080	LOC6724940|XP_016037801.1|DSIM	LOC115767987|XP_030568246.1|DNOV
OG0008081	LOC6724921|XP_002105958.1|DSIM	LOC115768489|XP_030568931.1|DNOV
OG0008082	LOC6729832|XP_016036535.1|DSIM	LOC115768908|XP_030569494.1|DNOV
OG0008083	LOC6726842|XP_016033354.1|DSIM	LOC115763698|XP_030562245.1|DNOV
OG0008084	LOC6729000|XP_002104321.1|DSIM	LOC115771650|XP_030573316.1|DNOV
OG0008085	LOC6729745|XP_002105051.2|DSIM	LOC115771906|XP_030573656.1|DNOV
OG0008086	LOC6726840|XP_016033351.1|DSIM	LOC115763809|XP_030562413.1|DNOV
OG0008087	LOC6726025|XP_016039410.1|DSIM	LOC115764388|XP_030563216.1|DNOV
OG0008088	LOC6739962|XP_016037922.1|DSIM	LOC115766358|XP_030566118.1|DNOV
OG0008089	LOC6736314|XP_039149259.1|DSIM	LOC115769863|XP_030570721.1|DNOV
OG0008090	LOC6724838|XP_002105878.1|DSIM	LOC115767023|XP_030567007.1|DNOV
OG0008091	LOC6729333|XP_016035975.1|DSIM	LOC115764086|XP_030562797.1|DNOV
OG0008092	LOC6727390|XP_016033926.1|DSIM	LOC115763676|XP_030562208.1|DNOV
OG0008093	LOC6739854|XP_016039874.1|DSIM	LOC115766830|XP_030566728.1|DNOV
OG0008094	LOC6732034|XP_002079166.1|DSIM	LOC115760202|XP_030557295.1|DNOV
OG0008095	LOC6728474|XP_016035121.1|DSIM	LOC115767931|XP_030568163.1|DNOV
OG0008096	LOC6724794|XP_016037572.1|DSIM	LOC115767545|XP_030567687.1|DNOV
OG0008097	LOC6725476|XP_016038584.1|DSIM	LOC115767310|XP_030567408.1|DNOV
OG0008098	LOC6738045|XP_002084860.2|DSIM	LOC115770155|XP_030571168.1|DNOV
OG0008099	LOC6738834|XP_002085634.1|DSIM	LOC115770128|XP_030571121.1|DNOV
OG0008100	LOC6729429|XP_016036068.1|DSIM	LOC115770640|XP_030571847.1|DNOV
OG0008101	LOC6725939|XP_039152328.1|DSIM	LOC115765148|XP_030564411.1|DNOV
OG0008102	LOC27208828|XP_016034490.1|DSIM	LOC115770703|XP_030571958.1|DNOV
OG0008103	LOC6726433|XP_016039993.1|DSIM	LOC115768052|XP_030568351.1|DNOV
OG0008104	LOC6738163|XP_016031995.1|DSIM	LOC115768106|XP_030568473.1|DNOV
OG0008105	LOC6728047|XP_016034656.1|DSIM	LOC115761633|XP_030559323.1|DNOV
OG0008106	LOC27206311|XP_016033005.1|DSIM	LOC115771462|XP_030573040.1|DNOV
OG0008107	LOC6728476|XP_039150894.1|DSIM	LOC115766083|XP_030565749.1|DNOV
OG0008108	LOC6724759|XP_016037498.1|DSIM	LOC115768001|XP_030568270.1|DNOV
OG0008109	LOC6725105|XP_002106131.1|DSIM	LOC115766470|XP_030566274.1|DNOV
OG0008110	LOC6725632|XP_002106639.1|DSIM	LOC115767551|XP_030567693.1|DNOV
OG0008111	LOC6724778|XP_002105820.2|DSIM	LOC115768162|XP_030568518.1|DNOV
OG0008112	LOC6724909|XP_039152677.1|DSIM	LOC115767297|XP_030567389.1|DNOV
OG0008113	LOC6740098|XP_002076980.1|DSIM	LOC115767375|XP_030567494.1|DNOV
OG0008114	LOC6740097|XP_002076981.1|DSIM	LOC115767374|XP_030567493.1|DNOV
OG0008115	LOC6725430|XP_039152637.1|DSIM	LOC115765232|XP_030564544.1|DNOV
OG0008116	LOC27207642|XP_016038506.1|DSIM	LOC115765266|XP_030564613.1|DNOV
OG0008118	LOC27207973|XP_016037537.1|DSIM	LOC115768353|XP_030568777.1|DNOV
OG0008119	LOC6740772|XP_016040073.1|DSIM	LOC115769010|XP_030569581.1|DNOV
OG0008120	LOC27206393|XP_039152421.1|DSIM	LOC115768479|XP_030568917.1|DNOV
OG0008121	LOC6734177|XP_002081206.2|DSIM	LOC115766533|XP_030566360.1|DNOV
OG0008122	LOC6739997|XP_039153492.1|DSIM	LOC115768021|XP_030568298.1|DNOV
OG0008123	LOC6725272|XP_016038283.1|DSIM	LOC115768516|XP_030568962.1|DNOV
OG0008124	LOC27207403|XP_016037874.1|DSIM	LOC115766859|XP_030566778.1|DNOV
OG0008125	LOC6725099|XP_016038077.1|DSIM	LOC115768018|XP_030568291.1|DNOV
OG0008126	LOC6740691|XP_016038290.1|DSIM	LOC115768918|XP_030569510.1|DNOV
OG0008127	LOC6725297|XP_016038332.1|DSIM	LOC115768007|XP_030568276.1|DNOV
OG0008128	LOC6726059|XP_002107041.1|DSIM	LOC115767994|XP_030568256.1|DNOV
OG0008129	LOC6740309|XP_039154045.1|DSIM	LOC115768362|XP_030568790.1|DNOV
OG0008130	LOC6726502|XP_002107458.1|DSIM	LOC115766455|XP_030566247.1|DNOV
OG0008131	LOC6724752|XP_016037482.1|DSIM	LOC115767230|XP_030567289.1|DNOV
OG0008132	LOC6729393|XP_002104708.1|DSIM	LOC115770600|XP_030571797.1|DNOV
OG0008133	LOC6725830|XP_002106826.2|DSIM	LOC115767574|XP_030567720.1|DNOV
OG0008134	LOC6725278|XP_039152268.1|DSIM	LOC115766368|XP_030566127.1|DNOV
OG0008135	LOC6728885|XP_016035576.1|DSIM	LOC115759559|XP_030556385.1|DNOV
OG0008136	LOC6731002|XP_016023465.1|DSIM	LOC115768556|XP_030569025.1|DNOV
OG0008137	LOC27206364|XP_016038085.1|DSIM	LOC115767790|XP_030567982.1|DNOV
OG0008138	LOC6738264|XP_002085075.2|DSIM	LOC115762663|XP_030560831.1|DNOV
OG0008139	LOC6734311|XP_016027366.2|DSIM	LOC115765177|XP_030564457.1|DNOV
OG0008140	LOC6725098|XP_016038076.1|DSIM	LOC115768036|XP_030568318.1|DNOV
OG0008141	LOC6740075|XP_002076959.1|DSIM	LOC115771366|XP_030572910.1|DNOV
OG0008142	LOC27208849|XP_016040052.1|DSIM	LOC115768156|XP_030568511.1|DNOV
OG0008143	LOC6739844|XP_002076727.1|DSIM, LOC120285337|XP_039153295.1|DSIM	LOC115763306|XP_030561660.1|DNOV
OG0008144	LOC6734219|XP_002081248.2|DSIM	LOC115762478|XP_030560562.1|DNOV
OG0008145	LOC6725788|XP_039152290.1|DSIM	LOC115768584|XP_030569089.1|DNOV
OG0008146	LOC27208865|XP_039152966.1|DSIM	LOC115767235|XP_030567296.1|DNOV
OG0008147	LOC6725353|XP_016038404.1|DSIM	LOC115767205|XP_030567257.1|DNOV
OG0008148	LOC6725268|XP_039154044.1|DSIM	LOC115768736|XP_030569279.1|DNOV
OG0008149	LOC6725306|XP_016038355.1|DSIM	LOC115766857|XP_030566773.1|DNOV
OG0008150	LOC27208499|XP_016038872.1|DSIM	LOC115768314|XP_030568723.1|DNOV
OG0008151	LOC27206341|XP_016039818.1|DSIM	LOC115768172|XP_030568530.1|DNOV
OG0008152	LOC6724905|XP_039152676.1|DSIM	LOC115767279|XP_030567371.1|DNOV
OG0008153	LOC6736115|XP_002083015.2|DSIM	LOC115760930|XP_030558364.1|DNOV
OG0008154	LOC6738065|XP_016031894.1|DSIM	LOC115770475|XP_030571619.1|DNOV
OG0008155	LOC27207863|XP_016031479.1|DSIM	LOC115766305|XP_030566046.1|DNOV
OG0008156	LOC6730347|XP_016037118.1|DSIM	LOC115772059|XP_030573863.1|DNOV
OG0008157	LOC6728641|XP_002103982.1|DSIM	LOC115761956|XP_030559854.1|DNOV
OG0008158	LOC6726138|XP_002107114.1|DSIM	LOC115765125|XP_030564381.1|DNOV
OG0008159	LOC27208329|XP_016032435.1|DSIM	LOC115766402|XP_030566183.1|DNOV
OG0008160	LOC6735258|XP_016028602.1|DSIM	LOC115758079|XP_030554456.1|DNOV
OG0008161	LOC27208252|XP_016029714.1|DSIM	LOC115766298|XP_030566033.1|DNOV
OG0008162	LOC27208613|XP_039153899.1|DSIM	LOC115766485|XP_030566306.1|DNOV
OG0008163	LOC6736923|XP_016030575.1|DSIM	LOC115769693|XP_030570476.1|DNOV
OG0008164	LOC6740290|XP_016022801.1|DSIM	LOC115767603|XP_030567756.1|DNOV
OG0008165	LOC6724954|XP_016037813.1|DSIM	LOC115766863|XP_030566782.1|DNOV
OG0008166	LOC6725847|XP_016039175.1|DSIM	LOC115766898|XP_030566834.1|DNOV
OG0008167	LOC6740091|XP_039152746.1|DSIM	LOC115768591|XP_030569100.1|DNOV
OG0008168	LOC6740092|XP_016039106.1|DSIM	LOC115768597|XP_030569107.1|DNOV
OG0008169	LOC6724815|XP_002105856.1|DSIM	LOC115767113|XP_030567127.1|DNOV
OG0008170	LOC6734550|XP_002081559.2|DSIM	LOC115757964|XP_030554304.1|DNOV
OG0008171	LOC6725400|XP_016038464.1|DSIM	LOC115766375|XP_030566134.1|DNOV
OG0008172	LOC6727232|XP_039151672.1|DSIM	LOC115765679|XP_030565198.1|DNOV
OG0008173	LOC27207520|XP_016025747.2|DSIM	LOC115758879|XP_030555533.1|DNOV
OG0008174	LOC27206169|XP_039147725.1|DSIM	LOC115757809|XP_030554092.1|DNOV
OG0008175	LOC6725534|XP_039152804.1|DSIM	LOC115767207|XP_030567259.1|DNOV
OG0008176	LOC6724795|XP_016037573.1|DSIM	LOC115767544|XP_030567686.1|DNOV
OG0008177	LOC6725183|XP_002106207.1|DSIM	LOC115767601|XP_030567754.1|DNOV
OG0008178	LOC6726149|XP_039153442.1|DSIM	LOC115768999|XP_030569569.1|DNOV
OG0008179	LOC6740323|XP_016039414.1|DSIM	LOC115769008|XP_030569578.1|DNOV
OG0008180	LOC6724837|XP_002105877.1|DSIM	LOC115767072|XP_030567073.1|DNOV
OG0008181	LOC6724836|XP_002105876.1|DSIM	LOC115767073|XP_030567074.1|DNOV
OG0008182	LOC6733612|XP_002080666.1|DSIM	LOC115764501|XP_030563450.1|DNOV
OG0008183	LOC6736040|XP_016029439.1|DSIM	LOC115757954|XP_030554289.1|DNOV
OG0008184	LOC6731791|XP_016024480.2|DSIM	LOC115763174|XP_030561487.1|DNOV
OG0008185	LOC6730391|XP_002105673.2|DSIM	LOC115771897|XP_030573642.1|DNOV
OG0008186	LOC6739457|XP_016027959.1|DSIM	LOC115761387|XP_030559003.1|DNOV
OG0008187	LOC27207164|XP_039147268.1|DSIM	LOC115761406|XP_030559027.1|DNOV
OG0008188	LOC6730971|XP_016023437.1|DSIM	LOC115759694|XP_030556552.1|DNOV
OG0008189	LOC6739234|XP_002076143.2|DSIM	LOC115763482|XP_030561927.1|DNOV
OG0008190	LOC6736306|XP_016029785.1|DSIM	LOC115769471|XP_030570148.1|DNOV
OG0008191	LOC27208331|XP_016037661.1|DSIM	LOC115764392|XP_030563230.1|DNOV
OG0008192	LOC27208128|XP_016040074.1|DSIM	LOC115768996|XP_030569564.1|DNOV
OG0008193	LOC6726575|XP_016040240.1|DSIM	LOC115765260|XP_030564599.1|DNOV
OG0008194	LOC6732383|XP_002079504.1|DSIM	LOC115758352|XP_030554795.1|DNOV
OG0008195	LOC6734354|XP_016027430.1|DSIM	LOC115758050|XP_030554424.1|DNOV
OG0008196	LOC6735749|XP_002082662.1|DSIM	LOC115771050|XP_030572461.1|DNOV
OG0008197	LOC6738020|XP_016031819.1|DSIM	LOC115770433|XP_030571563.1|DNOV
OG0008198	LOC6724823|XP_016037606.2|DSIM	LOC115767057|XP_030567053.1|DNOV
OG0008199	LOC6725531|XP_039152805.1|DSIM	LOC115767182|XP_030567232.1|DNOV
OG0008200	LOC6733920|XP_002080964.2|DSIM	LOC115772035|XP_030573832.1|DNOV
OG0008201	LOC6737703|XP_002084535.1|DSIM	LOC115766295|XP_030566034.1|DNOV
OG0008202	LOC6737721|XP_002084551.1|DSIM	LOC115771540|XP_030573137.1|DNOV
OG0008203	LOC6736372|XP_002083248.1|DSIM	LOC115762798|XP_030561014.1|DNOV
OG0008204	LOC6725223|XP_016038235.1|DSIM	LOC115766882|XP_030566812.1|DNOV
OG0008205	LOC27208620|XP_016038941.1|DSIM	LOC115767811|XP_030568003.1|DNOV
OG0008206	LOC6738227|XP_016032080.1|DSIM	LOC115771560|XP_030573169.1|DNOV
OG0008207	LOC6738906|XP_016032729.1|DSIM	LOC115770303|XP_030571398.1|DNOV
OG0008208	LOC6734718|XP_016027927.1|DSIM	LOC115767451|XP_030567609.1|DNOV
OG0008209	LOC6736638|XP_002083494.3|DSIM	LOC115767707|XP_030567860.1|DNOV
OG0008210	LOC27207626|XP_016031767.2|DSIM	LOC115764445|XP_030563315.1|DNOV
OG0008211	LOC6731748|XP_002078883.2|DSIM	LOC115763561|XP_030562041.1|DNOV
OG0008212	LOC6738705|XP_002085506.1|DSIM	LOC115771520|XP_030573114.1|DNOV
OG0008213	LOC6724786|XP_002105828.1|DSIM	LOC115771358|XP_030572900.1|DNOV
OG0008214	LOC6737843|XP_016031618.1|DSIM	LOC115770361|XP_030571465.1|DNOV
OG0008215	LOC27209412|XP_016039731.2|DSIM	LOC115767216|XP_030567270.1|DNOV
OG0008216	LOC6738815|XP_016032627.1|DSIM	LOC115770404|XP_030571522.1|DNOV
OG0008217	LOC6740242|XP_016040065.1|DSIM	LOC115769009|XP_030569579.1|DNOV
OG0008218	LOC27206173|XP_016027935.1|DSIM	LOC115767501|XP_030567671.1|DNOV
OG0008219	LOC6725493|XP_016038620.1|DSIM	LOC115768697|XP_030569242.1|DNOV
OG0008220	LOC6740068|XP_039153482.1|DSIM	LOC115768872|XP_030569438.1|DNOV
OG0008221	LOC6732668|XP_016025380.1|DSIM	LOC115767712|XP_030567868.1|DNOV
OG0008222	LOC27207092|XP_016032989.1|DSIM	LOC115771405|XP_030572963.1|DNOV
OG0008223	LOC6738115|XP_016031949.1|DSIM	LOC115770294|XP_030571390.1|DNOV
OG0008224	LOC6738902|XP_016032725.1|DSIM	LOC115770496|XP_030571649.1|DNOV
OG0008225	LOC6725692|XP_016038958.1|DSIM	LOC115771363|XP_030572904.1|DNOV
OG0008226	LOC6725163|XP_016038183.1|DSIM	LOC115771336|XP_030572863.1|DNOV
OG0008227	LOC27209435|XP_039151542.1|DSIM	LOC115761725|XP_030559466.1|DNOV
OG0008228	LOC6730088|XP_039151262.1|DSIM	LOC115764887|XP_030564029.1|DNOV
OG0008229	LOC6728664|XP_002104003.2|DSIM	LOC115761828|XP_030559630.1|DNOV
OG0008230	LOC6727602|XP_002102981.2|DSIM	LOC115765740|XP_030565264.1|DNOV
OG0008232	LOC6736413|XP_016029917.1|DSIM	LOC115767146|XP_030567175.1|DNOV
OG0008233	LOC6732863|XP_016025587.1|DSIM	LOC115758739|XP_030555349.1|DNOV
OG0008234	LOC6736156|XP_002083056.1|DSIM	LOC115760545|XP_030557793.1|DNOV
OG0008235	LOC6740060|XP_016038789.1|DSIM	LOC115768622|XP_030569140.1|DNOV
OG0008236	LOC6733169|XP_002080245.1|DSIM	LOC115760623|XP_030557933.1|DNOV
OG0008237	LOC27207952|XP_016026359.1|DSIM	LOC115765195|XP_030564520.1|DNOV
OG0008238	LOC6736350|XP_002083226.1|DSIM	LOC115765832|XP_030565416.1|DNOV
OG0008239	LOC6738942|XP_002085737.1|DSIM	LOC115770463|XP_030571599.1|DNOV
OG0008240	LOC6735138|XP_002082115.1|DSIM	LOC115760774|XP_030558122.1|DNOV
OG0008243	LOC6734071|XP_016027072.1|DSIM	LOC115762049|XP_030559987.1|DNOV
OG0008244	LOC6729036|XP_002104357.1|DSIM	LOC115761522|XP_030559153.1|DNOV
OG0008245	LOC6735318|XP_002082269.1|DSIM	LOC115766556|XP_030566395.1|DNOV
OG0008246	LOC6734873|XP_002081874.1|DSIM	LOC115757805|XP_030554082.1|DNOV
OG0008247	LOC6739186|XP_016023227.1|DSIM	LOC115771816|XP_030573555.1|DNOV, LOC115771815|XP_030573554.1|DNOV, LOC115771814|XP_030573553.1|DNOV
OG0008248	LOC6739773|XP_016036533.1|DSIM	LOC115761312|XP_030558903.1|DNOV
OG0008249	LOC6730248|XP_016037014.1|DSIM	LOC115758551|XP_030555108.1|DNOV, LOC115759549|XP_030556367.1|DNOV
OG0008250	LOC6734260|XP_016027306.1|DSIM	LOC115761111|XP_030558600.1|DNOV
OG0008251	LOC6733307|XP_002080366.1|DSIM	LOC115762284|XP_030560308.1|DNOV
OG0008252	LOC6733675|XP_002080722.1|DSIM	LOC115765015|XP_030564228.1|DNOV, LOC115762404|XP_030560452.1|DNOV
OG0008253	LOC6733536|XP_002080591.2|DSIM	LOC115771884|XP_030573632.1|DNOV
OG0008254	LOC6736241|XP_039149864.1|DSIM	LOC115769942|XP_030570846.1|DNOV
OG0008255	LOC6739145|XP_002085938.1|DSIM	LOC115771377|XP_030572922.1|DNOV
OG0008256	LOC6733337|XP_016026248.1|DSIM	LOC115762036|XP_030559963.1|DNOV
OG0008257	LOC6725053|XP_039152234.1|DSIM, LOC120285229|XP_039152236.1|DSIM, LOC6725052|XP_039152235.1|DSIM	LOC115768459|XP_030568887.1|DNOV
OG0008258	LOC6732584|XP_002079703.2|DSIM	LOC115765548|XP_030565038.1|DNOV
OG0008259	LOC6730993|XP_016023457.1|DSIM	LOC115763470|XP_030561913.1|DNOV
OG0008260	LOC6736519|XP_016030104.1|DSIM	LOC115769590|XP_030570325.1|DNOV, LOC115769656|XP_030570428.1|DNOV
OG0008261	LOC6735018|XP_002081999.2|DSIM	LOC115761099|XP_030558585.1|DNOV
OG0008262	LOC6733179|XP_002080255.1|DSIM	LOC115762484|XP_030560582.1|DNOV
OG0008264	LOC6735389|XP_002082336.1|DSIM	LOC115757872|XP_030554171.1|DNOV, LOC115758153|XP_030554547.1|DNOV
OG0008265	LOC6730062|XP_002105355.1|DSIM	LOC115764963|XP_030564148.1|DNOV, LOC115764974|XP_030564159.1|DNOV
OG0008266	LOC6726859|XP_002102261.1|DSIM	LOC115761805|XP_030559610.1|DNOV
OG0008267	LOC6729795|XP_039151346.1|DSIM	LOC115761252|XP_030558822.1|DNOV
OG0008268	LOC6733049|XP_002080127.2|DSIM	LOC115768538|XP_030568998.1|DNOV
OG0008269	LOC6732948|XP_002080033.1|DSIM	LOC115758972|XP_030555635.1|DNOV
OG0008270	LOC6724973|XP_016037916.1|DSIM	LOC115767841|XP_030568049.1|DNOV
