Orthogroup	DSIM.longest_only	DALB.longest_only
OG0008097	LOC6725476|XP_016038584.1|DSIM	LOC117571375|XP_034109420.1|DALB
OG0008098	LOC6738045|XP_002084860.2|DSIM	LOC117571039|XP_034108898.1|DALB
OG0008099	LOC6738834|XP_002085634.1|DSIM	LOC117571271|XP_034109224.1|DALB
OG0008100	LOC6729429|XP_016036068.1|DSIM	LOC117573678|XP_034112902.1|DALB
OG0008101	LOC6725939|XP_039152328.1|DSIM	LOC117573784|XP_034113085.1|DALB
OG0008102	LOC27208828|XP_016034490.1|DSIM	LOC117575162|XP_034115155.1|DALB
OG0008103	LOC6726433|XP_016039993.1|DSIM	LOC117578194|XP_034119403.1|DALB
OG0008104	LOC6738163|XP_016031995.1|DSIM	LOC117572644|XP_034111513.1|DALB
OG0008106	LOC27206311|XP_016033005.1|DSIM	LOC117569992|XP_034107263.1|DALB
OG0008107	LOC6728476|XP_039150894.1|DSIM	LOC117575779|XP_034116037.1|DALB
OG0008108	LOC6724759|XP_016037498.1|DSIM	LOC117568317|XP_034104773.1|DALB
OG0008109	LOC6725105|XP_002106131.1|DSIM	LOC117565677|XP_034100840.1|DALB
OG0008110	LOC6725632|XP_002106639.1|DSIM	LOC117568877|XP_034105663.1|DALB
OG0008111	LOC6724778|XP_002105820.2|DSIM	LOC117577054|XP_034118090.1|DALB
OG0008112	LOC6724909|XP_039152677.1|DSIM	LOC117578053|XP_034119068.1|DALB
OG0008113	LOC6740098|XP_002076980.1|DSIM	LOC117565976|XP_034101274.1|DALB
OG0008114	LOC6740097|XP_002076981.1|DSIM	LOC117565959|XP_034101249.1|DALB
OG0008115	LOC6725430|XP_039152637.1|DSIM	LOC117570434|XP_034107986.1|DALB
OG0008116	LOC27207642|XP_016038506.1|DSIM	LOC117570482|XP_034108060.1|DALB
OG0008117	LOC6726484|XP_039153744.1|DSIM	LOC117577627|XP_034118387.1|DALB
OG0008118	LOC27207973|XP_016037537.1|DSIM	LOC117578005|XP_034118994.1|DALB
OG0008119	LOC6740772|XP_016040073.1|DSIM	LOC117578253|XP_034119564.1|DALB
OG0008120	LOC27206393|XP_039152421.1|DSIM	LOC117575116|XP_034115108.1|DALB
OG0008121	LOC6734177|XP_002081206.2|DSIM	LOC117568697|XP_034105398.1|DALB
OG0008122	LOC6739997|XP_039153492.1|DSIM	LOC117577995|XP_034118984.1|DALB
OG0008123	LOC6725272|XP_016038283.1|DSIM	LOC117568634|XP_034105318.1|DALB
OG0008124	LOC27207403|XP_016037874.1|DSIM	LOC117578327|XP_034119685.1|DALB
OG0008125	LOC6725099|XP_016038077.1|DSIM	LOC117567605|XP_034103587.1|DALB
OG0008126	LOC6740691|XP_016038290.1|DSIM	LOC117564826|XP_034099644.1|DALB
OG0008127	LOC6725297|XP_016038332.1|DSIM	LOC117578106|XP_034119174.1|DALB
OG0008128	LOC6726059|XP_002107041.1|DSIM	LOC117577650|XP_034118427.1|DALB
OG0008129	LOC6740309|XP_039154045.1|DSIM	LOC117569810|XP_034107057.1|DALB
OG0008130	LOC6726502|XP_002107458.1|DSIM	LOC117576981|XP_034118056.1|DALB
OG0008131	LOC6724752|XP_016037482.1|DSIM	LOC117571695|XP_034109883.1|DALB
OG0008132	LOC6729393|XP_002104708.1|DSIM	LOC117575930|XP_034116280.1|DALB
OG0008133	LOC6725830|XP_002106826.2|DSIM	LOC117576570|XP_034117317.1|DALB
OG0008134	LOC6725278|XP_039152268.1|DSIM	LOC117564721|XP_034099498.1|DALB
OG0008135	LOC6728885|XP_016035576.1|DSIM	LOC117573876|XP_034113244.1|DALB
OG0008136	LOC6731002|XP_016023465.1|DSIM	LOC117565408|XP_034100384.1|DALB
OG0008137	LOC27206364|XP_016038085.1|DSIM	LOC117578125|XP_034119213.1|DALB
OG0008138	LOC6738264|XP_002085075.2|DSIM	LOC117567392|XP_034103234.1|DALB
OG0008139	LOC6734311|XP_016027366.2|DSIM	LOC117577626|XP_034118383.1|DALB
OG0008140	LOC6725098|XP_016038076.1|DSIM	LOC117571844|XP_034110129.1|DALB
OG0008141	LOC6740075|XP_002076959.1|DSIM	LOC117566407|XP_034101816.1|DALB
OG0008142	LOC27208849|XP_016040052.1|DSIM	LOC117577541|XP_034118260.1|DALB
OG0008143	LOC6739844|XP_002076727.1|DSIM, LOC120285337|XP_039153295.1|DSIM	LOC117575904|XP_034116244.1|DALB
OG0008144	LOC6734219|XP_002081248.2|DSIM	LOC117571085|XP_034108958.1|DALB
OG0008145	LOC6725788|XP_039152290.1|DSIM	LOC117563623|XP_034097956.1|DALB
OG0008146	LOC27208865|XP_039152966.1|DSIM	LOC117577777|XP_034118587.1|DALB
OG0008147	LOC6725353|XP_016038404.1|DSIM	LOC117577815|XP_034118640.1|DALB
OG0008148	LOC6725268|XP_039154044.1|DSIM	LOC117563597|XP_034097880.1|DALB
OG0008149	LOC6725306|XP_016038355.1|DSIM	LOC117574608|XP_034114790.1|DALB
OG0008150	LOC27208499|XP_016038872.1|DSIM	LOC117568701|XP_034105409.1|DALB
OG0008151	LOC27206341|XP_016039818.1|DSIM	LOC117578076|XP_034119112.1|DALB
OG0008152	LOC6724905|XP_039152676.1|DSIM	LOC117578214|XP_034119477.1|DALB
OG0008153	LOC6736115|XP_002083015.2|DSIM	LOC117571719|XP_034109911.1|DALB
OG0008154	LOC6738065|XP_016031894.1|DSIM	LOC117567478|XP_034103399.1|DALB
OG0008155	LOC27207863|XP_016031479.1|DSIM	LOC117569498|XP_034106573.1|DALB
OG0008157	LOC6728641|XP_002103982.1|DSIM	LOC117574326|XP_034114027.1|DALB
OG0008158	LOC6726138|XP_002107114.1|DSIM	LOC117567680|XP_034103697.1|DALB
OG0008159	LOC27208329|XP_016032435.1|DSIM	LOC117569487|XP_034106558.1|DALB
OG0008160	LOC6735258|XP_016028602.1|DSIM	LOC117569809|XP_034107016.1|DALB
OG0008161	LOC27208252|XP_016029714.1|DSIM	LOC117565836|XP_034101041.1|DALB
OG0008162	LOC27208613|XP_039153899.1|DSIM	LOC117578094|XP_034119152.1|DALB
OG0008163	LOC6736923|XP_016030575.1|DSIM	LOC117568098|XP_034104369.1|DALB
OG0008164	LOC6740290|XP_016022801.1|DSIM	LOC117568781|XP_034105513.1|DALB
OG0008165	LOC6724954|XP_016037813.1|DSIM	LOC117570275|XP_034107689.1|DALB
OG0008166	LOC6725847|XP_016039175.1|DSIM	LOC117577553|XP_034118274.1|DALB
OG0008167	LOC6740091|XP_039152746.1|DSIM	LOC117564321|XP_034098916.1|DALB
OG0008168	LOC6740092|XP_016039106.1|DSIM	LOC117564329|XP_034098929.1|DALB
OG0008169	LOC6724815|XP_002105856.1|DSIM	LOC117566948|XP_034102475.1|DALB
OG0008170	LOC6734550|XP_002081559.2|DSIM	LOC117570726|XP_034108439.1|DALB
OG0008171	LOC6725400|XP_016038464.1|DSIM	LOC117578073|XP_034119108.1|DALB
OG0008172	LOC6727232|XP_039151672.1|DSIM	LOC117575720|XP_034115950.1|DALB
OG0008173	LOC27207520|XP_016025747.2|DSIM	LOC117563850|XP_034098270.1|DALB
OG0008174	LOC27206169|XP_039147725.1|DSIM	LOC117572086|XP_034110573.1|DALB
OG0008175	LOC6725534|XP_039152804.1|DSIM	LOC117568172|XP_034104499.1|DALB
OG0008176	LOC6724795|XP_016037573.1|DSIM	LOC117578228|XP_034119497.1|DALB
OG0008177	LOC6725183|XP_002106207.1|DSIM	LOC117569103|XP_034106015.1|DALB
OG0008178	LOC6726149|XP_039153442.1|DSIM	LOC117565783|XP_034100954.1|DALB
OG0008179	LOC6740323|XP_016039414.1|DSIM	LOC117578286|XP_034119613.1|DALB
OG0008180	LOC6724837|XP_002105877.1|DSIM	LOC117577592|XP_034118330.1|DALB
OG0008181	LOC6724836|XP_002105876.1|DSIM	LOC117577795|XP_034118613.1|DALB
OG0008182	LOC6733612|XP_002080666.1|DSIM	LOC117568807|XP_034105559.1|DALB
OG0008183	LOC6736040|XP_016029439.1|DSIM	LOC117569867|XP_034107092.1|DALB
OG0008185	LOC6730391|XP_002105673.2|DSIM	LOC117573781|XP_034113078.1|DALB
OG0008186	LOC6739457|XP_016027959.1|DSIM	LOC117569174|XP_034106134.1|DALB
OG0008187	LOC27207164|XP_039147268.1|DSIM	LOC117569177|XP_034106137.1|DALB
OG0008188	LOC6730971|XP_016023437.1|DSIM	LOC117563478|XP_034097730.1|DALB
OG0008190	LOC6736306|XP_016029785.1|DSIM	LOC117569021|XP_034105901.1|DALB
OG0008191	LOC27208331|XP_016037661.1|DSIM	LOC117573080|XP_034111864.1|DALB
OG0008192	LOC27208128|XP_016040074.1|DSIM	LOC117565058|XP_034099900.1|DALB
OG0008193	LOC6726575|XP_016040240.1|DSIM	LOC117575334|XP_034115385.1|DALB
OG0008194	LOC6732383|XP_002079504.1|DSIM	LOC117564160|XP_034098718.1|DALB
OG0008195	LOC6734354|XP_016027430.1|DSIM	LOC117571856|XP_034110142.1|DALB
OG0008196	LOC6735749|XP_002082662.1|DSIM	LOC117567946|XP_034104135.1|DALB
OG0008197	LOC6738020|XP_016031819.1|DSIM	LOC117570218|XP_034107607.1|DALB
OG0008198	LOC6724823|XP_016037606.2|DSIM	LOC117571025|XP_034108880.1|DALB
OG0008199	LOC6725531|XP_039152805.1|DSIM	LOC117574641|XP_034114434.1|DALB
OG0008200	LOC6733920|XP_002080964.2|DSIM	LOC117568948|XP_034105779.1|DALB
OG0008201	LOC6737703|XP_002084535.1|DSIM	LOC117569497|XP_034106572.1|DALB
OG0008202	LOC6737721|XP_002084551.1|DSIM	LOC117571694|XP_034109879.1|DALB
OG0008203	LOC6736372|XP_002083248.1|DSIM	LOC117572503|XP_034111246.1|DALB
OG0008204	LOC6725223|XP_016038235.1|DSIM	LOC117564651|XP_034099404.1|DALB
OG0008205	LOC27208620|XP_016038941.1|DSIM	LOC117574669|XP_034114469.1|DALB
OG0008206	LOC6738227|XP_016032080.1|DSIM	LOC117571807|XP_034110068.1|DALB
OG0008207	LOC6738906|XP_016032729.1|DSIM	LOC117571802|XP_034110060.1|DALB
OG0008208	LOC6734718|XP_016027927.1|DSIM	LOC117570166|XP_034107532.1|DALB
OG0008209	LOC6736638|XP_002083494.3|DSIM	LOC117565337|XP_034100278.1|DALB
OG0008210	LOC27207626|XP_016031767.2|DSIM	LOC117569167|XP_034106123.1|DALB
OG0008212	LOC6738705|XP_002085506.1|DSIM	LOC117568885|XP_034105676.1|DALB
OG0008213	LOC6724786|XP_002105828.1|DSIM	LOC117577759|XP_034118561.1|DALB
OG0008214	LOC6737843|XP_016031618.1|DSIM	LOC117567404|XP_034103254.1|DALB
OG0008215	LOC27209412|XP_016039731.2|DSIM	LOC117571946|XP_034110334.1|DALB
OG0008216	LOC6738815|XP_016032627.1|DSIM	LOC117572397|XP_034111068.1|DALB
OG0008217	LOC6740242|XP_016040065.1|DSIM	LOC117578285|XP_034119612.1|DALB
OG0008218	LOC27206173|XP_016027935.1|DSIM	LOC117570164|XP_034107529.1|DALB
OG0008219	LOC6725493|XP_016038620.1|DSIM	LOC117565745|XP_034100887.1|DALB
OG0008220	LOC6740068|XP_039153482.1|DSIM	LOC117578051|XP_034119065.1|DALB
OG0008221	LOC6732668|XP_016025380.1|DSIM	LOC117566212|XP_034101641.1|DALB
OG0008222	LOC27207092|XP_016032989.1|DSIM	LOC117570506|XP_034108093.1|DALB
OG0008223	LOC6738115|XP_016031949.1|DSIM	LOC117568247|XP_034104617.1|DALB
OG0008224	LOC6738902|XP_016032725.1|DSIM	LOC117571795|XP_034110050.1|DALB
OG0008225	LOC6725692|XP_016038958.1|DSIM	LOC117572291|XP_034110895.1|DALB
OG0008226	LOC6725163|XP_016038183.1|DSIM	LOC117568048|XP_034104286.1|DALB
OG0008227	LOC27209435|XP_039151542.1|DSIM	LOC117574405|XP_034114134.1|DALB
OG0008228	LOC6730088|XP_039151262.1|DSIM	LOC117575126|XP_034115118.1|DALB
OG0008229	LOC6728664|XP_002104003.2|DSIM	LOC117574672|XP_034114470.1|DALB
OG0008230	LOC6727602|XP_002102981.2|DSIM	LOC117575724|XP_034115957.1|DALB
OG0008232	LOC6736413|XP_016029917.1|DSIM	LOC117566386|XP_034101782.1|DALB
OG0008233	LOC6732863|XP_016025587.1|DSIM	LOC117564228|XP_034098809.1|DALB
OG0008234	LOC6736156|XP_002083056.1|DSIM	LOC117570450|XP_034107999.1|DALB
OG0008235	LOC6740060|XP_016038789.1|DSIM	LOC117564186|XP_034098755.1|DALB
OG0008236	LOC6733169|XP_002080245.1|DSIM	LOC117566979|XP_034102533.1|DALB
OG0008237	LOC27207952|XP_016026359.1|DSIM	LOC117571189|XP_034109117.1|DALB
OG0008238	LOC6736350|XP_002083226.1|DSIM	LOC117568178|XP_034104504.1|DALB
OG0008239	LOC6738942|XP_002085737.1|DSIM	LOC117567750|XP_034103829.1|DALB
OG0008240	LOC6735138|XP_002082115.1|DSIM	LOC117569973|XP_034107240.1|DALB
OG0008243	LOC6734071|XP_016027072.1|DSIM	LOC117567555|XP_034103505.1|DALB
OG0008244	LOC6729036|XP_002104357.1|DSIM	LOC117575692|XP_034115895.1|DALB
OG0008245	LOC6735318|XP_002082269.1|DSIM	LOC117568147|XP_034104446.1|DALB
OG0008246	LOC6734873|XP_002081874.1|DSIM	LOC117568921|XP_034105722.1|DALB
OG0008247	LOC6739186|XP_016023227.1|DSIM	LOC117575853|XP_034116164.1|DALB
OG0008248	LOC6739773|XP_016036533.1|DSIM	LOC117574596|XP_034114371.1|DALB, LOC117576195|XP_034116679.1|DALB, LOC117574681|XP_034114478.1|DALB, LOC117574407|XP_034114136.1|DALB, LOC117574406|XP_034114135.1|DALB, LOC117576194|XP_034116678.1|DALB
OG0008249	LOC6730248|XP_016037014.1|DSIM	LOC117563758|XP_034098152.1|DALB, LOC117576654|XP_034117485.1|DALB
OG0008250	LOC6734260|XP_016027306.1|DSIM	LOC117567129|XP_034102830.1|DALB
OG0008251	LOC6733307|XP_002080366.1|DSIM	LOC117572698|XP_034111643.1|DALB
OG0008252	LOC6733675|XP_002080722.1|DSIM	LOC117567160|XP_034102864.1|DALB
OG0008253	LOC6733536|XP_002080591.2|DSIM	LOC117569603|XP_034106728.1|DALB
OG0008254	LOC6736241|XP_039149864.1|DSIM	LOC117570716|XP_034108417.1|DALB
OG0008255	LOC6739145|XP_002085938.1|DSIM	LOC117566443|XP_034101865.1|DALB
OG0008256	LOC6733337|XP_016026248.1|DSIM	LOC117571058|XP_034108918.1|DALB
OG0008257	LOC6725053|XP_039152234.1|DSIM, LOC120285229|XP_039152236.1|DSIM, LOC6725052|XP_039152235.1|DSIM	LOC117576326|XP_034116888.1|DALB
OG0008258	LOC6732584|XP_002079703.2|DSIM	LOC117565288|XP_034100207.1|DALB
OG0008259	LOC6730993|XP_016023457.1|DSIM	LOC117565520|XP_034100547.1|DALB, LOC117565519|XP_034100546.1|DALB
OG0008260	LOC6736519|XP_016030104.1|DSIM	LOC117571037|XP_034108890.1|DALB
OG0008261	LOC6735018|XP_002081999.2|DSIM	LOC117566941|XP_034102464.1|DALB
OG0008262	LOC6733179|XP_002080255.1|DSIM	LOC117570195|XP_034107573.1|DALB, LOC117570194|XP_034107572.1|DALB
OG0008263	LOC6735384|XP_016028711.1|DSIM, LOC6735383|XP_002082330.2|DSIM	LOC117568920|XP_034105721.1|DALB
OG0008264	LOC6735389|XP_002082336.1|DSIM	LOC117569844|XP_034107063.1|DALB
OG0008266	LOC6726859|XP_002102261.1|DSIM	LOC117573601|XP_034112787.1|DALB
OG0008267	LOC6729795|XP_039151346.1|DSIM	LOC117573283|XP_034112274.1|DALB
OG0008268	LOC6733049|XP_002080127.2|DSIM	LOC117566234|XP_034101673.1|DALB
OG0008269	LOC6732948|XP_002080033.1|DSIM	LOC117563754|XP_034098127.1|DALB
OG0008270	LOC6724973|XP_016037916.1|DSIM	LOC117578144|XP_034119253.1|DALB
OG0008271	LOC6736553|XP_002083423.1|DSIM	LOC117570751|XP_034108464.1|DALB
OG0008272	LOC6725197|XP_039153466.1|DSIM	LOC117577940|XP_034118842.1|DALB
OG0008273	LOC6728500|XP_002103845.1|DSIM	LOC117573617|XP_034112807.1|DALB
OG0008274	LOC6724899|XP_002105937.1|DSIM	LOC117577913|XP_034118802.1|DALB
OG0008275	LOC6725190|XP_002106214.1|DSIM	LOC117569073|XP_034105982.1|DALB
OG0008276	LOC6726041|XP_016039421.1|DSIM	LOC117578311|XP_034119650.1|DALB
OG0008277	LOC6725578|XP_016038740.1|DSIM	LOC117564131|XP_034098720.1|DALB
OG0008279	LOC6725961|XP_016039315.1|DSIM	LOC117574000|XP_034113450.1|DALB
OG0008280	LOC6725727|XP_002106728.3|DSIM	LOC117570258|XP_034107664.1|DALB
OG0008281	LOC27206402|XP_016039981.1|DSIM	LOC117573922|XP_034113330.1|DALB
OG0008282	LOC6725781|XP_002106780.1|DSIM	LOC117577848|XP_034118680.1|DALB
OG0008283	LOC6726174|XP_016039703.1|DSIM	LOC117571650|XP_034109778.1|DALB
OG0008284	LOC27208170|XP_016037388.1|DSIM	LOC117573129|XP_034111944.1|DALB
OG0008285	LOC6740056|XP_016038722.1|DSIM	LOC117577744|XP_034118546.1|DALB
OG0008286	LOC6725712|XP_016038980.1|DSIM	LOC117577710|XP_034118505.1|DALB
OG0008287	LOC6725435|XP_016038517.1|DSIM	LOC117577838|XP_034118669.1|DALB
OG0008288	LOC6727487|XP_002102867.1|DSIM	LOC117573638|XP_034112837.1|DALB
OG0008290	LOC6739862|XP_016038679.1|DSIM	LOC117577785|XP_034118601.1|DALB
OG0008291	LOC6725433|XP_002106449.1|DSIM	LOC117563933|XP_034098399.1|DALB
OG0008294	LOC6729308|XP_002104625.1|DSIM	LOC117574915|XP_034114853.1|DALB
OG0008295	LOC6725934|XP_002106918.2|DSIM	LOC117564014|XP_034098507.1|DALB
OG0008296	LOC27208719|XP_016039621.1|DSIM	LOC117577894|XP_034118767.1|DALB
OG0008297	LOC6725438|XP_002106454.1|DSIM	LOC117577841|XP_034118675.1|DALB
OG0008298	LOC6726505|XP_039153525.1|DSIM	LOC117573204|XP_034112093.1|DALB
OG0008300	LOC6725463|XP_016038566.1|DSIM	LOC117578029|XP_034119033.1|DALB
OG0008301	LOC6728720|XP_016035393.1|DSIM	LOC117574342|XP_034114053.1|DALB
OG0008302	LOC6726296|XP_016039777.1|DSIM	LOC117576300|XP_034116848.1|DALB
OG0008303	LOC6725063|XP_016038042.1|DSIM	LOC117574175|XP_034113759.1|DALB
OG0008304	LOC6724766|XP_016037516.1|DSIM	LOC117577787|XP_034118603.1|DALB, LOC117571301|XP_034109266.1|DALB
OG0008305	LOC6739843|XP_016039467.1|DSIM	LOC117578081|XP_034119167.1|DALB
OG0008306	LOC6725024|XP_002106055.1|DSIM	LOC117578183|XP_034119387.1|DALB
OG0008307	LOC6728146|XP_039151948.1|DSIM	LOC117573651|XP_034112865.1|DALB
OG0008308	LOC6729543|XP_016036216.1|DSIM	LOC117575485|XP_034115610.1|DALB
OG0008309	LOC6732196|XP_002079325.1|DSIM	LOC117565443|XP_034100425.1|DALB
OG0008310	LOC6738619|XP_016032462.1|DSIM	LOC117572222|XP_034110790.1|DALB
OG0008311	LOC6725947|XP_002106930.1|DSIM	LOC117577614|XP_034118355.1|DALB
OG0008312	LOC27208491|XP_016034116.1|DSIM	LOC117576320|XP_034116872.1|DALB
OG0008313	LOC6739875|XP_039153640.1|DSIM	LOC117572125|XP_034110647.1|DALB
OG0008314	LOC6739403|XP_002076315.1|DSIM	LOC117569831|XP_034107047.1|DALB
OG0008315	LOC6736887|XP_002083740.1|DSIM	LOC117569090|XP_034105998.1|DALB
OG0008317	LOC6729087|XP_002104408.1|DSIM	LOC117574308|XP_034114007.1|DALB
OG0008318	LOC6726117|XP_016039608.1|DSIM	LOC117576131|XP_034116587.1|DALB
OG0008319	LOC6735003|XP_002081985.1|DSIM	LOC117567007|XP_034102583.1|DALB
OG0008320	LOC27207721|XP_039154072.1|DSIM	LOC117577915|XP_034118804.1|DALB
OG0008321	LOC6728735|XP_002104070.1|DSIM	LOC117573795|XP_034113094.1|DALB
OG0008322	LOC27208405|XP_016024455.1|DSIM	LOC117565248|XP_034100151.1|DALB
OG0008323	LOC6728607|XP_002103948.1|DSIM	LOC117575011|XP_034114978.1|DALB
OG0008324	LOC6725201|XP_002106224.1|DSIM	LOC117578293|XP_034119628.1|DALB
OG0008325	LOC6726026|XP_039153581.1|DSIM	LOC117577988|XP_034118975.1|DALB
OG0008326	LOC6727776|XP_002103138.2|DSIM	LOC117575226|XP_034115245.1|DALB
OG0008327	LOC6735988|XP_016029352.1|DSIM	LOC117571402|XP_034109425.1|DALB
OG0008328	LOC6725247|XP_002106269.1|DSIM	LOC117569865|XP_034107094.1|DALB
OG0008330	LOC6734774|XP_002081777.1|DSIM	LOC117571354|XP_034109354.1|DALB
OG0008331	LOC6737516|XP_039149116.1|DSIM	LOC117569314|XP_034106317.1|DALB
OG0008332	LOC6738388|XP_016032218.1|DSIM	LOC117571123|XP_034109015.1|DALB
OG0008333	LOC6737829|XP_002084657.1|DSIM	LOC117569418|XP_034106456.1|DALB
OG0008334	LOC6737825|XP_016031603.1|DSIM	LOC117571153|XP_034109051.1|DALB
OG0008335	LOC6736552|XP_002083422.1|DSIM	LOC117570960|XP_034108794.1|DALB
OG0008336	LOC6738667|XP_002085469.1|DSIM	LOC117570098|XP_034107441.1|DALB
OG0008337	LOC6733650|XP_002080704.1|DSIM	LOC117571853|XP_034110138.1|DALB
OG0008338	LOC6738739|XP_039149145.1|DSIM	LOC117569476|XP_034106534.1|DALB
OG0008339	LOC27206389|XP_039152767.1|DSIM	LOC117577617|XP_034118361.1|DALB
OG0008340	LOC27206177|XP_016028292.1|DSIM	LOC117566940|XP_034102462.1|DALB
OG0008341	LOC6737570|XP_016031359.1|DSIM	LOC117566374|XP_034101762.1|DALB
OG0008342	LOC6736510|XP_039149650.1|DSIM	LOC117566949|XP_034102472.1|DALB
OG0008343	LOC6729791|XP_016036478.1|DSIM	LOC117575792|XP_034116059.1|DALB
OG0008344	LOC6736411|XP_002083283.1|DSIM	LOC117566384|XP_034101779.1|DALB
OG0008345	LOC27206275|XP_016030172.1|DSIM	LOC117572268|XP_034110862.1|DALB
OG0008346	LOC6725343|XP_016038396.1|DSIM	LOC117571621|XP_034109737.1|DALB
OG0008347	LOC6730558|XP_002077737.1|DSIM	LOC117564928|XP_034099773.1|DALB
OG0008348	LOC6738458|XP_039149749.1|DSIM	LOC117567207|XP_034102928.1|DALB
OG0008349	LOC6737924|XP_016031690.1|DSIM	LOC117571288|XP_034109247.1|DALB
OG0008350	LOC27208463|XP_016040165.1|DSIM	LOC117573510|XP_034112633.1|DALB
OG0008351	LOC6736424|XP_016029928.1|DSIM	LOC117568251|XP_034104622.1|DALB
OG0008352	LOC6738309|XP_002085120.1|DSIM	LOC117567937|XP_034104118.1|DALB
OG0008353	LOC6736224|XP_016029734.1|DSIM	LOC117570776|XP_034108504.1|DALB
OG0008354	LOC6725664|XP_039153758.1|DSIM	LOC117564864|XP_034099735.1|DALB
OG0008355	LOC6733998|XP_016027028.1|DSIM	LOC117572782|XP_034111770.1|DALB
OG0008356	LOC6737845|XP_002084673.1|DSIM	LOC117577982|XP_034118969.1|DALB
OG0008357	LOC6728856|XP_016035540.1|DSIM	LOC117576782|XP_034117725.1|DALB
OG0008358	LOC6731151|XP_002078309.1|DSIM	LOC117565306|XP_034100235.1|DALB
OG0008359	LOC6736167|XP_016029579.1|DSIM	LOC117570430|XP_034107976.1|DALB
OG0008360	LOC6735775|XP_016029144.1|DSIM	LOC117568624|XP_034105304.1|DALB
OG0008361	LOC6731531|XP_016024206.1|DSIM	LOC117564264|XP_034098858.1|DALB
OG0008362	LOC6739952|XP_002076841.1|DSIM	LOC117564444|XP_034099079.1|DALB
OG0008363	LOC6734967|XP_002081961.1|DSIM	LOC117567457|XP_034103362.1|DALB
OG0008364	LOC6738172|XP_002084985.1|DSIM	LOC117569486|XP_034106557.1|DALB
OG0008365	LOC6735148|XP_016028428.1|DSIM	LOC117567574|XP_034103536.1|DALB
OG0008366	LOC6727810|XP_002103171.1|DSIM	LOC117575531|XP_034115671.1|DALB
OG0008367	LOC27207894|XP_016037608.2|DSIM	LOC117576383|XP_034116986.1|DALB
OG0008368	LOC6731925|XP_002079060.2|DSIM	LOC117566199|XP_034101607.1|DALB
OG0008369	LOC6725450|XP_002106466.1|DSIM	LOC117577790|XP_034118606.1|DALB
OG0008370	LOC27209471|XP_016036208.1|DSIM	LOC117573178|XP_034112039.1|DALB
OG0008372	LOC27208617|XP_039148558.1|DSIM	LOC117570355|XP_034107816.1|DALB
OG0008373	LOC6731818|XP_016024507.1|DSIM	LOC117563347|XP_034097520.1|DALB
OG0008374	LOC27207830|XP_016026513.1|DSIM	LOC117565698|XP_034100824.1|DALB
OG0008375	LOC6733048|XP_039154222.1|DSIM	LOC117566235|XP_034101674.1|DALB
OG0008376	LOC27208379|XP_016023544.1|DSIM	LOC117563273|XP_034097392.1|DALB
OG0008377	LOC27207344|XP_016025374.1|DSIM	LOC117565554|XP_034100611.1|DALB
OG0008378	LOC6732660|XP_016025373.1|DSIM	LOC117565553|XP_034100609.1|DALB
OG0008379	LOC6733073|XP_016025778.1|DSIM	LOC117565257|XP_034100167.1|DALB
OG0008381	LOC6731017|XP_002078178.2|DSIM	LOC117563606|XP_034097891.1|DALB
OG0008383	LOC27207264|XP_016025645.1|DSIM	LOC117564940|XP_034099785.1|DALB
OG0008384	LOC27206553|XP_016024664.1|DSIM	LOC117564222|XP_034098800.1|DALB
OG0008385	LOC6731066|XP_016023585.1|DSIM	LOC117565435|XP_034100413.1|DALB
OG0008386	LOC6726161|XP_002107137.1|DSIM	LOC117567240|XP_034102981.1|DALB
OG0008387	LOC6730127|XP_016036887.1|DSIM	LOC117573595|XP_034112781.1|DALB
OG0008388	LOC6731500|XP_002078649.1|DSIM	LOC117563353|XP_034097530.1|DALB
OG0008389	LOC6732920|XP_002080024.1|DSIM	LOC117565774|XP_034100941.1|DALB
OG0008390	LOC6733036|XP_002080115.1|DSIM	LOC117563781|XP_034098178.1|DALB
OG0008392	LOC6738795|XP_039149950.1|DSIM	LOC117568581|XP_034105203.1|DALB
OG0008393	LOC6738825|XP_016032638.1|DSIM	LOC117569722|XP_034106879.1|DALB
OG0008394	LOC6739075|XP_002085869.1|DSIM	LOC117567620|XP_034103602.1|DALB
OG0008395	LOC6725530|XP_016038665.1|DSIM	LOC117569532|XP_034106629.1|DALB
OG0008396	LOC6725416|XP_016038494.1|DSIM	LOC117577674|XP_034118457.1|DALB
OG0008397	LOC27207277|XP_016038412.2|DSIM	LOC117576939|XP_034117991.1|DALB
OG0008398	LOC6740011|XP_039152225.1|DSIM	LOC117577902|XP_034118784.1|DALB
OG0008399	LOC27208642|XP_039153079.1|DSIM	LOC117573331|XP_034112372.1|DALB
OG0008400	LOC6736465|XP_016030013.1|DSIM	LOC117569934|XP_034107183.1|DALB
OG0008401	LOC6730439|XP_002077620.1|DSIM	LOC117564128|XP_034098679.1|DALB
OG0008402	LOC6728361|XP_002103709.1|DSIM	LOC117576015|XP_034116412.1|DALB
OG0008403	LOC6725666|XP_002106672.2|DSIM	LOC117573814|XP_034113126.1|DALB
OG0008404	LOC6726828|XP_016033334.1|DSIM	LOC117574059|XP_034113566.1|DALB
OG0008405	LOC6725791|XP_016039110.1|DSIM	LOC117574550|XP_034114316.1|DALB
OG0008406	LOC27208023|XP_016038961.1|DSIM	LOC117569083|XP_034105993.1|DALB
OG0008408	LOC6725304|XP_016038340.1|DSIM	LOC117578088|XP_034119140.1|DALB
