Orthogroup	DSIM.longest_only	ASTE.longest_only
OG0006655	LOC6736594|XP_039149437.1|DSIM	LOC118509820|XP_035906874.1|ASTE
OG0006656	LOC6736801|XP_016030458.1|DSIM	LOC118509835|XP_035906919.1|ASTE
OG0006657	LOC6735430|XP_002082370.1|DSIM	LOC118509105|XP_035905165.1|ASTE
OG0006658	LOC6736712|XP_002083568.1|DSIM	LOC118513031|XP_035914201.1|ASTE
OG0006659	LOC6736709|XP_002083565.1|DSIM	LOC118513035|XP_035914205.1|ASTE
OG0006660	LOC6736974|XP_039149122.1|DSIM	LOC118514461|XP_035917271.1|ASTE
OG0006661	LOC6736993|XP_016030618.1|DSIM	LOC118513009|XP_035914172.1|ASTE
OG0006662	LOC6730538|XP_002077717.1|DSIM	LOC118504687|XP_035895394.1|ASTE
OG0006663	LOC6737040|XP_002083887.2|DSIM	LOC118510885|XP_035909158.1|ASTE
OG0006664	LOC6729104|XP_016035748.1|DSIM	LOC118511373|XP_035910260.1|ASTE
OG0006665	LOC6734422|XP_016029715.1|DSIM	LOC118511370|XP_035910257.1|ASTE
OG0006666	LOC6735419|XP_002082361.1|DSIM	LOC118512960|XP_035914079.1|ASTE
OG0006667	LOC6738912|XP_002085707.2|DSIM	LOC118512176|XP_035912155.1|ASTE
OG0006668	LOC6733472|XP_002080529.2|DSIM	LOC118512988|XP_035914136.1|ASTE
OG0006669	LOC6737085|XP_002083932.1|DSIM	LOC118512981|XP_035914127.1|ASTE
OG0006670	LOC6737089|XP_016030718.1|DSIM	LOC118512992|XP_035914141.1|ASTE
OG0006671	LOC6737090|XP_016030720.1|DSIM	LOC118512979|XP_035914117.1|ASTE
OG0006672	LOC6737301|XP_039150039.1|DSIM	LOC118512977|XP_035914103.1|ASTE
OG0006673	LOC6736853|XP_002083709.1|DSIM	LOC118513241|XP_035914690.1|ASTE
OG0006674	LOC6736279|XP_002083163.1|DSIM	LOC118516855|XP_035918609.1|ASTE, LOC118510503|XP_035908301.1|ASTE
OG0006675	LOC6736724|XP_002083580.1|DSIM	LOC118513239|XP_035914687.1|ASTE
OG0006676	LOC6736888|XP_016030535.1|DSIM	LOC118510492|XP_035908277.1|ASTE
OG0006677	LOC6737268|XP_016030974.1|DSIM	LOC118510486|XP_035908260.1|ASTE
OG0006678	LOC6738900|XP_016032722.1|DSIM	LOC118503767|XP_035893329.1|ASTE
OG0006679	LOC27208927|XP_016030097.1|DSIM	LOC118514266|XP_035916878.1|ASTE
OG0006680	LOC6730131|XP_002105422.1|DSIM	LOC118514462|XP_035917272.1|ASTE
OG0006681	LOC6737092|XP_016030723.1|DSIM	LOC118510570|XP_035908452.1|ASTE
OG0006682	LOC6739619|XP_016030572.1|DSIM	LOC118510539|XP_035908389.1|ASTE
OG0006683	LOC6739618|XP_016030573.1|DSIM	LOC118510541|XP_035908394.1|ASTE
OG0006684	LOC6737266|XP_016030973.1|DSIM	LOC118512027|XP_035911708.1|ASTE
OG0006685	LOC6733771|XP_002080815.2|DSIM	LOC118510138|XP_035907512.1|ASTE
OG0006686	LOC6737056|XP_039149959.1|DSIM	LOC118514490|XP_035917306.1|ASTE
OG0006687	LOC6726370|XP_002107329.1|DSIM	LOC118512203|XP_035912206.1|ASTE
OG0006688	LOC6736971|XP_016030609.1|DSIM	LOC118510519|XP_035908346.1|ASTE
OG0006689	LOC6736387|XP_002083259.1|DSIM	LOC118510528|XP_035908365.1|ASTE
OG0006690	LOC6727769|XP_016034342.1|DSIM	LOC118512136|XP_035912039.1|ASTE
OG0006691	LOC27207749|XP_016031564.1|DSIM	LOC118512153|XP_035912086.1|ASTE
OG0006692	LOC6736376|XP_016029879.1|DSIM	LOC118512152|XP_035912085.1|ASTE
OG0006693	LOC6736550|XP_016030131.1|DSIM	LOC118512149|XP_035912078.1|ASTE
OG0006694	LOC27207174|XP_039152522.1|DSIM	LOC118512161|XP_035912109.1|ASTE
OG0006695	LOC6737280|XP_016030999.2|DSIM	LOC118514322|XP_035916999.1|ASTE
OG0006696	LOC27207128|XP_039148761.1|DSIM	LOC118509123|XP_035905203.1|ASTE
OG0006697	LOC6737427|XP_016031201.1|DSIM	LOC118510453|XP_035908163.1|ASTE
OG0006698	LOC6738350|XP_002085160.1|DSIM	LOC118510458|XP_035908182.1|ASTE
OG0006699	LOC6736559|XP_039149439.1|DSIM	LOC118512678|XP_035913353.1|ASTE
OG0006700	LOC27206288|XP_039149414.1|DSIM	LOC118512688|XP_035913372.1|ASTE
OG0006701	LOC6733893|XP_002080937.2|DSIM	LOC118513479|XP_035915170.1|ASTE
OG0006702	LOC6734405|XP_016029670.1|DSIM	LOC118512751|XP_035913531.1|ASTE
OG0006703	LOC6738389|XP_002085198.1|DSIM	LOC118513095|XP_035914389.1|ASTE
OG0006704	LOC6738390|XP_016032219.1|DSIM	LOC118513109|XP_035914402.1|ASTE
OG0006705	LOC6733642|XP_016026603.1|DSIM	LOC118513041|XP_035914226.1|ASTE
OG0006706	LOC6736134|XP_002083034.1|DSIM	LOC118513043|XP_035914228.1|ASTE
OG0006707	LOC6735921|XP_002082831.1|DSIM	LOC118510275|XP_035907782.1|ASTE
OG0006708	LOC6740239|XP_039152628.1|DSIM	LOC118510276|XP_035907783.1|ASTE
OG0006709	LOC6725789|XP_002106786.2|DSIM	LOC118509483|XP_035906028.1|ASTE
OG0006710	LOC6737027|XP_016030660.1|DSIM	LOC118509505|XP_035906055.1|ASTE
OG0006711	LOC6737028|XP_016030662.2|DSIM	LOC118509506|XP_035906066.1|ASTE
OG0006712	LOC6736501|XP_039149674.1|DSIM	LOC118509509|XP_035906068.1|ASTE
OG0006713	LOC6737579|XP_002084412.1|DSIM	LOC118509927|XP_035907149.1|ASTE
OG0006714	LOC6737580|XP_016031373.1|DSIM	LOC118509925|XP_035907147.1|ASTE
OG0006715	LOC6737032|XP_016030665.1|DSIM	LOC118509937|XP_035907161.1|ASTE
OG0006716	LOC27207921|XP_016023231.1|DSIM	LOC118509936|XP_035907160.1|ASTE
OG0006717	LOC6739640|XP_002076535.2|DSIM	LOC118509941|XP_035907166.1|ASTE
OG0006718	LOC6737834|XP_002084662.1|DSIM	LOC118509944|XP_035907169.1|ASTE
OG0006719	LOC27208473|XP_016032242.1|DSIM	LOC118509533|XP_035906146.1|ASTE
OG0006720	LOC6738554|XP_002085359.1|DSIM	LOC118509530|XP_035906143.1|ASTE
OG0006721	LOC6737824|XP_039149127.1|DSIM	LOC118510321|XP_035907858.1|ASTE
OG0006722	LOC6738307|XP_016032160.1|DSIM	LOC118514246|XP_035916852.1|ASTE
OG0006723	LOC6731300|XP_016023867.1|DSIM	LOC118511214|XP_035909901.1|ASTE
OG0006724	LOC6729474|XP_016036147.1|DSIM	LOC118510162|XP_035907563.1|ASTE
OG0006725	LOC6729469|XP_002104779.1|DSIM	LOC118510159|XP_035907560.1|ASTE
OG0006726	LOC27206442|XP_016034720.1|DSIM	LOC118510160|XP_035907561.1|ASTE
OG0006727	LOC6729467|XP_002104777.1|DSIM	LOC118510154|XP_035907551.1|ASTE
OG0006728	LOC6728834|XP_002104168.1|DSIM	LOC118511547|XP_035910648.1|ASTE
OG0006729	LOC6733900|XP_016026941.1|DSIM	LOC118509767|XP_035906795.1|ASTE
OG0006730	LOC6733899|XP_002080943.1|DSIM	LOC118509731|XP_035906748.1|ASTE
OG0006731	LOC6731294|XP_002078450.1|DSIM	LOC118510407|XP_035908053.1|ASTE
OG0006732	LOC6737223|XP_016030931.1|DSIM	LOC118509595|XP_035906270.1|ASTE
OG0006733	LOC6739002|XP_016032830.1|DSIM	LOC118510363|XP_035907964.1|ASTE
OG0006734	LOC6737067|XP_002083914.1|DSIM	LOC118510377|XP_035907999.1|ASTE
OG0006735	LOC6737230|XP_002084070.1|DSIM	LOC118510342|XP_035907905.1|ASTE
OG0006736	LOC6736851|XP_002083707.1|DSIM	LOC118510421|XP_035908087.1|ASTE
OG0006737	LOC6738485|XP_002085291.1|DSIM	LOC118509760|XP_035906784.1|ASTE
OG0006738	LOC6734372|XP_002081393.2|DSIM	LOC118509703|XP_035906674.1|ASTE
OG0006739	LOC6736908|XP_002083760.1|DSIM	LOC118509712|XP_035906689.1|ASTE
OG0006740	LOC6739623|XP_016030919.1|DSIM	LOC118509710|XP_035906687.1|ASTE
OG0006741	LOC6737212|XP_002084052.1|DSIM	LOC118512874|XP_035913860.1|ASTE
OG0006742	LOC6727912|XP_002103267.2|DSIM	LOC118511434|XP_035910418.1|ASTE
OG0006743	LOC6730442|XP_016022904.1|DSIM	LOC118512835|XP_035913779.1|ASTE
OG0006744	LOC6737500|XP_016031295.1|DSIM	LOC118512316|XP_035912462.1|ASTE
OG0006745	LOC6727840|XP_016034427.1|DSIM	LOC118512635|XP_035913224.1|ASTE
OG0006746	LOC6737299|XP_016031009.1|DSIM	LOC118509444|XP_035905945.1|ASTE
OG0006747	LOC6737224|XP_016030932.1|DSIM	LOC118510330|XP_035907877.1|ASTE
OG0006748	LOC6724812|XP_002105853.1|DSIM	LOC118509639|XP_035906439.1|ASTE
OG0006749	LOC6736400|XP_039150118.1|DSIM	LOC118512792|XP_035913605.1|ASTE
OG0006750	LOC6725749|XP_002106749.1|DSIM	LOC118512795|XP_035913611.1|ASTE
OG0006752	LOC6736697|XP_016030312.1|DSIM	LOC118509205|XP_035905371.1|ASTE
OG0006753	LOC6736698|XP_002083554.1|DSIM	LOC118509852|XP_035906946.1|ASTE
OG0006754	LOC6736205|XP_002083100.2|DSIM	LOC118514450|XP_035917259.1|ASTE
OG0006755	LOC27208892|XP_016029737.1|DSIM	LOC118512804|XP_035913637.1|ASTE
OG0006756	LOC6736967|XP_016030603.1|DSIM	LOC118514371|XP_035917121.1|ASTE
OG0006757	LOC6736965|XP_002083812.1|DSIM	LOC118514410|XP_035917184.1|ASTE
OG0006758	LOC6736512|XP_002083382.1|DSIM	LOC118514397|XP_035917171.1|ASTE
OG0006759	LOC6736511|XP_016030088.1|DSIM	LOC118514363|XP_035917093.1|ASTE
OG0006760	LOC6738946|XP_016032775.1|DSIM	LOC118514368|XP_035917116.1|ASTE
OG0006761	LOC6726883|XP_016033397.1|DSIM	LOC118512883|XP_035913878.1|ASTE
OG0006762	LOC27207460|XP_016040243.1|DSIM	LOC118514254|XP_035916861.1|ASTE
OG0006763	LOC6735124|XP_002082101.2|DSIM	LOC118510234|XP_035907692.1|ASTE
OG0006764	LOC27206810|XP_016027543.2|DSIM	LOC118510230|XP_035907689.1|ASTE
OG0006765	LOC6735121|XP_016028395.1|DSIM	LOC118510232|XP_035907691.1|ASTE
OG0006766	LOC6736360|XP_016029849.1|DSIM	LOC118510227|XP_035907686.1|ASTE
OG0006767	LOC6738966|XP_002085761.1|DSIM	LOC118514404|XP_035917178.1|ASTE
OG0006768	LOC6738965|XP_002085760.1|DSIM	LOC118514375|XP_035917130.1|ASTE
OG0006769	LOC6738967|XP_002085762.1|DSIM	LOC118514386|XP_035917157.1|ASTE
OG0006770	LOC6736927|XP_002083774.1|DSIM	LOC118511392|XP_035910315.1|ASTE
OG0006771	LOC27206334|XP_016040086.1|DSIM	LOC118509788|XP_035906825.1|ASTE
OG0006772	LOC6739306|XP_016026375.1|DSIM	LOC118513077|XP_035914333.1|ASTE
OG0006773	LOC6736574|XP_002083436.1|DSIM	LOC118509616|XP_035906335.1|ASTE
OG0006774	LOC6738718|XP_016032530.1|DSIM	LOC118509635|XP_035906427.1|ASTE
OG0006775	LOC6738421|XP_002085230.1|DSIM	LOC118513072|XP_035914315.1|ASTE
OG0006776	LOC6736700|XP_016030315.1|DSIM	LOC118513066|XP_035914307.1|ASTE
OG0006777	LOC6738423|XP_002085232.1|DSIM	LOC118513070|XP_035914313.1|ASTE
OG0006778	LOC6736475|XP_002083346.1|DSIM	LOC118513067|XP_035914308.1|ASTE
OG0006779	LOC6736348|XP_016029818.1|DSIM	LOC118513056|XP_035914271.1|ASTE
OG0006780	LOC6737152|XP_002083999.1|DSIM	LOC118513055|XP_035914262.1|ASTE
OG0006781	LOC120284200|XP_039149119.1|DSIM	LOC118513051|XP_035914247.1|ASTE
OG0006782	LOC6739597|XP_016029876.1|DSIM	LOC118513052|XP_035914252.1|ASTE
OG0006783	LOC6734657|XP_039147999.1|DSIM	LOC118512675|XP_035913336.1|ASTE
OG0006784	LOC6736770|XP_016030402.1|DSIM	LOC118513047|XP_035914234.1|ASTE
OG0006785	LOC6735682|XP_002082598.1|DSIM	LOC118513048|XP_035914244.1|ASTE
OG0006786	LOC6735142|XP_039148783.1|DSIM	LOC118511543|XP_035910643.1|ASTE
OG0006787	LOC6737696|XP_016031464.1|DSIM	LOC118509344|XP_035905750.1|ASTE
OG0006788	LOC6737697|XP_016031466.1|DSIM	LOC118509349|XP_035905760.1|ASTE
OG0006789	LOC6726187|XP_002107163.2|DSIM	LOC118509521|XP_035906119.1|ASTE
OG0006790	LOC6730769|XP_002077937.1|DSIM	LOC118509522|XP_035906121.1|ASTE
OG0006791	LOC6737793|XP_016031571.1|DSIM	LOC118514351|XP_035917066.1|ASTE
OG0006792	LOC6737467|XP_016031252.1|DSIM	LOC118512295|XP_035912417.1|ASTE
OG0006793	LOC6737472|XP_002084308.1|DSIM	LOC118512293|XP_035912413.1|ASTE
OG0006794	LOC6733265|XP_002080328.1|DSIM	LOC118512287|XP_035912403.1|ASTE
OG0006795	LOC6736707|XP_039150331.1|DSIM	LOC118512845|XP_035913801.1|ASTE
OG0006796	LOC6739016|XP_016032857.1|DSIM	LOC118512860|XP_035913837.1|ASTE
OG0006797	LOC6731769|XP_002078904.2|DSIM	LOC118512859|XP_035913835.1|ASTE
OG0006798	LOC6737339|XP_002084177.1|DSIM	LOC118512270|XP_035912352.1|ASTE, LOC118517161|XP_035918934.1|ASTE
OG0006799	LOC6737436|XP_016031209.1|DSIM	LOC118512879|XP_035913865.1|ASTE
OG0006800	LOC6737990|XP_016031787.1|DSIM	LOC118512814|XP_035913664.1|ASTE
OG0006801	LOC6740040|XP_002076925.2|DSIM	LOC118510443|XP_035908134.1|ASTE
OG0006802	LOC6734635|XP_016027803.1|DSIM	LOC118510440|XP_035908127.1|ASTE
OG0006803	LOC6733932|XP_002080976.2|DSIM	LOC118509816|XP_035906861.1|ASTE
OG0006804	LOC6737481|XP_016031265.1|DSIM	LOC118509345|XP_035905753.1|ASTE
OG0006805	LOC6734205|XP_016027251.1|DSIM	LOC118509342|XP_035905747.1|ASTE
OG0006806	LOC6738323|XP_016032166.1|DSIM	LOC118511385|XP_035910285.1|ASTE
OG0006807	LOC6739664|XP_039149696.1|DSIM	LOC118514181|XP_035916748.1|ASTE
OG0006808	LOC6733707|XP_002080754.1|DSIM	LOC118514178|XP_035916741.1|ASTE
OG0006809	LOC6736640|XP_002083496.1|DSIM	LOC118513187|XP_035914554.1|ASTE
OG0006810	LOC6738242|XP_016032110.1|DSIM	LOC118513185|XP_035914546.1|ASTE
OG0006811	LOC6729743|XP_002105049.1|DSIM	LOC118513194|XP_035914575.1|ASTE
OG0006812	LOC6737257|XP_016030967.1|DSIM	LOC118509672|XP_035906565.1|ASTE
OG0006813	LOC27208040|XP_016034156.1|DSIM	LOC118509753|XP_035906777.1|ASTE
OG0006814	LOC6737781|XP_002084609.1|DSIM	LOC118510304|XP_035907826.1|ASTE
OG0006815	LOC27207400|XP_016030236.1|DSIM	LOC118512302|XP_035912425.1|ASTE
OG0006816	LOC6736643|XP_016030237.1|DSIM	LOC118512300|XP_035912424.1|ASTE
OG0006817	LOC6736461|XP_016030001.1|DSIM	LOC118509370|XP_035905795.1|ASTE
OG0006818	LOC6736270|XP_039149936.1|DSIM	LOC118509369|XP_035905788.1|ASTE
OG0006819	LOC6738700|XP_016032518.1|DSIM	LOC118516346|XP_035918051.1|ASTE, LOC118511358|XP_035910212.1|ASTE
OG0006820	LOC6738704|XP_002085505.1|DSIM	LOC118516349|XP_035918059.1|ASTE, LOC118511363|XP_035910217.1|ASTE
OG0006821	LOC6731950|XP_016024613.1|DSIM	LOC118517721|XP_035920062.1|ASTE
OG0006822	LOC6735400|XP_016028717.1|DSIM	LOC118517332|XP_035919207.1|ASTE, LOC118509390|XP_035905828.1|ASTE
OG0006823	LOC6738385|XP_002085194.1|DSIM	LOC118514234|XP_035916831.1|ASTE
OG0006824	LOC6736873|XP_016030519.1|DSIM	LOC118514245|XP_035916850.1|ASTE
OG0006825	LOC6737907|XP_002084734.1|DSIM	LOC118509407|XP_035905865.1|ASTE
OG0006826	LOC6738365|XP_039149616.1|DSIM	LOC118509823|XP_035906878.1|ASTE
OG0006827	LOC6727056|XP_002102453.1|DSIM	LOC118511279|XP_035910066.1|ASTE
OG0006828	LOC6731763|XP_002078898.1|DSIM	LOC118511289|XP_035910088.1|ASTE
OG0006829	LOC6736933|XP_002083780.1|DSIM	LOC118514389|XP_035917159.1|ASTE
OG0006830	LOC6736404|XP_002083276.2|DSIM	LOC118514372|XP_035917124.1|ASTE
OG0006831	LOC27208660|XP_016030997.1|DSIM	LOC118508853|XP_035904499.1|ASTE
OG0006832	LOC6737323|XP_016031053.1|DSIM	LOC118509474|XP_035906002.1|ASTE
OG0006833	LOC6738994|XP_016032819.1|DSIM	LOC118509478|XP_035906011.1|ASTE
OG0006834	LOC6729046|XP_002104367.1|DSIM	LOC118510269|XP_035907763.1|ASTE
OG0006835	LOC6737219|XP_002084059.1|DSIM	LOC118510264|XP_035907751.1|ASTE
OG0006836	LOC6736535|XP_016030119.1|DSIM	LOC118510263|XP_035907747.1|ASTE
OG0006837	LOC6736758|XP_002083614.2|DSIM	LOC118509447|XP_035905954.1|ASTE
OG0006838	LOC6737508|XP_016031301.1|DSIM	LOC118509445|XP_035905952.1|ASTE
OG0006839	LOC6736754|XP_002083610.1|DSIM	LOC118509397|XP_035905845.1|ASTE
OG0006840	LOC6731223|XP_016023765.1|DSIM	LOC118510587|XP_035908479.1|ASTE
OG0006841	LOC6736780|XP_002083636.2|DSIM	LOC118509236|XP_035905438.1|ASTE
OG0006842	LOC27209329|XP_039149190.1|DSIM	LOC118511816|XP_035911249.1|ASTE
OG0006843	LOC6724896|XP_016037730.1|DSIM	LOC118511828|XP_035911265.1|ASTE
OG0006844	LOC6728654|XP_002103994.1|DSIM	LOC118511827|XP_035911264.1|ASTE
OG0006845	LOC6738413|XP_016032263.1|DSIM	LOC118510370|XP_035907987.1|ASTE
OG0006846	LOC6737045|XP_016030674.1|DSIM	LOC118510351|XP_035907942.1|ASTE
OG0006847	LOC27206284|XP_016030676.1|DSIM	LOC118510376|XP_035907998.1|ASTE
OG0006848	LOC6735556|XP_016028896.1|DSIM	LOC118511341|XP_035910181.1|ASTE
OG0006849	LOC6737311|XP_002084149.1|DSIM	LOC118513147|XP_035914479.1|ASTE
OG0006850	LOC6737312|XP_039149754.1|DSIM	LOC118513149|XP_035914483.1|ASTE
OG0006851	LOC6737317|XP_016031034.1|DSIM	LOC118513148|XP_035914481.1|ASTE
OG0006852	LOC6733871|XP_016026897.1|DSIM	LOC118513186|XP_035914551.1|ASTE
OG0006853	LOC6737249|XP_039149689.1|DSIM	LOC118511414|XP_035910367.1|ASTE
OG0006854	LOC6733791|XP_016026751.1|DSIM	LOC118512908|XP_035913940.1|ASTE
OG0006855	LOC6737842|XP_002084670.1|DSIM	LOC118509797|XP_035906827.1|ASTE
OG0006856	LOC6735113|XP_039147424.1|DSIM	LOC118509692|XP_035906645.1|ASTE
OG0006857	LOC6739275|XP_016026058.1|DSIM	LOC118509630|XP_035906407.1|ASTE
OG0006858	LOC6737189|XP_002084035.2|DSIM	LOC118509634|XP_035906419.1|ASTE
OG0006859	LOC6739308|XP_039148098.1|DSIM	LOC118511997|XP_035911633.1|ASTE
OG0006860	LOC6733897|XP_016026939.1|DSIM	LOC118512012|XP_035911675.1|ASTE
OG0006861	LOC6734214|XP_016027255.1|DSIM	LOC118511946|XP_035911544.1|ASTE
OG0006862	LOC6737369|XP_016031107.1|DSIM	LOC118509696|XP_035906657.1|ASTE, LOC118509695|XP_035906656.1|ASTE
OG0006863	LOC27206339|XP_016039914.1|DSIM	LOC118513906|XP_035916124.1|ASTE
OG0006864	LOC6734233|XP_002081262.1|DSIM	LOC118512892|XP_035913889.1|ASTE
OG0006865	LOC6727697|XP_039150721.1|DSIM	LOC118511937|XP_035911520.1|ASTE
OG0006866	LOC6735727|XP_002082640.1|DSIM	LOC118511973|XP_035911603.1|ASTE
OG0006867	LOC6735004|XP_039148117.1|DSIM	LOC118511950|XP_035911554.1|ASTE
OG0006868	LOC6735005|XP_016028281.1|DSIM	LOC118511939|XP_035911529.1|ASTE
OG0006869	LOC6740609|XP_016027314.1|DSIM	LOC118511984|XP_035911617.1|ASTE
OG0006870	LOC6733895|XP_039147248.1|DSIM	LOC118512250|XP_035912286.1|ASTE
OG0006871	LOC6733496|XP_002080553.1|DSIM	LOC118512239|XP_035912272.1|ASTE
OG0006872	LOC6733414|XP_002080471.1|DSIM	LOC118512236|XP_035912263.1|ASTE
OG0006873	LOC6735521|XP_016028861.1|DSIM	LOC118511964|XP_035911584.1|ASTE
OG0006874	LOC6739590|XP_039148983.1|DSIM	LOC118505056|XP_035896226.1|ASTE
OG0006875	LOC6732706|XP_002079820.1|DSIM	LOC118504532|XP_035894970.1|ASTE
OG0006876	LOC6736015|XP_016029401.1|DSIM	LOC118505031|XP_035896140.1|ASTE
OG0006877	LOC27207647|XP_016022949.1|DSIM	LOC118505090|XP_035896281.1|ASTE
OG0006878	LOC6731145|XP_016023699.1|DSIM	LOC118512253|XP_035912299.1|ASTE
OG0006879	LOC6734818|XP_016028049.1|DSIM	LOC118512265|XP_035912338.1|ASTE
OG0006880	LOC6732497|XP_002079617.1|DSIM	LOC118517344|XP_035919227.1|ASTE, LOC118511190|XP_035909853.1|ASTE
OG0006882	LOC27206621|XP_016026943.1|DSIM	LOC118508976|XP_035904849.1|ASTE
OG0006883	LOC6733120|XP_002080197.1|DSIM	LOC118511745|XP_035911096.1|ASTE
OG0006884	LOC6739188|XP_002076091.1|DSIM	LOC118511741|XP_035911083.1|ASTE
OG0006885	LOC6731852|XP_016024533.1|DSIM	LOC118511734|XP_035911073.1|ASTE
OG0006886	LOC6729211|XP_016035865.1|DSIM	LOC118511916|XP_035911446.1|ASTE
OG0006887	LOC27206583|XP_016037742.1|DSIM	LOC118513847|XP_035916022.1|ASTE
OG0006888	LOC6731815|XP_016024504.1|DSIM	LOC118513855|XP_035916042.1|ASTE
OG0006889	LOC6733121|XP_002080198.1|DSIM	LOC118513848|XP_035916026.1|ASTE
OG0006890	LOC6731011|XP_016023496.1|DSIM	LOC118512210|XP_035912216.1|ASTE
OG0006891	LOC6732037|XP_002079169.1|DSIM	LOC118511226|XP_035909954.1|ASTE
OG0006892	LOC6739191|XP_016022970.1|DSIM	LOC118512212|XP_035912220.1|ASTE
OG0006893	LOC6730421|XP_002077602.1|DSIM	LOC118511228|XP_035909956.1|ASTE
OG0006894	LOC6730422|XP_016022890.1|DSIM	LOC118511225|XP_035909943.1|ASTE
OG0006895	LOC6725252|XP_039153456.1|DSIM	LOC118513309|XP_035914785.1|ASTE
OG0006896	LOC6732460|XP_016025101.1|DSIM	LOC118512029|XP_035911713.1|ASTE
OG0006897	LOC6731636|XP_016024316.1|DSIM	LOC118510565|XP_035908446.1|ASTE
OG0006898	LOC6732704|XP_002079818.1|DSIM	LOC118508930|XP_035904731.1|ASTE
OG0006899	LOC6730662|XP_002077832.1|DSIM	LOC118511094|XP_035909690.1|ASTE
OG0006900	LOC6725693|XP_002106696.1|DSIM	LOC118511128|XP_035909754.1|ASTE
OG0006901	LOC6730441|XP_002077622.1|DSIM	LOC118511115|XP_035909733.1|ASTE
OG0006902	LOC6724993|XP_002106028.2|DSIM	LOC118511631|XP_035910836.1|ASTE
OG0006903	LOC6730064|XP_016036837.1|DSIM	LOC118510628|XP_035908558.1|ASTE
OG0006904	LOC6732251|XP_002079380.1|DSIM	LOC118511808|XP_035911242.1|ASTE
OG0006905	LOC6732613|XP_002079732.3|DSIM	LOC118511051|XP_035909543.1|ASTE
OG0006906	LOC6732730|XP_002079844.1|DSIM	LOC118511041|XP_035909528.1|ASTE
OG0006907	LOC6733038|XP_039152237.1|DSIM	LOC118514514|XP_035917355.1|ASTE
OG0006908	LOC6732388|XP_002079509.1|DSIM	LOC118513533|XP_035915298.1|ASTE
OG0006909	LOC6731787|XP_002078922.1|DSIM	LOC118513530|XP_035915295.1|ASTE
OG0006910	LOC6731513|XP_016024187.1|DSIM	LOC118509051|XP_035905030.1|ASTE
OG0006911	LOC6728580|XP_016040108.1|DSIM	LOC118513981|XP_035916302.1|ASTE
OG0006912	LOC6732830|XP_016025555.1|DSIM	LOC118513914|XP_035916149.1|ASTE
OG0006913	LOC6731342|XP_002078498.1|DSIM	LOC118513946|XP_035916228.1|ASTE
OG0006914	LOC6737964|XP_002084780.1|DSIM	LOC118513964|XP_035916277.1|ASTE
OG0006915	LOC6730846|XP_016023264.1|DSIM	LOC118513931|XP_035916194.1|ASTE
OG0006916	LOC6732221|XP_016024898.1|DSIM	LOC118513918|XP_035916171.1|ASTE
OG0006917	LOC6732453|XP_016025093.1|DSIM	LOC118513656|XP_035915635.1|ASTE
OG0006918	LOC6732450|XP_002079571.1|DSIM	LOC118510584|XP_035908473.1|ASTE
OG0006919	LOC6740538|XP_016024327.1|DSIM	LOC118508029|XP_035903321.1|ASTE
OG0006920	LOC6731955|XP_016024615.1|DSIM	LOC118513559|XP_035915374.1|ASTE
OG0006921	LOC6730894|XP_016023316.1|DSIM	LOC118513550|XP_035915331.1|ASTE
OG0006922	LOC6732202|XP_002079331.1|DSIM	LOC118511040|XP_035909527.1|ASTE
OG0006923	LOC6730920|XP_002078084.1|DSIM	LOC118510079|XP_035907381.1|ASTE
OG0006924	LOC6739586|XP_002076482.1|DSIM	LOC118511045|XP_035909535.1|ASTE
OG0006925	LOC6730052|XP_016036822.1|DSIM	LOC118511043|XP_035909533.1|ASTE
OG0006926	LOC6730715|XP_039147210.1|DSIM	LOC118513866|XP_035916061.1|ASTE
OG0006927	LOC6730712|XP_002077882.2|DSIM	LOC118513865|XP_035916060.1|ASTE
OG0006928	LOC27208846|XP_016023145.1|DSIM	LOC118513863|XP_035916057.1|ASTE
OG0006929	LOC6730400|XP_039147122.1|DSIM	LOC118511069|XP_035909573.1|ASTE
OG0006930	LOC6730996|XP_002078157.2|DSIM	LOC118511066|XP_035909566.1|ASTE
OG0006931	LOC6732059|XP_002079191.1|DSIM	LOC118514277|XP_035916911.1|ASTE
OG0006932	LOC6731797|XP_002078932.2|DSIM	LOC118510143|XP_035907523.1|ASTE
OG0006933	LOC6731792|XP_002078927.1|DSIM	LOC118509330|XP_035905683.1|ASTE
OG0006934	LOC6728582|XP_016035212.2|DSIM	LOC118511598|XP_035910771.1|ASTE
OG0006935	LOC6732454|XP_016025095.1|DSIM	LOC118511714|XP_035911029.1|ASTE
OG0006936	LOC6731235|XP_039147290.1|DSIM	LOC118511718|XP_035911035.1|ASTE
OG0006937	LOC6731767|XP_016024452.1|DSIM	LOC118511723|XP_035911053.1|ASTE
OG0006938	LOC6731696|XP_002078832.1|DSIM	LOC118511722|XP_035911051.1|ASTE
OG0006939	LOC6725175|XP_016038192.1|DSIM	LOC118514007|XP_035916351.1|ASTE
OG0006940	LOC6731353|XP_016023940.1|DSIM	LOC118513883|XP_035916085.1|ASTE
OG0006941	LOC6731931|XP_039151398.1|DSIM	LOC118511087|XP_035909663.1|ASTE
OG0006942	LOC6733873|XP_016026901.1|DSIM	LOC118511089|XP_035909676.1|ASTE
OG0006943	LOC6732563|XP_016025244.1|DSIM	LOC118513934|XP_035916200.1|ASTE
OG0006944	LOC6730594|XP_016023042.1|DSIM	LOC118514018|XP_035916382.1|ASTE
