Orthogroup	DSIM.longest_only	HILL.longest_only
OG0006271	LOC6728642|XP_002103983.2|DSIM	LOC119659954|XP_037924231.1|HILL
OG0006272	LOC6725885|XP_016039255.1|DSIM	LOC119657012|XP_037919685.1|HILL
OG0006273	LOC6733274|XP_002080337.1|DSIM	LOC119657018|XP_037919694.1|HILL
OG0006274	LOC6725855|XP_016039181.1|DSIM	LOC119657996|XP_037921142.1|HILL
OG0006275	LOC27209234|XP_016037920.1|DSIM	LOC119657628|XP_037920560.1|HILL
OG0006276	LOC6734421|XP_002081441.2|DSIM	LOC119652746|XP_037912973.1|HILL
OG0006277	LOC6727182|XP_002102574.1|DSIM	LOC119652291|XP_037912216.1|HILL
OG0006278	LOC6740179|XP_016039787.1|DSIM	LOC119657642|XP_037920575.1|HILL
OG0006279	LOC6725732|XP_016039008.1|DSIM	LOC119656787|XP_037919307.1|HILL
OG0006280	LOC6726631|XP_016040356.1|DSIM	LOC119656524|XP_037918800.1|HILL
OG0006281	LOC6726630|XP_002107579.1|DSIM	LOC119656523|XP_037918799.1|HILL
OG0006282	LOC6726486|XP_039153738.1|DSIM	LOC119657658|XP_037920610.1|HILL
OG0006283	LOC6729278|XP_002104598.1|DSIM	LOC119651271|XP_037910702.1|HILL
OG0006284	LOC6738263|XP_002085074.1|DSIM	LOC119657403|XP_037920223.1|HILL
OG0006285	LOC6726695|XP_002102106.1|DSIM	LOC119648191|XP_037905709.1|HILL
OG0006287	LOC6725729|XP_039153832.1|DSIM	LOC119651909|XP_037911664.1|HILL
OG0006288	LOC6730276|XP_039151932.1|DSIM	LOC119651908|XP_037911663.1|HILL
OG0006289	LOC6727545|XP_002102925.1|DSIM	LOC119651301|XP_037910754.1|HILL
OG0006290	LOC6725483|XP_016038603.1|DSIM	LOC119658230|XP_037921432.1|HILL
OG0006291	LOC6732157|XP_002079289.1|DSIM	LOC119657633|XP_037920566.1|HILL
OG0006292	LOC6725780|XP_039152323.1|DSIM	LOC119646389|XP_037902761.1|HILL
OG0006293	LOC6736359|XP_002083235.1|DSIM	LOC119647509|XP_037904399.1|HILL
OG0006294	LOC6725932|XP_016039285.1|DSIM	LOC119653894|XP_037914956.1|HILL
OG0006295	LOC27208986|XP_039153668.1|DSIM	LOC119657423|XP_037920253.1|HILL
OG0006296	LOC6740229|XP_016039995.1|DSIM	LOC119656947|XP_037919588.1|HILL
OG0006297	LOC6726270|XP_016039821.1|DSIM	LOC119656695|XP_037919122.1|HILL
OG0006298	LOC6725933|XP_039153977.1|DSIM	LOC119656643|XP_037919019.1|HILL
OG0006299	LOC6725036|XP_039153884.1|DSIM	LOC119658227|XP_037921422.1|HILL
OG0006300	LOC6724970|XP_016037914.1|DSIM	LOC119657598|XP_037920511.1|HILL
OG0006301	LOC27209022|XP_039153538.1|DSIM	LOC119656657|XP_037919059.1|HILL
OG0006302	LOC27207933|XP_039152416.1|DSIM	LOC119656784|XP_037919298.1|HILL
OG0006303	LOC6734094|XP_016027098.1|DSIM	LOC119647288|XP_037904119.1|HILL
OG0006304	LOC6729957|XP_016036721.2|DSIM	LOC119656820|XP_037919381.1|HILL
OG0006305	LOC6729961|XP_016036726.1|DSIM	LOC119657431|XP_037920262.1|HILL
OG0006306	LOC27206430|XP_039150580.1|DSIM	LOC119657287|XP_037920061.1|HILL
OG0006307	LOC6730382|XP_039151054.1|DSIM	LOC119651711|XP_037911352.1|HILL
OG0006308	LOC6726199|XP_002107174.1|DSIM	LOC119657945|XP_037921065.1|HILL
OG0006309	LOC6740172|XP_016039695.1|DSIM	LOC119657599|XP_037920513.1|HILL
OG0006310	LOC6726886|XP_002102288.1|DSIM	LOC119658250|XP_037921453.1|HILL
OG0006311	LOC27209151|XP_016038490.1|DSIM	LOC119657319|XP_037920107.1|HILL
OG0006312	LOC6725413|XP_016038489.1|DSIM	LOC119657573|XP_037920467.1|HILL
OG0006313	LOC6725397|XP_002106413.1|DSIM	LOC119657522|XP_037920392.1|HILL
OG0006314	LOC6726072|XP_039153293.1|DSIM	LOC119657619|XP_037920550.1|HILL
OG0006315	LOC6730309|XP_016037073.1|DSIM	LOC119658594|XP_037921982.1|HILL
OG0006316	LOC6726622|XP_016040315.1|DSIM	LOC119658115|XP_037921310.1|HILL
OG0006317	LOC6725378|XP_016038436.1|DSIM	LOC119657569|XP_037920457.1|HILL
OG0006318	LOC27208335|XP_039152341.1|DSIM	LOC119656713|XP_037919160.1|HILL
OG0006319	LOC6733773|XP_016026727.1|DSIM	LOC119656573|XP_037918888.1|HILL
OG0006320	LOC6725567|XP_016038711.1|DSIM	LOC119657375|XP_037920188.1|HILL
OG0006321	LOC6725505|XP_002106519.2|DSIM	LOC119658231|XP_037921436.1|HILL
OG0006322	LOC6725524|XP_016038659.2|DSIM	LOC119657426|XP_037920256.1|HILL
OG0006323	LOC6739839|XP_002076733.1|DSIM	LOC119658021|XP_037921178.1|HILL
OG0006324	LOC6724922|XP_039152514.1|DSIM	LOC119657267|XP_037920027.1|HILL
OG0006325	LOC6727273|XP_002102662.2|DSIM	LOC119660418|XP_037924893.1|HILL
OG0006326	LOC6738146|XP_002084959.1|DSIM	LOC119657446|XP_037920285.1|HILL
OG0006327	LOC6729825|XP_002105128.1|DSIM	LOC119646562|XP_037902969.1|HILL
OG0006328	LOC6729168|XP_016035813.1|DSIM	LOC119653087|XP_037913509.1|HILL
OG0006329	LOC6725844|XP_039152571.1|DSIM	LOC119658055|XP_037921228.1|HILL
OG0006330	LOC6729505|XP_016036178.1|DSIM	LOC119659277|XP_037923213.1|HILL
OG0006331	LOC6726243|XP_039153736.1|DSIM	LOC119657901|XP_037920985.1|HILL
OG0006332	LOC6725821|XP_039152300.1|DSIM	LOC119658073|XP_037921260.1|HILL
OG0006333	LOC6725875|XP_039153973.1|DSIM	LOC119656742|XP_037919224.1|HILL
OG0006334	LOC6740005|XP_016038381.1|DSIM	LOC119658025|XP_037921185.1|HILL
OG0006335	LOC6729196|XP_002104517.1|DSIM	LOC119657232|XP_037919976.1|HILL
OG0006336	LOC6725621|XP_002106628.1|DSIM	LOC119657754|XP_037920736.1|HILL
OG0006337	LOC6740076|XP_002076958.1|DSIM	LOC119656748|XP_037919235.1|HILL
OG0006338	LOC6726686|XP_002102097.2|DSIM	LOC119651427|XP_037910952.1|HILL
OG0006339	LOC6739837|XP_016039489.1|DSIM	LOC119658408|XP_037921727.1|HILL
OG0006340	LOC6726506|XP_016040151.1|DSIM	LOC119657002|XP_037919668.1|HILL
OG0006341	LOC6740047|XP_016038707.1|DSIM	LOC119656752|XP_037919243.1|HILL
OG0006342	LOC6725566|XP_016038704.1|DSIM	LOC119657246|XP_037919989.1|HILL
OG0006343	LOC27206391|XP_039152889.1|DSIM	LOC119658371|XP_037921660.1|HILL
OG0006344	LOC6726189|XP_039153194.1|DSIM	LOC119658428|XP_037921755.1|HILL
OG0006345	LOC6729129|XP_039151021.1|DSIM	LOC119652963|XP_037913287.1|HILL
OG0006346	LOC6730030|XP_002105323.1|DSIM	LOC119652410|XP_037912450.1|HILL
OG0006347	LOC6729377|XP_016036019.1|DSIM	LOC119650662|XP_037909530.1|HILL
OG0006348	LOC27207232|XP_039152454.1|DSIM	LOC119658012|XP_037921166.1|HILL
OG0006349	LOC6724897|XP_016037733.1|DSIM	LOC119657965|XP_037921097.1|HILL
OG0006350	LOC6730085|XP_002105378.1|DSIM	LOC119652628|XP_037912803.1|HILL
OG0006351	LOC6726474|XP_016040096.1|DSIM	LOC119656588|XP_037918924.1|HILL
OG0006352	LOC6734549|XP_002081558.1|DSIM	LOC119657388|XP_037920201.1|HILL
OG0006353	LOC6730182|XP_016036940.1|DSIM	LOC119657917|XP_037921031.1|HILL
OG0006354	LOC6729153|XP_016035801.1|DSIM	LOC119658842|XP_037922516.1|HILL
OG0006355	LOC6725550|XP_016038688.2|DSIM	LOC119656764|XP_037919270.1|HILL
OG0006356	LOC6724913|XP_002105951.2|DSIM	LOC119657845|XP_037920895.1|HILL
OG0006357	LOC6726275|XP_016039805.1|DSIM	LOC119656937|XP_037919564.1|HILL
OG0006358	LOC6739598|XP_002076498.3|DSIM	LOC119657982|XP_037921123.1|HILL
OG0006359	LOC6727981|XP_002103333.1|DSIM	LOC119658265|XP_037921485.1|HILL
OG0006360	LOC6725266|XP_016038274.1|DSIM	LOC119657256|XP_037920012.1|HILL
OG0006361	LOC6726987|XP_002102388.1|DSIM	LOC119656011|XP_037918187.1|HILL
OG0006362	LOC27208862|XP_016037882.1|DSIM	LOC119656952|XP_037919595.1|HILL
OG0006363	LOC6726410|XP_039152308.1|DSIM	LOC119657147|XP_037919852.1|HILL
OG0006364	LOC6732060|XP_002079192.1|DSIM	LOC119657227|XP_037919968.1|HILL
OG0006365	LOC6726541|XP_002107496.1|DSIM	LOC119658344|XP_037921618.1|HILL
OG0006366	LOC6726535|XP_039152871.1|DSIM	LOC119658346|XP_037921627.1|HILL
OG0006367	LOC6725537|XP_016038676.2|DSIM	LOC119658283|XP_037921501.1|HILL
OG0006368	LOC6730243|XP_016036998.1|DSIM	LOC119657275|XP_037920042.1|HILL
OG0006369	LOC6730247|XP_016037002.1|DSIM	LOC119657652|XP_037920593.1|HILL
OG0006370	LOC6726383|XP_039152809.1|DSIM	LOC119657914|XP_037921028.1|HILL
OG0006371	LOC6739791|XP_002076684.1|DSIM	LOC119658014|XP_037921171.1|HILL
OG0006372	LOC27206673|XP_039151754.1|DSIM	LOC119657756|XP_037920739.1|HILL
OG0006373	LOC6725468|XP_016038580.1|DSIM	LOC119657811|XP_037920841.1|HILL
OG0006374	LOC6725411|XP_016038488.1|DSIM	LOC119657542|XP_037920412.1|HILL
OG0006375	LOC6726024|XP_016039401.1|DSIM	LOC119657712|XP_037920679.1|HILL
OG0006376	LOC6725536|XP_016038674.1|DSIM	LOC119656835|XP_037919413.1|HILL
OG0006377	LOC6740203|XP_002077083.1|DSIM	LOC119656519|XP_037918791.1|HILL
OG0006378	LOC6730091|XP_016036855.1|DSIM	LOC119651412|XP_037910933.1|HILL
OG0006379	LOC6725979|XP_016039353.1|DSIM	LOC119658386|XP_037921681.1|HILL
OG0006380	LOC6725103|XP_002106129.1|DSIM	LOC119656870|XP_037919456.1|HILL
OG0006381	LOC6725929|XP_039153925.1|DSIM	LOC119656826|XP_037919399.1|HILL
OG0006382	LOC6740104|XP_002076986.1|DSIM	LOC119657587|XP_037920495.1|HILL
OG0006383	LOC6725841|XP_039152578.1|DSIM	LOC119656756|XP_037919250.1|HILL
OG0006384	LOC6725840|XP_016039162.1|DSIM	LOC119658520|XP_037921924.1|HILL
OG0006385	LOC6729155|XP_002104476.2|DSIM	LOC119651541|XP_037911100.1|HILL
OG0006386	LOC6731248|XP_002078407.1|DSIM	LOC119651430|XP_037910955.1|HILL
OG0006387	LOC6730218|XP_002105501.1|DSIM	LOC119656953|XP_037919599.1|HILL
OG0006388	LOC6725319|XP_039153642.1|DSIM	LOC119656483|XP_037918735.1|HILL
OG0006389	LOC6725320|XP_002106337.1|DSIM	LOC119656484|XP_037918736.1|HILL
OG0006390	LOC6727591|XP_016034187.1|DSIM	LOC119657832|XP_037920877.1|HILL
OG0006391	LOC6728253|XP_002103602.1|DSIM	LOC119652428|XP_037912480.1|HILL
OG0006392	LOC6725189|XP_002106213.2|DSIM	LOC119659212|XP_037923112.1|HILL
OG0006393	LOC6732507|XP_002079627.1|DSIM	LOC119657229|XP_037919969.1|HILL
OG0006394	LOC6727692|XP_002103054.1|DSIM	LOC119652357|XP_037912368.1|HILL
OG0006395	LOC6728816|XP_002104150.1|DSIM	LOC119657625|XP_037920556.1|HILL
OG0006396	LOC6726469|XP_002107426.1|DSIM	LOC119655705|XP_037917650.1|HILL
OG0006397	LOC6725051|XP_002106079.1|DSIM	LOC119657447|XP_037920286.1|HILL
OG0006398	LOC6725273|XP_016038284.1|DSIM	LOC119657281|XP_037920053.1|HILL
OG0006399	LOC6740139|XP_016039402.1|DSIM	LOC119656674|XP_037919086.1|HILL
OG0006400	LOC6740140|XP_016039404.2|DSIM	LOC119656672|XP_037919083.1|HILL
OG0006401	LOC6738607|XP_016032451.1|DSIM	LOC119649334|XP_037907366.1|HILL
OG0006402	LOC6727238|XP_002102630.1|DSIM	LOC119656578|XP_037918896.1|HILL
OG0006403	LOC6727244|XP_002102636.1|DSIM	LOC119650975|XP_037910166.1|HILL
OG0006404	LOC6728472|XP_016035117.1|DSIM	LOC119650854|XP_037909932.1|HILL
OG0006405	LOC6737938|XP_016031694.1|DSIM	LOC119648583|XP_037906282.1|HILL
OG0006406	LOC6729991|XP_002105285.1|DSIM	LOC119659855|XP_037924088.1|HILL
OG0006407	LOC6725477|XP_002106493.2|DSIM	LOC119657038|XP_037919720.1|HILL
OG0006408	LOC6726504|XP_016040149.1|DSIM	LOC119657109|XP_037919796.1|HILL
OG0006409	LOC6740087|XP_016039001.1|DSIM	LOC119652401|XP_037912436.1|HILL
OG0006410	LOC6740170|XP_002077049.2|DSIM	LOC119654552|XP_037915930.1|HILL
OG0006411	LOC6725748|XP_002106748.1|DSIM	LOC119657534|XP_037920405.1|HILL
OG0006412	LOC6729766|XP_002105072.1|DSIM	LOC119658457|XP_037921791.1|HILL, LOC119651742|XP_037911400.1|HILL
OG0006413	LOC6729768|XP_016036455.1|DSIM	LOC119652009|XP_037911868.1|HILL
OG0006414	LOC6728897|XP_016035593.1|DSIM	LOC119651144|XP_037910476.1|HILL, LOC119654915|XP_037916480.1|HILL
OG0006415	LOC6725580|XP_039153423.1|DSIM	LOC119658695|XP_037922211.1|HILL
OG0006416	LOC6725356|XP_002106373.1|DSIM	LOC119658446|XP_037921778.1|HILL
OG0006417	LOC6730796|XP_002077964.1|DSIM	LOC119656745|XP_037919232.1|HILL
OG0006418	LOC27206344|XP_039153189.1|DSIM	LOC119657371|XP_037920182.1|HILL
OG0006419	LOC6730340|XP_016037109.1|DSIM	LOC119651858|XP_037911590.1|HILL
OG0006420	LOC6729284|XP_002104604.1|DSIM	LOC119653187|XP_037913668.1|HILL
OG0006421	LOC6731104|XP_002078261.1|DSIM	LOC119660392|XP_037924854.1|HILL
OG0006422	LOC6731109|XP_016023651.1|DSIM	LOC119652522|XP_037912647.1|HILL
OG0006423	LOC6729095|XP_002104416.1|DSIM	LOC119657644|XP_037920578.1|HILL
OG0006424	LOC6729096|XP_002104417.1|DSIM	LOC119657179|XP_037919896.1|HILL
OG0006425	LOC6729091|XP_016035743.1|DSIM	LOC119657850|XP_037920901.1|HILL
OG0006426	LOC6729090|XP_016035742.1|DSIM	LOC119657851|XP_037920902.1|HILL
OG0006427	LOC6729872|XP_002105175.2|DSIM	LOC119658000|XP_037921148.1|HILL
OG0006428	LOC6727261|XP_016033788.1|DSIM	LOC119650999|XP_037910211.1|HILL
OG0006429	LOC6729325|XP_002104642.2|DSIM	LOC119658364|XP_037921653.1|HILL
OG0006430	LOC6738879|XP_002085674.1|DSIM	LOC119651177|XP_037910532.1|HILL
OG0006431	LOC6730116|XP_016036876.1|DSIM	LOC119651765|XP_037911433.1|HILL
OG0006432	LOC6727495|XP_016034081.1|DSIM	LOC119653072|XP_037913482.1|HILL
OG0006433	LOC6729297|XP_016035937.1|DSIM	LOC119651062|XP_037910322.1|HILL
OG0006434	LOC6731771|XP_016024465.1|DSIM	LOC119661257|XP_037926436.1|HILL
OG0006435	LOC6729837|XP_039150485.1|DSIM	LOC119650902|XP_037910011.1|HILL
OG0006436	LOC6726184|XP_002107160.2|DSIM	LOC119656487|XP_037918740.1|HILL
OG0006437	LOC6725876|XP_016039209.1|DSIM	LOC119656489|XP_037918742.1|HILL
OG0006438	LOC6730458|XP_002077639.1|DSIM	LOC119659349|XP_037923326.1|HILL
OG0006439	LOC6727797|XP_002103158.1|DSIM	LOC119652371|XP_037912396.1|HILL
OG0006440	LOC6727798|XP_002103159.1|DSIM	LOC119651935|XP_037911703.1|HILL
OG0006442	LOC6729463|XP_002104773.1|DSIM	LOC119660894|XP_037925754.1|HILL
OG0006443	LOC6726989|XP_002102390.1|DSIM	LOC119651314|XP_037910771.1|HILL
OG0006444	LOC6730173|XP_002105464.1|DSIM	LOC119650865|XP_037909954.1|HILL
OG0006445	LOC6724810|XP_016037591.1|DSIM	LOC119653064|XP_037913470.1|HILL
OG0006446	LOC6729553|XP_016036222.1|DSIM	LOC119652953|XP_037913274.1|HILL
OG0006447	LOC6729549|XP_039150347.1|DSIM	LOC119652434|XP_037912503.1|HILL
OG0006448	LOC6729363|XP_016035997.1|DSIM	LOC119651373|XP_037910876.1|HILL
OG0006450	LOC6732614|XP_039154547.1|DSIM	LOC119660754|XP_037925444.1|HILL
OG0006451	LOC6725512|XP_039152761.1|DSIM	LOC119657451|XP_037920291.1|HILL
OG0006452	LOC6729522|XP_002104830.2|DSIM	LOC119651074|XP_037910343.1|HILL
OG0006453	LOC6738472|XP_002085279.1|DSIM	LOC119652794|XP_037913045.1|HILL
OG0006454	LOC6724828|XP_016037612.1|DSIM	LOC119660990|XP_037926006.1|HILL
OG0006455	LOC6726663|XP_039151602.1|DSIM	LOC119652509|XP_037912627.1|HILL
OG0006456	LOC6726666|XP_002102077.1|DSIM	LOC119652382|XP_037912408.1|HILL
OG0006457	LOC6728223|XP_002103572.1|DSIM	LOC119657853|XP_037920904.1|HILL
OG0006458	LOC6731757|XP_002078892.1|DSIM	LOC119659604|XP_037923702.1|HILL
OG0006459	LOC6729115|XP_016035761.1|DSIM	LOC119651822|XP_037911541.1|HILL
OG0006460	LOC6729337|XP_016035978.1|DSIM	LOC119650568|XP_037909313.1|HILL
OG0006461	LOC6727221|XP_002102613.2|DSIM	LOC119651452|XP_037910986.1|HILL
OG0006462	LOC6729263|XP_016035911.1|DSIM	LOC119651828|XP_037911549.1|HILL
OG0006463	LOC6727957|XP_039151249.1|DSIM	LOC119651817|XP_037911535.1|HILL
OG0006464	LOC6738859|XP_016032681.1|DSIM	LOC119652779|XP_037913018.1|HILL
OG0006465	LOC6724908|XP_016037749.1|DSIM	LOC119654608|XP_037916006.1|HILL
OG0006466	LOC6739953|XP_002076847.1|DSIM	LOC119661145|XP_037926282.1|HILL
OG0006467	LOC6727538|XP_016034117.1|DSIM	LOC119658422|XP_037921745.1|HILL
OG0006468	LOC6729357|XP_002104673.2|DSIM	LOC119651507|XP_037911059.1|HILL
OG0006469	LOC6726479|XP_002107436.1|DSIM	LOC119648566|XP_037906265.1|HILL
OG0006470	LOC6738243|XP_016032112.2|DSIM	LOC119648863|XP_037906675.1|HILL
OG0006471	LOC6729345|XP_002104661.1|DSIM	LOC119651429|XP_037910954.1|HILL
OG0006472	LOC6729343|XP_002104659.1|DSIM	LOC119650981|XP_037910171.1|HILL
OG0006473	LOC6737489|XP_016031286.1|DSIM	LOC119651655|XP_037911266.1|HILL
OG0006474	LOC6734807|XP_002081810.1|DSIM	LOC119651839|XP_037911564.1|HILL
OG0006475	LOC6726956|XP_002102358.1|DSIM	LOC119652621|XP_037912793.1|HILL
OG0006476	LOC6725316|XP_016038378.1|DSIM	LOC119658009|XP_037921161.1|HILL
OG0006477	LOC6725031|XP_016037986.1|DSIM	LOC119657804|XP_037920827.1|HILL
OG0006478	LOC6729317|XP_016035947.1|DSIM	LOC119651264|XP_037910692.1|HILL
OG0006479	LOC6729319|XP_039151516.1|DSIM	LOC119653217|XP_037913717.1|HILL
OG0006480	LOC6733434|XP_002080491.2|DSIM	LOC119652619|XP_037912791.1|HILL
OG0006481	LOC6732036|XP_002079168.1|DSIM	LOC119657111|XP_037919798.1|HILL
OG0006482	LOC6730009|XP_002105303.3|DSIM	LOC119652919|XP_037913234.1|HILL
OG0006483	LOC6729493|XP_016036164.1|DSIM	LOC119659278|XP_037923215.1|HILL
OG0006484	LOC6729494|XP_016036168.1|DSIM	LOC119659572|XP_037923654.1|HILL
OG0006485	LOC6728951|XP_016035630.1|DSIM	LOC119650887|XP_037909991.1|HILL
OG0006486	LOC6728619|XP_016035261.1|DSIM	LOC119659813|XP_037924022.1|HILL
OG0006487	LOC6728673|XP_016035338.1|DSIM	LOC119657932|XP_037921048.1|HILL
OG0006488	LOC6736260|XP_002083144.1|DSIM	LOC119658238|XP_037921443.1|HILL
OG0006489	LOC6729965|XP_016036731.1|DSIM	LOC119660606|XP_037925222.1|HILL
OG0006490	LOC6727242|XP_016033743.1|DSIM	LOC119651103|XP_037910388.1|HILL
OG0006491	LOC6732698|XP_002079812.2|DSIM	LOC119651712|XP_037911354.1|HILL
OG0006492	LOC6726887|XP_002102289.3|DSIM	LOC119653214|XP_037913712.1|HILL
OG0006493	LOC6726265|XP_016039775.1|DSIM	LOC119656486|XP_037918738.1|HILL
OG0006494	LOC27207601|XP_016039383.1|DSIM	LOC119656698|XP_037919131.1|HILL
OG0006495	LOC6726068|XP_016039455.1|DSIM	LOC119657028|XP_037919706.1|HILL
OG0006496	LOC6729346|XP_016035984.1|DSIM	LOC119651027|XP_037910267.1|HILL
OG0006498	LOC6728290|XP_016034925.1|DSIM	LOC119653040|XP_037913424.1|HILL
OG0006499	LOC6730330|XP_016037096.1|DSIM	LOC119657758|XP_037920742.1|HILL
OG0006500	LOC27209240|XP_016024453.1|DSIM	LOC119661012|XP_037926087.1|HILL
OG0006501	LOC6730181|XP_002105472.1|DSIM	LOC119656671|XP_037919082.1|HILL
OG0006502	LOC6730186|XP_016036943.1|DSIM	LOC119653085|XP_037913506.1|HILL
OG0006503	LOC6730188|XP_016036945.1|DSIM	LOC119651191|XP_037910557.1|HILL
OG0006504	LOC6730189|XP_016036946.1|DSIM	LOC119651519|XP_037911078.1|HILL
OG0006505	LOC6730102|XP_002105395.1|DSIM	LOC119657263|XP_037920022.1|HILL
OG0006506	LOC6737328|XP_002084166.1|DSIM	LOC119658062|XP_037921243.1|HILL
OG0006507	LOC6727651|XP_016034243.1|DSIM	LOC119660184|XP_037924523.1|HILL
OG0006508	LOC6727649|XP_039150460.1|DSIM	LOC119660356|XP_037924783.1|HILL
OG0006509	LOC6726507|XP_039152458.1|DSIM	LOC119658452|XP_037921787.1|HILL
OG0006510	LOC6728647|XP_039151111.1|DSIM	LOC119653249|XP_037913783.1|HILL
OG0006512	LOC6727309|XP_016033844.1|DSIM	LOC119653193|XP_037913681.1|HILL
OG0006513	LOC6728277|XP_039150917.1|DSIM	LOC119653075|XP_037913487.1|HILL
OG0006514	LOC6729514|XP_016036187.1|DSIM	LOC119652574|XP_037912716.1|HILL
OG0006515	LOC6727505|XP_002102885.1|DSIM	LOC119652573|XP_037912715.1|HILL
OG0006516	LOC6729450|XP_016036126.1|DSIM	LOC119651653|XP_037911264.1|HILL
OG0006517	LOC6729446|XP_002104757.2|DSIM	LOC119651985|XP_037911828.1|HILL
OG0006518	LOC6729447|XP_039151156.1|DSIM	LOC119652349|XP_037912317.1|HILL
OG0006519	LOC6729445|XP_002104756.2|DSIM	LOC119652695|XP_037912900.1|HILL
OG0006520	LOC6730158|XP_002105449.1|DSIM	LOC119651182|XP_037910540.1|HILL
OG0006521	LOC6728119|XP_002103470.2|DSIM	LOC119652980|XP_037913317.1|HILL
OG0006522	LOC6730154|XP_016036918.1|DSIM	LOC119650619|XP_037909436.1|HILL
OG0006523	LOC6727976|XP_002103328.1|DSIM	LOC119653189|XP_037913674.1|HILL
OG0006524	LOC6731245|XP_002078404.1|DSIM	LOC119658312|XP_037921562.1|HILL
OG0006525	LOC27207925|XP_039153824.1|DSIM	LOC119657066|XP_037919747.1|HILL
OG0006526	LOC6726948|XP_002102350.1|DSIM	LOC119651732|XP_037911388.1|HILL
OG0006527	LOC6726947|XP_002102349.1|DSIM	LOC119651540|XP_037911099.1|HILL
OG0006529	LOC6726944|XP_002102346.1|DSIM	LOC119652404|XP_037912438.1|HILL
OG0006530	LOC6726941|XP_002102343.1|DSIM	LOC119652934|XP_037913252.1|HILL
OG0006531	LOC6726937|XP_016033433.1|DSIM	LOC119652436|XP_037912506.1|HILL
OG0006532	LOC6726931|XP_016033427.1|DSIM	LOC119653118|XP_037913570.1|HILL
OG0006533	LOC6735624|XP_002082544.2|DSIM	LOC119652743|XP_037912970.1|HILL
OG0006534	LOC6727971|XP_002103323.1|DSIM	LOC119651146|XP_037910478.1|HILL
OG0006535	LOC6729331|XP_002104648.1|DSIM	LOC119650683|XP_037909571.1|HILL
OG0006536	LOC6726898|XP_016033408.1|DSIM	LOC119651773|XP_037911455.1|HILL
OG0006537	LOC6729783|XP_002105088.1|DSIM	LOC119651281|XP_037910718.1|HILL
OG0006538	LOC6729845|XP_016036582.1|DSIM	LOC119652334|XP_037912274.1|HILL
OG0006539	LOC6729928|XP_002105230.1|DSIM	LOC119651829|XP_037911550.1|HILL
OG0006540	LOC6729017|XP_016035679.1|DSIM	LOC119652783|XP_037913026.1|HILL
OG0006541	LOC6730024|XP_002105318.1|DSIM	LOC119651498|XP_037911043.1|HILL
OG0006542	LOC6730025|XP_002105319.1|DSIM	LOC119651499|XP_037911044.1|HILL
OG0006543	LOC6729803|XP_016036488.1|DSIM	LOC119650745|XP_037909746.1|HILL
OG0006544	LOC6727247|XP_016033750.1|DSIM	LOC119659523|XP_037923587.1|HILL
OG0006545	LOC6724788|XP_016037563.1|DSIM	LOC119651305|XP_037910760.1|HILL
OG0006546	LOC6729189|XP_016035837.1|DSIM	LOC119652898|XP_037913199.1|HILL
OG0006547	LOC6729438|XP_039151985.1|DSIM	LOC119652369|XP_037912390.1|HILL
OG0006548	LOC27206639|XP_016034857.1|DSIM	LOC119657121|XP_037919813.1|HILL
OG0006549	LOC6727826|XP_002103187.1|DSIM	LOC119660221|XP_037924587.1|HILL
OG0006550	LOC6739793|XP_016037122.1|DSIM	LOC119654118|XP_037915209.1|HILL, LOC119659972|XP_037924262.1|HILL
OG0006551	LOC6740204|XP_039152614.1|DSIM	LOC119656782|XP_037919295.1|HILL
OG0006552	LOC6740210|XP_016022760.1|DSIM	LOC119657003|XP_037919669.1|HILL
OG0006553	LOC6729828|XP_016036527.1|DSIM	LOC119652849|XP_037913129.1|HILL
OG0006554	LOC6727208|XP_039150529.1|DSIM	LOC119652536|XP_037912665.1|HILL
OG0006555	LOC6726649|XP_002102060.1|DSIM	LOC119651458|XP_037910992.1|HILL
OG0006557	LOC6728523|XP_016035181.1|DSIM	LOC119660277|XP_037924675.1|HILL
OG0006558	LOC6729209|XP_016035861.1|DSIM	LOC119646603|XP_037903027.1|HILL
OG0006559	LOC27208075|XP_016035386.1|DSIM	LOC119652796|XP_037913046.1|HILL
OG0006560	LOC6730104|XP_016036867.1|DSIM	LOC119651149|XP_037910482.1|HILL
OG0006561	LOC6730105|XP_002105398.2|DSIM	LOC119651148|XP_037910481.1|HILL
OG0006562	LOC6729833|XP_016036537.1|DSIM	LOC119652452|XP_037912525.1|HILL
OG0006563	LOC6728373|XP_016034987.1|DSIM	LOC119652630|XP_037912805.1|HILL
OG0006564	LOC6728375|XP_002103723.2|DSIM	LOC119652651|XP_037912828.1|HILL
OG0006565	LOC6727808|XP_016034397.2|DSIM	LOC119652367|XP_037912387.1|HILL
OG0006566	LOC6728072|XP_039151176.1|DSIM	LOC119651112|XP_037910407.1|HILL
OG0006567	LOC6729223|XP_016035878.1|DSIM	LOC119656536|XP_037918810.1|HILL
OG0006568	LOC6729222|XP_016035876.1|DSIM	LOC119656537|XP_037918811.1|HILL
OG0006569	LOC6736930|XP_016030581.1|DSIM	LOC119658819|XP_037922471.1|HILL
OG0006570	LOC6726782|XP_016033264.1|DSIM	LOC119658841|XP_037922514.1|HILL
OG0006571	LOC6729125|XP_002104446.1|DSIM	LOC119651702|XP_037911343.1|HILL
OG0006572	LOC6728611|XP_002103952.2|DSIM	LOC119656551|XP_037918845.1|HILL
OG0006573	LOC6726973|XP_002102375.1|DSIM	LOC119652575|XP_037912717.1|HILL
