Orthogroup	DVIR.longest_only	DMIR.longest_only
OG0006877	LOC26530659|XP_032294071.1|DVIR	LOC108162775|XP_017153159.1|DMIR
OG0006878	LOC6628917|XP_002051385.3|DVIR	LOC108162737|XP_017153103.1|DMIR
OG0006879	LOC6624861|XP_015029606.1|DVIR	LOC117192478|XP_033253066.1|DMIR, LOC108159987|XP_017149184.1|DMIR
OG0006880	LOC6627832|XP_002051756.1|DVIR	LOC117188691|XP_033248808.1|DMIR
OG0006881	LOC6633898|XP_002057591.1|DVIR	LOC108162434|XP_017152657.1|DMIR
OG0006882	LOC6626552|XP_032292565.1|DVIR	LOC108159620|XP_017148564.1|DMIR
OG0006883	LOC6627802|XP_002051312.3|DVIR	LOC108161352|XP_033249168.1|DMIR
OG0006884	LOC6634101|XP_002057712.1|DVIR	LOC108162649|XP_017152970.1|DMIR
OG0006885	LOC6628489|XP_015028781.1|DVIR	LOC108162633|XP_017152946.2|DMIR
OG0006886	LOC6630316|XP_002053733.1|DVIR	LOC108157287|XP_017144774.1|DMIR
OG0006887	LOC6633447|XP_002056909.1|DVIR	LOC108152458|XP_017137314.1|DMIR
OG0006888	LOC6627426|XP_002052411.1|DVIR	LOC108161613|XP_033249807.1|DMIR
OG0006889	LOC6627801|XP_002051311.1|DVIR	LOC108161361|XP_017151092.1|DMIR
OG0006890	LOC6635709|XP_002059258.1|DVIR	LOC108162031|XP_017152038.1|DMIR
OG0006891	LOC6627861|XP_002052280.1|DVIR	LOC108163119|XP_017153714.1|DMIR
OG0006892	LOC6629048|XP_002052886.1|DVIR	LOC108162914|XP_017153380.1|DMIR
OG0006893	LOC6628758|XP_002051898.1|DVIR	LOC108163965|XP_017155008.1|DMIR
OG0006894	LOC6628757|XP_032293935.1|DVIR	LOC108163964|XP_017155005.1|DMIR
OG0006895	LOC26530697|XP_032295894.1|DVIR	LOC108158608|XP_017146576.1|DMIR
OG0006896	LOC6634270|XP_002057552.1|DVIR	LOC108164254|XP_017155379.1|DMIR
OG0006897	LOC6634383|XP_002057577.1|DVIR	LOC108163023|XP_017153551.1|DMIR
OG0006898	LOC6628341|XP_002052672.1|DVIR	LOC108161734|XP_017151547.1|DMIR
OG0006899	LOC6628460|XP_002051832.1|DVIR	LOC108162068|XP_017152102.1|DMIR
OG0006900	LOC6631442|XP_002055680.1|DVIR	LOC108164531|XP_017155813.1|DMIR
OG0006901	LOC6628635|XP_002051879.1|DVIR	LOC108163686|XP_017154605.1|DMIR
OG0006902	LOC6635572|XP_002058927.1|DVIR	LOC108165032|XP_017156558.1|DMIR
OG0006903	LOC6632560|XP_032288734.1|DVIR	LOC108156358|XP_033246014.1|DMIR
OG0006904	LOC6634322|XP_002057462.1|DVIR	LOC108163775|XP_017154741.1|DMIR
OG0006905	LOC6628788|XP_032294499.1|DVIR	LOC108162962|XP_017153449.1|DMIR
OG0006906	LOC6627331|XP_002051927.1|DVIR	LOC108163709|XP_017154641.1|DMIR
OG0006907	LOC6635675|XP_032294740.1|DVIR	LOC108161795|XP_033248771.1|DMIR
OG0006908	LOC6628653|XP_002051503.1|DVIR	LOC108163560|XP_017154414.1|DMIR
OG0006909	LOC6628160|XP_002052415.2|DVIR	LOC108163189|XP_017153818.1|DMIR
OG0006910	LOC6634149|XP_032293748.1|DVIR	LOC108162610|XP_017152918.1|DMIR
OG0006911	LOC6631384|XP_002055656.1|DVIR	LOC108164852|XP_017156269.1|DMIR
OG0006912	LOC6633910|XP_002057603.1|DVIR	LOC108163776|XP_017154743.1|DMIR
OG0006913	LOC6628628|XP_002052570.1|DVIR	LOC108163543|XP_017154390.1|DMIR
OG0006914	LOC6622065|XP_002047713.1|DVIR	LOC108151366|XP_017135415.1|DMIR
OG0006915	LOC6627999|XP_032293939.1|DVIR	LOC108162908|XP_017153368.1|DMIR
OG0006916	LOC6628851|XP_032293836.1|DVIR	LOC108162866|XP_017153304.1|DMIR
OG0006917	LOC6633932|XP_032293689.1|DVIR	LOC108162570|XP_017152859.1|DMIR
OG0006918	LOC6634209|XP_002057802.1|DVIR	LOC108164038|XP_017155104.1|DMIR
OG0006919	LOC6633965|XP_032293414.1|DVIR	LOC108161791|XP_017151629.1|DMIR
OG0006920	LOC6629215|XP_032293816.1|DVIR	LOC108161632|XP_017151422.1|DMIR
OG0006921	LOC6628026|XP_032294584.1|DVIR	LOC108162419|XP_017152634.1|DMIR
OG0006922	LOC6634224|XP_002057673.1|DVIR	LOC108162580|XP_017152882.1|DMIR
OG0006923	LOC6635713|XP_002059262.1|DVIR	LOC108162703|XP_017153047.1|DMIR
OG0006924	LOC6629008|XP_002051277.1|DVIR	LOC108161919|XP_017151823.1|DMIR
OG0006925	LOC6632720|XP_015025939.2|DVIR	LOC108157183|XP_017144595.1|DMIR
OG0006926	LOC6627524|XP_015028302.1|DVIR	LOC108163475|XP_017154265.2|DMIR
OG0006927	LOC6627523|XP_002051970.1|DVIR	LOC108163899|XP_017154911.2|DMIR
OG0006928	LOC6627357|XP_032294354.1|DVIR	LOC108164237|XP_033248861.1|DMIR
OG0006929	LOC6635753|XP_002059110.2|DVIR	LOC108162617|XP_017152925.1|DMIR
OG0006930	LOC6628790|XP_032294622.1|DVIR	LOC108163727|XP_017154672.1|DMIR
OG0006931	LOC6629203|XP_002052622.1|DVIR	LOC108163417|XP_017154174.1|DMIR
OG0006932	LOC6628078|XP_002051162.1|DVIR	LOC108163053|XP_017153614.1|DMIR
OG0006933	LOC6628050|XP_002051161.1|DVIR	LOC108161608|XP_017151393.1|DMIR
OG0006934	LOC6630660|XP_002053439.1|DVIR	LOC108156043|XP_033244480.1|DMIR
OG0006935	LOC6633933|XP_002057622.1|DVIR	LOC108163416|XP_017154172.1|DMIR
OG0006936	LOC6628082|XP_032293559.1|DVIR	LOC108163886|XP_017154892.1|DMIR
OG0006937	LOC6629128|XP_002052394.1|DVIR	LOC108163010|XP_017153527.1|DMIR
OG0006938	LOC6629153|XP_002052447.1|DVIR	LOC108162057|XP_017152086.1|DMIR
OG0006939	LOC6633431|XP_032296593.1|DVIR	LOC108162926|XP_017153400.1|DMIR
OG0006940	LOC6628476|XP_002052559.1|DVIR	LOC108163185|XP_017153810.1|DMIR
OG0006941	LOC6627813|XP_032293953.1|DVIR	LOC108162823|XP_017153238.1|DMIR
OG0006942	LOC6626214|XP_002050549.2|DVIR	LOC108158135|XP_017145833.1|DMIR
OG0006943	LOC6628956|XP_032294057.1|DVIR	LOC108161943|XP_017151865.1|DMIR
OG0006944	LOC6627441|XP_032294442.1|DVIR	LOC108162009|XP_017151989.1|DMIR
OG0006945	LOC6629036|XP_002052813.2|DVIR	LOC108162483|XP_017152722.1|DMIR
OG0006946	LOC6632414|XP_015026061.1|DVIR	LOC108157082|XP_017144420.1|DMIR
OG0006947	LOC6628659|XP_002051509.1|DVIR	LOC108162491|XP_017152731.1|DMIR
OG0006948	LOC6633999|XP_002057820.1|DVIR	LOC108163197|XP_017153831.1|DMIR
OG0006949	LOC6628938|XP_002052753.2|DVIR	LOC108163901|XP_017154914.1|DMIR
OG0006950	LOC6627487|XP_002051292.1|DVIR	LOC108162460|XP_017152696.1|DMIR
OG0006951	LOC6634153|XP_002057630.1|DVIR	LOC108163165|XP_017153776.1|DMIR
OG0006952	LOC6635079|XP_015024814.2|DVIR	LOC108154861|XP_017140777.1|DMIR
OG0006953	LOC6623912|XP_002048306.1|DVIR	LOC108152842|XP_017137939.1|DMIR
OG0006954	LOC6635760|XP_032294771.1|DVIR	LOC108161566|XP_017151344.2|DMIR
OG0006955	LOC6630147|XP_002054178.1|DVIR	LOC108157359|XP_017144871.1|DMIR
OG0006956	LOC6629063|XP_002051607.1|DVIR	LOC108162265|XP_017152403.1|DMIR
OG0006957	LOC6634337|XP_002057465.1|DVIR	LOC108163133|XP_017153736.2|DMIR
OG0006958	LOC6625226|XP_002049963.1|DVIR	LOC108160454|XP_017149959.1|DMIR, LOC117190854|XP_033251772.1|DMIR
OG0006959	LOC6624638|XP_002046476.1|DVIR	LOC108153368|XP_017138827.1|DMIR
OG0006960	LOC6634312|XP_002057562.1|DVIR	LOC108162198|XP_017152294.1|DMIR
OG0006961	LOC6628269|XP_002052708.1|DVIR	LOC108163758|XP_017154718.1|DMIR
OG0006962	LOC6634188|XP_002057781.1|DVIR	LOC108162613|XP_017152920.1|DMIR
OG0006963	LOC6634202|XP_032293770.1|DVIR	LOC108162036|XP_017152048.2|DMIR
OG0006964	LOC6634235|XP_002057746.1|DVIR	LOC108164230|XP_017155350.2|DMIR
OG0006965	LOC6628339|XP_002052670.3|DVIR	LOC108161735|XP_017151548.1|DMIR
OG0006966	LOC6627313|XP_002052143.1|DVIR	LOC108162433|XP_017152656.2|DMIR
OG0006967	LOC6635848|XP_002059460.2|DVIR	LOC108158616|XP_017146580.1|DMIR
OG0006968	LOC6627208|XP_002050126.2|DVIR	LOC108159692|XP_017148690.1|DMIR
OG0006969	LOC6623511|XP_002047791.1|DVIR	LOC108152823|XP_017137905.1|DMIR
OG0006970	LOC6632308|XP_002055997.1|DVIR	LOC108156645|XP_017143736.1|DMIR
OG0006971	LOC6628255|XP_002052934.1|DVIR	LOC108162831|XP_017153252.1|DMIR
OG0006972	LOC6627755|XP_015028090.1|DVIR	LOC108162889|XP_017153343.1|DMIR
OG0006973	LOC6631561|XP_002055438.2|DVIR	LOC108161313|XP_017151022.2|DMIR
OG0006974	LOC6634348|XP_002057812.1|DVIR	LOC108162846|XP_017153279.1|DMIR
OG0006975	LOC6628545|XP_002051857.1|DVIR	LOC108162353|XP_017152548.1|DMIR
OG0006976	LOC6628071|XP_032293603.1|DVIR	LOC108163316|XP_017154029.1|DMIR
OG0006977	LOC6626990|XP_032292075.1|DVIR	LOC108160083|XP_017149344.1|DMIR
OG0006978	LOC6627983|XP_002052695.1|DVIR	LOC108163297|XP_017153996.1|DMIR
OG0006979	LOC6627775|XP_002052837.3|DVIR	LOC108162086|XP_017152129.1|DMIR
OG0006980	LOC6628275|XP_002051468.1|DVIR	LOC108163687|XP_017154607.1|DMIR
OG0006981	LOC6634099|XP_002057710.3|DVIR	LOC108163270|XP_017153960.1|DMIR
OG0006982	LOC6627608|XP_015028179.1|DVIR	LOC108163088|XP_017153658.1|DMIR
OG0006983	LOC6627488|XP_002051293.1|DVIR	LOC108162465|XP_017152702.1|DMIR
OG0006984	LOC6627442|XP_002052243.1|DVIR	LOC108162008|XP_017151986.1|DMIR
OG0006985	LOC6627676|XP_002051952.1|DVIR	LOC108163152|XP_017153758.1|DMIR
OG0006986	LOC6635728|XP_002059143.1|DVIR	LOC108162810|XP_017153210.1|DMIR
OG0006987	LOC6624903|XP_002050480.1|DVIR	LOC108159935|XP_017149075.1|DMIR
OG0006988	LOC6629035|XP_002052812.1|DVIR	LOC108162482|XP_017152721.1|DMIR
OG0006989	LOC6628318|XP_002052742.1|DVIR	LOC108163373|XP_017154114.1|DMIR
OG0006990	LOC6628411|XP_032294032.1|DVIR	LOC108163769|XP_017154734.1|DMIR
OG0006991	LOC6631096|XP_002054056.1|DVIR	LOC108157233|XP_017144679.1|DMIR
OG0006992	LOC6627617|XP_015028788.1|DVIR	LOC108162352|XP_033249946.1|DMIR
OG0006993	LOC6635736|XP_002059151.2|DVIR	LOC108162024|XP_017152006.1|DMIR
OG0006994	LOC6628040|XP_032294600.1|DVIR	LOC108163203|XP_033248533.1|DMIR
OG0006995	LOC6634325|XP_002057678.1|DVIR	LOC108163714|XP_017154651.1|DMIR
OG0006996	LOC6634324|XP_002057677.1|DVIR	LOC108163715|XP_017154652.1|DMIR
OG0006997	LOC6627280|XP_002048699.1|DVIR	LOC108159489|XP_017148318.2|DMIR, LOC117187765|XP_033246474.1|DMIR
OG0006998	LOC6630860|XP_002052955.1|DVIR	LOC108154081|XP_017139682.1|DMIR
OG0006999	LOC6627340|XP_002052237.1|DVIR	LOC108163147|XP_017153752.1|DMIR
OG0007000	LOC6627593|XP_002052824.1|DVIR	LOC108161813|XP_017151661.1|DMIR
OG0007001	LOC6626714|XP_002050767.1|DVIR	LOC108160569|XP_017150142.1|DMIR
OG0007002	LOC6633996|XP_015025215.1|DVIR	LOC108162996|XP_033250096.1|DMIR
OG0007003	LOC6624747|XP_015029823.1|DVIR	LOC117190511|XP_033251469.1|DMIR, LOC108159663|XP_017148629.1|DMIR
OG0007004	LOC6628920|XP_002052343.2|DVIR	LOC108163512|XP_017154333.1|DMIR
OG0007005	LOC6628267|XP_002052706.1|DVIR	LOC108163759|XP_017154721.1|DMIR
OG0007006	LOC6627580|XP_032293505.1|DVIR	LOC108163470|XP_017154258.1|DMIR
OG0007007	LOC6627820|XP_002051145.2|DVIR	LOC108164039|XP_017155105.1|DMIR
OG0007008	LOC6628773|XP_032294288.1|DVIR	LOC108163070|XP_017153634.1|DMIR
OG0007009	LOC6628079|XP_015028076.1|DVIR	LOC108163054|XP_017153615.2|DMIR
OG0007010	LOC6628649|XP_002052804.1|DVIR	LOC108163539|XP_017154384.1|DMIR
OG0007011	LOC6634925|XP_002058436.1|DVIR	LOC108156083|XP_017142860.1|DMIR
OG0007012	LOC6628823|XP_002052588.2|DVIR	LOC108163694|XP_017154616.1|DMIR
OG0007013	LOC6628584|XP_002051477.2|DVIR	LOC108163595|XP_017154467.1|DMIR
OG0007014	LOC6628585|XP_015028011.1|DVIR	LOC108163951|XP_017154981.1|DMIR
OG0007015	LOC6634102|XP_015025324.1|DVIR	LOC108162827|XP_017153244.1|DMIR
OG0007016	LOC6633902|XP_015025231.1|DVIR	LOC108161420|XP_017151165.1|DMIR
OG0007017	LOC6634237|XP_015025181.1|DVIR	LOC108163588|XP_017154454.1|DMIR
OG0007018	LOC6637013|XP_032293728.1|DVIR, LOC6634097|XP_002057708.2|DVIR	LOC108163492|XP_017154301.1|DMIR
OG0007019	LOC6627747|XP_032293528.1|DVIR	LOC108163884|XP_017154888.1|DMIR
OG0007020	LOC6629189|XP_032293523.1|DVIR	LOC108162299|XP_017152454.1|DMIR
OG0007021	LOC6628374|XP_002052874.1|DVIR	LOC108162103|XP_017152154.1|DMIR
OG0007022	LOC6635712|XP_002059261.2|DVIR	LOC108162705|XP_017153050.1|DMIR
OG0007023	LOC6629130|XP_002052396.1|DVIR	LOC108161335|XP_017151062.1|DMIR
OG0007024	LOC6629359|XP_002053568.1|DVIR	LOC108155614|XP_017142032.1|DMIR
OG0007025	LOC6631582|XP_002055692.1|DVIR	LOC108165044|XP_017156571.1|DMIR
OG0007026	LOC6627772|XP_002052834.2|DVIR	LOC108162085|XP_017152128.1|DMIR
OG0007027	LOC6627323|XP_002051699.1|DVIR	LOC108161996|XP_017151954.1|DMIR
OG0007028	LOC6628832|XP_015028764.2|DVIR	LOC108162556|XP_017152838.1|DMIR
OG0007029	LOC6629160|XP_032294376.1|DVIR	LOC108161940|XP_017151863.1|DMIR
OG0007030	LOC6631608|XP_002055066.1|DVIR	LOC108158530|XP_017146421.1|DMIR
OG0007031	LOC6629053|XP_002052381.1|DVIR	LOC108161331|XP_017151058.1|DMIR
OG0007032	LOC6623832|XP_002048639.1|DVIR	LOC108153434|XP_017138928.1|DMIR
OG0007033	LOC6634162|XP_002057529.2|DVIR	LOC108161682|XP_017151480.1|DMIR
OG0007034	LOC6628986|XP_002052117.1|DVIR	LOC108161721|XP_017151530.1|DMIR
OG0007035	LOC6625814|XP_002050596.1|DVIR	LOC108153283|XP_017138644.1|DMIR
OG0007036	LOC6622335|XP_002048063.1|DVIR	LOC108152046|XP_017136538.1|DMIR
OG0007037	LOC6629690|XP_002053971.1|DVIR	LOC108156734|XP_017143882.1|DMIR
OG0007038	LOC6625122|XP_015030165.1|DVIR	LOC108158353|XP_017146083.1|DMIR
OG0007039	LOC6625754|XP_002050528.2|DVIR	LOC108160367|XP_017149828.1|DMIR
OG0007040	LOC6635666|XP_032294710.1|DVIR	LOC108163180|XP_033249863.1|DMIR
OG0007041	LOC6628564|XP_032293577.1|DVIR	LOC108163161|XP_017153770.1|DMIR
OG0007042	LOC6627412|XP_032293808.1|DVIR	LOC108164279|XP_017155414.1|DMIR
OG0007043	LOC6631048|XP_032295085.1|DVIR	LOC108155261|XP_017141448.1|DMIR
OG0007044	LOC6628631|XP_002052573.2|DVIR	LOC108162806|XP_017153205.1|DMIR
OG0007045	LOC6632516|XP_002056526.1|DVIR	LOC108156762|XP_017143914.1|DMIR
OG0007046	LOC6633113|XP_002056587.1|DVIR	LOC108156020|XP_033245482.1|DMIR
OG0007047	LOC6628867|XP_002052086.1|DVIR	LOC108162226|XP_017152336.1|DMIR
OG0007048	LOC6628204|XP_015028746.1|DVIR	LOC108163243|XP_017153895.1|DMIR
OG0007049	LOC6629021|XP_002052763.1|DVIR	LOC108163520|XP_017154355.1|DMIR
OG0007050	LOC6628703|XP_002052568.1|DVIR	LOC108164089|XP_017155168.1|DMIR
OG0007051	LOC6627691|XP_002052510.3|DVIR	LOC108164033|XP_017155098.1|DMIR
OG0007052	LOC6636172|XP_015024173.2|DVIR	LOC108154862|XP_017140781.1|DMIR
OG0007053	LOC6629717|XP_002053674.1|DVIR	LOC108156289|XP_017143160.1|DMIR
OG0007054	LOC6626335|XP_002048865.1|DVIR	LOC108159160|XP_017147655.1|DMIR
OG0007055	LOC6635832|XP_002059467.2|DVIR	LOC108160121|XP_017149403.1|DMIR
OG0007056	LOC26530870|XP_015031660.1|DVIR	LOC108152634|XP_017137602.1|DMIR
OG0007057	LOC6634581|XP_032296303.1|DVIR	LOC108154872|XP_017140803.1|DMIR
OG0007058	LOC6636649|XP_002060127.1|DVIR	LOC108164696|XP_017156057.1|DMIR
OG0007059	LOC6635765|XP_002059231.1|DVIR	LOC108163092|XP_017153667.1|DMIR
OG0007060	LOC6635628|XP_002059233.2|DVIR	LOC108162939|XP_017153414.1|DMIR
OG0007061	LOC6635629|XP_002059234.1|DVIR	LOC108162946|XP_017153426.1|DMIR
OG0007062	LOC6628716|XP_002051889.1|DVIR	LOC108162273|XP_017152420.2|DMIR
OG0007063	LOC6634148|XP_002057625.1|DVIR	LOC108163499|XP_017154313.1|DMIR
OG0007064	LOC6636336|XP_002059935.1|DVIR	LOC108158668|XP_017146666.1|DMIR
OG0007065	LOC6635752|XP_032294738.1|DVIR	LOC108151583|XP_017135751.1|DMIR
OG0007066	LOC6623007|XP_002048217.1|DVIR	LOC108152497|XP_017137361.1|DMIR
OG0007067	LOC6628764|XP_002052593.1|DVIR	LOC108163213|XP_033248438.1|DMIR
OG0007068	LOC6633962|XP_002057764.2|DVIR	LOC108162604|XP_017152912.2|DMIR
OG0007069	LOC6634065|XP_002057867.2|DVIR	LOC108162207|XP_017152307.1|DMIR
OG0007070	LOC6626538|XP_002050748.1|DVIR	LOC117187856|XP_033246632.1|DMIR, LOC108158159|XP_017145871.2|DMIR
OG0007071	LOC6626599|XP_002050633.1|DVIR	LOC108159645|XP_017148601.1|DMIR
OG0007072	LOC6630614|XP_002053743.1|DVIR	LOC108156279|XP_017143141.1|DMIR
OG0007073	LOC6635698|XP_002059271.1|DVIR	LOC108163397|XP_017154148.1|DMIR
OG0007074	LOC6626588|XP_002049767.1|DVIR	LOC108159680|XP_017148662.1|DMIR
OG0007075	LOC6635676|XP_002059247.1|DVIR	LOC108162423|XP_017152639.1|DMIR
OG0007076	LOC6627238|XP_015029955.1|DVIR	LOC108160314|XP_017149724.1|DMIR
OG0007077	LOC6629114|XP_002052608.1|DVIR	LOC108161652|XP_017151443.1|DMIR
OG0007078	LOC6627320|XP_002051696.1|DVIR	LOC108161984|XP_017151939.1|DMIR
OG0007079	LOC6627319|XP_015028231.1|DVIR	LOC108161989|XP_017151944.1|DMIR
OG0007080	LOC6634115|XP_002057883.1|DVIR	LOC108163983|XP_017155033.1|DMIR
OG0007081	LOC6634212|XP_002057805.1|DVIR	LOC108163320|XP_017154035.1|DMIR
OG0007082	LOC6635624|XP_002059116.2|DVIR	LOC108162463|XP_017152697.1|DMIR
OG0007083	LOC6627895|XP_002051809.3|DVIR	LOC108161467|XP_017151223.1|DMIR
OG0007084	LOC6636173|XP_032296211.1|DVIR	LOC108153335|XP_017138751.1|DMIR
OG0007085	LOC6627437|XP_032294441.1|DVIR	LOC108163146|XP_017153749.1|DMIR
OG0007086	LOC6627728|XP_002051745.1|DVIR	LOC108161893|XP_017151777.1|DMIR
OG0007087	LOC6622908|XP_032290189.1|DVIR	LOC108152644|XP_017137624.1|DMIR
OG0007088	LOC6628933|XP_015028594.1|DVIR	LOC108162430|XP_033249719.1|DMIR
OG0007089	LOC6628370|XP_002052870.1|DVIR	LOC108162770|XP_017153155.1|DMIR
OG0007090	LOC6628871|XP_032293945.1|DVIR	LOC108163348|XP_017154077.1|DMIR
OG0007091	LOC6627834|XP_002051758.1|DVIR	LOC108161311|XP_033248807.1|DMIR
OG0007092	LOC6629287|XP_002054695.2|DVIR	LOC108155085|XP_017141193.1|DMIR
OG0007093	LOC6628803|XP_002051226.1|DVIR	LOC108163003|XP_017153515.1|DMIR
OG0007094	LOC6628804|XP_002051227.2|DVIR	LOC108163004|XP_017153516.1|DMIR
OG0007095	LOC6634220|XP_002057669.2|DVIR	LOC108163221|XP_017153864.1|DMIR
OG0007096	LOC6628391|XP_002051190.1|DVIR	LOC108160165|XP_017149475.1|DMIR
OG0007097	LOC6628406|XP_002052049.1|DVIR	LOC108161798|XP_017151637.2|DMIR
OG0007098	LOC6628410|XP_002052053.3|DVIR	LOC108164188|XP_033249338.1|DMIR
OG0007099	LOC6632366|XP_002056196.1|DVIR	LOC108154182|XP_017139846.1|DMIR
OG0007100	LOC6627290|XP_032294125.1|DVIR	LOC108163274|XP_017153963.1|DMIR
OG0007101	LOC6628449|XP_002051652.1|DVIR	LOC108164029|XP_017155093.1|DMIR
OG0007102	LOC6635658|XP_032294665.1|DVIR	LOC108161840|XP_017151692.1|DMIR
OG0007103	LOC6629096|XP_002052441.1|DVIR	LOC108162967|XP_017153455.1|DMIR
OG0007104	LOC6627821|XP_002051134.1|DVIR	LOC108162741|XP_017153109.1|DMIR
OG0007105	LOC6629059|XP_002052387.1|DVIR	LOC117188620|XP_033248527.1|DMIR
OG0007106	LOC6628310|XP_002052864.2|DVIR	LOC108163581|XP_017154441.1|DMIR
OG0007107	LOC6628206|XP_032294047.1|DVIR	LOC108163457|XP_017154235.1|DMIR
OG0007108	LOC6627474|XP_002052124.1|DVIR	LOC108164042|XP_017155109.1|DMIR
OG0007109	LOC6627769|XP_002052658.1|DVIR	LOC108163108|XP_017153691.1|DMIR
OG0007110	LOC6627318|XP_002051694.1|DVIR	LOC108161995|XP_017151953.1|DMIR
OG0007111	LOC6628862|XP_015028762.1|DVIR	LOC108162014|XP_017151993.1|DMIR
OG0007112	LOC6627594|XP_002052825.2|DVIR	LOC108161814|XP_017151663.1|DMIR
OG0007113	LOC6631144|XP_002054247.2|DVIR	LOC108155954|XP_017142607.1|DMIR
OG0007114	LOC6627876|XP_002052000.2|DVIR	LOC108163750|XP_017154707.1|DMIR
OG0007115	LOC6635758|XP_002059224.1|DVIR	LOC108161570|XP_033248612.1|DMIR
OG0007116	LOC6628137|XP_015028721.1|DVIR	LOC108162711|XP_017153060.1|DMIR
OG0007117	LOC6629065|XP_002051609.1|DVIR	LOC108161772|XP_017151600.1|DMIR, LOC117188614|XP_033248510.1|DMIR
OG0007118	LOC6628940|XP_002051244.2|DVIR	LOC108164298|XP_017155433.2|DMIR
OG0007119	LOC6634577|XP_002058078.1|DVIR	LOC108156013|XP_017142720.1|DMIR
OG0007120	LOC6633256|XP_002056880.1|DVIR	LOC108163940|XP_017154969.1|DMIR
OG0007121	LOC6633381|XP_002057334.1|DVIR	LOC108164949|XP_017156430.1|DMIR
OG0007122	LOC6634672|XP_032296462.1|DVIR	LOC108160489|XP_017150015.1|DMIR
OG0007123	LOC6634670|XP_032296436.1|DVIR	LOC108156911|XP_033244792.1|DMIR
OG0007124	LOC6622250|XP_002048154.2|DVIR	LOC108152382|XP_017137165.1|DMIR
OG0007125	LOC6622485|XP_002047722.1|DVIR	LOC108153435|XP_017138929.1|DMIR
OG0007126	LOC6623428|XP_002048220.1|DVIR	LOC108151407|XP_017135484.1|DMIR
OG0007127	LOC6622778|XP_002048021.1|DVIR	LOC108151628|XP_017135816.1|DMIR
OG0007128	LOC6623225|XP_002048208.1|DVIR	LOC108153341|XP_033242793.1|DMIR
OG0007129	LOC6622577|XP_002047723.1|DVIR	LOC108152985|XP_017138201.1|DMIR
OG0007130	LOC6622896|XP_002047599.1|DVIR	LOC108151581|XP_017135746.1|DMIR
OG0007131	LOC6624105|XP_002048318.1|DVIR	LOC108150990|XP_017134830.1|DMIR
OG0007132	LOC6624050|XP_032290617.1|DVIR	LOC108150999|XP_033243708.1|DMIR
OG0007133	LOC6623488|XP_002046302.1|DVIR	LOC108153182|XP_017138482.1|DMIR
OG0007134	LOC6622150|XP_002048180.1|DVIR	LOC108151251|XP_017135255.1|DMIR
OG0007135	LOC6624169|XP_002046536.1|DVIR	LOC108152017|XP_017136482.1|DMIR
OG0007136	LOC6623020|XP_002048491.1|DVIR	LOC108152130|XP_017136707.1|DMIR
OG0007137	LOC6635450|XP_015024643.1|DVIR	LOC108151729|XP_017136007.1|DMIR
OG0007138	LOC6633380|XP_032295522.1|DVIR	LOC108152373|XP_017137152.1|DMIR
OG0007139	LOC6634541|XP_032296300.1|DVIR	LOC108152583|XP_017137521.1|DMIR
OG0007140	LOC6633421|XP_002057214.1|DVIR	LOC108164630|XP_017155964.1|DMIR
OG0007141	LOC6633881|XP_032295984.1|DVIR	LOC108165259|XP_033243983.1|DMIR
OG0007142	LOC6622923|XP_002047558.1|DVIR	LOC108152412|XP_017137214.1|DMIR
OG0007143	LOC6632259|XP_015025927.1|DVIR	LOC108156175|XP_017142993.1|DMIR
OG0007144	LOC6632611|XP_015026093.1|DVIR	LOC108156825|XP_017144012.1|DMIR
OG0007145	LOC6629521|XP_002053323.1|DVIR	LOC108156057|XP_033244342.1|DMIR
OG0007146	LOC6630935|XP_002053488.1|DVIR	LOC108155067|XP_017141143.1|DMIR
OG0007147	LOC6630428|XP_002053740.1|DVIR	LOC108156784|XP_017143947.1|DMIR
OG0007148	LOC6631694|XP_032295638.1|DVIR	LOC108162384|XP_017152591.1|DMIR
OG0007149	LOC6625676|XP_002048794.2|DVIR	LOC108159460|XP_017148254.1|DMIR
OG0007150	LOC6623844|XP_002048317.3|DVIR	LOC108150988|XP_017134826.1|DMIR
OG0007151	LOC6623364|XP_002047293.1|DVIR	LOC117186403|XP_033243048.1|DMIR
OG0007152	LOC6634827|XP_002058216.3|DVIR	LOC108163069|XP_017153635.1|DMIR
OG0007153	LOC6634823|XP_002058212.3|DVIR	LOC108164944|XP_017156421.1|DMIR
OG0007154	LOC6627062|XP_002049313.1|DVIR	LOC108159731|XP_017148754.1|DMIR
OG0007155	LOC6626621|XP_002049697.1|DVIR	LOC108160651|XP_017150274.1|DMIR
OG0007156	LOC6629740|XP_002054144.2|DVIR	LOC108155668|XP_017142121.1|DMIR
OG0007157	LOC6629413|XP_002053147.2|DVIR	LOC108155872|XP_017142480.1|DMIR
OG0007158	LOC6622367|XP_002046979.2|DVIR	LOC108150966|XP_017134790.1|DMIR
OG0007159	LOC6633441|XP_002057183.2|DVIR	LOC108153026|XP_017138270.1|DMIR
OG0007160	LOC6632285|XP_002056727.3|DVIR	LOC108155495|XP_017141812.1|DMIR
OG0007161	LOC6633625|XP_002057269.3|DVIR	LOC108151141|XP_017135055.1|DMIR
OG0007162	LOC6633459|XP_015025438.1|DVIR	LOC108151091|XP_017134965.1|DMIR
OG0007163	LOC6629332|XP_002053873.1|DVIR	LOC108154642|XP_017140460.1|DMIR
OG0007164	LOC6629333|XP_002053874.1|DVIR	LOC108154896|XP_017140834.1|DMIR
