Orthogroup	DVIR.longest_only	DSUB.longest_only
OG0009733	LOC6635442|XP_002058982.1|DVIR	LOC117903446|XP_034671369.1|DSUB
OG0009734	LOC6634657|XP_002058110.1|DVIR	LOC117903232|XP_034671023.1|DSUB
OG0009735	LOC6628192|XP_032294240.1|DVIR	LOC117901959|XP_034668830.1|DSUB
OG0009736	LOC6633582|XP_032295940.1|DVIR	LOC117903841|XP_034672187.1|DSUB
OG0009737	LOC6632473|XP_002056174.1|DVIR	LOC117897256|XP_034661871.1|DSUB
OG0009738	LOC6635430|XP_002059066.3|DVIR	LOC117891820|XP_034653448.1|DSUB
OG0009739	LOC6635433|XP_002059069.2|DVIR	LOC117903585|XP_034671696.1|DSUB
OG0009740	LOC6636028|XP_002059633.2|DVIR	LOC117897509|XP_034662303.1|DSUB
OG0009741	LOC6634111|XP_002057879.1|DVIR	LOC117900777|XP_034667149.1|DSUB
OG0009742	LOC6631452|XP_032295611.1|DVIR	LOC117890075|XP_034650614.1|DSUB
OG0009743	LOC6632106|XP_015026705.1|DVIR	LOC117901152|XP_034667697.1|DSUB
OG0009744	LOC6633680|XP_002057285.1|DVIR	LOC117903552|XP_034671643.1|DSUB
OG0009745	LOC6632111|XP_032295439.1|DVIR	LOC117889607|XP_034649917.1|DSUB
OG0009746	LOC6634765|XP_032296447.1|DVIR	LOC117893770|XP_034656404.1|DSUB, LOC117894248|XP_034657087.1|DSUB
OG0009747	LOC6634796|XP_002058132.1|DVIR, LOC116652286|XP_032296483.1|DVIR	LOC117901374|XP_034667975.1|DSUB
OG0009748	LOC6631954|XP_002054948.1|DVIR	LOC117902274|XP_034669433.1|DSUB
OG0009749	LOC6622357|XP_032290050.1|DVIR	LOC117893711|XP_034656289.1|DSUB
OG0009750	LOC6624273|XP_002047434.2|DVIR	LOC117893121|XP_034655461.1|DSUB
OG0009751	LOC6631513|XP_002055310.1|DVIR	LOC117903836|XP_034672179.1|DSUB
OG0009752	LOC6633424|XP_002057217.2|DVIR	LOC117903820|XP_034672154.1|DSUB
OG0009753	LOC6633422|XP_002057215.1|DVIR	LOC117903822|XP_034672166.1|DSUB
OG0009754	LOC6635851|XP_032292114.1|DVIR	LOC117891961|XP_034653724.1|DSUB
OG0009755	LOC6636729|XP_002060124.1|DVIR	LOC117896905|XP_034661368.1|DSUB
OG0009756	LOC6631457|XP_002055545.1|DVIR	LOC117903483|XP_034671438.1|DSUB
OG0009757	LOC6627143|XP_002048955.1|DVIR	LOC117901793|XP_034668594.1|DSUB
OG0009758	LOC6634958|XP_002058592.1|DVIR	LOC117897787|XP_034662727.1|DSUB, LOC117896016|XP_034659913.1|DSUB
OG0009759	LOC6633628|XP_032295946.1|DVIR	LOC117897603|XP_034662455.1|DSUB
OG0009760	LOC6635481|XP_032295674.1|DVIR	LOC117894590|XP_034657632.1|DSUB
OG0009761	LOC6636935|XP_002060391.1|DVIR	LOC117901075|XP_034667582.1|DSUB
OG0009762	LOC6633871|XP_032296522.1|DVIR	LOC117894481|XP_034657478.1|DSUB
OG0009763	LOC6624685|XP_032291028.1|DVIR	LOC117895567|XP_034659174.1|DSUB
OG0009764	LOC6623282|XP_002047256.1|DVIR	LOC117895233|XP_034658630.1|DSUB
OG0009765	LOC6623259|XP_002046114.1|DVIR	LOC117894738|XP_034657828.1|DSUB
OG0009766	LOC6623461|XP_002046135.1|DVIR	LOC117895267|XP_034658681.1|DSUB
OG0009767	LOC6623188|XP_002046147.1|DVIR	LOC117895266|XP_034658680.1|DSUB
OG0009768	LOC6636568|XP_002060072.1|DVIR	LOC117894833|XP_034657971.1|DSUB
OG0009769	LOC6624114|XP_002046266.1|DVIR	LOC117893730|XP_034656342.1|DSUB
OG0009770	LOC6623011|XP_002046676.1|DVIR	LOC117893449|XP_034655959.1|DSUB
OG0009771	LOC6628700|XP_015028479.1|DVIR	LOC117895117|XP_034658414.1|DSUB
OG0009772	LOC6622838|XP_032291070.1|DVIR	LOC117893428|XP_034655937.1|DSUB
OG0009773	LOC6622595|XP_002047017.1|DVIR	LOC117893982|XP_034656685.1|DSUB
OG0009774	LOC6623117|XP_002046721.1|DVIR	LOC117893588|XP_034656151.1|DSUB
OG0009775	LOC6622776|XP_002048193.2|DVIR	LOC117894988|XP_034658226.1|DSUB
OG0009776	LOC6622072|XP_002047119.2|DVIR	LOC117894021|XP_034656749.1|DSUB
OG0009777	LOC6623324|XP_002047825.2|DVIR	LOC117893849|XP_034656507.1|DSUB
OG0009778	LOC6624343|XP_002046619.1|DVIR	LOC117894853|XP_034657999.1|DSUB
OG0009779	LOC6623028|XP_002046513.1|DVIR	LOC117894579|XP_034657611.1|DSUB
OG0009780	LOC6623042|XP_002046515.1|DVIR	LOC117894568|XP_034657592.1|DSUB
OG0009781	LOC6623435|XP_032290416.1|DVIR	LOC117894228|XP_034657035.1|DSUB
OG0009782	LOC6628588|XP_002051481.2|DVIR	LOC117893008|XP_034655255.1|DSUB
OG0009783	LOC6622985|XP_002047085.2|DVIR	LOC117895364|XP_034658839.1|DSUB
OG0009784	LOC6636813|XP_002060295.3|DVIR	LOC117895592|XP_034659233.1|DSUB
OG0009785	LOC6624675|XP_002047175.3|DVIR	LOC117893378|XP_034655863.1|DSUB
OG0009786	LOC6622789|XP_002048207.1|DVIR	LOC117895523|XP_034659119.1|DSUB
OG0009787	LOC6623398|XP_002048204.1|DVIR	LOC117895516|XP_034659112.1|DSUB
OG0009788	LOC6624239|XP_002047433.1|DVIR	LOC117893123|XP_034655463.1|DSUB
OG0009789	LOC6622401|XP_002046972.1|DVIR	LOC117894669|XP_034657737.1|DSUB
OG0009790	LOC26531440|XP_015030331.1|DVIR	LOC117892041|XP_034653857.1|DSUB
OG0009791	LOC6623495|XP_032290646.1|DVIR	LOC117895161|XP_034658507.1|DSUB
OG0009792	LOC6622322|XP_002046963.1|DVIR	LOC117895149|XP_034658473.1|DSUB
OG0009793	LOC6622678|XP_015030937.1|DVIR	LOC117894608|XP_034657650.1|DSUB
OG0009794	LOC6629821|XP_002053189.2|DVIR	LOC117898490|XP_034663817.1|DSUB
OG0009795	LOC6632118|XP_002055256.2|DVIR	LOC117896650|XP_034660991.1|DSUB
OG0009796	LOC6623430|XP_032291124.1|DVIR	LOC117893804|XP_034656441.1|DSUB
OG0009797	LOC6624370|XP_002047162.1|DVIR	LOC117894143|XP_034656928.1|DSUB
OG0009798	LOC6624731|XP_032291189.1|DVIR	LOC117893702|XP_034656281.1|DSUB
OG0009799	LOC6623807|XP_032290979.1|DVIR	LOC117893858|XP_034656518.1|DSUB
OG0009800	LOC6624495|XP_002047624.2|DVIR	LOC117893542|XP_034656083.1|DSUB
OG0009801	LOC6624653|XP_032290907.1|DVIR	LOC117894856|XP_034658004.1|DSUB
OG0009802	LOC6624430|XP_002046580.2|DVIR	LOC117893034|XP_034655286.1|DSUB
OG0009803	LOC6623885|XP_002046227.1|DVIR	LOC117894515|XP_034657516.1|DSUB
OG0009804	LOC6623789|XP_002046211.3|DVIR	LOC117894533|XP_034657541.1|DSUB
OG0009805	LOC6623775|XP_002046210.1|DVIR	LOC117894525|XP_034657530.1|DSUB
OG0009806	LOC6623766|XP_002046208.1|DVIR	LOC117894514|XP_034657515.1|DSUB
OG0009807	LOC6623624|XP_032290673.1|DVIR	LOC117894549|XP_034657561.1|DSUB
OG0009809	LOC6622827|XP_002047213.1|DVIR	LOC117894636|XP_034657699.1|DSUB
OG0009810	LOC6623837|XP_032290648.1|DVIR	LOC117893657|XP_034656239.1|DSUB
OG0009811	LOC6623923|XP_002048289.2|DVIR	LOC117893658|XP_034656240.1|DSUB
OG0009812	LOC6624078|XP_002046861.1|DVIR	LOC117893769|XP_034656400.1|DSUB
OG0009813	LOC6622664|XP_015030648.1|DVIR	LOC117894255|XP_034657099.1|DSUB
OG0009814	LOC6624487|XP_002046945.1|DVIR	LOC117894388|XP_034657285.1|DSUB
OG0009815	LOC6624702|XP_002047576.2|DVIR	LOC117893604|XP_034656171.1|DSUB
OG0009816	LOC6623048|XP_032290722.1|DVIR	LOC117893467|XP_034655979.1|DSUB
OG0009817	LOC6623027|XP_002048052.2|DVIR	LOC117893023|XP_034655271.1|DSUB
OG0009818	LOC6622377|XP_002047489.2|DVIR	LOC117893885|XP_034656548.1|DSUB
OG0009819	LOC6623999|XP_002047490.1|DVIR	LOC117893460|XP_034655970.1|DSUB
OG0009820	LOC6622363|XP_032290586.1|DVIR	LOC117894411|XP_034657311.1|DSUB
OG0009821	LOC6624253|XP_032290411.1|DVIR	LOC117894647|XP_034657710.1|DSUB
OG0009822	LOC6624160|XP_032290263.1|DVIR	LOC117894222|XP_034657029.1|DSUB
OG0009823	LOC6632072|XP_002054976.1|DVIR	LOC117895331|XP_034658795.1|DSUB
OG0009824	LOC6623311|XP_002048550.1|DVIR	LOC117893754|XP_034656379.1|DSUB
OG0009825	LOC6622352|XP_032290783.1|DVIR	LOC117895748|XP_034659510.1|DSUB
OG0009826	LOC6622470|XP_002047946.1|DVIR	LOC117892999|XP_034655245.1|DSUB
OG0009827	LOC6622493|XP_002047948.1|DVIR	LOC117892997|XP_034655243.1|DSUB
OG0009828	LOC6623470|XP_002048574.1|DVIR	LOC117895177|XP_034658530.1|DSUB
OG0009829	LOC6622089|XP_002047689.1|DVIR	LOC117894284|XP_034657133.1|DSUB
OG0009830	LOC6624001|XP_002048649.1|DVIR	LOC117894556|XP_034657571.1|DSUB
OG0009831	LOC6623827|XP_002048645.1|DVIR	LOC117893431|XP_034655940.1|DSUB
OG0009832	LOC6623528|XP_002048644.1|DVIR	LOC117894118|XP_034656891.1|DSUB
OG0009833	LOC6622453|XP_032290024.1|DVIR	LOC117894727|XP_034657807.1|DSUB
OG0009834	LOC6626851|XP_015029282.1|DVIR	LOC117891165|XP_034652379.1|DSUB
OG0009835	LOC26531404|XP_015030324.1|DVIR, LOC6626779|XP_002050092.1|DVIR	LOC117891168|XP_034652382.1|DSUB
OG0009836	LOC6630140|XP_002053623.1|DVIR	LOC117897449|XP_034662184.1|DSUB
OG0009837	LOC6633130|XP_002055811.3|DVIR	LOC117897989|XP_034663005.1|DSUB
OG0009838	LOC6628528|XP_002052724.1|DVIR	LOC117900181|XP_034666318.1|DSUB
OG0009839	LOC26530912|XP_015030261.1|DVIR	LOC117892543|XP_034654743.1|DSUB
OG0009840	LOC6634298|XP_002057450.1|DVIR	LOC117900759|XP_034667132.1|DSUB
OG0009841	LOC6629026|XP_002051373.1|DVIR	LOC117901949|XP_034668814.1|DSUB
OG0009842	LOC6622230|XP_015030582.1|DVIR	LOC117895088|XP_034658376.1|DSUB
OG0009843	LOC6622468|XP_002046987.2|DVIR	LOC117893921|XP_034656594.1|DSUB
OG0009844	LOC116650711|XP_032291060.1|DVIR, LOC6622243|XP_002048388.1|DVIR	LOC117895582|XP_034659203.1|DSUB
OG0009845	LOC6625873|XP_002049674.1|DVIR	LOC117890981|XP_034652021.1|DSUB
OG0009846	LOC6628059|XP_002051528.1|DVIR	LOC117901967|XP_034668839.1|DSUB
OG0009847	LOC6633260|XP_002056884.1|DVIR	LOC117891084|XP_034652158.1|DSUB
OG0009848	LOC6633734|XP_002057019.1|DVIR	LOC117896749|XP_034661110.1|DSUB
OG0009849	LOC6630712|XP_015026979.2|DVIR	LOC117899304|XP_034665116.1|DSUB
OG0009850	LOC26531566|XP_015025731.1|DVIR	LOC117902687|XP_034670118.1|DSUB
OG0009851	LOC6636001|XP_002059501.1|DVIR	LOC117900509|XP_034666793.1|DSUB
OG0009852	LOC6624388|XP_002046568.1|DVIR, LOC6631816|XP_002055188.1|DVIR	LOC117891533|XP_034652933.1|DSUB
OG0009853	LOC6631351|XP_002054992.2|DVIR	LOC117890031|XP_034650542.1|DSUB
OG0009854	LOC6635432|XP_032295926.1|DVIR, LOC6637227|XP_032295836.1|DVIR	LOC117903579|XP_034671690.1|DSUB
OG0009855	LOC6633949|XP_002057836.1|DVIR	LOC117900649|XP_034666972.1|DSUB
OG0009856	LOC6634017|XP_002057860.1|DVIR, LOC6634018|XP_002057861.1|DVIR	LOC117900407|XP_034666653.1|DSUB
OG0009857	LOC6634296|XP_002057448.1|DVIR	LOC117900762|XP_034667134.1|DSUB
OG0009858	LOC6628596|XP_002051211.1|DVIR	LOC117901123|XP_034667652.1|DSUB
OG0009859	LOC6628295|XP_002051180.1|DVIR	LOC117901261|XP_034667845.1|DSUB
OG0009860	LOC6635780|XP_002059176.2|DVIR	LOC117901937|XP_034668796.1|DSUB
OG0009861	LOC6627658|XP_002051722.1|DVIR	LOC117900636|XP_034666956.1|DSUB
OG0009862	LOC6627711|XP_002051633.1|DVIR	LOC117901436|XP_034668071.1|DSUB
OG0009863	LOC6628641|XP_032293932.1|DVIR	LOC117902561|XP_034669893.1|DSUB
OG0009864	LOC6628829|XP_002052070.2|DVIR	LOC117900919|XP_034667373.1|DSUB
OG0009865	LOC6627478|XP_002052128.1|DVIR	LOC117900770|XP_034667141.1|DSUB
OG0009866	LOC6623908|XP_032290838.1|DVIR	LOC117895444|XP_034659001.1|DSUB
OG0009867	LOC116650835|XP_032291515.1|DVIR, LOC6636544|XP_002060048.2|DVIR, LOC116650818|XP_032291459.1|DVIR	LOC117895861|XP_034659720.1|DSUB
OG0009868	LOC6624568|XP_002048492.1|DVIR	LOC117894405|XP_034657308.1|DSUB
OG0009869	LOC26531384|XP_015031737.1|DVIR	LOC117901567|XP_034668256.1|DSUB, LOC117901804|XP_034668609.1|DSUB, LOC117901939|XP_034668799.1|DSUB, LOC117897200|XP_034661793.1|DSUB, LOC117901803|XP_034668607.1|DSUB, LOC117901565|XP_034668254.1|DSUB
OG0009870	LOC6624103|XP_002048352.1|DVIR	LOC117892962|XP_034655185.1|DSUB
OG0009871	LOC6625970|XP_015029183.1|DVIR	LOC117890522|XP_034651319.1|DSUB
OG0009872	LOC6626446|XP_002049803.1|DVIR	LOC117891783|XP_034653344.1|DSUB
OG0009873	LOC6625797|XP_002050895.1|DVIR	LOC117891559|XP_034652970.1|DSUB
OG0009874	LOC6623050|XP_002048053.1|DVIR	LOC117894152|XP_034656939.1|DSUB
OG0009875	LOC6622153|XP_002047943.1|DVIR	LOC117894661|XP_034657727.1|DSUB
OG0009876	LOC6626828|XP_002050197.1|DVIR, LOC26531597|XP_015030347.1|DVIR	LOC117892641|XP_034654887.1|DSUB
OG0009877	LOC6625357|XP_002050324.2|DVIR	LOC117890662|XP_034651526.1|DSUB
OG0009878	LOC26531410|XP_015030325.1|DVIR	LOC117890109|XP_034650668.1|DSUB
OG0009879	LOC6625815|XP_002050597.2|DVIR	LOC117890223|XP_034650851.1|DSUB
OG0009880	LOC6636361|XP_002059890.1|DVIR, LOC6636364|XP_002059893.1|DVIR	LOC117889820|XP_034650191.1|DSUB
OG0009881	LOC6626971|XP_002048714.1|DVIR	LOC117890682|XP_034651556.1|DSUB
OG0009882	LOC6626033|XP_002050800.1|DVIR	LOC117892739|XP_034655055.1|DSUB
OG0009883	LOC116652249|XP_032296304.1|DVIR, LOC6625575|XP_015029422.1|DVIR	LOC117889883|XP_034650284.1|DSUB
OG0009884	LOC116651097|XP_032292802.1|DVIR, LOC6625573|XP_002049598.1|DVIR	LOC117892310|XP_034654348.1|DSUB
OG0009885	LOC6625930|XP_002049299.1|DVIR	LOC117891019|XP_034652072.1|DSUB
OG0009886	LOC6625882|XP_002049332.1|DVIR	LOC117892124|XP_034654047.1|DSUB
OG0009887	LOC6625768|XP_002049875.1|DVIR	LOC117890905|XP_034651895.1|DSUB
OG0009888	LOC6626137|XP_002049131.1|DVIR	LOC117891528|XP_034652920.1|DSUB
OG0009889	LOC6624941|XP_002049040.1|DVIR	LOC117891474|XP_034652846.1|DSUB
OG0009890	LOC6625726|XP_002049020.1|DVIR	LOC117889963|XP_034650415.1|DSUB, LOC117892260|XP_034654267.1|DSUB
OG0009891	LOC6624820|XP_002048978.1|DVIR	LOC117891708|XP_034653193.1|DSUB
OG0009892	LOC6625643|XP_002049558.2|DVIR	LOC117898933|XP_034664533.1|DSUB
OG0009893	LOC6625647|XP_015029429.1|DVIR	LOC117892639|XP_034654885.1|DSUB
OG0009895	LOC6632275|XP_032289566.1|DVIR	LOC117898894|XP_034664468.1|DSUB
OG0009896	LOC6630489|XP_032292360.1|DVIR	LOC117895984|XP_034659857.1|DSUB
OG0009897	LOC6633229|XP_002056287.1|DVIR	LOC117896375|XP_034660542.1|DSUB
OG0009898	LOC6629542|XP_002053670.1|DVIR, LOC6629540|XP_002053668.2|DVIR, LOC116651462|XP_032293723.1|DVIR	LOC117898558|XP_034663934.1|DSUB
OG0009899	LOC6631203|XP_015027688.1|DVIR	LOC117897079|XP_034661606.1|DSUB
OG0009900	LOC6632437|XP_002056167.1|DVIR	LOC117898873|XP_034664445.1|DSUB
OG0009901	LOC6630261|XP_002053420.1|DVIR	LOC117896567|XP_034660859.1|DSUB
OG0009902	LOC6629733|XP_002053609.1|DVIR	LOC117896687|XP_034661029.1|DSUB
OG0009903	LOC6630706|XP_002054646.1|DVIR	LOC117897402|XP_034662112.1|DSUB
OG0009904	LOC6630826|XP_002054112.1|DVIR	LOC117896535|XP_034660809.1|DSUB
OG0009905	LOC6630585|XP_032289853.1|DVIR	LOC117899691|XP_034665786.1|DSUB
OG0009906	LOC6630580|XP_002053852.1|DVIR	LOC117896822|XP_034661221.1|DSUB
OG0009907	LOC6629910|XP_002054156.1|DVIR, LOC6629912|XP_002054158.1|DVIR	LOC117896205|XP_034660223.1|DSUB
OG0009909	LOC6630848|XP_002053930.1|DVIR	LOC117899248|XP_034665019.1|DSUB
OG0009910	LOC6631274|XP_002054058.3|DVIR	LOC117898945|XP_034664557.1|DSUB
OG0009911	LOC6625369|XP_002049065.2|DVIR	LOC117891177|XP_034652392.1|DSUB
OG0009912	LOC6628303|XP_002051188.2|DVIR, LOC26531749|XP_015028982.2|DVIR	LOC117901254|XP_034667838.1|DSUB
OG0009913	LOC6628736|XP_002051073.1|DVIR	LOC117901907|XP_034668764.1|DSUB
OG0009916	LOC116649882|XP_032289033.1|DVIR, LOC26530814|XP_015025373.1|DVIR	LOC117900069|XP_034666163.1|DSUB
OG0009922	LOC26531368|XP_015031735.1|DVIR	LOC117894828|XP_034657967.1|DSUB
OG0009925	LOC6629578|XP_002054870.2|DVIR	LOC117897705|XP_034662618.1|DSUB
OG0009930	LOC6633360|XP_002056984.1|DVIR	LOC117892022|XP_034653812.1|DSUB
OG0009932	LOC6626343|XP_002050681.1|DVIR	LOC117890032|XP_034650539.1|DSUB
OG0009934	LOC116650749|XP_032291240.1|DVIR	LOC117895021|XP_034658280.1|DSUB
OG0009937	LOC26531731|XP_032289827.1|DVIR, LOC116650408|XP_032289871.1|DVIR	LOC117896032|XP_034659931.1|DSUB
OG0009938	LOC6631516|XP_002055313.3|DVIR	LOC117899587|XP_034665600.1|DSUB
OG0009941	LOC6628036|XP_002052913.1|DVIR	LOC117900108|XP_034666222.1|DSUB
OG0009942	LOC6626340|XP_002050678.2|DVIR	LOC117891549|XP_034652956.1|DSUB
OG0009943	LOC6627758|XP_002051131.1|DVIR	LOC117902307|XP_034669479.1|DSUB
OG0009944	LOC6634786|XP_002058122.2|DVIR	LOC117889748|XP_034650085.1|DSUB
OG0009945	LOC6631439|XP_002055677.1|DVIR	LOC117903825|XP_034672165.1|DSUB
OG0009946	LOC26530705|XP_015027818.1|DVIR	LOC117898027|XP_034663056.1|DSUB
OG0009947	LOC6624723|XP_002047194.2|DVIR	LOC117895487|XP_034659068.1|DSUB
OG0009948	LOC6635561|XP_002059035.1|DVIR	LOC117903351|XP_034671193.1|DSUB
OG0009949	LOC6633104|XP_032289722.1|DVIR	LOC117897898|XP_034662865.1|DSUB
OG0009950	LOC6632775|XP_002056336.2|DVIR	LOC117896922|XP_034661353.1|DSUB
OG0009951	LOC6632517|XP_002056527.1|DVIR	LOC117896719|XP_034661071.1|DSUB
OG0009953	LOC6632980|XP_002056483.2|DVIR	LOC117896446|XP_034660666.1|DSUB
OG0009954	LOC6630888|XP_002053134.1|DVIR	LOC117896091|XP_034660022.1|DSUB
OG0009955	LOC6626352|XP_032292409.1|DVIR	LOC117891281|XP_034652560.1|DSUB
OG0009956	LOC6633390|XP_032289103.1|DVIR	LOC117903071|XP_034670734.1|DSUB
OG0009957	LOC6633017|XP_002056138.1|DVIR	LOC117898846|XP_034664414.1|DSUB
OG0009958	LOC6630239|XP_002053903.1|DVIR	LOC117899365|XP_034665235.1|DSUB
OG0009960	LOC6634880|XP_002058499.1|DVIR	LOC117899607|XP_034665627.1|DSUB
OG0009961	LOC6634986|XP_002058488.1|DVIR, LOC116651862|XP_032294962.1|DVIR	LOC117896056|XP_034659956.1|DSUB
OG0009962	LOC6632254|XP_002056083.2|DVIR	LOC117896826|XP_034661225.1|DSUB
OG0009963	LOC6630066|XP_032294991.1|DVIR	LOC117899317|XP_034665140.1|DSUB
OG0009964	LOC6630024|XP_002054474.1|DVIR	LOC117897935|XP_034662917.1|DSUB
OG0009965	LOC6629829|XP_002054529.2|DVIR	LOC117897580|XP_034662425.1|DSUB
OG0009966	LOC6635732|XP_015024499.1|DVIR	LOC117902321|XP_034669501.1|DSUB
OG0009967	LOC6627765|XP_002052654.1|DVIR	LOC117901366|XP_034667966.1|DSUB
OG0009969	LOC6628156|XP_015027996.1|DVIR	LOC117901575|XP_034668265.1|DSUB
OG0009970	LOC6629249|XP_002052773.1|DVIR	LOC117902261|XP_034669411.1|DSUB
OG0009971	LOC6635769|XP_002059165.2|DVIR	LOC117900949|XP_034667412.1|DSUB
OG0009972	LOC6629129|XP_002052395.1|DVIR	LOC117900395|XP_034666640.1|DSUB
OG0009973	LOC6629078|XP_002052380.2|DVIR	LOC117902333|XP_034669519.1|DSUB
OG0009974	LOC6634054|XP_032293616.1|DVIR	LOC117901096|XP_034667615.1|DSUB
OG0009975	LOC6628007|XP_002051413.1|DVIR	LOC117901981|XP_034668881.1|DSUB
OG0009976	LOC6628083|XP_002051167.2|DVIR	LOC117902268|XP_034669418.1|DSUB
OG0009977	LOC116651478|XP_032293773.1|DVIR	LOC117900599|XP_034666902.1|DSUB
OG0009978	LOC6634227|XP_002057738.1|DVIR	LOC117900600|XP_034666903.1|DSUB
OG0009979	LOC6634279|XP_002057696.1|DVIR	LOC117901614|XP_034668325.1|DSUB
OG0009980	LOC6625041|XP_032292511.1|DVIR	LOC117891337|XP_034652648.1|DSUB
OG0009981	LOC6626301|XP_015029189.1|DVIR	LOC117892587|XP_034654817.1|DSUB
OG0009982	LOC6626299|XP_032292155.1|DVIR	LOC117889808|XP_034650178.1|DSUB
OG0009984	LOC6635941|XP_032292523.1|DVIR	LOC117890275|XP_034650925.1|DSUB
OG0009985	LOC26530760|XP_032291819.1|DVIR	LOC117892361|XP_034654460.1|DSUB
OG0009986	LOC6636417|XP_002059970.1|DVIR	LOC117890140|XP_034650717.1|DSUB
OG0009987	LOC6625364|XP_032291821.1|DVIR	LOC117889912|XP_034650329.1|DSUB
OG0009988	LOC6625363|XP_002050235.1|DVIR	LOC117889917|XP_034650333.1|DSUB
OG0009989	LOC6625626|XP_002049070.2|DVIR	LOC117892087|XP_034653969.1|DSUB
OG0009990	LOC6626055|XP_002049611.1|DVIR	LOC117892498|XP_034654665.1|DSUB
OG0009991	LOC6624748|XP_002049708.2|DVIR	LOC117889769|XP_034650122.1|DSUB
OG0009992	LOC6634518|XP_002058067.1|DVIR	LOC117895734|XP_034659488.1|DSUB
OG0009993	LOC6636684|XP_032295801.1|DVIR	LOC117893227|XP_034655658.1|DSUB
OG0009994	LOC6633374|XP_002057327.1|DVIR	LOC117895847|XP_034659703.1|DSUB
OG0009995	LOC6633821|XP_002057042.3|DVIR	LOC117903267|XP_034671060.1|DSUB
OG0009996	LOC6633314|XP_002056891.1|DVIR	LOC117891111|XP_034652201.1|DSUB
OG0009997	LOC6635460|XP_002058968.2|DVIR	LOC117902518|XP_034669837.1|DSUB
OG0009998	LOC6633670|XP_002056929.1|DVIR	LOC117896212|XP_034660237.1|DSUB
OG0009999	LOC6634613|XP_002058098.2|DVIR	LOC117903608|XP_034671756.1|DSUB
OG0010000	LOC6635533|XP_002059104.1|DVIR	LOC117903647|XP_034671839.1|DSUB
OG0010001	LOC6633817|XP_002057038.1|DVIR	LOC117892945|XP_034655162.1|DSUB
OG0010002	LOC116650840|XP_032291538.1|DVIR	LOC117894723|XP_034657801.1|DSUB
OG0010003	LOC6627757|XP_002051130.1|DVIR	LOC117900194|XP_034666339.1|DSUB
OG0010004	LOC6633560|XP_032295947.1|DVIR	LOC117895510|XP_034659104.1|DSUB
OG0010005	LOC6631940|XP_002055033.1|DVIR	LOC117902570|XP_034669923.1|DSUB
OG0010006	LOC6636115|XP_002059657.3|DVIR	LOC117899989|XP_034666053.1|DSUB
OG0010007	LOC6636039|XP_002059566.1|DVIR	LOC117893736|XP_034656357.1|DSUB
OG0010008	LOC6635458|XP_002059060.1|DVIR	LOC117901589|XP_034668294.1|DSUB
OG0010009	LOC6628328|XP_002051201.1|DVIR	LOC117900993|XP_034667481.1|DSUB
OG0010010	LOC6631904|XP_002055216.1|DVIR	LOC117897327|XP_034661990.1|DSUB
OG0010011	LOC6634392|XP_032296434.1|DVIR	LOC117903273|XP_034671067.1|DSUB
OG0010012	LOC6631884|XP_032295859.1|DVIR	LOC117903087|XP_034670782.1|DSUB
OG0010013	LOC6634565|XP_002058177.2|DVIR	LOC117890395|XP_034651094.1|DSUB
OG0010014	LOC26531586|XP_032295923.1|DVIR	LOC117902315|XP_034669494.1|DSUB
OG0010015	LOC6634567|XP_015025088.1|DVIR	LOC117890902|XP_034651892.1|DSUB
OG0010016	LOC6631426|XP_002055534.1|DVIR	LOC117899219|XP_034664987.1|DSUB
OG0010017	LOC6634564|XP_002058176.1|DVIR	LOC117900259|XP_034666459.1|DSUB
OG0010018	LOC6633397|XP_002057207.1|DVIR	LOC117894332|XP_034657210.1|DSUB
OG0010019	LOC6631922|XP_002055749.1|DVIR	LOC117903528|XP_034671566.1|DSUB
OG0010020	LOC6631609|XP_002055067.1|DVIR	LOC117903666|XP_034671883.1|DSUB
OG0010021	LOC6631732|XP_032295715.1|DVIR	LOC117903429|XP_034671343.1|DSUB
OG0010022	LOC6631687|XP_002055457.1|DVIR	LOC117903291|XP_034671112.1|DSUB
OG0010023	LOC6634596|XP_002058251.1|DVIR	LOC117891157|XP_034652310.1|DSUB
OG0010024	LOC6634598|XP_032296344.1|DVIR	LOC117893744|XP_034656369.1|DSUB
OG0010025	LOC6634432|XP_032289236.1|DVIR	LOC117899032|XP_034664685.1|DSUB
OG0010026	LOC6632012|XP_002055385.1|DVIR	LOC117903663|XP_034671875.1|DSUB
OG0010027	LOC6632010|XP_002055383.1|DVIR	LOC117896354|XP_034660561.1|DSUB
OG0010028	LOC6635469|XP_032295858.1|DVIR	LOC117903329|XP_034671167.1|DSUB
OG0010029	LOC6631374|XP_002055648.1|DVIR	LOC117903209|XP_034670987.1|DSUB
OG0010030	LOC6631553|XP_032295662.1|DVIR	LOC117891825|XP_034653461.1|DSUB
OG0010031	LOC6631780|XP_002055707.2|DVIR	LOC117896389|XP_034660588.1|DSUB
OG0010032	LOC6628608|XP_002052169.2|DVIR	LOC117900660|XP_034666986.1|DSUB
OG0010033	LOC6635513|XP_002058931.1|DVIR	LOC117893078|XP_034655390.1|DSUB
OG0010034	LOC6635570|XP_002058925.1|DVIR	LOC117889699|XP_034650011.1|DSUB
OG0010035	LOC6635567|XP_032295972.1|DVIR	LOC117889708|XP_034650024.1|DSUB
OG0010036	LOC6635565|XP_032296028.1|DVIR	LOC117889644|XP_034650003.1|DSUB
OG0010037	LOC6635564|XP_002058919.1|DVIR	LOC117889719|XP_034650034.1|DSUB
