Orthogroup	DVIR.longest_only	AALB.longest_only
OG0007402	LOC6629518|XP_002054588.3|DVIR	LOC118456541|XP_035773288.1|AALB
OG0007404	LOC6630540|XP_002054605.3|DVIR	LOC118460825|XP_035781360.1|AALB
OG0007405	LOC6630676|XP_002054609.1|DVIR	LOC118458004|XP_035775971.1|AALB
OG0007406	LOC6630280|XP_002054891.1|DVIR	LOC118468442|XP_035795103.1|AALB
OG0007407	LOC6628974|XP_015028170.1|DVIR	LOC118458926|XP_035777787.1|AALB, LOC118461219|XP_035782186.1|AALB
OG0007408	LOC6623036|XP_002047568.2|DVIR	LOC118464491|XP_035787811.1|AALB
OG0007409	LOC6628507|XP_002051842.1|DVIR	LOC118457937|XP_035775842.1|AALB
OG0007410	LOC6631556|XP_002055433.1|DVIR	LOC118466377|XP_035791495.1|AALB
OG0007411	LOC6633353|XP_002056977.1|DVIR	LOC118466384|XP_035791509.1|AALB
OG0007412	LOC6634651|XP_002058302.1|DVIR	LOC118466379|XP_035791497.1|AALB
OG0007413	LOC6627057|XP_002050513.1|DVIR	LOC118466878|XP_035792626.1|AALB
OG0007414	LOC6635498|XP_002059038.1|DVIR	LOC118466702|XP_035792234.1|AALB
OG0007415	LOC6633331|XP_002056859.1|DVIR	LOC118467220|XP_035793361.1|AALB
OG0007416	LOC6633864|XP_032296641.1|DVIR	LOC118466168|XP_035791040.1|AALB
OG0007417	LOC6633565|XP_015025425.1|DVIR	LOC118466173|XP_035791051.1|AALB
OG0007418	LOC6625912|XP_002049860.1|DVIR	LOC118462479|XP_035784072.1|AALB
OG0007419	LOC6631209|XP_032294814.1|DVIR	LOC118465873|XP_035790402.1|AALB
OG0007420	LOC6636410|XP_002059866.1|DVIR, LOC116651392|XP_032293554.1|DVIR	LOC118466374|XP_035791492.1|AALB
OG0007421	LOC6632208|XP_032295825.1|DVIR	LOC118464235|XP_035787312.1|AALB
OG0007422	LOC6633409|XP_002056902.1|DVIR	LOC118465415|XP_035789533.1|AALB
OG0007423	LOC6636145|XP_015024183.1|DVIR	LOC118467674|XP_035794334.1|AALB
OG0007424	LOC6623778|XP_002048536.1|DVIR	LOC118463400|XP_035785841.1|AALB
OG0007425	LOC6622837|XP_015031338.1|DVIR	LOC118466572|XP_035792009.1|AALB
OG0007426	LOC6635541|XP_002059088.1|DVIR	LOC118466554|XP_035791971.1|AALB
OG0007427	LOC6634466|XP_002057954.1|DVIR	LOC118466566|XP_035792002.1|AALB
OG0007428	LOC6633359|XP_032296655.1|DVIR	LOC118467386|XP_035793720.1|AALB
OG0007429	LOC6624955|XP_002049179.1|DVIR	LOC118464259|XP_035787391.1|AALB
OG0007430	LOC6623305|XP_002046108.1|DVIR	LOC118462751|XP_035784608.1|AALB
OG0007431	LOC6635704|XP_002059253.1|DVIR	LOC118462747|XP_035784603.1|AALB
OG0007432	LOC6622096|XP_002047686.1|DVIR	LOC118466895|XP_035792644.1|AALB
OG0007433	LOC6634574|XP_032296301.1|DVIR	LOC118466859|XP_035792587.1|AALB
OG0007434	LOC6623724|XP_002048598.1|DVIR	LOC118467269|XP_035793450.1|AALB
OG0007435	LOC6623545|XP_002048612.1|DVIR	LOC118467271|XP_035793453.1|AALB
OG0007436	LOC6624068|XP_002048104.1|DVIR	LOC118466801|XP_035792445.1|AALB
OG0007437	LOC6622774|XP_002048004.1|DVIR	LOC118463269|XP_035785635.1|AALB
OG0007438	LOC6622749|XP_032290199.1|DVIR	LOC118466052|XP_035790782.1|AALB
OG0007439	LOC6636691|XP_002060169.1|DVIR	LOC118466180|XP_035791064.1|AALB
OG0007440	LOC6631818|XP_032295639.1|DVIR	LOC118466178|XP_035791059.1|AALB
OG0007441	LOC6624923|XP_002049348.1|DVIR	LOC118465912|XP_035790496.1|AALB
OG0007442	LOC6629361|XP_002053570.1|DVIR	LOC118468308|XP_035794938.1|AALB
OG0007443	LOC26530662|XP_015030232.1|DVIR	LOC118466004|XP_035790693.1|AALB
OG0007444	LOC6625010|XP_002049760.1|DVIR	LOC118466745|XP_035792323.1|AALB
OG0007445	LOC6625009|XP_002049759.1|DVIR	LOC118466051|XP_035790781.1|AALB
OG0007446	LOC6628342|XP_015028509.1|DVIR	LOC118466736|XP_035792311.1|AALB
OG0007447	LOC6627924|XP_002052799.1|DVIR	LOC118465566|XP_035789820.1|AALB
OG0007448	LOC6626407|XP_032292640.1|DVIR	LOC118467140|XP_035793154.1|AALB
OG0007449	LOC6624351|XP_002048627.2|DVIR	LOC118464794|XP_035788320.1|AALB
OG0007450	LOC26531832|XP_015028991.1|DVIR	LOC118464798|XP_035788350.1|AALB
OG0007451	LOC6622104|XP_002047698.3|DVIR	LOC118467979|XP_035794860.1|AALB
OG0007452	LOC6622110|XP_002047697.2|DVIR	LOC118467978|XP_035794858.1|AALB
OG0007453	LOC6623176|XP_002048552.2|DVIR	LOC118465258|XP_035789172.1|AALB
OG0007454	LOC6624190|XP_002048412.1|DVIR	LOC118466931|XP_035792712.1|AALB
OG0007455	LOC6627100|XP_032292817.1|DVIR	LOC118467499|XP_035793943.1|AALB
OG0007456	LOC6633485|XP_002056994.2|DVIR	LOC118467958|XP_035794834.1|AALB
OG0007457	LOC6622777|XP_002047043.1|DVIR	LOC118466704|XP_035792239.1|AALB
OG0007458	LOC6629010|XP_002051279.1|DVIR	LOC118464159|XP_035787185.1|AALB
OG0007459	LOC6635167|XP_002058369.2|DVIR	LOC118464153|XP_035787173.1|AALB
OG0007460	LOC6624762|XP_002049756.1|DVIR	LOC118464151|XP_035787167.1|AALB
OG0007461	LOC6624080|XP_002048074.2|DVIR	LOC118463857|XP_035786656.1|AALB
OG0007462	LOC6623983|XP_002048323.1|DVIR	LOC118465886|XP_035790429.1|AALB
OG0007463	LOC6624100|XP_032290863.1|DVIR	LOC118465884|XP_035790427.1|AALB
OG0007464	LOC6624441|XP_015030524.1|DVIR	LOC118465883|XP_035790413.1|AALB
OG0007465	LOC6622337|XP_032290773.1|DVIR	LOC118464384|XP_035787621.1|AALB
OG0007466	LOC6626313|XP_002049520.1|DVIR	LOC118466596|XP_035792057.1|AALB
OG0007468	LOC6627061|XP_002049312.1|DVIR	LOC118465559|XP_035789801.1|AALB
OG0007469	LOC6624486|XP_002048379.2|DVIR	LOC118466003|XP_035790692.1|AALB
OG0007470	LOC6627458|XP_002052480.1|DVIR	LOC118467491|XP_035793935.1|AALB
OG0007471	LOC6625039|XP_002048987.1|DVIR	LOC118464228|XP_035787302.1|AALB
OG0007472	LOC6631488|XP_015026596.1|DVIR	LOC118467451|XP_035793850.1|AALB
OG0007473	LOC6622343|XP_002048137.1|DVIR	LOC118463848|XP_035786645.1|AALB
OG0007474	LOC6626412|XP_032292641.1|DVIR	LOC118464138|XP_035787134.1|AALB
OG0007475	LOC6623563|XP_002046164.1|DVIR	LOC118467555|XP_035794073.1|AALB
OG0007476	LOC6633287|XP_002056870.1|DVIR	LOC118466193|XP_035791099.1|AALB
OG0007477	LOC6633340|XP_032296489.1|DVIR	LOC118467662|XP_035794303.1|AALB
OG0007478	LOC6628094|XP_002051154.1|DVIR	LOC118463194|XP_035785517.1|AALB
OG0007479	LOC6631756|XP_002054953.1|DVIR	LOC118464750|XP_035788259.1|AALB
OG0007480	LOC6631103|XP_002053224.2|DVIR	LOC118464738|XP_035788237.1|AALB
OG0007481	LOC6636822|XP_002060271.1|DVIR	LOC118464757|XP_035788269.1|AALB
OG0007482	LOC6627670|XP_032294625.1|DVIR	LOC118466334|XP_035791346.1|AALB
OG0007483	LOC6626495|XP_002049320.1|DVIR	LOC118467101|XP_035793044.1|AALB
OG0007484	LOC26531166|XP_015026778.1|DVIR	LOC118464020|XP_035786968.1|AALB
OG0007485	LOC6633351|XP_002056792.1|DVIR	LOC118464925|XP_035788591.1|AALB
OG0007486	LOC6634776|XP_002058202.1|DVIR	LOC118462670|XP_035784460.1|AALB
OG0007487	LOC6636254|XP_002059723.2|DVIR	LOC118462666|XP_035784455.1|AALB
OG0007488	LOC6622907|XP_032291093.1|DVIR	LOC118463847|XP_035786644.1|AALB
OG0007489	LOC6630553|XP_015027408.1|DVIR	LOC118462913|XP_035784909.1|AALB
OG0007490	LOC6634712|XP_032296393.1|DVIR	LOC118465847|XP_035790352.1|AALB
OG0007491	LOC6633551|XP_032295945.1|DVIR	LOC118464723|XP_035788187.1|AALB
OG0007492	LOC6625420|XP_002049782.1|DVIR	LOC118464717|XP_035788182.1|AALB
OG0007493	LOC6634605|XP_032296388.1|DVIR	LOC118467380|XP_035793704.1|AALB
OG0007494	LOC6634210|XP_002057803.1|DVIR	LOC118467132|XP_035793135.1|AALB
OG0007495	LOC6631700|XP_002054970.1|DVIR	LOC118467743|XP_035794444.1|AALB
OG0007496	LOC6622124|XP_015030429.1|DVIR	LOC118464438|XP_035787705.1|AALB
OG0007497	LOC6622186|XP_002047853.2|DVIR	LOC118464439|XP_035787707.1|AALB
OG0007498	LOC6622172|XP_032290602.1|DVIR	LOC118465450|XP_035789607.1|AALB
OG0007499	LOC6623727|XP_002047616.1|DVIR	LOC118463685|XP_035786345.1|AALB
OG0007500	LOC6624728|XP_002047615.1|DVIR	LOC118468935|XP_035796160.1|AALB
OG0007501	LOC6622747|XP_015031353.1|DVIR	LOC118466024|XP_035790737.1|AALB
OG0007502	LOC26531133|XP_015030289.1|DVIR	LOC118462770|XP_035784628.1|AALB
OG0007503	LOC6635727|XP_002059142.1|DVIR	LOC118462765|XP_035784620.1|AALB
OG0007504	LOC6624362|XP_032290367.1|DVIR	LOC118462768|XP_035784626.1|AALB
OG0007505	LOC6622646|XP_002047991.1|DVIR	LOC118465911|XP_035790495.1|AALB
OG0007506	LOC6622723|XP_002047993.1|DVIR	LOC118465208|XP_035789089.1|AALB
OG0007507	LOC6629208|XP_002052627.1|DVIR	LOC118464189|XP_035787236.1|AALB
OG0007508	LOC6628504|XP_002051839.1|DVIR	LOC118467217|XP_035793355.1|AALB
OG0007509	LOC6634225|XP_002057674.1|DVIR	LOC118465459|XP_035789645.1|AALB
OG0007510	LOC6624989|XP_002048920.2|DVIR	LOC118467833|XP_035794617.1|AALB
OG0007511	LOC6634364|XP_002057705.1|DVIR	LOC118466042|XP_035790770.1|AALB
OG0007512	LOC26530583|XP_015026250.1|DVIR	LOC118467658|XP_035794293.1|AALB
OG0007513	LOC6627600|XP_002052831.1|DVIR	LOC118466852|XP_035792573.1|AALB
OG0007514	LOC6636852|XP_002060282.2|DVIR	LOC118466843|XP_035792558.1|AALB
OG0007515	LOC6635645|XP_002059191.1|DVIR	LOC118467731|XP_035794428.1|AALB
OG0007516	LOC6628180|XP_002052914.1|DVIR	LOC118467724|XP_035794420.1|AALB
OG0007517	LOC6624090|XP_032291090.1|DVIR	LOC118465854|XP_035790375.1|AALB
OG0007518	LOC6627193|XP_002049438.1|DVIR	LOC118462537|XP_035784196.1|AALB
OG0007519	LOC6625688|XP_002049814.3|DVIR	LOC118465501|XP_035789703.1|AALB
OG0007520	LOC6633363|XP_032296570.1|DVIR	LOC118465502|XP_035789712.1|AALB
OG0007521	LOC6631729|XP_002055576.1|DVIR	LOC118467539|XP_035794031.1|AALB
OG0007522	LOC6634780|XP_002058206.1|DVIR	LOC118462543|XP_035784203.1|AALB
OG0007523	LOC6625860|XP_015029495.1|DVIR	LOC118464349|XP_035787562.1|AALB
OG0007524	LOC6628506|XP_002051841.1|DVIR	LOC118467017|XP_035792856.1|AALB
OG0007525	LOC6634344|XP_002057472.1|DVIR	LOC118464004|XP_035786944.1|AALB
OG0007526	LOC6631014|XP_002054290.1|DVIR	LOC118466166|XP_035791037.1|AALB
OG0007527	LOC6622497|XP_002047225.2|DVIR	LOC118466160|XP_035791029.1|AALB
OG0007528	LOC6625802|XP_032293381.1|DVIR	LOC118466875|XP_035792618.1|AALB
OG0007529	LOC6624743|XP_002049703.1|DVIR	LOC118465414|XP_035789529.1|AALB
OG0007530	LOC6635262|XP_002058741.1|DVIR	LOC118465075|XP_035788865.1|AALB
OG0007531	LOC6625243|XP_002049196.1|DVIR	LOC118465057|XP_035788832.1|AALB
OG0007532	LOC6625921|XP_002049460.1|DVIR	LOC118467246|XP_035793410.1|AALB
OG0007533	LOC6624720|XP_002048122.1|DVIR	LOC118467976|XP_035794856.1|AALB
OG0007534	LOC6623043|XP_002048057.1|DVIR	LOC118465224|XP_035789112.1|AALB
OG0007535	LOC6624336|XP_002047632.1|DVIR	LOC118465660|XP_035789967.1|AALB
OG0007536	LOC6629867|XP_002053344.1|DVIR	LOC118464336|XP_035787547.1|AALB
OG0007537	LOC6624625|XP_032290432.1|DVIR	LOC118467030|XP_035792889.1|AALB
OG0007538	LOC6624635|XP_032290377.1|DVIR	LOC118462793|XP_035784678.1|AALB
OG0007539	LOC6628396|XP_032294381.1|DVIR	LOC118467723|XP_035794419.1|AALB
OG0007540	LOC6631056|XP_002054222.1|DVIR	LOC118467725|XP_035794422.1|AALB
OG0007541	LOC6626317|XP_002049524.1|DVIR	LOC118465259|XP_035789173.1|AALB
OG0007542	LOC6626592|XP_002049028.1|DVIR	LOC118465261|XP_035789176.1|AALB
OG0007543	LOC6636258|XP_032290070.1|DVIR	LOC118466017|XP_035790722.1|AALB
OG0007544	LOC6624261|XP_002048516.1|DVIR	LOC118466045|XP_035790774.1|AALB
OG0007545	LOC6628392|XP_002051191.1|DVIR	LOC118457829|XP_035775597.1|AALB
OG0007546	LOC6630936|XP_002053489.1|DVIR	LOC118466872|XP_035792614.1|AALB
OG0007547	LOC6625782|XP_002049580.1|DVIR	LOC118465277|XP_035789211.1|AALB
OG0007548	LOC6622995|XP_015030715.1|DVIR	LOC118466951|XP_035792743.1|AALB
OG0007549	LOC6622620|XP_002048143.1|DVIR	LOC118466824|XP_035792508.1|AALB
OG0007550	LOC6622587|XP_002047968.1|DVIR	LOC118466525|XP_035791915.1|AALB
OG0007551	LOC6626308|XP_032292119.1|DVIR	LOC118466526|XP_035791924.1|AALB
OG0007552	LOC6628726|XP_015028568.1|DVIR	LOC118466716|XP_035792273.1|AALB
OG0007553	LOC6627322|XP_002051698.1|DVIR	LOC118467427|XP_035793805.1|AALB
OG0007554	LOC6623799|XP_002046349.1|DVIR	LOC118462662|XP_035784447.1|AALB
OG0007555	LOC6626492|XP_002049317.1|DVIR	LOC118466096|XP_035790904.1|AALB
OG0007556	LOC6627196|XP_002049441.1|DVIR	LOC118465093|XP_035788894.1|AALB
OG0007557	LOC6626002|XP_015029771.1|DVIR	LOC118467903|XP_035794720.1|AALB
OG0007558	LOC6626850|XP_032292163.1|DVIR	LOC118465089|XP_035788886.1|AALB
OG0007559	LOC6629197|XP_002051599.1|DVIR	LOC118465081|XP_035788877.1|AALB
OG0007560	LOC6624485|XP_002048114.1|DVIR	LOC118462772|XP_035784629.1|AALB
OG0007561	LOC6622095|XP_032290545.1|DVIR	LOC118463179|XP_035785479.1|AALB
OG0007562	LOC6622298|XP_002047913.1|DVIR	LOC118462899|XP_035784888.1|AALB
OG0007563	LOC6624439|XP_002048397.1|DVIR	LOC118467027|XP_035792885.1|AALB
OG0007564	LOC6624457|XP_002047470.1|DVIR	LOC118465688|XP_035790012.1|AALB
OG0007565	LOC6629492|XP_032288741.1|DVIR	LOC118463461|XP_035785943.1|AALB
OG0007566	LOC6626957|XP_002049409.2|DVIR	LOC118466820|XP_035792501.1|AALB
OG0007567	LOC6630477|XP_032294116.1|DVIR	LOC118467933|XP_035794787.1|AALB
OG0007568	LOC6626992|XP_002049232.1|DVIR	LOC118467929|XP_035794782.1|AALB
OG0007569	LOC6626046|XP_002049144.1|DVIR	LOC118467931|XP_035794785.1|AALB
OG0007570	LOC6626993|XP_015029494.1|DVIR	LOC118467928|XP_035794780.1|AALB
OG0007571	LOC6626859|XP_002049230.2|DVIR	LOC118467925|XP_035794773.1|AALB
OG0007572	LOC6627134|XP_002048952.2|DVIR	LOC118465166|XP_035789019.1|AALB
OG0007573	LOC6627191|XP_002049933.1|DVIR	LOC118467295|XP_035793505.1|AALB
OG0007574	LOC6627089|XP_032291764.1|DVIR	LOC118465972|XP_035790625.1|AALB
OG0007575	LOC6627154|XP_032293226.1|DVIR	LOC118464699|XP_035788114.1|AALB
OG0007576	LOC6631402|XP_002055672.1|DVIR	LOC118465555|XP_035789781.1|AALB
OG0007577	LOC6633879|XP_032295842.1|DVIR	LOC118462671|XP_035784461.1|AALB
OG0007578	LOC6627865|XP_002052262.3|DVIR	LOC118464981|XP_035788705.1|AALB
OG0007579	LOC6625652|XP_002049869.1|DVIR	LOC118466462|XP_035791712.1|AALB
OG0007580	LOC6622508|XP_002048431.2|DVIR	LOC118466464|XP_035791715.1|AALB
OG0007581	LOC6627702|XP_002051986.1|DVIR	LOC118462799|XP_035784689.1|AALB
OG0007582	LOC6633052|XP_002056760.2|DVIR	LOC118462800|XP_035784691.1|AALB
OG0007583	LOC6626955|XP_002049407.2|DVIR	LOC118465438|XP_035789581.1|AALB
OG0007584	LOC6634487|XP_032296249.1|DVIR	LOC118464347|XP_035787560.1|AALB
OG0007585	LOC6622598|XP_002047701.1|DVIR	LOC118463874|XP_035786687.1|AALB
OG0007586	LOC6634318|XP_002057458.1|DVIR	LOC118467282|XP_035793480.1|AALB
OG0007587	LOC6626558|XP_032292861.1|DVIR	LOC118467306|XP_035793522.1|AALB
OG0007588	LOC6629164|XP_002052367.1|DVIR	LOC118467307|XP_035793528.1|AALB
OG0007589	LOC6631888|XP_002055489.3|DVIR	LOC118467418|XP_035793797.1|AALB
OG0007590	LOC6624250|XP_032290733.1|DVIR	LOC118465148|XP_035788987.1|AALB
OG0007591	LOC6625111|XP_002049285.1|DVIR	LOC118462745|XP_035784598.1|AALB
OG0007592	LOC6625492|XP_002048829.1|DVIR	LOC118462729|XP_035784567.1|AALB
OG0007593	LOC6633683|XP_032295553.1|DVIR	LOC118462741|XP_035784595.1|AALB
OG0007594	LOC6626734|XP_002049278.2|DVIR	LOC118463304|XP_035785683.1|AALB
OG0007595	LOC6626043|XP_002049141.1|DVIR	LOC118464203|XP_035787256.1|AALB
OG0007596	LOC6624510|XP_032290678.1|DVIR	LOC118464944|XP_035788624.1|AALB
OG0007597	LOC6624214|XP_002048670.1|DVIR	LOC118463069|XP_035785221.1|AALB
OG0007598	LOC6625297|XP_002049259.2|DVIR	LOC118464980|XP_035788704.1|AALB
OG0007599	LOC116650070|XP_032289309.1|DVIR, LOC6622370|XP_002047492.1|DVIR	LOC118466976|XP_035792781.1|AALB
OG0007600	LOC6622417|XP_002047496.1|DVIR	LOC118464707|XP_035788132.1|AALB
OG0007601	LOC6622510|XP_032290811.1|DVIR	LOC118462757|XP_035784614.1|AALB
OG0007602	LOC6624180|XP_002048652.1|DVIR	LOC118465687|XP_035790011.1|AALB
OG0007603	LOC6624187|XP_032289945.1|DVIR	LOC118465822|XP_035790301.1|AALB
OG0007604	LOC6636831|XP_032291529.1|DVIR	LOC118464999|XP_035788733.1|AALB
OG0007605	LOC6622504|XP_032290669.1|DVIR	LOC118463996|XP_035786921.1|AALB
OG0007606	LOC6623593|XP_015030397.1|DVIR	LOC118466386|XP_035791510.1|AALB
OG0007607	LOC6630903|XP_032294943.1|DVIR	LOC118463519|XP_035786015.1|AALB
OG0007608	LOC6622097|XP_002048078.1|DVIR	LOC118466977|XP_035792784.1|AALB
OG0007609	LOC6631755|XP_002054923.1|DVIR	LOC118463467|XP_035785950.1|AALB
OG0007610	LOC6626743|XP_032293048.1|DVIR	LOC118466491|XP_035791785.1|AALB
OG0007611	LOC6636242|XP_015024054.1|DVIR	LOC118466493|XP_035791791.1|AALB
OG0007612	LOC6625929|XP_002049298.1|DVIR	LOC118466492|XP_035791787.1|AALB
OG0007613	LOC6626562|XP_002049812.3|DVIR	LOC118466504|XP_035791827.1|AALB
OG0007614	LOC6623189|XP_002046103.1|DVIR	LOC118462876|XP_035784840.1|AALB
OG0007615	LOC6623080|XP_002047262.1|DVIR	LOC118462879|XP_035784843.1|AALB
OG0007616	LOC6630478|XP_002053754.1|DVIR	LOC118462878|XP_035784842.1|AALB
OG0007617	LOC6624046|XP_032289975.1|DVIR	LOC118463931|XP_035786783.1|AALB
OG0007618	LOC6623062|XP_032290663.1|DVIR	LOC118465798|XP_035790255.1|AALB
OG0007619	LOC6622539|XP_015030560.1|DVIR	LOC118463994|XP_035786917.1|AALB
OG0007620	LOC6624387|XP_032290003.1|DVIR	LOC118465928|XP_035790521.1|AALB
OG0007621	LOC6625684|XP_002050317.1|DVIR	LOC118466925|XP_035792703.1|AALB
OG0007622	LOC6624563|XP_015031514.2|DVIR	LOC118463755|XP_035786450.1|AALB
OG0007623	LOC6623071|XP_032290667.1|DVIR	LOC118462684|XP_035784486.1|AALB
OG0007624	LOC6622779|XP_002048083.1|DVIR	LOC118466098|XP_035790906.1|AALB
OG0007625	LOC6623394|XP_032289881.1|DVIR	LOC118465978|XP_035790633.1|AALB
OG0007626	LOC6622735|XP_002047031.1|DVIR	LOC118465992|XP_035790677.1|AALB
OG0007627	LOC6622715|XP_002047030.1|DVIR	LOC118465989|XP_035790671.1|AALB
OG0007628	LOC6636234|XP_002059748.1|DVIR	LOC118456878|XP_035773887.1|AALB
OG0007629	LOC6624463|XP_002046602.1|DVIR	LOC118460913|XP_035781557.1|AALB
OG0007630	LOC6630538|XP_002054603.3|DVIR	LOC118465939|XP_035790551.1|AALB
OG0007631	LOC6633211|XP_002055976.1|DVIR	LOC118460683|XP_035781074.1|AALB
OG0007632	LOC26531257|XP_032289262.1|DVIR, LOC116650579|XP_032290494.1|DVIR	LOC118468349|XP_035795002.1|AALB
OG0007633	LOC6628338|XP_032294491.1|DVIR	LOC118457152|XP_035774370.1|AALB
OG0007634	LOC6635211|XP_032295123.1|DVIR	LOC118468401|XP_035795058.1|AALB
OG0007635	LOC6634335|XP_002057463.2|DVIR	LOC118461204|XP_035782149.1|AALB
OG0007636	LOC6623997|XP_002047588.2|DVIR	LOC118466863|XP_035792592.1|AALB
OG0007637	LOC6629073|XP_002052375.1|DVIR	LOC118464130|XP_035787118.1|AALB
OG0007638	LOC6635929|XP_032292495.1|DVIR	LOC118464530|XP_035787859.1|AALB
OG0007639	LOC116649736|XP_032296490.1|DVIR	LOC118463263|XP_035785627.1|AALB
OG0007665	LOC6631934|XP_002055481.2|DVIR, LOC116652020|XP_032295559.1|DVIR	LOC118459890|XP_035779587.1|AALB
OG0007666	LOC6631832|XP_032295848.1|DVIR	LOC118459902|XP_035779621.1|AALB
OG0007667	LOC6631313|XP_002055056.1|DVIR	LOC118463704|XP_035786392.1|AALB
OG0007668	LOC6634313|XP_002057563.1|DVIR	LOC118466605|XP_035792106.1|AALB
OG0007669	LOC6631857|XP_032295556.1|DVIR	LOC118462035|XP_035783906.1|AALB
OG0007670	LOC6631856|XP_002055200.1|DVIR	LOC118462026|XP_035783894.1|AALB
OG0007671	LOC6632121|XP_002055259.1|DVIR	LOC118463623|XP_035786214.1|AALB
OG0007672	LOC6632059|XP_002055112.1|DVIR	LOC118463063|XP_035785215.1|AALB
OG0007673	LOC6629756|XP_002053898.3|DVIR	LOC118467038|XP_035792920.1|AALB
OG0007674	LOC6632172|XP_032295987.1|DVIR	LOC118456371|XP_035772948.1|AALB
OG0007675	LOC6631532|XP_002055339.1|DVIR	LOC118463206|XP_035785583.1|AALB
OG0007676	LOC6635453|XP_002059055.1|DVIR	LOC118462076|XP_035783977.1|AALB
OG0007677	LOC6633632|XP_002057276.2|DVIR	LOC118466216|XP_035791132.1|AALB
OG0007679	LOC6631914|XP_002055595.1|DVIR	LOC118464627|XP_035787968.1|AALB
OG0007680	LOC6634189|XP_015025182.1|DVIR	LOC118457096|XP_035774280.1|AALB
OG0007682	LOC6631477|XP_032295896.1|DVIR	LOC118458641|XP_035777226.1|AALB
OG0007683	LOC6634489|XP_002058227.1|DVIR, LOC116652290|XP_032296487.1|DVIR	LOC118461566|XP_035782935.1|AALB
OG0007684	LOC6631530|XP_002055337.1|DVIR	LOC118462940|XP_035784971.1|AALB
OG0007685	LOC6632155|XP_032295571.1|DVIR	LOC118463151|XP_035785430.1|AALB
OG0007686	LOC6631415|XP_002055424.1|DVIR	LOC118457697|XP_035775367.1|AALB
OG0007687	LOC6634396|XP_032296275.1|DVIR	LOC118461954|XP_035783747.1|AALB
OG0007688	LOC6635010|XP_002058654.1|DVIR	LOC118458033|XP_035776045.1|AALB
OG0007689	LOC6631966|XP_002055229.1|DVIR	LOC118460147|XP_035780137.1|AALB
OG0007690	LOC6631389|XP_015026605.1|DVIR	LOC118466351|XP_035791381.1|AALB
OG0007691	LOC6632934|XP_002056121.1|DVIR	LOC118458658|XP_035777246.1|AALB
OG0007692	LOC6631456|XP_002055544.2|DVIR	LOC118465101|XP_035788960.1|AALB
OG0007693	LOC6631539|XP_002055063.1|DVIR	LOC118464479|XP_035787792.1|AALB
OG0007694	LOC6623089|XP_002048238.1|DVIR	LOC118458932|XP_035777800.1|AALB
OG0007695	LOC6633644|XP_032289088.1|DVIR	LOC118456341|XP_035772891.1|AALB
OG0007696	LOC6622846|XP_002048026.2|DVIR	LOC118461964|XP_035783767.1|AALB
OG0007697	LOC6622215|XP_002046087.1|DVIR	LOC118459082|XP_035778034.1|AALB
OG0007698	LOC6633828|XP_002057107.2|DVIR	LOC118459598|XP_035779035.1|AALB
OG0007699	LOC6634653|XP_002058106.2|DVIR	LOC118460060|XP_035779949.1|AALB
OG0007700	LOC6633396|XP_002057206.1|DVIR	LOC118460510|XP_035780771.1|AALB
OG0007701	LOC6633608|XP_032289038.1|DVIR	LOC118461497|XP_035782817.1|AALB
OG0007702	LOC6631448|XP_002054959.1|DVIR	LOC118457139|XP_035774387.1|AALB
OG0007703	LOC6634531|XP_002057960.2|DVIR	LOC118459807|XP_035779441.1|AALB
OG0007704	LOC6632877|XP_032289507.1|DVIR	LOC118468869|XP_035796048.1|AALB
OG0007705	LOC6636720|XP_002060193.1|DVIR	LOC118460330|XP_035780441.1|AALB
OG0007706	LOC6635496|XP_002059085.2|DVIR	LOC118459584|XP_035779008.1|AALB
OG0007707	LOC6631926|XP_032295584.1|DVIR	LOC118468659|XP_035795588.1|AALB
OG0007708	LOC6632141|XP_015026433.2|DVIR	LOC118464777|XP_035788299.1|AALB
OG0007709	LOC6636142|XP_002059536.2|DVIR	LOC118466036|XP_035790764.1|AALB
OG0007710	LOC6631429|XP_002055537.2|DVIR	LOC118461656|XP_035783166.1|AALB
OG0007711	LOC6631983|XP_002055608.1|DVIR	LOC118468416|XP_035795075.1|AALB
OG0007712	LOC6634444|XP_002058059.1|DVIR	LOC118465197|XP_035789068.1|AALB
OG0007713	LOC6633728|XP_032296623.1|DVIR	LOC118461271|XP_035782311.1|AALB
OG0007714	LOC6631589|XP_002055441.1|DVIR	LOC118465614|XP_035789888.1|AALB
OG0007715	LOC6631675|XP_002055001.1|DVIR	LOC118461523|XP_035782851.1|AALB
OG0007716	LOC6631949|XP_002055401.3|DVIR	LOC118456153|XP_035772565.1|AALB
OG0007717	LOC6632918|XP_002055921.2|DVIR	LOC118458754|XP_035777442.1|AALB
OG0007718	LOC6634694|XP_002058305.1|DVIR	LOC118463383|XP_035785817.1|AALB
OG0007719	LOC6631897|XP_015026641.1|DVIR	LOC118456402|XP_035773001.1|AALB
OG0007720	LOC6631862|XP_032295869.1|DVIR	LOC118459694|XP_035779232.1|AALB
OG0007721	LOC6631564|XP_015026360.1|DVIR	LOC118460673|XP_035781089.1|AALB
OG0007722	LOC6631566|XP_002055553.2|DVIR	LOC118468565|XP_035795375.1|AALB
OG0007723	LOC6631618|XP_032295954.1|DVIR	LOC118456571|XP_035773342.1|AALB
OG0007724	LOC6627853|XP_002052848.1|DVIR	LOC118456483|XP_035773197.1|AALB
