Orthogroup	DVIR.longest_only	DKIK.longest_only
OG0008952	LOC116652114|XP_032295925.1|DVIR	LOC108082910|XP_017033983.1|DKIK
OG0008953	LOC6624700|XP_002047174.1|DVIR, LOC6622177|XP_002047672.2|DVIR	LOC108083309|XP_017034536.1|DKIK
OG0008955	LOC6623787|XP_002046891.3|DVIR	LOC108073898|XP_017021176.1|DKIK
OG0008956	LOC6624588|XP_002047640.1|DVIR	LOC108075279|XP_017023155.1|DKIK
OG0008957	LOC26530545|XP_015031610.1|DVIR	LOC108083082|XP_017034215.1|DKIK
OG0008958	LOC6624073|XP_002048657.1|DVIR	LOC108070435|XP_017016393.1|DKIK
OG0008959	LOC6624545|XP_002048066.2|DVIR	LOC108075022|XP_017022763.1|DKIK
OG0008960	LOC6622263|XP_032290370.1|DVIR	LOC108073797|XP_017021057.1|DKIK
OG0008961	LOC6635729|XP_002059144.2|DVIR	LOC108077022|XP_017025619.1|DKIK
OG0008962	LOC6632041|XP_002055507.1|DVIR	LOC108083794|XP_017035210.1|DKIK
OG0008963	LOC6636151|XP_002059658.1|DVIR	LOC108071220|XP_017017392.1|DKIK
OG0008964	LOC6635472|XP_002059001.1|DVIR, LOC6635473|XP_002059002.1|DVIR	LOC108076084|XP_017024286.1|DKIK
OG0008965	LOC26531804|XP_015025410.2|DVIR	LOC108081961|XP_017032684.1|DKIK
OG0008966	LOC6634265|XP_002057547.2|DVIR	LOC108075789|XP_017023844.1|DKIK
OG0008967	LOC6627841|XP_002051731.2|DVIR	LOC108083062|XP_017034185.1|DKIK
OG0008967	LOC6624384|XP_002048509.2|DVIR	LOC108073853|XP_017021124.1|DKIK
OG0008968	LOC6627656|XP_002051720.1|DVIR	LOC108074159|XP_017021561.1|DKIK
OG0008969	LOC6627624|XP_015027976.1|DVIR, LOC26530990|XP_015028881.1|DVIR	LOC108074396|XP_017021911.1|DKIK
OG0008970	LOC6627623|XP_002051714.1|DVIR	LOC108074400|XP_017021916.1|DKIK
OG0008971	LOC6622052|XP_032290868.1|DVIR	LOC108072683|XP_017019410.1|DKIK
OG0008972	LOC6624027|XP_032290948.1|DVIR, LOC6623748|XP_002046850.1|DVIR	LOC108079033|XP_017028702.1|DKIK
OG0008973	LOC6622625|XP_002048227.1|DVIR	LOC108082986|XP_017034096.1|DKIK
OG0008975	LOC6636503|XP_032291732.1|DVIR	LOC108078299|XP_017027572.1|DKIK, LOC108077904|XP_017026931.1|DKIK, LOC108078300|XP_017027573.1|DKIK
OG0008977	LOC6634359|XP_002057700.1|DVIR	LOC108072536|XP_017019200.1|DKIK
OG0008978	LOC6635874|XP_002059347.1|DVIR	LOC108074961|XP_017022683.1|DKIK
OG0008979	LOC6628809|XP_002051232.1|DVIR	LOC108070401|XP_017016345.1|DKIK
OG0008985	LOC6623920|XP_002046237.1|DVIR	LOC108071494|XP_017017745.1|DKIK
OG0008988	LOC6629640|XP_002054845.1|DVIR	LOC108085004|XP_017036924.1|DKIK
OG0008989	LOC6632046|XP_002055243.1|DVIR	LOC108085016|XP_017036953.1|DKIK
OG0008990	LOC6623310|XP_032290576.1|DVIR	LOC108078660|XP_017028078.1|DKIK
OG0008992	LOC6632466|XP_002055802.2|DVIR	LOC108071422|XP_017017661.1|DKIK
OG0008993	LOC6623203|XP_032288980.1|DVIR, LOC116649772|XP_032289943.1|DVIR	LOC108073980|XP_017021315.1|DKIK
OG0008994	LOC6629222|XP_002051942.1|DVIR	LOC108079678|XP_017029567.1|DKIK
OG0008995	LOC6627197|XP_032292969.1|DVIR	LOC108070767|XP_017016854.1|DKIK
OG0008996	LOC6633823|XP_002057102.1|DVIR	LOC108080509|XP_017030773.1|DKIK
OG0008997	LOC6636085|XP_002059616.2|DVIR	LOC108083822|XP_017035265.1|DKIK
OG0008999	LOC6635420|XP_032295488.1|DVIR	LOC108085213|XP_017037232.1|DKIK
OG0009000	LOC6633741|XP_002057026.2|DVIR	LOC108074956|XP_017022679.1|DKIK
OG0009001	LOC6634119|XP_002057720.1|DVIR	LOC108082829|XP_017033878.1|DKIK
OG0009002	LOC26531108|XP_015027858.1|DVIR	LOC108073126|XP_017020117.1|DKIK
OG0009003	LOC6622692|XP_015031534.1|DVIR	LOC108070375|XP_017016313.1|DKIK
OG0009004	LOC6629137|XP_032293592.1|DVIR	LOC108078047|XP_017027099.1|DKIK
OG0009005	LOC6629101|XP_002051685.1|DVIR	LOC108077246|XP_017025995.1|DKIK
OG0009006	LOC6629896|XP_002053991.1|DVIR	LOC108072984|XP_017019920.1|DKIK
OG0009007	LOC6624199|XP_032290532.1|DVIR	LOC108078916|XP_017028542.1|DKIK
OG0009008	LOC6632504|XP_015025815.1|DVIR	LOC108077038|XP_017025705.1|DKIK
OG0009009	LOC6622794|XP_002047236.1|DVIR	LOC108079080|XP_017028793.1|DKIK
OG0009010	LOC6624712|XP_002046593.1|DVIR	LOC108078958|XP_017028601.1|DKIK
OG0009011	LOC6622205|XP_032291176.1|DVIR	LOC108072732|XP_017019483.1|DKIK
OG0009012	LOC6627041|XP_002050720.1|DVIR	LOC108074690|XP_017022306.1|DKIK
OG0009013	LOC6633559|XP_032295942.1|DVIR	LOC108079396|XP_017029208.1|DKIK
OG0009014	LOC6623891|XP_002046252.2|DVIR	LOC108071525|XP_017017783.1|DKIK
OG0009015	LOC6622362|XP_002046653.1|DVIR	LOC108078039|XP_017027093.1|DKIK
OG0009016	LOC6624028|XP_032291329.1|DVIR	LOC108070601|XP_017016661.1|DKIK
OG0009017	LOC6634244|XP_032293566.1|DVIR	LOC108075944|XP_017024076.1|DKIK
OG0009019	LOC6636187|XP_015023989.1|DVIR	LOC108072466|XP_017019098.1|DKIK
OG0009020	LOC6633011|XP_015025884.1|DVIR	LOC108081259|XP_017031841.1|DKIK
OG0009021	LOC6629459|XP_002054706.1|DVIR	LOC108080769|XP_017031120.1|DKIK
OG0009022	LOC6632602|XP_002056214.1|DVIR	LOC108083918|XP_017035402.1|DKIK
OG0009023	LOC6633064|XP_032289706.1|DVIR	LOC108083968|XP_017035463.1|DKIK
OG0009024	LOC6630643|XP_002053026.1|DVIR	LOC108073298|XP_017020342.1|DKIK
OG0009025	LOC6629925|XP_002054326.1|DVIR	LOC108077715|XP_017026654.1|DKIK
OG0009026	LOC6630036|XP_032295457.1|DVIR	LOC108077792|XP_017026781.1|DKIK
OG0009027	LOC26531036|XP_015030272.1|DVIR	LOC108082472|XP_017033354.1|DKIK
OG0009028	LOC6622543|XP_002047002.1|DVIR	LOC108078913|XP_017028537.1|DKIK
OG0009029	LOC6628918|XP_002051386.1|DVIR	LOC108075914|XP_017024035.1|DKIK
OG0009030	LOC6628257|XP_002052936.1|DVIR	LOC108074450|XP_017021980.1|DKIK
OG0009031	LOC6632339|XP_002056407.1|DVIR	LOC108085477|XP_017037585.1|DKIK
OG0009032	LOC6632338|XP_002056406.1|DVIR	LOC108085478|XP_017037586.1|DKIK
OG0009033	LOC6628521|XP_032294549.1|DVIR	LOC108077268|XP_017026025.1|DKIK
OG0009034	LOC6628609|XP_002052170.1|DVIR	LOC108086273|XP_017038650.1|DKIK
OG0009035	LOC6628334|XP_002051206.1|DVIR	LOC108077317|XP_017026095.1|DKIK
OG0009036	LOC6625987|XP_032293141.1|DVIR	LOC108078378|XP_017027701.1|DKIK
OG0009037	LOC6628054|XP_002051796.3|DVIR	LOC108082178|XP_017032982.1|DKIK
OG0009038	LOC6632933|XP_002056120.2|DVIR	LOC108077835|XP_017026850.1|DKIK
OG0009039	LOC6630984|XP_032292401.1|DVIR	LOC108081057|XP_017031525.1|DKIK
OG0009040	LOC26531046|XP_032293102.1|DVIR	LOC108076153|XP_017024367.1|DKIK
OG0009041	LOC6630820|XP_002054727.1|DVIR	LOC108073135|XP_017020129.1|DKIK
OG0009042	LOC6635650|XP_002059196.1|DVIR	LOC108086272|XP_017038649.1|DKIK
OG0009043	LOC6633927|XP_002057616.2|DVIR	LOC108072561|XP_017019232.1|DKIK
OG0009044	LOC6628543|XP_002051855.1|DVIR	LOC108086217|XP_017038569.1|DKIK
OG0009045	LOC6633200|XP_032289807.1|DVIR	LOC108080487|XP_017030729.1|DKIK
OG0009046	LOC6622746|XP_015031511.1|DVIR	LOC108075243|XP_017023088.1|DKIK
OG0009047	LOC6636344|XP_002059943.2|DVIR	LOC108080737|XP_017031085.1|DKIK
OG0009048	LOC6634143|XP_002057429.1|DVIR	LOC108070440|XP_017016409.1|DKIK
OG0009049	LOC6631292|XP_002053364.1|DVIR	LOC108080918|XP_017031312.1|DKIK
OG0009050	LOC6633972|XP_002057480.2|DVIR	LOC108085281|XP_017037322.1|DKIK
OG0009051	LOC6625069|XP_002049082.1|DVIR	LOC108084136|XP_017035671.1|DKIK
OG0009052	LOC6631193|XP_015027773.1|DVIR	LOC108074043|XP_017021399.1|DKIK
OG0009053	LOC6630628|XP_015027211.1|DVIR	LOC108073246|XP_017020288.1|DKIK
OG0009054	LOC6629976|XP_015027368.1|DVIR	LOC108085643|XP_017037818.1|DKIK
OG0009055	LOC6634250|XP_002057636.2|DVIR	LOC108082877|XP_017033947.1|DKIK
OG0009056	LOC6627293|XP_032294124.1|DVIR	LOC108075927|XP_017024052.1|DKIK
OG0009057	LOC6636837|XP_002060310.2|DVIR	LOC108075204|XP_017023028.1|DKIK
OG0009058	LOC6636193|XP_032290136.1|DVIR	LOC108074898|XP_017022613.1|DKIK
OG0009059	LOC6622303|XP_002046957.1|DVIR	LOC108071943|XP_017018398.1|DKIK
OG0009060	LOC6632760|XP_002056365.1|DVIR	LOC108073163|XP_017020159.1|DKIK
OG0009061	LOC6625961|XP_002049592.1|DVIR	LOC108082544|XP_017033471.1|DKIK
OG0009062	LOC6636318|XP_002059878.1|DVIR	LOC108076384|XP_017024696.1|DKIK
OG0009063	LOC6628650|XP_015028541.1|DVIR	LOC108074309|XP_017021794.1|DKIK
OG0009064	LOC6625877|XP_015029817.1|DVIR	LOC108072430|XP_017019039.1|DKIK
OG0009065	LOC6631026|XP_002053831.2|DVIR	LOC108080308|XP_017030476.1|DKIK
OG0009066	LOC6624310|XP_002046347.1|DVIR	LOC108078857|XP_017028450.1|DKIK
OG0009067	LOC6622505|XP_015030571.1|DVIR	LOC108084787|XP_017036612.1|DKIK
OG0009068	LOC6626185|XP_002050336.2|DVIR	LOC108072058|XP_017018541.1|DKIK
OG0009069	LOC6628106|XP_015028785.1|DVIR	LOC108082122|XP_017032912.1|DKIK
OG0009070	LOC6626744|XP_015029479.1|DVIR	LOC108078456|XP_017027833.1|DKIK
OG0009071	LOC26531379|XP_032289622.1|DVIR	LOC108081052|XP_017031510.1|DKIK
OG0009072	LOC6632737|XP_002056452.1|DVIR	LOC108084089|XP_017035602.1|DKIK
OG0009073	LOC6632521|XP_002056531.1|DVIR	LOC108075608|XP_017023668.1|DKIK
OG0009074	LOC6632577|XP_002056742.1|DVIR	LOC108072125|XP_017018646.1|DKIK
OG0009075	LOC6632636|XP_002056637.1|DVIR	LOC108080824|XP_017031217.1|DKIK
OG0009076	LOC6629439|XP_002053156.1|DVIR	LOC108085476|XP_017037584.1|DKIK
OG0009077	LOC6631943|XP_002055045.1|DVIR	LOC108080767|XP_017031116.1|DKIK
OG0009078	LOC6629658|XP_002053597.2|DVIR	LOC108084892|XP_017036778.1|DKIK
OG0009079	LOC6629874|XP_015027182.1|DVIR	LOC108073220|XP_017020239.1|DKIK
OG0009080	LOC6631101|XP_002053222.1|DVIR	LOC108080908|XP_017031301.1|DKIK
OG0009081	LOC6630433|XP_002053474.1|DVIR	LOC108085860|XP_017038106.1|DKIK
OG0009082	LOC6629866|XP_002053343.1|DVIR	LOC108084072|XP_017035579.1|DKIK
OG0009083	LOC6634659|XP_002058112.2|DVIR	LOC108071834|XP_017018232.1|DKIK
OG0009084	LOC6629672|XP_002053655.3|DVIR	LOC108073395|XP_017020472.1|DKIK
OG0009085	LOC6630319|XP_002053429.1|DVIR	LOC108081479|XP_017032165.1|DKIK
OG0009086	LOC116650258|XP_032289389.1|DVIR, LOC6631031|XP_002054122.1|DVIR	LOC108077782|XP_017026769.1|DKIK
OG0009087	LOC6633087|XP_002055965.1|DVIR	LOC108083722|XP_017035117.1|DKIK
OG0009088	LOC6629826|XP_032295139.1|DVIR	LOC108073653|XP_017020868.1|DKIK
OG0009089	LOC6634692|XP_002058303.1|DVIR	LOC108079948|XP_017029992.1|DKIK
OG0009090	LOC6632229|XP_015025931.1|DVIR	LOC108073300|XP_017020344.1|DKIK
OG0009091	LOC6634990|XP_032295157.1|DVIR, LOC116651736|XP_032294619.1|DVIR	LOC108084333|XP_017035983.1|DKIK
OG0009093	LOC6632426|XP_015025891.1|DVIR	LOC108074049|XP_017021409.1|DKIK, LOC108074092|XP_017021468.1|DKIK
OG0009094	LOC6633233|XP_032288890.1|DVIR	LOC108074355|XP_017021870.1|DKIK
OG0009095	LOC6633135|XP_002055846.1|DVIR	LOC108074357|XP_017021872.1|DKIK
OG0009096	LOC6631106|XP_002054130.1|DVIR	LOC108085571|XP_017037700.1|DKIK
OG0009097	LOC6631107|XP_002054131.2|DVIR	LOC108085568|XP_017037697.1|DKIK
OG0009098	LOC6630224|XP_002054798.1|DVIR	LOC108073831|XP_017021137.1|DKIK
OG0009099	LOC6635223|XP_002058411.2|DVIR	LOC108084951|XP_017036840.1|DKIK
OG0009100	LOC6628602|XP_002052163.1|DVIR	LOC108086186|XP_017038538.1|DKIK
OG0009101	LOC6627619|XP_002051710.2|DVIR	LOC108074409|XP_017021926.1|DKIK
OG0009102	LOC6635693|XP_002059266.1|DVIR	LOC108086144|XP_017038490.1|DKIK
OG0009103	LOC6627725|XP_002052518.1|DVIR	LOC108086086|XP_017038392.1|DKIK
OG0009104	LOC6628019|XP_015028462.1|DVIR	LOC108086078|XP_017038385.1|DKIK
OG0009105	LOC6627367|XP_002051674.1|DVIR	LOC108076888|XP_017025408.1|DKIK
OG0009106	LOC6628352|XP_032294270.1|DVIR	LOC108074513|XP_017022079.1|DKIK
OG0009107	LOC6628697|XP_002052562.1|DVIR	LOC108072827|XP_017019607.1|DKIK
OG0009108	LOC6633231|XP_002056289.1|DVIR	LOC108080912|XP_017031305.1|DKIK
OG0009109	LOC6628976|XP_002052728.1|DVIR	LOC108075858|XP_017023943.1|DKIK
OG0009110	LOC6628861|XP_002052080.2|DVIR	LOC108086098|XP_017038414.1|DKIK
OG0009111	LOC116650815|XP_032291450.1|DVIR	LOC108078641|XP_017028058.1|DKIK
OG0009112	LOC6627845|XP_002052841.1|DVIR	LOC108074307|XP_017021790.1|DKIK
OG0009113	LOC6628482|XP_002052029.1|DVIR	LOC108077306|XP_017026075.1|DKIK
OG0009114	LOC6628643|XP_002051887.1|DVIR	LOC108074292|XP_017021768.1|DKIK
OG0009115	LOC6628240|XP_002051451.2|DVIR	LOC108082204|XP_017033024.1|DKIK
OG0009116	LOC6628733|XP_002051070.2|DVIR	LOC108075829|XP_017023889.1|DKIK
OG0009117	LOC6627991|XP_002051428.1|DVIR	LOC108073639|XP_017020847.1|DKIK, LOC108073638|XP_017020846.1|DKIK
OG0009118	LOC6631579|XP_002055689.1|DVIR	LOC108080223|XP_017030368.1|DKIK
OG0009119	LOC6634044|XP_032289032.1|DVIR	LOC108075298|XP_017023186.1|DKIK
OG0009120	LOC6623506|XP_002047285.1|DVIR	LOC108078584|XP_017027993.1|DKIK
OG0009121	LOC6627168|XP_002050953.1|DVIR	LOC108075997|XP_017024140.1|DKIK, LOC108082600|XP_017033562.1|DKIK
OG0009122	LOC6626835|XP_002050837.1|DVIR	LOC108076221|XP_017024452.1|DKIK
OG0009123	LOC6635824|XP_002059447.1|DVIR	LOC108076707|XP_017025156.1|DKIK
OG0009124	LOC6626530|XP_002049467.2|DVIR	LOC108077357|XP_017026140.1|DKIK
OG0009125	LOC6636389|XP_002059958.1|DVIR	LOC108081291|XP_017031866.1|DKIK, LOC108080698|XP_017031025.1|DKIK, LOC108080706|XP_017031032.1|DKIK
OG0009126	LOC116650953|XP_032292156.1|DVIR	LOC108073030|XP_017019979.1|DKIK
OG0009127	LOC6625891|XP_002050362.1|DVIR	LOC108076457|XP_017024827.1|DKIK
OG0009128	LOC6624863|XP_002048882.2|DVIR	LOC108081303|XP_017031878.1|DKIK
OG0009129	LOC6626768|XP_002050922.1|DVIR	LOC108070816|XP_017016905.1|DKIK
OG0009130	LOC6635880|XP_015024238.1|DVIR	LOC108076755|XP_017025241.1|DKIK
OG0009131	LOC6635883|XP_032292208.1|DVIR	LOC108076703|XP_017025150.1|DKIK
OG0009132	LOC6635836|XP_002059471.1|DVIR	LOC108072342|XP_017018921.1|DKIK
OG0009133	LOC6626973|XP_002048715.1|DVIR	LOC108070798|XP_017016887.1|DKIK
OG0009134	LOC6625192|XP_015029562.1|DVIR	LOC108082396|XP_017033230.1|DKIK
OG0009135	LOC6625612|XP_002051054.2|DVIR	LOC108078400|XP_017027745.1|DKIK
OG0009136	LOC6635961|XP_032291704.1|DVIR	LOC108082360|XP_017033190.1|DKIK
OG0009137	LOC6626711|XP_002050764.3|DVIR	LOC108082585|XP_017033533.1|DKIK
OG0009138	LOC6626713|XP_002050766.1|DVIR	LOC108082377|XP_017033207.1|DKIK
OG0009139	LOC6626379|XP_002050356.1|DVIR	LOC108076394|XP_017024720.1|DKIK
OG0009140	LOC26531180|XP_015023961.1|DVIR	LOC108078062|XP_017027116.1|DKIK
OG0009141	LOC6636394|XP_002059963.1|DVIR	LOC108081300|XP_017031876.1|DKIK
OG0009142	LOC6636507|XP_002059987.1|DVIR	LOC108081329|XP_017031955.1|DKIK
OG0009143	LOC6624909|XP_002050222.2|DVIR	LOC108076259|XP_017024498.1|DKIK
OG0009144	LOC26531644|XP_015030351.1|DVIR	LOC108076227|XP_017024459.1|DKIK
OG0009145	LOC6626569|XP_002049894.1|DVIR	LOC108085118|XP_017037109.1|DKIK
OG0009146	LOC6625094|XP_032292723.1|DVIR	LOC108079803|XP_017029775.1|DKIK
OG0009147	LOC6625495|XP_002049012.1|DVIR	LOC108076144|XP_017024361.1|DKIK
OG0009148	LOC6625280|XP_002049865.1|DVIR	LOC108070902|XP_017017047.1|DKIK
OG0009149	LOC6626401|XP_002049138.1|DVIR	LOC108076578|XP_017024976.1|DKIK
OG0009150	LOC6635349|XP_002058876.1|DVIR	LOC108070832|XP_017016944.1|DKIK
OG0009151	LOC6625300|XP_002049262.1|DVIR	LOC108078210|XP_017027384.1|DKIK
OG0009152	LOC6625108|XP_002049282.1|DVIR	LOC108078089|XP_017027170.1|DKIK
OG0009153	LOC6625977|XP_002049992.1|DVIR	LOC108072207|XP_017018757.1|DKIK
OG0009154	LOC6633181|XP_002055969.1|DVIR	LOC108083751|XP_017035156.1|DKIK
OG0009155	LOC6626515|XP_002048913.1|DVIR	LOC108082451|XP_017033311.1|DKIK
OG0009156	LOC6627641|XP_002051115.1|DVIR	LOC108082252|XP_017033085.1|DKIK
OG0009157	LOC6622309|XP_002047915.1|DVIR	LOC108082847|XP_017033907.1|DKIK
OG0009158	LOC6622597|XP_002046444.1|DVIR	LOC108079028|XP_017028698.1|DKIK
OG0009159	LOC6633469|XP_002057060.1|DVIR, LOC6633848|XP_002057200.2|DVIR	LOC108083441|XP_017034686.1|DKIK
OG0009160	LOC6634415|XP_032296333.1|DVIR	LOC108083336|XP_017034569.1|DKIK
OG0009161	LOC6636086|XP_002059617.1|DVIR	LOC108079460|XP_017029288.1|DKIK
OG0009162	LOC6623142|XP_002046716.2|DVIR	LOC108077484|XP_017026296.1|DKIK
OG0009163	LOC6624480|XP_002047110.2|DVIR	LOC108078643|XP_017028061.1|DKIK
OG0009164	LOC6622824|XP_002046552.1|DVIR	LOC108079891|XP_017029905.1|DKIK
OG0009165	LOC6623034|XP_032290752.1|DVIR	LOC108071568|XP_017017837.1|DKIK
OG0009166	LOC26530816|XP_032291532.1|DVIR	LOC108073768|XP_017021024.1|DKIK
OG0009167	LOC6624206|XP_002047171.1|DVIR	LOC108078882|XP_017028498.1|DKIK
OG0009168	LOC6624591|XP_002047172.1|DVIR	LOC108078883|XP_017028501.1|DKIK
OG0009169	LOC6622518|XP_002046995.3|DVIR	LOC108078801|XP_017028359.1|DKIK
OG0009170	LOC6623322|XP_015031059.1|DVIR	LOC108078636|XP_017028051.1|DKIK
OG0009171	LOC6624410|XP_002046360.1|DVIR	LOC108078897|XP_017028519.1|DKIK
OG0009172	LOC6623442|XP_002048632.2|DVIR	LOC108073793|XP_017021048.1|DKIK
OG0009173	LOC6624570|XP_015031127.1|DVIR	LOC108075157|XP_017022934.1|DKIK
OG0009175	LOC6629080|XP_002051603.1|DVIR	LOC108074842|XP_017022539.1|DKIK
OG0009176	LOC6623010|XP_002048049.1|DVIR	LOC108083161|XP_017034337.1|DKIK
OG0009177	LOC6622418|XP_032290023.1|DVIR, LOC6624690|XP_002048425.2|DVIR, LOC26530590|XP_032290042.1|DVIR	LOC108081356|XP_017031991.1|DKIK, LOC108081357|XP_017031992.1|DKIK, LOC108083025|XP_017034146.1|DKIK, LOC108083019|XP_017034136.1|DKIK, LOC108082979|XP_017034090.1|DKIK
OG0009178	LOC6622386|XP_002048418.1|DVIR	LOC108083130|XP_017034295.1|DKIK
OG0009179	LOC6624634|XP_002047660.1|DVIR	LOC108083312|XP_017034539.1|DKIK
OG0009180	LOC6623513|XP_002048393.2|DVIR	LOC108074966|XP_017022688.1|DKIK
OG0009181	LOC6622306|XP_002048136.2|DVIR, LOC6622280|XP_002048135.1|DVIR	LOC108075021|XP_017022762.1|DKIK
OG0009182	LOC6622961|XP_002048215.1|DVIR	LOC108072813|XP_017019596.1|DKIK
OG0009183	LOC6622449|XP_002047721.1|DVIR	LOC108084751|XP_017036552.1|DKIK
OG0009184	LOC6622393|XP_032290612.1|DVIR	LOC108072743|XP_017019503.1|DKIK
OG0009185	LOC6622200|XP_002048655.2|DVIR	LOC108070465|XP_017016435.1|DKIK
OG0009186	LOC6624593|XP_002048093.2|DVIR	LOC108075316|XP_017023210.1|DKIK
OG0009187	LOC6632873|XP_002055809.1|DVIR	LOC108071463|XP_017017715.1|DKIK
OG0009188	LOC6626618|XP_002050602.1|DVIR	LOC108072974|XP_017019898.1|DKIK
OG0009189	LOC6623867|XP_002046244.1|DVIR	LOC108071504|XP_017017757.1|DKIK
OG0009190	LOC6623940|XP_002047409.1|DVIR	LOC108074972|XP_017022694.1|DKIK
OG0009191	LOC6625059|XP_002050530.1|DVIR	LOC108085146|XP_017037154.1|DKIK
OG0009192	LOC6636459|XP_002059818.1|DVIR, LOC116650887|XP_032291736.1|DVIR	LOC108079866|XP_017029867.1|DKIK
OG0009193	LOC6634134|XP_015025277.1|DVIR	LOC108077415|XP_017026205.1|DKIK
OG0009194	LOC6628620|XP_002051340.2|DVIR	LOC108082659|XP_017033646.1|DKIK
OG0009195	LOC6623666|XP_002047843.1|DVIR	LOC108071896|XP_017018315.1|DKIK
OG0009196	LOC6623772|XP_032290371.1|DVIR	LOC108071562|XP_017017832.1|DKIK
OG0009197	LOC6623285|XP_002047356.2|DVIR	LOC108080784|XP_017031140.1|DKIK, LOC108080744|XP_017031089.1|DKIK
OG0009198	LOC26531739|XP_032290040.1|DVIR	LOC108083017|XP_017034134.1|DKIK
OG0009199	LOC6624667|XP_032291175.1|DVIR	LOC108080600|XP_017030908.1|DKIK
OG0009200	LOC6627232|XP_032291842.1|DVIR	LOC108079175|XP_017028915.1|DKIK, LOC108083386|XP_017034622.1|DKIK
OG0009201	LOC6625443|XP_002050993.1|DVIR, LOC116650998|XP_032292400.1|DVIR	LOC108076580|XP_017024979.1|DKIK
OG0009202	LOC6625506|XP_002051012.2|DVIR	LOC108070799|XP_017016888.1|DKIK
OG0009203	LOC6635869|XP_002059343.1|DVIR	LOC108085098|XP_017037059.1|DKIK
OG0009204	LOC116649720|XP_002049603.1|DVIR, LOC6626027|XP_032292910.1|DVIR	LOC108076647|XP_017025068.1|DKIK
OG0009205	LOC6625574|XP_002049599.1|DVIR, LOC116651098|XP_032292803.1|DVIR	LOC108076812|XP_017025331.1|DKIK
OG0009206	LOC6626622|XP_002049698.2|DVIR	LOC108076319|XP_017024591.1|DKIK
OG0009207	LOC6632479|XP_002056292.1|DVIR, LOC6632478|XP_002056291.1|DVIR	LOC108080986|XP_017031402.1|DKIK
OG0009209	LOC6630267|XP_002053426.2|DVIR	LOC108081502|XP_017032209.1|DKIK, LOC108081484|XP_017032172.1|DKIK
OG0009210	LOC116649733|XP_032292801.1|DVIR	LOC108076628|XP_017025043.1|DKIK
OG0009211	LOC6635637|XP_015024543.1|DVIR	LOC108081442|XP_017032118.1|DKIK
OG0009213	LOC116650231|XP_032289381.1|DVIR	LOC108071704|XP_017018014.1|DKIK
OG0009213	LOC26531163|XP_032289335.1|DVIR	LOC108071680|XP_017017977.1|DKIK
OG0009220	LOC26531301|XP_015026795.1|DVIR	LOC108080378|XP_017030589.1|DKIK
OG0009224	LOC6631281|XP_002053520.2|DVIR	LOC108080491|XP_017030742.1|DKIK
OG0009225	LOC6634733|XP_002058332.1|DVIR	LOC108076088|XP_017024291.1|DKIK
OG0009228	LOC6632038|XP_002055504.1|DVIR	LOC108083888|XP_017035369.1|DKIK
OG0009229	LOC6629650|XP_002053560.1|DVIR	LOC108084840|XP_017036703.1|DKIK
OG0009230	LOC6629074|XP_032293994.1|DVIR	LOC108080980|XP_017031398.1|DKIK
OG0009231	LOC6633809|XP_002057098.1|DVIR	LOC108080539|XP_017030831.1|DKIK
OG0009232	LOC6633563|XP_002057368.2|DVIR	LOC108071233|XP_017017405.1|DKIK
OG0009234	LOC6633637|XP_002056831.2|DVIR	LOC108080320|XP_017030499.1|DKIK
OG0009236	LOC26531925|XP_015024813.1|DVIR	LOC108079870|XP_017029871.1|DKIK
OG0009238	LOC6624592|XP_002047641.1|DVIR	LOC108073807|XP_017021071.1|DKIK
OG0009239	LOC6623970|XP_002047619.1|DVIR	LOC108083253|XP_017034449.1|DKIK
OG0009241	LOC6634190|XP_002057783.1|DVIR	LOC108075923|XP_017024047.1|DKIK
OG0009245	LOC6629358|XP_032292250.1|DVIR	LOC108084853|XP_017036722.1|DKIK
OG0009247	LOC6630999|XP_002053501.1|DVIR	LOC108071410|XP_017017642.1|DKIK
OG0009248	LOC6631827|XP_002055469.1|DVIR	LOC108080127|XP_017030246.1|DKIK
OG0009249	LOC6627781|XP_002052020.1|DVIR	LOC108076955|XP_017025494.1|DKIK
OG0009251	LOC6633348|XP_002056789.1|DVIR	LOC108074237|XP_017021669.1|DKIK
OG0009252	LOC6635500|XP_002059040.3|DVIR	LOC108080331|XP_017030520.1|DKIK
OG0009253	LOC6632049|XP_002055246.1|DVIR	LOC108071824|XP_017018220.1|DKIK
OG0009254	LOC6634602|XP_032296343.1|DVIR	LOC108080363|XP_017030568.1|DKIK
OG0009255	LOC6631629|XP_002055010.2|DVIR	LOC108079359|XP_017029156.1|DKIK
OG0009256	LOC6631339|XP_002055776.1|DVIR	LOC108082950|XP_017034055.1|DKIK
OG0009257	LOC6632137|XP_002055389.1|DVIR	LOC108085950|XP_017038225.1|DKIK
OG0009258	LOC6634513|XP_002058062.3|DVIR	LOC108071077|XP_017017247.1|DKIK
OG0009259	LOC6632112|XP_002055021.1|DVIR	LOC108078995|XP_017028661.1|DKIK
OG0009260	LOC6631859|XP_002055203.1|DVIR	LOC108074230|XP_017021662.1|DKIK
OG0009261	LOC6634828|XP_002058217.2|DVIR	LOC108079998|XP_017030053.1|DKIK
OG0009262	LOC6634771|XP_002058197.3|DVIR	LOC108084487|XP_017036208.1|DKIK
OG0009263	LOC6635608|XP_002058951.1|DVIR	LOC108076713|XP_017025167.1|DKIK
