Orthogroup	DVIR.longest_only	DPER.longest_only
OG0009729	LOC6625185|XP_002049118.1|DVIR	LOC6590618|XP_002016705.1|DPER
OG0009730	LOC6633269|XP_002057150.1|DVIR	LOC6598287|XP_002023310.2|DPER
OG0009731	LOC6625063|XP_032293152.1|DVIR	LOC113565243|XP_026842780.1|DPER
OG0009732	LOC6624803|XP_002049653.1|DVIR	LOC6590433|XP_002015729.1|DPER
OG0009733	LOC6635442|XP_002058982.1|DVIR	LOC6599190|XP_002024347.1|DPER
OG0009734	LOC6634657|XP_002058110.1|DVIR	LOC6597639|XP_002022742.2|DPER
OG0009735	LOC6628192|XP_032294240.1|DVIR	LOC6588975|XP_002014567.1|DPER
OG0009736	LOC6633582|XP_032295940.1|DVIR	LOC6600218|XP_002025216.2|DPER
OG0009737	LOC6632473|XP_002056174.1|DVIR	LOC6587564|XP_002013909.1|DPER
OG0009738	LOC6635430|XP_002059066.3|DVIR	LOC6601778|XP_002026813.2|DPER
OG0009739	LOC6635433|XP_002059069.2|DVIR	LOC6601776|XP_002026811.1|DPER
OG0009740	LOC6636028|XP_002059633.2|DVIR	LOC6599228|XP_026848303.1|DPER
OG0009741	LOC6634111|XP_002057879.1|DVIR	LOC6593994|XP_026843578.1|DPER
OG0009742	LOC6631452|XP_032295611.1|DVIR	LOC6599128|XP_026849244.1|DPER
OG0009743	LOC6632106|XP_015026705.1|DVIR	LOC6600677|XP_026848609.1|DPER
OG0009744	LOC6633680|XP_002057285.1|DVIR	LOC6596884|XP_002022099.2|DPER
OG0009745	LOC6632111|XP_032295439.1|DVIR	LOC6598569|XP_002023632.2|DPER
OG0009746	LOC6634765|XP_032296447.1|DVIR	LOC6602913|XP_002027936.2|DPER
OG0009747	LOC6634796|XP_002058132.1|DVIR, LOC116652286|XP_032296483.1|DVIR	LOC6589358|XP_002015364.1|DPER
OG0009748	LOC6631954|XP_002054948.1|DVIR	LOC6597447|XP_026846490.1|DPER
OG0009749	LOC6622357|XP_032290050.1|DVIR	LOC6599016|XP_002024084.1|DPER
OG0009750	LOC6624273|XP_002047434.2|DVIR	LOC6601246|XP_026849965.1|DPER
OG0009751	LOC6631513|XP_002055310.1|DVIR	LOC6597210|XP_002022618.1|DPER
OG0009752	LOC6633424|XP_002057217.2|DVIR	LOC6600138|XP_002025255.1|DPER
OG0009753	LOC6633422|XP_002057215.1|DVIR	LOC6600140|XP_002025257.1|DPER
OG0009754	LOC6635851|XP_032292114.1|DVIR	LOC6590077|XP_002015667.1|DPER
OG0009755	LOC6636729|XP_002060124.1|DVIR	LOC6603094|XP_002028104.1|DPER
OG0009756	LOC6631457|XP_002055545.1|DVIR	LOC6597905|XP_026846963.1|DPER
OG0009757	LOC6627143|XP_002048955.1|DVIR	LOC6593157|XP_002018331.1|DPER
OG0009758	LOC6634958|XP_002058592.1|DVIR	LOC6594839|XP_002020243.1|DPER
OG0009759	LOC6633628|XP_032295946.1|DVIR	LOC6600715|XP_002025830.2|DPER
OG0009760	LOC6635481|XP_032295674.1|DVIR	LOC6596675|XP_026845924.1|DPER
OG0009761	LOC6636935|XP_002060391.1|DVIR	LOC6596681|XP_026845954.1|DPER
OG0009762	LOC6633871|XP_032296522.1|DVIR	LOC6600084|XP_026845143.1|DPER
OG0009763	LOC6624685|XP_032291028.1|DVIR	LOC6600632|XP_002025626.2|DPER
OG0009764	LOC6623282|XP_002047256.1|DVIR	LOC6600531|XP_002025718.2|DPER
OG0009765	LOC6623259|XP_002046114.1|DVIR	LOC6602177|XP_002027246.2|DPER
OG0009766	LOC6623461|XP_002046135.1|DVIR	LOC6601445|XP_002026447.1|DPER
OG0009767	LOC6623188|XP_002046147.1|DVIR	LOC6601457|XP_002026459.1|DPER
OG0009768	LOC6636568|XP_002060072.1|DVIR	LOC113566617|XP_026848853.1|DPER
OG0009769	LOC6624114|XP_002046266.1|DVIR	LOC6603012|XP_026849504.1|DPER
OG0009770	LOC6623011|XP_002046676.1|DVIR	LOC6597176|XP_026845420.1|DPER
OG0009771	LOC6628700|XP_015028479.1|DVIR	LOC6601096|XP_002026061.1|DPER
OG0009772	LOC6622838|XP_032291070.1|DVIR	LOC6599552|XP_002024661.1|DPER
OG0009773	LOC6622595|XP_002047017.1|DVIR	LOC6601644|XP_002026758.2|DPER
OG0009774	LOC6623117|XP_002046721.1|DVIR	LOC6601416|XP_026847918.1|DPER
OG0009775	LOC6622776|XP_002048193.2|DVIR	LOC6597160|XP_026845427.1|DPER
OG0009776	LOC6622072|XP_002047119.2|DVIR	LOC6600242|XP_002025407.2|DPER
OG0009777	LOC6623324|XP_002047825.2|DVIR	LOC6600258|XP_026849092.1|DPER
OG0009778	LOC6624343|XP_002046619.1|DVIR	LOC6599503|XP_026849545.1|DPER
OG0009779	LOC6623028|XP_002046513.1|DVIR	LOC6601372|XP_026847830.1|DPER
OG0009780	LOC6623042|XP_002046515.1|DVIR	LOC6601480|XP_026847758.1|DPER
OG0009781	LOC6623435|XP_032290416.1|DVIR	LOC6599530|XP_026849427.1|DPER
OG0009783	LOC6622985|XP_002047085.2|DVIR	LOC113566463|XP_026847922.1|DPER
OG0009784	LOC6636813|XP_002060295.3|DVIR	LOC6601179|XP_002026245.1|DPER
OG0009785	LOC6624675|XP_002047175.3|DVIR	LOC6601230|XP_026848208.1|DPER
OG0009786	LOC6622789|XP_002048207.1|DVIR	LOC6599646|XP_002024756.1|DPER
OG0009787	LOC6623398|XP_002048204.1|DVIR	LOC6599643|XP_002024753.1|DPER
OG0009788	LOC6624239|XP_002047433.1|DVIR	LOC113566936|XP_026849948.1|DPER
OG0009789	LOC6622401|XP_002046972.1|DVIR	LOC6596218|XP_002021286.1|DPER
OG0009790	LOC26531440|XP_015030331.1|DVIR	LOC6592719|XP_002018086.1|DPER
OG0009791	LOC6623495|XP_032290646.1|DVIR	LOC6602461|XP_002027523.1|DPER
OG0009792	LOC6622322|XP_002046963.1|DVIR	LOC6601438|XP_002026474.1|DPER
OG0009793	LOC6622678|XP_015030937.1|DVIR	LOC6603804|XP_026847371.1|DPER
OG0009794	LOC6629821|XP_002053189.2|DVIR	LOC6594039|XP_026850380.1|DPER
OG0009795	LOC6632118|XP_002055256.2|DVIR	LOC6603070|XP_002028088.1|DPER
OG0009796	LOC6623430|XP_032291124.1|DVIR	LOC6602313|XP_002027372.1|DPER
OG0009797	LOC6624370|XP_002047162.1|DVIR	LOC6599860|XP_026847307.1|DPER
OG0009798	LOC6624731|XP_032291189.1|DVIR	LOC6599859|XP_026847346.1|DPER
OG0009799	LOC6623807|XP_032290979.1|DVIR	LOC6597126|XP_002022314.2|DPER
OG0009800	LOC6624495|XP_002047624.2|DVIR	LOC6596198|XP_026845633.1|DPER
OG0009801	LOC6624653|XP_032290907.1|DVIR	LOC6601704|XP_026849918.1|DPER
OG0009802	LOC6624430|XP_002046580.2|DVIR	LOC6603569|XP_026848017.1|DPER
OG0009803	LOC6623885|XP_002046227.1|DVIR	LOC113566357|XP_026847454.1|DPER
OG0009804	LOC6623789|XP_002046211.3|DVIR	LOC6599884|XP_002024938.1|DPER
OG0009806	LOC6623766|XP_002046208.1|DVIR	LOC6599887|XP_002024941.1|DPER
OG0009807	LOC6623624|XP_032290673.1|DVIR	LOC6599704|XP_002024957.1|DPER
OG0009809	LOC6622827|XP_002047213.1|DVIR	LOC6595922|XP_002021068.1|DPER
OG0009810	LOC6623837|XP_032290648.1|DVIR	LOC6601144|XP_026848209.1|DPER
OG0009811	LOC6623923|XP_002048289.2|DVIR	LOC6601143|XP_002026275.2|DPER
OG0009812	LOC6624078|XP_002046861.1|DVIR	LOC6603027|XP_002028009.1|DPER
OG0009813	LOC6622664|XP_015030648.1|DVIR	LOC6602413|XP_002027418.2|DPER
OG0009814	LOC6624487|XP_002046945.1|DVIR	LOC6603755|XP_026849071.1|DPER
OG0009815	LOC6624702|XP_002047576.2|DVIR	LOC6601506|XP_002026568.1|DPER
OG0009816	LOC6623048|XP_032290722.1|DVIR	LOC6595850|XP_002021380.1|DPER
OG0009817	LOC6623027|XP_002048052.2|DVIR	LOC6595849|XP_002021379.2|DPER
OG0009818	LOC6622377|XP_002047489.2|DVIR	LOC6602263|XP_026848572.1|DPER
OG0009819	LOC6623999|XP_002047490.1|DVIR	LOC6602264|XP_002027313.2|DPER
OG0009820	LOC6622363|XP_032290586.1|DVIR	LOC6602265|XP_002027314.2|DPER
OG0009821	LOC6624253|XP_032290411.1|DVIR	LOC6601853|XP_026849332.1|DPER
OG0009822	LOC6624160|XP_032290263.1|DVIR	LOC6598945|XP_002024132.1|DPER
OG0009823	LOC6632072|XP_002054976.1|DVIR	LOC6601220|XP_002026316.1|DPER
OG0009824	LOC6623311|XP_002048550.1|DVIR	LOC6598967|XP_026847820.1|DPER
OG0009825	LOC6622352|XP_032290783.1|DVIR	LOC6602205|XP_026847998.1|DPER
OG0009826	LOC6622470|XP_002047946.1|DVIR	LOC6603259|XP_026848172.1|DPER
OG0009827	LOC6622493|XP_002047948.1|DVIR	LOC6603260|XP_002028247.2|DPER
OG0009828	LOC6623470|XP_002048574.1|DVIR	LOC6598866|XP_002024039.1|DPER
OG0009829	LOC6622089|XP_002047689.1|DVIR	LOC6596046|XP_002021230.1|DPER
OG0009830	LOC6624001|XP_002048649.1|DVIR	LOC6595760|XP_002021341.2|DPER
OG0009831	LOC6623827|XP_002048645.1|DVIR	LOC6595791|XP_002021336.1|DPER
OG0009832	LOC6623528|XP_002048644.1|DVIR	LOC6595790|XP_002021335.1|DPER
OG0009833	LOC6622453|XP_032290024.1|DVIR	LOC6596965|XP_026845567.1|DPER
OG0009834	LOC6626851|XP_015029282.1|DVIR	LOC6590638|XP_002016141.1|DPER
OG0009835	LOC26531404|XP_015030324.1|DVIR, LOC6626779|XP_002050092.1|DVIR	LOC6591312|XP_002016135.1|DPER
OG0009836	LOC6630140|XP_002053623.1|DVIR	LOC6594047|XP_002019870.1|DPER
OG0009837	LOC6633130|XP_002055811.3|DVIR	LOC6587317|XP_026844152.1|DPER
OG0009838	LOC6628528|XP_002052724.1|DVIR	LOC6595709|XP_002020745.1|DPER
OG0009839	LOC26530912|XP_015030261.1|DVIR	LOC113565125|XP_026841729.1|DPER
OG0009840	LOC6634298|XP_002057450.1|DVIR	LOC6597943|XP_002023178.1|DPER
OG0009841	LOC6629026|XP_002051373.1|DVIR	LOC6588781|XP_026844657.1|DPER
OG0009842	LOC6622230|XP_015030582.1|DVIR	LOC6597092|XP_002022283.1|DPER
OG0009843	LOC6622468|XP_002046987.2|DVIR	LOC6596203|XP_002021271.2|DPER
OG0009844	LOC116650711|XP_032291060.1|DVIR, LOC6622243|XP_002048388.1|DVIR	LOC6604116|XP_026849627.1|DPER
OG0009845	LOC6625873|XP_002049674.1|DVIR	LOC6590818|XP_002016675.1|DPER
OG0009846	LOC6628059|XP_002051528.1|DVIR	LOC6593330|XP_002018806.2|DPER
OG0009847	LOC6633260|XP_002056884.1|DVIR	LOC6596880|XP_026845812.1|DPER
OG0009848	LOC6633734|XP_002057019.1|DVIR	LOC6596794|XP_002021874.1|DPER
OG0009849	LOC6630712|XP_015026979.2|DVIR	LOC6595285|XP_026847006.1|DPER
OG0009850	LOC26531566|XP_015025731.1|DVIR	LOC6600708|XP_026848645.1|DPER
OG0009851	LOC6636001|XP_002059501.1|DVIR	LOC6589281|XP_002014651.2|DPER, LOC6596332|XP_026843544.1|DPER
OG0009852	LOC6624388|XP_002046568.1|DVIR, LOC6631816|XP_002055188.1|DVIR	LOC6591681|XP_002016896.2|DPER
OG0009853	LOC6631351|XP_002054992.2|DVIR	LOC6599124|XP_002024389.1|DPER
OG0009854	LOC6635432|XP_032295926.1|DVIR, LOC6637227|XP_032295836.1|DVIR	LOC6601777|XP_002026812.1|DPER
OG0009855	LOC6633949|XP_002057836.1|DVIR	LOC6593877|XP_026843597.1|DPER
OG0009856	LOC6634017|XP_002057860.1|DVIR, LOC6634018|XP_002057861.1|DVIR	LOC6604345|XP_026843484.1|DPER
OG0009857	LOC6634296|XP_002057448.1|DVIR	LOC6597941|XP_002023176.1|DPER
OG0009858	LOC6628596|XP_002051211.1|DVIR	LOC6589448|XP_002014475.1|DPER
OG0009859	LOC6628295|XP_002051180.1|DVIR	LOC6596463|XP_002021758.1|DPER
OG0009860	LOC6635780|XP_002059176.2|DVIR	LOC6589665|XP_002014301.1|DPER
OG0009861	LOC6627658|XP_002051722.1|DVIR	LOC6595693|XP_002020719.1|DPER
OG0009862	LOC6627711|XP_002051633.1|DVIR	LOC6589205|XP_002014695.2|DPER
OG0009863	LOC6628641|XP_032293932.1|DVIR	LOC6593754|XP_002018666.2|DPER
OG0009864	LOC6628829|XP_002052070.2|DVIR	LOC6589114|XP_026844516.1|DPER
OG0009865	LOC6627478|XP_002052128.1|DVIR	LOC6595380|XP_002020816.1|DPER
OG0009866	LOC6623908|XP_032290838.1|DVIR	LOC6601358|XP_026847905.1|DPER
OG0009867	LOC116650835|XP_032291515.1|DVIR, LOC6636544|XP_002060048.2|DVIR, LOC116650818|XP_032291459.1|DVIR	LOC6599661|XP_002024793.2|DPER
OG0009868	LOC6624568|XP_002048492.1|DVIR	LOC6602297|XP_002027356.1|DPER
OG0009869	LOC26531384|XP_015031737.1|DVIR	LOC6588911|XP_026844801.1|DPER
OG0009870	LOC6624103|XP_002048352.1|DVIR	LOC6598939|XP_026848987.1|DPER
OG0009871	LOC6625970|XP_015029183.1|DVIR	LOC6592363|XP_026841876.1|DPER
OG0009872	LOC6626446|XP_002049803.1|DVIR	LOC6600813|XP_002025880.1|DPER
OG0009873	LOC6625797|XP_002050895.1|DVIR	LOC6593200|XP_026840928.1|DPER
OG0009874	LOC6623050|XP_002048053.1|DVIR	LOC6598895|XP_002024100.1|DPER
OG0009875	LOC6622153|XP_002047943.1|DVIR	LOC6603256|XP_002028243.2|DPER
OG0009876	LOC6626828|XP_002050197.1|DVIR, LOC26531597|XP_015030347.1|DVIR	LOC6590250|XP_002016542.2|DPER
OG0009877	LOC6625357|XP_002050324.2|DVIR	LOC6593275|XP_026842268.1|DPER
OG0009878	LOC26531410|XP_015030325.1|DVIR	LOC113565073|XP_026841255.1|DPER
OG0009879	LOC6625815|XP_002050597.2|DVIR	LOC6592812|XP_002017609.1|DPER
OG0009880	LOC6636361|XP_002059890.1|DVIR, LOC6636364|XP_002059893.1|DVIR	LOC6593179|XP_002018113.1|DPER
OG0009881	LOC6626971|XP_002048714.1|DVIR	LOC6590267|XP_026842309.1|DPER
OG0009882	LOC6626033|XP_002050800.1|DVIR	LOC113565025|XP_026840606.1|DPER
OG0009883	LOC116652249|XP_032296304.1|DVIR, LOC6625575|XP_015029422.1|DVIR	LOC6593235|XP_002018356.2|DPER
OG0009884	LOC116651097|XP_032292802.1|DVIR, LOC6625573|XP_002049598.1|DVIR	LOC6593238|XP_002018359.1|DPER
OG0009885	LOC6625930|XP_002049299.1|DVIR	LOC6593037|XP_002017714.1|DPER
OG0009886	LOC6625882|XP_002049332.1|DVIR	LOC6590043|XP_002016437.1|DPER
OG0009887	LOC6625768|XP_002049875.1|DVIR	LOC6592461|XP_002017796.1|DPER
OG0009888	LOC6626137|XP_002049131.1|DVIR	LOC6590242|XP_002016716.1|DPER
OG0009889	LOC6624941|XP_002049040.1|DVIR	LOC6589930|XP_026842069.1|DPER
OG0009890	LOC6625726|XP_002049020.1|DVIR	LOC6601626|XP_002026629.1|DPER
OG0009891	LOC6624820|XP_002048978.1|DVIR	LOC6592817|XP_002017614.1|DPER
OG0009892	LOC6625643|XP_002049558.2|DVIR	LOC6587379|XP_002013667.2|DPER, LOC6603106|XP_026847157.1|DPER, LOC6597457|XP_026849308.1|DPER
OG0009893	LOC6625647|XP_015029429.1|DVIR	LOC6592197|XP_002017832.1|DPER
OG0009895	LOC6632275|XP_032289566.1|DVIR	LOC6594200|XP_026851199.1|DPER
OG0009896	LOC6630489|XP_032292360.1|DVIR	LOC6591908|XP_002017055.2|DPER
OG0009897	LOC6633229|XP_002056287.1|DVIR	LOC6594235|XP_002019969.2|DPER
OG0009898	LOC6629542|XP_002053670.1|DVIR, LOC6629540|XP_002053668.2|DVIR, LOC116651462|XP_032293723.1|DVIR	LOC6591636|XP_002017127.1|DPER
OG0009899	LOC6631203|XP_015027688.1|DVIR	LOC6587404|XP_002013234.1|DPER
OG0009900	LOC6632437|XP_002056167.1|DVIR	LOC6588498|XP_002013914.1|DPER
OG0009901	LOC6630261|XP_002053420.1|DVIR	LOC6591647|XP_002016860.1|DPER
OG0009902	LOC6629733|XP_002053609.1|DVIR	LOC6594058|XP_002019857.2|DPER
OG0009903	LOC6630706|XP_002054646.1|DVIR	LOC6594630|XP_002019476.1|DPER
OG0009904	LOC6630826|XP_002054112.1|DVIR	LOC113567326|XP_026850532.1|DPER
OG0009905	LOC6630585|XP_032289853.1|DVIR	LOC6588615|XP_026840140.1|DPER
OG0009906	LOC6630580|XP_002053852.1|DVIR	LOC6588500|XP_002013162.1|DPER
OG0009907	LOC6629910|XP_002054156.1|DVIR, LOC6629912|XP_002054158.1|DVIR	LOC6598842|XP_002023960.1|DPER
OG0009909	LOC6630848|XP_002053930.1|DVIR	LOC6587210|XP_002013023.2|DPER
OG0009910	LOC6631274|XP_002054058.3|DVIR	LOC6587496|XP_002013525.2|DPER
OG0009911	LOC6625369|XP_002049065.2|DVIR	LOC6590463|XP_026842243.1|DPER
OG0009912	LOC6628303|XP_002051188.2|DVIR, LOC26531749|XP_015028982.2|DVIR	LOC6596473|XP_002021768.1|DPER
OG0009913	LOC6628736|XP_002051073.1|DVIR	LOC6603375|XP_002028355.1|DPER
OG0009916	LOC116649882|XP_032289033.1|DVIR, LOC26530814|XP_015025373.1|DVIR	LOC6598103|XP_026843557.1|DPER
OG0009922	LOC26531368|XP_015031735.1|DVIR	LOC113566558|XP_026848439.1|DPER
OG0009925	LOC6629578|XP_002054870.2|DVIR	LOC6591734|XP_026844082.1|DPER
OG0009930	LOC6633360|XP_002056984.1|DVIR	LOC6597588|XP_002022775.1|DPER
OG0009932	LOC6626343|XP_002050681.1|DVIR	LOC6592923|XP_002018443.2|DPER
OG0009934	LOC116650749|XP_032291240.1|DVIR	LOC6600319|XP_002025373.1|DPER
OG0009937	LOC26531731|XP_032289827.1|DVIR, LOC116650408|XP_032289871.1|DVIR	LOC113565792|XP_026844771.1|DPER
OG0009938	LOC6631516|XP_002055313.3|DVIR	LOC6598427|XP_026848708.1|DPER
OG0009940	LOC6632979|XP_002056482.1|DVIR	LOC6592008|XP_026849438.1|DPER
OG0009941	LOC6628036|XP_002052913.1|DVIR	LOC6593705|XP_002018629.1|DPER
OG0009942	LOC6626340|XP_002050678.2|DVIR	LOC6601263|XP_026842001.1|DPER
OG0009943	LOC6627758|XP_002051131.1|DVIR	LOC6589003|XP_026844317.1|DPER
OG0009944	LOC6634786|XP_002058122.2|DVIR	LOC6596673|XP_002021976.1|DPER
OG0009945	LOC6631439|XP_002055677.1|DVIR	LOC6596898|XP_026849894.1|DPER
OG0009946	LOC26530705|XP_015027818.1|DVIR	LOC113564927|XP_026840202.1|DPER
OG0009947	LOC6624723|XP_002047194.2|DVIR	LOC6602930|XP_026848848.1|DPER
OG0009948	LOC6635561|XP_002059035.1|DVIR	LOC6596831|XP_002022012.1|DPER
OG0009949	LOC6633104|XP_032289722.1|DVIR	LOC6591376|XP_002017240.2|DPER
OG0009950	LOC6632775|XP_002056336.2|DVIR	LOC6594158|XP_026840247.1|DPER
OG0009951	LOC6632517|XP_002056527.1|DVIR	LOC6594094|XP_002019686.1|DPER
OG0009952	LOC6630363|XP_002054899.1|DVIR	LOC6591411|XP_002016937.1|DPER
OG0009953	LOC6632980|XP_002056483.2|DVIR	LOC6592007|XP_002017435.2|DPER
OG0009954	LOC6630888|XP_002053134.1|DVIR	LOC6591689|XP_002017326.1|DPER
OG0009955	LOC6626352|XP_032292409.1|DVIR	LOC6590339|XP_002016296.2|DPER
OG0009956	LOC6633390|XP_032289103.1|DVIR	LOC6600792|XP_002025815.2|DPER
OG0009957	LOC6633017|XP_002056138.1|DVIR	LOC6594970|XP_002020489.1|DPER
OG0009958	LOC6630239|XP_002053903.1|DVIR	LOC6587957|XP_002013014.1|DPER
OG0009960	LOC6634880|XP_002058499.1|DVIR	LOC6594386|XP_002019300.1|DPER
OG0009961	LOC6634986|XP_002058488.1|DVIR, LOC116651862|XP_032294962.1|DVIR	LOC6594607|XP_002019310.1|DPER
OG0009962	LOC6632254|XP_002056083.2|DVIR	LOC6587801|XP_002014045.1|DPER
OG0009963	LOC6630066|XP_032294991.1|DVIR	LOC6587635|XP_002013557.1|DPER
OG0009964	LOC6630024|XP_002054474.1|DVIR	LOC6595091|XP_002020153.1|DPER
OG0009965	LOC6629829|XP_002054529.2|DVIR	LOC6594832|XP_002020527.1|DPER
OG0009966	LOC6635732|XP_015024499.1|DVIR	LOC6589842|XP_026844902.1|DPER
OG0009967	LOC6627765|XP_002052654.1|DVIR	LOC6589256|XP_002015282.2|DPER
OG0009969	LOC6628156|XP_015027996.1|DVIR	LOC6589081|XP_026844506.1|DPER
OG0009970	LOC6629249|XP_002052773.1|DVIR	LOC6588736|XP_002014933.1|DPER
OG0009971	LOC6635769|XP_002059165.2|DVIR	LOC6595429|XP_026844780.1|DPER
OG0009972	LOC6629129|XP_002052395.1|DVIR	LOC6589302|XP_002014393.1|DPER
OG0009973	LOC6629078|XP_002052380.2|DVIR	LOC6589879|XP_002014375.2|DPER
OG0009974	LOC6634054|XP_032293616.1|DVIR	LOC6596523|XP_026843228.1|DPER
OG0009975	LOC6628007|XP_002051413.1|DVIR	LOC6596339|XP_002021695.1|DPER
OG0009976	LOC6628083|XP_002051167.2|DVIR	LOC6593303|XP_002019191.1|DPER
OG0009977	LOC116651478|XP_032293773.1|DVIR	LOC6589139|XP_026844004.1|DPER
OG0009978	LOC6634227|XP_002057738.1|DVIR	LOC6588967|XP_002014427.1|DPER
OG0009979	LOC6634279|XP_002057696.1|DVIR	LOC6596255|XP_002021784.1|DPER
OG0009980	LOC6625041|XP_032292511.1|DVIR	LOC6596941|XP_002022223.2|DPER
OG0009981	LOC6626301|XP_015029189.1|DVIR	LOC6590282|XP_002016339.1|DPER
OG0009982	LOC6626299|XP_032292155.1|DVIR	LOC6590284|XP_002016341.2|DPER
OG0009983	LOC6625799|XP_002050897.1|DVIR	LOC6593201|XP_026840929.1|DPER
OG0009984	LOC6635941|XP_032292523.1|DVIR	LOC6600799|XP_002025970.1|DPER
OG0009985	LOC26530760|XP_032291819.1|DVIR	LOC113565129|XP_026841780.1|DPER
OG0009986	LOC6636417|XP_002059970.1|DVIR	LOC6591005|XP_026842838.1|DPER
OG0009987	LOC6625364|XP_032291821.1|DVIR	LOC6590949|XP_002016019.1|DPER
OG0009988	LOC6625363|XP_002050235.1|DVIR	LOC6590948|XP_002016018.1|DPER
OG0009989	LOC6625626|XP_002049070.2|DVIR	LOC6590458|XP_026842594.1|DPER
OG0009990	LOC6626055|XP_002049611.1|DVIR	LOC6593111|XP_002018340.1|DPER
OG0009991	LOC6624748|XP_002049708.2|DVIR	LOC6590874|XP_026842770.1|DPER
OG0009992	LOC6634518|XP_002058067.1|DVIR	LOC6600408|XP_002025442.1|DPER
OG0009993	LOC6636684|XP_032295801.1|DVIR	LOC6599339|XP_026847211.1|DPER
OG0009994	LOC6633374|XP_002057327.1|DVIR	LOC6598334|XP_026846319.1|DPER
OG0009995	LOC6633821|XP_002057042.3|DVIR	LOC6596955|XP_026845437.1|DPER
OG0009996	LOC6633314|XP_002056891.1|DVIR	LOC6596854|XP_002022086.1|DPER
OG0009997	LOC6635460|XP_002058968.2|DVIR	LOC6597494|XP_002022642.1|DPER
OG0009998	LOC6633670|XP_002056929.1|DVIR	LOC6598252|XP_026846236.1|DPER
OG0009999	LOC6634613|XP_002058098.2|DVIR	LOC6597488|XP_026848878.1|DPER
OG0010000	LOC6635533|XP_002059104.1|DVIR	LOC6597291|XP_002022432.1|DPER
OG0010001	LOC6633817|XP_002057038.1|DVIR	LOC6599385|XP_002024437.1|DPER
OG0010002	LOC116650840|XP_032291538.1|DVIR	LOC113566354|XP_026847437.1|DPER
OG0010003	LOC6627757|XP_002051130.1|DVIR	LOC6589604|XP_002014311.2|DPER
OG0010004	LOC6633560|XP_032295947.1|DVIR	LOC6600220|XP_002025218.2|DPER
OG0010005	LOC6631940|XP_002055033.1|DVIR	LOC6598432|XP_002023610.1|DPER
OG0010006	LOC6636115|XP_002059657.3|DVIR	LOC6598447|XP_026848672.1|DPER
OG0010007	LOC6636039|XP_002059566.1|DVIR	LOC6599261|XP_026848278.1|DPER
OG0010008	LOC6635458|XP_002059060.1|DVIR	LOC6601745|XP_002026820.1|DPER
OG0010009	LOC6628328|XP_002051201.1|DVIR	LOC6593474|XP_002019232.1|DPER
OG0010010	LOC6631904|XP_002055216.1|DVIR	LOC6599436|XP_002024534.1|DPER
OG0010011	LOC6634392|XP_032296434.1|DVIR	LOC6597776|XP_002022979.1|DPER
OG0010012	LOC6631884|XP_032295859.1|DVIR	LOC6599177|XP_026848322.1|DPER
OG0010013	LOC6634565|XP_002058177.2|DVIR	LOC6600723|XP_026848697.1|DPER
OG0010014	LOC26531586|XP_032295923.1|DVIR	LOC6599315|XP_026847105.1|DPER
OG0010015	LOC6634567|XP_015025088.1|DVIR	LOC6600724|XP_026848642.1|DPER
OG0010016	LOC6631426|XP_002055534.1|DVIR	LOC113566314|XP_026847217.1|DPER
OG0010017	LOC6634564|XP_002058176.1|DVIR	LOC6600722|XP_002025792.1|DPER
OG0010018	LOC6633397|XP_002057207.1|DVIR	LOC6600169|XP_002025268.2|DPER
OG0010019	LOC6631922|XP_002055749.1|DVIR	LOC6598401|XP_002023524.2|DPER
OG0010020	LOC6631609|XP_002055067.1|DVIR	LOC6597409|XP_026846555.1|DPER
OG0010021	LOC6631732|XP_032295715.1|DVIR	LOC6600038|XP_002025085.1|DPER
OG0010022	LOC6631687|XP_002055457.1|DVIR	LOC6597729|XP_026847041.1|DPER
OG0010023	LOC6634596|XP_002058251.1|DVIR	LOC6598348|XP_026846338.1|DPER
OG0010024	LOC6634598|XP_032296344.1|DVIR	LOC6598346|XP_002023472.1|DPER
OG0010025	LOC6634432|XP_032289236.1|DVIR	LOC6596766|XP_026845838.1|DPER
OG0010026	LOC6632012|XP_002055385.1|DVIR	LOC6602660|XP_002027700.1|DPER
OG0010027	LOC6632010|XP_002055383.1|DVIR	LOC6602663|XP_026845976.1|DPER
OG0010028	LOC6635469|XP_032295858.1|DVIR	LOC6599186|XP_026848247.1|DPER
OG0010029	LOC6631374|XP_002055648.1|DVIR	LOC6597329|XP_026846489.1|DPER
OG0010030	LOC6631553|XP_032295662.1|DVIR	LOC6598226|XP_002023368.1|DPER
OG0010031	LOC6631780|XP_002055707.2|DVIR	LOC6598223|XP_002023365.1|DPER
OG0010032	LOC6628608|XP_002052169.2|DVIR	LOC6596403|XP_002021588.1|DPER
OG0010033	LOC6635513|XP_002058931.1|DVIR	LOC113566143|XP_026846273.1|DPER
OG0010034	LOC6635570|XP_002058925.1|DVIR	LOC6598457|XP_002023685.2|DPER
OG0010035	LOC6635567|XP_032295972.1|DVIR	LOC6598490|XP_026846349.1|DPER
OG0010036	LOC6635565|XP_032296028.1|DVIR	LOC6598488|XP_026846278.1|DPER
OG0010037	LOC6635564|XP_002058919.1|DVIR	LOC6598487|XP_026846350.1|DPER
OG0010038	LOC6633693|XP_032296636.1|DVIR	LOC6596775|XP_026849899.1|DPER
OG0010039	LOC6625948|XP_002049385.1|DVIR	LOC6590681|XP_002015820.1|DPER
OG0010040	LOC6628173|XP_002051444.1|DVIR	LOC6593342|XP_002018744.2|DPER
