Orthogroup	DVIR.longest_only	ASTE.longest_only
OG0005956	LOC6627226|XP_002049855.1|DVIR	LOC118508178|XP_035903629.1|ASTE
OG0005957	LOC6629876|XP_002053385.1|DVIR	LOC118508168|XP_035903609.1|ASTE
OG0005958	LOC6629570|XP_002054853.1|DVIR	LOC118508171|XP_035903613.1|ASTE
OG0005959	LOC6629092|XP_002052439.1|DVIR	LOC118505314|XP_035896845.1|ASTE
OG0005960	LOC6632071|XP_002054975.1|DVIR	LOC118505332|XP_035896873.1|ASTE
OG0005961	LOC6626690|XP_002049415.1|DVIR	LOC118505330|XP_035896870.1|ASTE
OG0005962	LOC6626770|XP_002049834.1|DVIR	LOC118503945|XP_035893715.1|ASTE
OG0005963	LOC6628941|XP_002051245.1|DVIR	LOC118503526|XP_035892804.1|ASTE
OG0005964	LOC6625899|XP_015029397.1|DVIR	LOC118507239|XP_035901384.1|ASTE
OG0005965	LOC6627188|XP_015029860.1|DVIR	LOC118507325|XP_035901607.1|ASTE
OG0005966	LOC6625982|XP_002050060.1|DVIR	LOC118507232|XP_035901362.1|ASTE
OG0005967	LOC6625068|XP_002049081.1|DVIR	LOC118504782|XP_035895622.1|ASTE
OG0005968	LOC6625072|XP_015029674.1|DVIR	LOC118504778|XP_035895603.1|ASTE
OG0005969	LOC6625438|XP_032292475.1|DVIR	LOC118505865|XP_035898161.1|ASTE
OG0005970	LOC6624158|XP_002046276.1|DVIR	LOC118505282|XP_035896749.1|ASTE
OG0005971	LOC6624788|XP_002049339.1|DVIR	LOC118505943|XP_035898360.1|ASTE
OG0005972	LOC6624484|XP_002047605.1|DVIR	LOC118505939|XP_035898351.1|ASTE
OG0005973	LOC6622169|XP_002048485.1|DVIR	LOC118517724|XP_035920068.1|ASTE
OG0005974	LOC6622466|XP_002048139.1|DVIR	LOC118517708|XP_035920044.1|ASTE
OG0005975	LOC6624710|XP_002047604.1|DVIR	LOC118510930|XP_035909242.1|ASTE
OG0005977	LOC6635843|XP_032292117.1|DVIR	LOC118504228|XP_035894337.1|ASTE
OG0005978	LOC6625116|XP_002049496.2|DVIR	LOC118517740|XP_035920078.1|ASTE
OG0005979	LOC6625411|XP_002049845.1|DVIR	LOC118507365|XP_035901674.1|ASTE
OG0005980	LOC6626205|XP_032292833.1|DVIR	LOC118507252|XP_035901431.1|ASTE
OG0005981	LOC6633443|XP_032288729.1|DVIR	LOC118507316|XP_035901594.1|ASTE
OG0005982	LOC6626222|XP_002049798.1|DVIR	LOC118507276|XP_035901473.1|ASTE
OG0005983	LOC6634561|XP_002057978.1|DVIR	LOC118505921|XP_035898306.1|ASTE
OG0005984	LOC6632068|XP_032295399.1|DVIR	LOC118511574|XP_035910712.1|ASTE
OG0005985	LOC6634548|XP_032296427.1|DVIR	LOC118510554|XP_035908424.1|ASTE
OG0005986	LOC6634586|XP_002058087.2|DVIR	LOC118503431|XP_035892568.1|ASTE
OG0005987	LOC6636144|XP_015024177.1|DVIR	LOC118510090|XP_035907397.1|ASTE
OG0005988	LOC6626284|XP_032293094.1|DVIR	LOC118507216|XP_035901209.1|ASTE
OG0005989	LOC6624834|XP_032292721.1|DVIR	LOC118507160|XP_035901105.1|ASTE
OG0005990	LOC6625788|XP_002049586.1|DVIR	LOC118507164|XP_035901121.1|ASTE
OG0005991	LOC6626516|XP_032293045.1|DVIR	LOC118504085|XP_035894047.1|ASTE
OG0005992	LOC6624107|XP_002047852.1|DVIR	LOC118504059|XP_035893986.1|ASTE
OG0005993	LOC6624012|XP_015030587.1|DVIR	LOC118510092|XP_035907401.1|ASTE
OG0005994	LOC6624719|XP_002047614.1|DVIR	LOC118503892|XP_035893556.1|ASTE
OG0005995	LOC6624662|XP_002047608.1|DVIR	LOC118516531|XP_035918366.1|ASTE, LOC118506081|XP_035898654.1|ASTE
OG0005996	LOC6624129|XP_002048665.1|DVIR	LOC118516515|XP_035918342.1|ASTE, LOC118506079|XP_035898651.1|ASTE
OG0005997	LOC6626687|XP_002049824.1|DVIR	LOC118505905|XP_035898255.1|ASTE
OG0005998	LOC6622645|XP_002047984.1|DVIR	LOC118505904|XP_035898254.1|ASTE
OG0005999	LOC6630561|XP_002053279.1|DVIR	LOC118507182|XP_035901147.1|ASTE
OG0006000	LOC6627075|XP_032292903.1|DVIR	LOC118507246|XP_035901409.1|ASTE
OG0006001	LOC6623561|XP_002047379.2|DVIR	LOC118504084|XP_035894046.1|ASTE
OG0006002	LOC116651094|XP_032292796.1|DVIR, LOC6625014|XP_015029316.1|DVIR	LOC118504095|XP_035894070.1|ASTE
OG0006003	LOC6622649|XP_002047992.1|DVIR	LOC118504089|XP_035894054.1|ASTE
OG0006004	LOC6632633|XP_002056634.1|DVIR	LOC118504154|XP_035894176.1|ASTE
OG0006005	LOC116651425|XP_032293640.1|DVIR, LOC6636495|XP_002059857.1|DVIR	LOC118517633|XP_035919838.1|ASTE
OG0006006	LOC6626560|XP_002049810.1|DVIR	LOC118512338|XP_035912518.1|ASTE
OG0006007	LOC6625244|XP_002049197.2|DVIR	LOC118506093|XP_035898670.1|ASTE
OG0006008	LOC6628925|XP_032294447.1|DVIR	LOC118505928|XP_035898323.1|ASTE
OG0006009	LOC6624354|XP_002048108.1|DVIR	LOC118507937|XP_035903141.1|ASTE
OG0006010	LOC6624657|XP_032291085.1|DVIR	LOC118508043|XP_035903339.1|ASTE
OG0006011	LOC6623152|XP_002046121.2|DVIR	LOC118507170|XP_035901132.1|ASTE
OG0006012	LOC6623378|XP_032290011.1|DVIR	LOC118503600|XP_035892946.1|ASTE
OG0006013	LOC6626072|XP_002048759.3|DVIR	LOC118512368|XP_035912591.1|ASTE
OG0006014	LOC6622559|XP_002047967.1|DVIR	LOC118512383|XP_035912647.1|ASTE
OG0006015	LOC6626489|XP_002049688.1|DVIR	LOC118507341|XP_035901623.1|ASTE
OG0006016	LOC6626517|XP_015029626.1|DVIR	LOC118508150|XP_035903579.1|ASTE
OG0006017	LOC6626089|XP_002049398.2|DVIR	LOC118508151|XP_035903580.1|ASTE
OG0006018	LOC6635367|XP_002058891.1|DVIR	LOC118503438|XP_035892592.1|ASTE
OG0006019	LOC26531831|XP_015030374.1|DVIR	LOC118503446|XP_035892604.1|ASTE
OG0006020	LOC6624671|XP_002048117.1|DVIR	LOC118512320|XP_035912472.1|ASTE
OG0006021	LOC6622657|XP_002048146.1|DVIR	LOC118512327|XP_035912482.1|ASTE
OG0006022	LOC6634223|XP_002057672.1|DVIR	LOC118512330|XP_035912497.1|ASTE
OG0006023	LOC6632983|XP_002056486.1|DVIR	LOC118505917|XP_035898278.1|ASTE
OG0006024	LOC6631799|XP_032295060.1|DVIR	LOC118512426|XP_035912723.1|ASTE
OG0006025	LOC6626229|XP_015029465.1|DVIR	LOC118507192|XP_035901158.1|ASTE
OG0006026	LOC6629637|XP_002054842.1|DVIR	LOC118517210|XP_035919070.1|ASTE, LOC118507914|XP_035903106.1|ASTE
OG0006027	LOC6635341|XP_032293207.1|DVIR	LOC118505996|XP_035898467.1|ASTE
OG0006028	LOC6627067|XP_002050186.1|DVIR	LOC118507750|XP_035902649.1|ASTE
OG0006029	LOC6626513|XP_002048911.1|DVIR	LOC118506094|XP_035898671.1|ASTE
OG0006030	LOC6630602|XP_002053021.1|DVIR	LOC118505995|XP_035898466.1|ASTE
OG0006031	LOC6625649|XP_002049564.3|DVIR	LOC118506096|XP_035898673.1|ASTE
OG0006032	LOC6631594|XP_032295444.1|DVIR	LOC118506092|XP_035898665.1|ASTE
OG0006033	LOC6626371|XP_002049394.1|DVIR	LOC118504900|XP_035895859.1|ASTE
OG0006034	LOC6629734|XP_002054138.2|DVIR	LOC118510533|XP_035908381.1|ASTE
OG0006035	LOC6631069|XP_002053214.1|DVIR	LOC118517683|XP_035919987.1|ASTE
OG0006037	LOC6626862|XP_032293103.1|DVIR	LOC118517682|XP_035919985.1|ASTE
OG0006038	LOC6630505|XP_002053449.1|DVIR	LOC118517703|XP_035920027.1|ASTE
OG0006039	LOC6626844|XP_002049194.2|DVIR	LOC118507754|XP_035902657.1|ASTE
OG0006040	LOC6624792|XP_002049343.1|DVIR	LOC118508399|XP_035904054.1|ASTE
OG0006041	LOC6634500|XP_002057912.1|DVIR	LOC118505221|XP_035896638.1|ASTE
OG0006042	LOC6624926|XP_002049351.2|DVIR	LOC118505947|XP_035898364.1|ASTE
OG0006043	LOC6624428|XP_032289889.1|DVIR	LOC118503313|XP_035892333.1|ASTE
OG0006044	LOC6635499|XP_032296024.1|DVIR	LOC118503316|XP_035892339.1|ASTE
OG0006045	LOC6624838|XP_002049182.1|DVIR	LOC118506214|XP_035898928.1|ASTE
OG0006046	LOC6635408|XP_032293208.1|DVIR	LOC118504723|XP_035895456.1|ASTE
OG0006047	LOC6623021|XP_015031445.1|DVIR	LOC118507237|XP_035901380.1|ASTE
OG0006048	LOC6622249|XP_032289872.1|DVIR	LOC118508134|XP_035903533.1|ASTE
OG0006049	LOC6628006|XP_032293621.1|DVIR, LOC6636105|XP_002059647.1|DVIR	LOC118508126|XP_035903527.1|ASTE
OG0006050	LOC6631055|XP_032294808.1|DVIR	LOC118507155|XP_035901092.1|ASTE
OG0006051	LOC6633785|XP_002056957.1|DVIR	LOC118507184|XP_035901149.1|ASTE
OG0006052	LOC6624819|XP_002048977.2|DVIR	LOC118505915|XP_035898271.1|ASTE
OG0006053	LOC6622047|XP_002046401.1|DVIR, LOC116650144|XP_032289353.1|DVIR	LOC118508164|XP_035903604.1|ASTE
OG0006054	LOC6636190|XP_015024016.2|DVIR	LOC118508163|XP_035903598.1|ASTE
OG0006055	LOC6629843|XP_002054464.1|DVIR	LOC118512356|XP_035912558.1|ASTE, LOC118512357|XP_035912563.1|ASTE
OG0006056	LOC6624925|XP_002049350.1|DVIR	LOC118505949|XP_035898368.1|ASTE
OG0006057	LOC6622706|XP_002047035.2|DVIR	LOC118505952|XP_035898373.1|ASTE
OG0006058	LOC6635107|XP_015024959.1|DVIR	LOC118512375|XP_035912621.1|ASTE
OG0006059	LOC6622677|XP_002048464.1|DVIR, LOC116649865|XP_032288973.1|DVIR	LOC118517607|XP_035919797.1|ASTE
OG0006060	LOC116649731|XP_032289937.1|DVIR, LOC6622760|XP_032288974.1|DVIR	LOC118517609|XP_035919798.1|ASTE
OG0006061	LOC6631470|XP_002055027.2|DVIR	LOC118504843|XP_035895744.1|ASTE
OG0006062	LOC6629660|XP_002053599.1|DVIR	LOC118506349|XP_035899231.1|ASTE
OG0006063	LOC6633958|XP_002057761.2|DVIR	LOC118505067|XP_035896243.1|ASTE
OG0006064	LOC6626320|XP_002050697.1|DVIR	LOC118507152|XP_035901080.1|ASTE
OG0006065	LOC6624148|XP_002047419.1|DVIR	LOC118505392|XP_035896996.1|ASTE
OG0006066	LOC6626209|XP_002049795.1|DVIR	LOC118507758|XP_035902662.1|ASTE
OG0006067	LOC6625935|XP_032293349.1|DVIR	LOC118505772|XP_035897920.1|ASTE
OG0006068	LOC6634818|XP_002058207.3|DVIR	LOC118504727|XP_035895461.1|ASTE
OG0006069	LOC6622285|XP_032290046.1|DVIR	LOC118504164|XP_035894192.1|ASTE
OG0006070	LOC6630521|XP_002054020.1|DVIR	LOC118504172|XP_035894213.1|ASTE
OG0006071	LOC6633185|XP_002055973.2|DVIR	LOC118504174|XP_035894216.1|ASTE
OG0006072	LOC6623354|XP_002047418.1|DVIR	LOC118517665|XP_035919936.1|ASTE
OG0006073	LOC6623477|XP_002047370.2|DVIR	LOC118517674|XP_035919960.1|ASTE
OG0006074	LOC6633455|XP_002057338.2|DVIR	LOC118505979|XP_035898427.1|ASTE
OG0006075	LOC116649734|XP_032296601.1|DVIR	LOC118508506|XP_035904241.1|ASTE
OG0006076	LOC6626941|XP_002050079.1|DVIR	LOC118507269|XP_035901461.1|ASTE
OG0006077	LOC6622987|XP_002047560.2|DVIR	LOC118503245|XP_035892159.1|ASTE
OG0006078	LOC6622992|XP_002047561.1|DVIR	LOC118503246|XP_035892161.1|ASTE
OG0006079	LOC6622292|XP_002048085.1|DVIR	LOC118503163|XP_035892018.1|ASTE
OG0006080	LOC6624368|XP_002048087.1|DVIR	LOC118503162|XP_035892016.1|ASTE
OG0006081	LOC6626733|XP_002049277.1|DVIR	LOC118507086|XP_035900966.1|ASTE
OG0006082	LOC6626735|XP_002049279.1|DVIR	LOC118507087|XP_035900968.1|ASTE
OG0006083	LOC6623555|XP_032291089.1|DVIR	LOC118507454|XP_035901830.1|ASTE
OG0006084	LOC6622349|XP_015030453.1|DVIR	LOC118505816|XP_035898054.1|ASTE
OG0006085	LOC6622719|XP_002048007.1|DVIR	LOC118506240|XP_035898995.1|ASTE
OG0006086	LOC6622163|XP_032290394.1|DVIR	LOC118506256|XP_035899033.1|ASTE
OG0006087	LOC6635409|XP_032293214.1|DVIR	LOC118504751|XP_035895560.1|ASTE
OG0006088	LOC6622270|XP_002048398.1|DVIR	LOC118507573|XP_035902110.1|ASTE
OG0006089	LOC6633736|XP_002057021.1|DVIR	LOC118506203|XP_035898904.1|ASTE
OG0006090	LOC6623412|XP_032290911.1|DVIR	LOC118505867|XP_035898175.1|ASTE
OG0006091	LOC6623899|XP_032290506.1|DVIR	LOC118505394|XP_035897004.1|ASTE
OG0006092	LOC26531317|XP_015024204.2|DVIR	LOC118505879|XP_035898201.1|ASTE
OG0006093	LOC6627190|XP_002049932.2|DVIR	LOC118504891|XP_035895842.1|ASTE
OG0006094	LOC6623551|XP_002048629.1|DVIR	LOC118504890|XP_035895841.1|ASTE
OG0006095	LOC6635795|XP_002059383.3|DVIR	LOC118503061|XP_035891821.1|ASTE
OG0006096	LOC6626625|XP_002049701.1|DVIR	LOC118503882|XP_035893530.1|ASTE
OG0006097	LOC6623845|XP_002048263.1|DVIR	LOC118503876|XP_035893513.1|ASTE
OG0006098	LOC6628763|XP_002051903.1|DVIR	LOC118503872|XP_035893507.1|ASTE
OG0006099	LOC6625878|XP_002049679.1|DVIR	LOC118503864|XP_035893487.1|ASTE
OG0006100	LOC6627136|XP_002049430.1|DVIR	LOC118503853|XP_035893460.1|ASTE
OG0006101	LOC6636647|XP_032289190.1|DVIR	LOC118508049|XP_035903395.1|ASTE
OG0006102	LOC6627099|XP_002049942.1|DVIR	LOC118507415|XP_035901771.1|ASTE
OG0006103	LOC6634572|XP_032296290.1|DVIR	LOC118507199|XP_035901171.1|ASTE
OG0006104	LOC6636101|XP_032295511.1|DVIR	LOC118507200|XP_035901172.1|ASTE
OG0006105	LOC6636100|XP_032295680.1|DVIR	LOC118507202|XP_035901178.1|ASTE
OG0006106	LOC6624579|XP_015031571.1|DVIR	LOC118504734|XP_035895495.1|ASTE
OG0006107	LOC6625690|XP_002049816.1|DVIR	LOC118506110|XP_035898696.1|ASTE
OG0006108	LOC6631764|XP_002055172.1|DVIR	LOC118506109|XP_035898695.1|ASTE
OG0006109	LOC6622773|XP_002047667.1|DVIR	LOC118516535|XP_035918373.1|ASTE, LOC118506070|XP_035898625.1|ASTE
OG0006110	LOC6622877|XP_002048032.1|DVIR	LOC118503694|XP_035893137.1|ASTE
OG0006111	LOC6626816|XP_032292085.1|DVIR	LOC118504840|XP_035895737.1|ASTE
OG0006112	LOC116651059|XP_032292639.1|DVIR	LOC118503401|XP_035892497.1|ASTE
OG0006113	LOC6622639|XP_002046686.1|DVIR	LOC118503392|XP_035892487.1|ASTE
OG0006114	LOC6634954|XP_002058588.1|DVIR	LOC118503391|XP_035892486.1|ASTE
OG0006115	LOC6626068|XP_002049376.1|DVIR	LOC118503048|XP_035891776.1|ASTE
OG0006116	LOC6626738|XP_002049572.2|DVIR	LOC118503531|XP_035892810.1|ASTE
OG0006117	LOC6626879|XP_002049155.1|DVIR	LOC118504093|XP_035894068.1|ASTE
OG0006118	LOC6625880|XP_032293010.1|DVIR	LOC118504103|XP_035894079.1|ASTE
OG0006119	LOC6625098|XP_002049549.1|DVIR	LOC118504201|XP_035894273.1|ASTE
OG0006120	LOC6624821|XP_002048979.1|DVIR	LOC118508156|XP_035903589.1|ASTE
OG0006121	LOC6622090|XP_002048017.1|DVIR	LOC118504190|XP_035894258.1|ASTE
OG0006122	LOC6636262|XP_002059731.2|DVIR	LOC118504195|XP_035894263.1|ASTE
OG0006123	LOC6624970|XP_002049478.3|DVIR	LOC118504197|XP_035894269.1|ASTE
OG0006124	LOC6630034|XP_002054025.1|DVIR	LOC118504198|XP_035894270.1|ASTE
OG0006125	LOC116649749|XP_032288970.1|DVIR, LOC6622077|XP_015030438.1|DVIR	LOC118503080|XP_035891855.1|ASTE
OG0006126	LOC6624091|XP_002046876.1|DVIR	LOC118503344|XP_035892406.1|ASTE
OG0006127	LOC6623569|XP_002048224.1|DVIR	LOC118503337|XP_035892395.1|ASTE
OG0006128	LOC6623671|XP_002048243.1|DVIR	LOC118503362|XP_035892448.1|ASTE
OG0006129	LOC6622967|XP_002048216.1|DVIR	LOC118503351|XP_035892427.1|ASTE
OG0006130	LOC6624555|XP_002048260.1|DVIR	LOC118503843|XP_035893445.1|ASTE
OG0006131	LOC6623777|XP_002048257.1|DVIR	LOC118503832|XP_035893431.1|ASTE
OG0006132	LOC6623219|XP_002048248.1|DVIR	LOC118504097|XP_035894073.1|ASTE
OG0006133	LOC6623805|XP_002048261.1|DVIR	LOC118503822|XP_035893416.1|ASTE
OG0006134	LOC6622666|XP_032290700.1|DVIR	LOC118503821|XP_035893415.1|ASTE
OG0006135	LOC6623628|XP_032290507.1|DVIR	LOC118503798|XP_035893384.1|ASTE
OG0006136	LOC6622161|XP_002048462.1|DVIR, LOC116649861|XP_032288968.1|DVIR	LOC118503792|XP_035893365.1|ASTE
OG0006137	LOC6622675|XP_002047994.1|DVIR	LOC118508403|XP_035904057.1|ASTE
OG0006138	LOC6627282|XP_032292813.1|DVIR	LOC118503599|XP_035892945.1|ASTE
OG0006139	LOC6624990|XP_002048921.2|DVIR	LOC118506128|XP_035898755.1|ASTE
OG0006140	LOC6625920|XP_002049459.1|DVIR	LOC118506124|XP_035898743.1|ASTE
OG0006141	LOC6625723|XP_002049017.1|DVIR	LOC118503107|XP_035891938.1|ASTE
OG0006142	LOC6623029|XP_032290511.1|DVIR	LOC118504791|XP_035895653.1|ASTE
OG0006143	LOC6622561|XP_015031533.1|DVIR	LOC118508110|XP_035903497.1|ASTE
OG0006144	LOC6624321|XP_002048519.1|DVIR	LOC118508105|XP_035903491.1|ASTE
OG0006145	LOC6622960|XP_015031539.1|DVIR	LOC118508114|XP_035903500.1|ASTE
OG0006146	LOC6634371|XP_032293703.1|DVIR	LOC118508113|XP_035903499.1|ASTE
OG0006147	LOC6629587|XP_002052994.1|DVIR	LOC118503764|XP_035893321.1|ASTE
OG0006148	LOC6622847|XP_002048024.1|DVIR	LOC118503750|XP_035893294.1|ASTE
OG0006149	LOC116649857|XP_032288964.1|DVIR, LOC6624602|XP_002048439.1|DVIR	LOC118503753|XP_035893297.1|ASTE
OG0006150	LOC116650470|XP_032290033.1|DVIR, LOC6622552|XP_002048438.1|DVIR	LOC118503747|XP_035893290.1|ASTE
OG0006151	LOC6633955|XP_002057758.1|DVIR	LOC118503745|XP_035893280.1|ASTE
OG0006152	LOC6630856|XP_002052951.2|DVIR	LOC118504659|XP_035895334.1|ASTE
OG0006153	LOC6624966|XP_002049327.1|DVIR	LOC118506547|XP_035899732.1|ASTE
OG0006155	LOC6629591|XP_002052998.1|DVIR	LOC118502485|XP_035890610.1|ASTE
OG0006156	LOC6629421|XP_002053155.2|DVIR	LOC118505088|XP_035896272.1|ASTE
OG0006158	LOC6622365|XP_002046968.2|DVIR	LOC118510861|XP_035909093.1|ASTE
OG0006159	LOC6626629|XP_002049413.2|DVIR	LOC118503733|XP_035893241.1|ASTE
OG0006160	LOC6635398|XP_002058841.1|DVIR	LOC118506344|XP_035899221.1|ASTE
OG0006161	LOC6625698|XP_032291946.1|DVIR	LOC118509657|XP_035906510.1|ASTE
OG0006162	LOC6636257|XP_032290066.1|DVIR	LOC118509372|XP_035905797.1|ASTE, LOC118517331|XP_035919206.1|ASTE
OG0006163	LOC6624798|XP_032291710.1|DVIR	LOC118512637|XP_035913226.1|ASTE
OG0006181	LOC6629713|XP_002053075.1|DVIR	LOC118510457|XP_035908181.1|ASTE
OG0006182	LOC6629535|XP_002053969.1|DVIR	LOC118510466|XP_035908215.1|ASTE
OG0006183	LOC6629641|XP_032294972.1|DVIR	LOC118504962|XP_035895981.1|ASTE
OG0006184	LOC6630405|XP_002054193.1|DVIR	LOC118517389|XP_035919336.1|ASTE
OG0006185	LOC6634882|XP_002058501.1|DVIR	LOC118511262|XP_035910026.1|ASTE
OG0006186	LOC6630411|XP_032295331.1|DVIR	LOC118507320|XP_035901604.1|ASTE
OG0006187	LOC6632427|XP_002056099.1|DVIR	LOC118511264|XP_035910028.1|ASTE
OG0006188	LOC6633574|XP_015025482.1|DVIR	LOC118505395|XP_035897012.1|ASTE
OG0006189	LOC6633575|XP_002057079.1|DVIR	LOC118514401|XP_035917174.1|ASTE, LOC118505416|XP_035897065.1|ASTE
OG0006190	LOC6632506|XP_002056011.1|DVIR	LOC118510292|XP_035907810.1|ASTE
OG0006191	LOC6630963|XP_002054740.1|DVIR	LOC118507523|XP_035901981.1|ASTE
OG0006192	LOC6633631|XP_002057275.2|DVIR	LOC118508051|XP_035903401.1|ASTE
OG0006193	LOC6631574|XP_002055039.2|DVIR	LOC118505169|XP_035896478.1|ASTE
OG0006194	LOC6636670|XP_002060148.1|DVIR	LOC118516550|XP_035918392.1|ASTE
OG0006195	LOC6634438|XP_002058053.2|DVIR	LOC118511117|XP_035909738.1|ASTE
OG0006196	LOC6629303|XP_015027287.1|DVIR	LOC118516756|XP_035918568.1|ASTE
OG0006198	LOC6633687|XP_032296502.1|DVIR	LOC118507132|XP_035901061.1|ASTE
OG0006199	LOC6631120|XP_002054240.1|DVIR	LOC118507096|XP_035900984.1|ASTE
OG0006200	LOC6630685|XP_002054408.2|DVIR	LOC118509460|XP_035905977.1|ASTE
OG0006201	LOC6632124|XP_032295718.1|DVIR	LOC118506952|XP_035900668.1|ASTE
OG0006202	LOC6632003|XP_002055095.2|DVIR	LOC118506932|XP_035900645.1|ASTE
OG0006203	LOC6636109|XP_032296203.1|DVIR	LOC118507395|XP_035901745.1|ASTE
OG0006204	LOC6630404|XP_002054269.2|DVIR	LOC118512712|XP_035913441.1|ASTE
OG0006205	LOC26530651|XP_032289310.1|DVIR	LOC118511421|XP_035910399.1|ASTE
OG0006206	LOC6634294|XP_002057446.1|DVIR	LOC118517496|XP_035919586.1|ASTE
OG0006207	LOC6628181|XP_002052915.1|DVIR	LOC118505296|XP_035896800.1|ASTE
OG0006208	LOC6628701|XP_002052566.1|DVIR	LOC118505276|XP_035896742.1|ASTE
OG0006209	LOC6631743|XP_002055463.1|DVIR	LOC118514543|XP_035917423.1|ASTE
OG0006210	LOC6635536|XP_002059106.2|DVIR	LOC118505477|XP_035897187.1|ASTE
OG0006211	LOC6628560|XP_002051957.1|DVIR	LOC118512034|XP_035911724.1|ASTE
OG0006212	LOC6628559|XP_002051956.1|DVIR	LOC118511654|XP_035910891.1|ASTE
OG0006214	LOC6631913|XP_002055594.1|DVIR	LOC118505724|XP_035897801.1|ASTE
OG0006215	LOC6633804|XP_032296530.1|DVIR	LOC118510787|XP_035908987.1|ASTE
OG0006217	LOC6631320|XP_002055287.1|DVIR	LOC118517382|XP_035919315.1|ASTE
OG0006218	LOC6634339|XP_002057467.1|DVIR	LOC118516488|XP_035918314.1|ASTE
OG0006219	LOC6634689|XP_032289233.1|DVIR	LOC118515721|XP_035917946.1|ASTE
OG0006220	LOC6622366|XP_002048409.1|DVIR	LOC118507166|XP_035901123.1|ASTE
OG0006221	LOC6629276|XP_002052982.3|DVIR	LOC118517486|XP_035919574.1|ASTE
OG0006222	LOC6629770|XP_002052984.1|DVIR	LOC118517495|XP_035919585.1|ASTE
OG0006224	LOC6631420|XP_015026453.2|DVIR	LOC118516663|XP_035918521.1|ASTE
OG0006225	LOC6636178|XP_002059564.1|DVIR	LOC118506528|XP_035899684.1|ASTE
OG0006226	LOC6627261|XP_002049917.1|DVIR	LOC118508996|XP_035904892.1|ASTE
OG0006227	LOC26530480|XP_015023749.1|DVIR	LOC118511740|XP_035911126.1|ASTE
OG0006228	LOC6625216|XP_002049935.1|DVIR	LOC118505405|XP_035897049.1|ASTE
OG0006229	LOC6636205|XP_015024129.1|DVIR	LOC118508987|XP_035904878.1|ASTE
OG0006230	LOC6631525|XP_002055332.1|DVIR	LOC118509041|XP_035905010.1|ASTE
OG0006231	LOC6632025|XP_032296017.1|DVIR	LOC118509090|XP_035905128.1|ASTE
OG0006232	LOC6631475|XP_002055119.3|DVIR	LOC118509106|XP_035905169.1|ASTE
OG0006233	LOC6631476|XP_032295897.1|DVIR	LOC118509156|XP_035905285.1|ASTE
OG0006234	LOC6632013|XP_002055386.1|DVIR	LOC118516617|XP_035918485.1|ASTE
OG0006235	LOC6631557|XP_002055434.2|DVIR	LOC118516410|XP_035918169.1|ASTE
OG0006237	LOC6632212|XP_002055526.1|DVIR	LOC118506102|XP_035898680.1|ASTE
OG0006238	LOC6631414|XP_002055423.2|DVIR	LOC118510893|XP_035909174.1|ASTE
OG0006239	LOC6633347|XP_002056788.1|DVIR	LOC118503930|XP_035893669.1|ASTE
OG0006240	LOC6632815|XP_002055902.1|DVIR	LOC118503860|XP_035893483.1|ASTE
OG0006241	LOC6632135|XP_002055387.1|DVIR	LOC118516610|XP_035918480.1|ASTE
OG0006242	LOC6636169|XP_032295681.1|DVIR	LOC118505305|XP_035896829.1|ASTE
OG0006243	LOC6629887|XP_032294833.1|DVIR	LOC118505208|XP_035896612.1|ASTE
OG0006244	LOC6629777|XP_002052991.2|DVIR	LOC118510186|XP_035907604.1|ASTE
OG0006246	LOC6635518|XP_002058936.1|DVIR	LOC118503632|XP_035893025.1|ASTE
OG0006247	LOC6635920|XP_032292209.1|DVIR	LOC118503605|XP_035892978.1|ASTE
OG0006248	LOC6629988|XP_002054170.1|DVIR	LOC118517268|XP_035919138.1|ASTE
OG0006249	LOC6628774|XP_002052765.1|DVIR	LOC118505577|XP_035897429.1|ASTE
OG0006250	LOC6631769|XP_015026634.1|DVIR	LOC118503321|XP_035892359.1|ASTE
OG0006251	LOC6637099|XP_002060505.2|DVIR	LOC118504185|XP_035894241.1|ASTE
OG0006252	LOC116651875|XP_032295019.1|DVIR	LOC118504147|XP_035894158.1|ASTE
OG0006253	LOC6635517|XP_002058935.2|DVIR	LOC118503297|XP_035892294.1|ASTE
OG0006254	LOC6630887|XP_002053133.1|DVIR	LOC118510515|XP_035908331.1|ASTE
OG0006255	LOC6630807|XP_002054275.1|DVIR	LOC118512408|XP_035912696.1|ASTE
OG0006256	LOC6632136|XP_002055388.1|DVIR	LOC118517232|XP_035919105.1|ASTE
OG0006257	LOC6631535|XP_015026620.1|DVIR	LOC118517286|XP_035919160.1|ASTE
OG0006258	LOC6631742|XP_032296090.1|DVIR	LOC118517220|XP_035919101.1|ASTE
OG0006259	LOC6635186|XP_002058385.1|DVIR	LOC118502915|XP_035891538.1|ASTE
OG0006260	LOC6632088|XP_002055636.1|DVIR	LOC118502982|XP_035891660.1|ASTE
OG0006261	LOC6627883|XP_002052007.1|DVIR	LOC118512106|XP_035911971.1|ASTE
OG0006262	LOC6632163|XP_002055772.1|DVIR	LOC118506927|XP_035900619.1|ASTE
OG0006263	LOC6633386|XP_002056797.1|DVIR	LOC118506478|XP_035899551.1|ASTE
OG0006264	LOC6633448|XP_002056910.1|DVIR	LOC118507809|XP_035902765.1|ASTE
OG0006265	LOC6627192|XP_002049934.1|DVIR	LOC118509916|XP_035907106.1|ASTE
