Orthogroup	DVIR.longest_only	CQUI.longest_only
OG0006673	LOC6624392|XP_002046936.1|DVIR	LOC6044585|XP_001862069.2|CQUI
OG0006674	LOC6623436|XP_002047790.2|DVIR	LOC6031024|XP_038121248.1|CQUI
OG0006675	LOC6622198|XP_002046307.1|DVIR	LOC6031023|XP_001841875.1|CQUI
OG0006676	LOC6623910|XP_032291065.1|DVIR	LOC6031048|XP_001841897.1|CQUI
OG0006677	LOC6624481|XP_002046595.2|DVIR	LOC6031050|XP_038119718.1|CQUI
OG0006678	LOC6624034|XP_002048077.1|DVIR	LOC6031060|XP_001841909.1|CQUI
OG0006679	LOC26531722|XP_015031789.1|DVIR	LOC119770544|XP_038121524.1|CQUI
OG0006680	LOC6633026|XP_032289674.1|DVIR	LOC6034064|XP_038117953.1|CQUI
OG0006681	LOC6622112|XP_002047209.2|DVIR	LOC6034073|XP_001844448.1|CQUI
OG0006682	LOC6622671|XP_002047208.1|DVIR	LOC6034074|XP_038117773.1|CQUI
OG0006683	LOC6622512|XP_002047205.1|DVIR	LOC119769436|XP_038117775.1|CQUI
OG0006684	LOC6624620|XP_002046594.1|DVIR	LOC6034079|XP_038117614.1|CQUI
OG0006685	LOC6627262|XP_002049918.1|DVIR	LOC6034089|XP_001844458.1|CQUI
OG0006686	LOC26530554|XP_015031612.1|DVIR	LOC6034096|XP_038121360.1|CQUI
OG0006688	LOC6623356|XP_002046130.1|DVIR	LOC6031007|XP_001841860.2|CQUI
OG0006689	LOC6624154|XP_002046382.2|DVIR	LOC6042817|XP_001870815.1|CQUI
OG0006690	LOC6632255|XP_002055819.1|DVIR	LOC6044080|XP_038120451.1|CQUI
OG0006691	LOC6623195|XP_002046732.1|DVIR	LOC6044064|XP_001861635.2|CQUI
OG0006692	LOC6624413|XP_002046375.1|DVIR	LOC6044066|XP_038118147.1|CQUI
OG0006693	LOC6624375|XP_032291325.1|DVIR	LOC6044065|XP_001861632.2|CQUI
OG0006694	LOC6633399|XP_002057209.1|DVIR	LOC6047004|XP_038117893.1|CQUI
OG0006695	LOC6623966|XP_002046605.1|DVIR	LOC6044970|XP_038118723.1|CQUI
OG0006696	LOC26531307|XP_015028919.1|DVIR	LOC6044962|XP_038121567.1|CQUI
OG0006697	LOC6622548|XP_002047003.2|DVIR	LOC6044664|XP_038115254.1|CQUI
OG0006698	LOC6624076|XP_002046264.1|DVIR	LOC6044662|XP_001862141.1|CQUI
OG0006699	LOC6623151|XP_002046098.2|DVIR	LOC6045676|XP_038118464.1|CQUI
OG0006700	LOC6623755|XP_002047349.1|DVIR	LOC6045668|XP_001862987.2|CQUI
OG0006701	LOC6626519|XP_002050562.1|DVIR	LOC6047367|XP_001864439.2|CQUI
OG0006702	LOC6636842|XP_002060314.2|DVIR	LOC6038822|XP_038114518.1|CQUI
OG0006703	LOC6622623|XP_002046693.1|DVIR	LOC6038795|XP_001848518.2|CQUI
OG0006704	LOC6622476|XP_032291144.1|DVIR	LOC6038796|XP_001848519.1|CQUI
OG0006705	LOC6625616|XP_032292704.1|DVIR	LOC6043702|XP_038119812.1|CQUI
OG0006706	LOC6626783|XP_002048869.1|DVIR	LOC6052331|XP_001868622.2|CQUI
OG0006707	LOC6635802|XP_002059311.1|DVIR	LOC6038671|XP_038120755.1|CQUI
OG0006708	LOC6634494|XP_032296416.1|DVIR, LOC6634493|XP_002058231.1|DVIR	LOC6043710|XP_038120611.1|CQUI
OG0006709	LOC6633338|XP_002056866.1|DVIR	LOC6043638|XP_001861012.2|CQUI
OG0006710	LOC6623674|XP_032290984.1|DVIR	LOC6053063|XP_038121216.1|CQUI
OG0006711	LOC26530744|XP_015031643.1|DVIR	LOC6040596|XP_038121221.1|CQUI
OG0006712	LOC6624455|XP_032290587.1|DVIR	LOC6044640|XP_038121652.1|CQUI
OG0006713	LOC6622469|XP_002047221.1|DVIR	LOC6044644|XP_038115795.1|CQUI
OG0006714	LOC6622106|XP_002047220.1|DVIR	LOC6044643|XP_001862125.2|CQUI
OG0006715	LOC6623742|XP_002047339.2|DVIR	LOC6042838|XP_001870835.2|CQUI
OG0006716	LOC6627317|XP_002051693.1|DVIR	LOC6042835|XP_038118175.1|CQUI
OG0006717	LOC6622459|XP_032290578.1|DVIR	LOC6042836|XP_001870833.1|CQUI
OG0006718	LOC6622523|XP_002048173.1|DVIR	LOC6044577|XP_001862070.1|CQUI
OG0006719	LOC6622822|XP_002047252.2|DVIR	LOC6039535|XP_038121609.1|CQUI
OG0006720	LOC6624222|XP_002048355.1|DVIR	LOC6039549|XP_038121620.1|CQUI
OG0006721	LOC6624614|XP_002047135.1|DVIR	LOC6037615|XP_001847506.2|CQUI
OG0006722	LOC6623871|XP_002046228.1|DVIR	LOC119770118|XP_038120366.1|CQUI
OG0006723	LOC6627448|XP_002052470.1|DVIR	LOC119769396|XP_038117488.1|CQUI
OG0006724	LOC6631022|XP_002053827.1|DVIR	LOC6052419|XP_038119680.1|CQUI
OG0006725	LOC6629323|XP_002053056.2|DVIR	LOC119770431|XP_038121255.1|CQUI
OG0006726	LOC6631207|XP_002054438.1|DVIR	LOC6042228|XP_038121256.1|CQUI
OG0006727	LOC6629324|XP_002053057.2|DVIR	LOC119769401|XP_038117521.1|CQUI
OG0006728	LOC6629817|XP_002053186.1|DVIR	LOC6047339|XP_038120621.1|CQUI
OG0006730	LOC6626525|XP_002050568.1|DVIR	LOC6042307|XP_001851437.1|CQUI
OG0006731	LOC6627460|XP_002052482.1|DVIR	LOC6042308|XP_038118870.1|CQUI
OG0006732	LOC6624411|XP_032290935.1|DVIR	LOC119770834|XP_038122319.1|CQUI
OG0006736	LOC6623171|XP_002046934.1|DVIR	LOC6051588|XP_001868007.1|CQUI
OG0006737	LOC6623776|XP_002046820.1|DVIR	LOC6048905|XP_001865745.2|CQUI
OG0006738	LOC6625144|XP_002049553.1|DVIR	LOC6050238|XP_001866877.2|CQUI
OG0006739	LOC6623681|XP_002047403.1|DVIR	LOC6048911|XP_001865752.2|CQUI
OG0006740	LOC6624344|XP_002047146.1|DVIR	LOC6048914|XP_001865755.2|CQUI
OG0006741	LOC6623166|XP_002047147.1|DVIR	LOC6048915|XP_038115724.1|CQUI
OG0006742	LOC6633138|XP_002056377.1|DVIR, LOC116652174|XP_032296078.1|DVIR	LOC6041103|XP_001850410.2|CQUI
OG0006743	LOC6628686|XP_002051878.2|DVIR	LOC6044397|XP_038114507.1|CQUI
OG0006745	LOC6631227|XP_002053145.2|DVIR	LOC6044838|XP_038117903.1|CQUI
OG0006747	LOC26531385|XP_032291323.1|DVIR	LOC6039422|XP_038116393.1|CQUI
OG0006748	LOC6631399|XP_032296219.1|DVIR	LOC6051395|XP_038118261.1|CQUI
OG0006749	LOC6636855|XP_015023701.1|DVIR	LOC6036260|XP_038118766.1|CQUI
OG0006750	LOC6636658|XP_002060136.1|DVIR	LOC6036257|XP_001846325.1|CQUI
OG0006752	LOC6636582|XP_002060080.1|DVIR	LOC6045943|XP_038118866.1|CQUI
OG0006753	LOC6636581|XP_002060079.1|DVIR	LOC6045934|XP_038119842.1|CQUI
OG0006754	LOC6623163|XP_032291397.1|DVIR	LOC6040217|XP_038122405.1|CQUI
OG0006755	LOC6624426|XP_002047106.1|DVIR	LOC6040210|XP_001849656.2|CQUI
OG0006756	LOC6623446|XP_002046126.3|DVIR	LOC6052207|XP_001868507.2|CQUI
OG0006757	LOC6623361|XP_002046125.1|DVIR	LOC6046556|XP_001863736.1|CQUI
OG0006758	LOC6624658|XP_002046620.1|DVIR	LOC6046568|XP_001863745.2|CQUI
OG0006759	LOC6624031|XP_032290269.1|DVIR	LOC6046567|XP_038118784.1|CQUI
OG0006760	LOC6623169|XP_002047757.1|DVIR	LOC6046570|XP_038118785.1|CQUI
OG0006761	LOC6630506|XP_032290410.1|DVIR	LOC6052028|XP_001868362.1|CQUI
OG0006762	LOC6631680|XP_032295450.1|DVIR	LOC6041083|XP_038122083.1|CQUI
OG0006763	LOC6624885|XP_002050975.1|DVIR	LOC6043967|XP_038121479.1|CQUI
OG0006764	LOC6626326|XP_002048940.1|DVIR	LOC6043961|XP_038117862.1|CQUI
OG0006765	LOC6624887|XP_002050977.1|DVIR	LOC6043965|XP_001861543.2|CQUI
OG0006766	LOC6622788|XP_032290462.1|DVIR	LOC6047381|XP_038115647.1|CQUI
OG0006767	LOC6623357|XP_002048277.1|DVIR	LOC6050315|XP_038115642.1|CQUI
OG0006768	LOC6623230|XP_002048276.1|DVIR	LOC6050161|XP_001866813.1|CQUI
OG0006769	LOC6623860|XP_002048278.1|DVIR	LOC6050160|XP_001866812.1|CQUI
OG0006770	LOC6622316|XP_002047199.3|DVIR	LOC6036572|XP_001846604.2|CQUI
OG0006772	LOC6627087|XP_002048791.1|DVIR	LOC6050883|XP_038116535.1|CQUI
OG0006773	LOC6623331|XP_002046899.1|DVIR	LOC6046558|XP_038116159.1|CQUI
OG0006774	LOC6622910|XP_032291247.1|DVIR	LOC6041244|XP_038114611.1|CQUI
OG0006775	LOC6623721|XP_002046358.1|DVIR	LOC6041248|XP_001850538.2|CQUI
OG0006776	LOC6623906|XP_002047406.2|DVIR	LOC6041250|XP_001850540.2|CQUI
OG0006777	LOC6624047|XP_002047405.1|DVIR	LOC6041251|XP_001850541.1|CQUI
OG0006778	LOC6624037|XP_002047411.2|DVIR	LOC6041252|XP_038114574.1|CQUI
OG0006779	LOC6622868|XP_015030926.1|DVIR	LOC6041255|XP_001850545.2|CQUI
OG0006780	LOC6622919|XP_002046672.1|DVIR	LOC6041256|XP_038118189.1|CQUI
OG0006781	LOC6622080|XP_032290390.1|DVIR	LOC6041268|XP_038114782.1|CQUI
OG0006782	LOC6624334|XP_032290894.1|DVIR	LOC6041273|XP_038114787.1|CQUI
OG0006783	LOC6635934|XP_015024314.1|DVIR	LOC6044694|XP_038120250.1|CQUI
OG0006784	LOC6623759|XP_002047362.3|DVIR	LOC6050317|XP_038115935.1|CQUI
OG0006785	LOC6636363|XP_002059892.1|DVIR	LOC6050316|XP_001866946.2|CQUI
OG0006786	LOC6625311|XP_015029561.1|DVIR	LOC6054413|XP_038115283.1|CQUI
OG0006787	LOC6623618|XP_002048606.1|DVIR	LOC6050636|XP_038114830.1|CQUI
OG0006788	LOC6623642|XP_002048607.1|DVIR	LOC6054512|XP_038114835.1|CQUI
OG0006789	LOC6631412|XP_002055421.1|DVIR	LOC119768637|XP_038114833.1|CQUI
OG0006790	LOC6629038|XP_002052184.1|DVIR	LOC119768638|XP_038114836.1|CQUI
OG0006791	LOC6624581|XP_002046969.2|DVIR	LOC6036543|XP_038117119.1|CQUI
OG0006792	LOC6623246|XP_002047270.1|DVIR	LOC6036111|XP_001846204.2|CQUI
OG0006793	LOC6623198|XP_002047265.1|DVIR	LOC6036220|XP_001846295.2|CQUI
OG0006794	LOC6624902|XP_002050479.1|DVIR	LOC6036216|XP_001846291.2|CQUI
OG0006795	LOC6623300|XP_002047773.1|DVIR	LOC6036212|XP_038120747.1|CQUI
OG0006796	LOC6624434|XP_002047620.1|DVIR	LOC6036211|XP_001846286.2|CQUI
OG0006797	LOC6628047|XP_002051158.1|DVIR	LOC6036209|XP_001846284.2|CQUI
OG0006798	LOC6623607|XP_032290336.1|DVIR	LOC119769261|XP_038117132.1|CQUI
OG0006799	LOC6622509|XP_032291363.1|DVIR	LOC6035613|XP_038115050.1|CQUI
OG0006800	LOC6624271|XP_015031582.1|DVIR	LOC6033538|XP_038117693.1|CQUI
OG0006801	LOC6631410|XP_002055419.3|DVIR	LOC6038397|XP_038119107.1|CQUI
OG0006802	LOC6625427|XP_002048822.1|DVIR	LOC6038388|XP_038116244.1|CQUI
OG0006803	LOC6635933|XP_002059372.1|DVIR	LOC6038387|XP_038116242.1|CQUI
OG0006804	LOC6622168|XP_015030752.1|DVIR	LOC6038247|XP_038118230.1|CQUI
OG0006805	LOC6636315|XP_002059875.2|DVIR	LOC6038246|XP_038118197.1|CQUI
OG0006806	LOC6623901|XP_015031005.1|DVIR	LOC6040606|XP_038117802.1|CQUI
OG0006807	LOC6622772|XP_015030643.1|DVIR	LOC6052497|XP_038118841.1|CQUI
OG0006808	LOC6626061|XP_002048851.1|DVIR	LOC6036429|XP_038119231.1|CQUI
OG0006809	LOC6623790|XP_002046836.2|DVIR	LOC6036406|XP_001846459.2|CQUI
OG0006810	LOC6622751|XP_032290270.1|DVIR	LOC6036405|XP_038118039.1|CQUI
OG0006811	LOC26531785|XP_032295459.1|DVIR	LOC6036530|XP_001846575.2|CQUI
OG0006812	LOC6623978|XP_002046868.2|DVIR	LOC6036524|XP_038119194.1|CQUI
OG0006813	LOC6626280|XP_015029271.1|DVIR	LOC6035468|XP_001845653.2|CQUI
OG0006814	LOC6623216|XP_002046733.1|DVIR	LOC6041977|XP_001851152.1|CQUI
OG0006815	LOC6623686|XP_002046835.1|DVIR	LOC6041966|XP_038114777.1|CQUI
OG0006816	LOC6623220|XP_002046833.1|DVIR	LOC6041011|XP_038115599.1|CQUI
OG0006817	LOC6622195|XP_032291314.1|DVIR	LOC6031303|XP_001842122.2|CQUI
OG0006818	LOC6623846|XP_002047371.1|DVIR	LOC6031304|XP_038120070.1|CQUI
OG0006820	LOC6622737|XP_002047540.1|DVIR	LOC6035588|XP_038116117.1|CQUI
OG0006821	LOC6627741|XP_002051125.1|DVIR	LOC6035604|XP_038118721.1|CQUI
OG0006822	LOC6626832|XP_002050201.2|DVIR	LOC6035607|XP_001845756.2|CQUI
OG0006823	LOC6622147|XP_002047024.1|DVIR	LOC6035610|XP_001845759.1|CQUI
OG0006824	LOC6622289|XP_002046952.1|DVIR	LOC6033570|XP_001843999.2|CQUI
OG0006825	LOC6624311|XP_015031331.1|DVIR	LOC6034611|XP_038121872.1|CQUI
OG0006826	LOC6622575|XP_002047010.1|DVIR	LOC6034604|XP_038121045.1|CQUI
OG0006827	LOC6631231|XP_002054660.2|DVIR	LOC119770263|XP_038120734.1|CQUI
OG0006828	LOC6634136|XP_002057422.3|DVIR	LOC6047256|XP_038119758.1|CQUI
OG0006829	LOC6624636|XP_032290312.1|DVIR	LOC6045945|XP_001863195.2|CQUI
OG0006830	LOC6636851|XP_002060281.1|DVIR	LOC6052507|XP_038115302.1|CQUI
OG0006831	LOC6624560|XP_002046604.2|DVIR	LOC6048143|XP_001865106.1|CQUI
OG0006832	LOC6623415|XP_002046764.2|DVIR	LOC6048134|XP_038114534.1|CQUI
OG0006833	LOC6624708|XP_015031272.1|DVIR	LOC6045372|XP_038120771.1|CQUI
OG0006834	LOC6622474|XP_002048197.1|DVIR	LOC6042322|XP_001851454.2|CQUI
OG0006835	LOC6622233|XP_002046922.1|DVIR	LOC6042325|XP_038115814.1|CQUI
OG0006836	LOC6622775|XP_032290774.1|DVIR	LOC6042329|XP_001851460.2|CQUI
OG0006837	LOC6622217|XP_002046340.1|DVIR	LOC6042343|XP_038117971.1|CQUI
OG0006838	LOC6623987|XP_002047116.1|DVIR	LOC6042339|XP_001851467.2|CQUI
OG0006839	LOC6624195|XP_002046336.1|DVIR	LOC6045504|XP_038114838.1|CQUI
OG0006840	LOC6634347|XP_002057811.1|DVIR	LOC6037180|XP_038115990.1|CQUI
OG0006841	LOC6623213|XP_002046088.1|DVIR	LOC6037155|XP_038120304.1|CQUI
OG0006842	LOC6624528|XP_002046578.3|DVIR	LOC6035492|XP_038114629.1|CQUI
OG0006843	LOC6631554|XP_002055008.1|DVIR	LOC119770078|XP_038120207.1|CQUI
OG0006844	LOC6631140|XP_002053036.1|DVIR	LOC6035475|XP_038120206.1|CQUI
OG0006845	LOC6622976|XP_032290468.1|DVIR	LOC6033452|XP_038119091.1|CQUI
OG0006846	LOC6623737|XP_002046842.1|DVIR	LOC6033441|XP_038120457.1|CQUI
OG0006847	LOC6623859|XP_002046844.3|DVIR	LOC6053413|XP_038117538.1|CQUI
OG0006848	LOC6624753|XP_002050735.2|DVIR	LOC6040122|XP_038118810.1|CQUI
OG0006849	LOC6623323|XP_002046752.1|DVIR	LOC6030835|XP_001841689.1|CQUI
OG0006850	LOC6623276|XP_002046753.2|DVIR	LOC6030825|XP_038115996.1|CQUI
OG0006851	LOC6623359|XP_002046757.1|DVIR	LOC119770449|XP_038121308.1|CQUI
OG0006852	LOC6626210|XP_002050545.1|DVIR	LOC6030854|XP_038121168.1|CQUI
OG0006853	LOC6622402|XP_002046404.3|DVIR	LOC6030884|XP_038121562.1|CQUI
OG0006858	LOC6623868|XP_002048303.1|DVIR	LOC119770216|XP_038120582.1|CQUI
OG0006859	LOC6625677|XP_002048795.1|DVIR	LOC6052621|XP_038115397.1|CQUI
OG0006860	LOC6626523|XP_002050566.1|DVIR	LOC6042899|XP_001853751.1|CQUI
OG0006861	LOC116649747|XP_032293159.1|DVIR, LOC6636413|XP_015023889.1|DVIR	LOC6030956|XP_038119122.1|CQUI
OG0006862	LOC6623682|XP_002047868.1|DVIR	LOC6030935|XP_001841798.2|CQUI
OG0006863	LOC6632125|XP_002055098.2|DVIR	LOC6030894|XP_038121676.1|CQUI
OG0006867	LOC6626620|XP_002050604.2|DVIR	LOC6041243|XP_038114615.1|CQUI
OG0006870	LOC6626522|XP_002050565.3|DVIR	LOC6051051|XP_038119515.1|CQUI
OG0006871	LOC6627249|XP_002050400.1|DVIR	LOC119770344|XP_038120954.1|CQUI
OG0006872	LOC6626345|XP_002050346.1|DVIR	LOC6040441|XP_001849831.2|CQUI
OG0006873	LOC6625681|XP_032292356.1|DVIR	LOC6046101|XP_038121819.1|CQUI
OG0006875	LOC6628343|XP_002052674.1|DVIR	LOC6042596|XP_038108009.1|CQUI
OG0006876	LOC6626139|XP_015029887.1|DVIR	LOC6052361|XP_038113421.1|CQUI
OG0006877	LOC26530659|XP_032294071.1|DVIR	LOC6041418|XP_001850680.1|CQUI
OG0006878	LOC6628917|XP_002051385.3|DVIR	LOC6041409|XP_038108999.1|CQUI
OG0006879	LOC6624861|XP_015029606.1|DVIR	LOC6041400|XP_038111481.1|CQUI
OG0006881	LOC6633898|XP_002057591.1|DVIR	LOC6031728|XP_038111585.1|CQUI
OG0006882	LOC6626552|XP_032292565.1|DVIR	LOC6032453|XP_001843049.1|CQUI
OG0006883	LOC6627802|XP_002051312.3|DVIR	LOC119766786|XP_038108497.1|CQUI, LOC6032491|XP_038108496.1|CQUI
OG0006884	LOC6634101|XP_002057712.1|DVIR	LOC6038604|XP_038111434.1|CQUI
OG0006885	LOC6628489|XP_015028781.1|DVIR	LOC6038598|XP_038106822.1|CQUI
OG0006886	LOC6630316|XP_002053733.1|DVIR	LOC6032071|XP_001842737.2|CQUI
OG0006887	LOC6633447|XP_002056909.1|DVIR	LOC6034113|XP_038108628.1|CQUI
OG0006888	LOC6627426|XP_002052411.1|DVIR	LOC6034116|XP_001844484.1|CQUI
OG0006889	LOC6627801|XP_002051311.1|DVIR	LOC6034115|XP_001844483.1|CQUI
OG0006890	LOC6635709|XP_002059258.1|DVIR	LOC6034125|XP_038110469.1|CQUI
OG0006891	LOC6627861|XP_002052280.1|DVIR	LOC6034124|XP_038110470.1|CQUI
OG0006892	LOC6629048|XP_002052886.1|DVIR	LOC6034129|XP_038110760.1|CQUI
OG0006893	LOC6628758|XP_002051898.1|DVIR	LOC6034130|XP_038106685.1|CQUI
OG0006894	LOC6628757|XP_032293935.1|DVIR	LOC6034131|XP_038113511.1|CQUI
OG0006895	LOC26530697|XP_032295894.1|DVIR	LOC6037885|XP_038108826.1|CQUI
OG0006896	LOC6634270|XP_002057552.1|DVIR	LOC6037886|XP_038109922.1|CQUI
OG0006897	LOC6634383|XP_002057577.1|DVIR	LOC6037893|XP_038112379.1|CQUI
OG0006898	LOC6628341|XP_002052672.1|DVIR	LOC6036689|XP_001846695.1|CQUI
OG0006899	LOC6628460|XP_002051832.1|DVIR	LOC6046041|XP_001863299.2|CQUI
OG0006900	LOC6631442|XP_002055680.1|DVIR	LOC6034160|XP_001844516.1|CQUI
OG0006901	LOC6628635|XP_002051879.1|DVIR	LOC6043211|XP_001857580.1|CQUI
OG0006902	LOC6635572|XP_002058927.1|DVIR	LOC6032925|XP_001843445.1|CQUI
OG0006903	LOC6632560|XP_032288734.1|DVIR	LOC6032938|XP_001843458.2|CQUI
OG0006904	LOC6634322|XP_002057462.1|DVIR	LOC6032965|XP_038114363.1|CQUI
OG0006905	LOC6628788|XP_032294499.1|DVIR	LOC6045160|XP_038106430.1|CQUI
OG0006906	LOC6627331|XP_002051927.1|DVIR	LOC6045155|XP_038112307.1|CQUI
OG0006907	LOC6635675|XP_032294740.1|DVIR	LOC6041618|XP_038107142.1|CQUI
OG0006908	LOC6628653|XP_002051503.1|DVIR	LOC6041629|XP_001850859.2|CQUI
OG0006909	LOC6628160|XP_002052415.2|DVIR	LOC6041630|XP_001850860.2|CQUI
OG0006910	LOC6634149|XP_032293748.1|DVIR	LOC6041631|XP_001850861.1|CQUI
OG0006911	LOC6631384|XP_002055656.1|DVIR	LOC6050508|XP_038110868.1|CQUI
OG0006912	LOC6633910|XP_002057603.1|DVIR	LOC6031318|XP_038111414.1|CQUI
OG0006913	LOC6628628|XP_002052570.1|DVIR	LOC6031321|XP_038111422.1|CQUI
OG0006914	LOC6622065|XP_002047713.1|DVIR	LOC6031322|XP_001842137.2|CQUI
OG0006915	LOC6627999|XP_032293939.1|DVIR	LOC6051866|XP_001842141.2|CQUI
OG0006916	LOC6628851|XP_032293836.1|DVIR	LOC6031333|XP_038109253.1|CQUI
OG0006917	LOC6633932|XP_032293689.1|DVIR	LOC6031339|XP_038110075.1|CQUI
OG0006918	LOC6634209|XP_002057802.1|DVIR	LOC6031341|XP_001842154.1|CQUI
OG0006919	LOC6633965|XP_032293414.1|DVIR	LOC6032405|XP_038112655.1|CQUI
OG0006920	LOC6629215|XP_032293816.1|DVIR	LOC6041505|XP_038111324.1|CQUI
OG0006921	LOC6628026|XP_032294584.1|DVIR	LOC6037080|XP_001847031.2|CQUI
OG0006922	LOC6634224|XP_002057673.1|DVIR	LOC6053632|XP_038111298.1|CQUI
OG0006923	LOC6635713|XP_002059262.1|DVIR	LOC6053636|XP_001869685.2|CQUI
OG0006924	LOC6629008|XP_002051277.1|DVIR	LOC6043310|XP_001870925.1|CQUI
OG0006925	LOC6632720|XP_015025939.2|DVIR	LOC6043312|XP_001870927.1|CQUI
OG0006926	LOC6627524|XP_015028302.1|DVIR	LOC6036356|XP_038109987.1|CQUI
OG0006927	LOC6627523|XP_002051970.1|DVIR	LOC6036353|XP_038112666.1|CQUI
OG0006928	LOC6627357|XP_032294354.1|DVIR	LOC6031385|XP_038111938.1|CQUI
OG0006929	LOC6635753|XP_002059110.2|DVIR	LOC6037374|XP_038107872.1|CQUI
OG0006930	LOC6628790|XP_032294622.1|DVIR	LOC6037378|XP_038112499.1|CQUI
OG0006931	LOC6629203|XP_002052622.1|DVIR	LOC6041499|XP_001850750.1|CQUI
OG0006932	LOC6628078|XP_002051162.1|DVIR	LOC6041489|XP_001850740.1|CQUI
OG0006933	LOC6628050|XP_002051161.1|DVIR	LOC6041485|XP_001850737.1|CQUI
OG0006934	LOC6630660|XP_002053439.1|DVIR	LOC6051265|XP_038108272.1|CQUI
OG0006935	LOC6633933|XP_002057622.1|DVIR	LOC6049915|XP_001866599.1|CQUI
OG0006936	LOC6628082|XP_032293559.1|DVIR	LOC6044608|XP_038107243.1|CQUI
OG0006937	LOC6629128|XP_002052394.1|DVIR	LOC6044591|XP_001862082.1|CQUI
OG0006938	LOC6629153|XP_002052447.1|DVIR	LOC6044593|XP_001862084.1|CQUI
OG0006939	LOC6633431|XP_032296593.1|DVIR	LOC6044595|XP_038108152.1|CQUI
OG0006940	LOC6628476|XP_002052559.1|DVIR	LOC6050050|XP_038110124.1|CQUI
OG0006941	LOC6627813|XP_032293953.1|DVIR	LOC6031856|XP_038114214.1|CQUI
OG0006942	LOC6626214|XP_002050549.2|DVIR	LOC6037121|XP_038107650.1|CQUI
OG0006943	LOC6628956|XP_032294057.1|DVIR	LOC6031934|XP_038112746.1|CQUI
OG0006944	LOC6627441|XP_032294442.1|DVIR	LOC6031938|XP_038107535.1|CQUI
OG0006945	LOC6629036|XP_002052813.2|DVIR	LOC6038102|XP_038111511.1|CQUI
OG0006946	LOC6632414|XP_015026061.1|DVIR	LOC6050060|XP_001866727.2|CQUI
OG0006947	LOC6628659|XP_002051509.1|DVIR	LOC6031959|XP_001842635.2|CQUI
OG0006948	LOC6633999|XP_002057820.1|DVIR	LOC6031775|XP_038113613.1|CQUI
OG0006949	LOC6628938|XP_002052753.2|DVIR	LOC6031795|XP_001842503.2|CQUI
OG0006950	LOC6627487|XP_002051292.1|DVIR	LOC6044462|XP_001861976.2|CQUI
OG0006951	LOC6634153|XP_002057630.1|DVIR	LOC119767758|XP_038113115.1|CQUI
OG0006952	LOC6635079|XP_015024814.2|DVIR	LOC6041556|XP_038112759.1|CQUI
OG0006953	LOC6623912|XP_002048306.1|DVIR	LOC6043294|XP_038109236.1|CQUI
OG0006954	LOC6635760|XP_032294771.1|DVIR	LOC6043299|XP_038110803.1|CQUI
OG0006955	LOC6630147|XP_002054178.1|DVIR	LOC119767808|XP_038113275.1|CQUI
OG0006956	LOC6629063|XP_002051607.1|DVIR	LOC6037096|XP_001847046.2|CQUI
OG0006957	LOC6634337|XP_002057465.1|DVIR	LOC6037095|XP_038108761.1|CQUI
OG0006959	LOC6624638|XP_002046476.1|DVIR	LOC6037088|XP_001847041.2|CQUI
OG0006960	LOC6634312|XP_002057562.1|DVIR	LOC6047194|XP_001864281.2|CQUI
OG0006961	LOC6628269|XP_002052708.1|DVIR	LOC6051459|XP_038108557.1|CQUI
OG0006962	LOC6634188|XP_002057781.1|DVIR	LOC6040853|XP_038109055.1|CQUI
OG0006963	LOC6634202|XP_032293770.1|DVIR	LOC6038074|XP_038113591.1|CQUI
OG0006964	LOC6634235|XP_002057746.1|DVIR	LOC6038081|XP_038106826.1|CQUI
OG0006965	LOC6628339|XP_002052670.3|DVIR	LOC6050855|XP_001867381.2|CQUI
OG0006966	LOC6627313|XP_002052143.1|DVIR	LOC6050854|XP_038111582.1|CQUI
OG0006967	LOC6635848|XP_002059460.2|DVIR	LOC6050856|XP_001867382.2|CQUI
OG0006968	LOC6627208|XP_002050126.2|DVIR	LOC6050868|XP_038107253.1|CQUI
OG0006969	LOC6623511|XP_002047791.1|DVIR	LOC6043905|XP_038109111.1|CQUI
OG0006971	LOC6628255|XP_002052934.1|DVIR	LOC6054675|XP_038106115.1|CQUI
OG0006972	LOC6627755|XP_015028090.1|DVIR	LOC6031191|XP_001842032.1|CQUI
OG0006973	LOC6631561|XP_002055438.2|DVIR	LOC6052099|XP_001868427.2|CQUI
OG0006974	LOC6634348|XP_002057812.1|DVIR	LOC6031211|XP_038107169.1|CQUI
OG0006975	LOC6628545|XP_002051857.1|DVIR	LOC6031246|XP_001842076.2|CQUI
OG0006976	LOC6628071|XP_032293603.1|DVIR	LOC6031402|XP_038111178.1|CQUI
OG0006977	LOC6626990|XP_032292075.1|DVIR	LOC6031980|XP_038111736.1|CQUI
OG0006978	LOC6627983|XP_002052695.1|DVIR	LOC6036364|XP_038108913.1|CQUI
OG0006979	LOC6627775|XP_002052837.3|DVIR	LOC6037021|XP_038108422.1|CQUI
OG0006980	LOC6628275|XP_002051468.1|DVIR	LOC6037003|XP_001846967.2|CQUI
OG0006981	LOC6634099|XP_002057710.3|DVIR	LOC6037000|XP_001846965.2|CQUI
OG0006982	LOC6627608|XP_015028179.1|DVIR	LOC6036998|XP_038109525.1|CQUI
OG0006983	LOC6627488|XP_002051293.1|DVIR	LOC6036991|XP_038107681.1|CQUI
OG0006984	LOC6627442|XP_002052243.1|DVIR	LOC6036638|XP_038113736.1|CQUI
