Orthogroup	DVIR.longest_only	DSER.longest_only
OG0009803	LOC6623885|XP_002046227.1|DVIR	LOC110190446|XP_020816606.1|DSER
OG0009804	LOC6623789|XP_002046211.3|DVIR	LOC110190460|XP_020816620.1|DSER
OG0009805	LOC6623775|XP_002046210.1|DVIR	LOC110190449|XP_020816609.1|DSER
OG0009806	LOC6623766|XP_002046208.1|DVIR	LOC110190683|XP_020816952.1|DSER
OG0009807	LOC6623624|XP_032290673.1|DVIR	LOC110190760|XP_020817049.1|DSER
OG0009809	LOC6622827|XP_002047213.1|DVIR	LOC110187233|XP_020812292.1|DSER
OG0009810	LOC6623837|XP_032290648.1|DVIR	LOC110190069|XP_020816034.1|DSER
OG0009811	LOC6623923|XP_002048289.2|DVIR	LOC110190068|XP_020816033.1|DSER
OG0009812	LOC6624078|XP_002046861.1|DVIR	LOC110189323|XP_020815028.1|DSER
OG0009813	LOC6622664|XP_015030648.1|DVIR	LOC110189916|XP_020815848.1|DSER
OG0009814	LOC6624487|XP_002046945.1|DVIR	LOC110176196|XP_020798107.1|DSER
OG0009815	LOC6624702|XP_002047576.2|DVIR	LOC110185316|XP_020809740.1|DSER
OG0009816	LOC6623048|XP_032290722.1|DVIR	LOC110190276|XP_020816309.1|DSER
OG0009817	LOC6623027|XP_002048052.2|DVIR	LOC110190280|XP_020816313.1|DSER
OG0009818	LOC6622377|XP_002047489.2|DVIR	LOC110191230|XP_020817659.1|DSER
OG0009819	LOC6623999|XP_002047490.1|DVIR	LOC110191399|XP_020817916.1|DSER
OG0009820	LOC6622363|XP_032290586.1|DVIR	LOC110191228|XP_020817657.1|DSER
OG0009821	LOC6624253|XP_032290411.1|DVIR	LOC110176691|XP_020798780.1|DSER
OG0009822	LOC6624160|XP_032290263.1|DVIR	LOC110178947|XP_020801905.1|DSER
OG0009823	LOC6632072|XP_002054976.1|DVIR	LOC110190790|XP_020817087.1|DSER
OG0009824	LOC6623311|XP_002048550.1|DVIR	LOC110190245|XP_020816267.1|DSER
OG0009825	LOC6622352|XP_032290783.1|DVIR	LOC110179830|XP_020803096.1|DSER
OG0009826	LOC6622470|XP_002047946.1|DVIR	LOC110190331|XP_020816386.1|DSER
OG0009827	LOC6622493|XP_002047948.1|DVIR	LOC110190332|XP_020816387.1|DSER
OG0009828	LOC6623470|XP_002048574.1|DVIR	LOC110181242|XP_020804606.1|DSER
OG0009829	LOC6622089|XP_002047689.1|DVIR	LOC110190196|XP_020816207.1|DSER
OG0009830	LOC6624001|XP_002048649.1|DVIR	LOC110177538|XP_020799965.1|DSER
OG0009831	LOC6623827|XP_002048645.1|DVIR	LOC110177537|XP_020799964.1|DSER
OG0009832	LOC6623528|XP_002048644.1|DVIR	LOC110177536|XP_020799963.1|DSER
OG0009833	LOC6622453|XP_032290024.1|DVIR	LOC110179976|XP_020803221.1|DSER
OG0009834	LOC6626851|XP_015029282.1|DVIR	LOC110178490|XP_020801294.1|DSER
OG0009835	LOC26531404|XP_015030324.1|DVIR, LOC6626779|XP_002050092.1|DVIR	LOC110180033|XP_020803300.1|DSER
OG0009836	LOC6630140|XP_002053623.1|DVIR	LOC110177117|XP_020799322.1|DSER
OG0009837	LOC6633130|XP_002055811.3|DVIR	LOC110190977|XP_020817340.1|DSER
OG0009838	LOC6628528|XP_002052724.1|DVIR	LOC110187478|XP_020812523.1|DSER
OG0009839	LOC26530912|XP_015030261.1|DVIR	LOC110182748|XP_020806520.1|DSER
OG0009840	LOC6634298|XP_002057450.1|DVIR	LOC110178695|XP_020801557.1|DSER, LOC110181358|XP_020804741.1|DSER
OG0009841	LOC6629026|XP_002051373.1|DVIR	LOC110185888|XP_020810559.1|DSER
OG0009842	LOC6622230|XP_015030582.1|DVIR	LOC110176276|XP_020798252.1|DSER
OG0009843	LOC6622468|XP_002046987.2|DVIR	LOC110182754|XP_020806524.1|DSER
OG0009844	LOC116650711|XP_032291060.1|DVIR, LOC6622243|XP_002048388.1|DVIR	LOC110185297|XP_020809704.1|DSER
OG0009845	LOC6625873|XP_002049674.1|DVIR	LOC110177708|XP_020800206.1|DSER
OG0009846	LOC6628059|XP_002051528.1|DVIR	LOC110185857|XP_020810525.1|DSER
OG0009847	LOC6633260|XP_002056884.1|DVIR	LOC110183069|XP_020806914.1|DSER
OG0009848	LOC6633734|XP_002057019.1|DVIR	LOC110180432|XP_020803762.1|DSER
OG0009849	LOC6630712|XP_015026979.2|DVIR	LOC110187825|XP_020812961.1|DSER
OG0009850	LOC26531566|XP_015025731.1|DVIR	LOC110180353|XP_020803674.1|DSER
OG0009851	LOC6636001|XP_002059501.1|DVIR	LOC110181844|XP_020805410.1|DSER
OG0009853	LOC6631351|XP_002054992.2|DVIR	LOC110179520|XP_020802756.1|DSER, LOC110178779|XP_020801684.1|DSER
OG0009855	LOC6633949|XP_002057836.1|DVIR	LOC110183903|XP_020807905.1|DSER, LOC110178080|XP_020800743.1|DSER
OG0009856	LOC6634017|XP_002057860.1|DVIR, LOC6634018|XP_002057861.1|DVIR	LOC110176951|XP_020799112.1|DSER, LOC110185840|XP_020810507.1|DSER
OG0009857	LOC6634296|XP_002057448.1|DVIR	LOC110178696|XP_020801558.1|DSER, LOC110181360|XP_020804742.1|DSER
OG0009858	LOC6628596|XP_002051211.1|DVIR	LOC110177877|XP_020800501.1|DSER
OG0009859	LOC6628295|XP_002051180.1|DVIR	LOC110185766|XP_020810427.1|DSER
OG0009860	LOC6635780|XP_002059176.2|DVIR	LOC110183421|XP_020807357.1|DSER, LOC110183422|XP_020807359.1|DSER
OG0009861	LOC6627658|XP_002051722.1|DVIR	LOC110183091|XP_020806943.1|DSER
OG0009862	LOC6627711|XP_002051633.1|DVIR	LOC110183992|XP_020808007.1|DSER, LOC110179924|XP_020803180.1|DSER
OG0009863	LOC6628641|XP_032293932.1|DVIR	LOC110178166|XP_020800859.1|DSER
OG0009864	LOC6628829|XP_002052070.2|DVIR	LOC110187280|XP_020812327.1|DSER
OG0009865	LOC6627478|XP_002052128.1|DVIR	LOC110179171|XP_020802229.1|DSER
OG0009866	LOC6623908|XP_032290838.1|DVIR	LOC110185169|XP_020809538.1|DSER
OG0009867	LOC116650835|XP_032291515.1|DVIR, LOC6636544|XP_002060048.2|DVIR, LOC116650818|XP_032291459.1|DVIR	LOC110190082|XP_020816046.1|DSER
OG0009868	LOC6624568|XP_002048492.1|DVIR	LOC110178941|XP_020801899.1|DSER
OG0009869	LOC26531384|XP_015031737.1|DVIR	LOC110184013|XP_020808038.1|DSER
OG0009870	LOC6624103|XP_002048352.1|DVIR	LOC110178873|XP_020801806.1|DSER
OG0009871	LOC6625970|XP_015029183.1|DVIR	LOC110179217|XP_020802311.1|DSER
OG0009872	LOC6626446|XP_002049803.1|DVIR	LOC110179231|XP_020802342.1|DSER
OG0009874	LOC6623050|XP_002048053.1|DVIR	LOC110178953|XP_020801913.1|DSER
OG0009875	LOC6622153|XP_002047943.1|DVIR	LOC110190040|XP_020816004.1|DSER
OG0009876	LOC6626828|XP_002050197.1|DVIR, LOC26531597|XP_015030347.1|DVIR	LOC110178382|XP_020801178.1|DSER
OG0009877	LOC6625357|XP_002050324.2|DVIR	LOC110177085|XP_020799271.1|DSER
OG0009878	LOC26531410|XP_015030325.1|DVIR	LOC110181930|XP_020805528.1|DSER
OG0009879	LOC6625815|XP_002050597.2|DVIR	LOC110191157|XP_020817573.1|DSER
OG0009880	LOC6636361|XP_002059890.1|DVIR, LOC6636364|XP_002059893.1|DVIR	LOC110182544|XP_020806254.1|DSER
OG0009881	LOC6626971|XP_002048714.1|DVIR	LOC110179872|XP_020803133.1|DSER
OG0009882	LOC6626033|XP_002050800.1|DVIR	LOC110181110|XP_020804440.1|DSER
OG0009883	LOC116652249|XP_032296304.1|DVIR, LOC6625575|XP_015029422.1|DVIR	LOC110182913|XP_020806733.1|DSER
OG0009884	LOC116651097|XP_032292802.1|DVIR, LOC6625573|XP_002049598.1|DVIR	LOC110182936|XP_020806774.1|DSER
OG0009885	LOC6625930|XP_002049299.1|DVIR	LOC110177008|XP_020799182.1|DSER
OG0009886	LOC6625882|XP_002049332.1|DVIR	LOC110182552|XP_020806265.1|DSER
OG0009887	LOC6625768|XP_002049875.1|DVIR	LOC110189542|XP_020815332.1|DSER, LOC110189437|XP_020815167.1|DSER
OG0009888	LOC6626137|XP_002049131.1|DVIR	LOC110188621|XP_020814047.1|DSER, LOC110176555|XP_020798604.1|DSER
OG0009889	LOC6624941|XP_002049040.1|DVIR	LOC110177965|XP_020800615.1|DSER, LOC110179743|XP_020803017.1|DSER
OG0009890	LOC6625726|XP_002049020.1|DVIR	LOC110187599|XP_020812681.1|DSER
OG0009891	LOC6624820|XP_002048978.1|DVIR	LOC110189871|XP_020815761.1|DSER
OG0009893	LOC6625647|XP_015029429.1|DVIR	LOC110176343|XP_020798331.1|DSER
OG0009895	LOC6632275|XP_032289566.1|DVIR	LOC110188546|XP_020813962.1|DSER
OG0009896	LOC6630489|XP_032292360.1|DVIR	LOC110186367|XP_020811176.1|DSER
OG0009897	LOC6633229|XP_002056287.1|DVIR	LOC110191791|XP_020818401.1|DSER
OG0009898	LOC6629542|XP_002053670.1|DVIR, LOC6629540|XP_002053668.2|DVIR, LOC116651462|XP_032293723.1|DVIR	LOC110188318|XP_020813685.1|DSER
OG0009899	LOC6631203|XP_015027688.1|DVIR	LOC110176463|XP_020798479.1|DSER
OG0009900	LOC6632437|XP_002056167.1|DVIR	LOC110185090|XP_020809438.1|DSER
OG0009901	LOC6630261|XP_002053420.1|DVIR	LOC110186195|XP_020810913.1|DSER
OG0009902	LOC6629733|XP_002053609.1|DVIR	LOC110176460|XP_020798474.1|DSER
OG0009903	LOC6630706|XP_002054646.1|DVIR	LOC110191859|XP_020818498.1|DSER, LOC110177586|XP_020800030.1|DSER
OG0009904	LOC6630826|XP_002054112.1|DVIR	LOC110188043|XP_020813252.1|DSER
OG0009905	LOC6630585|XP_032289853.1|DVIR	LOC110184062|XP_020808102.1|DSER
OG0009906	LOC6630580|XP_002053852.1|DVIR	LOC110185797|XP_020810463.1|DSER
OG0009907	LOC6629910|XP_002054156.1|DVIR, LOC6629912|XP_002054158.1|DVIR	LOC110177211|XP_020799488.1|DSER
OG0009909	LOC6630848|XP_002053930.1|DVIR	LOC110186887|XP_020811846.1|DSER
OG0009911	LOC6625369|XP_002049065.2|DVIR	LOC110177945|XP_020800589.1|DSER, LOC110177944|XP_020800588.1|DSER
OG0009912	LOC6628303|XP_002051188.2|DVIR, LOC26531749|XP_015028982.2|DVIR	LOC110181342|XP_020804720.1|DSER
OG0009913	LOC6628736|XP_002051073.1|DVIR	LOC110185841|XP_020810508.1|DSER
OG0009922	LOC26531368|XP_015031735.1|DVIR	LOC110178990|XP_020801964.1|DSER
OG0009925	LOC6629578|XP_002054870.2|DVIR	LOC110186446|XP_020811288.1|DSER
OG0009930	LOC6633360|XP_002056984.1|DVIR	LOC110181625|XP_020805093.1|DSER
OG0009932	LOC6626343|XP_002050681.1|DVIR	LOC110188926|XP_020814510.1|DSER
OG0009933	LOC6626648|XP_002050642.1|DVIR	LOC110178531|XP_020801348.1|DSER
OG0009934	LOC116650749|XP_032291240.1|DVIR	LOC110176244|XP_020798202.1|DSER
OG0009937	LOC26531731|XP_032289827.1|DVIR, LOC116650408|XP_032289871.1|DVIR	LOC110178691|XP_020801552.1|DSER
OG0009938	LOC6631516|XP_002055313.3|DVIR	LOC110184363|XP_020808515.1|DSER
OG0009940	LOC6632979|XP_002056482.1|DVIR	LOC110186794|XP_020811731.1|DSER
OG0009941	LOC6628036|XP_002052913.1|DVIR	LOC110187417|XP_020812465.1|DSER
OG0009942	LOC6626340|XP_002050678.2|DVIR	LOC110188925|XP_020814509.1|DSER
OG0009943	LOC6627758|XP_002051131.1|DVIR	LOC110183465|XP_020807405.1|DSER
OG0009944	LOC6634786|XP_002058122.2|DVIR	LOC110180552|XP_020803906.1|DSER
OG0009945	LOC6631439|XP_002055677.1|DVIR	LOC110181906|XP_020805499.1|DSER
OG0009946	LOC26530705|XP_015027818.1|DVIR	LOC110188179|XP_020813410.1|DSER
OG0009947	LOC6624723|XP_002047194.2|DVIR	LOC110190645|XP_020816903.1|DSER
OG0009948	LOC6635561|XP_002059035.1|DVIR	LOC110179489|XP_020802722.1|DSER
OG0009949	LOC6633104|XP_032289722.1|DVIR	LOC110187854|XP_020812998.1|DSER
OG0009950	LOC6632775|XP_002056336.2|DVIR	LOC110186810|XP_020811754.1|DSER
OG0009951	LOC6632517|XP_002056527.1|DVIR	LOC110188282|XP_020813638.1|DSER
OG0009952	LOC6630363|XP_002054899.1|DVIR	LOC110187771|XP_020812894.1|DSER
OG0009953	LOC6632980|XP_002056483.2|DVIR	LOC110187012|XP_020812035.1|DSER
OG0009954	LOC6630888|XP_002053134.1|DVIR	LOC110176649|XP_020798739.1|DSER
OG0009955	LOC6626352|XP_032292409.1|DVIR	LOC110178354|XP_020801143.1|DSER
OG0009956	LOC6633390|XP_032289103.1|DVIR	LOC110182585|XP_020806291.1|DSER
OG0009957	LOC6633017|XP_002056138.1|DVIR	LOC110186734|XP_020811659.1|DSER
OG0009958	LOC6630239|XP_002053903.1|DVIR	LOC110186681|XP_020811606.1|DSER
OG0009960	LOC6634880|XP_002058499.1|DVIR	LOC110187894|XP_020813041.1|DSER
OG0009961	LOC6634986|XP_002058488.1|DVIR, LOC116651862|XP_032294962.1|DVIR	LOC110188436|XP_020813822.1|DSER
OG0009962	LOC6632254|XP_002056083.2|DVIR	LOC110184123|XP_020808193.1|DSER
OG0009963	LOC6630066|XP_032294991.1|DVIR	LOC110188033|XP_020813229.1|DSER
OG0009964	LOC6630024|XP_002054474.1|DVIR	LOC110184716|XP_020808998.1|DSER
OG0009965	LOC6629829|XP_002054529.2|DVIR	LOC110186875|XP_020811831.1|DSER
OG0009966	LOC6635732|XP_015024499.1|DVIR	LOC110179804|XP_020803068.1|DSER
OG0009967	LOC6627765|XP_002052654.1|DVIR	LOC110176932|XP_020799088.1|DSER
OG0009969	LOC6628156|XP_015027996.1|DVIR	LOC110187340|XP_020812387.1|DSER
OG0009970	LOC6629249|XP_002052773.1|DVIR	LOC110176913|XP_020799063.1|DSER
OG0009971	LOC6635769|XP_002059165.2|DVIR	LOC110184852|XP_020809151.1|DSER
OG0009972	LOC6629129|XP_002052395.1|DVIR	LOC110183302|XP_020807201.1|DSER
OG0009973	LOC6629078|XP_002052380.2|DVIR	LOC110176454|XP_020798469.1|DSER
OG0009974	LOC6634054|XP_032293616.1|DVIR	LOC110186077|XP_020810771.1|DSER
OG0009975	LOC6628007|XP_002051413.1|DVIR	LOC110182741|XP_020806502.1|DSER
OG0009976	LOC6628083|XP_002051167.2|DVIR	LOC110181460|XP_020804866.1|DSER
OG0009977	LOC116651478|XP_032293773.1|DVIR	LOC110187356|XP_020812405.1|DSER
OG0009978	LOC6634227|XP_002057738.1|DVIR	LOC110187350|XP_020812400.1|DSER
OG0009979	LOC6634279|XP_002057696.1|DVIR	LOC110185772|XP_020810434.1|DSER
OG0009980	LOC6625041|XP_032292511.1|DVIR	LOC110191365|XP_020817877.1|DSER
OG0009981	LOC6626301|XP_015029189.1|DVIR	LOC110180060|XP_020803341.1|DSER
OG0009982	LOC6626299|XP_032292155.1|DVIR	LOC110180062|XP_020803343.1|DSER
OG0009983	LOC6625799|XP_002050897.1|DVIR	LOC110177503|XP_020799918.1|DSER
OG0009984	LOC6635941|XP_032292523.1|DVIR	LOC110180012|XP_020803264.1|DSER
OG0009985	LOC26530760|XP_032291819.1|DVIR	LOC110191624|XP_020818172.1|DSER
OG0009986	LOC6636417|XP_002059970.1|DVIR	LOC110189594|XP_020815384.1|DSER
OG0009987	LOC6625364|XP_032291821.1|DVIR	LOC110177712|XP_020800215.1|DSER
OG0009988	LOC6625363|XP_002050235.1|DVIR	LOC110177655|XP_020800130.1|DSER
OG0009989	LOC6625626|XP_002049070.2|DVIR	LOC110177935|XP_020800576.1|DSER
OG0009990	LOC6626055|XP_002049611.1|DVIR	LOC110182929|XP_020806766.1|DSER
OG0009991	LOC6624748|XP_002049708.2|DVIR	LOC110178040|XP_020800739.1|DSER
OG0009992	LOC6634518|XP_002058067.1|DVIR	LOC110187050|XP_020812085.1|DSER
OG0009993	LOC6636684|XP_032295801.1|DVIR	LOC110184588|XP_020808837.1|DSER
OG0009994	LOC6633374|XP_002057327.1|DVIR	LOC110181965|XP_020805573.1|DSER
OG0009995	LOC6633821|XP_002057042.3|DVIR	LOC110179671|XP_020802941.1|DSER
OG0009996	LOC6633314|XP_002056891.1|DVIR	LOC110184283|XP_020808423.1|DSER
OG0009997	LOC6635460|XP_002058968.2|DVIR	LOC110184138|XP_020808208.1|DSER
OG0009998	LOC6633670|XP_002056929.1|DVIR	LOC110184243|XP_020808358.1|DSER
OG0009999	LOC6634613|XP_002058098.2|DVIR	LOC110184586|XP_020808831.1|DSER
OG0010000	LOC6635533|XP_002059104.1|DVIR	LOC110182109|XP_020805775.1|DSER
OG0010001	LOC6633817|XP_002057038.1|DVIR	LOC110179683|XP_020802954.1|DSER
OG0010002	LOC116650840|XP_032291538.1|DVIR	LOC110178721|XP_020801585.1|DSER
OG0010003	LOC6627757|XP_002051130.1|DVIR	LOC110183400|XP_020807330.1|DSER
OG0010004	LOC6633560|XP_032295947.1|DVIR	LOC110182497|XP_020806205.1|DSER
OG0010005	LOC6631940|XP_002055033.1|DVIR	LOC110183222|XP_020807095.1|DSER
OG0010006	LOC6636115|XP_002059657.3|DVIR	LOC110184306|XP_020808453.1|DSER
OG0010007	LOC6636039|XP_002059566.1|DVIR	LOC110181600|XP_020805056.1|DSER
OG0010008	LOC6635458|XP_002059060.1|DVIR	LOC110175974|XP_020797828.1|DSER
OG0010009	LOC6628328|XP_002051201.1|DVIR	LOC110181325|XP_020804703.1|DSER
OG0010010	LOC6631904|XP_002055216.1|DVIR	LOC110175955|XP_020797802.1|DSER
OG0010011	LOC6634392|XP_032296434.1|DVIR	LOC110184266|XP_020808391.1|DSER
OG0010012	LOC6631884|XP_032295859.1|DVIR	LOC110179560|XP_020802801.1|DSER
OG0010013	LOC6634565|XP_002058177.2|DVIR	LOC110181594|XP_020805047.1|DSER
OG0010014	LOC26531586|XP_032295923.1|DVIR	LOC110175985|XP_020797843.1|DSER
OG0010015	LOC6634567|XP_015025088.1|DVIR	LOC110181558|XP_020805002.1|DSER
OG0010016	LOC6631426|XP_002055534.1|DVIR	LOC110182017|XP_020805607.1|DSER
OG0010017	LOC6634564|XP_002058176.1|DVIR	LOC110181589|XP_020805042.1|DSER
OG0010018	LOC6633397|XP_002057207.1|DVIR	LOC110180137|XP_020803442.1|DSER
OG0010019	LOC6631922|XP_002055749.1|DVIR	LOC110181691|XP_020805191.1|DSER
OG0010020	LOC6631609|XP_002055067.1|DVIR	LOC110181828|XP_020805391.1|DSER
OG0010021	LOC6631732|XP_032295715.1|DVIR	LOC110181633|XP_020805100.1|DSER
OG0010022	LOC6631687|XP_002055457.1|DVIR	LOC110189569|XP_020815359.1|DSER
OG0010023	LOC6634596|XP_002058251.1|DVIR	LOC110185515|XP_020810069.1|DSER
OG0010024	LOC6634598|XP_032296344.1|DVIR	LOC110185517|XP_020810072.1|DSER
OG0010025	LOC6634432|XP_032289236.1|DVIR	LOC110182208|XP_020805894.1|DSER
OG0010026	LOC6632012|XP_002055385.1|DVIR	LOC110181938|XP_020805534.1|DSER
OG0010027	LOC6632010|XP_002055383.1|DVIR	LOC110179129|XP_020802181.1|DSER
OG0010028	LOC6635469|XP_032295858.1|DVIR	LOC110191973|XP_020818653.1|DSER
OG0010029	LOC6631374|XP_002055648.1|DVIR	LOC110184167|XP_020808237.1|DSER
OG0010030	LOC6631553|XP_032295662.1|DVIR	LOC110184140|XP_020808210.1|DSER
OG0010031	LOC6631780|XP_002055707.2|DVIR	LOC110184181|XP_020808250.1|DSER
OG0010032	LOC6628608|XP_002052169.2|DVIR	LOC110182383|XP_020806084.1|DSER
OG0010033	LOC6635513|XP_002058931.1|DVIR	LOC110179756|XP_020803032.1|DSER
OG0010034	LOC6635570|XP_002058925.1|DVIR	LOC110179763|XP_020803038.1|DSER
OG0010035	LOC6635567|XP_032295972.1|DVIR	LOC110179764|XP_020803039.1|DSER
OG0010036	LOC6635565|XP_032296028.1|DVIR	LOC110179762|XP_020803037.1|DSER
OG0010037	LOC6635564|XP_002058919.1|DVIR	LOC110179757|XP_020803033.1|DSER
OG0010038	LOC6633693|XP_032296636.1|DVIR	LOC110180559|XP_020803912.1|DSER
OG0010039	LOC6625948|XP_002049385.1|DVIR	LOC110178366|XP_020801161.1|DSER
OG0010040	LOC6628173|XP_002051444.1|DVIR	LOC110185967|XP_020810644.1|DSER
OG0010041	LOC6636017|XP_002059541.2|DVIR	LOC110183057|XP_020806901.1|DSER
OG0010042	LOC6631621|XP_002055563.1|DVIR	LOC110179057|XP_020802076.1|DSER
OG0010043	LOC6631619|XP_002055561.1|DVIR	LOC110179054|XP_020802072.1|DSER
OG0010044	LOC6633513|XP_002057231.2|DVIR	LOC110183267|XP_020807154.1|DSER
OG0010045	LOC6634482|XP_002058159.2|DVIR	LOC110181826|XP_020805388.1|DSER
OG0010046	LOC6634483|XP_002058160.1|DVIR	LOC110181827|XP_020805389.1|DSER
OG0010047	LOC6631529|XP_002055336.1|DVIR	LOC110183228|XP_020807103.1|DSER
OG0010048	LOC6634757|XP_002058050.2|DVIR	LOC110185523|XP_020810077.1|DSER
OG0010049	LOC6636071|XP_002059602.1|DVIR	LOC110187103|XP_020812168.1|DSER
OG0010050	LOC6636070|XP_002059601.1|DVIR	LOC110187116|XP_020812185.1|DSER
OG0010051	LOC6633794|XP_002057314.1|DVIR	LOC110181694|XP_020805195.1|DSER
OG0010052	LOC6633346|XP_032296745.1|DVIR	LOC110180323|XP_020803639.1|DSER
OG0010053	LOC6636147|XP_002059493.1|DVIR	LOC110179458|XP_020802676.1|DSER
OG0010054	LOC6631892|XP_002055493.2|DVIR	LOC110179722|XP_020803000.1|DSER
OG0010055	LOC6632031|XP_002055497.2|DVIR	LOC110179738|XP_020803014.1|DSER
OG0010056	LOC6631444|XP_015026715.1|DVIR	LOC110187143|XP_020812216.1|DSER
OG0010057	LOC6635597|XP_002059022.3|DVIR	LOC110179632|XP_020802902.1|DSER
OG0010058	LOC6633646|XP_032289031.1|DVIR	LOC110180346|XP_020803667.1|DSER
OG0010059	LOC6631404|XP_002055674.1|DVIR	LOC110181913|XP_020805506.1|DSER
OG0010060	LOC6633334|XP_002056862.1|DVIR	LOC110180649|XP_020804002.1|DSER
OG0010061	LOC6636590|XP_002060027.1|DVIR	LOC110190085|XP_020816050.1|DSER
OG0010062	LOC6623403|XP_002046146.1|DVIR	LOC110184700|XP_020808970.1|DSER
OG0010063	LOC6622668|XP_002046711.2|DVIR	LOC110190080|XP_020816045.1|DSER
OG0010064	LOC6622376|XP_002046701.1|DVIR	LOC110189844|XP_020815712.1|DSER
OG0010065	LOC6623922|XP_002047381.2|DVIR	LOC110176303|XP_020798283.1|DSER
OG0010066	LOC6624130|XP_002046388.2|DVIR	LOC110177629|XP_020800102.1|DSER
OG0010067	LOC6636809|XP_002060291.1|DVIR	LOC110188849|XP_020814414.1|DSER
OG0010068	LOC6623838|XP_002048273.1|DVIR	LOC110189908|XP_020815832.1|DSER
OG0010069	LOC6622400|XP_002046547.1|DVIR	LOC110177549|XP_020799978.1|DSER
OG0010071	LOC116650527|XP_032290310.1|DVIR	LOC110185261|XP_020809659.1|DSER
OG0010072	LOC6624265|XP_002046932.1|DVIR	LOC110189085|XP_020814716.1|DSER
OG0010073	LOC6624416|XP_002046926.1|DVIR	LOC110189059|XP_020814687.1|DSER
OG0010074	LOC6633739|XP_015025648.2|DVIR	LOC110178025|XP_020800699.1|DSER
OG0010076	LOC6622940|XP_002048168.1|DVIR	LOC110190498|XP_020816673.1|DSER
OG0010077	LOC6623524|XP_002046224.1|DVIR	LOC110190748|XP_020817030.1|DSER
OG0010078	LOC6623606|XP_002046223.1|DVIR	LOC110190456|XP_020816615.1|DSER
OG0010079	LOC6623376|XP_002046207.2|DVIR	LOC110190685|XP_020816954.1|DSER
OG0010080	LOC6622446|XP_002046415.1|DVIR	LOC110183710|XP_020807717.1|DSER
OG0010081	LOC26531479|XP_032290559.1|DVIR	LOC110190631|XP_020816884.1|DSER
OG0010082	LOC6624518|XP_002047185.1|DVIR	LOC110177610|XP_020800068.1|DSER
OG0010083	LOC6624676|XP_002048382.1|DVIR	LOC110185329|XP_020809765.1|DSER
OG0010084	LOC6624394|XP_002047898.1|DVIR	LOC110176248|XP_020798211.1|DSER
OG0010085	LOC6622406|XP_032290608.1|DVIR	LOC110190037|XP_020816000.1|DSER
OG0010087	LOC6623105|XP_032290445.1|DVIR	LOC110190898|XP_020817216.1|DSER
OG0010088	LOC6624640|XP_002048650.1|DVIR	LOC110177506|XP_020799919.1|DSER
OG0010089	LOC26531769|XP_032289991.1|DVIR	LOC110181258|XP_020804624.1|DSER
OG0010090	LOC6636198|XP_002059744.1|DVIR	LOC110185419|XP_020809891.1|DSER
OG0010091	LOC6630212|XP_002053715.1|DVIR	LOC110178318|XP_020801091.1|DSER
OG0010092	LOC26531841|XP_015024811.1|DVIR	LOC110185387|XP_020809826.1|DSER
OG0010093	LOC6625487|XP_032292397.1|DVIR	LOC110191572|XP_020818113.1|DSER
OG0010094	LOC6635170|XP_002058372.2|DVIR	LOC110177334|XP_020799679.1|DSER, LOC110177443|XP_020799835.1|DSER
OG0010095	LOC26530696|XP_015024975.1|DVIR	LOC110188137|XP_020813389.1|DSER
OG0010096	LOC6633656|XP_002056850.3|DVIR	LOC110181905|XP_020805498.1|DSER
OG0010097	LOC6631515|XP_032295951.1|DVIR	LOC110179580|XP_020802830.1|DSER
OG0010098	LOC6629030|XP_002051377.1|DVIR	LOC110186050|XP_020810751.1|DSER
OG0010099	LOC6627938|XP_032294494.1|DVIR	LOC110176874|XP_020799009.1|DSER
OG0010100	LOC6623248|XP_002047389.2|DVIR	LOC110176134|XP_020798028.1|DSER
OG0010101	LOC6623185|XP_002047463.1|DVIR	LOC110188530|XP_020813938.1|DSER
OG0010102	LOC6623817|XP_002048643.2|DVIR	LOC110177519|XP_020799935.1|DSER
OG0010103	LOC6624223|XP_002048651.1|DVIR	LOC110177505|XP_020799917.1|DSER
OG0010104	LOC6624194|XP_002046354.2|DVIR	LOC110190795|XP_020817096.1|DSER
OG0010105	LOC6622963|XP_002046505.1|DVIR	LOC110183854|XP_020807866.1|DSER
OG0010106	LOC6626066|XP_002049374.1|DVIR	LOC110178400|XP_020801199.1|DSER
OG0010107	LOC6636325|XP_032292057.1|DVIR	LOC110181108|XP_020804437.1|DSER
OG0010108	LOC6626022|XP_032291707.1|DVIR	LOC110180071|XP_020803353.1|DSER
OG0010110	LOC6623416|XP_002046128.1|DVIR	LOC110184751|XP_020809040.1|DSER
OG0010111	LOC6630171|XP_002054791.1|DVIR	LOC110177403|XP_020799766.1|DSER
OG0010112	LOC6632420|XP_002056092.1|DVIR	LOC110186133|XP_020810842.1|DSER
OG0010113	LOC6634731|XP_002058330.1|DVIR	LOC110189637|XP_020815439.1|DSER, LOC110181834|XP_020805397.1|DSER
OG0010114	LOC6634808|XP_002057921.1|DVIR	LOC110180566|XP_020803921.1|DSER, LOC110180565|XP_020803920.1|DSER
OG0010115	LOC6633694|XP_002057011.1|DVIR	LOC110186849|XP_020811797.1|DSER
OG0010116	LOC116652266|XP_032296406.1|DVIR	LOC110184547|XP_020808781.1|DSER
OG0010117	LOC6634485|XP_002058162.1|DVIR	LOC110181203|XP_020804543.1|DSER, LOC110179067|XP_020802093.1|DSER
