Orthogroup	DVIR.longest_only	DSEC.longest_only
OG0009301	LOC6632748|XP_002056471.2|DVIR	LOC6616937|XP_002041267.2|DSEC
OG0009302	LOC6632497|XP_002056450.1|DVIR	LOC6614288|XP_002038728.1|DSEC
OG0009303	LOC6629457|XP_002054704.1|DVIR	LOC6616731|XP_002041068.1|DSEC
OG0009304	LOC6632522|XP_032289664.1|DVIR	LOC6619012|XP_002043259.1|DSEC
OG0009305	LOC6629509|XP_032292947.1|DVIR	LOC6616887|XP_032577538.1|DSEC
OG0009306	LOC6634453|XP_002058172.2|DVIR	LOC6617622|XP_002041935.1|DSEC
OG0009307	LOC6630659|XP_002053438.1|DVIR	LOC6606891|XP_002031685.1|DSEC
OG0009308	LOC116651784|XP_032294687.1|DVIR, LOC6630049|XP_002054717.1|DVIR	LOC6614109|XP_002038563.1|DSEC
OG0009309	LOC6633142|XP_002056381.1|DVIR	LOC6616875|XP_032579487.1|DSEC
OG0009310	LOC6629611|XP_002053584.1|DVIR	LOC6616667|XP_002041022.1|DSEC
OG0009311	LOC6632290|XP_002056732.2|DVIR	LOC6606817|XP_032578059.1|DSEC
OG0009312	LOC6629505|XP_002053167.1|DVIR	LOC6616893|XP_002041227.1|DSEC
OG0009313	LOC6631228|XP_015027245.1|DVIR	LOC6616899|XP_032577926.1|DSEC
OG0009314	LOC6631296|XP_002053368.1|DVIR	LOC6606178|XP_032576451.1|DSEC
OG0009315	LOC6632682|XP_002056653.1|DVIR	LOC6607151|XP_032576847.1|DSEC
OG0009316	LOC6629260|XP_002054677.1|DVIR	LOC6607219|XP_002032003.1|DSEC
OG0009317	LOC6629790|XP_032295298.1|DVIR	LOC6617187|XP_002041514.1|DSEC
OG0009318	LOC6629904|XP_002053402.3|DVIR	LOC6620045|XP_002044257.1|DSEC
OG0009319	LOC6631071|XP_002053216.1|DVIR	LOC6606199|XP_002031007.1|DSEC
OG0009320	LOC6630437|XP_002053478.1|DVIR	LOC6617010|XP_002041338.1|DSEC
OG0009321	LOC6630869|XP_002053471.1|DVIR	LOC6617003|XP_002041331.1|DSEC
OG0009322	LOC6629804|XP_002054878.1|DVIR	LOC6606332|XP_002031137.1|DSEC
OG0009323	LOC6630818|XP_002054725.1|DVIR	LOC6614117|XP_002038571.1|DSEC
OG0009324	LOC6633145|XP_002056596.1|DVIR	LOC6614312|XP_032576287.1|DSEC
OG0009325	LOC6633106|XP_032288806.1|DVIR	LOC6616812|XP_032578055.1|DSEC
OG0009326	LOC6630356|XP_002054036.1|DVIR	LOC6606389|XP_032576161.1|DSEC
OG0009327	LOC6635225|XP_002058413.1|DVIR	LOC6612794|XP_002037295.1|DSEC
OG0009328	LOC6633023|XP_015025924.1|DVIR	LOC6612777|XP_032579058.1|DSEC
OG0009329	LOC6630530|XP_032294648.1|DVIR, LOC116651898|XP_032295198.1|DVIR	LOC6607632|XP_002032400.1|DSEC
OG0009330	LOC6635003|XP_002058516.1|DVIR	LOC6606492|XP_002031293.1|DSEC
OG0009331	LOC6635106|XP_002058666.1|DVIR	LOC6613709|XP_002038179.1|DSEC
OG0009332	LOC6632370|XP_002056200.1|DVIR	LOC6606587|XP_002031388.1|DSEC
OG0009333	LOC6630949|XP_002053939.1|DVIR	LOC6607325|XP_002032098.1|DSEC
OG0009334	LOC6630194|XP_032296223.1|DVIR	LOC6612918|XP_002037410.1|DSEC
OG0009335	LOC6629886|XP_002054546.2|DVIR	LOC6607272|XP_002032051.2|DSEC
OG0009336	LOC6631058|XP_002054224.1|DVIR	LOC6612985|XP_032578311.1|DSEC
OG0009337	LOC6633832|XP_015025654.1|DVIR	LOC6620206|XP_032581959.1|DSEC
OG0009338	LOC6634994|XP_002058496.1|DVIR	LOC6613798|XP_002038267.1|DSEC
OG0009339	LOC6634989|XP_002058491.1|DVIR, LOC116651893|XP_032295159.1|DVIR	LOC6613793|XP_002038262.1|DSEC
OG0009340	LOC6632245|XP_002056074.1|DVIR	LOC6606529|XP_002031330.1|DSEC
OG0009341	LOC6630089|XP_002054256.1|DVIR	LOC6619280|XP_002043497.2|DSEC, LOC116801380|XP_032576177.1|DSEC
OG0009342	LOC6635078|XP_002058724.1|DVIR	LOC6606633|XP_032578358.1|DSEC
OG0009343	LOC6635077|XP_002058723.1|DVIR	LOC6606632|XP_002031433.1|DSEC
OG0009344	LOC6634964|XP_032294969.1|DVIR	LOC6607338|XP_002032111.1|DSEC
OG0009345	LOC6632305|XP_002055994.1|DVIR	LOC6618690|XP_002042949.1|DSEC
OG0009346	LOC6629783|XP_002054745.2|DVIR	LOC6620767|XP_002044969.1|DSEC
OG0009347	LOC6635042|XP_032295107.1|DVIR	LOC6617069|XP_002041397.1|DSEC
OG0009348	LOC6630917|XP_032292103.1|DVIR	LOC6607403|XP_032577903.1|DSEC
OG0009349	LOC6636381|XP_002059910.2|DVIR	LOC6616855|XP_002041191.2|DSEC
OG0009350	LOC6629486|XP_002054081.2|DVIR	LOC6612903|XP_002037395.2|DSEC
OG0009351	LOC6629438|XP_002054073.1|DVIR	LOC6612897|XP_002037389.2|DSEC
OG0009352	LOC116649752|XP_032294993.1|DVIR	LOC6614068|XP_002038522.1|DSEC
OG0009353	LOC6630074|XP_032295265.1|DVIR	LOC6607421|XP_002032190.1|DSEC
OG0009354	LOC6627976|XP_002051782.1|DVIR	LOC6612015|XP_002036532.1|DSEC
OG0009355	LOC6635748|XP_002059219.2|DVIR	LOC6617759|XP_032581970.1|DSEC
OG0009356	LOC6628000|XP_032293941.1|DVIR	LOC6613229|XP_032569883.1|DSEC
OG0009357	LOC26530901|XP_015028874.1|DVIR	LOC6617685|XP_002041997.1|DSEC
OG0009358	LOC6627952|XP_002052528.1|DVIR	LOC6613264|XP_002037741.1|DSEC
OG0009359	LOC6627953|XP_002052529.1|DVIR	LOC6613263|XP_002037740.1|DSEC
OG0009360	LOC6627764|XP_002052653.1|DVIR	LOC6611663|XP_032583376.1|DSEC
OG0009361	LOC6627763|XP_002052652.1|DVIR	LOC116801217|XP_032575297.1|DSEC
OG0009362	LOC6627762|XP_002052651.2|DVIR	LOC6611662|XP_002036197.1|DSEC
OG0009363	LOC6629218|XP_002051938.1|DVIR	LOC116800474|XP_032571610.1|DSEC
OG0009364	LOC6627353|XP_002051964.1|DVIR	LOC6613095|XP_032583195.1|DSEC
OG0009365	LOC6635708|XP_032293946.1|DVIR	LOC6613392|XP_032583754.1|DSEC
OG0009366	LOC6627519|XP_002051628.1|DVIR	LOC6612167|XP_032575119.1|DSEC
OG0009367	LOC6627898|XP_002051812.1|DVIR	LOC6617724|XP_002042036.2|DSEC
OG0009368	LOC26531185|XP_015028896.1|DVIR	LOC116803621|XP_032583582.1|DSEC
OG0009369	LOC6628715|XP_002051888.1|DVIR	LOC6617225|XP_032583101.1|DSEC
OG0009370	LOC26530474|XP_015028816.1|DVIR	LOC6618215|XP_032583207.1|DSEC
OG0009371	LOC6628538|XP_002052061.2|DVIR	LOC6618214|XP_002042489.1|DSEC
OG0009372	LOC6628557|XP_002051954.1|DVIR	LOC6617230|XP_002041557.1|DSEC
OG0009373	LOC116651555|XP_032294041.1|DVIR, LOC6628525|XP_002052721.1|DVIR	LOC6614522|XP_002038953.1|DSEC
OG0009374	LOC6629041|XP_002052187.2|DVIR	LOC6614444|XP_002038877.2|DSEC
OG0009376	LOC6628142|XP_002052429.1|DVIR	LOC6613199|XP_032583528.1|DSEC
OG0009377	LOC6633900|XP_002057593.2|DVIR	LOC6613672|XP_032573952.1|DSEC
OG0009378	LOC6634035|XP_002057772.1|DVIR	LOC6611829|XP_002036351.1|DSEC
OG0009379	LOC6628070|XP_002051435.2|DVIR	LOC6613520|XP_002037988.1|DSEC
OG0009380	LOC6628161|XP_002052416.1|DVIR	LOC6611927|XP_002036444.1|DSEC
OG0009381	LOC6628592|XP_002051485.1|DVIR	LOC6613527|XP_002037995.1|DSEC
OG0009382	LOC6627737|XP_002051121.1|DVIR	LOC6611486|XP_032569994.1|DSEC
OG0009383	LOC6628706|XP_002051324.1|DVIR	LOC6613619|XP_002038089.1|DSEC
OG0009384	LOC6634089|XP_002057509.1|DVIR	LOC6611246|XP_002035801.1|DSEC
OG0009385	LOC6634049|XP_002057502.1|DVIR	LOC6611240|XP_002035795.2|DSEC
OG0009386	LOC6633967|XP_002057475.2|DVIR	LOC6611211|XP_002035767.1|DSEC
OG0009387	LOC6627029|XP_002050944.1|DVIR	LOC6609876|XP_002034526.1|DSEC
OG0009388	LOC6627165|XP_002050950.1|DVIR	LOC6609872|XP_002034523.1|DSEC
OG0009389	LOC6626900|XP_002050822.1|DVIR, LOC6626960|XP_032292324.1|DVIR	LOC6615710|XP_002040081.2|DSEC
OG0009390	LOC6635900|XP_002059425.2|DVIR	LOC6615256|XP_032570354.1|DSEC
OG0009391	LOC6628888|XP_002052089.2|DVIR	LOC6613118|XP_002037599.1|DSEC
OG0009392	LOC6636352|XP_002059951.1|DVIR	LOC6607931|XP_002032681.1|DSEC
OG0009393	LOC6626110|XP_002050023.1|DVIR	LOC6613893|XP_002038359.1|DSEC
OG0009394	LOC6626942|XP_032292172.1|DVIR	LOC6609211|XP_002033902.1|DSEC
OG0009395	LOC6626182|XP_002050246.1|DVIR	LOC6615585|XP_002039959.1|DSEC
OG0009396	LOC6636384|XP_002059800.1|DVIR	LOC6608638|XP_002033372.1|DSEC
OG0009397	LOC6625682|XP_002050315.1|DVIR	LOC6615342|XP_002039740.1|DSEC
OG0009398	LOC26531449|XP_015030334.1|DVIR	LOC6615694|XP_002040065.2|DSEC
OG0009399	LOC6635931|XP_002059370.3|DVIR	LOC6608594|XP_002033328.1|DSEC
OG0009400	LOC6627279|XP_002048698.1|DVIR	LOC6608273|XP_002033017.1|DSEC
OG0009401	LOC6627754|XP_002051127.1|DVIR	LOC6612125|XP_002036642.1|DSEC
OG0009402	LOC116650350|XP_032289689.1|DVIR, LOC6632767|XP_002056372.1|DVIR	LOC6607080|XP_032579518.1|DSEC
OG0009403	LOC6627213|XP_002050210.1|DVIR	LOC6609418|XP_002034103.1|DSEC
OG0009404	LOC6635801|XP_002059389.3|DVIR	LOC6607920|XP_002032670.1|DSEC
OG0009405	LOC6627173|XP_002048696.1|DVIR	LOC6608276|XP_002033020.1|DSEC
OG0009406	LOC6636480|XP_032291667.1|DVIR, LOC116650648|XP_032290810.1|DVIR	LOC6608350|XP_002033087.1|DSEC
OG0009407	LOC6635989|XP_032291555.1|DVIR	LOC6608349|XP_002033086.1|DSEC
OG0009408	LOC6626601|XP_002050635.2|DVIR	LOC6618909|XP_002043157.1|DSEC
OG0009409	LOC6626710|XP_032292279.1|DVIR	LOC6608829|XP_002033543.1|DSEC
OG0009410	LOC6636478|XP_032291651.1|DVIR, LOC116650573|XP_032290490.1|DVIR	LOC6608610|XP_032571796.1|DSEC
OG0009411	LOC6625972|XP_032292550.1|DVIR	LOC6608909|XP_032570634.1|DSEC
OG0009412	LOC6625339|XP_015029192.1|DVIR	LOC6609302|XP_032571109.1|DSEC
OG0009413	LOC6636396|XP_002059965.1|DVIR	LOC6607940|XP_002032690.1|DSEC
OG0009414	LOC6636400|XP_002059969.1|DVIR	LOC6607944|XP_002032694.1|DSEC
OG0009415	LOC6625456|XP_002048886.1|DVIR	LOC6607973|XP_002032721.1|DSEC
OG0009416	LOC6624908|XP_002050221.1|DVIR	LOC6615561|XP_002039935.1|DSEC
OG0009417	LOC116650960|XP_032292168.1|DVIR	LOC6615562|XP_002039936.1|DSEC
OG0009418	LOC6624943|XP_002050223.1|DVIR	LOC6615564|XP_002039938.1|DSEC
OG0009419	LOC6624945|XP_002050225.2|DVIR	LOC6615568|XP_002039942.1|DSEC
OG0009420	LOC6624946|XP_015029262.1|DVIR	LOC6615569|XP_032570053.1|DSEC
OG0009421	LOC6625120|XP_002049500.1|DVIR	LOC6609552|XP_002034235.1|DSEC
OG0009422	LOC6624964|XP_002049325.2|DVIR	LOC6609075|XP_002033778.2|DSEC
OG0009423	LOC26530479|XP_015030207.1|DVIR	LOC116800335|XP_032570350.1|DSEC
OG0009424	LOC6626482|XP_002049076.1|DVIR	LOC6615413|XP_002039795.1|DSEC
OG0009425	LOC6626848|XP_002049195.1|DVIR	LOC6619183|XP_002043407.1|DSEC
OG0009426	LOC6625095|XP_002049546.1|DVIR	LOC6609052|XP_002033755.1|DSEC
OG0009427	LOC6626913|XP_032292681.1|DVIR	LOC6609843|XP_032572492.1|DSEC
OG0009428	LOC6626399|XP_002049136.1|DVIR	LOC6609963|XP_002034608.1|DSEC
OG0009429	LOC6626053|XP_002049609.1|DVIR	LOC6610066|XP_002034682.1|DSEC
OG0009430	LOC6626494|XP_002049319.1|DVIR	LOC6609540|XP_002034223.1|DSEC
OG0009431	LOC116651106|XP_032292835.1|DVIR, LOC6626798|XP_032289568.1|DVIR	LOC6615785|XP_032570287.1|DSEC
OG0009432	LOC6624997|XP_002049454.1|DVIR	LOC6618795|XP_002043044.2|DSEC
OG0009433	LOC6626266|XP_002050908.2|DVIR	LOC6615521|XP_002039900.1|DSEC
OG0009434	LOC6626415|XP_002050913.1|DVIR	LOC6615526|XP_002039905.1|DSEC
OG0009435	LOC6626414|XP_002050912.1|DVIR	LOC6615525|XP_002039904.1|DSEC
OG0009436	LOC6635330|XP_002058879.1|DVIR	LOC6609018|XP_002033723.1|DSEC
OG0009437	LOC6625114|XP_002049288.1|DVIR	LOC6608383|XP_032571024.1|DSEC
OG0009438	LOC6627288|XP_032292909.1|DVIR	LOC6608151|XP_002032897.1|DSEC
OG0009439	LOC6627013|XP_002049623.1|DVIR	LOC6608141|XP_002032887.1|DSEC
OG0009440	LOC6625228|XP_002049965.1|DVIR	LOC6615801|XP_002040171.2|DSEC
OG0009441	LOC26531844|XP_032296527.1|DVIR	LOC6620323|XP_002044531.2|DSEC
OG0009442	LOC6631772|XP_032296014.1|DVIR	LOC6619937|XP_002044149.1|DSEC
OG0009443	LOC6627055|XP_002050836.1|DVIR	LOC6615722|XP_032571814.1|DSEC
OG0009444	LOC6631987|XP_015026703.1|DVIR	LOC6617971|XP_032581750.1|DSEC
OG0009445	LOC6636724|XP_002060119.2|DVIR	LOC6619928|XP_032580188.1|DSEC
OG0009446	LOC6634804|XP_032289255.1|DVIR	LOC6612443|XP_002036951.1|DSEC
OG0009448	LOC6632104|XP_002055627.2|DVIR	LOC6618028|XP_032581614.1|DSEC
OG0009449	LOC6631408|XP_002055417.1|DVIR	LOC6620443|XP_032581469.1|DSEC
OG0009450	LOC6635439|XP_002058918.3|DVIR	LOC6616206|XP_032581225.1|DSEC
OG0009451	LOC6628587|XP_002051480.2|DVIR	LOC6613530|XP_002037998.1|DSEC
OG0009452	LOC6631822|XP_002055194.3|DVIR	LOC6612401|XP_002036909.1|DSEC
OG0009453	LOC6629532|XP_002053966.2|DVIR	LOC6607463|XP_002032232.1|DSEC
OG0009454	LOC6622924|XP_032290190.1|DVIR	LOC6618340|XP_002042612.1|DSEC
OG0009455	LOC6636163|XP_015024181.1|DVIR	LOC6612500|XP_002037008.2|DSEC
OG0009456	LOC6633659|XP_002056853.1|DVIR	LOC6612304|XP_032582447.1|DSEC
OG0009457	LOC6633773|XP_002057305.1|DVIR	LOC6612536|XP_002037044.1|DSEC
OG0009458	LOC6631542|XP_002054963.3|DVIR	LOC6615894|XP_002040264.2|DSEC
OG0009459	LOC6623140|XP_032291401.1|DVIR	LOC6610265|XP_002034860.2|DSEC
OG0009460	LOC6636569|XP_032291516.1|DVIR	LOC6610608|XP_032574692.1|DSEC
OG0009461	LOC6636565|XP_032291517.1|DVIR	LOC6610613|XP_002035180.1|DSEC
OG0009462	LOC6622869|XP_002046488.1|DVIR	LOC6610326|XP_032574701.1|DSEC
OG0009463	LOC6622584|XP_002047012.1|DVIR	LOC6605995|XP_002030806.1|DSEC
OG0009464	LOC6623157|XP_002046724.1|DVIR	LOC6606059|XP_002030870.1|DSEC
OG0009465	LOC6622795|XP_002046710.2|DVIR	LOC6606076|XP_032575185.1|DSEC
OG0009466	LOC6622475|XP_002048194.1|DVIR	LOC6611181|XP_002035737.2|DSEC
OG0009467	LOC6623273|XP_002046094.1|DVIR	LOC6610776|XP_002035342.1|DSEC
OG0009468	LOC6623239|XP_002046618.1|DVIR	LOC6610505|XP_002035085.2|DSEC
OG0009469	LOC6624542|XP_002046530.1|DVIR	LOC6610959|XP_002035516.2|DSEC
OG0009470	LOC6623546|XP_002047313.1|DVIR	LOC6611011|XP_002035568.2|DSEC
OG0009471	LOC6634069|XP_002057871.2|DVIR	LOC6611976|XP_002036493.1|DSEC
OG0009472	LOC6636816|XP_002060298.1|DVIR	LOC116801270|XP_032575590.1|DSEC
OG0009473	LOC6624507|XP_002047177.1|DVIR	LOC6616439|XP_002040800.1|DSEC
OG0009474	LOC6622745|XP_002047054.1|DVIR	LOC6610284|XP_002034879.1|DSEC
OG0009475	LOC26531203|XP_015031710.1|DVIR	LOC6604941|XP_002029784.2|DSEC
OG0009476	LOC26531100|XP_015031693.1|DVIR	LOC6606026|XP_002030837.1|DSEC
OG0009477	LOC6623599|XP_002046220.1|DVIR	LOC6605930|XP_002030743.1|DSEC
OG0009478	LOC6623707|XP_002046192.1|DVIR	LOC6605900|XP_002030713.1|DSEC
OG0009479	LOC6627118|XP_002048961.2|DVIR	LOC6612168|XP_032583438.1|DSEC
OG0009480	LOC6623373|XP_002048312.3|DVIR	LOC6604800|XP_002029650.1|DSEC
OG0009481	LOC6636549|XP_015023820.1|DVIR	LOC6610827|XP_032574793.1|DSEC
OG0009482	LOC6623067|XP_032291370.1|DVIR	LOC6618376|XP_032575934.1|DSEC
OG0009483	LOC6622141|XP_002047575.1|DVIR	LOC6618374|XP_002042644.1|DSEC
OG0009484	LOC6633140|XP_002056379.1|DVIR	LOC6616879|XP_002041215.1|DSEC
OG0009485	LOC6622734|XP_002047032.1|DVIR	LOC6610305|XP_002034900.1|DSEC
OG0009486	LOC6622081|XP_002047033.1|DVIR	LOC6610304|XP_002034899.1|DSEC
OG0009487	LOC6622951|XP_002048043.1|DVIR	LOC6616237|XP_002040602.1|DSEC
OG0009488	LOC6622659|XP_002047996.1|DVIR	LOC6605712|XP_002030528.1|DSEC
OG0009489	LOC6624482|XP_002048407.1|DVIR	LOC6606131|XP_002030939.2|DSEC
OG0009490	LOC6625093|XP_002049544.1|DVIR	LOC6609050|XP_002033753.1|DSEC
OG0009491	LOC6624477|XP_002047621.1|DVIR	LOC6616466|XP_002040827.1|DSEC
OG0009492	LOC6622340|XP_032290607.1|DVIR	LOC6616576|XP_002040935.1|DSEC
OG0009493	LOC6622441|XP_032290319.1|DVIR	LOC6616559|XP_032573272.1|DSEC
OG0009494	LOC6622467|XP_002047945.1|DVIR	LOC6616558|XP_002040917.1|DSEC
OG0009495	LOC6624516|XP_032290368.1|DVIR	LOC6616317|XP_032575512.1|DSEC
OG0009496	LOC6623400|XP_032289959.1|DVIR	LOC6616488|XP_002040849.1|DSEC
OG0009497	LOC6630163|XP_002054783.1|DVIR	LOC6606421|XP_002031225.1|DSEC
OG0009498	LOC6624628|XP_002048090.1|DVIR	LOC6616345|XP_032574246.1|DSEC
OG0009499	LOC6624615|XP_002048100.2|DVIR	LOC6616332|XP_002040692.1|DSEC
OG0009500	LOC6622556|XP_002048082.1|DVIR	LOC6616357|XP_002040717.1|DSEC
OG0009501	LOC6623537|XP_002048236.1|DVIR	LOC6605772|XP_002030587.1|DSEC
OG0009502	LOC6630096|XP_002053689.1|DVIR	LOC6606284|XP_002031089.1|DSEC
OG0009503	LOC6628910|XP_002051378.1|DVIR	LOC6613551|XP_032583472.1|DSEC
OG0009504	LOC6634896|XP_002058484.2|DVIR, LOC116651743|XP_032294637.1|DVIR	LOC6607061|XP_032578476.1|DSEC
OG0009505	LOC6628472|XP_032294319.1|DVIR	LOC6611534|XP_032583338.1|DSEC
OG0009506	LOC6623597|XP_032290653.1|DVIR	LOC6604939|XP_002029782.1|DSEC
OG0009507	LOC6624529|XP_002047102.1|DVIR	LOC6610207|XP_002034814.1|DSEC
OG0009508	LOC6636914|XP_002060370.2|DVIR, LOC116650229|XP_032289375.1|DVIR	LOC6613153|XP_002037634.1|DSEC
OG0009509	LOC6624849|XP_002050850.2|DVIR	LOC6609456|XP_002034141.1|DSEC
OG0009510	LOC6634440|XP_002058055.2|DVIR	LOC6619594|XP_032580221.1|DSEC
OG0009511	LOC6633488|XP_002057347.2|DVIR	LOC6613762|XP_002038231.2|DSEC, LOC116801676|XP_032578548.1|DSEC
OG0009512	LOC116652158|XP_032296008.1|DVIR	LOC6612520|XP_002037028.1|DSEC, LOC6612519|XP_002037027.1|DSEC
OG0009514	LOC6636064|XP_032295679.1|DVIR	LOC6609441|XP_002034126.2|DSEC
OG0009515	LOC6627767|XP_002052656.1|DVIR	LOC6614617|XP_032576448.1|DSEC
OG0009516	LOC6628274|XP_032294638.1|DVIR	LOC6614512|XP_002038943.2|DSEC
OG0009517	LOC6628359|XP_032294609.1|DVIR, LOC6628361|XP_032294610.1|DVIR	LOC6611539|XP_002036078.1|DSEC
OG0009518	LOC26530686|XP_015031637.1|DVIR	LOC116800970|XP_032573821.1|DSEC
OG0009519	LOC6635494|XP_032295566.1|DVIR, LOC6622879|XP_032291069.1|DVIR	LOC6610325|XP_032574398.1|DSEC
OG0009520	LOC6632598|XP_002056025.2|DVIR	LOC116801392|XP_032576349.1|DSEC
OG0009521	LOC6623439|XP_032289946.1|DVIR	LOC6610541|XP_002035121.2|DSEC
OG0009522	LOC6624761|XP_002049755.1|DVIR, LOC116651088|XP_032292725.1|DVIR	LOC6615772|XP_002040143.1|DSEC
OG0009523	LOC6626265|XP_002050907.1|DVIR	LOC6615520|XP_002039899.1|DSEC
OG0009524	LOC6627212|XP_002050209.1|DVIR	LOC6609420|XP_002034105.1|DSEC
OG0009525	LOC116650585|XP_032290527.1|DVIR, LOC6636449|XP_002059838.1|DVIR	LOC6608608|XP_002033342.1|DSEC
OG0009526	LOC116650869|XP_032291650.1|DVIR, LOC6636448|XP_002059837.1|DVIR	LOC6608607|XP_002033341.2|DSEC
OG0009527	LOC116651065|XP_032292710.1|DVIR, LOC6625446|XP_015030187.1|DVIR	LOC6609775|XP_002034429.1|DSEC
OG0009528	LOC6625870|XP_002050790.2|DVIR	LOC6615499|XP_002039878.2|DSEC
OG0009529	LOC6625856|XP_015029278.1|DVIR	LOC6621068|XP_032571401.1|DSEC
OG0009530	LOC116651133|XP_032292895.1|DVIR, LOC6626923|XP_032292896.1|DVIR	LOC6609045|XP_002033748.2|DSEC
OG0009531	LOC26531211|XP_015030296.1|DVIR	LOC6608720|XP_002033444.1|DSEC
OG0009532	LOC6626655|XP_002049885.1|DVIR	LOC116800674|XP_032572834.1|DSEC
OG0009533	LOC6624911|XP_002049108.1|DVIR	LOC6610012|XP_002034632.1|DSEC
OG0009534	LOC6626722|XP_002049093.1|DVIR	LOC6610028|XP_002034646.2|DSEC
OG0009535	LOC6625367|XP_032293172.1|DVIR	LOC6615687|XP_002040058.1|DSEC
OG0009536	LOC6630077|XP_015027374.1|DVIR	LOC6606744|XP_032578754.1|DSEC
OG0009537	LOC6636996|XP_032288939.1|DVIR, LOC6631139|XP_032288941.1|DVIR	LOC6606961|XP_032579044.1|DSEC
OG0009538	LOC6629274|XP_002052980.2|DVIR	LOC6612971|XP_002037462.1|DSEC
OG0009539	LOC6632865|XP_002056551.1|DVIR	LOC6620072|XP_032578071.1|DSEC
OG0009540	LOC6633232|XP_002055847.1|DVIR	LOC6612712|XP_002037215.1|DSEC
OG0009542	LOC6629485|XP_002054080.1|DVIR	LOC6612901|XP_002037393.1|DSEC
OG0009543	LOC6629573|XP_002054856.1|DVIR	LOC6616986|XP_002041314.1|DSEC
OG0009545	LOC26531757|XP_032289406.1|DVIR, LOC116652194|XP_032296097.1|DVIR	LOC116801709|XP_032578727.1|DSEC
OG0009546	LOC6623688|XP_002048599.1|DVIR, LOC116651876|XP_032295027.1|DVIR	LOC6606459|XP_002031262.1|DSEC
OG0009557	LOC116652340|XP_032296691.1|DVIR	LOC6619636|XP_002043851.2|DSEC
OG0009560	LOC6632036|XP_002055502.1|DVIR	LOC6620176|XP_002044387.1|DSEC
OG0009563	LOC6622660|XP_002048451.3|DVIR	LOC6605502|XP_002030335.1|DSEC
OG0009564	LOC6636686|XP_015023799.1|DVIR	LOC6620219|XP_032580508.1|DSEC
OG0009565	LOC6623392|XP_002046775.1|DVIR	LOC6604932|XP_032574503.1|DSEC
OG0009567	LOC6635022|XP_002058449.2|DVIR	LOC6614354|XP_032576726.1|DSEC
OG0009568	LOC26530524|XP_015028821.1|DVIR	LOC6619329|XP_002043546.1|DSEC
OG0009569	LOC6631326|XP_002055784.1|DVIR	LOC6614902|XP_002039319.1|DSEC
OG0009570	LOC6632643|XP_002056542.1|DVIR	LOC6620390|XP_002044598.1|DSEC
OG0009571	LOC6629576|XP_002054859.2|DVIR	LOC6606848|XP_002031645.1|DSEC
OG0009572	LOC6633812|XP_032296598.1|DVIR	LOC6620247|XP_002044456.1|DSEC
OG0009573	LOC6633502|XP_002056826.1|DVIR	LOC6618630|XP_032582503.1|DSEC
OG0009575	LOC6636486|XP_002059848.1|DVIR	LOC6608617|XP_002033351.1|DSEC
OG0009576	LOC6635131|XP_002058548.1|DVIR	LOC6614087|XP_002038541.1|DSEC
OG0009577	LOC6628282|XP_002051475.1|DVIR	LOC6613537|XP_002038005.1|DSEC
OG0009578	LOC6633936|XP_002057606.1|DVIR	LOC6614704|XP_002039131.1|DSEC
OG0009579	LOC6632160|XP_002055769.1|DVIR	LOC6615177|XP_002039593.2|DSEC
OG0009580	LOC6636340|XP_002059939.3|DVIR	LOC6608303|XP_032570381.1|DSEC
OG0009581	LOC6634168|XP_002057535.2|DVIR	LOC6613665|XP_032579859.1|DSEC
OG0009582	LOC6622727|XP_002046683.2|DVIR	LOC6606030|XP_032574613.1|DSEC
OG0009583	LOC6631606|XP_002055723.1|DVIR	LOC6619815|XP_002044028.1|DSEC
OG0009584	LOC6636674|XP_002060152.1|DVIR	LOC6620229|XP_002044438.2|DSEC
OG0009585	LOC26530753|XP_015027821.1|DVIR	LOC6619659|XP_002043874.1|DSEC
OG0009586	LOC6623263|XP_002047257.1|DVIR	LOC6606031|XP_002030842.1|DSEC
OG0009587	LOC6625362|XP_002050234.1|DVIR	LOC6615575|XP_002039949.2|DSEC
OG0009588	LOC6629489|XP_002052948.1|DVIR	LOC6619666|XP_002043881.2|DSEC
OG0009589	LOC26530835|XP_015031658.1|DVIR	LOC116800929|XP_032573527.1|DSEC
OG0009590	LOC6624176|XP_002046889.1|DVIR	LOC6611090|XP_002035647.1|DSEC
OG0009591	LOC6632613|XP_002056313.1|DVIR	LOC6607176|XP_002031962.1|DSEC
OG0009592	LOC6630214|XP_002054579.1|DVIR	LOC116801372|XP_032576129.1|DSEC
OG0009593	LOC6630218|XP_015026907.1|DVIR	LOC6619061|XP_032577983.1|DSEC
OG0009594	LOC26530589|XP_015027810.1|DVIR	LOC6619726|XP_002043941.1|DSEC
OG0009595	LOC6632526|XP_032289599.1|DVIR	LOC6614251|XP_002038696.1|DSEC
OG0009596	LOC6632495|XP_002056448.1|DVIR	LOC6614286|XP_002038726.1|DSEC
OG0009597	LOC6632736|XP_002056451.1|DVIR	LOC6614289|XP_002038729.1|DSEC
OG0009598	LOC6632738|XP_002056453.2|DVIR	LOC6614292|XP_002038732.2|DSEC
OG0009599	LOC6630662|XP_032290412.1|DVIR	LOC6606894|XP_002031688.1|DSEC
OG0009600	LOC6630812|XP_002053357.2|DVIR	LOC6606166|XP_002030974.1|DSEC
OG0009601	LOC6629523|XP_002053325.1|DVIR	LOC6607758|XP_002032521.1|DSEC
