Orthogroup	DVIR.longest_only	AAEG.longest_only
OG0006471	LOC6634851|XP_002058641.1|DVIR	LOC5572590|XP_001654104.2|AAEG
OG0006472	LOC6634853|XP_002058643.1|DVIR	LOC5572580|XP_001654102.2|AAEG
OG0006473	LOC6622833|XP_015031226.1|DVIR	LOC110681502|XP_021713062.1|AAEG, LOC5572583|XP_021713054.1|AAEG
OG0006474	LOC6625658|XP_002049008.1|DVIR	LOC5572579|XP_001654094.2|AAEG
OG0006475	LOC6634948|XP_002058536.2|DVIR	LOC5572581|XP_001654090.1|AAEG
OG0006476	LOC6633571|XP_002057075.1|DVIR	LOC5580305|XP_001662923.2|AAEG
OG0006477	LOC6631645|XP_032296171.1|DVIR	LOC5580310|XP_001662922.1|AAEG
OG0006478	LOC6630768|XP_002054826.2|DVIR	LOC5567835|XP_001657742.1|AAEG
OG0006479	LOC6630769|XP_032294892.1|DVIR	LOC110681517|XP_021713143.1|AAEG
OG0006480	LOC6625679|XP_002048797.1|DVIR	LOC5567829|XP_021713150.1|AAEG
OG0006481	LOC6627862|XP_002052281.1|DVIR	LOC5576288|XP_001662578.1|AAEG
OG0006482	LOC6630480|XP_032294006.1|DVIR	LOC5574628|XP_001661544.2|AAEG
OG0006483	LOC6632509|XP_002056014.2|DVIR	LOC5575917|XP_021713246.1|AAEG
OG0006484	LOC6632510|XP_015025912.1|DVIR	LOC5569220|XP_021694302.1|AAEG
OG0006485	LOC6632784|XP_002055866.1|DVIR	LOC5569231|XP_001652791.2|AAEG
OG0006486	LOC6629952|XP_002053610.1|DVIR	LOC23687834|XP_021713276.1|AAEG
OG0006487	LOC6630567|XP_002054384.1|DVIR	LOC5578516|XP_001663907.2|AAEG
OG0006488	LOC6622953|XP_002047086.1|DVIR	LOC5580006|XP_001653894.1|AAEG
OG0006489	LOC6631216|XP_002053959.3|DVIR	LOC5574614|XP_001661531.2|AAEG
OG0006490	LOC6632998|XP_002056356.1|DVIR	LOC5567597|XP_021713385.1|AAEG
OG0006491	LOC6628337|XP_002052668.1|DVIR	LOC5567596|XP_001657573.2|AAEG
OG0006492	LOC6629423|XP_002054355.1|DVIR	LOC5577938|XP_021713399.1|AAEG
OG0006493	LOC6631955|XP_032295211.1|DVIR	LOC5580194|XP_021713405.1|AAEG
OG0006494	LOC6633723|XP_032296597.1|DVIR	LOC5580192|XP_021713406.1|AAEG
OG0006495	LOC6635289|XP_002058799.2|DVIR	LOC5580191|XP_021713407.1|AAEG
OG0006496	LOC6634850|XP_002058640.1|DVIR	LOC5580190|XP_021713408.1|AAEG
OG0006497	LOC6632409|XP_002056205.1|DVIR	LOC5580184|XP_021713412.1|AAEG
OG0006498	LOC6632411|XP_002056207.2|DVIR	LOC5580182|XP_021713413.1|AAEG
OG0006499	LOC6631040|XP_032294893.1|DVIR	LOC5580170|XP_021692917.1|AAEG
OG0006500	LOC6628852|XP_032293426.1|DVIR	LOC5580162|XP_021692929.1|AAEG
OG0006501	LOC6633176|XP_002056158.2|DVIR	LOC5580166|XP_001655586.1|AAEG
OG0006502	LOC6632432|XP_002056162.1|DVIR	LOC5580171|XP_001655580.2|AAEG
OG0006503	LOC6632434|XP_002056164.2|DVIR	LOC5580173|XP_001655578.1|AAEG
OG0006504	LOC6632435|XP_002056165.1|DVIR	LOC5578271|XP_021692940.1|AAEG
OG0006505	LOC6632816|XP_002055903.1|DVIR	LOC5578278|XP_021692945.1|AAEG
OG0006506	LOC6623158|XP_002046768.1|DVIR	LOC5575985|XP_021692952.1|AAEG
OG0006507	LOC6632944|XP_032289845.1|DVIR	LOC5564685|XP_021692996.1|AAEG
OG0006508	LOC6632946|XP_002056769.2|DVIR	LOC5564693|XP_021692998.1|AAEG
OG0006509	LOC6634458|XP_002057946.2|DVIR	LOC5573798|XP_001661045.2|AAEG
OG0006510	LOC6631136|XP_002053032.1|DVIR	LOC5573469|XP_021693046.1|AAEG
OG0006511	LOC6632373|XP_002056203.2|DVIR	LOC5563548|XP_021693062.1|AAEG
OG0006512	LOC6629962|XP_032295048.1|DVIR	LOC5580091|XP_001654841.2|AAEG
OG0006513	LOC6632368|XP_032289533.1|DVIR	LOC5566474|XP_021693097.1|AAEG
OG0006514	LOC6631145|XP_002054248.1|DVIR	LOC5566473|XP_001650857.1|AAEG
OG0006515	LOC6631148|XP_002054251.1|DVIR	LOC5566472|XP_001650856.2|AAEG
OG0006516	LOC6630601|XP_032288781.1|DVIR	LOC5578940|XP_001657228.2|AAEG
OG0006517	LOC6630599|XP_002053018.1|DVIR	LOC5578938|XP_021693141.1|AAEG
OG0006518	LOC6630600|XP_032296737.1|DVIR	LOC5578934|XP_021693153.1|AAEG
OG0006519	LOC6630598|XP_002053017.2|DVIR	LOC110680823|XP_021712295.1|AAEG, LOC5578931|XP_001657219.1|AAEG
OG0006520	LOC6635086|XP_002058416.1|DVIR	LOC5578926|XP_001657212.1|AAEG
OG0006521	LOC6630164|XP_002054784.1|DVIR	LOC5563723|XP_001647993.2|AAEG
OG0006522	LOC6635224|XP_002058412.2|DVIR	LOC5563722|XP_021693218.1|AAEG
OG0006523	LOC6633083|XP_002055961.1|DVIR	LOC5563708|XP_001647996.1|AAEG
OG0006524	LOC6627292|XP_002052464.2|DVIR	LOC5563714|XP_021693240.1|AAEG
OG0006525	LOC6634761|XP_032296444.1|DVIR	LOC5576740|XP_021693241.1|AAEG
OG0006526	LOC6635128|XP_002058545.1|DVIR	LOC5576714|XP_001656220.1|AAEG
OG0006527	LOC6635129|XP_002058546.1|DVIR	LOC5576712|XP_001656218.2|AAEG, LOC110680903|XP_021712381.1|AAEG
OG0006528	LOC6635130|XP_002058547.1|DVIR	LOC110680904|XP_021712382.1|AAEG, LOC5576738|XP_001656217.2|AAEG
OG0006529	LOC6635132|XP_002058549.1|DVIR	LOC110674096|XP_021693383.1|AAEG
OG0006530	LOC6635134|XP_002058551.3|DVIR	LOC110674097|XP_021693385.1|AAEG
OG0006531	LOC6634905|XP_032295297.1|DVIR	LOC5564498|XP_021693386.1|AAEG
OG0006532	LOC6634912|XP_002058564.2|DVIR	LOC5573637|XP_021693390.1|AAEG
OG0006533	LOC6626885|XP_032292805.1|DVIR	LOC5567119|XP_021693403.1|AAEG
OG0006534	LOC6633078|XP_002055956.1|DVIR	LOC5573313|XP_001654528.1|AAEG
OG0006535	LOC6635009|XP_032295176.1|DVIR	LOC5573315|XP_001654535.1|AAEG
OG0006536	LOC6630306|XP_002054191.1|DVIR	LOC5573322|XP_021693452.1|AAEG
OG0006537	LOC6631110|XP_002054134.1|DVIR	LOC5569641|XP_021694321.1|AAEG
OG0006538	LOC6629787|XP_015026850.1|DVIR	LOC5565349|XP_021694322.1|AAEG
OG0006539	LOC6634867|XP_002058702.1|DVIR	LOC5579481|XP_001647778.2|AAEG
OG0006540	LOC6630408|XP_002054196.2|DVIR	LOC5577200|XP_001663291.2|AAEG
OG0006541	LOC6634962|XP_032294884.1|DVIR	LOC5576518|XP_001662710.2|AAEG
OG0006542	LOC6634963|XP_002058597.1|DVIR	LOC5576534|XP_021693731.1|AAEG
OG0006543	LOC6630576|XP_002053925.3|DVIR	LOC5576528|XP_021693736.1|AAEG
OG0006544	LOC6632869|XP_002056555.1|DVIR	LOC110674164|XP_021693738.1|AAEG
OG0006545	LOC6632185|XP_002055640.1|DVIR	LOC5575641|XP_001655789.2|AAEG
OG0006546	LOC6635156|XP_002058350.2|DVIR	LOC5575644|XP_021693741.1|AAEG
OG0006547	LOC6630338|XP_002053013.3|DVIR	LOC5575651|XP_021693762.1|AAEG
OG0006548	LOC6632246|XP_002056075.1|DVIR	LOC5565608|XP_001649950.2|AAEG
OG0006549	LOC6629511|XP_002053171.1|DVIR	LOC5565594|XP_001649963.1|AAEG
OG0006550	LOC6629749|XP_002053891.1|DVIR	LOC5565589|XP_001649965.1|AAEG
OG0006551	LOC6631343|XP_002055780.1|DVIR	LOC110674175|XP_021693810.1|AAEG
OG0006552	LOC6631340|XP_002055777.1|DVIR	LOC5569686|XP_001658684.2|AAEG
OG0006553	LOC6630579|XP_002053928.1|DVIR	LOC5577664|XP_001656662.2|AAEG
OG0006554	LOC6635073|XP_032295030.1|DVIR	LOC5577649|XP_021693827.1|AAEG
OG0006555	LOC6634969|XP_002058716.1|DVIR	LOC5577642|XP_021693845.1|AAEG
OG0006556	LOC6635005|XP_002058518.1|DVIR	LOC5577637|XP_001656635.1|AAEG
OG0006557	LOC6630559|XP_002053277.1|DVIR	LOC5577631|XP_021693882.1|AAEG
OG0006558	LOC6630314|XP_032294014.1|DVIR	LOC5565932|XP_021693909.1|AAEG
OG0006559	LOC6629921|XP_002054555.1|DVIR	LOC5565935|XP_001650313.2|AAEG
OG0006560	LOC6631268|XP_032290575.1|DVIR	LOC5565931|XP_021693915.1|AAEG
OG0006561	LOC6631269|XP_002053821.1|DVIR	LOC5565930|XP_001650308.2|AAEG
OG0006562	LOC6630619|XP_032293993.1|DVIR	LOC5565937|XP_021693929.1|AAEG
OG0006563	LOC6629928|XP_002054329.1|DVIR	LOC5568360|XP_001658012.1|AAEG
OG0006564	LOC6629930|XP_032294959.1|DVIR	LOC5568358|XP_001658010.2|AAEG
OG0006565	LOC6629982|XP_032294992.1|DVIR	LOC5568352|XP_021693940.1|AAEG
OG0006566	LOC6630401|XP_032295248.1|DVIR	LOC5577579|XP_021694031.1|AAEG
OG0006567	LOC6629309|XP_002052973.3|DVIR	LOC5576107|XP_001662452.2|AAEG
OG0006568	LOC6630925|XP_032294779.1|DVIR	LOC5576108|XP_001662453.2|AAEG
OG0006569	LOC6624704|XP_002047198.1|DVIR	LOC5576109|XP_001662454.2|AAEG
OG0006570	LOC6632954|XP_002056571.1|DVIR	LOC5576110|XP_021694084.1|AAEG
OG0006571	LOC6629689|XP_002053970.1|DVIR	LOC5576116|XP_001662462.1|AAEG
OG0006572	LOC26530805|XP_015026263.1|DVIR	LOC5576132|XP_001662478.2|AAEG
OG0006573	LOC6633201|XP_002056688.1|DVIR	LOC110674229|XP_021694111.1|AAEG
OG0006574	LOC6631137|XP_032288736.1|DVIR	LOC5576136|XP_021694113.1|AAEG
OG0006575	LOC6632719|XP_002055830.1|DVIR	LOC5565180|XP_001649527.2|AAEG
OG0006576	LOC6629272|XP_032288728.1|DVIR	LOC110674238|XP_021694147.1|AAEG
OG0006577	LOC6632785|XP_002055867.2|DVIR	LOC5565138|XP_001649513.2|AAEG
OG0006578	LOC6629271|XP_015027295.1|DVIR	LOC5565141|XP_001649511.2|AAEG
OG0006579	LOC6628147|XP_002052434.1|DVIR	LOC5565143|XP_001649510.2|AAEG
OG0006580	LOC6630496|XP_002054390.1|DVIR	LOC110674240|XP_021694152.1|AAEG
OG0006581	LOC6632957|XP_002056574.2|DVIR	LOC5577592|XP_001656580.2|AAEG
OG0006582	LOC6629286|XP_002054694.1|DVIR	LOC5577591|XP_021694159.1|AAEG
OG0006583	LOC6630693|XP_032295319.1|DVIR	LOC5565080|XP_021694165.1|AAEG
OG0006584	LOC6628378|XP_002052630.1|DVIR	LOC5564609|XP_001648956.2|AAEG
OG0006585	LOC6628924|XP_015028714.1|DVIR	LOC5564410|XP_021694178.1|AAEG
OG0006586	LOC6635222|XP_002058410.1|DVIR	LOC5572611|XP_001654122.2|AAEG
OG0006587	LOC6635221|XP_002058409.1|DVIR	LOC5572612|XP_001654123.2|AAEG
OG0006588	LOC6632296|XP_032288889.1|DVIR	LOC5572615|XP_021694184.1|AAEG
OG0006589	LOC6631160|XP_032291524.1|DVIR	LOC5572675|XP_021694204.1|AAEG
OG0006590	LOC6631166|XP_032290320.1|DVIR	LOC5572678|XP_001660498.2|AAEG
OG0006591	LOC6623888|XP_002048268.2|DVIR	LOC5566106|XP_021695274.1|AAEG
OG0006592	LOC6632730|XP_002056053.1|DVIR	LOC5566140|XP_001650507.1|AAEG
OG0006593	LOC6632731|XP_002056054.2|DVIR	LOC5566139|XP_001650506.1|AAEG
OG0006594	LOC6623327|XP_002047290.3|DVIR	LOC5566121|XP_001650501.2|AAEG
OG0006595	LOC6625001|XP_032292332.1|DVIR	LOC5566108|XP_021695437.1|AAEG
OG0006596	LOC6626951|XP_032292488.1|DVIR	LOC5570944|XP_021699203.1|AAEG
OG0006597	LOC6624659|XP_015030892.1|DVIR	LOC5570945|XP_021695449.1|AAEG
OG0006598	LOC6634138|XP_002057424.2|DVIR	LOC5570951|XP_021695450.1|AAEG
OG0006599	LOC6623577|XP_002047808.1|DVIR	LOC5571446|XP_001659697.2|AAEG
OG0006600	LOC6622990|XP_015031142.1|DVIR	LOC5571447|XP_021695466.1|AAEG
OG0006601	LOC6623236|XP_002046735.1|DVIR	LOC5571450|XP_001659703.1|AAEG
OG0006602	LOC6623315|XP_002046736.1|DVIR	LOC5571451|XP_001659704.1|AAEG
OG0006603	LOC6623228|XP_002046737.1|DVIR	LOC5571452|XP_001659705.2|AAEG
OG0006604	LOC6622447|XP_002047129.2|DVIR	LOC5573691|XP_021695485.1|AAEG
OG0006605	LOC6633638|XP_002056832.1|DVIR	LOC5574880|XP_021712349.1|AAEG, LOC110675294|XP_021695487.1|AAEG
OG0006606	LOC6623595|XP_002047337.2|DVIR	LOC23687391|XP_011493608.2|AAEG
OG0006607	LOC6622699|XP_002047226.1|DVIR	LOC5574895|XP_021695492.1|AAEG
OG0006608	LOC6632580|XP_002056745.1|DVIR	LOC5570277|XP_001659030.1|AAEG
OG0006609	LOC6630229|XP_002054569.1|DVIR	LOC5579871|XP_021695537.1|AAEG
OG0006610	LOC6624407|XP_032291181.1|DVIR	LOC5579867|XP_021695542.1|AAEG
OG0006611	LOC6624494|XP_015031268.1|DVIR	LOC5579865|XP_021695552.1|AAEG
OG0006612	LOC6624503|XP_002047156.1|DVIR	LOC5579863|XP_001664324.1|AAEG
OG0006613	LOC6624567|XP_002047155.1|DVIR	LOC5579876|XP_021695557.1|AAEG
OG0006614	LOC6624337|XP_002047154.1|DVIR	LOC5579861|XP_001664322.3|AAEG
OG0006615	LOC6624083|XP_002047150.1|DVIR	LOC5567814|XP_021695570.1|AAEG
OG0006616	LOC6623103|XP_002046788.2|DVIR	LOC5567811|XP_021695577.1|AAEG
OG0006617	LOC6623543|XP_002046816.1|DVIR	LOC5567808|XP_001657712.2|AAEG
OG0006618	LOC6622815|XP_002047057.1|DVIR	LOC5569147|XP_021695600.1|AAEG
OG0006619	LOC6623935|XP_002047425.1|DVIR	LOC5569150|XP_001658335.2|AAEG
OG0006620	LOC6622191|XP_032290357.1|DVIR	LOC5571220|XP_001659598.2|AAEG
OG0006621	LOC6624318|XP_002046393.1|DVIR	LOC5571216|XP_021695605.1|AAEG
OG0006622	LOC6622999|XP_002047087.1|DVIR	LOC5575759|XP_021695618.1|AAEG
OG0006623	LOC6623038|XP_002047091.3|DVIR	LOC5575760|XP_001662181.2|AAEG
OG0006624	LOC6626705|XP_002050467.1|DVIR	LOC5578213|XP_001656857.2|AAEG
OG0006625	LOC6626706|XP_002050468.1|DVIR	LOC5578216|XP_021695645.1|AAEG
OG0006626	LOC6625531|XP_002051013.1|DVIR	LOC110675343|XP_021695639.1|AAEG, LOC5578217|XP_001656860.2|AAEG
OG0006627	LOC6627178|XP_002050396.1|DVIR	LOC5578219|XP_021695649.1|AAEG
OG0006628	LOC6627179|XP_032292471.1|DVIR	LOC5578220|XP_021695658.1|AAEG
OG0006629	LOC6626279|XP_002050166.2|DVIR	LOC5575746|XP_021695709.1|AAEG
OG0006630	LOC6625403|XP_032292007.1|DVIR	LOC5575738|XP_021695717.1|AAEG
OG0006631	LOC6623989|XP_002048304.1|DVIR	LOC5566723|XP_001651131.1|AAEG
OG0006632	LOC6625206|XP_002050622.1|DVIR	LOC5569288|XP_021695732.1|AAEG
OG0006633	LOC6622253|XP_002046374.1|DVIR	LOC5579241|XP_021695737.1|AAEG
OG0006634	LOC6628375|XP_002052875.2|DVIR	LOC5571773|XP_001659905.2|AAEG
OG0006635	LOC6628671|XP_002051845.1|DVIR	LOC5571771|XP_001659904.1|AAEG
OG0006636	LOC6633672|XP_002056931.1|DVIR	LOC5570670|XP_001659261.1|AAEG
OG0006637	LOC6623621|XP_002047333.1|DVIR	LOC5570666|XP_001659265.1|AAEG
OG0006638	LOC6625708|XP_002050329.1|DVIR	LOC5571299|XP_001653603.2|AAEG
OG0006639	LOC6625704|XP_032292656.1|DVIR	LOC5571296|XP_021695823.1|AAEG
OG0006640	LOC6625055|XP_002050589.2|DVIR	LOC110675376|XP_021695875.1|AAEG
OG0006641	LOC6625714|XP_032292653.1|DVIR	LOC5571277|XP_021695876.1|AAEG
OG0006642	LOC6627025|XP_002050585.1|DVIR	LOC5571274|XP_021695903.1|AAEG
OG0006643	LOC6625740|XP_002050000.1|DVIR	LOC5579290|XP_021695906.1|AAEG
OG0006644	LOC6623159|XP_002048553.1|DVIR	LOC5571258|XP_001653556.1|AAEG
OG0006645	LOC6634314|XP_032289013.1|DVIR	LOC5578052|XP_021695953.1|AAEG
OG0006646	LOC6635963|XP_002059328.1|DVIR	LOC5578053|XP_021695958.1|AAEG
OG0006647	LOC6627202|XP_032291748.1|DVIR	LOC5568469|XP_021695997.1|AAEG
OG0006648	LOC6622437|XP_015031105.1|DVIR	LOC5573484|XP_001654632.1|AAEG
OG0006649	LOC6625662|XP_002050783.2|DVIR	LOC5575041|XP_001661771.2|AAEG
OG0006650	LOC6625080|XP_032291923.1|DVIR	LOC5573236|XP_021696049.1|AAEG
OG0006651	LOC6624126|XP_032291361.1|DVIR	LOC110675422|XP_021696083.1|AAEG
OG0006652	LOC6623644|XP_002047806.1|DVIR	LOC5574113|XP_001661185.1|AAEG
OG0006653	LOC6636819|XP_015023682.1|DVIR	LOC5574095|XP_021696112.1|AAEG
OG0006654	LOC6624355|XP_002047104.1|DVIR	LOC5574088|XP_021696127.1|AAEG
OG0006655	LOC6622091|XP_015031221.1|DVIR	LOC5574085|XP_021696132.1|AAEG
OG0006656	LOC6636599|XP_032291398.1|DVIR	LOC5565105|XP_021696171.1|AAEG
OG0006657	LOC6635820|XP_002059443.1|DVIR	LOC5572889|XP_001654239.2|AAEG
OG0006658	LOC6623367|XP_002047767.1|DVIR	LOC5574850|XP_001661673.2|AAEG
OG0006659	LOC6623427|XP_002047770.2|DVIR	LOC5566569|XP_021696260.1|AAEG
OG0006660	LOC6623491|XP_015031021.1|DVIR	LOC5574852|XP_021696264.1|AAEG
OG0006661	LOC6623469|XP_002046150.1|DVIR	LOC5579990|XP_021696271.1|AAEG
OG0006662	LOC6628253|XP_002052932.1|DVIR	LOC5574519|XP_001661488.1|AAEG
OG0006663	LOC6623552|XP_002046166.1|DVIR	LOC23687518|XP_011493493.2|AAEG
OG0006664	LOC6635205|XP_002058393.1|DVIR	LOC5577071|XP_021696368.1|AAEG
OG0006665	LOC6622705|XP_002046462.2|DVIR	LOC110675498|XP_021696371.1|AAEG
OG0006666	LOC6635841|XP_002059453.1|DVIR	LOC5570511|XP_021696425.1|AAEG
OG0006667	LOC6624088|XP_002046282.1|DVIR	LOC5570529|XP_021696429.1|AAEG
OG0006668	LOC6626549|XP_002050379.1|DVIR	LOC5570473|XP_021696469.1|AAEG
OG0006669	LOC6622931|XP_002047215.3|DVIR	LOC5571688|XP_021696474.1|AAEG
OG0006670	LOC6622601|XP_002047212.1|DVIR	LOC5571685|XP_001659821.1|AAEG
OG0006671	LOC6622798|XP_015030731.2|DVIR	LOC5571684|XP_021696476.1|AAEG
OG0006672	LOC6623313|XP_015031158.1|DVIR	LOC5567636|XP_021696480.1|AAEG
OG0006673	LOC6624392|XP_002046936.1|DVIR	LOC5567634|XP_001657589.2|AAEG
OG0006674	LOC6623436|XP_002047790.2|DVIR	LOC5567619|XP_001657593.2|AAEG
OG0006675	LOC6622198|XP_002046307.1|DVIR	LOC110675521|XP_021696504.1|AAEG
OG0006676	LOC6623910|XP_032291065.1|DVIR	LOC5564100|XP_021696522.1|AAEG
OG0006677	LOC6624481|XP_002046595.2|DVIR	LOC5564099|XP_001648425.2|AAEG
OG0006678	LOC6624034|XP_002048077.1|DVIR	LOC5566286|XP_021696527.1|AAEG
OG0006679	LOC26531722|XP_015031789.1|DVIR	LOC5566296|XP_001650672.2|AAEG
OG0006680	LOC6633026|XP_032289674.1|DVIR	LOC5566273|XP_021696539.1|AAEG
OG0006681	LOC6622112|XP_002047209.2|DVIR	LOC5566279|XP_021696554.1|AAEG
OG0006682	LOC6622671|XP_002047208.1|DVIR	LOC5566283|XP_021696559.1|AAEG
OG0006683	LOC6622512|XP_002047205.1|DVIR	LOC110675561|XP_021696569.1|AAEG
OG0006684	LOC6624620|XP_002046594.1|DVIR	LOC5566291|XP_021696570.1|AAEG
OG0006685	LOC6627262|XP_002049918.1|DVIR	LOC5570091|XP_001653078.1|AAEG
OG0006686	LOC26530554|XP_015031612.1|DVIR	LOC5570087|XP_021696585.1|AAEG
OG0006688	LOC6623356|XP_002046130.1|DVIR	LOC5568098|XP_001652035.1|AAEG
OG0006689	LOC6624154|XP_002046382.2|DVIR	LOC5568104|XP_001652043.2|AAEG
OG0006690	LOC6632255|XP_002055819.1|DVIR	LOC5566341|XP_021696745.1|AAEG
OG0006691	LOC6623195|XP_002046732.1|DVIR	LOC5578957|XP_001664136.2|AAEG
OG0006692	LOC6624413|XP_002046375.1|DVIR	LOC5564626|XP_001648971.2|AAEG
OG0006693	LOC6624375|XP_032291325.1|DVIR	LOC5564627|XP_021696772.1|AAEG
OG0006694	LOC6633399|XP_002057209.1|DVIR	LOC5567126|XP_001651548.1|AAEG
OG0006695	LOC6623966|XP_002046605.1|DVIR	LOC5564573|XP_021696810.1|AAEG
OG0006696	LOC26531307|XP_015028919.1|DVIR	LOC5572350|XP_021702586.1|AAEG
OG0006697	LOC6622548|XP_002047003.2|DVIR	LOC5566237|XP_021696840.1|AAEG
OG0006698	LOC6624076|XP_002046264.1|DVIR	LOC5566233|XP_001650607.1|AAEG
OG0006699	LOC6623151|XP_002046098.2|DVIR	LOC5565645|XP_021696877.1|AAEG
OG0006700	LOC6623755|XP_002047349.1|DVIR	LOC5565664|XP_001650012.1|AAEG
OG0006701	LOC6626519|XP_002050562.1|DVIR	LOC110675643|XP_021696899.1|AAEG
OG0006702	LOC6636842|XP_002060314.2|DVIR	LOC5573780|XP_021696923.1|AAEG
OG0006703	LOC6622623|XP_002046693.1|DVIR	LOC5576413|XP_001656115.2|AAEG
OG0006704	LOC6622476|XP_032291144.1|DVIR	LOC5576414|XP_021696953.1|AAEG
OG0006705	LOC6625616|XP_032292704.1|DVIR	LOC5568904|XP_021696995.1|AAEG
OG0006706	LOC6626783|XP_002048869.1|DVIR	LOC5568900|XP_001658223.2|AAEG
OG0006707	LOC6635802|XP_002059311.1|DVIR	LOC5574793|XP_001655350.2|AAEG
OG0006708	LOC6634494|XP_032296416.1|DVIR, LOC6634493|XP_002058231.1|DVIR	LOC5574797|XP_021697006.1|AAEG
OG0006709	LOC6633338|XP_002056866.1|DVIR	LOC5574825|XP_021697020.1|AAEG
OG0006710	LOC6623674|XP_032290984.1|DVIR	LOC5578225|XP_021697046.1|AAEG
OG0006711	LOC26530744|XP_015031643.1|DVIR	LOC5576452|XP_021697043.1|AAEG
OG0006712	LOC6624455|XP_032290587.1|DVIR	LOC5568326|XP_021697052.1|AAEG
OG0006713	LOC6622469|XP_002047221.1|DVIR	LOC5568323|XP_021697067.1|AAEG
OG0006714	LOC6622106|XP_002047220.1|DVIR	LOC5568322|XP_001652200.1|AAEG
OG0006715	LOC6623742|XP_002047339.2|DVIR	LOC5568301|XP_001652178.2|AAEG
OG0006716	LOC6627317|XP_002051693.1|DVIR	LOC5568300|XP_021697096.1|AAEG
OG0006717	LOC6622459|XP_032290578.1|DVIR	LOC5568299|XP_001652176.1|AAEG
OG0006718	LOC6622523|XP_002048173.1|DVIR	LOC5568296|XP_001652173.1|AAEG
OG0006719	LOC6622822|XP_002047252.2|DVIR	LOC5568293|XP_021697100.1|AAEG
OG0006720	LOC6624222|XP_002048355.1|DVIR	LOC110675714|XP_021697113.1|AAEG
OG0006721	LOC6624614|XP_002047135.1|DVIR	LOC5571810|XP_001659942.1|AAEG
OG0006722	LOC6623871|XP_002046228.1|DVIR	LOC5571811|XP_021697116.1|AAEG
OG0006723	LOC6627448|XP_002052470.1|DVIR	LOC5574704|XP_021697229.1|AAEG
OG0006724	LOC6631022|XP_002053827.1|DVIR	LOC5572699|XP_001660517.1|AAEG
OG0006725	LOC6629323|XP_002053056.2|DVIR	LOC5572697|XP_001660516.1|AAEG
OG0006726	LOC6631207|XP_002054438.1|DVIR	LOC5572696|XP_001660515.1|AAEG
OG0006727	LOC6629324|XP_002053057.2|DVIR	LOC5572694|XP_021697243.1|AAEG
OG0006728	LOC6629817|XP_002053186.1|DVIR	LOC5571605|XP_001653725.2|AAEG
OG0006729	LOC6626551|XP_015030055.1|DVIR	LOC5570741|XP_021697358.1|AAEG
OG0006730	LOC6626525|XP_002050568.1|DVIR	LOC5576648|XP_001662804.1|AAEG
OG0006731	LOC6627460|XP_002052482.1|DVIR	LOC5564512|XP_021697371.1|AAEG
OG0006732	LOC6624411|XP_032290935.1|DVIR	LOC5565659|XP_021697379.1|AAEG
OG0006733	LOC6623433|XP_002046865.1|DVIR	LOC5577724|XP_001656668.1|AAEG
OG0006734	LOC6624094|XP_002046862.1|DVIR	LOC5574452|XP_021697405.1|AAEG
OG0006735	LOC6622445|XP_002046419.1|DVIR	LOC5571389|XP_021697404.1|AAEG
OG0006736	LOC6623171|XP_002046934.1|DVIR	LOC5579060|XP_001657257.2|AAEG
OG0006737	LOC6623776|XP_002046820.1|DVIR	LOC5567091|XP_001651451.1|AAEG
OG0006738	LOC6625144|XP_002049553.1|DVIR	LOC5576075|XP_001662412.1|AAEG
OG0006739	LOC6623681|XP_002047403.1|DVIR	LOC5576082|XP_001662411.1|AAEG
OG0006740	LOC6624344|XP_002047146.1|DVIR	LOC5576078|XP_001662409.1|AAEG
OG0006741	LOC6623166|XP_002047147.1|DVIR	LOC5576076|XP_001662408.2|AAEG
OG0006742	LOC6633138|XP_002056377.1|DVIR, LOC116652174|XP_032296078.1|DVIR	LOC5578252|XP_021697471.1|AAEG
OG0006743	LOC6628686|XP_002051878.2|DVIR	LOC5578257|XP_021697473.1|AAEG
OG0006744	LOC6622506|XP_002046427.1|DVIR	LOC5576852|XP_021697528.1|AAEG
OG0006745	LOC6631227|XP_002053145.2|DVIR	LOC5574228|XP_021697557.1|AAEG
OG0006746	LOC6623515|XP_032290211.1|DVIR	LOC5574062|XP_021697583.1|AAEG
OG0006747	LOC26531385|XP_032291323.1|DVIR	LOC5574061|XP_021697595.1|AAEG
OG0006748	LOC6631399|XP_032296219.1|DVIR	LOC5567758|XP_021697604.1|AAEG
OG0006749	LOC6636855|XP_015023701.1|DVIR	LOC5564953|XP_021697669.1|AAEG
OG0006750	LOC6636658|XP_002060136.1|DVIR	LOC5573546|XP_021697677.1|AAEG
OG0006752	LOC6636582|XP_002060080.1|DVIR	LOC5565551|XP_001649918.2|AAEG
OG0006753	LOC6636581|XP_002060079.1|DVIR	LOC5565561|XP_001649914.2|AAEG
OG0006754	LOC6623163|XP_032291397.1|DVIR	LOC5565536|XP_021697747.1|AAEG
OG0006755	LOC6624426|XP_002047106.1|DVIR	LOC5565556|XP_001649893.1|AAEG
OG0006756	LOC6623446|XP_002046126.3|DVIR	LOC5565532|XP_021697759.1|AAEG
OG0006757	LOC6623361|XP_002046125.1|DVIR	LOC5563838|XP_001648155.1|AAEG
OG0006758	LOC6624658|XP_002046620.1|DVIR	LOC5563841|XP_001648157.1|AAEG
OG0006759	LOC6624031|XP_032290269.1|DVIR	LOC5563839|XP_021697761.1|AAEG
