Orthogroup	DVIR.longest_only	CCAP.longest_only
OG0007534	LOC6623043|XP_002048057.1|DVIR	CCAP1982_LOCUS11682|CAD7003221.1|CCAP
OG0007535	LOC6624336|XP_002047632.1|DVIR	CCAP1982_LOCUS13588|CAD7005228.1|CCAP
OG0007536	LOC6629867|XP_002053344.1|DVIR	CCAP1982_LOCUS5088|CAD6996415.1|CCAP
OG0007537	LOC6624625|XP_032290432.1|DVIR	CCAP1982_LOCUS13581|CAD7005221.1|CCAP
OG0007538	LOC6624635|XP_032290377.1|DVIR	CCAP1982_LOCUS13577|CAD7005217.1|CCAP
OG0007539	LOC6628396|XP_032294381.1|DVIR	CCAP1982_LOCUS7627|CAD6999081.1|CCAP
OG0007540	LOC6631056|XP_002054222.1|DVIR	CCAP1982_LOCUS2246|CAD6993431.1|CCAP
OG0007541	LOC6626317|XP_002049524.1|DVIR	CCAP1982_LOCUS19874|CAD7011762.1|CCAP
OG0007542	LOC6626592|XP_002049028.1|DVIR	CCAP1982_LOCUS19378|CAD7011270.1|CCAP
OG0007543	LOC6636258|XP_032290070.1|DVIR	CCAP1982_LOCUS10549|CAD7002061.1|CCAP
OG0007544	LOC6624261|XP_002048516.1|DVIR	CCAP1982_LOCUS14155|CAD7005809.1|CCAP
OG0007546	LOC6630936|XP_002053489.1|DVIR	CCAP1982_LOCUS432|CAD6991513.1|CCAP
OG0007548	LOC6622995|XP_015030715.1|DVIR	CCAP1982_LOCUS12766|CAD7004350.1|CCAP
OG0007549	LOC6622620|XP_002048143.1|DVIR	CCAP1982_LOCUS11797|CAD7003337.1|CCAP
OG0007550	LOC6622587|XP_002047968.1|DVIR	CCAP1982_LOCUS13435|CAD7005070.1|CCAP
OG0007551	LOC6626308|XP_032292119.1|DVIR	CCAP1982_LOCUS7124|CAD6998537.1|CCAP
OG0007552	LOC6628726|XP_015028568.1|DVIR	CCAP1982_LOCUS6880|CAD6998271.1|CCAP
OG0007553	LOC6627322|XP_002051698.1|DVIR	CCAP1982_LOCUS7357|CAD6998808.1|CCAP
OG0007554	LOC6623799|XP_002046349.1|DVIR	CCAP1982_LOCUS14423|CAD7006091.1|CCAP
OG0007555	LOC6626492|XP_002049317.1|DVIR	CCAP1982_LOCUS20383|CAD7012287.1|CCAP
OG0007556	LOC6627196|XP_002049441.1|DVIR	CCAP1982_LOCUS19480|CAD7011379.1|CCAP
OG0007557	LOC6626002|XP_015029771.1|DVIR	CCAP1982_LOCUS19482|CAD7011381.1|CCAP
OG0007558	LOC6626850|XP_032292163.1|DVIR	CCAP1982_LOCUS20456|CAD7012362.1|CCAP
OG0007559	LOC6629197|XP_002051599.1|DVIR	CCAP1982_LOCUS6873|CAD6998264.1|CCAP
OG0007560	LOC6624485|XP_002048114.1|DVIR	CCAP1982_LOCUS13687|CAD7005327.1|CCAP
OG0007562	LOC6622298|XP_002047913.1|DVIR	CCAP1982_LOCUS13499|CAD7005137.1|CCAP
OG0007563	LOC6624439|XP_002048397.1|DVIR	CCAP1982_LOCUS14195|CAD7005852.1|CCAP
OG0007564	LOC6624457|XP_002047470.1|DVIR	CCAP1982_LOCUS14390|CAD7006055.1|CCAP
OG0007565	LOC6629492|XP_032288741.1|DVIR	CCAP1982_LOCUS3495|CAD6994763.1|CCAP
OG0007566	LOC6626957|XP_002049409.2|DVIR	CCAP1982_LOCUS20228|CAD7012130.1|CCAP
OG0007567	LOC6630477|XP_032294116.1|DVIR	CCAP1982_LOCUS3798|CAD6995075.1|CCAP
OG0007568	LOC6626992|XP_002049232.1|DVIR	CCAP1982_LOCUS19435|CAD7011330.1|CCAP
OG0007569	LOC6626046|XP_002049144.1|DVIR	CCAP1982_LOCUS19429|CAD7011324.1|CCAP
OG0007570	LOC6626993|XP_015029494.1|DVIR	CCAP1982_LOCUS19431|CAD7011326.1|CCAP
OG0007571	LOC6626859|XP_002049230.2|DVIR	CCAP1982_LOCUS19436|CAD7011331.1|CCAP
OG0007572	LOC6627134|XP_002048952.2|DVIR	CCAP1982_LOCUS21156|CAD7013079.1|CCAP
OG0007573	LOC6627191|XP_002049933.1|DVIR	CCAP1982_LOCUS20390|CAD7012294.1|CCAP
OG0007574	LOC6627089|XP_032291764.1|DVIR	CCAP1982_LOCUS21235|CAD7013164.1|CCAP
OG0007575	LOC6627154|XP_032293226.1|DVIR	CCAP1982_LOCUS20488|CAD7012400.1|CCAP
OG0007578	LOC6627865|XP_002052262.3|DVIR	CCAP1982_LOCUS8258|CAD6999732.1|CCAP
OG0007579	LOC6625652|XP_002049869.1|DVIR	CCAP1982_LOCUS19990|CAD7011878.1|CCAP
OG0007580	LOC6622508|XP_002048431.2|DVIR	CCAP1982_LOCUS14630|CAD7006308.1|CCAP, CCAP1982_LOCUS14631|CAD7006309.1|CCAP
OG0007581	LOC6627702|XP_002051986.1|DVIR	CCAP1982_LOCUS7886|CAD6999359.1|CCAP
OG0007582	LOC6633052|XP_002056760.2|DVIR	CCAP1982_LOCUS19671|CAD7011582.1|CCAP
OG0007583	LOC6626955|XP_002049407.2|DVIR	CCAP1982_LOCUS20397|CAD7012301.1|CCAP
OG0007586	LOC6634318|XP_002057458.1|DVIR	CCAP1982_LOCUS7857|CAD6999330.1|CCAP
OG0007588	LOC6629164|XP_002052367.1|DVIR	CCAP1982_LOCUS6494|CAD6997875.1|CCAP
OG0007590	LOC6624250|XP_032290733.1|DVIR	CCAP1982_LOCUS13797|CAD7005437.1|CCAP
OG0007591	LOC6625111|XP_002049285.1|DVIR	CCAP1982_LOCUS20692|CAD7012608.1|CCAP
OG0007592	LOC6625492|XP_002048829.1|DVIR	CCAP1982_LOCUS23135|CAD7015184.1|CCAP
OG0007594	LOC6626734|XP_002049278.2|DVIR	CCAP1982_LOCUS20687|CAD7012602.1|CCAP
OG0007595	LOC6626043|XP_002049141.1|DVIR	CCAP1982_LOCUS20149|CAD7012047.1|CCAP
OG0007596	LOC6624510|XP_032290678.1|DVIR	CCAP1982_LOCUS14908|CAD7006597.1|CCAP
OG0007597	LOC6624214|XP_002048670.1|DVIR	CCAP1982_LOCUS14324|CAD7005988.1|CCAP
OG0007598	LOC6625297|XP_002049259.2|DVIR	CCAP1982_LOCUS20657|CAD7012572.1|CCAP
OG0007599	LOC116650070|XP_032289309.1|DVIR, LOC6622370|XP_002047492.1|DVIR	CCAP1982_LOCUS14332|CAD7005996.1|CCAP
OG0007600	LOC6622417|XP_002047496.1|DVIR	CCAP1982_LOCUS14329|CAD7005993.1|CCAP
OG0007601	LOC6622510|XP_032290811.1|DVIR	CCAP1982_LOCUS13408|CAD7005037.1|CCAP
OG0007602	LOC6624180|XP_002048652.1|DVIR	CCAP1982_LOCUS13550|CAD7005190.1|CCAP
OG0007603	LOC6624187|XP_032289945.1|DVIR	CCAP1982_LOCUS13547|CAD7005187.1|CCAP
OG0007604	LOC6636831|XP_032291529.1|DVIR	CCAP1982_LOCUS12145|CAD7003708.1|CCAP
OG0007605	LOC6622504|XP_032290669.1|DVIR	CCAP1982_LOCUS13694|CAD7005334.1|CCAP
OG0007606	LOC6623593|XP_015030397.1|DVIR	CCAP1982_LOCUS13996|CAD7005638.1|CCAP
OG0007607	LOC6630903|XP_032294943.1|DVIR	CCAP1982_LOCUS3980|CAD6995259.1|CCAP
OG0007608	LOC6622097|XP_002048078.1|DVIR	CCAP1982_LOCUS13805|CAD7005445.1|CCAP
OG0007611	LOC6636242|XP_015024054.1|DVIR	CCAP1982_LOCUS9402|CAD7000927.1|CCAP
OG0007612	LOC6625929|XP_002049298.1|DVIR	CCAP1982_LOCUS20352|CAD7012256.1|CCAP
OG0007613	LOC6626562|XP_002049812.3|DVIR	CCAP1982_LOCUS19720|CAD7011631.1|CCAP
OG0007614	LOC6623189|XP_002046103.1|DVIR	CCAP1982_LOCUS12603|CAD7004184.1|CCAP
OG0007615	LOC6623080|XP_002047262.1|DVIR	CCAP1982_LOCUS3769|CAD6995039.1|CCAP
OG0007616	LOC6630478|XP_002053754.1|DVIR	CCAP1982_LOCUS3797|CAD6995074.1|CCAP
OG0007617	LOC6624046|XP_032289975.1|DVIR	CCAP1982_LOCUS14314|CAD7005976.1|CCAP
OG0007618	LOC6623062|XP_032290663.1|DVIR	CCAP1982_LOCUS14497|CAD7006170.1|CCAP
OG0007619	LOC6622539|XP_015030560.1|DVIR	CCAP1982_LOCUS14496|CAD7006169.1|CCAP
OG0007620	LOC6624387|XP_032290003.1|DVIR	CCAP1982_LOCUS14166|CAD7005820.1|CCAP
OG0007621	LOC6625684|XP_002050317.1|DVIR	CCAP1982_LOCUS22947|CAD7014989.1|CCAP
OG0007622	LOC6624563|XP_015031514.2|DVIR	CCAP1982_LOCUS13416|CAD7005045.1|CCAP
OG0007623	LOC6623071|XP_032290667.1|DVIR	CCAP1982_LOCUS13949|CAD7005590.1|CCAP
OG0007624	LOC6622779|XP_002048083.1|DVIR	CCAP1982_LOCUS14262|CAD7005924.1|CCAP
OG0007625	LOC6623394|XP_032289881.1|DVIR	CCAP1982_LOCUS13677|CAD7005316.1|CCAP
OG0007626	LOC6622735|XP_002047031.1|DVIR	CCAP1982_LOCUS14397|CAD7006062.1|CCAP
OG0007627	LOC6622715|XP_002047030.1|DVIR	CCAP1982_LOCUS14398|CAD7006063.1|CCAP
OG0007628	LOC6636234|XP_002059748.1|DVIR	CCAP1982_LOCUS10081|CAD7001587.1|CCAP
OG0007629	LOC6624463|XP_002046602.1|DVIR	CCAP1982_LOCUS10815|CAD7002325.1|CCAP
OG0007630	LOC6630538|XP_002054603.3|DVIR	CCAP1982_LOCUS4525|CAD6995822.1|CCAP
OG0007631	LOC6633211|XP_002055976.1|DVIR	CCAP1982_LOCUS2707|CAD6993916.1|CCAP
OG0007632	LOC26531257|XP_032289262.1|DVIR, LOC116650579|XP_032290494.1|DVIR	CCAP1982_LOCUS11130|CAD7002647.1|CCAP
OG0007633	LOC6628338|XP_032294491.1|DVIR	CCAP1982_LOCUS8796|CAD7000310.1|CCAP
OG0007634	LOC6635211|XP_032295123.1|DVIR	CCAP1982_LOCUS1668|CAD6992831.1|CCAP
OG0007635	LOC6634335|XP_002057463.2|DVIR	CCAP1982_LOCUS10959|CAD7002470.1|CCAP
OG0007637	LOC6629073|XP_002052375.1|DVIR	CCAP1982_LOCUS5885|CAD6997252.1|CCAP
OG0007638	LOC6635929|XP_032292495.1|DVIR	CCAP1982_LOCUS21753|CAD7013716.1|CCAP
OG0007639	LOC116649736|XP_032296490.1|DVIR	CCAP1982_LOCUS599|CAD6991686.1|CCAP
OG0007640	LOC6626107|XP_002050511.1|DVIR	CCAP1982_LOCUS21568|CAD7013509.1|CCAP
OG0007642	LOC6626502|XP_002050871.1|DVIR, LOC6626366|XP_002050695.1|DVIR	CCAP1982_LOCUS19674|CAD7011585.1|CCAP
OG0007643	LOC6631100|XP_032291097.1|DVIR	CCAP1982_LOCUS4813|CAD6996118.1|CCAP
OG0007644	LOC6630946|XP_002054048.1|DVIR	CCAP1982_LOCUS156|CAD6991218.1|CCAP
OG0007645	LOC6633228|XP_002056286.1|DVIR	CCAP1982_LOCUS5035|CAD6996357.1|CCAP
OG0007646	LOC6627715|XP_002051637.1|DVIR	CCAP1982_LOCUS6628|CAD6998011.1|CCAP
OG0007647	LOC6628324|XP_032293662.1|DVIR	CCAP1982_LOCUS5473|CAD6996800.1|CCAP, CCAP1982_LOCUS5472|CAD6996799.1|CCAP, CCAP1982_LOCUS5471|CAD6996798.1|CCAP
OG0007648	LOC6627176|XP_002050394.2|DVIR	CCAP1982_LOCUS21866|CAD7013847.1|CCAP
OG0007649	LOC6623445|XP_002047281.1|DVIR	CCAP1982_LOCUS21258|CAD7013187.1|CCAP, CCAP1982_LOCUS21268|CAD7013197.1|CCAP
OG0007650	LOC6626400|XP_002049137.3|DVIR	CCAP1982_LOCUS20026|CAD7011914.1|CCAP, CCAP1982_LOCUS20029|CAD7011917.1|CCAP
OG0007651	LOC26531350|XP_032296644.1|DVIR	CCAP1982_LOCUS12221|CAD7003785.1|CCAP
OG0007652	LOC26531799|XP_015024750.1|DVIR, LOC26530875|XP_015024747.1|DVIR	CCAP1982_LOCUS13423|CAD7005053.1|CCAP, CCAP1982_LOCUS13924|CAD7005564.1|CCAP
OG0007653	LOC116650469|XP_032290030.1|DVIR, LOC6622547|XP_002048436.1|DVIR	CCAP1982_LOCUS3504|CAD6994773.1|CCAP, CCAP1982_LOCUS3505|CAD6994774.1|CCAP, CCAP1982_LOCUS3503|CAD6994772.1|CCAP
OG0007664	LOC6630004|XP_002054766.2|DVIR	CCAP1982_LOCUS1443|CAD6992594.1|CCAP
OG0007668	LOC6634313|XP_002057563.1|DVIR	CCAP1982_LOCUS19885|CAD7011773.1|CCAP
OG0007673	LOC6629756|XP_002053898.3|DVIR	CCAP1982_LOCUS3400|CAD6994666.1|CCAP
OG0007680	LOC6634189|XP_015025182.1|DVIR	CCAP1982_LOCUS6389|CAD6997759.1|CCAP
OG0007681	LOC6632227|XP_002055875.1|DVIR	CCAP1982_LOCUS20806|CAD7012699.1|CCAP
OG0007688	LOC6635010|XP_002058654.1|DVIR	CCAP1982_LOCUS2680|CAD6993886.1|CCAP
OG0007691	LOC6632934|XP_002056121.1|DVIR	CCAP1982_LOCUS3918|CAD6995199.1|CCAP
OG0007704	LOC6632877|XP_032289507.1|DVIR	CCAP1982_LOCUS3314|CAD6994576.1|CCAP
OG0007717	LOC6632918|XP_002055921.2|DVIR	CCAP1982_LOCUS3328|CAD6994589.1|CCAP
OG0007737	LOC6629966|XP_015027598.1|DVIR	CCAP1982_LOCUS1041|CAD6992165.1|CCAP
OG0007738	LOC6630958|XP_015027762.1|DVIR	CCAP1982_LOCUS2234|CAD6993419.1|CCAP
OG0007743	LOC6633134|XP_032288805.1|DVIR	CCAP1982_LOCUS2502|CAD6993696.1|CCAP
OG0007745	LOC6632591|XP_032289445.1|DVIR	CCAP1982_LOCUS2113|CAD6993299.1|CCAP
OG0007750	LOC6630200|XP_032296222.1|DVIR	CCAP1982_LOCUS1760|CAD6992927.1|CCAP
OG0007758	LOC6634211|XP_002057804.2|DVIR	CCAP1982_LOCUS5563|CAD6996889.1|CCAP
OG0007759	LOC6629496|XP_002054516.1|DVIR	CCAP1982_LOCUS1122|CAD6992252.1|CCAP
OG0007766	LOC6632252|XP_015026047.1|DVIR	CCAP1982_LOCUS2350|CAD6993538.1|CCAP
OG0007773	LOC6628919|XP_002051387.1|DVIR	CCAP1982_LOCUS5389|CAD6996705.1|CCAP
OG0007777	LOC6631826|XP_032295850.1|DVIR	CCAP1982_LOCUS22259|CAD7014256.1|CCAP
OG0007779	LOC6623872|XP_002046231.1|DVIR	CCAP1982_LOCUS14828|CAD7006514.1|CCAP
OG0007784	LOC6631034|XP_002054125.2|DVIR	CCAP1982_LOCUS1991|CAD6993166.1|CCAP
OG0007786	LOC6628305|XP_032294257.1|DVIR	CCAP1982_LOCUS6878|CAD6998269.1|CCAP
OG0007787	LOC6635215|XP_032294790.1|DVIR	CCAP1982_LOCUS1999|CAD6993177.1|CCAP
OG0007788	LOC6630566|XP_002054383.1|DVIR	CCAP1982_LOCUS3254|CAD6994510.1|CCAP
OG0007789	LOC6635142|XP_032294903.1|DVIR	CCAP1982_LOCUS2408|CAD6993598.1|CCAP
OG0007790	LOC6632759|XP_032288739.1|DVIR	CCAP1982_LOCUS1486|CAD6992640.1|CCAP
OG0007791	LOC6632213|XP_015025929.1|DVIR	CCAP1982_LOCUS1483|CAD6992635.1|CCAP
OG0007793	LOC6629960|XP_002053618.2|DVIR	CCAP1982_LOCUS4261|CAD6995550.1|CCAP
OG0007797	LOC6632620|XP_002056102.2|DVIR	CCAP1982_LOCUS1089|CAD6992219.1|CCAP
OG0007798	LOC6632429|XP_002056101.1|DVIR	CCAP1982_LOCUS1088|CAD6992218.1|CCAP
OG0007799	LOC6635189|XP_002058388.1|DVIR	CCAP1982_LOCUS3863|CAD6995140.1|CCAP
OG0007800	LOC6630920|XP_002053779.1|DVIR	CCAP1982_LOCUS3705|CAD6994974.1|CCAP
OG0007801	LOC6635271|XP_015024778.2|DVIR	CCAP1982_LOCUS3472|CAD6994739.1|CCAP
OG0007803	LOC6634979|XP_032295000.1|DVIR	CCAP1982_LOCUS3000|CAD6994238.1|CCAP
OG0007808	LOC6630859|XP_002052954.2|DVIR	CCAP1982_LOCUS3479|CAD6994746.1|CCAP
OG0007811	LOC6631142|XP_032288929.1|DVIR	CCAP1982_LOCUS3656|CAD6994923.1|CCAP
OG0007813	LOC6632508|XP_002056013.2|DVIR	CCAP1982_LOCUS2961|CAD6994197.1|CCAP
OG0007816	LOC6624673|XP_002047610.2|DVIR	CCAP1982_LOCUS2858|CAD6994089.1|CCAP
OG0007817	LOC6629425|XP_002054357.1|DVIR	CCAP1982_LOCUS2855|CAD6994086.1|CCAP
OG0007820	LOC6631044|XP_002054218.2|DVIR	CCAP1982_LOCUS2250|CAD6993437.1|CCAP
OG0007821	LOC6632430|XP_002056160.1|DVIR	CCAP1982_LOCUS1080|CAD6992209.1|CCAP
OG0007822	LOC6632431|XP_002056161.1|DVIR	CCAP1982_LOCUS1081|CAD6992210.1|CCAP
OG0007823	LOC6632433|XP_002056163.1|DVIR	CCAP1982_LOCUS1083|CAD6992213.1|CCAP
OG0007824	LOC6635035|XP_032295328.1|DVIR	CCAP1982_LOCUS1414|CAD6992569.1|CCAP
OG0007825	LOC6632367|XP_002056197.1|DVIR	CCAP1982_LOCUS3989|CAD6995268.1|CCAP
OG0007826	LOC6630154|XP_032295301.1|DVIR	CCAP1982_LOCUS1911|CAD6993081.1|CCAP
OG0007828	LOC6622234|XP_002046356.1|DVIR	CCAP1982_LOCUS14905|CAD7006594.1|CCAP
OG0007829	LOC6633032|XP_002056059.2|DVIR	CCAP1982_LOCUS1661|CAD6992823.1|CCAP
OG0007830	LOC6632848|XP_002056246.1|DVIR	CCAP1982_LOCUS1152|CAD6992284.1|CCAP
OG0007836	LOC6634849|XP_015024939.1|DVIR	CCAP1982_LOCUS1279|CAD6992415.1|CCAP
OG0007838	LOC6634911|XP_002058563.1|DVIR	CCAP1982_LOCUS2060|CAD6993243.1|CCAP
OG0007840	LOC6635213|XP_002058401.2|DVIR	CCAP1982_LOCUS1667|CAD6992830.1|CCAP
OG0007842	LOC6634960|XP_032294882.1|DVIR	CCAP1982_LOCUS2723|CAD6993937.1|CCAP
OG0007843	LOC6634961|XP_002058595.1|DVIR	CCAP1982_LOCUS2722|CAD6993935.1|CCAP
OG0007844	LOC6625505|XP_032292266.1|DVIR	CCAP1982_LOCUS22686|CAD7014704.1|CCAP
OG0007845	LOC6632248|XP_002056077.1|DVIR	CCAP1982_LOCUS2347|CAD6993535.1|CCAP
OG0007847	LOC6634855|XP_002058645.1|DVIR	CCAP1982_LOCUS2685|CAD6993892.1|CCAP
OG0007848	LOC6635155|XP_002058639.1|DVIR	CCAP1982_LOCUS2692|CAD6993899.1|CCAP
OG0007849	LOC6629890|XP_002054550.1|DVIR	CCAP1982_LOCUS1593|CAD6992750.1|CCAP
OG0007850	LOC6629889|XP_002054549.3|DVIR	CCAP1982_LOCUS1591|CAD6992747.1|CCAP
OG0007851	LOC6630618|XP_002053747.2|DVIR	CCAP1982_LOCUS3811|CAD6995087.1|CCAP
OG0007852	LOC6629931|XP_032294958.1|DVIR	CCAP1982_LOCUS3826|CAD6995103.1|CCAP
OG0007853	LOC6629684|XP_032292210.1|DVIR	CCAP1982_LOCUS1394|CAD6992546.1|CCAP
OG0007854	LOC6635062|XP_002058629.1|DVIR	CCAP1982_LOCUS1478|CAD6992630.1|CCAP
OG0007855	LOC6632715|XP_032289611.1|DVIR	CCAP1982_LOCUS3101|CAD6994345.1|CCAP
OG0007856	LOC6635154|XP_015024836.1|DVIR	CCAP1982_LOCUS2693|CAD6993900.1|CCAP
OG0007857	LOC6630022|XP_002054472.1|DVIR	CCAP1982_LOCUS1820|CAD6992989.1|CCAP
OG0007858	LOC6629221|XP_015028285.1|DVIR	CCAP1982_LOCUS6731|CAD6998119.1|CCAP
OG0007860	LOC6633167|XP_002055797.1|DVIR	CCAP1982_LOCUS3508|CAD6994777.1|CCAP
OG0007861	LOC6633109|XP_032288892.1|DVIR	CCAP1982_LOCUS3497|CAD6994766.1|CCAP
OG0007863	LOC6629039|XP_002052185.1|DVIR	CCAP1982_LOCUS7597|CAD6999050.1|CCAP
OG0007864	LOC6632786|XP_032288790.1|DVIR	CCAP1982_LOCUS1312|CAD6992455.1|CCAP
OG0007866	LOC6630495|XP_002054389.1|DVIR	CCAP1982_LOCUS2468|CAD6993661.1|CCAP
OG0007867	LOC6629636|XP_002054841.1|DVIR	CCAP1982_LOCUS2932|CAD6994167.1|CCAP
OG0007868	LOC6631125|XP_002054245.1|DVIR	CCAP1982_LOCUS2432|CAD6993623.1|CCAP
OG0007870	LOC6623680|XP_032291107.1|DVIR	CCAP1982_LOCUS11052|CAD7002564.1|CCAP
OG0007873	LOC6624376|XP_002046399.1|DVIR, LOC116650700|XP_032291026.1|DVIR	CCAP1982_LOCUS11840|CAD7003381.1|CCAP
OG0007875	LOC6626608|XP_002050560.2|DVIR	CCAP1982_LOCUS22696|CAD7014715.1|CCAP
OG0007878	LOC6635840|XP_002059452.1|DVIR	CCAP1982_LOCUS22637|CAD7014648.1|CCAP
OG0007879	LOC6623653|XP_002046824.1|DVIR	CCAP1982_LOCUS11905|CAD7003451.1|CCAP
OG0007880	LOC6633705|XP_002057300.1|DVIR	CCAP1982_LOCUS21795|CAD7013772.1|CCAP
OG0007881	LOC6636921|XP_002060377.1|DVIR	CCAP1982_LOCUS13044|CAD7004649.1|CCAP
OG0007882	LOC6636830|XP_002060269.1|DVIR	CCAP1982_LOCUS10785|CAD7002293.1|CCAP
OG0007883	LOC26530952|XP_032291478.1|DVIR	CCAP1982_LOCUS10786|CAD7002294.1|CCAP
OG0007884	LOC6622610|XP_002047251.2|DVIR	CCAP1982_LOCUS12922|CAD7004525.1|CCAP
OG0007885	LOC6626609|XP_002050561.2|DVIR	CCAP1982_LOCUS22695|CAD7014714.1|CCAP
OG0007887	LOC6636827|XP_015023705.1|DVIR	CCAP1982_LOCUS19461|CAD7011359.1|CCAP
OG0007888	LOC6623598|XP_002047369.2|DVIR	CCAP1982_LOCUS12706|CAD7004286.1|CCAP
OG0007889	LOC6623522|XP_002046866.1|DVIR	CCAP1982_LOCUS10796|CAD7002306.1|CCAP
OG0007890	LOC6622480|XP_015030947.1|DVIR	CCAP1982_LOCUS13035|CAD7004640.1|CCAP
OG0007892	LOC6625533|XP_002051015.3|DVIR	CCAP1982_LOCUS21865|CAD7013846.1|CCAP
OG0007893	LOC6626837|XP_002050839.1|DVIR	CCAP1982_LOCUS22382|CAD7014387.1|CCAP
OG0007894	LOC6623473|XP_032291424.1|DVIR	CCAP1982_LOCUS14992|CAD7006693.1|CCAP
OG0007895	LOC6623454|XP_032291456.1|DVIR	CCAP1982_LOCUS12575|CAD7004155.1|CCAP
OG0007897	LOC6624295|XP_002047141.1|DVIR	CCAP1982_LOCUS13296|CAD7004913.1|CCAP
OG0007898	LOC6622188|XP_002047412.1|DVIR	CCAP1982_LOCUS11495|CAD7003032.1|CCAP
OG0007899	LOC6623690|XP_032290187.1|DVIR	CCAP1982_LOCUS12817|CAD7004406.1|CCAP
OG0007901	LOC6623501|XP_002046774.1|DVIR	CCAP1982_LOCUS11103|CAD7002619.1|CCAP, CCAP1982_LOCUS11101|CAD7002617.1|CCAP
OG0007903	LOC6623903|XP_032290861.1|DVIR	CCAP1982_LOCUS10966|CAD7002477.1|CCAP
OG0007904	LOC6624135|XP_002046283.1|DVIR	CCAP1982_LOCUS13292|CAD7004908.1|CCAP
OG0007907	LOC6622247|XP_002046940.1|DVIR	CCAP1982_LOCUS11579|CAD7003117.1|CCAP
OG0007908	LOC6624210|XP_002046939.1|DVIR	CCAP1982_LOCUS11580|CAD7003118.1|CCAP
OG0007910	LOC6622171|XP_002047569.1|DVIR	CCAP1982_LOCUS14592|CAD7006268.1|CCAP
OG0007911	LOC6636824|XP_015023707.1|DVIR	CCAP1982_LOCUS11252|CAD7002779.1|CCAP
OG0007912	LOC6636847|XP_015023704.2|DVIR	CCAP1982_LOCUS11257|CAD7002784.1|CCAP
OG0007913	LOC6636825|XP_002060274.1|DVIR	CCAP1982_LOCUS11253|CAD7002780.1|CCAP
OG0007914	LOC6624621|XP_002047493.2|DVIR	CCAP1982_LOCUS14822|CAD7006506.1|CCAP
OG0007915	LOC6622949|XP_002046503.1|DVIR	CCAP1982_LOCUS12412|CAD7003990.1|CCAP
OG0007916	LOC6623648|XP_002047342.2|DVIR	CCAP1982_LOCUS5432|CAD6996753.1|CCAP
OG0007918	LOC6635800|XP_032291907.1|DVIR	CCAP1982_LOCUS22289|CAD7014287.1|CCAP
OG0007919	LOC6625485|XP_002051030.3|DVIR	CCAP1982_LOCUS21854|CAD7013834.1|CCAP
OG0007920	LOC6626759|XP_032292460.1|DVIR	CCAP1982_LOCUS22878|CAD7014914.1|CCAP
OG0007921	LOC6625402|XP_002050143.2|DVIR	CCAP1982_LOCUS22488|CAD7014486.1|CCAP
OG0007922	LOC6632966|XP_032289832.1|DVIR	CCAP1982_LOCUS797|CAD6991907.1|CCAP
OG0007924	LOC6636317|XP_002059877.1|DVIR	CCAP1982_LOCUS21591|CAD7013532.1|CCAP
OG0007925	LOC6625264|XP_002050627.1|DVIR	CCAP1982_LOCUS7251|CAD6998694.1|CCAP
OG0007926	LOC6627273|XP_002050650.1|DVIR	CCAP1982_LOCUS22263|CAD7014260.1|CCAP
OG0007927	LOC6627582|XP_032293503.1|DVIR	CCAP1982_LOCUS6399|CAD6997770.1|CCAP
OG0007928	LOC6633946|XP_032293761.1|DVIR	CCAP1982_LOCUS5580|CAD6996907.1|CCAP
OG0007929	LOC6627546|XP_032294477.1|DVIR	CCAP1982_LOCUS6497|CAD6997878.1|CCAP
OG0007930	LOC6627109|XP_002048965.1|DVIR	CCAP1982_LOCUS19856|CAD7011744.1|CCAP
OG0007931	LOC6628011|XP_002051315.1|DVIR	CCAP1982_LOCUS6141|CAD6997501.1|CCAP
OG0007933	LOC6630665|XP_002053444.2|DVIR	CCAP1982_LOCUS402|CAD6991477.1|CCAP
OG0007934	LOC6628973|XP_002051365.1|DVIR	CCAP1982_LOCUS9009|CAD7000531.1|CCAP
OG0007935	LOC26531807|XP_032293844.1|DVIR	CCAP1982_LOCUS6256|CAD6997620.1|CCAP
OG0007938	LOC6629237|XP_032294022.1|DVIR	CCAP1982_LOCUS7928|CAD6999402.1|CCAP
OG0007939	LOC6627325|XP_002051921.1|DVIR	CCAP1982_LOCUS7277|CAD6998720.1|CCAP
OG0007940	LOC6627408|XP_002051919.2|DVIR	CCAP1982_LOCUS7275|CAD6998718.1|CCAP
OG0007941	LOC6625992|XP_002050015.2|DVIR	CCAP1982_LOCUS7179|CAD6998604.1|CCAP
OG0007943	LOC6634332|XP_002057685.3|DVIR	CCAP1982_LOCUS6542|CAD6997924.1|CCAP
OG0007944	LOC6636826|XP_002060275.3|DVIR	CCAP1982_LOCUS11254|CAD7002781.1|CCAP
OG0007945	LOC6635664|XP_002059199.1|DVIR	CCAP1982_LOCUS8334|CAD6999822.1|CCAP
OG0007946	LOC6634158|XP_002057525.1|DVIR	CCAP1982_LOCUS6560|CAD6997943.1|CCAP
OG0007947	LOC6634272|XP_002057689.1|DVIR	CCAP1982_LOCUS7869|CAD6999342.1|CCAP
OG0007948	LOC6634207|XP_032293404.1|DVIR	CCAP1982_LOCUS6221|CAD6997582.1|CCAP
OG0007950	LOC6628816|XP_032293951.1|DVIR	CCAP1982_LOCUS8000|CAD6999476.1|CCAP
