Orthogroup	DVIR.longest_only	DELE.longest_only
OG0008302	LOC6631503|XP_032295856.1|DVIR	LOC108136349|XP_017112945.1|DELE
OG0008303	LOC6633770|XP_002057302.1|DVIR	LOC108136548|XP_017113336.1|DELE
OG0008304	LOC6631580|XP_032295546.1|DVIR	LOC108137153|XP_017114208.1|DELE
OG0008305	LOC6636717|XP_002060190.1|DVIR	LOC108134911|XP_017110913.1|DELE
OG0008306	LOC6631831|XP_002055473.1|DVIR	LOC108135940|XP_017112378.1|DELE
OG0008307	LOC6629668|XP_002054762.1|DVIR	LOC108139337|XP_017117545.1|DELE
OG0008308	LOC6630858|XP_015027280.1|DVIR	LOC108143942|XP_017124023.1|DELE
OG0008309	LOC6634326|XP_002057679.1|DVIR	LOC108149249|XP_017132178.1|DELE
OG0008310	LOC6624338|XP_002047590.1|DVIR	LOC108146524|XP_017128050.1|DELE
OG0008312	LOC6634978|XP_002058426.1|DVIR	LOC108135759|XP_017112094.1|DELE
OG0008313	LOC6632182|XP_002055280.1|DVIR	LOC108137281|XP_017114375.1|DELE
OG0008314	LOC6626372|XP_002049395.1|DVIR	LOC108149725|XP_017132980.1|DELE
OG0008315	LOC6623964|XP_002047386.1|DVIR	LOC108147389|XP_017129313.1|DELE
OG0008317	LOC6630069|XP_015027682.1|DVIR	LOC108148478|XP_017130999.1|DELE
OG0008318	LOC6636668|XP_032295790.1|DVIR	LOC108141630|XP_017120590.1|DELE
OG0008319	LOC6626619|XP_002050603.1|DVIR	LOC108144835|XP_017125465.1|DELE
OG0008320	LOC6631544|XP_015026610.1|DVIR	LOC108144363|XP_017124621.1|DELE
OG0008321	LOC6629917|XP_002054551.1|DVIR	LOC108139340|XP_017117550.1|DELE
OG0008322	LOC6634073|XP_002057415.1|DVIR	LOC108141967|XP_017121105.1|DELE
OG0008323	LOC6632417|XP_002055798.1|DVIR	LOC108135567|XP_017111819.1|DELE
OG0008324	LOC6633682|XP_002057287.1|DVIR	LOC108149873|XP_017133248.1|DELE
OG0008325	LOC6631660|XP_002055011.2|DVIR	LOC108137624|XP_017114886.1|DELE
OG0008326	LOC6632376|XP_032296731.1|DVIR	LOC108150517|XP_017134231.1|DELE
OG0008328	LOC6633641|XP_002056835.1|DVIR	LOC108141472|XP_017120371.1|DELE
OG0008329	LOC6634802|XP_032289259.1|DVIR	LOC108137595|XP_017114816.1|DELE
OG0008330	LOC6627107|XP_002050847.1|DVIR	LOC108137905|XP_017115333.1|DELE
OG0008331	LOC6622279|XP_002047122.1|DVIR	LOC108150291|XP_017133882.1|DELE
OG0008332	LOC6622682|XP_032290386.1|DVIR	LOC108146710|XP_017128277.1|DELE
OG0008333	LOC6623533|XP_002047133.1|DVIR	LOC108146943|XP_017128685.1|DELE
OG0008334	LOC6624665|XP_032290958.1|DVIR	LOC108146855|XP_017128560.1|DELE
OG0008335	LOC6623175|XP_002047754.1|DVIR	LOC108145920|XP_017127095.1|DELE
OG0008336	LOC6622364|XP_002047501.2|DVIR	LOC108145746|XP_017126797.1|DELE
OG0008337	LOC6626392|XP_002048731.1|DVIR	LOC108145507|XP_017126458.1|DELE
OG0008338	LOC6623056|XP_002048499.1|DVIR	LOC108142615|XP_017122086.1|DELE
OG0008339	LOC6636038|XP_002059643.3|DVIR	LOC108136490|XP_017113195.1|DELE
OG0008340	LOC6624957|XP_002050612.1|DVIR	LOC108144387|XP_017124654.1|DELE
OG0008341	LOC6624067|XP_002046277.2|DVIR	LOC108150331|XP_017133942.1|DELE
OG0008342	LOC6624116|XP_002046622.1|DVIR	LOC108146139|XP_017127482.1|DELE
OG0008343	LOC6630226|XP_002054800.1|DVIR	LOC108148645|XP_017131258.1|DELE
OG0008344	LOC6624006|XP_002046555.2|DVIR	LOC108146464|XP_017127967.1|DELE
OG0008346	LOC6631401|XP_015026340.1|DVIR	LOC108137709|XP_017115081.1|DELE
OG0008347	LOC6627537|XP_002051706.1|DVIR	LOC108147878|XP_017130125.1|DELE
OG0008348	LOC6622537|XP_002046703.1|DVIR	LOC108135646|XP_017111960.1|DELE
OG0008349	LOC6622252|XP_002047477.3|DVIR	LOC108146630|XP_017128164.1|DELE
OG0008350	LOC6632129|XP_002055102.1|DVIR	LOC108144404|XP_017124717.1|DELE
OG0008351	LOC6622109|XP_002046541.2|DVIR	LOC108145979|XP_017127201.1|DELE
OG0008352	LOC6623851|XP_002046230.1|DVIR	LOC108146415|XP_017127907.1|DELE
OG0008353	LOC6622835|XP_002046696.1|DVIR	LOC108146542|XP_017128072.1|DELE
OG0008354	LOC6632177|XP_002055275.1|DVIR	LOC108142626|XP_017122105.1|DELE
OG0008355	LOC6625400|XP_002050141.2|DVIR	LOC108144623|XP_017125139.1|DELE
OG0008356	LOC6633339|XP_002056867.1|DVIR	LOC108146767|XP_017128392.1|DELE
OG0008357	LOC6632614|XP_002056314.1|DVIR	LOC108143895|XP_017123959.1|DELE
OG0008358	LOC6627576|XP_032293565.1|DVIR	LOC108148136|XP_017130480.1|DELE
OG0008359	LOC6625209|XP_002050625.2|DVIR	LOC108141311|XP_017120067.1|DELE
OG0008360	LOC6624879|XP_002050883.2|DVIR	LOC108149195|XP_017132109.1|DELE
OG0008361	LOC6634374|XP_015025281.1|DVIR	LOC108141998|XP_017121151.1|DELE
OG0008362	LOC6634635|XP_002058034.1|DVIR	LOC108137161|XP_017114220.1|DELE
OG0008363	LOC6627182|XP_002049747.1|DVIR	LOC108144569|XP_017125046.1|DELE
OG0008364	LOC6622517|XP_002048432.1|DVIR	LOC108136057|XP_017112481.1|DELE
OG0008365	LOC6625410|XP_032292734.1|DVIR	LOC108149100|XP_017131986.1|DELE
OG0008366	LOC6633143|XP_002056382.1|DVIR	LOC108135155|XP_017111264.1|DELE
OG0008367	LOC6635501|XP_002059041.3|DVIR	LOC108137344|XP_017114470.1|DELE
OG0008368	LOC6627823|XP_002051136.1|DVIR	LOC108134514|XP_017110341.1|DELE
OG0008369	LOC116652050|XP_032295703.1|DVIR	LOC108150547|XP_017134267.1|DELE
OG0008370	LOC26530678|XP_015024793.1|DVIR	LOC108144061|XP_017124195.1|DELE
OG0008371	LOC6630661|XP_015027433.1|DVIR	LOC108147208|XP_017129053.1|DELE
OG0008372	LOC6622185|XP_002048302.1|DVIR	LOC108134542|XP_017110383.1|DELE
OG0008373	LOC6627423|XP_032293880.1|DVIR	LOC108142111|XP_017121295.1|DELE
OG0008374	LOC6627305|XP_002051286.1|DVIR	LOC108134653|XP_017110535.1|DELE
OG0008375	LOC6635633|XP_002059238.1|DVIR	LOC108149455|XP_017132536.1|DELE
OG0008376	LOC6628541|XP_002051853.1|DVIR	LOC108147809|XP_017130041.1|DELE
OG0008377	LOC26531560|XP_032294309.1|DVIR	LOC108149348|XP_017132328.1|DELE
OG0008378	LOC6627504|XP_032294307.1|DVIR	LOC108149347|XP_017132326.1|DELE
OG0008379	LOC6634056|XP_002057889.1|DVIR	LOC108139031|XP_017117129.1|DELE
OG0008380	LOC6628090|XP_015028081.1|DVIR	LOC108142103|XP_017121289.1|DELE
OG0008381	LOC6628825|XP_002052590.1|DVIR	LOC108138988|XP_017117063.1|DELE
OG0008383	LOC6628836|XP_002052744.1|DVIR	LOC108141850|XP_017120930.1|DELE
OG0008384	LOC6627520|XP_002051629.1|DVIR	LOC108138216|XP_017115828.1|DELE
OG0008385	LOC6628098|XP_002052422.1|DVIR	LOC108149333|XP_017132290.1|DELE
OG0008386	LOC6631984|XP_002055609.1|DVIR	LOC108136576|XP_017113375.1|DELE
OG0008387	LOC6633058|XP_032289701.1|DVIR	LOC108148756|XP_017131441.1|DELE
OG0008388	LOC6634311|XP_002057561.1|DVIR	LOC108149234|XP_017132159.1|DELE
OG0008389	LOC6628932|XP_032294388.1|DVIR	LOC108142062|XP_017121237.1|DELE
OG0008390	LOC6628403|XP_002052046.1|DVIR	LOC108141976|XP_017121117.1|DELE
OG0008391	LOC6628462|XP_002051834.2|DVIR	LOC108147891|XP_017130140.1|DELE
OG0008392	LOC6624220|XP_002048073.1|DVIR	LOC108142536|XP_017121951.1|DELE
OG0008393	LOC6622781|XP_032290926.1|DVIR	LOC108142524|XP_017121933.1|DELE
OG0008394	LOC6624350|XP_002047464.1|DVIR	LOC108143256|XP_017123055.1|DELE
OG0008395	LOC6631654|XP_015026447.1|DVIR	LOC108137419|XP_017114570.1|DELE
OG0008396	LOC6633614|XP_032294955.1|DVIR	LOC108136433|XP_017113077.1|DELE
OG0008397	LOC6631498|XP_002055132.2|DVIR	LOC108138575|XP_017116346.1|DELE
OG0008398	LOC6633295|XP_002056878.3|DVIR	LOC108138598|XP_017116378.1|DELE
OG0008399	LOC6633617|XP_032296654.1|DVIR	LOC108138405|XP_017116079.1|DELE
OG0008400	LOC6624174|XP_002047423.1|DVIR	LOC108146398|XP_017127886.1|DELE
OG0008401	LOC6628637|XP_002051881.1|DVIR	LOC108149046|XP_017131881.1|DELE
OG0008402	LOC6629845|XP_002054466.1|DVIR	LOC108134790|XP_017110728.1|DELE
OG0008403	LOC6635578|XP_002058992.2|DVIR	LOC108142197|XP_017121371.1|DELE
OG0008404	LOC6630764|XP_002054623.2|DVIR	LOC108137479|XP_017114678.1|DELE
OG0008405	LOC6633291|XP_002056874.1|DVIR	LOC108137765|XP_017115157.1|DELE
OG0008406	LOC6634798|XP_032296452.1|DVIR	LOC108137751|XP_017115140.1|DELE
OG0008407	LOC6632927|XP_002056562.3|DVIR	LOC108140518|XP_017118815.1|DELE
OG0008408	LOC6633550|XP_032296214.1|DVIR	LOC108138561|XP_017116323.1|DELE
OG0008409	LOC6624217|XP_032291079.1|DVIR	LOC108142653|XP_017122143.1|DELE
OG0008410	LOC6629577|XP_002054869.1|DVIR	LOC108140359|XP_017118543.1|DELE
OG0008411	LOC6633227|XP_002056285.2|DVIR	LOC108140642|XP_017119054.1|DELE
OG0008412	LOC6633284|XP_032296590.1|DVIR	LOC108137689|XP_017115051.1|DELE
OG0008413	LOC6623012|XP_015030426.1|DVIR	LOC108142377|XP_017121698.1|DELE
OG0008414	LOC6634663|XP_002058116.1|DVIR	LOC108135915|XP_017112338.1|DELE
OG0008415	LOC6636158|XP_002059665.1|DVIR	LOC108136219|XP_017112728.1|DELE
OG0008416	LOC6631970|XP_002054974.1|DVIR	LOC108136560|XP_017113356.1|DELE
OG0008417	LOC6634668|XP_002057984.1|DVIR	LOC108136321|XP_017112910.1|DELE
OG0008418	LOC6631759|XP_032295601.1|DVIR	LOC108137141|XP_017114192.1|DELE
OG0008419	LOC6634779|XP_032296441.1|DVIR	LOC108134576|XP_017110416.1|DELE
OG0008420	LOC6633653|XP_002056847.1|DVIR	LOC108138421|XP_017116106.1|DELE
OG0008421	LOC6631392|XP_015026402.1|DVIR	LOC108145591|XP_017126611.1|DELE
OG0008422	LOC6634803|XP_002057916.1|DVIR	LOC108137589|XP_017114810.1|DELE
OG0008423	LOC6624937|XP_002049036.1|DVIR	LOC108135388|XP_017111575.1|DELE
OG0008424	LOC6633453|XP_002057336.1|DVIR	LOC108148137|XP_017130477.1|DELE
OG0008425	LOC6629506|XP_032289405.1|DVIR	LOC108135146|XP_017111247.1|DELE
OG0008426	LOC6625959|XP_002049590.1|DVIR	LOC108144535|XP_017124990.1|DELE
OG0008427	LOC6633242|XP_032296070.1|DVIR	LOC108134897|XP_017110888.1|DELE
OG0008428	LOC6628015|XP_002051319.1|DVIR	LOC108137329|XP_017114448.1|DELE
OG0008429	LOC6629348|XP_002053264.1|DVIR	LOC108144044|XP_017124171.1|DELE
OG0008430	LOC6636162|XP_002059491.1|DVIR	LOC108137213|XP_017114293.1|DELE
OG0008432	LOC6633213|XP_032289767.1|DVIR	LOC108140380|XP_017118573.1|DELE
OG0008433	LOC6622589|XP_015030555.1|DVIR	LOC108146842|XP_017128532.1|DELE
OG0008434	LOC6629488|XP_002054083.1|DVIR	LOC108148536|XP_017131065.1|DELE
OG0008435	LOC6628086|XP_002051146.1|DVIR	LOC108141721|XP_017120703.1|DELE
OG0008436	LOC26531916|XP_015023626.1|DVIR	LOC108137974|XP_017115431.1|DELE
OG0008438	LOC6629267|XP_032294939.1|DVIR	LOC108144046|XP_017124177.1|DELE
OG0008439	LOC6625210|XP_015029806.1|DVIR	LOC108144674|XP_017125222.1|DELE
OG0008440	LOC6632400|XP_032289616.1|DVIR	LOC108148366|XP_017130874.1|DELE
OG0008441	LOC6622673|XP_002047668.2|DVIR	LOC108150567|XP_017134303.1|DELE
OG0008442	LOC6635368|XP_002058892.1|DVIR	LOC108141601|XP_017120544.1|DELE
OG0008443	LOC6623712|XP_002048254.1|DVIR	LOC108136085|XP_017112541.1|DELE
OG0008444	LOC6623897|XP_002048638.1|DVIR	LOC108135629|XP_017111938.1|DELE
OG0008445	LOC6634436|XP_002057910.2|DVIR	LOC108137597|XP_017114819.1|DELE
OG0008446	LOC6632064|XP_002055619.3|DVIR	LOC108149992|XP_017133412.1|DELE
OG0008447	LOC6633500|XP_002056824.1|DVIR	LOC108150014|XP_017133455.1|DELE
OG0008448	LOC6633840|XP_032296648.1|DVIR	LOC108149959|XP_017133364.1|DELE
OG0008449	LOC6631878|XP_002054951.1|DVIR	LOC108137691|XP_017115053.1|DELE
OG0008450	LOC6636791|XP_032289296.1|DVIR	LOC108136468|XP_017113154.1|DELE
OG0008451	LOC6632518|XP_002056528.1|DVIR	LOC108136715|XP_017113529.1|DELE
OG0008452	LOC6628304|XP_002052858.2|DVIR	LOC108137851|XP_017115267.1|DELE
OG0008453	LOC6636330|XP_002059929.2|DVIR	LOC108149931|XP_017133335.1|DELE
OG0008454	LOC6633537|XP_002057365.2|DVIR	LOC108136302|XP_017112879.1|DELE
OG0008455	LOC6622204|XP_002046321.2|DVIR	LOC108145916|XP_017127086.1|DELE
OG0008456	LOC6632925|XP_002056560.1|DVIR	LOC108140436|XP_017118653.1|DELE
OG0008457	LOC6629801|XP_002053377.1|DVIR	LOC108139283|XP_017117468.1|DELE
OG0008458	LOC6627194|XP_002049439.1|DVIR	LOC108144659|XP_017125194.1|DELE
OG0008459	LOC6631358|XP_002055662.1|DVIR	LOC108147709|XP_017129922.1|DELE
OG0008460	LOC6627738|XP_002051122.2|DVIR	LOC108150730|XP_017134519.1|DELE
OG0008461	LOC6627372|XP_015028625.1|DVIR	LOC108149434|XP_017132496.1|DELE
OG0008462	LOC6628455|XP_002051827.1|DVIR	LOC108147861|XP_017130108.1|DELE
OG0008463	LOC26530741|XP_015028846.2|DVIR	LOC108148940|XP_017131764.1|DELE
OG0008464	LOC6626602|XP_002050636.1|DVIR	LOC108141395|XP_017120237.1|DELE
OG0008465	LOC26530585|XP_015024744.1|DVIR	LOC108142006|XP_017121162.1|DELE
OG0008466	LOC6625044|XP_002048815.2|DVIR	LOC108144463|XP_017124854.1|DELE
OG0008467	LOC6625204|XP_002050300.1|DVIR	LOC108145189|XP_017125920.1|DELE
OG0008468	LOC6627896|XP_002051810.1|DVIR	LOC108138074|XP_017115539.1|DELE
OG0008469	LOC26531430|XP_015024749.1|DVIR	LOC108136583|XP_017113384.1|DELE
OG0008472	LOC6625852|XP_032291678.1|DVIR	LOC108144697|XP_017125272.1|DELE
OG0008473	LOC6631486|XP_002055431.2|DVIR	LOC108141606|XP_017120549.1|DELE
OG0008474	LOC6629854|XP_002053177.3|DVIR	LOC108135111|XP_017111189.1|DELE
OG0008475	LOC6634358|XP_002057699.1|DVIR	LOC108149299|XP_017132236.1|DELE
OG0008476	LOC6630205|XP_002053708.1|DVIR	LOC108135380|XP_017111564.1|DELE
OG0008477	LOC6627150|XP_015029572.1|DVIR	LOC108136790|XP_017113653.1|DELE, LOC108149125|XP_017132015.1|DELE, LOC108136795|XP_017113668.1|DELE
OG0008478	LOC26531866|XP_032288952.1|DVIR	LOC108143728|XP_017123750.1|DELE
OG0008479	LOC6626449|XP_002049806.1|DVIR	LOC108145253|XP_017126020.1|DELE
OG0008480	LOC6622158|XP_032290034.1|DVIR	LOC108136090|XP_017112547.1|DELE
OG0008481	LOC6633547|XP_002057244.1|DVIR	LOC108140920|XP_017119474.1|DELE
OG0008482	LOC6623222|XP_002046715.1|DVIR	LOC108135647|XP_017111963.1|DELE
OG0008483	LOC6627979|XP_002051785.2|DVIR	LOC108147935|XP_017130209.1|DELE
OG0008484	LOC6632658|XP_002056464.1|DVIR	LOC108150719|XP_017134506.1|DELE
OG0008485	LOC6628244|XP_015028190.1|DVIR	LOC108148233|XP_017130641.1|DELE
OG0008486	LOC6636249|XP_015023970.1|DVIR	LOC108134592|XP_017110439.1|DELE
OG0008487	LOC6632045|XP_002055242.1|DVIR	LOC108141094|XP_017119789.1|DELE
OG0008488	LOC6632649|XP_002056548.1|DVIR	LOC108140607|XP_017119007.1|DELE
OG0008490	LOC6629536|XP_002053664.1|DVIR	LOC108143731|XP_017123754.1|DELE
OG0008491	LOC6629412|XP_002053068.2|DVIR	LOC108135879|XP_017112272.1|DELE
OG0008492	LOC6627766|XP_002052655.1|DVIR	LOC108138694|XP_017116528.1|DELE
OG0008493	LOC6634051|XP_032289040.1|DVIR	LOC108149487|XP_017132596.1|DELE
OG0008494	LOC6626428|XP_002050268.1|DVIR	LOC108149169|XP_017132057.1|DELE
OG0008495	LOC6625279|XP_002049864.2|DVIR	LOC108149734|XP_017132993.1|DELE
OG0008496	LOC116649980|XP_032289193.1|DVIR, LOC26530826|XP_015024746.1|DVIR	LOC108142005|XP_017121161.1|DELE
OG0008497	LOC26530492|XP_015030211.1|DVIR	LOC108143309|XP_017123115.1|DELE
OG0008498	LOC6626778|XP_032292392.1|DVIR	LOC108144225|XP_017124391.1|DELE, LOC108144610|XP_017125121.1|DELE
OG0008499	LOC6624917|XP_002049112.1|DVIR	LOC108145001|XP_017125652.1|DELE
OG0008500	LOC6626518|XP_002048916.2|DVIR	LOC108149856|XP_017133228.1|DELE
OG0008501	LOC6623280|XP_002046955.1|DVIR	LOC108135591|XP_017111881.1|DELE
OG0008502	LOC6631610|XP_002055068.1|DVIR	LOC108136601|XP_017113408.1|DELE
OG0008503	LOC6634810|XP_002058136.3|DVIR	LOC108137686|XP_017115040.1|DELE
OG0008504	LOC26530543|XP_015023729.1|DVIR	LOC108145862|XP_017126988.1|DELE
OG0008505	LOC6623632|XP_032291369.1|DVIR	LOC108142417|XP_017121761.1|DELE
OG0008506	LOC6624008|XP_002046293.1|DVIR	LOC108142619|XP_017122091.1|DELE
OG0008507	LOC6624207|XP_002048350.1|DVIR	LOC108135661|XP_017111983.1|DELE
OG0008508	LOC6636685|XP_032295670.1|DVIR	LOC108147606|XP_017129734.1|DELE
OG0008510	LOC6631867|XP_002055728.2|DVIR	LOC108148099|XP_017130435.1|DELE
OG0008511	LOC6627390|XP_032293623.1|DVIR, LOC6627391|XP_002051081.1|DVIR, LOC116651488|XP_032293805.1|DVIR	LOC108141646|XP_017120606.1|DELE
OG0008512	LOC6627909|XP_002051402.2|DVIR, LOC6627601|XP_002051403.1|DVIR	LOC108150706|XP_017134464.1|DELE
OG0008513	LOC116651641|XP_032294320.1|DVIR	LOC108147872|XP_017130118.1|DELE
OG0008514	LOC6629044|XP_002052190.1|DVIR	LOC108150423|XP_017134069.1|DELE
OG0008515	LOC6629037|XP_002052183.1|DVIR	LOC108147928|XP_017130199.1|DELE
OG0008516	LOC6624177|XP_002047452.1|DVIR	LOC108135561|XP_017111807.1|DELE
OG0008517	LOC6623716|XP_002047347.1|DVIR	LOC108142262|XP_017121471.1|DELE, LOC108142577|XP_017122020.1|DELE
OG0008518	LOC6624691|XP_002048125.1|DVIR	LOC108146714|XP_017128291.1|DELE
OG0008519	LOC26530688|XP_015024374.2|DVIR	LOC108144695|XP_017125258.1|DELE
OG0008520	LOC6630347|XP_002054596.2|DVIR	LOC108135783|XP_017112133.1|DELE
OG0008523	LOC6634167|XP_002057534.1|DVIR	LOC108150440|XP_017134087.1|DELE
OG0008524	LOC6633803|XP_032296643.1|DVIR	LOC108136372|XP_017112974.1|DELE
OG0008527	LOC6631840|XP_032295443.1|DVIR	LOC108136550|XP_017113338.1|DELE
OG0008528	LOC26531816|XP_032294445.1|DVIR	LOC108145988|XP_017127218.1|DELE
OG0008529	LOC6634724|XP_002058323.1|DVIR	LOC108138388|XP_017116055.1|DELE
OG0008530	LOC6631538|XP_002055062.1|DVIR	LOC108137702|XP_017115067.1|DELE
OG0008531	LOC6634585|XP_015025072.1|DVIR	LOC108135443|XP_017111674.1|DELE
OG0008532	LOC6631505|XP_002055324.3|DVIR	LOC108147753|XP_017129972.1|DELE
OG0008534	LOC6631432|XP_002055540.2|DVIR	LOC108136655|XP_017113469.1|DELE
OG0008535	LOC6633244|XP_032289258.1|DVIR	LOC108137744|XP_017115133.1|DELE
OG0008536	LOC6633526|XP_002057074.1|DVIR	LOC108136658|XP_017113471.1|DELE
OG0008537	LOC6632475|XP_032289420.1|DVIR	LOC108134613|XP_017110482.1|DELE
OG0008538	LOC6636660|XP_002060138.1|DVIR	LOC108136589|XP_017113390.1|DELE
OG0008539	LOC6634578|XP_002058079.1|DVIR	LOC108139460|XP_017117673.1|DELE
OG0008540	LOC6630335|XP_002053010.1|DVIR	LOC108143085|XP_017122791.1|DELE
OG0008541	LOC6627177|XP_002050395.3|DVIR	LOC108145491|XP_017126437.1|DELE
OG0008542	LOC6622413|XP_002046977.1|DVIR	LOC108146075|XP_017127380.1|DELE
OG0008544	LOC26531697|XP_015030354.1|DVIR	LOC108143414|XP_017123308.1|DELE
OG0008546	LOC6624070|XP_002047431.2|DVIR	LOC108145681|XP_017126727.1|DELE
OG0008547	LOC6633496|XP_032296399.1|DVIR	LOC108138456|XP_017116146.1|DELE
OG0008548	LOC26531687|XP_032293863.1|DVIR	LOC108148916|XP_017131721.1|DELE
OG0008549	LOC6629325|XP_032288815.1|DVIR	LOC108142971|XP_017122610.1|DELE
OG0008550	LOC6622629|XP_002048445.1|DVIR, LOC116650458|XP_032290006.1|DVIR, LOC116649855|XP_032288958.1|DVIR, LOC6622662|XP_002048448.3|DVIR	LOC108137123|XP_017114149.1|DELE
OG0008553	LOC6635974|XP_002059403.1|DVIR	LOC108143497|XP_017123443.1|DELE
OG0008554	LOC6635477|XP_032295544.1|DVIR	LOC108135931|XP_017112366.1|DELE
OG0008555	LOC6634691|XP_002058344.1|DVIR	LOC108150397|XP_017134040.1|DELE
OG0008556	LOC6626652|XP_002049882.1|DVIR	LOC108145496|XP_017126443.1|DELE
OG0008558	LOC6634199|XP_002057731.2|DVIR, LOC116651565|XP_032294086.1|DVIR	LOC108141779|XP_017120771.1|DELE
OG0008560	LOC6627638|XP_002051112.2|DVIR	LOC108141888|XP_017120986.1|DELE
OG0008561	LOC6627492|XP_002052200.1|DVIR	LOC108141701|XP_017120674.1|DELE
OG0008563	LOC6630959|XP_002054736.1|DVIR	LOC108148808|XP_017131528.1|DELE
OG0008564	LOC6628856|XP_002051242.2|DVIR	LOC108141680|XP_017120644.1|DELE
OG0008565	LOC6632151|XP_032296085.1|DVIR	LOC108146692|XP_017128240.1|DELE
OG0008566	LOC6634022|XP_002057486.1|DVIR	LOC108149417|XP_017132470.1|DELE
OG0008567	LOC6627866|XP_032294372.1|DVIR	LOC108150413|XP_017134060.1|DELE
OG0008569	LOC6633491|XP_002057350.1|DVIR	LOC108136329|XP_017112920.1|DELE
OG0008570	LOC26530618|XP_032289194.1|DVIR	LOC108137577|XP_017114797.1|DELE
OG0008572	LOC6632674|XP_002056645.1|DVIR	LOC108140965|XP_017119522.1|DELE
OG0008573	LOC6633508|XP_002057226.2|DVIR	LOC108137148|XP_017114203.1|DELE
OG0008574	LOC26530963|XP_015031672.1|DVIR	LOC108146233|XP_017127647.1|DELE
OG0008575	LOC6630061|XP_015027631.1|DVIR	LOC108137381|XP_017114523.1|DELE
OG0008576	LOC6633345|XP_032289111.1|DVIR	LOC108140904|XP_017119438.1|DELE
OG0008577	LOC6622225|XP_002046918.1|DVIR	LOC108146744|XP_017128359.1|DELE
OG0008578	LOC6630284|XP_002054895.1|DVIR	LOC108136801|XP_017113686.1|DELE
OG0008579	LOC6623701|XP_002047350.1|DVIR	LOC108142579|XP_017122022.1|DELE
OG0008581	LOC6622126|XP_002047541.3|DVIR	LOC108146292|XP_017127726.1|DELE
OG0008582	LOC26531063|XP_015025723.1|DVIR	LOC108134903|XP_017110900.1|DELE
OG0008583	LOC6636065|XP_032295497.1|DVIR	LOC108137215|XP_017114295.1|DELE
OG0008584	LOC6633561|XP_002057366.1|DVIR	LOC108136231|XP_017112744.1|DELE
OG0008585	LOC6634501|XP_002057913.1|DVIR	LOC108137588|XP_017114809.1|DELE
OG0008586	LOC6634801|XP_002057914.2|DVIR	LOC108137583|XP_017114802.1|DELE
OG0008587	LOC6630213|XP_015027731.1|DVIR	LOC108135595|XP_017111893.1|DELE
OG0008588	LOC6630541|XP_002054606.1|DVIR	LOC108135805|XP_017112169.1|DELE
OG0008589	LOC6633865|XP_032296653.1|DVIR	LOC108137625|XP_017114888.1|DELE
OG0008590	LOC26531206|XP_015027871.1|DVIR	LOC108147323|XP_017129239.1|DELE
OG0008593	LOC6623735|XP_002047820.1|DVIR	LOC108150367|XP_017133994.1|DELE
OG0008594	LOC6629895|XP_002053990.1|DVIR	LOC108137025|XP_017114012.1|DELE
OG0008595	LOC6626814|XP_002050648.1|DVIR	LOC108141523|XP_017120446.1|DELE
OG0008596	LOC6626649|XP_002050643.2|DVIR	LOC108141321|XP_017120087.1|DELE
OG0008597	LOC6630627|XP_002053301.1|DVIR	LOC108136712|XP_017113526.1|DELE
OG0008598	LOC116652176|XP_032296079.1|DVIR	LOC108147741|XP_017129960.1|DELE
OG0008599	LOC6633558|XP_002057255.1|DVIR	LOC108138539|XP_017116298.1|DELE
OG0008600	LOC6629414|XP_002053148.1|DVIR	LOC108140767|XP_017119242.1|DELE
OG0008601	LOC6635644|XP_002059190.1|DVIR	LOC108150737|XP_017134529.1|DELE
OG0008602	LOC6630340|XP_002053015.2|DVIR	LOC108142901|XP_017122477.1|DELE
OG0008603	LOC6632438|XP_002056168.1|DVIR	LOC108149993|XP_017133418.1|DELE
OG0008604	LOC6626600|XP_002050634.1|DVIR	LOC108141392|XP_017120231.1|DELE
OG0008605	LOC6633998|XP_015025320.1|DVIR	LOC108138777|XP_017116732.1|DELE
OG0008606	LOC6627482|XP_002052132.1|DVIR	LOC108138634|XP_017116461.1|DELE
OG0008607	LOC6630459|XP_002053456.1|DVIR	LOC108148208|XP_017130604.1|DELE
OG0008608	LOC6634632|XP_002058031.3|DVIR	LOC108137081|XP_017114095.1|DELE
OG0008609	LOC6629659|XP_002053598.1|DVIR	LOC108136979|XP_017113960.1|DELE
OG0008610	LOC6625180|XP_032291970.1|DVIR	LOC108144743|XP_017125334.1|DELE
OG0008612	LOC6636457|XP_002059817.1|DVIR, LOC116650885|XP_032291731.1|DVIR	LOC108141520|XP_017120439.1|DELE
OG0008613	LOC26530490|XP_015024973.1|DVIR	LOC108141038|XP_017119656.1|DELE
OG0008614	LOC6631617|XP_002055075.1|DVIR	LOC108134848|XP_017110801.1|DELE
OG0008615	LOC6632336|XP_002056404.1|DVIR	LOC108141180|XP_017119902.1|DELE
OG0008616	LOC6629772|XP_032288810.1|DVIR	LOC108142996|XP_017122660.1|DELE
OG0008619	LOC26531329|XP_015028921.1|DVIR	LOC108138060|XP_017115524.1|DELE
OG0008620	LOC6626431|XP_002050404.1|DVIR	LOC108145467|XP_017126406.1|DELE
OG0008621	LOC6629920|XP_002054554.1|DVIR	LOC108139293|XP_017117479.1|DELE
OG0008622	LOC6624825|XP_002048983.1|DVIR	LOC108144458|XP_017124843.1|DELE
OG0008623	LOC6625408|XP_002049843.1|DVIR	LOC108149131|XP_017132024.1|DELE
