Orthogroup	DVIR.longest_only	HILL.longest_only
OG0007196	LOC6630448|XP_002053723.1|DVIR	LOC119659158|XP_037923036.1|HILL
OG0007197	LOC6624164|XP_002047877.1|DVIR	LOC119647908|XP_037905146.1|HILL
OG0007198	LOC6632316|XP_032289557.1|DVIR	LOC119660453|XP_037924940.1|HILL
OG0007199	LOC6630365|XP_032294838.1|DVIR	LOC119659061|XP_037922897.1|HILL
OG0007200	LOC6632924|XP_032289490.1|DVIR	LOC119658588|XP_037921973.1|HILL
OG0007201	LOC6622227|XP_002046919.2|DVIR	LOC119648847|XP_037906649.1|HILL
OG0007202	LOC6623821|XP_032290961.1|DVIR	LOC119648861|XP_037906674.1|HILL
OG0007203	LOC6623887|XP_002046250.1|DVIR	LOC119648212|XP_037905747.1|HILL
OG0007204	LOC6634769|XP_002058008.1|DVIR	LOC119648837|XP_037906640.1|HILL
OG0007205	LOC6624030|XP_002046249.1|DVIR	LOC119649517|XP_037907627.1|HILL
OG0007206	LOC6632564|XP_002056323.2|DVIR	LOC119658918|XP_037922667.1|HILL
OG0007207	LOC6632654|XP_002056460.1|DVIR	LOC119660159|XP_037924491.1|HILL
OG0007208	LOC6633004|XP_002056362.1|DVIR	LOC119659484|XP_037923524.1|HILL
OG0007209	LOC6633005|XP_002056363.1|DVIR	LOC119659483|XP_037923523.1|HILL
OG0007210	LOC6632997|XP_002056498.2|DVIR	LOC119650812|XP_037909878.1|HILL
OG0007211	LOC6632566|XP_002056325.1|DVIR	LOC119659751|XP_037923941.1|HILL
OG0007212	LOC6633073|XP_002056145.1|DVIR	LOC119659996|XP_037924299.1|HILL
OG0007213	LOC6624823|XP_002048981.1|DVIR	LOC119660893|XP_037925753.1|HILL
OG0007214	LOC6623831|XP_002048547.2|DVIR	LOC119647883|XP_037905098.1|HILL
OG0007215	LOC6630558|XP_002053276.1|DVIR	LOC119659692|XP_037923874.1|HILL
OG0007216	LOC6629483|XP_002054078.1|DVIR	LOC119659934|XP_037924202.1|HILL
OG0007217	LOC6626933|XP_002049240.1|DVIR	LOC119659763|XP_037923952.1|HILL
OG0007218	LOC6631094|XP_002054054.1|DVIR	LOC119651592|XP_037911166.1|HILL
OG0007219	LOC6629581|XP_002054873.1|DVIR	LOC119658985|XP_037922795.1|HILL
OG0007220	LOC6635108|XP_002058668.1|DVIR	LOC119657337|XP_037920138.1|HILL
OG0007221	LOC6630931|XP_002053484.1|DVIR	LOC119659949|XP_037924224.1|HILL
OG0007222	LOC6631017|XP_002054293.2|DVIR	LOC119659507|XP_037923562.1|HILL
OG0007223	LOC6630945|XP_002054047.1|DVIR	LOC119660182|XP_037924519.1|HILL
OG0007224	LOC6630141|XP_002053624.2|DVIR	LOC119658876|XP_037922576.1|HILL
OG0007225	LOC6630102|XP_002053694.2|DVIR	LOC119659642|XP_037923772.1|HILL
OG0007226	LOC6633153|XP_002056602.1|DVIR	LOC119659416|XP_037923420.1|HILL
OG0007227	LOC6622134|XP_002047006.2|DVIR	LOC119647854|XP_037905050.1|HILL
OG0007228	LOC6622944|XP_032290763.1|DVIR	LOC119649649|XP_037907831.1|HILL
OG0007229	LOC6635196|XP_002058471.1|DVIR	LOC119651563|XP_037911125.1|HILL
OG0007230	LOC6629394|XP_002053574.1|DVIR	LOC119659932|XP_037924200.1|HILL
OG0007231	LOC6632348|XP_002056710.1|DVIR	LOC119659030|XP_037922853.1|HILL
OG0007232	LOC6636551|XP_032291507.1|DVIR	LOC119648028|XP_037905374.1|HILL
OG0007233	LOC6636553|XP_032291510.1|DVIR	LOC119650141|XP_037908601.1|HILL
OG0007234	LOC6636558|XP_002060062.1|DVIR	LOC119650138|XP_037908598.1|HILL
OG0007235	LOC6636556|XP_002060060.2|DVIR	LOC119650366|XP_037908989.1|HILL
OG0007236	LOC6629318|XP_002053537.1|DVIR	LOC119658790|XP_037922432.1|HILL
OG0007237	LOC6633156|XP_002056605.1|DVIR	LOC119659339|XP_037923309.1|HILL
OG0007238	LOC6636207|XP_002059697.1|DVIR	LOC119660888|XP_037925742.1|HILL
OG0007239	LOC6629380|XP_002053544.2|DVIR	LOC119659399|XP_037923392.1|HILL
OG0007240	LOC6630282|XP_032295100.1|DVIR	LOC119659733|XP_037923919.1|HILL
OG0007241	LOC6634587|XP_002058088.1|DVIR	LOC119654756|XP_037916224.1|HILL
OG0007242	LOC6634589|XP_032296174.1|DVIR	LOC119655591|XP_037917462.1|HILL
OG0007243	LOC6633647|XP_015025567.1|DVIR	LOC119656105|XP_037918348.1|HILL
OG0007244	LOC6632484|XP_002056297.2|DVIR	LOC119659648|XP_037923784.1|HILL
OG0007245	LOC6631280|XP_002054064.1|DVIR	LOC119655168|XP_037916844.1|HILL
OG0007246	LOC6633122|XP_002056065.1|DVIR	LOC119660258|XP_037924644.1|HILL
OG0007247	LOC6626367|XP_015030094.1|DVIR	LOC119656113|XP_037918358.1|HILL
OG0007248	LOC6633587|XP_002057265.1|DVIR	LOC119654547|XP_037915920.1|HILL
OG0007249	LOC6631354|XP_032295995.1|DVIR	LOC119654322|XP_037915577.1|HILL
OG0007250	LOC6636127|XP_002059628.1|DVIR	LOC119655728|XP_037917694.1|HILL
OG0007252	LOC6630516|XP_002054016.3|DVIR	LOC119660562|XP_037925130.1|HILL
OG0007253	LOC6622146|XP_032290274.1|DVIR	LOC119648700|XP_037906436.1|HILL
OG0007254	LOC6629356|XP_032292771.1|DVIR	LOC119659527|XP_037923591.1|HILL
OG0007255	LOC6631558|XP_002055435.1|DVIR	LOC119654777|XP_037916247.1|HILL
OG0007256	LOC6631051|XP_002054636.1|DVIR	LOC119660435|XP_037924913.1|HILL
OG0007257	LOC6630892|XP_002053138.1|DVIR	LOC119659867|XP_037924109.1|HILL
OG0007258	LOC6630893|XP_032289471.1|DVIR	LOC119659620|XP_037923725.1|HILL
OG0007259	LOC6635596|XP_032296161.1|DVIR	LOC119653656|XP_037914405.1|HILL
OG0007260	LOC6635595|XP_002059020.1|DVIR	LOC119655508|XP_037917341.1|HILL
OG0007261	LOC6625224|XP_002050104.2|DVIR	LOC119655087|XP_037916714.1|HILL
OG0007262	LOC6633532|XP_002057360.1|DVIR	LOC119653831|XP_037914801.1|HILL
OG0007263	LOC6636263|XP_002059732.2|DVIR	LOC119660881|XP_037925724.1|HILL
OG0007264	LOC6622448|XP_015030572.1|DVIR	LOC119661041|XP_037926160.1|HILL, LOC119658434|XP_037921761.1|HILL
OG0007265	LOC6633546|XP_002057243.1|DVIR	LOC119654297|XP_037915531.1|HILL
OG0007266	LOC6629990|XP_002054172.3|DVIR	LOC119659929|XP_037924193.1|HILL
OG0007267	LOC6629360|XP_002053569.1|DVIR	LOC119659046|XP_037922881.1|HILL
OG0007268	LOC6625784|XP_015029809.1|DVIR	LOC119659666|XP_037923815.1|HILL
OG0007269	LOC6635482|XP_002059011.2|DVIR	LOC119655699|XP_037917641.1|HILL
OG0007270	LOC6630169|XP_032295260.1|DVIR	LOC119658569|XP_037921945.1|HILL
OG0007271	LOC6632486|XP_002056299.1|DVIR	LOC119659898|XP_037924150.1|HILL
OG0007272	LOC6622121|XP_002047005.1|DVIR	LOC119659345|XP_037923317.1|HILL
OG0007273	LOC6632561|XP_032289655.1|DVIR	LOC119659343|XP_037923315.1|HILL
OG0007274	LOC6630092|XP_002054259.2|DVIR	LOC119658667|XP_037922148.1|HILL
OG0007275	LOC6624241|XP_015030905.1|DVIR	LOC119647463|XP_037904323.1|HILL
OG0007276	LOC6623072|XP_002046565.1|DVIR	LOC119650178|XP_037908660.1|HILL
OG0007277	LOC6624219|XP_032290909.1|DVIR	LOC119649842|XP_037908114.1|HILL
OG0007278	LOC6624232|XP_002047873.1|DVIR	LOC119648314|XP_037905922.1|HILL, LOC119649592|XP_037907729.1|HILL
OG0007279	LOC6624101|XP_032290968.1|DVIR	LOC119647889|XP_037905117.1|HILL
OG0007280	LOC6623758|XP_032290564.1|DVIR	LOC119648927|XP_037906761.1|HILL
OG0007281	LOC6632659|XP_002056465.1|DVIR	LOC119658758|XP_037922379.1|HILL
OG0007282	LOC6632660|XP_002056466.1|DVIR	LOC119658755|XP_037922376.1|HILL
OG0007283	LOC6630938|XP_002053491.1|DVIR	LOC119659830|XP_037924051.1|HILL
OG0007284	LOC6632609|XP_002056221.1|DVIR	LOC119654568|XP_037915946.1|HILL
OG0007285	LOC6633401|XP_002057211.3|DVIR	LOC119655034|XP_037916639.1|HILL
OG0007286	LOC6633400|XP_002057210.2|DVIR	LOC119653857|XP_037914836.1|HILL
OG0007287	LOC6628369|XP_002052869.1|DVIR	LOC119661404|XP_037926661.1|HILL
OG0007288	LOC6633239|XP_002057409.1|DVIR	LOC119653855|XP_037914830.1|HILL
OG0007289	LOC6634508|XP_015025103.1|DVIR	LOC119653902|XP_037914966.1|HILL
OG0007290	LOC6630370|XP_002054906.1|DVIR	LOC119658803|XP_037922453.1|HILL
OG0007291	LOC6636059|XP_002059523.1|DVIR	LOC119646803|XP_037903323.1|HILL
OG0007292	LOC6636713|XP_002060186.1|DVIR	LOC119655048|XP_037916663.1|HILL
OG0007293	LOC6630015|XP_002053408.1|DVIR	LOC119659282|XP_037923218.1|HILL
OG0007294	LOC6629543|XP_002053671.1|DVIR	LOC119660179|XP_037924515.1|HILL
OG0007295	LOC6632482|XP_002056295.1|DVIR	LOC119659585|XP_037923672.1|HILL
OG0007296	LOC6632782|XP_015025934.1|DVIR	LOC119659172|XP_037923054.1|HILL
OG0007297	LOC6629295|XP_002054696.2|DVIR	LOC119660101|XP_037924407.1|HILL
OG0007298	LOC6631054|XP_002054639.1|DVIR	LOC119660323|XP_037924729.1|HILL
OG0007299	LOC6631232|XP_032295173.1|DVIR	LOC119660509|XP_037925034.1|HILL
OG0007300	LOC6630889|XP_002053135.1|DVIR	LOC119659454|XP_037923467.1|HILL
OG0007301	LOC6629597|XP_015027160.1|DVIR	LOC119659965|XP_037924250.1|HILL
OG0007302	LOC6632901|XP_032289854.1|DVIR	LOC119658848|XP_037922525.1|HILL
OG0007304	LOC6634163|XP_002057530.2|DVIR	LOC119646286|XP_037902625.1|HILL
OG0007305	LOC6622196|XP_002048348.1|DVIR	LOC119648328|XP_037905948.1|HILL
OG0007306	LOC6624238|XP_002048349.2|DVIR	LOC119648771|XP_037906532.1|HILL
OG0007307	LOC6630333|XP_032292637.1|DVIR	LOC119659227|XP_037923129.1|HILL
OG0007308	LOC6629791|XP_002054753.1|DVIR	LOC119660309|XP_037924712.1|HILL
OG0007309	LOC6630260|XP_032289635.1|DVIR	LOC119660294|XP_037924693.1|HILL
OG0007310	LOC6630417|XP_015027413.1|DVIR	LOC119658709|XP_037922246.1|HILL
OG0007311	LOC6630420|XP_032293656.1|DVIR	LOC119658660|XP_037922141.1|HILL
OG0007312	LOC6635830|XP_002059465.3|DVIR	LOC119656156|XP_037918420.1|HILL
OG0007313	LOC6631890|XP_015026414.2|DVIR	LOC119653751|XP_037914609.1|HILL
OG0007314	LOC6633265|XP_002057146.1|DVIR	LOC119646869|XP_037903422.1|HILL
OG0007315	LOC6633595|XP_002056807.2|DVIR	LOC119653699|XP_037914505.1|HILL
OG0007316	LOC6632499|XP_002056517.2|DVIR	LOC119658868|XP_037922554.1|HILL
OG0007317	LOC6630507|XP_002053451.2|DVIR	LOC119660314|XP_037924717.1|HILL
OG0007318	LOC6630508|XP_032290385.1|DVIR	LOC119660492|XP_037925007.1|HILL
OG0007319	LOC6622221|XP_015030825.1|DVIR	LOC119649920|XP_037908252.1|HILL
OG0007320	LOC6628089|XP_002051149.1|DVIR	LOC119656298|XP_037918665.1|HILL
OG0007321	LOC6633426|XP_002057219.1|DVIR	LOC119655136|XP_037916800.1|HILL
OG0007322	LOC6635555|XP_015024634.2|DVIR	LOC119654283|XP_037915493.1|HILL
OG0007323	LOC6632186|XP_002055641.2|DVIR	LOC119655751|XP_037917732.1|HILL
OG0007324	LOC6629563|XP_002053651.1|DVIR	LOC119660588|XP_037925185.1|HILL
OG0007325	LOC6633045|XP_002056268.2|DVIR	LOC119660501|XP_037925026.1|HILL
OG0007326	LOC6629556|XP_002053650.1|DVIR	LOC119660500|XP_037925024.1|HILL
OG0007327	LOC6623162|XP_002046102.1|DVIR	LOC119660205|XP_037924569.1|HILL
OG0007328	LOC6633015|XP_002056136.1|DVIR	LOC119659537|XP_037923606.1|HILL
OG0007329	LOC6630743|XP_002053204.1|DVIR	LOC119658957|XP_037922758.1|HILL
OG0007330	LOC6633877|XP_032296183.1|DVIR	LOC119655968|XP_037918127.1|HILL, LOC119653531|XP_037914132.1|HILL, LOC119653663|XP_037914422.1|HILL, LOC119653530|XP_037914131.1|HILL
OG0007331	LOC6636081|XP_015024192.1|DVIR	LOC119655560|XP_037917411.1|HILL
OG0007332	LOC6634649|XP_032296338.1|DVIR	LOC119654166|XP_037915261.1|HILL
OG0007333	LOC6629852|XP_002053175.1|DVIR	LOC119659590|XP_037923677.1|HILL
OG0007334	LOC6632929|XP_002056564.2|DVIR	LOC119658828|XP_037922490.1|HILL
OG0007335	LOC6623733|XP_002047348.2|DVIR	LOC119647814|XP_037904967.1|HILL
OG0007336	LOC6633292|XP_002056875.1|DVIR	LOC119659710|XP_037923892.1|HILL
OG0007337	LOC6622258|XP_002046700.1|DVIR	LOC119648379|XP_037906039.1|HILL
OG0007338	LOC6624559|XP_032290924.1|DVIR	LOC119647471|XP_037904334.1|HILL
OG0007339	LOC6630554|XP_002053272.1|DVIR	LOC119661299|XP_037926516.1|HILL
OG0007340	LOC6629616|XP_015027152.1|DVIR	LOC119658723|XP_037922304.1|HILL
OG0007341	LOC6631047|XP_032295088.1|DVIR	LOC119658834|XP_037922501.1|HILL
OG0007342	LOC6630172|XP_002054792.2|DVIR	LOC119660427|XP_037924903.1|HILL
OG0007343	LOC6629344|XP_002053321.1|DVIR	LOC119661226|XP_037926380.1|HILL
OG0007344	LOC6627539|XP_002051708.1|DVIR	LOC119647414|XP_037904223.1|HILL
OG0007345	LOC6629345|XP_032290188.1|DVIR	LOC119661629|XP_037926976.1|HILL
OG0007346	LOC6622932|XP_002046498.1|DVIR	LOC119649604|XP_037907749.1|HILL
OG0007347	LOC6633751|XP_032296608.1|DVIR	LOC119655906|XP_037917991.1|HILL
OG0007348	LOC6633757|XP_002056943.1|DVIR	LOC119646629|XP_037903065.1|HILL
OG0007349	LOC6633758|XP_002056944.1|DVIR	LOC119655901|XP_037917985.1|HILL
OG0007350	LOC6633383|XP_002056794.1|DVIR	LOC119655605|XP_037917489.1|HILL
OG0007351	LOC6624117|XP_002047884.1|DVIR	LOC119648688|XP_037906414.1|HILL
OG0007352	LOC6636313|XP_002059873.1|DVIR	LOC119659837|XP_037924062.1|HILL
OG0007353	LOC6633100|XP_002056580.1|DVIR	LOC119659671|XP_037923824.1|HILL
OG0007354	LOC6629872|XP_002053381.1|DVIR	LOC119659798|XP_037923998.1|HILL
OG0007355	LOC6629601|XP_015027488.1|DVIR	LOC119659957|XP_037924237.1|HILL
OG0007356	LOC6635793|XP_002059382.2|DVIR	LOC119646190|XP_037902502.1|HILL
OG0007357	LOC6630054|XP_032295380.1|DVIR	LOC119658621|XP_037922041.1|HILL
OG0007358	LOC6631098|XP_015027230.1|DVIR	LOC119658930|XP_037922686.1|HILL
OG0007359	LOC6630442|XP_015027525.1|DVIR	LOC119658972|XP_037922778.1|HILL
OG0007360	LOC6633040|XP_032289726.1|DVIR	LOC119658665|XP_037922147.1|HILL
OG0007361	LOC6631546|XP_032295775.1|DVIR	LOC119654167|XP_037915264.1|HILL
OG0007362	LOC6634120|XP_002057721.1|DVIR	LOC119660732|XP_037925322.1|HILL
OG0007363	LOC6633777|XP_032296200.1|DVIR	LOC119654294|XP_037915527.1|HILL
OG0007364	LOC6633778|XP_032296195.1|DVIR	LOC119654251|XP_037915423.1|HILL
OG0007365	LOC6633375|XP_002057328.1|DVIR	LOC119655838|XP_037917873.1|HILL
OG0007366	LOC6630142|XP_002053625.2|DVIR	LOC119658878|XP_037922577.1|HILL
OG0007367	LOC6623992|XP_032290649.1|DVIR	LOC119649179|XP_037907134.1|HILL
OG0007368	LOC6630368|XP_002054904.1|DVIR	LOC119658975|XP_037922783.1|HILL
OG0007369	LOC6632948|XP_032289804.1|DVIR	LOC119659076|XP_037922917.1|HILL
OG0007370	LOC6627250|XP_002050401.1|DVIR	LOC119655389|XP_037917188.1|HILL
OG0007371	LOC6634870|XP_002058599.1|DVIR	LOC119659260|XP_037923180.1|HILL
OG0007372	LOC6632461|XP_002056307.1|DVIR	LOC119660546|XP_037925108.1|HILL
OG0007373	LOC6634759|XP_002058052.1|DVIR	LOC119655081|XP_037916708.1|HILL
OG0007374	LOC6632021|XP_002055236.2|DVIR	LOC119655735|XP_037917713.1|HILL
OG0007375	LOC6635547|XP_002059094.1|DVIR	LOC119655487|XP_037917317.1|HILL
OG0007376	LOC6633750|XP_032296507.1|DVIR	LOC119654451|XP_037915788.1|HILL
OG0007377	LOC6634773|XP_002058199.1|DVIR	LOC119655060|XP_037916679.1|HILL
OG0007378	LOC6636134|XP_032295682.1|DVIR	LOC119655701|XP_037917643.1|HILL
OG0007379	LOC6634628|XP_002058027.1|DVIR	LOC119653553|XP_037914192.1|HILL
OG0007380	LOC6634781|XP_032296409.1|DVIR	LOC119654169|XP_037915269.1|HILL
OG0007381	LOC6634624|XP_032296426.1|DVIR	LOC119655633|XP_037917532.1|HILL
OG0007382	LOC6634527|XP_002057956.2|DVIR	LOC119656037|XP_037918232.1|HILL
OG0007383	LOC6633405|XP_032289051.1|DVIR	LOC119655312|XP_037917072.1|HILL
OG0007384	LOC6633299|XP_002057398.1|DVIR	LOC119654932|XP_037916512.1|HILL
OG0007385	LOC6634447|XP_002058166.1|DVIR	LOC119654343|XP_037915611.1|HILL
OG0007386	LOC6633432|XP_002057175.1|DVIR	LOC119655767|XP_037917750.1|HILL
OG0007387	LOC6631947|XP_002055399.1|DVIR	LOC119655292|XP_037917041.1|HILL
OG0007388	LOC6631397|XP_032295997.1|DVIR	LOC119655291|XP_037917036.1|HILL
OG0007389	LOC6628565|XP_002051063.1|DVIR	LOC119661685|XP_037927056.1|HILL
OG0007390	LOC6633322|XP_002057156.2|DVIR	LOC119654225|XP_037915370.1|HILL
OG0007391	LOC6629674|XP_002053657.1|DVIR	LOC119659169|XP_037923050.1|HILL
OG0007392	LOC6633588|XP_002057266.3|DVIR	LOC119654640|XP_037916043.1|HILL
OG0007393	LOC6630630|XP_032293400.1|DVIR	LOC119658754|XP_037922372.1|HILL
OG0007394	LOC6633531|XP_032296175.1|DVIR	LOC119650791|XP_037909842.1|HILL, LOC119656077|XP_037918286.1|HILL
OG0007395	LOC6631960|XP_015026472.1|DVIR	LOC119654172|XP_037915275.1|HILL
OG0007396	LOC6631049|XP_002054634.1|DVIR	LOC119660410|XP_037924876.1|HILL
OG0007397	LOC6627422|XP_032293883.1|DVIR	LOC119651171|XP_037910517.1|HILL
OG0007398	LOC6625851|XP_002050107.1|DVIR	LOC119660521|XP_037925070.1|HILL
OG0007399	LOC6635545|XP_002059092.1|DVIR	LOC119655718|XP_037917678.1|HILL
OG0007400	LOC6634641|XP_002058040.1|DVIR	LOC119653631|XP_037914335.1|HILL
OG0007401	LOC6631473|XP_002055117.2|DVIR	LOC119655327|XP_037917096.1|HILL
OG0007402	LOC6629518|XP_002054588.3|DVIR	LOC119659230|XP_037923133.1|HILL
OG0007403	LOC6630346|XP_002054595.2|DVIR	LOC119658951|XP_037922752.1|HILL
OG0007404	LOC6630540|XP_002054605.3|DVIR	LOC119658907|XP_037922641.1|HILL
OG0007405	LOC6630676|XP_002054609.1|DVIR	LOC119659726|XP_037923911.1|HILL
OG0007406	LOC6630280|XP_002054891.1|DVIR	LOC119658851|XP_037922531.1|HILL
OG0007407	LOC6628974|XP_015028170.1|DVIR	LOC119653229|XP_037913744.1|HILL
OG0007408	LOC6623036|XP_002047568.2|DVIR	LOC119649560|XP_037907684.1|HILL
OG0007409	LOC6628507|XP_002051842.1|DVIR	LOC119656142|XP_037918402.1|HILL, LOC119649597|XP_037907739.1|HILL
OG0007410	LOC6631556|XP_002055433.1|DVIR	LOC119654686|XP_037916122.1|HILL
OG0007411	LOC6633353|XP_002056977.1|DVIR	LOC119655854|XP_037917901.1|HILL
OG0007412	LOC6634651|XP_002058302.1|DVIR	LOC119654816|XP_037916303.1|HILL
OG0007413	LOC6627057|XP_002050513.1|DVIR	LOC119653528|XP_037914125.1|HILL
OG0007414	LOC6635498|XP_002059038.1|DVIR	LOC119654407|XP_037915719.1|HILL
OG0007415	LOC6633331|XP_002056859.1|DVIR	LOC119655782|XP_037917800.1|HILL
OG0007416	LOC6633864|XP_032296641.1|DVIR	LOC119654184|XP_037915302.1|HILL
OG0007417	LOC6633565|XP_015025425.1|DVIR	LOC119654587|XP_037915974.1|HILL
OG0007418	LOC6625912|XP_002049860.1|DVIR	LOC119653820|XP_037914782.1|HILL
OG0007419	LOC6631209|XP_032294814.1|DVIR	LOC119654356|XP_037915628.1|HILL
OG0007420	LOC6636410|XP_002059866.1|DVIR, LOC116651392|XP_032293554.1|DVIR	LOC119655467|XP_037917297.1|HILL
OG0007421	LOC6632208|XP_032295825.1|DVIR	LOC119653716|XP_037914533.1|HILL
OG0007422	LOC6633409|XP_002056902.1|DVIR	LOC119654855|XP_037916365.1|HILL
OG0007423	LOC6636145|XP_015024183.1|DVIR	LOC119654550|XP_037915923.1|HILL
OG0007424	LOC6623778|XP_002048536.1|DVIR	LOC119648115|XP_037905565.1|HILL
OG0007425	LOC6622837|XP_015031338.1|DVIR	LOC119648332|XP_037905954.1|HILL
OG0007426	LOC6635541|XP_002059088.1|DVIR	LOC119656016|XP_037918194.1|HILL
OG0007427	LOC6634466|XP_002057954.1|DVIR	LOC119646527|XP_037902919.1|HILL
OG0007428	LOC6633359|XP_032296655.1|DVIR	LOC119655696|XP_037917631.1|HILL
OG0007429	LOC6624955|XP_002049179.1|DVIR	LOC119655103|XP_037916753.1|HILL
OG0007430	LOC6623305|XP_002046108.1|DVIR	LOC119647874|XP_037905088.1|HILL
OG0007431	LOC6635704|XP_002059253.1|DVIR	LOC119659053|XP_037922889.1|HILL
OG0007432	LOC6622096|XP_002047686.1|DVIR	LOC119647622|XP_037904593.1|HILL
OG0007433	LOC6634574|XP_032296301.1|DVIR	LOC119647784|XP_037904894.1|HILL
OG0007434	LOC6623724|XP_002048598.1|DVIR	LOC119648902|XP_037906734.1|HILL
OG0007435	LOC6623545|XP_002048612.1|DVIR	LOC119647507|XP_037904395.1|HILL
OG0007436	LOC6624068|XP_002048104.1|DVIR	LOC119650021|XP_037908425.1|HILL
OG0007437	LOC6622774|XP_002048004.1|DVIR	LOC119648780|XP_037906545.1|HILL
OG0007438	LOC6622749|XP_032290199.1|DVIR	LOC119649845|XP_037908118.1|HILL
OG0007439	LOC6636691|XP_002060169.1|DVIR	LOC119656025|XP_037918218.1|HILL
OG0007440	LOC6631818|XP_032295639.1|DVIR	LOC119654649|XP_037916060.1|HILL
OG0007441	LOC6624923|XP_002049348.1|DVIR	LOC119654055|XP_037915148.1|HILL
OG0007442	LOC6629361|XP_002053570.1|DVIR	LOC119654178|XP_037915291.1|HILL
OG0007443	LOC26530662|XP_015030232.1|DVIR	LOC119654222|XP_037915367.1|HILL
OG0007444	LOC6625010|XP_002049760.1|DVIR	LOC119654522|XP_037915891.1|HILL
OG0007445	LOC6625009|XP_002049759.1|DVIR	LOC119654521|XP_037915890.1|HILL
OG0007446	LOC6628342|XP_015028509.1|DVIR	LOC119655878|XP_037917941.1|HILL
OG0007447	LOC6627924|XP_002052799.1|DVIR	LOC119654389|XP_037915690.1|HILL
OG0007448	LOC6626407|XP_032292640.1|DVIR	LOC119655603|XP_037917487.1|HILL
OG0007449	LOC6624351|XP_002048627.2|DVIR	LOC119650365|XP_037908986.1|HILL
OG0007450	LOC26531832|XP_015028991.1|DVIR	LOC119648148|XP_037905647.1|HILL
OG0007451	LOC6622104|XP_002047698.3|DVIR	LOC119649003|XP_037906874.1|HILL
OG0007452	LOC6622110|XP_002047697.2|DVIR	LOC119649677|XP_037907865.1|HILL
OG0007453	LOC6623176|XP_002048552.2|DVIR	LOC119647566|XP_037904488.1|HILL
OG0007454	LOC6624190|XP_002048412.1|DVIR	LOC119660716|XP_037925286.1|HILL
OG0007455	LOC6627100|XP_032292817.1|DVIR	LOC119655724|XP_037917685.1|HILL
OG0007456	LOC6633485|XP_002056994.2|DVIR	LOC119655421|XP_037917238.1|HILL
OG0007457	LOC6622777|XP_002047043.1|DVIR	LOC119654416|XP_037915732.1|HILL
OG0007458	LOC6629010|XP_002051279.1|DVIR	LOC119654417|XP_037915735.1|HILL
OG0007459	LOC6635167|XP_002058369.2|DVIR	LOC119655937|XP_037918052.1|HILL
OG0007460	LOC6624762|XP_002049756.1|DVIR	LOC119654663|XP_037916083.1|HILL
OG0007461	LOC6624080|XP_002048074.2|DVIR	LOC119648561|XP_037906259.1|HILL
OG0007462	LOC6623983|XP_002048323.1|DVIR	LOC119648109|XP_037905554.1|HILL
OG0007463	LOC6624100|XP_032290863.1|DVIR	LOC119650291|XP_037908850.1|HILL
OG0007464	LOC6624441|XP_015030524.1|DVIR	LOC119650393|XP_037909078.1|HILL
OG0007465	LOC6622337|XP_032290773.1|DVIR	LOC119648117|XP_037905567.1|HILL
OG0007466	LOC6626313|XP_002049520.1|DVIR	LOC119655452|XP_037917278.1|HILL
OG0007467	LOC6626315|XP_002049522.2|DVIR	LOC119655880|XP_037917943.1|HILL
OG0007468	LOC6627061|XP_002049312.1|DVIR	LOC119654788|XP_037916263.1|HILL
OG0007469	LOC6624486|XP_002048379.2|DVIR	LOC119649717|XP_037907923.1|HILL
OG0007470	LOC6627458|XP_002052480.1|DVIR	LOC119650173|XP_037908654.1|HILL
OG0007471	LOC6625039|XP_002048987.1|DVIR	LOC119654501|XP_037915862.1|HILL
OG0007472	LOC6631488|XP_015026596.1|DVIR	LOC119654554|XP_037915929.1|HILL
OG0007473	LOC6622343|XP_002048137.1|DVIR	LOC119648722|XP_037906462.1|HILL
OG0007474	LOC6626412|XP_032292641.1|DVIR	LOC119653814|XP_037914770.1|HILL
OG0007475	LOC6623563|XP_002046164.1|DVIR	LOC119648012|XP_037905340.1|HILL
OG0007476	LOC6633287|XP_002056870.1|DVIR	LOC119656203|XP_037918521.1|HILL, LOC119656204|XP_037918522.1|HILL
OG0007477	LOC6633340|XP_032296489.1|DVIR	LOC119656202|XP_037918517.1|HILL
OG0007478	LOC6628094|XP_002051154.1|DVIR	LOC119655326|XP_037917094.1|HILL
OG0007479	LOC6631756|XP_002054953.1|DVIR	LOC119653841|XP_037914815.1|HILL
OG0007480	LOC6631103|XP_002053224.2|DVIR	LOC119660567|XP_037925144.1|HILL
OG0007481	LOC6636822|XP_002060271.1|DVIR	LOC119655714|XP_037917675.1|HILL
OG0007482	LOC6627670|XP_032294625.1|DVIR	LOC119654530|XP_037915901.1|HILL
OG0007483	LOC6626495|XP_002049320.1|DVIR	LOC119654393|XP_037915695.1|HILL
OG0007484	LOC26531166|XP_015026778.1|DVIR	LOC119653425|XP_037913932.1|HILL
OG0007485	LOC6633351|XP_002056792.1|DVIR	LOC119654972|XP_037916559.1|HILL
OG0007486	LOC6634776|XP_002058202.1|DVIR	LOC119653719|XP_037914540.1|HILL
OG0007487	LOC6636254|XP_002059723.2|DVIR	LOC119660941|XP_037925870.1|HILL
OG0007488	LOC6622907|XP_032291093.1|DVIR	LOC119647990|XP_037905303.1|HILL
OG0007489	LOC6630553|XP_015027408.1|DVIR	LOC119660624|XP_037925255.1|HILL
OG0007490	LOC6634712|XP_032296393.1|DVIR	LOC119654276|XP_037915484.1|HILL
