Orthogroup	DVIR.longest_only	DYAK.longest_only
OG0007199	LOC6630365|XP_032294838.1|DVIR	LOC6535529|XP_002096158.3|DYAK
OG0007200	LOC6632924|XP_032289490.1|DVIR	LOC6537391|XP_002097947.1|DYAK
OG0007201	LOC6622227|XP_002046919.2|DVIR	LOC6533880|XP_002094580.1|DYAK
OG0007202	LOC6623821|XP_032290961.1|DVIR	LOC6534450|XP_039230604.1|DYAK
OG0007203	LOC6623887|XP_002046250.1|DVIR	LOC6534451|XP_002095128.1|DYAK
OG0007204	LOC6634769|XP_002058008.1|DVIR	LOC6524924|XP_002100764.1|DYAK
OG0007205	LOC6624030|XP_002046249.1|DVIR	LOC6535035|XP_002095700.2|DYAK
OG0007206	LOC6632564|XP_002056323.2|DVIR	LOC6537419|XP_015048340.1|DYAK
OG0007207	LOC6632654|XP_002056460.1|DVIR	LOC6538554|XP_002099076.1|DYAK
OG0007208	LOC6633004|XP_002056362.1|DVIR	LOC6536379|XP_015047718.1|DYAK
OG0007209	LOC6633005|XP_002056363.1|DVIR	LOC6536380|XP_002096962.1|DYAK
OG0007210	LOC6632997|XP_002056498.2|DVIR	LOC6535709|XP_002096336.1|DYAK
OG0007211	LOC6632566|XP_002056325.1|DVIR	LOC6537416|XP_015048338.1|DYAK
OG0007212	LOC6633073|XP_002056145.1|DVIR	LOC6538830|XP_002099343.1|DYAK
OG0007213	LOC6624823|XP_002048981.1|DVIR	LOC26534614|XP_015051507.1|DYAK
OG0007214	LOC6623831|XP_002048547.2|DVIR	LOC6533682|XP_002094388.1|DYAK
OG0007215	LOC6630558|XP_002053276.1|DVIR	LOC6536637|XP_002097209.1|DYAK
OG0007216	LOC6629483|XP_002054078.1|DVIR	LOC6538923|XP_002099427.1|DYAK
OG0007217	LOC6626933|XP_002049240.1|DVIR	LOC26534543|XP_015051599.1|DYAK
OG0007218	LOC6631094|XP_002054054.1|DVIR	LOC6539049|XP_002099551.3|DYAK
OG0007219	LOC6629581|XP_002054873.1|DVIR	LOC6537246|XP_002097804.1|DYAK
OG0007220	LOC6635108|XP_002058668.1|DVIR	LOC6535622|XP_002096250.1|DYAK
OG0007221	LOC6630931|XP_002053484.1|DVIR	LOC6538422|XP_002098946.2|DYAK
OG0007222	LOC6631017|XP_002054293.2|DVIR	LOC6537167|XP_002097728.1|DYAK
OG0007223	LOC6630945|XP_002054047.1|DVIR	LOC6539041|XP_002099543.1|DYAK
OG0007224	LOC6630141|XP_002053624.2|DVIR	LOC6535657|XP_002096285.3|DYAK
OG0007225	LOC6630102|XP_002053694.2|DVIR	LOC6537209|XP_002097767.1|DYAK
OG0007226	LOC6633153|XP_002056602.1|DVIR	LOC6536242|XP_002096831.1|DYAK
OG0007227	LOC6622134|XP_002047006.2|DVIR	LOC6533102|XP_002093828.1|DYAK
OG0007228	LOC6622944|XP_032290763.1|DVIR	LOC6532953|XP_002093688.1|DYAK
OG0007229	LOC6635196|XP_002058471.1|DVIR	LOC6535917|XP_002096533.1|DYAK
OG0007230	LOC6629394|XP_002053574.1|DVIR	LOC6535510|XP_002096139.1|DYAK
OG0007231	LOC6632348|XP_002056710.1|DVIR	LOC6536770|XP_002097341.1|DYAK
OG0007232	LOC6636551|XP_032291507.1|DVIR	LOC6533015|XP_015049773.1|DYAK
OG0007233	LOC6636553|XP_032291510.1|DVIR	LOC6533017|XP_002093752.1|DYAK
OG0007234	LOC6636558|XP_002060062.1|DVIR	LOC6533022|XP_002093757.1|DYAK
OG0007235	LOC6636556|XP_002060060.2|DVIR	LOC6533020|XP_039230159.1|DYAK
OG0007236	LOC6629318|XP_002053537.1|DVIR	LOC6535964|XP_002096579.1|DYAK
OG0007237	LOC6633156|XP_002056605.1|DVIR	LOC6536240|XP_002096829.1|DYAK
OG0007238	LOC6636207|XP_002059697.1|DVIR	LOC6523762|XP_002099637.1|DYAK
OG0007239	LOC6629380|XP_002053544.2|DVIR	LOC6535314|XP_002095970.2|DYAK
OG0007240	LOC6630282|XP_032295100.1|DVIR	LOC6535536|XP_002096165.2|DYAK
OG0007241	LOC6634587|XP_002058088.1|DVIR	LOC6525726|XP_002101548.1|DYAK
OG0007242	LOC6634589|XP_032296174.1|DVIR	LOC6525727|XP_015046446.1|DYAK
OG0007243	LOC6633647|XP_015025567.1|DVIR	LOC6524576|XP_039226913.1|DYAK
OG0007244	LOC6632484|XP_002056297.2|DVIR	LOC6537141|XP_015048172.1|DYAK
OG0007245	LOC6631280|XP_002054064.1|DVIR	LOC6538913|XP_002099417.1|DYAK
OG0007246	LOC6633122|XP_002056065.1|DVIR	LOC6536832|XP_002097402.1|DYAK
OG0007247	LOC6626367|XP_015030094.1|DVIR	LOC6530355|XP_002091281.1|DYAK
OG0007248	LOC6633587|XP_002057265.1|DVIR	LOC6523781|XP_002099656.1|DYAK
OG0007249	LOC6631354|XP_032295995.1|DVIR	LOC6525125|XP_015046107.2|DYAK
OG0007250	LOC6636127|XP_002059628.1|DVIR	LOC6526022|XP_002101839.1|DYAK
OG0007251	LOC6629261|XP_002054678.1|DVIR	LOC6536257|XP_002096843.1|DYAK
OG0007252	LOC6630516|XP_002054016.3|DVIR	LOC6536452|XP_002097033.3|DYAK
OG0007253	LOC6622146|XP_032290274.1|DVIR	LOC6539630|XP_039229604.1|DYAK
OG0007254	LOC6629356|XP_032292771.1|DVIR	LOC6535520|XP_039231677.1|DYAK
OG0007255	LOC6631558|XP_002055435.1|DVIR	LOC6525887|XP_002101707.1|DYAK
OG0007256	LOC6631051|XP_002054636.1|DVIR	LOC6535412|XP_002096061.1|DYAK
OG0007257	LOC6630892|XP_002053138.1|DVIR	LOC6537067|XP_002097628.1|DYAK
OG0007258	LOC6630893|XP_032289471.1|DVIR	LOC6537066|XP_039232072.1|DYAK
OG0007259	LOC6635596|XP_032296161.1|DVIR	LOC6523878|XP_039233418.1|DYAK
OG0007260	LOC6635595|XP_002059020.1|DVIR	LOC6533857|XP_002094557.1|DYAK
OG0007261	LOC6625224|XP_002050104.2|DVIR	LOC6531636|XP_002092433.1|DYAK
OG0007262	LOC6633532|XP_002057360.1|DVIR	LOC6524469|XP_002100326.1|DYAK
OG0007263	LOC6636263|XP_002059732.2|DVIR	LOC6534786|XP_002095458.2|DYAK
OG0007264	LOC6622448|XP_015030572.1|DVIR	LOC6535143|XP_039230249.1|DYAK
OG0007265	LOC6633546|XP_002057243.1|DVIR	LOC6524047|XP_002099916.1|DYAK
OG0007266	LOC6629990|XP_002054172.3|DVIR	LOC6535819|XP_002096441.3|DYAK
OG0007267	LOC6629360|XP_002053569.1|DVIR	LOC6535516|XP_002096145.1|DYAK
OG0007268	LOC6625784|XP_015029809.1|DVIR	LOC6531138|XP_002091972.1|DYAK
OG0007269	LOC6635482|XP_002059011.2|DVIR	LOC6523890|XP_002099763.1|DYAK
OG0007270	LOC6630169|XP_032295260.1|DVIR	LOC6537327|XP_039232546.1|DYAK
OG0007271	LOC6632486|XP_002056299.1|DVIR	LOC6537139|XP_002097700.1|DYAK
OG0007272	LOC6622121|XP_002047005.1|DVIR	LOC6533101|XP_002093827.1|DYAK
OG0007273	LOC6632561|XP_032289655.1|DVIR	LOC6536602|XP_002097178.1|DYAK
OG0007274	LOC6630092|XP_002054259.2|DVIR	LOC6536460|XP_002097041.1|DYAK
OG0007275	LOC6624241|XP_015030905.1|DVIR	LOC6532850|XP_015049653.1|DYAK
OG0007276	LOC6623072|XP_002046565.1|DVIR	LOC6532847|XP_002093584.1|DYAK
OG0007277	LOC6624219|XP_032290909.1|DVIR	LOC6534619|XP_039229732.1|DYAK
OG0007278	LOC6624232|XP_002047873.1|DVIR	LOC6532635|XP_002093379.1|DYAK
OG0007279	LOC6624101|XP_032290968.1|DVIR	LOC6533546|XP_039229903.1|DYAK
OG0007280	LOC6623758|XP_032290564.1|DVIR	LOC6539779|XP_039229571.1|DYAK
OG0007281	LOC6632659|XP_002056465.1|DVIR	LOC6538509|XP_002099031.1|DYAK
OG0007282	LOC6632660|XP_002056466.1|DVIR	LOC6538508|XP_002099030.1|DYAK
OG0007283	LOC6630938|XP_002053491.1|DVIR	LOC6538415|XP_002098939.1|DYAK
OG0007284	LOC6632609|XP_002056221.1|DVIR	LOC6535590|XP_002096218.1|DYAK
OG0007285	LOC6633401|XP_002057211.3|DVIR	LOC6525180|XP_002101018.3|DYAK
OG0007286	LOC6633400|XP_002057210.2|DVIR	LOC6525179|XP_039227644.1|DYAK
OG0007287	LOC6628369|XP_002052869.1|DVIR	LOC6526347|XP_002087469.1|DYAK
OG0007288	LOC6633239|XP_002057409.1|DVIR	LOC6524029|XP_039232375.1|DYAK
OG0007289	LOC6634508|XP_015025103.1|DVIR	LOC6524013|XP_002099885.1|DYAK
OG0007290	LOC6630370|XP_002054906.1|DVIR	LOC6535525|XP_002096154.1|DYAK
OG0007291	LOC6636059|XP_002059523.1|DVIR	LOC6524159|XP_002100022.1|DYAK
OG0007292	LOC6636713|XP_002060186.1|DVIR	LOC6524884|XP_002100724.1|DYAK
OG0007293	LOC6630015|XP_002053408.1|DVIR	LOC26535095|XP_039231336.1|DYAK
OG0007294	LOC6629543|XP_002053671.1|DVIR	LOC6537240|XP_002097798.1|DYAK
OG0007295	LOC6632482|XP_002056295.1|DVIR	LOC6537144|XP_002097705.3|DYAK
OG0007296	LOC6632782|XP_015025934.1|DVIR	LOC6538107|XP_039232417.1|DYAK
OG0007297	LOC6629295|XP_002054696.2|DVIR	LOC6535455|XP_002096096.1|DYAK
OG0007298	LOC6631054|XP_002054639.1|DVIR	LOC6535409|XP_002096058.1|DYAK
OG0007299	LOC6631232|XP_032295173.1|DVIR	LOC6536294|XP_039231864.1|DYAK
OG0007300	LOC6630889|XP_002053135.1|DVIR	LOC6537070|XP_002097631.1|DYAK
OG0007301	LOC6629597|XP_015027160.1|DVIR	LOC6537514|XP_015048380.1|DYAK
OG0007302	LOC6632901|XP_032289854.1|DVIR	LOC6535398|XP_002096048.2|DYAK
OG0007303	LOC6635577|XP_002058991.1|DVIR	LOC6525039|XP_002100878.1|DYAK
OG0007304	LOC6634163|XP_002057530.2|DVIR	LOC6528226|XP_002089288.1|DYAK
OG0007305	LOC6622196|XP_002048348.1|DVIR	LOC6534245|XP_002094927.1|DYAK
OG0007306	LOC6624238|XP_002048349.2|DVIR	LOC6534244|XP_002094926.1|DYAK
OG0007307	LOC6630333|XP_032292637.1|DVIR	LOC6537089|XP_002097650.2|DYAK
OG0007308	LOC6629791|XP_002054753.1|DVIR	LOC6538260|XP_002098787.1|DYAK
OG0007309	LOC6630260|XP_032289635.1|DVIR	LOC6538394|XP_002098918.1|DYAK
OG0007310	LOC6630417|XP_015027413.1|DVIR	LOC6538743|XP_015049002.1|DYAK
OG0007311	LOC6630420|XP_032293656.1|DVIR	LOC6538740|XP_015048996.1|DYAK
OG0007312	LOC6635830|XP_002059465.3|DVIR	LOC6531428|XP_002092231.3|DYAK
OG0007313	LOC6631890|XP_015026414.2|DVIR	LOC6525354|XP_002101190.1|DYAK
OG0007314	LOC6633265|XP_002057146.1|DVIR	LOC6524448|XP_015045703.1|DYAK
OG0007315	LOC6633595|XP_002056807.2|DVIR	LOC6525092|XP_039226350.1|DYAK
OG0007316	LOC6632499|XP_002056517.2|DVIR	LOC6535732|XP_002096355.1|DYAK
OG0007317	LOC6630507|XP_002053451.2|DVIR	LOC6537532|XP_015048400.1|DYAK
OG0007318	LOC6630508|XP_032290385.1|DVIR	LOC6537531|XP_002098077.1|DYAK
OG0007319	LOC6622221|XP_015030825.1|DVIR	LOC6533878|XP_002094578.1|DYAK
OG0007320	LOC6628089|XP_002051149.1|DVIR	LOC6536501|XP_002097079.1|DYAK
OG0007321	LOC6633426|XP_002057219.1|DVIR	LOC6524420|XP_015045695.1|DYAK
OG0007322	LOC6635555|XP_015024634.2|DVIR	LOC6523872|XP_015045358.1|DYAK
OG0007323	LOC6632186|XP_002055641.2|DVIR	LOC6523816|XP_002099691.1|DYAK
OG0007324	LOC6629563|XP_002053651.1|DVIR	LOC6537481|XP_002098037.1|DYAK
OG0007325	LOC6633045|XP_002056268.2|DVIR	LOC6537780|XP_002098321.1|DYAK
OG0007326	LOC6629556|XP_002053650.1|DVIR	LOC6537482|XP_002098038.1|DYAK
OG0007327	LOC6623162|XP_002046102.1|DVIR	LOC6533425|XP_002094143.1|DYAK
OG0007328	LOC6633015|XP_002056136.1|DVIR	LOC6537182|XP_015048192.2|DYAK
OG0007329	LOC6630743|XP_002053204.1|DVIR	LOC6538539|XP_002099061.1|DYAK
OG0007330	LOC6633877|XP_032296183.1|DVIR	LOC6525748|XP_039233044.1|DYAK
OG0007331	LOC6636081|XP_015024192.1|DVIR	LOC6523808|XP_002099683.1|DYAK
OG0007332	LOC6634649|XP_032296338.1|DVIR	LOC6526179|XP_002101989.1|DYAK
OG0007333	LOC6629852|XP_002053175.1|DVIR	LOC6537038|XP_002097605.2|DYAK
OG0007334	LOC6632929|XP_002056564.2|DVIR	LOC6526585|XP_039226489.1|DYAK
OG0007335	LOC6623733|XP_002047348.2|DVIR	LOC6532593|XP_002093337.1|DYAK
OG0007336	LOC6633292|XP_002056875.1|DVIR	LOC6524520|XP_002100377.1|DYAK
OG0007337	LOC6622258|XP_002046700.1|DVIR	LOC6534330|XP_002095010.1|DYAK
OG0007338	LOC6624559|XP_032290924.1|DVIR	LOC6532814|XP_002093551.1|DYAK
OG0007339	LOC6630554|XP_002053272.1|DVIR	LOC6536293|XP_002096877.1|DYAK
OG0007340	LOC6629616|XP_015027152.1|DVIR	LOC6535495|XP_002096126.2|DYAK
OG0007341	LOC6631047|XP_032295088.1|DVIR	LOC6535416|XP_002096065.3|DYAK
OG0007342	LOC6630172|XP_002054792.2|DVIR	LOC6538120|XP_039232140.1|DYAK
OG0007343	LOC6629344|XP_002053321.1|DVIR	LOC6538709|XP_002099224.1|DYAK
OG0007344	LOC6627539|XP_002051708.1|DVIR	LOC6526410|XP_002087529.1|DYAK
OG0007345	LOC6629345|XP_032290188.1|DVIR	LOC6538707|XP_002099222.1|DYAK
OG0007346	LOC6622932|XP_002046498.1|DVIR	LOC6532958|XP_002093693.1|DYAK
OG0007347	LOC6633751|XP_032296608.1|DVIR	LOC6524754|XP_039232127.1|DYAK
OG0007348	LOC6633757|XP_002056943.1|DVIR	LOC6524763|XP_002100607.1|DYAK
OG0007349	LOC6633758|XP_002056944.1|DVIR	LOC6524761|XP_015045874.1|DYAK
OG0007350	LOC6633383|XP_002056794.1|DVIR	LOC6524125|XP_002099989.1|DYAK
OG0007351	LOC6624117|XP_002047884.1|DVIR	LOC6534109|XP_002094795.1|DYAK
OG0007352	LOC6636313|XP_002059873.1|DVIR	LOC6530062|XP_002091008.1|DYAK
OG0007353	LOC6633100|XP_002056580.1|DVIR	LOC6535372|XP_002096022.1|DYAK
OG0007354	LOC6629872|XP_002053381.1|DVIR	LOC6525718|XP_002101540.1|DYAK
OG0007355	LOC6629601|XP_015027488.1|DVIR	LOC6537520|XP_039231052.1|DYAK
OG0007356	LOC6635793|XP_002059382.2|DVIR	LOC6528704|XP_002089739.1|DYAK
OG0007357	LOC6630054|XP_032295380.1|DVIR	LOC6537615|XP_015048438.1|DYAK
OG0007358	LOC6631098|XP_015027230.1|DVIR	LOC6537120|XP_039232151.1|DYAK
OG0007359	LOC6630442|XP_015027525.1|DVIR	LOC6538284|XP_002098811.1|DYAK
OG0007360	LOC6633040|XP_032289726.1|DVIR	LOC6537263|XP_002097821.1|DYAK
OG0007361	LOC6631546|XP_032295775.1|DVIR	LOC6523812|XP_039233732.1|DYAK
OG0007362	LOC6634120|XP_002057721.1|DVIR	LOC6529665|XP_002090658.1|DYAK
OG0007363	LOC6633777|XP_032296200.1|DVIR	LOC6524262|XP_002100125.1|DYAK
OG0007364	LOC6633778|XP_032296195.1|DVIR	LOC6524261|XP_015045571.1|DYAK
OG0007365	LOC6633375|XP_002057328.1|DVIR	LOC6524250|XP_002100113.1|DYAK
OG0007366	LOC6630142|XP_002053625.2|DVIR	LOC6535658|XP_015047260.1|DYAK
OG0007367	LOC6623992|XP_032290649.1|DVIR	LOC6532913|XP_002093649.2|DYAK
OG0007368	LOC6630368|XP_002054904.1|DVIR	LOC6535878|XP_002096494.2|DYAK
OG0007369	LOC6632948|XP_032289804.1|DVIR	LOC6535481|XP_015047172.2|DYAK
OG0007370	LOC6627250|XP_002050401.1|DVIR	LOC6528539|XP_002089585.1|DYAK
OG0007371	LOC6634870|XP_002058599.1|DVIR	LOC6538070|XP_002098605.1|DYAK
OG0007372	LOC6632461|XP_002056307.1|DVIR	LOC6536305|XP_002096889.1|DYAK
OG0007373	LOC6634759|XP_002058052.1|DVIR	LOC6524783|XP_002100627.1|DYAK
OG0007374	LOC6632021|XP_002055236.2|DVIR	LOC6525227|XP_002101065.1|DYAK
OG0007375	LOC6635547|XP_002059094.1|DVIR	LOC6525268|XP_002101104.1|DYAK
OG0007376	LOC6633750|XP_032296507.1|DVIR	LOC6524770|XP_002100614.1|DYAK
OG0007377	LOC6634773|XP_002058199.1|DVIR	LOC6524993|XP_002100833.1|DYAK
OG0007378	LOC6636134|XP_032295682.1|DVIR	LOC6525130|XP_002100968.1|DYAK
OG0007379	LOC6634628|XP_002058027.1|DVIR	LOC6524862|XP_002100702.1|DYAK
OG0007380	LOC6634781|XP_032296409.1|DVIR	LOC6523912|XP_002099785.1|DYAK
OG0007381	LOC6634624|XP_032296426.1|DVIR	LOC6524858|XP_002100698.1|DYAK
OG0007382	LOC6634527|XP_002057956.2|DVIR	LOC6524438|XP_002100296.2|DYAK
OG0007383	LOC6633405|XP_032289051.1|DVIR	LOC6524399|XP_039233659.1|DYAK
OG0007384	LOC6633299|XP_002057398.1|DVIR	LOC6524442|XP_002100300.1|DYAK
OG0007385	LOC6634447|XP_002058166.1|DVIR	LOC6525699|XP_002101521.1|DYAK
OG0007386	LOC6633432|XP_002057175.1|DVIR	LOC6524134|XP_002099998.1|DYAK
OG0007387	LOC6631947|XP_002055399.1|DVIR	LOC6524904|XP_002100744.2|DYAK
OG0007388	LOC6631397|XP_032295997.1|DVIR	LOC6524891|XP_015045920.1|DYAK
OG0007389	LOC6628565|XP_002051063.1|DVIR	LOC6529204|XP_002090211.1|DYAK
OG0007390	LOC6633322|XP_002057156.2|DVIR	LOC6524455|XP_002100312.1|DYAK
OG0007391	LOC6629674|XP_002053657.1|DVIR	LOC6538566|XP_002099088.1|DYAK
OG0007392	LOC6633588|XP_002057266.3|DVIR	LOC6523780|XP_015045340.1|DYAK
OG0007393	LOC6630630|XP_032293400.1|DVIR	LOC6538732|XP_039231752.1|DYAK
OG0007394	LOC6633531|XP_032296175.1|DVIR	LOC6524470|XP_039233522.1|DYAK
OG0007395	LOC6631960|XP_015026472.1|DVIR	LOC6526113|XP_039233502.1|DYAK
OG0007396	LOC6631049|XP_002054634.1|DVIR	LOC6535415|XP_002096064.2|DYAK
OG0007397	LOC6627422|XP_032293883.1|DVIR	LOC6527982|XP_015054502.1|DYAK
OG0007398	LOC6625851|XP_002050107.1|DVIR	LOC6531639|XP_002092436.1|DYAK
OG0007399	LOC6635545|XP_002059092.1|DVIR	LOC6525270|XP_002101106.1|DYAK
OG0007400	LOC6634641|XP_002058040.1|DVIR	LOC6524475|XP_002100332.1|DYAK
OG0007401	LOC6631473|XP_002055117.2|DVIR	LOC6525995|XP_039228153.1|DYAK
OG0007402	LOC6629518|XP_002054588.3|DVIR	LOC6535692|XP_002096320.1|DYAK
OG0007403	LOC6630346|XP_002054595.2|DVIR	LOC6535689|XP_002096317.2|DYAK
OG0007404	LOC6630540|XP_002054605.3|DVIR	LOC6535665|XP_015047267.2|DYAK
OG0007405	LOC6630676|XP_002054609.1|DVIR	LOC6538552|XP_002099074.1|DYAK
OG0007406	LOC6630280|XP_002054891.1|DVIR	LOC6536000|XP_002096615.3|DYAK
OG0007407	LOC6628974|XP_015028170.1|DVIR	LOC6528098|XP_002089165.2|DYAK
OG0007408	LOC6623036|XP_002047568.2|DVIR	LOC6534989|XP_002095659.1|DYAK
OG0007409	LOC6628507|XP_002051842.1|DVIR	LOC6526864|XP_002087964.1|DYAK
OG0007410	LOC6631556|XP_002055433.1|DVIR	LOC6524959|XP_002100799.1|DYAK
OG0007411	LOC6633353|XP_002056977.1|DVIR	LOC6524409|XP_002100267.1|DYAK
OG0007412	LOC6634651|XP_002058302.1|DVIR	LOC6526180|XP_002101990.1|DYAK
OG0007413	LOC6627057|XP_002050513.1|DVIR	LOC6528878|XP_002089910.1|DYAK
OG0007414	LOC6635498|XP_002059038.1|DVIR	LOC6523862|XP_002099735.1|DYAK
OG0007415	LOC6633331|XP_002056859.1|DVIR	LOC6524506|XP_002100363.3|DYAK
OG0007416	LOC6633864|XP_032296641.1|DVIR	LOC6524527|XP_039233577.1|DYAK
OG0007417	LOC6633565|XP_015025425.1|DVIR	LOC6524214|XP_002100077.1|DYAK
OG0007418	LOC6625912|XP_002049860.1|DVIR	LOC6531239|XP_002092051.1|DYAK
OG0007419	LOC6631209|XP_032294814.1|DVIR	LOC6537320|XP_002097877.2|DYAK
OG0007420	LOC6636410|XP_002059866.1|DVIR, LOC116651392|XP_032293554.1|DVIR	LOC6530054|XP_002091000.1|DYAK
OG0007421	LOC6632208|XP_032295825.1|DVIR	LOC6524384|XP_039226122.1|DYAK
OG0007422	LOC6633409|XP_002056902.1|DVIR	LOC6524394|XP_002100252.1|DYAK
OG0007423	LOC6636145|XP_015024183.1|DVIR	LOC6526008|XP_002101826.1|DYAK
OG0007424	LOC6623778|XP_002048536.1|DVIR	LOC6533671|XP_002094377.1|DYAK
OG0007425	LOC6622837|XP_015031338.1|DVIR	LOC6539702|XP_015045040.1|DYAK
OG0007426	LOC6635541|XP_002059088.1|DVIR	LOC6525273|XP_002101109.1|DYAK
OG0007427	LOC6634466|XP_002057954.1|DVIR	LOC6525704|XP_002101526.1|DYAK
OG0007428	LOC6633359|XP_032296655.1|DVIR	LOC6525708|XP_015046436.1|DYAK
OG0007429	LOC6624955|XP_002049179.1|DVIR	LOC6530836|XP_002091719.2|DYAK
OG0007430	LOC6623305|XP_002046108.1|DVIR	LOC6532306|XP_002093066.1|DYAK
OG0007431	LOC6635704|XP_002059253.1|DVIR	LOC6526871|XP_002087971.1|DYAK
OG0007432	LOC6622096|XP_002047686.1|DVIR	LOC6535180|XP_002095842.1|DYAK
OG0007433	LOC6634574|XP_032296301.1|DVIR	LOC6525381|XP_002101217.2|DYAK
OG0007434	LOC6623724|XP_002048598.1|DVIR	LOC6533750|XP_002094455.2|DYAK
OG0007435	LOC6623545|XP_002048612.1|DVIR	LOC6533763|XP_002094467.1|DYAK
OG0007436	LOC6624068|XP_002048104.1|DVIR	LOC6539750|XP_002086635.1|DYAK
OG0007437	LOC6622774|XP_002048004.1|DVIR	LOC6534133|XP_002094817.1|DYAK
OG0007438	LOC6622749|XP_032290199.1|DVIR	LOC6534856|XP_015050875.2|DYAK
OG0007439	LOC6636691|XP_002060169.1|DVIR	LOC6535635|XP_002096263.1|DYAK
OG0007440	LOC6631818|XP_032295639.1|DVIR	LOC6526228|XP_039233617.1|DYAK
OG0007441	LOC6624923|XP_002049348.1|DVIR	LOC6531538|XP_002092337.1|DYAK
OG0007442	LOC6629361|XP_002053570.1|DVIR	LOC6535515|XP_002096144.2|DYAK
OG0007443	LOC26530662|XP_015030232.1|DVIR	LOC26535829|XP_015051589.1|DYAK
OG0007444	LOC6625010|XP_002049760.1|DVIR	LOC6530435|XP_002091351.1|DYAK
OG0007445	LOC6625009|XP_002049759.1|DVIR	LOC6530436|XP_002091352.1|DYAK
OG0007446	LOC6628342|XP_015028509.1|DVIR	LOC6529604|XP_002090598.2|DYAK
OG0007447	LOC6627924|XP_002052799.1|DVIR	LOC6529574|XP_002090571.1|DYAK
OG0007448	LOC6626407|XP_032292640.1|DVIR	LOC6529360|XP_002090365.1|DYAK
OG0007449	LOC6624351|XP_002048627.2|DVIR	LOC6533778|XP_002094481.1|DYAK
OG0007450	LOC26531832|XP_015028991.1|DVIR	LOC26536298|XP_015054723.1|DYAK
OG0007451	LOC6622104|XP_002047698.3|DVIR	LOC6539529|XP_002086417.3|DYAK
OG0007452	LOC6622110|XP_002047697.2|DVIR	LOC6539530|XP_002086418.1|DYAK
OG0007453	LOC6623176|XP_002048552.2|DVIR	LOC6533687|XP_002094392.1|DYAK
OG0007454	LOC6624190|XP_002048412.1|DVIR	LOC6539613|XP_015045072.2|DYAK
OG0007455	LOC6627100|XP_032292817.1|DVIR	LOC6530940|XP_002091782.1|DYAK
OG0007456	LOC6633485|XP_002056994.2|DVIR	LOC6525745|XP_002101567.3|DYAK
OG0007457	LOC6622777|XP_002047043.1|DVIR	LOC6532341|XP_002093101.1|DYAK
OG0007458	LOC6629010|XP_002051279.1|DVIR	LOC6529162|XP_002090164.1|DYAK
OG0007459	LOC6635167|XP_002058369.2|DVIR	LOC6537811|XP_002098352.2|DYAK
OG0007460	LOC6624762|XP_002049756.1|DVIR	LOC6531267|XP_002092076.1|DYAK
OG0007461	LOC6624080|XP_002048074.2|DVIR	LOC6534843|XP_039229581.1|DYAK
OG0007462	LOC6623983|XP_002048323.1|DVIR	LOC6533828|XP_002094528.1|DYAK
OG0007463	LOC6624100|XP_032290863.1|DVIR	LOC6533827|XP_039230481.1|DYAK
OG0007464	LOC6624441|XP_015030524.1|DVIR	LOC6539423|XP_039230827.1|DYAK
OG0007465	LOC6622337|XP_032290773.1|DVIR	LOC6534013|XP_002094702.1|DYAK
OG0007466	LOC6626313|XP_002049520.1|DVIR	LOC6530247|XP_039228373.1|DYAK
OG0007467	LOC6626315|XP_002049522.2|DVIR	LOC6528295|XP_002089348.1|DYAK
OG0007468	LOC6627061|XP_002049312.1|DVIR	LOC6531703|XP_002092494.1|DYAK
OG0007469	LOC6624486|XP_002048379.2|DVIR	LOC6534205|XP_002094888.2|DYAK
OG0007470	LOC6627458|XP_002052480.1|DVIR	LOC6527003|XP_002088099.1|DYAK
OG0007471	LOC6625039|XP_002048987.1|DVIR	LOC6531341|XP_015051256.1|DYAK
OG0007472	LOC6631488|XP_015026596.1|DVIR	LOC6524731|XP_039233719.1|DYAK
OG0007473	LOC6622343|XP_002048137.1|DVIR	LOC6534806|XP_002095478.1|DYAK
OG0007474	LOC6626412|XP_032292641.1|DVIR	LOC6529355|XP_039229083.1|DYAK
OG0007475	LOC6623563|XP_002046164.1|DVIR	LOC6533222|XP_002093948.1|DYAK
OG0007476	LOC6633287|XP_002056870.1|DVIR	LOC6524516|XP_002100373.1|DYAK
OG0007477	LOC6633340|XP_032296489.1|DVIR	LOC6524514|XP_039227435.1|DYAK
OG0007478	LOC6628094|XP_002051154.1|DVIR	LOC6528054|XP_002089121.1|DYAK
OG0007479	LOC6631756|XP_002054953.1|DVIR	LOC6523957|XP_002099829.1|DYAK
OG0007480	LOC6631103|XP_002053224.2|DVIR	LOC6537115|XP_002097676.2|DYAK
OG0007481	LOC6636822|XP_002060271.1|DVIR	LOC6532864|XP_002093600.1|DYAK
OG0007482	LOC6627670|XP_032294625.1|DVIR	LOC6527673|XP_015053053.1|DYAK
OG0007483	LOC6626495|XP_002049320.1|DVIR	LOC6528871|XP_002089903.1|DYAK
OG0007484	LOC26531166|XP_015026778.1|DVIR	LOC26535301|XP_015046011.1|DYAK
OG0007485	LOC6633351|XP_002056792.1|DVIR	LOC6526240|XP_002102049.1|DYAK
OG0007486	LOC6634776|XP_002058202.1|DVIR	LOC6525157|XP_002100995.1|DYAK
OG0007487	LOC6636254|XP_002059723.2|DVIR	LOC6523736|XP_002099611.2|DYAK
OG0007488	LOC6622907|XP_032291093.1|DVIR	LOC6534801|XP_002095473.3|DYAK
