Orthogroup	DVIR.longest_only	DGUA.longest_only
OG0008513	LOC116651641|XP_032294320.1|DVIR	LOC117586966|XP_034133231.1|DGUA, LOC117588711|XP_034136051.1|DGUA, LOC117588321|XP_034135409.1|DGUA, LOC117588419|XP_034135583.1|DGUA
OG0008514	LOC6629044|XP_002052190.1|DVIR	LOC117584347|XP_034129070.1|DGUA
OG0008515	LOC6629037|XP_002052183.1|DVIR	LOC117584226|XP_034128899.1|DGUA
OG0008516	LOC6624177|XP_002047452.1|DVIR	LOC117589174|XP_034136783.1|DGUA
OG0008517	LOC6623716|XP_002047347.1|DVIR	LOC117587081|XP_034133440.1|DGUA
OG0008518	LOC6624691|XP_002048125.1|DVIR	LOC117580378|XP_034122803.1|DGUA
OG0008519	LOC26530688|XP_015024374.2|DVIR	LOC117592516|XP_034142270.1|DGUA, LOC117591654|XP_034140869.1|DGUA
OG0008520	LOC6630347|XP_002054596.2|DVIR	LOC117586524|XP_034132549.1|DGUA
OG0008523	LOC6634167|XP_002057534.1|DVIR	LOC117584186|XP_034128845.1|DGUA
OG0008524	LOC6633803|XP_032296643.1|DVIR	LOC117581124|XP_034123940.1|DGUA
OG0008527	LOC6631840|XP_032295443.1|DVIR	LOC117588619|XP_034135922.1|DGUA
OG0008528	LOC26531816|XP_032294445.1|DVIR	LOC117589005|XP_034136511.1|DGUA
OG0008529	LOC6634724|XP_002058323.1|DVIR	LOC117588307|XP_034135386.1|DGUA
OG0008530	LOC6631538|XP_002055062.1|DVIR	LOC117588278|XP_034135340.1|DGUA
OG0008531	LOC6634585|XP_015025072.1|DVIR	LOC117581238|XP_034124115.1|DGUA
OG0008532	LOC6631505|XP_002055324.3|DVIR	LOC117590940|XP_034139873.1|DGUA
OG0008534	LOC6631432|XP_002055540.2|DVIR	LOC117588319|XP_034135407.1|DGUA
OG0008535	LOC6633244|XP_032289258.1|DVIR	LOC117588571|XP_034135858.1|DGUA
OG0008536	LOC6633526|XP_002057074.1|DVIR	LOC117581217|XP_034124086.1|DGUA
OG0008537	LOC6632475|XP_032289420.1|DVIR	LOC117589570|XP_034137512.1|DGUA
OG0008538	LOC6636660|XP_002060138.1|DVIR	LOC117590304|XP_034138682.1|DGUA
OG0008540	LOC6630335|XP_002053010.1|DVIR	LOC117583441|XP_034127633.1|DGUA
OG0008541	LOC6627177|XP_002050395.3|DVIR	LOC117578845|XP_034120521.1|DGUA
OG0008542	LOC6622413|XP_002046977.1|DVIR	LOC117579082|XP_034120684.1|DGUA
OG0008544	LOC26531697|XP_015030354.1|DVIR	LOC117592215|XP_034141732.1|DGUA
OG0008546	LOC6624070|XP_002047431.2|DVIR	LOC117589157|XP_034136751.1|DGUA
OG0008547	LOC6633496|XP_032296399.1|DVIR	LOC117590819|XP_034139678.1|DGUA
OG0008549	LOC6629325|XP_032288815.1|DVIR	LOC117582879|XP_034126844.1|DGUA
OG0008552	LOC6623489|XP_002046767.1|DVIR	LOC117579683|XP_034121562.1|DGUA
OG0008553	LOC6635974|XP_002059403.1|DVIR	LOC117578823|XP_034120471.1|DGUA
OG0008554	LOC6635477|XP_032295544.1|DVIR	LOC117588678|XP_034136016.1|DGUA
OG0008555	LOC6634691|XP_002058344.1|DVIR	LOC117588797|XP_034136201.1|DGUA
OG0008556	LOC6626652|XP_002049882.1|DVIR	LOC117578610|XP_034120095.1|DGUA
OG0008558	LOC6634199|XP_002057731.2|DVIR, LOC116651565|XP_032294086.1|DVIR	LOC117587823|XP_034134672.1|DGUA
OG0008560	LOC6627638|XP_002051112.2|DVIR	LOC117587547|XP_034134245.1|DGUA
OG0008561	LOC6627492|XP_002052200.1|DVIR	LOC117582370|XP_034125921.1|DGUA
OG0008562	LOC6627804|XP_002051314.1|DVIR	LOC117587915|XP_034134790.1|DGUA
OG0008563	LOC6630959|XP_002054736.1|DVIR	LOC117583416|XP_034127598.1|DGUA
OG0008564	LOC6628856|XP_002051242.2|DVIR	LOC117584153|XP_034128803.1|DGUA
OG0008565	LOC6632151|XP_032296085.1|DVIR	LOC117588544|XP_034135815.1|DGUA
OG0008566	LOC6634022|XP_002057486.1|DVIR	LOC117583882|XP_034128426.1|DGUA
OG0008567	LOC6627866|XP_032294372.1|DVIR	LOC117582227|XP_034125725.1|DGUA
OG0008569	LOC6633491|XP_002057350.1|DVIR	LOC117580715|XP_034123267.1|DGUA
OG0008570	LOC26530618|XP_032289194.1|DVIR	LOC117580953|XP_034123630.1|DGUA
OG0008571	LOC6623129|XP_002046769.1|DVIR	LOC117579350|XP_034121067.1|DGUA
OG0008572	LOC6632674|XP_002056645.1|DVIR	LOC117586352|XP_034132259.1|DGUA
OG0008573	LOC6633508|XP_002057226.2|DVIR	LOC117580969|XP_034123651.1|DGUA
OG0008576	LOC6633345|XP_032289111.1|DVIR	LOC117591188|XP_034140213.1|DGUA
OG0008577	LOC6622225|XP_002046918.1|DVIR	LOC117589387|XP_034137193.1|DGUA
OG0008578	LOC6630284|XP_002054895.1|DVIR	LOC117586089|XP_034131835.1|DGUA
OG0008579	LOC6623701|XP_002047350.1|DVIR	LOC117587085|XP_034133444.1|DGUA
OG0008581	LOC6622126|XP_002047541.3|DVIR	LOC117579445|XP_034121224.1|DGUA
OG0008582	LOC26531063|XP_015025723.1|DVIR	LOC117590843|XP_034139730.1|DGUA
OG0008583	LOC6636065|XP_032295497.1|DVIR	LOC117588593|XP_034135889.1|DGUA
OG0008584	LOC6633561|XP_002057366.1|DVIR	LOC117581118|XP_034123932.1|DGUA
OG0008585	LOC6634501|XP_002057913.1|DVIR	LOC117590463|XP_034138991.1|DGUA
OG0008586	LOC6634801|XP_002057914.2|DVIR	LOC117590462|XP_034138990.1|DGUA
OG0008587	LOC6630213|XP_015027731.1|DVIR	LOC117586148|XP_034131934.1|DGUA
OG0008588	LOC6630541|XP_002054606.1|DVIR	LOC117585883|XP_034131525.1|DGUA
OG0008590	LOC26531206|XP_015027871.1|DVIR	LOC117591130|XP_034140125.1|DGUA
OG0008593	LOC6623735|XP_002047820.1|DVIR	LOC117579293|XP_034120989.1|DGUA
OG0008594	LOC6629895|XP_002053990.1|DVIR	LOC117585332|XP_034130662.1|DGUA
OG0008595	LOC6626814|XP_002050648.1|DVIR	LOC117592672|XP_034142523.1|DGUA
OG0008596	LOC6626649|XP_002050643.2|DVIR	LOC117592668|XP_034142519.1|DGUA
OG0008597	LOC6630627|XP_002053301.1|DVIR	LOC117585774|XP_034131349.1|DGUA
OG0008598	LOC116652176|XP_032296079.1|DVIR	LOC117581572|XP_034124812.1|DGUA
OG0008599	LOC6633558|XP_002057255.1|DVIR	LOC117580644|XP_034123133.1|DGUA
OG0008600	LOC6629414|XP_002053148.1|DVIR	LOC117585133|XP_034130352.1|DGUA
OG0008601	LOC6635644|XP_002059190.1|DVIR	LOC117583968|XP_034128565.1|DGUA
OG0008602	LOC6630340|XP_002053015.2|DVIR	LOC117583827|XP_034128306.1|DGUA
OG0008603	LOC6632438|XP_002056168.1|DVIR	LOC117589525|XP_034137407.1|DGUA
OG0008604	LOC6626600|XP_002050634.1|DVIR	LOC117592203|XP_034141706.1|DGUA
OG0008605	LOC6633998|XP_015025320.1|DVIR	LOC117587650|XP_034134431.1|DGUA
OG0008606	LOC6627482|XP_002052132.1|DVIR	LOC117581812|XP_034125144.1|DGUA
OG0008607	LOC6630459|XP_002053456.1|DVIR	LOC117585746|XP_034131286.1|DGUA
OG0008608	LOC6634632|XP_002058031.3|DVIR	LOC117580940|XP_034123614.1|DGUA
OG0008609	LOC6629659|XP_002053598.1|DVIR	LOC117585131|XP_034130349.1|DGUA
OG0008610	LOC6625180|XP_032291970.1|DVIR	LOC117588389|XP_034135518.1|DGUA
OG0008612	LOC6636457|XP_002059817.1|DVIR, LOC116650885|XP_032291731.1|DVIR	LOC117582640|XP_034126413.1|DGUA, LOC117590861|XP_034139767.1|DGUA
OG0008613	LOC26530490|XP_015024973.1|DVIR	LOC117589642|XP_034137658.1|DGUA
OG0008614	LOC6631617|XP_002055075.1|DVIR	LOC117590450|XP_034138962.1|DGUA
OG0008615	LOC6632336|XP_002056404.1|DVIR	LOC117586705|XP_034132866.1|DGUA
OG0008616	LOC6629772|XP_032288810.1|DVIR	LOC117583265|XP_034127383.1|DGUA
OG0008619	LOC26531329|XP_015028921.1|DVIR	LOC117591616|XP_034140819.1|DGUA, LOC117584238|XP_034128925.1|DGUA
OG0008620	LOC6626431|XP_002050404.1|DVIR	LOC117578867|XP_034120552.1|DGUA
OG0008621	LOC6629920|XP_002054554.1|DVIR	LOC117589505|XP_034137378.1|DGUA
OG0008622	LOC6624825|XP_002048983.1|DVIR	LOC117578544|XP_034120006.1|DGUA
OG0008623	LOC6625408|XP_002049843.1|DVIR	LOC117579281|XP_034120973.1|DGUA
OG0008624	LOC6626464|XP_032292666.1|DVIR	LOC117592534|XP_034142285.1|DGUA
OG0008625	LOC6624815|XP_002050682.1|DVIR	LOC117578814|XP_034120455.1|DGUA
OG0008626	LOC6626112|XP_002050025.2|DVIR	LOC117591568|XP_034140769.1|DGUA
OG0008627	LOC6623573|XP_015030863.1|DVIR	LOC117580198|XP_034122465.1|DGUA
OG0008629	LOC6628959|XP_032293604.1|DVIR	LOC117591058|XP_034140049.1|DGUA
OG0008630	LOC6636232|XP_015024084.1|DVIR	LOC117590598|XP_034139256.1|DGUA
OG0008631	LOC6630413|XP_002054201.1|DVIR	LOC117585390|XP_034130743.1|DGUA
OG0008632	LOC6629390|XP_032294987.1|DVIR	LOC117585659|XP_034131140.1|DGUA
OG0008633	LOC6625874|XP_015029409.1|DVIR	LOC117583606|XP_034127957.1|DGUA
OG0008634	LOC26531233|XP_015028902.1|DVIR	LOC117587580|XP_034134305.1|DGUA
OG0008635	LOC6627248|XP_002050399.2|DVIR	LOC117578848|XP_034120525.1|DGUA
OG0008636	LOC6632356|XP_002056718.1|DVIR	LOC117586285|XP_034132130.1|DGUA
OG0008637	LOC6624448|XP_032290413.1|DVIR	LOC117580126|XP_034122310.1|DGUA
OG0008638	LOC6630698|XP_002054405.1|DVIR	LOC117582922|XP_034126910.1|DGUA
OG0008639	LOC6633063|XP_002055952.1|DVIR	LOC117583365|XP_034127534.1|DGUA
OG0008640	LOC6635110|XP_002058670.1|DVIR	LOC117585698|XP_034131205.1|DGUA
OG0008641	LOC6633173|XP_002056155.2|DVIR	LOC117590546|XP_034139166.1|DGUA, LOC117590547|XP_034139167.1|DGUA
OG0008642	LOC6631116|XP_002054236.1|DVIR	LOC117582801|XP_034126720.1|DGUA, LOC117582848|XP_034126806.1|DGUA
OG0008643	LOC6629388|XP_002054457.1|DVIR	LOC117585660|XP_034131143.1|DGUA
OG0008644	LOC6629484|XP_002054079.1|DVIR	LOC117582970|XP_034126981.1|DGUA
OG0008645	LOC6627573|XP_002052251.1|DVIR, LOC6627572|XP_002052250.1|DVIR	LOC117581988|XP_034125374.1|DGUA
OG0008646	LOC6635731|XP_032294763.1|DVIR	LOC117582392|XP_034125967.1|DGUA
OG0008647	LOC6628020|XP_002052520.1|DVIR	LOC117582609|XP_034126373.1|DGUA
OG0008648	LOC6627571|XP_002052249.1|DVIR	LOC117582437|XP_034126036.1|DGUA
OG0008649	LOC6625995|XP_002050018.2|DVIR	LOC117591334|XP_034140450.1|DGUA
OG0008650	LOC26530512|XP_015026248.1|DVIR, LOC6632485|XP_002056298.2|DVIR	LOC117585585|XP_034131014.1|DGUA
OG0008651	LOC6624801|XP_002050195.2|DVIR	LOC117585577|XP_034131009.1|DGUA
OG0008652	LOC6625455|XP_002050991.1|DVIR, LOC116650995|XP_032292358.1|DVIR	LOC117579454|XP_034121236.1|DGUA
OG0008653	LOC6625957|XP_002049588.1|DVIR	LOC117592051|XP_034141428.1|DGUA
OG0008654	LOC116650949|XP_032292148.1|DVIR, LOC6624976|XP_002049957.2|DVIR	LOC117578423|XP_034119775.1|DGUA
OG0008655	LOC6624843|XP_002049659.1|DVIR	LOC117591854|XP_034141113.1|DGUA
OG0008656	LOC6631821|XP_002055193.1|DVIR	LOC117580982|XP_034123668.1|DGUA, LOC117581601|XP_034124851.1|DGUA
OG0008657	LOC6633756|XP_002056942.1|DVIR	LOC117581031|XP_034123752.1|DGUA
OG0008658	LOC6634592|XP_032296439.1|DVIR	LOC117588695|XP_034136034.1|DGUA
OG0008659	LOC6623614|XP_002048619.3|DVIR	LOC117579978|XP_034122047.1|DGUA
OG0008660	LOC6623714|XP_032290533.1|DVIR	LOC117587383|XP_034133926.1|DGUA
OG0008661	LOC6623046|XP_002047092.1|DVIR	LOC117589220|XP_034136857.1|DGUA
OG0008662	LOC6624684|XP_032291015.1|DVIR	LOC117589092|XP_034136621.1|DGUA
OG0008663	LOC6622981|XP_002047557.2|DVIR	LOC117579765|XP_034121709.1|DGUA
OG0008664	LOC6622055|XP_002047029.1|DVIR	LOC117589196|XP_034136813.1|DGUA
OG0008665	LOC6634132|XP_002057520.1|DVIR	LOC117584831|XP_034129852.1|DGUA
OG0008666	LOC6623509|XP_002048646.1|DVIR	LOC117579228|XP_034120898.1|DGUA
OG0008667	LOC6623115|XP_032291196.1|DVIR	LOC117587480|XP_034134100.1|DGUA
OG0008668	LOC6622870|XP_002046486.1|DVIR	LOC117587059|XP_034133391.1|DGUA
OG0008669	LOC6634302|XP_002057553.1|DVIR	LOC117584544|XP_034129388.1|DGUA
OG0008670	LOC6630162|XP_002054782.2|DVIR	LOC117589778|XP_034137866.1|DGUA
OG0008671	LOC26531664|XP_032294075.1|DVIR	LOC117587976|XP_034134875.1|DGUA
OG0008672	LOC6629042|XP_002052188.1|DVIR, LOC6629043|XP_002052189.1|DVIR	LOC117584248|XP_034128943.1|DGUA
OG0008673	LOC26531783|XP_015028985.1|DVIR	LOC117581788|XP_034125109.1|DGUA, LOC117581783|XP_034125103.1|DGUA
OG0008677	LOC6630808|XP_002054276.1|DVIR	LOC117585644|XP_034131122.1|DGUA
OG0008679	LOC6631623|XP_002055565.1|DVIR	LOC117580774|XP_034123359.1|DGUA
OG0008681	LOC6631455|XP_002055543.1|DVIR	LOC117588748|XP_034136117.1|DGUA
OG0008683	LOC6631907|XP_002054952.1|DVIR	LOC117580732|XP_034123293.1|DGUA
OG0008685	LOC6625902|XP_002049714.1|DVIR	LOC117578640|XP_034120138.1|DGUA
OG0008686	LOC6630822|XP_002054729.2|DVIR	LOC117583070|XP_034127134.1|DGUA
OG0008688	LOC6634664|XP_002057980.1|DVIR	LOC117580936|XP_034123608.1|DGUA
OG0008689	LOC6630121|XP_002053392.1|DVIR	LOC117590169|XP_034138455.1|DGUA
OG0008690	LOC6628512|XP_032293738.1|DVIR	LOC117591557|XP_034140754.1|DGUA
OG0008691	LOC6624396|XP_002046529.1|DVIR	LOC117587427|XP_034133989.1|DGUA
OG0008692	LOC6632035|XP_032296260.1|DVIR	LOC117590541|XP_034139160.1|DGUA
OG0008694	LOC6631341|XP_032295602.1|DVIR	LOC117581003|XP_034123701.1|DGUA
OG0008695	LOC6626843|XP_002049193.1|DVIR	LOC117592345|XP_034141929.1|DGUA
OG0008696	LOC6632751|XP_032289617.1|DVIR	LOC117585609|XP_034131054.1|DGUA
OG0008697	LOC6623542|XP_032290176.1|DVIR	LOC117580577|XP_034123073.1|DGUA
OG0008698	LOC6631918|XP_032295742.1|DVIR	LOC117581341|XP_034124356.1|DGUA
OG0008700	LOC6632558|XP_002056541.1|DVIR	LOC117586208|XP_034132037.1|DGUA
OG0008703	LOC6622986|XP_002046504.1|DVIR	LOC117589088|XP_034136617.1|DGUA
OG0008704	LOC6628259|XP_002052539.1|DVIR	LOC117581896|XP_034125255.1|DGUA
OG0008705	LOC6633905|XP_002057598.1|DVIR	LOC117584264|XP_034128964.1|DGUA
OG0008706	LOC6629330|XP_002053871.1|DVIR	LOC117583678|XP_034128040.1|DGUA
OG0008707	LOC6635309|XP_002058785.3|DVIR	LOC117584615|XP_034129522.1|DGUA
OG0008708	LOC6634556|XP_002057973.1|DVIR	LOC117591413|XP_034140558.1|DGUA
OG0008709	LOC6630449|XP_002053724.1|DVIR	LOC117583614|XP_034127946.1|DGUA
OG0008710	LOC6632424|XP_002056096.1|DVIR	LOC117589726|XP_034137789.1|DGUA
OG0008711	LOC6632868|XP_032289416.1|DVIR	LOC117585097|XP_034130258.1|DGUA
OG0008712	LOC6626815|XP_002050649.2|DVIR	LOC117587141|XP_034133542.1|DGUA
OG0008714	LOC6628456|XP_002051828.1|DVIR	LOC117582164|XP_034125655.1|DGUA
OG0008715	LOC6630209|XP_032294204.1|DVIR	LOC117583528|XP_034127765.1|DGUA
OG0008716	LOC6629524|XP_002053326.1|DVIR	LOC117585778|XP_034131355.1|DGUA
OG0008717	LOC6624015|XP_002048300.2|DVIR	LOC117589271|XP_034136953.1|DGUA
OG0008718	LOC6624809|XP_002050606.3|DVIR	LOC117591966|XP_034141294.1|DGUA
OG0008719	LOC6629335|XP_032290717.1|DVIR	LOC117583664|XP_034128020.1|DGUA
OG0008721	LOC6634535|XP_032296437.1|DVIR	LOC117581640|XP_034124900.1|DGUA
OG0008722	LOC6629444|XP_032289541.1|DVIR	LOC117586602|XP_034132676.1|DGUA
OG0008723	LOC6623247|XP_002047142.1|DVIR	LOC117589313|XP_034137002.1|DGUA
OG0008724	LOC6627341|XP_002052452.2|DVIR	LOC117587752|XP_034134567.1|DGUA
OG0008725	LOC6635819|XP_002059442.1|DVIR	LOC117590865|XP_034139781.1|DGUA
OG0008726	LOC6626257|XP_032292011.1|DVIR	LOC117586690|XP_034132841.1|DGUA
OG0008727	LOC6632410|XP_002056206.1|DVIR	LOC117589781|XP_034137869.1|DGUA
OG0008728	LOC6630375|XP_002054350.1|DVIR	LOC117582915|XP_034126902.1|DGUA
OG0008729	LOC6632000|XP_032295949.1|DVIR	LOC117588452|XP_034135629.1|DGUA
OG0008730	LOC6634465|XP_002057953.1|DVIR	LOC117581428|XP_034124489.1|DGUA, LOC117582875|XP_034126835.1|DGUA
OG0008731	LOC6630736|XP_032294786.1|DVIR	LOC117583803|XP_034128275.1|DGUA
OG0008732	LOC6628522|XP_002051680.2|DVIR	LOC117584355|XP_034129082.1|DGUA
OG0008734	LOC116650256|XP_032289387.1|DVIR, LOC6631033|XP_002054124.1|DVIR	LOC117585723|XP_034131252.1|DGUA
OG0008735	LOC116651131|XP_032292892.1|DVIR, LOC6625572|XP_002049597.1|DVIR	LOC117580238|XP_034122554.1|DGUA
OG0008736	LOC6636476|XP_032292497.1|DVIR	LOC117578497|XP_034119925.1|DGUA
OG0008737	LOC6629442|XP_002053159.1|DVIR	LOC117586592|XP_034132660.1|DGUA
OG0008738	LOC6628013|XP_002051317.1|DVIR	LOC117587911|XP_034134783.1|DGUA
OG0008739	LOC6624004|XP_002048103.1|DVIR	LOC117580015|XP_034122113.1|DGUA
OG0008740	LOC6627265|XP_002049921.2|DVIR	LOC117590125|XP_034138388.1|DGUA
OG0008741	LOC116650732|XP_032291138.1|DVIR, LOC6636434|XP_002059823.1|DVIR	LOC117590351|XP_034138781.1|DGUA
OG0008742	LOC6622374|XP_002046971.1|DVIR	LOC117579608|XP_034121433.1|DGUA
OG0008743	LOC116651480|XP_032293801.1|DVIR, LOC6636492|XP_002059854.1|DVIR	LOC117591882|XP_034141154.1|DGUA
OG0008744	LOC6626344|XP_002050345.1|DVIR	LOC117592644|XP_034142477.1|DGUA
OG0008745	LOC6631671|XP_002055413.1|DVIR	LOC117581347|XP_034124364.1|DGUA
OG0008746	LOC6630215|XP_002054580.1|DVIR	LOC117586132|XP_034131914.1|DGUA
OG0008747	LOC6624064|XP_032291200.1|DVIR	LOC117587181|XP_034133589.1|DGUA
OG0008748	LOC6627532|XP_002051701.2|DVIR	LOC117582089|XP_034125542.1|DGUA
OG0008749	LOC6629209|XP_002051259.2|DVIR	LOC117582667|XP_034126491.1|DGUA
OG0008750	LOC6634288|XP_002057755.1|DVIR	LOC117587843|XP_034134698.1|DGUA
OG0008752	LOC6629445|XP_002053165.3|DVIR	LOC117586589|XP_034132648.1|DGUA
OG0008753	LOC6623476|XP_002048527.1|DVIR, LOC6622268|XP_002048529.2|DVIR	LOC117579378|XP_034121142.1|DGUA
OG0008754	LOC6635363|XP_002058887.1|DVIR	LOC117579271|XP_034120961.1|DGUA
OG0008755	LOC6629663|XP_002054757.1|DVIR, LOC6629794|XP_032294974.1|DVIR	LOC117583162|XP_034127248.1|DGUA
OG0008756	LOC6634977|XP_002058425.1|DVIR	LOC117583007|XP_034127049.1|DGUA
OG0008757	LOC6630725|XP_032293358.1|DVIR	LOC117583315|XP_034127464.1|DGUA
OG0008758	LOC6629049|XP_002052887.1|DVIR	LOC117582439|XP_034126037.1|DGUA
OG0008759	LOC6628945|XP_032293564.1|DVIR	LOC117581974|XP_034125350.1|DGUA
OG0008760	LOC6628487|XP_002052034.1|DVIR	LOC117584074|XP_034128710.1|DGUA
OG0008761	LOC6627415|XP_002051088.1|DVIR	LOC117588220|XP_034135256.1|DGUA
OG0008762	LOC6624844|XP_002049660.1|DVIR	LOC117591852|XP_034141112.1|DGUA
OG0008763	LOC6628708|XP_032293398.1|DVIR	LOC117587701|XP_034134489.1|DGUA
OG0008764	LOC6634021|XP_002057485.1|DVIR	LOC117584183|XP_034128842.1|DGUA
OG0008765	LOC6625160|XP_002050621.1|DVIR	LOC117588736|XP_034136106.1|DGUA
OG0008766	LOC6628439|XP_002052224.2|DVIR	LOC117591525|XP_034140710.1|DGUA, LOC117591528|XP_034140711.1|DGUA, LOC117582592|XP_034126339.1|DGUA
OG0008767	LOC116651203|XP_032292962.1|DVIR, LOC6625454|XP_002050990.1|DVIR	LOC117579465|XP_034121247.1|DGUA
OG0008768	LOC6625812|XP_002050594.1|DVIR	LOC117583806|XP_034128281.1|DGUA
OG0008769	LOC6624773|XP_002050726.1|DVIR	LOC117579053|XP_034120647.1|DGUA
OG0008770	LOC6625703|XP_002049789.1|DVIR	LOC117585155|XP_034130384.1|DGUA
OG0008771	LOC6625473|XP_002050149.1|DVIR	LOC117578511|XP_034119941.1|DGUA
OG0008772	LOC116651552|XP_032294044.1|DVIR, LOC6636491|XP_002059853.1|DVIR	LOC117591886|XP_034141160.1|DGUA
OG0008773	LOC6625048|XP_002049169.1|DVIR	LOC117578874|XP_034120560.1|DGUA
OG0008774	LOC6626054|XP_002049610.1|DVIR	LOC117591923|XP_034141206.1|DGUA
OG0008775	LOC6627065|XP_015029723.1|DVIR	LOC117586194|XP_034132016.1|DGUA
OG0008776	LOC6626940|XP_002050078.3|DVIR	LOC117578738|XP_034120293.1|DGUA
OG0008777	LOC6627045|XP_002050075.2|DVIR	LOC117591244|XP_034140317.1|DGUA
OG0008778	LOC6625859|XP_002049217.1|DVIR	LOC117591345|XP_034140465.1|DGUA
OG0008779	LOC6636652|XP_002060130.1|DVIR	LOC117588293|XP_034135364.1|DGUA
OG0008780	LOC6634730|XP_002058329.1|DVIR	LOC117585904|XP_034131552.1|DGUA
OG0008781	LOC6633305|XP_002057404.1|DVIR, LOC6633306|XP_002057405.1|DVIR	LOC117581018|XP_034123735.1|DGUA
OG0008782	LOC6623434|XP_015031292.1|DVIR	LOC117587075|XP_034133421.1|DGUA
OG0008783	LOC6625937|XP_002049048.2|DVIR	LOC117590754|XP_034139582.1|DGUA
OG0008784	LOC6624235|XP_002048118.1|DVIR	LOC117580187|XP_034122438.1|DGUA
OG0008785	LOC26531271|XP_015028916.1|DVIR	LOC117580355|XP_034122765.1|DGUA
OG0008786	LOC6627950|XP_002051423.2|DVIR	LOC117587753|XP_034134568.1|DGUA, LOC117587781|XP_034134616.1|DGUA
OG0008787	LOC6622855|XP_002047065.1|DVIR	LOC117589389|XP_034137196.1|DGUA
OG0008788	LOC6624501|XP_002047187.2|DVIR, LOC6624353|XP_002047195.2|DVIR	LOC117580430|XP_034122877.1|DGUA
OG0008789	LOC26530920|XP_015031665.1|DVIR, LOC6622841|XP_002046485.2|DVIR	LOC117587058|XP_034133390.1|DGUA
OG0008790	LOC6625281|XP_002049866.3|DVIR	LOC117591998|XP_034141337.1|DGUA
OG0008791	LOC6626297|XP_002050441.1|DVIR	LOC117581276|XP_034124183.1|DGUA
OG0008792	LOC6627266|XP_002049908.2|DVIR, LOC6627082|XP_002049907.1|DVIR	LOC117579089|XP_034120695.1|DGUA
OG0008793	LOC6626242|XP_002049190.1|DVIR	LOC117589495|XP_034137356.1|DGUA
OG0008794	LOC6629392|XP_032295224.1|DVIR, LOC6626328|XP_002048942.1|DVIR	LOC117582190|XP_034125684.1|DGUA
OG0008795	LOC6629541|XP_002053669.1|DVIR, LOC6629539|XP_002053667.2|DVIR, LOC26530489|XP_032293727.1|DVIR	LOC117585610|XP_034131055.1|DGUA
OG0008796	LOC6630463|XP_002053460.1|DVIR, LOC6630462|XP_032294479.1|DVIR	LOC117591207|XP_034140239.1|DGUA
OG0008797	LOC6630475|XP_002054111.1|DVIR, LOC6630474|XP_002054110.1|DVIR	LOC117589482|XP_034137334.1|DGUA
OG0008805	LOC6631363|XP_032296118.1|DVIR	LOC117581477|XP_034124604.1|DGUA
OG0008806	LOC6636714|XP_002060187.1|DVIR	LOC117588656|XP_034135986.1|DGUA
OG0008807	LOC6636654|XP_032295793.1|DVIR	LOC117581316|XP_034124302.1|DGUA
OG0008808	LOC6634498|XP_002058236.2|DVIR	LOC117591173|XP_034140189.1|DGUA
OG0008809	LOC6630644|XP_002053027.1|DVIR	LOC117583273|XP_034127389.1|DGUA
OG0008811	LOC6633084|XP_002055962.2|DVIR	LOC117583816|XP_034128292.1|DGUA
OG0008813	LOC6629918|XP_032294797.1|DVIR	LOC117589732|XP_034137798.1|DGUA
OG0008816	LOC6623272|XP_002047253.1|DVIR	LOC117586986|XP_034133274.1|DGUA
OG0008819	LOC116651122|XP_032292859.1|DVIR	LOC117585805|XP_034131414.1|DGUA
OG0008820	LOC6627345|XP_002052456.1|DVIR	LOC117587941|XP_034134825.1|DGUA
OG0008821	LOC6634647|XP_002058298.2|DVIR	LOC117581201|XP_034124064.1|DGUA
OG0008822	LOC6628049|XP_002051160.1|DVIR	LOC117584509|XP_034129336.1|DGUA
OG0008824	LOC6626272|XP_002050038.1|DVIR	LOC117584336|XP_034129061.1|DGUA
OG0008825	LOC6622248|XP_002047471.1|DVIR	LOC117579362|XP_034121087.1|DGUA
OG0008829	LOC6633573|XP_002057077.1|DVIR	LOC117591487|XP_034140666.1|DGUA
OG0008830	LOC6635456|XP_032295973.1|DVIR	LOC117588560|XP_034135836.1|DGUA
OG0008831	LOC6633536|XP_002057364.1|DVIR	LOC117581121|XP_034123937.1|DGUA
OG0008832	LOC6633534|XP_002057362.1|DVIR	LOC117581119|XP_034123933.1|DGUA
OG0008833	LOC6632039|XP_032296259.1|DVIR	LOC117590530|XP_034139139.1|DGUA
OG0008834	LOC26530491|XP_032288950.1|DVIR	LOC117585674|XP_034131166.1|DGUA
OG0008835	LOC26531128|XP_015027862.1|DVIR	LOC117585334|XP_034130665.1|DGUA
OG0008836	LOC6626612|XP_002048706.1|DVIR	LOC117578414|XP_034119767.1|DGUA
OG0008837	LOC6624949|XP_002050229.1|DVIR	LOC117592094|XP_034141501.1|DGUA
OG0008838	LOC6628797|XP_002051220.2|DVIR	LOC117587772|XP_034134599.1|DGUA
OG0008839	LOC6626373|XP_002049396.1|DVIR	LOC117578757|XP_034120338.1|DGUA
OG0008840	LOC6628845|XP_032293985.1|DVIR	LOC117584081|XP_034128720.1|DGUA
OG0008841	LOC6636567|XP_032291514.1|DVIR	LOC117579301|XP_034121000.1|DGUA
OG0008842	LOC6636357|XP_002059886.2|DVIR	LOC117592526|XP_034142276.1|DGUA
OG0008843	LOC6623926|XP_002046363.1|DVIR	LOC117589402|XP_034137215.1|DGUA
