Orthogroup	DVIR.longest_only	DHYD.longest_only
OG0008482	LOC6623222|XP_002046715.1|DVIR	LOC111605178|XP_023179340.2|DHYD
OG0008483	LOC6627979|XP_002051785.2|DVIR	LOC111596124|XP_023165962.1|DHYD
OG0008484	LOC6632658|XP_002056464.1|DVIR	LOC111602744|XP_023175767.2|DHYD, LOC115483795|XP_030081910.1|DHYD
OG0008485	LOC6628244|XP_015028190.1|DVIR	LOC111596344|XP_023166297.2|DHYD
OG0008486	LOC6636249|XP_015023970.1|DVIR	LOC111595873|XP_023165556.1|DHYD
OG0008487	LOC6632045|XP_002055242.1|DVIR	LOC111603090|XP_023176318.1|DHYD
OG0008488	LOC6632649|XP_002056548.1|DVIR	LOC111602058|XP_023174739.1|DHYD
OG0008489	LOC26531623|XP_015026298.1|DVIR	LOC111603401|XP_023176736.1|DHYD
OG0008489	LOC26531509|XP_015026288.1|DVIR	LOC111602684|XP_023175672.1|DHYD
OG0008490	LOC6629536|XP_002053664.1|DVIR	LOC111598599|XP_023169683.2|DHYD
OG0008491	LOC6629412|XP_002053068.2|DVIR	LOC111601776|XP_023174290.2|DHYD
OG0008492	LOC6627766|XP_002052655.1|DVIR	LOC111595778|XP_023165430.2|DHYD
OG0008493	LOC6634051|XP_032289040.1|DVIR	LOC111600415|XP_023172263.2|DHYD
OG0008494	LOC6626428|XP_002050268.1|DVIR	LOC111604095|XP_023177764.2|DHYD
OG0008495	LOC6625279|XP_002049864.2|DVIR	LOC111597115|XP_023167439.2|DHYD
OG0008496	LOC116649980|XP_032289193.1|DVIR, LOC26530826|XP_015024746.1|DVIR	LOC111599706|XP_023171204.1|DHYD
OG0008497	LOC6626029|XP_002049605.2|DVIR	LOC111595561|XP_023165126.2|DHYD
OG0008497	LOC26530492|XP_015030211.1|DVIR	LOC111595431|XP_023164922.1|DHYD, LOC111595528|XP_023165078.2|DHYD
OG0008498	LOC6626778|XP_032292392.1|DVIR	LOC111600547|XP_023172460.2|DHYD
OG0008499	LOC6624917|XP_002049112.1|DVIR	LOC111593865|XP_023162696.2|DHYD
OG0008500	LOC6626518|XP_002048916.2|DVIR	LOC111598037|XP_023168834.2|DHYD
OG0008501	LOC6623280|XP_002046955.1|DVIR	LOC111601695|XP_023174179.2|DHYD
OG0008502	LOC6631610|XP_002055068.1|DVIR	LOC111593064|XP_023161408.1|DHYD
OG0008503	LOC6634810|XP_002058136.3|DVIR	LOC111605145|XP_023179294.1|DHYD
OG0008504	LOC26530543|XP_015023729.1|DVIR	LOC111597181|XP_023167511.1|DHYD
OG0008505	LOC6623632|XP_032291369.1|DVIR	LOC111594383|XP_023163418.1|DHYD
OG0008506	LOC6624008|XP_002046293.1|DVIR	LOC111592968|XP_023161228.2|DHYD
OG0008507	LOC6624207|XP_002048350.1|DVIR	LOC111599266|XP_023170632.2|DHYD
OG0008508	LOC6636685|XP_032295670.1|DVIR	LOC111592727|XP_030079337.1|DHYD
OG0008509	LOC6633776|XP_002057308.1|DVIR	LOC111593732|XP_023162530.1|DHYD
OG0008510	LOC6631867|XP_002055728.2|DVIR	LOC111600227|XP_023172021.1|DHYD
OG0008511	LOC6627390|XP_032293623.1|DVIR, LOC6627391|XP_002051081.1|DVIR	LOC111593784|XP_023162570.2|DHYD, LOC111593783|XP_023162569.2|DHYD
OG0008511	LOC116651488|XP_032293805.1|DVIR	LOC111593782|XP_023162568.2|DHYD
OG0008512	LOC6627909|XP_002051402.2|DVIR	LOC111602292|XP_023175061.1|DHYD
OG0008512	LOC6627601|XP_002051403.1|DVIR	LOC111602340|XP_023175118.2|DHYD
OG0008513	LOC116651641|XP_032294320.1|DVIR	LOC111594234|XP_023163208.2|DHYD
OG0008514	LOC6629044|XP_002052190.1|DVIR	LOC111601137|XP_023173372.2|DHYD
OG0008515	LOC6629037|XP_002052183.1|DVIR	LOC111601149|XP_023173385.1|DHYD
OG0008516	LOC6624177|XP_002047452.1|DVIR	LOC111603054|XP_023176279.1|DHYD
OG0008517	LOC6623716|XP_002047347.1|DVIR	LOC111604755|XP_023178713.2|DHYD
OG0008518	LOC6624691|XP_002048125.1|DVIR	LOC111596664|XP_023166739.2|DHYD
OG0008519	LOC26530688|XP_015024374.2|DVIR	LOC111593198|XP_023161590.2|DHYD, LOC115483074|XP_030079790.1|DHYD
OG0008520	LOC6630347|XP_002054596.2|DVIR	LOC111596200|XP_023166080.2|DHYD, LOC111596205|XP_023166085.2|DHYD
OG0008523	LOC6634167|XP_002057534.1|DVIR	LOC111594145|XP_023163082.2|DHYD
OG0008524	LOC6633803|XP_032296643.1|DVIR	LOC111594276|XP_030078912.1|DHYD
OG0008527	LOC6631840|XP_032295443.1|DVIR	LOC111593049|XP_030080121.1|DHYD
OG0008528	LOC26531816|XP_032294445.1|DVIR	LOC111596369|XP_023166334.1|DHYD
OG0008529	LOC6634724|XP_002058323.1|DVIR	LOC111598940|XP_023170228.1|DHYD
OG0008530	LOC6631538|XP_002055062.1|DVIR	LOC111593024|XP_023161335.2|DHYD
OG0008531	LOC6634585|XP_015025072.1|DVIR	LOC111596728|XP_023166825.2|DHYD
OG0008532	LOC6631505|XP_002055324.3|DVIR	LOC111596560|XP_030079919.1|DHYD
OG0008534	LOC6631432|XP_002055540.2|DVIR	LOC111603374|XP_030079554.1|DHYD
OG0008535	LOC6633244|XP_032289258.1|DVIR	LOC111592980|XP_023161243.2|DHYD
OG0008536	LOC6633526|XP_002057074.1|DVIR	LOC111598844|XP_030078913.1|DHYD
OG0008537	LOC6632475|XP_032289420.1|DVIR	LOC111594628|XP_023163787.2|DHYD
OG0008538	LOC6636660|XP_002060138.1|DVIR	LOC111596804|XP_023166933.2|DHYD
OG0008539	LOC6634578|XP_002058079.1|DVIR	LOC111596737|XP_023166836.1|DHYD
OG0008540	LOC6630335|XP_002053010.1|DVIR	LOC111593691|XP_023162358.2|DHYD
OG0008541	LOC6627177|XP_002050395.3|DVIR	LOC111600643|XP_023172626.2|DHYD
OG0008542	LOC6622413|XP_002046977.1|DVIR	LOC111601705|XP_023174192.2|DHYD
OG0008544	LOC26531697|XP_015030354.1|DVIR	LOC111604184|XP_023177907.2|DHYD
OG0008546	LOC6624070|XP_002047431.2|DVIR	LOC111596144|XP_023165995.1|DHYD
OG0008547	LOC6633496|XP_032296399.1|DVIR	LOC111596464|XP_023166484.2|DHYD
OG0008548	LOC26531687|XP_032293863.1|DVIR	LOC111603617|XP_023177055.2|DHYD
OG0008549	LOC6629325|XP_032288815.1|DVIR	LOC111601760|XP_023174266.1|DHYD
OG0008550	LOC6622629|XP_002048445.1|DVIR, LOC116650458|XP_032290006.1|DVIR, LOC116649855|XP_032288958.1|DVIR	LOC111597288|XP_023167672.1|DHYD
OG0008550	LOC6622662|XP_002048448.3|DVIR	LOC111597344|XP_023167757.2|DHYD
OG0008552	LOC6623489|XP_002046767.1|DVIR	LOC111598371|XP_023169347.2|DHYD
OG0008553	LOC6635974|XP_002059403.1|DVIR	LOC111602109|XP_023174820.2|DHYD
OG0008554	LOC6635477|XP_032295544.1|DVIR	LOC111601826|XP_023174420.1|DHYD
OG0008555	LOC6634691|XP_002058344.1|DVIR	LOC111592170|XP_023159996.2|DHYD
OG0008556	LOC6626652|XP_002049882.1|DVIR	LOC111597080|XP_023167379.2|DHYD
OG0008558	LOC6634199|XP_002057731.2|DVIR, LOC116651565|XP_032294086.1|DVIR	LOC111603971|XP_030079166.1|DHYD
OG0008560	LOC6627638|XP_002051112.2|DVIR	LOC111593149|XP_023161521.1|DHYD
OG0008561	LOC6627492|XP_002052200.1|DVIR	LOC111594744|XP_023163955.1|DHYD
OG0008562	LOC6627804|XP_002051314.1|DVIR	LOC111592076|XP_023159864.1|DHYD
OG0008563	LOC6630959|XP_002054736.1|DVIR	LOC111599573|XP_023171012.2|DHYD
OG0008564	LOC6628856|XP_002051242.2|DVIR	LOC111592660|XP_023160780.2|DHYD
OG0008565	LOC6632151|XP_032296085.1|DVIR	LOC111600213|XP_023172003.1|DHYD
OG0008566	LOC6634022|XP_002057486.1|DVIR	LOC111600312|XP_023172134.2|DHYD
OG0008569	LOC6633491|XP_002057350.1|DVIR	LOC111600956|XP_023173143.1|DHYD
OG0008570	LOC26530618|XP_032289194.1|DVIR	LOC111592996|XP_030078909.1|DHYD
OG0008571	LOC6623129|XP_002046769.1|DVIR	LOC111598370|XP_023169346.2|DHYD
OG0008572	LOC6632674|XP_002056645.1|DVIR	LOC111593619|XP_023162256.1|DHYD
OG0008573	LOC6633508|XP_002057226.2|DVIR	LOC111596751|XP_023166851.2|DHYD
OG0008574	LOC26530963|XP_015031672.1|DVIR	LOC111595043|XP_023164336.1|DHYD
OG0008575	LOC6630061|XP_015027631.1|DVIR	LOC111595207|XP_023164579.2|DHYD
OG0008576	LOC6633345|XP_032289111.1|DVIR	LOC111598111|XP_023168932.1|DHYD
OG0008577	LOC6622225|XP_002046918.1|DVIR	LOC111598727|XP_023169887.2|DHYD
OG0008578	LOC6630284|XP_002054895.1|DVIR	LOC111595386|XP_023164857.1|DHYD
OG0008579	LOC6623701|XP_002047350.1|DVIR	LOC111604764|XP_023178730.1|DHYD
OG0008581	LOC6622126|XP_002047541.3|DVIR	LOC111605090|XP_023179195.2|DHYD
OG0008582	LOC26531063|XP_015025723.1|DVIR	LOC111596803|XP_023166932.1|DHYD
OG0008583	LOC6636065|XP_032295497.1|DVIR	LOC111602860|XP_023175943.2|DHYD
OG0008584	LOC6633561|XP_002057366.1|DVIR	LOC111604021|XP_023177642.1|DHYD
OG0008585	LOC6634501|XP_002057913.1|DVIR	LOC111592985|XP_023161250.1|DHYD
OG0008586	LOC6634801|XP_002057914.2|DVIR	LOC111592989|XP_023161259.1|DHYD
OG0008587	LOC6630213|XP_015027731.1|DVIR	LOC111604216|XP_023177952.2|DHYD
OG0008588	LOC6630541|XP_002054606.1|DVIR	LOC111603640|XP_023177087.2|DHYD
OG0008590	LOC26531206|XP_015027871.1|DVIR	LOC111595159|XP_023164508.2|DHYD
OG0008593	LOC6623735|XP_002047820.1|DVIR	LOC111597465|XP_023167981.2|DHYD
OG0008594	LOC6629895|XP_002053990.1|DVIR	LOC111595032|XP_023164324.1|DHYD
OG0008595	LOC6626814|XP_002050648.1|DVIR	LOC111594036|XP_023162918.1|DHYD
OG0008596	LOC6626649|XP_002050643.2|DVIR	LOC111605393|XP_030081349.1|DHYD
OG0008597	LOC6630627|XP_002053301.1|DVIR	LOC111593365|XP_030078754.1|DHYD
OG0008598	LOC116652176|XP_032296079.1|DVIR	LOC111602049|XP_023174727.1|DHYD
OG0008599	LOC6633558|XP_002057255.1|DVIR	LOC111597355|XP_023167772.2|DHYD
OG0008600	LOC6629414|XP_002053148.1|DVIR	LOC111598595|XP_023169678.1|DHYD
OG0008601	LOC6635644|XP_002059190.1|DVIR	LOC111595933|XP_023165661.1|DHYD
OG0008602	LOC6630340|XP_002053015.2|DVIR	LOC111593685|XP_023162349.2|DHYD
OG0008603	LOC6632438|XP_002056168.1|DVIR	LOC111594591|XP_023163720.2|DHYD
OG0008604	LOC6626600|XP_002050634.1|DVIR	LOC111605380|XP_023179635.1|DHYD
OG0008605	LOC6633998|XP_015025320.1|DVIR	LOC111592666|XP_023160793.1|DHYD
OG0008606	LOC6627482|XP_002052132.1|DVIR	LOC111596054|XP_023165870.1|DHYD
OG0008607	LOC6630459|XP_002053456.1|DVIR	LOC111603030|XP_023176227.1|DHYD
OG0008608	LOC6634632|XP_002058031.3|DVIR	LOC111605722|XP_023180184.1|DHYD
OG0008609	LOC6629659|XP_002053598.1|DVIR	LOC111601367|XP_023173670.2|DHYD
OG0008610	LOC6625180|XP_032291970.1|DVIR	LOC111593567|XP_023162197.1|DHYD
OG0008612	LOC6636457|XP_002059817.1|DVIR, LOC116650885|XP_032291731.1|DVIR	LOC111604608|XP_023178489.1|DHYD
OG0008614	LOC6631617|XP_002055075.1|DVIR	LOC111593034|XP_023161368.1|DHYD
OG0008615	LOC6632336|XP_002056404.1|DVIR	LOC111603389|XP_023176720.2|DHYD
OG0008616	LOC6629772|XP_032288810.1|DVIR	LOC115483535|XP_030081572.1|DHYD, LOC111598564|XP_023169633.2|DHYD
OG0008619	LOC26531329|XP_015028921.1|DVIR	LOC111599448|XP_023170872.2|DHYD
OG0008620	LOC6626431|XP_002050404.1|DVIR	LOC111600677|XP_023172696.1|DHYD, LOC115482839|XP_030078937.1|DHYD
OG0008621	LOC6629920|XP_002054554.1|DVIR	LOC111602745|XP_023175764.2|DHYD
OG0008622	LOC6624825|XP_002048983.1|DVIR	LOC111594953|XP_023164222.1|DHYD
OG0008623	LOC6625408|XP_002049843.1|DVIR	LOC111597085|XP_023167388.1|DHYD
OG0008624	LOC6626464|XP_032292666.1|DVIR	LOC111599639|XP_030081383.1|DHYD
OG0008625	LOC6624815|XP_002050682.1|DVIR	LOC111594029|XP_023162910.1|DHYD
OG0008626	LOC6626112|XP_002050025.2|DVIR	LOC111600005|XP_023171675.1|DHYD
OG0008627	LOC6623573|XP_015030863.1|DVIR	LOC111592738|XP_023160900.2|DHYD
OG0008629	LOC6628959|XP_032293604.1|DVIR	LOC111603950|XP_023177553.2|DHYD
OG0008630	LOC6636232|XP_015024084.1|DVIR	LOC111594136|XP_023163070.2|DHYD
OG0008631	LOC6630413|XP_002054201.1|DVIR	LOC111599430|XP_023170848.2|DHYD
OG0008632	LOC6629390|XP_032294987.1|DVIR	LOC111601432|XP_030078646.1|DHYD
OG0008633	LOC6625874|XP_015029409.1|DVIR	LOC111602543|XP_023175443.2|DHYD
OG0008634	LOC26531233|XP_015028902.1|DVIR	LOC111592080|XP_023159868.2|DHYD
OG0008635	LOC6627248|XP_002050399.2|DVIR	LOC111600791|XP_023172849.2|DHYD
OG0008636	LOC6632356|XP_002056718.1|DVIR	LOC111604592|XP_023178471.2|DHYD
OG0008637	LOC6624448|XP_032290413.1|DVIR	LOC111605712|XP_023180166.2|DHYD, LOC111605723|XP_023180182.2|DHYD
OG0008638	LOC6630698|XP_002054405.1|DVIR	LOC111601459|XP_023173807.2|DHYD
OG0008639	LOC6633063|XP_002055952.1|DVIR	LOC111597841|XP_023168514.1|DHYD
OG0008640	LOC6635110|XP_002058670.1|DVIR	LOC111595710|XP_023165326.2|DHYD
OG0008641	LOC6633173|XP_002056155.2|DVIR	LOC111594425|XP_023163482.2|DHYD
OG0008642	LOC6631116|XP_002054236.1|DVIR	LOC111596183|XP_023166058.2|DHYD
OG0008643	LOC6629388|XP_002054457.1|DVIR	LOC111601385|XP_023173693.2|DHYD
OG0008644	LOC6629484|XP_002054079.1|DVIR	LOC111602021|XP_023174688.1|DHYD
OG0008645	LOC6627572|XP_002052250.1|DVIR	LOC111594191|XP_023163154.1|DHYD
OG0008646	LOC6635731|XP_032294763.1|DVIR	LOC111595206|XP_023164578.1|DHYD
OG0008647	LOC6628020|XP_002052520.1|DVIR	LOC111601179|XP_023173429.1|DHYD
OG0008648	LOC6627571|XP_002052249.1|DVIR	LOC111594190|XP_023163153.1|DHYD
OG0008649	LOC6625995|XP_002050018.2|DVIR	LOC111599999|XP_023171667.1|DHYD
OG0008650	LOC26530512|XP_015026248.1|DVIR, LOC6632485|XP_002056298.2|DVIR	LOC111604886|XP_023178894.2|DHYD
OG0008651	LOC6624801|XP_002050195.2|DVIR	LOC111600675|XP_023172693.1|DHYD
OG0008652	LOC6625455|XP_002050991.1|DVIR, LOC116650995|XP_032292358.1|DVIR	LOC111602272|XP_023175036.2|DHYD
OG0008653	LOC6625957|XP_002049588.1|DVIR	LOC111595538|XP_023165090.1|DHYD
OG0008654	LOC116650949|XP_032292148.1|DVIR, LOC6624976|XP_002049957.2|DVIR	LOC111600110|XP_023171840.1|DHYD
OG0008655	LOC6624843|XP_002049659.1|DVIR	LOC111596384|XP_023166358.2|DHYD
OG0008656	LOC6631821|XP_002055193.1|DVIR	LOC111598397|XP_023169386.1|DHYD
OG0008657	LOC6633756|XP_002056942.1|DVIR	LOC111591878|XP_023159535.2|DHYD
OG0008658	LOC6634592|XP_032296439.1|DVIR	LOC111593999|XP_023162859.2|DHYD
OG0008659	LOC6623614|XP_002048619.3|DVIR	LOC111592789|XP_023160964.2|DHYD
OG0008660	LOC6623714|XP_032290533.1|DVIR	LOC111592728|XP_030081423.1|DHYD
OG0008661	LOC6623046|XP_002047092.1|DVIR	LOC111598730|XP_023169890.1|DHYD
OG0008662	LOC6624684|XP_032291015.1|DVIR	LOC111592866|XP_023161079.2|DHYD
OG0008663	LOC6622981|XP_002047557.2|DVIR	LOC111596870|XP_023167085.2|DHYD
OG0008664	LOC6622055|XP_002047029.1|DVIR	LOC111605625|XP_023180045.1|DHYD
OG0008665	LOC6634132|XP_002057520.1|DVIR	LOC111600398|XP_023172246.2|DHYD
OG0008666	LOC6623509|XP_002048646.1|DVIR	LOC111600983|XP_023173144.2|DHYD
OG0008667	LOC6623115|XP_032291196.1|DVIR	LOC111599259|XP_023170626.2|DHYD
OG0008668	LOC6622870|XP_002046486.1|DVIR	LOC111601072|XP_023173264.2|DHYD
OG0008669	LOC6634302|XP_002057553.1|DVIR	LOC111596198|XP_023166077.1|DHYD
OG0008670	LOC6630162|XP_002054782.2|DVIR	LOC111593251|XP_023161679.1|DHYD
OG0008672	LOC6629042|XP_002052188.1|DVIR, LOC6629043|XP_002052189.1|DVIR	LOC111601173|XP_023173420.1|DHYD
OG0008673	LOC26531783|XP_015028985.1|DVIR	LOC111596215|XP_023166097.2|DHYD
OG0008677	LOC6630808|XP_002054276.1|DVIR	LOC111595679|XP_023165285.2|DHYD
OG0008679	LOC6631623|XP_002055565.1|DVIR	LOC111596550|XP_023166592.2|DHYD
OG0008681	LOC6631455|XP_002055543.1|DVIR	LOC111603371|XP_023176691.2|DHYD
OG0008683	LOC6631907|XP_002054952.1|DVIR	LOC111595953|XP_023165694.2|DHYD
OG0008685	LOC6625902|XP_002049714.1|DVIR	LOC111601265|XP_023173540.1|DHYD
OG0008686	LOC6630822|XP_002054729.2|DVIR	LOC111599595|XP_023171045.2|DHYD
OG0008688	LOC6634664|XP_002057980.1|DVIR	LOC111605613|XP_023180009.2|DHYD
OG0008689	LOC6630121|XP_002053392.1|DVIR	LOC111593321|XP_023161794.1|DHYD
OG0008690	LOC6628512|XP_032293738.1|DVIR	LOC111599004|XP_023170284.1|DHYD
OG0008691	LOC6624396|XP_002046529.1|DVIR	LOC111596950|XP_023167174.1|DHYD
OG0008692	LOC6632035|XP_032296260.1|DVIR	LOC111594987|XP_023164254.1|DHYD
OG0008694	LOC6631341|XP_032295602.1|DVIR	LOC111596166|XP_023166026.2|DHYD
OG0008695	LOC6626843|XP_002049193.1|DVIR	LOC115482761|XP_030078550.1|DHYD, LOC115483816|XP_030082022.1|DHYD, LOC115483815|XP_030082020.1|DHYD
OG0008696	LOC6632751|XP_032289617.1|DVIR	LOC111602984|XP_023176152.2|DHYD
OG0008697	LOC6623542|XP_032290176.1|DVIR	LOC111596017|XP_023165809.1|DHYD
OG0008698	LOC6631918|XP_032295742.1|DVIR	LOC111600178|XP_023171941.2|DHYD
OG0008700	LOC6632558|XP_002056541.1|DVIR	LOC111602080|XP_023174781.2|DHYD
OG0008703	LOC6622986|XP_002046504.1|DVIR	LOC111592439|XP_023160391.2|DHYD
OG0008704	LOC6628259|XP_002052539.1|DVIR	LOC115482910|XP_030079018.1|DHYD, LOC111601417|XP_023173754.2|DHYD
OG0008705	LOC6633905|XP_002057598.1|DVIR	LOC111594094|XP_023163013.1|DHYD
OG0008706	LOC6629330|XP_002053871.1|DVIR	LOC111594474|XP_023163543.1|DHYD
OG0008707	LOC6635309|XP_002058785.3|DVIR	LOC111598063|XP_030080058.1|DHYD
OG0008708	LOC6634556|XP_002057973.1|DVIR	LOC111603378|XP_023176739.1|DHYD
OG0008709	LOC6630449|XP_002053724.1|DVIR	LOC111595921|XP_023165642.2|DHYD
OG0008710	LOC6632424|XP_002056096.1|DVIR	LOC111603260|XP_023176536.2|DHYD
OG0008711	LOC6632868|XP_032289416.1|DVIR	LOC111596437|XP_023166423.1|DHYD
OG0008712	LOC6626815|XP_002050649.2|DVIR	LOC111594037|XP_023162919.1|DHYD
OG0008714	LOC6628456|XP_002051828.1|DVIR	LOC111599331|XP_023170720.1|DHYD
OG0008715	LOC6630209|XP_032294204.1|DVIR	LOC111595915|XP_023165633.1|DHYD
OG0008716	LOC6629524|XP_002053326.1|DVIR	LOC111593363|XP_023161844.1|DHYD
OG0008717	LOC6624015|XP_002048300.2|DVIR	LOC111603074|XP_023176302.2|DHYD
OG0008718	LOC6624809|XP_002050606.3|DVIR	LOC111605349|XP_023179592.1|DHYD
OG0008719	LOC6629335|XP_032290717.1|DVIR	LOC111594415|XP_023163467.2|DHYD
OG0008721	LOC6634535|XP_032296437.1|DVIR	LOC111605615|XP_023180022.1|DHYD
OG0008722	LOC6629444|XP_032289541.1|DVIR	LOC111598629|XP_023169738.2|DHYD
OG0008723	LOC6623247|XP_002047142.1|DVIR	LOC111601735|XP_023174227.1|DHYD
OG0008724	LOC6627341|XP_002052452.2|DVIR	LOC111598478|XP_023169505.1|DHYD
OG0008725	LOC6635819|XP_002059442.1|DVIR	LOC111602140|XP_023174857.2|DHYD
OG0008726	LOC6626257|XP_032292011.1|DVIR	LOC111595721|XP_030080967.1|DHYD
OG0008727	LOC6632410|XP_002056206.1|DVIR	LOC111594483|XP_030080639.1|DHYD
OG0008728	LOC6630375|XP_002054350.1|DVIR	LOC111598622|XP_023169727.1|DHYD
OG0008729	LOC6632000|XP_032295949.1|DVIR	LOC111593019|XP_030080128.1|DHYD
OG0008730	LOC6634465|XP_002057953.1|DVIR	LOC111593448|XP_023161971.1|DHYD
OG0008731	LOC6630736|XP_032294786.1|DVIR	LOC111601539|XP_023173941.2|DHYD
OG0008732	LOC6628522|XP_002051680.2|DVIR	LOC111605492|XP_023179807.2|DHYD
OG0008734	LOC116650256|XP_032289387.1|DVIR, LOC6631033|XP_002054124.1|DVIR	LOC111602009|XP_023174672.1|DHYD
OG0008735	LOC116651131|XP_032292892.1|DVIR, LOC6625572|XP_002049597.1|DVIR	LOC111595440|XP_023164933.1|DHYD
OG0008736	LOC6636476|XP_032292497.1|DVIR	LOC111604431|XP_023178266.2|DHYD
OG0008737	LOC6629442|XP_002053159.1|DVIR	LOC111598548|XP_023169608.2|DHYD
OG0008738	LOC6628013|XP_002051317.1|DVIR	LOC111592095|XP_023159888.2|DHYD
OG0008739	LOC6624004|XP_002048103.1|DVIR	LOC111605699|XP_023180142.1|DHYD
OG0008740	LOC6627265|XP_002049921.2|DVIR	LOC111600022|XP_023171703.1|DHYD
OG0008741	LOC116650732|XP_032291138.1|DVIR, LOC6636434|XP_002059823.1|DVIR	LOC111605248|XP_023179454.1|DHYD
OG0008742	LOC6622374|XP_002046971.1|DVIR	LOC111601709|XP_023174196.1|DHYD
OG0008743	LOC116651480|XP_032293801.1|DVIR, LOC6636492|XP_002059854.1|DVIR	LOC111605237|XP_023179441.1|DHYD
OG0008744	LOC6626344|XP_002050345.1|DVIR	LOC111604159|XP_023177855.2|DHYD
OG0008745	LOC6631671|XP_002055413.1|DVIR	LOC115483109|XP_030080131.1|DHYD, LOC111594074|XP_023162981.1|DHYD
OG0008746	LOC6630215|XP_002054580.1|DVIR	LOC111604238|XP_023177984.1|DHYD
OG0008747	LOC6624064|XP_032291200.1|DVIR	LOC111601674|XP_023174137.2|DHYD
OG0008748	LOC6627532|XP_002051701.2|DVIR	LOC111595798|XP_023165456.1|DHYD
OG0008749	LOC6629209|XP_002051259.2|DVIR	LOC111592656|XP_023160775.2|DHYD
OG0008750	LOC6634288|XP_002057755.1|DVIR	LOC111603938|XP_023177535.2|DHYD
OG0008752	LOC6629445|XP_002053165.3|DVIR	LOC111598626|XP_030081638.1|DHYD
OG0008753	LOC6623476|XP_002048527.1|DVIR, LOC6622268|XP_002048529.2|DVIR	LOC111604417|XP_023178240.1|DHYD
OG0008754	LOC6635363|XP_002058887.1|DVIR	LOC111594328|XP_023163339.2|DHYD
OG0008755	LOC6629663|XP_002054757.1|DVIR	LOC111593277|XP_023161715.2|DHYD
OG0008755	LOC6629794|XP_032294974.1|DVIR	LOC111593278|XP_023161717.2|DHYD
OG0008756	LOC6634977|XP_002058425.1|DVIR	LOC111598087|XP_023168904.1|DHYD
OG0008757	LOC6630725|XP_032293358.1|DVIR	LOC111597855|XP_023168535.2|DHYD
OG0008758	LOC6629049|XP_002052887.1|DVIR	LOC111599098|XP_023170407.2|DHYD
OG0008759	LOC6628945|XP_032293564.1|DVIR	LOC111592597|XP_023160682.2|DHYD
OG0008760	LOC6628487|XP_002052034.1|DVIR	LOC111600739|XP_023172789.2|DHYD, LOC111601808|XP_030080404.1|DHYD, LOC111602280|XP_030080374.1|DHYD
OG0008761	LOC6627415|XP_002051088.1|DVIR	LOC111593765|XP_023162551.1|DHYD
OG0008762	LOC6624844|XP_002049660.1|DVIR	LOC111596383|XP_023166357.2|DHYD
OG0008763	LOC6628708|XP_032293398.1|DVIR	LOC111602247|XP_030079072.1|DHYD
OG0008765	LOC6625160|XP_002050621.1|DVIR	LOC111605370|XP_023179620.1|DHYD
OG0008766	LOC6628439|XP_002052224.2|DVIR	LOC111596311|XP_023166240.1|DHYD
OG0008767	LOC116651203|XP_032292962.1|DVIR, LOC6625454|XP_002050990.1|DVIR	LOC111602273|XP_023175037.1|DHYD
OG0008768	LOC6625812|XP_002050594.1|DVIR	LOC111595607|XP_023165180.1|DHYD
OG0008769	LOC6624773|XP_002050726.1|DVIR	LOC111593583|XP_023162215.2|DHYD
OG0008770	LOC6625703|XP_002049789.1|DVIR	LOC111597082|XP_023167384.1|DHYD
OG0008771	LOC6625473|XP_002050149.1|DVIR	LOC111605402|XP_023179671.1|DHYD
OG0008772	LOC116651552|XP_032294044.1|DVIR, LOC6636491|XP_002059853.1|DVIR	LOC111605259|XP_023179465.2|DHYD
OG0008773	LOC6625048|XP_002049169.1|DVIR	LOC111604376|XP_023178215.1|DHYD
OG0008774	LOC6626054|XP_002049610.1|DVIR	LOC111595437|XP_023164929.1|DHYD
OG0008775	LOC6627065|XP_015029723.1|DVIR	LOC111592175|XP_023160000.2|DHYD
OG0008776	LOC6626940|XP_002050078.3|DVIR	LOC111600531|XP_023172435.2|DHYD
OG0008777	LOC6627045|XP_002050075.2|DVIR	LOC111600555|XP_030082027.1|DHYD
OG0008778	LOC6625859|XP_002049217.1|DVIR	LOC111592159|XP_023159979.2|DHYD
OG0008779	LOC6636652|XP_002060130.1|DVIR	LOC111605320|XP_023179552.1|DHYD
OG0008780	LOC6634730|XP_002058329.1|DVIR	LOC111604890|XP_023178901.1|DHYD
OG0008781	LOC6633306|XP_002057405.1|DVIR	LOC111602060|XP_023174741.2|DHYD
OG0008782	LOC6623434|XP_015031292.1|DVIR	LOC111604772|XP_023178741.2|DHYD
OG0008783	LOC6625937|XP_002049048.2|DVIR	LOC111593960|XP_023162822.1|DHYD
OG0008784	LOC6624235|XP_002048118.1|DVIR	LOC111596655|XP_023166724.2|DHYD
OG0008785	LOC26531271|XP_015028916.1|DVIR	LOC111599482|XP_023170918.1|DHYD
OG0008786	LOC6627950|XP_002051423.2|DVIR	LOC111602325|XP_023175094.1|DHYD
OG0008787	LOC6622855|XP_002047065.1|DVIR	LOC111598707|XP_023169860.1|DHYD
OG0008788	LOC6624501|XP_002047187.2|DVIR	LOC111594862|XP_023164108.2|DHYD
OG0008788	LOC6624353|XP_002047195.2|DVIR	LOC111594857|XP_023164104.2|DHYD
OG0008789	LOC26530920|XP_015031665.1|DVIR	LOC111601071|XP_023173263.2|DHYD
OG0008789	LOC6622841|XP_002046485.2|DVIR	LOC111601069|XP_023173261.2|DHYD
