Orthogroup	DVIR.longest_only	DMAU.longest_only
OG0008260	LOC6623861|XP_032290800.1|DVIR	LOC117139712|XP_033158120.1|DMAU
OG0008261	LOC6624960|XP_002050615.2|DVIR	LOC117138674|XP_033156816.1|DMAU
OG0008262	LOC6635866|XP_002059340.1|DVIR	LOC117137894|XP_033155519.1|DMAU
OG0008264	LOC116652037|XP_032295808.1|DVIR, LOC6626026|XP_002049602.1|DVIR	LOC117137595|XP_033154997.1|DMAU
OG0008265	LOC6632546|XP_002055840.1|DVIR, LOC6632545|XP_002055839.1|DVIR	LOC117145617|XP_033167223.1|DMAU
OG0008266	LOC6632538|XP_002056181.1|DVIR	LOC117145437|XP_033166983.1|DMAU
OG0008267	LOC6632596|XP_032289485.1|DVIR	LOC117143256|XP_033163712.1|DMAU
OG0008268	LOC6635632|XP_002059237.1|DVIR	LOC117136454|XP_033153273.1|DMAU
OG0008269	LOC6627717|XP_002051639.1|DVIR	LOC117150571|XP_033173414.1|DMAU
OG0008270	LOC6636650|XP_002060128.2|DVIR	LOC117148514|XP_033171811.1|DMAU
OG0008271	LOC6623194|XP_002047753.1|DVIR	LOC117141461|XP_033160808.1|DMAU
OG0008272	LOC6633258|XP_032289053.1|DVIR	LOC117148949|XP_033172580.1|DMAU
OG0008273	LOC6629628|XP_015026826.1|DVIR	LOC117143013|XP_033163271.1|DMAU
OG0008274	LOC6631465|XP_002055005.1|DVIR	LOC117146995|XP_033169563.1|DMAU
OG0008275	LOC6633591|XP_002056803.1|DVIR	LOC117147298|XP_033170036.1|DMAU
OG0008276	LOC6634604|XP_002058259.2|DVIR	LOC117147155|XP_033169829.1|DMAU
OG0008277	LOC6631337|XP_015026748.1|DVIR	LOC117146815|XP_033169255.1|DMAU
OG0008278	LOC6628046|XP_002051157.1|DVIR	LOC117151040|XP_033174144.1|DMAU
OG0008279	LOC6631927|XP_015026734.1|DVIR	LOC117147688|XP_033170563.1|DMAU
OG0008280	LOC6631526|XP_002055333.3|DVIR	LOC117148531|XP_033171836.1|DMAU
OG0008281	LOC6632147|XP_002055756.1|DVIR	LOC117147799|XP_033170739.1|DMAU
OG0008282	LOC6633664|XP_002056858.1|DVIR	LOC117147286|XP_033170021.1|DMAU
OG0008283	LOC6631507|XP_015026449.1|DVIR	LOC117147717|XP_033170608.1|DMAU
OG0008284	LOC6636272|XP_002059685.1|DVIR	LOC117146340|XP_033168360.1|DMAU
OG0008285	LOC6631567|XP_002055554.1|DVIR	LOC117147176|XP_033169863.1|DMAU
OG0008286	LOC6636024|XP_002059548.1|DVIR	LOC117146898|XP_033169395.1|DMAU
OG0008287	LOC6632042|XP_002055019.1|DVIR	LOC117146577|XP_033168777.1|DMAU
OG0008288	LOC6629968|XP_002053077.1|DVIR	LOC117142394|XP_033162232.1|DMAU
OG0008290	LOC6631421|XP_002055306.1|DVIR	LOC117146871|XP_033169352.1|DMAU
OG0008291	LOC6633313|XP_002056890.1|DVIR	LOC117146365|XP_033168407.1|DMAU
OG0008292	LOC6631466|XP_002055006.2|DVIR	LOC117146993|XP_033169560.1|DMAU
OG0008293	LOC6629463|XP_002053880.3|DVIR	LOC117142798|XP_033162895.1|DMAU
OG0008294	LOC6630913|XP_002053772.1|DVIR	LOC117142821|XP_033162931.1|DMAU
OG0008295	LOC6632200|XP_032295353.1|DVIR	LOC117146794|XP_033169225.1|DMAU
OG0008296	LOC6631405|XP_002055003.1|DVIR	LOC117147007|XP_033169580.1|DMAU
OG0008297	LOC6632195|XP_002055022.1|DVIR	LOC117146578|XP_033168778.1|DMAU
OG0008298	LOC6634425|XP_002057937.1|DVIR	LOC117148572|XP_033171927.1|DMAU
OG0008299	LOC6630575|XP_015027059.1|DVIR	LOC117143890|XP_033164682.1|DMAU
OG0008300	LOC6631990|XP_032296166.1|DVIR	LOC117147278|XP_033170008.1|DMAU
OG0008301	LOC6629923|XP_002054557.2|DVIR	LOC117146056|XP_033167887.1|DMAU
OG0008302	LOC6631503|XP_032295856.1|DVIR	LOC117147811|XP_033170755.1|DMAU
OG0008303	LOC6633770|XP_002057302.1|DVIR	LOC117147021|XP_033169600.1|DMAU
OG0008304	LOC6631580|XP_032295546.1|DVIR	LOC117148326|XP_033171550.1|DMAU
OG0008305	LOC6636717|XP_002060190.1|DVIR	LOC117146711|XP_033169018.1|DMAU
OG0008306	LOC6631831|XP_002055473.1|DVIR	LOC117148764|XP_033172251.1|DMAU
OG0008307	LOC6629668|XP_002054762.1|DVIR	LOC117145034|XP_033166430.1|DMAU
OG0008308	LOC6630858|XP_015027280.1|DVIR	LOC117142333|XP_033162140.1|DMAU
OG0008309	LOC6634326|XP_002057679.1|DVIR	LOC117136743|XP_033153669.1|DMAU
OG0008310	LOC6624338|XP_002047590.1|DVIR	LOC117139077|XP_033157079.1|DMAU
OG0008312	LOC6634978|XP_002058426.1|DVIR	LOC117145965|XP_033167758.1|DMAU
OG0008313	LOC6632182|XP_002055280.1|DVIR	LOC117148591|XP_033171960.1|DMAU
OG0008314	LOC6626372|XP_002049395.1|DVIR	LOC117137694|XP_033155154.1|DMAU
OG0008315	LOC6623964|XP_002047386.1|DVIR	LOC117139816|XP_033158338.1|DMAU
OG0008317	LOC6630069|XP_015027682.1|DVIR	LOC117145012|XP_033166395.1|DMAU
OG0008318	LOC6636668|XP_032295790.1|DVIR	LOC117147628|XP_033170484.1|DMAU
OG0008319	LOC6626619|XP_002050603.1|DVIR	LOC117136856|XP_033153847.1|DMAU
OG0008320	LOC6631544|XP_015026610.1|DVIR	LOC117148718|XP_033172158.1|DMAU
OG0008321	LOC6629917|XP_002054551.1|DVIR	LOC117145776|XP_033167444.1|DMAU
OG0008322	LOC6634073|XP_002057415.1|DVIR	LOC117135224|XP_033151231.1|DMAU
OG0008323	LOC6632417|XP_002055798.1|DVIR	LOC117146066|XP_033167898.1|DMAU
OG0008324	LOC6633682|XP_002057287.1|DVIR	LOC117147292|XP_033170030.1|DMAU
OG0008325	LOC6631660|XP_002055011.2|DVIR	LOC117148648|XP_033172041.1|DMAU
OG0008326	LOC6632376|XP_032296731.1|DVIR	LOC117143686|XP_033164363.1|DMAU
OG0008328	LOC6633641|XP_002056835.1|DVIR	LOC117148184|XP_033171345.1|DMAU
OG0008329	LOC6634802|XP_032289259.1|DVIR	LOC117146878|XP_033169359.1|DMAU
OG0008330	LOC6627107|XP_002050847.1|DVIR	LOC117136621|XP_033153500.1|DMAU
OG0008331	LOC6622279|XP_002047122.1|DVIR	LOC117141185|XP_033160414.1|DMAU
OG0008332	LOC6622682|XP_032290386.1|DVIR	LOC117140473|XP_033159313.1|DMAU
OG0008333	LOC6623533|XP_002047133.1|DVIR	LOC117139819|XP_033158341.1|DMAU
OG0008334	LOC6624665|XP_032290958.1|DVIR	LOC117140265|XP_033158982.1|DMAU
OG0008335	LOC6623175|XP_002047754.1|DVIR	LOC117139518|XP_033157770.1|DMAU
OG0008336	LOC6622364|XP_002047501.2|DVIR	LOC117140963|XP_033160077.1|DMAU
OG0008337	LOC6626392|XP_002048731.1|DVIR	LOC117136535|XP_033153375.1|DMAU
OG0008338	LOC6623056|XP_002048499.1|DVIR	LOC117139538|XP_033157802.1|DMAU
OG0008339	LOC6636038|XP_002059643.3|DVIR	LOC117146954|XP_033169507.1|DMAU
OG0008340	LOC6624957|XP_002050612.1|DVIR	LOC117138673|XP_033156815.1|DMAU
OG0008341	LOC6624067|XP_002046277.2|DVIR	LOC117140626|XP_033159537.1|DMAU
OG0008342	LOC6624116|XP_002046622.1|DVIR	LOC117142005|XP_033161745.1|DMAU
OG0008343	LOC6630226|XP_002054800.1|DVIR	LOC117144977|XP_033166335.1|DMAU
OG0008344	LOC6624006|XP_002046555.2|DVIR	LOC117141831|XP_033161377.1|DMAU
OG0008345	LOC6624171|XP_002046900.2|DVIR	LOC117139837|XP_033158375.1|DMAU
OG0008346	LOC6631401|XP_015026340.1|DVIR	LOC117147381|XP_033170143.1|DMAU
OG0008347	LOC6627537|XP_002051706.1|DVIR	LOC117150447|XP_033173224.1|DMAU
OG0008348	LOC6622537|XP_002046703.1|DVIR	LOC117139833|XP_033158365.1|DMAU
OG0008349	LOC6622252|XP_002047477.3|DVIR	LOC117141628|XP_033161049.1|DMAU
OG0008350	LOC6632129|XP_002055102.1|DVIR	LOC117146831|XP_033169276.1|DMAU
OG0008351	LOC6622109|XP_002046541.2|DVIR	LOC117141822|XP_033161366.1|DMAU
OG0008352	LOC6623851|XP_002046230.1|DVIR	LOC117139676|XP_033158045.1|DMAU
OG0008353	LOC6622835|XP_002046696.1|DVIR	LOC117141371|XP_033160668.1|DMAU
OG0008354	LOC6632177|XP_002055275.1|DVIR	LOC117147358|XP_033170113.1|DMAU
OG0008355	LOC6625400|XP_002050141.2|DVIR	LOC117136702|XP_033153611.1|DMAU
OG0008356	LOC6633339|XP_002056867.1|DVIR	LOC117142107|XP_033161884.1|DMAU
OG0008357	LOC6632614|XP_002056314.1|DVIR	LOC117142396|XP_033162234.1|DMAU
OG0008358	LOC6627576|XP_032293565.1|DVIR	LOC117150644|XP_033173510.1|DMAU
OG0008359	LOC6625209|XP_002050625.2|DVIR	LOC117137807|XP_033155372.1|DMAU
OG0008360	LOC6624879|XP_002050883.2|DVIR	LOC117137252|XP_033154506.1|DMAU
OG0008361	LOC6634374|XP_015025281.1|DVIR	LOC117150539|XP_033173356.1|DMAU
OG0008362	LOC6634635|XP_002058034.1|DVIR	LOC117147028|XP_033169612.1|DMAU
OG0008363	LOC6627182|XP_002049747.1|DVIR	LOC117136283|XP_033153009.1|DMAU
OG0008364	LOC6622517|XP_002048432.1|DVIR	LOC117141905|XP_033161508.1|DMAU
OG0008365	LOC6625410|XP_032292734.1|DVIR	LOC117136798|XP_033153747.1|DMAU
OG0008366	LOC6633143|XP_002056382.1|DVIR	LOC117143712|XP_033164402.1|DMAU
OG0008367	LOC6635501|XP_002059041.3|DVIR	LOC117146453|XP_033168572.1|DMAU
OG0008368	LOC6627823|XP_002051136.1|DVIR	LOC117150764|XP_033173695.1|DMAU
OG0008369	LOC116652050|XP_032295703.1|DVIR	LOC117148872|XP_033172434.1|DMAU
OG0008370	LOC26530678|XP_015024793.1|DVIR	LOC117145990|XP_033167795.1|DMAU
OG0008371	LOC6630661|XP_015027433.1|DVIR	LOC117142288|XP_033162065.1|DMAU
OG0008372	LOC6622185|XP_002048302.1|DVIR	LOC117135676|XP_033151964.1|DMAU
OG0008373	LOC6627423|XP_032293880.1|DVIR	LOC117146489|XP_033168622.1|DMAU
OG0008374	LOC6627305|XP_002051286.1|DVIR	LOC117136740|XP_033153663.1|DMAU
OG0008375	LOC6635633|XP_002059238.1|DVIR	LOC117136462|XP_033153285.1|DMAU
OG0008376	LOC6628541|XP_002051853.1|DVIR	LOC117150758|XP_033173686.1|DMAU
OG0008377	LOC26531560|XP_032294309.1|DVIR	LOC117147614|XP_033170466.1|DMAU
OG0008378	LOC6627504|XP_032294307.1|DVIR	LOC117147604|XP_033170454.1|DMAU
OG0008379	LOC6634056|XP_002057889.1|DVIR	LOC117137004|XP_033154084.1|DMAU
OG0008380	LOC6628090|XP_015028081.1|DVIR	LOC117142345|XP_033162156.1|DMAU
OG0008381	LOC6628825|XP_002052590.1|DVIR	LOC117139060|XP_033157063.1|DMAU
OG0008383	LOC6628836|XP_002052744.1|DVIR	LOC117140126|XP_033158785.1|DMAU
OG0008384	LOC6627520|XP_002051629.1|DVIR	LOC117144944|XP_033166292.1|DMAU
OG0008385	LOC6628098|XP_002052422.1|DVIR	LOC117137221|XP_033154470.1|DMAU
OG0008386	LOC6631984|XP_002055609.1|DVIR	LOC117146943|XP_033169484.1|DMAU
OG0008387	LOC6633058|XP_032289701.1|DVIR	LOC117142855|XP_033162987.1|DMAU
OG0008388	LOC6634311|XP_002057561.1|DVIR	LOC117150826|XP_033173784.1|DMAU
OG0008389	LOC6628932|XP_032294388.1|DVIR	LOC117150510|XP_033173308.1|DMAU
OG0008390	LOC6628403|XP_002052046.1|DVIR	LOC117138878|XP_033156868.1|DMAU
OG0008391	LOC6628462|XP_002051834.2|DVIR	LOC117148619|XP_033172002.1|DMAU
OG0008392	LOC6624220|XP_002048073.1|DVIR	LOC117139393|XP_033157550.1|DMAU
OG0008393	LOC6622781|XP_032290926.1|DVIR	LOC117141756|XP_033161269.1|DMAU
OG0008394	LOC6624350|XP_002047464.1|DVIR	LOC117139515|XP_033157764.1|DMAU
OG0008395	LOC6631654|XP_015026447.1|DVIR	LOC117148618|XP_033171997.1|DMAU
OG0008396	LOC6633614|XP_032294955.1|DVIR	LOC117146900|XP_033169398.1|DMAU
OG0008397	LOC6631498|XP_002055132.2|DVIR	LOC117146971|XP_033169531.1|DMAU
OG0008398	LOC6633295|XP_002056878.3|DVIR	LOC117148365|XP_033171613.1|DMAU
OG0008399	LOC6633617|XP_032296654.1|DVIR	LOC117148257|XP_033171453.1|DMAU
OG0008400	LOC6624174|XP_002047423.1|DVIR	LOC117141765|XP_033161285.1|DMAU
OG0008401	LOC6628637|XP_002051881.1|DVIR	LOC117138019|XP_033155721.1|DMAU
OG0008402	LOC6629845|XP_002054466.1|DVIR	LOC117145170|XP_033166610.1|DMAU
OG0008403	LOC6635578|XP_002058992.2|DVIR	LOC117146821|XP_033169266.1|DMAU
OG0008404	LOC6630764|XP_002054623.2|DVIR	LOC117143930|XP_033164737.1|DMAU
OG0008405	LOC6633291|XP_002056874.1|DVIR	LOC117148243|XP_033171438.1|DMAU
OG0008406	LOC6634798|XP_032296452.1|DVIR	LOC117147000|XP_033169571.1|DMAU
OG0008407	LOC6632927|XP_002056562.3|DVIR	LOC117142658|XP_033162674.1|DMAU
OG0008408	LOC6633550|XP_032296214.1|DVIR	LOC117148897|XP_033172494.1|DMAU
OG0008409	LOC6624217|XP_032291079.1|DVIR	LOC117139846|XP_033158383.1|DMAU
OG0008410	LOC6629577|XP_002054869.1|DVIR	LOC117143014|XP_033163272.1|DMAU
OG0008411	LOC6633227|XP_002056285.2|DVIR	LOC117143805|XP_033164540.1|DMAU
OG0008412	LOC6633284|XP_032296590.1|DVIR	LOC117148317|XP_033171538.1|DMAU
OG0008413	LOC6623012|XP_015030426.1|DVIR	LOC117140673|XP_033159615.1|DMAU
OG0008414	LOC6634663|XP_002058116.1|DVIR	LOC117146618|XP_033168838.1|DMAU
OG0008415	LOC6636158|XP_002059665.1|DVIR	LOC117146449|XP_033168567.1|DMAU
OG0008416	LOC6631970|XP_002054974.1|DVIR	LOC117148218|XP_033171398.1|DMAU
OG0008417	LOC6634668|XP_002057984.1|DVIR	LOC117148679|XP_033172109.1|DMAU
OG0008418	LOC6631759|XP_032295601.1|DVIR	LOC117146852|XP_033169308.1|DMAU
OG0008419	LOC6634779|XP_032296441.1|DVIR	LOC117148823|XP_033172361.1|DMAU
OG0008420	LOC6633653|XP_002056847.1|DVIR	LOC117148124|XP_033171237.1|DMAU
OG0008421	LOC6631392|XP_015026402.1|DVIR	LOC117146938|XP_033169477.1|DMAU
OG0008422	LOC6634803|XP_002057916.1|DVIR	LOC117146877|XP_033169357.1|DMAU
OG0008423	LOC6624937|XP_002049036.1|DVIR	LOC117136976|XP_033154042.1|DMAU
OG0008424	LOC6633453|XP_002057336.1|DVIR	LOC117147046|XP_033169684.1|DMAU
OG0008425	LOC6629506|XP_032289405.1|DVIR	LOC117143691|XP_033164370.1|DMAU
OG0008426	LOC6625959|XP_002049590.1|DVIR	LOC117138564|XP_033156615.1|DMAU
OG0008427	LOC6633242|XP_032296070.1|DVIR	LOC117147132|XP_033169801.1|DMAU
OG0008428	LOC6628015|XP_002051319.1|DVIR	LOC117146814|XP_033169254.1|DMAU
OG0008429	LOC6629348|XP_002053264.1|DVIR	LOC117144959|XP_033166306.1|DMAU
OG0008430	LOC6636162|XP_002059491.1|DVIR	LOC117147466|XP_033170248.1|DMAU
OG0008431	LOC6626403|XP_002050011.1|DVIR	LOC117142089|XP_033161863.1|DMAU
OG0008432	LOC6633213|XP_032289767.1|DVIR	LOC117145944|XP_033167715.1|DMAU
OG0008433	LOC6622589|XP_015030555.1|DVIR	LOC117141584|XP_033160988.1|DMAU
OG0008434	LOC6629488|XP_002054083.1|DVIR	LOC117143615|XP_033164264.1|DMAU
OG0008435	LOC6628086|XP_002051146.1|DVIR	LOC117150489|XP_033173282.1|DMAU
OG0008436	LOC26531916|XP_015023626.1|DVIR	LOC117136198|XP_033152835.1|DMAU
OG0008438	LOC6629267|XP_032294939.1|DVIR	LOC117144728|XP_033165962.1|DMAU
OG0008439	LOC6625210|XP_015029806.1|DVIR	LOC117136366|XP_033153137.1|DMAU
OG0008440	LOC6632400|XP_032289616.1|DVIR	LOC117145761|XP_033167417.1|DMAU
OG0008441	LOC6622673|XP_002047668.2|DVIR	LOC117140549|XP_033159434.1|DMAU
OG0008442	LOC6635368|XP_002058892.1|DVIR	LOC117138549|XP_033156597.1|DMAU
OG0008443	LOC6623712|XP_002048254.1|DVIR	LOC117139482|XP_033157693.1|DMAU
OG0008444	LOC6623897|XP_002048638.1|DVIR	LOC117141735|XP_033161244.1|DMAU
OG0008445	LOC6634436|XP_002057910.2|DVIR	LOC117147972|XP_033171012.1|DMAU
OG0008446	LOC6632064|XP_002055619.3|DVIR	LOC117147877|XP_033170848.1|DMAU
OG0008447	LOC6633500|XP_002056824.1|DVIR	LOC117146649|XP_033168873.1|DMAU
OG0008448	LOC6633840|XP_032296648.1|DVIR	LOC117148735|XP_033172194.1|DMAU
OG0008449	LOC6631878|XP_002054951.1|DVIR	LOC117147016|XP_033169591.1|DMAU
OG0008450	LOC6636791|XP_032289296.1|DVIR	LOC117147433|XP_033170204.1|DMAU
OG0008451	LOC6632518|XP_002056528.1|DVIR	LOC117145517|XP_033167099.1|DMAU
OG0008452	LOC6628304|XP_002052858.2|DVIR	LOC117150679|XP_033173576.1|DMAU
OG0008453	LOC6636330|XP_002059929.2|DVIR	LOC117138278|XP_033156138.1|DMAU
OG0008454	LOC6633537|XP_002057365.2|DVIR	LOC117146726|XP_033169054.1|DMAU
OG0008455	LOC6622204|XP_002046321.2|DVIR	LOC117141798|XP_033161331.1|DMAU
OG0008456	LOC6632925|XP_002056560.1|DVIR	LOC117145658|XP_033167280.1|DMAU
OG0008457	LOC6629801|XP_002053377.1|DVIR	LOC117142423|XP_033162274.1|DMAU
OG0008458	LOC6627194|XP_002049439.1|DVIR	LOC117136116|XP_033152703.1|DMAU
OG0008459	LOC6631358|XP_002055662.1|DVIR	LOC117147498|XP_033170291.1|DMAU
OG0008460	LOC6627738|XP_002051122.2|DVIR	LOC117135283|XP_033151342.1|DMAU
OG0008461	LOC6627372|XP_015028625.1|DVIR	LOC117137950|XP_033155606.1|DMAU
OG0008462	LOC6628455|XP_002051827.1|DVIR	LOC117150366|XP_033173120.1|DMAU
OG0008463	LOC26530741|XP_015028846.2|DVIR	LOC117137988|XP_033155667.1|DMAU
OG0008464	LOC6626602|XP_002050636.1|DVIR	LOC117137506|XP_033154877.1|DMAU
OG0008465	LOC26530585|XP_015024744.1|DVIR	LOC117135622|XP_033151875.1|DMAU
OG0008466	LOC6625044|XP_002048815.2|DVIR	LOC117135561|XP_033151758.1|DMAU
OG0008467	LOC6625204|XP_002050300.1|DVIR	LOC117137262|XP_033154516.1|DMAU
OG0008468	LOC6627896|XP_002051810.1|DVIR	LOC117150869|XP_033173879.1|DMAU
OG0008469	LOC26531430|XP_015024749.1|DVIR	LOC117148451|XP_033171716.1|DMAU
OG0008472	LOC6625852|XP_032291678.1|DVIR	LOC117138240|XP_033156080.1|DMAU
OG0008473	LOC6631486|XP_002055431.2|DVIR	LOC117146346|XP_033168377.1|DMAU
OG0008474	LOC6629854|XP_002053177.3|DVIR	LOC117146050|XP_033167881.1|DMAU
OG0008475	LOC6634358|XP_002057699.1|DVIR	LOC117142866|XP_033163023.1|DMAU
OG0008476	LOC6630205|XP_002053708.1|DVIR	LOC117145029|XP_033166422.1|DMAU
OG0008477	LOC6627150|XP_015029572.1|DVIR	LOC117137480|XP_033154851.1|DMAU
OG0008478	LOC26531866|XP_032288952.1|DVIR	LOC117142995|XP_033163240.1|DMAU
OG0008479	LOC6626449|XP_002049806.1|DVIR	LOC117135682|XP_033151975.1|DMAU
OG0008480	LOC6622158|XP_032290034.1|DVIR	LOC117141607|XP_033161013.1|DMAU
OG0008481	LOC6633547|XP_002057244.1|DVIR	LOC117147092|XP_033169747.1|DMAU
OG0008482	LOC6623222|XP_002046715.1|DVIR	LOC117147412|XP_033170179.1|DMAU, LOC117139960|XP_033158544.1|DMAU
OG0008483	LOC6627979|XP_002051785.2|DVIR	LOC117150948|XP_033174012.1|DMAU
OG0008484	LOC6632658|XP_002056464.1|DVIR	LOC117143669|XP_033164341.1|DMAU
OG0008485	LOC6628244|XP_015028190.1|DVIR	LOC117135153|XP_033151104.1|DMAU
OG0008486	LOC6636249|XP_015023970.1|DVIR	LOC117146337|XP_033168345.1|DMAU
OG0008487	LOC6632045|XP_002055242.1|DVIR	LOC117147124|XP_033169782.1|DMAU
OG0008488	LOC6632649|XP_002056548.1|DVIR	LOC117142732|XP_033162793.1|DMAU
OG0008489	LOC26531623|XP_015026298.1|DVIR	LOC117144338|XP_033165341.1|DMAU
OG0008490	LOC6629536|XP_002053664.1|DVIR	LOC117145900|XP_033167642.1|DMAU
OG0008491	LOC6629412|XP_002053068.2|DVIR	LOC117145431|XP_033166970.1|DMAU
OG0008492	LOC6627766|XP_002052655.1|DVIR	LOC117150295|XP_033173008.1|DMAU
OG0008493	LOC6634051|XP_032289040.1|DVIR	LOC117150253|XP_033172944.1|DMAU
OG0008494	LOC6626428|XP_002050268.1|DVIR	LOC117136716|XP_033153630.1|DMAU
OG0008495	LOC6625279|XP_002049864.2|DVIR	LOC117137609|XP_033155022.1|DMAU
OG0008496	LOC116649980|XP_032289193.1|DVIR, LOC26530826|XP_015024746.1|DVIR	LOC117135621|XP_033151874.1|DMAU
OG0008497	LOC26530492|XP_015030211.1|DVIR	LOC117138025|XP_033155724.1|DMAU
OG0008498	LOC6626778|XP_032292392.1|DVIR	LOC117137851|XP_033155450.1|DMAU
OG0008499	LOC6624917|XP_002049112.1|DVIR	LOC117136698|XP_033153607.1|DMAU
OG0008500	LOC6626518|XP_002048916.2|DVIR	LOC117137401|XP_033154713.1|DMAU
OG0008501	LOC6623280|XP_002046955.1|DVIR	LOC117139317|XP_033157452.1|DMAU
OG0008502	LOC6631610|XP_002055068.1|DVIR	LOC117146849|XP_033169300.1|DMAU
OG0008503	LOC6634810|XP_002058136.3|DVIR	LOC117146740|XP_033169087.1|DMAU
OG0008504	LOC26530543|XP_015023729.1|DVIR	LOC117141992|XP_033161723.1|DMAU
OG0008505	LOC6623632|XP_032291369.1|DVIR	LOC117140516|XP_033159386.1|DMAU
OG0008506	LOC6624008|XP_002046293.1|DVIR	LOC117139593|XP_033157899.1|DMAU
OG0008507	LOC6624207|XP_002048350.1|DVIR	LOC117139064|XP_033157064.1|DMAU
OG0008508	LOC6636685|XP_032295670.1|DVIR	LOC117148542|XP_033171865.1|DMAU
OG0008509	LOC6633776|XP_002057308.1|DVIR	LOC117146935|XP_033169471.1|DMAU, LOC117143808|XP_033164544.1|DMAU, LOC117147080|XP_033169734.1|DMAU
OG0008510	LOC6631867|XP_002055728.2|DVIR	LOC117147743|XP_033170635.1|DMAU, LOC117148875|XP_033172438.1|DMAU, LOC117148874|XP_033172437.1|DMAU
OG0008512	LOC6627909|XP_002051402.2|DVIR, LOC6627601|XP_002051403.1|DVIR	LOC117147807|XP_033170750.1|DMAU, LOC117147608|XP_033170456.1|DMAU
OG0008513	LOC116651641|XP_032294320.1|DVIR	LOC117150762|XP_033173690.1|DMAU
OG0008514	LOC6629044|XP_002052190.1|DVIR	LOC117144426|XP_033165464.1|DMAU
OG0008515	LOC6629037|XP_002052183.1|DVIR	LOC117138158|XP_033155931.1|DMAU
OG0008516	LOC6624177|XP_002047452.1|DVIR	LOC117140230|XP_033158920.1|DMAU
OG0008517	LOC6623716|XP_002047347.1|DVIR	LOC117140001|XP_033158602.1|DMAU
OG0008518	LOC6624691|XP_002048125.1|DVIR	LOC117140200|XP_033158876.1|DMAU
OG0008519	LOC26530688|XP_015024374.2|DVIR	LOC117138034|XP_033155735.1|DMAU
OG0008520	LOC6630347|XP_002054596.2|DVIR	LOC117142552|XP_033162492.1|DMAU
OG0008523	LOC6634167|XP_002057534.1|DVIR	LOC117147074|XP_033169729.1|DMAU
OG0008524	LOC6633803|XP_032296643.1|DVIR	LOC117148568|XP_033171917.1|DMAU, LOC117148047|XP_033171123.1|DMAU
OG0008527	LOC6631840|XP_032295443.1|DVIR	LOC117148287|XP_033171498.1|DMAU
OG0008528	LOC26531816|XP_032294445.1|DVIR	LOC117141649|XP_033161113.1|DMAU
OG0008529	LOC6634724|XP_002058323.1|DVIR	LOC117147205|XP_033169910.1|DMAU
OG0008530	LOC6631538|XP_002055062.1|DVIR	LOC117146404|XP_033168479.1|DMAU
OG0008531	LOC6634585|XP_015025072.1|DVIR	LOC117148427|XP_033171689.1|DMAU
OG0008532	LOC6631505|XP_002055324.3|DVIR	LOC117148398|XP_033171653.1|DMAU
OG0008534	LOC6631432|XP_002055540.2|DVIR	LOC117147444|XP_033170217.1|DMAU
OG0008535	LOC6633244|XP_032289258.1|DVIR	LOC117147980|XP_033171021.1|DMAU
OG0008536	LOC6633526|XP_002057074.1|DVIR	LOC117147152|XP_033169824.1|DMAU
OG0008537	LOC6632475|XP_032289420.1|DVIR	LOC117142522|XP_033162456.1|DMAU
OG0008538	LOC6636660|XP_002060138.1|DVIR	LOC117146562|XP_033168751.1|DMAU
OG0008540	LOC6630335|XP_002053010.1|DVIR	LOC117143086|XP_033163453.1|DMAU
OG0008541	LOC6627177|XP_002050395.3|DVIR	LOC117137986|XP_033155661.1|DMAU
OG0008542	LOC6622413|XP_002046977.1|DVIR	LOC117141119|XP_033160331.1|DMAU
OG0008544	LOC26531697|XP_015030354.1|DVIR	LOC117138003|XP_033155695.1|DMAU
OG0008546	LOC6624070|XP_002047431.2|DVIR	LOC117140094|XP_033158740.1|DMAU
OG0008547	LOC6633496|XP_032296399.1|DVIR	LOC117147139|XP_033169809.1|DMAU
OG0008548	LOC26531687|XP_032293863.1|DVIR	LOC117143821|XP_033164558.1|DMAU
OG0008549	LOC6629325|XP_032288815.1|DVIR	LOC117143984|XP_033164816.1|DMAU
OG0008550	LOC6622629|XP_002048445.1|DVIR, LOC116650458|XP_032290006.1|DVIR, LOC116649855|XP_032288958.1|DVIR, LOC6622662|XP_002048448.3|DVIR	LOC117147090|XP_033169746.1|DMAU
OG0008552	LOC6623489|XP_002046767.1|DVIR	LOC117139471|XP_033157679.1|DMAU
OG0008553	LOC6635974|XP_002059403.1|DVIR	LOC117137923|XP_033155564.1|DMAU
OG0008554	LOC6635477|XP_032295544.1|DVIR	LOC117146422|XP_033168516.1|DMAU
OG0008555	LOC6634691|XP_002058344.1|DVIR	LOC117147895|XP_033170889.1|DMAU
OG0008556	LOC6626652|XP_002049882.1|DVIR	LOC117136570|XP_033153417.1|DMAU
OG0008558	LOC6634199|XP_002057731.2|DVIR, LOC116651565|XP_032294086.1|DVIR	LOC117147527|XP_033170342.1|DMAU
OG0008560	LOC6627638|XP_002051112.2|DVIR	LOC117146300|XP_033168227.1|DMAU
OG0008561	LOC6627492|XP_002052200.1|DVIR	LOC117143183|XP_033163596.1|DMAU
OG0008562	LOC6627804|XP_002051314.1|DVIR	LOC117150241|XP_033172926.1|DMAU
OG0008563	LOC6630959|XP_002054736.1|DVIR	LOC117142825|XP_033162938.1|DMAU
OG0008564	LOC6628856|XP_002051242.2|DVIR	LOC117150286|XP_033172996.1|DMAU
