Orthogroup	DVIR.longest_only	DBIA.longest_only
OG0009521	LOC6623439|XP_032289946.1|DVIR	LOC108034621|XP_016965046.1|DBIA
OG0009522	LOC6624761|XP_002049755.1|DVIR, LOC116651088|XP_032292725.1|DVIR	LOC108026852|XP_016953520.1|DBIA
OG0009523	LOC6626265|XP_002050907.1|DVIR	LOC108026661|XP_016953189.1|DBIA
OG0009524	LOC6627212|XP_002050209.1|DVIR	LOC108036275|XP_016967774.1|DBIA
OG0009525	LOC116650585|XP_032290527.1|DVIR, LOC6636449|XP_002059838.1|DVIR	LOC108022319|XP_016946669.1|DBIA
OG0009526	LOC116650869|XP_032291650.1|DVIR, LOC6636448|XP_002059837.1|DVIR	LOC108022369|XP_016946738.1|DBIA
OG0009527	LOC116651065|XP_032292710.1|DVIR, LOC6625446|XP_015030187.1|DVIR	LOC108029957|XP_016957949.1|DBIA
OG0009528	LOC6625870|XP_002050790.2|DVIR	LOC108026528|XP_016952965.1|DBIA
OG0009529	LOC6625856|XP_015029278.1|DVIR	LOC108022662|XP_016947217.1|DBIA
OG0009530	LOC116651133|XP_032292895.1|DVIR, LOC6626923|XP_032292896.1|DVIR	LOC108029330|XP_016957014.1|DBIA
OG0009531	LOC26531211|XP_015030296.1|DVIR	LOC108029990|XP_016957989.1|DBIA
OG0009532	LOC6626655|XP_002049885.1|DVIR	LOC108022434|XP_016946809.1|DBIA
OG0009533	LOC6624911|XP_002049108.1|DVIR	LOC108029401|XP_016957121.1|DBIA
OG0009534	LOC6626722|XP_002049093.1|DVIR	LOC108029426|XP_016957160.1|DBIA
OG0009535	LOC6625367|XP_032293172.1|DVIR	LOC108023034|XP_016947764.1|DBIA
OG0009536	LOC6630077|XP_015027374.1|DVIR	LOC108031110|XP_016959810.1|DBIA
OG0009537	LOC6636996|XP_032288939.1|DVIR, LOC6631139|XP_032288941.1|DVIR	LOC108031712|XP_016960866.1|DBIA
OG0009538	LOC6629274|XP_002052980.2|DVIR	LOC108025119|XP_016950874.1|DBIA
OG0009539	LOC6632865|XP_002056551.1|DVIR	LOC108027456|XP_016954399.1|DBIA
OG0009540	LOC6633232|XP_002055847.1|DVIR	LOC108026113|XP_016952302.1|DBIA
OG0009541	LOC116652034|XP_032295632.1|DVIR	LOC108024543|XP_016950000.1|DBIA
OG0009542	LOC6629485|XP_002054080.1|DVIR	LOC108025124|XP_016950880.1|DBIA
OG0009543	LOC6629573|XP_002054856.1|DVIR	LOC108025167|XP_016950934.1|DBIA, LOC108025018|XP_016950763.1|DBIA
OG0009545	LOC26531757|XP_032289406.1|DVIR, LOC116652194|XP_032296097.1|DVIR	LOC108025208|XP_016951030.1|DBIA
OG0009546	LOC6623688|XP_002048599.1|DVIR, LOC116651876|XP_032295027.1|DVIR	LOC108030978|XP_016959667.1|DBIA
OG0009557	LOC116652340|XP_032296691.1|DVIR	LOC108025978|XP_016952160.1|DBIA
OG0009560	LOC6632036|XP_002055502.1|DVIR	LOC108024033|XP_016949295.1|DBIA
OG0009563	LOC6622660|XP_002048451.3|DVIR	LOC108028781|XP_016956249.1|DBIA
OG0009564	LOC6636686|XP_015023799.1|DVIR	LOC108025782|XP_016951890.1|DBIA
OG0009565	LOC6623392|XP_002046775.1|DVIR	LOC108028626|XP_016956039.1|DBIA
OG0009567	LOC6635022|XP_002058449.2|DVIR	LOC108027159|XP_016953901.1|DBIA
OG0009568	LOC26530524|XP_015028821.1|DVIR	LOC108033425|XP_016963235.1|DBIA
OG0009569	LOC6631326|XP_002055784.1|DVIR	LOC108035759|XP_016966948.1|DBIA
OG0009571	LOC6629576|XP_002054859.2|DVIR	LOC108024508|XP_016949944.1|DBIA
OG0009572	LOC6633812|XP_032296598.1|DVIR	LOC108023799|XP_016948928.1|DBIA
OG0009573	LOC6633502|XP_002056826.1|DVIR	LOC108024802|XP_016950411.1|DBIA
OG0009574	LOC6634610|XP_002058095.2|DVIR	LOC108023381|XP_016948275.1|DBIA
OG0009575	LOC6636486|XP_002059848.1|DVIR	LOC108022297|XP_016946644.1|DBIA
OG0009576	LOC6635131|XP_002058548.1|DVIR	LOC108027102|XP_016953808.1|DBIA
OG0009577	LOC6628282|XP_002051475.1|DVIR	LOC108033616|XP_016963467.1|DBIA
OG0009579	LOC6632160|XP_002055769.1|DVIR	LOC108027616|XP_016954625.1|DBIA
OG0009580	LOC6636340|XP_002059939.3|DVIR	LOC108036485|XP_016968160.1|DBIA
OG0009581	LOC6634168|XP_002057535.2|DVIR	LOC108032338|XP_016961637.1|DBIA
OG0009582	LOC6622727|XP_002046683.2|DVIR	LOC108034821|XP_016965402.1|DBIA
OG0009583	LOC6631606|XP_002055723.1|DVIR	LOC108033021|XP_016962638.1|DBIA
OG0009584	LOC6636674|XP_002060152.1|DVIR	LOC108025651|XP_016951679.1|DBIA
OG0009585	LOC26530753|XP_015027821.1|DVIR	LOC108026252|XP_016952595.1|DBIA
OG0009586	LOC6623263|XP_002047257.1|DVIR	LOC108034706|XP_016965135.1|DBIA
OG0009587	LOC6625362|XP_002050234.1|DVIR	LOC108026946|XP_016953649.1|DBIA
OG0009588	LOC6629489|XP_002052948.1|DVIR	LOC108026024|XP_016952205.1|DBIA
OG0009589	LOC26530835|XP_015031658.1|DVIR	LOC108028587|XP_016955993.1|DBIA
OG0009590	LOC6624176|XP_002046889.1|DVIR	LOC108028663|XP_016956081.1|DBIA
OG0009591	LOC6632613|XP_002056313.1|DVIR	LOC108031556|XP_016960588.1|DBIA
OG0009592	LOC6630214|XP_002054579.1|DVIR	LOC108031868|XP_016961116.1|DBIA
OG0009593	LOC6630218|XP_015026907.1|DVIR	LOC108032175|XP_016961517.1|DBIA
OG0009594	LOC26530589|XP_015027810.1|DVIR	LOC108026119|XP_016952311.1|DBIA
OG0009595	LOC6632526|XP_032289599.1|DVIR	LOC108027085|XP_016953790.1|DBIA
OG0009596	LOC6632495|XP_002056448.1|DVIR	LOC108027457|XP_016954401.1|DBIA
OG0009597	LOC6632736|XP_002056451.1|DVIR	LOC108027067|XP_016953766.1|DBIA
OG0009598	LOC6632738|XP_002056453.2|DVIR	LOC108027327|XP_016954225.1|DBIA
OG0009599	LOC6630662|XP_032290412.1|DVIR	LOC108024874|XP_016950508.1|DBIA
OG0009600	LOC6630812|XP_002053357.2|DVIR	LOC108026133|XP_016952336.1|DBIA
OG0009601	LOC6629523|XP_002053325.1|DVIR	LOC108026114|XP_016952303.1|DBIA
OG0009602	LOC6629572|XP_032294971.1|DVIR	LOC108025153|XP_016950919.1|DBIA
OG0009603	LOC6629262|XP_002054679.1|DVIR	LOC108031602|XP_016960669.1|DBIA
OG0009604	LOC6634584|XP_002058085.1|DVIR	LOC108023348|XP_016948181.1|DBIA
OG0009605	LOC6630440|XP_002053481.1|DVIR	LOC108025097|XP_016950848.1|DBIA
OG0009606	LOC6630436|XP_002053477.1|DVIR	LOC108025062|XP_016950809.1|DBIA
OG0009607	LOC6630435|XP_002053476.1|DVIR	LOC108025127|XP_016950883.1|DBIA
OG0009608	LOC6629338|XP_032291313.1|DVIR	LOC108026078|XP_016952265.1|DBIA
OG0009609	LOC6630891|XP_002053137.1|DVIR	LOC108023893|XP_016949071.1|DBIA
OG0009610	LOC6629519|XP_002054589.1|DVIR	LOC108031760|XP_016960957.1|DBIA
OG0009611	LOC6629520|XP_002054590.2|DVIR	LOC108031344|XP_016960097.1|DBIA
OG0009612	LOC6632651|XP_002056550.1|DVIR	LOC108027002|XP_016953690.1|DBIA
OG0009613	LOC6628895|XP_002052192.2|DVIR	LOC108035201|XP_016966198.1|DBIA
OG0009614	LOC6630009|XP_002054771.3|DVIR	LOC108030985|XP_016959674.1|DBIA
OG0009615	LOC6630240|XP_002053904.1|DVIR	LOC108025185|XP_016950982.1|DBIA
OG0009616	LOC6630572|XP_002053921.1|DVIR	LOC108025116|XP_016950870.1|DBIA
OG0009617	LOC6632808|XP_032289460.1|DVIR	LOC108024259|XP_016949638.1|DBIA
OG0009618	LOC26530917|XP_032289243.1|DVIR	LOC108027262|XP_016954162.1|DBIA
OG0009619	LOC6630068|XP_002054374.2|DVIR	LOC108031768|XP_016960964.1|DBIA
OG0009620	LOC6632787|XP_002055869.1|DVIR	LOC108031175|XP_016959883.1|DBIA
OG0009621	LOC6632788|XP_002055870.1|DVIR	LOC108031023|XP_016959711.1|DBIA
OG0009622	LOC6635102|XP_002058662.1|DVIR	LOC108031150|XP_016959854.1|DBIA
OG0009623	LOC6630248|XP_002053762.2|DVIR, LOC6624131|XP_002048336.2|DVIR	LOC108027000|XP_016953688.1|DBIA
OG0009624	LOC6629367|XP_015027697.1|DVIR	LOC108023886|XP_016949060.1|DBIA
OG0009625	LOC6629827|XP_002054527.1|DVIR	LOC108025399|XP_016951363.1|DBIA
OG0009626	LOC6635165|XP_002058367.3|DVIR	LOC108031317|XP_016960053.1|DBIA
OG0009627	LOC6635164|XP_032289354.1|DVIR	LOC108031277|XP_016960007.1|DBIA
OG0009628	LOC6635169|XP_002058371.1|DVIR	LOC108031356|XP_016960115.1|DBIA
OG0009629	LOC6632707|XP_002056038.1|DVIR	LOC108024431|XP_016949838.1|DBIA
OG0009630	LOC6632701|XP_032289581.1|DVIR	LOC108024393|XP_016949793.1|DBIA
OG0009631	LOC6632413|XP_002056209.1|DVIR	LOC108024908|XP_016950574.1|DBIA
OG0009632	LOC6631809|XP_002055743.1|DVIR	LOC108032213|XP_016961566.1|DBIA
OG0009633	LOC6626945|XP_002050083.1|DVIR	LOC108022199|XP_016946540.1|DBIA
OG0009634	LOC6631045|XP_002054219.1|DVIR	LOC108025304|XP_016951191.1|DBIA
OG0009635	LOC6629671|XP_002054765.2|DVIR	LOC108031806|XP_016961017.1|DBIA
OG0009636	LOC6623820|XP_002048113.1|DVIR	LOC108028051|XP_016955179.1|DBIA
OG0009637	LOC6632592|XP_015026031.1|DVIR	LOC108032020|XP_016961315.1|DBIA
OG0009638	LOC6634976|XP_032295136.1|DVIR	LOC108031295|XP_016960027.1|DBIA
OG0009639	LOC6631170|XP_002053518.1|DVIR	LOC108027074|XP_016953777.1|DBIA
OG0009640	LOC6634919|XP_002058679.1|DVIR	LOC108025511|XP_016951522.1|DBIA
OG0009641	LOC6630721|XP_002053781.2|DVIR	LOC108031008|XP_016959697.1|DBIA
OG0009642	LOC6630722|XP_002053782.3|DVIR	LOC108031152|XP_016959857.1|DBIA
OG0009643	LOC6629983|XP_002054341.1|DVIR	LOC108022984|XP_016947704.1|DBIA
OG0009644	LOC6630027|XP_002054477.1|DVIR	LOC108024864|XP_016950495.1|DBIA
OG0009645	LOC6630025|XP_002054475.1|DVIR	LOC108024458|XP_016949865.1|DBIA
OG0009646	LOC6629831|XP_002054531.1|DVIR	LOC108025005|XP_016950750.1|DBIA
OG0009647	LOC6629828|XP_002054528.1|DVIR	LOC108025108|XP_016950860.1|DBIA
OG0009648	LOC6635121|XP_032294967.1|DVIR	LOC108027277|XP_016954141.1|DBIA
OG0009649	LOC6629428|XP_002054360.2|DVIR	LOC108024554|XP_016950024.1|DBIA
OG0009650	LOC6627574|XP_015028385.1|DVIR	LOC108034395|XP_016964768.1|DBIA
OG0009651	LOC6627892|XP_002052298.1|DVIR	LOC108033610|XP_016963462.1|DBIA
OG0009652	LOC6628260|XP_002052540.1|DVIR	LOC108032752|XP_016962231.1|DBIA
OG0009653	LOC6627723|XP_002052516.1|DVIR	LOC108029292|XP_016956983.1|DBIA
OG0009654	LOC6627724|XP_002052517.1|DVIR	LOC108029293|XP_016956984.1|DBIA
OG0009655	LOC6628135|XP_032294375.1|DVIR	LOC108036733|XP_016968525.1|DBIA
OG0009656	LOC6628563|XP_002051960.1|DVIR	LOC108032532|XP_016961882.1|DBIA
OG0009657	LOC6627358|XP_002051968.1|DVIR	LOC108028918|XP_016956426.1|DBIA
OG0009658	LOC6628107|XP_015028333.1|DVIR	LOC108033472|XP_016963298.1|DBIA
OG0009659	LOC6635681|XP_002059252.2|DVIR	LOC108027897|XP_016955005.1|DBIA
OG0009660	LOC6628412|XP_002052325.1|DVIR	LOC108036058|XP_016967490.1|DBIA
OG0009661	LOC6635766|XP_002059232.1|DVIR	LOC108034299|XP_016964651.1|DBIA
OG0009662	LOC6627518|XP_002051627.1|DVIR	LOC108034156|XP_016964448.1|DBIA
OG0009663	LOC6627677|XP_032294623.1|DVIR	LOC108029206|XP_016956873.1|DBIA
OG0009664	LOC6628984|XP_032294582.1|DVIR	LOC108027812|XP_016954879.1|DBIA
OG0009665	LOC6629051|XP_032294079.1|DVIR	LOC108029281|XP_016956969.1|DBIA
OG0009666	LOC6628445|XP_002051648.1|DVIR	LOC108033688|XP_016963663.1|DBIA
OG0009667	LOC6627497|XP_002052205.2|DVIR	LOC108033942|XP_016964116.1|DBIA
OG0009668	LOC6628814|XP_002052064.1|DVIR	LOC108034324|XP_016964684.1|DBIA
OG0009669	LOC6627586|XP_032293944.1|DVIR	LOC108033795|XP_016963894.1|DBIA
OG0009670	LOC6628675|XP_002051849.1|DVIR	LOC108029162|XP_016956791.1|DBIA
OG0009671	LOC6628781|XP_002052772.1|DVIR	LOC108033380|XP_016963189.1|DBIA
OG0009672	LOC6627346|XP_002052457.1|DVIR	LOC108032397|XP_016961706.1|DBIA
OG0009673	LOC6627344|XP_002052455.1|DVIR	LOC108032359|XP_016961660.1|DBIA
OG0009674	LOC6628326|XP_002051199.2|DVIR	LOC108032370|XP_016961679.1|DBIA
OG0009675	LOC6634240|XP_002057791.1|DVIR	LOC108029205|XP_016956871.1|DBIA
OG0009676	LOC6629185|XP_002051590.1|DVIR	LOC108033939|XP_016964112.1|DBIA
OG0009677	LOC6634377|XP_002057571.2|DVIR	LOC108036159|XP_016967640.1|DBIA
OG0009678	LOC6634075|XP_002057896.1|DVIR	LOC108033727|XP_016963761.1|DBIA
OG0009679	LOC6628591|XP_032293527.1|DVIR	LOC108034259|XP_016964605.1|DBIA
OG0009680	LOC6628807|XP_002051230.1|DVIR	LOC108032555|XP_016961925.1|DBIA
OG0009681	LOC6626961|XP_015029065.1|DVIR	LOC108022223|XP_016946566.1|DBIA
OG0009682	LOC6635911|XP_032291637.1|DVIR	LOC108022296|XP_016946643.1|DBIA
OG0009683	LOC6636387|XP_002059956.1|DVIR	LOC108030204|XP_016958451.1|DBIA
OG0009684	LOC6636388|XP_015023958.1|DVIR	LOC108030202|XP_016958448.1|DBIA
OG0009685	LOC6636391|XP_002059960.1|DVIR	LOC108029920|XP_016957902.1|DBIA
OG0009686	LOC6625025|XP_015029188.1|DVIR	LOC108022103|XP_016946434.1|DBIA
OG0009687	LOC6626300|XP_002050444.1|DVIR	LOC108023020|XP_016947744.1|DBIA
OG0009688	LOC6627200|XP_002050272.1|DVIR	LOC108030297|XP_016958620.1|DBIA
OG0009689	LOC6624888|XP_002050978.1|DVIR	LOC108029848|XP_016957825.1|DBIA
OG0009690	LOC6627239|XP_002050184.1|DVIR	LOC108022878|XP_016947562.1|DBIA
OG0009691	LOC6625389|XP_002050306.2|DVIR	LOC108026711|XP_016953302.1|DBIA
OG0009692	LOC6627214|XP_002050211.1|DVIR	LOC108036299|XP_016967799.1|DBIA
OG0009693	LOC6635945|XP_015024254.1|DVIR	LOC108022622|XP_016947153.1|DBIA
OG0009694	LOC6635928|XP_002059368.1|DVIR	LOC108022826|XP_016947457.1|DBIA
OG0009695	LOC6635852|XP_002059474.2|DVIR	LOC108022452|XP_016946849.1|DBIA
OG0009696	LOC26531003|XP_015030269.1|DVIR	LOC108030353|XP_016958709.1|DBIA
OG0009697	LOC6627327|XP_002051923.1|DVIR	LOC108034760|XP_016965196.1|DBIA
OG0009698	LOC6635953|XP_015024225.1|DVIR	LOC108030332|XP_016958682.1|DBIA
OG0009699	LOC6636406|XP_015023890.1|DVIR, LOC116649745|XP_032292222.1|DVIR	LOC108023025|XP_016947751.1|DBIA
OG0009700	LOC6626305|XP_002048784.1|DVIR	LOC108022991|XP_016947710.1|DBIA
OG0009701	LOC26530469|XP_015024972.1|DVIR	LOC108025483|XP_016951487.1|DBIA
OG0009703	LOC6628642|XP_002051886.1|DVIR	LOC108029165|XP_016956795.1|DBIA
OG0009704	LOC6626822|XP_002050381.1|DVIR	LOC108029394|XP_016957111.1|DBIA
OG0009705	LOC6626540|XP_002050750.2|DVIR	LOC108022936|XP_016947638.1|DBIA
OG0009706	LOC6625630|XP_002050755.1|DVIR	LOC108022299|XP_016946648.1|DBIA
OG0009707	LOC6630041|XP_002054560.3|DVIR	LOC108032029|XP_016961328.1|DBIA
OG0009708	LOC6636393|XP_002059962.1|DVIR	LOC108029896|XP_016957875.1|DBIA
OG0009709	LOC6636397|XP_002059966.1|DVIR	LOC108030305|XP_016958628.1|DBIA
OG0009710	LOC6636398|XP_002059967.1|DVIR	LOC108030306|XP_016958630.1|DBIA
OG0009711	LOC6636506|XP_002059986.1|DVIR	LOC108030044|XP_016958105.1|DBIA
OG0009712	LOC6623677|XP_002046216.2|DVIR	LOC108035020|XP_016965852.1|DBIA
OG0009713	LOC6626439|XP_002048907.1|DVIR	LOC108029548|XP_016957354.1|DBIA
OG0009714	LOC6624965|XP_002049326.1|DVIR	LOC108030316|XP_016958644.1|DBIA
OG0009715	LOC6626590|XP_002049769.1|DVIR	LOC108026853|XP_016953521.1|DBIA
OG0009716	LOC6625653|XP_032292846.1|DVIR	LOC108029609|XP_016957478.1|DBIA
OG0009717	LOC6635356|XP_002058902.2|DVIR	LOC108030214|XP_016958470.1|DBIA
OG0009718	LOC6625096|XP_002049547.2|DVIR	LOC108029378|XP_016957094.1|DBIA
OG0009719	LOC6626664|XP_002049475.2|DVIR	LOC108023065|XP_016947802.1|DBIA
OG0009720	LOC6625494|XP_002049011.1|DVIR	LOC108036369|XP_016967942.1|DBIA
OG0009721	LOC6626067|XP_002049375.1|DVIR	LOC108022203|XP_016946545.1|DBIA
OG0009722	LOC6625954|XP_002049389.1|DVIR	LOC108022611|XP_016947136.1|DBIA
OG0009723	LOC6636583|XP_002060014.3|DVIR	LOC108034576|XP_016964996.1|DBIA
OG0009724	LOC6625692|XP_002049818.1|DVIR	LOC108022905|XP_016947598.1|DBIA
OG0009725	LOC6626764|XP_002050918.1|DVIR	LOC108026513|XP_016952948.1|DBIA
OG0009726	LOC6631128|XP_002053504.1|DVIR	LOC108023430|XP_016948410.1|DBIA
OG0009727	LOC6635335|XP_002058884.1|DVIR	LOC108029794|XP_016957797.1|DBIA
OG0009728	LOC6624899|XP_002049117.2|DVIR	LOC108026595|XP_016953056.1|DBIA
OG0009729	LOC6625185|XP_002049118.1|DVIR	LOC108026598|XP_016953058.1|DBIA
OG0009730	LOC6633269|XP_002057150.1|DVIR	LOC108025667|XP_016951694.1|DBIA
OG0009731	LOC6625063|XP_032293152.1|DVIR	LOC108029855|XP_016957833.1|DBIA
OG0009732	LOC6624803|XP_002049653.1|DVIR	LOC108029738|XP_016957713.1|DBIA
OG0009733	LOC6635442|XP_002058982.1|DVIR	LOC108023330|XP_016948140.1|DBIA
OG0009734	LOC6634657|XP_002058110.1|DVIR	LOC108023786|XP_016948914.1|DBIA
OG0009735	LOC6628192|XP_032294240.1|DVIR	LOC108028160|XP_016955308.1|DBIA
OG0009736	LOC6633582|XP_032295940.1|DVIR	LOC108023485|XP_016948497.1|DBIA
OG0009737	LOC6632473|XP_002056174.1|DVIR	LOC108023656|XP_016948768.1|DBIA
OG0009738	LOC6635430|XP_002059066.3|DVIR	LOC108035753|XP_016966940.1|DBIA
OG0009739	LOC6635433|XP_002059069.2|DVIR	LOC108035757|XP_016966945.1|DBIA
OG0009740	LOC6636028|XP_002059633.2|DVIR	LOC108025861|XP_016952018.1|DBIA
OG0009741	LOC6634111|XP_002057879.1|DVIR	LOC108032467|XP_016961781.1|DBIA
OG0009742	LOC6631452|XP_032295611.1|DVIR	LOC108023946|XP_016949122.1|DBIA
OG0009743	LOC6632106|XP_015026705.1|DVIR	LOC108033188|XP_016962919.1|DBIA
OG0009744	LOC6633680|XP_002057285.1|DVIR	LOC108036562|XP_016968294.1|DBIA
OG0009745	LOC6632111|XP_032295439.1|DVIR	LOC108033088|XP_016962772.1|DBIA
OG0009746	LOC6634765|XP_032296447.1|DVIR	LOC108034711|XP_016965141.1|DBIA
OG0009747	LOC6634796|XP_002058132.1|DVIR, LOC116652286|XP_032296483.1|DVIR	LOC108032833|XP_016962338.1|DBIA
OG0009748	LOC6631954|XP_002054948.1|DVIR	LOC108024244|XP_016949614.1|DBIA
OG0009749	LOC6622357|XP_032290050.1|DVIR	LOC108028116|XP_016955254.1|DBIA
OG0009750	LOC6624273|XP_002047434.2|DVIR	LOC108034577|XP_016964998.1|DBIA
OG0009751	LOC6631513|XP_002055310.1|DVIR	LOC108023632|XP_016948734.1|DBIA
OG0009752	LOC6633424|XP_002057217.2|DVIR	LOC108023242|XP_016948009.1|DBIA
OG0009753	LOC6633422|XP_002057215.1|DVIR	LOC108023611|XP_016948707.1|DBIA
OG0009754	LOC6635851|XP_032292114.1|DVIR	LOC108022451|XP_016946848.1|DBIA
OG0009755	LOC6636729|XP_002060124.1|DVIR	LOC108025842|XP_016951996.1|DBIA
OG0009756	LOC6631457|XP_002055545.1|DVIR	LOC108027621|XP_016954632.1|DBIA
OG0009757	LOC6627143|XP_002048955.1|DVIR	LOC108023115|XP_016947870.1|DBIA
OG0009758	LOC6634958|XP_002058592.1|DVIR	LOC108026260|XP_016952602.1|DBIA
OG0009759	LOC6633628|XP_032295946.1|DVIR	LOC108032979|XP_016962547.1|DBIA
OG0009760	LOC6635481|XP_032295674.1|DVIR	LOC108024257|XP_016949633.1|DBIA
OG0009761	LOC6636935|XP_002060391.1|DVIR	LOC108024262|XP_016949637.1|DBIA
OG0009762	LOC6633871|XP_032296522.1|DVIR	LOC108023285|XP_016948066.1|DBIA
OG0009763	LOC6624685|XP_032291028.1|DVIR	LOC108028532|XP_016955921.1|DBIA
OG0009764	LOC6623282|XP_002047256.1|DVIR	LOC108034704|XP_016965134.1|DBIA
OG0009765	LOC6623259|XP_002046114.1|DVIR	LOC108028219|XP_016955378.1|DBIA
OG0009766	LOC6623461|XP_002046135.1|DVIR	LOC108028403|XP_016955707.1|DBIA
OG0009767	LOC6623188|XP_002046147.1|DVIR	LOC108028758|XP_016956220.1|DBIA
OG0009768	LOC6636568|XP_002060072.1|DVIR	LOC108035583|XP_016966743.1|DBIA
OG0009769	LOC6624114|XP_002046266.1|DVIR	LOC108028878|XP_016956363.1|DBIA
OG0009770	LOC6623011|XP_002046676.1|DVIR	LOC108028169|XP_016955319.1|DBIA
OG0009771	LOC6628700|XP_015028479.1|DVIR	LOC108029975|XP_016957974.1|DBIA
OG0009772	LOC6622838|XP_032291070.1|DVIR	LOC108027799|XP_016954866.1|DBIA
OG0009773	LOC6622595|XP_002047017.1|DVIR	LOC108035405|XP_016966514.1|DBIA
OG0009774	LOC6623117|XP_002046721.1|DVIR	LOC108034454|XP_016964828.1|DBIA
OG0009775	LOC6622776|XP_002048193.2|DVIR	LOC108028635|XP_016956047.1|DBIA
OG0009776	LOC6622072|XP_002047119.2|DVIR	LOC108035202|XP_016966196.1|DBIA
OG0009777	LOC6623324|XP_002047825.2|DVIR	LOC108035387|XP_016966483.1|DBIA
OG0009778	LOC6624343|XP_002046619.1|DVIR	LOC108035672|XP_016966869.1|DBIA
OG0009779	LOC6623028|XP_002046513.1|DVIR	LOC108028696|XP_016956130.1|DBIA
OG0009780	LOC6623042|XP_002046515.1|DVIR	LOC108028770|XP_016956234.1|DBIA
OG0009781	LOC6623435|XP_032290416.1|DVIR	LOC108028647|XP_016956061.1|DBIA
OG0009782	LOC6628588|XP_002051481.2|DVIR	LOC108035054|XP_016965923.1|DBIA
OG0009783	LOC6622985|XP_002047085.2|DVIR	LOC108030901|XP_016959572.1|DBIA
OG0009784	LOC6636813|XP_002060295.3|DVIR	LOC108034506|XP_016964915.1|DBIA
OG0009785	LOC6624675|XP_002047175.3|DVIR	LOC108028002|XP_016955119.1|DBIA
OG0009786	LOC6622789|XP_002048207.1|DVIR	LOC108028281|XP_016955479.1|DBIA
OG0009787	LOC6623398|XP_002048204.1|DVIR	LOC108030359|XP_016958719.1|DBIA
OG0009788	LOC6624239|XP_002047433.1|DVIR	LOC108035632|XP_016966820.1|DBIA
OG0009789	LOC6622401|XP_002046972.1|DVIR	LOC108035220|XP_016966234.1|DBIA
OG0009790	LOC26531440|XP_015030331.1|DVIR	LOC108022385|XP_016946756.1|DBIA
OG0009791	LOC6623495|XP_032290646.1|DVIR	LOC108034671|XP_016965100.1|DBIA
OG0009792	LOC6622322|XP_002046963.1|DVIR	LOC108035149|XP_016966081.1|DBIA
OG0009793	LOC6622678|XP_015030937.1|DVIR	LOC108028034|XP_016955164.1|DBIA
OG0009794	LOC6629821|XP_002053189.2|DVIR	LOC108026121|XP_016952313.1|DBIA
OG0009795	LOC6632118|XP_002055256.2|DVIR	LOC108035822|XP_016967058.1|DBIA
OG0009796	LOC6623430|XP_032291124.1|DVIR	LOC108028191|XP_016955341.1|DBIA
OG0009797	LOC6624370|XP_002047162.1|DVIR	LOC108034908|XP_016965631.1|DBIA
OG0009798	LOC6624731|XP_032291189.1|DVIR	LOC108034907|XP_016965630.1|DBIA
OG0009799	LOC6623807|XP_032290979.1|DVIR	LOC108028287|XP_016955487.1|DBIA
OG0009800	LOC6624495|XP_002047624.2|DVIR	LOC108030749|XP_016959285.1|DBIA
OG0009801	LOC6624653|XP_032290907.1|DVIR	LOC108034610|XP_016965034.1|DBIA
OG0009802	LOC6624430|XP_002046580.2|DVIR	LOC108035642|XP_016966836.1|DBIA
OG0009803	LOC6623885|XP_002046227.1|DVIR	LOC108034615|XP_016965038.1|DBIA
OG0009804	LOC6623789|XP_002046211.3|DVIR	LOC108035022|XP_016965855.1|DBIA
OG0009805	LOC6623775|XP_002046210.1|DVIR	LOC108034417|XP_016964789.1|DBIA
OG0009806	LOC6623766|XP_002046208.1|DVIR	LOC108035014|XP_016965847.1|DBIA
OG0009807	LOC6623624|XP_032290673.1|DVIR	LOC108034696|XP_016965125.1|DBIA
OG0009809	LOC6622827|XP_002047213.1|DVIR	LOC108028033|XP_016955160.1|DBIA
OG0009810	LOC6623837|XP_032290648.1|DVIR	LOC108028065|XP_016955194.1|DBIA
OG0009811	LOC6623923|XP_002048289.2|DVIR	LOC108028171|XP_016955321.1|DBIA
OG0009812	LOC6624078|XP_002046861.1|DVIR	LOC108028520|XP_016955892.1|DBIA
OG0009813	LOC6622664|XP_015030648.1|DVIR	LOC108030899|XP_016959564.1|DBIA
OG0009814	LOC6624487|XP_002046945.1|DVIR	LOC108034851|XP_016965478.1|DBIA
OG0009815	LOC6624702|XP_002047576.2|DVIR	LOC108035972|XP_016967280.1|DBIA
OG0009816	LOC6623048|XP_032290722.1|DVIR	LOC108034673|XP_016965102.1|DBIA
OG0009817	LOC6623027|XP_002048052.2|DVIR	LOC108034449|XP_016964822.1|DBIA
OG0009818	LOC6622377|XP_002047489.2|DVIR	LOC108028059|XP_016955187.1|DBIA
OG0009819	LOC6623999|XP_002047490.1|DVIR	LOC108028137|XP_016955282.1|DBIA
OG0009820	LOC6622363|XP_032290586.1|DVIR	LOC108028740|XP_016956196.1|DBIA
OG0009821	LOC6624253|XP_032290411.1|DVIR	LOC108028789|XP_016956259.1|DBIA
OG0009822	LOC6624160|XP_032290263.1|DVIR	LOC108028615|XP_016956024.1|DBIA
OG0009823	LOC6632072|XP_002054976.1|DVIR	LOC108035290|XP_016966346.1|DBIA
OG0009824	LOC6623311|XP_002048550.1|DVIR	LOC108028591|XP_016955994.1|DBIA
OG0009825	LOC6622352|XP_032290783.1|DVIR	LOC108034574|XP_016964995.1|DBIA
