Orthogroup	DVIR.longest_only	DBUS.longest_only
OG0010219	LOC6624942|XP_002049041.1|DVIR	LOC108595512|XP_017836254.1|DBUS
OG0010220	LOC6625374|XP_002048990.1|DVIR	LOC108595738|XP_017836514.1|DBUS
OG0010221	LOC6625372|XP_002048988.2|DVIR	LOC108594870|XP_017835498.1|DBUS
OG0010222	LOC6627129|XP_002048947.1|DVIR	LOC108596501|XP_017837821.1|DBUS
OG0010223	LOC6626330|XP_015029532.1|DVIR	LOC108596734|XP_017838282.1|DBUS
OG0010224	LOC6626737|XP_002049571.2|DVIR	LOC108596793|XP_017838385.1|DBUS
OG0010225	LOC6632346|XP_002056708.2|DVIR	LOC108604613|XP_017849641.1|DBUS
OG0010226	LOC6632279|XP_002056417.2|DVIR	LOC108602558|XP_017846182.1|DBUS
OG0010227	LOC26531605|XP_015026296.1|DVIR	LOC108603715|XP_017848245.1|DBUS
OG0010228	LOC6630185|XP_002053254.2|DVIR	LOC108603730|XP_017848263.1|DBUS
OG0010229	LOC6630675|XP_002054608.1|DVIR	LOC108602870|XP_017846647.1|DBUS
OG0010230	LOC6630539|XP_015027740.1|DVIR	LOC108602330|XP_017845905.1|DBUS
OG0010231	LOC6632797|XP_002056113.1|DVIR	LOC108602597|XP_017846223.1|DBUS
OG0010232	LOC26531060|XP_015026272.1|DVIR	LOC108601231|XP_017844618.1|DBUS
OG0010233	LOC6635204|XP_002058392.1|DVIR	LOC108603277|XP_017847426.1|DBUS
OG0010234	LOC26530675|XP_015024974.1|DVIR	LOC108602242|XP_017845780.1|DBUS
OG0010235	LOC6632216|XP_002055884.1|DVIR	LOC108602256|XP_017845799.1|DBUS
OG0010236	LOC6633057|XP_002055946.1|DVIR	LOC108603739|XP_017848285.1|DBUS
OG0010237	LOC6629373|XP_032295348.1|DVIR	LOC108603148|XP_017847183.1|DBUS
OG0010238	LOC6632991|XP_002056492.1|DVIR	LOC108602399|XP_017845999.1|DBUS
OG0010239	LOC6630885|XP_002053797.1|DVIR	LOC108602262|XP_017845805.1|DBUS
OG0010240	LOC6630878|XP_002053790.1|DVIR	LOC108603366|XP_017847613.1|DBUS
OG0010242	LOC6630713|XP_002054206.2|DVIR	LOC108601978|XP_017845461.1|DBUS
OG0010243	LOC6631060|XP_002054226.1|DVIR	LOC108602436|XP_017846046.1|DBUS
OG0010244	LOC6632696|XP_002056029.1|DVIR	LOC108602497|XP_017846114.1|DBUS
OG0010245	LOC6629296|XP_002054697.1|DVIR	LOC108602643|XP_017846277.1|DBUS
OG0010246	LOC6630181|XP_032292528.1|DVIR	LOC108604022|XP_017848756.1|DBUS
OG0010247	LOC6629553|XP_002053843.1|DVIR	LOC108602034|XP_017845531.1|DBUS
OG0010248	LOC116651930|XP_032295320.1|DVIR	LOC108604423|XP_017849378.1|DBUS
OG0010249	LOC6632779|XP_002056340.3|DVIR	LOC108602175|XP_017845701.1|DBUS
OG0010250	LOC6632374|XP_002056204.1|DVIR	LOC108603156|XP_017847201.1|DBUS
OG0010251	LOC6629909|XP_002054155.1|DVIR, LOC6629911|XP_002054157.1|DVIR	LOC108602475|XP_017846088.1|DBUS
OG0010253	LOC6626080|XP_032292571.1|DVIR	LOC108597407|XP_017839443.1|DBUS
OG0010254	LOC6627052|XP_002050833.1|DVIR	LOC108597561|XP_017839659.1|DBUS
OG0010259	LOC6623953|XP_002047850.2|DVIR	LOC108599090|XP_033149532.1|DBUS
OG0010260	LOC6633977|XP_002057842.1|DVIR	LOC108603474|XP_017847806.1|DBUS
OG0010272	LOC6626975|XP_002049528.2|DVIR	LOC108595637|XP_017836397.1|DBUS
OG0010275	LOC6635119|XP_002058571.2|DVIR	LOC108603443|XP_017847759.1|DBUS
OG0010277	LOC116651919|XP_032295281.1|DVIR	LOC108604492|XP_017849474.1|DBUS
OG0010279	LOC6632511|XP_002056016.2|DVIR	LOC108603855|XP_017848498.1|DBUS
OG0010280	LOC6631605|XP_002055722.1|DVIR	LOC108606179|XP_017851518.1|DBUS
OG0010281	LOC6622583|XP_032290779.1|DVIR	LOC108599771|XP_017842305.2|DBUS
OG0010282	LOC6630445|XP_002053720.2|DVIR	LOC108603165|XP_017847211.1|DBUS
OG0010284	LOC6629759|XP_002053901.2|DVIR	LOC108601777|XP_017845193.1|DBUS
OG0010288	LOC6634981|XP_032295001.1|DVIR	LOC108603485|XP_017847823.1|DBUS
OG0010289	LOC6635040|XP_002058683.1|DVIR	LOC108601775|XP_017845190.1|DBUS
OG0010292	LOC116651917|XP_032295276.1|DVIR	LOC117134866|XP_033150063.1|DBUS
OG0010295	LOC6628008|XP_002051414.1|DVIR	LOC108601936|XP_017845406.1|DBUS
OG0010296	LOC6627174|XP_032291975.1|DVIR	LOC108597176|XP_017839082.1|DBUS
OG0010298	LOC6625026|XP_032292034.1|DVIR	LOC108595779|XP_017836560.1|DBUS
OG0010301	LOC6633195|XP_002056682.1|DVIR	LOC108602460|XP_017846072.1|DBUS
OG0010302	LOC26531446|XP_015030333.1|DVIR	LOC108596645|XP_017838109.1|DBUS
OG0010304	LOC6631707|XP_032295889.1|DVIR	LOC108604947|XP_017850006.1|DBUS
OG0010305	LOC116652051|XP_032295716.1|DVIR	LOC108606528|XP_017852192.1|DBUS
OG0010306	LOC6631509|XP_032295605.1|DVIR	LOC108606372|XP_017851912.1|DBUS
OG0010307	LOC6636047|XP_032295970.1|DVIR	LOC108606422|XP_017852012.1|DBUS
OG0010308	LOC6631602|XP_002055719.3|DVIR	LOC108605957|XP_017851266.1|DBUS
OG0010310	LOC6634728|XP_032289222.1|DVIR	LOC108606409|XP_017851982.1|DBUS
OG0010311	LOC6631975|XP_032295854.1|DVIR	LOC108605259|XP_017850370.1|DBUS
OG0010313	LOC6624279|XP_002048513.1|DVIR	LOC108598074|XP_017840176.1|DBUS
OG0010315	LOC6631620|XP_002055562.1|DVIR	LOC108605552|XP_017850802.1|DBUS
OG0010317	LOC6633593|XP_002056805.1|DVIR	LOC108605989|XP_017851299.1|DBUS
OG0010319	LOC6633788|XP_002056960.1|DVIR	LOC108606641|XP_017852429.1|DBUS
OG0010320	LOC6634563|XP_002058175.1|DVIR	LOC108605877|XP_017851179.1|DBUS
OG0010321	LOC6636613|XP_032291457.1|DVIR	LOC108599198|XP_017841483.2|DBUS
OG0010322	LOC6636589|XP_032291448.1|DVIR	LOC108597997|XP_017840101.1|DBUS
OG0010323	LOC6631187|XP_002053242.1|DVIR	LOC108600026|XP_017842835.1|DBUS
OG0010324	LOC6622209|XP_002046323.2|DVIR	LOC108599782|XP_017842329.1|DBUS
OG0010325	LOC6622783|XP_002046667.1|DVIR	LOC108599091|XP_017841369.1|DBUS
OG0010326	LOC6636920|XP_002060376.1|DVIR	LOC108598257|XP_017840362.2|DBUS
OG0010327	LOC6624122|XP_002046930.2|DVIR	LOC108597953|XP_017840057.1|DBUS
OG0010329	LOC6623731|XP_002046205.1|DVIR	LOC108597892|XP_033149309.1|DBUS
OG0010330	LOC6624183|XP_032290268.1|DVIR	LOC108599903|XP_017842586.1|DBUS
OG0010332	LOC6633753|XP_002056939.1|DVIR	LOC108606243|XP_017851676.1|DBUS
OG0010333	LOC6628222|XP_002051170.1|DVIR	LOC108607740|XP_017854253.2|DBUS
OG0010335	LOC6631506|XP_002055325.3|DVIR	LOC108606796|XP_017852745.1|DBUS
OG0010336	LOC6634835|XP_002058016.1|DVIR	LOC108606019|XP_017851334.1|DBUS
OG0010337	LOC6633714|XP_002057118.1|DVIR	LOC108606544|XP_017852232.1|DBUS
OG0010338	LOC6633822|XP_002057101.1|DVIR	LOC108605167|XP_033150326.1|DBUS
OG0010339	LOC6634806|XP_002057919.2|DVIR	LOC108605906|XP_017851210.1|DBUS
OG0010340	LOC6634502|XP_002057907.1|DVIR	LOC117134902|XP_033150225.1|DBUS
OG0010341	LOC6634434|XP_002057906.2|DVIR	LOC108604909|XP_017849968.1|DBUS
OG0010342	LOC26531272|XP_032288957.1|DVIR	LOC108605399|XP_033150233.1|DBUS
OG0010343	LOC6636143|XP_002059537.1|DVIR	LOC108605716|XP_017850999.1|DBUS
OG0010344	LOC6633518|XP_002057066.1|DVIR	LOC108605185|XP_017850266.1|DBUS
OG0010345	LOC6634540|XP_002058284.2|DVIR	LOC108605226|XP_017850326.1|DBUS
OG0010346	LOC6634784|XP_032296375.1|DVIR	LOC108606031|XP_017851347.1|DBUS
OG0010347	LOC6634462|XP_032296387.1|DVIR	LOC108606984|XP_017853047.1|DBUS
OG0010348	LOC6633461|XP_002057344.1|DVIR	LOC108606131|XP_017851473.1|DBUS
OG0010349	LOC6633795|XP_002057315.1|DVIR	LOC108605346|XP_017850504.1|DBUS
OG0010350	LOC6633775|XP_032295813.1|DVIR	LOC108606345|XP_017851878.1|DBUS
OG0010351	LOC6634740|XP_002058188.1|DVIR	LOC108605970|XP_017851281.1|DBUS
OG0010352	LOC6632203|XP_002055517.1|DVIR	LOC108605678|XP_017850957.1|DBUS
OG0010353	LOC6631938|XP_032295862.1|DVIR	LOC108604993|XP_017850049.1|DBUS
OG0010354	LOC6635520|XP_002058938.1|DVIR	LOC108606056|XP_017851391.1|DBUS
OG0010355	LOC6633611|XP_002056919.1|DVIR	LOC108606879|XP_017852892.1|DBUS
OG0010356	LOC6631994|XP_002055086.2|DVIR	LOC117134915|XP_033150276.1|DBUS
OG0010357	LOC6632211|XP_002055525.1|DVIR	LOC108606948|XP_017852994.2|DBUS
OG0010358	LOC6636112|XP_032295873.1|DVIR	LOC108605888|XP_017851192.1|DBUS
OG0010359	LOC6636931|XP_002060395.2|DVIR	LOC108605005|XP_017850061.1|DBUS
OG0010360	LOC6636937|XP_002060393.1|DVIR	LOC108606074|XP_017851409.1|DBUS
OG0010361	LOC6636936|XP_002060392.2|DVIR	LOC108605754|XP_017851043.1|DBUS
OG0010362	LOC6635591|XP_002059016.1|DVIR	LOC108605718|XP_017851000.1|DBUS
OG0010363	LOC6631670|XP_002055412.1|DVIR	LOC108605104|XP_017850157.1|DBUS
OG0010364	LOC6631480|XP_032295950.1|DVIR	LOC108605004|XP_017850060.1|DBUS
OG0010365	LOC6631685|XP_002055455.3|DVIR	LOC108606107|XP_017851444.1|DBUS
OG0010366	LOC6631935|XP_002055482.2|DVIR	LOC108606876|XP_017852888.1|DBUS
OG0010367	LOC26530423|XP_032295853.1|DVIR	LOC108605963|XP_017851271.2|DBUS
OG0010368	LOC6631883|XP_032295435.1|DVIR	LOC108605936|XP_033150334.1|DBUS
OG0010369	LOC6636698|XP_002060113.2|DVIR	LOC108605962|XP_017851270.1|DBUS
OG0010370	LOC6631622|XP_002055564.3|DVIR	LOC108605940|XP_017851250.1|DBUS
OG0010371	LOC6631458|XP_002055546.3|DVIR	LOC108605372|XP_017850530.1|DBUS
OG0010372	LOC6631781|XP_002055708.1|DVIR	LOC108605114|XP_017850166.1|DBUS
OG0010373	LOC6637071|XP_002060486.2|DVIR	LOC108604940|XP_017849999.1|DBUS
OG0010374	LOC6631844|XP_002055581.1|DVIR	LOC108606531|XP_017852194.1|DBUS
OG0010375	LOC6631845|XP_002055582.1|DVIR	LOC108606529|XP_017852193.1|DBUS
OG0010376	LOC6631770|XP_002055178.1|DVIR	LOC108607013|XP_017853085.1|DBUS
OG0010377	LOC6631817|XP_002055189.2|DVIR	LOC108605778|XP_017851070.1|DBUS
OG0010378	LOC6631545|XP_002055697.1|DVIR	LOC108605820|XP_017851115.1|DBUS
OG0010379	LOC26531337|XP_015024671.1|DVIR	LOC108606073|XP_017851408.1|DBUS
OG0010380	LOC6631692|XP_002055148.1|DVIR	LOC108605715|XP_017850998.1|DBUS
OG0010381	LOC116652195|XP_032296100.1|DVIR	LOC108606097|XP_017851433.1|DBUS
OG0010382	LOC6631636|XP_002055139.1|DVIR	LOC108606163|XP_017851504.1|DBUS
OG0010383	LOC6631632|XP_002055135.2|DVIR	LOC108605984|XP_017851295.1|DBUS
OG0010384	LOC6636076|XP_002059607.1|DVIR	LOC108605764|XP_017851055.1|DBUS
OG0010385	LOC6628572|XP_002051523.1|DVIR	LOC108601925|XP_033150044.1|DBUS
OG0010386	LOC6633899|XP_002057592.1|DVIR	LOC108600117|XP_017843486.2|DBUS
OG0010387	LOC6633892|XP_002057586.2|DVIR	LOC108603195|XP_017847267.1|DBUS
OG0010388	LOC6634284|XP_032293733.1|DVIR	LOC108607771|XP_033150098.1|DBUS
OG0010389	LOC6634386|XP_002057580.1|DVIR	LOC117134987|XP_033150574.1|DBUS
OG0010390	LOC26531025|XP_015025379.1|DVIR	LOC108604397|XP_017849348.1|DBUS
OG0010391	LOC6633941|XP_002057611.1|DVIR	LOC108603575|XP_017847992.2|DBUS
OG0010392	LOC6627634|XP_002051100.1|DVIR	LOC108603440|XP_017847756.2|DBUS
OG0010393	LOC6628734|XP_032293436.1|DVIR	LOC108594786|XP_017835417.1|DBUS
OG0010394	LOC6634349|XP_002057813.1|DVIR	LOC108601875|XP_017845337.2|DBUS
OG0010396	LOC6633979|XP_032293701.1|DVIR	LOC108601589|XP_017844981.1|DBUS
OG0010397	LOC6634013|XP_002057856.1|DVIR	LOC108608417|XP_017855269.1|DBUS
OG0010398	LOC6634178|XP_002057436.1|DVIR	LOC108608326|XP_017855156.1|DBUS
OG0010399	LOC6634145|XP_002057431.1|DVIR	LOC108596856|XP_017838492.2|DBUS
OG0010400	LOC6628850|XP_002051236.2|DVIR	LOC108607687|XP_017854142.1|DBUS
OG0010401	LOC6628808|XP_002051231.1|DVIR	LOC108600101|XP_017842962.2|DBUS
OG0010402	LOC26531254|XP_015028907.1|DVIR	LOC108594233|XP_017834833.2|DBUS
OG0010403	LOC6628800|XP_002051223.1|DVIR	LOC108607521|XP_017853880.2|DBUS
OG0010407	LOC6628711|XP_032293595.1|DVIR	LOC108601101|XP_017844544.2|DBUS
OG0010408	LOC6627751|XP_002051305.2|DVIR	LOC108608133|XP_017854854.1|DBUS
OG0010409	LOC116649873|XP_032288986.1|DVIR	LOC108608295|XP_017855109.1|DBUS
OG0010411	LOC6627553|XP_002052287.2|DVIR	LOC108594504|XP_017835192.2|DBUS
OG0010413	LOC6628420|XP_002052333.1|DVIR	LOC108606299|XP_017851780.1|DBUS
OG0010414	LOC6628868|XP_002052334.1|DVIR	LOC108606306|XP_017851793.1|DBUS
OG0010415	LOC6635647|XP_002059193.2|DVIR	LOC108603578|XP_017848035.1|DBUS
OG0010416	LOC6635778|XP_002059174.2|DVIR	LOC108604149|XP_017848956.1|DBUS
OG0010417	LOC6635775|XP_002059171.1|DVIR	LOC108604335|XP_017849290.1|DBUS
OG0010418	LOC6628769|XP_032294263.1|DVIR	LOC108607587|XP_017853976.1|DBUS
OG0010419	LOC6628483|XP_002052030.1|DVIR	LOC108598685|XP_017840899.1|DBUS
OG0010420	LOC6627828|XP_002051752.2|DVIR	LOC108598412|XP_017840531.2|DBUS
OG0010421	LOC6627661|XP_002051725.1|DVIR	LOC108606100|XP_017851436.1|DBUS
OG0010422	LOC6627359|XP_002051666.1|DVIR	LOC108608202|XP_017854968.2|DBUS
OG0010423	LOC26531363|XP_015028926.1|DVIR	LOC108604197|XP_017849043.2|DBUS
OG0010424	LOC26531331|XP_015028922.1|DVIR	LOC117135009|XP_033150683.1|DBUS
OG0010425	LOC6628526|XP_002052722.1|DVIR	LOC108602545|XP_017846170.1|DBUS
OG0010426	LOC6628527|XP_002052723.1|DVIR	LOC108605356|XP_017850517.1|DBUS
OG0010427	LOC6628030|XP_002052907.1|DVIR	LOC108603659|XP_017848135.2|DBUS
OG0010428	LOC6627469|XP_002052900.1|DVIR	LOC108608520|XP_017855411.2|DBUS
OG0010429	LOC6627466|XP_002052897.1|DVIR	LOC108603033|XP_017846942.1|DBUS
OG0010430	LOC6627334|XP_002052231.2|DVIR	LOC108605017|XP_017850076.1|DBUS
OG0010431	LOC6627958|XP_002052534.3|DVIR	LOC108601175|XP_017844603.1|DBUS
OG0010432	LOC6627955|XP_002052531.1|DVIR	LOC108599936|XP_017842651.1|DBUS
OG0010433	LOC6629180|XP_002051585.2|DVIR	LOC108604770|XP_017849856.1|DBUS
OG0010434	LOC6628502|XP_002051837.1|DVIR	LOC108607574|XP_017853956.1|DBUS
OG0010435	LOC6628791|XP_002051934.1|DVIR	LOC108599526|XP_017841895.2|DBUS
OG0010436	LOC6627811|XP_032294316.1|DVIR	LOC108607944|XP_017854554.1|DBUS
OG0010437	LOC6627462|XP_002052484.1|DVIR	LOC108606861|XP_017852858.1|DBUS
OG0010438	LOC26531522|XP_015028944.1|DVIR	LOC108599343|XP_017841668.2|DBUS
OG0010439	LOC6629138|XP_002051580.1|DVIR	LOC108604203|XP_017849056.1|DBUS
OG0010440	LOC6635723|XP_032294724.1|DVIR	LOC108604557|XP_017849578.1|DBUS
OG0010441	LOC26531567|XP_015024564.1|DVIR	LOC108594410|XP_017835068.1|DBUS
OG0010442	LOC6635742|XP_002059213.1|DVIR	LOC108597596|XP_017839710.1|DBUS
OG0010443	LOC6627431|XP_002052157.1|DVIR	LOC108603282|XP_017847439.1|DBUS
OG0010444	LOC6627429|XP_032294100.1|DVIR	LOC108603774|XP_017848354.1|DBUS
OG0010445	LOC6629000|XP_002052103.1|DVIR	LOC108603314|XP_017847515.2|DBUS
OG0010446	LOC6635755|XP_002059112.2|DVIR	LOC108600837|XP_017844125.1|DBUS
OG0010447	LOC6624551|XP_002046409.3|DVIR	LOC108599061|XP_017841330.2|DBUS
OG0010448	LOC6623374|XP_032290650.1|DVIR	LOC108600131|XP_017843011.1|DBUS
OG0010450	LOC6623336|XP_002047785.1|DVIR	LOC108598371|XP_017840482.2|DBUS
OG0010451	LOC6623232|XP_002047768.1|DVIR	LOC108600565|XP_017843717.2|DBUS
OG0010452	LOC6622088|XP_002047728.1|DVIR	LOC108600075|XP_017842921.1|DBUS
OG0010453	LOC6622600|XP_002048205.2|DVIR	LOC108599000|XP_017841266.1|DBUS
OG0010454	LOC6622590|XP_032290517.1|DVIR	LOC108599379|XP_017841674.1|DBUS
OG0010455	LOC6622516|XP_002047000.1|DVIR	LOC108601122|XP_017844531.1|DBUS
OG0010456	LOC6622297|XP_002046954.1|DVIR	LOC108598961|XP_017841221.1|DBUS
OG0010457	LOC6636615|XP_002060015.1|DVIR	LOC108599312|XP_017841604.1|DBUS
OG0010458	LOC6636610|XP_002060016.2|DVIR	LOC108598314|XP_017840419.1|DBUS
OG0010459	LOC6636612|XP_032291449.1|DVIR	LOC108599376|XP_017841671.1|DBUS
OG0010460	LOC6636585|XP_002060022.2|DVIR	LOC108598317|XP_033149332.1|DBUS
OG0010461	LOC6636562|XP_002060066.1|DVIR	LOC108600787|XP_017844050.1|DBUS
OG0010462	LOC6636843|XP_002060315.2|DVIR	LOC108598708|XP_017840922.1|DBUS
OG0010463	LOC6623637|XP_002046193.1|DVIR	LOC108599719|XP_017842205.1|DBUS
OG0010464	LOC6623743|XP_002046201.1|DVIR	LOC108599707|XP_017842193.1|DBUS
OG0010465	LOC6623829|XP_002046217.1|DVIR	LOC108599714|XP_017842199.2|DBUS
OG0010466	LOC6623692|XP_002046225.2|DVIR	LOC108598862|XP_017841108.1|DBUS
OG0010467	LOC6622182|XP_002046226.1|DVIR	LOC108598964|XP_017841224.1|DBUS
OG0010468	LOC6623919|XP_002046287.1|DVIR	LOC108599048|XP_017841317.1|DBUS
OG0010469	LOC6623405|XP_002046373.2|DVIR	LOC108598171|XP_017840275.1|DBUS
OG0010470	LOC6623452|XP_002048298.1|DVIR	LOC108600884|XP_017844193.2|DBUS
OG0010471	LOC6623900|XP_002048308.2|DVIR	LOC108599915|XP_017842603.1|DBUS
OG0010472	LOC6623600|XP_002047432.1|DVIR	LOC108599465|XP_017841790.1|DBUS
OG0010473	LOC6624003|XP_002047392.2|DVIR	LOC108597958|XP_017840062.2|DBUS
OG0010474	LOC116650617|XP_032290657.1|DVIR	LOC108599401|XP_017841700.1|DBUS
OG0010475	LOC6624686|XP_002047178.2|DVIR	LOC108599389|XP_017841685.1|DBUS
OG0010477	LOC6623848|XP_002046569.1|DVIR	LOC108599929|XP_017842630.1|DBUS
OG0010478	LOC6622809|XP_002046668.2|DVIR	LOC108598562|XP_017840735.2|DBUS
OG0010479	LOC6622210|XP_002046679.2|DVIR	LOC108598566|XP_017840739.1|DBUS
OG0010480	LOC6623084|XP_002046720.2|DVIR	LOC108599276|XP_017841562.1|DBUS
OG0010481	LOC6623622|XP_002046803.1|DVIR	LOC108600893|XP_017844202.2|DBUS
OG0010482	LOC6622558|XP_002048172.2|DVIR	LOC108601036|XP_017844405.1|DBUS
OG0010483	LOC6622235|XP_002047895.1|DVIR	LOC108600179|XP_017843075.1|DBUS
OG0010484	LOC6622358|XP_002047671.1|DVIR	LOC108599882|XP_017842551.1|DBUS
OG0010485	LOC6622790|XP_002048471.1|DVIR	LOC108600310|XP_017843290.1|DBUS
OG0010486	LOC6623957|XP_002048648.1|DVIR	LOC108598340|XP_017840447.2|DBUS
OG0010487	LOC6623793|XP_002048626.1|DVIR	LOC108599831|XP_017842429.1|DBUS
OG0010488	LOC6623611|XP_002048400.1|DVIR	LOC108599159|XP_017841435.1|DBUS
OG0010489	LOC6624469|XP_002048391.1|DVIR	LOC108599302|XP_017841592.1|DBUS
OG0010490	LOC6627058|XP_002050514.2|DVIR	LOC108595919|XP_017836697.1|DBUS
OG0010491	LOC6627161|XP_002049734.1|DVIR	LOC108594694|XP_033150923.1|DBUS
OG0010493	LOC6622296|XP_002047916.1|DVIR	LOC108598611|XP_017840798.1|DBUS
OG0010495	LOC6622094|XP_002047959.2|DVIR	LOC108600705|XP_017843923.1|DBUS
OG0010496	LOC6624493|XP_032291077.1|DVIR	LOC108599128|XP_033149753.1|DBUS
OG0010497	LOC6622380|XP_032290862.1|DVIR	LOC117134780|XP_033149413.1|DBUS
OG0010498	LOC6635976|XP_002059405.1|DVIR	LOC108595629|XP_017836388.1|DBUS
OG0010501	LOC6624797|XP_002050191.1|DVIR	LOC108594936|XP_017835560.1|DBUS
OG0010502	LOC6622685|XP_032290702.1|DVIR	LOC108600059|XP_017842892.2|DBUS
OG0010503	LOC6635912|XP_002059290.1|DVIR	LOC108595557|XP_017836305.1|DBUS
OG0010505	LOC6636331|XP_002059930.2|DVIR	LOC108596355|XP_017837506.1|DBUS
OG0010506	LOC6636343|XP_002059942.2|DVIR	LOC108597241|XP_017839180.1|DBUS
OG0010507	LOC6626787|XP_002048873.1|DVIR	LOC108595773|XP_017836552.1|DBUS
OG0010508	LOC6626036|XP_002050803.2|DVIR	LOC108596974|XP_017838716.1|DBUS
OG0010509	LOC6625105|XP_002050123.1|DVIR	LOC108594608|XP_017835241.1|DBUS
OG0010510	LOC6625829|XP_002049503.1|DVIR	LOC108595468|XP_017836202.1|DBUS
OG0010512	LOC6624969|XP_002049477.1|DVIR	LOC108596679|XP_017838178.1|DBUS
OG0010513	LOC6626531|XP_002049468.2|DVIR	LOC108595703|XP_017836476.1|DBUS
OG0010514	LOC6626528|XP_002049465.1|DVIR	LOC108597070|XP_017838889.1|DBUS
OG0010515	LOC6626455|XP_002049684.1|DVIR	LOC108596451|XP_017837688.1|DBUS
OG0010516	LOC6627287|XP_032292886.1|DVIR	LOC108595585|XP_017836336.1|DBUS
OG0010517	LOC6626025|XP_002049601.2|DVIR	LOC108595894|XP_017836673.1|DBUS
OG0010519	LOC6626288|XP_002049225.2|DVIR	LOC108597669|XP_017839828.1|DBUS
OG0010520	LOC6626864|XP_002049255.1|DVIR	LOC108595589|XP_017836341.1|DBUS
OG0010521	LOC6625670|XP_002049370.2|DVIR	LOC108596954|XP_017838684.1|DBUS
OG0010522	LOC6626199|XP_002049877.1|DVIR	LOC108597696|XP_017839864.1|DBUS
OG0010523	LOC6626196|XP_015029849.1|DVIR	LOC108595410|XP_017836125.1|DBUS
OG0010524	LOC6626698|XP_015029344.1|DVIR	LOC108595362|XP_017836075.1|DBUS
OG0010525	LOC6626397|XP_002049134.1|DVIR	LOC108596108|XP_017837017.1|DBUS
OG0010526	LOC6626395|XP_002049132.1|DVIR	LOC108595744|XP_017836521.1|DBUS
OG0010527	LOC6625368|XP_002049064.2|DVIR	LOC108597462|XP_017839522.2|DBUS
OG0010528	LOC6625940|XP_002049051.2|DVIR	LOC108595973|XP_017836748.2|DBUS
OG0010529	LOC26530483|XP_015030209.1|DVIR	LOC108596005|XP_017836779.1|DBUS
OG0010530	LOC6625373|XP_002048989.1|DVIR	LOC108595240|XP_017835927.1|DBUS
OG0010531	LOC6636749|XP_002060210.2|DVIR	LOC108603185|XP_017847235.1|DBUS
OG0010532	LOC6629446|XP_002053163.1|DVIR	LOC108602890|XP_017846688.1|DBUS
OG0010533	LOC116650742|XP_032291192.1|DVIR	LOC108599898|XP_033149765.1|DBUS
OG0010535	LOC6632551|XP_002056534.1|DVIR	LOC108603936|XP_017848619.1|DBUS
OG0010536	LOC6632519|XP_002056529.1|DVIR	LOC108601537|XP_033149928.1|DBUS
OG0010537	LOC6631237|XP_002054666.1|DVIR	LOC108603634|XP_033149801.1|DBUS
OG0010538	LOC6631297|XP_032290332.1|DVIR	LOC108603967|XP_017848659.1|DBUS
OG0010539	LOC6631240|XP_032293563.1|DVIR	LOC108603422|XP_033150106.1|DBUS
OG0010540	LOC6632803|XP_032289551.1|DVIR	LOC108602771|XP_017846432.1|DBUS
OG0010541	LOC6635175|XP_002058579.1|DVIR	LOC108602237|XP_017845773.1|DBUS
OG0010542	LOC6634951|XP_002058539.1|DVIR	LOC108602062|XP_017845571.1|DBUS
OG0010543	LOC6632436|XP_002056166.2|DVIR	LOC108602197|XP_017845734.1|DBUS
OG0010545	LOC6632415|XP_002056211.1|DVIR	LOC108602305|XP_017845877.1|DBUS
OG0010546	LOC116651880|XP_032295052.1|DVIR	LOC108603113|XP_017847108.1|DBUS
OG0010547	LOC6635105|XP_002058665.2|DVIR	LOC108602656|XP_017846291.1|DBUS
OG0010548	LOC6634921|XP_002058681.2|DVIR	LOC108601361|XP_017844750.1|DBUS
OG0010549	LOC6632547|XP_002055826.1|DVIR	LOC108602998|XP_017846882.1|DBUS
OG0010550	LOC6632218|XP_002055886.1|DVIR	LOC108601629|XP_017845017.1|DBUS
OG0010551	LOC6632264|XP_002055899.2|DVIR	LOC108603629|XP_017848077.1|DBUS
OG0010552	LOC6632884|XP_002055936.1|DVIR	LOC108602412|XP_017846014.1|DBUS
OG0010553	LOC6633020|XP_002055937.1|DVIR	LOC108601818|XP_017845243.1|DBUS
OG0010554	LOC6633218|XP_002055983.1|DVIR	LOC108604851|XP_017849961.1|DBUS
OG0010556	LOC6632996|XP_002056497.1|DVIR	LOC108602640|XP_017846274.1|DBUS
OG0010557	LOC6630324|XP_002053434.1|DVIR	LOC108602537|XP_017846158.1|DBUS
OG0010559	LOC6630439|XP_002053480.1|DVIR	LOC108602735|XP_017846376.1|DBUS
OG0010560	LOC6631169|XP_002053517.2|DVIR	LOC108602598|XP_017846224.1|DBUS
OG0010561	LOC6629400|XP_002053580.1|DVIR	LOC108602120|XP_017845636.1|DBUS
OG0010562	LOC6629956|XP_002053614.1|DVIR	LOC108604841|XP_017849949.1|DBUS
OG0010563	LOC6629958|XP_002053616.1|DVIR	LOC108595819|XP_017836599.1|DBUS
OG0010564	LOC6630611|XP_002054486.2|DVIR	LOC108602811|XP_017846529.1|DBUS
OG0010566	LOC26530382|XP_015027793.1|DVIR	LOC108602289|XP_017845858.1|DBUS
OG0010567	LOC6630390|XP_002053998.1|DVIR	LOC108602267|XP_017845811.1|DBUS
OG0010568	LOC6629435|XP_002054070.1|DVIR	LOC108602037|XP_017845534.1|DBUS
OG0010569	LOC6630469|XP_002054105.1|DVIR	LOC108602470|XP_017846083.1|DBUS
