Orthogroup	DVIR.longest_only	SLEB.longest_only
OG0007383	LOC6633405|XP_032289051.1|DVIR	LOC115626654|XP_030377920.1|SLEB
OG0007384	LOC6633299|XP_002057398.1|DVIR	LOC115626720|XP_030378024.1|SLEB
OG0007385	LOC6634447|XP_002058166.1|DVIR	LOC115627467|XP_030378999.1|SLEB
OG0007386	LOC6633432|XP_002057175.1|DVIR	LOC115628033|XP_030379835.1|SLEB
OG0007387	LOC6631947|XP_002055399.1|DVIR	LOC115629285|XP_030381585.1|SLEB
OG0007388	LOC6631397|XP_032295997.1|DVIR	LOC115629302|XP_030381609.1|SLEB
OG0007389	LOC6628565|XP_002051063.1|DVIR	LOC115629079|XP_030381255.1|SLEB
OG0007390	LOC6633322|XP_002057156.2|DVIR	LOC115630230|XP_030382643.1|SLEB
OG0007391	LOC6629674|XP_002053657.1|DVIR	LOC115623716|XP_030374057.1|SLEB
OG0007392	LOC6633588|XP_002057266.3|DVIR	LOC115629669|XP_030382046.1|SLEB
OG0007393	LOC6630630|XP_032293400.1|DVIR	LOC115625601|XP_030376592.1|SLEB
OG0007394	LOC6633531|XP_032296175.1|DVIR	LOC115627170|XP_030378620.1|SLEB
OG0007395	LOC6631960|XP_015026472.1|DVIR	LOC115627489|XP_030379034.1|SLEB
OG0007396	LOC6631049|XP_002054634.1|DVIR	LOC115625595|XP_030376575.1|SLEB
OG0007397	LOC6627422|XP_032293883.1|DVIR	LOC115630464|XP_030382892.1|SLEB
OG0007398	LOC6625851|XP_002050107.1|DVIR	LOC115627806|XP_030379499.1|SLEB
OG0007399	LOC6635545|XP_002059092.1|DVIR	LOC115627316|XP_030378820.1|SLEB
OG0007400	LOC6634641|XP_002058040.1|DVIR	LOC115627294|XP_030378786.1|SLEB
OG0007401	LOC6631473|XP_002055117.2|DVIR	LOC115628770|XP_030380845.1|SLEB
OG0007402	LOC6629518|XP_002054588.3|DVIR	LOC115624338|XP_030374850.1|SLEB
OG0007403	LOC6630346|XP_002054595.2|DVIR	LOC115624352|XP_030374870.1|SLEB
OG0007404	LOC6630540|XP_002054605.3|DVIR	LOC115624379|XP_030374942.1|SLEB
OG0007405	LOC6630676|XP_002054609.1|DVIR	LOC115624361|XP_030374880.1|SLEB
OG0007406	LOC6630280|XP_002054891.1|DVIR	LOC115623344|XP_030373482.1|SLEB
OG0007407	LOC6628974|XP_015028170.1|DVIR	LOC115626269|XP_030377443.1|SLEB
OG0007408	LOC6623036|XP_002047568.2|DVIR	LOC115630984|XP_030383430.1|SLEB
OG0007409	LOC6628507|XP_002051842.1|DVIR	LOC115630430|XP_030382846.1|SLEB
OG0007410	LOC6631556|XP_002055433.1|DVIR	LOC115627885|XP_030379631.1|SLEB
OG0007411	LOC6633353|XP_002056977.1|DVIR	LOC115629946|XP_030382415.1|SLEB
OG0007412	LOC6634651|XP_002058302.1|DVIR	LOC115626718|XP_030378022.1|SLEB
OG0007413	LOC6627057|XP_002050513.1|DVIR	LOC115631224|XP_030383795.1|SLEB
OG0007414	LOC6635498|XP_002059038.1|DVIR	LOC115627018|XP_030378403.1|SLEB
OG0007415	LOC6633331|XP_002056859.1|DVIR	LOC115626995|XP_030378369.1|SLEB
OG0007416	LOC6633864|XP_032296641.1|DVIR	LOC115629907|XP_030382372.1|SLEB
OG0007417	LOC6633565|XP_015025425.1|DVIR	LOC115629283|XP_030381576.1|SLEB
OG0007418	LOC6625912|XP_002049860.1|DVIR	LOC115628854|XP_030380968.1|SLEB
OG0007419	LOC6631209|XP_032294814.1|DVIR	LOC115621926|XP_030371630.1|SLEB
OG0007420	LOC6636410|XP_002059866.1|DVIR, LOC116651392|XP_032293554.1|DVIR	LOC115625481|XP_030376393.1|SLEB
OG0007421	LOC6632208|XP_032295825.1|DVIR	LOC115629703|XP_030382083.1|SLEB
OG0007422	LOC6633409|XP_002056902.1|DVIR	LOC115626834|XP_030378174.1|SLEB
OG0007423	LOC6636145|XP_015024183.1|DVIR	LOC115629533|XP_030381872.1|SLEB
OG0007424	LOC6623778|XP_002048536.1|DVIR	LOC115622338|XP_030372109.1|SLEB
OG0007425	LOC6622837|XP_015031338.1|DVIR	LOC115630566|XP_030383045.1|SLEB
OG0007426	LOC6635541|XP_002059088.1|DVIR	LOC115627251|XP_030378737.1|SLEB
OG0007427	LOC6634466|XP_002057954.1|DVIR	LOC115627173|XP_030378629.1|SLEB
OG0007428	LOC6633359|XP_032296655.1|DVIR	LOC115629903|XP_030382365.1|SLEB
OG0007429	LOC6624955|XP_002049179.1|DVIR	LOC115624871|XP_030375575.1|SLEB
OG0007430	LOC6623305|XP_002046108.1|DVIR	LOC115632863|XP_030385987.1|SLEB
OG0007431	LOC6635704|XP_002059253.1|DVIR	LOC115630578|XP_030383055.1|SLEB
OG0007432	LOC6622096|XP_002047686.1|DVIR	LOC115632630|XP_030385720.1|SLEB
OG0007433	LOC6634574|XP_032296301.1|DVIR	LOC115626758|XP_030378074.1|SLEB
OG0007434	LOC6623724|XP_002048598.1|DVIR	LOC115622326|XP_030372095.1|SLEB
OG0007435	LOC6623545|XP_002048612.1|DVIR	LOC115622231|XP_030371988.1|SLEB
OG0007436	LOC6624068|XP_002048104.1|DVIR	LOC115626349|XP_030377561.1|SLEB
OG0007437	LOC6622774|XP_002048004.1|DVIR	LOC115622594|XP_030372451.1|SLEB
OG0007438	LOC6622749|XP_032290199.1|DVIR	LOC115624960|XP_030375675.1|SLEB
OG0007439	LOC6636691|XP_002060169.1|DVIR	LOC115627765|XP_030379419.1|SLEB
OG0007440	LOC6631818|XP_032295639.1|DVIR	LOC115628941|XP_030381074.1|SLEB
OG0007441	LOC6624923|XP_002049348.1|DVIR	LOC115634484|XP_030388080.1|SLEB
OG0007442	LOC6629361|XP_002053570.1|DVIR	LOC115623398|XP_030373567.1|SLEB
OG0007443	LOC26530662|XP_015030232.1|DVIR	LOC115633375|XP_030386679.1|SLEB, LOC115621180|XP_030370608.1|SLEB
OG0007444	LOC6625010|XP_002049760.1|DVIR	LOC115625868|XP_030376942.1|SLEB
OG0007445	LOC6625009|XP_002049759.1|DVIR	LOC115625859|XP_030376931.1|SLEB
OG0007446	LOC6628342|XP_015028509.1|DVIR	LOC115631516|XP_030384146.1|SLEB
OG0007447	LOC6627924|XP_002052799.1|DVIR	LOC115631974|XP_030384736.1|SLEB
OG0007448	LOC6626407|XP_032292640.1|DVIR	LOC115622985|XP_030372998.1|SLEB
OG0007449	LOC6624351|XP_002048627.2|DVIR	LOC115622984|XP_030372997.1|SLEB
OG0007450	LOC26531832|XP_015028991.1|DVIR	LOC115622180|XP_030371928.1|SLEB
OG0007451	LOC6622104|XP_002047698.3|DVIR	LOC115633994|XP_030387376.1|SLEB
OG0007452	LOC6622110|XP_002047697.2|DVIR	LOC115623339|XP_030373475.1|SLEB
OG0007453	LOC6623176|XP_002048552.2|DVIR	LOC115622152|XP_030371881.1|SLEB
OG0007454	LOC6624190|XP_002048412.1|DVIR	LOC115622552|XP_030372380.1|SLEB
OG0007455	LOC6627100|XP_032292817.1|DVIR	LOC115620074|XP_030369096.1|SLEB
OG0007456	LOC6633485|XP_002056994.2|DVIR	LOC115627041|XP_030378435.1|SLEB
OG0007457	LOC6622777|XP_002047043.1|DVIR	LOC115624664|XP_030375312.1|SLEB
OG0007458	LOC6629010|XP_002051279.1|DVIR	LOC115626318|XP_030377517.1|SLEB
OG0007459	LOC6635167|XP_002058369.2|DVIR	LOC115620958|XP_030370337.1|SLEB
OG0007460	LOC6624762|XP_002049756.1|DVIR	LOC115632338|XP_030385307.1|SLEB
OG0007461	LOC6624080|XP_002048074.2|DVIR	LOC115622999|XP_030373019.1|SLEB
OG0007462	LOC6623983|XP_002048323.1|DVIR	LOC115623005|XP_030373035.1|SLEB
OG0007463	LOC6624100|XP_032290863.1|DVIR	LOC115623002|XP_030373026.1|SLEB
OG0007464	LOC6624441|XP_015030524.1|DVIR	LOC115623000|XP_030373023.1|SLEB
OG0007465	LOC6622337|XP_032290773.1|DVIR	LOC115624676|XP_030375334.1|SLEB
OG0007466	LOC6626313|XP_002049520.1|DVIR	LOC115624546|XP_030375132.1|SLEB
OG0007467	LOC6626315|XP_002049522.2|DVIR	LOC115624609|XP_030375219.1|SLEB
OG0007468	LOC6627061|XP_002049312.1|DVIR	LOC115626896|XP_030378268.1|SLEB
OG0007469	LOC6624486|XP_002048379.2|DVIR	LOC115622319|XP_030372085.1|SLEB
OG0007470	LOC6627458|XP_002052480.1|DVIR	LOC115625889|XP_030376975.1|SLEB
OG0007471	LOC6625039|XP_002048987.1|DVIR	LOC115634338|XP_030387854.1|SLEB
OG0007472	LOC6631488|XP_015026596.1|DVIR	LOC115627204|XP_030378682.1|SLEB
OG0007473	LOC6622343|XP_002048137.1|DVIR	LOC115628174|XP_030380021.1|SLEB
OG0007474	LOC6626412|XP_032292641.1|DVIR	LOC115633642|XP_030386943.1|SLEB
OG0007475	LOC6623563|XP_002046164.1|DVIR	LOC115622712|XP_030372603.1|SLEB
OG0007476	LOC6633287|XP_002056870.1|DVIR	LOC115627892|XP_030379644.1|SLEB
OG0007477	LOC6633340|XP_032296489.1|DVIR	LOC115627891|XP_030379638.1|SLEB
OG0007478	LOC6628094|XP_002051154.1|DVIR	LOC115631107|XP_030383626.1|SLEB
OG0007479	LOC6631756|XP_002054953.1|DVIR	LOC115628686|XP_030380720.1|SLEB
OG0007480	LOC6631103|XP_002053224.2|DVIR	LOC115624172|XP_030374628.1|SLEB
OG0007481	LOC6636822|XP_002060271.1|DVIR	LOC115628301|XP_030380209.1|SLEB
OG0007482	LOC6627670|XP_032294625.1|DVIR	LOC115631560|XP_030384211.1|SLEB
OG0007483	LOC6626495|XP_002049320.1|DVIR	LOC115620067|XP_030369078.1|SLEB
OG0007484	LOC26531166|XP_015026778.1|DVIR	LOC115626869|XP_030378236.1|SLEB
OG0007485	LOC6633351|XP_002056792.1|DVIR	LOC115627566|XP_030379149.1|SLEB
OG0007486	LOC6634776|XP_002058202.1|DVIR	LOC115627268|XP_030378756.1|SLEB
OG0007487	LOC6636254|XP_002059723.2|DVIR	LOC115627781|XP_030379450.1|SLEB
OG0007488	LOC6622907|XP_032291093.1|DVIR	LOC115628153|XP_030379987.1|SLEB
OG0007489	LOC6630553|XP_015027408.1|DVIR	LOC115624347|XP_030374859.1|SLEB
OG0007490	LOC6634712|XP_032296393.1|DVIR	LOC115620963|XP_030370344.1|SLEB
OG0007491	LOC6633551|XP_032295945.1|DVIR	LOC115633362|XP_030386663.1|SLEB
OG0007492	LOC6625420|XP_002049782.1|DVIR	LOC115629403|XP_030381721.1|SLEB
OG0007493	LOC6634605|XP_032296388.1|DVIR	LOC115629114|XP_030381303.1|SLEB
OG0007494	LOC6634210|XP_002057803.1|DVIR	LOC115630499|XP_030382949.1|SLEB
OG0007495	LOC6631700|XP_002054970.1|DVIR	LOC115628753|XP_030380822.1|SLEB
OG0007496	LOC6622124|XP_015030429.1|DVIR	LOC115623165|XP_030373239.1|SLEB
OG0007497	LOC6622186|XP_002047853.2|DVIR	LOC115622937|XP_030372927.1|SLEB
OG0007498	LOC6622172|XP_032290602.1|DVIR	LOC115622398|XP_030372186.1|SLEB
OG0007499	LOC6623727|XP_002047616.1|DVIR	LOC115629399|XP_030381714.1|SLEB
OG0007500	LOC6624728|XP_002047615.1|DVIR	LOC115624606|XP_030375214.1|SLEB
OG0007501	LOC6622747|XP_015031353.1|DVIR	LOC115632469|XP_030385495.1|SLEB
OG0007502	LOC26531133|XP_015030289.1|DVIR	LOC115624659|XP_030375299.1|SLEB
OG0007503	LOC6635727|XP_002059142.1|DVIR	LOC115630648|XP_030383148.1|SLEB
OG0007504	LOC6624362|XP_032290367.1|DVIR	LOC115626359|XP_030377572.1|SLEB
OG0007505	LOC6622646|XP_002047991.1|DVIR	LOC115624638|XP_030375263.1|SLEB
OG0007506	LOC6622723|XP_002047993.1|DVIR	LOC115624721|XP_030375402.1|SLEB
OG0007507	LOC6629208|XP_002052627.1|DVIR	LOC115631266|XP_030383838.1|SLEB
OG0007508	LOC6628504|XP_002051839.1|DVIR	LOC115631743|XP_030384442.1|SLEB
OG0007509	LOC6634225|XP_002057674.1|DVIR	LOC115625726|XP_030376736.1|SLEB
OG0007510	LOC6624989|XP_002048920.2|DVIR	LOC115622002|XP_030371720.1|SLEB
OG0007511	LOC6634364|XP_002057705.1|DVIR	LOC115626162|XP_030377297.1|SLEB
OG0007512	LOC26530583|XP_015026250.1|DVIR	LOC115623832|XP_030374237.1|SLEB
OG0007513	LOC6627600|XP_002052831.1|DVIR	LOC115631122|XP_030383648.1|SLEB
OG0007514	LOC6636852|XP_002060282.2|DVIR	LOC115628297|XP_030380205.1|SLEB
OG0007515	LOC6635645|XP_002059191.1|DVIR	LOC115631710|XP_030384397.1|SLEB
OG0007516	LOC6628180|XP_002052914.1|DVIR	LOC115628597|XP_030380641.1|SLEB
OG0007517	LOC6624090|XP_032291090.1|DVIR	LOC115628189|XP_030380041.1|SLEB
OG0007518	LOC6627193|XP_002049438.1|DVIR	LOC115624751|XP_030375441.1|SLEB
OG0007519	LOC6625688|XP_002049814.3|DVIR	LOC115620046|XP_030369026.1|SLEB
OG0007520	LOC6633363|XP_032296570.1|DVIR	LOC115627135|XP_030378567.1|SLEB
OG0007521	LOC6631729|XP_002055576.1|DVIR	LOC115627117|XP_030378543.1|SLEB
OG0007522	LOC6634780|XP_002058206.1|DVIR	LOC115631767|XP_030384463.1|SLEB, LOC115627176|XP_030378635.1|SLEB
OG0007523	LOC6625860|XP_015029495.1|DVIR	LOC115624713|XP_030375396.1|SLEB
OG0007524	LOC6628506|XP_002051841.1|DVIR	LOC115630432|XP_030382847.1|SLEB
OG0007525	LOC6634344|XP_002057472.1|DVIR	LOC115625857|XP_030376926.1|SLEB
OG0007526	LOC6631014|XP_002054290.1|DVIR	LOC115621792|XP_030371423.1|SLEB
OG0007527	LOC6622497|XP_002047225.2|DVIR	LOC115632289|XP_030385242.1|SLEB
OG0007528	LOC6625802|XP_032293381.1|DVIR	LOC115624874|XP_030375579.1|SLEB
OG0007529	LOC6624743|XP_002049703.1|DVIR	LOC115634168|XP_030387616.1|SLEB
OG0007530	LOC6635262|XP_002058741.1|DVIR	LOC115630041|XP_030382534.1|SLEB
OG0007531	LOC6625243|XP_002049196.1|DVIR	LOC115624877|XP_030375582.1|SLEB
OG0007532	LOC6625921|XP_002049460.1|DVIR	LOC115631568|XP_030384259.1|SLEB
OG0007533	LOC6624720|XP_002048122.1|DVIR	LOC115633862|XP_030387214.1|SLEB
OG0007534	LOC6623043|XP_002048057.1|DVIR	LOC115622133|XP_030371850.1|SLEB
OG0007535	LOC6624336|XP_002047632.1|DVIR	LOC115623152|XP_030373222.1|SLEB
OG0007536	LOC6629867|XP_002053344.1|DVIR	LOC115625177|XP_030376001.1|SLEB
OG0007537	LOC6624625|XP_032290432.1|DVIR	LOC115622147|XP_030371873.1|SLEB
OG0007538	LOC6624635|XP_032290377.1|DVIR	LOC115622796|XP_030372721.1|SLEB
OG0007539	LOC6628396|XP_032294381.1|DVIR	LOC115630484|XP_030382925.1|SLEB
OG0007540	LOC6631056|XP_002054222.1|DVIR	LOC115620906|XP_030370259.1|SLEB
OG0007541	LOC6626317|XP_002049524.1|DVIR	LOC115627704|XP_030379311.1|SLEB
OG0007542	LOC6626592|XP_002049028.1|DVIR	LOC115626441|XP_030377678.1|SLEB
OG0007543	LOC6636258|XP_032290070.1|DVIR	LOC115627718|XP_030379322.1|SLEB
OG0007544	LOC6624261|XP_002048516.1|DVIR	LOC115623222|XP_030373321.1|SLEB
OG0007545	LOC6628392|XP_002051191.1|DVIR	LOC115626004|XP_030377112.1|SLEB
OG0007546	LOC6630936|XP_002053489.1|DVIR	LOC115625511|XP_030376435.1|SLEB
OG0007547	LOC6625782|XP_002049580.1|DVIR	LOC115633944|XP_030387321.1|SLEB
OG0007548	LOC6622995|XP_015030715.1|DVIR	LOC115632482|XP_030385516.1|SLEB
OG0007549	LOC6622620|XP_002048143.1|DVIR	LOC115631681|XP_030384356.1|SLEB
OG0007550	LOC6622587|XP_002047968.1|DVIR	LOC115623185|XP_030373267.1|SLEB
OG0007551	LOC6626308|XP_032292119.1|DVIR	LOC115634416|XP_030387980.1|SLEB
OG0007552	LOC6628726|XP_015028568.1|DVIR	LOC115631960|XP_030384685.1|SLEB
OG0007553	LOC6627322|XP_002051698.1|DVIR	LOC115631457|XP_030384065.1|SLEB
OG0007554	LOC6623799|XP_002046349.1|DVIR	LOC115622691|XP_030372576.1|SLEB
OG0007555	LOC6626492|XP_002049317.1|DVIR	LOC115625082|XP_030375837.1|SLEB
OG0007556	LOC6627196|XP_002049441.1|DVIR	LOC115624711|XP_030375393.1|SLEB
OG0007557	LOC6626002|XP_015029771.1|DVIR	LOC115624529|XP_030375110.1|SLEB
OG0007558	LOC6626850|XP_032292163.1|DVIR	LOC115632528|XP_030385588.1|SLEB
OG0007559	LOC6629197|XP_002051599.1|DVIR	LOC115625955|XP_030377054.1|SLEB
OG0007560	LOC6624485|XP_002048114.1|DVIR	LOC115627335|XP_030378878.1|SLEB
OG0007561	LOC6622095|XP_032290545.1|DVIR	LOC115633701|XP_030387020.1|SLEB
OG0007562	LOC6622298|XP_002047913.1|DVIR	LOC115623224|XP_030373326.1|SLEB
OG0007563	LOC6624439|XP_002048397.1|DVIR	LOC115633117|XP_030386366.1|SLEB
OG0007564	LOC6624457|XP_002047470.1|DVIR	LOC115634080|XP_030387494.1|SLEB
OG0007565	LOC6629492|XP_032288741.1|DVIR	LOC115630050|XP_030382541.1|SLEB
OG0007566	LOC6626957|XP_002049409.2|DVIR	LOC115628159|XP_030379989.1|SLEB
OG0007567	LOC6630477|XP_032294116.1|DVIR	LOC115620524|XP_030369650.1|SLEB
OG0007568	LOC6626992|XP_002049232.1|DVIR	LOC115624578|XP_030375173.1|SLEB
OG0007569	LOC6626046|XP_002049144.1|DVIR	LOC115631003|XP_030383465.1|SLEB
OG0007570	LOC6626993|XP_015029494.1|DVIR	LOC115624577|XP_030375171.1|SLEB
OG0007571	LOC6626859|XP_002049230.2|DVIR	LOC115624600|XP_030375201.1|SLEB
OG0007572	LOC6627134|XP_002048952.2|DVIR	LOC115629019|XP_030381179.1|SLEB
OG0007573	LOC6627191|XP_002049933.1|DVIR	LOC115633880|XP_030387244.1|SLEB
OG0007574	LOC6627089|XP_032291764.1|DVIR	LOC115626457|XP_030377702.1|SLEB
OG0007575	LOC6627154|XP_032293226.1|DVIR	LOC115624594|XP_030375193.1|SLEB
OG0007576	LOC6631402|XP_002055672.1|DVIR	LOC115627198|XP_030378672.1|SLEB
OG0007577	LOC6633879|XP_032295842.1|DVIR	LOC115626671|XP_030377957.1|SLEB
OG0007578	LOC6627865|XP_002052262.3|DVIR	LOC115631617|XP_030384282.1|SLEB
OG0007579	LOC6625652|XP_002049869.1|DVIR	LOC115620807|XP_030370092.1|SLEB
OG0007580	LOC6622508|XP_002048431.2|DVIR	LOC115622256|XP_030372016.1|SLEB
OG0007581	LOC6627702|XP_002051986.1|DVIR	LOC115631140|XP_030383670.1|SLEB
OG0007582	LOC6633052|XP_002056760.2|DVIR	LOC115623592|XP_030373852.1|SLEB
OG0007583	LOC6626955|XP_002049407.2|DVIR	LOC115627603|XP_030379185.1|SLEB
OG0007584	LOC6634487|XP_032296249.1|DVIR	LOC115629289|XP_030381589.1|SLEB
OG0007585	LOC6622598|XP_002047701.1|DVIR	LOC115623001|XP_030373025.1|SLEB
OG0007586	LOC6634318|XP_002057458.1|DVIR	LOC115621360|XP_030370844.1|SLEB
OG0007587	LOC6626558|XP_032292861.1|DVIR	LOC115624705|XP_030375380.1|SLEB
OG0007588	LOC6629164|XP_002052367.1|DVIR	LOC115630415|XP_030382809.1|SLEB
OG0007589	LOC6631888|XP_002055489.3|DVIR	LOC115626761|XP_030378078.1|SLEB
OG0007590	LOC6624250|XP_032290733.1|DVIR	LOC115633122|XP_030386372.1|SLEB
OG0007591	LOC6625111|XP_002049285.1|DVIR	LOC115634439|XP_030388006.1|SLEB
OG0007592	LOC6625492|XP_002048829.1|DVIR	LOC115630287|XP_030382686.1|SLEB
OG0007593	LOC6633683|XP_032295553.1|DVIR	LOC115627121|XP_030378551.1|SLEB
OG0007594	LOC6626734|XP_002049278.2|DVIR	LOC115625775|XP_030376808.1|SLEB
OG0007595	LOC6626043|XP_002049141.1|DVIR	LOC115632499|XP_030385542.1|SLEB
OG0007596	LOC6624510|XP_032290678.1|DVIR	LOC115622951|XP_030372946.1|SLEB
OG0007597	LOC6624214|XP_002048670.1|DVIR	LOC115625423|XP_030376326.1|SLEB
OG0007598	LOC6625297|XP_002049259.2|DVIR	LOC115633808|XP_030387153.1|SLEB
OG0007599	LOC116650070|XP_032289309.1|DVIR, LOC6622370|XP_002047492.1|DVIR	LOC115624671|XP_030375332.1|SLEB
OG0007600	LOC6622417|XP_002047496.1|DVIR	LOC115621040|XP_030370425.1|SLEB
OG0007601	LOC6622510|XP_032290811.1|DVIR	LOC115624692|XP_030375362.1|SLEB
OG0007602	LOC6624180|XP_002048652.1|DVIR	LOC115624740|XP_030375427.1|SLEB
OG0007603	LOC6624187|XP_032289945.1|DVIR	LOC115624786|XP_030375478.1|SLEB
OG0007604	LOC6636831|XP_032291529.1|DVIR	LOC115632600|XP_030385685.1|SLEB
OG0007605	LOC6622504|XP_032290669.1|DVIR	LOC115623150|XP_030373220.1|SLEB
OG0007606	LOC6623593|XP_015030397.1|DVIR	LOC115623286|XP_030373429.1|SLEB
OG0007607	LOC6630903|XP_032294943.1|DVIR	LOC115620527|XP_030369656.1|SLEB
OG0007608	LOC6622097|XP_002048078.1|DVIR	LOC115634378|XP_030387922.1|SLEB
OG0007609	LOC6631755|XP_002054923.1|DVIR	LOC115627226|XP_030378709.1|SLEB
OG0007610	LOC6626743|XP_032293048.1|DVIR	LOC115629227|XP_030381502.1|SLEB
OG0007611	LOC6636242|XP_015024054.1|DVIR	LOC115627862|XP_030379585.1|SLEB
OG0007612	LOC6625929|XP_002049298.1|DVIR	LOC115634743|XP_030388495.1|SLEB
OG0007613	LOC6626562|XP_002049812.3|DVIR	LOC115633376|XP_030386683.1|SLEB
OG0007614	LOC6623189|XP_002046103.1|DVIR	LOC115632427|XP_030385428.1|SLEB
OG0007615	LOC6623080|XP_002047262.1|DVIR	LOC115633032|XP_030386236.1|SLEB
OG0007616	LOC6630478|XP_002053754.1|DVIR	LOC115620666|XP_030369880.1|SLEB
OG0007617	LOC6624046|XP_032289975.1|DVIR	LOC115630373|XP_030382768.1|SLEB
OG0007618	LOC6623062|XP_032290663.1|DVIR	LOC115622296|XP_030372059.1|SLEB
OG0007619	LOC6622539|XP_015030560.1|DVIR	LOC115622541|XP_030372367.1|SLEB
OG0007620	LOC6624387|XP_032290003.1|DVIR	LOC115623197|XP_030373281.1|SLEB
OG0007621	LOC6625684|XP_002050317.1|DVIR	LOC115632800|XP_030385915.1|SLEB
OG0007622	LOC6624563|XP_015031514.2|DVIR	LOC115623219|XP_030373318.1|SLEB
OG0007623	LOC6623071|XP_032290667.1|DVIR	LOC115623248|XP_030373371.1|SLEB
OG0007624	LOC6622779|XP_002048083.1|DVIR	LOC115633758|XP_030387093.1|SLEB
OG0007625	LOC6623394|XP_032289881.1|DVIR	LOC115622121|XP_030371829.1|SLEB
OG0007626	LOC6622735|XP_002047031.1|DVIR	LOC115632530|XP_030385586.1|SLEB
OG0007627	LOC6622715|XP_002047030.1|DVIR	LOC115632529|XP_030385585.1|SLEB
OG0007628	LOC6636234|XP_002059748.1|DVIR	LOC115627977|XP_030379733.1|SLEB
OG0007629	LOC6624463|XP_002046602.1|DVIR	LOC115622881|XP_030372834.1|SLEB
OG0007630	LOC6630538|XP_002054603.3|DVIR	LOC115623811|XP_030374215.1|SLEB
OG0007631	LOC6633211|XP_002055976.1|DVIR	LOC115620496|XP_030369607.1|SLEB
OG0007632	LOC26531257|XP_032289262.1|DVIR, LOC116650579|XP_032290494.1|DVIR	LOC115624556|XP_030375144.1|SLEB
OG0007633	LOC6628338|XP_032294491.1|DVIR	LOC115631881|XP_030384590.1|SLEB
OG0007634	LOC6635211|XP_032295123.1|DVIR	LOC115620715|XP_030369952.1|SLEB
OG0007635	LOC6634335|XP_002057463.2|DVIR	LOC115626039|XP_030377150.1|SLEB
OG0007636	LOC6623997|XP_002047588.2|DVIR	LOC115633812|XP_030387156.1|SLEB
OG0007637	LOC6629073|XP_002052375.1|DVIR	LOC115632671|XP_030385765.1|SLEB
OG0007638	LOC6635929|XP_032292495.1|DVIR	LOC115631948|XP_030384665.1|SLEB
OG0007639	LOC116649736|XP_032296490.1|DVIR	LOC115623446|XP_030373656.1|SLEB
OG0007640	LOC6626107|XP_002050511.1|DVIR	LOC115631215|XP_030383783.1|SLEB
OG0007641	LOC6629440|XP_002053157.1|DVIR	LOC115624475|XP_030375038.1|SLEB, LOC115624162|XP_030374619.1|SLEB
OG0007642	LOC6626502|XP_002050871.1|DVIR, LOC6626366|XP_002050695.1|DVIR	LOC115634440|XP_030388009.1|SLEB
OG0007643	LOC6631100|XP_032291097.1|DVIR	LOC115623774|XP_030374170.1|SLEB
OG0007644	LOC6630946|XP_002054048.1|DVIR	LOC115620413|XP_030369496.1|SLEB
OG0007645	LOC6633228|XP_002056286.1|DVIR	LOC115623507|XP_030373747.1|SLEB, LOC115623505|XP_030373743.1|SLEB, LOC115623962|XP_030374389.1|SLEB, LOC115623506|XP_030373744.1|SLEB
OG0007646	LOC6627715|XP_002051637.1|DVIR	LOC115630590|XP_030383069.1|SLEB
OG0007647	LOC6628324|XP_032293662.1|DVIR	LOC115629073|XP_030381249.1|SLEB
OG0007648	LOC6627176|XP_002050394.2|DVIR	LOC115627600|XP_030379187.1|SLEB
OG0007649	LOC6623445|XP_002047281.1|DVIR	LOC115632434|XP_030385437.1|SLEB, LOC115632770|XP_030385878.1|SLEB, LOC115632748|XP_030385856.1|SLEB
OG0007650	LOC6626400|XP_002049137.3|DVIR	LOC115620199|XP_030369192.1|SLEB, LOC115620202|XP_030369197.1|SLEB
OG0007651	LOC26531350|XP_032296644.1|DVIR	LOC115629259|XP_030381540.1|SLEB
OG0007652	LOC26531799|XP_015024750.1|DVIR, LOC26530875|XP_015024747.1|DVIR	LOC115625798|XP_030376839.1|SLEB
OG0007653	LOC116650469|XP_032290030.1|DVIR, LOC6622547|XP_002048436.1|DVIR	LOC115620883|XP_030370221.1|SLEB
OG0007654	LOC6623165|XP_002047745.1|DVIR	LOC115622992|XP_030373012.1|SLEB
OG0007655	LOC6635353|XP_002058899.2|DVIR, LOC6627181|XP_002049746.2|DVIR, LOC6622686|XP_032289987.1|DVIR	LOC115627159|XP_030378644.1|SLEB
OG0007656	LOC6624316|XP_032291019.1|DVIR	LOC115624307|XP_030374789.1|SLEB
OG0007659	LOC26530911|XP_015030260.1|DVIR	LOC115634455|XP_030388037.1|SLEB
OG0007659	LOC6626742|XP_002049305.2|DVIR	LOC115634267|XP_030387756.1|SLEB, LOC115634458|XP_030388043.1|SLEB
OG0007660	LOC6630266|XP_002053425.1|DVIR, LOC6630265|XP_002053424.1|DVIR	LOC115623983|XP_030374414.1|SLEB
OG0007664	LOC6630004|XP_002054766.2|DVIR	LOC115620215|XP_030369213.1|SLEB
OG0007665	LOC6631934|XP_002055481.2|DVIR, LOC116652020|XP_032295559.1|DVIR	LOC115633285|XP_030386554.1|SLEB
OG0007667	LOC6631313|XP_002055056.1|DVIR	LOC115626933|XP_030378302.1|SLEB
OG0007668	LOC6634313|XP_002057563.1|DVIR	LOC115625983|XP_030377089.1|SLEB
OG0007669	LOC6631857|XP_032295556.1|DVIR	LOC115628820|XP_030380908.1|SLEB
