Orthogroup	DVIR.longest_only	CPIP.longest_only
OG0007398	LOC6625851|XP_002050107.1|DVIR	LOC120424119|XP_039444094.1|CPIP
OG0007399	LOC6635545|XP_002059092.1|DVIR	LOC120424133|XP_039444107.1|CPIP
OG0007400	LOC6634641|XP_002058040.1|DVIR	LOC120419414|XP_039438026.1|CPIP
OG0007401	LOC6631473|XP_002055117.2|DVIR	LOC120419394|XP_039438000.1|CPIP
OG0007402	LOC6629518|XP_002054588.3|DVIR	LOC120419423|XP_039438030.1|CPIP
OG0007403	LOC6630346|XP_002054595.2|DVIR	LOC120417930|XP_039436101.1|CPIP
OG0007404	LOC6630540|XP_002054605.3|DVIR	LOC120417925|XP_039436095.1|CPIP
OG0007405	LOC6630676|XP_002054609.1|DVIR	LOC120419553|XP_039438201.1|CPIP
OG0007406	LOC6630280|XP_002054891.1|DVIR	LOC120420571|XP_039439583.1|CPIP
OG0007409	LOC6628507|XP_002051842.1|DVIR	LOC120428915|XP_039449992.1|CPIP
OG0007410	LOC6631556|XP_002055433.1|DVIR	LOC120423157|XP_039442771.1|CPIP
OG0007411	LOC6633353|XP_002056977.1|DVIR	LOC120423154|XP_039442767.1|CPIP
OG0007412	LOC6634651|XP_002058302.1|DVIR	LOC120423151|XP_039442766.1|CPIP
OG0007413	LOC6627057|XP_002050513.1|DVIR	LOC120419395|XP_039438001.1|CPIP
OG0007414	LOC6635498|XP_002059038.1|DVIR	LOC120431824|XP_039452880.1|CPIP
OG0007415	LOC6633331|XP_002056859.1|DVIR	LOC120421353|XP_039440472.1|CPIP
OG0007416	LOC6633864|XP_032296641.1|DVIR	LOC120421370|XP_039440496.1|CPIP
OG0007417	LOC6633565|XP_015025425.1|DVIR	LOC120421372|XP_039440498.1|CPIP
OG0007418	LOC6625912|XP_002049860.1|DVIR	LOC120419573|XP_039438232.1|CPIP
OG0007419	LOC6631209|XP_032294814.1|DVIR	LOC120419555|XP_039438203.1|CPIP
OG0007420	LOC6636410|XP_002059866.1|DVIR, LOC116651392|XP_032293554.1|DVIR	LOC120419563|XP_039438226.1|CPIP
OG0007421	LOC6632208|XP_032295825.1|DVIR	LOC120416673|XP_039434422.1|CPIP
OG0007422	LOC6633409|XP_002056902.1|DVIR	LOC120416626|XP_039434367.1|CPIP
OG0007423	LOC6636145|XP_015024183.1|DVIR	LOC120416635|XP_039434381.1|CPIP
OG0007424	LOC6623778|XP_002048536.1|DVIR	LOC120416653|XP_039434398.1|CPIP
OG0007425	LOC6622837|XP_015031338.1|DVIR	LOC120416619|XP_039434353.1|CPIP
OG0007426	LOC6635541|XP_002059088.1|DVIR	LOC120416642|XP_039434386.1|CPIP
OG0007427	LOC6634466|XP_002057954.1|DVIR	LOC120416641|XP_039434385.1|CPIP
OG0007428	LOC6633359|XP_032296655.1|DVIR	LOC120415003|XP_039432294.1|CPIP
OG0007429	LOC6624955|XP_002049179.1|DVIR	LOC120419934|XP_039438732.1|CPIP
OG0007430	LOC6623305|XP_002046108.1|DVIR	LOC120424353|XP_039444387.1|CPIP
OG0007431	LOC6635704|XP_002059253.1|DVIR	LOC120425265|XP_039445647.1|CPIP
OG0007432	LOC6622096|XP_002047686.1|DVIR	LOC120425213|XP_039445580.1|CPIP
OG0007433	LOC6634574|XP_032296301.1|DVIR	LOC120417984|XP_039436162.1|CPIP
OG0007434	LOC6623724|XP_002048598.1|DVIR	LOC120418006|XP_039436184.1|CPIP
OG0007435	LOC6623545|XP_002048612.1|DVIR	LOC120417978|XP_039436152.1|CPIP
OG0007436	LOC6624068|XP_002048104.1|DVIR	LOC120417553|XP_039435578.1|CPIP
OG0007437	LOC6622774|XP_002048004.1|DVIR	LOC120417579|XP_039435623.1|CPIP
OG0007438	LOC6622749|XP_032290199.1|DVIR	LOC120423636|XP_039443439.1|CPIP
OG0007439	LOC6636691|XP_002060169.1|DVIR	LOC120425152|XP_039445518.1|CPIP
OG0007440	LOC6631818|XP_032295639.1|DVIR	LOC120412535|XP_039428965.1|CPIP
OG0007441	LOC6624923|XP_002049348.1|DVIR	LOC120415276|XP_039432680.1|CPIP
OG0007442	LOC6629361|XP_002053570.1|DVIR	LOC120415318|XP_039432733.1|CPIP
OG0007443	LOC26530662|XP_015030232.1|DVIR	LOC120415299|XP_039432704.1|CPIP
OG0007444	LOC6625010|XP_002049760.1|DVIR	LOC120416757|XP_039434524.1|CPIP
OG0007445	LOC6625009|XP_002049759.1|DVIR	LOC120416756|XP_039434523.1|CPIP
OG0007446	LOC6628342|XP_015028509.1|DVIR	LOC120416720|XP_039434480.1|CPIP
OG0007447	LOC6627924|XP_002052799.1|DVIR	LOC120416753|XP_039434520.1|CPIP
OG0007448	LOC6626407|XP_032292640.1|DVIR	LOC120418471|XP_039436838.1|CPIP
OG0007449	LOC6624351|XP_002048627.2|DVIR	LOC120424598|XP_039444696.1|CPIP
OG0007450	LOC26531832|XP_015028991.1|DVIR	LOC120424596|XP_039444694.1|CPIP
OG0007451	LOC6622104|XP_002047698.3|DVIR	LOC120422163|XP_039441474.1|CPIP
OG0007452	LOC6622110|XP_002047697.2|DVIR	LOC120422164|XP_039441475.1|CPIP
OG0007453	LOC6623176|XP_002048552.2|DVIR	LOC120420424|XP_039439379.1|CPIP
OG0007454	LOC6624190|XP_002048412.1|DVIR	LOC120420398|XP_039439342.1|CPIP
OG0007456	LOC6633485|XP_002056994.2|DVIR	LOC120431767|XP_039452819.1|CPIP
OG0007457	LOC6622777|XP_002047043.1|DVIR	LOC120417560|XP_039435584.1|CPIP
OG0007458	LOC6629010|XP_002051279.1|DVIR	LOC120417554|XP_039435579.1|CPIP
OG0007459	LOC6635167|XP_002058369.2|DVIR	LOC120417550|XP_039435574.1|CPIP
OG0007460	LOC6624762|XP_002049756.1|DVIR	LOC120417564|XP_039435593.1|CPIP
OG0007461	LOC6624080|XP_002048074.2|DVIR	LOC120425789|XP_039446331.1|CPIP
OG0007462	LOC6623983|XP_002048323.1|DVIR	LOC120425801|XP_039446347.1|CPIP
OG0007463	LOC6624100|XP_032290863.1|DVIR	LOC120425800|XP_039446345.1|CPIP
OG0007464	LOC6624441|XP_015030524.1|DVIR	LOC120425806|XP_039446353.1|CPIP
OG0007466	LOC6626313|XP_002049520.1|DVIR	LOC120417572|XP_039435610.1|CPIP
OG0007467	LOC6626315|XP_002049522.2|DVIR	LOC120417589|XP_039435635.1|CPIP
OG0007469	LOC6624486|XP_002048379.2|DVIR	LOC120415313|XP_039432729.1|CPIP
OG0007470	LOC6627458|XP_002052480.1|DVIR	LOC120415338|XP_039432761.1|CPIP
OG0007471	LOC6625039|XP_002048987.1|DVIR	LOC120415306|XP_039432714.1|CPIP
OG0007472	LOC6631488|XP_015026596.1|DVIR	LOC120415302|XP_039432708.1|CPIP
OG0007473	LOC6622343|XP_002048137.1|DVIR	LOC120415328|XP_039432749.1|CPIP
OG0007474	LOC6626412|XP_032292641.1|DVIR	LOC120424674|XP_039444786.1|CPIP
OG0007475	LOC6623563|XP_002046164.1|DVIR	LOC120426476|XP_039447173.1|CPIP
OG0007476	LOC6633287|XP_002056870.1|DVIR	LOC120423246|XP_039442898.1|CPIP
OG0007477	LOC6633340|XP_032296489.1|DVIR	LOC120423258|XP_039442922.1|CPIP
OG0007478	LOC6628094|XP_002051154.1|DVIR	LOC120423261|XP_039442927.1|CPIP
OG0007479	LOC6631756|XP_002054953.1|DVIR	LOC120414907|XP_039432171.1|CPIP
OG0007480	LOC6631103|XP_002053224.2|DVIR	LOC120414910|XP_039432175.1|CPIP
OG0007481	LOC6636822|XP_002060271.1|DVIR	LOC120414909|XP_039432174.1|CPIP
OG0007482	LOC6627670|XP_032294625.1|DVIR	LOC120414892|XP_039432148.1|CPIP
OG0007483	LOC6626495|XP_002049320.1|DVIR	LOC120427765|XP_039448611.1|CPIP
OG0007484	LOC26531166|XP_015026778.1|DVIR	LOC120428136|XP_039449053.1|CPIP, LOC120424447|XP_039444512.1|CPIP
OG0007485	LOC6633351|XP_002056792.1|DVIR	LOC120428140|XP_039449059.1|CPIP, LOC120424449|XP_039444516.1|CPIP
OG0007486	LOC6634776|XP_002058202.1|DVIR	LOC120428138|XP_039449057.1|CPIP, LOC120424435|XP_039444490.1|CPIP
OG0007487	LOC6636254|XP_002059723.2|DVIR	LOC120424448|XP_039444515.1|CPIP
OG0007488	LOC6622907|XP_032291093.1|DVIR	LOC120424438|XP_039444502.1|CPIP
OG0007489	LOC6630553|XP_015027408.1|DVIR	LOC120425130|XP_039445492.1|CPIP
OG0007490	LOC6634712|XP_032296393.1|DVIR	LOC120424259|XP_039444259.1|CPIP
OG0007491	LOC6633551|XP_032295945.1|DVIR	LOC120424326|XP_039444356.1|CPIP
OG0007492	LOC6625420|XP_002049782.1|DVIR	LOC120424399|XP_039444436.1|CPIP
OG0007493	LOC6634605|XP_032296388.1|DVIR	LOC120421453|XP_039440599.1|CPIP
OG0007495	LOC6631700|XP_002054970.1|DVIR	LOC120421447|XP_039440587.1|CPIP
OG0007496	LOC6622124|XP_015030429.1|DVIR	LOC120416731|XP_039434491.1|CPIP
OG0007497	LOC6622186|XP_002047853.2|DVIR	LOC120416718|XP_039434477.1|CPIP
OG0007498	LOC6622172|XP_032290602.1|DVIR	LOC120427336|XP_039448121.1|CPIP
OG0007499	LOC6623727|XP_002047616.1|DVIR	LOC120427338|XP_039448122.1|CPIP
OG0007500	LOC6624728|XP_002047615.1|DVIR	LOC120427345|XP_039448135.1|CPIP
OG0007501	LOC6622747|XP_015031353.1|DVIR	LOC120426853|XP_039447587.1|CPIP
OG0007502	LOC26531133|XP_015030289.1|DVIR	LOC120422965|XP_039442487.1|CPIP
OG0007503	LOC6635727|XP_002059142.1|DVIR	LOC120422956|XP_039442474.1|CPIP
OG0007504	LOC6624362|XP_032290367.1|DVIR	LOC120422958|XP_039442481.1|CPIP
OG0007505	LOC6622646|XP_002047991.1|DVIR	LOC120422936|XP_039442449.1|CPIP
OG0007506	LOC6622723|XP_002047993.1|DVIR	LOC120422961|XP_039442484.1|CPIP
OG0007507	LOC6629208|XP_002052627.1|DVIR	LOC120415213|XP_039432605.1|CPIP
OG0007508	LOC6628504|XP_002051839.1|DVIR	LOC120430228|XP_039451242.1|CPIP
OG0007509	LOC6634225|XP_002057674.1|DVIR	LOC120424462|XP_039444528.1|CPIP
OG0007510	LOC6624989|XP_002048920.2|DVIR	LOC120415415|XP_039432878.1|CPIP
OG0007511	LOC6634364|XP_002057705.1|DVIR	LOC120428240|XP_039449153.1|CPIP
OG0007512	LOC26530583|XP_015026250.1|DVIR	LOC120428226|XP_039449138.1|CPIP
OG0007513	LOC6627600|XP_002052831.1|DVIR	LOC120415154|XP_039432523.1|CPIP
OG0007514	LOC6636852|XP_002060282.2|DVIR	LOC120415099|XP_039432451.1|CPIP
OG0007515	LOC6635645|XP_002059191.1|DVIR	LOC120412355|XP_039428703.1|CPIP
OG0007516	LOC6628180|XP_002052914.1|DVIR	LOC120415101|XP_039432453.1|CPIP
OG0007517	LOC6624090|XP_032291090.1|DVIR	LOC120415106|XP_039432458.1|CPIP
OG0007518	LOC6627193|XP_002049438.1|DVIR	LOC120415143|XP_039432511.1|CPIP
OG0007519	LOC6625688|XP_002049814.3|DVIR	LOC120425533|XP_039446022.1|CPIP
OG0007520	LOC6633363|XP_032296570.1|DVIR	LOC120412760|XP_039429286.1|CPIP
OG0007521	LOC6631729|XP_002055576.1|DVIR	LOC120415391|XP_039432849.1|CPIP
OG0007522	LOC6634780|XP_002058206.1|DVIR	LOC120419150|XP_039437722.1|CPIP
OG0007523	LOC6625860|XP_015029495.1|DVIR	LOC120412718|XP_039429236.1|CPIP
OG0007524	LOC6628506|XP_002051841.1|DVIR	LOC120430842|XP_039451903.1|CPIP
OG0007525	LOC6634344|XP_002057472.1|DVIR	LOC120419304|XP_039437905.1|CPIP
OG0007526	LOC6631014|XP_002054290.1|DVIR	LOC120430001|XP_039451033.1|CPIP
OG0007527	LOC6622497|XP_002047225.2|DVIR	LOC120430727|XP_039451773.1|CPIP
OG0007528	LOC6625802|XP_032293381.1|DVIR	LOC120415091|XP_039432444.1|CPIP
OG0007529	LOC6624743|XP_002049703.1|DVIR	LOC120429848|XP_039450857.1|CPIP
OG0007530	LOC6635262|XP_002058741.1|DVIR	LOC120429686|XP_039450655.1|CPIP
OG0007531	LOC6625243|XP_002049196.1|DVIR	LOC120429117|XP_039450235.1|CPIP
OG0007532	LOC6625921|XP_002049460.1|DVIR	LOC120428784|XP_039449809.1|CPIP
OG0007534	LOC6623043|XP_002048057.1|DVIR	LOC120429667|XP_039450633.1|CPIP
OG0007535	LOC6624336|XP_002047632.1|DVIR	LOC120426730|XP_039447437.1|CPIP
OG0007536	LOC6629867|XP_002053344.1|DVIR	LOC120415371|XP_039432827.1|CPIP
OG0007537	LOC6624625|XP_032290432.1|DVIR	LOC120415418|XP_039432881.1|CPIP
OG0007538	LOC6624635|XP_032290377.1|DVIR	LOC120415429|XP_039432905.1|CPIP
OG0007539	LOC6628396|XP_032294381.1|DVIR	LOC120415414|XP_039432877.1|CPIP
OG0007540	LOC6631056|XP_002054222.1|DVIR	LOC120415411|XP_039432873.1|CPIP
OG0007541	LOC6626317|XP_002049524.1|DVIR	LOC120415394|XP_039432854.1|CPIP
OG0007542	LOC6626592|XP_002049028.1|DVIR	LOC120415352|XP_039432774.1|CPIP
OG0007543	LOC6636258|XP_032290070.1|DVIR	LOC120420332|XP_039439261.1|CPIP
OG0007544	LOC6624261|XP_002048516.1|DVIR	LOC120429986|XP_039451011.1|CPIP
OG0007545	LOC6628392|XP_002051191.1|DVIR	LOC120419172|XP_039437759.1|CPIP, LOC120420330|XP_039439259.1|CPIP
OG0007546	LOC6630936|XP_002053489.1|DVIR	LOC120428810|XP_039449845.1|CPIP
OG0007547	LOC6625782|XP_002049580.1|DVIR	LOC120432666|XP_039453849.1|CPIP
OG0007548	LOC6622995|XP_015030715.1|DVIR	LOC120412351|XP_039428698.1|CPIP
OG0007549	LOC6622620|XP_002048143.1|DVIR	LOC120425248|XP_039445628.1|CPIP
OG0007550	LOC6622587|XP_002047968.1|DVIR	LOC120425245|XP_039445614.1|CPIP
OG0007551	LOC6626308|XP_032292119.1|DVIR	LOC120425963|XP_039446544.1|CPIP
OG0007552	LOC6628726|XP_015028568.1|DVIR	LOC120425959|XP_039446540.1|CPIP
OG0007553	LOC6627322|XP_002051698.1|DVIR	LOC120425961|XP_039446542.1|CPIP
OG0007554	LOC6623799|XP_002046349.1|DVIR	LOC120421975|XP_039441219.1|CPIP
OG0007555	LOC6626492|XP_002049317.1|DVIR	LOC120416836|XP_039434658.1|CPIP
OG0007556	LOC6627196|XP_002049441.1|DVIR	LOC120416857|XP_039434688.1|CPIP
OG0007557	LOC6626002|XP_015029771.1|DVIR	LOC120416814|XP_039434624.1|CPIP
OG0007558	LOC6626850|XP_032292163.1|DVIR	LOC120416854|XP_039434678.1|CPIP
OG0007559	LOC6629197|XP_002051599.1|DVIR	LOC120416839|XP_039434662.1|CPIP
OG0007560	LOC6624485|XP_002048114.1|DVIR	LOC120416808|XP_039434615.1|CPIP
OG0007561	LOC6622095|XP_032290545.1|DVIR	LOC120416848|XP_039434671.1|CPIP
OG0007562	LOC6622298|XP_002047913.1|DVIR	LOC120428655|XP_039449636.1|CPIP
OG0007563	LOC6624439|XP_002048397.1|DVIR	LOC120416989|XP_039434849.1|CPIP
OG0007564	LOC6624457|XP_002047470.1|DVIR	LOC120417015|XP_039434885.1|CPIP
OG0007565	LOC6629492|XP_032288741.1|DVIR	LOC120421866|XP_039441098.1|CPIP
OG0007566	LOC6626957|XP_002049409.2|DVIR	LOC120421855|XP_039441079.1|CPIP
OG0007567	LOC6630477|XP_032294116.1|DVIR	LOC120426912|XP_039447652.1|CPIP
OG0007568	LOC6626992|XP_002049232.1|DVIR	LOC120426913|XP_039447653.1|CPIP
OG0007569	LOC6626046|XP_002049144.1|DVIR	LOC120415858|XP_039433429.1|CPIP
OG0007570	LOC6626993|XP_015029494.1|DVIR	LOC120415874|XP_039433444.1|CPIP
OG0007571	LOC6626859|XP_002049230.2|DVIR	LOC120415859|XP_039433430.1|CPIP
OG0007572	LOC6627134|XP_002048952.2|DVIR	LOC120420288|XP_039439221.1|CPIP
OG0007573	LOC6627191|XP_002049933.1|DVIR	LOC120426514|XP_039447218.1|CPIP
OG0007574	LOC6627089|XP_032291764.1|DVIR	LOC120426519|XP_039447221.1|CPIP
OG0007575	LOC6627154|XP_032293226.1|DVIR	LOC120426498|XP_039447202.1|CPIP
OG0007576	LOC6631402|XP_002055672.1|DVIR	LOC120415163|XP_039432532.1|CPIP
OG0007577	LOC6633879|XP_032295842.1|DVIR	LOC120415183|XP_039432574.1|CPIP
OG0007578	LOC6627865|XP_002052262.3|DVIR	LOC120415166|XP_039432538.1|CPIP
OG0007579	LOC6625652|XP_002049869.1|DVIR	LOC120424720|XP_039444837.1|CPIP
OG0007580	LOC6622508|XP_002048431.2|DVIR	LOC120424717|XP_039444834.1|CPIP
OG0007581	LOC6627702|XP_002051986.1|DVIR	LOC120424721|XP_039444838.1|CPIP
OG0007582	LOC6633052|XP_002056760.2|DVIR	LOC120424718|XP_039444835.1|CPIP
OG0007583	LOC6626955|XP_002049407.2|DVIR	LOC120424722|XP_039444839.1|CPIP
OG0007584	LOC6634487|XP_032296249.1|DVIR	LOC120418576|XP_039436955.1|CPIP
OG0007585	LOC6622598|XP_002047701.1|DVIR	LOC120418580|XP_039436962.1|CPIP
OG0007586	LOC6634318|XP_002057458.1|DVIR	LOC120431047|XP_039452136.1|CPIP
OG0007587	LOC6626558|XP_032292861.1|DVIR	LOC120425092|XP_039445419.1|CPIP
OG0007588	LOC6629164|XP_002052367.1|DVIR	LOC120421829|XP_039441039.1|CPIP
OG0007589	LOC6631888|XP_002055489.3|DVIR	LOC120416366|XP_039434035.1|CPIP
OG0007590	LOC6624250|XP_032290733.1|DVIR	LOC120421565|XP_039440726.1|CPIP
OG0007591	LOC6625111|XP_002049285.1|DVIR	LOC120421578|XP_039440742.1|CPIP
OG0007592	LOC6625492|XP_002048829.1|DVIR	LOC120428804|XP_039449838.1|CPIP
OG0007593	LOC6633683|XP_032295553.1|DVIR	LOC120420319|XP_039439244.1|CPIP
OG0007594	LOC6626734|XP_002049278.2|DVIR	LOC120427504|XP_039448292.1|CPIP
OG0007595	LOC6626043|XP_002049141.1|DVIR	LOC120432585|XP_039453753.1|CPIP
OG0007596	LOC6624510|XP_032290678.1|DVIR	LOC120432560|XP_039453722.1|CPIP
OG0007597	LOC6624214|XP_002048670.1|DVIR	LOC120425837|XP_039446392.1|CPIP
OG0007598	LOC6625297|XP_002049259.2|DVIR	LOC120421558|XP_039440718.1|CPIP
OG0007599	LOC116650070|XP_032289309.1|DVIR, LOC6622370|XP_002047492.1|DVIR	LOC120423744|XP_039443591.1|CPIP
OG0007600	LOC6622417|XP_002047496.1|DVIR	LOC120423746|XP_039443594.1|CPIP
OG0007601	LOC6622510|XP_032290811.1|DVIR	LOC120422235|XP_039441553.1|CPIP
OG0007602	LOC6624180|XP_002048652.1|DVIR	LOC120422214|XP_039441533.1|CPIP
OG0007603	LOC6624187|XP_032289945.1|DVIR	LOC120422205|XP_039441520.1|CPIP
OG0007604	LOC6636831|XP_032291529.1|DVIR	LOC120416710|XP_039434460.1|CPIP
OG0007605	LOC6622504|XP_032290669.1|DVIR	LOC120427875|XP_039448739.1|CPIP
OG0007606	LOC6623593|XP_015030397.1|DVIR	LOC120427872|XP_039448735.1|CPIP
OG0007607	LOC6630903|XP_032294943.1|DVIR	LOC120428928|XP_039450003.1|CPIP
OG0007608	LOC6622097|XP_002048078.1|DVIR	LOC120423799|XP_039443653.1|CPIP
OG0007609	LOC6631755|XP_002054923.1|DVIR	LOC120423793|XP_039443646.1|CPIP
OG0007610	LOC6626743|XP_032293048.1|DVIR	LOC120423911|XP_039443826.1|CPIP
OG0007611	LOC6636242|XP_015024054.1|DVIR	LOC120423878|XP_039443762.1|CPIP
OG0007612	LOC6625929|XP_002049298.1|DVIR	LOC120423880|XP_039443773.1|CPIP
OG0007613	LOC6626562|XP_002049812.3|DVIR	LOC120423891|XP_039443801.1|CPIP
OG0007614	LOC6623189|XP_002046103.1|DVIR	LOC120423685|XP_039443512.1|CPIP
OG0007615	LOC6623080|XP_002047262.1|DVIR	LOC120423692|XP_039443521.1|CPIP
OG0007616	LOC6630478|XP_002053754.1|DVIR	LOC120423688|XP_039443514.1|CPIP
OG0007617	LOC6624046|XP_032289975.1|DVIR	LOC120423686|XP_039443513.1|CPIP
OG0007618	LOC6623062|XP_032290663.1|DVIR	LOC120423684|XP_039443511.1|CPIP
OG0007619	LOC6622539|XP_015030560.1|DVIR	LOC120423691|XP_039443519.1|CPIP
OG0007620	LOC6624387|XP_032290003.1|DVIR	LOC120423707|XP_039443546.1|CPIP
OG0007621	LOC6625684|XP_002050317.1|DVIR	LOC120423893|XP_039443807.1|CPIP
OG0007622	LOC6624563|XP_015031514.2|DVIR	LOC120429113|XP_039450218.1|CPIP
OG0007623	LOC6623071|XP_032290667.1|DVIR	LOC120429111|XP_039450209.1|CPIP
OG0007624	LOC6622779|XP_002048083.1|DVIR	LOC120429125|XP_039450250.1|CPIP
OG0007625	LOC6623394|XP_032289881.1|DVIR	LOC120429119|XP_039450242.1|CPIP
OG0007626	LOC6622735|XP_002047031.1|DVIR	LOC120428266|XP_039449192.1|CPIP
OG0007627	LOC6622715|XP_002047030.1|DVIR	LOC120428255|XP_039449179.1|CPIP
OG0007628	LOC6636234|XP_002059748.1|DVIR	LOC120415070|XP_039432398.1|CPIP
OG0007629	LOC6624463|XP_002046602.1|DVIR	LOC120420790|XP_039439837.1|CPIP
OG0007630	LOC6630538|XP_002054603.3|DVIR	LOC120429171|XP_039450317.1|CPIP
OG0007631	LOC6633211|XP_002055976.1|DVIR	LOC120421421|XP_039440569.1|CPIP
OG0007632	LOC26531257|XP_032289262.1|DVIR, LOC116650579|XP_032290494.1|DVIR	LOC120420812|XP_039439866.1|CPIP
OG0007633	LOC6628338|XP_032294491.1|DVIR	LOC120423670|XP_039443490.1|CPIP
OG0007634	LOC6635211|XP_032295123.1|DVIR	LOC120429872|XP_039450884.1|CPIP, LOC120413601|XP_039430442.1|CPIP
OG0007635	LOC6634335|XP_002057463.2|DVIR	LOC120424364|XP_039444393.1|CPIP
OG0007638	LOC6635929|XP_032292495.1|DVIR	LOC120427292|XP_039448078.1|CPIP
OG0007639	LOC116649736|XP_032296490.1|DVIR	LOC120418877|XP_039437344.1|CPIP
OG0007640	LOC6626107|XP_002050511.1|DVIR	LOC120428888|XP_039449961.1|CPIP
OG0007641	LOC6629440|XP_002053157.1|DVIR	LOC120424396|XP_039444428.1|CPIP
OG0007651	LOC26531350|XP_032296644.1|DVIR	LOC120416408|XP_039434093.1|CPIP, LOC120416409|XP_039434094.1|CPIP
OG0007664	LOC6630004|XP_002054766.2|DVIR	LOC120432210|XP_039453304.1|CPIP
OG0007665	LOC6631934|XP_002055481.2|DVIR, LOC116652020|XP_032295559.1|DVIR	LOC120421060|XP_039440139.1|CPIP
OG0007666	LOC6631832|XP_032295848.1|DVIR	LOC120422064|XP_039441334.1|CPIP
OG0007667	LOC6631313|XP_002055056.1|DVIR	LOC120421078|XP_039440157.1|CPIP
OG0007668	LOC6634313|XP_002057563.1|DVIR	LOC120415081|XP_039432417.1|CPIP
OG0007669	LOC6631857|XP_032295556.1|DVIR	LOC120432337|XP_039453459.1|CPIP
OG0007670	LOC6631856|XP_002055200.1|DVIR	LOC120432336|XP_039453458.1|CPIP
OG0007671	LOC6632121|XP_002055259.1|DVIR	LOC120415059|XP_039432379.1|CPIP
OG0007672	LOC6632059|XP_002055112.1|DVIR	LOC120413709|XP_039430564.1|CPIP
OG0007674	LOC6632172|XP_032295987.1|DVIR	LOC120418098|XP_039436300.1|CPIP
OG0007675	LOC6631532|XP_002055339.1|DVIR	LOC120418104|XP_039436308.1|CPIP
OG0007676	LOC6635453|XP_002059055.1|DVIR	LOC120418120|XP_039436332.1|CPIP
OG0007677	LOC6633632|XP_002057276.2|DVIR	LOC120418127|XP_039436338.1|CPIP
OG0007678	LOC6631910|XP_002055591.1|DVIR	LOC120432216|XP_039453315.1|CPIP
OG0007679	LOC6631914|XP_002055595.1|DVIR	LOC120432327|XP_039453446.1|CPIP
OG0007680	LOC6634189|XP_015025182.1|DVIR	LOC120432238|XP_039453347.1|CPIP
OG0007681	LOC6632227|XP_002055875.1|DVIR	LOC120413734|XP_039430594.1|CPIP
OG0007682	LOC6631477|XP_032295896.1|DVIR	LOC120421044|XP_039440121.1|CPIP
OG0007683	LOC6634489|XP_002058227.1|DVIR, LOC116652290|XP_032296487.1|DVIR	LOC120421045|XP_039440122.1|CPIP
OG0007684	LOC6631530|XP_002055337.1|DVIR	LOC120429210|XP_039450362.1|CPIP
OG0007685	LOC6632155|XP_032295571.1|DVIR	LOC120412427|XP_039428823.1|CPIP
OG0007686	LOC6631415|XP_002055424.1|DVIR	LOC120430764|XP_039451812.1|CPIP
OG0007687	LOC6634396|XP_032296275.1|DVIR	LOC120430936|XP_039451990.1|CPIP
OG0007689	LOC6631966|XP_002055229.1|DVIR	LOC120429176|XP_039450323.1|CPIP
OG0007690	LOC6631389|XP_015026605.1|DVIR	LOC120416385|XP_039434053.1|CPIP
OG0007691	LOC6632934|XP_002056121.1|DVIR	LOC120419701|XP_039438422.1|CPIP
OG0007692	LOC6631456|XP_002055544.2|DVIR	LOC120417678|XP_039435745.1|CPIP
OG0007693	LOC6631539|XP_002055063.1|DVIR	LOC120417680|XP_039435747.1|CPIP
OG0007694	LOC6623089|XP_002048238.1|DVIR	LOC120422473|XP_039441862.1|CPIP
OG0007695	LOC6633644|XP_032289088.1|DVIR	LOC120424285|XP_039444290.1|CPIP
OG0007696	LOC6622846|XP_002048026.2|DVIR	LOC120415054|XP_039432369.1|CPIP
OG0007697	LOC6622215|XP_002046087.1|DVIR	LOC120431137|XP_039452218.1|CPIP
OG0007698	LOC6633828|XP_002057107.2|DVIR	LOC120431201|XP_039452279.1|CPIP
OG0007699	LOC6634653|XP_002058106.2|DVIR	LOC120422535|XP_039441931.1|CPIP
OG0007700	LOC6633396|XP_002057206.1|DVIR	LOC120422528|XP_039441922.1|CPIP
OG0007701	LOC6633608|XP_032289038.1|DVIR	LOC120422526|XP_039441918.1|CPIP
OG0007702	LOC6631448|XP_002054959.1|DVIR	LOC120424293|XP_039444309.1|CPIP
OG0007703	LOC6634531|XP_002057960.2|DVIR	LOC120420186|XP_039439102.1|CPIP
OG0007704	LOC6632877|XP_032289507.1|DVIR	LOC120422461|XP_039441838.1|CPIP
OG0007705	LOC6636720|XP_002060193.1|DVIR	LOC120422443|XP_039441820.1|CPIP
OG0007706	LOC6635496|XP_002059085.2|DVIR	LOC120420220|XP_039439142.1|CPIP
OG0007707	LOC6631926|XP_032295584.1|DVIR	LOC120420252|XP_039439178.1|CPIP
OG0007708	LOC6632141|XP_015026433.2|DVIR	LOC120416886|XP_039434713.1|CPIP
OG0007709	LOC6636142|XP_002059536.2|DVIR	LOC120413339|XP_039430049.1|CPIP
OG0007710	LOC6631429|XP_002055537.2|DVIR	LOC120412706|XP_039429220.1|CPIP
OG0007711	LOC6631983|XP_002055608.1|DVIR	LOC120412954|XP_039429532.1|CPIP
OG0007712	LOC6634444|XP_002058059.1|DVIR	LOC120432603|XP_039453786.1|CPIP
OG0007713	LOC6633728|XP_032296623.1|DVIR	LOC120413005|XP_039429591.1|CPIP
OG0007714	LOC6631589|XP_002055441.1|DVIR	LOC120412406|XP_039428805.1|CPIP
OG0007715	LOC6631675|XP_002055001.1|DVIR	LOC120432339|XP_039453464.1|CPIP
