Orthogroup	DMAU.longest_only	CQUI.longest_only
OG0006764	LOC117136370|XP_033153144.1|DMAU	LOC6043961|XP_038117862.1|CQUI
OG0006765	LOC117136944|XP_033153982.1|DMAU	LOC6043965|XP_001861543.2|CQUI
OG0006766	LOC117139459|XP_033157660.1|DMAU	LOC6047381|XP_038115647.1|CQUI
OG0006767	LOC117139830|XP_033158362.1|DMAU	LOC6050315|XP_038115642.1|CQUI
OG0006768	LOC117139827|XP_033158355.1|DMAU	LOC6050161|XP_001866813.1|CQUI
OG0006769	LOC117139829|XP_033158361.1|DMAU	LOC6050160|XP_001866812.1|CQUI
OG0006770	LOC117141401|XP_033160714.1|DMAU	LOC6036572|XP_001846604.2|CQUI
OG0006772	LOC117137819|XP_033155392.1|DMAU	LOC6050883|XP_038116535.1|CQUI
OG0006773	LOC117139841|XP_033158379.1|DMAU	LOC6046558|XP_038116159.1|CQUI
OG0006774	LOC117139468|XP_033157672.1|DMAU	LOC6041244|XP_038114611.1|CQUI
OG0006775	LOC117142037|XP_033161797.1|DMAU	LOC6041248|XP_001850538.2|CQUI
OG0006776	LOC117140778|XP_033159754.1|DMAU	LOC6041250|XP_001850540.2|CQUI
OG0006777	LOC117142041|XP_033161802.1|DMAU	LOC6041251|XP_001850541.1|CQUI
OG0006778	LOC117141367|XP_033160664.1|DMAU	LOC6041252|XP_038114574.1|CQUI
OG0006779	LOC117140138|XP_033158796.1|DMAU	LOC6041255|XP_001850545.2|CQUI
OG0006780	LOC117140501|XP_033159358.1|DMAU	LOC6041256|XP_038118189.1|CQUI
OG0006781	LOC117140216|XP_033158897.1|DMAU	LOC6041268|XP_038114782.1|CQUI
OG0006782	LOC117141299|XP_033160568.1|DMAU	LOC6041273|XP_038114787.1|CQUI
OG0006783	LOC117138193|XP_033155989.1|DMAU	LOC6044694|XP_038120250.1|CQUI
OG0006784	LOC117139543|XP_033157812.1|DMAU	LOC6050317|XP_038115935.1|CQUI
OG0006785	LOC117136356|XP_033153114.1|DMAU	LOC6050316|XP_001866946.2|CQUI
OG0006786	LOC117136833|XP_033153803.1|DMAU	LOC6054413|XP_038115283.1|CQUI
OG0006787	LOC117139250|XP_033157355.1|DMAU	LOC6050636|XP_038114830.1|CQUI
OG0006788	LOC117139253|XP_033157359.1|DMAU	LOC6054512|XP_038114835.1|CQUI
OG0006789	LOC117146572|XP_033168762.1|DMAU	LOC119768637|XP_038114833.1|CQUI
OG0006790	LOC117138181|XP_033155970.1|DMAU	LOC119768638|XP_038114836.1|CQUI
OG0006791	LOC117140631|XP_033159543.1|DMAU	LOC6036543|XP_038117119.1|CQUI
OG0006792	LOC117141027|XP_033160198.1|DMAU	LOC6036111|XP_001846204.2|CQUI
OG0006793	LOC117140655|XP_033159587.1|DMAU	LOC6036220|XP_001846295.2|CQUI
OG0006794	LOC117138098|XP_033155845.1|DMAU	LOC6036216|XP_001846291.2|CQUI
OG0006795	LOC117140342|XP_033159082.1|DMAU	LOC6036212|XP_038120747.1|CQUI
OG0006796	LOC117140753|XP_033159726.1|DMAU	LOC6036211|XP_001846286.2|CQUI
OG0006797	LOC117135221|XP_033151228.1|DMAU	LOC6036209|XP_001846284.2|CQUI
OG0006798	LOC117138995|XP_033156962.1|DMAU	LOC119769261|XP_038117132.1|CQUI
OG0006799	LOC117141569|XP_033160971.1|DMAU	LOC6035613|XP_038115050.1|CQUI
OG0006800	LOC117141740|XP_033161251.1|DMAU	LOC6033538|XP_038117693.1|CQUI
OG0006801	LOC117148622|XP_033172004.1|DMAU	LOC6038397|XP_038119107.1|CQUI
OG0006802	LOC117136911|XP_033153924.1|DMAU	LOC6038388|XP_038116244.1|CQUI
OG0006803	LOC117138015|XP_033155707.1|DMAU	LOC6038387|XP_038116242.1|CQUI
OG0006804	LOC117140907|XP_033159968.1|DMAU	LOC6038247|XP_038118230.1|CQUI
OG0006805	LOC117135515|XP_033151657.1|DMAU	LOC6038246|XP_038118197.1|CQUI
OG0006806	LOC117139489|XP_033157700.1|DMAU	LOC6040606|XP_038117802.1|CQUI
OG0006807	LOC117140013|XP_033158621.1|DMAU	LOC6052497|XP_038118841.1|CQUI
OG0006808	LOC117136874|XP_033153868.1|DMAU	LOC6036429|XP_038119231.1|CQUI
OG0006809	LOC117140258|XP_033158955.1|DMAU	LOC6036406|XP_001846459.2|CQUI
OG0006810	LOC117142088|XP_033161862.1|DMAU	LOC6036405|XP_038118039.1|CQUI
OG0006811	LOC117144116|XP_033165026.1|DMAU	LOC6036530|XP_001846575.2|CQUI
OG0006812	LOC117139905|XP_033158477.1|DMAU	LOC6036524|XP_038119194.1|CQUI
OG0006813	LOC117146073|XP_033167907.1|DMAU	LOC6035468|XP_001845653.2|CQUI
OG0006814	LOC117139801|XP_033158313.1|DMAU	LOC6041977|XP_001851152.1|CQUI
OG0006815	LOC117139725|XP_033158152.1|DMAU	LOC6041966|XP_038114777.1|CQUI
OG0006816	LOC117139394|XP_033157553.1|DMAU	LOC6041011|XP_038115599.1|CQUI
OG0006817	LOC117140446|XP_033159261.1|DMAU	LOC6031303|XP_001842122.2|CQUI
OG0006818	LOC117140524|XP_033159394.1|DMAU	LOC6031304|XP_038120070.1|CQUI
OG0006820	LOC117141415|XP_033160732.1|DMAU	LOC6035588|XP_038116117.1|CQUI
OG0006821	LOC117150603|XP_033173455.1|DMAU	LOC6035604|XP_038118721.1|CQUI
OG0006822	LOC117135831|XP_033152232.1|DMAU	LOC6035607|XP_001845756.2|CQUI
OG0006823	LOC117139438|XP_033157630.1|DMAU	LOC6035610|XP_001845759.1|CQUI
OG0006824	LOC117139625|XP_033157970.1|DMAU	LOC6033570|XP_001843999.2|CQUI
OG0006825	LOC117141751|XP_033161264.1|DMAU	LOC6034611|XP_038121872.1|CQUI
OG0006826	LOC117141432|XP_033160764.1|DMAU	LOC6034604|XP_038121045.1|CQUI
OG0006827	LOC117144583|XP_033165749.1|DMAU	LOC119770263|XP_038120734.1|CQUI
OG0006828	LOC117138712|XP_033156853.1|DMAU	LOC6047256|XP_038119758.1|CQUI
OG0006829	LOC117140833|XP_033159833.1|DMAU	LOC6045945|XP_001863195.2|CQUI
OG0006830	LOC117139098|XP_033157117.1|DMAU	LOC6052507|XP_038115302.1|CQUI
OG0006831	LOC117140872|XP_033159905.1|DMAU	LOC6048143|XP_001865106.1|CQUI
OG0006832	LOC117140946|XP_033160034.1|DMAU	LOC6048134|XP_038114534.1|CQUI
OG0006833	LOC117142059|XP_033161825.1|DMAU	LOC6045372|XP_038120771.1|CQUI
OG0006834	LOC117144088|XP_033164994.1|DMAU	LOC6042322|XP_001851454.2|CQUI
OG0006835	LOC117140591|XP_033159489.1|DMAU	LOC6042325|XP_038115814.1|CQUI
OG0006836	LOC117141454|XP_033160799.1|DMAU	LOC6042329|XP_001851460.2|CQUI
OG0006837	LOC117139008|XP_033156992.1|DMAU	LOC6042343|XP_038117971.1|CQUI
OG0006838	LOC117141871|XP_033161448.1|DMAU	LOC6042339|XP_001851467.2|CQUI
OG0006839	LOC117140382|XP_033159139.1|DMAU	LOC6045504|XP_038114838.1|CQUI
OG0006840	LOC117135183|XP_033151140.1|DMAU	LOC6037180|XP_038115990.1|CQUI
OG0006841	LOC117140978|XP_033160117.1|DMAU	LOC6037155|XP_038120304.1|CQUI
OG0006842	LOC117140592|XP_033159491.1|DMAU	LOC6035492|XP_038114629.1|CQUI
OG0006843	LOC117146992|XP_033169559.1|DMAU	LOC119770078|XP_038120207.1|CQUI
OG0006844	LOC117144817|XP_033166091.1|DMAU	LOC6035475|XP_038120206.1|CQUI
OG0006845	LOC117141851|XP_033161417.1|DMAU	LOC6033452|XP_038119091.1|CQUI
OG0006846	LOC117141382|XP_033160684.1|DMAU	LOC6033441|XP_038120457.1|CQUI
OG0006847	LOC117140654|XP_033159586.1|DMAU	LOC6053413|XP_038117538.1|CQUI
OG0006848	LOC117138067|XP_033155782.1|DMAU	LOC6040122|XP_038118810.1|CQUI
OG0006849	LOC117141915|XP_033161534.1|DMAU	LOC6030835|XP_001841689.1|CQUI
OG0006850	LOC117140639|XP_033159569.1|DMAU	LOC6030825|XP_038115996.1|CQUI
OG0006851	LOC117139220|XP_033157306.1|DMAU	LOC119770449|XP_038121308.1|CQUI
OG0006852	LOC117137753|XP_033155254.1|DMAU	LOC6030854|XP_038121168.1|CQUI
OG0006853	LOC117139523|XP_033157776.1|DMAU	LOC6030884|XP_038121562.1|CQUI
OG0006858	LOC117139376|XP_033157516.1|DMAU	LOC119770216|XP_038120582.1|CQUI
OG0006859	LOC117138678|XP_033156821.1|DMAU	LOC6052621|XP_038115397.1|CQUI
OG0006860	LOC117136674|XP_033153568.1|DMAU	LOC6042899|XP_001853751.1|CQUI
OG0006861	LOC117137762|XP_033155268.1|DMAU	LOC6030956|XP_038119122.1|CQUI
OG0006862	LOC117141016|XP_033160168.1|DMAU	LOC6030935|XP_001841798.2|CQUI
OG0006863	LOC117146716|XP_033169029.1|DMAU	LOC6030894|XP_038121676.1|CQUI
OG0006867	LOC117135522|XP_033151677.1|DMAU	LOC6041243|XP_038114615.1|CQUI
OG0006870	LOC117138323|XP_033156246.1|DMAU	LOC6051051|XP_038119515.1|CQUI
OG0006871	LOC117137991|XP_033155666.1|DMAU	LOC119770344|XP_038120954.1|CQUI
OG0006872	LOC117138209|XP_033156035.1|DMAU	LOC6040441|XP_001849831.2|CQUI
OG0006873	LOC117137202|XP_033154445.1|DMAU	LOC6046101|XP_038121819.1|CQUI
OG0006875	LOC117140776|XP_033159756.1|DMAU	LOC6042596|XP_038108009.1|CQUI
OG0006876	LOC117137749|XP_033155246.1|DMAU	LOC6052361|XP_038113421.1|CQUI
OG0006877	LOC117138437|XP_033156441.1|DMAU	LOC6041418|XP_001850680.1|CQUI
OG0006878	LOC117147144|XP_033169817.1|DMAU	LOC6041409|XP_038108999.1|CQUI
OG0006879	LOC117136347|XP_033153102.1|DMAU	LOC6041400|XP_038111481.1|CQUI
OG0006881	LOC117138205|XP_033156034.1|DMAU	LOC6031728|XP_038111585.1|CQUI
OG0006882	LOC117136266|XP_033152978.1|DMAU	LOC6032453|XP_001843049.1|CQUI
OG0006883	LOC117143970|XP_033164801.1|DMAU	LOC119766786|XP_038108497.1|CQUI, LOC6032491|XP_038108496.1|CQUI
OG0006884	LOC117140331|XP_033159481.1|DMAU	LOC6038604|XP_038111434.1|CQUI
OG0006885	LOC117140991|XP_033160136.1|DMAU	LOC6038598|XP_038106822.1|CQUI
OG0006886	LOC117145676|XP_033167301.1|DMAU	LOC6032071|XP_001842737.2|CQUI
OG0006887	LOC117146554|XP_033168743.1|DMAU	LOC6034113|XP_038108628.1|CQUI
OG0006888	LOC117137045|XP_033154148.1|DMAU	LOC6034116|XP_001844484.1|CQUI
OG0006889	LOC117149223|XP_033172649.1|DMAU	LOC6034115|XP_001844483.1|CQUI
OG0006890	LOC117150729|XP_033173646.1|DMAU	LOC6034125|XP_038110469.1|CQUI
OG0006891	LOC117149425|XP_033172666.1|DMAU	LOC6034124|XP_038110470.1|CQUI
OG0006892	LOC117150450|XP_033173228.1|DMAU	LOC6034129|XP_038110760.1|CQUI
OG0006893	LOC117142007|XP_033161750.1|DMAU	LOC6034130|XP_038106685.1|CQUI
OG0006894	LOC117141988|XP_033161712.1|DMAU	LOC6034131|XP_038113511.1|CQUI
OG0006895	LOC117148836|XP_033172381.1|DMAU	LOC6037885|XP_038108826.1|CQUI
OG0006896	LOC117150616|XP_033173477.1|DMAU	LOC6037886|XP_038109922.1|CQUI
OG0006897	LOC117150986|XP_033174079.1|DMAU	LOC6037893|XP_038112379.1|CQUI
OG0006898	LOC117140368|XP_033159125.1|DMAU	LOC6036689|XP_001846695.1|CQUI
OG0006899	LOC117150292|XP_033173006.1|DMAU	LOC6046041|XP_001863299.2|CQUI
OG0006900	LOC117147001|XP_033169572.1|DMAU	LOC6034160|XP_001844516.1|CQUI
OG0006901	LOC117147865|XP_033170837.1|DMAU	LOC6043211|XP_001857580.1|CQUI
OG0006902	LOC117148292|XP_033171503.1|DMAU	LOC6032925|XP_001843445.1|CQUI
OG0006903	LOC117146103|XP_033167975.1|DMAU	LOC6032938|XP_001843458.2|CQUI
OG0006904	LOC117142499|XP_033162428.1|DMAU	LOC6032965|XP_038114363.1|CQUI
OG0006905	LOC117135415|XP_033151462.1|DMAU	LOC6045160|XP_038106430.1|CQUI
OG0006906	LOC117141926|XP_033161555.1|DMAU	LOC6045155|XP_038112307.1|CQUI
OG0006907	LOC117150850|XP_033173811.1|DMAU	LOC6041618|XP_038107142.1|CQUI
OG0006908	LOC117136507|XP_033153345.1|DMAU	LOC6041629|XP_001850859.2|CQUI
OG0006909	LOC117150297|XP_033173010.1|DMAU	LOC6041630|XP_001850860.2|CQUI
OG0006910	LOC117135190|XP_033151150.1|DMAU	LOC6041631|XP_001850861.1|CQUI
OG0006911	LOC117147919|XP_033170928.1|DMAU	LOC6050508|XP_038110868.1|CQUI
OG0006912	LOC117145803|XP_033167496.1|DMAU	LOC6031318|XP_038111414.1|CQUI
OG0006913	LOC117150165|XP_033172852.1|DMAU	LOC6031321|XP_038111422.1|CQUI
OG0006914	LOC117139277|XP_033157395.1|DMAU	LOC6031322|XP_001842137.2|CQUI
OG0006915	LOC117150972|XP_033174044.1|DMAU	LOC6051866|XP_001842141.2|CQUI
OG0006916	LOC117150932|XP_033173988.1|DMAU	LOC6031333|XP_038109253.1|CQUI
OG0006917	LOC117135242|XP_033151276.1|DMAU	LOC6031339|XP_038110075.1|CQUI
OG0006918	LOC117150521|XP_033173332.1|DMAU	LOC6031341|XP_001842154.1|CQUI
OG0006919	LOC117136664|XP_033153559.1|DMAU	LOC6032405|XP_038112655.1|CQUI
OG0006920	LOC117150612|XP_033173468.1|DMAU	LOC6041505|XP_038111324.1|CQUI
OG0006921	LOC117150979|XP_033174061.1|DMAU	LOC6037080|XP_001847031.2|CQUI
OG0006922	LOC117135934|XP_033152404.1|DMAU	LOC6053632|XP_038111298.1|CQUI
OG0006923	LOC117150983|XP_033174071.1|DMAU	LOC6053636|XP_001869685.2|CQUI
OG0006924	LOC117150036|XP_033172795.1|DMAU	LOC6043310|XP_001870925.1|CQUI
OG0006925	LOC117144894|XP_033166208.1|DMAU	LOC6043312|XP_001870927.1|CQUI
OG0006926	LOC117136228|XP_033152904.1|DMAU	LOC6036356|XP_038109987.1|CQUI
OG0006927	LOC117148728|XP_033172177.1|DMAU	LOC6036353|XP_038112666.1|CQUI
OG0006928	LOC117146249|XP_033168081.1|DMAU	LOC6031385|XP_038111938.1|CQUI
OG0006929	LOC117151019|XP_033174115.1|DMAU	LOC6037374|XP_038107872.1|CQUI
OG0006930	LOC117137553|XP_033154949.1|DMAU	LOC6037378|XP_038112499.1|CQUI
OG0006931	LOC117142908|XP_033163086.1|DMAU	LOC6041499|XP_001850750.1|CQUI
OG0006932	LOC117137634|XP_033155060.1|DMAU	LOC6041489|XP_001850740.1|CQUI
OG0006933	LOC117144918|XP_033166259.1|DMAU	LOC6041485|XP_001850737.1|CQUI
OG0006934	LOC117142286|XP_033162060.1|DMAU	LOC6051265|XP_038108272.1|CQUI
OG0006935	LOC117138385|XP_033156349.1|DMAU	LOC6049915|XP_001866599.1|CQUI
OG0006936	LOC117146123|XP_033168020.1|DMAU	LOC6044608|XP_038107243.1|CQUI
OG0006937	LOC117135226|XP_033151234.1|DMAU	LOC6044591|XP_001862082.1|CQUI
OG0006938	LOC117145672|XP_033167299.1|DMAU	LOC6044593|XP_001862084.1|CQUI
OG0006939	LOC117148750|XP_033172230.1|DMAU	LOC6044595|XP_038108152.1|CQUI
OG0006940	LOC117141873|XP_033161454.1|DMAU	LOC6050050|XP_038110124.1|CQUI
OG0006941	LOC117150917|XP_033173960.1|DMAU	LOC6031856|XP_038114214.1|CQUI
OG0006942	LOC117137751|XP_033155250.1|DMAU	LOC6037121|XP_038107650.1|CQUI
OG0006943	LOC117139063|XP_033157101.1|DMAU	LOC6031934|XP_038112746.1|CQUI
OG0006944	LOC117151068|XP_033174201.1|DMAU	LOC6031938|XP_038107535.1|CQUI
OG0006945	LOC117139511|XP_033157763.1|DMAU	LOC6038102|XP_038111511.1|CQUI
OG0006946	LOC117142627|XP_033162620.1|DMAU	LOC6050060|XP_001866727.2|CQUI
OG0006947	LOC117150395|XP_033173149.1|DMAU	LOC6031959|XP_001842635.2|CQUI
OG0006948	LOC117138414|XP_033156396.1|DMAU	LOC6031775|XP_038113613.1|CQUI
OG0006949	LOC117142734|XP_033162798.1|DMAU	LOC6031795|XP_001842503.2|CQUI
OG0006950	LOC117137898|XP_033155528.1|DMAU	LOC6044462|XP_001861976.2|CQUI
OG0006951	LOC117149722|XP_033172705.1|DMAU	LOC119767758|XP_038113115.1|CQUI
OG0006952	LOC117146004|XP_033167815.1|DMAU	LOC6041556|XP_038112759.1|CQUI
OG0006953	LOC117139825|XP_033158352.1|DMAU	LOC6043294|XP_038109236.1|CQUI
OG0006954	LOC117151090|XP_033174230.1|DMAU	LOC6043299|XP_038110803.1|CQUI
OG0006955	LOC117142644|XP_033162641.1|DMAU	LOC119767808|XP_038113275.1|CQUI
OG0006956	LOC117135315|XP_033151403.1|DMAU	LOC6037096|XP_001847046.2|CQUI
OG0006957	LOC117137939|XP_033155595.1|DMAU	LOC6037095|XP_038108761.1|CQUI
OG0006959	LOC117140732|XP_033159701.1|DMAU	LOC6037088|XP_001847041.2|CQUI
OG0006960	LOC117150824|XP_033173781.1|DMAU	LOC6047194|XP_001864281.2|CQUI
OG0006961	LOC117150794|XP_033173738.1|DMAU	LOC6051459|XP_038108557.1|CQUI
OG0006962	LOC117144816|XP_033166088.1|DMAU	LOC6040853|XP_038109055.1|CQUI
OG0006963	LOC117147559|XP_033170396.1|DMAU	LOC6038074|XP_038113591.1|CQUI
OG0006964	LOC117150284|XP_033172993.1|DMAU	LOC6038081|XP_038106826.1|CQUI
OG0006965	LOC117150519|XP_033173327.1|DMAU	LOC6050855|XP_001867381.2|CQUI
OG0006966	LOC117146836|XP_033169323.1|DMAU	LOC6050854|XP_038111582.1|CQUI
OG0006967	LOC117137168|XP_033154372.1|DMAU	LOC6050856|XP_001867382.2|CQUI
OG0006968	LOC117138361|XP_033156319.1|DMAU	LOC6050868|XP_038107253.1|CQUI
OG0006969	LOC117139738|XP_033158186.1|DMAU	LOC6043905|XP_038109111.1|CQUI
OG0006971	LOC117135232|XP_033151245.1|DMAU	LOC6054675|XP_038106115.1|CQUI
OG0006972	LOC117142937|XP_033167220.1|DMAU	LOC6031191|XP_001842032.1|CQUI
OG0006973	LOC117135240|XP_033151273.1|DMAU	LOC6052099|XP_001868427.2|CQUI
OG0006974	LOC117135186|XP_033151144.1|DMAU	LOC6031211|XP_038107169.1|CQUI
OG0006975	LOC117150751|XP_033173677.1|DMAU	LOC6031246|XP_001842076.2|CQUI
OG0006976	LOC117135545|XP_033151732.1|DMAU	LOC6031402|XP_038111178.1|CQUI
OG0006977	LOC117136444|XP_033153253.1|DMAU	LOC6031980|XP_038111736.1|CQUI
OG0006978	LOC117139866|XP_033158417.1|DMAU	LOC6036364|XP_038108913.1|CQUI
OG0006979	LOC117150472|XP_033173259.1|DMAU	LOC6037021|XP_038108422.1|CQUI
OG0006980	LOC117136184|XP_033152824.1|DMAU	LOC6037003|XP_001846967.2|CQUI
OG0006981	LOC117135257|XP_033151294.1|DMAU	LOC6037000|XP_001846965.2|CQUI
OG0006982	LOC117137806|XP_033155376.1|DMAU	LOC6036998|XP_038109525.1|CQUI
OG0006983	LOC117151021|XP_033174117.1|DMAU	LOC6036991|XP_038107681.1|CQUI
OG0006984	LOC117141728|XP_033161274.1|DMAU	LOC6036638|XP_038113736.1|CQUI
OG0006985	LOC117151091|XP_033174234.1|DMAU	LOC6053555|XP_001869617.2|CQUI
OG0006986	LOC117137568|XP_033154968.1|DMAU	LOC6053559|XP_038109265.1|CQUI
OG0006987	LOC117138095|XP_033155836.1|DMAU	LOC119766524|XP_038107060.1|CQUI
OG0006989	LOC117135168|XP_033151123.1|DMAU	LOC6035243|XP_001845469.1|CQUI
OG0006990	LOC117142551|XP_033162495.1|DMAU	LOC6035249|XP_038110781.1|CQUI
OG0006991	LOC117145781|XP_033167451.1|DMAU	LOC6035253|XP_001845478.2|CQUI
OG0006992	LOC117145153|XP_033166586.1|DMAU	LOC6040130|XP_038109033.1|CQUI
OG0006993	LOC117146890|XP_033169383.1|DMAU	LOC6036674|XP_038110723.1|CQUI
OG0006994	LOC117151029|XP_033174133.1|DMAU	LOC6044535|XP_038108392.1|CQUI
OG0006995	LOC117136723|XP_033153646.1|DMAU	LOC6033190|XP_001843670.2|CQUI
OG0006996	LOC117150232|XP_033172919.1|DMAU	LOC6033184|XP_038111623.1|CQUI
OG0006997	LOC117137339|XP_033154625.1|DMAU	LOC6043177|XP_001870896.2|CQUI
OG0006998	LOC117143202|XP_033163637.1|DMAU	LOC6048403|XP_001865327.2|CQUI
OG0007000	LOC117150087|XP_033172821.1|DMAU	LOC6033135|XP_038111147.1|CQUI
OG0007001	LOC117136860|XP_033153850.1|DMAU	LOC6042101|XP_001851252.2|CQUI
OG0007002	LOC117135276|XP_033151333.1|DMAU	LOC6035288|XP_038111011.1|CQUI
OG0007003	LOC117138345|XP_033156276.1|DMAU	LOC6035285|XP_001845506.2|CQUI
OG0007004	LOC117138637|XP_033156742.1|DMAU	LOC6031747|XP_038110674.1|CQUI
OG0007005	LOC117150625|XP_033173486.1|DMAU	LOC6031749|XP_038114231.1|CQUI
OG0007006	LOC117144157|XP_033165084.1|DMAU	LOC6038623|XP_038110198.1|CQUI
OG0007007	LOC117150651|XP_033173523.1|DMAU	LOC6038612|XP_038107376.1|CQUI
OG0007009	LOC117137642|XP_033155072.1|DMAU	LOC6043227|XP_001857723.2|CQUI
OG0007011	LOC117144750|XP_033165996.1|DMAU	LOC6033142|XP_001843632.2|CQUI
OG0007012	LOC117139070|XP_033157075.1|DMAU	LOC6033146|XP_038112596.1|CQUI
OG0007013	LOC117148353|XP_033171600.1|DMAU	LOC6033271|XP_038111470.1|CQUI
OG0007014	LOC117150259|XP_033172949.1|DMAU	LOC6033267|XP_038111815.1|CQUI
OG0007015	LOC117150628|XP_033173492.1|DMAU	LOC6033238|XP_038114415.1|CQUI
OG0007016	LOC117150312|XP_033173030.1|DMAU	LOC6033230|XP_038110512.1|CQUI
OG0007017	LOC117144834|XP_033166116.1|DMAU	LOC6037537|XP_001847437.1|CQUI
OG0007018	LOC117142447|XP_033162306.1|DMAU	LOC6042098|XP_001851245.2|CQUI
OG0007020	LOC117139464|XP_033157671.1|DMAU	LOC6043009|XP_038110800.1|CQUI
OG0007021	LOC117138423|XP_033156424.1|DMAU	LOC6044230|XP_038110163.1|CQUI
OG0007022	LOC117150989|XP_033174082.1|DMAU	LOC119767270|XP_038111458.1|CQUI
OG0007023	LOC117138572|XP_033156638.1|DMAU	LOC6035270|XP_038108737.1|CQUI
OG0007024	LOC117146067|XP_033167899.1|DMAU	LOC6031890|XP_001842586.1|CQUI
OG0007025	LOC117148271|XP_033171476.1|DMAU	LOC6031860|XP_001842561.1|CQUI
OG0007026	LOC117150655|XP_033173532.1|DMAU	LOC6031866|XP_038114187.1|CQUI
OG0007027	LOC117135323|XP_033151412.1|DMAU	LOC6031885|XP_001842582.1|CQUI
OG0007028	LOC117150921|XP_033173967.1|DMAU	LOC6031888|XP_001842584.2|CQUI
OG0007029	LOC117138665|XP_033156798.1|DMAU	LOC6034900|XP_038107068.1|CQUI
OG0007030	LOC117146844|XP_033169296.1|DMAU	LOC6049726|XP_001866437.2|CQUI
OG0007031	LOC117136618|XP_033153496.1|DMAU	LOC6036442|XP_038108484.1|CQUI
OG0007032	LOC117139513|XP_033157761.1|DMAU	LOC6036454|XP_001846504.2|CQUI
OG0007033	LOC117140717|XP_033159677.1|DMAU	LOC6036457|XP_038111019.1|CQUI
OG0007034	LOC117136081|XP_033152646.1|DMAU	LOC6036459|XP_001846509.2|CQUI
OG0007035	LOC117148070|XP_033171158.1|DMAU	LOC6036460|XP_001846510.2|CQUI
OG0007036	LOC117141942|XP_033161585.1|DMAU	LOC6036462|XP_001846512.2|CQUI
OG0007037	LOC117143143|XP_033163530.1|DMAU	LOC6036463|XP_001846513.1|CQUI
OG0007038	LOC117135427|XP_033151472.1|DMAU	LOC6039097|XP_038113092.1|CQUI
OG0007039	LOC117137786|XP_033155331.1|DMAU	LOC6038876|XP_001848575.2|CQUI
OG0007040	LOC117135180|XP_033151137.1|DMAU	LOC6038880|XP_001848579.2|CQUI
OG0007041	LOC117138218|XP_033156056.1|DMAU	LOC6038890|XP_038108243.1|CQUI
OG0007042	LOC117150593|XP_033173440.1|DMAU	LOC6038896|XP_038112982.1|CQUI
OG0007043	LOC117142516|XP_033162445.1|DMAU	LOC6038902|XP_038107320.1|CQUI
OG0007044	LOC117145063|XP_033166472.1|DMAU	LOC6038012|XP_038113729.1|CQUI
OG0007045	LOC117145513|XP_033167094.1|DMAU	LOC6051804|XP_038109256.1|CQUI
OG0007046	LOC117144869|XP_033166168.1|DMAU	LOC6037994|XP_038109624.1|CQUI
OG0007047	LOC117140021|XP_033158646.1|DMAU	LOC6047239|XP_001864322.2|CQUI
OG0007048	LOC117138507|XP_033156536.1|DMAU	LOC6035770|XP_038108828.1|CQUI
OG0007049	LOC117142780|XP_033162863.1|DMAU	LOC6038898|XP_001848597.1|CQUI
OG0007050	LOC117150806|XP_033173758.1|DMAU	LOC6041773|XP_038113548.1|CQUI
OG0007051	LOC117150978|XP_033174054.1|DMAU	LOC6050917|XP_038112235.1|CQUI
OG0007052	LOC117148422|XP_033171682.1|DMAU	LOC6035995|XP_001846101.1|CQUI
OG0007053	LOC117143617|XP_033164266.1|DMAU	LOC6045768|XP_001863071.2|CQUI
OG0007054	LOC117138062|XP_033155777.1|DMAU	LOC6045419|XP_001862797.1|CQUI
OG0007055	LOC117135744|XP_033152084.1|DMAU	LOC6034332|XP_038111558.1|CQUI
OG0007056	LOC117140240|XP_033158933.1|DMAU	LOC6054623|XP_001870509.2|CQUI
OG0007057	LOC117148423|XP_033171686.1|DMAU	LOC6039103|XP_001848770.1|CQUI
OG0007058	LOC117148515|XP_033171813.1|DMAU	LOC6039856|XP_038112576.1|CQUI
OG0007059	LOC117139358|XP_033157504.1|DMAU	LOC6034824|XP_038111447.1|CQUI
OG0007060	LOC117141305|XP_033160584.1|DMAU	LOC6034826|XP_001845097.2|CQUI
OG0007061	LOC117141918|XP_033161538.1|DMAU	LOC6034828|XP_038111902.1|CQUI
OG0007062	LOC117142054|XP_033161823.1|DMAU	LOC6034879|XP_001845148.2|CQUI
OG0007063	LOC117135192|XP_033151153.1|DMAU	LOC6034882|XP_001845150.2|CQUI
OG0007064	LOC117137827|XP_033155405.1|DMAU	LOC6035993|XP_038113058.1|CQUI
OG0007065	LOC117139061|XP_033157061.1|DMAU	LOC6035991|XP_038112060.1|CQUI
OG0007066	LOC117139165|XP_033157215.1|DMAU	LOC6034886|XP_001845154.1|CQUI
OG0007067	LOC117146010|XP_033167824.1|DMAU	LOC6034888|XP_038109585.1|CQUI
OG0007068	LOC117135271|XP_033151324.1|DMAU	LOC6034891|XP_001845159.1|CQUI
OG0007069	LOC117150910|XP_033173949.1|DMAU	LOC6050782|XP_038107247.1|CQUI
OG0007070	LOC117135781|XP_033152145.1|DMAU	LOC119766997|XP_038109938.1|CQUI
OG0007071	LOC117135716|XP_033152039.1|DMAU	LOC6036124|XP_001846217.2|CQUI
OG0007072	LOC117143526|XP_033164147.1|DMAU	LOC6036128|XP_038111387.1|CQUI
OG0007073	LOC117146860|XP_033169332.1|DMAU	LOC6041780|XP_001850997.1|CQUI
