Orthogroup	DMAU.longest_only	DALB.longest_only
OG0008416	LOC117148218|XP_033171398.1|DMAU	LOC117573058|XP_034111827.1|DALB
OG0008417	LOC117148679|XP_033172109.1|DMAU	LOC117578319|XP_034119666.1|DALB
OG0008418	LOC117146852|XP_033169308.1|DMAU	LOC117564915|XP_034099763.1|DALB
OG0008419	LOC117148823|XP_033172361.1|DMAU	LOC117578287|XP_034119614.1|DALB
OG0008420	LOC117148124|XP_033171237.1|DMAU	LOC117577698|XP_034118489.1|DALB
OG0008421	LOC117146938|XP_033169477.1|DMAU	LOC117570887|XP_034108679.1|DALB
OG0008422	LOC117146877|XP_033169357.1|DMAU	LOC117568096|XP_034104372.1|DALB
OG0008423	LOC117136976|XP_033154042.1|DMAU	LOC117569845|XP_034107065.1|DALB
OG0008424	LOC117147046|XP_033169684.1|DMAU	LOC117571780|XP_034110032.1|DALB
OG0008425	LOC117143691|XP_033164370.1|DMAU	LOC117575967|XP_034116337.1|DALB
OG0008426	LOC117138564|XP_033156615.1|DMAU	LOC117567901|XP_034104065.1|DALB
OG0008427	LOC117147132|XP_033169801.1|DMAU	LOC117578271|XP_034119585.1|DALB
OG0008428	LOC117146814|XP_033169254.1|DMAU	LOC117577836|XP_034118668.1|DALB
OG0008429	LOC117144959|XP_033166306.1|DMAU	LOC117575584|XP_034115742.1|DALB
OG0008430	LOC117147466|XP_033170248.1|DMAU	LOC117578278|XP_034119596.1|DALB
OG0008431	LOC117142089|XP_033161863.1|DMAU	LOC117571485|XP_034109542.1|DALB
OG0008432	LOC117145944|XP_033167715.1|DMAU	LOC117573411|XP_034112505.1|DALB
OG0008433	LOC117141584|XP_033160988.1|DMAU	LOC117567731|XP_034103786.1|DALB
OG0008434	LOC117143615|XP_033164264.1|DMAU	LOC117574490|XP_034114219.1|DALB
OG0008436	LOC117136198|XP_033152835.1|DMAU	LOC117569178|XP_034106138.1|DALB
OG0008438	LOC117144728|XP_033165962.1|DMAU	LOC117575325|XP_034115371.1|DALB
OG0008439	LOC117136366|XP_033153137.1|DMAU	LOC117570421|XP_034107945.1|DALB
OG0008440	LOC117145761|XP_033167417.1|DMAU	LOC117575403|XP_034115473.1|DALB
OG0008441	LOC117140549|XP_033159434.1|DMAU	LOC117569990|XP_034107261.1|DALB
OG0008442	LOC117138549|XP_033156597.1|DMAU	LOC117566491|XP_034101919.1|DALB
OG0008443	LOC117139482|XP_033157693.1|DMAU	LOC117571217|XP_034109156.1|DALB
OG0008444	LOC117141735|XP_033161244.1|DMAU	LOC117569482|XP_034106543.1|DALB
OG0008445	LOC117147972|XP_033171012.1|DMAU	LOC117577561|XP_034118286.1|DALB
OG0008446	LOC117147877|XP_033170848.1|DMAU	LOC117577963|XP_034118903.1|DALB
OG0008447	LOC117146649|XP_033168873.1|DMAU	LOC117567154|XP_034102861.1|DALB
OG0008448	LOC117148735|XP_033172194.1|DMAU	LOC117566630|XP_034102065.1|DALB
OG0008449	LOC117147016|XP_033169591.1|DMAU	LOC117578205|XP_034119433.1|DALB
OG0008450	LOC117147433|XP_033170204.1|DMAU	LOC117573887|XP_034113268.1|DALB
OG0008451	LOC117145517|XP_033167099.1|DMAU	LOC117574256|XP_034113877.1|DALB
OG0008452	LOC117150679|XP_033173576.1|DMAU	LOC117565540|XP_034100575.1|DALB
OG0008453	LOC117138278|XP_033156138.1|DMAU	LOC117572528|XP_034111279.1|DALB
OG0008454	LOC117146726|XP_033169054.1|DMAU	LOC117569505|XP_034106582.1|DALB
OG0008455	LOC117141798|XP_033161331.1|DMAU	LOC117572114|XP_034110626.1|DALB
OG0008456	LOC117145658|XP_033167280.1|DMAU	LOC117576492|XP_034117158.1|DALB
OG0008457	LOC117142423|XP_033162274.1|DMAU	LOC117574230|XP_034113830.1|DALB
OG0008459	LOC117147498|XP_033170291.1|DMAU	LOC117573676|XP_034112900.1|DALB
OG0008460	LOC117135283|XP_033151342.1|DMAU	LOC117565695|XP_034100822.1|DALB
OG0008461	LOC117137950|XP_033155606.1|DMAU	LOC117565139|XP_034100002.1|DALB
OG0008462	LOC117150366|XP_033173120.1|DMAU	LOC117564736|XP_034099515.1|DALB
OG0008463	LOC117137988|XP_033155667.1|DMAU	LOC117564122|XP_034098671.1|DALB
OG0008464	LOC117137506|XP_033154877.1|DMAU	LOC117570449|XP_034107998.1|DALB
OG0008465	LOC117135622|XP_033151875.1|DMAU	LOC117567776|XP_034103866.1|DALB
OG0008466	LOC117135561|XP_033151758.1|DMAU	LOC117571723|XP_034109920.1|DALB
OG0008467	LOC117137262|XP_033154516.1|DMAU	LOC117569959|XP_034107222.1|DALB
OG0008468	LOC117150869|XP_033173879.1|DMAU	LOC117564718|XP_034099492.1|DALB
OG0008469	LOC117148451|XP_033171716.1|DMAU	LOC117569182|XP_034106141.1|DALB
OG0008470	LOC117135535|XP_033151697.1|DMAU	LOC117567466|XP_034103376.1|DALB
OG0008472	LOC117138240|XP_033156080.1|DMAU	LOC117567947|XP_034104136.1|DALB
OG0008473	LOC117146346|XP_033168377.1|DMAU	LOC117577824|XP_034118649.1|DALB
OG0008474	LOC117146050|XP_033167881.1|DMAU	LOC117576336|XP_034116901.1|DALB
OG0008476	LOC117145029|XP_033166422.1|DMAU	LOC117576143|XP_034116601.1|DALB
OG0008477	LOC117137480|XP_033154851.1|DMAU	LOC117569048|XP_034105941.1|DALB
OG0008478	LOC117142995|XP_033163240.1|DMAU	LOC117573274|XP_034112246.1|DALB
OG0008479	LOC117135682|XP_033151975.1|DMAU	LOC117572684|XP_034111612.1|DALB
OG0008480	LOC117141607|XP_033161013.1|DMAU	LOC117567606|XP_034103584.1|DALB
OG0008481	LOC117147092|XP_033169747.1|DMAU	LOC117578086|XP_034119138.1|DALB
OG0008482	LOC117147412|XP_033170179.1|DMAU, LOC117139960|XP_033158544.1|DMAU	LOC117568650|XP_034105336.1|DALB
OG0008483	LOC117150948|XP_033174012.1|DMAU	LOC117578379|XP_034119704.1|DALB
OG0008484	LOC117143669|XP_033164341.1|DMAU	LOC117575650|XP_034115828.1|DALB
OG0008485	LOC117135153|XP_033151104.1|DMAU	LOC117565260|XP_034100171.1|DALB
OG0008486	LOC117146337|XP_033168345.1|DMAU	LOC117573257|XP_034112226.1|DALB
OG0008487	LOC117147124|XP_033169782.1|DMAU	LOC117577261|XP_034118138.1|DALB, LOC117577257|XP_034118135.1|DALB, LOC117577260|XP_034118137.1|DALB, LOC117577253|XP_034118130.1|DALB, LOC117570309|XP_034107733.1|DALB, LOC117576787|XP_034117729.1|DALB
OG0008488	LOC117142732|XP_033162793.1|DMAU	LOC117576154|XP_034116618.1|DALB
OG0008489	LOC117144338|XP_033165341.1|DMAU	LOC117574727|XP_034114548.1|DALB
OG0008490	LOC117145900|XP_033167642.1|DMAU	LOC117574758|XP_034114593.1|DALB
OG0008491	LOC117145431|XP_033166970.1|DMAU	LOC117575778|XP_034116036.1|DALB
OG0008493	LOC117150253|XP_033172944.1|DMAU	LOC117564418|XP_034099040.1|DALB
OG0008494	LOC117136716|XP_033153630.1|DMAU	LOC117568155|XP_034104464.1|DALB
OG0008495	LOC117137609|XP_033155022.1|DMAU	LOC117572772|XP_034111750.1|DALB
OG0008496	LOC117135621|XP_033151874.1|DMAU	LOC117567775|XP_034103865.1|DALB
OG0008497	LOC117138025|XP_033155724.1|DMAU	LOC117568950|XP_034105780.1|DALB
OG0008498	LOC117137851|XP_033155450.1|DMAU	LOC117570769|XP_034108496.1|DALB
OG0008499	LOC117136698|XP_033153607.1|DMAU	LOC117568682|XP_034105381.1|DALB
OG0008500	LOC117137401|XP_033154713.1|DMAU	LOC117568805|XP_034105557.1|DALB
OG0008501	LOC117139317|XP_033157452.1|DMAU	LOC117568787|XP_034105517.1|DALB
OG0008502	LOC117146849|XP_033169300.1|DMAU	LOC117572132|XP_034110660.1|DALB
OG0008503	LOC117146740|XP_033169087.1|DMAU	LOC117569124|XP_034106039.1|DALB
OG0008504	LOC117141992|XP_033161723.1|DMAU	LOC117568113|XP_034104405.1|DALB
OG0008505	LOC117140516|XP_033159386.1|DMAU	LOC117572285|XP_034110884.1|DALB
OG0008506	LOC117139593|XP_033157899.1|DMAU	LOC117570972|XP_034108806.1|DALB
OG0008507	LOC117139064|XP_033157064.1|DMAU	LOC117571011|XP_034108860.1|DALB
OG0008508	LOC117148542|XP_033171865.1|DMAU	LOC117565852|XP_034101064.1|DALB
OG0008509	LOC117146935|XP_033169471.1|DMAU, LOC117143808|XP_033164544.1|DMAU, LOC117147080|XP_033169734.1|DMAU	LOC117566341|XP_034101716.1|DALB
OG0008510	LOC117147743|XP_033170635.1|DMAU, LOC117148875|XP_033172438.1|DMAU, LOC117148874|XP_033172437.1|DMAU	LOC117578264|XP_034119577.1|DALB
OG0008512	LOC117147807|XP_033170750.1|DMAU, LOC117147608|XP_033170456.1|DMAU	LOC117566211|XP_034101640.1|DALB
OG0008513	LOC117150762|XP_033173690.1|DMAU	LOC117565406|XP_034100380.1|DALB
OG0008514	LOC117144426|XP_033165464.1|DMAU	LOC117563875|XP_034098324.1|DALB, LOC117564197|XP_034098764.1|DALB, LOC117564196|XP_034098761.1|DALB
OG0008515	LOC117138158|XP_033155931.1|DMAU	LOC117564693|XP_034099458.1|DALB
OG0008516	LOC117140230|XP_033158920.1|DMAU	LOC117571714|XP_034109904.1|DALB
OG0008517	LOC117140001|XP_033158602.1|DMAU	LOC117572279|XP_034110877.1|DALB
OG0008518	LOC117140200|XP_033158876.1|DMAU	LOC117568392|XP_034104895.1|DALB
OG0008519	LOC117138034|XP_033155735.1|DMAU	LOC117569077|XP_034105983.1|DALB
OG0008520	LOC117142552|XP_033162492.1|DMAU	LOC117575933|XP_034116283.1|DALB, LOC117575934|XP_034116285.1|DALB, LOC117575943|XP_034116294.1|DALB, LOC117575932|XP_034116282.1|DALB, LOC117575938|XP_034116290.1|DALB, LOC117575935|XP_034116286.1|DALB
OG0008521	LOC117143927|XP_033164735.1|DMAU	LOC117573931|XP_034113347.1|DALB
OG0008527	LOC117148287|XP_033171498.1|DMAU	LOC117575574|XP_034115734.1|DALB
OG0008528	LOC117141649|XP_033161113.1|DMAU	LOC117569648|XP_034106784.1|DALB
OG0008529	LOC117147205|XP_033169910.1|DMAU	LOC117569409|XP_034106440.1|DALB
OG0008530	LOC117146404|XP_033168479.1|DMAU	LOC117573380|XP_034112436.1|DALB
OG0008531	LOC117148427|XP_033171689.1|DMAU	LOC117575066|XP_034115049.1|DALB
OG0008532	LOC117148398|XP_033171653.1|DMAU	LOC117577557|XP_034118283.1|DALB
OG0008535	LOC117147980|XP_033171021.1|DMAU	LOC117573381|XP_034112462.1|DALB
OG0008536	LOC117147152|XP_033169824.1|DMAU	LOC117574143|XP_034113713.1|DALB
OG0008537	LOC117142522|XP_033162456.1|DMAU	LOC117573680|XP_034112915.1|DALB
OG0008538	LOC117146562|XP_033168751.1|DMAU	LOC117578208|XP_034119436.1|DALB
OG0008540	LOC117143086|XP_033163453.1|DMAU	LOC117574299|XP_034113995.1|DALB
OG0008541	LOC117137986|XP_033155661.1|DMAU	LOC117572652|XP_034111523.1|DALB
OG0008542	LOC117141119|XP_033160331.1|DMAU	LOC117567721|XP_034103774.1|DALB
OG0008544	LOC117138003|XP_033155695.1|DMAU	LOC117572339|XP_034110977.1|DALB
OG0008546	LOC117140094|XP_033158740.1|DMAU	LOC117570344|XP_034107789.1|DALB
OG0008547	LOC117147139|XP_033169809.1|DMAU	LOC117568390|XP_034104896.1|DALB
OG0008548	LOC117143821|XP_033164558.1|DMAU	LOC117576684|XP_034117571.1|DALB
OG0008549	LOC117143984|XP_033164816.1|DMAU	LOC117576691|XP_034117578.1|DALB
OG0008550	LOC117147090|XP_033169746.1|DMAU	LOC117568265|XP_034104644.1|DALB, LOC117566451|XP_034101873.1|DALB
OG0008552	LOC117139471|XP_033157679.1|DMAU	LOC117567671|XP_034103682.1|DALB
OG0008553	LOC117137923|XP_033155564.1|DMAU	LOC117570292|XP_034107704.1|DALB
OG0008554	LOC117146422|XP_033168516.1|DMAU	LOC117563728|XP_034098094.1|DALB
OG0008555	LOC117147895|XP_033170889.1|DMAU	LOC117577088|XP_034118079.1|DALB
OG0008556	LOC117136570|XP_033153417.1|DMAU	LOC117568415|XP_034104949.1|DALB
OG0008557	LOC117145195|XP_033166648.1|DMAU	LOC117576770|XP_034117712.1|DALB
OG0008558	LOC117147527|XP_033170342.1|DMAU	LOC117563540|XP_034097810.1|DALB
OG0008560	LOC117146300|XP_033168227.1|DMAU	LOC117565732|XP_034100871.1|DALB
OG0008561	LOC117143183|XP_033163596.1|DMAU	LOC117564037|XP_034098532.1|DALB
OG0008562	LOC117150241|XP_033172926.1|DMAU	LOC117563398|XP_034097623.1|DALB
OG0008563	LOC117142825|XP_033162938.1|DMAU	LOC117573296|XP_034112292.1|DALB
OG0008564	LOC117150286|XP_033172996.1|DMAU	LOC117563490|XP_034097743.1|DALB
OG0008565	LOC117141852|XP_033161419.1|DMAU	LOC117577948|XP_034118874.1|DALB
OG0008566	LOC117146254|XP_033168095.1|DMAU	LOC117566099|XP_034101459.1|DALB
OG0008569	LOC117148298|XP_033171510.1|DMAU	LOC117571852|XP_034110140.1|DALB
OG0008570	LOC117146662|XP_033168895.1|DMAU	LOC117563284|XP_034097415.1|DALB
OG0008571	LOC117139470|XP_033157678.1|DMAU	LOC117567670|XP_034103681.1|DALB
OG0008572	LOC117143281|XP_033163750.1|DMAU	LOC117573473|XP_034112592.1|DALB
OG0008573	LOC117147215|XP_033169920.1|DMAU	LOC117573588|XP_034112775.1|DALB
OG0008574	LOC117140301|XP_033159037.1|DMAU	LOC117566806|XP_034102245.1|DALB
OG0008575	LOC117142788|XP_033162871.1|DMAU	LOC117574056|XP_034113558.1|DALB
OG0008576	LOC117148915|XP_033172525.1|DMAU	LOC117574991|XP_034114955.1|DALB
OG0008577	LOC117141858|XP_033161428.1|DMAU	LOC117568823|XP_034105590.1|DALB
OG0008581	LOC117140226|XP_033158915.1|DMAU	LOC117568886|XP_034105677.1|DALB
OG0008582	LOC117147138|XP_033169808.1|DMAU	LOC117573750|XP_034113025.1|DALB
OG0008583	LOC117147846|XP_033170806.1|DMAU	LOC117577869|XP_034118718.1|DALB
OG0008584	LOC117146728|XP_033169061.1|DMAU	LOC117571823|XP_034110089.1|DALB
OG0008587	LOC117142723|XP_033162775.1|DMAU	LOC117574798|XP_034114649.1|DALB
OG0008588	LOC117143268|XP_033163738.1|DMAU	LOC117573632|XP_034112831.1|DALB
OG0008589	LOC117146659|XP_033168892.1|DMAU	LOC117575462|XP_034115569.1|DALB
OG0008590	LOC117142763|XP_033162835.1|DMAU	LOC117575772|XP_034116029.1|DALB
OG0008593	LOC117141840|XP_033161391.1|DMAU	LOC117571582|XP_034109689.1|DALB
OG0008594	LOC117144857|XP_033166150.1|DMAU	LOC117573567|XP_034112745.1|DALB
OG0008595	LOC117137738|XP_033155212.1|DMAU	LOC117570441|XP_034107989.1|DALB
OG0008596	LOC117138182|XP_033155971.1|DMAU	LOC117566558|XP_034101991.1|DALB
OG0008597	LOC117143403|XP_033163987.1|DMAU	LOC117575783|XP_034116045.1|DALB
OG0008598	LOC117147841|XP_033170790.1|DMAU	LOC117578269|XP_034119583.1|DALB
OG0008599	LOC117148508|XP_033171804.1|DMAU	LOC117577280|XP_034118151.1|DALB
OG0008600	LOC117142963|XP_033163181.1|DMAU	LOC117574083|XP_034113608.1|DALB
OG0008601	LOC117150224|XP_033172911.1|DMAU	LOC117564025|XP_034098515.1|DALB
OG0008602	LOC117142284|XP_033162058.1|DMAU	LOC117574300|XP_034113996.1|DALB
OG0008603	LOC117145375|XP_033166890.1|DMAU	LOC117575670|XP_034115848.1|DALB
OG0008604	LOC117135717|XP_033152040.1|DMAU	LOC117570446|XP_034107995.1|DALB
OG0008605	LOC117135277|XP_033151335.1|DMAU	LOC117565930|XP_034101205.1|DALB
OG0008606	LOC117150494|XP_033173289.1|DMAU	LOC117565812|XP_034100996.1|DALB
OG0008607	LOC117143875|XP_033164651.1|DMAU	LOC117573415|XP_034112511.1|DALB
OG0008608	LOC117147987|XP_033171028.1|DMAU	LOC117577226|XP_034118110.1|DALB
OG0008609	LOC117143215|XP_033163655.1|DMAU	LOC117575012|XP_034114980.1|DALB
OG0008610	LOC117137721|XP_033155184.1|DMAU	LOC117569963|XP_034107227.1|DALB
OG0008612	LOC117137439|XP_033154767.1|DMAU	LOC117570953|XP_034108780.1|DALB
OG0008613	LOC117142469|XP_033162374.1|DMAU	LOC117575595|XP_034115753.1|DALB
OG0008614	LOC117148937|XP_033172554.1|DMAU	LOC117565531|XP_034100568.1|DALB
OG0008615	LOC117144233|XP_033165192.1|DMAU	LOC117575615|XP_034115780.1|DALB
OG0008616	LOC117144103|XP_033165013.1|DMAU	LOC117574837|XP_034114714.1|DALB
OG0008617	LOC117144587|XP_033165756.1|DMAU	LOC117574477|XP_034114206.1|DALB
OG0008619	LOC117150797|XP_033173746.1|DMAU	LOC117564453|XP_034099125.1|DALB
OG0008620	LOC117137995|XP_033155673.1|DMAU	LOC117570600|XP_034108234.1|DALB
OG0008621	LOC117146055|XP_033167886.1|DMAU	LOC117574530|XP_034114283.1|DALB
OG0008622	LOC117137135|XP_033154326.1|DMAU	LOC117567548|XP_034103497.1|DALB
OG0008623	LOC117137710|XP_033155173.1|DMAU	LOC117571278|XP_034109232.1|DALB
OG0008624	LOC117138363|XP_033156321.1|DMAU	LOC117572418|XP_034111095.1|DALB
OG0008625	LOC117136066|XP_033152606.1|DMAU	LOC117571322|XP_034109299.1|DALB
OG0008626	LOC117136189|XP_033152827.1|DMAU	LOC117571154|XP_034109053.1|DALB
OG0008627	LOC117141137|XP_033160353.1|DMAU	LOC117570001|XP_034107283.1|DALB
OG0008629	LOC117150384|XP_033173137.1|DMAU	LOC117565656|XP_034100765.1|DALB
OG0008630	LOC117146241|XP_033168049.1|DMAU	LOC117573106|XP_034111915.1|DALB
OG0008631	LOC117143159|XP_033163558.1|DMAU	LOC117573701|XP_034112957.1|DALB
OG0008632	LOC117145787|XP_033167458.1|DMAU	LOC117576006|XP_034116401.1|DALB
OG0008633	LOC117135598|XP_033151832.1|DMAU	LOC117567436|XP_034103335.1|DALB
OG0008634	LOC117135981|XP_033152489.1|DMAU	LOC117565672|XP_034100795.1|DALB
OG0008635	LOC117137987|XP_033155662.1|DMAU	LOC117567232|XP_034102954.1|DALB
OG0008636	LOC117145808|XP_033167500.1|DMAU	LOC117576884|XP_034117889.1|DALB
OG0008637	LOC117141474|XP_033160835.1|DMAU	LOC117570115|XP_034107469.1|DALB, LOC117566504|XP_034101936.1|DALB
OG0008639	LOC117143032|XP_033163313.1|DMAU	LOC117575417|XP_034115491.1|DALB
OG0008640	LOC117142334|XP_033162141.1|DMAU	LOC117576063|XP_034116489.1|DALB
OG0008641	LOC117145477|XP_033167043.1|DMAU	LOC117574441|XP_034114169.1|DALB
OG0008642	LOC117145058|XP_033166463.1|DMAU	LOC117575432|XP_034115527.1|DALB, LOC117575062|XP_034115040.1|DALB
OG0008643	LOC117145788|XP_033167459.1|DMAU	LOC117575114|XP_034115104.1|DALB
OG0008644	LOC117145243|XP_033166714.1|DMAU	LOC117575816|XP_034116102.1|DALB
OG0008645	LOC117145976|XP_033167777.1|DMAU	LOC117564468|XP_034099155.1|DALB
OG0008646	LOC117150894|XP_033173922.1|DMAU	LOC117565004|XP_034099840.1|DALB
OG0008647	LOC117150994|XP_033174090.1|DMAU	LOC117565300|XP_034100228.1|DALB
OG0008648	LOC117139612|XP_033157953.1|DMAU	LOC117564956|XP_034099802.1|DALB
OG0008649	LOC117137158|XP_033154359.1|DMAU	LOC117571518|XP_034109581.1|DALB
OG0008650	LOC117143702|XP_033164389.1|DMAU	LOC117576118|XP_034116567.1|DALB
OG0008651	LOC117135502|XP_033151616.1|DMAU	LOC117570795|XP_034108541.1|DALB
OG0008652	LOC117137049|XP_033154149.1|DMAU, LOC117149088|XP_033172627.1|DMAU, LOC117136414|XP_033153213.1|DMAU	LOC117570492|XP_034108076.1|DALB
OG0008653	LOC117137289|XP_033154554.1|DMAU	LOC117571515|XP_034109579.1|DALB
OG0008654	LOC117135579|XP_033151794.1|DMAU	LOC117568374|XP_034104868.1|DALB
OG0008655	LOC117137099|XP_033154276.1|DMAU	LOC117569601|XP_034106727.1|DALB
OG0008656	LOC117147094|XP_033169749.1|DMAU	LOC117564856|XP_034099689.1|DALB
OG0008657	LOC117146395|XP_033168460.1|DMAU	LOC117564669|XP_034099427.1|DALB, LOC117564661|XP_034099416.1|DALB, LOC117564589|XP_034099329.1|DALB, LOC117564580|XP_034099317.1|DALB
OG0008658	LOC117146533|XP_033168694.1|DMAU	LOC117571182|XP_034109102.1|DALB, LOC117578211|XP_034119464.1|DALB, LOC117576581|XP_034117352.1|DALB
OG0008659	LOC117141417|XP_033160735.1|DMAU	LOC117570660|XP_034108337.1|DALB
OG0008661	LOC117139925|XP_033158500.1|DMAU	LOC117566594|XP_034102027.1|DALB, LOC117571089|XP_034108964.1|DALB
OG0008662	LOC117140375|XP_033159131.1|DMAU	LOC117570646|XP_034108304.1|DALB
OG0008663	LOC117140803|XP_033159793.1|DMAU	LOC117570073|XP_034107403.1|DALB
OG0008664	LOC117139656|XP_033158011.1|DMAU	LOC117572612|XP_034111453.1|DALB
OG0008665	LOC117150435|XP_033173208.1|DMAU	LOC117563355|XP_034097535.1|DALB
OG0008666	LOC117139941|XP_033158516.1|DMAU	LOC117571235|XP_034109178.1|DALB
OG0008667	LOC117139285|XP_033157407.1|DMAU	LOC117570956|XP_034108782.1|DALB
OG0008668	LOC117140118|XP_033158773.1|DMAU	LOC117571046|XP_034108905.1|DALB
OG0008669	LOC117150618|XP_033173478.1|DMAU	LOC117565518|XP_034100545.1|DALB
OG0008670	LOC117145367|XP_033166881.1|DMAU	LOC117575071|XP_034115053.1|DALB
OG0008672	LOC117150217|XP_033172906.1|DMAU	LOC117564635|XP_034099388.1|DALB
OG0008673	LOC117150834|XP_033173792.1|DMAU	LOC117565143|XP_034100014.1|DALB
OG0008679	LOC117148324|XP_033171547.1|DMAU	LOC117577868|XP_034118715.1|DALB
OG0008680	LOC117148763|XP_033172250.1|DMAU	LOC117578024|XP_034119015.1|DALB
OG0008681	LOC117147610|XP_033170459.1|DMAU	LOC117577369|XP_034118185.1|DALB
OG0008683	LOC117146619|XP_033168839.1|DMAU	LOC117578203|XP_034119430.1|DALB
OG0008685	LOC117137323|XP_033154602.1|DMAU	LOC117570982|XP_034108820.1|DALB, LOC117570984|XP_034108821.1|DALB, LOC117568653|XP_034105341.1|DALB
OG0008686	LOC117142260|XP_033162013.1|DMAU	LOC117573865|XP_034113231.1|DALB
OG0008687	LOC117136234|XP_033152908.1|DMAU	LOC117571448|XP_034109484.1|DALB
OG0008688	LOC117147644|XP_033170505.1|DMAU	LOC117578331|XP_034119687.1|DALB
OG0008689	LOC117143800|XP_033164535.1|DMAU	LOC117575810|XP_034116093.1|DALB
OG0008691	LOC117142068|XP_033161837.1|DMAU	LOC117571040|XP_034108899.1|DALB
OG0008692	LOC117147115|XP_033169775.1|DMAU	LOC117577794|XP_034118611.1|DALB
OG0008694	LOC117147556|XP_033170389.1|DMAU	LOC117564528|XP_034099243.1|DALB
OG0008695	LOC117137119|XP_033154302.1|DMAU	LOC117569366|XP_034106389.1|DALB
OG0008697	LOC117139173|XP_033157226.1|DMAU	LOC117572141|XP_034110671.1|DALB
OG0008698	LOC117147356|XP_033170110.1|DMAU	LOC117578131|XP_034119225.1|DALB
OG0008700	LOC117142728|XP_033162788.1|DMAU	LOC117575194|XP_034115199.1|DALB
OG0008703	LOC117141493|XP_033160869.1|DMAU	LOC117567687|XP_034103702.1|DALB
OG0008704	LOC117135292|XP_033151353.1|DMAU	LOC117564855|XP_034099684.1|DALB
OG0008705	LOC117150355|XP_033173104.1|DMAU	LOC117566069|XP_034101420.1|DALB
OG0008707	LOC117146541|XP_033168721.1|DMAU	LOC117573308|XP_034112307.1|DALB
OG0008708	LOC117147576|XP_033170412.1|DMAU	LOC117565490|XP_034100488.1|DALB
OG0008709	LOC117144900|XP_033166221.1|DMAU	LOC117576709|XP_034117616.1|DALB
OG0008711	LOC117143148|XP_033163536.1|DMAU	LOC117574330|XP_034114030.1|DALB
OG0008712	LOC117137740|XP_033155214.1|DMAU	LOC117566400|XP_034101804.1|DALB
OG0008714	LOC117150375|XP_033173131.1|DMAU	LOC117564737|XP_034099516.1|DALB
OG0008715	LOC117143566|XP_033164202.1|DMAU	LOC117574562|XP_034114324.1|DALB
OG0008716	LOC117142244|XP_033161987.1|DMAU	LOC117574573|XP_034114340.1|DALB
OG0008717	LOC117139620|XP_033157964.1|DMAU	LOC117570354|XP_034107815.1|DALB
OG0008718	LOC117135523|XP_033151678.1|DMAU	LOC117567532|XP_034103469.1|DALB
OG0008721	LOC117148223|XP_033171404.1|DMAU	LOC117565126|XP_034099986.1|DALB
OG0008722	LOC117145891|XP_033167623.1|DMAU	LOC117575394|XP_034115462.1|DALB
OG0008723	LOC117140650|XP_033159580.1|DMAU	LOC117568444|XP_034105005.1|DALB
OG0008724	LOC117150448|XP_033173225.1|DMAU	LOC117564824|XP_034099639.1|DALB
OG0008725	LOC117138393|XP_033156356.1|DMAU	LOC117566568|XP_034102001.1|DALB
OG0008726	LOC117136559|XP_033153403.1|DMAU	LOC117569250|XP_034106215.1|DALB
OG0008727	LOC117145200|XP_033166653.1|DMAU	LOC117574752|XP_034114584.1|DALB
OG0008728	LOC117142498|XP_033162423.1|DMAU	LOC117574529|XP_034114282.1|DALB
OG0008729	LOC117148153|XP_033171276.1|DMAU	LOC117577923|XP_034118810.1|DALB
OG0008730	LOC117148794|XP_033172298.1|DMAU	LOC117573928|XP_034113344.1|DALB
OG0008731	LOC117145576|XP_033167173.1|DMAU	LOC117576253|XP_034116771.1|DALB
OG0008732	LOC117150261|XP_033172959.1|DMAU	LOC117563324|XP_034097478.1|DALB
OG0008734	LOC117144666|XP_033165874.1|DMAU	LOC117573487|XP_034112605.1|DALB
OG0008735	LOC117136706|XP_033153616.1|DMAU	LOC117571105|XP_034108977.1|DALB
OG0008736	LOC117135731|XP_033152066.1|DMAU	LOC117567825|XP_034103958.1|DALB
OG0008737	LOC117142941|XP_033163146.1|DMAU	LOC117573800|XP_034113099.1|DALB
OG0008738	LOC117141327|XP_033160622.1|DMAU	LOC117563620|XP_034097911.1|DALB
OG0008739	LOC117139044|XP_033157038.1|DMAU	LOC117571151|XP_034109049.1|DALB
OG0008740	LOC117137159|XP_033154361.1|DMAU	LOC117570816|XP_034108567.1|DALB
OG0008741	LOC117136456|XP_033153271.1|DMAU	LOC117567292|XP_034103054.1|DALB
OG0008742	LOC117139845|XP_033158382.1|DMAU	LOC117567086|XP_034102733.1|DALB
OG0008743	LOC117136275|XP_033152997.1|DMAU	LOC117566930|XP_034102443.1|DALB
OG0008744	LOC117138206|XP_033156031.1|DMAU	LOC117570451|XP_034108002.1|DALB
OG0008745	LOC117148724|XP_033172167.1|DMAU	LOC117572343|XP_034110988.1|DALB
OG0008746	LOC117142724|XP_033162780.1|DMAU	LOC117576789|XP_034117733.1|DALB
OG0008747	LOC117141902|XP_033161495.1|DMAU	LOC117568979|XP_034105830.1|DALB
OG0008748	LOC117150933|XP_033173994.1|DMAU	LOC117564054|XP_034098566.1|DALB
OG0008749	LOC117135872|XP_033152304.1|DMAU	LOC117566074|XP_034101444.1|DALB
OG0008750	LOC117139184|XP_033157246.1|DMAU	LOC117564166|XP_034098724.1|DALB
OG0008752	LOC117145888|XP_033167621.1|DMAU	LOC117574540|XP_034114295.1|DALB
