Orthogroup	DMAU.longest_only	AEAL.longest_only
OG0005980	LOC117136431|XP_033153236.1|DMAU	LOC109401293|XP_019529336.2|AEAL, LOC109413600|XP_029721278.1|AEAL
OG0005981	LOC117148237|XP_033171427.1|DMAU	LOC109413608|XP_029721275.1|AEAL, LOC109401236|XP_019529244.1|AEAL
OG0005982	LOC117137080|XP_033154200.1|DMAU	LOC109413610|XP_019542857.2|AEAL, LOC109401284|XP_019529321.2|AEAL
OG0005983	LOC117147570|XP_033170406.1|DMAU	LOC115262744|XP_029721383.1|AEAL, LOC109401306|XP_019529354.2|AEAL
OG0005984	LOC117146879|XP_033169362.1|DMAU	LOC109401243|XP_019529255.2|AEAL, LOC109623316|XP_019933387.2|AEAL, LOC115262705|XP_029721237.1|AEAL
OG0005985	LOC117148439|XP_033171703.1|DMAU	LOC109623312|XP_019933385.2|AEAL, LOC115262707|XP_029721242.1|AEAL, LOC109401291|XP_029721566.1|AEAL
OG0005986	LOC117148419|XP_033171678.1|DMAU	LOC109623309|XP_019933382.2|AEAL, LOC115262708|XP_029721244.1|AEAL, LOC109401314|XP_019529361.2|AEAL
OG0005987	LOC117146885|XP_033169372.1|DMAU	LOC109623305|XP_029721247.1|AEAL, LOC109401247|XP_029721565.1|AEAL
OG0005988	LOC117137685|XP_033155145.1|DMAU	LOC109623291|XP_029707566.1|AEAL, LOC109401182|XP_029712142.1|AEAL
OG0005989	LOC117135626|XP_033151885.1|DMAU	LOC109401152|XP_019931319.1|AEAL
OG0005990	LOC117138401|XP_033156370.1|DMAU	LOC109401151|XP_019529172.2|AEAL
OG0005991	LOC117137396|XP_033154708.1|DMAU	LOC109401160|XP_019529179.1|AEAL
OG0005992	LOC117141723|XP_033161231.1|DMAU	LOC109401156|XP_019529174.2|AEAL
OG0005993	LOC117141724|XP_033161233.1|DMAU	LOC109401157|XP_029712135.1|AEAL
OG0005994	LOC117141718|XP_033161224.1|DMAU	LOC109401167|XP_019529192.1|AEAL
OG0005995	LOC117141096|XP_033160303.1|DMAU	LOC109623256|XP_029712134.1|AEAL
OG0005996	LOC117141208|XP_033160453.1|DMAU	LOC109401143|XP_019529168.1|AEAL
OG0005997	LOC117136510|XP_033153344.1|DMAU	LOC109426901|XP_019558002.1|AEAL, LOC109623321|XP_019933415.1|AEAL
OG0005998	LOC117141787|XP_033161312.1|DMAU	LOC115262694|XP_029721197.1|AEAL, LOC109426903|XP_029721181.1|AEAL, LOC109426865|XP_029721196.1|AEAL
OG0005999	LOC117140734|XP_033159703.1|DMAU	LOC109426921|XP_029720837.1|AEAL, LOC115262689|XP_029721188.1|AEAL
OG0006000	LOC117137904|XP_033155534.1|DMAU	LOC109426924|XP_019558029.2|AEAL
OG0006001	LOC117140020|XP_033158642.1|DMAU	LOC109426876|XP_029721163.1|AEAL, LOC115266854|XP_029729322.1|AEAL
OG0006002	LOC117136381|XP_033153163.1|DMAU	LOC109623351|XP_019933453.2|AEAL
OG0006003	LOC117140528|XP_033159403.1|DMAU	LOC109427043|XP_019558137.1|AEAL
OG0006004	LOC117144490|XP_033165566.1|DMAU	LOC109401606|XP_019529727.2|AEAL
OG0006006	LOC117135789|XP_033152172.1|DMAU	LOC109424734|XP_019555465.2|AEAL
OG0006007	LOC117136881|XP_033153876.1|DMAU	LOC109424722|XP_029721098.1|AEAL
OG0006008	LOC117137393|XP_033155111.1|DMAU	LOC109424719|XP_029721099.1|AEAL
OG0006009	LOC117138988|XP_033156950.1|DMAU	LOC109424714|XP_029721104.1|AEAL
OG0006010	LOC117142048|XP_033161812.1|DMAU	LOC109424682|XP_029721116.1|AEAL
OG0006011	LOC117141771|XP_033161293.1|DMAU	LOC109424681|XP_019555391.2|AEAL
OG0006012	LOC117141324|XP_033160610.1|DMAU	LOC109424676|XP_029721028.1|AEAL, LOC115259975|XP_029716629.1|AEAL
OG0006013	LOC117138504|XP_033156527.1|DMAU	LOC109412033|XP_029721014.1|AEAL
OG0006014	LOC117138987|XP_033156949.1|DMAU	LOC109412042|XP_019541229.2|AEAL
OG0006015	LOC117138221|XP_033156057.1|DMAU	LOC109412048|XP_019541236.1|AEAL
OG0006016	LOC117137392|XP_033154701.1|DMAU	LOC109424657|XP_019555372.2|AEAL
OG0006017	LOC117137690|XP_033155150.1|DMAU	LOC109412056|XP_019541246.2|AEAL
OG0006018	LOC117138548|XP_033156595.1|DMAU	LOC109412058|XP_019541248.1|AEAL
OG0006019	LOC117136222|XP_033152888.1|DMAU	LOC109412061|XP_019541254.2|AEAL
OG0006020	LOC117139209|XP_033157277.1|DMAU	LOC109408624|XP_019537506.1|AEAL, LOC109424644|XP_019555351.2|AEAL
OG0006021	LOC117141734|XP_033161242.1|DMAU	LOC109424642|XP_029720881.1|AEAL, LOC109408623|XP_029720903.1|AEAL
OG0006022	LOC117144190|XP_033165133.1|DMAU	LOC109421953|XP_029720887.1|AEAL, LOC109408617|XP_029720913.1|AEAL
OG0006023	LOC117143430|XP_033164027.1|DMAU	LOC109421944|XP_029720925.1|AEAL
OG0006024	LOC117146522|XP_033168678.1|DMAU	LOC109432678|XP_029720946.1|AEAL, LOC109421922|XP_029721012.1|AEAL
OG0006025	LOC117138616|XP_033156715.1|DMAU	LOC109421919|XP_029721001.1|AEAL, LOC109432664|XP_029720876.1|AEAL
OG0006026	LOC117144015|XP_033164861.1|DMAU	LOC115267705|XP_029730716.1|AEAL, LOC109401974|XP_029730709.1|AEAL
OG0006027	LOC117138500|XP_033156520.1|DMAU	LOC109432670|XP_029730759.1|AEAL
OG0006028	LOC117137165|XP_033154368.1|DMAU	LOC115267731|XP_029730785.1|AEAL
OG0006029	LOC117137397|XP_033154709.1|DMAU	LOC109428956|XP_029730788.1|AEAL
OG0006030	LOC117146021|XP_033167843.1|DMAU	LOC115267736|XP_029730793.1|AEAL, LOC109408825|XP_019537750.1|AEAL
OG0006031	LOC117136914|XP_033153939.1|DMAU	LOC109408737|XP_029730795.1|AEAL, LOC109428949|XP_029730749.1|AEAL
OG0006032	LOC117147280|XP_033170010.1|DMAU	LOC109408731|XP_029714133.1|AEAL, LOC109428942|XP_029730801.1|AEAL
OG0006033	LOC117137691|XP_033155152.1|DMAU	LOC109428930|XP_019560315.2|AEAL
OG0006034	LOC117143433|XP_033164031.1|DMAU	LOC115268095|XP_029731975.1|AEAL, LOC109408816|XP_029730825.1|AEAL
OG0006035	LOC117142532|XP_033162469.1|DMAU	LOC109428912|XP_019560298.2|AEAL, LOC115259954|XP_029716613.1|AEAL
OG0006036	LOC117139382|XP_033157535.1|DMAU	LOC109414915|XP_019544311.2|AEAL
OG0006037	LOC117135931|XP_033152395.1|DMAU	LOC109428910|XP_019560296.2|AEAL, LOC109414914|XP_019544310.2|AEAL
OG0006038	LOC117142736|XP_033162797.1|DMAU	LOC109428901|XP_019560282.2|AEAL
OG0006039	LOC117136728|XP_033153649.1|DMAU	LOC109428893|XP_029715550.1|AEAL
OG0006040	LOC117136280|XP_033153004.1|DMAU	LOC109428880|XP_019560263.2|AEAL
OG0006041	LOC117147967|XP_033171008.1|DMAU	LOC115261072|XP_029718307.1|AEAL, LOC109416893|XP_019546543.1|AEAL
OG0006042	LOC117138188|XP_033155978.1|DMAU	LOC109416894|XP_029730889.1|AEAL
OG0006043	LOC117140602|XP_033159504.1|DMAU	LOC109416899|XP_029730883.1|AEAL, LOC109428868|XP_029714134.1|AEAL
OG0006044	LOC117146456|XP_033168576.1|DMAU	LOC109411427|XP_019540486.2|AEAL, LOC109428860|XP_019560241.2|AEAL
OG0006045	LOC117137507|XP_033154878.1|DMAU	LOC115267758|XP_029730856.1|AEAL, LOC109428852|XP_019560227.2|AEAL
OG0006046	LOC117136054|XP_033152590.1|DMAU	LOC115253597|XP_029731030.1|AEAL, LOC109432245|XP_029730679.1|AEAL
OG0006047	LOC117140719|XP_033159675.1|DMAU	LOC109432292|XP_029731015.1|AEAL, LOC109397122|XP_029716996.1|AEAL
OG0006048	LOC117141323|XP_033160609.1|DMAU	LOC109397145|XP_019525030.2|AEAL
OG0006049	LOC117146797|XP_033169228.1|DMAU	LOC109397161|XP_019525043.2|AEAL
OG0006050	LOC117142378|XP_033162198.1|DMAU	LOC109397123|XP_019525004.2|AEAL
OG0006051	LOC117147803|XP_033170745.1|DMAU	LOC109432316|XP_019564201.1|AEAL
OG0006052	LOC117136404|XP_033153191.1|DMAU	LOC109432310|XP_029730996.1|AEAL, LOC109432309|XP_029732011.1|AEAL
OG0006053	LOC117139526|XP_033157779.1|DMAU	LOC115267804|XP_029730992.1|AEAL, LOC109432295|XP_029731050.1|AEAL
OG0006054	LOC117146282|XP_033168177.1|DMAU	LOC109397120|XP_029731049.1|AEAL, LOC109432308|XP_029730990.1|AEAL
OG0006055	LOC117145167|XP_033166606.1|DMAU	LOC109397057|XP_029730910.1|AEAL, LOC109432273|XP_029730982.1|AEAL
OG0006056	LOC117138190|XP_033155986.1|DMAU	LOC109409837|XP_029730968.1|AEAL, LOC109397140|XP_029730917.1|AEAL
OG0006057	LOC117139654|XP_033158006.1|DMAU	LOC109409839|XP_029730962.1|AEAL, LOC109397097|XP_029714411.1|AEAL
OG0006058	LOC117143124|XP_033163504.1|DMAU	LOC109397116|XP_029730952.1|AEAL, LOC109409854|XP_029730930.1|AEAL
OG0006059	LOC117139238|XP_033157336.1|DMAU	LOC109409885|XP_029731075.1|AEAL
OG0006060	LOC117139239|XP_033157339.1|DMAU	LOC109409886|XP_019538947.2|AEAL
OG0006061	LOC117146639|XP_033168862.1|DMAU	LOC109409901|XP_019538963.2|AEAL
OG0006062	LOC117143220|XP_033163659.1|DMAU	LOC109399072|XP_019527042.1|AEAL
OG0006063	LOC117150382|XP_033173136.1|DMAU	LOC109399134|XP_019527117.2|AEAL
OG0006064	LOC117138442|XP_033156444.1|DMAU	LOC109399094|XP_019527070.2|AEAL
OG0006065	LOC117141990|XP_033161720.1|DMAU	LOC109409911|XP_019538977.2|AEAL
OG0006066	LOC117137335|XP_033154616.1|DMAU	LOC109399104|XP_029731072.1|AEAL, LOC109409914|XP_029731085.1|AEAL
OG0006067	LOC117138542|XP_033156576.1|DMAU	LOC109399084|XP_029731093.1|AEAL
OG0006068	LOC117148824|XP_033172363.1|DMAU	LOC115267825|XP_029731126.1|AEAL, LOC109399098|XP_029731123.1|AEAL
OG0006069	LOC117140683|XP_033159630.1|DMAU	LOC109399634|XP_029731142.1|AEAL
OG0006071	LOC117144234|XP_033165193.1|DMAU	LOC109399594|XP_029731143.1|AEAL
OG0006072	LOC117141998|XP_033161737.1|DMAU	LOC109399622|XP_019527663.2|AEAL, LOC115267829|XP_029731155.1|AEAL
OG0006073	LOC117141129|XP_033160346.1|DMAU	LOC109399616|XP_029731190.1|AEAL, LOC115267843|XP_029731196.1|AEAL
OG0006074	LOC117148528|XP_033171832.1|DMAU	LOC115267840|XP_029731191.1|AEAL, LOC109399559|XP_019527553.2|AEAL
OG0006075	LOC117147332|XP_033170077.1|DMAU	LOC115267841|XP_029731192.1|AEAL
OG0006076	LOC117136758|XP_033153685.1|DMAU	LOC109398945|XP_029731205.1|AEAL
OG0006077	LOC117139990|XP_033158589.1|DMAU	LOC109399665|XP_029731236.1|AEAL, LOC109401443|XP_029731230.1|AEAL
OG0006078	LOC117139403|XP_033157562.1|DMAU	LOC109399657|XP_029731232.1|AEAL, LOC109401597|XP_029731238.1|AEAL
OG0006079	LOC117139635|XP_033157985.1|DMAU	LOC109401928|XP_029731263.1|AEAL
OG0006080	LOC117139082|XP_033157089.1|DMAU	LOC109399659|XP_019527699.2|AEAL
OG0006081	LOC117136457|XP_033153274.1|DMAU	LOC109421146|XP_019551183.2|AEAL
OG0006082	LOC117137575|XP_033154972.1|DMAU	LOC109410554|XP_029731278.1|AEAL
OG0006083	LOC117141937|XP_033161568.1|DMAU	LOC109417172|XP_029731290.1|AEAL, LOC109410363|XP_029731299.1|AEAL
OG0006084	LOC117140215|XP_033158895.1|DMAU	LOC109417384|XP_019547032.1|AEAL, LOC115267876|XP_029731304.1|AEAL
OG0006085	LOC117140454|XP_033159276.1|DMAU	LOC109426529|XP_029731351.1|AEAL, LOC109408341|XP_029731341.1|AEAL
OG0006086	LOC117139706|XP_033158111.1|DMAU	LOC115253736|XP_029731352.1|AEAL, LOC109408342|XP_029731342.1|AEAL
OG0006087	LOC117136847|XP_033153831.1|DMAU	LOC109408348|XP_029719490.1|AEAL, LOC109426523|XP_029731347.1|AEAL
OG0006088	LOC117140964|XP_033160078.1|DMAU	LOC109426522|XP_019557600.1|AEAL, LOC109408349|XP_029719489.1|AEAL
OG0006089	LOC117148096|XP_033171200.1|DMAU	LOC115267886|XP_029731349.1|AEAL, LOC109426519|XP_019557595.2|AEAL
OG0006090	LOC117139615|XP_033157959.1|DMAU	LOC109408359|XP_029710106.1|AEAL, LOC115253958|XP_029710109.1|AEAL
OG0006091	LOC117141531|XP_033160912.1|DMAU	LOC109426502|XP_029710111.1|AEAL, LOC109408361|XP_029710104.1|AEAL
OG0006092	LOC117147321|XP_033170063.1|DMAU	LOC115256007|XP_029710091.1|AEAL, LOC109408991|XP_029710116.1|AEAL, LOC109426510|XP_029710071.1|AEAL
OG0006093	LOC117138261|XP_033156116.1|DMAU	LOC109426481|XP_019557547.2|AEAL
OG0006094	LOC117139110|XP_033157138.1|DMAU	LOC115267896|XP_029731366.1|AEAL, LOC109408980|XP_029710080.1|AEAL
OG0006095	LOC117138152|XP_033155921.1|DMAU	LOC109403958|XP_019532390.2|AEAL
OG0006096	LOC117136130|XP_033152724.1|DMAU	LOC109426375|XP_019557393.2|AEAL
OG0006097	LOC117141736|XP_033161245.1|DMAU	LOC109431571|XP_029715545.1|AEAL, LOC109622245|XP_029731478.1|AEAL
OG0006098	LOC117135172|XP_033151129.1|DMAU	LOC109622243|XP_019932054.2|AEAL
OG0006099	LOC117138289|XP_033156158.1|DMAU	LOC109622293|XP_029731502.1|AEAL
OG0006100	LOC117137627|XP_033155049.1|DMAU	LOC109431589|XP_019563371.2|AEAL
OG0006101	LOC117141939|XP_033161582.1|DMAU	LOC109622232|XP_019932034.2|AEAL
OG0006102	LOC117138526|XP_033156555.1|DMAU	LOC109431570|XP_029731514.1|AEAL
OG0006103	LOC117148791|XP_033172294.1|DMAU	LOC109623445|XP_019933543.2|AEAL, LOC115267929|XP_029731523.1|AEAL, LOC109431600|XP_019563379.3|AEAL
OG0006104	LOC117146972|XP_033169532.1|DMAU	LOC115267930|XP_029731524.1|AEAL, LOC109622215|XP_029731399.1|AEAL, LOC109431597|XP_029728074.1|AEAL
OG0006105	LOC117146965|XP_033169524.1|DMAU	LOC109403149|XP_019531436.2|AEAL, LOC115254200|XP_029731398.1|AEAL
OG0006106	LOC117140577|XP_033159470.1|DMAU	LOC109622131|XP_029731546.1|AEAL, LOC115268869|XP_029732904.1|AEAL
OG0006107	LOC117137113|XP_033154296.1|DMAU	LOC109403143|XP_029731566.1|AEAL, LOC109403142|XP_029731567.1|AEAL
OG0006108	LOC117148552|XP_033171877.1|DMAU	LOC109403368|XP_029716953.1|AEAL, LOC115253896|XP_029731666.1|AEAL, LOC109406089|XP_029731569.1|AEAL
OG0006109	LOC117140547|XP_033159432.1|DMAU	LOC109403370|XP_019531732.1|AEAL
OG0006110	LOC117139187|XP_033157245.1|DMAU	LOC109410749|XP_029731587.1|AEAL
OG0006111	LOC117135756|XP_033152103.1|DMAU	LOC109410732|XP_029733669.1|AEAL, LOC109410608|XP_029731602.1|AEAL
OG0006112	LOC117138457|XP_033156475.1|DMAU	LOC109410617|XP_019539684.1|AEAL, LOC109410720|XP_019539783.1|AEAL
OG0006113	LOC117140992|XP_033160133.1|DMAU	LOC109410718|XP_029733662.1|AEAL, LOC109410615|XP_029731609.1|AEAL
OG0006114	LOC117145731|XP_033167382.1|DMAU	LOC109410619|XP_019539686.2|AEAL, LOC115269254|XP_029733660.1|AEAL
OG0006115	LOC117137280|XP_033154542.1|DMAU	LOC109410630|XP_029731613.1|AEAL
OG0006116	LOC117136272|XP_033152992.1|DMAU	LOC109433505|XP_029731616.1|AEAL
OG0006117	LOC117138249|XP_033156095.1|DMAU	LOC109433481|XP_019565447.2|AEAL
OG0006118	LOC117135813|XP_033152209.1|DMAU	LOC109433516|XP_029731638.1|AEAL
OG0006119	LOC117135497|XP_033151610.1|DMAU	LOC109410652|XP_019539731.1|AEAL
OG0006120	LOC117135650|XP_033151925.1|DMAU	LOC109410665|XP_019539748.2|AEAL
OG0006121	LOC117139152|XP_033157201.1|DMAU	LOC109407648|XP_019536346.1|AEAL
OG0006122	LOC117146301|XP_033168224.1|DMAU	LOC115268192|XP_029732104.1|AEAL, LOC109621451|XP_029731699.1|AEAL
OG0006123	LOC117137645|XP_033155071.1|DMAU	LOC109621483|XP_019931072.2|AEAL, LOC115267983|XP_029731706.1|AEAL
OG0006124	LOC117145686|XP_033167319.1|DMAU	LOC115267984|XP_029731707.1|AEAL, LOC109621484|XP_019931073.2|AEAL
OG0006125	LOC117139492|XP_033157705.1|DMAU	LOC109621450|XP_019931031.2|AEAL
OG0006126	LOC117141669|XP_033161154.1|DMAU	LOC109621446|XP_029731749.1|AEAL, LOC115268012|XP_029731757.1|AEAL
OG0006127	LOC117139381|XP_033157530.1|DMAU	LOC109426059|XP_019557045.2|AEAL, LOC115268014|XP_029731761.1|AEAL
OG0006128	LOC117139955|XP_033158538.1|DMAU	LOC109425900|XP_019556821.1|AEAL
OG0006129	LOC117139163|XP_033157213.1|DMAU	LOC109426026|XP_019557003.2|AEAL
OG0006130	LOC117141860|XP_033161431.1|DMAU	LOC115268035|XP_029731801.1|AEAL, LOC109426008|XP_029731839.1|AEAL
OG0006131	LOC117142125|XP_033161912.1|DMAU	LOC109425997|XP_019556968.2|AEAL, LOC115268061|XP_029731847.1|AEAL
OG0006132	LOC117140668|XP_033159607.1|DMAU	LOC109425892|XP_019556816.2|AEAL, LOC115268382|XP_029732250.1|AEAL
OG0006133	LOC117141861|XP_033161432.1|DMAU	LOC115268040|XP_029731808.1|AEAL, LOC109425993|XP_019556963.2|AEAL
OG0006134	LOC117141785|XP_033161309.1|DMAU	LOC115268041|XP_029731812.1|AEAL, LOC109425984|XP_019556951.2|AEAL
OG0006135	LOC117139099|XP_033157118.1|DMAU	LOC109425978|XP_019556941.2|AEAL, LOC115268068|XP_029731858.1|AEAL
OG0006136	LOC117139494|XP_033157710.1|DMAU	LOC109425968|XP_019556925.1|AEAL
OG0006137	LOC117141405|XP_033160719.1|DMAU	LOC109425886|XP_019556810.1|AEAL, LOC115268394|XP_029732258.1|AEAL
OG0006138	LOC117137350|XP_033154640.1|DMAU	LOC109425885|XP_019556809.2|AEAL
OG0006139	LOC117138200|XP_033156019.1|DMAU	LOC109425847|XP_019556765.2|AEAL, LOC115262229|XP_029720489.1|AEAL
OG0006140	LOC117136899|XP_033153904.1|DMAU	LOC109407578|XP_029731955.1|AEAL, LOC115258181|XP_029714102.1|AEAL
OG0006142	LOC117139227|XP_033157318.1|DMAU	LOC109425818|XP_019556706.1|AEAL
OG0006143	LOC117140651|XP_033159581.1|DMAU	LOC109425815|XP_019556703.2|AEAL
OG0006144	LOC117141103|XP_033160316.1|DMAU	LOC109425813|XP_019556700.1|AEAL, LOC109407555|XP_019536167.2|AEAL
OG0006145	LOC117141782|XP_033161305.1|DMAU	LOC109425814|XP_019556702.1|AEAL, LOC115262042|XP_029719828.1|AEAL
OG0006146	LOC117150823|XP_033173780.1|DMAU	LOC115262043|XP_029719829.1|AEAL, LOC109407679|XP_019536376.2|AEAL
OG0006147	LOC117144502|XP_033165582.1|DMAU	LOC109425784|XP_029720450.1|AEAL
OG0006148	LOC117141757|XP_033161271.1|DMAU	LOC109425780|XP_019556649.1|AEAL
OG0006149	LOC117141752|XP_033161265.1|DMAU	LOC109425778|XP_019556645.2|AEAL
OG0006150	LOC117141749|XP_033161263.1|DMAU	LOC109407516|XP_019536118.2|AEAL
OG0006151	LOC117150390|XP_033173182.1|DMAU	LOC109425771|XP_019556638.2|AEAL
OG0006152	LOC117143632|XP_033164299.1|DMAU	LOC109430291|XP_029722909.1|AEAL
OG0006153	LOC117137387|XP_033154694.1|DMAU	LOC109408451|XP_029735124.1|AEAL
OG0006155	LOC117144590|XP_033165759.1|DMAU	LOC109427245|XP_019558308.2|AEAL
OG0006156	LOC117142258|XP_033162011.1|DMAU	LOC109398936|XP_029718519.1|AEAL
OG0006157	LOC117138123|XP_033155875.1|DMAU	LOC109433157|XP_019565099.2|AEAL, LOC115266587|XP_029728868.1|AEAL
OG0006158	LOC117140632|XP_033159547.1|DMAU	LOC109423938|XP_019554548.2|AEAL, LOC115265618|XP_029727318.1|AEAL, LOC109430991|XP_019562660.1|AEAL
OG0006159	LOC117135501|XP_033151614.1|DMAU	LOC109407649|XP_019536347.2|AEAL
OG0006160	LOC117138121|XP_033155873.1|DMAU	LOC109431300|XP_019563062.1|AEAL, LOC109432000|XP_029724262.1|AEAL
OG0006161	LOC117135686|XP_033151979.1|DMAU	LOC109426613|XP_029725528.1|AEAL
OG0006181	LOC117142393|XP_033162230.1|DMAU	LOC109413230|XP_029729871.1|AEAL, LOC115254181|XP_029729869.1|AEAL
OG0006182	LOC117143147|XP_033163535.1|DMAU	LOC109405392|XP_019533998.2|AEAL, LOC109413223|XP_019542494.2|AEAL
OG0006183	LOC117144231|XP_033165190.1|DMAU	LOC109413222|XP_019542493.2|AEAL, LOC109405391|XP_019533997.2|AEAL
OG0006184	LOC117144351|XP_033165357.1|DMAU	LOC109405397|XP_019534002.2|AEAL
OG0006185	LOC117143277|XP_033163747.1|DMAU	LOC109431068|XP_019562751.2|AEAL
OG0006186	LOC117143167|XP_033163569.1|DMAU	LOC109431069|XP_019562752.2|AEAL
OG0006187	LOC117145207|XP_033166662.1|DMAU	LOC109405396|XP_019534001.1|AEAL, LOC109431064|XP_019562746.1|AEAL
OG0006188	LOC117146535|XP_033168697.1|DMAU	LOC109405389|XP_029709618.1|AEAL, LOC109431070|XP_019562754.1|AEAL
OG0006189	LOC117146536|XP_033168701.1|DMAU	LOC109431071|XP_019562757.1|AEAL, LOC115255655|XP_029709619.1|AEAL
OG0006190	LOC117142316|XP_033162113.1|DMAU	LOC109397824|XP_029709608.1|AEAL, LOC109405369|XP_029709600.1|AEAL
OG0006191	LOC117144899|XP_033166220.1|DMAU	LOC109397820|XP_029715577.1|AEAL
OG0006192	LOC117147345|XP_033170095.1|DMAU	LOC109397811|XP_019525679.2|AEAL, LOC109405348|XP_019533946.2|AEAL, LOC115253911|XP_029709573.1|AEAL
OG0006193	LOC117146795|XP_033169226.1|DMAU	LOC115255633|XP_029709585.1|AEAL, LOC109397826|XP_029709603.1|AEAL, LOC109405366|XP_029710317.1|AEAL
OG0006194	LOC117147624|XP_033170478.1|DMAU	LOC109405353|XP_019533954.2|AEAL, LOC109397808|XP_029709562.1|AEAL
OG0006195	LOC117147853|XP_033170819.1|DMAU	LOC109405352|XP_019533953.2|AEAL, LOC115256367|XP_029710589.1|AEAL
OG0006196	LOC117143489|XP_033164094.1|DMAU	LOC109413202|XP_019542453.2|AEAL
OG0006197	LOC117146294|XP_033168196.1|DMAU	LOC109424927|XP_019555652.2|AEAL
OG0006198	LOC117148944|XP_033172560.1|DMAU	LOC109424932|XP_029710833.1|AEAL
OG0006199	LOC117143745|XP_033164446.1|DMAU	LOC109413211|XP_019542478.2|AEAL
OG0006200	LOC117144741|XP_033165985.1|DMAU	LOC109431146|XP_019562886.2|AEAL
OG0006201	LOC117146717|XP_033169034.1|DMAU	LOC115270915|XP_029736112.1|AEAL, LOC115253974|XP_029711621.1|AEAL, LOC109415675|XP_029711651.1|AEAL, LOC109431112|XP_019562827.1|AEAL
OG0006202	LOC117148022|XP_033171083.1|DMAU	LOC109415733|XP_029711157.1|AEAL, LOC109431103|XP_019562813.2|AEAL
OG0006203	LOC117148742|XP_033172204.1|DMAU	LOC109431104|XP_029711315.1|AEAL, LOC109415741|XP_029711346.1|AEAL
OG0006204	LOC117143381|XP_033163952.1|DMAU	LOC109415771|XP_029711292.1|AEAL, LOC109431107|XP_019562821.2|AEAL
OG0006205	LOC117146863|XP_033169336.1|DMAU	LOC109431169|XP_029711957.1|AEAL, LOC109415819|XP_029710490.1|AEAL
OG0006206	LOC117147761|XP_033170673.1|DMAU	LOC109431166|XP_029711688.1|AEAL
OG0006207	LOC117135110|XP_033151017.1|DMAU	LOC109431185|XP_019562944.2|AEAL
OG0006208	LOC117142095|XP_033161869.1|DMAU	LOC109431184|XP_029710723.1|AEAL
OG0006209	LOC117148694|XP_033172128.1|DMAU	LOC109412265|XP_029711492.1|AEAL
OG0006210	LOC117148804|XP_033172310.1|DMAU	LOC109424776|XP_029711088.1|AEAL
OG0006211	LOC117150307|XP_033173023.1|DMAU	LOC109424772|XP_019555497.1|AEAL
OG0006212	LOC117150303|XP_033173017.1|DMAU	LOC109417225|XP_029711755.1|AEAL
OG0006213	LOC117144071|XP_033164972.1|DMAU	LOC115256643|XP_029711344.1|AEAL, LOC115260190|XP_029716966.1|AEAL, LOC109433634|XP_019565635.2|AEAL
OG0006214	LOC117146700|XP_033168987.1|DMAU	LOC109433635|XP_029716967.1|AEAL, LOC115256644|XP_029711345.1|AEAL
OG0006215	LOC117148565|XP_033171910.1|DMAU	LOC109433612|XP_029716977.1|AEAL, LOC109408927|XP_029710870.1|AEAL
OG0006216	LOC117144163|XP_033165089.1|DMAU	LOC109408939|XP_019537883.2|AEAL, LOC109433619|XP_019565602.2|AEAL
OG0006217	LOC117147617|XP_033170465.1|DMAU	LOC109433618|XP_029723206.1|AEAL, LOC109408940|XP_029710669.1|AEAL
OG0006218	LOC117143603|XP_033164249.1|DMAU	LOC109433598|XP_019565582.2|AEAL
OG0006219	LOC117147894|XP_033170888.1|DMAU	LOC115256850|XP_029711739.1|AEAL, LOC109428342|XP_029708263.1|AEAL
OG0006220	LOC117141105|XP_033160318.1|DMAU	LOC109405103|XP_019533648.2|AEAL, LOC109428341|XP_019559594.2|AEAL
OG0006221	LOC117142924|XP_033163112.1|DMAU	LOC109428348|XP_019559612.2|AEAL
OG0006222	LOC117142925|XP_033163114.1|DMAU	LOC109415239|XP_019544671.2|AEAL
OG0006223	LOC117147275|XP_033169999.1|DMAU	LOC109415234|XP_019544666.2|AEAL, LOC115257085|XP_029712289.1|AEAL, LOC115256586|XP_029711228.1|AEAL
OG0006224	LOC117146864|XP_033169339.1|DMAU	LOC115253982|XP_029712286.1|AEAL, LOC109415220|XP_029711886.1|AEAL
OG0006225	LOC117147762|XP_033170677.1|DMAU	LOC109428376|XP_029716598.1|AEAL, LOC109415254|XP_029710627.1|AEAL
OG0006226	LOC117137801|XP_033155364.1|DMAU	LOC109428390|XP_019559657.1|AEAL
OG0006227	LOC117147357|XP_033170112.1|DMAU	LOC109415199|XP_019544627.2|AEAL
OG0006228	LOC117136410|XP_033153209.1|DMAU	LOC109415195|XP_019544624.2|AEAL
OG0006229	LOC117146266|XP_033168132.1|DMAU	LOC109428414|XP_019559689.1|AEAL
OG0006230	LOC117147716|XP_033170606.1|DMAU	LOC109428417|XP_019559694.2|AEAL
OG0006231	LOC117146753|XP_033169133.1|DMAU	LOC109428419|XP_029711365.1|AEAL
OG0006232	LOC117147757|XP_033170659.1|DMAU	LOC109428422|XP_019559720.2|AEAL
OG0006233	LOC117146861|XP_033169329.1|DMAU	LOC109428423|XP_029711211.1|AEAL, LOC109430533|XP_019562146.2|AEAL
OG0006234	LOC117147829|XP_033170778.1|DMAU	LOC109428434|XP_019559736.2|AEAL, LOC109430532|XP_019562145.2|AEAL
OG0006235	LOC117148844|XP_033172388.1|DMAU	LOC109428435|XP_019559737.2|AEAL, LOC109430508|XP_029729605.1|AEAL
