Orthogroup	DMAU.longest_only	SLEB.longest_only
OG0008531	LOC117148427|XP_033171689.1|DMAU	LOC115629855|XP_030382297.1|SLEB
OG0008532	LOC117148398|XP_033171653.1|DMAU	LOC115629122|XP_030381319.1|SLEB
OG0008534	LOC117147444|XP_033170217.1|DMAU	LOC115629633|XP_030381994.1|SLEB
OG0008535	LOC117147980|XP_033171021.1|DMAU	LOC115626875|XP_030378246.1|SLEB
OG0008538	LOC117146562|XP_033168751.1|DMAU	LOC115628684|XP_030380718.1|SLEB
OG0008540	LOC117143086|XP_033163453.1|DMAU	LOC115625344|XP_030376232.1|SLEB
OG0008541	LOC117137986|XP_033155661.1|DMAU	LOC115622583|XP_030372439.1|SLEB
OG0008542	LOC117141119|XP_033160331.1|DMAU	LOC115632197|XP_030385103.1|SLEB
OG0008544	LOC117138003|XP_033155695.1|DMAU	LOC115634389|XP_030387938.1|SLEB
OG0008545	LOC117135447|XP_033151517.1|DMAU	LOC115633691|XP_030387007.1|SLEB
OG0008546	LOC117140094|XP_033158740.1|DMAU	LOC115622970|XP_030372980.1|SLEB
OG0008547	LOC117147139|XP_033169809.1|DMAU	LOC115628920|XP_030381041.1|SLEB
OG0008548	LOC117143821|XP_033164558.1|DMAU	LOC115626271|XP_030377449.1|SLEB
OG0008549	LOC117143984|XP_033164816.1|DMAU	LOC115620555|XP_030369702.1|SLEB
OG0008550	LOC117147090|XP_033169746.1|DMAU	LOC115624498|XP_030375062.1|SLEB
OG0008551	LOC117140630|XP_033159541.1|DMAU	LOC115622353|XP_030372128.1|SLEB
OG0008552	LOC117139471|XP_033157679.1|DMAU	LOC115622617|XP_030372478.1|SLEB
OG0008553	LOC117137923|XP_033155564.1|DMAU	LOC115634310|XP_030387828.1|SLEB
OG0008554	LOC117146422|XP_033168516.1|DMAU	LOC115627780|XP_030379449.1|SLEB
OG0008555	LOC117147895|XP_033170889.1|DMAU	LOC115626676|XP_030377962.1|SLEB
OG0008556	LOC117136570|XP_033153417.1|DMAU	LOC115620561|XP_030369712.1|SLEB
OG0008557	LOC117145195|XP_033166648.1|DMAU	LOC115620714|XP_030369951.1|SLEB
OG0008558	LOC117147527|XP_033170342.1|DMAU	LOC115625873|XP_030376946.1|SLEB
OG0008560	LOC117146300|XP_033168227.1|DMAU	LOC115626634|XP_030377902.1|SLEB
OG0008562	LOC117150241|XP_033172926.1|DMAU	LOC115626203|XP_030377346.1|SLEB
OG0008563	LOC117142825|XP_033162938.1|DMAU	LOC115620890|XP_030370233.1|SLEB
OG0008564	LOC117150286|XP_033172996.1|DMAU	LOC115631403|XP_030383986.1|SLEB
OG0008565	LOC117141852|XP_033161419.1|DMAU	LOC115633356|XP_030386656.1|SLEB
OG0008566	LOC117146254|XP_033168095.1|DMAU	LOC115625675|XP_030376672.1|SLEB
OG0008567	LOC117137535|XP_033154924.1|DMAU	LOC115631621|XP_030384287.1|SLEB
OG0008569	LOC117148298|XP_033171510.1|DMAU	LOC115629144|XP_030381358.1|SLEB
OG0008571	LOC117139470|XP_033157678.1|DMAU	LOC115622616|XP_030372476.1|SLEB
OG0008572	LOC117143281|XP_033163750.1|DMAU	LOC115623654|XP_030373969.1|SLEB
OG0008573	LOC117147215|XP_033169920.1|DMAU	LOC115633255|XP_030386516.1|SLEB
OG0008574	LOC117140301|XP_033159037.1|DMAU	LOC115622828|XP_030372766.1|SLEB
OG0008575	LOC117142788|XP_033162871.1|DMAU	LOC115620500|XP_030369612.1|SLEB
OG0008576	LOC117148915|XP_033172525.1|DMAU	LOC115627569|XP_030379153.1|SLEB
OG0008577	LOC117141858|XP_033161428.1|DMAU	LOC115622213|XP_030371968.1|SLEB
OG0008579	LOC117140003|XP_033158605.1|DMAU	LOC115623271|XP_030373410.1|SLEB
OG0008581	LOC117140226|XP_033158915.1|DMAU	LOC115633739|XP_030387072.1|SLEB
OG0008582	LOC117147138|XP_033169808.1|DMAU	LOC115629349|XP_030381658.1|SLEB
OG0008583	LOC117147846|XP_033170806.1|DMAU	LOC115629634|XP_030381995.1|SLEB
OG0008584	LOC117146728|XP_033169061.1|DMAU	LOC115629264|XP_030381548.1|SLEB
OG0008585	LOC117147968|XP_033171009.1|DMAU	LOC115627031|XP_030378421.1|SLEB
OG0008586	LOC117147965|XP_033171005.1|DMAU	LOC115627029|XP_030378418.1|SLEB
OG0008587	LOC117142723|XP_033162775.1|DMAU	LOC115623424|XP_030373606.1|SLEB
OG0008588	LOC117143268|XP_033163738.1|DMAU	LOC115624380|XP_030374947.1|SLEB
OG0008589	LOC117146659|XP_033168892.1|DMAU	LOC115629958|XP_030382432.1|SLEB
OG0008590	LOC117142763|XP_033162835.1|DMAU	LOC115625512|XP_030376436.1|SLEB
OG0008592	LOC117135800|XP_033152187.1|DMAU	LOC115631908|XP_030384618.1|SLEB, LOC115624767|XP_030375460.1|SLEB
OG0008593	LOC117141840|XP_033161391.1|DMAU	LOC115623140|XP_030373210.1|SLEB
OG0008594	LOC117144857|XP_033166150.1|DMAU	LOC115621230|XP_030370679.1|SLEB
OG0008595	LOC117137738|XP_033155212.1|DMAU	LOC115634210|XP_030387662.1|SLEB
OG0008596	LOC117138182|XP_033155971.1|DMAU	LOC115634208|XP_030387659.1|SLEB
OG0008597	LOC117143403|XP_033163987.1|DMAU	LOC115625392|XP_030376289.1|SLEB
OG0008598	LOC117147841|XP_033170790.1|DMAU	LOC115629501|XP_030381840.1|SLEB
OG0008599	LOC117148508|XP_033171804.1|DMAU	LOC115629682|XP_030382064.1|SLEB
OG0008600	LOC117142963|XP_033163181.1|DMAU	LOC115624422|XP_030375019.1|SLEB
OG0008601	LOC117150224|XP_033172911.1|DMAU	LOC115631711|XP_030384398.1|SLEB
OG0008602	LOC117142284|XP_033162058.1|DMAU	LOC115625318|XP_030376200.1|SLEB
OG0008603	LOC117145375|XP_033166890.1|DMAU	LOC115621498|XP_030371025.1|SLEB
OG0008604	LOC117135717|XP_033152040.1|DMAU	LOC115623079|XP_030373143.1|SLEB
OG0008605	LOC117135277|XP_033151335.1|DMAU	LOC115626104|XP_030377217.1|SLEB
OG0008606	LOC117150494|XP_033173289.1|DMAU	LOC115622095|XP_030371797.1|SLEB, LOC115630758|XP_030383273.1|SLEB
OG0008607	LOC117143875|XP_033164651.1|DMAU	LOC115623682|XP_030374012.1|SLEB
OG0008608	LOC117147987|XP_033171028.1|DMAU	LOC115627318|XP_030378821.1|SLEB
OG0008609	LOC117143215|XP_033163655.1|DMAU	LOC115623436|XP_030373642.1|SLEB, LOC115623981|XP_030374411.1|SLEB
OG0008610	LOC117137721|XP_033155184.1|DMAU	LOC115633682|XP_030386996.1|SLEB
OG0008612	LOC117137439|XP_033154767.1|DMAU	LOC115633874|XP_030387235.1|SLEB
OG0008614	LOC117148937|XP_033172554.1|DMAU	LOC115627520|XP_030379080.1|SLEB
OG0008615	LOC117144233|XP_033165192.1|DMAU	LOC115623853|XP_030374257.1|SLEB
OG0008616	LOC117144103|XP_033165013.1|DMAU	LOC115625561|XP_030376515.1|SLEB
OG0008617	LOC117144587|XP_033165756.1|DMAU	LOC115621618|XP_030371173.1|SLEB
OG0008619	LOC117150797|XP_033173746.1|DMAU	LOC115630708|XP_030383221.1|SLEB
OG0008620	LOC117137995|XP_033155673.1|DMAU	LOC115628000|XP_030379770.1|SLEB
OG0008621	LOC117146055|XP_033167886.1|DMAU	LOC115621221|XP_030370666.1|SLEB
OG0008622	LOC117137135|XP_033154326.1|DMAU	LOC115634634|XP_030388349.1|SLEB
OG0008623	LOC117137710|XP_033155173.1|DMAU	LOC115621620|XP_030371175.1|SLEB, LOC115621367|XP_030370850.1|SLEB
OG0008624	LOC117138363|XP_033156321.1|DMAU	LOC115633659|XP_030386965.1|SLEB
OG0008625	LOC117136066|XP_033152606.1|DMAU	LOC115634565|XP_030388252.1|SLEB
OG0008626	LOC117136189|XP_033152827.1|DMAU	LOC115623064|XP_030373107.1|SLEB
OG0008627	LOC117141137|XP_033160353.1|DMAU	LOC115632999|XP_030386181.1|SLEB
OG0008629	LOC117150384|XP_033173137.1|DMAU	LOC115625812|XP_030376899.1|SLEB
OG0008630	LOC117146241|XP_033168049.1|DMAU	LOC115627761|XP_030379407.1|SLEB
OG0008631	LOC117143159|XP_033163558.1|DMAU	LOC115622042|XP_030371770.1|SLEB
OG0008632	LOC117145787|XP_033167458.1|DMAU	LOC115620497|XP_030369609.1|SLEB
OG0008633	LOC117135598|XP_033151832.1|DMAU	LOC115626573|XP_030377817.1|SLEB
OG0008634	LOC117135981|XP_033152489.1|DMAU	LOC115626406|XP_030377631.1|SLEB
OG0008635	LOC117137987|XP_033155662.1|DMAU	LOC115634056|XP_030387459.1|SLEB
OG0008636	LOC117145808|XP_033167500.1|DMAU	LOC115623911|XP_030374326.1|SLEB
OG0008637	LOC117141474|XP_033160835.1|DMAU	LOC115634383|XP_030387928.1|SLEB
OG0008638	LOC117143098|XP_033163468.1|DMAU	LOC115620386|XP_030369454.1|SLEB
OG0008639	LOC117143032|XP_033163313.1|DMAU	LOC115621159|XP_030370577.1|SLEB
OG0008640	LOC117142334|XP_033162141.1|DMAU	LOC115620338|XP_030369395.1|SLEB
OG0008641	LOC117145477|XP_033167043.1|DMAU	LOC115621916|XP_030371617.1|SLEB
OG0008642	LOC117145058|XP_033166463.1|DMAU	LOC115628984|XP_030381123.1|SLEB
OG0008643	LOC117145788|XP_033167459.1|DMAU	LOC115620511|XP_030369634.1|SLEB
OG0008644	LOC117145243|XP_033166714.1|DMAU	LOC115620934|XP_030370302.1|SLEB
OG0008645	LOC117145976|XP_033167777.1|DMAU	LOC115626142|XP_030377264.1|SLEB
OG0008646	LOC117150894|XP_033173922.1|DMAU	LOC115630807|XP_030383331.1|SLEB
OG0008647	LOC117150994|XP_033174090.1|DMAU	LOC115630957|XP_030383391.1|SLEB
OG0008648	LOC117139612|XP_033157953.1|DMAU	LOC115631878|XP_030384586.1|SLEB
OG0008649	LOC117137158|XP_033154359.1|DMAU	LOC115630948|XP_030383418.1|SLEB
OG0008650	LOC117143702|XP_033164389.1|DMAU	LOC115624075|XP_030374524.1|SLEB
OG0008651	LOC117135502|XP_033151616.1|DMAU	LOC115633025|XP_030386213.1|SLEB
OG0008652	LOC117137049|XP_033154149.1|DMAU, LOC117149088|XP_033172627.1|DMAU, LOC117136414|XP_033153213.1|DMAU	LOC115629101|XP_030381285.1|SLEB
OG0008653	LOC117137289|XP_033154554.1|DMAU	LOC115634317|XP_030387837.1|SLEB
OG0008654	LOC117135579|XP_033151794.1|DMAU	LOC115633830|XP_030387178.1|SLEB
OG0008655	LOC117137099|XP_033154276.1|DMAU	LOC115633689|XP_030387006.1|SLEB
OG0008656	LOC117147094|XP_033169749.1|DMAU	LOC115628934|XP_030381066.1|SLEB
OG0008657	LOC117146395|XP_033168460.1|DMAU	LOC115626697|XP_030377985.1|SLEB
OG0008658	LOC117146533|XP_033168694.1|DMAU	LOC115629894|XP_030382350.1|SLEB
OG0008659	LOC117141417|XP_033160735.1|DMAU	LOC115630540|XP_030383006.1|SLEB
OG0008660	LOC117139861|XP_033158406.1|DMAU	LOC115632340|XP_030385304.1|SLEB
OG0008661	LOC117139925|XP_033158500.1|DMAU	LOC115622889|XP_030372852.1|SLEB
OG0008662	LOC117140375|XP_033159131.1|DMAU	LOC115632683|XP_030385779.1|SLEB
OG0008663	LOC117140803|XP_033159793.1|DMAU	LOC115620030|XP_030368995.1|SLEB
OG0008664	LOC117139656|XP_033158011.1|DMAU	LOC115632394|XP_030385384.1|SLEB, LOC115632283|XP_030385232.1|SLEB
OG0008665	LOC117150435|XP_033173208.1|DMAU	LOC115622631|XP_030372497.1|SLEB
OG0008666	LOC117139941|XP_033158516.1|DMAU	LOC115624942|XP_030375652.1|SLEB
OG0008667	LOC117139285|XP_033157407.1|DMAU	LOC115622272|XP_030372034.1|SLEB
OG0008668	LOC117140118|XP_033158773.1|DMAU	LOC115628340|XP_030380263.1|SLEB
OG0008669	LOC117150618|XP_033173478.1|DMAU	LOC115631781|XP_030384475.1|SLEB, LOC115625980|XP_030377086.1|SLEB
OG0008670	LOC117145367|XP_033166881.1|DMAU	LOC115621747|XP_030371340.1|SLEB, LOC115621743|XP_030371336.1|SLEB, LOC115620203|XP_030369198.1|SLEB, LOC115621348|XP_030370828.1|SLEB
OG0008672	LOC117150217|XP_033172906.1|DMAU	LOC115630967|XP_030383406.1|SLEB
OG0008673	LOC117150834|XP_033173792.1|DMAU	LOC115631991|XP_030384781.1|SLEB
OG0008677	LOC117143610|XP_033164255.1|DMAU	LOC115621271|XP_030370731.1|SLEB
OG0008679	LOC117148324|XP_033171547.1|DMAU	LOC115627966|XP_030379720.1|SLEB
OG0008680	LOC117148763|XP_033172250.1|DMAU	LOC115628725|XP_030380785.1|SLEB
OG0008681	LOC117147610|XP_033170459.1|DMAU	LOC115629646|XP_030382017.1|SLEB
OG0008682	LOC117147428|XP_033170199.1|DMAU	LOC115629623|XP_030381982.1|SLEB
OG0008683	LOC117146619|XP_033168839.1|DMAU	LOC115628676|XP_030380710.1|SLEB
OG0008684	LOC117146800|XP_033169231.1|DMAU	LOC115629774|XP_030382189.1|SLEB
OG0008685	LOC117137323|XP_033154602.1|DMAU	LOC115619953|XP_030368842.1|SLEB
OG0008686	LOC117142260|XP_033162013.1|DMAU	LOC115620630|XP_030369820.1|SLEB
OG0008687	LOC117136234|XP_033152908.1|DMAU	LOC115634581|XP_030388274.1|SLEB
OG0008688	LOC117147644|XP_033170505.1|DMAU	LOC115628008|XP_030379791.1|SLEB
OG0008689	LOC117143800|XP_033164535.1|DMAU	LOC115624384|XP_030374955.1|SLEB
OG0008691	LOC117142068|XP_033161837.1|DMAU	LOC115633110|XP_030386355.1|SLEB
OG0008694	LOC117147556|XP_033170389.1|DMAU	LOC115629573|XP_030381924.1|SLEB
OG0008695	LOC117137119|XP_033154302.1|DMAU	LOC115626143|XP_030377266.1|SLEB
OG0008697	LOC117139173|XP_033157226.1|DMAU	LOC115628427|XP_030380374.1|SLEB
OG0008698	LOC117147356|XP_033170110.1|DMAU	LOC115627487|XP_030379030.1|SLEB
OG0008699	LOC117140568|XP_033159456.1|DMAU	LOC115624700|XP_030375376.1|SLEB
OG0008700	LOC117142728|XP_033162788.1|DMAU	LOC115623934|XP_030374354.1|SLEB
OG0008701	LOC117138628|XP_033156731.1|DMAU	LOC115633940|XP_030387318.1|SLEB
OG0008702	LOC117145497|XP_033167068.1|DMAU	LOC115626524|XP_030377763.1|SLEB
OG0008704	LOC117135292|XP_033151353.1|DMAU	LOC115631289|XP_030383863.1|SLEB
OG0008705	LOC117150355|XP_033173104.1|DMAU	LOC115625931|XP_030377027.1|SLEB
OG0008706	LOC117146028|XP_033167850.1|DMAU	LOC115620450|XP_030369540.1|SLEB
OG0008707	LOC117146541|XP_033168721.1|DMAU	LOC115627380|XP_030378893.1|SLEB
OG0008708	LOC117147576|XP_033170412.1|DMAU	LOC115627245|XP_030378726.1|SLEB
OG0008709	LOC117144900|XP_033166221.1|DMAU	LOC115620584|XP_030369749.1|SLEB
OG0008710	LOC117144947|XP_033166293.1|DMAU	LOC115620387|XP_030369455.1|SLEB
OG0008711	LOC117143148|XP_033163536.1|DMAU	LOC115623542|XP_030373785.1|SLEB
OG0008712	LOC117137740|XP_033155214.1|DMAU	LOC115634211|XP_030387663.1|SLEB
OG0008714	LOC117150375|XP_033173131.1|DMAU	LOC115631738|XP_030384437.1|SLEB
OG0008715	LOC117143566|XP_033164202.1|DMAU	LOC115620817|XP_030370104.1|SLEB
OG0008716	LOC117142244|XP_033161987.1|DMAU	LOC115625402|XP_030376300.1|SLEB
OG0008717	LOC117139620|XP_033157964.1|DMAU	LOC115632391|XP_030385381.1|SLEB
OG0008718	LOC117135523|XP_033151678.1|DMAU	LOC115634161|XP_030387601.1|SLEB
OG0008719	LOC117143538|XP_033164162.1|DMAU	LOC115620398|XP_030369470.1|SLEB
OG0008721	LOC117148223|XP_033171404.1|DMAU	LOC115633382|XP_030386686.1|SLEB
OG0008722	LOC117145891|XP_033167623.1|DMAU	LOC115624478|XP_030375040.1|SLEB, LOC115623748|XP_030374143.1|SLEB
OG0008723	LOC117140650|XP_033159580.1|DMAU	LOC115622219|XP_030371976.1|SLEB
OG0008724	LOC117150448|XP_033173225.1|DMAU	LOC115626042|XP_030377153.1|SLEB
OG0008725	LOC117138393|XP_033156356.1|DMAU	LOC115634685|XP_030388408.1|SLEB
OG0008726	LOC117136559|XP_033153403.1|DMAU	LOC115621851|XP_030371526.1|SLEB
OG0008727	LOC117145200|XP_033166653.1|DMAU	LOC115631830|XP_030384528.1|SLEB, LOC115621255|XP_030370711.1|SLEB
OG0008728	LOC117142498|XP_033162423.1|DMAU	LOC115620780|XP_030370049.1|SLEB
OG0008729	LOC117148153|XP_033171276.1|DMAU	LOC115627682|XP_030379285.1|SLEB
OG0008730	LOC117148794|XP_033172298.1|DMAU	LOC115627140|XP_030378577.1|SLEB
OG0008731	LOC117145576|XP_033167173.1|DMAU	LOC115621876|XP_030371562.1|SLEB
OG0008732	LOC117150261|XP_033172959.1|DMAU	LOC115628542|XP_030380563.1|SLEB
OG0008734	LOC117144666|XP_033165874.1|DMAU	LOC115621802|XP_030371443.1|SLEB
OG0008735	LOC117136706|XP_033153616.1|DMAU	LOC115634542|XP_030388212.1|SLEB, LOC115634543|XP_030388213.1|SLEB
OG0008736	LOC117135731|XP_033152066.1|DMAU	LOC115633756|XP_030387091.1|SLEB
OG0008738	LOC117141327|XP_033160622.1|DMAU	LOC115625671|XP_030376667.1|SLEB
OG0008739	LOC117139044|XP_033157038.1|DMAU	LOC115626366|XP_030377583.1|SLEB
OG0008740	LOC117137159|XP_033154361.1|DMAU	LOC115630611|XP_030383099.1|SLEB
OG0008741	LOC117136456|XP_033153271.1|DMAU	LOC115627190|XP_030378657.1|SLEB
OG0008742	LOC117139845|XP_033158382.1|DMAU	LOC115632461|XP_030385477.1|SLEB
OG0008743	LOC117136275|XP_033152997.1|DMAU	LOC115630495|XP_030382947.1|SLEB
OG0008744	LOC117138206|XP_033156031.1|DMAU	LOC115634653|XP_030388370.1|SLEB
OG0008745	LOC117148724|XP_033172167.1|DMAU	LOC115633407|XP_030386710.1|SLEB
OG0008746	LOC117142724|XP_033162780.1|DMAU	LOC115623370|XP_030373515.1|SLEB
OG0008747	LOC117141902|XP_033161495.1|DMAU	LOC115622403|XP_030372193.1|SLEB
OG0008748	LOC117150933|XP_033173994.1|DMAU	LOC115631630|XP_030384297.1|SLEB
OG0008749	LOC117135872|XP_033152304.1|DMAU	LOC115631646|XP_030384317.1|SLEB
OG0008750	LOC117139184|XP_033157246.1|DMAU	LOC115625682|XP_030376679.1|SLEB
OG0008751	LOC117144318|XP_033165321.1|DMAU	LOC115624269|XP_030374755.1|SLEB
OG0008752	LOC117145888|XP_033167621.1|DMAU	LOC115623648|XP_030373954.1|SLEB
OG0008753	LOC117140355|XP_033159101.1|DMAU	LOC115623051|XP_030373090.1|SLEB
OG0008756	LOC117144175|XP_033165111.1|DMAU	LOC115621932|XP_030371640.1|SLEB
OG0008757	LOC117143673|XP_033164349.1|DMAU	LOC115621624|XP_030371180.1|SLEB
OG0008758	LOC117150449|XP_033173226.1|DMAU	LOC115631593|XP_030384254.1|SLEB
OG0008759	LOC117137928|XP_033155573.1|DMAU	LOC115631550|XP_030384187.1|SLEB
OG0008760	LOC117150615|XP_033173472.1|DMAU	LOC115630691|XP_030383202.1|SLEB, LOC115630685|XP_030383192.1|SLEB, LOC115630696|XP_030383208.1|SLEB
OG0008761	LOC117150221|XP_033172909.1|DMAU	LOC115626426|XP_030377658.1|SLEB
OG0008762	LOC117137098|XP_033154274.1|DMAU	LOC115632108|XP_030384957.1|SLEB
OG0008763	LOC117150255|XP_033172946.1|DMAU	LOC115625718|XP_030376724.1|SLEB
OG0008764	LOC117141351|XP_033160652.1|DMAU	LOC115626038|XP_030377148.1|SLEB
OG0008765	LOC117136425|XP_033153226.1|DMAU	LOC115633627|XP_030386926.1|SLEB
OG0008766	LOC117145104|XP_033166518.1|DMAU	LOC115631879|XP_030384587.1|SLEB
OG0008767	LOC117137050|XP_033154150.1|DMAU, LOC117136689|XP_033153594.1|DMAU	LOC115632388|XP_030385380.1|SLEB
OG0008768	LOC117138303|XP_033156195.1|DMAU	LOC115620213|XP_030369215.1|SLEB
OG0008769	LOC117136749|XP_033153672.1|DMAU	LOC115628546|XP_030380571.1|SLEB
OG0008770	LOC117136629|XP_033153508.1|DMAU	LOC115628178|XP_030380025.1|SLEB
OG0008771	LOC117135707|XP_033152016.1|DMAU	LOC115633895|XP_030387263.1|SLEB
OG0008772	LOC117136276|XP_033152998.1|DMAU	LOC115633752|XP_030387090.1|SLEB, LOC115634259|XP_030387712.1|SLEB, LOC115633744|XP_030387080.1|SLEB
OG0008773	LOC117137184|XP_033154398.1|DMAU	LOC115624535|XP_030375119.1|SLEB
OG0008774	LOC117137526|XP_033154905.1|DMAU	LOC115633903|XP_030387267.1|SLEB
OG0008775	LOC117138575|XP_033156637.1|DMAU	LOC115634693|XP_030388433.1|SLEB
OG0008776	LOC117136759|XP_033153686.1|DMAU	LOC115634657|XP_030388375.1|SLEB
OG0008777	LOC117135963|XP_033152456.1|DMAU	LOC115619977|XP_030368873.1|SLEB
OG0008778	LOC117137208|XP_033154453.1|DMAU	LOC115624510|XP_030375082.1|SLEB
OG0008779	LOC117148517|XP_033171815.1|DMAU	LOC115627126|XP_030378557.1|SLEB
OG0008780	LOC117144135|XP_033165052.1|DMAU	LOC115628374|XP_030380312.1|SLEB
OG0008781	LOC117147975|XP_033171015.1|DMAU	LOC115628715|XP_030380769.1|SLEB
OG0008782	LOC117139885|XP_033158444.1|DMAU	LOC115623238|XP_030373353.1|SLEB
OG0008783	LOC117136603|XP_033153477.1|DMAU	LOC115634019|XP_030387405.1|SLEB
OG0008784	LOC117139207|XP_033157273.1|DMAU	LOC115625633|XP_030376625.1|SLEB
OG0008785	LOC117141726|XP_033161235.1|DMAU	LOC115624499|XP_030375063.1|SLEB, LOC115626503|XP_030377748.1|SLEB
OG0008786	LOC117147979|XP_033171024.1|DMAU	LOC115622110|XP_030371811.1|SLEB
OG0008788	LOC117140854|XP_033159872.1|DMAU	LOC115622354|XP_030372129.1|SLEB
OG0008789	LOC117140051|XP_033158679.1|DMAU	LOC115628346|XP_030380272.1|SLEB
OG0008791	LOC117136484|XP_033153314.1|DMAU	LOC115634193|XP_030387641.1|SLEB
OG0008792	LOC117135905|XP_033152359.1|DMAU	LOC115624763|XP_030375456.1|SLEB
OG0008793	LOC117137304|XP_033154574.1|DMAU	LOC115624544|XP_030375130.1|SLEB
OG0008795	LOC117143026|XP_033163301.1|DMAU	LOC115623944|XP_030374366.1|SLEB
OG0008797	LOC117143002|XP_033163258.1|DMAU	LOC115621600|XP_030371152.1|SLEB
OG0008799	LOC117137823|XP_033155397.1|DMAU	LOC115622440|XP_030372242.1|SLEB, LOC115634335|XP_030387851.1|SLEB, LOC115634229|XP_030387680.1|SLEB, LOC115622439|XP_030372241.1|SLEB
OG0008805	LOC117147589|XP_033170427.1|DMAU	LOC115628687|XP_030380721.1|SLEB
OG0008806	LOC117146710|XP_033169017.1|DMAU	LOC115629230|XP_030381500.1|SLEB
OG0008807	LOC117147235|XP_033169938.1|DMAU	LOC115629769|XP_030382181.1|SLEB
OG0008808	LOC117146769|XP_033169174.1|DMAU	LOC115629654|XP_030382028.1|SLEB
OG0008809	LOC117145459|XP_033167021.1|DMAU	LOC115625597|XP_030376579.1|SLEB
OG0008811	LOC117143271|XP_033163740.1|DMAU	LOC115621577|XP_030371127.1|SLEB
OG0008814	LOC117136233|XP_033152906.1|DMAU	LOC115634582|XP_030388275.1|SLEB
OG0008815	LOC117142001|XP_033161741.1|DMAU	LOC115632879|XP_030386017.1|SLEB
OG0008816	LOC117141093|XP_033160299.1|DMAU	LOC115632718|XP_030385823.1|SLEB
OG0008819	LOC117137245|XP_033154497.1|DMAU	LOC115634394|XP_030387946.1|SLEB
OG0008820	LOC117150463|XP_033173249.1|DMAU	LOC115626041|XP_030377152.1|SLEB
OG0008823	LOC117146563|XP_033168752.1|DMAU	LOC115629145|XP_030381360.1|SLEB
OG0008824	LOC117141303|XP_033160574.1|DMAU	LOC115630449|XP_030382912.1|SLEB
OG0008825	LOC117140065|XP_033158702.1|DMAU	LOC115634136|XP_030387566.1|SLEB
OG0008829	LOC117146630|XP_033168853.1|DMAU	LOC115628825|XP_030380917.1|SLEB
OG0008830	LOC117147804|XP_033170746.1|DMAU	LOC115627688|XP_030379291.1|SLEB
OG0008831	LOC117146732|XP_033169067.1|DMAU	LOC115629313|XP_030381619.1|SLEB
OG0008832	LOC117146729|XP_033169062.1|DMAU	LOC115629215|XP_030381478.1|SLEB
OG0008833	LOC117148336|XP_033171562.1|DMAU	LOC115626743|XP_030378054.1|SLEB
OG0008834	LOC117143633|XP_033164300.1|DMAU	LOC115628202|XP_030380055.1|SLEB
OG0008836	LOC117136890|XP_033153891.1|DMAU	LOC115634116|XP_030387540.1|SLEB
OG0008837	LOC117136010|XP_033152517.1|DMAU	LOC115634357|XP_030387877.1|SLEB
OG0008838	LOC117139972|XP_033158568.1|DMAU	LOC115625722|XP_030376730.1|SLEB
OG0008839	LOC117137693|XP_033155153.1|DMAU	LOC115622470|XP_030372274.1|SLEB
OG0008840	LOC117140109|XP_033158766.1|DMAU	LOC115631523|XP_030384154.1|SLEB
OG0008841	LOC117141433|XP_033160765.1|DMAU	LOC115628406|XP_030380355.1|SLEB
OG0008843	LOC117141969|XP_033161658.1|DMAU	LOC115632829|XP_030385944.1|SLEB
OG0008845	LOC117150203|XP_033172884.1|DMAU	LOC115631227|XP_030383794.1|SLEB
OG0008846	LOC117139943|XP_033158521.1|DMAU	LOC115622568|XP_030372399.1|SLEB
OG0008847	LOC117145722|XP_033167362.1|DMAU	LOC115624232|XP_030374708.1|SLEB
OG0008848	LOC117136349|XP_033153106.1|DMAU	LOC115624086|XP_030374575.1|SLEB
OG0008849	LOC117147333|XP_033170078.1|DMAU	LOC115628875|XP_030380989.1|SLEB
OG0008850	LOC117138540|XP_033156569.1|DMAU	LOC115634327|XP_030387845.1|SLEB
OG0008851	LOC117145623|XP_033167236.1|DMAU	LOC115630609|XP_030383092.1|SLEB
OG0008852	LOC117137431|XP_033154754.1|DMAU	LOC115634520|XP_030388186.1|SLEB
OG0008854	LOC117143388|XP_033163963.1|DMAU	LOC115631179|XP_030383728.1|SLEB
OG0008855	LOC117146375|XP_033168426.1|DMAU, LOC117146374|XP_033168425.1|DMAU	LOC115629496|XP_030381833.1|SLEB
OG0008856	LOC117146284|XP_033168182.1|DMAU	LOC115627830|XP_030379530.1|SLEB
OG0008857	LOC117139889|XP_033158459.1|DMAU	LOC115628414|XP_030380361.1|SLEB
OG0008858	LOC117145648|XP_033167268.1|DMAU	LOC115622435|XP_030372236.1|SLEB
OG0008859	LOC117141004|XP_033160148.1|DMAU	LOC115623252|XP_030373380.1|SLEB
OG0008860	LOC117142354|XP_033162167.1|DMAU	LOC115621818|XP_030371468.1|SLEB
OG0008861	LOC117137404|XP_033154718.1|DMAU	LOC115634403|XP_030387956.1|SLEB
OG0008862	LOC117144227|XP_033165182.1|DMAU	LOC115620492|XP_030369593.1|SLEB
OG0008863	LOC117150405|XP_033173159.1|DMAU	LOC115624490|XP_030375053.1|SLEB
OG0008864	LOC117136637|XP_033153518.1|DMAU	LOC115624894|XP_030375602.1|SLEB
OG0008865	LOC117150673|XP_033173568.1|DMAU	LOC115631488|XP_030384104.1|SLEB
OG0008866	LOC117144449|XP_033165537.1|DMAU	LOC115628508|XP_030380511.1|SLEB
