Orthogroup	DMAU.longest_only	ASTE.longest_only
OG0005880	LOC117139705|XP_033158110.1|DMAU	LOC118517626|XP_035919828.1|ASTE
OG0005881	LOC117141877|XP_033161457.1|DMAU	LOC118517632|XP_035919836.1|ASTE
OG0005882	LOC117146641|XP_033168866.1|DMAU	LOC118508016|XP_035903294.1|ASTE
OG0005883	LOC117141633|XP_033161073.1|DMAU	LOC118504184|XP_035894236.1|ASTE
OG0005884	LOC117140610|XP_033159512.1|DMAU	LOC118505777|XP_035897941.1|ASTE
OG0005885	LOC117142014|XP_033161759.1|DMAU	LOC118505775|XP_035897938.1|ASTE
OG0005886	LOC117141780|XP_033161303.1|DMAU	LOC118505774|XP_035897937.1|ASTE
OG0005887	LOC117141876|XP_033161453.1|DMAU	LOC118503490|XP_035892699.1|ASTE
OG0005888	LOC117141700|XP_033161198.1|DMAU	LOC118503488|XP_035892683.1|ASTE
OG0005889	LOC117139418|XP_033157587.1|DMAU	LOC118503482|XP_035892677.1|ASTE
OG0005890	LOC117148748|XP_033172229.1|DMAU	LOC118504009|XP_035893858.1|ASTE
OG0005891	LOC117140311|XP_033159047.1|DMAU	LOC118504011|XP_035893866.1|ASTE
OG0005892	LOC117139684|XP_033158061.1|DMAU	LOC118504013|XP_035893869.1|ASTE
OG0005893	LOC117140203|XP_033158880.1|DMAU	LOC118504025|XP_035893898.1|ASTE
OG0005894	LOC117140204|XP_033158881.1|DMAU	LOC118504027|XP_035893900.1|ASTE
OG0005895	LOC117140205|XP_033158883.1|DMAU	LOC118504033|XP_035893910.1|ASTE
OG0005896	LOC117139041|XP_033157033.1|DMAU	LOC118504035|XP_035893915.1|ASTE
OG0005897	LOC117139665|XP_033158026.1|DMAU	LOC118504046|XP_035893938.1|ASTE
OG0005898	LOC117147221|XP_033169925.1|DMAU	LOC118503424|XP_035892558.1|ASTE
OG0005899	LOC117137132|XP_033154322.1|DMAU	LOC118507407|XP_035901758.1|ASTE
OG0005900	LOC117136423|XP_033153228.1|DMAU	LOC118503985|XP_035893823.1|ASTE, LOC118503975|XP_035893803.1|ASTE
OG0005901	LOC117135612|XP_033151865.1|DMAU	LOC118505371|XP_035896967.1|ASTE
OG0005902	LOC117137299|XP_033154567.1|DMAU	LOC118505370|XP_035896965.1|ASTE
OG0005903	LOC117145813|XP_033167505.1|DMAU	LOC118503432|XP_035892569.1|ASTE
OG0005904	LOC117142590|XP_033162554.1|DMAU	LOC118512390|XP_035912658.1|ASTE
OG0005905	LOC117140687|XP_033159633.1|DMAU	LOC118506236|XP_035898978.1|ASTE
OG0005906	LOC117138946|XP_033156871.1|DMAU	LOC118503715|XP_035893171.1|ASTE
OG0005907	LOC117140702|XP_033159658.1|DMAU	LOC118505968|XP_035898404.1|ASTE
OG0005908	LOC117141042|XP_033160215.1|DMAU	LOC118505961|XP_035898389.1|ASTE
OG0005909	LOC117139295|XP_033157417.1|DMAU	LOC118505957|XP_035898384.1|ASTE
OG0005910	LOC117136118|XP_033152705.1|DMAU	LOC118508026|XP_035903310.1|ASTE
OG0005911	LOC117136119|XP_033152709.1|DMAU	LOC118508034|XP_035903329.1|ASTE
OG0005912	LOC117138253|XP_033156104.1|DMAU	LOC118508038|XP_035903334.1|ASTE
OG0005913	LOC117144865|XP_033166160.1|DMAU	LOC118503946|XP_035893716.1|ASTE
OG0005914	LOC117137730|XP_033155197.1|DMAU	LOC118503913|XP_035893603.1|ASTE
OG0005915	LOC117138365|XP_033156322.1|DMAU	LOC118503518|XP_035892771.1|ASTE
OG0005916	LOC117137236|XP_033154488.1|DMAU	LOC118504801|XP_035895676.1|ASTE
OG0005917	LOC117135530|XP_033151690.1|DMAU	LOC118504191|XP_035894260.1|ASTE
OG0005918	LOC117147057|XP_033169702.1|DMAU	LOC118504188|XP_035894256.1|ASTE
OG0005919	LOC117138463|XP_033156480.1|DMAU	LOC118504091|XP_035894058.1|ASTE
OG0005920	LOC117135584|XP_033151803.1|DMAU	LOC118508028|XP_035903320.1|ASTE
OG0005921	LOC117141834|XP_033161381.1|DMAU	LOC118508037|XP_035903332.1|ASTE
OG0005922	LOC117146620|XP_033168843.1|DMAU	LOC118512309|XP_035912449.1|ASTE, LOC118512317|XP_035912469.1|ASTE
OG0005923	LOC117141183|XP_033160412.1|DMAU	LOC118505841|XP_035898094.1|ASTE
OG0005924	LOC117139761|XP_033158219.1|DMAU	LOC118505843|XP_035898096.1|ASTE
OG0005925	LOC117141235|XP_033160488.1|DMAU	LOC118503402|XP_035892498.1|ASTE
OG0005926	LOC117148346|XP_033171573.1|DMAU	LOC118506298|XP_035899137.1|ASTE
OG0005927	LOC117145439|XP_033166986.1|DMAU	LOC118504921|XP_035895887.1|ASTE
OG0005928	LOC117147087|XP_033169743.1|DMAU	LOC118504922|XP_035895890.1|ASTE
OG0005929	LOC117140459|XP_033159290.1|DMAU	LOC118506142|XP_035898782.1|ASTE
OG0005930	LOC117136555|XP_033153399.1|DMAU	LOC118503502|XP_035892730.1|ASTE
OG0005931	LOC117136139|XP_033152736.1|DMAU	LOC118503501|XP_035892729.1|ASTE
OG0005932	LOC117135674|XP_033151961.1|DMAU	LOC118504056|XP_035893981.1|ASTE
OG0005933	LOC117137398|XP_033154710.1|DMAU	LOC118503967|XP_035893777.1|ASTE
OG0005934	LOC117137938|XP_033155588.1|DMAU	LOC118503972|XP_035893789.1|ASTE
OG0005935	LOC117139078|XP_033157080.1|DMAU	LOC118503994|XP_035893834.1|ASTE
OG0005936	LOC117150240|XP_033172925.1|DMAU	LOC118504003|XP_035893852.1|ASTE
OG0005937	LOC117139169|XP_033157219.1|DMAU	LOC118503996|XP_035893839.1|ASTE
OG0005938	LOC117136917|XP_033153941.1|DMAU	LOC118507982|XP_035903232.1|ASTE
OG0005939	LOC117148015|XP_033171068.1|DMAU	LOC118504031|XP_035893907.1|ASTE
OG0005940	LOC117138425|XP_033156421.1|DMAU	LOC118505839|XP_035898089.1|ASTE
OG0005941	LOC117137843|XP_033155435.1|DMAU	LOC118507926|XP_035903122.1|ASTE
OG0005942	LOC117136058|XP_033152596.1|DMAU	LOC118503448|XP_035892608.1|ASTE
OG0005943	LOC117138079|XP_033155794.1|DMAU	LOC118503325|XP_035892361.1|ASTE
OG0005944	LOC117137207|XP_033154452.1|DMAU	LOC118503327|XP_035892367.1|ASTE
OG0005945	LOC117137615|XP_033155031.1|DMAU	LOC118503328|XP_035892370.1|ASTE
OG0005946	LOC117137792|XP_033155341.1|DMAU	LOC118503933|XP_035893673.1|ASTE
OG0005947	LOC117136780|XP_033153721.1|DMAU	LOC118503916|XP_035893606.1|ASTE
OG0005948	LOC117141481|XP_033160850.1|DMAU	LOC118503908|XP_035893593.1|ASTE
OG0005949	LOC117139297|XP_033157420.1|DMAU	LOC118503909|XP_035893595.1|ASTE
OG0005950	LOC117141297|XP_033160570.1|DMAU	LOC118506061|XP_035898607.1|ASTE
OG0005951	LOC117141844|XP_033161402.1|DMAU	LOC118506050|XP_035898577.1|ASTE
OG0005952	LOC117141285|XP_033160548.1|DMAU	LOC118516411|XP_035918166.1|ASTE, LOC118506045|XP_035898568.1|ASTE
OG0005953	LOC117136479|XP_033153310.1|DMAU	LOC118516406|XP_035918162.1|ASTE, LOC118506044|XP_035898567.1|ASTE
OG0005954	LOC117150370|XP_033173123.1|DMAU	LOC118516407|XP_035918163.1|ASTE, LOC118506040|XP_035898562.1|ASTE
OG0005955	LOC117144312|XP_033165315.1|DMAU	LOC118506031|XP_035898542.1|ASTE
OG0005956	LOC117138106|XP_033155859.1|DMAU	LOC118508178|XP_035903629.1|ASTE
OG0005957	LOC117144693|XP_033165907.1|DMAU	LOC118508168|XP_035903609.1|ASTE
OG0005958	LOC117144797|XP_033166064.1|DMAU	LOC118508171|XP_035903613.1|ASTE
OG0005959	LOC117150256|XP_033172951.1|DMAU	LOC118505314|XP_035896845.1|ASTE
OG0005960	LOC117148216|XP_033171396.1|DMAU	LOC118505332|XP_035896873.1|ASTE
OG0005961	LOC117138245|XP_033156087.1|DMAU	LOC118505330|XP_035896870.1|ASTE
OG0005962	LOC117137594|XP_033154996.1|DMAU	LOC118503945|XP_035893715.1|ASTE
OG0005963	LOC117150271|XP_033172967.1|DMAU	LOC118503526|XP_035892804.1|ASTE
OG0005964	LOC117135797|XP_033152182.1|DMAU	LOC118507239|XP_035901384.1|ASTE
OG0005965	LOC117138263|XP_033156118.1|DMAU	LOC118507325|XP_035901607.1|ASTE
OG0005966	LOC117136067|XP_033152607.1|DMAU	LOC118507232|XP_035901362.1|ASTE
OG0005967	LOC117135417|XP_033151460.1|DMAU	LOC118504782|XP_035895622.1|ASTE
OG0005968	LOC117138397|XP_033156364.1|DMAU	LOC118504778|XP_035895603.1|ASTE
OG0005969	LOC117137539|XP_033154927.1|DMAU	LOC118505865|XP_035898161.1|ASTE
OG0005970	LOC117140624|XP_033159534.1|DMAU	LOC118505282|XP_035896749.1|ASTE
OG0005971	LOC117136074|XP_033152618.1|DMAU	LOC118505943|XP_035898360.1|ASTE
OG0005972	LOC117140106|XP_033158756.1|DMAU	LOC118505939|XP_035898351.1|ASTE
OG0005973	LOC117140676|XP_033159621.1|DMAU	LOC118517724|XP_035920068.1|ASTE
OG0005974	LOC117139645|XP_033157995.1|DMAU	LOC118517708|XP_035920044.1|ASTE
OG0005975	LOC117140107|XP_033158760.1|DMAU	LOC118510930|XP_035909242.1|ASTE
OG0005977	LOC117137152|XP_033154353.1|DMAU	LOC118504228|XP_035894337.1|ASTE
OG0005978	LOC117138577|XP_033156641.1|DMAU	LOC118517740|XP_035920078.1|ASTE
OG0005979	LOC117136579|XP_033153441.1|DMAU	LOC118507365|XP_035901674.1|ASTE
OG0005980	LOC117136431|XP_033153236.1|DMAU	LOC118507252|XP_035901431.1|ASTE
OG0005981	LOC117148237|XP_033171427.1|DMAU	LOC118507316|XP_035901594.1|ASTE
OG0005982	LOC117137080|XP_033154200.1|DMAU	LOC118507276|XP_035901473.1|ASTE
OG0005983	LOC117147570|XP_033170406.1|DMAU	LOC118505921|XP_035898306.1|ASTE
OG0005984	LOC117146879|XP_033169362.1|DMAU	LOC118511574|XP_035910712.1|ASTE
OG0005985	LOC117148439|XP_033171703.1|DMAU	LOC118510554|XP_035908424.1|ASTE
OG0005986	LOC117148419|XP_033171678.1|DMAU	LOC118503431|XP_035892568.1|ASTE
OG0005987	LOC117146885|XP_033169372.1|DMAU	LOC118510090|XP_035907397.1|ASTE
OG0005988	LOC117137685|XP_033155145.1|DMAU	LOC118507216|XP_035901209.1|ASTE
OG0005989	LOC117135626|XP_033151885.1|DMAU	LOC118507160|XP_035901105.1|ASTE
OG0005990	LOC117138401|XP_033156370.1|DMAU	LOC118507164|XP_035901121.1|ASTE
OG0005991	LOC117137396|XP_033154708.1|DMAU	LOC118504085|XP_035894047.1|ASTE
OG0005992	LOC117141723|XP_033161231.1|DMAU	LOC118504059|XP_035893986.1|ASTE
OG0005993	LOC117141724|XP_033161233.1|DMAU	LOC118510092|XP_035907401.1|ASTE
OG0005994	LOC117141718|XP_033161224.1|DMAU	LOC118503892|XP_035893556.1|ASTE
OG0005995	LOC117141096|XP_033160303.1|DMAU	LOC118516531|XP_035918366.1|ASTE, LOC118506081|XP_035898654.1|ASTE
OG0005996	LOC117141208|XP_033160453.1|DMAU	LOC118516515|XP_035918342.1|ASTE, LOC118506079|XP_035898651.1|ASTE
OG0005997	LOC117136510|XP_033153344.1|DMAU	LOC118505905|XP_035898255.1|ASTE
OG0005998	LOC117141787|XP_033161312.1|DMAU	LOC118505904|XP_035898254.1|ASTE
OG0005999	LOC117140734|XP_033159703.1|DMAU	LOC118507182|XP_035901147.1|ASTE
OG0006000	LOC117137904|XP_033155534.1|DMAU	LOC118507246|XP_035901409.1|ASTE
OG0006001	LOC117140020|XP_033158642.1|DMAU	LOC118504084|XP_035894046.1|ASTE
OG0006002	LOC117136381|XP_033153163.1|DMAU	LOC118504095|XP_035894070.1|ASTE
OG0006003	LOC117140528|XP_033159403.1|DMAU	LOC118504089|XP_035894054.1|ASTE
OG0006004	LOC117144490|XP_033165566.1|DMAU	LOC118504154|XP_035894176.1|ASTE
OG0006005	LOC117138331|XP_033156258.1|DMAU	LOC118517633|XP_035919838.1|ASTE
OG0006006	LOC117135789|XP_033152172.1|DMAU	LOC118512338|XP_035912518.1|ASTE
OG0006007	LOC117136881|XP_033153876.1|DMAU	LOC118506093|XP_035898670.1|ASTE
OG0006008	LOC117137393|XP_033155111.1|DMAU	LOC118505928|XP_035898323.1|ASTE
OG0006009	LOC117138988|XP_033156950.1|DMAU	LOC118507937|XP_035903141.1|ASTE
OG0006010	LOC117142048|XP_033161812.1|DMAU	LOC118508043|XP_035903339.1|ASTE
OG0006011	LOC117141771|XP_033161293.1|DMAU	LOC118507170|XP_035901132.1|ASTE
OG0006012	LOC117141324|XP_033160610.1|DMAU	LOC118503600|XP_035892946.1|ASTE
OG0006013	LOC117138504|XP_033156527.1|DMAU	LOC118512368|XP_035912591.1|ASTE
OG0006014	LOC117138987|XP_033156949.1|DMAU	LOC118512383|XP_035912647.1|ASTE
OG0006015	LOC117138221|XP_033156057.1|DMAU	LOC118507341|XP_035901623.1|ASTE
OG0006016	LOC117137392|XP_033154701.1|DMAU	LOC118508150|XP_035903579.1|ASTE
OG0006017	LOC117137690|XP_033155150.1|DMAU	LOC118508151|XP_035903580.1|ASTE
OG0006018	LOC117138548|XP_033156595.1|DMAU	LOC118503438|XP_035892592.1|ASTE
OG0006019	LOC117136222|XP_033152888.1|DMAU	LOC118503446|XP_035892604.1|ASTE
OG0006020	LOC117139209|XP_033157277.1|DMAU	LOC118512320|XP_035912472.1|ASTE
OG0006021	LOC117141734|XP_033161242.1|DMAU	LOC118512327|XP_035912482.1|ASTE
OG0006022	LOC117144190|XP_033165133.1|DMAU	LOC118512330|XP_035912497.1|ASTE
OG0006023	LOC117143430|XP_033164027.1|DMAU	LOC118505917|XP_035898278.1|ASTE
OG0006024	LOC117146522|XP_033168678.1|DMAU	LOC118512426|XP_035912723.1|ASTE
OG0006025	LOC117138616|XP_033156715.1|DMAU	LOC118507192|XP_035901158.1|ASTE
OG0006026	LOC117144015|XP_033164861.1|DMAU	LOC118517210|XP_035919070.1|ASTE, LOC118507914|XP_035903106.1|ASTE
OG0006027	LOC117138500|XP_033156520.1|DMAU	LOC118505996|XP_035898467.1|ASTE
OG0006028	LOC117137165|XP_033154368.1|DMAU	LOC118507750|XP_035902649.1|ASTE
OG0006029	LOC117137397|XP_033154709.1|DMAU	LOC118506094|XP_035898671.1|ASTE
OG0006030	LOC117146021|XP_033167843.1|DMAU	LOC118505995|XP_035898466.1|ASTE
OG0006031	LOC117136914|XP_033153939.1|DMAU	LOC118506096|XP_035898673.1|ASTE
OG0006032	LOC117147280|XP_033170010.1|DMAU	LOC118506092|XP_035898665.1|ASTE
OG0006033	LOC117137691|XP_033155152.1|DMAU	LOC118504900|XP_035895859.1|ASTE
OG0006034	LOC117143433|XP_033164031.1|DMAU	LOC118510533|XP_035908381.1|ASTE
OG0006035	LOC117142532|XP_033162469.1|DMAU	LOC118517683|XP_035919987.1|ASTE
OG0006037	LOC117135931|XP_033152395.1|DMAU	LOC118517682|XP_035919985.1|ASTE
OG0006038	LOC117142736|XP_033162797.1|DMAU	LOC118517703|XP_035920027.1|ASTE
OG0006039	LOC117136728|XP_033153649.1|DMAU	LOC118507754|XP_035902657.1|ASTE
OG0006040	LOC117136280|XP_033153004.1|DMAU	LOC118508399|XP_035904054.1|ASTE
OG0006041	LOC117147967|XP_033171008.1|DMAU	LOC118505221|XP_035896638.1|ASTE
OG0006042	LOC117138188|XP_033155978.1|DMAU	LOC118505947|XP_035898364.1|ASTE
OG0006043	LOC117140602|XP_033159504.1|DMAU	LOC118503313|XP_035892333.1|ASTE
OG0006044	LOC117146456|XP_033168576.1|DMAU	LOC118503316|XP_035892339.1|ASTE
OG0006045	LOC117137507|XP_033154878.1|DMAU	LOC118506214|XP_035898928.1|ASTE
OG0006046	LOC117136054|XP_033152590.1|DMAU	LOC118504723|XP_035895456.1|ASTE
OG0006047	LOC117140719|XP_033159675.1|DMAU	LOC118507237|XP_035901380.1|ASTE
OG0006048	LOC117141323|XP_033160609.1|DMAU	LOC118508134|XP_035903533.1|ASTE
OG0006049	LOC117146797|XP_033169228.1|DMAU	LOC118508126|XP_035903527.1|ASTE
OG0006050	LOC117142378|XP_033162198.1|DMAU	LOC118507155|XP_035901092.1|ASTE
OG0006051	LOC117147803|XP_033170745.1|DMAU	LOC118507184|XP_035901149.1|ASTE
OG0006052	LOC117136404|XP_033153191.1|DMAU	LOC118505915|XP_035898271.1|ASTE
OG0006053	LOC117139526|XP_033157779.1|DMAU	LOC118508164|XP_035903604.1|ASTE
OG0006054	LOC117146282|XP_033168177.1|DMAU	LOC118508163|XP_035903598.1|ASTE
OG0006055	LOC117145167|XP_033166606.1|DMAU	LOC118512356|XP_035912558.1|ASTE, LOC118512357|XP_035912563.1|ASTE
OG0006056	LOC117138190|XP_033155986.1|DMAU	LOC118505949|XP_035898368.1|ASTE
OG0006057	LOC117139654|XP_033158006.1|DMAU	LOC118505952|XP_035898373.1|ASTE
OG0006058	LOC117143124|XP_033163504.1|DMAU	LOC118512375|XP_035912621.1|ASTE
OG0006059	LOC117139238|XP_033157336.1|DMAU	LOC118517607|XP_035919797.1|ASTE
OG0006060	LOC117139239|XP_033157339.1|DMAU	LOC118517609|XP_035919798.1|ASTE
OG0006061	LOC117146639|XP_033168862.1|DMAU	LOC118504843|XP_035895744.1|ASTE
OG0006062	LOC117143220|XP_033163659.1|DMAU	LOC118506349|XP_035899231.1|ASTE
OG0006063	LOC117150382|XP_033173136.1|DMAU	LOC118505067|XP_035896243.1|ASTE
OG0006064	LOC117138442|XP_033156444.1|DMAU	LOC118507152|XP_035901080.1|ASTE
OG0006065	LOC117141990|XP_033161720.1|DMAU	LOC118505392|XP_035896996.1|ASTE
OG0006066	LOC117137335|XP_033154616.1|DMAU	LOC118507758|XP_035902662.1|ASTE
OG0006067	LOC117138542|XP_033156576.1|DMAU	LOC118505772|XP_035897920.1|ASTE
OG0006068	LOC117148824|XP_033172363.1|DMAU	LOC118504727|XP_035895461.1|ASTE
OG0006069	LOC117140683|XP_033159630.1|DMAU	LOC118504164|XP_035894192.1|ASTE
OG0006070	LOC117141286|XP_033160547.1|DMAU	LOC118504172|XP_035894213.1|ASTE
OG0006071	LOC117144234|XP_033165193.1|DMAU	LOC118504174|XP_035894216.1|ASTE
OG0006072	LOC117141998|XP_033161737.1|DMAU	LOC118517665|XP_035919936.1|ASTE
OG0006073	LOC117141129|XP_033160346.1|DMAU	LOC118517674|XP_035919960.1|ASTE
OG0006074	LOC117148528|XP_033171832.1|DMAU	LOC118505979|XP_035898427.1|ASTE
OG0006075	LOC117147332|XP_033170077.1|DMAU	LOC118508506|XP_035904241.1|ASTE
OG0006076	LOC117136758|XP_033153685.1|DMAU	LOC118507269|XP_035901461.1|ASTE
OG0006077	LOC117139990|XP_033158589.1|DMAU	LOC118503245|XP_035892159.1|ASTE
OG0006078	LOC117139403|XP_033157562.1|DMAU	LOC118503246|XP_035892161.1|ASTE
OG0006079	LOC117139635|XP_033157985.1|DMAU	LOC118503163|XP_035892018.1|ASTE
OG0006080	LOC117139082|XP_033157089.1|DMAU	LOC118503162|XP_035892016.1|ASTE
OG0006081	LOC117136457|XP_033153274.1|DMAU	LOC118507086|XP_035900966.1|ASTE
OG0006082	LOC117137575|XP_033154972.1|DMAU	LOC118507087|XP_035900968.1|ASTE
OG0006083	LOC117141937|XP_033161568.1|DMAU	LOC118507454|XP_035901830.1|ASTE
OG0006084	LOC117140215|XP_033158895.1|DMAU	LOC118505816|XP_035898054.1|ASTE
OG0006085	LOC117140454|XP_033159276.1|DMAU	LOC118506240|XP_035898995.1|ASTE
OG0006086	LOC117139706|XP_033158111.1|DMAU	LOC118506256|XP_035899033.1|ASTE
OG0006087	LOC117136847|XP_033153831.1|DMAU	LOC118504751|XP_035895560.1|ASTE
OG0006088	LOC117140964|XP_033160078.1|DMAU	LOC118507573|XP_035902110.1|ASTE
OG0006089	LOC117148096|XP_033171200.1|DMAU	LOC118506203|XP_035898904.1|ASTE
OG0006090	LOC117139615|XP_033157959.1|DMAU	LOC118505867|XP_035898175.1|ASTE
OG0006091	LOC117141531|XP_033160912.1|DMAU	LOC118505394|XP_035897004.1|ASTE
OG0006092	LOC117147321|XP_033170063.1|DMAU	LOC118505879|XP_035898201.1|ASTE
OG0006093	LOC117138261|XP_033156116.1|DMAU	LOC118504891|XP_035895842.1|ASTE
OG0006094	LOC117139110|XP_033157138.1|DMAU	LOC118504890|XP_035895841.1|ASTE
OG0006095	LOC117138152|XP_033155921.1|DMAU	LOC118503061|XP_035891821.1|ASTE
OG0006096	LOC117136130|XP_033152724.1|DMAU	LOC118503882|XP_035893530.1|ASTE
OG0006097	LOC117141736|XP_033161245.1|DMAU	LOC118503876|XP_035893513.1|ASTE
OG0006098	LOC117135172|XP_033151129.1|DMAU	LOC118503872|XP_035893507.1|ASTE
OG0006099	LOC117138289|XP_033156158.1|DMAU	LOC118503864|XP_035893487.1|ASTE
OG0006100	LOC117137627|XP_033155049.1|DMAU	LOC118503853|XP_035893460.1|ASTE
OG0006101	LOC117141939|XP_033161582.1|DMAU	LOC118508049|XP_035903395.1|ASTE
OG0006102	LOC117138526|XP_033156555.1|DMAU	LOC118507415|XP_035901771.1|ASTE
OG0006103	LOC117148791|XP_033172294.1|DMAU	LOC118507199|XP_035901171.1|ASTE
OG0006104	LOC117146972|XP_033169532.1|DMAU	LOC118507200|XP_035901172.1|ASTE
OG0006105	LOC117146965|XP_033169524.1|DMAU	LOC118507202|XP_035901178.1|ASTE
OG0006106	LOC117140577|XP_033159470.1|DMAU	LOC118504734|XP_035895495.1|ASTE
OG0006107	LOC117137113|XP_033154296.1|DMAU	LOC118506110|XP_035898696.1|ASTE
OG0006108	LOC117148552|XP_033171877.1|DMAU	LOC118506109|XP_035898695.1|ASTE
OG0006109	LOC117140547|XP_033159432.1|DMAU	LOC118516535|XP_035918373.1|ASTE, LOC118506070|XP_035898625.1|ASTE
OG0006110	LOC117139187|XP_033157245.1|DMAU	LOC118503694|XP_035893137.1|ASTE
OG0006111	LOC117135756|XP_033152103.1|DMAU	LOC118504840|XP_035895737.1|ASTE
OG0006112	LOC117138457|XP_033156475.1|DMAU	LOC118503401|XP_035892497.1|ASTE
OG0006113	LOC117140992|XP_033160133.1|DMAU	LOC118503392|XP_035892487.1|ASTE
OG0006114	LOC117145731|XP_033167382.1|DMAU	LOC118503391|XP_035892486.1|ASTE
OG0006115	LOC117137280|XP_033154542.1|DMAU	LOC118503048|XP_035891776.1|ASTE
OG0006116	LOC117136272|XP_033152992.1|DMAU	LOC118503531|XP_035892810.1|ASTE
OG0006117	LOC117138249|XP_033156095.1|DMAU	LOC118504093|XP_035894068.1|ASTE
OG0006118	LOC117135813|XP_033152209.1|DMAU	LOC118504103|XP_035894079.1|ASTE
OG0006119	LOC117135497|XP_033151610.1|DMAU	LOC118504201|XP_035894273.1|ASTE
OG0006120	LOC117135650|XP_033151925.1|DMAU	LOC118508156|XP_035903589.1|ASTE
OG0006121	LOC117139152|XP_033157201.1|DMAU	LOC118504190|XP_035894258.1|ASTE
OG0006122	LOC117146301|XP_033168224.1|DMAU	LOC118504195|XP_035894263.1|ASTE
OG0006123	LOC117137645|XP_033155071.1|DMAU	LOC118504197|XP_035894269.1|ASTE
OG0006124	LOC117145686|XP_033167319.1|DMAU	LOC118504198|XP_035894270.1|ASTE
OG0006125	LOC117139492|XP_033157705.1|DMAU	LOC118503080|XP_035891855.1|ASTE
OG0006126	LOC117141669|XP_033161154.1|DMAU	LOC118503344|XP_035892406.1|ASTE
OG0006127	LOC117139381|XP_033157530.1|DMAU	LOC118503337|XP_035892395.1|ASTE
OG0006128	LOC117139955|XP_033158538.1|DMAU	LOC118503362|XP_035892448.1|ASTE
OG0006129	LOC117139163|XP_033157213.1|DMAU	LOC118503351|XP_035892427.1|ASTE
OG0006130	LOC117141860|XP_033161431.1|DMAU	LOC118503843|XP_035893445.1|ASTE
OG0006131	LOC117142125|XP_033161912.1|DMAU	LOC118503832|XP_035893431.1|ASTE
OG0006132	LOC117140668|XP_033159607.1|DMAU	LOC118504097|XP_035894073.1|ASTE
OG0006133	LOC117141861|XP_033161432.1|DMAU	LOC118503822|XP_035893416.1|ASTE
OG0006134	LOC117141785|XP_033161309.1|DMAU	LOC118503821|XP_035893415.1|ASTE
OG0006135	LOC117139099|XP_033157118.1|DMAU	LOC118503798|XP_035893384.1|ASTE
OG0006136	LOC117139494|XP_033157710.1|DMAU	LOC118503792|XP_035893365.1|ASTE
OG0006137	LOC117141405|XP_033160719.1|DMAU	LOC118508403|XP_035904057.1|ASTE
OG0006138	LOC117137350|XP_033154640.1|DMAU	LOC118503599|XP_035892945.1|ASTE
OG0006139	LOC117138200|XP_033156019.1|DMAU	LOC118506128|XP_035898755.1|ASTE
OG0006140	LOC117136899|XP_033153904.1|DMAU	LOC118506124|XP_035898743.1|ASTE
OG0006141	LOC117136967|XP_033154027.1|DMAU	LOC118503107|XP_035891938.1|ASTE
OG0006142	LOC117139227|XP_033157318.1|DMAU	LOC118504791|XP_035895653.1|ASTE
OG0006143	LOC117140651|XP_033159581.1|DMAU	LOC118508110|XP_035903497.1|ASTE
OG0006144	LOC117141103|XP_033160316.1|DMAU	LOC118508105|XP_035903491.1|ASTE
OG0006145	LOC117141782|XP_033161305.1|DMAU	LOC118508114|XP_035903500.1|ASTE
OG0006146	LOC117150823|XP_033173780.1|DMAU	LOC118508113|XP_035903499.1|ASTE
OG0006147	LOC117144502|XP_033165582.1|DMAU	LOC118503764|XP_035893321.1|ASTE
OG0006148	LOC117141757|XP_033161271.1|DMAU	LOC118503750|XP_035893294.1|ASTE
OG0006149	LOC117141752|XP_033161265.1|DMAU	LOC118503753|XP_035893297.1|ASTE
OG0006150	LOC117141749|XP_033161263.1|DMAU	LOC118503747|XP_035893290.1|ASTE
OG0006151	LOC117150390|XP_033173182.1|DMAU	LOC118503745|XP_035893280.1|ASTE
OG0006152	LOC117143632|XP_033164299.1|DMAU	LOC118504659|XP_035895334.1|ASTE
OG0006153	LOC117137387|XP_033154694.1|DMAU	LOC118506547|XP_035899732.1|ASTE
OG0006155	LOC117144590|XP_033165759.1|DMAU	LOC118502485|XP_035890610.1|ASTE
OG0006156	LOC117142258|XP_033162011.1|DMAU	LOC118505088|XP_035896272.1|ASTE
OG0006158	LOC117140632|XP_033159547.1|DMAU	LOC118510861|XP_035909093.1|ASTE
OG0006159	LOC117135501|XP_033151614.1|DMAU	LOC118503733|XP_035893241.1|ASTE
OG0006160	LOC117138121|XP_033155873.1|DMAU	LOC118506344|XP_035899221.1|ASTE
OG0006161	LOC117135686|XP_033151979.1|DMAU	LOC118509657|XP_035906510.1|ASTE
OG0006162	LOC117146281|XP_033168172.1|DMAU	LOC118509372|XP_035905797.1|ASTE, LOC118517331|XP_035919206.1|ASTE
OG0006163	LOC117137887|XP_033155508.1|DMAU	LOC118512637|XP_035913226.1|ASTE
OG0006181	LOC117142393|XP_033162230.1|DMAU	LOC118510457|XP_035908181.1|ASTE
OG0006182	LOC117143147|XP_033163535.1|DMAU	LOC118510466|XP_035908215.1|ASTE
OG0006183	LOC117144231|XP_033165190.1|DMAU	LOC118504962|XP_035895981.1|ASTE
OG0006184	LOC117144351|XP_033165357.1|DMAU	LOC118517389|XP_035919336.1|ASTE
OG0006185	LOC117143277|XP_033163747.1|DMAU	LOC118511262|XP_035910026.1|ASTE
OG0006186	LOC117143167|XP_033163569.1|DMAU	LOC118507320|XP_035901604.1|ASTE
