Orthogroup	DMAU.longest_only	BCOP.longest_only
OG0006804	LOC117140907|XP_033159968.1|DMAU	LOC119079620|XP_037043515.1|BCOP
OG0006805	LOC117135515|XP_033151657.1|DMAU	LOC119073359|XP_037034656.1|BCOP
OG0006806	LOC117139489|XP_033157700.1|DMAU	LOC119080291|XP_037044457.1|BCOP
OG0006807	LOC117140013|XP_033158621.1|DMAU	LOC119073233|XP_037034440.1|BCOP
OG0006808	LOC117136874|XP_033153868.1|DMAU	LOC119073261|XP_037034531.1|BCOP
OG0006809	LOC117140258|XP_033158955.1|DMAU	LOC119080444|XP_037044704.1|BCOP
OG0006810	LOC117142088|XP_033161862.1|DMAU	LOC119073734|XP_037035261.1|BCOP
OG0006811	LOC117144116|XP_033165026.1|DMAU	LOC119073675|XP_037035176.1|BCOP
OG0006812	LOC117139905|XP_033158477.1|DMAU	LOC119073260|XP_037034528.1|BCOP
OG0006813	LOC117146073|XP_033167907.1|DMAU	LOC119066162|XP_037024356.1|BCOP
OG0006814	LOC117139801|XP_033158313.1|DMAU	LOC119076437|XP_037039087.1|BCOP
OG0006815	LOC117139725|XP_033158152.1|DMAU	LOC119080475|XP_037044750.1|BCOP
OG0006816	LOC117139394|XP_033157553.1|DMAU	LOC119080395|XP_037044609.1|BCOP
OG0006817	LOC117140446|XP_033159261.1|DMAU	LOC119066069|XP_037024195.1|BCOP
OG0006818	LOC117140524|XP_033159394.1|DMAU	LOC119066072|XP_037024211.1|BCOP
OG0006820	LOC117141415|XP_033160732.1|DMAU	LOC119079359|XP_037043101.1|BCOP
OG0006821	LOC117150603|XP_033173455.1|DMAU	LOC119067434|XP_037026301.1|BCOP
OG0006822	LOC117135831|XP_033152232.1|DMAU	LOC119079810|XP_037043772.1|BCOP
OG0006823	LOC117139438|XP_033157630.1|DMAU	LOC119080049|XP_037044150.1|BCOP
OG0006824	LOC117139625|XP_033157970.1|DMAU	LOC119080108|XP_037044234.1|BCOP
OG0006825	LOC117141751|XP_033161264.1|DMAU	LOC119079631|XP_037043526.1|BCOP
OG0006826	LOC117141432|XP_033160764.1|DMAU	LOC119079602|XP_037043492.1|BCOP
OG0006828	LOC117138712|XP_033156853.1|DMAU	LOC119085085|XP_037051223.1|BCOP
OG0006829	LOC117140833|XP_033159833.1|DMAU	LOC119078716|XP_037042283.1|BCOP
OG0006830	LOC117139098|XP_033157117.1|DMAU	LOC119080248|XP_037044394.1|BCOP
OG0006831	LOC117140872|XP_033159905.1|DMAU	LOC119073811|XP_037035479.1|BCOP
OG0006832	LOC117140946|XP_033160034.1|DMAU	LOC119073957|XP_037035741.1|BCOP
OG0006833	LOC117142059|XP_033161825.1|DMAU	LOC119073961|XP_037035758.1|BCOP
OG0006835	LOC117140591|XP_033159489.1|DMAU	LOC119079310|XP_037043000.1|BCOP
OG0006837	LOC117139008|XP_033156992.1|DMAU	LOC119073471|XP_037034871.1|BCOP
OG0006838	LOC117141871|XP_033161448.1|DMAU	LOC119073623|XP_037035104.1|BCOP
OG0006839	LOC117140382|XP_033159139.1|DMAU	LOC119073505|XP_037034915.1|BCOP
OG0006840	LOC117135183|XP_033151140.1|DMAU	LOC119079938|XP_037043941.1|BCOP
OG0006841	LOC117140978|XP_033160117.1|DMAU	LOC119080431|XP_037044683.1|BCOP
OG0006842	LOC117140592|XP_033159491.1|DMAU	LOC119076665|XP_037039457.1|BCOP
OG0006843	LOC117146992|XP_033169559.1|DMAU	LOC119083495|XP_037049114.1|BCOP
OG0006844	LOC117144817|XP_033166091.1|DMAU	LOC119083483|XP_037049108.1|BCOP
OG0006845	LOC117141851|XP_033161417.1|DMAU	LOC119081214|XP_037045829.1|BCOP
OG0006846	LOC117141382|XP_033160684.1|DMAU	LOC119081209|XP_037045822.1|BCOP
OG0006847	LOC117140654|XP_033159586.1|DMAU	LOC119081871|XP_037047003.1|BCOP
OG0006848	LOC117138067|XP_033155782.1|DMAU	LOC119075813|XP_037038279.1|BCOP
OG0006849	LOC117141915|XP_033161534.1|DMAU	LOC119075963|XP_037038440.1|BCOP
OG0006850	LOC117140639|XP_033159569.1|DMAU	LOC119080760|XP_037045216.1|BCOP
OG0006851	LOC117139220|XP_033157306.1|DMAU	LOC119081385|XP_037046170.1|BCOP
OG0006852	LOC117137753|XP_033155254.1|DMAU	LOC119073848|XP_037035585.1|BCOP
OG0006853	LOC117139523|XP_033157776.1|DMAU	LOC119080477|XP_037044752.1|BCOP
OG0006854	LOC117135784|XP_033152155.1|DMAU	LOC119073937|XP_037035707.1|BCOP
OG0006855	LOC117142106|XP_033161883.1|DMAU	LOC119080681|XP_037045009.1|BCOP
OG0006856	LOC117135410|XP_033151446.1|DMAU	LOC119073393|XP_037034715.1|BCOP
OG0006857	LOC117136297|XP_033153032.1|DMAU	LOC119082334|XP_037047738.1|BCOP
OG0006858	LOC117139376|XP_033157516.1|DMAU	LOC119075553|XP_037037918.1|BCOP
OG0006859	LOC117138678|XP_033156821.1|DMAU	LOC119079974|XP_037044006.1|BCOP
OG0006860	LOC117136674|XP_033153568.1|DMAU	LOC119082966|XP_037048505.1|BCOP, LOC119082190|XP_037047509.1|BCOP
OG0006861	LOC117137762|XP_033155268.1|DMAU	LOC119073523|XP_037034953.1|BCOP
OG0006862	LOC117141016|XP_033160168.1|DMAU	LOC119080722|XP_037045103.1|BCOP
OG0006863	LOC117146716|XP_033169029.1|DMAU	LOC119067887|XP_037027064.1|BCOP
OG0006864	LOC117135693|XP_033151988.1|DMAU	LOC119066054|XP_037024174.1|BCOP
OG0006865	LOC117142849|XP_033162974.1|DMAU	LOC119067733|XP_037026740.1|BCOP
OG0006866	LOC117135992|XP_033152498.1|DMAU	LOC119079526|XP_037043402.1|BCOP, LOC119073062|XP_037034261.1|BCOP
OG0006867	LOC117135522|XP_033151677.1|DMAU	LOC119079478|XP_037043310.1|BCOP
OG0006868	LOC117135521|XP_033151675.1|DMAU	LOC119079455|XP_037043267.1|BCOP
OG0006869	LOC117135761|XP_033152110.1|DMAU	LOC119077831|XP_037041044.1|BCOP
OG0006871	LOC117137991|XP_033155666.1|DMAU	LOC119079945|XP_037043949.1|BCOP
OG0006872	LOC117138209|XP_033156035.1|DMAU	LOC119073898|XP_037035682.1|BCOP
OG0006873	LOC117137202|XP_033154445.1|DMAU	LOC119073866|XP_037035629.1|BCOP
OG0006874	LOC117151082|XP_033174217.1|DMAU	LOC119078512|XP_037041968.1|BCOP
OG0006876	LOC117137749|XP_033155246.1|DMAU	LOC119066525|XP_037024941.1|BCOP
OG0006877	LOC117138437|XP_033156441.1|DMAU	LOC119066526|XP_037024945.1|BCOP
OG0006878	LOC117147144|XP_033169817.1|DMAU	LOC119076252|XP_037038814.1|BCOP
OG0006879	LOC117136347|XP_033153102.1|DMAU	LOC119076276|XP_037038837.1|BCOP
OG0006880	LOC117142278|XP_033162088.1|DMAU	LOC119081755|XP_037046833.1|BCOP
OG0006881	LOC117138205|XP_033156034.1|DMAU	LOC119070813|XP_037031188.1|BCOP
OG0006882	LOC117136266|XP_033152978.1|DMAU	LOC119082031|XP_037047249.1|BCOP
OG0006884	LOC117140331|XP_033159481.1|DMAU	LOC119085271|XP_037051518.1|BCOP
OG0006885	LOC117140991|XP_033160136.1|DMAU	LOC119078824|XP_037042426.1|BCOP
OG0006886	LOC117145676|XP_033167301.1|DMAU	LOC119083913|XP_037049623.1|BCOP
OG0006887	LOC117146554|XP_033168743.1|DMAU	LOC119081677|XP_037046658.1|BCOP, LOC119076383|XP_037038997.1|BCOP
OG0006888	LOC117137045|XP_033154148.1|DMAU	LOC119085152|XP_037051338.1|BCOP
OG0006889	LOC117149223|XP_033172649.1|DMAU	LOC119078528|XP_037041989.1|BCOP
OG0006890	LOC117150729|XP_033173646.1|DMAU	LOC119071059|XP_037031578.1|BCOP
OG0006891	LOC117149425|XP_033172666.1|DMAU	LOC119083267|XP_037048842.1|BCOP
OG0006892	LOC117150450|XP_033173228.1|DMAU	LOC119068012|XP_037027266.1|BCOP
OG0006893	LOC117142007|XP_033161750.1|DMAU	LOC119066328|XP_037024623.1|BCOP
OG0006894	LOC117141988|XP_033161712.1|DMAU	LOC119066339|XP_037024640.1|BCOP
OG0006895	LOC117148836|XP_033172381.1|DMAU	LOC119081002|XP_037045571.1|BCOP
OG0006896	LOC117150616|XP_033173477.1|DMAU	LOC119085145|XP_037051318.1|BCOP
OG0006897	LOC117150986|XP_033174079.1|DMAU	LOC119070891|XP_037031309.1|BCOP
OG0006898	LOC117140368|XP_033159125.1|DMAU	LOC119066462|XP_037024863.1|BCOP
OG0006899	LOC117150292|XP_033173006.1|DMAU	LOC119070832|XP_037031233.1|BCOP
OG0006900	LOC117147001|XP_033169572.1|DMAU	LOC119077018|XP_037040026.1|BCOP
OG0006901	LOC117147865|XP_033170837.1|DMAU	LOC119079371|XP_037043136.1|BCOP
OG0006902	LOC117148292|XP_033171503.1|DMAU	LOC119081357|XP_037046102.1|BCOP
OG0006903	LOC117146103|XP_033167975.1|DMAU	LOC119068286|XP_037027717.1|BCOP
OG0006904	LOC117142499|XP_033162428.1|DMAU	LOC119078771|XP_037042376.1|BCOP
OG0006905	LOC117135415|XP_033151462.1|DMAU	LOC119078885|XP_037042501.1|BCOP, LOC119078886|XP_037042502.1|BCOP
OG0006906	LOC117141926|XP_033161555.1|DMAU	LOC119066821|XP_037025364.1|BCOP
OG0006907	LOC117150850|XP_033173811.1|DMAU	LOC119085887|XP_037052298.1|BCOP
OG0006908	LOC117136507|XP_033153345.1|DMAU	LOC119082289|XP_037047658.1|BCOP
OG0006909	LOC117150297|XP_033173010.1|DMAU	LOC119066441|XP_037024831.1|BCOP
OG0006910	LOC117135190|XP_033151150.1|DMAU	LOC119081919|XP_037047056.1|BCOP
OG0006911	LOC117147919|XP_033170928.1|DMAU	LOC119081052|XP_037045654.1|BCOP
OG0006912	LOC117145803|XP_033167496.1|DMAU	LOC119076978|XP_037039969.1|BCOP
OG0006913	LOC117150165|XP_033172852.1|DMAU	LOC119066647|XP_037025113.1|BCOP
OG0006914	LOC117139277|XP_033157395.1|DMAU	LOC119078448|XP_037041876.1|BCOP
OG0006915	LOC117150972|XP_033174044.1|DMAU	LOC119066645|XP_037025108.1|BCOP
OG0006916	LOC117150932|XP_033173988.1|DMAU	LOC119070679|XP_037031015.1|BCOP
OG0006917	LOC117135242|XP_033151276.1|DMAU	LOC119082557|XP_037047972.1|BCOP
OG0006918	LOC117150521|XP_033173332.1|DMAU	LOC119077153|XP_037040237.1|BCOP
OG0006919	LOC117136664|XP_033153559.1|DMAU	LOC119072823|XP_037034020.1|BCOP
OG0006920	LOC117150612|XP_033173468.1|DMAU	LOC119084576|XP_037050526.1|BCOP
OG0006921	LOC117150979|XP_033174061.1|DMAU	LOC119082106|XP_037047369.1|BCOP
OG0006922	LOC117135934|XP_033152404.1|DMAU	LOC119084793|XP_037050753.1|BCOP
OG0006923	LOC117150983|XP_033174071.1|DMAU	LOC119082118|XP_037047393.1|BCOP
OG0006924	LOC117150036|XP_033172795.1|DMAU	LOC119082748|XP_037048225.1|BCOP
OG0006925	LOC117144894|XP_033166208.1|DMAU	LOC119082746|XP_037048224.1|BCOP
OG0006926	LOC117136228|XP_033152904.1|DMAU	LOC119072877|XP_037034080.1|BCOP
OG0006927	LOC117148728|XP_033172177.1|DMAU	LOC119071868|XP_037032824.1|BCOP
OG0006928	LOC117146249|XP_033168081.1|DMAU	LOC119085426|XP_037051735.1|BCOP
OG0006929	LOC117151019|XP_033174115.1|DMAU	LOC119075603|XP_037037967.1|BCOP
OG0006930	LOC117137553|XP_033154949.1|DMAU	LOC119075613|XP_037037985.1|BCOP
OG0006931	LOC117142908|XP_033163086.1|DMAU	LOC119085937|XP_037052385.1|BCOP
OG0006932	LOC117137634|XP_033155060.1|DMAU	LOC119072886|XP_037034104.1|BCOP
OG0006933	LOC117144918|XP_033166259.1|DMAU	LOC119072890|XP_037034108.1|BCOP
OG0006934	LOC117142286|XP_033162060.1|DMAU	LOC119072819|XP_037034015.1|BCOP
OG0006935	LOC117138385|XP_033156349.1|DMAU	LOC119075625|XP_037037998.1|BCOP
OG0006936	LOC117146123|XP_033168020.1|DMAU	LOC119078596|XP_037042079.1|BCOP
OG0006937	LOC117135226|XP_033151234.1|DMAU	LOC119076233|XP_037038787.1|BCOP
OG0006938	LOC117145672|XP_033167299.1|DMAU	LOC119076234|XP_037038788.1|BCOP
OG0006939	LOC117148750|XP_033172230.1|DMAU	LOC119081841|XP_037046977.1|BCOP
OG0006940	LOC117141873|XP_033161454.1|DMAU	LOC119084688|XP_037050664.1|BCOP
OG0006941	LOC117150917|XP_033173960.1|DMAU	LOC119085373|XP_037051650.1|BCOP
OG0006942	LOC117137751|XP_033155250.1|DMAU	LOC119079999|XP_037044061.1|BCOP
OG0006943	LOC117139063|XP_033157101.1|DMAU	LOC119076924|XP_037039843.1|BCOP
OG0006944	LOC117151068|XP_033174201.1|DMAU	LOC119083009|XP_037048543.1|BCOP
OG0006945	LOC117139511|XP_033157763.1|DMAU	LOC119074229|XP_037036143.1|BCOP
OG0006946	LOC117142627|XP_033162620.1|DMAU	LOC119067297|XP_037026092.1|BCOP
OG0006947	LOC117150395|XP_033173149.1|DMAU	LOC119074773|XP_037036975.1|BCOP
OG0006948	LOC117138414|XP_033156396.1|DMAU	LOC119075676|XP_037038089.1|BCOP
OG0006949	LOC117142734|XP_033162798.1|DMAU	LOC119070906|XP_037031327.1|BCOP
OG0006950	LOC117137898|XP_033155528.1|DMAU	LOC119073592|XP_037035060.1|BCOP
OG0006952	LOC117146004|XP_033167815.1|DMAU	LOC119068424|XP_037027888.1|BCOP
OG0006953	LOC117139825|XP_033158352.1|DMAU	LOC119078706|XP_037042269.1|BCOP
OG0006954	LOC117151090|XP_033174230.1|DMAU	LOC119066724|XP_037025239.1|BCOP
OG0006955	LOC117142644|XP_033162641.1|DMAU	LOC119069593|XP_037029578.1|BCOP
OG0006956	LOC117135315|XP_033151403.1|DMAU	LOC119078413|XP_037041810.1|BCOP
OG0006957	LOC117137939|XP_033155595.1|DMAU	LOC119078647|XP_037042137.1|BCOP
OG0006958	LOC117135580|XP_033151795.1|DMAU	LOC119072006|XP_037033019.1|BCOP
OG0006959	LOC117140732|XP_033159701.1|DMAU	LOC119079533|XP_037043413.1|BCOP
OG0006960	LOC117150824|XP_033173781.1|DMAU	LOC119075357|XP_037037684.1|BCOP
OG0006961	LOC117150794|XP_033173738.1|DMAU	LOC119078520|XP_037041978.1|BCOP
OG0006962	LOC117144816|XP_033166088.1|DMAU	LOC119078599|XP_037042083.1|BCOP
OG0006963	LOC117147559|XP_033170396.1|DMAU	LOC119075657|XP_037038061.1|BCOP
OG0006964	LOC117150284|XP_033172993.1|DMAU	LOC119075641|XP_037038018.1|BCOP
OG0006965	LOC117150519|XP_033173327.1|DMAU	LOC119085920|XP_037052369.1|BCOP
OG0006966	LOC117146836|XP_033169323.1|DMAU	LOC119070953|XP_037031403.1|BCOP
OG0006967	LOC117137168|XP_033154372.1|DMAU	LOC119081566|XP_037046493.1|BCOP
OG0006968	LOC117138361|XP_033156319.1|DMAU	LOC119075560|XP_037037926.1|BCOP
OG0006969	LOC117139738|XP_033158186.1|DMAU	LOC119073662|XP_037035161.1|BCOP
OG0006970	LOC117142515|XP_033162444.1|DMAU	LOC119081657|XP_037046634.1|BCOP
OG0006971	LOC117135232|XP_033151245.1|DMAU	LOC119077110|XP_037040173.1|BCOP
OG0006972	LOC117142937|XP_033167220.1|DMAU	LOC119070921|XP_037031355.1|BCOP
OG0006973	LOC117135240|XP_033151273.1|DMAU	LOC119072062|XP_037033092.1|BCOP
OG0006974	LOC117135186|XP_033151144.1|DMAU	LOC119082243|XP_037047602.1|BCOP
OG0006975	LOC117150751|XP_033173677.1|DMAU	LOC119078756|XP_037042356.1|BCOP
OG0006976	LOC117135545|XP_033151732.1|DMAU	LOC119071577|XP_037032414.1|BCOP
OG0006977	LOC117136444|XP_033153253.1|DMAU	LOC119083766|XP_037049444.1|BCOP
OG0006978	LOC117139866|XP_033158417.1|DMAU	LOC119079161|XP_037042873.1|BCOP
OG0006979	LOC117150472|XP_033173259.1|DMAU	LOC119075330|XP_037037651.1|BCOP
OG0006980	LOC117136184|XP_033152824.1|DMAU	LOC119081962|XP_037047161.1|BCOP
OG0006981	LOC117135257|XP_033151294.1|DMAU	LOC119081952|XP_037047140.1|BCOP
OG0006982	LOC117137806|XP_033155376.1|DMAU	LOC119066086|XP_037024249.1|BCOP
OG0006983	LOC117151021|XP_033174117.1|DMAU	LOC119085899|XP_037052337.1|BCOP
OG0006984	LOC117141728|XP_033161274.1|DMAU	LOC119085814|XP_037052193.1|BCOP
OG0006985	LOC117151091|XP_033174234.1|DMAU	LOC119072678|XP_037033847.1|BCOP
OG0006986	LOC117137568|XP_033154968.1|DMAU	LOC119072681|XP_037033851.1|BCOP
OG0006988	LOC117142112|XP_033161895.1|DMAU	LOC119071147|XP_037031770.1|BCOP
OG0006989	LOC117135168|XP_033151123.1|DMAU	LOC119076544|XP_037039234.1|BCOP
OG0006990	LOC117142551|XP_033162495.1|DMAU	LOC119072679|XP_037033848.1|BCOP
OG0006991	LOC117145781|XP_033167451.1|DMAU	LOC119083999|XP_037049706.1|BCOP
OG0006992	LOC117145153|XP_033166586.1|DMAU	LOC119085825|XP_037052217.1|BCOP
OG0006993	LOC117146890|XP_033169383.1|DMAU	LOC119081946|XP_037047107.1|BCOP
OG0006994	LOC117151029|XP_033174133.1|DMAU	LOC119080662|XP_037044982.1|BCOP
OG0006995	LOC117136723|XP_033153646.1|DMAU	LOC119085427|XP_037051737.1|BCOP
OG0006996	LOC117150232|XP_033172919.1|DMAU	LOC119080112|XP_037044238.1|BCOP
OG0006997	LOC117137339|XP_033154625.1|DMAU	LOC119083792|XP_037049493.1|BCOP
OG0006998	LOC117143202|XP_033163637.1|DMAU	LOC119078533|XP_037041995.1|BCOP
OG0006999	LOC117138950|XP_033156879.1|DMAU	LOC119081140|XP_037045780.1|BCOP
OG0007000	LOC117150087|XP_033172821.1|DMAU	LOC119077635|XP_037040751.1|BCOP
OG0007001	LOC117136860|XP_033153850.1|DMAU	LOC119081481|XP_037046376.1|BCOP
OG0007002	LOC117135276|XP_033151333.1|DMAU	LOC119078738|XP_037042318.1|BCOP
OG0007004	LOC117138637|XP_033156742.1|DMAU	LOC119075317|XP_037037632.1|BCOP
OG0007005	LOC117150625|XP_033173486.1|DMAU	LOC119075356|XP_037037683.1|BCOP
OG0007006	LOC117144157|XP_033165084.1|DMAU	LOC119078935|XP_037042574.1|BCOP
OG0007007	LOC117150651|XP_033173523.1|DMAU	LOC119082607|XP_037048065.1|BCOP
OG0007008	LOC117150542|XP_033173363.1|DMAU	LOC119071748|XP_037032677.1|BCOP
OG0007009	LOC117137642|XP_033155072.1|DMAU	LOC119070865|XP_037031270.1|BCOP
OG0007010	LOC117137087|XP_033154236.1|DMAU	LOC119066644|XP_037025106.1|BCOP
OG0007011	LOC117144750|XP_033165996.1|DMAU	LOC119067119|XP_037025790.1|BCOP
OG0007012	LOC117139070|XP_033157075.1|DMAU	LOC119072860|XP_037034062.1|BCOP
OG0007013	LOC117148353|XP_033171600.1|DMAU	LOC119085930|XP_037052377.1|BCOP
OG0007014	LOC117150259|XP_033172949.1|DMAU	LOC119085935|XP_037052383.1|BCOP
OG0007015	LOC117150628|XP_033173492.1|DMAU	LOC119078437|XP_037041852.1|BCOP
OG0007016	LOC117150312|XP_033173030.1|DMAU	LOC119084659|XP_037050621.1|BCOP
OG0007017	LOC117144834|XP_033166116.1|DMAU	LOC119066308|XP_037024588.1|BCOP
OG0007018	LOC117142447|XP_033162306.1|DMAU	LOC119066310|XP_037024591.1|BCOP
OG0007019	LOC117148226|XP_033171411.1|DMAU	LOC119072573|XP_037033714.1|BCOP
OG0007020	LOC117139464|XP_033157671.1|DMAU	LOC119085236|XP_037051444.1|BCOP
OG0007021	LOC117138423|XP_033156424.1|DMAU	LOC119070899|XP_037031321.1|BCOP
OG0007022	LOC117150989|XP_033174082.1|DMAU	LOC119078773|XP_037042378.1|BCOP
OG0007023	LOC117138572|XP_033156638.1|DMAU	LOC119070852|XP_037031259.1|BCOP
OG0007024	LOC117146067|XP_033167899.1|DMAU	LOC119070829|XP_037031226.1|BCOP
OG0007025	LOC117148271|XP_033171476.1|DMAU	LOC119066243|XP_037024459.1|BCOP
OG0007026	LOC117150655|XP_033173532.1|DMAU	LOC119066248|XP_037024467.1|BCOP
OG0007027	LOC117135323|XP_033151412.1|DMAU	LOC119086045|XP_037052513.1|BCOP
OG0007028	LOC117150921|XP_033173967.1|DMAU	LOC119066414|XP_037024781.1|BCOP
OG0007030	LOC117146844|XP_033169296.1|DMAU	LOC119069493|XP_037029458.1|BCOP
OG0007031	LOC117136618|XP_033153496.1|DMAU	LOC119071585|XP_037032426.1|BCOP
OG0007032	LOC117139513|XP_033157761.1|DMAU	LOC119079281|XP_037042962.1|BCOP
OG0007033	LOC117140717|XP_033159677.1|DMAU	LOC119070853|XP_037031261.1|BCOP
OG0007034	LOC117136081|XP_033152646.1|DMAU	LOC119067253|XP_037026024.1|BCOP
OG0007035	LOC117148070|XP_033171158.1|DMAU	LOC119074138|XP_037036020.1|BCOP
OG0007036	LOC117141942|XP_033161585.1|DMAU	LOC119073875|XP_037035647.1|BCOP, LOC119073216|XP_037034421.1|BCOP
OG0007037	LOC117143143|XP_033163530.1|DMAU	LOC119070490|XP_037030741.1|BCOP
OG0007038	LOC117135427|XP_033151472.1|DMAU	LOC119079632|XP_037043532.1|BCOP
OG0007039	LOC117137786|XP_033155331.1|DMAU	LOC119072831|XP_037034034.1|BCOP
OG0007040	LOC117135180|XP_033151137.1|DMAU	LOC119082119|XP_037047399.1|BCOP
OG0007041	LOC117138218|XP_033156056.1|DMAU	LOC119075649|XP_037038031.1|BCOP
OG0007042	LOC117150593|XP_033173440.1|DMAU	LOC119085398|XP_037051695.1|BCOP
OG0007043	LOC117142516|XP_033162445.1|DMAU	LOC119074323|XP_037036293.1|BCOP
OG0007044	LOC117145063|XP_033166472.1|DMAU	LOC119075597|XP_037037962.1|BCOP
OG0007045	LOC117145513|XP_033167094.1|DMAU	LOC119074801|XP_037036980.1|BCOP
OG0007046	LOC117144869|XP_033166168.1|DMAU	LOC119078745|XP_037042339.1|BCOP
OG0007047	LOC117140021|XP_033158646.1|DMAU	LOC119076321|XP_037038888.1|BCOP
OG0007048	LOC117138507|XP_033156536.1|DMAU	LOC119076324|XP_037038891.1|BCOP
OG0007049	LOC117142780|XP_033162863.1|DMAU	LOC119072941|XP_037034163.1|BCOP
OG0007050	LOC117150806|XP_033173758.1|DMAU	LOC119082230|XP_037047582.1|BCOP
OG0007051	LOC117150978|XP_033174054.1|DMAU	LOC119084673|XP_037050646.1|BCOP
OG0007052	LOC117148422|XP_033171682.1|DMAU	LOC119082298|XP_037047674.1|BCOP
OG0007053	LOC117143617|XP_033164266.1|DMAU	LOC119072991|XP_037034211.1|BCOP
OG0007054	LOC117138062|XP_033155777.1|DMAU	LOC119081638|XP_037046605.1|BCOP
OG0007055	LOC117135744|XP_033152084.1|DMAU	LOC119081530|XP_037046425.1|BCOP
OG0007056	LOC117140240|XP_033158933.1|DMAU	LOC119084607|XP_037050565.1|BCOP
OG0007057	LOC117148423|XP_033171686.1|DMAU	LOC119084600|XP_037050548.1|BCOP
OG0007058	LOC117148515|XP_033171813.1|DMAU	LOC119068571|XP_037028110.1|BCOP
OG0007059	LOC117139358|XP_033157504.1|DMAU	LOC119077135|XP_037040209.1|BCOP
OG0007060	LOC117141305|XP_033160584.1|DMAU	LOC119077134|XP_037040208.1|BCOP
OG0007061	LOC117141918|XP_033161538.1|DMAU	LOC119077151|XP_037040232.1|BCOP
OG0007062	LOC117142054|XP_033161823.1|DMAU	LOC119070730|XP_037031081.1|BCOP
OG0007063	LOC117135192|XP_033151153.1|DMAU	LOC119070882|XP_037031297.1|BCOP
OG0007064	LOC117137827|XP_033155405.1|DMAU	LOC119075302|XP_037037607.1|BCOP
OG0007065	LOC117139061|XP_033157061.1|DMAU	LOC119082296|XP_037047670.1|BCOP
OG0007066	LOC117139165|XP_033157215.1|DMAU	LOC119070889|XP_037031306.1|BCOP
OG0007067	LOC117146010|XP_033167824.1|DMAU	LOC119076211|XP_037038758.1|BCOP
OG0007068	LOC117135271|XP_033151324.1|DMAU	LOC119070885|XP_037031302.1|BCOP
OG0007069	LOC117150910|XP_033173949.1|DMAU	LOC119071547|XP_037032342.1|BCOP
OG0007071	LOC117135716|XP_033152039.1|DMAU	LOC119081306|XP_037045962.1|BCOP
OG0007072	LOC117143526|XP_033164147.1|DMAU	LOC119066272|XP_037024525.1|BCOP
OG0007073	LOC117146860|XP_033169332.1|DMAU	LOC119078873|XP_037042485.1|BCOP
OG0007074	LOC117136485|XP_033153315.1|DMAU	LOC119085999|XP_037052469.1|BCOP
OG0007075	LOC117150950|XP_033174014.1|DMAU	LOC119077130|XP_037040200.1|BCOP
OG0007076	LOC117136567|XP_033153413.1|DMAU	LOC119081410|XP_037046198.1|BCOP
OG0007077	LOC117136544|XP_033153391.1|DMAU	LOC119085902|XP_037052341.1|BCOP
OG0007078	LOC117135308|XP_033151394.1|DMAU	LOC119075624|XP_037037996.1|BCOP
OG0007079	LOC117135314|XP_033151401.1|DMAU	LOC119075626|XP_037037999.1|BCOP
OG0007080	LOC117150077|XP_033172816.1|DMAU	LOC119066258|XP_037024504.1|BCOP
OG0007081	LOC117150244|XP_033172931.1|DMAU	LOC119072894|XP_037034114.1|BCOP
OG0007082	LOC117151020|XP_033174116.1|DMAU	LOC119085897|XP_037052331.1|BCOP
OG0007083	LOC117141092|XP_033160302.1|DMAU	LOC119085906|XP_037052344.1|BCOP
OG0007084	LOC117147060|XP_033169708.1|DMAU	LOC119085989|XP_037052449.1|BCOP
OG0007085	LOC117138916|XP_033156867.1|DMAU	LOC119079037|XP_037042719.1|BCOP
OG0007086	LOC117150507|XP_033173304.1|DMAU	LOC119066785|XP_037025342.1|BCOP
OG0007087	LOC117140825|XP_033159823.1|DMAU	LOC119085875|XP_037052282.1|BCOP
OG0007088	LOC117135786|XP_033152168.1|DMAU	LOC119085880|XP_037052287.1|BCOP
OG0007089	LOC117141900|XP_033161496.1|DMAU	LOC119081691|XP_037046683.1|BCOP
OG0007090	LOC117151045|XP_033174150.1|DMAU	LOC119077511|XP_037040638.1|BCOP
OG0007091	LOC117142197|XP_033161965.1|DMAU	LOC119077108|XP_037040163.1|BCOP
OG0007092	LOC117142338|XP_033162143.1|DMAU	LOC119067099|XP_037025757.1|BCOP
OG0007093	LOC117148032|XP_033171139.1|DMAU	LOC119084627|XP_037050590.1|BCOP
OG0007094	LOC117148111|XP_033171258.1|DMAU	LOC119072766|XP_037033955.1|BCOP
OG0007095	LOC117147457|XP_033170241.1|DMAU	LOC119084623|XP_037050586.1|BCOP
OG0007096	LOC117145026|XP_033166420.1|DMAU	LOC119084629|XP_037050592.1|BCOP
OG0007097	LOC117138477|XP_033156535.1|DMAU	LOC119070924|XP_037031361.1|BCOP
OG0007098	LOC117150533|XP_033173348.1|DMAU	LOC119070919|XP_037031352.1|BCOP
OG0007099	LOC117143252|XP_033163703.1|DMAU	LOC119082776|XP_037048267.1|BCOP
OG0007100	LOC117150515|XP_033173322.1|DMAU	LOC119082762|XP_037048244.1|BCOP
OG0007101	LOC117135204|XP_033151180.1|DMAU	LOC119066201|XP_037024416.1|BCOP
OG0007102	LOC117135171|XP_033151127.1|DMAU	LOC119076247|XP_037038805.1|BCOP
OG0007103	LOC117150238|XP_033172927.1|DMAU	LOC119066793|XP_037025351.1|BCOP
