Orthogroup	DMAU.longest_only	CCAP.longest_only
OG0007406	LOC117142570|XP_033162528.1|DMAU	CCAP1982_LOCUS4363|CAD6995656.1|CCAP
OG0007407	LOC117140887|XP_033159974.1|DMAU	CCAP1982_LOCUS5431|CAD6996752.1|CCAP, CCAP1982_LOCUS5430|CAD6996751.1|CCAP
OG0007408	LOC117139228|XP_033157319.1|DMAU	CCAP1982_LOCUS14593|CAD7006269.1|CCAP
OG0007409	LOC117150281|XP_033172990.1|DMAU	CCAP1982_LOCUS7010|CAD6998410.1|CCAP
OG0007413	LOC117135572|XP_033151789.1|DMAU	CCAP1982_LOCUS23203|CAD7015255.1|CCAP
OG0007419	LOC117146085|XP_033167925.1|DMAU	CCAP1982_LOCUS2364|CAD6993552.1|CCAP, CCAP1982_LOCUS2363|CAD6993551.1|CCAP
OG0007420	LOC117137769|XP_033155280.1|DMAU	CCAP1982_LOCUS21572|CAD7013512.1|CCAP
OG0007424	LOC117141948|XP_033161596.1|DMAU	CCAP1982_LOCUS13372|CAD7004996.1|CCAP
OG0007425	LOC117141413|XP_033160730.1|DMAU	CCAP1982_LOCUS13380|CAD7005005.1|CCAP
OG0007429	LOC117138396|XP_033156362.1|DMAU	CCAP1982_LOCUS21051|CAD7012960.1|CCAP
OG0007430	LOC117139159|XP_033157208.1|DMAU	CCAP1982_LOCUS12596|CAD7004176.1|CCAP
OG0007431	LOC117147290|XP_033170031.1|DMAU	CCAP1982_LOCUS8214|CAD6999686.1|CCAP
OG0007432	LOC117140562|XP_033159450.1|DMAU	CCAP1982_LOCUS13753|CAD7005393.1|CCAP
OG0007433	LOC117146412|XP_033168502.1|DMAU	CCAP1982_LOCUS14013|CAD7005656.1|CCAP
OG0007434	LOC117142044|XP_033161806.1|DMAU	CCAP1982_LOCUS14025|CAD7005670.1|CCAP
OG0007436	LOC117139042|XP_033157034.1|DMAU	CCAP1982_LOCUS13811|CAD7005451.1|CCAP
OG0007437	LOC117139726|XP_033158153.1|DMAU	CCAP1982_LOCUS11674|CAD7003214.1|CCAP
OG0007438	LOC117140701|XP_033159655.1|DMAU	CCAP1982_LOCUS14461|CAD7006129.1|CCAP
OG0007441	LOC117135632|XP_033151898.1|DMAU	CCAP1982_LOCUS19618|CAD7011529.1|CCAP
OG0007442	LOC117143791|XP_033164523.1|DMAU	CCAP1982_LOCUS20522|CAD7012440.1|CCAP
OG0007443	LOC117138407|XP_033156376.1|DMAU	CCAP1982_LOCUS23350|CAD7015407.1|CCAP
OG0007444	LOC117137945|XP_033155598.1|DMAU	CCAP1982_LOCUS20645|CAD7012560.1|CCAP
OG0007445	LOC117137943|XP_033155596.1|DMAU	CCAP1982_LOCUS20644|CAD7012559.1|CCAP
OG0007446	LOC117140767|XP_033159744.1|DMAU	CCAP1982_LOCUS8283|CAD6999760.1|CCAP
OG0007447	LOC117150237|XP_033172923.1|DMAU	CCAP1982_LOCUS21118|CAD7013034.1|CCAP
OG0007448	LOC117137616|XP_033155032.1|DMAU	CCAP1982_LOCUS20471|CAD7012377.1|CCAP
OG0007449	LOC117139108|XP_033157136.1|DMAU	CCAP1982_LOCUS14049|CAD7005697.1|CCAP
OG0007450	LOC117135112|XP_033151019.1|DMAU	CCAP1982_LOCUS14048|CAD7005696.1|CCAP
OG0007451	LOC117139800|XP_033158312.1|DMAU	CCAP1982_LOCUS14097|CAD7005748.1|CCAP
OG0007452	LOC117141035|XP_033160209.1|DMAU	CCAP1982_LOCUS14095|CAD7005744.1|CCAP
OG0007453	LOC117139292|XP_033157414.1|DMAU	CCAP1982_LOCUS13360|CAD7004983.1|CCAP
OG0007454	LOC117138968|XP_033156904.1|DMAU	CCAP1982_LOCUS14676|CAD7006354.1|CCAP
OG0007455	LOC117138528|XP_033156557.1|DMAU	CCAP1982_LOCUS20521|CAD7012439.1|CCAP
OG0007457	LOC117139982|XP_033158577.1|DMAU	CCAP1982_LOCUS12756|CAD7004340.1|CCAP
OG0007458	LOC117138265|XP_033156160.1|DMAU	CCAP1982_LOCUS5439|CAD6996760.1|CCAP
OG0007459	LOC117144551|XP_033165684.1|DMAU	CCAP1982_LOCUS3176|CAD6994425.1|CCAP
OG0007460	LOC117135589|XP_033151814.1|DMAU	CCAP1982_LOCUS20640|CAD7012555.1|CCAP
OG0007461	LOC117139391|XP_033157547.1|DMAU	CCAP1982_LOCUS13456|CAD7005094.1|CCAP
OG0007462	LOC117141182|XP_033160411.1|DMAU	CCAP1982_LOCUS13453|CAD7005090.1|CCAP
OG0007463	LOC117140845|XP_033159860.1|DMAU	CCAP1982_LOCUS13451|CAD7005088.1|CCAP
OG0007464	LOC117138949|XP_033156881.1|DMAU	CCAP1982_LOCUS13457|CAD7005095.1|CCAP
OG0007465	LOC117141403|XP_033160716.1|DMAU	CCAP1982_LOCUS13881|CAD7005521.1|CCAP
OG0007466	LOC117136557|XP_033153401.1|DMAU	CCAP1982_LOCUS20263|CAD7012161.1|CCAP
OG0007467	LOC117136137|XP_033152733.1|DMAU	CCAP1982_LOCUS20270|CAD7012168.1|CCAP, CCAP1982_LOCUS20269|CAD7012167.1|CCAP
OG0007468	LOC117135812|XP_033152207.1|DMAU	CCAP1982_LOCUS20279|CAD7012177.1|CCAP
OG0007469	LOC117139855|XP_033158395.1|DMAU	CCAP1982_LOCUS14126|CAD7005777.1|CCAP
OG0007470	LOC117150600|XP_033173449.1|DMAU	CCAP1982_LOCUS13322|CAD7004943.1|CCAP
OG0007471	LOC117136918|XP_033153944.1|DMAU	CCAP1982_LOCUS19913|CAD7011803.1|CCAP
OG0007473	LOC117140319|XP_033159058.1|DMAU	CCAP1982_LOCUS14237|CAD7005897.1|CCAP
OG0007474	LOC117137617|XP_033155033.1|DMAU	CCAP1982_LOCUS20063|CAD7011952.1|CCAP
OG0007475	LOC117140455|XP_033159277.1|DMAU	CCAP1982_LOCUS15011|CAD7006712.1|CCAP
OG0007478	LOC117145869|XP_033167586.1|DMAU	CCAP1982_LOCUS5617|CAD6996949.1|CCAP
OG0007480	LOC117143619|XP_033164269.1|DMAU	CCAP1982_LOCUS4811|CAD6996116.1|CCAP
OG0007481	LOC117139452|XP_033157652.1|DMAU	CCAP1982_LOCUS11111|CAD7002627.1|CCAP
OG0007482	LOC117150557|XP_033173396.1|DMAU	CCAP1982_LOCUS8868|CAD7000393.1|CCAP
OG0007483	LOC117137872|XP_033155487.1|DMAU	CCAP1982_LOCUS20545|CAD7012465.1|CCAP
OG0007487	LOC117146311|XP_033168251.1|DMAU	CCAP1982_LOCUS10387|CAD7001900.1|CCAP
OG0007488	LOC117140110|XP_033158762.1|DMAU	CCAP1982_LOCUS14240|CAD7005900.1|CCAP
OG0007489	LOC117142768|XP_033162841.1|DMAU	CCAP1982_LOCUS175|CAD6991238.1|CCAP
OG0007492	LOC117138382|XP_033156342.1|DMAU	CCAP1982_LOCUS20210|CAD7012111.1|CCAP
OG0007494	LOC117148746|XP_033172219.1|DMAU	CCAP1982_LOCUS5739|CAD6997086.1|CCAP
OG0007496	LOC117139542|XP_033157809.1|DMAU	CCAP1982_LOCUS13434|CAD7005069.1|CCAP
OG0007498	LOC117142128|XP_033161922.1|DMAU	CCAP1982_LOCUS12278|CAD7003847.1|CCAP
OG0007499	LOC117141716|XP_033161221.1|DMAU	CCAP1982_LOCUS13350|CAD7004972.1|CCAP
OG0007500	LOC117141717|XP_033161223.1|DMAU	CCAP1982_LOCUS13351|CAD7004973.1|CCAP
OG0007501	LOC117140891|XP_033159934.1|DMAU	CCAP1982_LOCUS14638|CAD7006316.1|CCAP
OG0007502	LOC117145430|XP_033166969.1|DMAU	CCAP1982_LOCUS19404|CAD7011297.1|CCAP
OG0007503	LOC117137544|XP_033154936.1|DMAU	CCAP1982_LOCUS20514|CAD7012431.1|CCAP
OG0007505	LOC117140788|XP_033159774.1|DMAU	CCAP1982_LOCUS14226|CAD7005884.1|CCAP
OG0007507	LOC117138195|XP_033155997.1|DMAU	CCAP1982_LOCUS8510|CAD7000004.1|CCAP
OG0007508	LOC117141596|XP_033161005.1|DMAU	CCAP1982_LOCUS8172|CAD6999638.1|CCAP
OG0007509	LOC117135941|XP_033152416.1|DMAU	CCAP1982_LOCUS5697|CAD6997039.1|CCAP
OG0007510	LOC117138202|XP_033156023.1|DMAU	CCAP1982_LOCUS19758|CAD7011673.1|CCAP
OG0007511	LOC117140757|XP_033159732.1|DMAU	CCAP1982_LOCUS6512|CAD6997893.1|CCAP
OG0007512	LOC117142609|XP_033162580.1|DMAU	CCAP1982_LOCUS5564|CAD6996891.1|CCAP
OG0007513	LOC117145956|XP_033167738.1|DMAU	CCAP1982_LOCUS7496|CAD6998949.1|CCAP
OG0007514	LOC117139095|XP_033157114.1|DMAU	CCAP1982_LOCUS14922|CAD7006614.1|CCAP
OG0007515	LOC117150223|XP_033172910.1|DMAU	CCAP1982_LOCUS7417|CAD6998870.1|CCAP
OG0007516	LOC117151098|XP_033174241.1|DMAU	CCAP1982_LOCUS8596|CAD7000098.1|CCAP
OG0007517	LOC117140108|XP_033158761.1|DMAU	CCAP1982_LOCUS14254|CAD7005915.1|CCAP
OG0007518	LOC117136114|XP_033152702.1|DMAU	CCAP1982_LOCUS19471|CAD7011369.1|CCAP
OG0007519	LOC117137112|XP_033154294.1|DMAU	CCAP1982_LOCUS20370|CAD7012274.1|CCAP
OG0007523	LOC117136439|XP_033153245.1|DMAU	CCAP1982_LOCUS20857|CAD7012753.1|CCAP
OG0007524	LOC117150282|XP_033172992.1|DMAU	CCAP1982_LOCUS7012|CAD6998412.1|CCAP
OG0007525	LOC117140296|XP_033159029.1|DMAU	CCAP1982_LOCUS5816|CAD6997174.1|CCAP
OG0007526	LOC117145872|XP_033167587.1|DMAU	CCAP1982_LOCUS4929|CAD6996246.1|CCAP
OG0007527	LOC117141431|XP_033160763.1|DMAU	CCAP1982_LOCUS12805|CAD7004395.1|CCAP
OG0007528	LOC117137303|XP_033154571.1|DMAU	CCAP1982_LOCUS19840|CAD7011726.1|CCAP
OG0007529	LOC117136131|XP_033152725.1|DMAU	CCAP1982_LOCUS21087|CAD7012996.1|CCAP
OG0007531	LOC117136882|XP_033153878.1|DMAU	CCAP1982_LOCUS20805|CAD7012698.1|CCAP
OG0007532	LOC117136252|XP_033152951.1|DMAU	CCAP1982_LOCUS19762|CAD7011677.1|CCAP
OG0007533	LOC117141979|XP_033161679.1|DMAU	CCAP1982_LOCUS13590|CAD7005231.1|CCAP, CCAP1982_LOCUS13601|CAD7005244.1|CCAP
OG0007534	LOC117141106|XP_033160319.1|DMAU	CCAP1982_LOCUS11682|CAD7003221.1|CCAP
OG0007535	LOC117141212|XP_033160461.1|DMAU	CCAP1982_LOCUS13588|CAD7005228.1|CCAP
OG0007536	LOC117142738|XP_033162800.1|DMAU	CCAP1982_LOCUS5088|CAD6996415.1|CCAP
OG0007537	LOC117139770|XP_033158257.1|DMAU	CCAP1982_LOCUS13581|CAD7005221.1|CCAP
OG0007538	LOC117142013|XP_033161757.1|DMAU	CCAP1982_LOCUS13577|CAD7005217.1|CCAP
OG0007539	LOC117138104|XP_033155858.1|DMAU	CCAP1982_LOCUS7627|CAD6999081.1|CCAP
OG0007540	LOC117142379|XP_033162200.1|DMAU	CCAP1982_LOCUS2246|CAD6993431.1|CCAP
OG0007541	LOC117136742|XP_033153665.1|DMAU	CCAP1982_LOCUS19874|CAD7011762.1|CCAP
OG0007542	LOC117138626|XP_033156728.1|DMAU	CCAP1982_LOCUS19378|CAD7011270.1|CCAP
OG0007543	LOC117146250|XP_033168078.1|DMAU	CCAP1982_LOCUS10549|CAD7002061.1|CCAP
OG0007544	LOC117141437|XP_033160781.1|DMAU	CCAP1982_LOCUS14155|CAD7005809.1|CCAP
OG0007546	LOC117142761|XP_033162834.1|DMAU	CCAP1982_LOCUS432|CAD6991513.1|CCAP
OG0007548	LOC117139458|XP_033157657.1|DMAU	CCAP1982_LOCUS12766|CAD7004350.1|CCAP
OG0007549	LOC117140114|XP_033158769.1|DMAU	CCAP1982_LOCUS11797|CAD7003337.1|CCAP
OG0007550	LOC117140507|XP_033159371.1|DMAU	CCAP1982_LOCUS13435|CAD7005070.1|CCAP
OG0007551	LOC117136273|XP_033152993.1|DMAU	CCAP1982_LOCUS7124|CAD6998537.1|CCAP
OG0007552	LOC117148284|XP_033171493.1|DMAU	CCAP1982_LOCUS6880|CAD6998271.1|CCAP
OG0007553	LOC117135317|XP_033151406.1|DMAU	CCAP1982_LOCUS7357|CAD6998808.1|CCAP
OG0007554	LOC117141532|XP_033160913.1|DMAU	CCAP1982_LOCUS14423|CAD7006091.1|CCAP
OG0007555	LOC117138570|XP_033156632.1|DMAU	CCAP1982_LOCUS20383|CAD7012287.1|CCAP
OG0007556	LOC117137090|XP_033154262.1|DMAU	CCAP1982_LOCUS19480|CAD7011379.1|CCAP
OG0007557	LOC117136206|XP_033152850.1|DMAU	CCAP1982_LOCUS19482|CAD7011381.1|CCAP
OG0007558	LOC117136595|XP_033153467.1|DMAU	CCAP1982_LOCUS20456|CAD7012362.1|CCAP
OG0007559	LOC117135331|XP_033151422.1|DMAU	CCAP1982_LOCUS6873|CAD6998264.1|CCAP
OG0007560	LOC117141282|XP_033160544.1|DMAU	CCAP1982_LOCUS13687|CAD7005327.1|CCAP
OG0007562	LOC117139112|XP_033157142.1|DMAU	CCAP1982_LOCUS13499|CAD7005137.1|CCAP
OG0007563	LOC117140712|XP_033159669.1|DMAU	CCAP1982_LOCUS14195|CAD7005852.1|CCAP
OG0007564	LOC117140721|XP_033159678.1|DMAU	CCAP1982_LOCUS14390|CAD7006055.1|CCAP
OG0007565	LOC117142977|XP_033163219.1|DMAU	CCAP1982_LOCUS3495|CAD6994763.1|CCAP
OG0007566	LOC117138664|XP_033156794.1|DMAU	CCAP1982_LOCUS20228|CAD7012130.1|CCAP
OG0007567	LOC117144529|XP_033165643.1|DMAU	CCAP1982_LOCUS3798|CAD6995075.1|CCAP
OG0007568	LOC117135955|XP_033152440.1|DMAU	CCAP1982_LOCUS19435|CAD7011330.1|CCAP
OG0007569	LOC117135425|XP_033151471.1|DMAU	CCAP1982_LOCUS19429|CAD7011324.1|CCAP
OG0007570	LOC117135954|XP_033152439.1|DMAU	CCAP1982_LOCUS19431|CAD7011326.1|CCAP
OG0007571	LOC117136720|XP_033153636.1|DMAU	CCAP1982_LOCUS19436|CAD7011331.1|CCAP
OG0007572	LOC117135111|XP_033151018.1|DMAU	CCAP1982_LOCUS21156|CAD7013079.1|CCAP
OG0007573	LOC117135846|XP_033152253.1|DMAU	CCAP1982_LOCUS20390|CAD7012294.1|CCAP
OG0007574	LOC117135532|XP_033151692.1|DMAU	CCAP1982_LOCUS21235|CAD7013164.1|CCAP
OG0007575	LOC117136199|XP_033152836.1|DMAU	CCAP1982_LOCUS20488|CAD7012400.1|CCAP
OG0007578	LOC117141466|XP_033160822.1|DMAU	CCAP1982_LOCUS8258|CAD6999732.1|CCAP
OG0007579	LOC117136738|XP_033153661.1|DMAU	CCAP1982_LOCUS19990|CAD7011878.1|CCAP
OG0007580	LOC117140502|XP_033159359.1|DMAU	CCAP1982_LOCUS14630|CAD7006308.1|CCAP, CCAP1982_LOCUS14631|CAD7006309.1|CCAP
OG0007581	LOC117136951|XP_033153995.1|DMAU	CCAP1982_LOCUS7886|CAD6999359.1|CCAP
OG0007582	LOC117142988|XP_033163231.1|DMAU	CCAP1982_LOCUS19671|CAD7011582.1|CCAP
OG0007583	LOC117135798|XP_033152183.1|DMAU	CCAP1982_LOCUS20397|CAD7012301.1|CCAP
OG0007586	LOC117151087|XP_033174226.1|DMAU	CCAP1982_LOCUS7857|CAD6999330.1|CCAP
OG0007588	LOC117138508|XP_033156537.1|DMAU	CCAP1982_LOCUS6494|CAD6997875.1|CCAP
OG0007590	LOC117141806|XP_033161347.1|DMAU	CCAP1982_LOCUS13797|CAD7005437.1|CCAP
OG0007591	LOC117137571|XP_033154967.1|DMAU	CCAP1982_LOCUS20692|CAD7012608.1|CCAP
OG0007592	LOC117135973|XP_033152472.1|DMAU	CCAP1982_LOCUS23135|CAD7015184.1|CCAP
OG0007594	LOC117136458|XP_033153276.1|DMAU	CCAP1982_LOCUS20687|CAD7012602.1|CCAP
OG0007595	LOC117137933|XP_033155577.1|DMAU	CCAP1982_LOCUS20149|CAD7012047.1|CCAP
OG0007596	LOC117139457|XP_033157656.1|DMAU	CCAP1982_LOCUS14908|CAD7006597.1|CCAP
OG0007597	LOC117141132|XP_033160349.1|DMAU	CCAP1982_LOCUS14324|CAD7005988.1|CCAP
OG0007598	LOC117135586|XP_033151811.1|DMAU	CCAP1982_LOCUS20657|CAD7012572.1|CCAP
OG0007599	LOC117140801|XP_033159789.1|DMAU	CCAP1982_LOCUS14332|CAD7005996.1|CCAP
OG0007600	LOC117139786|XP_033158291.1|DMAU	CCAP1982_LOCUS14329|CAD7005993.1|CCAP
OG0007601	LOC117141690|XP_033161184.1|DMAU	CCAP1982_LOCUS13408|CAD7005037.1|CCAP
OG0007602	LOC117141220|XP_033160470.1|DMAU	CCAP1982_LOCUS13550|CAD7005190.1|CCAP
OG0007603	LOC117140398|XP_033159157.1|DMAU	CCAP1982_LOCUS13547|CAD7005187.1|CCAP
OG0007604	LOC117141191|XP_033160425.1|DMAU	CCAP1982_LOCUS12145|CAD7003708.1|CCAP
OG0007605	LOC117141908|XP_033161514.1|DMAU	CCAP1982_LOCUS13694|CAD7005334.1|CCAP
OG0007606	LOC117139102|XP_033157125.1|DMAU	CCAP1982_LOCUS13996|CAD7005638.1|CCAP
OG0007607	LOC117145962|XP_033167750.1|DMAU	CCAP1982_LOCUS3980|CAD6995259.1|CCAP
OG0007608	LOC117138962|XP_033156895.1|DMAU	CCAP1982_LOCUS13805|CAD7005445.1|CCAP
OG0007611	LOC117146244|XP_033168059.1|DMAU	CCAP1982_LOCUS9402|CAD7000927.1|CCAP
OG0007612	LOC117136928|XP_033153956.1|DMAU	CCAP1982_LOCUS20352|CAD7012256.1|CCAP
OG0007613	LOC117137115|XP_033154298.1|DMAU	CCAP1982_LOCUS19720|CAD7011631.1|CCAP
OG0007614	LOC117139897|XP_033158468.1|DMAU	CCAP1982_LOCUS12603|CAD7004184.1|CCAP
OG0007615	LOC117139574|XP_033157871.1|DMAU	CCAP1982_LOCUS3769|CAD6995039.1|CCAP
OG0007616	LOC117142981|XP_033163223.1|DMAU	CCAP1982_LOCUS3797|CAD6995074.1|CCAP
OG0007617	LOC117140417|XP_033159181.1|DMAU	CCAP1982_LOCUS14314|CAD7005976.1|CCAP
OG0007618	LOC117139993|XP_033158594.1|DMAU	CCAP1982_LOCUS14497|CAD7006170.1|CCAP
OG0007619	LOC117139545|XP_033157824.1|DMAU	CCAP1982_LOCUS14496|CAD7006169.1|CCAP
OG0007620	LOC117141102|XP_033160315.1|DMAU	CCAP1982_LOCUS14166|CAD7005820.1|CCAP
OG0007621	LOC117137449|XP_033154779.1|DMAU	CCAP1982_LOCUS22947|CAD7014989.1|CCAP
OG0007622	LOC117139428|XP_033157614.1|DMAU	CCAP1982_LOCUS13416|CAD7005045.1|CCAP
OG0007623	LOC117141938|XP_033161570.1|DMAU	CCAP1982_LOCUS13949|CAD7005590.1|CCAP
OG0007624	LOC117141530|XP_033160911.1|DMAU	CCAP1982_LOCUS14262|CAD7005924.1|CCAP
OG0007625	LOC117139469|XP_033157674.1|DMAU	CCAP1982_LOCUS13677|CAD7005316.1|CCAP
OG0007626	LOC117139659|XP_033158015.1|DMAU	CCAP1982_LOCUS14397|CAD7006062.1|CCAP
OG0007627	LOC117139657|XP_033158012.1|DMAU	CCAP1982_LOCUS14398|CAD7006063.1|CCAP
OG0007628	LOC117146306|XP_033168236.1|DMAU	CCAP1982_LOCUS10081|CAD7001587.1|CCAP
OG0007629	LOC117140874|XP_033159908.1|DMAU	CCAP1982_LOCUS10815|CAD7002325.1|CCAP
OG0007630	LOC117143812|XP_033164549.1|DMAU	CCAP1982_LOCUS4525|CAD6995822.1|CCAP
OG0007631	LOC117143972|XP_033164798.1|DMAU	CCAP1982_LOCUS2707|CAD6993916.1|CCAP
OG0007632	LOC117141196|XP_033160438.1|DMAU	CCAP1982_LOCUS11130|CAD7002647.1|CCAP
OG0007633	LOC117150901|XP_033173935.1|DMAU	CCAP1982_LOCUS8796|CAD7000310.1|CCAP
OG0007634	LOC117145196|XP_033166649.1|DMAU	CCAP1982_LOCUS1668|CAD6992831.1|CCAP
OG0007635	LOC117142492|XP_033162414.1|DMAU	CCAP1982_LOCUS10959|CAD7002470.1|CCAP
OG0007637	LOC117135596|XP_033151821.1|DMAU	CCAP1982_LOCUS5885|CAD6997252.1|CCAP
OG0007638	LOC117147889|XP_033170864.1|DMAU	CCAP1982_LOCUS21753|CAD7013716.1|CCAP
OG0007639	LOC117147978|XP_033171019.1|DMAU	CCAP1982_LOCUS599|CAD6991686.1|CCAP
OG0007640	LOC117135571|XP_033151788.1|DMAU	CCAP1982_LOCUS21568|CAD7013509.1|CCAP
OG0007642	LOC117136472|XP_033153294.1|DMAU	CCAP1982_LOCUS19674|CAD7011585.1|CCAP
OG0007643	LOC117144770|XP_033166023.1|DMAU	CCAP1982_LOCUS4813|CAD6996118.1|CCAP
OG0007644	LOC117146023|XP_033167846.1|DMAU	CCAP1982_LOCUS156|CAD6991218.1|CCAP
OG0007645	LOC117144667|XP_033165875.1|DMAU	CCAP1982_LOCUS5035|CAD6996357.1|CCAP
OG0007646	LOC117140168|XP_033158835.1|DMAU	CCAP1982_LOCUS6628|CAD6998011.1|CCAP
OG0007647	LOC117135256|XP_033151293.1|DMAU	CCAP1982_LOCUS5473|CAD6996800.1|CCAP, CCAP1982_LOCUS5472|CAD6996799.1|CCAP, CCAP1982_LOCUS5471|CAD6996798.1|CCAP
OG0007648	LOC117137982|XP_033155651.1|DMAU	CCAP1982_LOCUS21866|CAD7013847.1|CCAP
OG0007649	LOC117140696|XP_033159651.1|DMAU	CCAP1982_LOCUS21258|CAD7013187.1|CCAP, CCAP1982_LOCUS21268|CAD7013197.1|CCAP
OG0007650	LOC117137581|XP_033154977.1|DMAU	CCAP1982_LOCUS20026|CAD7011914.1|CCAP, CCAP1982_LOCUS20029|CAD7011917.1|CCAP
OG0007651	LOC117147678|XP_033170548.1|DMAU	CCAP1982_LOCUS12221|CAD7003785.1|CCAP
OG0007652	LOC117138343|XP_033156274.1|DMAU	CCAP1982_LOCUS13423|CAD7005053.1|CCAP, CCAP1982_LOCUS13924|CAD7005564.1|CCAP
OG0007653	LOC117139017|XP_033157002.1|DMAU	CCAP1982_LOCUS3504|CAD6994773.1|CCAP, CCAP1982_LOCUS3505|CAD6994774.1|CCAP, CCAP1982_LOCUS3503|CAD6994772.1|CCAP
OG0007664	LOC117145606|XP_033167211.1|DMAU	CCAP1982_LOCUS1443|CAD6992594.1|CCAP
OG0007668	LOC117150825|XP_033173782.1|DMAU	CCAP1982_LOCUS19885|CAD7011773.1|CCAP
OG0007673	LOC117142715|XP_033162766.1|DMAU	CCAP1982_LOCUS3400|CAD6994666.1|CCAP
OG0007680	LOC117144855|XP_033166152.1|DMAU	CCAP1982_LOCUS6389|CAD6997759.1|CCAP
OG0007681	LOC117142407|XP_033162247.1|DMAU	CCAP1982_LOCUS20806|CAD7012699.1|CCAP
OG0007688	LOC117145952|XP_033167728.1|DMAU	CCAP1982_LOCUS2680|CAD6993886.1|CCAP
OG0007691	LOC117144656|XP_033165847.1|DMAU	CCAP1982_LOCUS3918|CAD6995199.1|CCAP
OG0007704	LOC117145484|XP_033167052.1|DMAU	CCAP1982_LOCUS3314|CAD6994576.1|CCAP
OG0007717	LOC117144428|XP_033165462.1|DMAU	CCAP1982_LOCUS3328|CAD6994589.1|CCAP
OG0007737	LOC117145875|XP_033167590.1|DMAU	CCAP1982_LOCUS1041|CAD6992165.1|CCAP
OG0007738	LOC117142824|XP_033162935.1|DMAU	CCAP1982_LOCUS2234|CAD6993419.1|CCAP
OG0007743	LOC117145091|XP_033166500.1|DMAU	CCAP1982_LOCUS2502|CAD6993696.1|CCAP
OG0007745	LOC117143090|XP_033163459.1|DMAU	CCAP1982_LOCUS2113|CAD6993299.1|CCAP
OG0007750	LOC117142922|XP_033163110.1|DMAU	CCAP1982_LOCUS1760|CAD6992927.1|CCAP
OG0007758	LOC117150242|XP_033172928.1|DMAU	CCAP1982_LOCUS5563|CAD6996889.1|CCAP
OG0007759	LOC117144309|XP_033165312.1|DMAU	CCAP1982_LOCUS1122|CAD6992252.1|CCAP
OG0007766	LOC117144376|XP_033165394.1|DMAU	CCAP1982_LOCUS2350|CAD6993538.1|CCAP
OG0007773	LOC117147160|XP_033169836.1|DMAU	CCAP1982_LOCUS5389|CAD6996705.1|CCAP
OG0007777	LOC117146762|XP_033169153.1|DMAU	CCAP1982_LOCUS22259|CAD7014256.1|CCAP
OG0007779	LOC117139671|XP_033158039.1|DMAU	CCAP1982_LOCUS14828|CAD7006514.1|CCAP
OG0007784	LOC117142598|XP_033162568.1|DMAU	CCAP1982_LOCUS1991|CAD6993166.1|CCAP
OG0007786	LOC117150434|XP_033173206.1|DMAU	CCAP1982_LOCUS6878|CAD6998269.1|CCAP
OG0007787	LOC117143319|XP_033163855.1|DMAU	CCAP1982_LOCUS1999|CAD6993177.1|CCAP
OG0007788	LOC117142805|XP_033162904.1|DMAU	CCAP1982_LOCUS3254|CAD6994510.1|CCAP
OG0007789	LOC117145172|XP_033166612.1|DMAU	CCAP1982_LOCUS2408|CAD6993598.1|CCAP
OG0007790	LOC117142399|XP_033162236.1|DMAU	CCAP1982_LOCUS1486|CAD6992640.1|CCAP
OG0007791	LOC117143072|XP_033163429.1|DMAU	CCAP1982_LOCUS1483|CAD6992635.1|CCAP
OG0007793	LOC117144609|XP_033165793.1|DMAU	CCAP1982_LOCUS4261|CAD6995550.1|CCAP
OG0007797	LOC117142293|XP_033162070.1|DMAU	CCAP1982_LOCUS1089|CAD6992219.1|CCAP
OG0007798	LOC117142294|XP_033162071.1|DMAU	CCAP1982_LOCUS1088|CAD6992218.1|CCAP
OG0007799	LOC117145134|XP_033166546.1|DMAU	CCAP1982_LOCUS3863|CAD6995140.1|CCAP
OG0007800	LOC117145221|XP_033166685.1|DMAU	CCAP1982_LOCUS3705|CAD6994974.1|CCAP
OG0007801	LOC117145991|XP_033167796.1|DMAU	CCAP1982_LOCUS3472|CAD6994739.1|CCAP
OG0007803	LOC117145254|XP_033166728.1|DMAU	CCAP1982_LOCUS3000|CAD6994238.1|CCAP
OG0007808	LOC117145305|XP_033166789.1|DMAU	CCAP1982_LOCUS3479|CAD6994746.1|CCAP
OG0007811	LOC117144815|XP_033166082.1|DMAU	CCAP1982_LOCUS3656|CAD6994923.1|CCAP
OG0007813	LOC117142314|XP_033162110.1|DMAU	CCAP1982_LOCUS2961|CAD6994197.1|CCAP
OG0007816	LOC117139847|XP_033158385.1|DMAU	CCAP1982_LOCUS2858|CAD6994089.1|CCAP
OG0007817	LOC117143022|XP_033163293.1|DMAU	CCAP1982_LOCUS2855|CAD6994086.1|CCAP
OG0007820	LOC117143543|XP_033164170.1|DMAU	CCAP1982_LOCUS2250|CAD6993437.1|CCAP
OG0007821	LOC117144568|XP_033165713.1|DMAU	CCAP1982_LOCUS1080|CAD6992209.1|CCAP
OG0007822	LOC117144567|XP_033165712.1|DMAU	CCAP1982_LOCUS1081|CAD6992210.1|CCAP
OG0007823	LOC117143968|XP_033164794.1|DMAU	CCAP1982_LOCUS1083|CAD6992213.1|CCAP
OG0007824	LOC117145379|XP_033166900.1|DMAU	CCAP1982_LOCUS1414|CAD6992569.1|CCAP
OG0007825	LOC117144911|XP_033166238.1|DMAU	CCAP1982_LOCUS3989|CAD6995268.1|CCAP
