Orthogroup	DMAU.longest_only	AALB.longest_only
OG0007706	LOC117147495|XP_033170288.1|DMAU	LOC118459584|XP_035779008.1|AALB
OG0007707	LOC117146511|XP_033168656.1|DMAU	LOC118468659|XP_035795588.1|AALB
OG0007708	LOC117148647|XP_033172039.1|DMAU	LOC118464777|XP_035788299.1|AALB
OG0007709	LOC117147862|XP_033170831.1|DMAU	LOC118466036|XP_035790764.1|AALB
OG0007710	LOC117147252|XP_033169961.1|DMAU	LOC118461656|XP_035783166.1|AALB
OG0007711	LOC117147748|XP_033170646.1|DMAU	LOC118468416|XP_035795075.1|AALB
OG0007712	LOC117147639|XP_033170498.1|DMAU	LOC118465197|XP_035789068.1|AALB
OG0007713	LOC117147526|XP_033170336.1|DMAU	LOC118461271|XP_035782311.1|AALB
OG0007714	LOC117148310|XP_033171524.1|DMAU	LOC118465614|XP_035789888.1|AALB
OG0007715	LOC117148720|XP_033172162.1|DMAU	LOC118461523|XP_035782851.1|AALB
OG0007716	LOC117147904|XP_033170901.1|DMAU	LOC118456153|XP_035772565.1|AALB
OG0007717	LOC117144428|XP_033165462.1|DMAU	LOC118458754|XP_035777442.1|AALB
OG0007718	LOC117148055|XP_033171132.1|DMAU	LOC118463383|XP_035785817.1|AALB
OG0007719	LOC117148747|XP_033172214.1|DMAU	LOC118456402|XP_035773001.1|AALB
OG0007720	LOC117148930|XP_033172542.1|DMAU	LOC118459694|XP_035779232.1|AALB
OG0007721	LOC117147173|XP_033169850.1|DMAU	LOC118460673|XP_035781089.1|AALB
OG0007722	LOC117147171|XP_033169848.1|DMAU	LOC118468565|XP_035795375.1|AALB
OG0007723	LOC117147336|XP_033170082.1|DMAU	LOC118456571|XP_035773342.1|AALB
OG0007724	LOC117150317|XP_033173041.1|DMAU	LOC118456483|XP_035773197.1|AALB
OG0007725	LOC117146402|XP_033168477.1|DMAU	LOC118459301|XP_035778446.1|AALB
OG0007726	LOC117148179|XP_033171338.1|DMAU	LOC118467056|XP_035792998.1|AALB
OG0007727	LOC117147484|XP_033170273.1|DMAU	LOC118459861|XP_035779529.1|AALB
OG0007728	LOC117148834|XP_033172377.1|DMAU	LOC118466157|XP_035791067.1|AALB
OG0007729	LOC117148229|XP_033171413.1|DMAU	LOC118462784|XP_035784669.1|AALB
OG0007731	LOC117139742|XP_033158190.1|DMAU	LOC118456287|XP_035772798.1|AALB
OG0007733	LOC117146945|XP_033169488.1|DMAU	LOC118461642|XP_035783111.1|AALB
OG0007734	LOC117147991|XP_033171035.1|DMAU	LOC118465766|XP_035790178.1|AALB
OG0007735	LOC117148797|XP_033172300.1|DMAU	LOC118460684|XP_035781079.1|AALB
OG0007736	LOC117147892|XP_033170882.1|DMAU	LOC118458075|XP_035776128.1|AALB
OG0007737	LOC117145875|XP_033167590.1|DMAU	LOC118464411|XP_035787665.1|AALB
OG0007738	LOC117142824|XP_033162935.1|DMAU	LOC118466333|XP_035791349.1|AALB
OG0007741	LOC117148234|XP_033171418.1|DMAU	LOC118460967|XP_035781670.1|AALB
OG0007742	LOC117148632|XP_033172023.1|DMAU	LOC118456365|XP_035772933.1|AALB
OG0007743	LOC117145091|XP_033166500.1|DMAU	LOC118459847|XP_035779511.1|AALB
OG0007744	LOC117150576|XP_033173423.1|DMAU	LOC118466209|XP_035791123.1|AALB
OG0007745	LOC117143090|XP_033163459.1|DMAU	LOC118461267|XP_035782293.1|AALB
OG0007746	LOC117142867|XP_033163025.1|DMAU	LOC118460595|XP_035780919.1|AALB
OG0007747	LOC117146446|XP_033168565.1|DMAU	LOC118460552|XP_035780843.1|AALB
OG0007749	LOC117148293|XP_033171504.1|DMAU	LOC118466762|XP_035792369.1|AALB
OG0007751	LOC117150320|XP_033173047.1|DMAU	LOC118462901|XP_035784892.1|AALB
OG0007753	LOC117147824|XP_033170771.1|DMAU	LOC118457856|XP_035775641.1|AALB
OG0007754	LOC117146613|XP_033168832.1|DMAU	LOC118468805|XP_035795909.1|AALB
OG0007755	LOC117147127|XP_033169784.1|DMAU	LOC118460763|XP_035781256.1|AALB
OG0007756	LOC117147826|XP_033170774.1|DMAU	LOC118464326|XP_035787532.1|AALB
OG0007758	LOC117150242|XP_033172928.1|DMAU	LOC118456894|XP_035773908.1|AALB
OG0007760	LOC117147868|XP_033170836.1|DMAU	LOC118460774|XP_035781275.1|AALB
OG0007761	LOC117146741|XP_033169088.1|DMAU	LOC118466394|XP_035791584.1|AALB
OG0007762	LOC117147327|XP_033170068.1|DMAU	LOC118458786|XP_035777527.1|AALB
OG0007763	LOC117150391|XP_033173145.1|DMAU	LOC118457131|XP_035774342.1|AALB
OG0007764	LOC117148566|XP_033171914.1|DMAU	LOC118457304|XP_035774687.1|AALB
OG0007765	LOC117148569|XP_033171918.1|DMAU	LOC118459063|XP_035777995.1|AALB
OG0007767	LOC117146319|XP_033168269.1|DMAU	LOC118464693|XP_035788111.1|AALB
OG0007768	LOC117147601|XP_033170442.1|DMAU	LOC118465585|XP_035789849.1|AALB
OG0007769	LOC117146431|XP_033168529.1|DMAU	LOC118457091|XP_035774272.1|AALB, LOC118459634|XP_035779108.1|AALB
OG0007770	LOC117151032|XP_033174137.1|DMAU	LOC118460429|XP_035780613.1|AALB
OG0007771	LOC117143651|XP_033164325.1|DMAU	LOC118462664|XP_035784453.1|AALB
OG0007772	LOC117146623|XP_033168846.1|DMAU	LOC118466974|XP_035792779.1|AALB
OG0007773	LOC117147160|XP_033169836.1|DMAU	LOC118460446|XP_035780651.1|AALB
OG0007774	LOC117141506|XP_033160885.1|DMAU	LOC118461277|XP_035782323.1|AALB, LOC118462616|XP_035784344.1|AALB
OG0007775	LOC117146791|XP_033169221.1|DMAU	LOC118464866|XP_035788481.1|AALB
OG0007776	LOC117148021|XP_033171082.1|DMAU	LOC118458526|XP_035777000.1|AALB
OG0007777	LOC117146762|XP_033169153.1|DMAU	LOC118468445|XP_035795112.1|AALB
OG0007778	LOC117147921|XP_033170931.1|DMAU	LOC118468395|XP_035795051.1|AALB
OG0007779	LOC117139671|XP_033158039.1|DMAU	LOC118465472|XP_035789664.1|AALB
OG0007780	LOC117148667|XP_033172073.1|DMAU	LOC118465513|XP_035789728.1|AALB
OG0007781	LOC117146843|XP_033169290.1|DMAU	LOC118459370|XP_035778564.1|AALB
OG0007782	LOC117146932|XP_033169468.1|DMAU	LOC118459432|XP_035778674.1|AALB
OG0007783	LOC117148050|XP_033171126.1|DMAU	LOC118458025|XP_035776024.1|AALB
OG0007784	LOC117142598|XP_033162568.1|DMAU	LOC118467381|XP_035793754.1|AALB
OG0007785	LOC117148798|XP_033172301.1|DMAU	LOC118460838|XP_035781413.1|AALB
OG0007786	LOC117150434|XP_033173206.1|DMAU	LOC118460134|XP_035780091.1|AALB
OG0007787	LOC117143319|XP_033163855.1|DMAU	LOC118457809|XP_035775556.1|AALB
OG0007788	LOC117142805|XP_033162904.1|DMAU	LOC118468319|XP_035794957.1|AALB
OG0007790	LOC117142399|XP_033162236.1|DMAU	LOC118460940|XP_035781597.1|AALB
OG0007792	LOC117148573|XP_033171928.1|DMAU	LOC118460537|XP_035780817.1|AALB
OG0007793	LOC117144609|XP_033165793.1|DMAU	LOC118460081|XP_035779988.1|AALB
OG0007794	LOC117146653|XP_033168879.1|DMAU	LOC118460665|XP_035781028.1|AALB
OG0007795	LOC117147415|XP_033170184.1|DMAU	LOC118458115|XP_035776182.1|AALB
OG0007796	LOC117142978|XP_033163221.1|DMAU	LOC118459039|XP_035777952.1|AALB
OG0007797	LOC117142293|XP_033162070.1|DMAU	LOC118457292|XP_035774647.1|AALB
OG0007798	LOC117142294|XP_033162071.1|DMAU	LOC118457294|XP_035774652.1|AALB
OG0007799	LOC117145134|XP_033166546.1|DMAU	LOC118457830|XP_035775598.1|AALB
OG0007800	LOC117145221|XP_033166685.1|DMAU	LOC118462038|XP_035783905.1|AALB
OG0007802	LOC117142445|XP_033162299.1|DMAU	LOC118461388|XP_035782542.1|AALB
OG0007803	LOC117145254|XP_033166728.1|DMAU	LOC118461597|XP_035782994.1|AALB
OG0007804	LOC117148816|XP_033172351.1|DMAU	LOC118460901|XP_035781537.1|AALB
OG0007805	LOC117147402|XP_033170165.1|DMAU	LOC118460908|XP_035781551.1|AALB
OG0007806	LOC117147401|XP_033170164.1|DMAU	LOC118460902|XP_035781538.1|AALB
OG0007808	LOC117145305|XP_033166789.1|DMAU	LOC118458041|XP_035776053.1|AALB
OG0007809	LOC117148502|XP_033171795.1|DMAU	LOC118469013|XP_035796347.1|AALB
OG0007810	LOC117150953|XP_033174017.1|DMAU	LOC118469010|XP_035796337.1|AALB
OG0007811	LOC117144815|XP_033166082.1|DMAU	LOC118462043|XP_035783913.1|AALB
OG0007812	LOC117148755|XP_033172239.1|DMAU	LOC118462039|XP_035783907.1|AALB
OG0007813	LOC117142314|XP_033162110.1|DMAU	LOC118456276|XP_035772782.1|AALB
OG0007814	LOC117148799|XP_033172302.1|DMAU	LOC118458318|XP_035776554.1|AALB
OG0007815	LOC117147771|XP_033170697.1|DMAU	LOC118460946|XP_035781607.1|AALB
OG0007816	LOC117139847|XP_033158385.1|DMAU	LOC118460456|XP_035780670.1|AALB
OG0007817	LOC117143022|XP_033163293.1|DMAU	LOC118460454|XP_035780667.1|AALB
OG0007818	LOC117143917|XP_033164723.1|DMAU	LOC118458467|XP_035776880.1|AALB
OG0007819	LOC117147574|XP_033170411.1|DMAU	LOC118460556|XP_035780846.1|AALB
OG0007820	LOC117143543|XP_033164170.1|DMAU	LOC118457057|XP_035774198.1|AALB
OG0007821	LOC117144568|XP_033165713.1|DMAU	LOC118458614|XP_035777184.1|AALB
OG0007822	LOC117144567|XP_033165712.1|DMAU	LOC118458612|XP_035777181.1|AALB
OG0007823	LOC117143968|XP_033164794.1|DMAU	LOC118466764|XP_035792381.1|AALB
OG0007824	LOC117145379|XP_033166900.1|DMAU	LOC118460811|XP_035781321.1|AALB
OG0007825	LOC117144911|XP_033166238.1|DMAU	LOC118459490|XP_035778801.1|AALB
OG0007827	LOC117148898|XP_033172498.1|DMAU	LOC118458129|XP_035776203.1|AALB
OG0007828	LOC117140926|XP_033160011.1|DMAU	LOC118464782|XP_035788305.1|AALB
OG0007829	LOC117143282|XP_033163751.1|DMAU	LOC118460206|XP_035780208.1|AALB
OG0007830	LOC117145510|XP_033167090.1|DMAU	LOC118456262|XP_035772756.1|AALB
OG0007831	LOC117148775|XP_033172262.1|DMAU	LOC118457754|XP_035775463.1|AALB
OG0007832	LOC117147702|XP_033170581.1|DMAU	LOC118459589|XP_035779010.1|AALB
OG0007833	LOC117147618|XP_033170467.1|DMAU	LOC118458802|XP_035777558.1|AALB
OG0007834	LOC117143207|XP_033163643.1|DMAU	LOC118461380|XP_035782526.1|AALB
OG0007835	LOC117142994|XP_033163239.1|DMAU	LOC118460479|XP_035780713.1|AALB
OG0007836	LOC117145089|XP_033166498.1|DMAU	LOC118461492|XP_035782767.1|AALB
OG0007837	LOC117143637|XP_033164306.1|DMAU	LOC118458405|XP_035776713.1|AALB
OG0007838	LOC117145189|XP_033166637.1|DMAU	LOC118456161|XP_035772577.1|AALB
OG0007839	LOC117146685|XP_033168949.1|DMAU	LOC118468927|XP_035796139.1|AALB
OG0007840	LOC117145193|XP_033166645.1|DMAU	LOC118458253|XP_035776435.1|AALB
OG0007841	LOC117144353|XP_033165360.1|DMAU	LOC118456926|XP_035773949.1|AALB
OG0007842	LOC117144471|XP_033165531.1|DMAU	LOC118461363|XP_035782494.1|AALB
OG0007843	LOC117144106|XP_033165015.1|DMAU	LOC118462070|XP_035783959.1|AALB
OG0007844	LOC117137899|XP_033155530.1|DMAU	LOC118458097|XP_035776158.1|AALB
OG0007845	LOC117145392|XP_033166919.1|DMAU	LOC118458107|XP_035776173.1|AALB
OG0007846	LOC117148931|XP_033172543.1|DMAU	LOC118468686|XP_035795693.1|AALB
OG0007847	LOC117144198|XP_033165138.1|DMAU	LOC118456589|XP_035773380.1|AALB
OG0007848	LOC117143993|XP_033164831.1|DMAU	LOC118457094|XP_035774275.1|AALB
OG0007849	LOC117145772|XP_033167440.1|DMAU	LOC118458993|XP_035777885.1|AALB
OG0007850	LOC117145771|XP_033167439.1|DMAU	LOC118458989|XP_035777881.1|AALB
OG0007852	LOC117145135|XP_033166547.1|DMAU	LOC118460383|XP_035780535.1|AALB
OG0007853	LOC117143882|XP_033164659.1|DMAU	LOC118458789|XP_035777523.1|AALB
OG0007854	LOC117142561|XP_033162502.1|DMAU	LOC118468568|XP_035795389.1|AALB
OG0007855	LOC117143859|XP_033164614.1|DMAU	LOC118459189|XP_035778239.1|AALB
OG0007856	LOC117143994|XP_033164832.1|DMAU	LOC118458697|XP_035777329.1|AALB
OG0007857	LOC117143560|XP_033164192.1|DMAU	LOC118461655|XP_035783126.1|AALB
OG0007858	LOC117150552|XP_033173390.1|DMAU	LOC118468313|XP_035794949.1|AALB
OG0007859	LOC117146955|XP_033169508.1|DMAU	LOC118459827|XP_035779482.1|AALB
OG0007860	LOC117146063|XP_033167893.1|DMAU	LOC118468563|XP_035795368.1|AALB
OG0007861	LOC117143868|XP_033164624.1|DMAU	LOC118457553|XP_035775113.1|AALB
OG0007863	LOC117143950|XP_033164779.1|DMAU	LOC118461677|XP_035783161.1|AALB, LOC118461678|XP_035783162.1|AALB
OG0007864	LOC117144147|XP_033165066.1|DMAU	LOC118456784|XP_035773753.1|AALB
OG0007865	LOC117139123|XP_033157161.1|DMAU	LOC118456718|XP_035773648.1|AALB
OG0007866	LOC117143307|XP_033163808.1|DMAU	LOC118459563|XP_035778955.1|AALB
OG0007867	LOC117143987|XP_033164819.1|DMAU	LOC118468312|XP_035794943.1|AALB
OG0007868	LOC117142273|XP_033162042.1|DMAU	LOC118458052|XP_035776069.1|AALB
OG0007869	LOC117148837|XP_033172382.1|DMAU	LOC118461292|XP_035782358.1|AALB
OG0007870	LOC117139965|XP_033158555.1|DMAU	LOC118463895|XP_035786718.1|AALB
OG0007871	LOC117147201|XP_033169900.1|DMAU	LOC118464868|XP_035788483.1|AALB
OG0007872	LOC117141259|XP_033160518.1|DMAU	LOC118464825|XP_035788388.1|AALB
OG0007874	LOC117147073|XP_033169725.1|DMAU	LOC118467049|XP_035792936.1|AALB
OG0007875	LOC117135608|XP_033151858.1|DMAU	LOC118462974|XP_035785036.1|AALB
OG0007876	LOC117148182|XP_033171343.1|DMAU	LOC118464856|XP_035788457.1|AALB
OG0007877	LOC117146857|XP_033169320.1|DMAU	LOC118466828|XP_035792516.1|AALB
OG0007878	LOC117137153|XP_033154354.1|DMAU	LOC118465410|XP_035789525.1|AALB
OG0007880	LOC117146934|XP_033169470.1|DMAU	LOC118463157|XP_035785433.1|AALB
OG0007881	LOC117141388|XP_033160693.1|DMAU	LOC118463702|XP_035786379.1|AALB
OG0007882	LOC117139407|XP_033157571.1|DMAU	LOC118466765|XP_035792379.1|AALB
OG0007883	LOC117139406|XP_033157565.1|DMAU	LOC118466763|XP_035792370.1|AALB
OG0007884	LOC117141091|XP_033160298.1|DMAU	LOC118466094|XP_035790900.1|AALB
OG0007885	LOC117135610|XP_033151863.1|DMAU	LOC118465529|XP_035789748.1|AALB
OG0007886	LOC117143462|XP_033164068.1|DMAU	LOC118467340|XP_035793608.1|AALB
OG0007887	LOC117139404|XP_033157563.1|DMAU	LOC118464467|XP_035787768.1|AALB
OG0007888	LOC117140139|XP_033158798.1|DMAU	LOC118467081|XP_035793013.1|AALB
OG0007889	LOC117141118|XP_033160330.1|DMAU	LOC118467091|XP_035793029.1|AALB
OG0007890	LOC117139176|XP_033157230.1|DMAU	LOC118463212|XP_035785547.1|AALB
OG0007891	LOC117145871|XP_033167584.1|DMAU	LOC118464090|XP_035787048.1|AALB
OG0007892	LOC117137263|XP_033154517.1|DMAU	LOC118462650|XP_035784396.1|AALB
OG0007893	LOC117136482|XP_033153309.1|DMAU	LOC118466284|XP_035791262.1|AALB
OG0007894	LOC117140912|XP_033159977.1|DMAU	LOC118463540|XP_035786052.1|AALB
OG0007895	LOC117141186|XP_033160415.1|DMAU	LOC118463539|XP_035786048.1|AALB
OG0007896	LOC117140625|XP_033159536.1|DMAU	LOC118466432|XP_035791622.1|AALB
OG0007897	LOC117140977|XP_033160116.1|DMAU	LOC118462885|XP_035784860.1|AALB
OG0007898	LOC117141369|XP_033160666.1|DMAU	LOC118467506|XP_035793951.1|AALB
OG0007899	LOC117140272|XP_033158988.1|DMAU	LOC118462687|XP_035784494.1|AALB
OG0007900	LOC117135762|XP_033152115.1|DMAU	LOC118463615|XP_035786201.1|AALB
OG0007901	LOC117140276|XP_033158995.1|DMAU	LOC118462909|XP_035784903.1|AALB
OG0007902	LOC117147348|XP_033170100.1|DMAU	LOC118468845|XP_035795982.1|AALB
OG0007903	LOC117139336|XP_033157474.1|DMAU	LOC118466224|XP_035791152.1|AALB
OG0007904	LOC117139806|XP_033158323.1|DMAU	LOC118466225|XP_035791153.1|AALB
OG0007905	LOC117148360|XP_033171611.1|DMAU	LOC118458716|XP_035777354.1|AALB
OG0007906	LOC117141148|XP_033160375.1|DMAU	LOC118464496|XP_035787817.1|AALB
OG0007907	LOC117140879|XP_033159912.1|DMAU	LOC118466275|XP_035791241.1|AALB
OG0007908	LOC117140880|XP_033159913.1|DMAU	LOC118466278|XP_035791248.1|AALB
OG0007909	LOC117146734|XP_033169071.1|DMAU	LOC118467371|XP_035793677.1|AALB
OG0007911	LOC117141070|XP_033160258.1|DMAU	LOC118464311|XP_035787495.1|AALB
OG0007912	LOC117141832|XP_033161378.1|DMAU	LOC118464314|XP_035787503.1|AALB
OG0007913	LOC117141071|XP_033160259.1|DMAU	LOC118464316|XP_035787505.1|AALB
OG0007914	LOC117139103|XP_033157128.1|DMAU	LOC118466442|XP_035791644.1|AALB
OG0007915	LOC117141268|XP_033160529.1|DMAU	LOC118466347|XP_035791371.1|AALB
OG0007916	LOC117140952|XP_033160107.1|DMAU	LOC118467368|XP_035793669.1|AALB
OG0007917	LOC117137817|XP_033155386.1|DMAU	LOC118466756|XP_035792349.1|AALB
OG0007918	LOC117135528|XP_033151682.1|DMAU	LOC118467804|XP_035794571.1|AALB
OG0007919	LOC117136632|XP_033153512.1|DMAU	LOC118466906|XP_035792663.1|AALB
OG0007920	LOC117137274|XP_033154533.1|DMAU	LOC118466912|XP_035792670.1|AALB
OG0007921	LOC117136773|XP_033153712.1|DMAU	LOC118464026|XP_035786975.1|AALB
OG0007922	LOC117144866|XP_033166161.1|DMAU	LOC118456930|XP_035773965.1|AALB
OG0007923	LOC117148790|XP_033172291.1|DMAU	LOC118465895|XP_035790439.1|AALB
OG0007924	LOC117137149|XP_033154347.1|DMAU	LOC118463576|XP_035786109.1|AALB
OG0007925	LOC117137809|XP_033155379.1|DMAU	LOC118464399|XP_035787646.1|AALB
OG0007926	LOC117137742|XP_033155216.1|DMAU	LOC118457558|XP_035775122.1|AALB
OG0007927	LOC117138250|XP_033156100.1|DMAU	LOC118458139|XP_035776223.1|AALB
OG0007928	LOC117135327|XP_033151416.1|DMAU	LOC118461869|XP_035783584.1|AALB
OG0007929	LOC117148749|XP_033172233.1|DMAU	LOC118457730|XP_035775415.1|AALB
OG0007930	LOC117138695|XP_033156846.1|DMAU	LOC118456901|XP_035773918.1|AALB
OG0007931	LOC117142624|XP_033162618.1|DMAU	LOC118457040|XP_035774175.1|AALB
OG0007932	LOC117148633|XP_033172025.1|DMAU	LOC118461846|XP_035783521.1|AALB
OG0007933	LOC117143922|XP_033164727.1|DMAU	LOC118456481|XP_035773188.1|AALB
OG0007934	LOC117143788|XP_033164520.1|DMAU	LOC118459157|XP_035778138.1|AALB
OG0007935	LOC117135259|XP_033151295.1|DMAU	LOC118468679|XP_035795683.1|AALB
OG0007936	LOC117137060|XP_033154168.1|DMAU	LOC118457675|XP_035775325.1|AALB
OG0007937	LOC117141808|XP_033161355.1|DMAU	LOC118457175|XP_035774400.1|AALB
OG0007938	LOC117136762|XP_033153693.1|DMAU	LOC118456682|XP_035773555.1|AALB
OG0007939	LOC117135457|XP_033151538.1|DMAU	LOC118457851|XP_035775631.1|AALB
OG0007940	LOC117139028|XP_033157053.1|DMAU	LOC118457384|XP_035774811.1|AALB
OG0007941	LOC117135882|XP_033152319.1|DMAU	LOC118458354|XP_035776598.1|AALB
OG0007942	LOC117148461|XP_033171724.1|DMAU	LOC118468922|XP_035796125.1|AALB
OG0007944	LOC117141826|XP_033161370.1|DMAU	LOC118459768|XP_035779356.1|AALB
OG0007945	LOC117146080|XP_033167964.1|DMAU	LOC118456855|XP_035773848.1|AALB
OG0007946	LOC117135576|XP_033151792.1|DMAU	LOC118456965|XP_035774048.1|AALB
OG0007947	LOC117148476|XP_033171745.1|DMAU	LOC118468737|XP_035795781.1|AALB
OG0007948	LOC117136630|XP_033153513.1|DMAU	LOC118456159|XP_035772575.1|AALB
OG0007949	LOC117147143|XP_033169813.1|DMAU	LOC118457326|XP_035774712.1|AALB
OG0007950	LOC117144054|XP_033164923.1|DMAU	LOC118461542|XP_035782881.1|AALB
OG0007951	LOC117150752|XP_033173678.1|DMAU	LOC118461544|XP_035782885.1|AALB
OG0007952	LOC117137579|XP_033154979.1|DMAU	LOC118461545|XP_035782887.1|AALB
OG0007953	LOC117141335|XP_033160633.1|DMAU	LOC118461872|XP_035783597.1|AALB
OG0007954	LOC117150309|XP_033173026.1|DMAU	LOC118457935|XP_035775840.1|AALB
OG0007955	LOC117148654|XP_033172058.1|DMAU	LOC118468538|XP_035795314.1|AALB
OG0007956	LOC117140685|XP_033159636.1|DMAU	LOC118458010|XP_035776000.1|AALB
OG0007957	LOC117148562|XP_033171911.1|DMAU	LOC118457870|XP_035775677.1|AALB
OG0007958	LOC117146810|XP_033169245.1|DMAU	LOC118456970|XP_035774057.1|AALB
OG0007959	LOC117147091|XP_033169751.1|DMAU	LOC118456499|XP_035773221.1|AALB
OG0007960	LOC117151041|XP_033174146.1|DMAU	LOC118467157|XP_035793194.1|AALB
OG0007961	LOC117144369|XP_033165383.1|DMAU	LOC118458304|XP_035776527.1|AALB
OG0007962	LOC117147029|XP_033169613.1|DMAU	LOC118456180|XP_035772624.1|AALB
OG0007963	LOC117140746|XP_033159722.1|DMAU	LOC118459218|XP_035778294.1|AALB
OG0007964	LOC117135333|XP_033151425.1|DMAU	LOC118468474|XP_035795185.1|AALB
OG0007965	LOC117150856|XP_033173846.1|DMAU	LOC118458825|XP_035777602.1|AALB
OG0007966	LOC117151070|XP_033174203.1|DMAU	LOC118456909|XP_035773928.1|AALB
OG0007967	LOC117142535|XP_033162476.1|DMAU	LOC118461739|XP_035783330.1|AALB
OG0007968	LOC117150946|XP_033174005.1|DMAU	LOC118457601|XP_035775195.1|AALB
OG0007969	LOC117135225|XP_033151232.1|DMAU	LOC118460525|XP_035780797.1|AALB
OG0007970	LOC117135547|XP_033151731.1|DMAU	LOC118461429|XP_035782630.1|AALB
OG0007971	LOC117146607|XP_033168824.1|DMAU	LOC118460671|XP_035781040.1|AALB
OG0007972	LOC117136353|XP_033153110.1|DMAU	LOC118459090|XP_035778048.1|AALB
OG0007973	LOC117150399|XP_033173154.1|DMAU	LOC118466959|XP_035792757.1|AALB
OG0007974	LOC117146688|XP_033168953.1|DMAU	LOC118458899|XP_035777751.1|AALB
OG0007975	LOC117142482|XP_033162397.1|DMAU	LOC118457981|XP_035775926.1|AALB
OG0007976	LOC117147599|XP_033170440.1|DMAU	LOC118456808|XP_035773791.1|AALB
OG0007977	LOC117150617|XP_033173481.1|DMAU	LOC118462051|XP_035783927.1|AALB
OG0007978	LOC117139097|XP_033157119.1|DMAU	LOC118462054|XP_035783933.1|AALB
OG0007979	LOC117140544|XP_033159430.1|DMAU	LOC118458007|XP_035775985.1|AALB
OG0007980	LOC117140119|XP_033158777.1|DMAU	LOC118458677|XP_035777282.1|AALB
OG0007981	LOC117148777|XP_033172265.1|DMAU	LOC118458678|XP_035777283.1|AALB
OG0007982	LOC117149781|XP_033172717.1|DMAU	LOC118458672|XP_035777275.1|AALB
OG0007983	LOC117146696|XP_033168981.1|DMAU	LOC118458717|XP_035777355.1|AALB
OG0007984	LOC117144579|XP_033165733.1|DMAU	LOC118460979|XP_035781686.1|AALB
OG0007985	LOC117136639|XP_033153521.1|DMAU	LOC118457538|XP_035775084.1|AALB
OG0007986	LOC117135182|XP_033151139.1|DMAU	LOC118458272|XP_035776480.1|AALB
OG0007987	LOC117136050|XP_033152589.1|DMAU	LOC118461191|XP_035782116.1|AALB
OG0007988	LOC117150535|XP_033173350.1|DMAU	LOC118458419|XP_035776754.1|AALB
OG0007989	LOC117146689|XP_033168958.1|DMAU	LOC118461217|XP_035782175.1|AALB
OG0007990	LOC117151039|XP_033174143.1|DMAU	LOC118461962|XP_035783762.1|AALB
OG0007992	LOC117150969|XP_033174041.1|DMAU	LOC118459282|XP_035778421.1|AALB
OG0007993	LOC117146076|XP_033167911.1|DMAU	LOC118457939|XP_035775849.1|AALB
OG0007994	LOC117135269|XP_033151321.1|DMAU	LOC118456375|XP_035772952.1|AALB
OG0007996	LOC117148029|XP_033171091.1|DMAU	LOC118461403|XP_035782569.1|AALB
OG0007997	LOC117140827|XP_033159825.1|DMAU	LOC118460530|XP_035780804.1|AALB
OG0007998	LOC117141117|XP_033160332.1|DMAU	LOC118460513|XP_035780772.1|AALB
OG0007999	LOC117149517|XP_033172680.1|DMAU	LOC118467696|XP_035794374.1|AALB
OG0008000	LOC117136516|XP_033153355.1|DMAU	LOC118467728|XP_035794429.1|AALB
OG0008001	LOC117135130|XP_033151077.1|DMAU	LOC118456169|XP_035772606.1|AALB
OG0008002	LOC117145927|XP_033167686.1|DMAU	LOC118462013|XP_035783852.1|AALB
OG0008003	LOC117135157|XP_033151112.1|DMAU	LOC118456446|XP_035773102.1|AALB
OG0008004	LOC117147705|XP_033170585.1|DMAU	LOC118462022|XP_035783875.1|AALB
OG0008005	LOC117148588|XP_033171951.1|DMAU	LOC118462021|XP_035783873.1|AALB
OG0008006	LOC117147538|XP_033170363.1|DMAU	LOC118456649|XP_035773480.1|AALB
OG0008007	LOC117147462|XP_033170244.1|DMAU	LOC118456415|XP_035773024.1|AALB
OG0008008	LOC117140306|XP_033159042.1|DMAU	LOC118460398|XP_035780569.1|AALB
OG0008010	LOC117147623|XP_033170472.1|DMAU	LOC118461420|XP_035782610.1|AALB
OG0008011	LOC117136020|XP_033152528.1|DMAU	LOC118456714|XP_035773643.1|AALB
OG0008012	LOC117136902|XP_033153909.1|DMAU	LOC118456711|XP_035773639.1|AALB
OG0008013	LOC117137336|XP_033154617.1|DMAU	LOC118459895|XP_035779603.1|AALB
OG0008014	LOC117143789|XP_033164521.1|DMAU	LOC118461281|XP_035782327.1|AALB
OG0008015	LOC117140401|XP_033159162.1|DMAU	LOC118468841|XP_035795976.1|AALB
OG0008016	LOC117140403|XP_033159165.1|DMAU	LOC118468847|XP_035795983.1|AALB
OG0008017	LOC117147563|XP_033170397.1|DMAU	LOC118457565|XP_035775131.1|AALB
OG0008018	LOC117146419|XP_033168512.1|DMAU	LOC118459846|XP_035779507.1|AALB
OG0008019	LOC117147642|XP_033170501.1|DMAU	LOC118456304|XP_035772835.1|AALB
OG0008020	LOC117143954|XP_033164780.1|DMAU	LOC118456940|XP_035773989.1|AALB
OG0008021	LOC117148075|XP_033171174.1|DMAU	LOC118458760|XP_035777446.1|AALB
OG0008022	LOC117143228|XP_033163668.1|DMAU	LOC118459155|XP_035778135.1|AALB
OG0008023	LOC117148548|XP_033171872.1|DMAU	LOC118456633|XP_035773453.1|AALB
OG0008024	LOC117148549|XP_033171873.1|DMAU	LOC118456640|XP_035773468.1|AALB
OG0008025	LOC117146420|XP_033168514.1|DMAU	LOC118461223|XP_035782201.1|AALB
