Orthogroup	DMAU.longest_only	HILL.longest_only
OG0008046	LOC117142634|XP_033162629.1|DMAU	LOC119658779|XP_037922405.1|HILL
OG0008047	LOC117143063|XP_033163411.1|DMAU	LOC119658630|XP_037922070.1|HILL
OG0008048	LOC117142633|XP_033162628.1|DMAU	LOC119658778|XP_037922404.1|HILL
OG0008049	LOC117143062|XP_033163410.1|DMAU	LOC119658628|XP_037922066.1|HILL
OG0008050	LOC117143100|XP_033163472.1|DMAU	LOC119659059|XP_037922896.1|HILL
OG0008051	LOC117143078|XP_033163439.1|DMAU	LOC119660140|XP_037924466.1|HILL
OG0008052	LOC117142660|XP_033162679.1|DMAU	LOC119658904|XP_037922638.1|HILL
OG0008053	LOC117141679|XP_033161166.1|DMAU	LOC119655780|XP_037917792.1|HILL
OG0008054	LOC117147708|XP_033170589.1|DMAU	LOC119654654|XP_037916070.1|HILL
OG0008055	LOC117147651|XP_033170516.1|DMAU	LOC119660797|XP_037925546.1|HILL
OG0008056	LOC117148049|XP_033171125.1|DMAU	LOC119658715|XP_037922262.1|HILL
OG0008058	LOC117145970|XP_033167762.1|DMAU	LOC119659911|XP_037924163.1|HILL
OG0008060	LOC117143217|XP_033163657.1|DMAU	LOC119659045|XP_037922880.1|HILL
OG0008061	LOC117146413|XP_033168504.1|DMAU	LOC119656005|XP_037918175.1|HILL
OG0008062	LOC117147659|XP_033170527.1|DMAU	LOC119653667|XP_037914427.1|HILL
OG0008063	LOC117144841|XP_033166128.1|DMAU	LOC119658663|XP_037922145.1|HILL
OG0008064	LOC117147984|XP_033171026.1|DMAU	LOC119653880|XP_037914925.1|HILL
OG0008066	LOC117148726|XP_033172169.1|DMAU	LOC119658793|XP_037922433.1|HILL
OG0008067	LOC117146527|XP_033168686.1|DMAU	LOC119653714|XP_037914523.1|HILL
OG0008068	LOC117148219|XP_033171400.1|DMAU	LOC119653696|XP_037914497.1|HILL
OG0008069	LOC117143576|XP_033164211.1|DMAU	LOC119660342|XP_037924756.1|HILL
OG0008070	LOC117142636|XP_033162632.1|DMAU	LOC119659365|XP_037923348.1|HILL
OG0008071	LOC117147145|XP_033169814.1|DMAU	LOC119654615|XP_037916017.1|HILL
OG0008072	LOC117146652|XP_033168878.1|DMAU	LOC119646187|XP_037902498.1|HILL
OG0008073	LOC117148863|XP_033172423.1|DMAU	LOC119655502|XP_037917332.1|HILL
OG0008074	LOC117148864|XP_033172426.1|DMAU	LOC119656050|XP_037918243.1|HILL
OG0008075	LOC117136993|XP_033154060.1|DMAU	LOC119654147|XP_037915238.1|HILL
OG0008076	LOC117148678|XP_033172107.1|DMAU	LOC119653727|XP_037914563.1|HILL
OG0008077	LOC117145159|XP_033166597.1|DMAU	LOC119656704|XP_037919141.1|HILL
OG0008078	LOC117147061|XP_033169709.1|DMAU	LOC119656157|XP_037918421.1|HILL
OG0008079	LOC117148481|XP_033171748.1|DMAU	LOC119655684|XP_037917613.1|HILL
OG0008080	LOC117148682|XP_033172113.1|DMAU	LOC119655787|XP_037917806.1|HILL
OG0008081	LOC117148160|XP_033171285.1|DMAU	LOC119661280|XP_037926484.1|HILL
OG0008082	LOC117144941|XP_033166286.1|DMAU	LOC119659634|XP_037923761.1|HILL
OG0008083	LOC117145763|XP_033167420.1|DMAU	LOC119659775|XP_037923965.1|HILL
OG0008084	LOC117145277|XP_033166756.1|DMAU	LOC119657512|XP_037920379.1|HILL
OG0008085	LOC117143820|XP_033164556.1|DMAU	LOC119660549|XP_037925117.1|HILL
OG0008086	LOC117145760|XP_033167415.1|DMAU	LOC119659139|XP_037922997.1|HILL
OG0008087	LOC117147451|XP_033170224.1|DMAU	LOC119648155|XP_037905654.1|HILL
OG0008088	LOC117146825|XP_033169269.1|DMAU	LOC119648023|XP_037905366.1|HILL
OG0008089	LOC117141930|XP_033161559.1|DMAU	LOC119648247|XP_037905814.1|HILL
OG0008090	LOC117146484|XP_033168615.1|DMAU	LOC119651986|XP_037911829.1|HILL
OG0008091	LOC117145950|XP_033167724.1|DMAU	LOC119658943|XP_037922735.1|HILL
OG0008093	LOC117146930|XP_033169465.1|DMAU	LOC119647098|XP_037903797.1|HILL
OG0008094	LOC117140167|XP_033158868.1|DMAU	LOC119660317|XP_037924720.1|HILL
OG0008095	LOC117143246|XP_033163698.1|DMAU	LOC119660150|XP_037924478.1|HILL
OG0008096	LOC117148474|XP_033171740.1|DMAU	LOC119655115|XP_037916765.1|HILL
OG0008097	LOC117148754|XP_033172236.1|DMAU	LOC119652562|XP_037912698.1|HILL
OG0008098	LOC117140770|XP_033159743.1|DMAU	LOC119649386|XP_037907434.1|HILL
OG0008100	LOC117143142|XP_033163527.1|DMAU	LOC119658786|XP_037922421.1|HILL
OG0008101	LOC117146785|XP_033169210.1|DMAU	LOC119660876|XP_037925714.1|HILL
OG0008102	LOC117143182|XP_033163591.1|DMAU	LOC119658913|XP_037922657.1|HILL
OG0008103	LOC117148063|XP_033171145.1|DMAU	LOC119656985|XP_037919648.1|HILL
OG0008104	LOC117141108|XP_033160320.1|DMAU	LOC119650376|XP_037909041.1|HILL
OG0008105	LOC117142526|XP_033162462.1|DMAU	LOC119651399|XP_037910914.1|HILL
OG0008106	LOC117140550|XP_033159436.1|DMAU	LOC119660566|XP_037925140.1|HILL
OG0008107	LOC117145253|XP_033166726.1|DMAU	LOC119659291|XP_037923231.1|HILL
OG0008108	LOC117147707|XP_033170587.1|DMAU	LOC119655216|XP_037916920.1|HILL
OG0008109	LOC117147468|XP_033170249.1|DMAU	LOC119653886|XP_037914934.1|HILL
OG0008110	LOC117147181|XP_033169873.1|DMAU	LOC119649349|XP_037907387.1|HILL
OG0008111	LOC117148660|XP_033172064.1|DMAU	LOC119655879|XP_037917942.1|HILL
OG0008112	LOC117146725|XP_033169053.1|DMAU	LOC119653523|XP_037914118.1|HILL
OG0008113	LOC117147908|XP_033170908.1|DMAU	LOC119653524|XP_037914122.1|HILL
OG0008114	LOC117147907|XP_033170907.1|DMAU	LOC119655757|XP_037917741.1|HILL
OG0008115	LOC117148561|XP_033171895.1|DMAU	LOC119653564|XP_037914205.1|HILL
OG0008116	LOC117146547|XP_033168734.1|DMAU	LOC119653408|XP_037913901.1|HILL
OG0008117	LOC117148011|XP_033171062.1|DMAU	LOC119653664|XP_037914423.1|HILL
OG0008118	LOC117148664|XP_033172068.1|DMAU	LOC119655059|XP_037916677.1|HILL
OG0008119	LOC117148269|XP_033171474.1|DMAU	LOC119656267|XP_037918618.1|HILL
OG0008120	LOC117146632|XP_033168855.1|DMAU	LOC119653739|XP_037914590.1|HILL
OG0008121	LOC117136157|XP_033152771.1|DMAU	LOC119655517|XP_037917355.1|HILL
OG0008122	LOC117148505|XP_033171799.1|DMAU	LOC119656036|XP_037918231.1|HILL
OG0008123	LOC117147616|XP_033170464.1|DMAU	LOC119655214|XP_037916918.1|HILL
OG0008124	LOC117147039|XP_033169658.1|DMAU	LOC119656242|XP_037918586.1|HILL
OG0008126	LOC117148212|XP_033171392.1|DMAU	LOC119653749|XP_037914606.1|HILL
OG0008128	LOC117148714|XP_033172154.1|DMAU	LOC119653620|XP_037914321.1|HILL
OG0008129	LOC117148641|XP_033172032.1|DMAU	LOC119653592|XP_037914269.1|HILL
OG0008130	LOC117147523|XP_033170331.1|DMAU	LOC119653593|XP_037914270.1|HILL
OG0008131	LOC117147847|XP_033170812.1|DMAU	LOC119655177|XP_037916857.1|HILL
OG0008132	LOC117145444|XP_033166994.1|DMAU	LOC119660508|XP_037925033.1|HILL
OG0008133	LOC117148127|XP_033171242.1|DMAU	LOC119653712|XP_037914521.1|HILL
OG0008134	LOC117147023|XP_033169603.1|DMAU	LOC119655928|XP_037918029.1|HILL
OG0008135	LOC117142844|XP_033162968.1|DMAU	LOC119659663|XP_037923803.1|HILL
OG0008136	LOC117150277|XP_033172979.1|DMAU	LOC119653701|XP_037914503.1|HILL
OG0008137	LOC117148378|XP_033171626.1|DMAU	LOC119653446|XP_037913969.1|HILL
OG0008138	LOC117140606|XP_033159507.1|DMAU	LOC119656075|XP_037918284.1|HILL
OG0008139	LOC117137133|XP_033154323.1|DMAU	LOC119654404|XP_037915716.1|HILL
OG0008140	LOC117147458|XP_033170239.1|DMAU	LOC119655513|XP_037917348.1|HILL
OG0008141	LOC117146948|XP_033169494.1|DMAU	LOC119656033|XP_037918227.1|HILL
OG0008142	LOC117147977|XP_033171018.1|DMAU	LOC119655426|XP_037917245.1|HILL
OG0008143	LOC117148537|XP_033171852.1|DMAU	LOC119653905|XP_037914969.1|HILL
OG0008144	LOC117138503|XP_033156526.1|DMAU	LOC119655468|XP_037917298.1|HILL
OG0008145	LOC117147075|XP_033169726.1|DMAU	LOC119654221|XP_037915365.1|HILL
OG0008146	LOC117146973|XP_033169533.1|DMAU	LOC119654319|XP_037915573.1|HILL
OG0008147	LOC117146964|XP_033169520.1|DMAU	LOC119653496|XP_037914058.1|HILL
OG0008148	LOC117148786|XP_033172288.1|DMAU	LOC119661496|XP_037926788.1|HILL
OG0008149	LOC117147245|XP_033169954.1|DMAU	LOC119655401|XP_037917211.1|HILL
OG0008150	LOC117147307|XP_033170046.1|DMAU	LOC119654923|XP_037916501.1|HILL
OG0008151	LOC117148628|XP_033172012.1|DMAU	LOC119655729|XP_037917695.1|HILL
OG0008152	LOC117148704|XP_033172137.1|DMAU	LOC119653903|XP_037914968.1|HILL
OG0008153	LOC117136312|XP_033153051.1|DMAU	LOC119646770|XP_037903280.1|HILL
OG0008154	LOC117141812|XP_033161356.1|DMAU	LOC119649175|XP_037907131.1|HILL
OG0008155	LOC117139686|XP_033158063.1|DMAU	LOC119648979|XP_037906829.1|HILL
OG0008156	LOC117146075|XP_033167910.1|DMAU	LOC119653185|XP_037913667.1|HILL
OG0008157	LOC117144684|XP_033165898.1|DMAU	LOC119653871|XP_037914907.1|HILL
OG0008158	LOC117147239|XP_033169944.1|DMAU	LOC119655594|XP_037917477.1|HILL
OG0008159	LOC117141737|XP_033161248.1|DMAU	LOC119648759|XP_037906513.1|HILL
OG0008160	LOC117135436|XP_033151493.1|DMAU	LOC119653418|XP_037913920.1|HILL
OG0008161	LOC117140122|XP_033158776.1|DMAU	LOC119653614|XP_037914309.1|HILL
OG0008162	LOC117148113|XP_033171223.1|DMAU	LOC119657168|XP_037919881.1|HILL
OG0008163	LOC117141879|XP_033161459.1|DMAU	LOC119648366|XP_037906020.1|HILL
OG0008164	LOC117148263|XP_033171460.1|DMAU	LOC119654819|XP_037916307.1|HILL
OG0008165	LOC117147477|XP_033170264.1|DMAU	LOC119656159|XP_037918425.1|HILL
OG0008166	LOC117146771|XP_033169180.1|DMAU	LOC119656160|XP_037918427.1|HILL
OG0008167	LOC117147448|XP_033170222.1|DMAU	LOC119655235|XP_037916946.1|HILL
OG0008168	LOC117147654|XP_033170520.1|DMAU	LOC119656205|XP_037918524.1|HILL
OG0008169	LOC117146357|XP_033168399.1|DMAU	LOC119656206|XP_037918525.1|HILL
OG0008170	LOC117137154|XP_033154355.1|DMAU	LOC119656032|XP_037918225.1|HILL
OG0008171	LOC117148795|XP_033172299.1|DMAU	LOC119660725|XP_037925307.1|HILL
OG0008172	LOC117144327|XP_033165331.1|DMAU	LOC119654523|XP_037915892.1|HILL
OG0008173	LOC117137797|XP_033155363.1|DMAU	LOC119658417|XP_037921740.1|HILL
OG0008174	LOC117136076|XP_033152620.1|DMAU	LOC119653767|XP_037914686.1|HILL
OG0008175	LOC117147822|XP_033170768.1|DMAU	LOC119654277|XP_037915485.1|HILL
OG0008176	LOC117148475|XP_033171741.1|DMAU	LOC119659367|XP_037923354.1|HILL
OG0008177	LOC117148934|XP_033172550.1|DMAU	LOC119653423|XP_037913928.1|HILL
OG0008178	LOC117147373|XP_033170133.1|DMAU	LOC119656046|XP_037918240.1|HILL
OG0008179	LOC117147661|XP_033170528.1|DMAU	LOC119654837|XP_037916339.1|HILL
OG0008180	LOC117146464|XP_033168589.1|DMAU	LOC119655519|XP_037917357.1|HILL
OG0008181	LOC117146473|XP_033168602.1|DMAU	LOC119653718|XP_037914538.1|HILL
OG0008182	LOC117137403|XP_033154717.1|DMAU	LOC119654700|XP_037916142.1|HILL
OG0008183	LOC117138465|XP_033156482.1|DMAU	LOC119654478|XP_037915825.1|HILL
OG0008185	LOC117143248|XP_033163700.1|DMAU	LOC119653444|XP_037913964.1|HILL
OG0008186	LOC117136192|XP_033152829.1|DMAU	LOC119655698|XP_037917640.1|HILL
OG0008187	LOC117136197|XP_033152834.1|DMAU	LOC119656056|XP_037918257.1|HILL
OG0008188	LOC117142770|XP_033162851.1|DMAU	LOC119647910|XP_037905157.1|HILL
OG0008189	LOC117150654|XP_033173531.1|DMAU	LOC119655618|XP_037917516.1|HILL
OG0008190	LOC117141293|XP_033160563.1|DMAU	LOC119648049|XP_037905439.1|HILL
OG0008191	LOC117146421|XP_033168515.1|DMAU	LOC119653624|XP_037914325.1|HILL
OG0008192	LOC117148268|XP_033171472.1|DMAU	LOC119655410|XP_037917222.1|HILL
OG0008193	LOC117148199|XP_033171371.1|DMAU	LOC119657609|XP_037920536.1|HILL
OG0008194	LOC117143661|XP_033164336.1|DMAU	LOC119655480|XP_037917308.1|HILL
OG0008195	LOC117137531|XP_033154908.1|DMAU	LOC119654849|XP_037916357.1|HILL
OG0008196	LOC117136523|XP_033153359.1|DMAU	LOC119655919|XP_037918013.1|HILL
OG0008197	LOC117140387|XP_033159145.1|DMAU	LOC119650063|XP_037908484.1|HILL
OG0008198	LOC117146351|XP_033168393.1|DMAU	LOC119653882|XP_037914926.1|HILL
OG0008199	LOC117147823|XP_033170770.1|DMAU	LOC119647567|XP_037904491.1|HILL
OG0008200	LOC117136511|XP_033153346.1|DMAU	LOC119655992|XP_037918157.1|HILL
OG0008201	LOC117139685|XP_033158062.1|DMAU	LOC119648130|XP_037905595.1|HILL
OG0008202	LOC117139128|XP_033157167.1|DMAU	LOC119648084|XP_037905501.1|HILL
OG0008203	LOC117142123|XP_033161910.1|DMAU	LOC119649923|XP_037908254.1|HILL
OG0008204	LOC117148191|XP_033171352.1|DMAU	LOC119654817|XP_037916305.1|HILL
OG0008205	LOC117146614|XP_033168833.1|DMAU	LOC119649927|XP_037908274.1|HILL
OG0008206	LOC117139084|XP_033157091.1|DMAU	LOC119648659|XP_037906366.1|HILL
OG0008207	LOC117141230|XP_033160481.1|DMAU	LOC119650250|XP_037908768.1|HILL
OG0008208	LOC117137586|XP_033154983.1|DMAU	LOC119654714|XP_037916160.1|HILL
OG0008209	LOC117140257|XP_033158954.1|DMAU	LOC119656018|XP_037918198.1|HILL
OG0008211	LOC117135474|XP_033151584.1|DMAU	LOC119654519|XP_037915887.1|HILL
OG0008212	LOC117140225|XP_033158914.1|DMAU	LOC119649009|XP_037906887.1|HILL
OG0008213	LOC117148883|XP_033172474.1|DMAU	LOC119655816|XP_037917848.1|HILL
OG0008214	LOC117142110|XP_033161887.1|DMAU	LOC119654638|XP_037916041.1|HILL
OG0008215	LOC117148116|XP_033171227.1|DMAU	LOC119656107|XP_037918350.1|HILL
OG0008216	LOC117141941|XP_033161583.1|DMAU	LOC119655941|XP_037918056.1|HILL
OG0008217	LOC117148821|XP_033172359.1|DMAU	LOC119654955|XP_037916540.1|HILL
OG0008218	LOC117138254|XP_033156106.1|DMAU	LOC119655409|XP_037917220.1|HILL
OG0008219	LOC117148807|XP_033172342.1|DMAU	LOC119655043|XP_037916652.1|HILL
OG0008220	LOC117146768|XP_033169173.1|DMAU	LOC119653679|XP_037914451.1|HILL
OG0008221	LOC117150720|XP_033173628.1|DMAU	LOC119648657|XP_037906365.1|HILL
OG0008222	LOC117139172|XP_033157224.1|DMAU	LOC119647623|XP_037904595.1|HILL
OG0008223	LOC117141788|XP_033161313.1|DMAU	LOC119650419|XP_037909151.1|HILL
OG0008224	LOC117138960|XP_033156891.1|DMAU	LOC119650046|XP_037908457.1|HILL
OG0008225	LOC117146998|XP_033169568.1|DMAU	LOC119653817|XP_037914777.1|HILL
OG0008226	LOC117148207|XP_033171383.1|DMAU	LOC119657870|XP_037920924.1|HILL
OG0008227	LOC117145687|XP_033167320.1|DMAU	LOC119652848|XP_037913128.1|HILL
OG0008228	LOC117145619|XP_033167226.1|DMAU	LOC119650921|XP_037910074.1|HILL
OG0008229	LOC117142229|XP_033161971.1|DMAU	LOC119659771|XP_037923960.1|HILL
OG0008230	LOC117142879|XP_033163041.1|DMAU	LOC119659529|XP_037923594.1|HILL
OG0008232	LOC117141833|XP_033161379.1|DMAU	LOC119648618|XP_037906318.1|HILL
OG0008233	LOC117140234|XP_033158928.1|DMAU	LOC119650930|XP_037910084.1|HILL
OG0008234	LOC117137191|XP_033154407.1|DMAU	LOC119647131|XP_037903849.1|HILL
OG0008235	LOC117146380|XP_033168432.1|DMAU	LOC119646452|XP_037902830.1|HILL
OG0008236	LOC117137176|XP_033154381.1|DMAU	LOC119654405|XP_037915717.1|HILL
OG0008237	LOC117136788|XP_033153735.1|DMAU	LOC119659374|XP_037923358.1|HILL
OG0008239	LOC117141054|XP_033160231.1|DMAU	LOC119647458|XP_037904318.1|HILL
OG0008240	LOC117136832|XP_033153802.1|DMAU	LOC119646168|XP_037902475.1|HILL
OG0008243	LOC117135770|XP_033152127.1|DMAU	LOC119648025|XP_037905371.1|HILL
OG0008244	LOC117144300|XP_033165297.1|DMAU	LOC119657479|XP_037920327.1|HILL
OG0008246	LOC117136451|XP_033153261.1|DMAU	LOC119649123|XP_037907056.1|HILL, LOC119656015|XP_037918193.1|HILL
OG0008248	LOC117143547|XP_033164178.1|DMAU	LOC119651615|XP_037911197.1|HILL
OG0008250	LOC117138020|XP_033155718.1|DMAU	LOC119658209|XP_037921403.1|HILL
OG0008254	LOC117139919|XP_033158492.1|DMAU	LOC119648698|XP_037906433.1|HILL
OG0008255	LOC117141701|XP_033161203.1|DMAU	LOC119658673|XP_037922163.1|HILL
OG0008266	LOC117145437|XP_033166983.1|DMAU	LOC119659659|XP_037923797.1|HILL
OG0008267	LOC117143256|XP_033163712.1|DMAU	LOC119650768|XP_037909798.1|HILL
OG0008268	LOC117136454|XP_033153273.1|DMAU	LOC119657907|XP_037921002.1|HILL
OG0008271	LOC117141461|XP_033160808.1|DMAU	LOC119656884|XP_037919481.1|HILL
OG0008272	LOC117148949|XP_033172580.1|DMAU	LOC119657131|XP_037919829.1|HILL
OG0008273	LOC117143013|XP_033163271.1|DMAU	LOC119660532|XP_037925088.1|HILL
OG0008274	LOC117146995|XP_033169563.1|DMAU	LOC119647857|XP_037905053.1|HILL, LOC119657860|XP_037920914.1|HILL
OG0008275	LOC117147298|XP_033170036.1|DMAU	LOC119654348|XP_037915618.1|HILL
OG0008276	LOC117147155|XP_033169829.1|DMAU	LOC119656605|XP_037918967.1|HILL
OG0008277	LOC117146815|XP_033169255.1|DMAU	LOC119657813|XP_037920851.1|HILL
OG0008278	LOC117151040|XP_033174144.1|DMAU	LOC119657315|XP_037920101.1|HILL
OG0008279	LOC117147688|XP_033170563.1|DMAU	LOC119657968|XP_037921105.1|HILL
OG0008280	LOC117148531|XP_033171836.1|DMAU	LOC119656800|XP_037919338.1|HILL
OG0008281	LOC117147799|XP_033170739.1|DMAU	LOC119656789|XP_037919317.1|HILL
OG0008282	LOC117147286|XP_033170021.1|DMAU	LOC119653480|XP_037914039.1|HILL
OG0008283	LOC117147717|XP_033170608.1|DMAU	LOC119661755|XP_037927152.1|HILL
OG0008284	LOC117146340|XP_033168360.1|DMAU	LOC119660741|XP_037925372.1|HILL, LOC119660740|XP_037925368.1|HILL
OG0008285	LOC117147176|XP_033169863.1|DMAU	LOC119657392|XP_037920206.1|HILL
OG0008286	LOC117146898|XP_033169395.1|DMAU	LOC119656966|XP_037919613.1|HILL
OG0008287	LOC117146577|XP_033168777.1|DMAU	LOC119657837|XP_037920886.1|HILL
OG0008288	LOC117142394|XP_033162232.1|DMAU	LOC119651970|XP_037911791.1|HILL
OG0008290	LOC117146871|XP_033169352.1|DMAU	LOC119656975|XP_037919637.1|HILL
OG0008291	LOC117146365|XP_033168407.1|DMAU	LOC119658297|XP_037921523.1|HILL
OG0008292	LOC117146993|XP_033169560.1|DMAU	LOC119656854|XP_037919434.1|HILL
OG0008293	LOC117142798|XP_033162895.1|DMAU	LOC119657480|XP_037920328.1|HILL
OG0008294	LOC117142821|XP_033162931.1|DMAU	LOC119650805|XP_037909872.1|HILL
OG0008295	LOC117146794|XP_033169225.1|DMAU	LOC119657054|XP_037919735.1|HILL
OG0008296	LOC117147007|XP_033169580.1|DMAU	LOC119660813|XP_037925582.1|HILL
OG0008297	LOC117146578|XP_033168778.1|DMAU	LOC119658223|XP_037921417.1|HILL
OG0008298	LOC117148572|XP_033171927.1|DMAU	LOC119657521|XP_037920391.1|HILL
OG0008299	LOC117143890|XP_033164682.1|DMAU	LOC119651973|XP_037911805.1|HILL, LOC119652433|XP_037912490.1|HILL
OG0008300	LOC117147278|XP_033170008.1|DMAU	LOC119656799|XP_037919334.1|HILL
OG0008301	LOC117146056|XP_033167887.1|DMAU	LOC119651318|XP_037910777.1|HILL
OG0008302	LOC117147811|XP_033170755.1|DMAU	LOC119657146|XP_037919851.1|HILL
OG0008303	LOC117147021|XP_033169600.1|DMAU	LOC119656860|XP_037919441.1|HILL
OG0008304	LOC117148326|XP_033171550.1|DMAU	LOC119658002|XP_037921150.1|HILL
OG0008305	LOC117146711|XP_033169018.1|DMAU	LOC119650674|XP_037909554.1|HILL
OG0008306	LOC117148764|XP_033172251.1|DMAU	LOC119656911|XP_037919530.1|HILL
OG0008308	LOC117142333|XP_033162140.1|DMAU	LOC119653009|XP_037913369.1|HILL
OG0008309	LOC117136743|XP_033153669.1|DMAU	LOC119651537|XP_037911097.1|HILL
OG0008310	LOC117139077|XP_033157079.1|DMAU	LOC119649911|XP_037908238.1|HILL
OG0008311	LOC117147013|XP_033169589.1|DMAU	LOC119652273|XP_037912190.1|HILL
OG0008312	LOC117145965|XP_033167758.1|DMAU	LOC119658482|XP_037921855.1|HILL
OG0008313	LOC117148591|XP_033171960.1|DMAU	LOC119657974|XP_037921114.1|HILL
OG0008314	LOC117137694|XP_033155154.1|DMAU	LOC119661048|XP_037926184.1|HILL
OG0008315	LOC117139816|XP_033158338.1|DMAU	LOC119650949|XP_037910111.1|HILL
OG0008317	LOC117145012|XP_033166395.1|DMAU	LOC119652588|XP_037912737.1|HILL
OG0008318	LOC117147628|XP_033170484.1|DMAU	LOC119646714|XP_037903220.1|HILL
OG0008319	LOC117136856|XP_033153847.1|DMAU	LOC119653269|XP_037913819.1|HILL
OG0008320	LOC117148718|XP_033172158.1|DMAU	LOC119657029|XP_037919709.1|HILL
OG0008321	LOC117145776|XP_033167444.1|DMAU	LOC119652444|XP_037912514.1|HILL
OG0008323	LOC117146066|XP_033167898.1|DMAU	LOC119651186|XP_037910551.1|HILL
OG0008324	LOC117147292|XP_033170030.1|DMAU	LOC119652576|XP_037912718.1|HILL
OG0008325	LOC117148648|XP_033172041.1|DMAU	LOC119656527|XP_037918801.1|HILL
OG0008326	LOC117143686|XP_033164363.1|DMAU	LOC119650573|XP_037909317.1|HILL
OG0008327	LOC117138522|XP_033156548.1|DMAU	LOC119651627|XP_037911220.1|HILL
OG0008328	LOC117148184|XP_033171345.1|DMAU	LOC119657563|XP_037920450.1|HILL
OG0008329	LOC117146878|XP_033169359.1|DMAU	LOC119647997|XP_037905311.1|HILL
OG0008330	LOC117136621|XP_033153500.1|DMAU	LOC119656858|XP_037919443.1|HILL
OG0008332	LOC117140473|XP_033159313.1|DMAU	LOC119647937|XP_037905210.1|HILL
OG0008333	LOC117139819|XP_033158341.1|DMAU	LOC119649258|XP_037907272.1|HILL
OG0008334	LOC117140265|XP_033158982.1|DMAU	LOC119649189|XP_037907143.1|HILL
OG0008335	LOC117139518|XP_033157770.1|DMAU	LOC119648296|XP_037905883.1|HILL
OG0008337	LOC117136535|XP_033153375.1|DMAU	LOC119647142|XP_037903863.1|HILL
OG0008339	LOC117146954|XP_033169507.1|DMAU	LOC119652566|XP_037912707.1|HILL
OG0008340	LOC117138673|XP_033156815.1|DMAU	LOC119649185|XP_037907140.1|HILL
OG0008341	LOC117140626|XP_033159537.1|DMAU	LOC119648181|XP_037905695.1|HILL
OG0008343	LOC117144977|XP_033166335.1|DMAU	LOC119657424|XP_037920254.1|HILL
OG0008344	LOC117141831|XP_033161377.1|DMAU	LOC119647984|XP_037905295.1|HILL
OG0008346	LOC117147381|XP_033170143.1|DMAU	LOC119653453|XP_037913994.1|HILL
OG0008349	LOC117141628|XP_033161049.1|DMAU	LOC119660324|XP_037924730.1|HILL
OG0008350	LOC117146831|XP_033169276.1|DMAU	LOC119652808|XP_037913059.1|HILL
OG0008351	LOC117141822|XP_033161366.1|DMAU	LOC119649434|XP_037907512.1|HILL
OG0008352	LOC117139676|XP_033158045.1|DMAU	LOC119649676|XP_037907863.1|HILL
OG0008354	LOC117147358|XP_033170113.1|DMAU	LOC119654286|XP_037915502.1|HILL
OG0008356	LOC117142107|XP_033161884.1|DMAU	LOC119648098|XP_037905526.1|HILL
OG0008357	LOC117142396|XP_033162234.1|DMAU	LOC119654494|XP_037915845.1|HILL
OG0008358	LOC117150644|XP_033173510.1|DMAU	LOC119653411|XP_037913906.1|HILL
OG0008359	LOC117137807|XP_033155372.1|DMAU	LOC119659306|XP_037923251.1|HILL
OG0008360	LOC117137252|XP_033154506.1|DMAU	LOC119660896|XP_037925761.1|HILL
OG0008361	LOC117150539|XP_033173356.1|DMAU	LOC119646622|XP_037903058.1|HILL
OG0008362	LOC117147028|XP_033169612.1|DMAU	LOC119655470|XP_037917300.1|HILL
OG0008363	LOC117136283|XP_033153009.1|DMAU	LOC119655874|XP_037917932.1|HILL
OG0008364	LOC117141905|XP_033161508.1|DMAU	LOC119648142|XP_037905617.1|HILL
OG0008365	LOC117136798|XP_033153747.1|DMAU	LOC119653677|XP_037914449.1|HILL
OG0008366	LOC117143712|XP_033164402.1|DMAU	LOC119659464|XP_037923479.1|HILL
OG0008368	LOC117150764|XP_033173695.1|DMAU	LOC119652448|XP_037912522.1|HILL
OG0008369	LOC117148872|XP_033172434.1|DMAU	LOC119658808|XP_037922458.1|HILL
OG0008370	LOC117145990|XP_033167795.1|DMAU	LOC119650773|XP_037909806.1|HILL
OG0008371	LOC117142288|XP_033162065.1|DMAU	LOC119651021|XP_037910252.1|HILL
OG0008372	LOC117135676|XP_033151964.1|DMAU	LOC119657132|XP_037919835.1|HILL
OG0008373	LOC117146489|XP_033168622.1|DMAU	LOC119652225|XP_037912106.1|HILL
OG0008374	LOC117136740|XP_033153663.1|DMAU	LOC119653093|XP_037913524.1|HILL
OG0008375	LOC117136462|XP_033153285.1|DMAU	LOC119657648|XP_037920583.1|HILL
OG0008376	LOC117150758|XP_033173686.1|DMAU	LOC119646421|XP_037902827.1|HILL
OG0008377	LOC117147614|XP_033170466.1|DMAU	LOC119651862|XP_037911600.1|HILL
OG0008378	LOC117147604|XP_033170454.1|DMAU	LOC119661748|XP_037927145.1|HILL
OG0008379	LOC117137004|XP_033154084.1|DMAU	LOC119653166|XP_037913637.1|HILL
OG0008380	LOC117142345|XP_033162156.1|DMAU	LOC119651008|XP_037910224.1|HILL
OG0008381	LOC117139060|XP_033157063.1|DMAU	LOC119646161|XP_037902462.1|HILL
OG0008383	LOC117140126|XP_033158785.1|DMAU	LOC119646932|XP_037903547.1|HILL
OG0008384	LOC117144944|XP_033166292.1|DMAU	LOC119646705|XP_037903210.1|HILL
OG0008385	LOC117137221|XP_033154470.1|DMAU	LOC119651251|XP_037910667.1|HILL
OG0008386	LOC117146943|XP_033169484.1|DMAU	LOC119658070|XP_037921257.1|HILL
