Orthogroup	DMAU.longest_only	AAEG.longest_only
OG0007448	LOC117137616|XP_033155032.1|DMAU	LOC5576211|XP_021706461.1|AAEG
OG0007449	LOC117139108|XP_033157136.1|DMAU	LOC5568381|XP_021708763.1|AAEG
OG0007450	LOC117135112|XP_033151019.1|DMAU	LOC5568395|XP_001658032.1|AAEG
OG0007451	LOC117139800|XP_033158312.1|DMAU	LOC5568388|XP_021711083.1|AAEG
OG0007452	LOC117141035|XP_033160209.1|DMAU	LOC5563848|XP_021705412.1|AAEG
OG0007453	LOC117139292|XP_033157414.1|DMAU	LOC5576407|XP_021710239.1|AAEG
OG0007454	LOC117138968|XP_033156904.1|DMAU	LOC5579298|XP_001647606.2|AAEG
OG0007455	LOC117138528|XP_033156557.1|DMAU	LOC5565230|XP_021705653.1|AAEG
OG0007456	LOC117147195|XP_033169886.1|DMAU	LOC5565229|XP_001649558.1|AAEG
OG0007457	LOC117139982|XP_033158577.1|DMAU	LOC5569534|XP_021705470.1|AAEG
OG0007458	LOC117138265|XP_033156160.1|DMAU	LOC5569531|XP_001652845.1|AAEG
OG0007459	LOC117144551|XP_033165684.1|DMAU	LOC23687424|XP_021706106.1|AAEG
OG0007460	LOC117135589|XP_033151814.1|DMAU	LOC5569547|XP_001652847.2|AAEG
OG0007461	LOC117139391|XP_033157547.1|DMAU	LOC5569538|XP_001652850.2|AAEG
OG0007462	LOC117141182|XP_033160411.1|DMAU	LOC5569543|XP_021704432.1|AAEG
OG0007463	LOC117140845|XP_033159860.1|DMAU	LOC5569542|XP_021704431.1|AAEG
OG0007464	LOC117138949|XP_033156881.1|DMAU	LOC5569544|XP_021704433.1|AAEG
OG0007465	LOC117141403|XP_033160716.1|DMAU	LOC5575316|XP_021706347.1|AAEG
OG0007466	LOC117136557|XP_033153401.1|DMAU	LOC5571124|XP_021711034.1|AAEG
OG0007467	LOC117136137|XP_033152733.1|DMAU	LOC5574779|XP_021709596.1|AAEG
OG0007468	LOC117135812|XP_033152207.1|DMAU	LOC5578344|XP_001656914.2|AAEG
OG0007469	LOC117139855|XP_033158395.1|DMAU	LOC5578338|XP_021706754.1|AAEG
OG0007470	LOC117150600|XP_033173449.1|DMAU	LOC5578331|XP_001656900.2|AAEG
OG0007471	LOC117136918|XP_033153944.1|DMAU	LOC5573759|XP_021705630.1|AAEG
OG0007472	LOC117148014|XP_033171066.1|DMAU	LOC5573754|XP_001654782.2|AAEG
OG0007473	LOC117140319|XP_033159058.1|DMAU	LOC5573742|XP_001654770.1|AAEG
OG0007474	LOC117137617|XP_033155033.1|DMAU	LOC5579663|XP_021707446.1|AAEG
OG0007475	LOC117140455|XP_033159277.1|DMAU	LOC5577237|XP_021710770.1|AAEG
OG0007476	LOC117147653|XP_033170519.1|DMAU	LOC5576932|XP_021704955.1|AAEG
OG0007477	LOC117148779|XP_033172267.1|DMAU	LOC5576935|XP_021710723.1|AAEG, LOC110679644|XP_021710727.1|AAEG
OG0007478	LOC117145869|XP_033167586.1|DMAU	LOC5575774|XP_021705902.1|AAEG
OG0007479	LOC117146622|XP_033168845.1|DMAU	LOC5577486|XP_001663404.1|AAEG
OG0007480	LOC117143619|XP_033164269.1|DMAU	LOC5577485|XP_021707341.1|AAEG
OG0007481	LOC117139452|XP_033157652.1|DMAU	LOC5570994|XP_001653426.2|AAEG
OG0007482	LOC117150557|XP_033173396.1|DMAU	LOC110678790|XP_021707848.1|AAEG
OG0007483	LOC117137872|XP_033155487.1|DMAU	LOC5572358|XP_021705669.1|AAEG
OG0007484	LOC117147236|XP_033169942.1|DMAU	LOC23687567|XP_021708965.1|AAEG
OG0007485	LOC117147656|XP_033170523.1|DMAU	LOC110679177|XP_021708967.1|AAEG
OG0007486	LOC117147232|XP_033169934.1|DMAU	LOC5576707|XP_001656213.1|AAEG
OG0007487	LOC117146311|XP_033168251.1|DMAU	LOC5576709|XP_021704626.1|AAEG
OG0007488	LOC117140110|XP_033158762.1|DMAU	LOC5575270|XP_001661875.1|AAEG
OG0007489	LOC117142768|XP_033162841.1|DMAU	LOC5575274|XP_001661867.1|AAEG
OG0007490	LOC117147311|XP_033170048.1|DMAU	LOC5573621|XP_021710745.1|AAEG
OG0007491	LOC117148896|XP_033172493.1|DMAU	LOC5575220|XP_001655621.1|AAEG
OG0007492	LOC117138382|XP_033156342.1|DMAU	LOC5573627|XP_001660954.2|AAEG
OG0007493	LOC117147522|XP_033170329.1|DMAU	LOC5573832|XP_021708049.1|AAEG
OG0007494	LOC117148746|XP_033172219.1|DMAU	LOC5563992|XP_021709437.1|AAEG
OG0007495	LOC117148616|XP_033171995.1|DMAU	LOC5563763|XP_021706109.1|AAEG
OG0007496	LOC117139542|XP_033157809.1|DMAU	LOC5577094|XP_021709703.1|AAEG
OG0007497	LOC117141729|XP_033161237.1|DMAU	LOC5577092|XP_021710505.1|AAEG
OG0007498	LOC117142128|XP_033161922.1|DMAU	LOC5571875|XP_021709642.1|AAEG
OG0007499	LOC117141716|XP_033161221.1|DMAU	LOC5571877|XP_001659986.2|AAEG
OG0007500	LOC117141717|XP_033161223.1|DMAU	LOC5571876|XP_021706353.1|AAEG
OG0007501	LOC117140891|XP_033159934.1|DMAU	LOC5567298|XP_021704230.1|AAEG
OG0007502	LOC117145430|XP_033166969.1|DMAU	LOC5570178|XP_001658967.2|AAEG
OG0007503	LOC117137544|XP_033154936.1|DMAU	LOC5570176|XP_021707208.1|AAEG
OG0007504	LOC117140468|XP_033159305.1|DMAU	LOC5570175|XP_001658970.1|AAEG
OG0007505	LOC117140788|XP_033159774.1|DMAU	LOC5563829|XP_021705481.1|AAEG
OG0007506	LOC117141210|XP_033160455.1|DMAU	LOC5563826|XP_021706702.1|AAEG
OG0007507	LOC117138195|XP_033155997.1|DMAU	LOC5567448|XP_021710242.1|AAEG
OG0007508	LOC117141596|XP_033161005.1|DMAU	LOC5566305|XP_001650699.1|AAEG
OG0007509	LOC117135941|XP_033152416.1|DMAU	LOC5566303|XP_021710916.1|AAEG
OG0007510	LOC117138202|XP_033156023.1|DMAU	LOC5573473|XP_001660893.2|AAEG
OG0007511	LOC117140757|XP_033159732.1|DMAU	LOC5577174|XP_001663262.1|AAEG
OG0007512	LOC117142609|XP_033162580.1|DMAU	LOC5576819|XP_021707224.1|AAEG
OG0007513	LOC117145956|XP_033167738.1|DMAU	LOC110678186|XP_021706501.1|AAEG
OG0007514	LOC117139095|XP_033157114.1|DMAU	LOC5564092|XP_021704390.1|AAEG
OG0007515	LOC117150223|XP_033172910.1|DMAU	LOC5577979|XP_001663649.1|AAEG
OG0007516	LOC117151098|XP_033174241.1|DMAU	LOC5574963|XP_021711057.1|AAEG
OG0007517	LOC117140108|XP_033158761.1|DMAU	LOC5574961|XP_001655432.1|AAEG
OG0007518	LOC117136114|XP_033152702.1|DMAU	LOC5574955|XP_021710999.1|AAEG
OG0007519	LOC117137112|XP_033154294.1|DMAU	LOC5575183|XP_021709939.1|AAEG
OG0007520	LOC117146856|XP_033169319.1|DMAU	LOC5573356|XP_001660842.2|AAEG
OG0007521	LOC117148695|XP_033172129.1|DMAU	LOC5567361|XP_001657376.2|AAEG
OG0007522	LOC117148826|XP_033172365.1|DMAU	LOC5566415|XP_021710266.1|AAEG
OG0007523	LOC117136439|XP_033153245.1|DMAU	LOC5575516|XP_021710609.1|AAEG
OG0007524	LOC117150282|XP_033172992.1|DMAU	LOC5564364|XP_021706173.1|AAEG
OG0007525	LOC117140296|XP_033159029.1|DMAU	LOC5571035|XP_001659470.1|AAEG
OG0007526	LOC117145872|XP_033167587.1|DMAU	LOC5571024|XP_001659458.2|AAEG
OG0007527	LOC117141431|XP_033160763.1|DMAU	LOC5569796|XP_001653010.1|AAEG
OG0007528	LOC117137303|XP_033154571.1|DMAU	LOC5572184|XP_021710216.1|AAEG
OG0007529	LOC117136131|XP_033152725.1|DMAU	LOC5578347|XP_021704792.1|AAEG
OG0007530	LOC117145995|XP_033167800.1|DMAU	LOC5567240|XP_001651670.2|AAEG
OG0007531	LOC117136882|XP_033153878.1|DMAU	LOC5567238|XP_001651668.2|AAEG
OG0007532	LOC117136252|XP_033152951.1|DMAU	LOC5567221|XP_001651650.2|AAEG
OG0007533	LOC117141979|XP_033161679.1|DMAU	LOC5567219|XP_001651647.2|AAEG
OG0007534	LOC117141106|XP_033160319.1|DMAU	LOC5567216|XP_001651645.1|AAEG
OG0007535	LOC117141212|XP_033160461.1|DMAU	LOC5567210|XP_001651639.2|AAEG
OG0007536	LOC117142738|XP_033162800.1|DMAU	LOC5567207|XP_021710699.1|AAEG
OG0007537	LOC117139770|XP_033158257.1|DMAU	LOC5567198|XP_021709908.1|AAEG
OG0007538	LOC117142013|XP_033161757.1|DMAU	LOC5567190|XP_021710084.1|AAEG
OG0007539	LOC117138104|XP_033155858.1|DMAU	LOC5567180|XP_021709178.1|AAEG
OG0007540	LOC117142379|XP_033162200.1|DMAU	LOC5567179|XP_001651608.1|AAEG
OG0007541	LOC117136742|XP_033153665.1|DMAU	LOC110679261|XP_021709179.1|AAEG
OG0007542	LOC117138626|XP_033156728.1|DMAU	LOC5567178|XP_021706240.1|AAEG
OG0007543	LOC117146250|XP_033168078.1|DMAU	LOC5571202|XP_001659588.2|AAEG
OG0007544	LOC117141437|XP_033160781.1|DMAU	LOC5571904|XP_001660002.1|AAEG
OG0007545	LOC117145046|XP_033166448.1|DMAU	LOC5574817|XP_021711563.1|AAEG
OG0007546	LOC117142761|XP_033162834.1|DMAU	LOC5577750|XP_001663523.2|AAEG
OG0007547	LOC117135668|XP_033151953.1|DMAU	LOC5579104|XP_021707664.1|AAEG
OG0007548	LOC117139458|XP_033157657.1|DMAU	LOC5572083|XP_021707928.1|AAEG
OG0007549	LOC117140114|XP_033158769.1|DMAU	LOC110680267|XP_021711779.1|AAEG, LOC5566065|XP_001650410.2|AAEG
OG0007550	LOC117140507|XP_033159371.1|DMAU	LOC5566064|XP_021711259.1|AAEG
OG0007551	LOC117136273|XP_033152993.1|DMAU	LOC5566044|XP_021711454.1|AAEG
OG0007552	LOC117148284|XP_033171493.1|DMAU	LOC5566045|XP_001650420.1|AAEG
OG0007553	LOC117135317|XP_033151406.1|DMAU	LOC5566061|XP_001650421.1|AAEG
OG0007554	LOC117141532|XP_033160913.1|DMAU	LOC5578125|XP_001656772.1|AAEG
OG0007555	LOC117138570|XP_033156632.1|DMAU	LOC5578084|XP_021710051.1|AAEG
OG0007556	LOC117137090|XP_033154262.1|DMAU	LOC5578086|XP_021706803.1|AAEG
OG0007557	LOC117136206|XP_033152850.1|DMAU	LOC5578088|XP_021710800.1|AAEG
OG0007558	LOC117136595|XP_033153467.1|DMAU	LOC5578097|XP_021706575.1|AAEG
OG0007559	LOC117135331|XP_033151422.1|DMAU	LOC5578100|XP_001656796.2|AAEG
OG0007560	LOC117141282|XP_033160544.1|DMAU	LOC5578115|XP_001656813.2|AAEG
OG0007561	LOC117140125|XP_033158780.1|DMAU	LOC5578903|XP_021708574.1|AAEG
OG0007562	LOC117139112|XP_033157142.1|DMAU	LOC5580212|XP_001662072.2|AAEG
OG0007563	LOC117140712|XP_033159669.1|DMAU	LOC5568521|XP_001652343.2|AAEG
OG0007564	LOC117140721|XP_033159678.1|DMAU	LOC110677853|XP_021705246.1|AAEG
OG0007565	LOC117142977|XP_033163219.1|DMAU	LOC5566872|XP_021705357.1|AAEG
OG0007566	LOC117138664|XP_033156794.1|DMAU	LOC5566867|XP_021710072.1|AAEG
OG0007567	LOC117144529|XP_033165643.1|DMAU	LOC5564584|XP_001648922.2|AAEG
OG0007568	LOC117135955|XP_033152440.1|DMAU	LOC5564591|XP_021707551.1|AAEG
OG0007569	LOC117135425|XP_033151471.1|DMAU	LOC5564588|XP_021704602.1|AAEG
OG0007570	LOC117135954|XP_033152439.1|DMAU	LOC5564593|XP_001648925.2|AAEG
OG0007571	LOC117136720|XP_033153636.1|DMAU	LOC5564598|XP_001648926.2|AAEG
OG0007572	LOC117135111|XP_033151018.1|DMAU	LOC5564582|XP_021705472.1|AAEG
OG0007573	LOC117135846|XP_033152253.1|DMAU	LOC5564589|XP_001648945.2|AAEG
OG0007574	LOC117135532|XP_033151692.1|DMAU	LOC5579923|XP_021705877.1|AAEG
OG0007575	LOC117136199|XP_033152836.1|DMAU	LOC5579925|XP_021705957.1|AAEG
OG0007576	LOC117146407|XP_033168482.1|DMAU	LOC110680487|XP_021711982.1|AAEG, LOC5568453|XP_021706620.1|AAEG
OG0007577	LOC117146923|XP_033169443.1|DMAU	LOC110681185|XP_021712654.1|AAEG, LOC5568455|XP_001652288.1|AAEG
OG0007578	LOC117141466|XP_033160822.1|DMAU	LOC5577286|XP_021706718.1|AAEG
OG0007579	LOC117136738|XP_033153661.1|DMAU	LOC5573261|XP_001654472.1|AAEG
OG0007580	LOC117140502|XP_033159359.1|DMAU	LOC5573262|XP_021709471.1|AAEG
OG0007581	LOC117136951|XP_033153995.1|DMAU	LOC5573265|XP_021707203.1|AAEG
OG0007582	LOC117142988|XP_033163231.1|DMAU	LOC5573266|XP_021707044.1|AAEG
OG0007583	LOC117135798|XP_033152183.1|DMAU	LOC5573269|XP_021707075.1|AAEG
OG0007584	LOC117148670|XP_033172077.1|DMAU	LOC5574192|XP_021707347.1|AAEG
OG0007585	LOC117140369|XP_033159123.1|DMAU	LOC5574191|XP_001661248.1|AAEG
OG0007586	LOC117151087|XP_033174226.1|DMAU	LOC5574174|XP_021708031.1|AAEG
OG0007587	LOC117135788|XP_033152169.1|DMAU	LOC5567490|XP_021708142.1|AAEG
OG0007588	LOC117138508|XP_033156537.1|DMAU	LOC5567489|XP_001657496.1|AAEG
OG0007589	LOC117148329|XP_033171554.1|DMAU	LOC5567471|XP_021708456.1|AAEG, LOC110681387|XP_021712824.1|AAEG
OG0007590	LOC117141806|XP_033161347.1|DMAU	LOC5567461|XP_021708534.1|AAEG
OG0007591	LOC117137571|XP_033154967.1|DMAU	LOC5567458|XP_001657458.1|AAEG
OG0007592	LOC117135973|XP_033152472.1|DMAU	LOC5567453|XP_001657457.1|AAEG
OG0007593	LOC117147643|XP_033170503.1|DMAU	LOC5571923|XP_021708638.1|AAEG
OG0007594	LOC117136458|XP_033153276.1|DMAU	LOC5566548|XP_001650943.2|AAEG
OG0007595	LOC117137933|XP_033155577.1|DMAU	LOC5566544|XP_001650939.1|AAEG
OG0007596	LOC117139457|XP_033157656.1|DMAU	LOC5566535|XP_001650927.1|AAEG
OG0007597	LOC117141132|XP_033160349.1|DMAU	LOC5563691|XP_001647963.1|AAEG
OG0007598	LOC117135586|XP_033151811.1|DMAU	LOC5568961|XP_001652621.1|AAEG
OG0007599	LOC117140801|XP_033159789.1|DMAU	LOC5576161|XP_021709806.1|AAEG
OG0007600	LOC117139786|XP_033158291.1|DMAU	LOC5568951|XP_001652611.1|AAEG
OG0007601	LOC117141690|XP_033161184.1|DMAU	LOC5565426|XP_001649804.1|AAEG
OG0007602	LOC117141220|XP_033160470.1|DMAU	LOC5565447|XP_001649793.1|AAEG
OG0007603	LOC117140398|XP_033159157.1|DMAU	LOC5565439|XP_021710531.1|AAEG
OG0007604	LOC117141191|XP_033160425.1|DMAU	LOC5567876|XP_001651907.1|AAEG
OG0007605	LOC117141908|XP_033161514.1|DMAU	LOC5576319|XP_021710862.1|AAEG
OG0007606	LOC117139102|XP_033157125.1|DMAU	LOC5576326|XP_001656061.1|AAEG
OG0007607	LOC117145962|XP_033167750.1|DMAU	LOC5564131|XP_021711054.1|AAEG
OG0007608	LOC117138962|XP_033156895.1|DMAU	LOC5564115|XP_001648450.1|AAEG
OG0007609	LOC117147686|XP_033170561.1|DMAU	LOC5564110|XP_001648448.1|AAEG
OG0007610	LOC117137137|XP_033154328.1|DMAU	LOC5566702|XP_021711360.1|AAEG
OG0007611	LOC117146244|XP_033168059.1|DMAU	LOC5566699|XP_021711392.1|AAEG
OG0007612	LOC117136928|XP_033153956.1|DMAU	LOC5566698|XP_001651106.2|AAEG
OG0007613	LOC117137115|XP_033154298.1|DMAU	LOC5566687|XP_001651094.2|AAEG
OG0007614	LOC117139897|XP_033158468.1|DMAU	LOC5568587|XP_021711605.1|AAEG
OG0007615	LOC117139574|XP_033157871.1|DMAU	LOC5568588|XP_001652419.1|AAEG
OG0007616	LOC117142981|XP_033163223.1|DMAU	LOC5568603|XP_001652417.2|AAEG
OG0007617	LOC117140417|XP_033159181.1|DMAU	LOC5568590|XP_001652422.2|AAEG
OG0007618	LOC117139993|XP_033158594.1|DMAU	LOC5568592|XP_001652424.2|AAEG
OG0007619	LOC117139545|XP_033157824.1|DMAU	LOC5568593|XP_021711620.1|AAEG
OG0007620	LOC117141102|XP_033160315.1|DMAU	LOC5568599|XP_021711641.1|AAEG
OG0007621	LOC117137449|XP_033154779.1|DMAU	LOC5569134|XP_001652738.2|AAEG
OG0007622	LOC117139428|XP_033157614.1|DMAU	LOC5569135|XP_021704146.1|AAEG
OG0007623	LOC117141938|XP_033161570.1|DMAU	LOC5569142|XP_021704189.1|AAEG
OG0007624	LOC117141530|XP_033160911.1|DMAU	LOC5573214|XP_001654439.2|AAEG
OG0007625	LOC117139469|XP_033157674.1|DMAU	LOC5573208|XP_021704307.1|AAEG
OG0007626	LOC117139659|XP_033158015.1|DMAU	LOC5573228|XP_001654433.1|AAEG
OG0007627	LOC117139657|XP_033158012.1|DMAU	LOC5573216|XP_001654431.1|AAEG
OG0007628	LOC117146306|XP_033168236.1|DMAU	LOC5572034|XP_001660142.1|AAEG
OG0007629	LOC117140874|XP_033159908.1|DMAU	LOC110680484|XP_021711981.1|AAEG
OG0007664	LOC117145606|XP_033167211.1|DMAU	LOC5579633|XP_021694454.1|AAEG
OG0007665	LOC117146532|XP_033168692.1|DMAU	LOC5575983|XP_021694469.1|AAEG
OG0007666	LOC117148756|XP_033172240.1|DMAU	LOC5566218|XP_001650621.2|AAEG
OG0007667	LOC117147916|XP_033170925.1|DMAU	LOC5574530|XP_001655183.2|AAEG
OG0007668	LOC117150825|XP_033173782.1|DMAU	LOC5572032|XP_001660139.1|AAEG
OG0007669	LOC117147005|XP_033169576.1|DMAU	LOC5572018|XP_001660127.1|AAEG
OG0007670	LOC117147004|XP_033169575.1|DMAU	LOC5572019|XP_021694526.1|AAEG
OG0007671	LOC117146566|XP_033168756.1|DMAU	LOC5579819|XP_021694539.1|AAEG
OG0007672	LOC117146425|XP_033168519.1|DMAU	LOC5564262|XP_001648601.2|AAEG
OG0007673	LOC117142715|XP_033162766.1|DMAU	LOC5574715|XP_001655294.1|AAEG
OG0007674	LOC117148068|XP_033171151.1|DMAU	LOC5574714|XP_021694711.1|AAEG
OG0007675	LOC117146779|XP_033169194.1|DMAU	LOC5567109|XP_021694820.1|AAEG
OG0007676	LOC117146883|XP_033169369.1|DMAU	LOC5579417|XP_001647719.2|AAEG
OG0007677	LOC117147344|XP_033170094.1|DMAU	LOC5564702|XP_021694824.1|AAEG
OG0007678	LOC117146642|XP_033168867.1|DMAU	LOC5577043|XP_021694833.1|AAEG
OG0007679	LOC117146699|XP_033168982.1|DMAU	LOC5574747|XP_021694839.1|AAEG
OG0007680	LOC117144855|XP_033166152.1|DMAU	LOC5580053|XP_001654817.2|AAEG
OG0007681	LOC117142407|XP_033162247.1|DMAU	LOC110674813|XP_021694898.1|AAEG
OG0007682	LOC117146859|XP_033169328.1|DMAU	LOC5566204|XP_021694939.1|AAEG
OG0007683	LOC117147533|XP_033170354.1|DMAU	LOC5568331|XP_021694941.1|AAEG
OG0007684	LOC117146757|XP_033169143.1|DMAU	LOC5568330|XP_001657986.2|AAEG
OG0007685	LOC117148539|XP_033171861.1|DMAU	LOC5564956|XP_021694953.1|AAEG
OG0007686	LOC117148259|XP_033171455.1|DMAU	LOC5576498|XP_021694976.1|AAEG
OG0007687	LOC117147128|XP_033169785.1|DMAU	LOC110674836|XP_021695005.1|AAEG
OG0007688	LOC117145952|XP_033167728.1|DMAU	LOC5577553|XP_001663425.2|AAEG
OG0007689	LOC117148410|XP_033171670.1|DMAU	LOC5572116|XP_001660190.2|AAEG
OG0007690	LOC117146718|XP_033169037.1|DMAU	LOC5579456|XP_021695153.1|AAEG
OG0007691	LOC117144656|XP_033165847.1|DMAU	LOC5573614|XP_001660939.2|AAEG
OG0007692	LOC117148043|XP_033171112.1|DMAU	LOC5579011|XP_021695301.1|AAEG
OG0007693	LOC117147764|XP_033170680.1|DMAU	LOC5579009|XP_001664189.2|AAEG
OG0007694	LOC117141176|XP_033160405.1|DMAU	LOC5565024|XP_001649367.2|AAEG
OG0007695	LOC117147607|XP_033170455.1|DMAU	LOC5566765|XP_021701470.1|AAEG
OG0007696	LOC117141394|XP_033160699.1|DMAU	LOC5566767|XP_021702078.1|AAEG
OG0007697	LOC117140979|XP_033160118.1|DMAU	LOC5573524|XP_001660921.1|AAEG
OG0007698	LOC117146686|XP_033168950.1|DMAU	LOC5573520|XP_001660919.2|AAEG
OG0007699	LOC117148304|XP_033171516.1|DMAU	LOC5569928|XP_021704115.1|AAEG
OG0007700	LOC117147098|XP_033169755.1|DMAU	LOC5569932|XP_021705373.1|AAEG
OG0007701	LOC117147832|XP_033170782.1|DMAU	LOC5568402|XP_021705509.1|AAEG
OG0007702	LOC117148892|XP_033172487.1|DMAU	LOC5568405|XP_021705959.1|AAEG
OG0007703	LOC117147460|XP_033170242.1|DMAU	LOC5574013|XP_001661100.1|AAEG
OG0007704	LOC117145484|XP_033167052.1|DMAU	LOC5571986|XP_021711684.1|AAEG
OG0007705	LOC117147434|XP_033170206.1|DMAU	LOC5571976|XP_001660081.1|AAEG
OG0007706	LOC117147495|XP_033170288.1|DMAU	LOC110681501|XP_021713061.1|AAEG
OG0007707	LOC117146511|XP_033168656.1|DMAU	LOC5571379|XP_021713067.1|AAEG
OG0007708	LOC117148647|XP_033172039.1|DMAU	LOC23687681|XP_021713268.1|AAEG
OG0007709	LOC117147862|XP_033170831.1|DMAU	LOC5569753|XP_021693528.1|AAEG
OG0007710	LOC117147252|XP_033169961.1|DMAU	LOC5571233|XP_021694148.1|AAEG
OG0007711	LOC117147748|XP_033170646.1|DMAU	LOC5567951|XP_001657767.2|AAEG
OG0007712	LOC117147639|XP_033170498.1|DMAU	LOC5564206|XP_021694249.1|AAEG
OG0007713	LOC117147526|XP_033170336.1|DMAU	LOC5565116|XP_021695026.1|AAEG
OG0007714	LOC117148310|XP_033171524.1|DMAU	LOC5569553|XP_001658614.1|AAEG
OG0007715	LOC117148720|XP_033172162.1|DMAU	LOC5569564|XP_021695249.1|AAEG
OG0007716	LOC117147904|XP_033170901.1|DMAU	LOC5569927|XP_001658824.2|AAEG
OG0007717	LOC117144428|XP_033165462.1|DMAU	LOC5566491|XP_021696198.1|AAEG
OG0007718	LOC117148055|XP_033171132.1|DMAU	LOC5571307|XP_001653622.2|AAEG
OG0007719	LOC117148747|XP_033172214.1|DMAU	LOC5568412|XP_021696984.1|AAEG
OG0007720	LOC117148930|XP_033172542.1|DMAU	LOC5568407|XP_021697048.1|AAEG
OG0007721	LOC117147173|XP_033169850.1|DMAU	LOC5564013|XP_021697118.1|AAEG
OG0007722	LOC117147171|XP_033169848.1|DMAU	LOC5579401|XP_021694236.1|AAEG
OG0007723	LOC117147336|XP_033170082.1|DMAU	LOC5564822|XP_001649177.2|AAEG
OG0007724	LOC117150317|XP_033173041.1|DMAU	LOC5576601|XP_021697242.1|AAEG
OG0007725	LOC117146402|XP_033168477.1|DMAU	LOC5576603|XP_021697338.1|AAEG
OG0007726	LOC117148179|XP_033171338.1|DMAU	LOC5574999|XP_021697582.1|AAEG
OG0007727	LOC117147484|XP_033170273.1|DMAU	LOC5574994|XP_001655467.1|AAEG
OG0007728	LOC117148834|XP_033172377.1|DMAU	LOC110681031|XP_021712489.1|AAEG, LOC5574978|XP_021697775.1|AAEG
OG0007729	LOC117148229|XP_033171413.1|DMAU	LOC5574976|XP_001655446.2|AAEG
OG0007730	LOC117148831|XP_033172372.1|DMAU	LOC5574969|XP_001655440.2|AAEG
OG0007731	LOC117139742|XP_033158190.1|DMAU	LOC110676091|XP_021698314.1|AAEG
OG0007732	LOC117146441|XP_033168547.1|DMAU	LOC5576682|XP_021698349.1|AAEG
OG0007733	LOC117146945|XP_033169488.1|DMAU	LOC5572007|XP_021698932.1|AAEG
OG0007734	LOC117147991|XP_033171035.1|DMAU	LOC5572004|XP_001660110.2|AAEG
OG0007735	LOC117148797|XP_033172300.1|DMAU	LOC23687982|XP_011493172.2|AAEG
OG0007736	LOC117147892|XP_033170882.1|DMAU	LOC5564402|XP_001648749.2|AAEG
OG0007737	LOC117145875|XP_033167590.1|DMAU	LOC5576468|XP_021700427.1|AAEG
OG0007738	LOC117142824|XP_033162935.1|DMAU	LOC5576470|XP_021700451.1|AAEG
OG0007739	LOC117147671|XP_033170538.1|DMAU	LOC5570708|XP_021700880.1|AAEG
OG0007740	LOC117147131|XP_033169800.1|DMAU	LOC5570701|XP_021701097.1|AAEG
OG0007741	LOC117148234|XP_033171418.1|DMAU	LOC5571572|XP_001653709.2|AAEG
OG0007742	LOC117148632|XP_033172023.1|DMAU	LOC5567105|XP_021701568.1|AAEG
OG0007743	LOC117145091|XP_033166500.1|DMAU	LOC5567099|XP_001651499.3|AAEG
OG0007744	LOC117150576|XP_033173423.1|DMAU	LOC5565275|XP_021701816.1|AAEG
OG0007745	LOC117143090|XP_033163459.1|DMAU	LOC5575022|XP_021702025.1|AAEG
OG0007746	LOC117142867|XP_033163025.1|DMAU	LOC5576302|XP_001656042.2|AAEG
OG0007747	LOC117146446|XP_033168565.1|DMAU	LOC5567571|XP_021702904.1|AAEG
OG0007748	LOC117147866|XP_033170834.1|DMAU	LOC5567572|XP_021703002.1|AAEG
OG0007749	LOC117148293|XP_033171504.1|DMAU	LOC5576896|XP_001662996.1|AAEG
OG0007750	LOC117142922|XP_033163110.1|DMAU	LOC110674492|XP_021694381.1|AAEG
OG0007751	LOC117150320|XP_033173047.1|DMAU	LOC5564060|XP_021703839.1|AAEG
OG0007752	LOC117147543|XP_033170370.1|DMAU	LOC5564061|XP_001648364.2|AAEG
OG0007753	LOC117147824|XP_033170771.1|DMAU	LOC5564038|XP_001648366.2|AAEG
OG0007754	LOC117146613|XP_033168832.1|DMAU	LOC5564045|XP_021703960.1|AAEG
OG0007755	LOC117147127|XP_033169784.1|DMAU	LOC5564046|XP_021703985.1|AAEG
OG0007756	LOC117147826|XP_033170774.1|DMAU	LOC5564068|XP_021704096.1|AAEG
OG0007757	LOC117147050|XP_033169689.1|DMAU	LOC5571506|XP_021694258.1|AAEG
OG0007758	LOC117150242|XP_033172928.1|DMAU	LOC5571496|XP_001659746.2|AAEG
OG0007759	LOC117144309|XP_033165312.1|DMAU	LOC5571493|XP_001659743.2|AAEG
OG0007760	LOC117147868|XP_033170836.1|DMAU	LOC5580111|XP_001655054.1|AAEG
OG0007761	LOC117146741|XP_033169088.1|DMAU	LOC5580107|XP_021704459.1|AAEG
OG0007762	LOC117147327|XP_033170068.1|DMAU	LOC5580108|XP_001655040.1|AAEG
OG0007763	LOC117150391|XP_033173145.1|DMAU	LOC110677702|XP_021704492.1|AAEG
OG0007764	LOC117148566|XP_033171914.1|DMAU	LOC5578658|XP_021704511.1|AAEG
OG0007765	LOC117148569|XP_033171918.1|DMAU	LOC5578659|XP_021704527.1|AAEG
OG0007766	LOC117144376|XP_033165394.1|DMAU	LOC110677718|XP_021704592.1|AAEG
OG0007767	LOC117146319|XP_033168269.1|DMAU	LOC110674289|XP_021694260.1|AAEG
OG0007768	LOC117147601|XP_033170442.1|DMAU	LOC5577256|XP_021705022.1|AAEG
OG0007769	LOC117146431|XP_033168529.1|DMAU	LOC5577257|XP_001656360.1|AAEG
