Orthogroup	DMAU.longest_only	CPIP.longest_only
OG0006789	LOC117146572|XP_033168762.1|DMAU	LOC120420359|XP_039439292.1|CPIP
OG0006790	LOC117138181|XP_033155970.1|DMAU	LOC120420361|XP_039439294.1|CPIP
OG0006791	LOC117140631|XP_033159543.1|DMAU	LOC120416570|XP_039434238.1|CPIP
OG0006792	LOC117141027|XP_033160198.1|DMAU	LOC120419995|XP_039438818.1|CPIP
OG0006793	LOC117140655|XP_033159587.1|DMAU	LOC120419984|XP_039438796.1|CPIP
OG0006794	LOC117138098|XP_033155845.1|DMAU	LOC120419979|XP_039438791.1|CPIP
OG0006795	LOC117140342|XP_033159082.1|DMAU	LOC120419982|XP_039438794.1|CPIP
OG0006796	LOC117140753|XP_033159726.1|DMAU	LOC120419981|XP_039438793.1|CPIP
OG0006797	LOC117135221|XP_033151228.1|DMAU	LOC120419989|XP_039438804.1|CPIP
OG0006798	LOC117138995|XP_033156962.1|DMAU	LOC120414128|XP_039431094.1|CPIP
OG0006799	LOC117141569|XP_033160971.1|DMAU	LOC120430335|XP_039451370.1|CPIP
OG0006800	LOC117141740|XP_033161251.1|DMAU	LOC120418520|XP_039436890.1|CPIP
OG0006801	LOC117148622|XP_033172004.1|DMAU	LOC120414475|XP_039431603.1|CPIP
OG0006802	LOC117136911|XP_033153924.1|DMAU	LOC120414468|XP_039431598.1|CPIP
OG0006803	LOC117138015|XP_033155707.1|DMAU	LOC120414467|XP_039431595.1|CPIP
OG0006804	LOC117140907|XP_033159968.1|DMAU	LOC120414442|XP_039431562.1|CPIP
OG0006805	LOC117135515|XP_033151657.1|DMAU	LOC120414443|XP_039431565.1|CPIP
OG0006806	LOC117139489|XP_033157700.1|DMAU	LOC120426143|XP_039446794.1|CPIP
OG0006807	LOC117140013|XP_033158621.1|DMAU	LOC120416057|XP_039433653.1|CPIP
OG0006808	LOC117136874|XP_033153868.1|DMAU	LOC120416051|XP_039433645.1|CPIP
OG0006809	LOC117140258|XP_033158955.1|DMAU	LOC120423600|XP_039443397.1|CPIP
OG0006810	LOC117142088|XP_033161862.1|DMAU	LOC120423598|XP_039443393.1|CPIP
OG0006811	LOC117144116|XP_033165026.1|DMAU	LOC120426788|XP_039447499.1|CPIP
OG0006812	LOC117139905|XP_033158477.1|DMAU	LOC120426783|XP_039447492.1|CPIP
OG0006813	LOC117146073|XP_033167907.1|DMAU	LOC120419544|XP_039438190.1|CPIP
OG0006814	LOC117139801|XP_033158313.1|DMAU	LOC120413403|XP_039430136.1|CPIP
OG0006815	LOC117139725|XP_033158152.1|DMAU	LOC120420045|XP_039438886.1|CPIP
OG0006816	LOC117139394|XP_033157553.1|DMAU	LOC120420057|XP_039438902.1|CPIP
OG0006817	LOC117140446|XP_033159261.1|DMAU	LOC120429199|XP_039450341.1|CPIP
OG0006818	LOC117140524|XP_033159394.1|DMAU	LOC120431501|XP_039452538.1|CPIP
OG0006819	LOC117142056|XP_033161821.1|DMAU	LOC120423765|XP_039443613.1|CPIP
OG0006820	LOC117141415|XP_033160732.1|DMAU	LOC120423776|XP_039443629.1|CPIP
OG0006821	LOC117150603|XP_033173455.1|DMAU	LOC120423777|XP_039443630.1|CPIP
OG0006822	LOC117135831|XP_033152232.1|DMAU	LOC120423769|XP_039443617.1|CPIP
OG0006823	LOC117139438|XP_033157630.1|DMAU	LOC120430340|XP_039451376.1|CPIP
OG0006824	LOC117139625|XP_033157970.1|DMAU	LOC120418548|XP_039436914.1|CPIP
OG0006825	LOC117141751|XP_033161264.1|DMAU	LOC120424492|XP_039444573.1|CPIP
OG0006826	LOC117141432|XP_033160764.1|DMAU	LOC120424489|XP_039444566.1|CPIP
OG0006827	LOC117144583|XP_033165749.1|DMAU	LOC120430135|XP_039451156.1|CPIP, LOC120430100|XP_039451121.1|CPIP
OG0006828	LOC117138712|XP_033156853.1|DMAU	LOC120424645|XP_039444748.1|CPIP
OG0006829	LOC117140833|XP_033159833.1|DMAU	LOC120416501|XP_039434151.1|CPIP
OG0006830	LOC117139098|XP_033157117.1|DMAU	LOC120416498|XP_039434149.1|CPIP
OG0006831	LOC117140872|XP_033159905.1|DMAU	LOC120415788|XP_039433351.1|CPIP
OG0006832	LOC117140946|XP_033160034.1|DMAU	LOC120415819|XP_039433377.1|CPIP
OG0006833	LOC117142059|XP_033161825.1|DMAU	LOC120415813|XP_039433373.1|CPIP
OG0006834	LOC117144088|XP_033164994.1|DMAU	LOC120418662|XP_039437043.1|CPIP
OG0006835	LOC117140591|XP_033159489.1|DMAU	LOC120418651|XP_039437028.1|CPIP
OG0006836	LOC117141454|XP_033160799.1|DMAU	LOC120418649|XP_039437027.1|CPIP
OG0006837	LOC117139008|XP_033156992.1|DMAU	LOC120418660|XP_039437041.1|CPIP
OG0006838	LOC117141871|XP_033161448.1|DMAU	LOC120418667|XP_039437052.1|CPIP
OG0006839	LOC117140382|XP_033159139.1|DMAU	LOC120418669|XP_039437053.1|CPIP
OG0006840	LOC117135183|XP_033151140.1|DMAU	LOC120418998|XP_039437500.1|CPIP
OG0006841	LOC117140978|XP_033160117.1|DMAU	LOC120427126|XP_039447912.1|CPIP
OG0006842	LOC117140592|XP_033159491.1|DMAU	LOC120419526|XP_039438172.1|CPIP
OG0006843	LOC117146992|XP_033169559.1|DMAU	LOC120419533|XP_039438178.1|CPIP
OG0006844	LOC117144817|XP_033166091.1|DMAU	LOC120419532|XP_039438177.1|CPIP
OG0006845	LOC117141851|XP_033161417.1|DMAU	LOC120429823|XP_039450814.1|CPIP
OG0006846	LOC117141382|XP_033160684.1|DMAU	LOC120429825|XP_039450819.1|CPIP
OG0006847	LOC117140654|XP_033159586.1|DMAU	LOC120424327|XP_039444357.1|CPIP
OG0006848	LOC117138067|XP_033155782.1|DMAU	LOC120421383|XP_039440513.1|CPIP
OG0006849	LOC117141915|XP_033161534.1|DMAU	LOC120421934|XP_039441174.1|CPIP
OG0006850	LOC117140639|XP_033159569.1|DMAU	LOC120421929|XP_039441162.1|CPIP
OG0006851	LOC117139220|XP_033157306.1|DMAU	LOC120421936|XP_039441176.1|CPIP
OG0006852	LOC117137753|XP_033155254.1|DMAU	LOC120431055|XP_039452143.1|CPIP
OG0006853	LOC117139523|XP_033157776.1|DMAU	LOC120418795|XP_039437211.1|CPIP
OG0006854	LOC117135784|XP_033152155.1|DMAU	LOC120418817|XP_039437262.1|CPIP
OG0006855	LOC117142106|XP_033161883.1|DMAU	LOC120418810|XP_039437254.1|CPIP
OG0006856	LOC117135410|XP_033151446.1|DMAU	LOC120418851|XP_039437308.1|CPIP
OG0006858	LOC117139376|XP_033157516.1|DMAU	LOC120429738|XP_039450726.1|CPIP
OG0006863	LOC117146716|XP_033169029.1|DMAU	LOC120418850|XP_039437307.1|CPIP
OG0006867	LOC117135522|XP_033151677.1|DMAU	LOC120413433|XP_039430178.1|CPIP
OG0006870	LOC117138323|XP_033156246.1|DMAU	LOC120424212|XP_039444200.1|CPIP
OG0006871	LOC117137991|XP_033155666.1|DMAU	LOC120424227|XP_039444218.1|CPIP
OG0006872	LOC117138209|XP_033156035.1|DMAU	LOC120426883|XP_039447654.1|CPIP
OG0006881	LOC117138205|XP_033156034.1|DMAU	LOC120430177|XP_039451192.1|CPIP, LOC120425444|XP_039445911.1|CPIP
OG0006882	LOC117136266|XP_033152978.1|DMAU	LOC120414674|XP_039431893.1|CPIP
OG0006883	LOC117143970|XP_033164801.1|DMAU	LOC120426348|XP_039447044.1|CPIP, LOC120426550|XP_039447252.1|CPIP
OG0006884	LOC117140331|XP_033159481.1|DMAU	LOC120431072|XP_039452160.1|CPIP, LOC120430915|XP_039451968.1|CPIP
OG0006885	LOC117140991|XP_033160136.1|DMAU	LOC120428156|XP_039449074.1|CPIP
OG0006886	LOC117145676|XP_033167301.1|DMAU	LOC120425087|XP_039445413.1|CPIP
OG0006887	LOC117146554|XP_033168743.1|DMAU	LOC120431276|XP_039452342.1|CPIP
OG0006888	LOC117137045|XP_033154148.1|DMAU	LOC120431279|XP_039452350.1|CPIP
OG0006889	LOC117149223|XP_033172649.1|DMAU	LOC120431286|XP_039452360.1|CPIP
OG0006890	LOC117150729|XP_033173646.1|DMAU	LOC120427689|XP_039448511.1|CPIP
OG0006891	LOC117149425|XP_033172666.1|DMAU	LOC120427690|XP_039448513.1|CPIP
OG0006892	LOC117150450|XP_033173228.1|DMAU	LOC120427692|XP_039448523.1|CPIP
OG0006893	LOC117142007|XP_033161750.1|DMAU	LOC120427686|XP_039448509.1|CPIP
OG0006894	LOC117141988|XP_033161712.1|DMAU	LOC120427695|XP_039448525.1|CPIP
OG0006895	LOC117148836|XP_033172381.1|DMAU	LOC120428089|XP_039449008.1|CPIP
OG0006896	LOC117150616|XP_033173477.1|DMAU	LOC120428088|XP_039449007.1|CPIP
OG0006897	LOC117150986|XP_033174079.1|DMAU	LOC120425849|XP_039446402.1|CPIP
OG0006898	LOC117140368|XP_033159125.1|DMAU	LOC120415482|XP_039432982.1|CPIP
OG0006899	LOC117150292|XP_033173006.1|DMAU	LOC120419195|XP_039437801.1|CPIP
OG0006900	LOC117147001|XP_033169572.1|DMAU	LOC120422802|XP_039442277.1|CPIP
OG0006901	LOC117147865|XP_033170837.1|DMAU	LOC120415677|XP_039433198.1|CPIP
OG0006902	LOC117148292|XP_033171503.1|DMAU	LOC120424565|XP_039444668.1|CPIP
OG0006903	LOC117146103|XP_033167975.1|DMAU	LOC120423658|XP_039443474.1|CPIP
OG0006904	LOC117142499|XP_033162428.1|DMAU	LOC120418286|XP_039436547.1|CPIP
OG0006905	LOC117135415|XP_033151462.1|DMAU	LOC120418320|XP_039436583.1|CPIP
OG0006906	LOC117141926|XP_033161555.1|DMAU	LOC120418289|XP_039436550.1|CPIP
OG0006907	LOC117150850|XP_033173811.1|DMAU	LOC120422970|XP_039442491.1|CPIP
OG0006908	LOC117136507|XP_033153345.1|DMAU	LOC120422983|XP_039442527.1|CPIP
OG0006909	LOC117150297|XP_033173010.1|DMAU	LOC120422988|XP_039442532.1|CPIP
OG0006910	LOC117135190|XP_033151150.1|DMAU	LOC120422992|XP_039442537.1|CPIP
OG0006911	LOC117147919|XP_033170928.1|DMAU	LOC120421108|XP_039440197.1|CPIP
OG0006912	LOC117145803|XP_033167496.1|DMAU	LOC120413589|XP_039430424.1|CPIP
OG0006913	LOC117150165|XP_033172852.1|DMAU	LOC120413621|XP_039430462.1|CPIP
OG0006914	LOC117139277|XP_033157395.1|DMAU	LOC120413607|XP_039430445.1|CPIP
OG0006915	LOC117150972|XP_033174044.1|DMAU	LOC120413605|XP_039430443.1|CPIP
OG0006916	LOC117150932|XP_033173988.1|DMAU	LOC120413590|XP_039430432.1|CPIP
OG0006917	LOC117135242|XP_033151276.1|DMAU	LOC120413616|XP_039430455.1|CPIP
OG0006918	LOC117150521|XP_033173332.1|DMAU	LOC120413618|XP_039430459.1|CPIP
OG0006919	LOC117136664|XP_033153559.1|DMAU	LOC120420427|XP_039439384.1|CPIP
OG0006920	LOC117150612|XP_033173468.1|DMAU	LOC120422371|XP_039441716.1|CPIP
OG0006921	LOC117150979|XP_033174061.1|DMAU	LOC120414069|XP_039431024.1|CPIP
OG0006922	LOC117135934|XP_033152404.1|DMAU	LOC120414076|XP_039431031.1|CPIP
OG0006923	LOC117150983|XP_033174071.1|DMAU	LOC120414101|XP_039431058.1|CPIP
OG0006924	LOC117150036|XP_033172795.1|DMAU	LOC120414107|XP_039431065.1|CPIP
OG0006925	LOC117144894|XP_033166208.1|DMAU	LOC120414109|XP_039431068.1|CPIP
OG0006926	LOC117136228|XP_033152904.1|DMAU	LOC120420590|XP_039439600.1|CPIP
OG0006927	LOC117148728|XP_033172177.1|DMAU	LOC120420624|XP_039439631.1|CPIP
OG0006928	LOC117146249|XP_033168081.1|DMAU	LOC120420619|XP_039439626.1|CPIP
OG0006929	LOC117151019|XP_033174115.1|DMAU	LOC120420131|XP_039439015.1|CPIP
OG0006930	LOC117137553|XP_033154949.1|DMAU	LOC120420144|XP_039439037.1|CPIP
OG0006931	LOC117142908|XP_033163086.1|DMAU	LOC120422727|XP_039442193.1|CPIP
OG0006932	LOC117137634|XP_033155060.1|DMAU	LOC120422492|XP_039441885.1|CPIP
OG0006933	LOC117144918|XP_033166259.1|DMAU	LOC120423268|XP_039442941.1|CPIP
OG0006934	LOC117142286|XP_033162060.1|DMAU	LOC120416083|XP_039433700.1|CPIP
OG0006935	LOC117138385|XP_033156349.1|DMAU	LOC120417360|XP_039435305.1|CPIP
OG0006936	LOC117146123|XP_033168020.1|DMAU	LOC120417363|XP_039435308.1|CPIP
OG0006937	LOC117135226|XP_033151234.1|DMAU	LOC120417352|XP_039435288.1|CPIP
OG0006938	LOC117145672|XP_033167299.1|DMAU	LOC120417348|XP_039435284.1|CPIP
OG0006939	LOC117148750|XP_033172230.1|DMAU	LOC120417350|XP_039435286.1|CPIP
OG0006940	LOC117141873|XP_033161454.1|DMAU	LOC120413135|XP_039429773.1|CPIP
OG0006941	LOC117150917|XP_033173960.1|DMAU	LOC120424966|XP_039445256.1|CPIP
OG0006942	LOC117137751|XP_033155250.1|DMAU	LOC120416296|XP_039433947.1|CPIP
OG0006943	LOC117139063|XP_033157101.1|DMAU	LOC120413149|XP_039429788.1|CPIP
OG0006944	LOC117151068|XP_033174201.1|DMAU	LOC120413089|XP_039429729.1|CPIP
OG0006945	LOC117139511|XP_033157763.1|DMAU	LOC120413103|XP_039429743.1|CPIP
OG0006946	LOC117142627|XP_033162620.1|DMAU	LOC120413118|XP_039429761.1|CPIP
OG0006947	LOC117150395|XP_033173149.1|DMAU	LOC120424101|XP_039444048.1|CPIP
OG0006948	LOC117138414|XP_033156396.1|DMAU	LOC120428540|XP_039449506.1|CPIP
OG0006949	LOC117142734|XP_033162798.1|DMAU	LOC120418950|XP_039437422.1|CPIP
OG0006950	LOC117137898|XP_033155528.1|DMAU	LOC120428613|XP_039449594.1|CPIP
OG0006951	LOC117149722|XP_033172705.1|DMAU	LOC120427877|XP_039448747.1|CPIP
OG0006952	LOC117146004|XP_033167815.1|DMAU	LOC120428397|XP_039449347.1|CPIP
OG0006953	LOC117139825|XP_033158352.1|DMAU	LOC120425907|XP_039446460.1|CPIP
OG0006954	LOC117151090|XP_033174230.1|DMAU	LOC120425903|XP_039446457.1|CPIP
OG0006955	LOC117142644|XP_033162641.1|DMAU	LOC120425916|XP_039446470.1|CPIP
OG0006956	LOC117135315|XP_033151403.1|DMAU	LOC120416322|XP_039433978.1|CPIP
OG0006957	LOC117137939|XP_033155595.1|DMAU	LOC120416331|XP_039433995.1|CPIP
OG0006958	LOC117135580|XP_033151795.1|DMAU	LOC120416316|XP_039433973.1|CPIP
OG0006959	LOC117140732|XP_033159701.1|DMAU	LOC120416310|XP_039433965.1|CPIP
OG0006960	LOC117150824|XP_033173781.1|DMAU	LOC120414771|XP_039432019.1|CPIP
OG0006961	LOC117150794|XP_033173738.1|DMAU	LOC120414744|XP_039431990.1|CPIP
OG0006962	LOC117144816|XP_033166088.1|DMAU	LOC120420890|XP_039439945.1|CPIP
OG0006963	LOC117147559|XP_033170396.1|DMAU	LOC120418405|XP_039436715.1|CPIP
OG0006964	LOC117150284|XP_033172993.1|DMAU	LOC120418423|XP_039436735.1|CPIP
OG0006965	LOC117150519|XP_033173327.1|DMAU	LOC120421721|XP_039440904.1|CPIP
OG0006966	LOC117146836|XP_033169323.1|DMAU	LOC120421720|XP_039440902.1|CPIP
OG0006967	LOC117137168|XP_033154372.1|DMAU	LOC120421717|XP_039440898.1|CPIP
OG0006968	LOC117138361|XP_033156319.1|DMAU	LOC120420821|XP_039439875.1|CPIP
OG0006969	LOC117139738|XP_033158186.1|DMAU	LOC120420808|XP_039439864.1|CPIP
OG0006970	LOC117142515|XP_033162444.1|DMAU	LOC120419382|XP_039437987.1|CPIP
OG0006971	LOC117135232|XP_033151245.1|DMAU	LOC120420145|XP_039439041.1|CPIP
OG0006972	LOC117142937|XP_033167220.1|DMAU	LOC120419902|XP_039438706.1|CPIP
OG0006973	LOC117135240|XP_033151273.1|DMAU	LOC120420278|XP_039439214.1|CPIP
OG0006974	LOC117135186|XP_033151144.1|DMAU	LOC120420510|XP_039439501.1|CPIP
OG0006975	LOC117150751|XP_033173677.1|DMAU	LOC120419756|XP_039438518.1|CPIP
OG0006976	LOC117135545|XP_033151732.1|DMAU	LOC120418791|XP_039437207.1|CPIP
OG0006977	LOC117136444|XP_033153253.1|DMAU	LOC120431287|XP_039452361.1|CPIP
OG0006978	LOC117139866|XP_033158417.1|DMAU	LOC120420603|XP_039439615.1|CPIP
OG0006979	LOC117150472|XP_033173259.1|DMAU	LOC120421951|XP_039441195.1|CPIP
OG0006980	LOC117136184|XP_033152824.1|DMAU	LOC120428323|XP_039449254.1|CPIP
OG0006981	LOC117135257|XP_033151294.1|DMAU	LOC120428319|XP_039449249.1|CPIP
OG0006983	LOC117151021|XP_033174117.1|DMAU	LOC120422514|XP_039441904.1|CPIP
OG0006984	LOC117141728|XP_033161274.1|DMAU	LOC120415468|XP_039432961.1|CPIP
OG0006985	LOC117151091|XP_033174234.1|DMAU	LOC120415477|XP_039432974.1|CPIP
OG0006986	LOC117137568|XP_033154968.1|DMAU	LOC120415478|XP_039432975.1|CPIP
OG0006988	LOC117142112|XP_033161895.1|DMAU	LOC120416266|XP_039433904.1|CPIP
OG0006989	LOC117135168|XP_033151123.1|DMAU	LOC120425340|XP_039445766.1|CPIP
OG0006990	LOC117142551|XP_033162495.1|DMAU	LOC120425339|XP_039445765.1|CPIP
OG0006991	LOC117145781|XP_033167451.1|DMAU	LOC120425338|XP_039445764.1|CPIP
OG0006992	LOC117145153|XP_033166586.1|DMAU	LOC120421104|XP_039440187.1|CPIP
OG0006993	LOC117146890|XP_033169383.1|DMAU	LOC120415458|XP_039432935.1|CPIP
OG0006994	LOC117151029|XP_033174133.1|DMAU	LOC120419175|XP_039437762.1|CPIP
OG0006995	LOC117136723|XP_033153646.1|DMAU	LOC120415974|XP_039433559.1|CPIP
OG0006996	LOC117150232|XP_033172919.1|DMAU	LOC120416017|XP_039433608.1|CPIP
OG0006997	LOC117137339|XP_033154625.1|DMAU	LOC120422511|XP_039441903.1|CPIP
OG0006998	LOC117143202|XP_033163637.1|DMAU	LOC120416110|XP_039433727.1|CPIP
OG0006999	LOC117138950|XP_033156879.1|DMAU	LOC120416281|XP_039433929.1|CPIP
OG0007000	LOC117150087|XP_033172821.1|DMAU	LOC120428679|XP_039449668.1|CPIP
OG0007001	LOC117136860|XP_033153850.1|DMAU	LOC120419855|XP_039438626.1|CPIP
OG0007002	LOC117135276|XP_033151333.1|DMAU	LOC120412803|XP_039429333.1|CPIP
OG0007003	LOC117138345|XP_033156276.1|DMAU	LOC120412837|XP_039429380.1|CPIP
OG0007004	LOC117138637|XP_033156742.1|DMAU	LOC120413538|XP_039430347.1|CPIP
OG0007005	LOC117150625|XP_033173486.1|DMAU	LOC120413575|XP_039430397.1|CPIP
OG0007006	LOC117144157|XP_033165084.1|DMAU	LOC120416606|XP_039434334.1|CPIP
OG0007007	LOC117150651|XP_033173523.1|DMAU	LOC120416605|XP_039434333.1|CPIP
OG0007008	LOC117150542|XP_033173363.1|DMAU	LOC120429037|XP_039450108.1|CPIP
OG0007009	LOC117137642|XP_033155072.1|DMAU	LOC120419793|XP_039438563.1|CPIP
OG0007010	LOC117137087|XP_033154236.1|DMAU	LOC120419985|XP_039438801.1|CPIP
OG0007011	LOC117144750|XP_033165996.1|DMAU	LOC120415999|XP_039433588.1|CPIP
OG0007012	LOC117139070|XP_033157075.1|DMAU	LOC120416021|XP_039433611.1|CPIP
OG0007013	LOC117148353|XP_033171600.1|DMAU	LOC120416783|XP_039434585.1|CPIP
OG0007014	LOC117150259|XP_033172949.1|DMAU	LOC120430668|XP_039451703.1|CPIP, LOC120416795|XP_039434602.1|CPIP
OG0007015	LOC117150628|XP_033173492.1|DMAU	LOC120423472|XP_039443233.1|CPIP
OG0007016	LOC117150312|XP_033173030.1|DMAU	LOC120423474|XP_039443238.1|CPIP
OG0007017	LOC117144834|XP_033166116.1|DMAU	LOC120418609|XP_039436984.1|CPIP
OG0007018	LOC117142447|XP_033162306.1|DMAU	LOC120419835|XP_039438603.1|CPIP
OG0007019	LOC117148226|XP_033171411.1|DMAU	LOC120419821|XP_039438593.1|CPIP
OG0007020	LOC117139464|XP_033157671.1|DMAU	LOC120422760|XP_039442239.1|CPIP
OG0007021	LOC117138423|XP_033156424.1|DMAU	LOC120412812|XP_039429348.1|CPIP
OG0007022	LOC117150989|XP_033174082.1|DMAU	LOC120412791|XP_039429314.1|CPIP
OG0007023	LOC117138572|XP_033156638.1|DMAU	LOC120412787|XP_039429311.1|CPIP
OG0007024	LOC117146067|XP_033167899.1|DMAU	LOC120422042|XP_039441301.1|CPIP
OG0007025	LOC117148271|XP_033171476.1|DMAU	LOC120415716|XP_039433245.1|CPIP
OG0007026	LOC117150655|XP_033173532.1|DMAU	LOC120415703|XP_039433230.1|CPIP
OG0007027	LOC117135323|XP_033151412.1|DMAU	LOC120427815|XP_039448673.1|CPIP
OG0007028	LOC117150921|XP_033173967.1|DMAU	LOC120422037|XP_039441296.1|CPIP
OG0007029	LOC117138665|XP_033156798.1|DMAU	LOC120423121|XP_039442734.1|CPIP
OG0007030	LOC117146844|XP_033169296.1|DMAU	LOC120432458|XP_039453609.1|CPIP
OG0007031	LOC117136618|XP_033153496.1|DMAU	LOC120415585|XP_039433107.1|CPIP
OG0007032	LOC117139513|XP_033157761.1|DMAU	LOC120415548|XP_039433052.1|CPIP
OG0007033	LOC117140717|XP_033159677.1|DMAU	LOC120415566|XP_039433075.1|CPIP
OG0007034	LOC117136081|XP_033152646.1|DMAU	LOC120415567|XP_039433078.1|CPIP
OG0007035	LOC117148070|XP_033171158.1|DMAU	LOC120415565|XP_039433074.1|CPIP
OG0007036	LOC117141942|XP_033161585.1|DMAU	LOC120415539|XP_039433039.1|CPIP
OG0007037	LOC117143143|XP_033163530.1|DMAU	LOC120415544|XP_039433049.1|CPIP
OG0007038	LOC117135427|XP_033151472.1|DMAU	LOC120425291|XP_039445676.1|CPIP
OG0007041	LOC117138218|XP_033156056.1|DMAU	LOC120422382|XP_039441725.1|CPIP
OG0007042	LOC117150593|XP_033173440.1|DMAU	LOC120422380|XP_039441722.1|CPIP
OG0007043	LOC117142516|XP_033162445.1|DMAU	LOC120422427|XP_039441777.1|CPIP
OG0007044	LOC117145063|XP_033166472.1|DMAU	LOC120423995|XP_039443938.1|CPIP
OG0007045	LOC117145513|XP_033167094.1|DMAU	LOC120424983|XP_039445285.1|CPIP
OG0007046	LOC117144869|XP_033166168.1|DMAU	LOC120423978|XP_039443903.1|CPIP
OG0007047	LOC117140021|XP_033158646.1|DMAU	LOC120413874|XP_039430780.1|CPIP
OG0007048	LOC117138507|XP_033156536.1|DMAU	LOC120412466|XP_039428875.1|CPIP, LOC120417565|XP_039435598.1|CPIP
OG0007049	LOC117142780|XP_033162863.1|DMAU	LOC120422410|XP_039441761.1|CPIP
OG0007050	LOC117150806|XP_033173758.1|DMAU	LOC120419470|XP_039438090.1|CPIP
OG0007051	LOC117150978|XP_033174054.1|DMAU	LOC120419474|XP_039438094.1|CPIP
OG0007052	LOC117148422|XP_033171682.1|DMAU	LOC120418711|XP_039437113.1|CPIP
OG0007053	LOC117143617|XP_033164266.1|DMAU	LOC120432430|XP_039453582.1|CPIP
OG0007054	LOC117138062|XP_033155777.1|DMAU	LOC120431920|XP_039452987.1|CPIP
OG0007055	LOC117135744|XP_033152084.1|DMAU	LOC120428876|XP_039449936.1|CPIP
OG0007056	LOC117140240|XP_033158933.1|DMAU	LOC120421137|XP_039440252.1|CPIP
OG0007057	LOC117148423|XP_033171686.1|DMAU	LOC120425304|XP_039445709.1|CPIP
OG0007058	LOC117148515|XP_033171813.1|DMAU	LOC120425298|XP_039445696.1|CPIP
OG0007059	LOC117139358|XP_033157504.1|DMAU	LOC120419650|XP_039438341.1|CPIP
OG0007060	LOC117141305|XP_033160584.1|DMAU	LOC120419667|XP_039438365.1|CPIP
OG0007061	LOC117141918|XP_033161538.1|DMAU	LOC120419664|XP_039438361.1|CPIP
OG0007062	LOC117142054|XP_033161823.1|DMAU	LOC120426890|XP_039447628.1|CPIP
OG0007063	LOC117135192|XP_033151153.1|DMAU	LOC120431557|XP_039452599.1|CPIP
OG0007064	LOC117137827|XP_033155405.1|DMAU	LOC120418716|XP_039437124.1|CPIP
OG0007065	LOC117139061|XP_033157061.1|DMAU	LOC120418701|XP_039437100.1|CPIP
OG0007066	LOC117139165|XP_033157215.1|DMAU	LOC120423111|XP_039442723.1|CPIP
OG0007067	LOC117146010|XP_033167824.1|DMAU	LOC120423106|XP_039442719.1|CPIP
OG0007068	LOC117135271|XP_033151324.1|DMAU	LOC120423117|XP_039442729.1|CPIP
OG0007069	LOC117150910|XP_033173949.1|DMAU	LOC120421296|XP_039440421.1|CPIP
OG0007070	LOC117135781|XP_033152145.1|DMAU	LOC120414564|XP_039431718.1|CPIP
OG0007071	LOC117135716|XP_033152039.1|DMAU	LOC120414573|XP_039431744.1|CPIP
OG0007072	LOC117143526|XP_033164147.1|DMAU	LOC120414570|XP_039431740.1|CPIP
OG0007073	LOC117146860|XP_033169332.1|DMAU	LOC120419463|XP_039438081.1|CPIP
OG0007074	LOC117136485|XP_033153315.1|DMAU	LOC120429788|XP_039450782.1|CPIP
OG0007075	LOC117150950|XP_033174014.1|DMAU	LOC120432419|XP_039453553.1|CPIP
OG0007076	LOC117136567|XP_033153413.1|DMAU	LOC120432435|XP_039453587.1|CPIP
OG0007077	LOC117136544|XP_033153391.1|DMAU	LOC120432441|XP_039453593.1|CPIP
OG0007078	LOC117135308|XP_033151394.1|DMAU	LOC120432456|XP_039453607.1|CPIP
OG0007079	LOC117135314|XP_033151401.1|DMAU	LOC120432424|XP_039453561.1|CPIP
OG0007080	LOC117150077|XP_033172816.1|DMAU	LOC120423398|XP_039443125.1|CPIP
OG0007081	LOC117150244|XP_033172931.1|DMAU	LOC120423406|XP_039443141.1|CPIP
OG0007082	LOC117151020|XP_033174116.1|DMAU	LOC120423400|XP_039443133.1|CPIP
OG0007083	LOC117141092|XP_033160302.1|DMAU	LOC120423403|XP_039443135.1|CPIP
OG0007084	LOC117147060|XP_033169708.1|DMAU	LOC120423395|XP_039443120.1|CPIP
OG0007085	LOC117138916|XP_033156867.1|DMAU	LOC120412668|XP_039429164.1|CPIP
OG0007086	LOC117150507|XP_033173304.1|DMAU	LOC120417289|XP_039435174.1|CPIP
OG0007087	LOC117140825|XP_033159823.1|DMAU	LOC120426284|XP_039446967.1|CPIP
OG0007088	LOC117135786|XP_033152168.1|DMAU	LOC120426283|XP_039446962.1|CPIP
OG0007089	LOC117141900|XP_033161496.1|DMAU	LOC120432461|XP_039453617.1|CPIP
OG0007090	LOC117151045|XP_033174150.1|DMAU	LOC120420532|XP_039439539.1|CPIP
OG0007091	LOC117142197|XP_033161965.1|DMAU	LOC120420523|XP_039439526.1|CPIP
OG0007092	LOC117142338|XP_033162143.1|DMAU	LOC120423972|XP_039443898.1|CPIP
OG0007093	LOC117148032|XP_033171139.1|DMAU	LOC120423985|XP_039443916.1|CPIP
OG0007094	LOC117148111|XP_033171258.1|DMAU	LOC120423988|XP_039443919.1|CPIP
OG0007095	LOC117147457|XP_033170241.1|DMAU	LOC120423973|XP_039443899.1|CPIP
OG0007096	LOC117145026|XP_033166420.1|DMAU	LOC120423974|XP_039443900.1|CPIP
OG0007097	LOC117138477|XP_033156535.1|DMAU	LOC120418720|XP_039437127.1|CPIP
OG0007098	LOC117150533|XP_033173348.1|DMAU	LOC120418702|XP_039437101.1|CPIP
