Orthogroup	DMAU.longest_only	DVIR.longest_only
OG0007999	LOC117149517|XP_033172680.1|DMAU	LOC6629236|XP_015028501.1|DVIR
OG0008000	LOC117136516|XP_033153355.1|DMAU	LOC6629235|XP_002052611.1|DVIR
OG0008001	LOC117135130|XP_033151077.1|DMAU	LOC6635749|XP_002059220.1|DVIR
OG0008002	LOC117145927|XP_033167686.1|DMAU	LOC6627596|XP_002052827.1|DVIR
OG0008003	LOC117135157|XP_033151112.1|DMAU	LOC6635750|XP_002059221.2|DVIR
OG0008004	LOC117147705|XP_033170585.1|DMAU	LOC6631445|XP_032296252.1|DVIR
OG0008005	LOC117148588|XP_033171951.1|DMAU	LOC6636128|XP_032296267.1|DVIR
OG0008006	LOC117147538|XP_033170363.1|DMAU	LOC6634826|XP_032296372.1|DVIR
OG0008007	LOC117147462|XP_033170244.1|DMAU	LOC6633527|XP_002057355.1|DVIR
OG0008008	LOC117140306|XP_033159042.1|DMAU	LOC6622452|XP_002047596.2|DVIR
OG0008009	LOC117147018|XP_033169597.1|DMAU	LOC6633772|XP_002057304.1|DVIR
OG0008010	LOC117147623|XP_033170472.1|DMAU	LOC6636665|XP_002060143.2|DVIR
OG0008011	LOC117136020|XP_033152528.1|DMAU	LOC6627044|XP_002050074.2|DVIR
OG0008012	LOC117136902|XP_033153909.1|DMAU	LOC6626688|XP_002049825.3|DVIR
OG0008013	LOC117137336|XP_033154617.1|DMAU	LOC6625777|XP_002049127.2|DVIR
OG0008014	LOC117143789|XP_033164521.1|DMAU	LOC6629999|XP_002054712.1|DVIR
OG0008015	LOC117140401|XP_033159162.1|DMAU	LOC6623288|XP_002048549.1|DVIR
OG0008016	LOC117140403|XP_033159165.1|DMAU	LOC6623241|XP_002048551.1|DVIR
OG0008017	LOC117147563|XP_033170397.1|DMAU	LOC6633250|XP_032296576.1|DVIR
OG0008018	LOC117146419|XP_033168512.1|DMAU	LOC6635475|XP_002059004.2|DVIR
OG0008019	LOC117147642|XP_033170501.1|DMAU	LOC6634412|XP_032296330.1|DVIR
OG0008020	LOC117143954|XP_033164780.1|DMAU	LOC6632646|XP_002056545.1|DVIR
OG0008021	LOC117148075|XP_033171174.1|DMAU	LOC6635519|XP_002058937.2|DVIR
OG0008022	LOC117143228|XP_033163668.1|DMAU	LOC6630246|XP_002053910.1|DVIR
OG0008023	LOC117148548|XP_033171872.1|DMAU	LOC6631768|XP_002055176.1|DVIR
OG0008024	LOC117148549|XP_033171873.1|DMAU	LOC6631766|XP_002055174.1|DVIR
OG0008025	LOC117146420|XP_033168514.1|DMAU	LOC6635584|XP_032295673.1|DVIR
OG0008026	LOC117146608|XP_033168825.1|DMAU	LOC6635448|XP_032295915.1|DVIR
OG0008027	LOC117147993|XP_033171039.1|DMAU	LOC6634629|XP_032296425.1|DVIR
OG0008028	LOC117145415|XP_033166947.1|DMAU	LOC6630364|XP_002054900.1|DVIR
OG0008029	LOC117145040|XP_033166442.1|DMAU	LOC6630421|XP_002053296.1|DVIR
OG0008030	LOC117144200|XP_033165140.1|DMAU	LOC6632392|XP_002056628.1|DVIR
OG0008031	LOC117144864|XP_033166164.1|DMAU	LOC6634194|XP_002057787.1|DVIR
OG0008032	LOC117146083|XP_033167922.1|DMAU	LOC6629750|XP_002053892.2|DVIR
OG0008033	LOC117143005|XP_033163261.1|DMAU	LOC6632569|XP_002056328.2|DVIR
OG0008034	LOC117143242|XP_033163685.1|DMAU	LOC6631887|XP_032295406.1|DVIR
OG0008035	LOC117147009|XP_033169582.1|DMAU	LOC6631463|XP_002054927.2|DVIR
OG0008036	LOC117144322|XP_033165325.1|DMAU	LOC6632617|XP_002056317.1|DVIR
OG0008037	LOC117145707|XP_033167344.1|DMAU	LOC6629820|XP_032289718.1|DVIR
OG0008038	LOC117147872|XP_033170843.1|DMAU	LOC6631715|XP_032295616.1|DVIR
OG0008039	LOC117142456|XP_033162330.1|DMAU	LOC6629989|XP_002054171.3|DVIR
OG0008040	LOC117146026|XP_033167848.1|DMAU	LOC6629329|XP_002053870.1|DVIR
OG0008041	LOC117148412|XP_033171672.1|DMAU	LOC6631427|XP_015026366.1|DVIR
OG0008042	LOC117144840|XP_033166127.1|DMAU	LOC6629849|XP_002054470.1|DVIR
OG0008043	LOC117147213|XP_033169918.1|DMAU	LOC6633430|XP_002057223.1|DVIR
OG0008044	LOC117148827|XP_033172366.1|DMAU	LOC6633594|XP_002056806.1|DVIR
OG0008045	LOC117148761|XP_033172248.1|DMAU	LOC6635579|XP_002058993.3|DVIR
OG0008046	LOC117142634|XP_033162629.1|DMAU	LOC6629994|XP_002054176.1|DVIR
OG0008047	LOC117143063|XP_033163411.1|DMAU	LOC6629649|XP_002053559.2|DVIR
OG0008048	LOC117142633|XP_033162628.1|DMAU	LOC6629992|XP_002054174.1|DVIR
OG0008049	LOC117143062|XP_033163410.1|DMAU	LOC6629648|XP_002053558.3|DVIR
OG0008050	LOC117143100|XP_033163472.1|DMAU	LOC6632976|XP_032289409.1|DVIR
OG0008051	LOC117143078|XP_033163439.1|DMAU	LOC6630425|XP_002053737.1|DVIR
OG0008052	LOC117142660|XP_033162679.1|DMAU	LOC6630988|XP_002053233.3|DVIR
OG0008053	LOC117141679|XP_033161166.1|DMAU	LOC6629703|XP_002052961.1|DVIR
OG0008054	LOC117147708|XP_033170589.1|DMAU	LOC6633585|XP_002057263.1|DVIR
OG0008055	LOC117147651|XP_033170516.1|DMAU	LOC6635449|XP_002058989.2|DVIR
OG0008056	LOC117148049|XP_033171125.1|DMAU	LOC6634726|XP_002058325.1|DVIR
OG0008057	LOC117144159|XP_033165082.1|DMAU	LOC6633164|XP_002056613.1|DVIR
OG0008058	LOC117145970|XP_033167762.1|DMAU	LOC6631204|XP_002054435.1|DVIR
OG0008059	LOC117144162|XP_033165088.1|DMAU	LOC6629565|XP_002053653.1|DVIR
OG0008060	LOC117143217|XP_033163657.1|DMAU	LOC6629661|XP_002053600.1|DVIR
OG0008061	LOC117146413|XP_033168504.1|DMAU	LOC6634495|XP_002058233.1|DVIR
OG0008062	LOC117147659|XP_033170527.1|DMAU	LOC6633874|XP_032296185.1|DVIR
OG0008063	LOC117144841|XP_033166128.1|DMAU	LOC6629848|XP_032295214.1|DVIR
OG0008064	LOC117147984|XP_033171026.1|DMAU	LOC6636699|XP_002060172.1|DVIR
OG0008065	LOC117147136|XP_033169805.1|DMAU	LOC6633843|XP_002057195.2|DVIR
OG0008066	LOC117148726|XP_033172169.1|DMAU	LOC6631945|XP_015026431.2|DVIR
OG0008067	LOC117146527|XP_033168686.1|DMAU	LOC6633444|XP_032288722.1|DVIR
OG0008068	LOC117148219|XP_033171400.1|DMAU	LOC6631394|XP_002055531.1|DVIR
OG0008069	LOC117143576|XP_033164211.1|DMAU	LOC6633013|XP_002056134.1|DVIR
OG0008070	LOC117142636|XP_033162632.1|DMAU	LOC6629991|XP_015027600.1|DVIR
OG0008071	LOC117147145|XP_033169814.1|DMAU	LOC6633529|XP_032295876.1|DVIR
OG0008072	LOC117146652|XP_033168878.1|DMAU	LOC6634680|XP_002057996.1|DVIR
OG0008073	LOC117148863|XP_033172423.1|DMAU	LOC6631866|XP_032295980.1|DVIR
OG0008074	LOC117148864|XP_033172426.1|DMAU	LOC6631864|XP_015026323.1|DVIR
OG0008075	LOC117136993|XP_033154060.1|DMAU	LOC6624742|XP_015029827.1|DVIR
OG0008076	LOC117148678|XP_033172107.1|DMAU	LOC6634666|XP_002057982.2|DVIR
OG0008077	LOC117145159|XP_033166597.1|DMAU	LOC6629594|XP_002053547.1|DVIR
OG0008078	LOC117147061|XP_033169709.1|DMAU	LOC6634510|XP_032296364.1|DVIR
OG0008079	LOC117148481|XP_033171748.1|DMAU	LOC6633859|XP_032295879.1|DVIR
OG0008080	LOC117148682|XP_033172113.1|DMAU	LOC6633402|XP_002057212.2|DVIR
OG0008081	LOC117148160|XP_033171285.1|DMAU	LOC6633267|XP_002057148.1|DVIR
OG0008082	LOC117144941|XP_033166286.1|DMAU	LOC6634686|XP_002058339.1|DVIR
OG0008084	LOC117145277|XP_033166756.1|DMAU	LOC6630850|XP_002053932.2|DVIR
OG0008085	LOC117143820|XP_033164556.1|DMAU	LOC6630757|XP_002054496.1|DVIR
OG0008086	LOC117145760|XP_033167415.1|DMAU	LOC6632398|XP_015025800.1|DVIR
OG0008087	LOC117147451|XP_033170224.1|DMAU	LOC6631497|XP_002055131.1|DVIR
OG0008088	LOC117146825|XP_033169269.1|DMAU	LOC6631852|XP_002055588.2|DVIR
OG0008089	LOC117141930|XP_033161559.1|DMAU	LOC6622711|XP_002047040.2|DVIR
OG0008090	LOC117146484|XP_033168615.1|DMAU	LOC6635598|XP_002059023.2|DVIR
OG0008091	LOC117145950|XP_033167724.1|DMAU	LOC6635008|XP_002058652.1|DVIR
OG0008092	LOC117142610|XP_033162583.1|DMAU	LOC6632550|XP_032289407.1|DVIR
OG0008093	LOC117146930|XP_033169465.1|DMAU	LOC6633600|XP_002056996.1|DVIR
OG0008094	LOC117140167|XP_033158868.1|DMAU	LOC6627548|XP_002052283.2|DVIR
OG0008095	LOC117143246|XP_033163698.1|DMAU	LOC6632579|XP_002056744.2|DVIR
OG0008096	LOC117148474|XP_033171740.1|DMAU	LOC6633309|XP_032289127.1|DVIR
OG0008097	LOC117148754|XP_033172236.1|DMAU	LOC6635497|XP_032296262.1|DVIR
OG0008098	LOC117140770|XP_033159743.1|DMAU	LOC6624205|XP_002047881.2|DVIR
OG0008099	LOC117139644|XP_033157994.1|DMAU	LOC6622369|XP_002048138.2|DVIR
OG0008100	LOC117143142|XP_033163527.1|DMAU	LOC6629877|XP_002053386.2|DVIR
OG0008101	LOC117146785|XP_033169210.1|DMAU	LOC6631335|XP_032294824.1|DVIR
OG0008102	LOC117143182|XP_033163591.1|DMAU	LOC26531622|XP_015027917.1|DVIR
OG0008103	LOC117148063|XP_033171145.1|DMAU	LOC6635607|XP_002058950.1|DVIR
OG0008104	LOC117141108|XP_033160320.1|DMAU	LOC6623583|XP_002048258.1|DVIR
OG0008105	LOC117142526|XP_033162462.1|DMAU	LOC6633039|XP_002056262.1|DVIR
OG0008106	LOC117140550|XP_033159436.1|DMAU	LOC6622607|XP_002047669.1|DVIR
OG0008107	LOC117145253|XP_033166726.1|DMAU	LOC6632835|XP_032289591.1|DVIR
OG0008108	LOC117147707|XP_033170587.1|DMAU	LOC6633586|XP_002057264.1|DVIR
OG0008109	LOC117147468|XP_033170249.1|DMAU	LOC6633298|XP_002057397.3|DVIR
OG0008110	LOC117147181|XP_033169873.1|DMAU	LOC6633596|XP_002056808.3|DVIR
OG0008111	LOC117148660|XP_033172064.1|DMAU	LOC6634398|XP_002058151.1|DVIR
OG0008112	LOC117146725|XP_033169053.1|DMAU	LOC6636126|XP_032295491.1|DVIR
OG0008113	LOC117147908|XP_033170908.1|DMAU	LOC116652303|XP_032296592.1|DVIR
OG0008114	LOC117147907|XP_033170907.1|DMAU	LOC6633254|XP_002057132.1|DVIR
OG0008115	LOC117148561|XP_033171895.1|DMAU	LOC6632097|XP_032295465.1|DVIR
OG0008116	LOC117146547|XP_033168734.1|DMAU	LOC6632095|XP_032295529.1|DVIR
OG0008117	LOC117148011|XP_033171062.1|DMAU	LOC6636132|XP_015024186.2|DVIR
OG0008118	LOC117148664|XP_033172068.1|DMAU	LOC6636078|XP_002059609.1|DVIR
OG0008119	LOC117148269|XP_033171474.1|DMAU	LOC6634821|XP_002058210.1|DVIR
OG0008120	LOC117146632|XP_033168855.1|DMAU	LOC6633273|XP_032296584.1|DVIR
OG0008121	LOC117136157|XP_033152771.1|DMAU	LOC6626483|XP_002049077.2|DVIR
OG0008122	LOC117148505|XP_033171799.1|DMAU	LOC6633556|XP_032295944.1|DVIR
OG0008123	LOC117147616|XP_033170464.1|DMAU	LOC6634794|XP_002058130.1|DVIR
OG0008124	LOC117147039|XP_033169658.1|DMAU	LOC6633406|XP_032288761.1|DVIR
OG0008125	LOC117147455|XP_033170231.1|DMAU	LOC6633842|XP_002057194.1|DVIR
OG0008126	LOC117148212|XP_033171392.1|DMAU	LOC6633368|XP_002057172.1|DVIR
OG0008127	LOC117148623|XP_033172005.1|DMAU	LOC6633543|XP_002057240.1|DVIR
OG0008128	LOC117148714|XP_033172154.1|DMAU	LOC6633539|XP_002057237.1|DVIR
OG0008129	LOC117148641|XP_033172032.1|DMAU	LOC6636075|XP_015024188.1|DVIR
OG0008130	LOC117147523|XP_033170331.1|DMAU	LOC6632188|XP_002055643.1|DVIR
OG0008131	LOC117147847|XP_033170812.1|DMAU	LOC6636068|XP_002059599.3|DVIR
OG0008132	LOC117145444|XP_033166994.1|DMAU	LOC6630626|XP_002053300.2|DVIR
OG0008133	LOC117148127|XP_033171242.1|DMAU	LOC6633652|XP_032289169.1|DVIR
OG0008134	LOC117147023|XP_033169603.1|DMAU	LOC6633301|XP_032296059.1|DVIR
OG0008135	LOC117142844|XP_033162968.1|DMAU	LOC6629606|XP_002054671.1|DVIR
OG0008136	LOC117150277|XP_033172979.1|DMAU	LOC6635677|XP_002059248.2|DVIR
OG0008137	LOC117148378|XP_033171626.1|DMAU	LOC6634630|XP_002058029.1|DVIR
OG0008138	LOC117140606|XP_033159507.1|DMAU	LOC6623705|XP_002046185.2|DVIR
OG0008139	LOC117137133|XP_033154323.1|DMAU	LOC6636776|XP_002060238.1|DVIR
OG0008140	LOC117147458|XP_033170239.1|DMAU	LOC6633624|XP_032295687.1|DVIR
OG0008141	LOC117146948|XP_033169494.1|DMAU	LOC6631802|XP_032295610.1|DVIR
OG0008142	LOC117147977|XP_033171018.1|DMAU	LOC116652293|XP_032296492.1|DVIR, LOC6634492|XP_002058230.1|DVIR
OG0008143	LOC117148537|XP_033171852.1|DMAU	LOC6627665|XP_002051105.2|DVIR
OG0008144	LOC117138503|XP_033156526.1|DMAU	LOC6636409|XP_002059865.1|DVIR, LOC116650971|XP_032292228.1|DVIR
OG0008145	LOC117147075|XP_033169726.1|DMAU	LOC6633337|XP_002056865.2|DVIR
OG0008146	LOC117146973|XP_033169533.1|DMAU	LOC6636099|XP_015024167.1|DVIR
OG0008147	LOC117146964|XP_033169520.1|DMAU	LOC6636097|XP_032295501.1|DVIR
OG0008148	LOC117148786|XP_033172288.1|DMAU	LOC6634816|XP_002058142.2|DVIR
OG0008149	LOC117147245|XP_033169954.1|DMAU	LOC6633783|XP_002056955.1|DVIR
OG0008150	LOC117147307|XP_033170046.1|DMAU	LOC6634546|XP_002058290.1|DVIR
OG0008151	LOC117148628|XP_033172012.1|DMAU	LOC6634488|XP_015025018.1|DVIR
OG0008152	LOC117148704|XP_033172137.1|DMAU	LOC6636124|XP_032295494.1|DVIR
OG0008153	LOC117136312|XP_033153051.1|DMAU	LOC6625043|XP_002048814.2|DVIR
OG0008154	LOC117141812|XP_033161356.1|DMAU	LOC6624504|XP_032290736.1|DVIR
OG0008155	LOC117139686|XP_033158063.1|DMAU	LOC26531753|XP_015031796.1|DVIR
OG0008156	LOC117146075|XP_033167910.1|DMAU	LOC6629753|XP_002053895.2|DVIR
OG0008157	LOC117144684|XP_033165898.1|DMAU	LOC6629411|XP_002053067.3|DVIR
OG0008158	LOC117147239|XP_033169944.1|DMAU	LOC6631967|XP_002055014.1|DVIR
OG0008159	LOC117141737|XP_033161248.1|DMAU	LOC26530925|XP_015031667.1|DVIR
OG0008160	LOC117135436|XP_033151493.1|DMAU	LOC6626795|XP_015029862.1|DVIR
OG0008161	LOC117140122|XP_033158776.1|DMAU	LOC6636693|XP_002060171.1|DVIR
OG0008162	LOC117148113|XP_033171223.1|DMAU	LOC6632087|XP_002055635.1|DVIR
OG0008163	LOC117141879|XP_033161459.1|DMAU	LOC6622478|XP_002047204.1|DVIR
OG0008164	LOC117148263|XP_033171460.1|DMAU	LOC6633350|XP_002056791.2|DVIR
OG0008165	LOC117147477|XP_033170264.1|DMAU	LOC6633354|XP_002056978.1|DVIR
OG0008166	LOC117146771|XP_033169180.1|DMAU	LOC6633355|XP_002056979.1|DVIR
OG0008167	LOC117147448|XP_033170222.1|DMAU	LOC6633288|XP_002056871.1|DVIR
OG0008168	LOC117147654|XP_033170520.1|DMAU	LOC6633286|XP_002056869.2|DVIR
OG0008169	LOC117146357|XP_033168399.1|DMAU	LOC6635451|XP_032296044.1|DVIR
OG0008170	LOC117137154|XP_033154355.1|DMAU	LOC6626093|XP_002049402.1|DVIR
OG0008171	LOC117148795|XP_033172299.1|DMAU	LOC6631361|XP_032296000.1|DVIR
OG0008172	LOC117144327|XP_033165331.1|DMAU	LOC6629651|XP_002053561.1|DVIR
OG0008173	LOC117137797|XP_033155363.1|DMAU	LOC6627606|XP_002051408.1|DVIR
OG0008174	LOC117136076|XP_033152620.1|DMAU	LOC6624787|XP_002049338.1|DVIR
OG0008175	LOC117147822|XP_033170768.1|DMAU	LOC6631651|XP_032295803.1|DVIR
OG0008176	LOC117148475|XP_033171741.1|DMAU	LOC6633308|XP_002056779.1|DVIR
OG0008177	LOC117148934|XP_033172550.1|DMAU	LOC6633385|XP_002056796.1|DVIR
OG0008178	LOC117147373|XP_033170133.1|DMAU	LOC6634772|XP_032296460.1|DVIR
OG0008179	LOC117147661|XP_033170528.1|DMAU	LOC6634775|XP_002058201.1|DVIR
OG0008180	LOC117146464|XP_033168589.1|DMAU	LOC6635599|XP_002059024.1|DVIR
OG0008181	LOC117146473|XP_033168602.1|DMAU	LOC6635551|XP_002059025.3|DVIR
OG0008182	LOC117137403|XP_033154717.1|DMAU	LOC6626441|XP_002048909.2|DVIR
OG0008183	LOC117138465|XP_033156482.1|DMAU	LOC6626005|XP_002049448.2|DVIR
OG0008184	LOC117144926|XP_033166271.1|DMAU	LOC6628048|XP_002051159.3|DVIR
OG0008185	LOC117143248|XP_033163700.1|DMAU	LOC6629387|XP_002054456.1|DVIR
OG0008186	LOC117136192|XP_033152829.1|DMAU	LOC6626505|XP_002050204.1|DVIR
OG0008187	LOC117136197|XP_033152834.1|DMAU	LOC6626506|XP_002050205.1|DVIR
OG0008188	LOC117142770|XP_033162851.1|DMAU	LOC6628934|XP_002052750.1|DVIR
OG0008189	LOC117150654|XP_033173531.1|DMAU	LOC6634363|XP_002057704.1|DVIR
OG0008190	LOC117141293|XP_033160563.1|DMAU	LOC6622787|XP_032290636.1|DVIR
OG0008191	LOC117146421|XP_033168515.1|DMAU	LOC6632060|XP_002055113.1|DVIR
OG0008192	LOC117148268|XP_033171472.1|DMAU	LOC6634822|XP_002058211.1|DVIR
OG0008193	LOC117148199|XP_033171371.1|DMAU	LOC6631592|XP_002055444.1|DVIR
OG0008194	LOC117143661|XP_033164336.1|DMAU	LOC6628658|XP_002051508.2|DVIR
OG0008195	LOC117137531|XP_033154908.1|DMAU	LOC6626922|XP_002049536.2|DVIR
OG0008196	LOC117136523|XP_033153359.1|DMAU	LOC6626179|XP_002050243.1|DVIR
OG0008197	LOC117140387|XP_033159145.1|DMAU	LOC6622979|XP_032290666.1|DVIR
OG0008198	LOC117146351|XP_033168393.1|DMAU	LOC6635505|XP_002059045.3|DVIR
OG0008199	LOC117147823|XP_033170770.1|DMAU	LOC6631653|XP_002055343.1|DVIR
OG0008200	LOC117136511|XP_033153346.1|DMAU	LOC6626686|XP_002049823.1|DVIR
OG0008201	LOC117139685|XP_033158062.1|DMAU	LOC6623726|XP_002048614.1|DVIR
OG0008202	LOC117139128|XP_033157167.1|DMAU	LOC6624682|XP_015031351.1|DVIR
OG0008203	LOC117142123|XP_033161910.1|DMAU	LOC6622246|XP_002046371.1|DVIR
OG0008204	LOC117148191|XP_033171352.1|DMAU	LOC6633451|XP_002056913.1|DVIR
OG0008205	LOC117146614|XP_033168833.1|DMAU	LOC6631939|XP_002055032.1|DVIR
OG0008206	LOC117139084|XP_033157091.1|DMAU	LOC6622103|XP_015030611.1|DVIR
OG0008207	LOC117141230|XP_033160481.1|DMAU	LOC6622882|XP_002048084.1|DVIR
OG0008208	LOC117137586|XP_033154983.1|DMAU	LOC6626461|XP_002049150.1|DVIR
OG0008209	LOC117140257|XP_033158954.1|DMAU	LOC6627925|XP_002052800.1|DVIR
OG0008210	LOC117141522|XP_033160904.1|DMAU	LOC6627132|XP_002048950.1|DVIR
OG0008211	LOC117135474|XP_033151584.1|DMAU	LOC6634121|XP_002057722.2|DVIR
OG0008212	LOC117140225|XP_033158914.1|DMAU	LOC6622818|XP_002047542.1|DVIR
OG0008213	LOC117148883|XP_033172474.1|DMAU	LOC6631548|XP_032295861.1|DVIR
OG0008214	LOC117142110|XP_033161887.1|DMAU	LOC26530594|XP_015031627.1|DVIR
OG0008215	LOC117148116|XP_033171227.1|DMAU	LOC6631704|XP_002055352.1|DVIR
OG0008216	LOC117141941|XP_033161583.1|DMAU	LOC6622997|XP_002048062.1|DVIR
OG0008217	LOC117148821|XP_033172359.1|DMAU	LOC6634777|XP_002058203.1|DVIR
OG0008218	LOC117138254|XP_033156106.1|DMAU	LOC26531552|XP_015030346.1|DVIR
OG0008219	LOC117148807|XP_033172342.1|DMAU	LOC6631613|XP_002055071.2|DVIR
OG0008220	LOC117146768|XP_033169173.1|DMAU	LOC6633456|XP_002057339.2|DVIR
OG0008221	LOC117150720|XP_033173628.1|DMAU	LOC6627920|XP_002052795.3|DVIR
OG0008222	LOC117139172|XP_033157224.1|DMAU	LOC6622866|XP_002047684.2|DVIR
OG0008223	LOC117141788|XP_033161313.1|DMAU	LOC6624479|XP_032290711.1|DVIR
OG0008224	LOC117138960|XP_033156891.1|DMAU	LOC6622260|XP_002048079.1|DVIR
OG0008225	LOC117146998|XP_033169568.1|DMAU	LOC6631443|XP_002055681.2|DVIR
OG0008226	LOC117148207|XP_033171383.1|DMAU	LOC6631585|XP_002055695.1|DVIR
OG0008227	LOC117145687|XP_033167320.1|DMAU	LOC6630617|XP_002053746.3|DVIR
OG0008228	LOC117145619|XP_033167226.1|DMAU	LOC6632222|XP_032288758.1|DVIR
OG0008229	LOC117142229|XP_033161971.1|DMAU	LOC6631249|XP_015027259.1|DVIR
OG0008230	LOC117142879|XP_033163041.1|DMAU	LOC6629355|XP_002053564.1|DVIR
OG0008232	LOC117141833|XP_033161379.1|DMAU	LOC6622849|XP_002046553.1|DVIR
OG0008233	LOC117140234|XP_033158928.1|DMAU	LOC6628321|XP_002051194.1|DVIR
OG0008234	LOC117137191|XP_033154407.1|DMAU	LOC6626603|XP_015030072.1|DVIR
OG0008235	LOC117146380|XP_033168432.1|DMAU	LOC6636007|XP_002059507.1|DVIR
OG0008236	LOC117137176|XP_033154381.1|DMAU	LOC6625532|XP_002051014.1|DVIR
OG0008237	LOC117136788|XP_033153735.1|DMAU	LOC6626375|XP_002050352.2|DVIR
OG0008238	LOC117140018|XP_033158640.1|DMAU	LOC6622899|XP_002046493.1|DVIR
OG0008239	LOC117141054|XP_033160231.1|DMAU	LOC6623612|XP_015031385.1|DVIR
OG0008240	LOC117136832|XP_033153802.1|DMAU	LOC6625197|XP_002048750.1|DVIR
OG0008243	LOC117135770|XP_033152127.1|DMAU	LOC6635810|XP_002059319.1|DVIR
OG0008244	LOC117144300|XP_033165297.1|DMAU	LOC6631085|XP_002053811.1|DVIR
OG0008245	LOC117136361|XP_033153123.1|DMAU	LOC6624913|XP_002049110.1|DVIR
OG0008246	LOC117136451|XP_033153261.1|DMAU	LOC6625830|XP_032292978.1|DVIR
OG0008247	LOC117135321|XP_033151410.1|DMAU	LOC6631079|XP_015027620.2|DVIR, LOC6631077|XP_015027618.2|DVIR, LOC116651953|XP_032295389.1|DVIR
OG0008248	LOC117143547|XP_033164178.1|DMAU	LOC6630616|XP_002053745.1|DVIR
OG0008249	LOC117144454|XP_033165501.1|DMAU	LOC6628153|XP_032294436.1|DVIR, LOC6629836|XP_002054536.1|DVIR
OG0008250	LOC117138020|XP_033155718.1|DMAU	LOC6626641|XP_002048777.1|DVIR
OG0008251	LOC117138687|XP_033156835.1|DMAU	LOC6636347|XP_002059946.1|DVIR
OG0008252	LOC117137018|XP_033154105.1|DMAU	LOC6632923|XP_002055926.1|DVIR, LOC116650928|XP_032292049.1|DVIR, LOC6635977|XP_032292633.1|DVIR
OG0008253	LOC117137097|XP_033154273.1|DMAU	LOC6624842|XP_002049658.3|DVIR
OG0008254	LOC117139919|XP_033158492.1|DMAU	LOC6623073|XP_002047095.1|DVIR
OG0008255	LOC117141701|XP_033161203.1|DMAU	LOC6622128|XP_002047678.1|DVIR
OG0008256	LOC117137517|XP_033154892.1|DMAU	LOC6636508|XP_002059988.2|DVIR
OG0008257	LOC117146901|XP_033169400.1|DMAU, LOC117146902|XP_033169402.1|DMAU	LOC6634722|XP_002058321.1|DVIR
OG0008258	LOC117141959|XP_033161632.1|DMAU	LOC6635722|XP_002059159.1|DVIR
OG0008259	LOC117150836|XP_033173795.1|DMAU	LOC116651617|XP_032294249.1|DVIR, LOC6627476|XP_032294293.1|DVIR
OG0008260	LOC117139712|XP_033158120.1|DMAU	LOC6623861|XP_032290800.1|DVIR
OG0008261	LOC117138674|XP_033156816.1|DMAU	LOC6624960|XP_002050615.2|DVIR
OG0008262	LOC117137894|XP_033155519.1|DMAU	LOC6635866|XP_002059340.1|DVIR
OG0008264	LOC117137595|XP_033154997.1|DMAU	LOC116652037|XP_032295808.1|DVIR, LOC6626026|XP_002049602.1|DVIR
OG0008265	LOC117145617|XP_033167223.1|DMAU	LOC6632546|XP_002055840.1|DVIR, LOC6632545|XP_002055839.1|DVIR
OG0008266	LOC117145437|XP_033166983.1|DMAU	LOC6632538|XP_002056181.1|DVIR
OG0008267	LOC117143256|XP_033163712.1|DMAU	LOC6632596|XP_032289485.1|DVIR
OG0008268	LOC117136454|XP_033153273.1|DMAU	LOC6635632|XP_002059237.1|DVIR
OG0008269	LOC117150571|XP_033173414.1|DMAU	LOC6627717|XP_002051639.1|DVIR
OG0008270	LOC117148514|XP_033171811.1|DMAU	LOC6636650|XP_002060128.2|DVIR
OG0008271	LOC117141461|XP_033160808.1|DMAU	LOC6623194|XP_002047753.1|DVIR
OG0008272	LOC117148949|XP_033172580.1|DMAU	LOC6633258|XP_032289053.1|DVIR
OG0008273	LOC117143013|XP_033163271.1|DMAU	LOC6629628|XP_015026826.1|DVIR
OG0008274	LOC117146995|XP_033169563.1|DMAU	LOC6631465|XP_002055005.1|DVIR
OG0008275	LOC117147298|XP_033170036.1|DMAU	LOC6633591|XP_002056803.1|DVIR
OG0008276	LOC117147155|XP_033169829.1|DMAU	LOC6634604|XP_002058259.2|DVIR
OG0008277	LOC117146815|XP_033169255.1|DMAU	LOC6631337|XP_015026748.1|DVIR
OG0008278	LOC117151040|XP_033174144.1|DMAU	LOC6628046|XP_002051157.1|DVIR
OG0008279	LOC117147688|XP_033170563.1|DMAU	LOC6631927|XP_015026734.1|DVIR
OG0008280	LOC117148531|XP_033171836.1|DMAU	LOC6631526|XP_002055333.3|DVIR
OG0008281	LOC117147799|XP_033170739.1|DMAU	LOC6632147|XP_002055756.1|DVIR
OG0008282	LOC117147286|XP_033170021.1|DMAU	LOC6633664|XP_002056858.1|DVIR
OG0008283	LOC117147717|XP_033170608.1|DMAU	LOC6631507|XP_015026449.1|DVIR
OG0008284	LOC117146340|XP_033168360.1|DMAU	LOC6636272|XP_002059685.1|DVIR
OG0008285	LOC117147176|XP_033169863.1|DMAU	LOC6631567|XP_002055554.1|DVIR
OG0008286	LOC117146898|XP_033169395.1|DMAU	LOC6636024|XP_002059548.1|DVIR
OG0008287	LOC117146577|XP_033168777.1|DMAU	LOC6632042|XP_002055019.1|DVIR
OG0008288	LOC117142394|XP_033162232.1|DMAU	LOC6629968|XP_002053077.1|DVIR
OG0008290	LOC117146871|XP_033169352.1|DMAU	LOC6631421|XP_002055306.1|DVIR
