Orthogroup	DMAU.longest_only	BTRY.longest_only
OG0008536	LOC117147152|XP_033169824.1|DMAU	LOC120773713|XP_039958688.1|BTRY
OG0008538	LOC117146562|XP_033168751.1|DMAU	LOC120774972|XP_039960797.1|BTRY
OG0008540	LOC117143086|XP_033163453.1|DMAU	LOC120774323|XP_039959800.1|BTRY
OG0008541	LOC117137986|XP_033155661.1|DMAU	LOC120770937|XP_039954579.1|BTRY
OG0008542	LOC117141119|XP_033160331.1|DMAU	LOC120778001|XP_039965598.1|BTRY
OG0008544	LOC117138003|XP_033155695.1|DMAU	LOC120770956|XP_039954615.1|BTRY
OG0008545	LOC117135447|XP_033151517.1|DMAU	LOC120771136|XP_039954936.1|BTRY
OG0008547	LOC117147139|XP_033169809.1|DMAU	LOC120775219|XP_039961220.1|BTRY
OG0008550	LOC117147090|XP_033169746.1|DMAU	LOC120773450|XP_039958274.1|BTRY
OG0008551	LOC117140630|XP_033159541.1|DMAU	LOC120776733|XP_039963594.1|BTRY
OG0008552	LOC117139471|XP_033157679.1|DMAU	LOC120776352|XP_039962841.1|BTRY
OG0008554	LOC117146422|XP_033168516.1|DMAU	LOC120775411|XP_039961513.1|BTRY
OG0008555	LOC117147895|XP_033170889.1|DMAU	LOC120774880|XP_039960670.1|BTRY
OG0008556	LOC117136570|XP_033153417.1|DMAU	LOC120770883|XP_039954459.1|BTRY
OG0008557	LOC117145195|XP_033166648.1|DMAU	LOC120777524|XP_039964842.1|BTRY
OG0008558	LOC117147527|XP_033170342.1|DMAU	LOC120769163|XP_039951979.1|BTRY
OG0008560	LOC117146300|XP_033168227.1|DMAU	LOC120769757|XP_039952853.1|BTRY
OG0008562	LOC117150241|XP_033172926.1|DMAU	LOC120767943|XP_039950254.1|BTRY
OG0008563	LOC117142825|XP_033162938.1|DMAU	LOC120766981|XP_039948715.1|BTRY
OG0008566	LOC117146254|XP_033168095.1|DMAU	LOC120767927|XP_039950222.1|BTRY
OG0008567	LOC117137535|XP_033154924.1|DMAU	LOC120769596|XP_039952588.1|BTRY
OG0008569	LOC117148298|XP_033171510.1|DMAU	LOC120773586|XP_039958508.1|BTRY
OG0008570	LOC117146662|XP_033168895.1|DMAU	LOC120775803|XP_039962084.1|BTRY
OG0008571	LOC117139470|XP_033157678.1|DMAU	LOC120777474|XP_039964741.1|BTRY
OG0008572	LOC117143281|XP_033163750.1|DMAU	LOC120770369|XP_039953722.1|BTRY
OG0008573	LOC117147215|XP_033169920.1|DMAU	LOC120774197|XP_039959569.1|BTRY
OG0008574	LOC117140301|XP_033159037.1|DMAU	LOC120776953|XP_039963977.1|BTRY
OG0008575	LOC117142788|XP_033162871.1|DMAU	LOC120767070|XP_039948857.1|BTRY
OG0008576	LOC117148915|XP_033172525.1|DMAU	LOC120774131|XP_039959441.1|BTRY
OG0008577	LOC117141858|XP_033161428.1|DMAU	LOC120778500|XP_039966260.1|BTRY
OG0008582	LOC117147138|XP_033169808.1|DMAU	LOC120774839|XP_039960590.1|BTRY
OG0008583	LOC117147846|XP_033170806.1|DMAU	LOC120774844|XP_039960594.1|BTRY
OG0008584	LOC117146728|XP_033169061.1|DMAU	LOC120775482|XP_039961616.1|BTRY
OG0008585	LOC117147968|XP_033171009.1|DMAU	LOC120773369|XP_039958130.1|BTRY
OG0008586	LOC117147965|XP_033171005.1|DMAU	LOC120773368|XP_039958129.1|BTRY
OG0008587	LOC117142723|XP_033162775.1|DMAU	LOC120766722|XP_039948323.1|BTRY
OG0008588	LOC117143268|XP_033163738.1|DMAU	LOC120780912|XP_039969080.1|BTRY
OG0008589	LOC117146659|XP_033168892.1|DMAU	LOC120773781|XP_039958804.1|BTRY
OG0008590	LOC117142763|XP_033162835.1|DMAU	LOC120782619|XP_039970924.1|BTRY
OG0008592	LOC117135800|XP_033152187.1|DMAU	LOC120771444|XP_039955383.1|BTRY
OG0008593	LOC117141840|XP_033161391.1|DMAU	LOC120777731|XP_039965155.1|BTRY
OG0008594	LOC117144857|XP_033166150.1|DMAU	LOC120782597|XP_039970886.1|BTRY
OG0008595	LOC117137738|XP_033155212.1|DMAU	LOC120772498|XP_039957078.1|BTRY
OG0008596	LOC117138182|XP_033155971.1|DMAU	LOC120772868|XP_039957636.1|BTRY
OG0008597	LOC117143403|XP_033163987.1|DMAU	LOC120780243|XP_039968436.1|BTRY
OG0008598	LOC117147841|XP_033170790.1|DMAU	LOC120774113|XP_039959407.1|BTRY
OG0008599	LOC117148508|XP_033171804.1|DMAU	LOC120773485|XP_039958356.1|BTRY
OG0008600	LOC117142963|XP_033163181.1|DMAU	LOC120782572|XP_039970844.1|BTRY
OG0008601	LOC117150224|XP_033172911.1|DMAU	LOC120768362|XP_039950959.1|BTRY
OG0008602	LOC117142284|XP_033162058.1|DMAU	LOC120780328|XP_039968559.1|BTRY
OG0008603	LOC117145375|XP_033166890.1|DMAU	LOC120771492|XP_039955477.1|BTRY
OG0008604	LOC117135717|XP_033152040.1|DMAU	LOC120770366|XP_039953714.1|BTRY
OG0008605	LOC117135277|XP_033151335.1|DMAU	LOC120768984|XP_039951736.1|BTRY
OG0008606	LOC117150494|XP_033173289.1|DMAU	LOC120768509|XP_039951169.1|BTRY
OG0008607	LOC117143875|XP_033164651.1|DMAU	LOC120782561|XP_039970829.1|BTRY
OG0008608	LOC117147987|XP_033171028.1|DMAU	LOC120775492|XP_039961631.1|BTRY
OG0008609	LOC117143215|XP_033163655.1|DMAU	LOC120782681|XP_039971004.1|BTRY
OG0008610	LOC117137721|XP_033155184.1|DMAU	LOC120772926|XP_039957760.1|BTRY
OG0008612	LOC117137439|XP_033154767.1|DMAU	LOC120771210|XP_039955046.1|BTRY
OG0008613	LOC117142469|XP_033162374.1|DMAU	LOC120766422|XP_039947857.1|BTRY
OG0008614	LOC117148937|XP_033172554.1|DMAU	LOC120773965|XP_039959135.1|BTRY
OG0008615	LOC117144233|XP_033165192.1|DMAU	LOC120782475|XP_039970703.1|BTRY
OG0008616	LOC117144103|XP_033165013.1|DMAU	LOC120766454|XP_039947909.1|BTRY
OG0008619	LOC117150797|XP_033173746.1|DMAU	LOC120769628|XP_039952667.1|BTRY
OG0008620	LOC117137995|XP_033155673.1|DMAU	LOC120772350|XP_039956849.1|BTRY
OG0008621	LOC117146055|XP_033167886.1|DMAU	LOC120771111|XP_039954898.1|BTRY
OG0008622	LOC117137135|XP_033154326.1|DMAU	LOC120772254|XP_039956691.1|BTRY
OG0008623	LOC117137710|XP_033155173.1|DMAU	LOC120766381|XP_039947748.1|BTRY
OG0008624	LOC117138363|XP_033156321.1|DMAU	LOC120772963|XP_039957801.1|BTRY
OG0008625	LOC117136066|XP_033152606.1|DMAU	LOC120770280|XP_039953533.1|BTRY
OG0008626	LOC117136189|XP_033152827.1|DMAU	LOC120772723|XP_039957417.1|BTRY
OG0008627	LOC117141137|XP_033160353.1|DMAU	LOC120778461|XP_039966195.1|BTRY
OG0008629	LOC117150384|XP_033173137.1|DMAU	LOC120771590|XP_039955595.1|BTRY
OG0008630	LOC117146241|XP_033168049.1|DMAU	LOC120779479|XP_039967691.1|BTRY
OG0008631	LOC117143159|XP_033163558.1|DMAU	LOC120776742|XP_039963617.1|BTRY
OG0008632	LOC117145787|XP_033167458.1|DMAU	LOC120766513|XP_039948009.1|BTRY
OG0008633	LOC117135598|XP_033151832.1|DMAU	LOC120770852|XP_039954390.1|BTRY
OG0008634	LOC117135981|XP_033152489.1|DMAU	LOC120768093|XP_039950566.1|BTRY
OG0008635	LOC117137987|XP_033155662.1|DMAU	LOC120771499|XP_039955485.1|BTRY
OG0008636	LOC117145808|XP_033167500.1|DMAU	LOC120782418|XP_039970603.1|BTRY
OG0008637	LOC117141474|XP_033160835.1|DMAU	LOC120782854|XP_039971319.1|BTRY, LOC120777022|XP_039964068.1|BTRY
OG0008638	LOC117143098|XP_033163468.1|DMAU	LOC120778950|XP_039966953.1|BTRY, LOC120766265|XP_039947586.1|BTRY
OG0008639	LOC117143032|XP_033163313.1|DMAU	LOC120768551|XP_039951229.1|BTRY, LOC120774962|XP_039960783.1|BTRY, LOC120766407|XP_039947789.1|BTRY
OG0008640	LOC117142334|XP_033162141.1|DMAU	LOC120770645|XP_039954178.1|BTRY
OG0008641	LOC117145477|XP_033167043.1|DMAU	LOC120772444|XP_039957041.1|BTRY
OG0008642	LOC117145058|XP_033166463.1|DMAU	LOC120766896|XP_039948579.1|BTRY
OG0008643	LOC117145788|XP_033167459.1|DMAU	LOC120782499|XP_039970740.1|BTRY
OG0008644	LOC117145243|XP_033166714.1|DMAU	LOC120766274|XP_039947610.1|BTRY, LOC120769805|XP_039952936.1|BTRY
OG0008645	LOC117145976|XP_033167777.1|DMAU	LOC120769563|XP_039952552.1|BTRY
OG0008646	LOC117150894|XP_033173922.1|DMAU	LOC120769601|XP_039952609.1|BTRY, LOC120769603|XP_039952617.1|BTRY
OG0008647	LOC117150994|XP_033174090.1|DMAU	LOC120769793|XP_039952915.1|BTRY
OG0008648	LOC117139612|XP_033157953.1|DMAU	LOC120767947|XP_039950267.1|BTRY
OG0008649	LOC117137158|XP_033154359.1|DMAU	LOC120770249|XP_039953480.1|BTRY
OG0008650	LOC117143702|XP_033164389.1|DMAU	LOC120772853|XP_039957603.1|BTRY
OG0008651	LOC117135502|XP_033151616.1|DMAU	LOC120772644|XP_039957302.1|BTRY
OG0008652	LOC117137049|XP_033154149.1|DMAU, LOC117149088|XP_033172627.1|DMAU, LOC117136414|XP_033153213.1|DMAU	LOC120772759|XP_039957463.1|BTRY, LOC120772800|XP_039957517.1|BTRY
OG0008653	LOC117137289|XP_033154554.1|DMAU	LOC120772941|XP_039957777.1|BTRY
OG0008654	LOC117135579|XP_033151794.1|DMAU	LOC120771335|XP_039955214.1|BTRY
OG0008655	LOC117137099|XP_033154276.1|DMAU	LOC120772854|XP_039957604.1|BTRY
OG0008656	LOC117147094|XP_033169749.1|DMAU	LOC120773532|XP_039958422.1|BTRY, LOC120774741|XP_039960430.1|BTRY
OG0008657	LOC117146395|XP_033168460.1|DMAU	LOC120779406|XP_039967538.1|BTRY, LOC120774647|XP_039960306.1|BTRY, LOC120779399|XP_039967530.1|BTRY, LOC120773353|XP_039958107.1|BTRY
OG0008658	LOC117146533|XP_033168694.1|DMAU	LOC120773501|XP_039958384.1|BTRY
OG0008659	LOC117141417|XP_033160735.1|DMAU	LOC120773384|XP_039958152.1|BTRY
OG0008660	LOC117139861|XP_033158406.1|DMAU	LOC120777086|XP_039964153.1|BTRY, LOC120777083|XP_039964149.1|BTRY
OG0008661	LOC117139925|XP_033158500.1|DMAU	LOC120777492|XP_039964769.1|BTRY
OG0008662	LOC117140375|XP_033159131.1|DMAU	LOC120778164|XP_039965832.1|BTRY, LOC120777988|XP_039965566.1|BTRY
OG0008663	LOC117140803|XP_033159793.1|DMAU	LOC120776761|XP_039963658.1|BTRY
OG0008664	LOC117139656|XP_033158011.1|DMAU	LOC120776804|XP_039963732.1|BTRY
OG0008665	LOC117150435|XP_033173208.1|DMAU	LOC120776323|XP_039962786.1|BTRY
OG0008666	LOC117139941|XP_033158516.1|DMAU	LOC120779024|XP_039967080.1|BTRY, LOC120779017|XP_039967071.1|BTRY, LOC120779018|XP_039967072.1|BTRY, LOC120779016|XP_039967070.1|BTRY
OG0008667	LOC117139285|XP_033157407.1|DMAU	LOC120776418|XP_039962986.1|BTRY
OG0008668	LOC117140118|XP_033158773.1|DMAU	LOC120779411|XP_039967545.1|BTRY
OG0008669	LOC117150618|XP_033173478.1|DMAU	LOC120781494|XP_039969652.1|BTRY
OG0008677	LOC117143610|XP_033164255.1|DMAU	LOC120766867|XP_039948531.1|BTRY
OG0008679	LOC117148324|XP_033171547.1|DMAU	LOC120775981|XP_039962337.1|BTRY
OG0008680	LOC117148763|XP_033172250.1|DMAU	LOC120776031|XP_039962408.1|BTRY
OG0008681	LOC117147610|XP_033170459.1|DMAU	LOC120776167|XP_039962709.1|BTRY
OG0008682	LOC117147428|XP_033170199.1|DMAU	LOC120773687|XP_039958652.1|BTRY
OG0008683	LOC117146619|XP_033168839.1|DMAU	LOC120774461|XP_039960050.1|BTRY
OG0008684	LOC117146800|XP_033169231.1|DMAU	LOC120775228|XP_039961234.1|BTRY
OG0008686	LOC117142260|XP_033162013.1|DMAU	LOC120782164|XP_039970234.1|BTRY
OG0008688	LOC117147644|XP_033170505.1|DMAU	LOC120774700|XP_039960363.1|BTRY
OG0008689	LOC117143800|XP_033164535.1|DMAU	LOC120768644|XP_039951351.1|BTRY
OG0008691	LOC117142068|XP_033161837.1|DMAU	LOC120778907|XP_039966888.1|BTRY
OG0008694	LOC117147556|XP_033170389.1|DMAU	LOC120775313|XP_039961383.1|BTRY
OG0008696	LOC117142307|XP_033162089.1|DMAU	LOC120775608|XP_039961787.1|BTRY
OG0008697	LOC117139173|XP_033157226.1|DMAU	LOC120776971|XP_039963998.1|BTRY
OG0008698	LOC117147356|XP_033170110.1|DMAU	LOC120773980|XP_039959169.1|BTRY
OG0008699	LOC117140568|XP_033159456.1|DMAU	LOC120776939|XP_039963949.1|BTRY
OG0008700	LOC117142728|XP_033162788.1|DMAU	LOC120770729|XP_039954252.1|BTRY
OG0008701	LOC117138628|XP_033156731.1|DMAU	LOC120771183|XP_039955007.1|BTRY
OG0008703	LOC117141493|XP_033160869.1|DMAU	LOC120778769|XP_039966683.1|BTRY
OG0008704	LOC117135292|XP_033151353.1|DMAU	LOC120769633|XP_039952672.1|BTRY
OG0008705	LOC117150355|XP_033173104.1|DMAU	LOC120767777|XP_039949952.1|BTRY
OG0008706	LOC117146028|XP_033167850.1|DMAU	LOC120778603|XP_039966414.1|BTRY
OG0008707	LOC117146541|XP_033168721.1|DMAU	LOC120775270|XP_039961299.1|BTRY
OG0008708	LOC117147576|XP_033170412.1|DMAU	LOC120775480|XP_039961613.1|BTRY
OG0008709	LOC117144900|XP_033166221.1|DMAU	LOC120782201|XP_039970282.1|BTRY
OG0008710	LOC117144947|XP_033166293.1|DMAU	LOC120776921|XP_039963928.1|BTRY
OG0008711	LOC117143148|XP_033163536.1|DMAU	LOC120767007|XP_039948749.1|BTRY
OG0008712	LOC117137740|XP_033155214.1|DMAU	LOC120771057|XP_039954797.1|BTRY
OG0008714	LOC117150375|XP_033173131.1|DMAU	LOC120767195|XP_039948929.1|BTRY
OG0008715	LOC117143566|XP_033164202.1|DMAU	LOC120777690|XP_039965101.1|BTRY
OG0008716	LOC117142244|XP_033161987.1|DMAU	LOC120766234|XP_039947546.1|BTRY
OG0008717	LOC117139620|XP_033157964.1|DMAU	LOC120777526|XP_039964841.1|BTRY, LOC120779305|XP_039967449.1|BTRY
OG0008718	LOC117135523|XP_033151678.1|DMAU	LOC120781214|XP_039969271.1|BTRY
OG0008719	LOC117143538|XP_033164162.1|DMAU	LOC120768024|XP_039950433.1|BTRY
OG0008720	LOC117135604|XP_033151845.1|DMAU	LOC120779845|XP_039968140.1|BTRY
OG0008721	LOC117148223|XP_033171404.1|DMAU	LOC120774571|XP_039960238.1|BTRY
OG0008722	LOC117145891|XP_033167623.1|DMAU	LOC120779415|XP_039967549.1|BTRY
OG0008723	LOC117140650|XP_033159580.1|DMAU	LOC120772790|XP_039957507.1|BTRY
OG0008724	LOC117150448|XP_033173225.1|DMAU	LOC120767551|XP_039949610.1|BTRY
OG0008725	LOC117138393|XP_033156356.1|DMAU	LOC120773027|XP_039957891.1|BTRY
OG0008726	LOC117136559|XP_033153403.1|DMAU	LOC120771284|XP_039955145.1|BTRY
OG0008727	LOC117145200|XP_033166653.1|DMAU	LOC120766510|XP_039948007.1|BTRY
OG0008728	LOC117142498|XP_033162423.1|DMAU	LOC120782351|XP_039970517.1|BTRY, LOC120782650|XP_039970958.1|BTRY
OG0008729	LOC117148153|XP_033171276.1|DMAU	LOC120775572|XP_039961738.1|BTRY, LOC120773817|XP_039958859.1|BTRY, LOC120773816|XP_039958858.1|BTRY
OG0008730	LOC117148794|XP_033172298.1|DMAU	LOC120774934|XP_039960746.1|BTRY
OG0008731	LOC117145576|XP_033167173.1|DMAU	LOC120782724|XP_039971088.1|BTRY
OG0008732	LOC117150261|XP_033172959.1|DMAU	LOC120768138|XP_039950630.1|BTRY
OG0008734	LOC117144666|XP_033165874.1|DMAU	LOC120782623|XP_039970925.1|BTRY
OG0008736	LOC117135731|XP_033152066.1|DMAU	LOC120781220|XP_039969283.1|BTRY
OG0008738	LOC117141327|XP_033160622.1|DMAU	LOC120769502|XP_039952468.1|BTRY
OG0008739	LOC117139044|XP_033157038.1|DMAU	LOC120776467|XP_039963069.1|BTRY
OG0008740	LOC117137159|XP_033154361.1|DMAU	LOC120770071|XP_039953134.1|BTRY
OG0008741	LOC117136456|XP_033153271.1|DMAU	LOC120779443|XP_039967625.1|BTRY
OG0008742	LOC117139845|XP_033158382.1|DMAU	LOC120778793|XP_039966727.1|BTRY
OG0008743	LOC117136275|XP_033152997.1|DMAU	LOC120770199|XP_039953375.1|BTRY
OG0008744	LOC117138206|XP_033156031.1|DMAU	LOC120773122|XP_039958052.1|BTRY, LOC120772296|XP_039956738.1|BTRY
OG0008745	LOC117148724|XP_033172167.1|DMAU	LOC120775185|XP_039961174.1|BTRY, LOC120773633|XP_039958575.1|BTRY
OG0008746	LOC117142724|XP_033162780.1|DMAU	LOC120773696|XP_039958666.1|BTRY
OG0008747	LOC117141902|XP_033161495.1|DMAU	LOC120776556|XP_039963243.1|BTRY
OG0008748	LOC117150933|XP_033173994.1|DMAU	LOC120767430|XP_039949411.1|BTRY
OG0008749	LOC117135872|XP_033152304.1|DMAU	LOC120773782|XP_039958805.1|BTRY
OG0008750	LOC117139184|XP_033157246.1|DMAU	LOC120768945|XP_039951667.1|BTRY
OG0008751	LOC117144318|XP_033165321.1|DMAU	LOC120766310|XP_039947661.1|BTRY
OG0008752	LOC117145888|XP_033167621.1|DMAU	LOC120782218|XP_039970313.1|BTRY
OG0008753	LOC117140355|XP_033159101.1|DMAU	LOC120766198|XP_039947492.1|BTRY
OG0008754	LOC117137709|XP_033155172.1|DMAU	LOC120780335|XP_039968569.1|BTRY, LOC120774313|XP_039959822.1|BTRY, LOC120766380|XP_039947747.1|BTRY
OG0008756	LOC117144175|XP_033165111.1|DMAU	LOC120766316|XP_039947671.1|BTRY
OG0008757	LOC117143673|XP_033164349.1|DMAU	LOC120766399|XP_039947780.1|BTRY
OG0008758	LOC117150449|XP_033173226.1|DMAU	LOC120767615|XP_039949704.1|BTRY
OG0008759	LOC117137928|XP_033155573.1|DMAU	LOC120769096|XP_039951888.1|BTRY
OG0008760	LOC117150615|XP_033173472.1|DMAU	LOC120768540|XP_039951211.1|BTRY
OG0008761	LOC117150221|XP_033172909.1|DMAU	LOC120768936|XP_039951653.1|BTRY
OG0008762	LOC117137098|XP_033154274.1|DMAU	LOC120768143|XP_039950634.1|BTRY, LOC120768204|XP_039950710.1|BTRY
OG0008763	LOC117150255|XP_033172946.1|DMAU	LOC120767910|XP_039950202.1|BTRY
OG0008764	LOC117141351|XP_033160652.1|DMAU	LOC120769145|XP_039951953.1|BTRY
OG0008765	LOC117136425|XP_033153226.1|DMAU	LOC120771583|XP_039955590.1|BTRY
OG0008766	LOC117145104|XP_033166518.1|DMAU	LOC120772267|XP_039956704.1|BTRY
OG0008767	LOC117137050|XP_033154150.1|DMAU, LOC117136689|XP_033153594.1|DMAU	LOC120772396|XP_039956920.1|BTRY
OG0008768	LOC117138303|XP_033156195.1|DMAU	LOC120771126|XP_039954916.1|BTRY
OG0008769	LOC117136749|XP_033153672.1|DMAU	LOC120771045|XP_039954780.1|BTRY
OG0008770	LOC117136629|XP_033153508.1|DMAU	LOC120772044|XP_039956350.1|BTRY
OG0008771	LOC117135707|XP_033152016.1|DMAU	LOC120772014|XP_039956314.1|BTRY
OG0008772	LOC117136276|XP_033152998.1|DMAU	LOC120771950|XP_039956194.1|BTRY
OG0008773	LOC117137184|XP_033154398.1|DMAU	LOC120772256|XP_039956693.1|BTRY, LOC120772243|XP_039956671.1|BTRY
OG0008774	LOC117137526|XP_033154905.1|DMAU	LOC120770782|XP_039954295.1|BTRY, LOC120772040|XP_039956345.1|BTRY
OG0008775	LOC117138575|XP_033156637.1|DMAU	LOC120770470|XP_039953899.1|BTRY
OG0008776	LOC117136759|XP_033153686.1|DMAU	LOC120770354|XP_039953691.1|BTRY, LOC120781382|XP_039969522.1|BTRY, LOC120781851|XP_039970003.1|BTRY, LOC120781105|XP_039969181.1|BTRY
OG0008777	LOC117135963|XP_033152456.1|DMAU	LOC120770829|XP_039954352.1|BTRY
OG0008778	LOC117137208|XP_033154453.1|DMAU	LOC120772385|XP_039956909.1|BTRY, LOC120772480|XP_039957058.1|BTRY, LOC120772700|XP_039957377.1|BTRY
OG0008779	LOC117148517|XP_033171815.1|DMAU	LOC120773667|XP_039958624.1|BTRY, LOC120773666|XP_039958622.1|BTRY, LOC120773671|XP_039958630.1|BTRY, LOC120773668|XP_039958625.1|BTRY, LOC120773670|XP_039958628.1|BTRY, LOC120773669|XP_039958626.1|BTRY
OG0008780	LOC117144135|XP_033165052.1|DMAU	LOC120775845|XP_039962146.1|BTRY
OG0008781	LOC117147975|XP_033171015.1|DMAU	LOC120775250|XP_039961265.1|BTRY, LOC120774456|XP_039960042.1|BTRY, LOC120774703|XP_039960366.1|BTRY
OG0008782	LOC117139885|XP_033158444.1|DMAU	LOC120776486|XP_039963102.1|BTRY, LOC120776485|XP_039963101.1|BTRY, LOC120776484|XP_039963096.1|BTRY
OG0008783	LOC117136603|XP_033153477.1|DMAU	LOC120778297|XP_039966018.1|BTRY
OG0008784	LOC117139207|XP_033157273.1|DMAU	LOC120777858|XP_039965336.1|BTRY
OG0008805	LOC117147589|XP_033170427.1|DMAU	LOC120775009|XP_039960878.1|BTRY
OG0008806	LOC117146710|XP_033169017.1|DMAU	LOC120773536|XP_039958427.1|BTRY
OG0008807	LOC117147235|XP_033169938.1|DMAU	LOC120773697|XP_039958663.1|BTRY
OG0008808	LOC117146769|XP_033169174.1|DMAU	LOC120773431|XP_039958245.1|BTRY
OG0008809	LOC117145459|XP_033167021.1|DMAU	LOC120766697|XP_039948279.1|BTRY
OG0008811	LOC117143271|XP_033163740.1|DMAU	LOC120779477|XP_039967692.1|BTRY
OG0008813	LOC117145773|XP_033167441.1|DMAU	LOC120782502|XP_039970744.1|BTRY
OG0008814	LOC117136233|XP_033152906.1|DMAU	LOC120772277|XP_039956714.1|BTRY
OG0008819	LOC117137245|XP_033154497.1|DMAU	LOC120771932|XP_039956163.1|BTRY
OG0008820	LOC117150463|XP_033173249.1|DMAU	LOC120769654|XP_039952693.1|BTRY
OG0008823	LOC117146563|XP_033168752.1|DMAU	LOC120775333|XP_039961408.1|BTRY
OG0008824	LOC117141303|XP_033160574.1|DMAU	LOC120773118|XP_039958047.1|BTRY
OG0008825	LOC117140065|XP_033158702.1|DMAU	LOC120779105|XP_039967210.1|BTRY
OG0008829	LOC117146630|XP_033168853.1|DMAU	LOC120773349|XP_039958103.1|BTRY
OG0008830	LOC117147804|XP_033170746.1|DMAU	LOC120775850|XP_039962154.1|BTRY
OG0008831	LOC117146732|XP_033169067.1|DMAU	LOC120774141|XP_039959468.1|BTRY
OG0008832	LOC117146729|XP_033169062.1|DMAU	LOC120774079|XP_039959339.1|BTRY
OG0008833	LOC117148336|XP_033171562.1|DMAU	LOC120774905|XP_039960708.1|BTRY
OG0008834	LOC117143633|XP_033164300.1|DMAU	LOC120768033|XP_039950458.1|BTRY
OG0008838	LOC117139972|XP_033158568.1|DMAU	LOC120768000|XP_039950356.1|BTRY
OG0008839	LOC117137693|XP_033155153.1|DMAU	LOC120772004|XP_039956296.1|BTRY
OG0008840	LOC117140109|XP_033158766.1|DMAU	LOC120779671|XP_039967962.1|BTRY, LOC120771110|XP_039954894.1|BTRY, LOC120769524|XP_039952494.1|BTRY
OG0008841	LOC117141433|XP_033160765.1|DMAU	LOC120778663|XP_039966522.1|BTRY
OG0008842	LOC117138078|XP_033155793.1|DMAU	LOC120773121|XP_039958051.1|BTRY
OG0008843	LOC117141969|XP_033161658.1|DMAU	LOC120778022|XP_039965627.1|BTRY
OG0008845	LOC117150203|XP_033172884.1|DMAU	LOC120768363|XP_039950960.1|BTRY
OG0008847	LOC117145722|XP_033167362.1|DMAU	LOC120779274|XP_039967436.1|BTRY
OG0008848	LOC117136349|XP_033153106.1|DMAU	LOC120770604|XP_039954142.1|BTRY, LOC120770603|XP_039954141.1|BTRY
OG0008849	LOC117147333|XP_033170078.1|DMAU	LOC120774553|XP_039960218.1|BTRY
OG0008852	LOC117137431|XP_033154754.1|DMAU	LOC120770813|XP_039954324.1|BTRY
OG0008854	LOC117143388|XP_033163963.1|DMAU	LOC120779483|XP_039967698.1|BTRY
OG0008855	LOC117146375|XP_033168426.1|DMAU, LOC117146374|XP_033168425.1|DMAU	LOC120775169|XP_039961154.1|BTRY
OG0008856	LOC117146284|XP_033168182.1|DMAU	LOC120779694|XP_039967988.1|BTRY
OG0008857	LOC117139889|XP_033158459.1|DMAU	LOC120777571|XP_039964909.1|BTRY
OG0008858	LOC117145648|XP_033167268.1|DMAU	LOC120778320|XP_039966049.1|BTRY
OG0008859	LOC117141004|XP_033160148.1|DMAU	LOC120777537|XP_039964859.1|BTRY
OG0008860	LOC117142354|XP_033162167.1|DMAU	LOC120766822|XP_039948468.1|BTRY, LOC120766820|XP_039948464.1|BTRY
OG0008861	LOC117137404|XP_033154718.1|DMAU	LOC120772353|XP_039956851.1|BTRY
OG0008862	LOC117144227|XP_033165182.1|DMAU	LOC120780557|XP_039968748.1|BTRY
OG0008863	LOC117150405|XP_033173159.1|DMAU	LOC120769806|XP_039952938.1|BTRY
OG0008864	LOC117136637|XP_033153518.1|DMAU	LOC120774091|XP_039959358.1|BTRY
OG0008865	LOC117150673|XP_033173568.1|DMAU	LOC120769432|XP_039952348.1|BTRY
OG0008866	LOC117144449|XP_033165537.1|DMAU	LOC120767937|XP_039950237.1|BTRY
OG0008868	LOC117136842|XP_033153817.1|DMAU	LOC120772927|XP_039957761.1|BTRY, LOC120772991|XP_039957838.1|BTRY
OG0008869	LOC117140894|XP_033159939.1|DMAU	LOC120778668|XP_039966533.1|BTRY
OG0008870	LOC117139556|XP_033157842.1|DMAU	LOC120777114|XP_039964184.1|BTRY
OG0008871	LOC117139568|XP_033157859.1|DMAU	LOC120777246|XP_039964371.1|BTRY
OG0008872	LOC117141361|XP_033160662.1|DMAU	LOC120767275|XP_039949080.1|BTRY
OG0008874	LOC117138606|XP_033156705.1|DMAU	LOC120771721|XP_039955810.1|BTRY
OG0008875	LOC117138035|XP_033155736.1|DMAU	LOC120772793|XP_039957510.1|BTRY
OG0008876	LOC117146316|XP_033168261.1|DMAU	LOC120781300|XP_039969430.1|BTRY
OG0008877	LOC117139387|XP_033157540.1|DMAU	LOC120777506|XP_039964794.1|BTRY
OG0008878	LOC117149767|XP_033172712.1|DMAU	LOC120781474|XP_039969629.1|BTRY
OG0008879	LOC117136348|XP_033153105.1|DMAU	LOC120771654|XP_039955703.1|BTRY, LOC120771675|XP_039955731.1|BTRY
OG0008881	LOC117136053|XP_033152588.1|DMAU	LOC120772282|XP_039956727.1|BTRY
OG0008882	LOC117151079|XP_033174215.1|DMAU	LOC120768829|XP_039951515.1|BTRY
OG0008883	LOC117142424|XP_033162276.1|DMAU	LOC120782416|XP_039970600.1|BTRY
OG0008884	LOC117144391|XP_033165418.1|DMAU	LOC120766687|XP_039948267.1|BTRY
OG0008885	LOC117150812|XP_033173763.1|DMAU	LOC120768157|XP_039950652.1|BTRY
OG0008886	LOC117137062|XP_033154166.1|DMAU	LOC120770859|XP_039954408.1|BTRY
