Orthogroup	SLEB.longest_only	DBIA.longest_only
OG0008331	LOC115632352|XP_030385322.1|SLEB	LOC108035646|XP_016966841.1|DBIA
OG0008332	LOC115632450|XP_030385461.1|SLEB	LOC108035356|XP_016966439.1|DBIA
OG0008333	LOC115632498|XP_030385535.1|SLEB	LOC108035623|XP_016966804.1|DBIA
OG0008334	LOC115632416|XP_030385413.1|SLEB	LOC108035353|XP_016966433.1|DBIA
OG0008335	LOC115632383|XP_030385372.1|SLEB	LOC108035585|XP_016966745.1|DBIA
OG0008336	LOC115634343|XP_030387859.1|SLEB	LOC108035888|XP_016967132.1|DBIA
OG0008337	LOC115629962|XP_030382439.1|SLEB	LOC108036544|XP_016968257.1|DBIA
OG0008338	LOC115622695|XP_030372583.1|SLEB	LOC108028475|XP_016955825.1|DBIA
OG0008339	LOC115633404|XP_030386707.1|SLEB	LOC108023194|XP_016947939.1|DBIA
OG0008340	LOC115634832|XP_030388614.1|SLEB	LOC108022491|XP_016946934.1|DBIA
OG0008341	LOC115632237|XP_030385158.1|SLEB	LOC108035658|XP_016966854.1|DBIA
OG0008342	LOC115622358|XP_030372132.1|SLEB	LOC108035123|XP_016966043.1|DBIA
OG0008343	LOC115621293|XP_030370756.1|SLEB	LOC108025391|XP_016951354.1|DBIA
OG0008344	LOC115632255|XP_030385188.1|SLEB	LOC108035619|XP_016966797.1|DBIA
OG0008346	LOC115627148|XP_030378586.1|SLEB	LOC108023719|XP_016948841.1|DBIA
OG0008347	LOC115631926|XP_030384636.1|SLEB	LOC108027727|XP_016954768.1|DBIA
OG0008348	LOC115632246|XP_030385167.1|SLEB	LOC108035444|XP_016966568.1|DBIA
OG0008349	LOC115620452|XP_030369543.1|SLEB	LOC108028151|XP_016955297.1|DBIA
OG0008350	LOC115629248|XP_030381525.1|SLEB	LOC108027579|XP_016954582.1|DBIA
OG0008351	LOC115622785|XP_030372705.1|SLEB	LOC108035378|XP_016966473.1|DBIA
OG0008352	LOC115632222|XP_030385140.1|SLEB	LOC108035285|XP_016966341.1|DBIA
OG0008353	LOC115632584|XP_030385664.1|SLEB	LOC108028267|XP_016955457.1|DBIA
OG0008354	LOC115627466|XP_030378998.1|SLEB	LOC108032582|XP_016961977.1|DBIA
OG0008355	LOC115621949|XP_030371659.1|SLEB	LOC108022766|XP_016947361.1|DBIA
OG0008356	LOC115624561|XP_030375150.1|SLEB	LOC108030588|XP_016959049.1|DBIA
OG0008357	LOC115625131|XP_030375905.1|SLEB	LOC108031555|XP_016960587.1|DBIA
OG0008358	LOC115626570|XP_030377809.1|SLEB	LOC108031470|XP_016960409.1|DBIA
OG0008359	LOC115634784|XP_030388547.1|SLEB	LOC108022444|XP_016946835.1|DBIA
OG0008360	LOC115619955|XP_030368848.1|SLEB	LOC108026892|XP_016953590.1|DBIA
OG0008361	LOC115628536|XP_030380558.1|SLEB	LOC108033884|XP_016964017.1|DBIA
OG0008362	LOC115627123|XP_030378552.1|SLEB	LOC108023537|XP_016948595.1|DBIA
OG0008363	LOC115633652|XP_030386955.1|SLEB	LOC108022632|XP_016947174.1|DBIA
OG0008364	LOC115622671|XP_030372546.1|SLEB	LOC108030582|XP_016959039.1|DBIA
OG0008365	LOC115624530|XP_030375112.1|SLEB	LOC108029647|XP_016957550.1|DBIA
OG0008366	LOC115623881|XP_030374291.1|SLEB	LOC108025474|XP_016951479.1|DBIA
OG0008367	LOC115626830|XP_030378171.1|SLEB	LOC108024109|XP_016949376.1|DBIA
OG0008368	LOC115631690|XP_030384372.1|SLEB	LOC108033964|XP_016964159.1|DBIA
OG0008369	LOC115629787|XP_030382202.1|SLEB	LOC108033007|XP_016962623.1|DBIA
OG0008370	LOC115621742|XP_030371334.1|SLEB	LOC108026402|XP_016952815.1|DBIA
OG0008372	LOC115629842|XP_030382283.1|SLEB	LOC108027366|XP_016954283.1|DBIA
OG0008373	LOC115631032|XP_030383513.1|SLEB	LOC108034182|XP_016964488.1|DBIA
OG0008374	LOC115625936|XP_030377033.1|SLEB	LOC108027478|XP_016954410.1|DBIA
OG0008375	LOC115628589|XP_030380632.1|SLEB	LOC108034018|XP_016964242.1|DBIA
OG0008376	LOC115631376|XP_030383957.1|SLEB	LOC108029090|XP_016956667.1|DBIA
OG0008377	LOC115631101|XP_030383615.1|SLEB	LOC108033754|XP_016963814.1|DBIA
OG0008378	LOC115631100|XP_030383614.1|SLEB	LOC108033751|XP_016963811.1|DBIA
OG0008379	LOC115625869|XP_030376939.1|SLEB	LOC108034207|XP_016964528.1|DBIA
OG0008380	LOC115626200|XP_030377343.1|SLEB	LOC108034266|XP_016964614.1|DBIA
OG0008381	LOC115630442|XP_030382861.1|SLEB	LOC108027852|XP_016954937.1|DBIA
OG0008383	LOC115631911|XP_030384622.1|SLEB	LOC108033573|XP_016963406.1|DBIA
OG0008384	LOC115630689|XP_030383199.1|SLEB	LOC108034058|XP_016964302.1|DBIA
OG0008385	LOC115630675|XP_030383179.1|SLEB	LOC108029275|XP_016956963.1|DBIA
OG0008386	LOC115627230|XP_030378713.1|SLEB	LOC108024029|XP_016949286.1|DBIA
OG0008387	LOC115620913|XP_030370268.1|SLEB	LOC108025321|XP_016951222.1|DBIA
OG0008388	LOC115625938|XP_030377035.1|SLEB	LOC108036153|XP_016967633.1|DBIA
OG0008389	LOC115631268|XP_030383840.1|SLEB	LOC108034362|XP_016964739.1|DBIA
OG0008390	LOC115630653|XP_030383155.1|SLEB	LOC108034007|XP_016964226.1|DBIA
OG0008391	LOC115631803|XP_030384502.1|SLEB	LOC108036065|XP_016967498.1|DBIA
OG0008392	LOC115620513|XP_030369638.1|SLEB, LOC115623006|XP_030373037.1|SLEB	LOC108028431|XP_016955749.1|DBIA
OG0008394	LOC115632356|XP_030385336.1|SLEB	LOC108030898|XP_016959563.1|DBIA
OG0008395	LOC115627060|XP_030378467.1|SLEB	LOC108023597|XP_016948692.1|DBIA
OG0008396	LOC115629764|XP_030382175.1|SLEB	LOC108023959|XP_016949153.1|DBIA
OG0008397	LOC115629347|XP_030381655.1|SLEB	LOC108022026|XP_016946361.1|DBIA
OG0008398	LOC115629331|XP_030381639.1|SLEB	LOC108023927|XP_016949100.1|DBIA
OG0008399	LOC115628040|XP_030379845.1|SLEB	LOC108024172|XP_016949481.1|DBIA
OG0008400	LOC115622983|XP_030372996.1|SLEB	LOC108035564|XP_016966721.1|DBIA
OG0008401	LOC115631319|XP_030383894.1|SLEB	LOC108029262|XP_016956947.1|DBIA
OG0008402	LOC115620615|XP_030369794.1|SLEB	LOC108027271|XP_016954135.1|DBIA
OG0008403	LOC115628744|XP_030380809.1|SLEB	LOC108032193|XP_016961541.1|DBIA
OG0008404	LOC115625101|XP_030375864.1|SLEB	LOC108027298|XP_016954179.1|DBIA
OG0008406	LOC115628906|XP_030381024.1|SLEB	LOC108028702|XP_016956182.1|DBIA
OG0008407	LOC115623526|XP_030373768.1|SLEB	LOC108025341|XP_016951264.1|DBIA
OG0008408	LOC115633363|XP_030386666.1|SLEB	LOC108023471|XP_016948477.1|DBIA
OG0008409	LOC115632780|XP_030385890.1|SLEB	LOC108028606|XP_016956015.1|DBIA
OG0008410	LOC115624263|XP_030374747.1|SLEB	LOC108026248|XP_016952580.1|DBIA
OG0008411	LOC115623503|XP_030373741.1|SLEB	LOC108026361|XP_016952763.1|DBIA
OG0008412	LOC115629287|XP_030381588.1|SLEB	LOC108036079|XP_016967519.1|DBIA
OG0008413	LOC115622579|XP_030372423.1|SLEB	LOC108028016|XP_016955134.1|DBIA
OG0008414	LOC115629224|XP_030381495.1|SLEB	LOC108023227|XP_016947990.1|DBIA
OG0008415	LOC115627595|XP_030379178.1|SLEB	LOC108033072|XP_016962729.1|DBIA
OG0008416	LOC115627132|XP_030378565.1|SLEB	LOC108035745|XP_016966930.1|DBIA
OG0008417	LOC115627901|XP_030379655.1|SLEB	LOC108023686|XP_016948796.1|DBIA
OG0008418	LOC115627916|XP_030379670.1|SLEB	LOC108021949|XP_016946265.1|DBIA
OG0008419	LOC115627175|XP_030378634.1|SLEB	LOC108024140|XP_016949409.1|DBIA
OG0008420	LOC115627269|XP_030378758.1|SLEB	LOC108024841|XP_016950466.1|DBIA
OG0008421	LOC115627796|XP_030379483.1|SLEB	LOC108025817|XP_016951957.1|DBIA
OG0008422	LOC115627032|XP_030378422.1|SLEB	LOC108023644|XP_016948750.1|DBIA
OG0008423	LOC115634625|XP_030388339.1|SLEB	LOC108022345|XP_016946697.1|DBIA
OG0008424	LOC115626678|XP_030377965.1|SLEB	LOC108026458|XP_016952891.1|DBIA
OG0008425	LOC115625190|XP_030376016.1|SLEB	LOC108025271|XP_016951125.1|DBIA
OG0008426	LOC115634545|XP_030388215.1|SLEB	LOC108022099|XP_016946431.1|DBIA
OG0008427	LOC115629382|XP_030381696.1|SLEB	LOC108023760|XP_016948890.1|DBIA
OG0008428	LOC115627899|XP_030379653.1|SLEB	LOC108027608|XP_016954618.1|DBIA
OG0008429	LOC115623600|XP_030373873.1|SLEB	LOC108032204|XP_016961551.1|DBIA
OG0008430	LOC115629358|XP_030381670.1|SLEB	LOC108021982|XP_016946312.1|DBIA
OG0008431	LOC115631027|XP_030383547.1|SLEB	LOC108030708|XP_016959238.1|DBIA
OG0008432	LOC115621402|XP_030370906.1|SLEB	LOC108024622|XP_016950149.1|DBIA
OG0008433	LOC115623184|XP_030373265.1|SLEB	LOC108035302|XP_016966360.1|DBIA
OG0008434	LOC115621521|XP_030371046.1|SLEB	LOC108025144|XP_016950906.1|DBIA
OG0008435	LOC115631685|XP_030384362.1|SLEB	LOC108033323|XP_016963098.1|DBIA
OG0008436	LOC115626943|XP_030378322.1|SLEB	LOC108036597|XP_016968345.1|DBIA
OG0008438	LOC115624026|XP_030374463.1|SLEB	LOC108031898|XP_016961154.1|DBIA
OG0008439	LOC115633692|XP_030387008.1|SLEB	LOC108022819|XP_016947449.1|DBIA
OG0008440	LOC115623447|XP_030373657.1|SLEB	LOC108027204|XP_016954002.1|DBIA
OG0008441	LOC115632285|XP_030385233.1|SLEB	LOC108030839|XP_016959458.1|DBIA
OG0008442	LOC115626964|XP_030378342.1|SLEB	LOC108030397|XP_016958770.1|DBIA
OG0008443	LOC115624575|XP_030375166.1|SLEB	LOC108030608|XP_016959088.1|DBIA
OG0008444	LOC115623279|XP_030373422.1|SLEB	LOC108028603|XP_016956011.1|DBIA
OG0008445	LOC115627035|XP_030378426.1|SLEB	LOC108023757|XP_016948886.1|DBIA
OG0008446	LOC115627323|XP_030378826.1|SLEB	LOC108033172|XP_016962894.1|DBIA
OG0008447	LOC115628836|XP_030380935.1|SLEB	LOC108036095|XP_016967546.1|DBIA
OG0008448	LOC115629343|XP_030381652.1|SLEB	LOC108024497|XP_016949920.1|DBIA
OG0008449	LOC115627631|XP_030379227.1|SLEB	LOC108033010|XP_016962626.1|DBIA
OG0008450	LOC115629625|XP_030381986.1|SLEB	LOC108035779|XP_016966981.1|DBIA
OG0008451	LOC115624155|XP_030374612.1|SLEB	LOC108031702|XP_016960852.1|DBIA
OG0008452	LOC115631572|XP_030384224.1|SLEB	LOC108028961|XP_016956489.1|DBIA
OG0008453	LOC115629687|XP_030382071.1|SLEB	LOC108029528|XP_016957318.1|DBIA
OG0008454	LOC115629250|XP_030381527.1|SLEB	LOC108023532|XP_016948586.1|DBIA
OG0008455	LOC115628391|XP_030380335.1|SLEB	LOC108034840|XP_016965454.1|DBIA
OG0008456	LOC115623318|XP_030373439.1|SLEB	LOC108025244|XP_016951081.1|DBIA
OG0008457	LOC115623640|XP_030373944.1|SLEB	LOC108031758|XP_016960954.1|DBIA
OG0008458	LOC115624860|XP_030375566.1|SLEB	LOC108026815|XP_016953469.1|DBIA
OG0008459	LOC115620697|XP_030369927.1|SLEB	LOC108024781|XP_016950386.1|DBIA
OG0008460	LOC115626344|XP_030377553.1|SLEB	LOC108034205|XP_016964526.1|DBIA
OG0008461	LOC115631987|XP_030384766.1|SLEB	LOC108036077|XP_016967513.1|DBIA
OG0008462	LOC115631737|XP_030384435.1|SLEB	LOC108036122|XP_016967596.1|DBIA
OG0008463	LOC115631964|XP_030384687.1|SLEB	LOC108029094|XP_016956673.1|DBIA
OG0008464	LOC115631726|XP_030384424.1|SLEB	LOC108023126|XP_016947884.1|DBIA
OG0008465	LOC115623043|XP_030373083.1|SLEB	LOC108022727|XP_016947300.1|DBIA
OG0008466	LOC115634103|XP_030387519.1|SLEB	LOC108022282|XP_016946630.1|DBIA
OG0008467	LOC115628930|XP_030381056.1|SLEB	LOC108029776|XP_016957775.1|DBIA
OG0008468	LOC115631849|XP_030384553.1|SLEB	LOC108033505|XP_016963338.1|DBIA
OG0008469	LOC115626097|XP_030377243.1|SLEB	LOC108035790|XP_016967017.1|DBIA
OG0008470	LOC115626501|XP_030377750.1|SLEB	LOC108022553|XP_016947032.1|DBIA
OG0008472	LOC115628381|XP_030380326.1|SLEB	LOC108022740|XP_016947320.1|DBIA
OG0008473	LOC115628045|XP_030379849.1|SLEB	LOC108025881|XP_016952045.1|DBIA
OG0008474	LOC115625214|XP_030376044.1|SLEB	LOC108024064|XP_016949326.1|DBIA
OG0008475	LOC115626084|XP_030377196.1|SLEB	LOC108032491|XP_016961801.1|DBIA
OG0008476	LOC115625453|XP_030376361.1|SLEB	LOC108031071|XP_016959766.1|DBIA
OG0008477	LOC115619971|XP_030368867.1|SLEB	LOC108029756|XP_016957745.1|DBIA
OG0008479	LOC115624537|XP_030375121.1|SLEB	LOC108030447|XP_016958829.1|DBIA
OG0008480	LOC115622419|XP_030372214.1|SLEB	LOC108030600|XP_016959070.1|DBIA
OG0008481	LOC115633300|XP_030386571.1|SLEB	LOC108023501|XP_016948525.1|DBIA
OG0008482	LOC115632150|XP_030385028.1|SLEB	LOC108035337|XP_016966409.1|DBIA
OG0008483	LOC115631720|XP_030384415.1|SLEB	LOC108027768|XP_016954819.1|DBIA
OG0008484	LOC115624119|XP_030374574.1|SLEB	LOC108031922|XP_016961183.1|DBIA
OG0008485	LOC115626299|XP_030377487.1|SLEB	LOC108023602|XP_016948736.1|DBIA, LOC108021868|XP_016946148.1|DBIA
OG0008486	LOC115627746|XP_030379380.1|SLEB	LOC108036684|XP_016968454.1|DBIA
OG0008487	LOC115633247|XP_030386503.1|SLEB	LOC108025833|XP_016951980.1|DBIA
OG0008488	LOC115624309|XP_030374792.1|SLEB	LOC108027263|XP_016954122.1|DBIA
OG0008489	LOC115624247|XP_030374728.1|SLEB	LOC108027119|XP_016953823.1|DBIA
OG0008490	LOC115624139|XP_030374595.1|SLEB	LOC108026347|XP_016952741.1|DBIA
OG0008491	LOC115620974|XP_030370355.1|SLEB	LOC108031188|XP_016959898.1|DBIA
OG0008492	LOC115631388|XP_030383970.1|SLEB	LOC108033264|XP_016963020.1|DBIA
OG0008493	LOC115626024|XP_030377133.1|SLEB	LOC108034083|XP_016964338.1|DBIA
OG0008494	LOC115632642|XP_030385732.1|SLEB, LOC115634759|XP_030388510.1|SLEB, LOC115632867|XP_030385990.1|SLEB	LOC108026545|XP_016952984.1|DBIA
OG0008495	LOC115634695|XP_030388430.1|SLEB	LOC108022096|XP_016946428.1|DBIA
OG0008496	LOC115623032|XP_030373072.1|SLEB	LOC108022724|XP_016947299.1|DBIA
OG0008497	LOC115634074|XP_030387481.1|SLEB	LOC108029746|XP_016957728.1|DBIA
OG0008498	LOC115621705|XP_030371275.1|SLEB	LOC108023075|XP_016947815.1|DBIA
OG0008499	LOC115632157|XP_030385046.1|SLEB	LOC108029403|XP_016957124.1|DBIA
OG0008500	LOC115631272|XP_030383847.1|SLEB	LOC108029602|XP_016957464.1|DBIA
OG0008501	LOC115622997|XP_030373016.1|SLEB	LOC108028200|XP_016955350.1|DBIA
OG0008502	LOC115627201|XP_030378679.1|SLEB	LOC108023676|XP_016948786.1|DBIA
OG0008503	LOC115628936|XP_030381068.1|SLEB	LOC108036011|XP_016967416.1|DBIA
OG0008504	LOC115633038|XP_030386242.1|SLEB	LOC108034872|XP_016965560.1|DBIA
OG0008505	LOC115623245|XP_030373366.1|SLEB	LOC108028255|XP_016955430.1|DBIA
OG0008506	LOC115632335|XP_030385300.1|SLEB	LOC108028659|XP_016956076.1|DBIA
OG0008507	LOC115622633|XP_030372499.1|SLEB	LOC108028677|XP_016956103.1|DBIA
OG0008508	LOC115627987|XP_030379743.1|SLEB	LOC108024284|XP_016949672.1|DBIA
OG0008509	LOC115629750|XP_030382149.1|SLEB	LOC108021896|XP_016946203.1|DBIA
OG0008510	LOC115633278|XP_030386549.1|SLEB	LOC108033032|XP_016962647.1|DBIA
OG0008511	LOC115626460|XP_030377700.1|SLEB	LOC108033296|XP_016963052.1|DBIA, LOC108032367|XP_016961669.1|DBIA
OG0008512	LOC115629023|XP_030381180.1|SLEB	LOC108033696|XP_016963686.1|DBIA
OG0008513	LOC115631263|XP_030383834.1|SLEB	LOC108036057|XP_016967489.1|DBIA
OG0008514	LOC115631429|XP_030384021.1|SLEB	LOC108033726|XP_016963759.1|DBIA
OG0008515	LOC115631613|XP_030384277.1|SLEB	LOC108027884|XP_016954992.1|DBIA
OG0008516	LOC115623177|XP_030373257.1|SLEB	LOC108034640|XP_016965067.1|DBIA
OG0008517	LOC115623270|XP_030373409.1|SLEB	LOC108027859|XP_016954952.1|DBIA, LOC108030293|XP_016958618.1|DBIA
OG0008518	LOC115634106|XP_030387524.1|SLEB	LOC108030771|XP_016959312.1|DBIA
OG0008519	LOC115634780|XP_030388540.1|SLEB	LOC108022192|XP_016946533.1|DBIA
OG0008520	LOC115623740|XP_030374113.1|SLEB	LOC108031515|XP_016960522.1|DBIA
OG0008521	LOC115625435|XP_030376341.1|SLEB, LOC115625430|XP_030376330.1|SLEB	LOC108025146|XP_016950911.1|DBIA
OG0008522	LOC115625732|XP_030376748.1|SLEB	LOC108033490|XP_016963317.1|DBIA, LOC108022718|XP_016947291.1|DBIA
OG0008523	LOC115626126|XP_030377240.1|SLEB	LOC108032462|XP_016961777.1|DBIA
OG0008524	LOC115626955|XP_030378330.1|SLEB	LOC108028854|XP_016956328.1|DBIA
OG0008527	LOC115627578|XP_030379161.1|SLEB	LOC108033206|XP_016962943.1|DBIA
OG0008528	LOC115632230|XP_030385150.1|SLEB	LOC108029643|XP_016957546.1|DBIA
OG0008529	LOC115626930|XP_030378296.1|SLEB	LOC108023254|XP_016948025.1|DBIA
OG0008530	LOC115633341|XP_030386633.1|SLEB	LOC108024019|XP_016949269.1|DBIA
OG0008531	LOC115629855|XP_030382297.1|SLEB	LOC108023352|XP_016948186.1|DBIA
OG0008532	LOC115629122|XP_030381319.1|SLEB	LOC108023919|XP_016949093.1|DBIA
OG0008534	LOC115629633|XP_030381994.1|SLEB	LOC108033167|XP_016962888.1|DBIA
OG0008535	LOC115626875|XP_030378246.1|SLEB	LOC108023701|XP_016948819.1|DBIA
OG0008538	LOC115628684|XP_030380718.1|SLEB	LOC108023715|XP_016948834.1|DBIA
OG0008539	LOC115627169|XP_030378619.1|SLEB	LOC108022090|XP_016946426.1|DBIA
OG0008540	LOC115625344|XP_030376232.1|SLEB	LOC108032189|XP_016961534.1|DBIA
OG0008541	LOC115622583|XP_030372439.1|SLEB	LOC108029504|XP_016957277.1|DBIA
OG0008542	LOC115632197|XP_030385103.1|SLEB	LOC108035051|XP_016965919.1|DBIA
OG0008544	LOC115634389|XP_030387938.1|SLEB	LOC108036340|XP_016967885.1|DBIA
OG0008545	LOC115633691|XP_030387007.1|SLEB	LOC108024271|XP_016949651.1|DBIA
OG0008546	LOC115622970|XP_030372980.1|SLEB	LOC108034559|XP_016964977.1|DBIA
OG0008547	LOC115628920|XP_030381041.1|SLEB	LOC108023283|XP_016948064.1|DBIA
OG0008548	LOC115626271|XP_030377449.1|SLEB	LOC108025366|XP_016951314.1|DBIA
OG0008549	LOC115620555|XP_030369702.1|SLEB	LOC108031905|XP_016961162.1|DBIA
OG0008550	LOC115624498|XP_030375062.1|SLEB	LOC108023641|XP_016948746.1|DBIA
OG0008551	LOC115622353|XP_030372128.1|SLEB	LOC108034768|XP_016965203.1|DBIA
OG0008552	LOC115622617|XP_030372478.1|SLEB	LOC108035591|XP_016966750.1|DBIA
OG0008553	LOC115634310|XP_030387828.1|SLEB	LOC108036443|XP_016968072.1|DBIA
OG0008554	LOC115627780|XP_030379449.1|SLEB	LOC108023202|XP_016947951.1|DBIA
OG0008555	LOC115626676|XP_030377962.1|SLEB	LOC108023371|XP_016948264.1|DBIA
OG0008556	LOC115620561|XP_030369712.1|SLEB	LOC108029695|XP_016957646.1|DBIA
OG0008557	LOC115620714|XP_030369951.1|SLEB	LOC108025506|XP_016951517.1|DBIA
OG0008558	LOC115625873|XP_030376946.1|SLEB	LOC108034856|XP_016965497.1|DBIA
OG0008560	LOC115626634|XP_030377902.1|SLEB	LOC108032604|XP_016962020.1|DBIA
OG0008563	LOC115620890|XP_030370233.1|SLEB	LOC108031757|XP_016960952.1|DBIA
OG0008564	LOC115631403|XP_030383986.1|SLEB	LOC108034348|XP_016964723.1|DBIA
OG0008565	LOC115633356|XP_030386656.1|SLEB	LOC108034890|XP_016965589.1|DBIA
OG0008566	LOC115625675|XP_030376672.1|SLEB	LOC108033797|XP_016963895.1|DBIA
OG0008567	LOC115631621|XP_030384287.1|SLEB	LOC108034079|XP_016964334.1|DBIA
OG0008569	LOC115629144|XP_030381358.1|SLEB	LOC108023685|XP_016948795.1|DBIA
OG0008572	LOC115623654|XP_030373969.1|SLEB	LOC108032912|XP_016962465.1|DBIA
OG0008573	LOC115633255|XP_030386516.1|SLEB	LOC108023509|XP_016948540.1|DBIA
OG0008574	LOC115622828|XP_030372766.1|SLEB	LOC108035274|XP_016966324.1|DBIA
OG0008575	LOC115620500|XP_030369612.1|SLEB	LOC108031692|XP_016960830.1|DBIA
OG0008576	LOC115627569|XP_030379153.1|SLEB	LOC108033363|XP_016963166.1|DBIA
OG0008577	LOC115622213|XP_030371968.1|SLEB	LOC108035524|XP_016966682.1|DBIA
OG0008578	LOC115624065|XP_030374510.1|SLEB	LOC108025115|XP_016950873.1|DBIA
OG0008579	LOC115623271|XP_030373410.1|SLEB	LOC108030311|XP_016958642.1|DBIA
OG0008581	LOC115633739|XP_030387072.1|SLEB	LOC108030895|XP_016959559.1|DBIA
OG0008582	LOC115629349|XP_030381658.1|SLEB	LOC108023236|XP_016948001.1|DBIA
OG0008583	LOC115629634|XP_030381995.1|SLEB	LOC108023763|XP_016948893.1|DBIA
OG0008584	LOC115629264|XP_030381548.1|SLEB	LOC108023670|XP_016948781.1|DBIA
OG0008585	LOC115627031|XP_030378421.1|SLEB	LOC108023647|XP_016948753.1|DBIA
OG0008586	LOC115627029|XP_030378418.1|SLEB	LOC108023769|XP_016948898.1|DBIA
OG0008587	LOC115623424|XP_030373606.1|SLEB	LOC108031867|XP_016961112.1|DBIA
OG0008588	LOC115624380|XP_030374947.1|SLEB	LOC108031498|XP_016960489.1|DBIA
OG0008589	LOC115629958|XP_030382432.1|SLEB	LOC108030580|XP_016959064.1|DBIA
OG0008590	LOC115625512|XP_030376436.1|SLEB	LOC108025551|XP_016951572.1|DBIA
OG0008592	LOC115631908|XP_030384618.1|SLEB, LOC115624767|XP_030375460.1|SLEB	LOC108022945|XP_016947650.1|DBIA
OG0008593	LOC115623140|XP_030373210.1|SLEB	LOC108034605|XP_016965027.1|DBIA
OG0008594	LOC115621230|XP_030370679.1|SLEB	LOC108032228|XP_016961580.1|DBIA
OG0008595	LOC115634210|XP_030387662.1|SLEB	LOC108029943|XP_016957934.1|DBIA
OG0008596	LOC115634208|XP_030387659.1|SLEB	LOC108029941|XP_016957931.1|DBIA
OG0008597	LOC115625392|XP_030376289.1|SLEB	LOC108026047|XP_016952231.1|DBIA
OG0008598	LOC115629501|XP_030381840.1|SLEB	LOC108025872|XP_016952033.1|DBIA
OG0008599	LOC115629682|XP_030382064.1|SLEB	LOC108023531|XP_016948585.1|DBIA
OG0008600	LOC115624422|XP_030375019.1|SLEB	LOC108027409|XP_016954337.1|DBIA
OG0008601	LOC115631711|XP_030384398.1|SLEB	LOC108034344|XP_016964715.1|DBIA
OG0008602	LOC115625318|XP_030376200.1|SLEB	LOC108031118|XP_016959818.1|DBIA
OG0008603	LOC115621498|XP_030371025.1|SLEB	LOC108023534|XP_016948594.1|DBIA
OG0008604	LOC115623079|XP_030373143.1|SLEB	LOC108022884|XP_016947571.1|DBIA
OG0008605	LOC115626104|XP_030377217.1|SLEB	LOC108033261|XP_016963016.1|DBIA, LOC108033677|XP_016963620.1|DBIA
OG0008606	LOC115622095|XP_030371797.1|SLEB, LOC115630758|XP_030383273.1|SLEB	LOC108027671|XP_016954705.1|DBIA
OG0008607	LOC115623682|XP_030374012.1|SLEB	LOC108027305|XP_016954187.1|DBIA
OG0008608	LOC115627318|XP_030378821.1|SLEB	LOC108021939|XP_016946255.1|DBIA
OG0008609	LOC115623436|XP_030373642.1|SLEB, LOC115623981|XP_030374411.1|SLEB	LOC108024510|XP_016949947.1|DBIA
OG0008610	LOC115633682|XP_030386996.1|SLEB	LOC108030445|XP_016958827.1|DBIA
OG0008612	LOC115633874|XP_030387235.1|SLEB	LOC108036644|XP_016968409.1|DBIA
OG0008614	LOC115627520|XP_030379080.1|SLEB	LOC108024200|XP_016949539.1|DBIA
OG0008615	LOC115623853|XP_030374257.1|SLEB	LOC108027375|XP_016954291.1|DBIA
OG0008616	LOC115625561|XP_030376515.1|SLEB	LOC108025553|XP_016951574.1|DBIA
OG0008617	LOC115621618|XP_030371173.1|SLEB	LOC108024471|XP_016949880.1|DBIA
OG0008619	LOC115630708|XP_030383221.1|SLEB	LOC108034350|XP_016964725.1|DBIA
OG0008620	LOC115628000|XP_030379770.1|SLEB	LOC108029707|XP_016957670.1|DBIA
OG0008621	LOC115621221|XP_030370666.1|SLEB	LOC108031915|XP_016961174.1|DBIA
OG0008622	LOC115634634|XP_030388349.1|SLEB	LOC108036286|XP_016967786.1|DBIA
OG0008623	LOC115621620|XP_030371175.1|SLEB, LOC115621367|XP_030370850.1|SLEB	LOC108029629|XP_016957512.1|DBIA
OG0008624	LOC115633659|XP_030386965.1|SLEB	LOC108036223|XP_016967703.1|DBIA, LOC108036915|XP_016968815.1|DBIA
OG0008625	LOC115634565|XP_030388252.1|SLEB	LOC108036504|XP_016968196.1|DBIA
OG0008626	LOC115623064|XP_030373107.1|SLEB	LOC108035867|XP_016967105.1|DBIA
OG0008627	LOC115632999|XP_030386181.1|SLEB	LOC108029072|XP_016956657.1|DBIA
OG0008629	LOC115625812|XP_030376899.1|SLEB	LOC108033561|XP_016963395.1|DBIA
OG0008630	LOC115627761|XP_030379407.1|SLEB	LOC108036000|XP_016967380.1|DBIA
OG0008631	LOC115622042|XP_030371770.1|SLEB	LOC108031096|XP_016959794.1|DBIA
OG0008632	LOC115620497|XP_030369609.1|SLEB	LOC108036894|XP_016968761.1|DBIA
OG0008633	LOC115626573|XP_030377817.1|SLEB	LOC108030028|XP_016958062.1|DBIA
OG0008634	LOC115626406|XP_030377631.1|SLEB	LOC108024369|XP_016949799.1|DBIA
OG0008635	LOC115634056|XP_030387459.1|SLEB	LOC108029505|XP_016957278.1|DBIA
OG0008636	LOC115623911|XP_030374326.1|SLEB	LOC108031310|XP_016960044.1|DBIA
OG0008637	LOC115634383|XP_030387928.1|SLEB	LOC108028788|XP_016956257.1|DBIA
OG0008638	LOC115620386|XP_030369454.1|SLEB	LOC108024734|XP_016950323.1|DBIA
OG0008639	LOC115621159|XP_030370577.1|SLEB	LOC108024753|XP_016950349.1|DBIA
OG0008640	LOC115620338|XP_030369395.1|SLEB	LOC108032933|XP_016962492.1|DBIA, LOC108031477|XP_016960437.1|DBIA
