Orthogroup	SLEB.longest_only	BCOP.longest_only
OG0007151	LOC115632772|XP_030385880.1|SLEB	LOC119082714|XP_037048183.1|BCOP
OG0007152	LOC115627056|XP_030378462.1|SLEB	LOC119074336|XP_037036322.1|BCOP
OG0007153	LOC115627288|XP_030378779.1|SLEB	LOC119074788|XP_037036962.1|BCOP
OG0007154	LOC115626879|XP_030378251.1|SLEB	LOC119069713|XP_037029732.1|BCOP
OG0007155	LOC115629560|XP_030381915.1|SLEB	LOC119069578|XP_037029557.1|BCOP
OG0007156	LOC115621910|XP_030371603.1|SLEB	LOC119075150|XP_037037439.1|BCOP
OG0007157	LOC115625259|XP_030376115.1|SLEB	LOC119078753|XP_037042350.1|BCOP
OG0007158	LOC115632919|XP_030386070.1|SLEB	LOC119078787|XP_037042393.1|BCOP
OG0007159	LOC115628031|XP_030379833.1|SLEB	LOC119067457|XP_037026338.1|BCOP
OG0007160	LOC115623412|XP_030373582.1|SLEB	LOC119074874|XP_037037105.1|BCOP
OG0007161	LOC115629684|XP_030382066.1|SLEB	LOC119074214|XP_037036111.1|BCOP
OG0007162	LOC115627047|XP_030378444.1|SLEB	LOC119074204|XP_037036099.1|BCOP
OG0007163	LOC115620438|XP_030369525.1|SLEB	LOC119077921|XP_037041197.1|BCOP
OG0007164	LOC115620414|XP_030369497.1|SLEB	LOC119073862|XP_037035622.1|BCOP
OG0007165	LOC115628809|XP_030380889.1|SLEB	LOC119074758|XP_037036919.1|BCOP
OG0007166	LOC115630782|XP_030383298.1|SLEB	LOC119074547|XP_037036611.1|BCOP
OG0007167	LOC115629556|XP_030381907.1|SLEB	LOC119074679|XP_037036858.1|BCOP
OG0007168	LOC115627046|XP_030378443.1|SLEB	LOC119074546|XP_037036608.1|BCOP
OG0007169	LOC115629881|XP_030382338.1|SLEB	LOC119074927|XP_037037217.1|BCOP
OG0007170	LOC115621878|XP_030371565.1|SLEB	LOC119076563|XP_037039241.1|BCOP
OG0007171	LOC115629927|XP_030382392.1|SLEB	LOC119075808|XP_037038270.1|BCOP
OG0007172	LOC115627770|XP_030379428.1|SLEB	LOC119076672|XP_037039462.1|BCOP
OG0007173	LOC115627889|XP_030379635.1|SLEB	LOC119066320|XP_037024608.1|BCOP
OG0007174	LOC115620663|XP_030369877.1|SLEB	LOC119074856|XP_037037063.1|BCOP
OG0007175	LOC115624690|XP_030375356.1|SLEB	LOC119082070|XP_037047304.1|BCOP
OG0007176	LOC115623613|XP_030373890.1|SLEB	LOC119076054|XP_037038584.1|BCOP
OG0007177	LOC115625292|XP_030376165.1|SLEB	LOC119084120|XP_037049868.1|BCOP
OG0007178	LOC115623700|XP_030374036.1|SLEB	LOC119070136|XP_037030358.1|BCOP
OG0007179	LOC115623384|XP_030373541.1|SLEB	LOC119077325|XP_037040432.1|BCOP
OG0007180	LOC115625059|XP_030375791.1|SLEB	LOC119077695|XP_037040862.1|BCOP
OG0007181	LOC115628034|XP_030379836.1|SLEB	LOC119075024|XP_037037331.1|BCOP
OG0007182	LOC115624144|XP_030374601.1|SLEB	LOC119084330|XP_037050156.1|BCOP
OG0007183	LOC115624334|XP_030374830.1|SLEB	LOC119085256|XP_037051488.1|BCOP
OG0007184	LOC115623951|XP_030374375.1|SLEB	LOC119074286|XP_037036201.1|BCOP
OG0007186	LOC115623702|XP_030374041.1|SLEB	LOC119076662|XP_037039442.1|BCOP
OG0007187	LOC115625579|XP_030376539.1|SLEB	LOC119075713|XP_037038131.1|BCOP
OG0007188	LOC115624310|XP_030374793.1|SLEB	LOC119076821|XP_037039710.1|BCOP
OG0007189	LOC115623746|XP_030374122.1|SLEB	LOC119075723|XP_037038154.1|BCOP
OG0007190	LOC115624017|XP_030374450.1|SLEB	LOC119085984|XP_037052447.1|BCOP
OG0007191	LOC115633002|XP_030386188.1|SLEB	LOC119081266|XP_037045903.1|BCOP
OG0007192	LOC115627514|XP_030379068.1|SLEB	LOC119077814|XP_037041020.1|BCOP
OG0007193	LOC115627513|XP_030379067.1|SLEB	LOC119074781|XP_037036950.1|BCOP
OG0007194	LOC115627280|XP_030378771.1|SLEB	LOC119075009|XP_037037308.1|BCOP
OG0007195	LOC115624188|XP_030374646.1|SLEB	LOC119076215|XP_037038761.1|BCOP
OG0007196	LOC115621253|XP_030370707.1|SLEB	LOC119067904|XP_037027088.1|BCOP
OG0007197	LOC115632574|XP_030385655.1|SLEB	LOC119074394|XP_037036408.1|BCOP
OG0007198	LOC115624030|XP_030374467.1|SLEB	LOC119076236|XP_037038790.1|BCOP
OG0007199	LOC115624283|XP_030374766.1|SLEB	LOC119076668|XP_037039456.1|BCOP
OG0007200	LOC115623711|XP_030374051.1|SLEB	LOC119074782|XP_037036951.1|BCOP
OG0007201	LOC115622822|XP_030372757.1|SLEB	LOC119070236|XP_037030405.1|BCOP
OG0007202	LOC115628353|XP_030380286.1|SLEB	LOC119084465|XP_037050344.1|BCOP
OG0007203	LOC115628352|XP_030380285.1|SLEB	LOC119072657|XP_037033811.1|BCOP
OG0007204	LOC115629162|XP_030381395.1|SLEB	LOC119066660|XP_037025132.1|BCOP
OG0007205	LOC115622663|XP_030372536.1|SLEB	LOC119072677|XP_037033850.1|BCOP
OG0007206	LOC115623878|XP_030374287.1|SLEB	LOC119077859|XP_037041083.1|BCOP
OG0007207	LOC115625270|XP_030376132.1|SLEB	LOC119067423|XP_037026289.1|BCOP
OG0007208	LOC115623493|XP_030373727.1|SLEB	LOC119075710|XP_037038127.1|BCOP
OG0007209	LOC115623492|XP_030373725.1|SLEB	LOC119085196|XP_037051403.1|BCOP
OG0007210	LOC115623950|XP_030374373.1|SLEB	LOC119082079|XP_037047329.1|BCOP
OG0007211	LOC115623819|XP_030374223.1|SLEB	LOC119076811|XP_037039693.1|BCOP
OG0007212	LOC115621128|XP_030370537.1|SLEB	LOC119076624|XP_037039384.1|BCOP
OG0007213	LOC115630752|XP_030383270.1|SLEB	LOC119082922|XP_037048475.1|BCOP
OG0007214	LOC115622286|XP_030372046.1|SLEB	LOC119074371|XP_037036372.1|BCOP
OG0007215	LOC115625496|XP_030376412.1|SLEB	LOC119076547|XP_037039238.1|BCOP
OG0007216	LOC115620271|XP_030369298.1|SLEB	LOC119083503|XP_037049152.1|BCOP
OG0007217	LOC115628147|XP_030379978.1|SLEB	LOC119084472|XP_037050352.1|BCOP
OG0007218	LOC115620429|XP_030369516.1|SLEB	LOC119075670|XP_037038082.1|BCOP, LOC119074844|XP_037037054.1|BCOP
OG0007219	LOC115624147|XP_030374603.1|SLEB	LOC119067631|XP_037026627.1|BCOP
OG0007220	LOC115620882|XP_030370220.1|SLEB	LOC119068981|XP_037028747.1|BCOP
OG0007221	LOC115625039|XP_030375745.1|SLEB	LOC119077864|XP_037041104.1|BCOP
OG0007222	LOC115621067|XP_030370452.1|SLEB	LOC119074554|XP_037036635.1|BCOP
OG0007223	LOC115620428|XP_030369515.1|SLEB	LOC119084083|XP_037049814.1|BCOP
OG0007224	LOC115623713|XP_030374054.1|SLEB	LOC119066570|XP_037025014.1|BCOP
OG0007225	LOC115625515|XP_030376440.1|SLEB	LOC119078015|XP_037041301.1|BCOP
OG0007226	LOC115624366|XP_030374886.1|SLEB	LOC119074823|XP_037037008.1|BCOP
OG0007227	LOC115628306|XP_030380214.1|SLEB	LOC119072072|XP_037033115.1|BCOP
OG0007228	LOC115623144|XP_030373213.1|SLEB	LOC119070998|XP_037031491.1|BCOP
OG0007229	LOC115623678|XP_030374007.1|SLEB	LOC119068418|XP_037027882.1|BCOP
OG0007230	LOC115623547|XP_030373798.1|SLEB	LOC119076160|XP_037038739.1|BCOP
OG0007231	LOC115623974|XP_030374403.1|SLEB	LOC119076022|XP_037038518.1|BCOP
OG0007232	LOC115622519|XP_030372334.1|SLEB	LOC119075142|XP_037037425.1|BCOP
OG0007233	LOC115622554|XP_030372383.1|SLEB	LOC119075013|XP_037037316.1|BCOP
OG0007234	LOC115623068|XP_030373122.1|SLEB	LOC119075004|XP_037037301.1|BCOP
OG0007235	LOC115622312|XP_030372078.1|SLEB	LOC119075005|XP_037037303.1|BCOP
OG0007236	LOC115624153|XP_030374610.1|SLEB	LOC119074694|XP_037036875.1|BCOP
OG0007237	LOC115624091|XP_030374541.1|SLEB	LOC119076872|XP_037039776.1|BCOP
OG0007238	LOC115627996|XP_030379753.1|SLEB	LOC119078641|XP_037042134.1|BCOP
OG0007239	LOC115625210|XP_030376039.1|SLEB	LOC119076045|XP_037038568.1|BCOP, LOC119072269|XP_037033355.1|BCOP
OG0007240	LOC115623755|XP_030374150.1|SLEB	LOC119071746|XP_037032678.1|BCOP
OG0007241	LOC115629896|XP_030382356.1|SLEB	LOC119072238|XP_037033311.1|BCOP
OG0007242	LOC115629895|XP_030382353.1|SLEB	LOC119068101|XP_037027464.1|BCOP
OG0007243	LOC115627359|XP_030378868.1|SLEB	LOC119077856|XP_037041079.1|BCOP
OG0007244	LOC115623964|XP_030374392.1|SLEB	LOC119076676|XP_037039467.1|BCOP
OG0007245	LOC115621861|XP_030371540.1|SLEB	LOC119075786|XP_037038243.1|BCOP
OG0007246	LOC115620907|XP_030370260.1|SLEB	LOC119070456|XP_037030706.1|BCOP
OG0007247	LOC115623570|XP_030373831.1|SLEB	LOC119078952|XP_037042592.1|BCOP
OG0007248	LOC115629683|XP_030382065.1|SLEB	LOC119075918|XP_037038399.1|BCOP
OG0007249	LOC115629755|XP_030382157.1|SLEB	LOC119075865|XP_037038318.1|BCOP
OG0007250	LOC115629492|XP_030381826.1|SLEB	LOC119074647|XP_037036819.1|BCOP
OG0007251	LOC115623351|XP_030373495.1|SLEB	LOC119075237|XP_037037525.1|BCOP
OG0007252	LOC115625485|XP_030376394.1|SLEB	LOC119067761|XP_037026792.1|BCOP
OG0007253	LOC115622762|XP_030372677.1|SLEB	LOC119074853|XP_037037061.1|BCOP
OG0007254	LOC115623930|XP_030374349.1|SLEB	LOC119074409|XP_037036426.1|BCOP
OG0007255	LOC115627810|XP_030379500.1|SLEB	LOC119075801|XP_037038263.1|BCOP
OG0007256	LOC115625293|XP_030376167.1|SLEB	LOC119074644|XP_037036816.1|BCOP
OG0007257	LOC115623689|XP_030374020.1|SLEB	LOC119076664|XP_037039453.1|BCOP
OG0007258	LOC115623692|XP_030374024.1|SLEB	LOC119075956|XP_037038418.1|BCOP
OG0007259	LOC115628702|XP_030380743.1|SLEB	LOC119070980|XP_037031470.1|BCOP
OG0007260	LOC115627147|XP_030378585.1|SLEB	LOC119077909|XP_037041179.1|BCOP
OG0007261	LOC115630133|XP_030382614.1|SLEB	LOC119071692|XP_037032575.1|BCOP
OG0007262	LOC115627172|XP_030378626.1|SLEB	LOC119072050|XP_037033073.1|BCOP
OG0007263	LOC115627843|XP_030379559.1|SLEB	LOC119081014|XP_037045592.1|BCOP
OG0007264	LOC115622829|XP_030372767.1|SLEB	LOC119072239|XP_037033309.1|BCOP
OG0007265	LOC115629831|XP_030382268.1|SLEB, LOC115633319|XP_030386609.1|SLEB	LOC119071975|XP_037033005.1|BCOP
OG0007266	LOC115620642|XP_030369842.1|SLEB	LOC119076016|XP_037038503.1|BCOP
OG0007267	LOC115623399|XP_030373568.1|SLEB	LOC119077917|XP_037041191.1|BCOP
OG0007268	LOC115626312|XP_030377510.1|SLEB	LOC119077055|XP_037040080.1|BCOP
OG0007269	LOC115627933|XP_030379686.1|SLEB	LOC119074596|XP_037036733.1|BCOP
OG0007270	LOC115621574|XP_030371122.1|SLEB	LOC119077655|XP_037040767.1|BCOP
OG0007271	LOC115623734|XP_030374104.1|SLEB	LOC119076826|XP_037039719.1|BCOP
OG0007272	LOC115628378|XP_030380319.1|SLEB	LOC119074957|XP_037037242.1|BCOP
OG0007273	LOC115623722|XP_030374064.1|SLEB	LOC119083981|XP_037049687.1|BCOP
OG0007274	LOC115625489|XP_030376399.1|SLEB	LOC119077929|XP_037041204.1|BCOP
OG0007275	LOC115632262|XP_030385198.1|SLEB	LOC119070337|XP_037030520.1|BCOP
OG0007276	LOC115632973|XP_030386142.1|SLEB	LOC119084115|XP_037049862.1|BCOP
OG0007277	LOC115624691|XP_030375359.1|SLEB	LOC119073573|XP_037035031.1|BCOP
OG0007278	LOC115622641|XP_030372509.1|SLEB	LOC119075229|XP_037037514.1|BCOP
OG0007279	LOC115622498|XP_030372304.1|SLEB	LOC119075223|XP_037037504.1|BCOP
OG0007280	LOC115622590|XP_030372445.1|SLEB	LOC119084184|XP_037049944.1|BCOP
OG0007281	LOC115623452|XP_030373668.1|SLEB	LOC119072767|XP_037033956.1|BCOP
OG0007282	LOC115623451|XP_030373667.1|SLEB	LOC119072751|XP_037033932.1|BCOP
OG0007283	LOC115625468|XP_030376377.1|SLEB	LOC119067049|XP_037025689.1|BCOP
OG0007284	LOC115621483|XP_030371003.1|SLEB	LOC119079433|XP_037043241.1|BCOP
OG0007285	LOC115629729|XP_030382122.1|SLEB	LOC119084474|XP_037050354.1|BCOP
OG0007286	LOC115629723|XP_030382107.1|SLEB	LOC119078057|XP_037041379.1|BCOP
OG0007287	LOC115631532|XP_030384165.1|SLEB	LOC119066214|XP_037024431.1|BCOP
OG0007288	LOC115629790|XP_030382205.1|SLEB	LOC119078063|XP_037041395.1|BCOP
OG0007289	LOC115629341|XP_030381649.1|SLEB	LOC119071306|XP_037032083.1|BCOP
OG0007290	LOC115624392|XP_030374964.1|SLEB	LOC119067847|XP_037026974.1|BCOP
OG0007291	LOC115625150|XP_030375934.1|SLEB	LOC119067254|XP_037026025.1|BCOP
OG0007292	LOC115629258|XP_030381539.1|SLEB	LOC119076467|XP_037039129.1|BCOP
OG0007293	LOC115625185|XP_030376009.1|SLEB	LOC119074334|XP_037036315.1|BCOP
OG0007294	LOC115623397|XP_030373565.1|SLEB	LOC119074199|XP_037036090.1|BCOP
OG0007295	LOC115624213|XP_030374684.1|SLEB	LOC119069103|XP_037028890.1|BCOP
OG0007296	LOC115620651|XP_030369858.1|SLEB	LOC119075851|XP_037038298.1|BCOP
OG0007297	LOC115624319|XP_030374810.1|SLEB	LOC119075722|XP_037038153.1|BCOP
OG0007298	LOC115625215|XP_030376045.1|SLEB	LOC119069432|XP_037029388.1|BCOP
OG0007299	LOC115624271|XP_030374758.1|SLEB	LOC119084033|XP_037049754.1|BCOP
OG0007300	LOC115623691|XP_030374023.1|SLEB	LOC119077672|XP_037040815.1|BCOP
OG0007301	LOC115625050|XP_030375762.1|SLEB	LOC119074952|XP_037037236.1|BCOP
OG0007302	LOC115624290|XP_030374774.1|SLEB	LOC119076809|XP_037039688.1|BCOP
OG0007303	LOC115628745|XP_030380811.1|SLEB	LOC119073664|XP_037035167.1|BCOP
OG0007304	LOC115625843|XP_030376905.1|SLEB	LOC119073767|XP_037035328.1|BCOP
OG0007305	LOC115622907|XP_030372890.1|SLEB	LOC119076147|XP_037038724.1|BCOP
OG0007306	LOC115622849|XP_030372791.1|SLEB	LOC119076105|XP_037038660.1|BCOP
OG0007307	LOC115625048|XP_030375760.1|SLEB	LOC119076679|XP_037039471.1|BCOP
OG0007308	LOC115620326|XP_030369380.1|SLEB	LOC119074645|XP_037036817.1|BCOP
OG0007309	LOC115625268|XP_030376131.1|SLEB	LOC119076640|XP_037039405.1|BCOP
OG0007310	LOC115625143|XP_030375922.1|SLEB	LOC119073520|XP_037034952.1|BCOP
OG0007311	LOC115625596|XP_030376576.1|SLEB	LOC119073432|XP_037034807.1|BCOP
OG0007312	LOC115621404|XP_030370911.1|SLEB	LOC119075778|XP_037038227.1|BCOP
OG0007313	LOC115626763|XP_030378080.1|SLEB	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP
OG0007314	LOC115630022|XP_030382519.1|SLEB	LOC119078072|XP_037041418.1|BCOP
OG0007315	LOC115626966|XP_030378340.1|SLEB	LOC119078050|XP_037041359.1|BCOP
OG0007316	LOC115623564|XP_030373821.1|SLEB	LOC119067660|XP_037026657.1|BCOP
OG0007317	LOC115623348|XP_030373490.1|SLEB	LOC119074785|XP_037036958.1|BCOP
OG0007318	LOC115623347|XP_030373485.1|SLEB	LOC119074335|XP_037036318.1|BCOP
OG0007319	LOC115622212|XP_030371967.1|SLEB	LOC119070085|XP_037030297.1|BCOP
OG0007320	LOC115631679|XP_030384353.1|SLEB	LOC119073773|XP_037035339.1|BCOP
OG0007321	LOC115627743|XP_030379378.1|SLEB	LOC119084259|XP_037050063.1|BCOP
OG0007322	LOC115628690|XP_030380725.1|SLEB	LOC119076710|XP_037039521.1|BCOP
OG0007323	LOC115629727|XP_030382120.1|SLEB	LOC119076704|XP_037039512.1|BCOP
OG0007324	LOC115625042|XP_030375751.1|SLEB	LOC119075174|XP_037037466.1|BCOP
OG0007325	LOC115621987|XP_030371700.1|SLEB	LOC119074432|XP_037036456.1|BCOP
OG0007326	LOC115625186|XP_030376011.1|SLEB	LOC119074431|XP_037036453.1|BCOP
OG0007327	LOC115632428|XP_030385429.1|SLEB	LOC119076089|XP_037038638.1|BCOP
OG0007328	LOC115620861|XP_030370182.1|SLEB	LOC119074438|XP_037036461.1|BCOP
OG0007330	LOC115626853|XP_030378213.1|SLEB	LOC119077726|XP_037040897.1|BCOP
OG0007331	LOC115627008|XP_030378386.1|SLEB	LOC119084248|XP_037050044.1|BCOP
OG0007332	LOC115627025|XP_030378413.1|SLEB	LOC119084258|XP_037050059.1|BCOP
OG0007333	LOC115625309|XP_030376188.1|SLEB	LOC119072914|XP_037034131.1|BCOP
OG0007334	LOC115624185|XP_030374641.1|SLEB	LOC119076125|XP_037038689.1|BCOP
OG0007335	LOC115623269|XP_030373405.1|SLEB	LOC119074881|XP_037037113.1|BCOP
OG0007337	LOC115632241|XP_030385163.1|SLEB	LOC119066592|XP_037025046.1|BCOP
OG0007338	LOC115632678|XP_030385771.1|SLEB	LOC119074316|XP_037036265.1|BCOP
OG0007339	LOC115624346|XP_030374857.1|SLEB	LOC119073627|XP_037035115.1|BCOP
OG0007340	LOC115623978|XP_030374409.1|SLEB	LOC119081886|XP_037047011.1|BCOP
OG0007341	LOC115625057|XP_030375781.1|SLEB	LOC119074838|XP_037037028.1|BCOP
OG0007342	LOC115620193|XP_030369184.1|SLEB	LOC119084433|XP_037050306.1|BCOP
OG0007343	LOC115625487|XP_030376396.1|SLEB	LOC119069687|XP_037029738.1|BCOP
OG0007344	LOC115631219|XP_030383785.1|SLEB	LOC119086023|XP_037052490.1|BCOP
OG0007345	LOC115625334|XP_030376219.1|SLEB	LOC119070348|XP_037030572.1|BCOP
OG0007346	LOC115628272|XP_030380156.1|SLEB	LOC119072885|XP_037034100.1|BCOP
OG0007347	LOC115626698|XP_030377986.1|SLEB	LOC119074885|XP_037037121.1|BCOP
OG0007348	LOC115626695|XP_030377983.1|SLEB	LOC119074872|XP_037037093.1|BCOP
OG0007349	LOC115626690|XP_030377978.1|SLEB	LOC119074867|XP_037037085.1|BCOP
OG0007350	LOC115627531|XP_030379092.1|SLEB	LOC119077907|XP_037041174.1|BCOP
OG0007351	LOC115632779|XP_030385888.1|SLEB	LOC119084418|XP_037050280.1|BCOP
OG0007352	LOC115633727|XP_030387059.1|SLEB	LOC119084447|XP_037050322.1|BCOP
OG0007353	LOC115624053|XP_030374494.1|SLEB	LOC119074397|XP_037036412.1|BCOP
OG0007354	LOC115623684|XP_030374014.1|SLEB	LOC119076103|XP_037038657.1|BCOP
OG0007355	LOC115625133|XP_030375907.1|SLEB	LOC119083976|XP_037049675.1|BCOP
OG0007356	LOC115623728|XP_030374099.1|SLEB	LOC119080145|XP_037044257.1|BCOP
OG0007357	LOC115624317|XP_030374806.1|SLEB	LOC119084023|XP_037049736.1|BCOP
OG0007358	LOC115623873|XP_030374279.1|SLEB	LOC119074813|XP_037036994.1|BCOP
OG0007359	LOC115620789|XP_030370064.1|SLEB	LOC119078118|XP_037041466.1|BCOP
OG0007360	LOC115621591|XP_030371141.1|SLEB	LOC119076115|XP_037038672.1|BCOP
OG0007361	LOC115629758|XP_030382162.1|SLEB	LOC119074385|XP_037036395.1|BCOP
OG0007362	LOC115625989|XP_030377095.1|SLEB	LOC119082624|XP_037048081.1|BCOP
OG0007363	LOC115629735|XP_030382130.1|SLEB	LOC119078086|XP_037041443.1|BCOP
OG0007364	LOC115629724|XP_030382112.1|SLEB	LOC119078058|XP_037041380.1|BCOP
OG0007365	LOC115629493|XP_030381828.1|SLEB	LOC119071859|XP_037032816.1|BCOP
OG0007366	LOC115624114|XP_030374568.1|SLEB	LOC119073277|XP_037034590.1|BCOP
OG0007367	LOC115628431|XP_030380379.1|SLEB	LOC119076606|XP_037039357.1|BCOP
OG0007368	LOC115623617|XP_030373896.1|SLEB	LOC119074060|XP_037035908.1|BCOP
OG0007369	LOC115625394|XP_030376293.1|SLEB	LOC119084247|XP_037050083.1|BCOP
OG0007370	LOC115627421|XP_030378955.1|SLEB	LOC119072415|XP_037033559.1|BCOP
OG0007371	LOC115620187|XP_030369177.1|SLEB	LOC119067799|XP_037026841.1|BCOP
OG0007372	LOC115624253|XP_030374738.1|SLEB	LOC119084032|XP_037049752.1|BCOP
OG0007373	LOC115625610|XP_030376605.1|SLEB	LOC119072047|XP_037033069.1|BCOP
OG0007374	LOC115633299|XP_030386570.1|SLEB	LOC119083299|XP_037048888.1|BCOP
OG0007375	LOC115627111|XP_030378536.1|SLEB	LOC119076404|XP_037039025.1|BCOP
OG0007376	LOC115626785|XP_030378111.1|SLEB	LOC119074597|XP_037036735.1|BCOP, LOC119074590|XP_037036724.1|BCOP
OG0007377	LOC115627314|XP_030378817.1|SLEB	LOC119075818|XP_037038281.1|BCOP
OG0007378	LOC115629600|XP_030381952.1|SLEB	LOC119075775|XP_037038224.1|BCOP
OG0007379	LOC115629603|XP_030381957.1|SLEB	LOC119072858|XP_037034060.1|BCOP
OG0007380	LOC115629275|XP_030381561.1|SLEB	LOC119072271|XP_037033360.1|BCOP
OG0007381	LOC115629553|XP_030381899.1|SLEB	LOC119076792|XP_037039649.1|BCOP
OG0007382	LOC115626909|XP_030378280.1|SLEB	LOC119077898|XP_037041161.1|BCOP
OG0007383	LOC115626654|XP_030377920.1|SLEB	LOC119074915|XP_037037165.1|BCOP
OG0007384	LOC115626720|XP_030378024.1|SLEB	LOC119078651|XP_037042141.1|BCOP
OG0007385	LOC115627467|XP_030378999.1|SLEB	LOC119076512|XP_037039192.1|BCOP
OG0007386	LOC115628033|XP_030379835.1|SLEB	LOC119085707|XP_037052054.1|BCOP
OG0007387	LOC115629285|XP_030381585.1|SLEB	LOC119073667|XP_037035197.1|BCOP
OG0007388	LOC115629302|XP_030381609.1|SLEB	LOC119067006|XP_037025665.1|BCOP
OG0007389	LOC115629079|XP_030381255.1|SLEB	LOC119070825|XP_037031220.1|BCOP
OG0007390	LOC115630230|XP_030382643.1|SLEB	LOC119084484|XP_037050369.1|BCOP
OG0007391	LOC115623716|XP_030374057.1|SLEB	LOC119068974|XP_037028739.1|BCOP
OG0007392	LOC115629669|XP_030382046.1|SLEB	LOC119084487|XP_037050385.1|BCOP
OG0007393	LOC115625601|XP_030376592.1|SLEB	LOC119078129|XP_037041486.1|BCOP
OG0007394	LOC115627170|XP_030378620.1|SLEB	LOC119067163|XP_037025901.1|BCOP
OG0007395	LOC115627489|XP_030379034.1|SLEB	LOC119069864|XP_037029934.1|BCOP
OG0007396	LOC115625595|XP_030376575.1|SLEB	LOC119074324|XP_037036294.1|BCOP
OG0007397	LOC115630464|XP_030382892.1|SLEB	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP
OG0007398	LOC115627806|XP_030379499.1|SLEB	LOC119074463|XP_037036499.1|BCOP
OG0007399	LOC115627316|XP_030378820.1|SLEB	LOC119076410|XP_037039037.1|BCOP
OG0007400	LOC115627294|XP_030378786.1|SLEB	LOC119076127|XP_037038693.1|BCOP
OG0007401	LOC115628770|XP_030380845.1|SLEB	LOC119069444|XP_037029396.1|BCOP
OG0007402	LOC115624338|XP_030374850.1|SLEB	LOC119076218|XP_037038765.1|BCOP
OG0007403	LOC115624352|XP_030374870.1|SLEB	LOC119075732|XP_037038166.1|BCOP
OG0007404	LOC115624379|XP_030374942.1|SLEB	LOC119076172|XP_037038753.1|BCOP
OG0007405	LOC115624361|XP_030374880.1|SLEB	LOC119068034|XP_037027295.1|BCOP
OG0007406	LOC115623344|XP_030373482.1|SLEB	LOC119077654|XP_037040765.1|BCOP
OG0007407	LOC115626269|XP_030377443.1|SLEB	LOC119072566|XP_037033701.1|BCOP
OG0007408	LOC115630984|XP_030383430.1|SLEB	LOC119071265|XP_037032017.1|BCOP
OG0007409	LOC115630430|XP_030382846.1|SLEB	LOC119066706|XP_037025201.1|BCOP
OG0007410	LOC115627885|XP_030379631.1|SLEB	LOC119078713|XP_037042281.1|BCOP
OG0007411	LOC115629946|XP_030382415.1|SLEB	LOC119084302|XP_037050116.1|BCOP
OG0007412	LOC115626718|XP_030378022.1|SLEB	LOC119078243|XP_037041607.1|BCOP
OG0007413	LOC115631224|XP_030383795.1|SLEB	LOC119084430|XP_037050302.1|BCOP
OG0007414	LOC115627018|XP_030378403.1|SLEB	LOC119084877|XP_037050912.1|BCOP
OG0007415	LOC115626995|XP_030378369.1|SLEB	LOC119084031|XP_037049751.1|BCOP
OG0007416	LOC115629907|XP_030382372.1|SLEB	LOC119084021|XP_037049732.1|BCOP
OG0007417	LOC115629283|XP_030381576.1|SLEB	LOC119084059|XP_037049791.1|BCOP
OG0007418	LOC115628854|XP_030380968.1|SLEB	LOC119069801|XP_037029855.1|BCOP
OG0007419	LOC115621926|XP_030371630.1|SLEB	LOC119084217|XP_037050007.1|BCOP
OG0007420	LOC115625481|XP_030376393.1|SLEB	LOC119084226|XP_037050019.1|BCOP
OG0007421	LOC115629703|XP_030382083.1|SLEB	LOC119084982|XP_037051028.1|BCOP
OG0007422	LOC115626834|XP_030378174.1|SLEB	LOC119074898|XP_037037140.1|BCOP
OG0007423	LOC115629533|XP_030381872.1|SLEB	LOC119074890|XP_037037128.1|BCOP
OG0007424	LOC115622338|XP_030372109.1|SLEB	LOC119076479|XP_037039153.1|BCOP
OG0007425	LOC115630566|XP_030383045.1|SLEB	LOC119084483|XP_037050366.1|BCOP
OG0007426	LOC115627251|XP_030378737.1|SLEB	LOC119074754|XP_037036914.1|BCOP
OG0007427	LOC115627173|XP_030378629.1|SLEB	LOC119067101|XP_037025762.1|BCOP
OG0007428	LOC115629903|XP_030382365.1|SLEB	LOC119074862|XP_037037071.1|BCOP
OG0007429	LOC115624871|XP_030375575.1|SLEB	LOC119084450|XP_037050326.1|BCOP
OG0007430	LOC115632863|XP_030385987.1|SLEB	LOC119074255|XP_037036173.1|BCOP
OG0007431	LOC115630578|XP_030383055.1|SLEB	LOC119077706|XP_037040877.1|BCOP
OG0007432	LOC115632630|XP_030385720.1|SLEB	LOC119071769|XP_037032714.1|BCOP
OG0007433	LOC115626758|XP_030378074.1|SLEB	LOC119066577|XP_037025025.1|BCOP
OG0007434	LOC115622326|XP_030372095.1|SLEB	LOC119074227|XP_037036140.1|BCOP
OG0007435	LOC115622231|XP_030371988.1|SLEB	LOC119086032|XP_037052503.1|BCOP
OG0007436	LOC115626349|XP_030377561.1|SLEB	LOC119079089|XP_037042800.1|BCOP
OG0007437	LOC115622594|XP_030372451.1|SLEB	LOC119071629|XP_037032482.1|BCOP
OG0007438	LOC115624960|XP_030375675.1|SLEB	LOC119070958|XP_037031410.1|BCOP
OG0007439	LOC115627765|XP_030379419.1|SLEB	LOC119072277|XP_037033365.1|BCOP
OG0007440	LOC115628941|XP_030381074.1|SLEB	LOC119072243|XP_037033317.1|BCOP
OG0007441	LOC115634484|XP_030388080.1|SLEB	LOC119082821|XP_037048367.1|BCOP
