Orthogroup	SLEB.longest_only	DSUP.longest_only
OG0008665	LOC115622631|XP_030372497.1|SLEB	LOC119546673|XP_037709060.1|DSUP
OG0008666	LOC115624942|XP_030375652.1|SLEB	LOC119553978|XP_037720613.1|DSUP
OG0008667	LOC115622272|XP_030372034.1|SLEB	LOC119555538|XP_037722898.1|DSUP
OG0008668	LOC115628340|XP_030380263.1|SLEB	LOC119555003|XP_037722073.1|DSUP
OG0008669	LOC115631781|XP_030384475.1|SLEB, LOC115625980|XP_030377086.1|SLEB	LOC119547393|XP_037710170.1|DSUP
OG0008670	LOC115621747|XP_030371340.1|SLEB, LOC115621743|XP_030371336.1|SLEB, LOC115620203|XP_030369198.1|SLEB, LOC115621348|XP_030370828.1|SLEB	LOC119561113|XP_037730952.1|DSUP
OG0008672	LOC115630967|XP_030383406.1|SLEB	LOC119547651|XP_037710522.1|DSUP
OG0008673	LOC115631991|XP_030384781.1|SLEB	LOC119548021|XP_037711020.1|DSUP
OG0008677	LOC115621271|XP_030370731.1|SLEB	LOC119549092|XP_037712755.1|DSUP
OG0008679	LOC115627966|XP_030379720.1|SLEB	LOC119557702|XP_037726504.1|DSUP
OG0008680	LOC115628725|XP_030380785.1|SLEB	LOC119556789|XP_037725153.1|DSUP
OG0008681	LOC115629646|XP_030382017.1|SLEB	LOC119556440|XP_037724602.1|DSUP
OG0008682	LOC115629623|XP_030381982.1|SLEB	LOC119558214|XP_037727448.1|DSUP
OG0008683	LOC115628676|XP_030380710.1|SLEB	LOC119557512|XP_037726212.1|DSUP
OG0008684	LOC115629774|XP_030382189.1|SLEB	LOC119558315|XP_037727651.1|DSUP
OG0008685	LOC115619953|XP_030368842.1|SLEB	LOC119549102|XP_037712765.1|DSUP
OG0008686	LOC115620630|XP_030369820.1|SLEB	LOC119554267|XP_037721047.1|DSUP
OG0008687	LOC115634581|XP_030388274.1|SLEB	LOC119549378|XP_037713343.1|DSUP
OG0008688	LOC115628008|XP_030379791.1|SLEB	LOC119557735|XP_037726548.1|DSUP
OG0008689	LOC115624384|XP_030374955.1|SLEB	LOC119560569|XP_037730016.1|DSUP
OG0008690	LOC115626393|XP_030377613.1|SLEB	LOC119546063|XP_037708060.1|DSUP
OG0008691	LOC115633110|XP_030386355.1|SLEB	LOC119554488|XP_037721346.1|DSUP
OG0008694	LOC115629573|XP_030381924.1|SLEB	LOC119557381|XP_037726053.1|DSUP
OG0008695	LOC115626143|XP_030377266.1|SLEB	LOC119559418|XP_037728441.1|DSUP
OG0008697	LOC115628427|XP_030380374.1|SLEB	LOC119555258|XP_037722484.1|DSUP
OG0008698	LOC115627487|XP_030379030.1|SLEB	LOC119556281|XP_037724261.1|DSUP
OG0008699	LOC115624700|XP_030375376.1|SLEB	LOC119553271|XP_037719491.1|DSUP
OG0008700	LOC115623934|XP_030374354.1|SLEB	LOC119559972|XP_037729136.1|DSUP
OG0008701	LOC115633940|XP_030387318.1|SLEB	LOC119549680|XP_037713814.1|DSUP
OG0008702	LOC115626524|XP_030377763.1|SLEB	LOC119555237|XP_037722448.1|DSUP
OG0008704	LOC115631289|XP_030383863.1|SLEB	LOC119547959|XP_037710937.1|DSUP
OG0008705	LOC115625931|XP_030377027.1|SLEB	LOC119547859|XP_037710819.1|DSUP
OG0008706	LOC115620450|XP_030369540.1|SLEB	LOC119555927|XP_037723557.1|DSUP
OG0008707	LOC115627380|XP_030378893.1|SLEB	LOC119557971|XP_037726966.1|DSUP
OG0008708	LOC115627245|XP_030378726.1|SLEB	LOC119558047|XP_037727123.1|DSUP
OG0008709	LOC115620584|XP_030369749.1|SLEB	LOC119549262|XP_037713103.1|DSUP
OG0008710	LOC115620387|XP_030369455.1|SLEB	LOC119562957|XP_037732060.1|DSUP
OG0008711	LOC115623542|XP_030373785.1|SLEB	LOC119559827|XP_037728846.1|DSUP
OG0008712	LOC115634211|XP_030387663.1|SLEB	LOC119551419|XP_037716689.1|DSUP
OG0008714	LOC115631738|XP_030384437.1|SLEB	LOC119548767|XP_037712239.1|DSUP
OG0008715	LOC115620817|XP_030370104.1|SLEB	LOC119563142|XP_037732327.1|DSUP, LOC119560791|XP_037730348.1|DSUP
OG0008716	LOC115625402|XP_030376300.1|SLEB	LOC119553331|XP_037719594.1|DSUP
OG0008717	LOC115632391|XP_030385381.1|SLEB	LOC119554426|XP_037721247.1|DSUP
OG0008718	LOC115634161|XP_030387601.1|SLEB	LOC119549068|XP_037712702.1|DSUP
OG0008719	LOC115620398|XP_030369470.1|SLEB	LOC119546496|XP_037708734.1|DSUP
OG0008721	LOC115633382|XP_030386686.1|SLEB	LOC119557691|XP_037726492.1|DSUP
OG0008722	LOC115624478|XP_030375040.1|SLEB, LOC115623748|XP_030374143.1|SLEB	LOC119562916|XP_037731992.1|DSUP
OG0008723	LOC115622219|XP_030371976.1|SLEB	LOC119553709|XP_037720217.1|DSUP
OG0008724	LOC115626042|XP_030377153.1|SLEB	LOC119548108|XP_037711128.1|DSUP
OG0008725	LOC115634685|XP_030388408.1|SLEB	LOC119551951|XP_037717569.1|DSUP
OG0008726	LOC115621851|XP_030371526.1|SLEB	LOC119549874|XP_037714101.1|DSUP
OG0008727	LOC115631830|XP_030384528.1|SLEB, LOC115621255|XP_030370711.1|SLEB	LOC119563517|XP_037732899.1|DSUP
OG0008728	LOC115620780|XP_030370049.1|SLEB	LOC119555296|XP_037722544.1|DSUP
OG0008729	LOC115627682|XP_030379285.1|SLEB	LOC119556796|XP_037725160.1|DSUP
OG0008730	LOC115627140|XP_030378577.1|SLEB	LOC119558083|XP_037727193.1|DSUP
OG0008731	LOC115621876|XP_030371562.1|SLEB	LOC119545841|XP_037707734.1|DSUP
OG0008732	LOC115628542|XP_030380563.1|SLEB	LOC119547065|XP_037709676.1|DSUP
OG0008734	LOC115621802|XP_030371443.1|SLEB	LOC119560840|XP_037730419.1|DSUP
OG0008735	LOC115634542|XP_030388212.1|SLEB, LOC115634543|XP_030388213.1|SLEB	LOC119550389|XP_037714968.1|DSUP
OG0008736	LOC115633756|XP_030387091.1|SLEB	LOC119551799|XP_037717275.1|DSUP
OG0008738	LOC115625671|XP_030376667.1|SLEB	LOC119561817|XP_037731222.1|DSUP
OG0008739	LOC115626366|XP_030377583.1|SLEB	LOC119553703|XP_037720192.1|DSUP
OG0008740	LOC115630611|XP_030383099.1|SLEB	LOC119550418|XP_037715008.1|DSUP
OG0008741	LOC115627190|XP_030378657.1|SLEB	LOC119549767|XP_037713951.1|DSUP
OG0008742	LOC115632461|XP_030385477.1|SLEB	LOC119554673|XP_037721603.1|DSUP, LOC119559630|XP_037728595.1|DSUP
OG0008743	LOC115630495|XP_030382947.1|SLEB	LOC119551533|XP_037716851.1|DSUP
OG0008744	LOC115634653|XP_030388370.1|SLEB	LOC119550823|XP_037715696.1|DSUP
OG0008745	LOC115633407|XP_030386710.1|SLEB	LOC119558132|XP_037727293.1|DSUP
OG0008746	LOC115623370|XP_030373515.1|SLEB	LOC119560227|XP_037729512.1|DSUP
OG0008747	LOC115622403|XP_030372193.1|SLEB	LOC119553871|XP_037720452.1|DSUP
OG0008748	LOC115631630|XP_030384297.1|SLEB	LOC119548412|XP_037711578.1|DSUP
OG0008749	LOC115631646|XP_030384317.1|SLEB	LOC119548586|XP_037711847.1|DSUP
OG0008750	LOC115625682|XP_030376679.1|SLEB	LOC119546986|XP_037709568.1|DSUP
OG0008751	LOC115624269|XP_030374755.1|SLEB	LOC119560417|XP_037729781.1|DSUP, LOC119560418|XP_037729782.1|DSUP
OG0008752	LOC115623648|XP_030373954.1|SLEB	LOC119562915|XP_037731990.1|DSUP
OG0008753	LOC115623051|XP_030373090.1|SLEB	LOC119554229|XP_037720987.1|DSUP
OG0008756	LOC115621932|XP_030371640.1|SLEB	LOC119560226|XP_037729511.1|DSUP
OG0008757	LOC115621624|XP_030371180.1|SLEB	LOC119560137|XP_037729417.1|DSUP
OG0008758	LOC115631593|XP_030384254.1|SLEB	LOC119547117|XP_037709755.1|DSUP
OG0008759	LOC115631550|XP_030384187.1|SLEB	LOC119547740|XP_037710659.1|DSUP
OG0008760	LOC115630691|XP_030383202.1|SLEB, LOC115630685|XP_030383192.1|SLEB, LOC115630696|XP_030383208.1|SLEB	LOC119547055|XP_037709661.1|DSUP
OG0008761	LOC115626426|XP_030377658.1|SLEB	LOC119548236|XP_037711305.1|DSUP
OG0008762	LOC115632108|XP_030384957.1|SLEB	LOC119551750|XP_037717204.1|DSUP
OG0008763	LOC115625718|XP_030376724.1|SLEB	LOC119562349|XP_037731440.1|DSUP
OG0008764	LOC115626038|XP_030377148.1|SLEB	LOC119548321|XP_037711430.1|DSUP
OG0008765	LOC115633627|XP_030386926.1|SLEB	LOC119550417|XP_037715006.1|DSUP
OG0008767	LOC115632388|XP_030385380.1|SLEB	LOC119550391|XP_037714970.1|DSUP
OG0008768	LOC115620213|XP_030369215.1|SLEB	LOC119550166|XP_037714629.1|DSUP
OG0008769	LOC115628546|XP_030380571.1|SLEB	LOC119548990|XP_037712518.1|DSUP
OG0008770	LOC115628178|XP_030380025.1|SLEB	LOC119551264|XP_037716449.1|DSUP
OG0008771	LOC115633895|XP_030387263.1|SLEB	LOC119552110|XP_037717823.1|DSUP
OG0008772	LOC115633752|XP_030387090.1|SLEB, LOC115634259|XP_030387712.1|SLEB, LOC115633744|XP_030387080.1|SLEB	LOC119551534|XP_037716852.1|DSUP
OG0008773	LOC115624535|XP_030375119.1|SLEB	LOC119550240|XP_037714738.1|DSUP
OG0008774	LOC115633903|XP_030387267.1|SLEB	LOC119550257|XP_037714761.1|DSUP
OG0008775	LOC115634693|XP_030388433.1|SLEB	LOC119552102|XP_037717815.1|DSUP
OG0008776	LOC115634657|XP_030388375.1|SLEB	LOC119551693|XP_037717090.1|DSUP
OG0008777	LOC115619977|XP_030368873.1|SLEB	LOC119549291|XP_037713168.1|DSUP
OG0008778	LOC115624510|XP_030375082.1|SLEB	LOC119549187|XP_037712944.1|DSUP
OG0008779	LOC115627126|XP_030378557.1|SLEB	LOC119556377|XP_037724473.1|DSUP
OG0008780	LOC115628374|XP_030380312.1|SLEB	LOC119559928|XP_037729062.1|DSUP
OG0008781	LOC115628715|XP_030380769.1|SLEB	LOC119557482|XP_037726179.1|DSUP
OG0008782	LOC115623238|XP_030373353.1|SLEB	LOC119552634|XP_037718241.1|DSUP
OG0008783	LOC115634019|XP_030387405.1|SLEB	LOC119550747|XP_037715595.1|DSUP
OG0008784	LOC115625633|XP_030376625.1|SLEB	LOC119552859|XP_037718671.1|DSUP
OG0008785	LOC115624499|XP_030375063.1|SLEB, LOC115626503|XP_030377748.1|SLEB	LOC119553202|XP_037719383.1|DSUP
OG0008786	LOC115622110|XP_030371811.1|SLEB	LOC119547791|XP_037710733.1|DSUP
OG0008788	LOC115622354|XP_030372129.1|SLEB	LOC119555386|XP_037722658.1|DSUP
OG0008789	LOC115628346|XP_030380272.1|SLEB	LOC119555002|XP_037722072.1|DSUP
OG0008791	LOC115634193|XP_030387641.1|SLEB	LOC119550855|XP_037715755.1|DSUP
OG0008792	LOC115624763|XP_030375456.1|SLEB	LOC119551090|XP_037716193.1|DSUP
OG0008793	LOC115624544|XP_030375130.1|SLEB	LOC119559429|XP_037728455.1|DSUP
OG0008795	LOC115623944|XP_030374366.1|SLEB	LOC119546032|XP_037707982.1|DSUP
OG0008797	LOC115621600|XP_030371152.1|SLEB	LOC119560891|XP_037730513.1|DSUP
OG0008799	LOC115622440|XP_030372242.1|SLEB, LOC115634335|XP_030387851.1|SLEB, LOC115634229|XP_030387680.1|SLEB, LOC115622439|XP_030372241.1|SLEB	LOC119549578|XP_037713663.1|DSUP
OG0008806	LOC115629230|XP_030381500.1|SLEB	LOC119557687|XP_037726485.1|DSUP
OG0008807	LOC115629769|XP_030382181.1|SLEB	LOC119558271|XP_037727570.1|DSUP
OG0008808	LOC115629654|XP_030382028.1|SLEB	LOC119556208|XP_037724095.1|DSUP
OG0008809	LOC115625597|XP_030376579.1|SLEB	LOC119548832|XP_037712380.1|DSUP
OG0008811	LOC115621577|XP_030371127.1|SLEB	LOC119548668|XP_037712036.1|DSUP
OG0008814	LOC115634582|XP_030388275.1|SLEB	LOC119551053|XP_037716100.1|DSUP
OG0008815	LOC115632879|XP_030386017.1|SLEB	LOC119554222|XP_037720978.1|DSUP, LOC119560865|XP_037730464.1|DSUP
OG0008816	LOC115632718|XP_030385823.1|SLEB	LOC119554963|XP_037722017.1|DSUP
OG0008819	LOC115634394|XP_030387946.1|SLEB	LOC119551020|XP_037716003.1|DSUP
OG0008820	LOC115626041|XP_030377152.1|SLEB	LOC119548084|XP_037711098.1|DSUP
OG0008823	LOC115629145|XP_030381360.1|SLEB	LOC119558100|XP_037727240.1|DSUP
OG0008824	LOC115630449|XP_030382912.1|SLEB	LOC119555299|XP_037722543.1|DSUP
OG0008825	LOC115634136|XP_030387566.1|SLEB	LOC119555491|XP_037722828.1|DSUP
OG0008829	LOC115628825|XP_030380917.1|SLEB	LOC119556031|XP_037723740.1|DSUP
OG0008830	LOC115627688|XP_030379291.1|SLEB	LOC119557263|XP_037725876.1|DSUP
OG0008831	LOC115629313|XP_030381619.1|SLEB	LOC119556973|XP_037725417.1|DSUP
OG0008832	LOC115629215|XP_030381478.1|SLEB	LOC119556972|XP_037725414.1|DSUP
OG0008833	LOC115626743|XP_030378054.1|SLEB	LOC119555840|XP_037723397.1|DSUP
OG0008834	LOC115628202|XP_030380055.1|SLEB	LOC119556148|XP_037723977.1|DSUP
OG0008836	LOC115634116|XP_030387540.1|SLEB	LOC119550994|XP_037715968.1|DSUP
OG0008837	LOC115634357|XP_030387877.1|SLEB	LOC119551538|XP_037716855.1|DSUP
OG0008838	LOC115625722|XP_030376730.1|SLEB	LOC119547306|XP_037710032.1|DSUP
OG0008839	LOC115622470|XP_030372274.1|SLEB	LOC119550182|XP_037714647.1|DSUP
OG0008840	LOC115631523|XP_030384154.1|SLEB	LOC119545943|XP_037707817.1|DSUP
OG0008841	LOC115628406|XP_030380355.1|SLEB	LOC119552539|XP_037718087.1|DSUP
OG0008843	LOC115632829|XP_030385944.1|SLEB	LOC119555322|XP_037722578.1|DSUP
OG0008845	LOC115631227|XP_030383794.1|SLEB	LOC119547050|XP_037709655.1|DSUP
OG0008846	LOC115622568|XP_030372399.1|SLEB	LOC119555530|XP_037722887.1|DSUP
OG0008847	LOC115624232|XP_030374708.1|SLEB	LOC119560910|XP_037730539.1|DSUP
OG0008848	LOC115624086|XP_030374575.1|SLEB	LOC119549873|XP_037714100.1|DSUP
OG0008849	LOC115628875|XP_030380989.1|SLEB	LOC119556506|XP_037724695.1|DSUP
OG0008850	LOC115634327|XP_030387845.1|SLEB	LOC119550975|XP_037715937.1|DSUP
OG0008851	LOC115630609|XP_030383092.1|SLEB	LOC119548016|XP_037711014.1|DSUP
OG0008852	LOC115634520|XP_030388186.1|SLEB	LOC119549493|XP_037713525.1|DSUP
OG0008854	LOC115631179|XP_030383728.1|SLEB	LOC119547169|XP_037709824.1|DSUP
OG0008855	LOC115629496|XP_030381833.1|SLEB	LOC119556239|XP_037724201.1|DSUP
OG0008856	LOC115627830|XP_030379530.1|SLEB	LOC119548348|XP_037711527.1|DSUP
OG0008857	LOC115628414|XP_030380361.1|SLEB	LOC119553589|XP_037719967.1|DSUP
OG0008858	LOC115622435|XP_030372236.1|SLEB	LOC119563117|XP_037732289.1|DSUP
OG0008859	LOC115623252|XP_030373380.1|SLEB	LOC119554796|XP_037721773.1|DSUP
OG0008860	LOC115621818|XP_030371468.1|SLEB	LOC119556537|XP_037724750.1|DSUP
OG0008861	LOC115634403|XP_030387956.1|SLEB	LOC119549073|XP_037712709.1|DSUP
OG0008862	LOC115620492|XP_030369593.1|SLEB	LOC119559285|XP_037728290.1|DSUP, LOC119563338|XP_037732613.1|DSUP
OG0008863	LOC115624490|XP_030375053.1|SLEB	LOC119547812|XP_037710761.1|DSUP
OG0008864	LOC115624894|XP_030375602.1|SLEB	LOC119550708|XP_037715515.1|DSUP
OG0008865	LOC115631488|XP_030384104.1|SLEB	LOC119548503|XP_037711710.1|DSUP
OG0008866	LOC115628508|XP_030380511.1|SLEB	LOC119548146|XP_037711172.1|DSUP
OG0008867	LOC115626999|XP_030378374.1|SLEB	LOC119558275|XP_037727578.1|DSUP
OG0008868	LOC115634108|XP_030387526.1|SLEB	LOC119550782|XP_037715642.1|DSUP
OG0008869	LOC115632154|XP_030385031.1|SLEB	LOC119553293|XP_037719535.1|DSUP, LOC119546114|XP_037708131.1|DSUP
OG0008870	LOC115633669|XP_030386974.1|SLEB	LOC119553052|XP_037719091.1|DSUP
OG0008871	LOC115622592|XP_030372448.1|SLEB	LOC119553733|XP_037720250.1|DSUP
OG0008872	LOC115631826|XP_030384526.1|SLEB	LOC119547750|XP_037710674.1|DSUP
OG0008873	LOC115625922|XP_030377017.1|SLEB	LOC119548524|XP_037711744.1|DSUP
OG0008874	LOC115634548|XP_030388224.1|SLEB	LOC119551916|XP_037717465.1|DSUP
OG0008875	LOC115634050|XP_030387454.1|SLEB	LOC119550051|XP_037714434.1|DSUP
OG0008876	LOC115627868|XP_030379610.1|SLEB	LOC119563179|XP_037732382.1|DSUP
OG0008877	LOC115624591|XP_030375189.1|SLEB	LOC119554423|XP_037721243.1|DSUP
OG0008878	LOC115628505|XP_030380508.1|SLEB	LOC119547935|XP_037710910.1|DSUP
OG0008879	LOC115634326|XP_030387844.1|SLEB	LOC119550207|XP_037714684.1|DSUP
OG0008880	LOC115621839|XP_030371510.1|SLEB	LOC119545807|XP_037707618.1|DSUP
OG0008881	LOC115634233|XP_030387685.1|SLEB	LOC119550723|XP_037715549.1|DSUP
OG0008882	LOC115626058|XP_030377170.1|SLEB	LOC119547270|XP_037709980.1|DSUP
OG0008883	LOC115623634|XP_030373935.1|SLEB	LOC119545688|XP_037707358.1|DSUP
OG0008884	LOC115623946|XP_030374368.1|SLEB	LOC119555691|XP_037723276.1|DSUP
OG0008885	LOC115626228|XP_030377388.1|SLEB	LOC119547305|XP_037710031.1|DSUP
OG0008886	LOC115620240|XP_030369251.1|SLEB	LOC119550680|XP_037715469.1|DSUP
OG0008887	LOC115630787|XP_030383306.1|SLEB	LOC119549708|XP_037713863.1|DSUP
OG0008888	LOC115632226|XP_030385145.1|SLEB	LOC119552901|XP_037718754.1|DSUP
OG0008889	LOC115624996|XP_030375731.1|SLEB	LOC119551089|XP_037716192.1|DSUP
OG0008891	LOC115632138|XP_030385013.1|SLEB, LOC115632758|XP_030385865.1|SLEB	LOC119552727|XP_037718406.1|DSUP
OG0008892	LOC115626563|XP_030377805.1|SLEB	LOC119549923|XP_037714183.1|DSUP
OG0008893	LOC115622309|XP_030372074.1|SLEB	LOC119555564|XP_037722941.1|DSUP
OG0008894	LOC115620853|XP_030370157.1|SLEB	LOC119547698|XP_037710601.1|DSUP
OG0008895	LOC115624381|XP_030374948.1|SLEB, LOC115624006|XP_030374437.1|SLEB	LOC119560568|XP_037730015.1|DSUP
OG0008896	LOC115622974|XP_030372986.1|SLEB	LOC119555609|XP_037723036.1|DSUP
OG0008897	LOC115624137|XP_030374592.1|SLEB	LOC119563529|XP_037732928.1|DSUP
OG0008898	LOC115624662|XP_030375308.1|SLEB	LOC119549807|XP_037714003.1|DSUP
OG0008899	LOC115631965|XP_030384688.1|SLEB	LOC119546182|XP_037708234.1|DSUP
OG0008900	LOC115631314|XP_030383889.1|SLEB	LOC119547213|XP_037709891.1|DSUP
OG0008901	LOC115632958|XP_030386117.1|SLEB	LOC119553886|XP_037720474.1|DSUP
OG0008902	LOC115627815|XP_030379506.1|SLEB	LOC119551734|XP_037717208.1|DSUP
OG0008903	LOC115631898|XP_030384607.1|SLEB	LOC119547171|XP_037709829.1|DSUP
OG0008904	LOC115632089|XP_030384962.1|SLEB	LOC119550959|XP_037715915.1|DSUP
OG0008905	LOC115627727|XP_030379341.1|SLEB	LOC119552166|XP_037717961.1|DSUP
OG0008906	LOC115622857|XP_030372802.1|SLEB	LOC119554389|XP_037721199.1|DSUP
OG0008907	LOC115625408|XP_030376307.1|SLEB, LOC115625410|XP_030376309.1|SLEB, LOC115625405|XP_030376304.1|SLEB, LOC115625409|XP_030376308.1|SLEB	LOC119552769|XP_037718509.1|DSUP
OG0008908	LOC115623854|XP_030374258.1|SLEB	LOC119559932|XP_037729067.1|DSUP
OG0008909	LOC115621383|XP_030370872.1|SLEB	LOC119563159|XP_037732347.1|DSUP
OG0008910	LOC115625160|XP_030375949.1|SLEB	LOC119563070|XP_037732213.1|DSUP
OG0008911	LOC115620652|XP_030369861.1|SLEB	LOC119556235|XP_037724198.1|DSUP, LOC119556227|XP_037724173.1|DSUP
OG0008912	LOC115621722|XP_030371295.1|SLEB	LOC119560471|XP_037729859.1|DSUP
OG0008913	LOC115620362|XP_030369426.1|SLEB	LOC119559917|XP_037729027.1|DSUP
OG0008914	LOC115624242|XP_030374721.1|SLEB	LOC119560587|XP_037730041.1|DSUP
OG0008915	LOC115623882|XP_030374292.1|SLEB	LOC119560145|XP_037729427.1|DSUP
OG0008916	LOC115631507|XP_030384130.1|SLEB	LOC119547769|XP_037710706.1|DSUP
OG0008917	LOC115631650|XP_030384321.1|SLEB	LOC119548295|XP_037711390.1|DSUP
OG0008918	LOC115631194|XP_030383744.1|SLEB	LOC119548073|XP_037711089.1|DSUP, LOC119557027|XP_037725496.1|DSUP
OG0008919	LOC115631248|XP_030383818.1|SLEB	LOC119546560|XP_037708855.1|DSUP
OG0008920	LOC115624851|XP_030375556.1|SLEB	LOC119554357|XP_037721152.1|DSUP
OG0008921	LOC115628473|XP_030380455.1|SLEB	LOC119547679|XP_037710567.1|DSUP
OG0008922	LOC115625937|XP_030377034.1|SLEB	LOC119555117|XP_037722269.1|DSUP, LOC119546281|XP_037708387.1|DSUP
OG0008923	LOC115620171|XP_030369159.1|SLEB, LOC115630229|XP_030382646.1|SLEB	LOC119551836|XP_037717334.1|DSUP
OG0008924	LOC115620004|XP_030368952.1|SLEB	LOC119550157|XP_037714597.1|DSUP
OG0008925	LOC115624856|XP_030375565.1|SLEB	LOC119551940|XP_037717529.1|DSUP
OG0008926	LOC115632034|XP_030384855.1|SLEB	LOC119552134|XP_037717852.1|DSUP
OG0008927	LOC115626633|XP_030377937.1|SLEB	LOC119551628|XP_037716978.1|DSUP
OG0008928	LOC115634178|XP_030387624.1|SLEB	LOC119550663|XP_037715437.1|DSUP, LOC119551007|XP_037715989.1|DSUP
OG0008929	LOC115634509|XP_030388135.1|SLEB	LOC119552078|XP_037717782.1|DSUP
OG0008930	LOC115623793|XP_030374232.1|SLEB, LOC115623892|XP_030374342.1|SLEB	LOC119560876|XP_037730479.1|DSUP
OG0008931	LOC115633805|XP_030387148.1|SLEB	LOC119550269|XP_037714776.1|DSUP
OG0008932	LOC115634479|XP_030388070.1|SLEB	LOC119551188|XP_037716318.1|DSUP
OG0008933	LOC115633774|XP_030387113.1|SLEB	LOC119551283|XP_037716477.1|DSUP
OG0008934	LOC115628382|XP_030380325.1|SLEB	LOC119553448|XP_037719772.1|DSUP, LOC119553447|XP_037719765.1|DSUP
OG0008935	LOC115630017|XP_030382516.1|SLEB	LOC119550477|XP_037715093.1|DSUP
OG0008936	LOC115633764|XP_030387098.1|SLEB	LOC119551196|XP_037716326.1|DSUP
OG0008937	LOC115633834|XP_030387181.1|SLEB	LOC119549980|XP_037714307.1|DSUP
OG0008938	LOC115626165|XP_030377303.1|SLEB	LOC119551986|XP_037717635.1|DSUP
OG0008939	LOC115622567|XP_030372403.1|SLEB	LOC119559123|XP_037728128.1|DSUP, LOC119550095|XP_037714502.1|DSUP
OG0008940	LOC115624661|XP_030375303.1|SLEB	LOC119549216|XP_037713003.1|DSUP
OG0008941	LOC115627475|XP_030379014.1|SLEB	LOC119557654|XP_037726436.1|DSUP
OG0008942	LOC115629110|XP_030381295.1|SLEB, LOC115634144|XP_030387577.1|SLEB	LOC119557016|XP_037725477.1|DSUP
OG0008943	LOC115627028|XP_030378417.1|SLEB	LOC119557875|XP_037726804.1|DSUP
OG0008944	LOC115629901|XP_030382361.1|SLEB	LOC119557824|XP_037726710.1|DSUP
OG0008945	LOC115629513|XP_030381855.1|SLEB, LOC115626782|XP_030378107.1|SLEB	LOC119556333|XP_037724352.1|DSUP
OG0008946	LOC115624274|XP_030374760.1|SLEB	LOC119556497|XP_037724685.1|DSUP
OG0008947	LOC115632654|XP_030385745.1|SLEB, LOC115627358|XP_030378867.1|SLEB, LOC115624281|XP_030374799.1|SLEB	LOC119557420|XP_037726100.1|DSUP
OG0008948	LOC115626674|XP_030377960.1|SLEB	LOC119556446|XP_037724612.1|DSUP
OG0008949	LOC115632995|XP_030386175.1|SLEB	LOC119553428|XP_037719739.1|DSUP, LOC119553426|XP_037719735.1|DSUP
OG0008950	LOC115633377|XP_030386680.1|SLEB	LOC119557356|XP_037726021.1|DSUP
OG0008951	LOC115628425|XP_030380372.1|SLEB	LOC119554184|XP_037720906.1|DSUP
OG0008952	LOC115631380|XP_030383962.1|SLEB, LOC115629281|XP_030381575.1|SLEB	LOC119556771|XP_037725124.1|DSUP
OG0008953	LOC115632870|XP_030385994.1|SLEB	LOC119553870|XP_037720451.1|DSUP
OG0008954	LOC115632148|XP_030385027.1|SLEB, LOC115632147|XP_030385026.1|SLEB, LOC115632903|XP_030386054.1|SLEB, LOC115632963|XP_030386124.1|SLEB	LOC119547927|XP_037710900.1|DSUP
OG0008955	LOC115632702|XP_030385798.1|SLEB	LOC119554100|XP_037720777.1|DSUP
OG0008956	LOC115632797|XP_030385909.1|SLEB	LOC119551242|XP_037716414.1|DSUP
OG0008957	LOC115622629|XP_030372496.1|SLEB	LOC119554349|XP_037721143.1|DSUP, LOC119552526|XP_037718073.1|DSUP
OG0008958	LOC115632263|XP_030385201.1|SLEB	LOC119552994|XP_037718940.1|DSUP
OG0008959	LOC115623015|XP_030373045.1|SLEB	LOC119554286|XP_037721071.1|DSUP
OG0008960	LOC115622279|XP_030372041.1|SLEB	LOC119552791|XP_037718546.1|DSUP
OG0008961	LOC115630649|XP_030383151.1|SLEB	LOC119547776|XP_037710716.1|DSUP
OG0008962	LOC115626905|XP_030378274.1|SLEB	LOC119557028|XP_037725500.1|DSUP
OG0008964	LOC115627872|XP_030379616.1|SLEB, LOC115627881|XP_030379627.1|SLEB	LOC119557227|XP_037725837.1|DSUP
OG0008965	LOC115626068|XP_030377181.1|SLEB	LOC119547081|XP_037709704.1|DSUP
OG0008966	LOC115624491|XP_030375054.1|SLEB	LOC119547472|XP_037710286.1|DSUP, LOC119548045|XP_037711051.1|DSUP
OG0008969	LOC115631924|XP_030384635.1|SLEB, LOC115623254|XP_030373383.1|SLEB, LOC115631860|XP_030384568.1|SLEB	LOC119547760|XP_037710694.1|DSUP
OG0008970	LOC115631530|XP_030384160.1|SLEB	LOC119547308|XP_037710034.1|DSUP
OG0008971	LOC115622873|XP_030372823.1|SLEB	LOC119553998|XP_037720633.1|DSUP
OG0008972	LOC115622703|XP_030372593.1|SLEB	LOC119553773|XP_037720308.1|DSUP
OG0008973	LOC115631730|XP_030384427.1|SLEB	LOC119553873|XP_037720458.1|DSUP, LOC119553495|XP_037719832.1|DSUP
OG0008977	LOC115626083|XP_030377195.1|SLEB	LOC119548608|XP_037711896.1|DSUP
OG0008978	LOC115634242|XP_030387696.1|SLEB, LOC115619950|XP_030368839.1|SLEB	LOC119562563|XP_037731695.1|DSUP
OG0008979	LOC115626420|XP_030377648.1|SLEB	LOC119546928|XP_037709492.1|DSUP
OG0008983	LOC115633063|XP_030386283.1|SLEB	LOC119551024|XP_037716008.1|DSUP
OG0008985	LOC115632634|XP_030385723.1|SLEB	LOC119553227|XP_037719423.1|DSUP
