Orthogroup	SLEB.longest_only	DMIR.longest_only
OG0007791	LOC115620728|XP_030369968.1|SLEB	LOC108155733|XP_017142237.1|DMIR
OG0007792	LOC115627184|XP_030378647.1|SLEB	LOC108164503|XP_017155773.1|DMIR
OG0007793	LOC115623443|XP_030373653.1|SLEB	LOC108156186|XP_017143005.1|DMIR
OG0007794	LOC115629135|XP_030381338.1|SLEB	LOC108162203|XP_017152306.1|DMIR
OG0007795	LOC115627518|XP_030379073.1|SLEB	LOC108154601|XP_017140410.1|DMIR
OG0007796	LOC115629032|XP_030381194.1|SLEB	LOC108156268|XP_017143125.1|DMIR
OG0007797	LOC115620526|XP_030369653.1|SLEB	LOC108155893|XP_017142523.1|DMIR
OG0007798	LOC115621689|XP_030371259.1|SLEB	LOC108155895|XP_017142526.1|DMIR
OG0007799	LOC115621150|XP_030370568.1|SLEB	LOC108156836|XP_017144034.1|DMIR
OG0007800	LOC115621131|XP_030370542.1|SLEB	LOC108157777|XP_017145456.1|DMIR
OG0007801	LOC115628649|XP_030380678.1|SLEB	LOC108154077|XP_017139673.1|DMIR
OG0007802	LOC115625521|XP_030376446.1|SLEB	LOC108155786|XP_017142335.1|DMIR
OG0007803	LOC115621934|XP_030371641.1|SLEB	LOC108153961|XP_017139546.1|DMIR
OG0007804	LOC115628670|XP_030380699.1|SLEB	LOC108159971|XP_017149147.1|DMIR
OG0007805	LOC115628733|XP_030380796.1|SLEB	LOC108156376|XP_017143278.1|DMIR
OG0007806	LOC115628694|XP_030380731.1|SLEB	LOC108156343|XP_017143234.1|DMIR
OG0007808	LOC115629998|XP_030382486.1|SLEB	LOC108155007|XP_017141047.1|DMIR
OG0007809	LOC115627267|XP_030378755.1|SLEB	LOC108155039|XP_017141099.1|DMIR, LOC117188180|XP_033247544.1|DMIR
OG0007810	LOC115626606|XP_030377859.1|SLEB	LOC108162362|XP_017152557.1|DMIR
OG0007811	LOC115620925|XP_030370288.1|SLEB	LOC108154832|XP_017140724.2|DMIR
OG0007812	LOC115627156|XP_030378598.1|SLEB	LOC108164830|XP_017156245.1|DMIR
OG0007813	LOC115621890|XP_030371578.1|SLEB	LOC108154716|XP_017140556.1|DMIR
OG0007814	LOC115629934|XP_030382400.1|SLEB	LOC108154880|XP_017140815.1|DMIR
OG0007815	LOC115627304|XP_030378806.1|SLEB	LOC108157743|XP_017145415.1|DMIR
OG0007816	LOC115628175|XP_030380022.1|SLEB	LOC108153423|XP_017138915.1|DMIR
OG0007817	LOC115621430|XP_030370941.1|SLEB	LOC108156526|XP_033246037.1|DMIR, LOC117187448|XP_033246035.1|DMIR
OG0007818	LOC115620485|XP_030369578.1|SLEB	LOC108157083|XP_017144421.1|DMIR
OG0007819	LOC115627242|XP_030378725.1|SLEB	LOC108162707|XP_017153097.1|DMIR
OG0007820	LOC115621771|XP_030371381.1|SLEB	LOC108156235|XP_033245342.1|DMIR
OG0007821	LOC115621370|XP_030370856.1|SLEB	LOC108157694|XP_017145353.1|DMIR
OG0007822	LOC115621369|XP_030370855.1|SLEB	LOC108157693|XP_033245742.1|DMIR
OG0007823	LOC115621265|XP_030370724.1|SLEB	LOC108157305|XP_017144798.1|DMIR
OG0007824	LOC115621240|XP_030370692.1|SLEB	LOC108155768|XP_017142309.1|DMIR
OG0007825	LOC115621073|XP_030370460.1|SLEB	LOC108154181|XP_017139844.1|DMIR
OG0007826	LOC115621970|XP_030371680.1|SLEB	LOC108155105|XP_017141225.1|DMIR
OG0007827	LOC115633320|XP_030386610.1|SLEB	LOC108152774|XP_017137847.1|DMIR
OG0007828	LOC115624973|XP_030375685.1|SLEB	LOC108152541|XP_017137441.1|DMIR
OG0007829	LOC115620580|XP_030369740.1|SLEB	LOC108155529|XP_017141879.1|DMIR
OG0007830	LOC115621345|XP_030370825.1|SLEB	LOC108157705|XP_017145364.2|DMIR
OG0007831	LOC115629554|XP_030381902.1|SLEB	LOC108162013|XP_017151997.2|DMIR
OG0007832	LOC115629580|XP_030381932.1|SLEB	LOC108163841|XP_017154848.1|DMIR
OG0007833	LOC115626812|XP_030378148.1|SLEB	LOC108159707|XP_017148715.1|DMIR
OG0007834	LOC115628204|XP_030380057.1|SLEB	LOC108154087|XP_017139690.2|DMIR
OG0007836	LOC115621213|XP_030370655.1|SLEB	LOC108156197|XP_017143020.1|DMIR, LOC117187473|XP_033246128.1|DMIR
OG0007837	LOC115621974|XP_030371684.1|SLEB	LOC108153927|XP_017139512.2|DMIR
OG0007838	LOC115621227|XP_030370676.1|SLEB	LOC108154559|XP_017140348.2|DMIR
OG0007839	LOC115633418|XP_030386737.1|SLEB	LOC108157753|XP_017145426.1|DMIR
OG0007840	LOC115620713|XP_030369950.1|SLEB	LOC108154957|XP_017140959.1|DMIR
OG0007841	LOC115621599|XP_030371151.1|SLEB	LOC108156228|XP_017143056.2|DMIR
OG0007842	LOC115621239|XP_030370690.1|SLEB	LOC108156780|XP_017143940.1|DMIR
OG0007843	LOC115620183|XP_030369166.1|SLEB	LOC108156783|XP_017143946.2|DMIR
OG0007844	LOC115629245|XP_030381562.1|SLEB	LOC108158635|XP_017146605.1|DMIR
OG0007845	LOC115621409|XP_030370914.1|SLEB	LOC108157615|XP_017145235.1|DMIR
OG0007846	LOC115627573|XP_030379156.1|SLEB	LOC108152371|XP_017137148.1|DMIR
OG0007848	LOC115620810|XP_030370094.1|SLEB	LOC108156716|XP_017143854.1|DMIR
OG0007849	LOC115620408|XP_030369489.1|SLEB	LOC108156328|XP_017143212.1|DMIR
OG0007850	LOC115620397|XP_030369469.1|SLEB	LOC108156327|XP_017143209.1|DMIR
OG0007851	LOC115621533|XP_030371058.1|SLEB	LOC108157587|XP_017145200.1|DMIR
OG0007852	LOC115622041|XP_030371769.1|SLEB	LOC108157248|XP_017144711.1|DMIR
OG0007853	LOC115621947|XP_030371654.1|SLEB	LOC108157750|XP_017145420.1|DMIR
OG0007854	LOC115621086|XP_030370479.1|SLEB	LOC108155919|XP_017142559.1|DMIR
OG0007855	LOC115625473|XP_030376382.1|SLEB	LOC108154585|XP_033245586.1|DMIR
OG0007856	LOC115621566|XP_030371107.1|SLEB	LOC108156717|XP_017143855.1|DMIR
OG0007857	LOC115620948|XP_030370323.1|SLEB	LOC108156530|XP_017143525.1|DMIR
OG0007858	LOC115632038|XP_030384863.1|SLEB	LOC108162783|XP_017153170.1|DMIR
OG0007859	LOC115630198|XP_030382626.1|SLEB	LOC108164543|XP_017155841.1|DMIR
OG0007860	LOC115620888|XP_030370230.1|SLEB	LOC108155883|XP_017142508.1|DMIR
OG0007861	LOC115628786|XP_030380861.1|SLEB	LOC108157431|XP_017144971.1|DMIR
OG0007862	LOC115621915|XP_030371616.1|SLEB	LOC117187128|XP_033245039.1|DMIR
OG0007863	LOC115631742|XP_030384441.1|SLEB	LOC108162728|XP_017153085.1|DMIR
OG0007864	LOC115625108|XP_030375873.1|SLEB	LOC108157063|XP_017144384.1|DMIR
OG0007865	LOC115632478|XP_030385512.1|SLEB	LOC108151781|XP_017136114.1|DMIR
OG0007866	LOC115620417|XP_030369500.1|SLEB	LOC108156365|XP_017143258.1|DMIR
OG0007867	LOC115621733|XP_030371323.1|SLEB	LOC108156881|XP_017144102.1|DMIR
OG0007868	LOC115621683|XP_030371254.1|SLEB	LOC108154466|XP_017140225.1|DMIR
OG0007869	LOC115628955|XP_030381091.1|SLEB	LOC108158618|XP_017146586.1|DMIR
OG0007870	LOC115623174|XP_030373250.1|SLEB	LOC108151740|XP_017136047.1|DMIR
OG0007871	LOC115629923|XP_030382388.1|SLEB	LOC108164074|XP_017155149.1|DMIR
OG0007872	LOC115623012|XP_030373043.1|SLEB	LOC108151074|XP_017134943.1|DMIR
OG0007873	LOC115622348|XP_030372121.1|SLEB	LOC108151083|XP_017134955.1|DMIR
OG0007874	LOC115629663|XP_030382038.1|SLEB	LOC108164634|XP_017155969.1|DMIR
OG0007875	LOC115620395|XP_030369472.1|SLEB	LOC108158130|XP_017145800.1|DMIR
OG0007876	LOC115628887|XP_030381004.1|SLEB	LOC108165053|XP_017156583.1|DMIR
OG0007877	LOC115627149|XP_030378587.1|SLEB	LOC108163755|XP_017154717.1|DMIR
OG0007878	LOC115623116|XP_030373186.1|SLEB	LOC108158624|XP_017146589.1|DMIR
OG0007879	LOC115632281|XP_030385230.1|SLEB	LOC108152913|XP_017138078.1|DMIR
OG0007880	LOC115620045|XP_030369025.1|SLEB	LOC108164399|XP_017155531.1|DMIR
OG0007881	LOC115628339|XP_030380262.1|SLEB	LOC108153401|XP_017138884.1|DMIR
OG0007882	LOC115628325|XP_030380241.1|SLEB	LOC108152678|XP_017137664.1|DMIR
OG0007883	LOC115628287|XP_030380184.1|SLEB	LOC108153305|XP_017138700.1|DMIR
OG0007884	LOC115632443|XP_030385449.1|SLEB	LOC108165434|XP_017156962.1|DMIR
OG0007885	LOC115627816|XP_030379511.1|SLEB	LOC108158131|XP_017145803.1|DMIR
OG0007886	LOC115626608|XP_030377861.1|SLEB	LOC108163585|XP_017154447.1|DMIR
OG0007887	LOC115628324|XP_030380239.1|SLEB	LOC108152676|XP_017137661.1|DMIR
OG0007888	LOC115633004|XP_030386189.1|SLEB	LOC108153353|XP_017138809.1|DMIR
OG0007889	LOC115622658|XP_030372528.1|SLEB	LOC108153269|XP_017138626.1|DMIR
OG0007890	LOC115633135|XP_030386397.1|SLEB	LOC108165493|XP_017157036.2|DMIR
OG0007891	LOC115621791|XP_030371422.1|SLEB	LOC108157194|XP_017144612.1|DMIR
OG0007892	LOC115620016|XP_030368981.1|SLEB	LOC108158709|XP_017146738.1|DMIR
OG0007893	LOC115633297|XP_030386572.1|SLEB	LOC108159219|XP_017147805.1|DMIR
OG0007894	LOC115632115|XP_030384967.1|SLEB	LOC108152699|XP_033242097.1|DMIR
OG0007895	LOC115633158|XP_030386428.1|SLEB	LOC108151913|XP_017136313.1|DMIR
OG0007896	LOC115632236|XP_030385156.1|SLEB	LOC108153225|XP_017138544.1|DMIR
OG0007897	LOC115622551|XP_030372378.1|SLEB	LOC108153184|XP_017138484.1|DMIR
OG0007898	LOC115632422|XP_030385423.1|SLEB	LOC108153153|XP_017138444.1|DMIR
OG0007899	LOC115632515|XP_030385566.1|SLEB	LOC108152403|XP_017137194.1|DMIR
OG0007900	LOC115623428|XP_030373659.1|SLEB	LOC108158974|XP_017147303.1|DMIR, LOC117189443|XP_033250451.1|DMIR
OG0007901	LOC115623237|XP_030373349.1|SLEB	LOC108153197|XP_017138503.1|DMIR
OG0007902	LOC115626738|XP_030378047.1|SLEB	LOC108164739|XP_017156121.1|DMIR
OG0007903	LOC115632728|XP_030385833.1|SLEB	LOC108152703|XP_017137712.1|DMIR
OG0007904	LOC115632418|XP_030385417.1|SLEB	LOC108152034|XP_017136513.1|DMIR
OG0007905	LOC115630460|XP_030382885.1|SLEB	LOC108163788|XP_017154760.1|DMIR
OG0007906	LOC115622350|XP_030372124.1|SLEB	LOC108165600|XP_017157163.1|DMIR
OG0007907	LOC115622162|XP_030371891.1|SLEB	LOC108151063|XP_017134928.1|DMIR
OG0007908	LOC115622163|XP_030371892.1|SLEB	LOC108151064|XP_017134932.1|DMIR
OG0007909	LOC115626813|XP_030378149.1|SLEB	LOC108159721|XP_017148734.1|DMIR
OG0007910	LOC115630974|XP_030383419.1|SLEB	LOC108150922|XP_017134741.1|DMIR
OG0007911	LOC115628226|XP_030380090.1|SLEB	LOC108153219|XP_017138537.1|DMIR
OG0007912	LOC115628326|XP_030380243.1|SLEB	LOC108151055|XP_017134918.1|DMIR
OG0007913	LOC115628227|XP_030380091.1|SLEB	LOC108153221|XP_017138538.1|DMIR
OG0007914	LOC115634027|XP_030387427.1|SLEB	LOC108151006|XP_033242473.1|DMIR
OG0007915	LOC115632300|XP_030385261.1|SLEB	LOC108152625|XP_017137588.1|DMIR
OG0007916	LOC115626568|XP_030377807.1|SLEB	LOC108161121|XP_017150833.1|DMIR
OG0007917	LOC115633686|XP_030387003.1|SLEB	LOC108159281|XP_033254379.1|DMIR
OG0007918	LOC115625242|XP_030376097.1|SLEB	LOC108160390|XP_017149866.1|DMIR
OG0007919	LOC115624003|XP_030374438.1|SLEB	LOC117192988|XP_033253610.1|DMIR, LOC108160464|XP_017149967.1|DMIR, LOC117192928|XP_033253549.1|DMIR
OG0007920	LOC115633978|XP_030387359.1|SLEB	LOC108160783|XP_017150476.1|DMIR
OG0007921	LOC115634182|XP_030387627.1|SLEB	LOC108158273|XP_017145998.1|DMIR
OG0007922	LOC115624244|XP_030374723.1|SLEB	LOC108156041|XP_017142795.1|DMIR
OG0007923	LOC115626747|XP_030378059.1|SLEB	LOC108162639|XP_017152955.1|DMIR
OG0007924	LOC115620704|XP_030369941.1|SLEB	LOC108159169|XP_017147690.1|DMIR, LOC117185794|XP_033252851.1|DMIR
OG0007925	LOC115630105|XP_030382583.1|SLEB	LOC108160405|XP_017149885.1|DMIR
OG0007926	LOC115634212|XP_030387664.1|SLEB	LOC108159978|XP_017149159.1|DMIR
OG0007927	LOC115629008|XP_030381155.1|SLEB	LOC108163174|XP_017153795.1|DMIR
OG0007928	LOC115626604|XP_030377855.1|SLEB	LOC108163454|XP_017154230.1|DMIR
OG0007929	LOC115625759|XP_030376777.1|SLEB	LOC108161906|XP_017151794.1|DMIR
OG0007930	LOC115624905|XP_030375614.1|SLEB	LOC117185786|XP_033246792.1|DMIR, LOC108158254|XP_033253697.1|DMIR
OG0007931	LOC115625924|XP_030377019.1|SLEB	LOC108161353|XP_017151084.1|DMIR
OG0007932	LOC115627732|XP_030379354.1|SLEB	LOC108161558|XP_017151335.1|DMIR
OG0007933	LOC115623377|XP_030373533.1|SLEB	LOC108155142|XP_017141285.1|DMIR
OG0007934	LOC115626399|XP_030377622.1|SLEB	LOC108162128|XP_017152196.1|DMIR
OG0007935	LOC115626159|XP_030377293.1|SLEB	LOC108162647|XP_017152966.1|DMIR
OG0007936	LOC115632050|XP_030384883.1|SLEB	LOC108161615|XP_017151404.1|DMIR
OG0007937	LOC115632023|XP_030384828.1|SLEB	LOC108162378|XP_017152584.1|DMIR
OG0007938	LOC115630446|XP_030382868.1|SLEB	LOC108160185|XP_017149502.1|DMIR
OG0007939	LOC115631080|XP_030383587.1|SLEB	LOC108162661|XP_017152990.1|DMIR
OG0007940	LOC115632047|XP_030384879.1|SLEB	LOC108162659|XP_033249967.1|DMIR
OG0007941	LOC115632299|XP_030385262.1|SLEB	LOC117188009|XP_033247015.1|DMIR
OG0007942	LOC115629229|XP_030381499.1|SLEB	LOC117186229|XP_033242557.1|DMIR
OG0007943	LOC115626087|XP_030377200.1|SLEB	LOC108161218|XP_033248814.1|DMIR
OG0007944	LOC115628225|XP_030380089.1|SLEB	LOC108151051|XP_017134915.1|DMIR
OG0007945	LOC115628479|XP_030380461.1|SLEB	LOC108162882|XP_017153323.2|DMIR
OG0007946	LOC115625971|XP_030377075.1|SLEB	LOC117189373|XP_033250391.1|DMIR, LOC117189371|XP_033250389.1|DMIR, LOC108159526|XP_017148382.1|DMIR
OG0007947	LOC115626172|XP_030377309.1|SLEB	LOC108163729|XP_017154675.1|DMIR
OG0007948	LOC115626302|XP_030377490.1|SLEB	LOC108162742|XP_033249261.1|DMIR
OG0007949	LOC115629671|XP_030382049.1|SLEB	LOC108161655|XP_017151447.1|DMIR
OG0007950	LOC115630751|XP_030383266.1|SLEB	LOC108161478|XP_017151236.1|DMIR
OG0007951	LOC115630945|XP_030383374.1|SLEB	LOC108162917|XP_017153386.1|DMIR
OG0007952	LOC115631099|XP_030383613.1|SLEB	LOC108163728|XP_017154674.1|DMIR
OG0007953	LOC115625672|XP_030376668.1|SLEB	LOC108161366|XP_017151099.1|DMIR
OG0007954	LOC115629016|XP_030381172.1|SLEB	LOC108163652|XP_017154560.1|DMIR
OG0007955	LOC115626121|XP_030377234.1|SLEB	LOC108162049|XP_017152067.1|DMIR
OG0007956	LOC115629045|XP_030381207.1|SLEB	LOC108162516|XP_017152786.1|DMIR
OG0007957	LOC115630733|XP_030383247.1|SLEB	LOC108164177|XP_017155282.1|DMIR
OG0007958	LOC115629797|XP_030382219.1|SLEB	LOC108154480|XP_017140273.1|DMIR
OG0007959	LOC115631825|XP_030384525.1|SLEB	LOC108161372|XP_017151108.1|DMIR
OG0007960	LOC115625680|XP_030376677.1|SLEB	LOC108163979|XP_017155029.1|DMIR
OG0007961	LOC115623594|XP_030373856.1|SLEB	LOC108157302|XP_017144792.1|DMIR
OG0007962	LOC115627099|XP_030378515.1|SLEB	LOC108155758|XP_017142293.1|DMIR
OG0007963	LOC115626160|XP_030377294.1|SLEB	LOC108162542|XP_017152813.1|DMIR
OG0007964	LOC115628999|XP_030381144.1|SLEB	LOC108162685|XP_017153022.1|DMIR
OG0007965	LOC115626253|XP_030377409.1|SLEB	LOC108162778|XP_017153163.1|DMIR
OG0007966	LOC115631796|XP_030384493.1|SLEB	LOC108162012|XP_017151992.1|DMIR
OG0007967	LOC115630583|XP_030383061.1|SLEB	LOC108162555|XP_017152837.2|DMIR
OG0007969	LOC115632017|XP_030384812.1|SLEB	LOC108163554|XP_017154406.2|DMIR
OG0007970	LOC115624698|XP_030375373.1|SLEB	LOC108158612|XP_017146577.1|DMIR, LOC117194136|XP_033254685.1|DMIR
OG0007971	LOC115628665|XP_030380695.1|SLEB	LOC108161463|XP_017151220.1|DMIR
OG0007972	LOC115634154|XP_030387594.1|SLEB	LOC108158262|XP_017145987.1|DMIR, LOC117191323|XP_033252114.1|DMIR
OG0007973	LOC115631870|XP_030384578.1|SLEB	LOC108162679|XP_017153012.1|DMIR
OG0007974	LOC115629246|XP_030381524.1|SLEB	LOC108165060|XP_017156599.1|DMIR
OG0007975	LOC115625533|XP_030376469.1|SLEB	LOC108155832|XP_017142431.1|DMIR
OG0007976	LOC115627599|XP_030379183.1|SLEB	LOC108152522|XP_017137412.2|DMIR
OG0007977	LOC115632025|XP_030384832.1|SLEB	LOC108162712|XP_017153062.2|DMIR
OG0007978	LOC115630630|XP_030383124.1|SLEB	LOC108163695|XP_017154617.1|DMIR
OG0007979	LOC115629066|XP_030381241.1|SLEB	LOC108163099|XP_033248520.1|DMIR
OG0007980	LOC115631119|XP_030383640.1|SLEB	LOC108163510|XP_017154330.1|DMIR
OG0007981	LOC115629555|XP_030381904.1|SLEB	LOC108164795|XP_017156208.1|DMIR
OG0007982	LOC115631833|XP_030384534.1|SLEB	LOC108162564|XP_017152850.1|DMIR
OG0007983	LOC115631208|XP_030383773.1|SLEB	LOC108163610|XP_017154488.1|DMIR
OG0007984	LOC115625772|XP_030376803.1|SLEB	LOC108163617|XP_017154502.1|DMIR
OG0007985	LOC115630416|XP_030382810.1|SLEB	LOC117189026|XP_033249791.1|DMIR
OG0007986	LOC115628507|XP_030380510.1|SLEB	LOC108163181|XP_017153807.1|DMIR
OG0007987	LOC115630606|XP_030383086.1|SLEB	LOC108161717|XP_017151525.1|DMIR
OG0007988	LOC115625845|XP_030376908.1|SLEB	LOC108162003|XP_017151975.1|DMIR
OG0007989	LOC115630665|XP_030383167.1|SLEB	LOC108162513|XP_017152780.1|DMIR
OG0007990	LOC115631522|XP_030384152.1|SLEB	LOC108163736|XP_017154684.1|DMIR
OG0007991	LOC115631393|XP_030383975.1|SLEB	LOC108163472|XP_017154262.1|DMIR
OG0007992	LOC115628475|XP_030380456.1|SLEB	LOC108162096|XP_017152147.1|DMIR
OG0007993	LOC115621215|XP_030370658.1|SLEB	LOC108154779|XP_017140652.1|DMIR
OG0007994	LOC115626192|XP_030377333.1|SLEB	LOC108162601|XP_017152909.1|DMIR
OG0007995	LOC115626525|XP_030377764.1|SLEB	LOC108163907|XP_017154923.1|DMIR
OG0007996	LOC115633302|XP_030386574.1|SLEB	LOC108164971|XP_017156472.1|DMIR
OG0007997	LOC115625113|XP_030375883.1|SLEB	LOC108152647|XP_017137626.1|DMIR
OG0007998	LOC115631585|XP_030384245.1|SLEB	LOC108162902|XP_017153361.1|DMIR
OG0007999	LOC115630593|XP_030383073.1|SLEB	LOC108163287|XP_017153976.1|DMIR
OG0008000	LOC115631461|XP_030384070.1|SLEB	LOC108163576|XP_033248949.1|DMIR
OG0008001	LOC115628485|XP_030380473.1|SLEB	LOC108163371|XP_017154112.1|DMIR
OG0008002	LOC115631468|XP_030384081.1|SLEB	LOC108161815|XP_017151664.1|DMIR
OG0008003	LOC115631391|XP_030383972.1|SLEB	LOC108163372|XP_017154113.2|DMIR
OG0008004	LOC115626979|XP_030378355.1|SLEB	LOC108162739|XP_017153113.1|DMIR
OG0008005	LOC115629541|XP_030381881.1|SLEB	LOC108157844|XP_017145548.1|DMIR
OG0008006	LOC115627057|XP_030378463.1|SLEB	LOC108164628|XP_017155962.1|DMIR
OG0008007	LOC115629263|XP_030381547.1|SLEB	LOC108164598|XP_017155926.1|DMIR
OG0008008	LOC115623281|XP_030373427.1|SLEB	LOC108151420|XP_017135500.1|DMIR
OG0008009	LOC115629722|XP_030382106.1|SLEB	LOC108152835|XP_017137932.1|DMIR
OG0008010	LOC115627736|XP_030379366.1|SLEB	LOC108163688|XP_017154611.1|DMIR
OG0008012	LOC115630597|XP_030383079.1|SLEB	LOC108158490|XP_017146289.1|DMIR
OG0008013	LOC115628710|XP_030380767.1|SLEB	LOC108159572|XP_017148504.1|DMIR
OG0008014	LOC115623810|XP_030374214.1|SLEB	LOC108156993|XP_017144275.1|DMIR
OG0008015	LOC115622153|XP_030371882.1|SLEB	LOC108152797|XP_017137872.1|DMIR
OG0008016	LOC115622155|XP_030371884.1|SLEB	LOC108152798|XP_017137873.1|DMIR
OG0008017	LOC115629310|XP_030381616.1|SLEB	LOC108153483|XP_017139011.1|DMIR
OG0008018	LOC115627721|XP_030379330.1|SLEB	LOC108152805|XP_033243628.1|DMIR
OG0008019	LOC115627229|XP_030378712.1|SLEB	LOC108165036|XP_017156561.1|DMIR
OG0008020	LOC115623787|XP_030374189.1|SLEB	LOC108156811|XP_017143994.1|DMIR
OG0008021	LOC115629172|XP_030381406.1|SLEB	LOC108164556|XP_017155862.1|DMIR
OG0008022	LOC115621033|XP_030370415.1|SLEB	LOC108154352|XP_017140106.2|DMIR
OG0008023	LOC115627819|XP_030379512.1|SLEB	LOC108164646|XP_033247791.1|DMIR
OG0008024	LOC115628002|XP_030379768.1|SLEB	LOC108153656|XP_017139253.1|DMIR
OG0008025	LOC115627783|XP_030379453.1|SLEB	LOC108152847|XP_017137953.1|DMIR
OG0008026	LOC115628735|XP_030380798.1|SLEB	LOC108164913|XP_017156388.1|DMIR
OG0008027	LOC115627277|XP_030378767.1|SLEB	LOC108164782|XP_017156192.1|DMIR
OG0008028	LOC115624286|XP_030374768.1|SLEB	LOC108156604|XP_017143634.1|DMIR
OG0008029	LOC115625347|XP_030376238.1|SLEB	LOC108154845|XP_017140751.1|DMIR
OG0008030	LOC115623490|XP_030373723.1|SLEB	LOC108154103|XP_017139714.1|DMIR
OG0008031	LOC115629013|XP_030381166.1|SLEB	LOC108162860|XP_017153298.1|DMIR
OG0008032	LOC115620847|XP_030370150.1|SLEB	LOC108154785|XP_017140661.1|DMIR
OG0008033	LOC115623574|XP_030373832.1|SLEB	LOC108155840|XP_017142440.1|DMIR
OG0008034	LOC115633304|XP_030386579.1|SLEB	LOC108156038|XP_017142780.1|DMIR
OG0008036	LOC115625137|XP_030375916.1|SLEB	LOC108156975|XP_017144255.1|DMIR
OG0008037	LOC115625534|XP_030376473.1|SLEB	LOC108155045|XP_017141107.1|DMIR
OG0008038	LOC115629563|XP_030381914.1|SLEB	LOC108151900|XP_017136302.1|DMIR
OG0008039	LOC115621900|XP_030371589.1|SLEB	LOC108154859|XP_017140775.1|DMIR
OG0008040	LOC115620435|XP_030369523.1|SLEB	LOC108154641|XP_017140459.1|DMIR
OG0008041	LOC115627845|XP_030379561.1|SLEB	LOC108164745|XP_017156131.1|DMIR
OG0008042	LOC115620828|XP_030370118.1|SLEB	LOC108154003|XP_017139586.2|DMIR
OG0008043	LOC115627798|XP_030379485.1|SLEB	LOC108161764|XP_017151590.1|DMIR
OG0008044	LOC115626794|XP_030378120.1|SLEB	LOC108152354|XP_017137127.1|DMIR
OG0008045	LOC115628743|XP_030380808.1|SLEB	LOC108164636|XP_017155971.1|DMIR
OG0008046	LOC115620791|XP_030370071.1|SLEB	LOC108156900|XP_017144131.1|DMIR
OG0008047	LOC115623468|XP_030373690.1|SLEB	LOC108156605|XP_017143636.1|DMIR
OG0008048	LOC115620724|XP_030369963.1|SLEB	LOC108154860|XP_017140776.1|DMIR
OG0008049	LOC115623466|XP_030373687.1|SLEB	LOC108155681|XP_017142138.1|DMIR
OG0008050	LOC115624409|XP_030375004.1|SLEB	LOC108156131|XP_017142933.1|DMIR
OG0008051	LOC115625109|XP_030375875.1|SLEB	LOC108155655|XP_017142097.1|DMIR
OG0008052	LOC115623335|XP_030373466.1|SLEB	LOC108156281|XP_017143144.1|DMIR
OG0008053	LOC115628084|XP_030379921.1|SLEB	LOC108156729|XP_017143873.1|DMIR
OG0008054	LOC115629666|XP_030382041.1|SLEB	LOC108164732|XP_017156117.1|DMIR
OG0008055	LOC115628673|XP_030380706.1|SLEB	LOC108164601|XP_017155928.1|DMIR
OG0008056	LOC115626828|XP_030378169.1|SLEB	LOC108151467|XP_017135581.1|DMIR
OG0008057	LOC115624079|XP_030374529.1|SLEB	LOC108156354|XP_017143244.1|DMIR
OG0008058	LOC115621854|XP_030371532.1|SLEB	LOC108155040|XP_017141094.1|DMIR
OG0008059	LOC115625043|XP_030375752.1|SLEB	LOC108155148|XP_017141298.1|DMIR
OG0008060	LOC115624109|XP_030374562.1|SLEB	LOC108154219|XP_017139934.1|DMIR
OG0008061	LOC115626826|XP_030378167.1|SLEB	LOC108156007|XP_017142704.1|DMIR
OG0008062	LOC115629926|XP_030382391.1|SLEB	LOC108162819|XP_017153228.1|DMIR
OG0008063	LOC115620829|XP_030370119.1|SLEB	LOC108156913|XP_017144150.1|DMIR
OG0008064	LOC115627849|XP_030379568.1|SLEB	LOC108160701|XP_017150348.1|DMIR
OG0008065	LOC115629321|XP_030381630.1|SLEB	LOC108165469|XP_017157009.1|DMIR
OG0008066	LOC115627711|XP_030379319.1|SLEB	LOC108159467|XP_017148278.1|DMIR
OG0008067	LOC115633307|XP_030386590.1|SLEB	LOC108161369|XP_017151106.1|DMIR
OG0008068	LOC115627869|XP_030379612.1|SLEB	LOC108165037|XP_017156563.1|DMIR
OG0008069	LOC115621137|XP_030370550.1|SLEB	LOC108156527|XP_033244526.1|DMIR
OG0008070	LOC115621094|XP_030370488.1|SLEB	LOC108154864|XP_033244148.1|DMIR
OG0008071	LOC115629672|XP_030382050.1|SLEB	LOC108161671|XP_017151467.1|DMIR
OG0008072	LOC115629118|XP_030381306.1|SLEB	LOC108157493|XP_017145083.1|DMIR
OG0008073	LOC115633380|XP_030386684.1|SLEB	LOC108165012|XP_017156537.1|DMIR
OG0008074	LOC115629786|XP_030382201.1|SLEB	LOC108164670|XP_017156011.1|DMIR
OG0008075	LOC115624898|XP_030375605.1|SLEB	LOC108158017|XP_017145649.1|DMIR
OG0008076	LOC115628058|XP_030379879.1|SLEB	LOC108155398|XP_017141684.1|DMIR
OG0008077	LOC115625254|XP_030376108.1|SLEB	LOC108156949|XP_017144207.1|DMIR
OG0008078	LOC115629342|XP_030381651.1|SLEB	LOC108164752|XP_017156141.1|DMIR
OG0008079	LOC115629945|XP_030382414.1|SLEB	LOC108165165|XP_017156726.1|DMIR
OG0008080	LOC115627903|XP_030379658.1|SLEB	LOC108164642|XP_017155981.1|DMIR
OG0008081	LOC115630038|XP_030382532.1|SLEB	LOC108152381|XP_017137164.1|DMIR
