Orthogroup	SLEB.longest_only	BTRY.longest_only
OG0008769	LOC115621898|XP_030371591.1|SLEB	LOC120772617|XP_039957266.1|BTRY
OG0008769	LOC115628546|XP_030380571.1|SLEB	LOC120771045|XP_039954780.1|BTRY
OG0008770	LOC115628178|XP_030380025.1|SLEB	LOC120772044|XP_039956350.1|BTRY
OG0008771	LOC115633895|XP_030387263.1|SLEB	LOC120772014|XP_039956314.1|BTRY
OG0008772	LOC115633752|XP_030387090.1|SLEB, LOC115634259|XP_030387712.1|SLEB, LOC115633744|XP_030387080.1|SLEB	LOC120771950|XP_039956194.1|BTRY
OG0008773	LOC115624535|XP_030375119.1|SLEB	LOC120772256|XP_039956693.1|BTRY, LOC120772243|XP_039956671.1|BTRY
OG0008774	LOC115633903|XP_030387267.1|SLEB	LOC120770782|XP_039954295.1|BTRY, LOC120772040|XP_039956345.1|BTRY
OG0008775	LOC115634693|XP_030388433.1|SLEB	LOC120770470|XP_039953899.1|BTRY
OG0008776	LOC115634657|XP_030388375.1|SLEB	LOC120770354|XP_039953691.1|BTRY, LOC120781382|XP_039969522.1|BTRY, LOC120781851|XP_039970003.1|BTRY, LOC120781105|XP_039969181.1|BTRY
OG0008777	LOC115619977|XP_030368873.1|SLEB	LOC120770829|XP_039954352.1|BTRY
OG0008778	LOC115624510|XP_030375082.1|SLEB	LOC120772385|XP_039956909.1|BTRY, LOC120772480|XP_039957058.1|BTRY, LOC120772700|XP_039957377.1|BTRY
OG0008779	LOC115627126|XP_030378557.1|SLEB	LOC120773667|XP_039958624.1|BTRY, LOC120773666|XP_039958622.1|BTRY, LOC120773671|XP_039958630.1|BTRY, LOC120773668|XP_039958625.1|BTRY, LOC120773670|XP_039958628.1|BTRY, LOC120773669|XP_039958626.1|BTRY
OG0008780	LOC115628374|XP_030380312.1|SLEB	LOC120775845|XP_039962146.1|BTRY
OG0008781	LOC115628715|XP_030380769.1|SLEB	LOC120775250|XP_039961265.1|BTRY, LOC120774456|XP_039960042.1|BTRY, LOC120774703|XP_039960366.1|BTRY
OG0008782	LOC115623238|XP_030373353.1|SLEB	LOC120776486|XP_039963102.1|BTRY, LOC120776485|XP_039963101.1|BTRY, LOC120776484|XP_039963096.1|BTRY
OG0008783	LOC115634019|XP_030387405.1|SLEB	LOC120778297|XP_039966018.1|BTRY
OG0008784	LOC115625633|XP_030376625.1|SLEB	LOC120777858|XP_039965336.1|BTRY
OG0008805	LOC115628687|XP_030380721.1|SLEB	LOC120775009|XP_039960878.1|BTRY
OG0008806	LOC115629230|XP_030381500.1|SLEB	LOC120773536|XP_039958427.1|BTRY
OG0008807	LOC115629769|XP_030382181.1|SLEB	LOC120773697|XP_039958663.1|BTRY
OG0008808	LOC115629654|XP_030382028.1|SLEB	LOC120773431|XP_039958245.1|BTRY
OG0008809	LOC115625597|XP_030376579.1|SLEB	LOC120766697|XP_039948279.1|BTRY
OG0008811	LOC115621577|XP_030371127.1|SLEB	LOC120779477|XP_039967692.1|BTRY
OG0008814	LOC115634582|XP_030388275.1|SLEB	LOC120772277|XP_039956714.1|BTRY
OG0008819	LOC115634394|XP_030387946.1|SLEB	LOC120771932|XP_039956163.1|BTRY
OG0008820	LOC115626041|XP_030377152.1|SLEB	LOC120769654|XP_039952693.1|BTRY
OG0008821	LOC115626653|XP_030377918.1|SLEB	LOC120774101|XP_039959389.1|BTRY
OG0008823	LOC115629145|XP_030381360.1|SLEB	LOC120775333|XP_039961408.1|BTRY
OG0008824	LOC115630449|XP_030382912.1|SLEB	LOC120773118|XP_039958047.1|BTRY
OG0008825	LOC115634136|XP_030387566.1|SLEB	LOC120779105|XP_039967210.1|BTRY
OG0008829	LOC115628825|XP_030380917.1|SLEB	LOC120773349|XP_039958103.1|BTRY
OG0008830	LOC115627688|XP_030379291.1|SLEB	LOC120775850|XP_039962154.1|BTRY
OG0008831	LOC115629313|XP_030381619.1|SLEB	LOC120774141|XP_039959468.1|BTRY
OG0008832	LOC115629215|XP_030381478.1|SLEB	LOC120774079|XP_039959339.1|BTRY
OG0008833	LOC115626743|XP_030378054.1|SLEB	LOC120774905|XP_039960708.1|BTRY
OG0008834	LOC115628202|XP_030380055.1|SLEB	LOC120768033|XP_039950458.1|BTRY
OG0008838	LOC115625722|XP_030376730.1|SLEB	LOC120768000|XP_039950356.1|BTRY
OG0008839	LOC115622470|XP_030372274.1|SLEB	LOC120772004|XP_039956296.1|BTRY
OG0008840	LOC115631523|XP_030384154.1|SLEB	LOC120779671|XP_039967962.1|BTRY, LOC120771110|XP_039954894.1|BTRY, LOC120769524|XP_039952494.1|BTRY
OG0008841	LOC115628406|XP_030380355.1|SLEB	LOC120778663|XP_039966522.1|BTRY
OG0008843	LOC115632829|XP_030385944.1|SLEB	LOC120778022|XP_039965627.1|BTRY
OG0008845	LOC115631227|XP_030383794.1|SLEB	LOC120768363|XP_039950960.1|BTRY
OG0008847	LOC115624232|XP_030374708.1|SLEB	LOC120779274|XP_039967436.1|BTRY
OG0008848	LOC115624086|XP_030374575.1|SLEB	LOC120770604|XP_039954142.1|BTRY, LOC120770603|XP_039954141.1|BTRY
OG0008849	LOC115628875|XP_030380989.1|SLEB	LOC120774553|XP_039960218.1|BTRY
OG0008852	LOC115634520|XP_030388186.1|SLEB	LOC120770813|XP_039954324.1|BTRY
OG0008854	LOC115631179|XP_030383728.1|SLEB	LOC120779483|XP_039967698.1|BTRY
OG0008855	LOC115629496|XP_030381833.1|SLEB	LOC120775169|XP_039961154.1|BTRY
OG0008856	LOC115627830|XP_030379530.1|SLEB	LOC120779694|XP_039967988.1|BTRY
OG0008857	LOC115628414|XP_030380361.1|SLEB	LOC120777571|XP_039964909.1|BTRY
OG0008858	LOC115622435|XP_030372236.1|SLEB	LOC120778320|XP_039966049.1|BTRY
OG0008859	LOC115623252|XP_030373380.1|SLEB	LOC120777537|XP_039964859.1|BTRY
OG0008860	LOC115621818|XP_030371468.1|SLEB	LOC120766822|XP_039948468.1|BTRY, LOC120766820|XP_039948464.1|BTRY
OG0008861	LOC115634403|XP_030387956.1|SLEB	LOC120772353|XP_039956851.1|BTRY
OG0008862	LOC115620492|XP_030369593.1|SLEB	LOC120780557|XP_039968748.1|BTRY
OG0008863	LOC115624490|XP_030375053.1|SLEB	LOC120769806|XP_039952938.1|BTRY
OG0008864	LOC115624894|XP_030375602.1|SLEB	LOC120774091|XP_039959358.1|BTRY
OG0008865	LOC115631488|XP_030384104.1|SLEB	LOC120769432|XP_039952348.1|BTRY
OG0008866	LOC115628508|XP_030380511.1|SLEB	LOC120767937|XP_039950237.1|BTRY
OG0008868	LOC115634108|XP_030387526.1|SLEB	LOC120772927|XP_039957761.1|BTRY, LOC120772991|XP_039957838.1|BTRY
OG0008869	LOC115632154|XP_030385031.1|SLEB	LOC120778668|XP_039966533.1|BTRY
OG0008870	LOC115633669|XP_030386974.1|SLEB	LOC120777114|XP_039964184.1|BTRY
OG0008871	LOC115622592|XP_030372448.1|SLEB	LOC120777246|XP_039964371.1|BTRY
OG0008872	LOC115631826|XP_030384526.1|SLEB	LOC120767275|XP_039949080.1|BTRY
OG0008874	LOC115634548|XP_030388224.1|SLEB	LOC120771721|XP_039955810.1|BTRY
OG0008875	LOC115634050|XP_030387454.1|SLEB	LOC120772793|XP_039957510.1|BTRY
OG0008876	LOC115627868|XP_030379610.1|SLEB	LOC120781300|XP_039969430.1|BTRY
OG0008877	LOC115624591|XP_030375189.1|SLEB	LOC120777506|XP_039964794.1|BTRY
OG0008878	LOC115628505|XP_030380508.1|SLEB	LOC120781474|XP_039969629.1|BTRY
OG0008879	LOC115634326|XP_030387844.1|SLEB	LOC120771654|XP_039955703.1|BTRY, LOC120771675|XP_039955731.1|BTRY
OG0008881	LOC115634233|XP_030387685.1|SLEB	LOC120772282|XP_039956727.1|BTRY
OG0008882	LOC115626058|XP_030377170.1|SLEB	LOC120768829|XP_039951515.1|BTRY
OG0008883	LOC115623634|XP_030373935.1|SLEB	LOC120782416|XP_039970600.1|BTRY
OG0008884	LOC115623946|XP_030374368.1|SLEB	LOC120766687|XP_039948267.1|BTRY
OG0008885	LOC115626228|XP_030377388.1|SLEB	LOC120768157|XP_039950652.1|BTRY
OG0008886	LOC115620240|XP_030369251.1|SLEB	LOC120770859|XP_039954408.1|BTRY
OG0008887	LOC115630787|XP_030383306.1|SLEB	LOC120771070|XP_039954815.1|BTRY
OG0008888	LOC115632226|XP_030385145.1|SLEB	LOC120776906|XP_039963911.1|BTRY
OG0008889	LOC115624996|XP_030375731.1|SLEB	LOC120771667|XP_039955717.1|BTRY
OG0008891	LOC115632138|XP_030385013.1|SLEB, LOC115632758|XP_030385865.1|SLEB	LOC120771576|XP_039955575.1|BTRY
OG0008892	LOC115626563|XP_030377805.1|SLEB	LOC120771649|XP_039955695.1|BTRY
OG0008893	LOC115622309|XP_030372074.1|SLEB	LOC120778188|XP_039965860.1|BTRY
OG0008894	LOC115620853|XP_030370157.1|SLEB	LOC120772683|XP_039957359.1|BTRY
OG0008895	LOC115624381|XP_030374948.1|SLEB, LOC115624006|XP_030374437.1|SLEB	LOC120768625|XP_039951328.1|BTRY
OG0008897	LOC115624137|XP_030374592.1|SLEB	LOC120782462|XP_039970688.1|BTRY
OG0008898	LOC115624662|XP_030375308.1|SLEB	LOC120771423|XP_039955344.1|BTRY
OG0008899	LOC115631965|XP_030384688.1|SLEB	LOC120767243|XP_039949019.1|BTRY
OG0008900	LOC115631314|XP_030383889.1|SLEB	LOC120767837|XP_039950061.1|BTRY
OG0008901	LOC115632958|XP_030386117.1|SLEB	LOC120777592|XP_039964959.1|BTRY
OG0008902	LOC115627815|XP_030379506.1|SLEB	LOC120779662|XP_039967952.1|BTRY
OG0008903	LOC115631898|XP_030384607.1|SLEB	LOC120768321|XP_039950893.1|BTRY
OG0008904	LOC115632089|XP_030384962.1|SLEB	LOC120772869|XP_039957639.1|BTRY
OG0008905	LOC115627727|XP_030379341.1|SLEB	LOC120779590|XP_039967867.1|BTRY
OG0008906	LOC115622857|XP_030372802.1|SLEB	LOC120778782|XP_039966701.1|BTRY
OG0008907	LOC115625408|XP_030376307.1|SLEB, LOC115625410|XP_030376309.1|SLEB, LOC115625405|XP_030376304.1|SLEB, LOC115625409|XP_030376308.1|SLEB	LOC120766306|XP_039947657.1|BTRY
OG0008908	LOC115623854|XP_030374258.1|SLEB	LOC120766370|XP_039947737.1|BTRY
OG0008909	LOC115621383|XP_030370872.1|SLEB	LOC120777704|XP_039965120.1|BTRY
OG0008910	LOC115625160|XP_030375949.1|SLEB	LOC120771624|XP_039955692.1|BTRY
OG0008911	LOC115620652|XP_030369861.1|SLEB	LOC120778779|XP_039966700.1|BTRY
OG0008912	LOC115621722|XP_030371295.1|SLEB	LOC120774524|XP_039960204.1|BTRY, LOC120767005|XP_039948748.1|BTRY
OG0008913	LOC115620362|XP_030369426.1|SLEB	LOC120769769|XP_039953167.1|BTRY, LOC120772547|XP_039957554.1|BTRY, LOC120766369|XP_039947736.1|BTRY
OG0008914	LOC115624242|XP_030374721.1|SLEB	LOC120781812|XP_039969968.1|BTRY
OG0008915	LOC115623882|XP_030374292.1|SLEB	LOC120781646|XP_039969810.1|BTRY
OG0008916	LOC115631507|XP_030384130.1|SLEB	LOC120768041|XP_039950476.1|BTRY
OG0008917	LOC115631650|XP_030384321.1|SLEB	LOC120769121|XP_039951916.1|BTRY
OG0008918	LOC115631194|XP_030383744.1|SLEB	LOC120767959|XP_039950284.1|BTRY
OG0008919	LOC115631248|XP_030383818.1|SLEB	LOC120769639|XP_039952678.1|BTRY
OG0008920	LOC115624851|XP_030375556.1|SLEB	LOC120768831|XP_039951517.1|BTRY, LOC120768832|XP_039951518.1|BTRY
OG0008921	LOC115628473|XP_030380455.1|SLEB	LOC120769444|XP_039952366.1|BTRY
OG0008922	LOC115625937|XP_030377034.1|SLEB	LOC120769346|XP_039952240.1|BTRY
OG0008923	LOC115620171|XP_030369159.1|SLEB, LOC115630229|XP_030382646.1|SLEB	LOC120772275|XP_039956713.1|BTRY
OG0008924	LOC115620004|XP_030368952.1|SLEB	LOC120770837|XP_039954362.1|BTRY
OG0008925	LOC115624856|XP_030375565.1|SLEB	LOC120771993|XP_039956284.1|BTRY
OG0008926	LOC115632034|XP_030384855.1|SLEB	LOC120771591|XP_039955597.1|BTRY
OG0008927	LOC115626633|XP_030377937.1|SLEB	LOC120771608|XP_039955626.1|BTRY
OG0008928	LOC115634178|XP_030387624.1|SLEB	LOC120771297|XP_039955166.1|BTRY, LOC120773070|XP_039957946.1|BTRY
OG0008929	LOC115634509|XP_030388135.1|SLEB	LOC120772554|XP_039957172.1|BTRY, LOC120772553|XP_039957171.1|BTRY
OG0008930	LOC115623793|XP_030374232.1|SLEB, LOC115623892|XP_030374342.1|SLEB	LOC120770305|XP_039953607.1|BTRY
OG0008931	LOC115633805|XP_030387148.1|SLEB	LOC120772830|XP_039957571.1|BTRY
OG0008932	LOC115634479|XP_030388070.1|SLEB	LOC120772422|XP_039956967.1|BTRY, LOC120770089|XP_039953172.1|BTRY
OG0008933	LOC115633774|XP_030387113.1|SLEB	LOC120773021|XP_039957884.1|BTRY, LOC120771437|XP_039955374.1|BTRY
OG0008934	LOC115628382|XP_030380325.1|SLEB	LOC120772676|XP_039957347.1|BTRY
OG0008935	LOC115630017|XP_030382516.1|SLEB	LOC120771376|XP_039955271.1|BTRY
OG0008936	LOC115633764|XP_030387098.1|SLEB	LOC120770008|XP_039953035.1|BTRY
OG0008937	LOC115633834|XP_030387181.1|SLEB	LOC120770962|XP_039954626.1|BTRY
OG0008938	LOC115626165|XP_030377303.1|SLEB	LOC120771430|XP_039955360.1|BTRY
OG0008939	LOC115622567|XP_030372403.1|SLEB	LOC120771093|XP_039954854.1|BTRY
OG0008940	LOC115624661|XP_030375303.1|SLEB	LOC120770094|XP_039953178.1|BTRY
OG0008941	LOC115627475|XP_030379014.1|SLEB	LOC120773429|XP_039958243.1|BTRY
OG0008942	LOC115629110|XP_030381295.1|SLEB, LOC115634144|XP_030387577.1|SLEB	LOC120775096|XP_039961037.1|BTRY
OG0008943	LOC115627028|XP_030378417.1|SLEB	LOC120775797|XP_039962075.1|BTRY, LOC120774734|XP_039960421.1|BTRY
OG0008944	LOC115629901|XP_030382361.1|SLEB	LOC120774440|XP_039960015.1|BTRY, LOC120775988|XP_039962352.1|BTRY, LOC120775894|XP_039962220.1|BTRY, LOC120775911|XP_039962237.1|BTRY
OG0008945	LOC115629513|XP_030381855.1|SLEB, LOC115626782|XP_030378107.1|SLEB	LOC120773455|XP_039958282.1|BTRY
OG0008946	LOC115624274|XP_030374760.1|SLEB	LOC120773365|XP_039958124.1|BTRY, LOC120775071|XP_039960994.1|BTRY
OG0008947	LOC115632654|XP_030385745.1|SLEB, LOC115627358|XP_030378867.1|SLEB, LOC115624281|XP_030374799.1|SLEB	LOC120774697|XP_039960359.1|BTRY, LOC120774698|XP_039960361.1|BTRY, LOC120774696|XP_039960358.1|BTRY
OG0008948	LOC115626674|XP_030377960.1|SLEB	LOC120774748|XP_039960440.1|BTRY
OG0008949	LOC115632995|XP_030386175.1|SLEB	LOC120777813|XP_039965284.1|BTRY
OG0008950	LOC115633377|XP_030386680.1|SLEB	LOC120776909|XP_039963914.1|BTRY
OG0008951	LOC115628423|XP_030380371.1|SLEB	LOC120776917|XP_039963922.1|BTRY
OG0008951	LOC115628425|XP_030380372.1|SLEB	LOC120776913|XP_039963917.1|BTRY
OG0008952	LOC115631380|XP_030383962.1|SLEB, LOC115629281|XP_030381575.1|SLEB	LOC120776684|XP_039963496.1|BTRY, LOC120778028|XP_039965635.1|BTRY
OG0008953	LOC115632870|XP_030385994.1|SLEB	LOC120778478|XP_039966228.1|BTRY
OG0008954	LOC115632148|XP_030385027.1|SLEB, LOC115632147|XP_030385026.1|SLEB, LOC115632903|XP_030386054.1|SLEB, LOC115632963|XP_030386124.1|SLEB	LOC120777150|XP_039964229.1|BTRY
OG0008955	LOC115632702|XP_030385798.1|SLEB	LOC120777167|XP_039964256.1|BTRY
OG0008956	LOC115632797|XP_030385909.1|SLEB	LOC120777687|XP_039965095.1|BTRY
OG0008957	LOC115622629|XP_030372496.1|SLEB	LOC120778877|XP_039966855.1|BTRY
OG0008958	LOC115632263|XP_030385201.1|SLEB	LOC120779010|XP_039967063.1|BTRY
OG0008959	LOC115623015|XP_030373045.1|SLEB	LOC120776425|XP_039963011.1|BTRY, LOC120778430|XP_039966145.1|BTRY
OG0008960	LOC115622279|XP_030372041.1|SLEB	LOC120776605|XP_039963327.1|BTRY
OG0008985	LOC115632634|XP_030385723.1|SLEB	LOC120778924|XP_039966904.1|BTRY
OG0008991	LOC115621344|XP_030370823.1|SLEB	LOC120780295|XP_039968519.1|BTRY
OG0008992	LOC115620747|XP_030370001.1|SLEB	LOC120780461|XP_039968668.1|BTRY
OG0008993	LOC115623082|XP_030373142.1|SLEB	LOC120776666|XP_039963475.1|BTRY
OG0008994	LOC115632040|XP_030384867.1|SLEB	LOC120767840|XP_039950067.1|BTRY
OG0008995	LOC115624841|XP_030375545.1|SLEB	LOC120772977|XP_039957823.1|BTRY
OG0008997	LOC115626940|XP_030378316.1|SLEB	LOC120773447|XP_039958271.1|BTRY
OG0008999	LOC115633413|XP_030386717.1|SLEB	LOC120782791|XP_039971197.1|BTRY
OG0009001	LOC115625896|XP_030376984.1|SLEB	LOC120774896|XP_039960697.1|BTRY
OG0009003	LOC115622863|XP_030372808.1|SLEB	LOC120778052|XP_039965666.1|BTRY
OG0009004	LOC115626531|XP_030377771.1|SLEB	LOC120782373|XP_039970547.1|BTRY
OG0009005	LOC115631793|XP_030384491.1|SLEB	LOC120769245|XP_039952079.1|BTRY
OG0009006	LOC115621229|XP_030370678.1|SLEB	LOC120782595|XP_039970882.1|BTRY
OG0009007	LOC115622496|XP_030372302.1|SLEB	LOC120776855|XP_039963831.1|BTRY
OG0009008	LOC115624351|XP_030374869.1|SLEB	LOC120771843|XP_039956022.1|BTRY
OG0009009	LOC115632896|XP_030386047.1|SLEB	LOC120776712|XP_039963543.1|BTRY
OG0009010	LOC115622484|XP_030372290.1|SLEB	LOC120776714|XP_039963545.1|BTRY
OG0009011	LOC115628389|XP_030380332.1|SLEB	LOC120777345|XP_039964530.1|BTRY
OG0009012	LOC115627863|XP_030379600.1|SLEB	LOC120775496|XP_039961637.1|BTRY
OG0009013	LOC115629652|XP_030382022.1|SLEB	LOC120773484|XP_039958349.1|BTRY
OG0009014	LOC115628399|XP_030380348.1|SLEB	LOC120777082|XP_039964144.1|BTRY
OG0009015	LOC115628415|XP_030380362.1|SLEB	LOC120778111|XP_039965748.1|BTRY
OG0009016	LOC115632810|XP_030385922.1|SLEB	LOC120778207|XP_039965897.1|BTRY
OG0009017	LOC115626347|XP_030377556.1|SLEB	LOC120769661|XP_039952703.1|BTRY
OG0009018	LOC115627820|XP_030379513.1|SLEB	LOC120782070|XP_039970156.1|BTRY
OG0009019	LOC115627762|XP_030379409.1|SLEB	LOC120779765|XP_039968079.1|BTRY
OG0009020	LOC115621294|XP_030370757.1|SLEB	LOC120782182|XP_039970255.1|BTRY
OG0009021	LOC115623417|XP_030373595.1|SLEB	LOC120774788|XP_039960508.1|BTRY
OG0009022	LOC115620608|XP_030369782.1|SLEB	LOC120767782|XP_039950007.1|BTRY
OG0009023	LOC115621522|XP_030371047.1|SLEB	LOC120768072|XP_039950536.1|BTRY
OG0009024	LOC115625304|XP_030376183.1|SLEB	LOC120766396|XP_039947777.1|BTRY
OG0009025	LOC115621990|XP_030371704.1|SLEB	LOC120779649|XP_039967935.1|BTRY
OG0009026	LOC115625482|XP_030376390.1|SLEB	LOC120770356|XP_039953695.1|BTRY
OG0009027	LOC115621639|XP_030371598.1|SLEB	LOC120781212|XP_039969269.1|BTRY
OG0009028	LOC115628379|XP_030380320.1|SLEB	LOC120776497|XP_039963114.1|BTRY
OG0009029	LOC115626425|XP_030377656.1|SLEB	LOC120769058|XP_039951845.1|BTRY
OG0009030	LOC115630518|XP_030382980.1|SLEB	LOC120768191|XP_039950694.1|BTRY
OG0009031	LOC115623757|XP_030374152.1|SLEB	LOC120782668|XP_039970984.1|BTRY
OG0009032	LOC115623758|XP_030374153.1|SLEB	LOC120782669|XP_039970985.1|BTRY
OG0009033	LOC115628521|XP_030380534.1|SLEB	LOC120768243|XP_039950766.1|BTRY
OG0009034	LOC115631229|XP_030383797.1|SLEB	LOC120768219|XP_039950726.1|BTRY
OG0009035	LOC115626054|XP_030377165.1|SLEB	LOC120768395|XP_039951002.1|BTRY
OG0009036	LOC115634263|XP_030387744.1|SLEB	LOC120771957|XP_039956203.1|BTRY
OG0009037	LOC115631603|XP_030384264.1|SLEB	LOC120767682|XP_039949800.1|BTRY
OG0009038	LOC115621380|XP_030370869.1|SLEB	LOC120777912|XP_039965432.1|BTRY
OG0009039	LOC115623714|XP_030374055.1|SLEB	LOC120782763|XP_039971159.1|BTRY
OG0009040	LOC115634226|XP_030387681.1|SLEB	LOC120770793|XP_039954306.1|BTRY
OG0009041	LOC115620519|XP_030369645.1|SLEB	LOC120782234|XP_039970335.1|BTRY
OG0009042	LOC115630605|XP_030383085.1|SLEB	LOC120768606|XP_039951303.1|BTRY
OG0009043	LOC115625805|XP_030376847.1|SLEB	LOC120766792|XP_039948426.1|BTRY
OG0009044	LOC115631372|XP_030383953.1|SLEB	LOC120768934|XP_039951650.1|BTRY
OG0009045	LOC115623687|XP_030374017.1|SLEB	LOC120782526|XP_039970770.1|BTRY
OG0009046	LOC115629781|XP_030382199.1|SLEB	LOC120777618|XP_039965001.1|BTRY
OG0009047	LOC115631647|XP_030384322.1|SLEB	LOC120772592|XP_039957236.1|BTRY
OG0009048	LOC115626613|XP_030377866.1|SLEB	LOC120781420|XP_039969568.1|BTRY
OG0009049	LOC115625614|XP_030376611.1|SLEB	LOC120770361|XP_039953710.1|BTRY
OG0009050	LOC115626009|XP_030377117.1|SLEB	LOC120769112|XP_039951908.1|BTRY
OG0009051	LOC115634756|XP_030388508.1|SLEB	LOC120772821|XP_039957551.1|BTRY
OG0009052	LOC115623357|XP_030373501.1|SLEB	LOC120782878|XP_039971358.1|BTRY
OG0009053	LOC115625128|XP_030375902.1|SLEB	LOC120780242|XP_039968434.1|BTRY
OG0009054	LOC115623781|XP_030374181.1|SLEB	LOC120773628|XP_039958571.1|BTRY
OG0009055	LOC115625768|XP_030376794.1|SLEB	LOC120767971|XP_039950315.1|BTRY
OG0009056	LOC115632721|XP_030385827.1|SLEB	LOC120776562|XP_039963256.1|BTRY
OG0009057	LOC115633121|XP_030386371.1|SLEB	LOC120770432|XP_039953828.1|BTRY
OG0009058	LOC115628022|XP_030379813.1|SLEB	LOC120779502|XP_039967730.1|BTRY
OG0009059	LOC115632192|XP_030385096.1|SLEB	LOC120776680|XP_039963488.1|BTRY
OG0009060	LOC115624131|XP_030374587.1|SLEB	LOC120779088|XP_039967178.1|BTRY
OG0009061	LOC115634392|XP_030387942.1|SLEB	LOC120770186|XP_039953346.1|BTRY
OG0009063	LOC115631637|XP_030384306.1|SLEB	LOC120769010|XP_039951782.1|BTRY
OG0009065	LOC115621228|XP_030370677.1|SLEB	LOC120782452|XP_039970674.1|BTRY
OG0009066	LOC115624505|XP_030375074.1|SLEB	LOC120778812|XP_039966752.1|BTRY
OG0009067	LOC115623268|XP_030373399.1|SLEB	LOC120776608|XP_039963330.1|BTRY
OG0009068	LOC115634014|XP_030387398.1|SLEB	LOC120771277|XP_039955135.1|BTRY
OG0009069	LOC115631629|XP_030384296.1|SLEB	LOC120769174|XP_039951991.1|BTRY
OG0009070	LOC115621616|XP_030371172.1|SLEB	LOC120770517|XP_039953989.1|BTRY
OG0009071	LOC115625249|XP_030376102.1|SLEB	LOC120775674|XP_039961894.1|BTRY
OG0009072	LOC115624093|XP_030374543.1|SLEB	LOC120782741|XP_039971108.1|BTRY
OG0009073	LOC115623961|XP_030374388.1|SLEB	LOC120782466|XP_039970691.1|BTRY
OG0009074	LOC115624376|XP_030374937.1|SLEB	LOC120772000|XP_039956294.1|BTRY
OG0009075	LOC115623770|XP_030374165.1|SLEB	LOC120776522|XP_039963184.1|BTRY
OG0009076	LOC115624183|XP_030374639.1|SLEB, LOC115624476|XP_030375039.1|SLEB	LOC120779413|XP_039967547.1|BTRY, LOC120781216|XP_039969278.1|BTRY
OG0009077	LOC115625228|XP_030376071.1|SLEB	LOC120766916|XP_039948596.1|BTRY
OG0009078	LOC115623589|XP_030373849.1|SLEB	LOC120782469|XP_039970696.1|BTRY
OG0009079	LOC115623349|XP_030373492.1|SLEB	LOC120778338|XP_039966067.1|BTRY
OG0009080	LOC115624099|XP_030374549.1|SLEB	LOC120767276|XP_039949085.1|BTRY
OG0009081	LOC115625445|XP_030376353.1|SLEB	LOC120782637|XP_039970939.1|BTRY
OG0009082	LOC115625524|XP_030376448.1|SLEB, LOC115625357|XP_030376252.1|SLEB, LOC115621622|XP_030371177.1|SLEB	LOC120778139|XP_039965800.1|BTRY
OG0009083	LOC115628274|XP_030380163.1|SLEB	LOC120777959|XP_039965522.1|BTRY
OG0009084	LOC115623624|XP_030373921.1|SLEB	LOC120766800|XP_039948437.1|BTRY
OG0009086	LOC115621290|XP_030370752.1|SLEB	LOC120782221|XP_039970317.1|BTRY
OG0009087	LOC115621943|XP_030371650.1|SLEB	LOC120782233|XP_039970334.1|BTRY, LOC120769951|XP_039952973.1|BTRY
OG0009088	LOC115620258|XP_030369268.1|SLEB	LOC120776154|XP_039962641.1|BTRY, LOC120771980|XP_039956307.1|BTRY
OG0009089	LOC115626839|XP_030378184.1|SLEB	LOC120772283|XP_039956730.1|BTRY
OG0009090	LOC115621823|XP_030371475.1|SLEB	LOC120775962|XP_039962310.1|BTRY
OG0009091	LOC115621036|XP_030370418.1|SLEB	LOC120766439|XP_039947882.1|BTRY
OG0009092	LOC115623877|XP_030374286.1|SLEB	LOC120766671|XP_039948244.1|BTRY
OG0009093	LOC115621129|XP_030370538.1|SLEB	LOC120780522|XP_039968726.1|BTRY
OG0009094	LOC115620669|XP_030369886.1|SLEB	LOC120776869|XP_039963898.1|BTRY
OG0009095	LOC115621048|XP_030370430.1|SLEB	LOC120782342|XP_039970509.1|BTRY
OG0009096	LOC115621939|XP_030371645.1|SLEB, LOC115625631|XP_030376623.1|SLEB	LOC120766290|XP_039947627.1|BTRY
OG0009097	LOC115625635|XP_030376624.1|SLEB, LOC115621937|XP_030371644.1|SLEB	LOC120782331|XP_039970491.1|BTRY
OG0009098	LOC115620549|XP_030369691.1|SLEB	LOC120766977|XP_039948704.1|BTRY, LOC120782336|XP_039970501.1|BTRY
OG0009099	LOC115621076|XP_030370466.1|SLEB	LOC120782622|XP_039970923.1|BTRY
OG0009100	LOC115631342|XP_030383920.1|SLEB	LOC120767604|XP_039949687.1|BTRY
OG0009101	LOC115631220|XP_030383786.1|SLEB	LOC120769583|XP_039952576.1|BTRY, LOC120769498|XP_039952462.1|BTRY
OG0009102	LOC115630973|XP_030383413.1|SLEB	LOC120768456|XP_039951091.1|BTRY
OG0009103	LOC115631741|XP_030384440.1|SLEB	LOC120769797|XP_039952919.1|BTRY
OG0009104	LOC115630958|XP_030383392.1|SLEB	LOC120769792|XP_039952914.1|BTRY, LOC120768228|XP_039950747.1|BTRY
OG0009105	LOC115628571|XP_030380598.1|SLEB	LOC120768176|XP_039950675.1|BTRY
OG0009106	LOC115630612|XP_030383097.1|SLEB	LOC120768336|XP_039950918.1|BTRY
OG0009107	LOC115631525|XP_030384156.1|SLEB	LOC120767202|XP_039948940.1|BTRY
OG0009108	LOC115623504|XP_030373742.1|SLEB	LOC120767409|XP_039949385.1|BTRY
