Orthogroup	SLEB.longest_only	DSUB.longest_only
OG0010188	LOC115620736|XP_030369985.1|SLEB	LOC117889763|XP_034650101.1|DSUB
OG0010189	LOC115633734|XP_030387070.1|SLEB	LOC117890782|XP_034651744.1|DSUB
OG0010190	LOC115627019|XP_030378408.1|SLEB	LOC117890801|XP_034651766.1|DSUB
OG0010191	LOC115633820|XP_030387170.1|SLEB	LOC117890790|XP_034651755.1|DSUB
OG0010192	LOC115634321|XP_030387840.1|SLEB	LOC117890532|XP_034651343.1|DSUB
OG0010193	LOC115633761|XP_030387096.1|SLEB	LOC117890954|XP_034651986.1|DSUB
OG0010194	LOC115622271|XP_030372033.1|SLEB	LOC117893253|XP_034655710.1|DSUB
OG0010195	LOC115623037|XP_030373074.1|SLEB	LOC117893260|XP_034655718.1|DSUB
OG0010196	LOC115626483|XP_030377732.1|SLEB	LOC117892055|XP_034653874.1|DSUB
OG0010197	LOC115631934|XP_030384648.1|SLEB	LOC117890939|XP_034651964.1|DSUB
OG0010198	LOC115621694|XP_030371265.1|SLEB	LOC117891161|XP_034652360.1|DSUB
OG0010199	LOC115626898|XP_030378267.1|SLEB	LOC117891716|XP_034653200.1|DSUB
OG0010200	LOC115633431|XP_030386753.1|SLEB	LOC117890549|XP_034651366.1|DSUB
OG0010201	LOC115627634|XP_030379233.1|SLEB	LOC117891226|XP_034652463.1|DSUB
OG0010202	LOC115624750|XP_030375438.1|SLEB	LOC117891984|XP_034653753.1|DSUB
OG0010203	LOC115632513|XP_030385567.1|SLEB	LOC117891810|XP_034653395.1|DSUB
OG0010204	LOC115634031|XP_030387432.1|SLEB	LOC117890872|XP_034651852.1|DSUB
OG0010205	LOC115624622|XP_030375235.1|SLEB	LOC117890012|XP_034650502.1|DSUB
OG0010206	LOC115624914|XP_030375623.1|SLEB	LOC117891992|XP_034653761.1|DSUB
OG0010207	LOC115634294|XP_030387806.1|SLEB	LOC117890731|XP_034651676.1|DSUB
OG0010208	LOC115634443|XP_030388012.1|SLEB	LOC117891629|XP_034653062.1|DSUB
OG0010209	LOC115624293|XP_030374781.1|SLEB	LOC117891628|XP_034653057.1|DSUB
OG0010210	LOC115625265|XP_030376130.1|SLEB	LOC117890164|XP_034650751.1|DSUB
OG0010211	LOC115631170|XP_030383723.1|SLEB	LOC117892121|XP_034654044.1|DSUB
OG0010212	LOC115624901|XP_030375610.1|SLEB	LOC117890969|XP_034651999.1|DSUB
OG0010213	LOC115624827|XP_030375533.1|SLEB	LOC117890970|XP_034652000.1|DSUB
OG0010214	LOC115624559|XP_030375147.1|SLEB	LOC117890152|XP_034650733.1|DSUB
OG0010215	LOC115634420|XP_030387987.1|SLEB	LOC117890446|XP_034651168.1|DSUB
OG0010216	LOC115619965|XP_030368860.1|SLEB	LOC117891607|XP_034653031.1|DSUB
OG0010217	LOC115634063|XP_030387469.1|SLEB	LOC117890966|XP_034651996.1|DSUB
OG0010218	LOC115633826|XP_030387174.1|SLEB	LOC117891207|XP_034652437.1|DSUB
OG0010219	LOC115634247|XP_030387701.1|SLEB	LOC117890248|XP_034650885.1|DSUB
OG0010220	LOC115630240|XP_030382648.1|SLEB	LOC117889959|XP_034650408.1|DSUB
OG0010221	LOC115634076|XP_030387482.1|SLEB	LOC117889956|XP_034650405.1|DSUB
OG0010222	LOC115622146|XP_030371877.1|SLEB	LOC117891790|XP_034653352.1|DSUB
OG0010223	LOC115621933|XP_030371677.1|SLEB	LOC117891785|XP_034653347.1|DSUB
OG0010224	LOC115634423|XP_030387990.1|SLEB	LOC117890509|XP_034651300.1|DSUB
OG0010225	LOC115624090|XP_030374540.1|SLEB	LOC117898300|XP_034663461.1|DSUB
OG0010226	LOC115624116|XP_030374570.1|SLEB	LOC117896504|XP_034660747.1|DSUB
OG0010227	LOC115623359|XP_030373504.1|SLEB	LOC117896435|XP_034660654.1|DSUB
OG0010228	LOC115624167|XP_030374624.1|SLEB	LOC117897481|XP_034662234.1|DSUB
OG0010229	LOC115624362|XP_030374881.1|SLEB	LOC117898762|XP_034664284.1|DSUB
OG0010230	LOC115624170|XP_030374627.1|SLEB	LOC117898768|XP_034664293.1|DSUB
OG0010231	LOC115620653|XP_030369862.1|SLEB, LOC115629483|XP_030381814.1|SLEB	LOC117896798|XP_034661188.1|DSUB
OG0010232	LOC115621886|XP_030371574.1|SLEB	LOC117899486|XP_034665415.1|DSUB
OG0010233	LOC115620361|XP_030369425.1|SLEB	LOC117896369|XP_034660535.1|DSUB
OG0010234	LOC115620953|XP_030370329.1|SLEB	LOC117897999|XP_034663018.1|DSUB
OG0010235	LOC115620696|XP_030369926.1|SLEB	LOC117897725|XP_034662643.1|DSUB
OG0010236	LOC115622027|XP_030371745.1|SLEB	LOC117897865|XP_034662829.1|DSUB
OG0010237	LOC115620870|XP_030370203.1|SLEB	LOC117898441|XP_034663737.1|DSUB
OG0010238	LOC115624178|XP_030374633.1|SLEB	LOC117898017|XP_034663037.1|DSUB
OG0010239	LOC115621401|XP_030370905.1|SLEB	LOC117896662|XP_034660999.1|DSUB
OG0010240	LOC115626128|XP_030377241.1|SLEB	LOC117900516|XP_034666803.1|DSUB
OG0010241	LOC115620826|XP_030370117.1|SLEB	LOC117899674|XP_034665753.1|DSUB
OG0010242	LOC115621472|XP_030370991.1|SLEB	LOC117899307|XP_034665123.1|DSUB
OG0010243	LOC115621548|XP_030371076.1|SLEB	LOC117896921|XP_034661352.1|DSUB
OG0010244	LOC115625466|XP_030376374.1|SLEB	LOC117896714|XP_034661064.1|DSUB
OG0010245	LOC115624262|XP_030374746.1|SLEB	LOC117897086|XP_034661615.1|DSUB
OG0010246	LOC115621956|XP_030371663.1|SLEB	LOC117897320|XP_034661982.1|DSUB
OG0010247	LOC115621248|XP_030370700.1|SLEB	LOC117898313|XP_034663488.1|DSUB
OG0010248	LOC115620390|XP_030369457.1|SLEB	LOC117899396|XP_034665272.1|DSUB
OG0010249	LOC115624103|XP_030374555.1|SLEB	LOC117896603|XP_034660927.1|DSUB
OG0010251	LOC115622034|XP_030371761.1|SLEB	LOC117896206|XP_034660224.1|DSUB
OG0010253	LOC115634636|XP_030388352.1|SLEB	LOC117889871|XP_034650270.1|DSUB
OG0010254	LOC115630536|XP_030383005.1|SLEB	LOC117891085|XP_034652155.1|DSUB
OG0010255	LOC115631105|XP_030383622.1|SLEB	LOC117889600|XP_034649906.1|DSUB
OG0010256	LOC115623789|XP_030374191.1|SLEB	LOC117899473|XP_034665391.1|DSUB
OG0010258	LOC115623109|XP_030373175.1|SLEB	LOC117895010|XP_034658251.1|DSUB
OG0010259	LOC115623146|XP_030373215.1|SLEB	LOC117893355|XP_034655836.1|DSUB
OG0010260	LOC115626550|XP_030377788.1|SLEB	LOC117901905|XP_034668762.1|DSUB
OG0010276	LOC115627388|XP_030378902.1|SLEB	LOC117896482|XP_034660716.1|DSUB
OG0010277	LOC115621364|XP_030370849.1|SLEB	LOC117898702|XP_034664211.1|DSUB
OG0010279	LOC115621189|XP_030370625.1|SLEB	LOC117897384|XP_034662084.1|DSUB
OG0010280	LOC115629808|XP_030382236.1|SLEB	LOC117895537|XP_034659134.1|DSUB
OG0010281	LOC115623214|XP_030373313.1|SLEB	LOC117893249|XP_034655705.1|DSUB
OG0010282	LOC115621572|XP_030371119.1|SLEB	LOC117899053|XP_034664710.1|DSUB
OG0010284	LOC115620543|XP_030369686.1|SLEB	LOC117896484|XP_034660714.1|DSUB
OG0010287	LOC115620794|XP_030370074.1|SLEB	LOC117898699|XP_034664208.1|DSUB
OG0010289	LOC115621875|XP_030371561.1|SLEB	LOC117898547|XP_034663916.1|DSUB
OG0010290	LOC115625618|XP_030376619.1|SLEB	LOC117897117|XP_034661660.1|DSUB
OG0010291	LOC115620265|XP_030369283.1|SLEB	LOC117897578|XP_034662422.1|DSUB
OG0010292	LOC115621432|XP_030370944.1|SLEB	LOC117898667|XP_034664133.1|DSUB
OG0010293	LOC115631256|XP_030383829.1|SLEB	LOC117902798|XP_034670308.1|DSUB
OG0010294	LOC115626135|XP_030377253.1|SLEB	LOC117901431|XP_034668066.1|DSUB
OG0010296	LOC115619957|XP_030368847.1|SLEB	LOC117891374|XP_034652702.1|DSUB
OG0010298	LOC115633938|XP_030387316.1|SLEB	LOC117890336|XP_034651019.1|DSUB
OG0010299	LOC115634366|XP_030387888.1|SLEB	LOC117892368|XP_034654469.1|DSUB
OG0010301	LOC115623405|XP_030373574.1|SLEB	LOC117896606|XP_034660930.1|DSUB
OG0010302	LOC115634476|XP_030388068.1|SLEB	LOC117891151|XP_034652295.1|DSUB
OG0010303	LOC115633910|XP_030387278.1|SLEB	LOC117890928|XP_034651951.1|DSUB
OG0010305	LOC115629159|XP_030381392.1|SLEB	LOC117903432|XP_034671346.1|DSUB
OG0010306	LOC115629188|XP_030381448.1|SLEB	LOC117903427|XP_034671340.1|DSUB
OG0010307	LOC115628841|XP_030380942.1|SLEB	LOC117903768|XP_034672076.1|DSUB
OG0010308	LOC115629809|XP_030382237.1|SLEB	LOC117902177|XP_034669217.1|DSUB
OG0010309	LOC115627379|XP_030378892.1|SLEB	LOC117893155|XP_034655508.1|DSUB
OG0010314	LOC115627401|XP_030378916.1|SLEB	LOC117895025|XP_034658289.1|DSUB
OG0010315	LOC115627967|XP_030379721.1|SLEB	LOC117897222|XP_034661833.1|DSUB
OG0010316	LOC115633866|XP_030387221.1|SLEB	LOC117891260|XP_034652524.1|DSUB
OG0010319	LOC115630248|XP_030382651.1|SLEB	LOC117893585|XP_034656152.1|DSUB
OG0010320	LOC115626893|XP_030378262.1|SLEB	LOC117903078|XP_034670766.1|DSUB
OG0010323	LOC115633096|XP_030386337.1|SLEB	LOC117893405|XP_034655896.1|DSUB
OG0010329	LOC115632616|XP_030385704.1|SLEB	LOC117894513|XP_034657514.1|DSUB
OG0010331	LOC115622293|XP_030372057.1|SLEB	LOC117894151|XP_034656935.1|DSUB
OG0010333	LOC115629000|XP_030381146.1|SLEB	LOC117901681|XP_034668415.1|DSUB
OG0010334	LOC115631188|XP_030383739.1|SLEB	LOC117902069|XP_034669045.1|DSUB
OG0010335	LOC115629209|XP_030381469.1|SLEB	LOC117903426|XP_034671339.1|DSUB
OG0010336	LOC115627812|XP_030379503.1|SLEB	LOC117894631|XP_034657691.1|DSUB
OG0010337	LOC115621207|XP_030370648.1|SLEB	LOC117897131|XP_034661684.1|DSUB
OG0010338	LOC115627227|XP_030378710.1|SLEB	LOC117901364|XP_034667968.1|DSUB
OG0010339	LOC115620189|XP_030369179.1|SLEB	LOC117894611|XP_034657652.1|DSUB
OG0010340	LOC115629211|XP_030381473.1|SLEB	LOC117901993|XP_034668899.1|DSUB
OG0010341	LOC115626874|XP_030378245.1|SLEB	LOC117901984|XP_034668887.1|DSUB
OG0010342	LOC115629712|XP_030382092.1|SLEB	LOC117896170|XP_034660146.1|DSUB
OG0010343	LOC115629746|XP_030382141.1|SLEB	LOC117903603|XP_034671750.1|DSUB
OG0010344	LOC115629333|XP_030381641.1|SLEB	LOC117903744|XP_034672019.1|DSUB
OG0010345	LOC115628905|XP_030381023.1|SLEB	LOC117898518|XP_034663879.1|DSUB
OG0010346	LOC115629167|XP_030381399.1|SLEB	LOC117903158|XP_034670888.1|DSUB
OG0010349	LOC115629520|XP_030381859.1|SLEB	LOC117893751|XP_034656380.1|DSUB
OG0010350	LOC115629757|XP_030382158.1|SLEB	LOC117895586|XP_034659222.1|DSUB
OG0010351	LOC115628884|XP_030381000.1|SLEB	LOC117894106|XP_034656877.1|DSUB
OG0010352	LOC115629740|XP_030382135.1|SLEB	LOC117903582|XP_034671692.1|DSUB
OG0010353	LOC115633385|XP_030386689.1|SLEB	LOC117899750|XP_034665892.1|DSUB
OG0010354	LOC115629163|XP_030381397.1|SLEB	LOC117890411|XP_034651117.1|DSUB
OG0010355	LOC115627387|XP_030378900.1|SLEB	LOC117903039|XP_034670661.1|DSUB
OG0010357	LOC115630088|XP_030382575.1|SLEB	LOC117903837|XP_034672180.1|DSUB
OG0010358	LOC115633426|XP_030386746.1|SLEB	LOC117899723|XP_034665852.1|DSUB
OG0010359	LOC115627935|XP_030379688.1|SLEB	LOC117894561|XP_034657580.1|DSUB
OG0010360	LOC115627945|XP_030379698.1|SLEB	LOC117892748|XP_034655066.1|DSUB
OG0010361	LOC115627908|XP_030379663.1|SLEB	LOC117902678|XP_034670105.1|DSUB
OG0010362	LOC115627233|XP_030378715.1|SLEB	LOC117903620|XP_034671769.1|DSUB
OG0010363	LOC115633406|XP_030386709.1|SLEB	LOC117903295|XP_034671115.1|DSUB
OG0010364	LOC115627993|XP_030379749.1|SLEB	LOC117895576|XP_034659192.1|DSUB
OG0010365	LOC115627946|XP_030379699.1|SLEB	LOC117891901|XP_034653654.1|DSUB
OG0010367	LOC115627372|XP_030378884.1|SLEB	LOC117893760|XP_034656393.1|DSUB
OG0010368	LOC115627368|XP_030378880.1|SLEB	LOC117903091|XP_034670789.1|DSUB
OG0010369	LOC115633219|XP_030386468.1|SLEB	LOC117894638|XP_034657704.1|DSUB
OG0010370	LOC115627882|XP_030379628.1|SLEB	LOC117898069|XP_034663136.1|DSUB
OG0010371	LOC115629648|XP_030382019.1|SLEB	LOC117903479|XP_034671426.1|DSUB
OG0010372	LOC115627398|XP_030378913.1|SLEB	LOC117895034|XP_034658300.1|DSUB
OG0010373	LOC115627403|XP_030378917.1|SLEB	LOC117894732|XP_034657822.1|DSUB
OG0010374	LOC115629204|XP_030381463.1|SLEB	LOC117895692|XP_034659433.1|DSUB
OG0010375	LOC115629160|XP_030381393.1|SLEB	LOC117903431|XP_034671345.1|DSUB
OG0010376	LOC115626777|XP_030378103.1|SLEB	LOC117903712|XP_034671950.1|DSUB
OG0010377	LOC115628943|XP_030381076.1|SLEB	LOC117891496|XP_034652878.1|DSUB
OG0010378	LOC115629814|XP_030382242.1|SLEB	LOC117890232|XP_034650864.1|DSUB
OG0010379	LOC115633242|XP_030386497.1|SLEB	LOC117890926|XP_034651952.1|DSUB
OG0010380	LOC115629359|XP_030381671.1|SLEB	LOC117903101|XP_034670804.1|DSUB
OG0010381	LOC115632808|XP_030385920.1|SLEB	LOC117902781|XP_034670275.1|DSUB
OG0010382	LOC115629381|XP_030381695.1|SLEB	LOC117892358|XP_034654462.1|DSUB
OG0010383	LOC115629370|XP_030381688.1|SLEB	LOC117890973|XP_034652006.1|DSUB
OG0010384	LOC115626792|XP_030378117.1|SLEB	LOC117901058|XP_034667564.1|DSUB
OG0010385	LOC115626488|XP_030377733.1|SLEB	LOC117900408|XP_034666654.1|DSUB
OG0010386	LOC115626380|XP_030377597.1|SLEB	LOC117901800|XP_034668604.1|DSUB
OG0010387	LOC115626414|XP_030377641.1|SLEB	LOC117900978|XP_034667462.1|DSUB
OG0010388	LOC115626064|XP_030377177.1|SLEB	LOC117901990|XP_034668891.1|DSUB
OG0010389	LOC115621864|XP_030371545.1|SLEB	LOC117902039|XP_034668994.1|DSUB
OG0010390	LOC115625736|XP_030376749.1|SLEB	LOC117900995|XP_034667483.1|DSUB
OG0010391	LOC115625794|XP_030376830.1|SLEB	LOC117901680|XP_034668414.1|DSUB
OG0010393	LOC115626594|XP_030377837.1|SLEB	LOC117900896|XP_034667318.1|DSUB
OG0010394	LOC115625979|XP_030377085.1|SLEB	LOC117901752|XP_034668530.1|DSUB
OG0010395	LOC115625398|XP_030376297.1|SLEB	LOC117900740|XP_034667106.1|DSUB
OG0010396	LOC115626552|XP_030377790.1|SLEB	LOC117901314|XP_034667915.1|DSUB
OG0010397	LOC115626548|XP_030377785.1|SLEB	LOC117900849|XP_034667260.1|DSUB
OG0010399	LOC115626609|XP_030377862.1|SLEB	LOC117900162|XP_034666295.1|DSUB
OG0010400	LOC115626538|XP_030377778.1|SLEB	LOC117902764|XP_034670247.1|DSUB
OG0010401	LOC115626421|XP_030377650.1|SLEB	LOC117902760|XP_034670244.1|DSUB
OG0010402	LOC115625825|XP_030376875.1|SLEB	LOC117900318|XP_034666539.1|DSUB
OG0010403	LOC115625649|XP_030376637.1|SLEB	LOC117900321|XP_034666544.1|DSUB
OG0010404	LOC115629089|XP_030381262.1|SLEB, LOC115629027|XP_030381185.1|SLEB	LOC117901258|XP_034667842.1|DSUB
OG0010405	LOC115629086|XP_030381260.1|SLEB, LOC115629001|XP_030381147.1|SLEB	LOC117901259|XP_034667843.1|DSUB
OG0010406	LOC115629005|XP_030381153.1|SLEB	LOC117901260|XP_034667844.1|DSUB
OG0010407	LOC115626093|XP_030377205.1|SLEB	LOC117900689|XP_034667029.1|DSUB
OG0010409	LOC115629993|XP_030382479.1|SLEB	LOC117900142|XP_034666265.1|DSUB
OG0010411	LOC115631724|XP_030384419.1|SLEB	LOC117900586|XP_034666887.1|DSUB
OG0010412	LOC115630794|XP_030383312.1|SLEB	LOC117900998|XP_034667487.1|DSUB
OG0010413	LOC115631839|XP_030384541.1|SLEB	LOC117901347|XP_034667949.1|DSUB
OG0010414	LOC115631847|XP_030384551.1|SLEB	LOC117900931|XP_034667386.1|DSUB
OG0010415	LOC115631275|XP_030383846.1|SLEB	LOC117901650|XP_034668378.1|DSUB
OG0010416	LOC115631824|XP_030384524.1|SLEB	LOC117901828|XP_034668649.1|DSUB
OG0010417	LOC115631322|XP_030383901.1|SLEB	LOC117900712|XP_034667064.1|DSUB
OG0010418	LOC115631639|XP_030384307.1|SLEB	LOC117901053|XP_034667556.1|DSUB
OG0010419	LOC115630533|XP_030382997.1|SLEB	LOC117901916|XP_034668776.1|DSUB
OG0010421	LOC115631269|XP_030383841.1|SLEB	LOC117901191|XP_034667735.1|DSUB
OG0010422	LOC115631189|XP_030383740.1|SLEB	LOC117901455|XP_034668098.1|DSUB
OG0010423	LOC115621593|XP_030371144.1|SLEB	LOC117901766|XP_034668547.1|DSUB
OG0010424	LOC115628603|XP_030380647.1|SLEB	LOC117900764|XP_034667135.1|DSUB
OG0010425	LOC115630777|XP_030383292.1|SLEB	LOC117899993|XP_034666055.1|DSUB
OG0010426	LOC115630726|XP_030383241.1|SLEB	LOC117899991|XP_034666051.1|DSUB
OG0010427	LOC115628610|XP_030380653.1|SLEB	LOC117901192|XP_034667736.1|DSUB
OG0010428	LOC115628590|XP_030380633.1|SLEB	LOC117902667|XP_034670088.1|DSUB
OG0010429	LOC115632058|XP_030384895.1|SLEB	LOC117902557|XP_034669890.1|DSUB
OG0010430	LOC115631863|XP_030384572.1|SLEB	LOC117901933|XP_034668792.1|DSUB
OG0010431	LOC115631295|XP_030383870.1|SLEB	LOC117900983|XP_034667471.1|DSUB
OG0010432	LOC115631512|XP_030384139.1|SLEB	LOC117900984|XP_034667472.1|DSUB
OG0010433	LOC115631297|XP_030383872.1|SLEB	LOC117900592|XP_034666892.1|DSUB
OG0010434	LOC115631265|XP_030383837.1|SLEB	LOC117901642|XP_034668367.1|DSUB
OG0010435	LOC115631426|XP_030384016.1|SLEB	LOC117902224|XP_034669348.1|DSUB
OG0010436	LOC115631340|XP_030383917.1|SLEB	LOC117900248|XP_034666438.1|DSUB
OG0010437	LOC115625865|XP_030376936.1|SLEB	LOC117901137|XP_034667670.1|DSUB
OG0010438	LOC115626112|XP_030377226.1|SLEB	LOC117893873|XP_034656535.1|DSUB
OG0010439	LOC115626002|XP_030377107.1|SLEB	LOC117900684|XP_034667021.1|DSUB
OG0010440	LOC115630783|XP_030383299.1|SLEB	LOC117900781|XP_034667153.1|DSUB
OG0010441	LOC115630492|XP_030382938.1|SLEB	LOC117901459|XP_034668104.1|DSUB
OG0010442	LOC115633679|XP_030386993.1|SLEB	LOC117898113|XP_034663190.1|DSUB
OG0010443	LOC115631841|XP_030384544.1|SLEB	LOC117900481|XP_034666757.1|DSUB
OG0010444	LOC115631823|XP_030384523.1|SLEB	LOC117900467|XP_034666734.1|DSUB
OG0010445	LOC115630523|XP_030382987.1|SLEB	LOC117900377|XP_034666620.1|DSUB
OG0010446	LOC115628562|XP_030380584.1|SLEB	LOC117900089|XP_034666190.1|DSUB
OG0010447	LOC115622975|XP_030372987.1|SLEB	LOC117893610|XP_034656178.1|DSUB
OG0010448	LOC115622668|XP_030372543.1|SLEB	LOC117893151|XP_034655502.1|DSUB
OG0010449	LOC115632954|XP_030386114.1|SLEB	LOC117893177|XP_034655559.1|DSUB
OG0010450	LOC115622422|XP_030372217.1|SLEB	LOC117894200|XP_034657006.1|DSUB
OG0010451	LOC115622845|XP_030372786.1|SLEB	LOC117892974|XP_034655205.1|DSUB
OG0010452	LOC115622916|XP_030372900.1|SLEB	LOC117895527|XP_034659124.1|DSUB
OG0010453	LOC115622640|XP_030372507.1|SLEB	LOC117895525|XP_034659122.1|DSUB
OG0010454	LOC115633010|XP_030386195.1|SLEB	LOC117893986|XP_034656691.1|DSUB
OG0010455	LOC115624817|XP_030375523.1|SLEB	LOC117895204|XP_034658579.1|DSUB
OG0010456	LOC115632922|XP_030386074.1|SLEB	LOC117894360|XP_034657244.1|DSUB
OG0010457	LOC115622524|XP_030372348.1|SLEB	LOC117893863|XP_034656524.1|DSUB
OG0010458	LOC115622526|XP_030372349.1|SLEB	LOC117894022|XP_034656751.1|DSUB
OG0010459	LOC115622532|XP_030372355.1|SLEB	LOC117893490|XP_034656013.1|DSUB
OG0010460	LOC115632801|XP_030385912.1|SLEB	LOC117893488|XP_034656011.1|DSUB
OG0010461	LOC115623024|XP_030373063.1|SLEB	LOC117894896|XP_034658077.1|DSUB
OG0010462	LOC115632208|XP_030385120.1|SLEB	LOC117894613|XP_034657656.1|DSUB
OG0010463	LOC115632612|XP_030385699.1|SLEB	LOC117894547|XP_034657559.1|DSUB
OG0010464	LOC115632614|XP_030385701.1|SLEB	LOC117894521|XP_034657525.1|DSUB
OG0010465	LOC115632897|XP_030386048.1|SLEB	LOC117894512|XP_034657512.1|DSUB
OG0010466	LOC115632912|XP_030386061.1|SLEB	LOC117894510|XP_034657510.1|DSUB
OG0010467	LOC115632834|XP_030385949.1|SLEB	LOC117894534|XP_034657542.1|DSUB
OG0010468	LOC115632662|XP_030385755.1|SLEB	LOC117893859|XP_034656520.1|DSUB
OG0010469	LOC115628412|XP_030380360.1|SLEB	LOC117895279|XP_034658705.1|DSUB
OG0010470	LOC115632796|XP_030385908.1|SLEB	LOC117894140|XP_034656925.1|DSUB
OG0010471	LOC115632812|XP_030385923.1|SLEB	LOC117894144|XP_034656929.1|DSUB
OG0010472	LOC115623171|XP_030373248.1|SLEB	LOC117893127|XP_034655466.1|DSUB
OG0010473	LOC115622340|XP_030372112.1|SLEB	LOC117895463|XP_034659029.1|DSUB
OG0010474	LOC115633052|XP_030386258.1|SLEB	LOC117895031|XP_034658294.1|DSUB
OG0010475	LOC115622954|XP_030372954.1|SLEB	LOC117893635|XP_034656212.1|DSUB
OG0010476	LOC115632760|XP_030385869.1|SLEB, LOC115632915|XP_030386066.1|SLEB	LOC117894492|XP_034657491.1|DSUB
OG0010477	LOC115632974|XP_030386144.1|SLEB	LOC117894202|XP_034657009.1|DSUB
OG0010478	LOC115628417|XP_030380365.1|SLEB	LOC117894306|XP_034657164.1|DSUB
OG0010479	LOC115628336|XP_030380260.1|SLEB	LOC117895711|XP_034659453.1|DSUB
OG0010480	LOC115632959|XP_030386119.1|SLEB	LOC117893741|XP_034656361.1|DSUB
OG0010481	LOC115632341|XP_030385306.1|SLEB	LOC117895786|XP_034659577.1|DSUB
OG0010482	LOC115632399|XP_030385393.1|SLEB	LOC117894455|XP_034657445.1|DSUB
OG0010483	LOC115632554|XP_030385629.1|SLEB	LOC117895087|XP_034658375.1|DSUB
OG0010484	LOC115632859|XP_030385980.1|SLEB	LOC117893594|XP_034656159.1|DSUB
OG0010486	LOC115624920|XP_030375630.1|SLEB	LOC117894555|XP_034657570.1|DSUB
OG0010487	LOC115623287|XP_030373431.1|SLEB	LOC117895037|XP_034658302.1|DSUB
OG0010488	LOC115632257|XP_030385190.1|SLEB	LOC117893598|XP_034656163.1|DSUB
OG0010489	LOC115632938|XP_030386093.1|SLEB	LOC117893487|XP_034656010.1|DSUB
OG0010491	LOC115624893|XP_030375601.1|SLEB	LOC117892611|XP_034654853.1|DSUB
OG0010492	LOC115634260|XP_030387714.1|SLEB	LOC117895097|XP_034658385.1|DSUB
OG0010493	LOC115622991|XP_030373011.1|SLEB	LOC117893168|XP_034655537.1|DSUB
OG0010494	LOC115622201|XP_030371956.1|SLEB	LOC117893778|XP_034656410.1|DSUB
OG0010495	LOC115622283|XP_030372045.1|SLEB	LOC117894220|XP_034657027.1|DSUB
OG0010496	LOC115624040|XP_030374481.1|SLEB	LOC117893012|XP_034655258.1|DSUB
OG0010497	LOC115634065|XP_030387474.1|SLEB	LOC117893312|XP_034655791.1|DSUB
OG0010498	LOC115634171|XP_030387614.1|SLEB	LOC117890230|XP_034650859.1|DSUB
OG0010499	LOC115634406|XP_030387961.1|SLEB	LOC117890363|XP_034651047.1|DSUB
OG0010500	LOC115634682|XP_030388401.1|SLEB	LOC117889855|XP_034650245.1|DSUB
OG0010501	LOC115634741|XP_030388489.1|SLEB	LOC117891596|XP_034653019.1|DSUB
OG0010502	LOC115623183|XP_030373263.1|SLEB	LOC117893213|XP_034655638.1|DSUB, LOC117893188|XP_034655589.1|DSUB
OG0010503	LOC115634790|XP_030388558.1|SLEB	LOC117890240|XP_034650875.1|DSUB
OG0010504	LOC115628750|XP_030380823.1|SLEB	LOC117889711|XP_034650022.1|DSUB
OG0010506	LOC115621278|XP_030370744.1|SLEB	LOC117890099|XP_034650654.1|DSUB
OG0010507	LOC115634228|XP_030387679.1|SLEB	LOC117892286|XP_034654297.1|DSUB
OG0010508	LOC115634434|XP_030388001.1|SLEB	LOC117891575|XP_034652990.1|DSUB
OG0010509	LOC115634399|XP_030387950.1|SLEB	LOC117890779|XP_034651741.1|DSUB
OG0010510	LOC115634315|XP_030387835.1|SLEB	LOC117890437|XP_034651158.1|DSUB
OG0010511	LOC115629765|XP_030382216.1|SLEB	LOC117892749|XP_034655063.1|DSUB
OG0010512	LOC115627644|XP_030379241.1|SLEB	LOC117891227|XP_034652464.1|DSUB
OG0010513	LOC115634102|XP_030387518.1|SLEB	LOC117890405|XP_034651106.1|DSUB
OG0010514	LOC115623181|XP_030373266.1|SLEB	LOC117891748|XP_034653244.1|DSUB
OG0010515	LOC115634030|XP_030387426.1|SLEB	LOC117891631|XP_034653064.1|DSUB
OG0010516	LOC115634518|XP_030388145.1|SLEB	LOC117892075|XP_034653955.1|DSUB
OG0010517	LOC115634249|XP_030387704.1|SLEB	LOC117892315|XP_034654357.1|DSUB
OG0010518	LOC115634179|XP_030387628.1|SLEB	LOC117891410|XP_034652747.1|DSUB
OG0010519	LOC115624693|XP_030375366.1|SLEB	LOC117891652|XP_034653093.1|DSUB
OG0010521	LOC115633926|XP_030387302.1|SLEB	LOC117890445|XP_034651167.1|DSUB
OG0010522	LOC115633958|XP_030387336.1|SLEB	LOC117890332|XP_034651014.1|DSUB
OG0010523	LOC115624064|XP_030374513.1|SLEB	LOC117890904|XP_034651894.1|DSUB
OG0010524	LOC115624527|XP_030375107.1|SLEB	LOC117890307|XP_034650977.1|DSUB
OG0010525	LOC115634595|XP_030388288.1|SLEB	LOC117891811|XP_034653396.1|DSUB
OG0010526	LOC115634398|XP_030387949.1|SLEB	LOC117890497|XP_034651279.1|DSUB
OG0010527	LOC115634617|XP_030388325.1|SLEB	LOC117889802|XP_034650170.1|DSUB
OG0010528	LOC115634374|XP_030387912.1|SLEB	LOC117891208|XP_034652438.1|DSUB
OG0010530	LOC115630251|XP_030382652.1|SLEB	LOC117889960|XP_034650409.1|DSUB
OG0010531	LOC115621061|XP_030370445.1|SLEB	LOC117899761|XP_034665907.1|DSUB
