Orthogroup	SLEB.longest_only	DSAN.longest_only
OG0008430	LOC115629358|XP_030381670.1|SLEB	LOC120455058|XP_039496846.1|DSAN
OG0008431	LOC115631027|XP_030383547.1|SLEB	LOC120447980|XP_039485609.1|DSAN
OG0008432	LOC115621402|XP_030370906.1|SLEB	LOC120453362|XP_039493969.1|DSAN
OG0008433	LOC115623184|XP_030373265.1|SLEB	LOC120448356|XP_039486257.1|DSAN
OG0008434	LOC115621521|XP_030371046.1|SLEB	LOC120452940|XP_039493355.1|DSAN
OG0008435	LOC115631685|XP_030384362.1|SLEB	LOC120458574|XP_039502207.1|DSAN
OG0008436	LOC115626943|XP_030378322.1|SLEB	LOC120445661|XP_039482140.1|DSAN
OG0008438	LOC115624026|XP_030374463.1|SLEB	LOC120452316|XP_039492401.1|DSAN
OG0008439	LOC115633692|XP_030387008.1|SLEB	LOC120446590|XP_039483545.1|DSAN
OG0008440	LOC115623447|XP_030373657.1|SLEB	LOC120454535|XP_039495846.1|DSAN
OG0008441	LOC115632285|XP_030385233.1|SLEB	LOC120449005|XP_039487211.1|DSAN
OG0008442	LOC115626964|XP_030378342.1|SLEB	LOC120446025|XP_039482714.1|DSAN
OG0008443	LOC115624575|XP_030375166.1|SLEB	LOC120448838|XP_039486973.1|DSAN
OG0008444	LOC115623279|XP_030373422.1|SLEB	LOC120450561|XP_039489604.1|DSAN
OG0008445	LOC115627035|XP_030378426.1|SLEB	LOC120456735|XP_039499658.1|DSAN
OG0008446	LOC115627323|XP_030378826.1|SLEB	LOC120455872|XP_039498281.1|DSAN
OG0008447	LOC115628836|XP_030380935.1|SLEB	LOC120456135|XP_039498697.1|DSAN
OG0008448	LOC115629343|XP_030381652.1|SLEB	LOC120457315|XP_039500747.1|DSAN
OG0008449	LOC115627631|XP_030379227.1|SLEB	LOC120455653|XP_039497977.1|DSAN
OG0008450	LOC115629625|XP_030381986.1|SLEB	LOC120457016|XP_039500106.1|DSAN
OG0008451	LOC115624155|XP_030374612.1|SLEB	LOC120451593|XP_039491347.1|DSAN
OG0008452	LOC115631572|XP_030384224.1|SLEB	LOC120458040|XP_039501483.1|DSAN
OG0008453	LOC115629687|XP_030382071.1|SLEB	LOC120445967|XP_039482616.1|DSAN
OG0008454	LOC115629250|XP_030381527.1|SLEB	LOC120455387|XP_039497448.1|DSAN
OG0008455	LOC115628391|XP_030380335.1|SLEB	LOC120450207|XP_039489008.1|DSAN
OG0008456	LOC115623318|XP_030373439.1|SLEB	LOC120454241|XP_039495281.1|DSAN
OG0008457	LOC115623640|XP_030373944.1|SLEB	LOC120451471|XP_039491094.1|DSAN
OG0008458	LOC115624860|XP_030375566.1|SLEB	LOC120445355|XP_039481634.1|DSAN, LOC120445354|XP_039481633.1|DSAN
OG0008459	LOC115620697|XP_030369927.1|SLEB	LOC120456089|XP_039498616.1|DSAN
OG0008460	LOC115626344|XP_030377553.1|SLEB	LOC120443828|XP_039479112.1|DSAN
OG0008461	LOC115631987|XP_030384766.1|SLEB	LOC120446412|XP_039483296.1|DSAN
OG0008462	LOC115631737|XP_030384435.1|SLEB	LOC120454957|XP_039496674.1|DSAN
OG0008463	LOC115631964|XP_030384687.1|SLEB	LOC120454437|XP_039495670.1|DSAN
OG0008464	LOC115631726|XP_030384424.1|SLEB	LOC120447017|XP_039484270.1|DSAN
OG0008465	LOC115623043|XP_030373083.1|SLEB	LOC120444278|XP_039479728.1|DSAN
OG0008466	LOC115634103|XP_030387519.1|SLEB	LOC120444687|XP_039480488.1|DSAN
OG0008467	LOC115628930|XP_030381056.1|SLEB	LOC120446126|XP_039482885.1|DSAN
OG0008468	LOC115631849|XP_030384553.1|SLEB	LOC120458545|XP_039502160.1|DSAN
OG0008469	LOC115626097|XP_030377243.1|SLEB	LOC120457179|XP_039500408.1|DSAN
OG0008470	LOC115626501|XP_030377750.1|SLEB	LOC120444288|XP_039479738.1|DSAN
OG0008472	LOC115628381|XP_030380326.1|SLEB	LOC120446764|XP_039483834.1|DSAN
OG0008473	LOC115628045|XP_030379849.1|SLEB	LOC120455250|XP_039497181.1|DSAN
OG0008474	LOC115625214|XP_030376044.1|SLEB	LOC120453810|XP_039494622.1|DSAN
OG0008475	LOC115626084|XP_030377196.1|SLEB	LOC120453114|XP_039493588.1|DSAN
OG0008476	LOC115625453|XP_030376361.1|SLEB	LOC120454418|XP_039495624.1|DSAN
OG0008477	LOC115619971|XP_030368867.1|SLEB	LOC120445937|XP_039482535.1|DSAN
OG0008479	LOC115624537|XP_030375121.1|SLEB	LOC120445057|XP_039481113.1|DSAN
OG0008480	LOC115622419|XP_030372214.1|SLEB	LOC120447898|XP_039485474.1|DSAN
OG0008481	LOC115633300|XP_030386571.1|SLEB	LOC120456458|XP_039499239.1|DSAN
OG0008482	LOC115632150|XP_030385028.1|SLEB	LOC120448795|XP_039486919.1|DSAN
OG0008483	LOC115631720|XP_030384415.1|SLEB	LOC120454371|XP_039495541.1|DSAN
OG0008484	LOC115624119|XP_030374574.1|SLEB	LOC120450945|XP_039490152.1|DSAN
OG0008485	LOC115626299|XP_030377487.1|SLEB	LOC120458581|XP_039502213.1|DSAN
OG0008486	LOC115627746|XP_030379380.1|SLEB	LOC120454845|XP_039496274.1|DSAN
OG0008487	LOC115633247|XP_030386503.1|SLEB	LOC120454973|XP_039496689.1|DSAN
OG0008488	LOC115624309|XP_030374792.1|SLEB	LOC120453690|XP_039494444.1|DSAN
OG0008489	LOC115624247|XP_030374728.1|SLEB	LOC120451970|XP_039491930.1|DSAN
OG0008490	LOC115624139|XP_030374595.1|SLEB	LOC120454650|XP_039496086.1|DSAN
OG0008491	LOC115620974|XP_030370355.1|SLEB	LOC120453982|XP_039494871.1|DSAN
OG0008492	LOC115631388|XP_030383970.1|SLEB	LOC120446377|XP_039483242.1|DSAN, LOC120446791|XP_039483881.1|DSAN
OG0008493	LOC115626024|XP_030377133.1|SLEB	LOC120458049|XP_039501493.1|DSAN
OG0008494	LOC115632642|XP_030385732.1|SLEB, LOC115634759|XP_030388510.1|SLEB, LOC115632867|XP_030385990.1|SLEB	LOC120446641|XP_039483643.1|DSAN
OG0008495	LOC115634695|XP_030388430.1|SLEB	LOC120447128|XP_039484496.1|DSAN
OG0008496	LOC115623032|XP_030373072.1|SLEB	LOC120444277|XP_039479727.1|DSAN
OG0008497	LOC115634074|XP_030387481.1|SLEB	LOC120446424|XP_039483320.1|DSAN
OG0008498	LOC115621705|XP_030371275.1|SLEB	LOC120444597|XP_039480304.1|DSAN
OG0008499	LOC115632157|XP_030385046.1|SLEB	LOC120446663|XP_039483668.1|DSAN
OG0008500	LOC115631272|XP_030383847.1|SLEB	LOC120448428|XP_039486367.1|DSAN
OG0008501	LOC115622997|XP_030373016.1|SLEB	LOC120449038|XP_039487256.1|DSAN
OG0008502	LOC115627201|XP_030378679.1|SLEB	LOC120455115|XP_039496938.1|DSAN
OG0008503	LOC115628936|XP_030381068.1|SLEB	LOC120455342|XP_039497366.1|DSAN
OG0008504	LOC115633038|XP_030386242.1|SLEB	LOC120450070|XP_039488791.1|DSAN
OG0008505	LOC115623245|XP_030373366.1|SLEB	LOC120448254|XP_039486101.1|DSAN
OG0008506	LOC115632335|XP_030385300.1|SLEB	LOC120448917|XP_039487074.1|DSAN
OG0008507	LOC115622633|XP_030372499.1|SLEB	LOC120449135|XP_039487383.1|DSAN, LOC120449136|XP_039487384.1|DSAN
OG0008508	LOC115627987|XP_030379743.1|SLEB	LOC120456076|XP_039498602.1|DSAN
OG0008509	LOC115629750|XP_030382149.1|SLEB	LOC120456051|XP_039498563.1|DSAN, LOC120452338|XP_039492436.1|DSAN, LOC120455613|XP_039497928.1|DSAN
OG0008510	LOC115633278|XP_030386549.1|SLEB	LOC120455267|XP_039497201.1|DSAN
OG0008512	LOC115629023|XP_030381180.1|SLEB	LOC120458473|XP_039502066.1|DSAN
OG0008513	LOC115631263|XP_030383834.1|SLEB	LOC120458602|XP_039502241.1|DSAN
OG0008514	LOC115631429|XP_030384021.1|SLEB	LOC120446388|XP_039483258.1|DSAN, LOC120446387|XP_039483257.1|DSAN
OG0008515	LOC115631613|XP_030384277.1|SLEB	LOC120453897|XP_039494753.1|DSAN
OG0008516	LOC115623177|XP_030373257.1|SLEB	LOC120450249|XP_039489071.1|DSAN
OG0008518	LOC115634106|XP_030387524.1|SLEB	LOC120448306|XP_039486184.1|DSAN
OG0008519	LOC115634780|XP_030388540.1|SLEB	LOC120446701|XP_039483733.1|DSAN
OG0008520	LOC115623740|XP_030374113.1|SLEB	LOC120454331|XP_039495473.1|DSAN
OG0008521	LOC115625435|XP_030376341.1|SLEB, LOC115625430|XP_030376330.1|SLEB	LOC120451988|XP_039491949.1|DSAN, LOC120454306|XP_039495439.1|DSAN
OG0008522	LOC115625732|XP_030376748.1|SLEB	LOC120447243|XP_039484705.1|DSAN, LOC120445001|XP_039480980.1|DSAN
OG0008523	LOC115626126|XP_030377240.1|SLEB	LOC120453539|XP_039494227.1|DSAN
OG0008524	LOC115626955|XP_030378330.1|SLEB	LOC120456195|XP_039498808.1|DSAN, LOC120456198|XP_039498812.1|DSAN
OG0008527	LOC115627578|XP_030379161.1|SLEB	LOC120457032|XP_039500129.1|DSAN
OG0008528	LOC115632230|XP_030385150.1|SLEB	LOC120447988|XP_039485617.1|DSAN
OG0008529	LOC115626930|XP_030378296.1|SLEB	LOC120457355|XP_039500805.1|DSAN
OG0008530	LOC115633341|XP_030386633.1|SLEB	LOC120456640|XP_039499496.1|DSAN
OG0008531	LOC115629855|XP_030382297.1|SLEB	LOC120455032|XP_039496798.1|DSAN
OG0008532	LOC115629122|XP_030381319.1|SLEB	LOC120456745|XP_039499669.1|DSAN
OG0008534	LOC115629633|XP_030381994.1|SLEB	LOC120456075|XP_039498598.1|DSAN
OG0008535	LOC115626875|XP_030378246.1|SLEB	LOC120455622|XP_039497938.1|DSAN
OG0008538	LOC115628684|XP_030380718.1|SLEB	LOC120455278|XP_039497235.1|DSAN
OG0008540	LOC115625344|XP_030376232.1|SLEB	LOC120453557|XP_039494244.1|DSAN
OG0008541	LOC115622583|XP_030372439.1|SLEB	LOC120443897|XP_039479262.1|DSAN
OG0008542	LOC115632197|XP_030385103.1|SLEB	LOC120449686|XP_039488236.1|DSAN
OG0008544	LOC115634389|XP_030387938.1|SLEB	LOC120443775|XP_039479029.1|DSAN
OG0008545	LOC115633691|XP_030387007.1|SLEB	LOC120444670|XP_039480452.1|DSAN
OG0008546	LOC115622970|XP_030372980.1|SLEB	LOC120450115|XP_039488871.1|DSAN
OG0008547	LOC115628920|XP_030381041.1|SLEB	LOC120457412|XP_039500944.1|DSAN
OG0008548	LOC115626271|XP_030377449.1|SLEB	LOC120453168|XP_039493662.1|DSAN
OG0008549	LOC115620555|XP_030369702.1|SLEB	LOC120454406|XP_039495601.1|DSAN
OG0008550	LOC115624498|XP_030375062.1|SLEB	LOC120455379|XP_039497439.1|DSAN
OG0008551	LOC115622353|XP_030372128.1|SLEB	LOC120448762|XP_039486882.1|DSAN
OG0008552	LOC115622617|XP_030372478.1|SLEB	LOC120449201|XP_039487499.1|DSAN
OG0008553	LOC115634310|XP_030387828.1|SLEB	LOC120458718|XP_039502401.1|DSAN
OG0008554	LOC115627780|XP_030379449.1|SLEB	LOC120455287|XP_039497259.1|DSAN
OG0008555	LOC115626676|XP_030377962.1|SLEB	LOC120456582|XP_039499423.1|DSAN
OG0008557	LOC115620714|XP_030369951.1|SLEB	LOC120452992|XP_039493428.1|DSAN
OG0008558	LOC115625873|XP_030376946.1|SLEB	LOC120443917|XP_039479291.1|DSAN
OG0008560	LOC115626634|XP_030377902.1|SLEB	LOC120447173|XP_039484567.1|DSAN
OG0008562	LOC115626203|XP_030377346.1|SLEB	LOC120452140|XP_039492201.1|DSAN
OG0008563	LOC115620890|XP_030370233.1|SLEB	LOC120451065|XP_039490358.1|DSAN
OG0008564	LOC115631403|XP_030383986.1|SLEB	LOC120450814|XP_039489928.1|DSAN
OG0008565	LOC115633356|XP_030386656.1|SLEB	LOC120450353|XP_039489263.1|DSAN
OG0008566	LOC115625675|XP_030376672.1|SLEB	LOC120458053|XP_039501497.1|DSAN
OG0008567	LOC115631621|XP_030384287.1|SLEB	LOC120444792|XP_039480674.1|DSAN
OG0008569	LOC115629144|XP_030381358.1|SLEB	LOC120455662|XP_039497989.1|DSAN
OG0008571	LOC115622616|XP_030372476.1|SLEB	LOC120449199|XP_039487496.1|DSAN
OG0008572	LOC115623654|XP_030373969.1|SLEB	LOC120453518|XP_039494200.1|DSAN
OG0008573	LOC115633255|XP_030386516.1|SLEB	LOC120455481|XP_039497649.1|DSAN
OG0008574	LOC115622828|XP_030372766.1|SLEB	LOC120450583|XP_039489636.1|DSAN
OG0008575	LOC115620500|XP_030369612.1|SLEB	LOC120450819|XP_039489929.1|DSAN
OG0008576	LOC115627569|XP_030379153.1|SLEB	LOC120455135|XP_039496968.1|DSAN
OG0008577	LOC115622213|XP_030371968.1|SLEB	LOC120448989|XP_039487190.1|DSAN
OG0008578	LOC115624065|XP_030374510.1|SLEB	LOC120453162|XP_039493656.1|DSAN
OG0008579	LOC115623271|XP_030373410.1|SLEB	LOC120448240|XP_039486078.1|DSAN
OG0008581	LOC115633739|XP_030387072.1|SLEB	LOC120450055|XP_039488746.1|DSAN
OG0008582	LOC115629349|XP_030381658.1|SLEB	LOC120457411|XP_039500943.1|DSAN
OG0008583	LOC115629634|XP_030381995.1|SLEB	LOC120455199|XP_039497082.1|DSAN
OG0008584	LOC115629264|XP_030381548.1|SLEB	LOC120455390|XP_039497454.1|DSAN
OG0008585	LOC115627031|XP_030378421.1|SLEB	LOC120454950|XP_039496653.1|DSAN
OG0008586	LOC115627029|XP_030378418.1|SLEB	LOC120454949|XP_039496652.1|DSAN
OG0008587	LOC115623424|XP_030373606.1|SLEB	LOC120451519|XP_039491218.1|DSAN
OG0008588	LOC115624380|XP_030374947.1|SLEB	LOC120453249|XP_039493795.1|DSAN
OG0008589	LOC115629958|XP_030382432.1|SLEB	LOC120457142|XP_039500344.1|DSAN
OG0008590	LOC115625512|XP_030376436.1|SLEB	LOC120451438|XP_039491046.1|DSAN
OG0008592	LOC115631908|XP_030384618.1|SLEB, LOC115624767|XP_030375460.1|SLEB	LOC120445965|XP_039482603.1|DSAN
OG0008593	LOC115623140|XP_030373210.1|SLEB	LOC120450064|XP_039488770.1|DSAN
OG0008594	LOC115621230|XP_030370679.1|SLEB	LOC120453290|XP_039493853.1|DSAN
OG0008595	LOC115634210|XP_030387662.1|SLEB	LOC120446127|XP_039482886.1|DSAN
OG0008596	LOC115634208|XP_030387659.1|SLEB	LOC120446623|XP_039483617.1|DSAN
OG0008597	LOC115625392|XP_030376289.1|SLEB	LOC120451847|XP_039491764.1|DSAN
OG0008598	LOC115629501|XP_030381840.1|SLEB	LOC120456632|XP_039499489.1|DSAN
OG0008599	LOC115629682|XP_030382064.1|SLEB	LOC120455631|XP_039497952.1|DSAN
OG0008600	LOC115624422|XP_030375019.1|SLEB	LOC120452867|XP_039493245.1|DSAN
OG0008601	LOC115631711|XP_030384398.1|SLEB	LOC120458481|XP_039502076.1|DSAN
OG0008602	LOC115625318|XP_030376200.1|SLEB	LOC120453388|XP_039494007.1|DSAN
OG0008603	LOC115621498|XP_030371025.1|SLEB	LOC120453189|XP_039493689.1|DSAN
OG0008604	LOC115623079|XP_030373143.1|SLEB	LOC120447015|XP_039484267.1|DSAN
OG0008605	LOC115626104|XP_030377217.1|SLEB	LOC120446985|XP_039484216.1|DSAN
OG0008606	LOC115622095|XP_030371797.1|SLEB, LOC115630758|XP_030383273.1|SLEB	LOC120450071|XP_039488794.1|DSAN
OG0008607	LOC115623682|XP_030374012.1|SLEB	LOC120453643|XP_039494371.1|DSAN
OG0008608	LOC115627318|XP_030378821.1|SLEB	LOC120456133|XP_039498695.1|DSAN
OG0008609	LOC115623436|XP_030373642.1|SLEB, LOC115623981|XP_030374411.1|SLEB	LOC120452221|XP_039492282.1|DSAN
OG0008610	LOC115633682|XP_030386996.1|SLEB	LOC120446542|XP_039483491.1|DSAN
OG0008612	LOC115633874|XP_030387235.1|SLEB	LOC120458462|XP_039502046.1|DSAN
OG0008614	LOC115627520|XP_030379080.1|SLEB	LOC120457282|XP_039500657.1|DSAN
OG0008615	LOC115623853|XP_030374257.1|SLEB	LOC120452490|XP_039492673.1|DSAN
OG0008616	LOC115625561|XP_030376515.1|SLEB	LOC120452292|XP_039492362.1|DSAN
OG0008617	LOC115621618|XP_030371173.1|SLEB	LOC120452376|XP_039492501.1|DSAN
OG0008619	LOC115630708|XP_030383221.1|SLEB	LOC120458419|XP_039501990.1|DSAN
OG0008620	LOC115628000|XP_030379770.1|SLEB	LOC120457390|XP_039500888.1|DSAN
OG0008621	LOC115621221|XP_030370666.1|SLEB	LOC120451370|XP_039490954.1|DSAN
OG0008622	LOC115634634|XP_030388349.1|SLEB	LOC120445600|XP_039482033.1|DSAN
OG0008623	LOC115621620|XP_030371175.1|SLEB, LOC115621367|XP_030370850.1|SLEB	LOC120446682|XP_039483695.1|DSAN
OG0008624	LOC115633659|XP_030386965.1|SLEB	LOC120446728|XP_039483775.1|DSAN
OG0008625	LOC115634565|XP_030388252.1|SLEB	LOC120446357|XP_039483226.1|DSAN
OG0008626	LOC115623064|XP_030373107.1|SLEB	LOC120449678|XP_039488222.1|DSAN
OG0008627	LOC115632999|XP_030386181.1|SLEB	LOC120449677|XP_039488214.1|DSAN
OG0008629	LOC115625812|XP_030376899.1|SLEB	LOC120444783|XP_039480656.1|DSAN
OG0008630	LOC115627761|XP_030379407.1|SLEB	LOC120454851|XP_039496299.1|DSAN
OG0008631	LOC115622042|XP_030371770.1|SLEB	LOC120453681|XP_039494430.1|DSAN
OG0008632	LOC115620497|XP_030369609.1|SLEB	LOC120454346|XP_039495492.1|DSAN
OG0008633	LOC115626573|XP_030377817.1|SLEB	LOC120446684|XP_039483697.1|DSAN
OG0008634	LOC115626406|XP_030377631.1|SLEB	LOC120446010|XP_039482695.1|DSAN
OG0008635	LOC115634056|XP_030387459.1|SLEB	LOC120443907|XP_039479272.1|DSAN
OG0008636	LOC115623911|XP_030374326.1|SLEB	LOC120453088|XP_039493549.1|DSAN
OG0008637	LOC115634383|XP_030387928.1|SLEB	LOC120449957|XP_039488592.1|DSAN
OG0008638	LOC115620386|XP_030369454.1|SLEB	LOC120453096|XP_039493564.1|DSAN
OG0008639	LOC115621159|XP_030370577.1|SLEB	LOC120454291|XP_039495414.1|DSAN
OG0008640	LOC115620338|XP_030369395.1|SLEB	LOC120451826|XP_039491734.1|DSAN
OG0008641	LOC115621916|XP_030371617.1|SLEB	LOC120453213|XP_039493738.1|DSAN
OG0008642	LOC115628984|XP_030381123.1|SLEB	LOC120453468|XP_039494130.1|DSAN
OG0008643	LOC115620511|XP_030369634.1|SLEB	LOC120454347|XP_039495493.1|DSAN
OG0008644	LOC115620934|XP_030370302.1|SLEB	LOC120452936|XP_039493351.1|DSAN
OG0008645	LOC115626142|XP_030377264.1|SLEB	LOC120446409|XP_039483286.1|DSAN
OG0008646	LOC115630807|XP_030383331.1|SLEB	LOC120446781|XP_039483861.1|DSAN
OG0008647	LOC115630957|XP_030383391.1|SLEB	LOC120458344|XP_039501895.1|DSAN
OG0008648	LOC115631878|XP_030384586.1|SLEB	LOC120446408|XP_039483285.1|DSAN
OG0008649	LOC115630948|XP_030383418.1|SLEB	LOC120446475|XP_039483412.1|DSAN
OG0008650	LOC115624075|XP_030374524.1|SLEB	LOC120454087|XP_039495031.1|DSAN
OG0008651	LOC115633025|XP_030386213.1|SLEB	LOC120446036|XP_039482734.1|DSAN
OG0008652	LOC115629101|XP_030381285.1|SLEB	LOC120444393|XP_039479949.1|DSAN
OG0008653	LOC115634317|XP_030387837.1|SLEB	LOC120445566|XP_039481983.1|DSAN
OG0008654	LOC115633830|XP_030387178.1|SLEB	LOC120446094|XP_039482822.1|DSAN
OG0008655	LOC115633689|XP_030387006.1|SLEB	LOC120458374|XP_039501928.1|DSAN
OG0008656	LOC115628934|XP_030381066.1|SLEB	LOC120455610|XP_039497924.1|DSAN
OG0008657	LOC115626697|XP_030377985.1|SLEB	LOC120455819|XP_039498218.1|DSAN
OG0008658	LOC115629894|XP_030382350.1|SLEB	LOC120455206|XP_039497096.1|DSAN
OG0008659	LOC115630540|XP_030383006.1|SLEB	LOC120449660|XP_039488191.1|DSAN
OG0008660	LOC115632340|XP_030385304.1|SLEB	LOC120448132|XP_039485884.1|DSAN
OG0008661	LOC115622889|XP_030372852.1|SLEB	LOC120449815|XP_039488396.1|DSAN
OG0008662	LOC115632683|XP_030385779.1|SLEB	LOC120448790|XP_039486914.1|DSAN
OG0008663	LOC115620030|XP_030368995.1|SLEB	LOC120449150|XP_039487419.1|DSAN
OG0008664	LOC115632394|XP_030385384.1|SLEB, LOC115632283|XP_030385232.1|SLEB	LOC120447447|XP_039484740.1|DSAN
OG0008665	LOC115622631|XP_030372497.1|SLEB	LOC120444311|XP_039479830.1|DSAN
OG0008666	LOC115624942|XP_030375652.1|SLEB	LOC120448839|XP_039486975.1|DSAN
OG0008667	LOC115622272|XP_030372034.1|SLEB	LOC120447735|XP_039485213.1|DSAN
OG0008668	LOC115628340|XP_030380263.1|SLEB	LOC120449928|XP_039488555.1|DSAN
OG0008669	LOC115631781|XP_030384475.1|SLEB, LOC115625980|XP_030377086.1|SLEB	LOC120458898|XP_039502675.1|DSAN
OG0008670	LOC115621747|XP_030371340.1|SLEB, LOC115621743|XP_030371336.1|SLEB, LOC115620203|XP_030369198.1|SLEB, LOC115621348|XP_030370828.1|SLEB	LOC120451578|XP_039491322.1|DSAN
OG0008672	LOC115630967|XP_030383406.1|SLEB	LOC120445238|XP_039481438.1|DSAN
OG0008673	LOC115631991|XP_030384781.1|SLEB	LOC120458247|XP_039501769.1|DSAN
OG0008677	LOC115621271|XP_030370731.1|SLEB	LOC120452880|XP_039493265.1|DSAN
OG0008679	LOC115627966|XP_030379720.1|SLEB	LOC120456816|XP_039499798.1|DSAN
OG0008680	LOC115628725|XP_030380785.1|SLEB	LOC120455330|XP_039497342.1|DSAN
OG0008681	LOC115629646|XP_030382017.1|SLEB	LOC120455937|XP_039498399.1|DSAN
OG0008682	LOC115629623|XP_030381982.1|SLEB	LOC120457012|XP_039500102.1|DSAN
OG0008683	LOC115628676|XP_030380710.1|SLEB	LOC120457069|XP_039500182.1|DSAN
OG0008684	LOC115629774|XP_030382189.1|SLEB	LOC120457063|XP_039500174.1|DSAN
OG0008685	LOC115619953|XP_030368842.1|SLEB	LOC120446452|XP_039483379.1|DSAN
OG0008686	LOC115620630|XP_030369820.1|SLEB	LOC120451006|XP_039490254.1|DSAN
OG0008687	LOC115634581|XP_030388274.1|SLEB	LOC120446309|XP_039483157.1|DSAN
OG0008688	LOC115628008|XP_030379791.1|SLEB	LOC120456437|XP_039499204.1|DSAN
OG0008689	LOC115624384|XP_030374955.1|SLEB	LOC120453175|XP_039493669.1|DSAN
OG0008690	LOC115626393|XP_030377613.1|SLEB	LOC120443825|XP_039479107.1|DSAN
OG0008691	LOC115633110|XP_030386355.1|SLEB	LOC120449664|XP_039488198.1|DSAN
OG0008694	LOC115629573|XP_030381924.1|SLEB	LOC120456156|XP_039498728.1|DSAN
OG0008695	LOC115626143|XP_030377266.1|SLEB	LOC120443802|XP_039479077.1|DSAN
OG0008697	LOC115628427|XP_030380374.1|SLEB	LOC120447634|XP_039485071.1|DSAN
OG0008698	LOC115627487|XP_030379030.1|SLEB	LOC120457122|XP_039500273.1|DSAN
OG0008699	LOC115624700|XP_030375376.1|SLEB	LOC120449853|XP_039488446.1|DSAN
OG0008700	LOC115623934|XP_030374354.1|SLEB	LOC120454439|XP_039495668.1|DSAN
OG0008701	LOC115633940|XP_030387318.1|SLEB	LOC120446288|XP_039483114.1|DSAN
OG0008702	LOC115626524|XP_030377763.1|SLEB	LOC120453325|XP_039493919.1|DSAN
OG0008704	LOC115631289|XP_030383863.1|SLEB	LOC120455618|XP_039497937.1|DSAN
OG0008705	LOC115625931|XP_030377027.1|SLEB	LOC120449919|XP_039488548.1|DSAN
OG0008706	LOC115620450|XP_030369540.1|SLEB	LOC120452738|XP_039493044.1|DSAN
OG0008707	LOC115627380|XP_030378893.1|SLEB	LOC120455654|XP_039497978.1|DSAN
OG0008708	LOC115627245|XP_030378726.1|SLEB	LOC120457221|XP_039500525.1|DSAN
OG0008709	LOC115620584|XP_030369749.1|SLEB	LOC120454286|XP_039495406.1|DSAN
OG0008710	LOC115620387|XP_030369455.1|SLEB	LOC120453041|XP_039493495.1|DSAN
OG0008711	LOC115623542|XP_030373785.1|SLEB	LOC120451625|XP_039491412.1|DSAN
OG0008712	LOC115634211|XP_030387663.1|SLEB	LOC120446128|XP_039482887.1|DSAN
OG0008714	LOC115631738|XP_030384437.1|SLEB	LOC120454967|XP_039496686.1|DSAN
OG0008715	LOC115620817|XP_030370104.1|SLEB	LOC120451700|XP_039491529.1|DSAN
OG0008716	LOC115625402|XP_030376300.1|SLEB	LOC120451929|XP_039491884.1|DSAN
OG0008717	LOC115632391|XP_030385381.1|SLEB	LOC120449170|XP_039487446.1|DSAN
OG0008718	LOC115634161|XP_030387601.1|SLEB	LOC120447219|XP_039484672.1|DSAN
OG0008719	LOC115620398|XP_030369470.1|SLEB	LOC120454424|XP_039495643.1|DSAN
OG0008721	LOC115633382|XP_030386686.1|SLEB	LOC120456836|XP_039499822.1|DSAN
OG0008722	LOC115624478|XP_030375040.1|SLEB, LOC115623748|XP_030374143.1|SLEB	LOC120453912|XP_039494780.1|DSAN
OG0008723	LOC115622219|XP_030371976.1|SLEB	LOC120448371|XP_039486274.1|DSAN
OG0008724	LOC115626042|XP_030377153.1|SLEB	LOC120449814|XP_039488399.1|DSAN
OG0008725	LOC115634685|XP_030388408.1|SLEB	LOC120446703|XP_039483735.1|DSAN
OG0008726	LOC115621851|XP_030371526.1|SLEB	LOC120445160|XP_039481269.1|DSAN
OG0008727	LOC115631830|XP_030384528.1|SLEB, LOC115621255|XP_030370711.1|SLEB	LOC120451805|XP_039491694.1|DSAN
OG0008728	LOC115620780|XP_030370049.1|SLEB	LOC120451958|XP_039491914.1|DSAN
OG0008729	LOC115627682|XP_030379285.1|SLEB	LOC120456911|XP_039499975.1|DSAN
OG0008730	LOC115627140|XP_030378577.1|SLEB	LOC120457400|XP_039500913.1|DSAN
OG0008731	LOC115621876|XP_030371562.1|SLEB	LOC120451085|XP_039490388.1|DSAN
OG0008732	LOC115628542|XP_030380563.1|SLEB	LOC120444075|XP_039479527.1|DSAN
OG0008734	LOC115621802|XP_030371443.1|SLEB	LOC120453151|XP_039493641.1|DSAN
OG0008735	LOC115634542|XP_030388212.1|SLEB, LOC115634543|XP_030388213.1|SLEB	LOC120446134|XP_039482892.1|DSAN
OG0008736	LOC115633756|XP_030387091.1|SLEB	LOC120457768|XP_039501199.1|DSAN
OG0008738	LOC115625671|XP_030376667.1|SLEB	LOC120443731|XP_039478919.1|DSAN
OG0008739	LOC115626366|XP_030377583.1|SLEB	LOC120448803|XP_039486927.1|DSAN
OG0008740	LOC115630611|XP_030383099.1|SLEB	LOC120447205|XP_039484645.1|DSAN
OG0008741	LOC115627190|XP_030378657.1|SLEB	LOC120448232|XP_039486070.1|DSAN
OG0008742	LOC115632461|XP_030385477.1|SLEB	LOC120447568|XP_039484962.1|DSAN
OG0008743	LOC115630495|XP_030382947.1|SLEB	LOC120457767|XP_039501198.1|DSAN
OG0008744	LOC115634653|XP_030388370.1|SLEB	LOC120451408|XP_039491014.1|DSAN
OG0008745	LOC115633407|XP_030386710.1|SLEB	LOC120456773|XP_039499704.1|DSAN
