Orthogroup	SLEB.longest_only	DSEC.longest_only
OG0009200	LOC115620061|XP_030369061.1|SLEB	LOC6608478|XP_032570912.1|DSEC
OG0009201	LOC115624156|XP_030374616.1|SLEB	LOC6609777|XP_002034431.1|DSEC
OG0009202	LOC115624503|XP_030375068.1|SLEB, LOC115626600|XP_030377844.1|SLEB	LOC6618805|XP_002043054.1|DSEC
OG0009203	LOC115624891|XP_030375599.1|SLEB	LOC6619182|XP_002043406.1|DSEC
OG0009204	LOC115633684|XP_030387001.1|SLEB	LOC6610074|XP_002034690.1|DSEC
OG0009206	LOC115634696|XP_030388434.1|SLEB	LOC6609165|XP_002033867.2|DSEC
OG0009209	LOC115623985|XP_030374416.1|SLEB	LOC6606872|XP_002031666.2|DSEC
OG0009210	LOC115624145|XP_030374605.1|SLEB	LOC6609772|XP_002034426.1|DSEC
OG0009211	LOC115628513|XP_030380523.1|SLEB	LOC6618245|XP_032574567.1|DSEC, LOC6617992|XP_002042300.1|DSEC
OG0009213	LOC115626579|XP_030377820.1|SLEB	LOC116803386|XP_032583019.1|DSEC
OG0009214	LOC115623038|XP_030373075.1|SLEB	LOC6610540|XP_002035120.1|DSEC
OG0009219	LOC115625463|XP_030376371.1|SLEB	LOC6612962|XP_032576538.1|DSEC
OG0009221	LOC115632001|XP_030384790.1|SLEB	LOC6611990|XP_002036507.1|DSEC
OG0009222	LOC115627061|XP_030378468.1|SLEB	LOC6619992|XP_032580728.1|DSEC
OG0009224	LOC115623885|XP_030374297.1|SLEB	LOC6614153|XP_002038606.1|DSEC
OG0009225	LOC115626666|XP_030377948.1|SLEB	LOC6615997|XP_002040364.1|DSEC
OG0009226	LOC115627069|XP_030378477.1|SLEB	LOC116802330|XP_032582487.1|DSEC
OG0009228	LOC115626708|XP_030378002.1|SLEB	LOC6620178|XP_002044389.1|DSEC
OG0009229	LOC115623862|XP_030374267.1|SLEB	LOC6620051|XP_002044263.1|DSEC
OG0009231	LOC115629291|XP_030381591.1|SLEB	LOC6619957|XP_032581276.1|DSEC
OG0009234	LOC115628953|XP_030381089.1|SLEB, LOC115628954|XP_030381090.1|SLEB	LOC6612312|XP_002036822.1|DSEC
OG0009236	LOC115629997|XP_030382485.1|SLEB	LOC6605979|XP_032574024.1|DSEC
OG0009237	LOC115631396|XP_030383979.1|SLEB	LOC6611965|XP_002036482.2|DSEC
OG0009238	LOC115632079|XP_030384900.1|SLEB	LOC6605349|XP_002030183.2|DSEC
OG0009239	LOC115624571|XP_030375160.1|SLEB	LOC6616465|XP_002040826.1|DSEC
OG0009241	LOC115629053|XP_030381223.1|SLEB	LOC6613169|XP_002037650.1|DSEC
OG0009243	LOC115634615|XP_030388327.1|SLEB	LOC116800657|XP_032572706.1|DSEC
OG0009245	LOC115623860|XP_030374265.1|SLEB	LOC6616648|XP_002041005.1|DSEC
OG0009248	LOC115633351|XP_030386645.1|SLEB	LOC6618452|XP_032581414.1|DSEC
OG0009249	LOC115630736|XP_030383250.1|SLEB	LOC6612046|XP_002036563.1|DSEC
OG0009251	LOC115627567|XP_030379151.1|SLEB	LOC6620595|XP_002044799.1|DSEC
OG0009252	LOC115627021|XP_030378406.1|SLEB	LOC6615921|XP_002040289.2|DSEC
OG0009253	LOC115633232|XP_030386486.1|SLEB	LOC6619785|XP_032580270.1|DSEC
OG0009254	LOC115626921|XP_030378290.1|SLEB	LOC6615850|XP_032581313.1|DSEC
OG0009255	LOC115627459|XP_030378989.1|SLEB	LOC6616045|XP_002040411.1|DSEC
OG0009256	LOC115629585|XP_030381938.1|SLEB	LOC6614892|XP_002039309.1|DSEC
OG0009257	LOC115629785|XP_030382200.1|SLEB	LOC6617995|XP_002042303.1|DSEC
OG0009258	LOC115629862|XP_030382310.1|SLEB	LOC6619603|XP_032581407.1|DSEC
OG0009259	LOC115627394|XP_030378908.1|SLEB	LOC6619793|XP_032582719.1|DSEC
OG0009260	LOC115628878|XP_030380994.1|SLEB	LOC6620096|XP_002044308.1|DSEC
OG0009261	LOC115627222|XP_030378704.1|SLEB	LOC6615049|XP_032582449.1|DSEC
OG0009262	LOC115626915|XP_030378285.1|SLEB	LOC6617960|XP_002042268.1|DSEC
OG0009263	LOC115629656|XP_030382030.1|SLEB	LOC6614972|XP_002039389.2|DSEC
OG0009264	LOC115627957|XP_030379711.1|SLEB	LOC6614969|XP_032581178.1|DSEC
OG0009265	LOC115627956|XP_030379710.1|SLEB	LOC6614965|XP_002039382.2|DSEC
OG0009266	LOC115628569|XP_030380593.1|SLEB	LOC6617792|XP_002042104.2|DSEC
OG0009267	LOC115626256|XP_030377419.1|SLEB	LOC6613570|XP_002038038.1|DSEC
OG0009268	LOC115633716|XP_030387040.1|SLEB	LOC6608411|XP_002033145.2|DSEC
OG0009269	LOC115624062|XP_030374507.1|SLEB	LOC6616631|XP_032579322.1|DSEC
OG0009270	LOC115630259|XP_030382691.1|SLEB	LOC6620931|XP_002045129.2|DSEC
OG0009271	LOC115627247|XP_030378732.1|SLEB	LOC6618036|XP_002042344.2|DSEC
OG0009272	LOC115627686|XP_030379326.1|SLEB	LOC6616339|XP_002040699.1|DSEC
OG0009273	LOC115631928|XP_030384640.1|SLEB	LOC6621142|XP_032576200.1|DSEC
OG0009274	LOC115632693|XP_030385790.1|SLEB	LOC6610567|XP_032574253.1|DSEC
OG0009275	LOC115629706|XP_030382086.1|SLEB	LOC6615895|XP_002040265.2|DSEC
OG0009276	LOC115633917|XP_030387285.1|SLEB	LOC6609269|XP_002033959.1|DSEC
OG0009277	LOC115627937|XP_030379689.1|SLEB	LOC116802070|XP_032581020.1|DSEC
OG0009278	LOC115627768|XP_030379424.1|SLEB	LOC6615979|XP_002040346.2|DSEC
OG0009279	LOC115626007|XP_030377115.1|SLEB	LOC6611449|XP_032583273.1|DSEC
OG0009280	LOC115629605|XP_030381961.1|SLEB	LOC6612472|XP_002036980.1|DSEC
OG0009281	LOC115629530|XP_030381866.1|SLEB	LOC6617581|XP_002041894.1|DSEC
OG0009282	LOC115632035|XP_030384860.1|SLEB	LOC6617220|XP_002041547.2|DSEC
OG0009283	LOC115631662|XP_030384336.1|SLEB	LOC6611935|XP_032581118.1|DSEC
OG0009284	LOC115633899|XP_030387264.1|SLEB	LOC6618352|XP_002042623.1|DSEC
OG0009286	LOC115632960|XP_030386120.1|SLEB	LOC6610989|XP_002035546.1|DSEC
OG0009287	LOC115622605|XP_030372463.1|SLEB	LOC6611073|XP_002035630.1|DSEC
OG0009288	LOC115627546|XP_030379121.1|SLEB	LOC6612328|XP_032581985.1|DSEC
OG0009289	LOC115627841|XP_030379553.1|SLEB	LOC6620119|XP_032579911.1|DSEC
OG0009290	LOC115633763|XP_030387101.1|SLEB	LOC6608620|XP_002033354.1|DSEC
OG0009291	LOC115627842|XP_030379557.1|SLEB	LOC6620120|XP_032579925.1|DSEC
OG0009292	LOC115626844|XP_030378192.1|SLEB	LOC6620174|XP_002044385.1|DSEC
OG0009293	LOC115626985|XP_030378360.1|SLEB	LOC6620167|XP_002044378.1|DSEC
OG0009294	LOC115634629|XP_030388345.1|SLEB	LOC6609477|XP_002034162.1|DSEC
OG0009295	LOC115629284|XP_030381578.1|SLEB	LOC6619958|XP_032581269.1|DSEC
OG0009296	LOC115624097|XP_030374546.1|SLEB	LOC6616992|XP_002041320.2|DSEC
OG0009297	LOC115624005|XP_030374436.1|SLEB	LOC6616996|XP_002041324.2|DSEC
OG0009298	LOC115624268|XP_030374754.1|SLEB, LOC115624241|XP_030374719.1|SLEB	LOC6606698|XP_002031498.2|DSEC
OG0009299	LOC115623381|XP_030373538.1|SLEB	LOC6620396|XP_002044604.2|DSEC
OG0009300	LOC115623380|XP_030373535.1|SLEB	LOC6620394|XP_032576489.1|DSEC
OG0009301	LOC115625372|XP_030376269.1|SLEB	LOC6616937|XP_002041267.2|DSEC
OG0009302	LOC115623817|XP_030374220.1|SLEB	LOC6614288|XP_002038728.1|DSEC
OG0009303	LOC115623936|XP_030374357.1|SLEB	LOC6616731|XP_002041068.1|DSEC
OG0009304	LOC115623791|XP_030374193.1|SLEB	LOC6619012|XP_002043259.1|DSEC
OG0009305	LOC115625377|XP_030376274.1|SLEB	LOC6616887|XP_032577538.1|DSEC
OG0009306	LOC115626897|XP_030378266.1|SLEB	LOC6617622|XP_002041935.1|DSEC
OG0009307	LOC115624350|XP_030374867.1|SLEB	LOC6606891|XP_002031685.1|DSEC
OG0009308	LOC115623830|XP_030374235.1|SLEB	LOC6614109|XP_002038563.1|DSEC
OG0009309	LOC115624339|XP_030374851.1|SLEB	LOC6616875|XP_032579487.1|DSEC
OG0009310	LOC115623656|XP_030373973.1|SLEB	LOC6616667|XP_002041022.1|DSEC
OG0009311	LOC115624159|XP_030374615.1|SLEB	LOC6606817|XP_032578059.1|DSEC
OG0009312	LOC115623650|XP_030373963.1|SLEB	LOC6616893|XP_002041227.1|DSEC
OG0009313	LOC115624074|XP_030374521.1|SLEB	LOC6616899|XP_032577926.1|DSEC
OG0009314	LOC115625239|XP_030376089.1|SLEB	LOC6606178|XP_032576451.1|DSEC
OG0009315	LOC115623465|XP_030373686.1|SLEB	LOC6607151|XP_032576847.1|DSEC
OG0009316	LOC115624048|XP_030374488.1|SLEB	LOC6607219|XP_002032003.1|DSEC
OG0009317	LOC115620331|XP_030369387.1|SLEB	LOC6617187|XP_002041514.1|DSEC
OG0009318	LOC115623391|XP_030373557.1|SLEB	LOC6620045|XP_002044257.1|DSEC
OG0009319	LOC115624414|XP_030375010.1|SLEB	LOC6606199|XP_002031007.1|DSEC
OG0009320	LOC115625443|XP_030376351.1|SLEB	LOC6617010|XP_002041338.1|DSEC
OG0009321	LOC115625446|XP_030376354.1|SLEB	LOC6617003|XP_002041331.1|DSEC
OG0009322	LOC115623575|XP_030373833.1|SLEB	LOC6606332|XP_002031137.1|DSEC
OG0009323	LOC115623498|XP_030373736.1|SLEB	LOC6614117|XP_002038571.1|DSEC
OG0009324	LOC115624189|XP_030374647.1|SLEB	LOC6614312|XP_032576287.1|DSEC
OG0009325	LOC115620908|XP_030370261.1|SLEB	LOC6616812|XP_032578055.1|DSEC
OG0009326	LOC115625484|XP_030376392.1|SLEB	LOC6606389|XP_032576161.1|DSEC
OG0009327	LOC115620800|XP_030370083.1|SLEB	LOC6612794|XP_002037295.1|DSEC
OG0009328	LOC115621528|XP_030371054.1|SLEB	LOC6612777|XP_032579058.1|DSEC
OG0009329	LOC115621397|XP_030370898.1|SLEB	LOC6607632|XP_002032400.1|DSEC
OG0009330	LOC115620744|XP_030369997.1|SLEB	LOC6606492|XP_002031293.1|DSEC
OG0009331	LOC115621614|XP_030371166.1|SLEB, LOC115621218|XP_030370661.1|SLEB	LOC6613709|XP_002038179.1|DSEC
OG0009332	LOC115621887|XP_030371575.1|SLEB	LOC6606587|XP_002031388.1|DSEC
OG0009333	LOC115620322|XP_030369375.1|SLEB	LOC6607325|XP_002032098.1|DSEC
OG0009334	LOC115620276|XP_030369309.1|SLEB	LOC6612918|XP_002037410.1|DSEC
OG0009335	LOC115620451|XP_030369542.1|SLEB	LOC6607272|XP_002032051.2|DSEC
OG0009336	LOC115621384|XP_030370875.1|SLEB	LOC6612985|XP_032578311.1|DSEC
OG0009337	LOC115629920|XP_030382384.1|SLEB	LOC6620206|XP_032581959.1|DSEC
OG0009338	LOC115620638|XP_030369835.1|SLEB	LOC6613798|XP_002038267.1|DSEC
OG0009339	LOC115621037|XP_030370419.1|SLEB	LOC6613793|XP_002038262.1|DSEC
OG0009340	LOC115620460|XP_030369551.1|SLEB	LOC6606529|XP_002031330.1|DSEC
OG0009341	LOC115620886|XP_030370226.1|SLEB	LOC6619280|XP_002043497.2|DSEC, LOC116801380|XP_032576177.1|DSEC
OG0009342	LOC115621475|XP_030370995.1|SLEB	LOC6606633|XP_032578358.1|DSEC
OG0009343	LOC115621044|XP_030370426.1|SLEB	LOC6606632|XP_002031433.1|DSEC
OG0009344	LOC115620463|XP_030369554.1|SLEB	LOC6607338|XP_002032111.1|DSEC
OG0009345	LOC115621814|XP_030371460.1|SLEB	LOC6618690|XP_002042949.1|DSEC
OG0009346	LOC115621423|XP_030370935.1|SLEB	LOC6620767|XP_002044969.1|DSEC
OG0009347	LOC115621435|XP_030370949.1|SLEB	LOC6617069|XP_002041397.1|DSEC
OG0009348	LOC115620228|XP_030369229.1|SLEB	LOC6607403|XP_032577903.1|DSEC
OG0009349	LOC115620778|XP_030370047.1|SLEB	LOC6616855|XP_002041191.2|DSEC
OG0009350	LOC115621388|XP_030370882.1|SLEB	LOC6612903|XP_002037395.2|DSEC
OG0009351	LOC115621133|XP_030370545.1|SLEB	LOC6612897|XP_002037389.2|DSEC
OG0009352	LOC115621299|XP_030370767.1|SLEB	LOC6614068|XP_002038522.1|DSEC
OG0009353	LOC115621667|XP_030371236.1|SLEB	LOC6607421|XP_002032190.1|DSEC
OG0009354	LOC115631303|XP_030383878.1|SLEB	LOC6612015|XP_002036532.1|DSEC
OG0009355	LOC115628527|XP_030380547.1|SLEB	LOC6617759|XP_032581970.1|DSEC
OG0009356	LOC115631344|XP_030383921.1|SLEB	LOC6613229|XP_032569883.1|DSEC
OG0009357	LOC115631809|XP_030384506.1|SLEB	LOC6617685|XP_002041997.1|DSEC
OG0009358	LOC115631117|XP_030383638.1|SLEB	LOC6613264|XP_002037741.1|DSEC
OG0009359	LOC115631116|XP_030383636.1|SLEB	LOC6613263|XP_002037740.1|DSEC
OG0009360	LOC115631498|XP_030384118.1|SLEB	LOC6611663|XP_032583376.1|DSEC
OG0009361	LOC115631499|XP_030384119.1|SLEB	LOC116801217|XP_032575297.1|DSEC
OG0009362	LOC115631862|XP_030384571.1|SLEB	LOC6611662|XP_002036197.1|DSEC
OG0009363	LOC115630931|XP_030383358.1|SLEB	LOC116800474|XP_032571610.1|DSEC
OG0009364	LOC115631815|XP_030384511.1|SLEB	LOC6613095|XP_032583195.1|DSEC
OG0009365	LOC115630419|XP_030382815.1|SLEB	LOC6613392|XP_032583754.1|DSEC
OG0009366	LOC115630680|XP_030383186.1|SLEB	LOC6612167|XP_032575119.1|DSEC
OG0009367	LOC115631136|XP_030383664.1|SLEB	LOC6617724|XP_002042036.2|DSEC
OG0009368	LOC115631698|XP_030384386.1|SLEB	LOC116803621|XP_032583582.1|DSEC
OG0009369	LOC115631669|XP_030384343.1|SLEB	LOC6617225|XP_032583101.1|DSEC
OG0009370	LOC115630704|XP_030383217.1|SLEB	LOC6618215|XP_032583207.1|DSEC
OG0009371	LOC115630670|XP_030383174.1|SLEB	LOC6618214|XP_002042489.1|DSEC
OG0009372	LOC115631674|XP_030384348.1|SLEB	LOC6617230|XP_002041557.1|DSEC
OG0009373	LOC115630498|XP_030382948.1|SLEB	LOC6614522|XP_002038953.1|DSEC
OG0009374	LOC115631129|XP_030383655.1|SLEB	LOC6614444|XP_002038877.2|DSEC
OG0009376	LOC115630797|XP_030383314.1|SLEB	LOC6613199|XP_032583528.1|DSEC
OG0009377	LOC115626346|XP_030377555.1|SLEB	LOC6613672|XP_032573952.1|DSEC
OG0009378	LOC115625725|XP_030376733.1|SLEB	LOC6611829|XP_002036351.1|DSEC
OG0009379	LOC115629040|XP_030381203.1|SLEB	LOC6613520|XP_002037988.1|DSEC
OG0009380	LOC115631821|XP_030384518.1|SLEB	LOC6611927|XP_002036444.1|DSEC
OG0009381	LOC115626448|XP_030377683.1|SLEB	LOC6613527|XP_002037995.1|DSEC
OG0009382	LOC115626372|XP_030377587.1|SLEB	LOC6611486|XP_032569994.1|DSEC
OG0009383	LOC115626094|XP_030377206.1|SLEB, LOC115625711|XP_030376716.1|SLEB	LOC6613619|XP_002038089.1|DSEC
OG0009384	LOC115626022|XP_030377131.1|SLEB	LOC6611246|XP_002035801.1|DSEC
OG0009385	LOC115626026|XP_030377136.1|SLEB	LOC6611240|XP_002035795.2|DSEC
OG0009386	LOC115626182|XP_030377319.1|SLEB	LOC6611211|XP_002035767.1|DSEC
OG0009387	LOC115626070|XP_030377186.1|SLEB	LOC6609876|XP_002034526.1|DSEC
OG0009388	LOC115626277|XP_030377463.1|SLEB	LOC6609872|XP_002034523.1|DSEC
OG0009389	LOC115629837|XP_030382277.1|SLEB	LOC6615710|XP_002040081.2|DSEC
OG0009390	LOC115620083|XP_030369125.1|SLEB	LOC6615256|XP_032570354.1|DSEC
OG0009391	LOC115630453|XP_030382873.1|SLEB	LOC6613118|XP_002037599.1|DSEC
OG0009392	LOC115633873|XP_030387233.1|SLEB	LOC6607931|XP_002032681.1|DSEC
OG0009394	LOC115634034|XP_030387435.1|SLEB	LOC6609211|XP_002033902.1|DSEC
OG0009395	LOC115634775|XP_030388531.1|SLEB	LOC6615585|XP_002039959.1|DSEC
OG0009396	LOC115634153|XP_030387593.1|SLEB	LOC6608638|XP_002033372.1|DSEC
OG0009397	LOC115634319|XP_030387839.1|SLEB	LOC6615342|XP_002039740.1|DSEC
OG0009398	LOC115634235|XP_030387689.1|SLEB	LOC6615694|XP_002040065.2|DSEC
OG0009399	LOC115619975|XP_030368870.1|SLEB	LOC6608594|XP_002033328.1|DSEC
OG0009400	LOC115634205|XP_030387651.1|SLEB	LOC6608273|XP_002033017.1|DSEC
OG0009401	LOC115632092|XP_030384927.1|SLEB	LOC6612125|XP_002036642.1|DSEC
OG0009402	LOC115623998|XP_030374429.1|SLEB	LOC6607080|XP_032579518.1|DSEC
OG0009403	LOC115632468|XP_030385492.1|SLEB	LOC6609418|XP_002034103.1|DSEC
OG0009404	LOC115625236|XP_030376085.1|SLEB	LOC6607920|XP_002032670.1|DSEC
OG0009405	LOC115634005|XP_030387391.1|SLEB	LOC6608276|XP_002033020.1|DSEC
OG0009406	LOC115634676|XP_030388394.1|SLEB	LOC6608350|XP_002033087.1|DSEC
OG0009407	LOC115629589|XP_030381943.1|SLEB	LOC6608349|XP_002033086.1|DSEC
OG0009408	LOC115634797|XP_030388565.1|SLEB	LOC6618909|XP_002043157.1|DSEC
OG0009409	LOC115634807|XP_030388579.1|SLEB	LOC6608829|XP_002033543.1|DSEC
OG0009410	LOC115633811|XP_030387159.1|SLEB	LOC6608610|XP_032571796.1|DSEC
OG0009411	LOC115628810|XP_030380896.1|SLEB	LOC6608909|XP_032570634.1|DSEC
OG0009412	LOC115627764|XP_030379418.1|SLEB	LOC6609302|XP_032571109.1|DSEC
OG0009413	LOC115634373|XP_030387911.1|SLEB	LOC6607940|XP_002032690.1|DSEC
OG0009414	LOC115634457|XP_030388041.1|SLEB, LOC115634200|XP_030387647.1|SLEB	LOC6607944|XP_002032694.1|DSEC
OG0009415	LOC115624191|XP_030374690.1|SLEB	LOC6607973|XP_002032721.1|DSEC
OG0009416	LOC115634003|XP_030387387.1|SLEB	LOC6615561|XP_002039935.1|DSEC
OG0009417	LOC115633914|XP_030387283.1|SLEB	LOC6615562|XP_002039936.1|DSEC
OG0009418	LOC115634821|XP_030388599.1|SLEB	LOC6615564|XP_002039938.1|DSEC
OG0009419	LOC115634291|XP_030387803.1|SLEB	LOC6615568|XP_002039942.1|DSEC
OG0009420	LOC115634345|XP_030387860.1|SLEB	LOC6615569|XP_032570053.1|DSEC
OG0009421	LOC115631244|XP_030383817.1|SLEB	LOC6609552|XP_002034235.1|DSEC
OG0009422	LOC115632864|XP_030385991.1|SLEB	LOC6609075|XP_002033778.2|DSEC
OG0009423	LOC115626954|XP_030378332.1|SLEB	LOC116800335|XP_032570350.1|DSEC
OG0009424	LOC115633776|XP_030387110.1|SLEB	LOC6615413|XP_002039795.1|DSEC
OG0009425	LOC115624791|XP_030375494.1|SLEB	LOC6619183|XP_002043407.1|DSEC
OG0009426	LOC115634569|XP_030388253.1|SLEB	LOC6609052|XP_002033755.1|DSEC
OG0009427	LOC115621337|XP_030370820.1|SLEB	LOC6609843|XP_032572492.1|DSEC
OG0009428	LOC115634320|XP_030387843.1|SLEB	LOC6609963|XP_002034608.1|DSEC
OG0009429	LOC115634524|XP_030388190.1|SLEB	LOC6610066|XP_002034682.1|DSEC
OG0009430	LOC115634090|XP_030387505.1|SLEB	LOC6609540|XP_002034223.1|DSEC
OG0009431	LOC115628957|XP_030381103.1|SLEB	LOC6615785|XP_032570287.1|DSEC
OG0009432	LOC115634160|XP_030387603.1|SLEB	LOC6618795|XP_002043044.2|DSEC
OG0009433	LOC115633584|XP_030386891.1|SLEB	LOC6615521|XP_002039900.1|DSEC
OG0009434	LOC115622672|XP_030372551.1|SLEB	LOC6615526|XP_002039905.1|DSEC
OG0009435	LOC115623725|XP_030374066.1|SLEB	LOC6615525|XP_002039904.1|DSEC
OG0009436	LOC115626855|XP_030378221.1|SLEB	LOC6609018|XP_002033723.1|DSEC
OG0009437	LOC115633713|XP_030387036.1|SLEB	LOC6608383|XP_032571024.1|DSEC
OG0009438	LOC115620685|XP_030369917.1|SLEB	LOC6608151|XP_002032897.1|DSEC
OG0009439	LOC115634521|XP_030388187.1|SLEB	LOC6608141|XP_002032887.1|DSEC
OG0009440	LOC115633726|XP_030387053.1|SLEB	LOC6615801|XP_002040171.2|DSEC
OG0009441	LOC115629965|XP_030382443.1|SLEB	LOC6620323|XP_002044531.2|DSEC
OG0009442	LOC115626733|XP_030378038.1|SLEB	LOC6619937|XP_002044149.1|DSEC
OG0009443	LOC115634299|XP_030387812.1|SLEB	LOC6615722|XP_032571814.1|DSEC
OG0009444	LOC115627055|XP_030378458.1|SLEB	LOC6617971|XP_032581750.1|DSEC
OG0009445	LOC115633313|XP_030386602.1|SLEB	LOC6619928|XP_032580188.1|DSEC
OG0009446	LOC115627026|XP_030378416.1|SLEB	LOC6612443|XP_002036951.1|DSEC
OG0009449	LOC115626149|XP_030377273.1|SLEB, LOC115633409|XP_030386712.1|SLEB	LOC6620443|XP_032581469.1|DSEC
OG0009450	LOC115633290|XP_030386562.1|SLEB	LOC6616206|XP_032581225.1|DSEC
OG0009451	LOC115626491|XP_030377735.1|SLEB	LOC6613530|XP_002037998.1|DSEC
OG0009453	LOC115621636|XP_030371197.1|SLEB	LOC6607463|XP_002032232.1|DSEC
OG0009454	LOC115625104|XP_030375871.1|SLEB	LOC6618340|XP_002042612.1|DSEC
OG0009455	LOC115629494|XP_030381829.1|SLEB	LOC6612500|XP_002037008.2|DSEC
OG0009456	LOC115628861|XP_030380972.1|SLEB	LOC6612304|XP_032582447.1|DSEC
OG0009457	LOC115629731|XP_030382125.1|SLEB	LOC6612536|XP_002037044.1|DSEC
OG0009458	LOC115629705|XP_030382085.1|SLEB	LOC6615894|XP_002040264.2|DSEC
OG0009459	LOC115632639|XP_030385729.1|SLEB	LOC6610265|XP_002034860.2|DSEC
OG0009460	LOC115628357|XP_030380292.1|SLEB	LOC6610608|XP_032574692.1|DSEC
OG0009461	LOC115628404|XP_030380352.1|SLEB	LOC6610613|XP_002035180.1|DSEC
OG0009462	LOC115628323|XP_030380238.1|SLEB	LOC6610326|XP_032574701.1|DSEC
OG0009463	LOC115632741|XP_030385848.1|SLEB	LOC6605995|XP_002030806.1|DSEC
OG0009464	LOC115632943|XP_030386099.1|SLEB	LOC6606059|XP_002030870.1|DSEC
OG0009465	LOC115632711|XP_030385813.1|SLEB	LOC6606076|XP_032575185.1|DSEC
OG0009466	LOC115628292|XP_030380198.1|SLEB	LOC6611181|XP_002035737.2|DSEC
OG0009467	LOC115632165|XP_030385052.1|SLEB	LOC6610776|XP_002035342.1|DSEC
OG0009468	LOC115622611|XP_030372472.1|SLEB	LOC6610505|XP_002035085.2|DSEC
OG0009469	LOC115633097|XP_030386338.1|SLEB	LOC6610959|XP_002035516.2|DSEC
OG0009470	LOC115632781|XP_030385891.1|SLEB	LOC6611011|XP_002035568.2|DSEC
OG0009471	LOC115631827|XP_030384527.1|SLEB	LOC6611976|XP_002036493.1|DSEC
OG0009472	LOC115632875|XP_030386009.1|SLEB	LOC116801270|XP_032575590.1|DSEC
OG0009473	LOC115622425|XP_030372221.1|SLEB	LOC6616439|XP_002040800.1|DSEC
OG0009474	LOC115624844|XP_030375547.1|SLEB	LOC6610284|XP_002034879.1|DSEC
OG0009475	LOC115623039|XP_030373076.1|SLEB	LOC6604941|XP_002029784.2|DSEC
OG0009476	LOC115632502|XP_030385551.1|SLEB	LOC6606026|XP_002030837.1|DSEC
OG0009478	LOC115633016|XP_030386199.1|SLEB	LOC6605900|XP_002030713.1|DSEC
OG0009479	LOC115630775|XP_030383290.1|SLEB	LOC6612168|XP_032583438.1|DSEC
OG0009480	LOC115632541|XP_030385611.1|SLEB	LOC6604800|XP_002029650.1|DSEC
OG0009481	LOC115632687|XP_030385783.1|SLEB	LOC6610827|XP_032574793.1|DSEC
OG0009482	LOC115634704|XP_030388443.1|SLEB	LOC6618376|XP_032575934.1|DSEC
OG0009483	LOC115633931|XP_030387312.1|SLEB	LOC6618374|XP_002042644.1|DSEC
OG0009484	LOC115623857|XP_030374261.1|SLEB	LOC6616879|XP_002041215.1|DSEC
OG0009485	LOC115632674|XP_030385768.1|SLEB	LOC6610305|XP_002034900.1|DSEC
OG0009486	LOC115632675|XP_030385769.1|SLEB	LOC6610304|XP_002034899.1|DSEC
OG0009487	LOC115622905|XP_030372888.1|SLEB	LOC6616237|XP_002040602.1|DSEC
OG0009488	LOC115624949|XP_030375660.1|SLEB	LOC6605712|XP_002030528.1|DSEC
OG0009489	LOC115622837|XP_030372777.1|SLEB	LOC6606131|XP_002030939.2|DSEC
OG0009490	LOC115634570|XP_030388254.1|SLEB	LOC6609050|XP_002033753.1|DSEC
OG0009491	LOC115624784|XP_030375475.1|SLEB	LOC6616466|XP_002040827.1|DSEC
OG0009492	LOC115632910|XP_030386060.1|SLEB	LOC6616576|XP_002040935.1|DSEC
OG0009493	LOC115622139|XP_030371858.1|SLEB	LOC6616559|XP_032573272.1|DSEC
OG0009494	LOC115622141|XP_030371861.1|SLEB	LOC6616558|XP_002040917.1|DSEC
OG0009495	LOC115633871|XP_030387228.1|SLEB	LOC6616317|XP_032575512.1|DSEC
OG0009496	LOC115632791|XP_030385902.1|SLEB	LOC6616488|XP_002040849.1|DSEC
OG0009497	LOC115624584|XP_030375182.1|SLEB	LOC6606421|XP_002031225.1|DSEC
OG0009498	LOC115620593|XP_030369767.1|SLEB	LOC6616345|XP_032574246.1|DSEC
OG0009499	LOC115627508|XP_030379103.1|SLEB	LOC6616332|XP_002040692.1|DSEC
OG0009500	LOC115634379|XP_030387923.1|SLEB	LOC6616357|XP_002040717.1|DSEC
OG0009501	LOC115624872|XP_030375577.1|SLEB	LOC6605772|XP_002030587.1|DSEC
OG0009502	LOC115623670|XP_030373996.1|SLEB	LOC6606284|XP_002031089.1|DSEC
OG0009503	LOC115626569|XP_030377808.1|SLEB	LOC6613551|XP_032583472.1|DSEC
OG0009504	LOC115623663|XP_030373981.1|SLEB	LOC6607061|XP_032578476.1|DSEC
OG0009505	LOC115631283|XP_030383856.1|SLEB	LOC6611534|XP_032583338.1|DSEC
OG0009506	LOC115622493|XP_030372299.1|SLEB	LOC6604939|XP_002029782.1|DSEC
OG0009507	LOC115622804|XP_030372732.1|SLEB	LOC6610207|XP_002034814.1|DSEC
OG0009508	LOC115622600|XP_030372459.1|SLEB	LOC6613153|XP_002037634.1|DSEC
OG0009509	LOC115632080|XP_030384905.1|SLEB	LOC6609456|XP_002034141.1|DSEC
OG0009510	LOC115629900|XP_030382360.1|SLEB	LOC6619594|XP_032580221.1|DSEC
OG0009511	LOC115629195|XP_030381454.1|SLEB	LOC6613762|XP_002038231.2|DSEC, LOC116801676|XP_032578548.1|DSEC
OG0009512	LOC115629522|XP_030381860.1|SLEB	LOC6612520|XP_002037028.1|DSEC, LOC6612519|XP_002037027.1|DSEC
OG0009514	LOC115629636|XP_030381997.1|SLEB	LOC6609441|XP_002034126.2|DSEC
