Orthogroup	SLEB.longest_only	CQUI.longest_only
OG0007825	LOC115621073|XP_030370460.1|SLEB	LOC6037412|XP_001847327.2|CQUI
OG0007826	LOC115621970|XP_030371680.1|SLEB	LOC6040884|XP_001850213.1|CQUI
OG0007827	LOC115633320|XP_030386610.1|SLEB	LOC6037321|XP_001847246.1|CQUI
OG0007828	LOC115624973|XP_030375685.1|SLEB	LOC6041458|XP_001850715.2|CQUI
OG0007829	LOC115620580|XP_030369740.1|SLEB	LOC6035345|XP_038104353.1|CQUI
OG0007831	LOC115629554|XP_030381902.1|SLEB	LOC6032186|XP_001842833.1|CQUI
OG0007832	LOC115629580|XP_030381932.1|SLEB	LOC6035415|XP_038122502.1|CQUI
OG0007833	LOC115626812|XP_030378148.1|SLEB	LOC6035410|XP_001845603.2|CQUI
OG0007834	LOC115628204|XP_030380057.1|SLEB	LOC6035539|XP_038110831.1|CQUI
OG0007835	LOC115629543|XP_030381886.1|SLEB	LOC6046139|XP_001863382.2|CQUI
OG0007836	LOC115621213|XP_030370655.1|SLEB	LOC6046151|XP_001863390.2|CQUI
OG0007837	LOC115621974|XP_030371684.1|SLEB	LOC6040252|XP_001849689.2|CQUI
OG0007838	LOC115621227|XP_030370676.1|SLEB	LOC6040269|XP_038104570.1|CQUI
OG0007841	LOC115621599|XP_030371151.1|SLEB	LOC6033728|XP_001844148.2|CQUI
OG0007842	LOC115621239|XP_030370690.1|SLEB	LOC6039898|XP_038113940.1|CQUI
OG0007843	LOC115620183|XP_030369166.1|SLEB	LOC6039904|XP_001849402.1|CQUI
OG0007844	LOC115629245|XP_030381562.1|SLEB	LOC6052629|XP_038122933.1|CQUI
OG0007845	LOC115621409|XP_030370914.1|SLEB	LOC119765509|XP_038105422.1|CQUI
OG0007846	LOC115627573|XP_030379156.1|SLEB	LOC6040938|XP_001850266.2|CQUI
OG0007855	LOC115625473|XP_030376382.1|SLEB	LOC6033943|XP_038105454.1|CQUI
OG0007856	LOC115621566|XP_030371107.1|SLEB	LOC6033930|XP_001844319.2|CQUI
OG0007857	LOC115620948|XP_030370323.1|SLEB	LOC6036794|XP_001846788.2|CQUI
OG0007859	LOC115630198|XP_030382626.1|SLEB	LOC6040911|XP_001850239.2|CQUI
OG0007860	LOC115620888|XP_030370230.1|SLEB	LOC6040918|XP_001850246.1|CQUI
OG0007861	LOC115628786|XP_030380861.1|SLEB	LOC6040926|XP_001850254.1|CQUI
OG0007862	LOC115621915|XP_030371616.1|SLEB	LOC6040925|XP_038123040.1|CQUI
OG0007863	LOC115631742|XP_030384441.1|SLEB	LOC6040935|XP_001850263.2|CQUI
OG0007864	LOC115625108|XP_030375873.1|SLEB	LOC6036806|XP_038116777.1|CQUI
OG0007866	LOC115620417|XP_030369500.1|SLEB	LOC6033962|XP_001844350.2|CQUI
OG0007867	LOC115621733|XP_030371323.1|SLEB	LOC6033974|XP_001844362.1|CQUI
OG0007869	LOC115628955|XP_030381091.1|SLEB	LOC6032780|XP_001843319.2|CQUI
OG0007870	LOC115623174|XP_030373250.1|SLEB	LOC6032822|XP_038120396.1|CQUI
OG0007871	LOC115629923|XP_030382388.1|SLEB	LOC6032912|XP_038116283.1|CQUI
OG0007872	LOC115623012|XP_030373043.1|SLEB	LOC6038676|XP_038115877.1|CQUI
OG0007874	LOC115629663|XP_030382038.1|SLEB	LOC6053032|XP_038115021.1|CQUI
OG0007875	LOC115620395|XP_030369472.1|SLEB	LOC6046848|XP_038118512.1|CQUI
OG0007876	LOC115628887|XP_030381004.1|SLEB	LOC6043343|XP_001870941.1|CQUI
OG0007877	LOC115627149|XP_030378587.1|SLEB	LOC6047532|XP_038114601.1|CQUI
OG0007878	LOC115623116|XP_030373186.1|SLEB	LOC6049346|XP_001866125.1|CQUI
OG0007879	LOC115632281|XP_030385230.1|SLEB	LOC6034081|XP_038120157.1|CQUI
OG0007880	LOC115620045|XP_030369025.1|SLEB	LOC6039271|XP_001848907.2|CQUI
OG0007881	LOC115628339|XP_030380262.1|SLEB	LOC6044954|XP_038116490.1|CQUI
OG0007882	LOC115628325|XP_030380241.1|SLEB	LOC6038799|XP_038115014.1|CQUI
OG0007883	LOC115628287|XP_030380184.1|SLEB	LOC6049317|XP_038119973.1|CQUI
OG0007884	LOC115632443|XP_030385449.1|SLEB	LOC6051409|XP_038118934.1|CQUI
OG0007885	LOC115627816|XP_030379511.1|SLEB	LOC6036576|XP_038118795.1|CQUI
OG0007886	LOC115626608|XP_030377861.1|SLEB	LOC6041123|XP_038115925.1|CQUI
OG0007887	LOC115628324|XP_030380239.1|SLEB	LOC6053688|XP_038118638.1|CQUI
OG0007888	LOC115633004|XP_030386189.1|SLEB	LOC6048919|XP_001865759.1|CQUI
OG0007889	LOC115622658|XP_030372528.1|SLEB	LOC6050245|XP_038121269.1|CQUI
OG0007891	LOC115621791|XP_030371422.1|SLEB	LOC6038607|XP_001848383.1|CQUI
OG0007892	LOC115620016|XP_030368981.1|SLEB	LOC6050484|XP_001867087.1|CQUI
OG0007893	LOC115633297|XP_030386572.1|SLEB	LOC6036285|XP_038120891.1|CQUI
OG0007896	LOC115632236|XP_030385156.1|SLEB	LOC6040211|XP_001849657.1|CQUI
OG0007897	LOC115622551|XP_030372378.1|SLEB	LOC6041246|XP_038117905.1|CQUI
OG0007898	LOC115632422|XP_030385423.1|SLEB	LOC6041253|XP_001850543.1|CQUI
OG0007900	LOC115623428|XP_030373659.1|SLEB	LOC6048328|XP_001865264.2|CQUI
OG0007901	LOC115623237|XP_030373349.1|SLEB	LOC6035616|XP_001845765.2|CQUI
OG0007902	LOC115626738|XP_030378047.1|SLEB	LOC6040601|XP_038121775.1|CQUI
OG0007903	LOC115632728|XP_030385833.1|SLEB	LOC6040625|XP_038118997.1|CQUI
OG0007904	LOC115632418|XP_030385417.1|SLEB	LOC6040631|XP_038118240.1|CQUI
OG0007905	LOC115630460|XP_030382885.1|SLEB	LOC6036407|XP_001846460.2|CQUI
OG0007906	LOC115622350|XP_030372124.1|SLEB	LOC6044194|XP_038116507.1|CQUI
OG0007907	LOC115622162|XP_030371891.1|SLEB	LOC6041976|XP_001851151.1|CQUI
OG0007908	LOC115622163|XP_030371892.1|SLEB	LOC6041975|XP_038118179.1|CQUI
OG0007909	LOC115626813|XP_030378149.1|SLEB	LOC6041970|XP_001851144.2|CQUI
OG0007910	LOC115630974|XP_030383419.1|SLEB	LOC6043157|XP_001870893.2|CQUI
OG0007911	LOC115628226|XP_030380090.1|SLEB	LOC6048152|XP_001865114.2|CQUI
OG0007912	LOC115628326|XP_030380243.1|SLEB	LOC6048144|XP_001865107.2|CQUI
OG0007913	LOC115628227|XP_030380091.1|SLEB	LOC6048146|XP_001865108.1|CQUI
OG0007914	LOC115634027|XP_030387427.1|SLEB	LOC6037181|XP_038118242.1|CQUI
OG0007915	LOC115632300|XP_030385261.1|SLEB	LOC6035489|XP_001845670.2|CQUI
OG0007916	LOC115626568|XP_030377807.1|SLEB	LOC119770305|XP_038120863.1|CQUI
OG0007917	LOC115633686|XP_030387003.1|SLEB	LOC119770730|XP_038122061.1|CQUI
OG0007920	LOC115633978|XP_030387359.1|SLEB	LOC6036142|XP_038110797.1|CQUI
OG0007921	LOC115634182|XP_030387627.1|SLEB	LOC6030957|XP_038121867.1|CQUI
OG0007922	LOC115624244|XP_030374723.1|SLEB	LOC6052063|XP_038119760.1|CQUI
OG0007923	LOC115626747|XP_030378059.1|SLEB	LOC6053863|XP_038116111.1|CQUI
OG0007927	LOC115629008|XP_030381155.1|SLEB	LOC6050100|XP_038107685.1|CQUI
OG0007928	LOC115626604|XP_030377855.1|SLEB	LOC6042610|XP_001852944.2|CQUI
OG0007929	LOC115625759|XP_030376777.1|SLEB	LOC6042604|XP_038109733.1|CQUI
OG0007930	LOC115624905|XP_030375614.1|SLEB	LOC6054296|XP_038113999.1|CQUI
OG0007931	LOC115625924|XP_030377019.1|SLEB	LOC6032443|XP_038111279.1|CQUI
OG0007932	LOC115627732|XP_030379354.1|SLEB	LOC6032467|XP_001843060.1|CQUI
OG0007933	LOC115623377|XP_030373533.1|SLEB	LOC6032469|XP_038112410.1|CQUI
OG0007934	LOC115626399|XP_030377622.1|SLEB	LOC6043623|XP_038111348.1|CQUI
OG0007935	LOC115626159|XP_030377293.1|SLEB	LOC6038600|XP_038108223.1|CQUI
OG0007936	LOC115632050|XP_030384883.1|SLEB	LOC6034117|XP_001844485.1|CQUI
OG0007937	LOC115632023|XP_030384828.1|SLEB	LOC6046043|XP_038109540.1|CQUI
OG0007938	LOC115630446|XP_030382868.1|SLEB	LOC6034156|XP_001844514.2|CQUI
OG0007939	LOC115631080|XP_030383587.1|SLEB	LOC6034163|XP_001844519.2|CQUI
OG0007940	LOC115632047|XP_030384879.1|SLEB	LOC6034164|XP_038108636.1|CQUI
OG0007941	LOC115632299|XP_030385262.1|SLEB	LOC6048891|XP_038110338.1|CQUI
OG0007942	LOC115629229|XP_030381499.1|SLEB	LOC6032935|XP_001843455.2|CQUI
OG0007943	LOC115626087|XP_030377200.1|SLEB	LOC6032945|XP_038108155.1|CQUI
OG0007944	LOC115628225|XP_030380089.1|SLEB	LOC6050451|XP_038106065.1|CQUI
OG0007945	LOC115628479|XP_030380461.1|SLEB	LOC6041620|XP_001850853.2|CQUI
OG0007946	LOC115625971|XP_030377075.1|SLEB	LOC6036144|XP_001846235.2|CQUI
OG0007947	LOC115626172|XP_030377309.1|SLEB	LOC6031331|XP_038112363.1|CQUI
OG0007948	LOC115626302|XP_030377490.1|SLEB	LOC6031340|XP_038111689.1|CQUI
OG0007949	LOC115629671|XP_030382049.1|SLEB	LOC6053570|XP_038110150.1|CQUI
OG0007950	LOC115630751|XP_030383266.1|SLEB	LOC6049612|XP_001866340.2|CQUI
OG0007951	LOC115630945|XP_030383374.1|SLEB	LOC6049613|XP_001866341.2|CQUI
OG0007952	LOC115631099|XP_030383613.1|SLEB	LOC6037377|XP_001847297.1|CQUI
OG0007953	LOC115625672|XP_030376668.1|SLEB	LOC6039578|XP_038113523.1|CQUI
OG0007954	LOC115629016|XP_030381172.1|SLEB	LOC6047192|XP_038111329.1|CQUI
OG0007955	LOC115626121|XP_030377234.1|SLEB	LOC6046731|XP_038107136.1|CQUI
OG0007956	LOC115629045|XP_030381207.1|SLEB	LOC6044545|XP_001862047.2|CQUI
OG0007957	LOC115630733|XP_030383247.1|SLEB	LOC6037104|XP_038114374.1|CQUI
OG0007958	LOC115629797|XP_030382219.1|SLEB	LOC6031942|XP_038107792.1|CQUI
OG0007959	LOC115631825|XP_030384525.1|SLEB	LOC6031944|XP_001842623.2|CQUI
OG0007960	LOC115625680|XP_030376677.1|SLEB	LOC6038267|XP_001848091.2|CQUI
OG0007962	LOC115627099|XP_030378515.1|SLEB	LOC6050857|XP_001867383.2|CQUI
OG0007963	LOC115626160|XP_030377294.1|SLEB	LOC6050870|XP_001867395.2|CQUI
OG0007964	LOC115628999|XP_030381144.1|SLEB	LOC6043906|XP_038109110.1|CQUI
OG0007965	LOC115626253|XP_030377409.1|SLEB	LOC6037001|XP_038114193.1|CQUI
OG0007967	LOC115630583|XP_030383061.1|SLEB	LOC6035248|XP_038112313.1|CQUI
OG0007969	LOC115632017|XP_030384812.1|SLEB	LOC6042127|XP_001851276.2|CQUI
OG0007970	LOC115624698|XP_030375373.1|SLEB	LOC6033188|XP_001843668.1|CQUI
OG0007971	LOC115628665|XP_030380695.1|SLEB	LOC6033134|XP_038109208.1|CQUI
OG0007972	LOC115634154|XP_030387594.1|SLEB	LOC6042108|XP_038113524.1|CQUI
OG0007973	LOC115631870|XP_030384578.1|SLEB	LOC6044258|XP_038113110.1|CQUI
OG0007974	LOC115629246|XP_030381524.1|SLEB	LOC6035273|XP_001845494.2|CQUI
OG0007975	LOC115625533|XP_030376469.1|SLEB	LOC6038621|XP_038113294.1|CQUI
OG0007976	LOC115627599|XP_030379183.1|SLEB	LOC6033140|XP_001843630.2|CQUI
OG0007978	LOC115630630|XP_030383124.1|SLEB	LOC6046363|XP_001863580.1|CQUI
OG0007979	LOC115629066|XP_030381241.1|SLEB	LOC6038927|XP_038109016.1|CQUI
OG0007980	LOC115631119|XP_030383640.1|SLEB	LOC6044234|XP_038109535.1|CQUI
OG0007981	LOC115629555|XP_030381904.1|SLEB	LOC6044232|XP_038112894.1|CQUI
OG0007982	LOC115631833|XP_030384534.1|SLEB	LOC6054392|XP_038107203.1|CQUI
OG0007983	LOC115631208|XP_030383773.1|SLEB	LOC6036446|XP_038107979.1|CQUI
OG0007984	LOC115625772|XP_030376803.1|SLEB	LOC6034404|XP_038111335.1|CQUI
OG0007985	LOC115630416|XP_030382810.1|SLEB	LOC119767549|XP_038112319.1|CQUI
OG0007986	LOC115628507|XP_030380510.1|SLEB	LOC6038879|XP_001848578.1|CQUI
OG0007987	LOC115630606|XP_030383086.1|SLEB	LOC6046635|XP_038112393.1|CQUI
OG0007989	LOC115630665|XP_030383167.1|SLEB	LOC6037900|XP_038114338.1|CQUI
OG0007990	LOC115631522|XP_030384152.1|SLEB	LOC6035778|XP_001845903.1|CQUI
OG0007991	LOC115631393|XP_030383975.1|SLEB	LOC6050920|XP_038111847.1|CQUI
OG0007992	LOC115628475|XP_030380456.1|SLEB	LOC6033303|XP_001843769.1|CQUI
OG0007993	LOC115621215|XP_030370658.1|SLEB	LOC6045774|XP_038110349.1|CQUI
OG0007994	LOC115626192|XP_030377333.1|SLEB	LOC6034885|XP_001845153.2|CQUI
OG0007995	LOC115626525|XP_030377764.1|SLEB	LOC6053417|XP_038107383.1|CQUI
OG0007996	LOC115633302|XP_030386574.1|SLEB	LOC6041782|XP_038108196.1|CQUI
OG0007997	LOC115625113|XP_030375883.1|SLEB	LOC6033314|XP_001843780.1|CQUI
OG0007998	LOC115631585|XP_030384245.1|SLEB	LOC6033321|XP_001843786.2|CQUI
OG0007999	LOC115630593|XP_030383073.1|SLEB	LOC6036011|XP_038113483.1|CQUI
OG0008000	LOC115631461|XP_030384070.1|SLEB	LOC6036012|XP_001846116.2|CQUI
OG0008001	LOC115628485|XP_030380473.1|SLEB	LOC6033632|XP_001844059.1|CQUI
OG0008002	LOC115631468|XP_030384081.1|SLEB	LOC6051686|XP_038108712.1|CQUI
OG0008003	LOC115631391|XP_030383972.1|SLEB	LOC119767122|XP_038110742.1|CQUI
OG0008004	LOC115626979|XP_030378355.1|SLEB	LOC6042667|XP_038118165.1|CQUI
OG0008005	LOC115629541|XP_030381881.1|SLEB	LOC6042666|XP_038116527.1|CQUI
OG0008006	LOC115627057|XP_030378463.1|SLEB	LOC6054098|XP_038120134.1|CQUI
OG0008007	LOC115629263|XP_030381547.1|SLEB	LOC6046099|XP_038115720.1|CQUI
OG0008008	LOC115623281|XP_030373427.1|SLEB	LOC6046094|XP_001863346.1|CQUI
OG0008009	LOC115629722|XP_030382106.1|SLEB	LOC6042671|XP_001853367.2|CQUI
OG0008010	LOC115627736|XP_030379366.1|SLEB	LOC6038998|XP_038114729.1|CQUI
OG0008012	LOC115630597|XP_030383079.1|SLEB	LOC6038988|XP_038120511.1|CQUI
OG0008013	LOC115628710|XP_030380767.1|SLEB	LOC6044755|XP_001862218.2|CQUI
OG0008014	LOC115623810|XP_030374214.1|SLEB	LOC6044751|XP_038120563.1|CQUI
OG0008015	LOC115622153|XP_030371882.1|SLEB	LOC6044746|XP_038117027.1|CQUI
OG0008016	LOC115622155|XP_030371884.1|SLEB	LOC6044745|XP_001862208.1|CQUI
OG0008017	LOC115629310|XP_030381616.1|SLEB	LOC6044724|XP_038119574.1|CQUI
OG0008018	LOC115627721|XP_030379330.1|SLEB	LOC6046262|XP_038118392.1|CQUI
OG0008019	LOC115627229|XP_030378712.1|SLEB	LOC6032202|XP_038119334.1|CQUI
OG0008020	LOC115623787|XP_030374189.1|SLEB	LOC6032219|XP_038117588.1|CQUI
OG0008021	LOC115629172|XP_030381406.1|SLEB	LOC6042209|XP_001851350.2|CQUI
OG0008022	LOC115621033|XP_030370415.1|SLEB	LOC6048309|XP_038120796.1|CQUI
OG0008023	LOC115627819|XP_030379512.1|SLEB	LOC6033044|XP_038118853.1|CQUI
OG0008024	LOC115628002|XP_030379768.1|SLEB	LOC6033051|XP_001843555.2|CQUI
OG0008025	LOC115627783|XP_030379453.1|SLEB	LOC6033059|XP_001843561.2|CQUI
OG0008026	LOC115628735|XP_030380798.1|SLEB	LOC6048223|XP_001865173.2|CQUI
OG0008027	LOC115627277|XP_030378767.1|SLEB	LOC6048229|XP_038121864.1|CQUI
OG0008028	LOC115624286|XP_030374768.1|SLEB	LOC6046350|XP_038114573.1|CQUI
OG0008029	LOC115625347|XP_030376238.1|SLEB	LOC6046357|XP_038118636.1|CQUI
OG0008030	LOC115623490|XP_030373723.1|SLEB	LOC6046066|XP_001863321.2|CQUI
OG0008031	LOC115629013|XP_030381166.1|SLEB	LOC6046064|XP_001863319.1|CQUI
OG0008032	LOC115620847|XP_030370150.1|SLEB	LOC6047437|XP_001864492.1|CQUI
OG0008033	LOC115623574|XP_030373832.1|SLEB	LOC6052405|XP_038114919.1|CQUI
OG0008034	LOC115633304|XP_030386579.1|SLEB	LOC6041793|XP_038115494.1|CQUI
OG0008036	LOC115625137|XP_030375916.1|SLEB	LOC6045172|XP_001862570.2|CQUI
OG0008037	LOC115625534|XP_030376473.1|SLEB	LOC6045170|XP_038119848.1|CQUI
OG0008038	LOC115629563|XP_030381914.1|SLEB	LOC6043263|XP_001870909.2|CQUI
OG0008039	LOC115621900|XP_030371589.1|SLEB	LOC6034965|XP_038120008.1|CQUI
OG0008040	LOC115620435|XP_030369523.1|SLEB	LOC6034972|XP_001845228.2|CQUI
OG0008041	LOC115627845|XP_030379561.1|SLEB	LOC119768626|XP_038114749.1|CQUI
OG0008042	LOC115620828|XP_030370118.1|SLEB	LOC6039375|XP_038119277.1|CQUI
OG0008043	LOC115627798|XP_030379485.1|SLEB	LOC6039780|XP_038117949.1|CQUI
OG0008044	LOC115626794|XP_030378120.1|SLEB	LOC6039750|XP_038114650.1|CQUI
OG0008045	LOC115628743|XP_030380808.1|SLEB	LOC6053009|XP_001869171.1|CQUI
OG0008046	LOC115620791|XP_030370071.1|SLEB	LOC6053010|XP_038118033.1|CQUI
OG0008047	LOC115623468|XP_030373690.1|SLEB	LOC6051115|XP_001867599.2|CQUI
OG0008048	LOC115620724|XP_030369963.1|SLEB	LOC6052041|XP_001868374.1|CQUI
OG0008049	LOC115623466|XP_030373687.1|SLEB	LOC6051106|XP_038116096.1|CQUI
OG0008050	LOC115624409|XP_030375004.1|SLEB	LOC6052050|XP_038116029.1|CQUI
OG0008051	LOC115625109|XP_030375875.1|SLEB	LOC6032261|XP_001842898.2|CQUI
OG0008052	LOC115623335|XP_030373466.1|SLEB	LOC6035005|XP_038116646.1|CQUI
OG0008053	LOC115628084|XP_030379921.1|SLEB	LOC6035028|XP_001845273.2|CQUI
OG0008054	LOC115629666|XP_030382041.1|SLEB	LOC6051464|XP_038118609.1|CQUI
OG0008055	LOC115628673|XP_030380706.1|SLEB	LOC6050291|XP_038118625.1|CQUI
OG0008056	LOC115626828|XP_030378169.1|SLEB	LOC6043885|XP_001861467.1|CQUI
OG0008057	LOC115624079|XP_030374529.1|SLEB	LOC6041238|XP_038119483.1|CQUI
OG0008058	LOC115621854|XP_030371532.1|SLEB	LOC6052873|XP_038119490.1|CQUI
OG0008059	LOC115625043|XP_030375752.1|SLEB	LOC6040340|XP_001849744.1|CQUI
OG0008060	LOC115624109|XP_030374562.1|SLEB	LOC6040297|XP_001849725.2|CQUI
OG0008061	LOC115626826|XP_030378167.1|SLEB	LOC6043480|XP_038115764.1|CQUI
OG0008062	LOC115629926|XP_030382391.1|SLEB	LOC6043492|XP_038115765.1|CQUI
OG0008063	LOC115620829|XP_030370119.1|SLEB	LOC6047730|XP_001864749.2|CQUI
OG0008064	LOC115627849|XP_030379568.1|SLEB	LOC6046879|XP_001864008.1|CQUI
OG0008065	LOC115629321|XP_030381630.1|SLEB	LOC119769800|XP_038119379.1|CQUI
OG0008066	LOC115627711|XP_030379319.1|SLEB	LOC6047586|XP_038117585.1|CQUI
OG0008067	LOC115633307|XP_030386590.1|SLEB	LOC6045141|XP_038115156.1|CQUI
OG0008068	LOC115627869|XP_030379612.1|SLEB	LOC6036940|XP_038118171.1|CQUI
OG0008069	LOC115621137|XP_030370550.1|SLEB	LOC6039802|XP_038121863.1|CQUI
OG0008070	LOC115621094|XP_030370488.1|SLEB	LOC6054149|XP_001870114.2|CQUI
OG0008072	LOC115629118|XP_030381306.1|SLEB	LOC6051691|XP_038115837.1|CQUI
OG0008073	LOC115633380|XP_030386684.1|SLEB	LOC6039735|XP_038119216.1|CQUI
OG0008074	LOC115629786|XP_030382201.1|SLEB	LOC6039731|XP_001849283.1|CQUI
OG0008076	LOC115628058|XP_030379879.1|SLEB	LOC6046672|XP_038118071.1|CQUI
OG0008077	LOC115625254|XP_030376108.1|SLEB	LOC6046664|XP_001863832.1|CQUI
OG0008078	LOC115629342|XP_030381651.1|SLEB	LOC6046662|XP_038118082.1|CQUI
OG0008079	LOC115629945|XP_030382414.1|SLEB	LOC6048017|XP_038118080.1|CQUI
OG0008080	LOC115627903|XP_030379658.1|SLEB	LOC6032504|XP_038116217.1|CQUI
OG0008081	LOC115630038|XP_030382532.1|SLEB	LOC6032507|XP_001843095.2|CQUI
OG0008082	LOC115622052|XP_030371787.1|SLEB	LOC6052669|XP_001868898.1|CQUI
OG0008083	LOC115623449|XP_030373660.1|SLEB	LOC6032540|XP_038118931.1|CQUI
OG0008084	LOC115620753|XP_030370007.1|SLEB	LOC6042556|XP_038116767.1|CQUI
OG0008085	LOC115621609|XP_030371162.1|SLEB	LOC6054112|XP_038121522.1|CQUI
OG0008086	LOC115623429|XP_030373618.1|SLEB	LOC6039526|XP_038118788.1|CQUI
OG0008087	LOC115627461|XP_030378992.1|SLEB	LOC6043451|XP_038115976.1|CQUI
OG0008088	LOC115627134|XP_030378566.1|SLEB	LOC6045555|XP_001862907.2|CQUI
OG0008089	LOC115633055|XP_030386260.1|SLEB	LOC119768910|XP_038116627.1|CQUI
OG0008091	LOC115620525|XP_030369652.1|SLEB	LOC6040157|XP_038119317.1|CQUI
OG0008092	LOC115623833|XP_030374238.1|SLEB	LOC6044869|XP_038118475.1|CQUI
OG0008093	LOC115626952|XP_030378328.1|SLEB	LOC6041570|XP_001850815.2|CQUI
OG0008094	LOC115631819|XP_030384516.1|SLEB	LOC6041571|XP_001850816.2|CQUI
OG0008095	LOC115624375|XP_030374936.1|SLEB	LOC6039222|XP_001848863.2|CQUI
OG0008096	LOC115627282|XP_030378773.1|SLEB	LOC6039219|XP_001848860.2|CQUI
OG0008097	LOC115627143|XP_030378580.1|SLEB	LOC6039217|XP_001848858.2|CQUI
OG0008099	LOC115632569|XP_030385649.1|SLEB	LOC6032736|XP_001843283.2|CQUI
OG0008100	LOC115623737|XP_030374108.1|SLEB	LOC6032750|XP_038115736.1|CQUI
OG0008101	LOC115629775|XP_030382190.1|SLEB	LOC6032761|XP_038122358.1|CQUI
OG0008102	LOC115624081|XP_030374531.1|SLEB	LOC6033832|XP_038116232.1|CQUI
OG0008103	LOC115629657|XP_030382031.1|SLEB	LOC6033819|XP_001844214.2|CQUI
OG0008104	LOC115624725|XP_030375408.1|SLEB	LOC6037762|XP_001847642.2|CQUI
OG0008105	LOC115621590|XP_030371140.1|SLEB	LOC6037756|XP_038119612.1|CQUI
OG0008106	LOC115632373|XP_030385353.1|SLEB	LOC6040843|XP_001850178.1|CQUI
OG0008107	LOC115624077|XP_030374527.1|SLEB	LOC6040821|XP_038119005.1|CQUI
OG0008108	LOC115629662|XP_030382037.1|SLEB	LOC6035845|XP_038114606.1|CQUI
OG0008109	LOC115626705|XP_030377999.1|SLEB	LOC6035831|XP_001845951.1|CQUI
OG0008110	LOC115626788|XP_030378114.1|SLEB	LOC6034009|XP_038118709.1|CQUI
OG0008111	LOC115626867|XP_030378233.1|SLEB	LOC6034013|XP_038120365.1|CQUI
OG0008112	LOC115627344|XP_030378850.1|SLEB	LOC6034014|XP_038114798.1|CQUI
OG0008113	LOC115629262|XP_030381544.1|SLEB	LOC6034017|XP_001844403.2|CQUI
OG0008114	LOC115629309|XP_030381615.1|SLEB	LOC6034018|XP_001844404.1|CQUI
OG0008115	LOC115629762|XP_030382173.1|SLEB	LOC6034019|XP_038122089.1|CQUI
OG0008116	LOC115627707|XP_030379310.1|SLEB	LOC6034023|XP_038120223.1|CQUI
OG0008117	LOC115629595|XP_030381947.1|SLEB	LOC6034039|XP_038120226.1|CQUI
OG0008118	LOC115627009|XP_030378389.1|SLEB	LOC6049668|XP_001866389.2|CQUI
OG0008119	LOC115627186|XP_030378649.1|SLEB	LOC6049667|XP_001866388.1|CQUI
OG0008121	LOC115630951|XP_030383386.1|SLEB	LOC6049660|XP_038122105.1|CQUI
OG0008122	LOC115633206|XP_030386447.1|SLEB	LOC6041874|XP_038122106.1|CQUI
OG0008123	LOC115629339|XP_030381647.1|SLEB	LOC6041872|XP_001851071.2|CQUI
OG0008124	LOC115626684|XP_030377972.1|SLEB	LOC6041861|XP_038122108.1|CQUI
OG0008125	LOC115629348|XP_030381657.1|SLEB	LOC6041864|XP_001851063.2|CQUI
OG0008126	LOC115628678|XP_030380712.1|SLEB	LOC6041883|XP_038119826.1|CQUI
OG0008127	LOC115633210|XP_030386456.1|SLEB	LOC119768736|XP_038115541.1|CQUI
OG0008128	LOC115633284|XP_030386553.1|SLEB	LOC119769820|XP_038119433.1|CQUI
OG0008129	LOC115626790|XP_030378116.1|SLEB	LOC6047952|XP_038119726.1|CQUI
OG0008130	LOC115627183|XP_030378646.1|SLEB	LOC6047947|XP_001864935.1|CQUI
OG0008131	LOC115629700|XP_030382078.1|SLEB	LOC6053025|XP_038115708.1|CQUI
OG0008132	LOC115625175|XP_030375997.1|SLEB	LOC6045455|XP_038120630.1|CQUI
OG0008136	LOC115630761|XP_030383276.1|SLEB	LOC6053318|XP_038112917.1|CQUI
OG0008137	LOC115627296|XP_030378789.1|SLEB	LOC6045835|XP_038114247.1|CQUI
OG0008138	LOC115632368|XP_030385345.1|SLEB	LOC6031523|XP_001842312.2|CQUI
OG0008139	LOC115633762|XP_030387097.1|SLEB	LOC6031520|XP_001842310.2|CQUI
OG0008140	LOC115629320|XP_030381629.1|SLEB	LOC6031516|XP_038109998.1|CQUI
OG0008141	LOC115627350|XP_030378858.1|SLEB	LOC6031514|XP_038109991.1|CQUI
OG0008142	LOC115627321|XP_030378823.1|SLEB	LOC6031511|XP_038110052.1|CQUI
OG0008143	LOC115627152|XP_030378591.1|SLEB	LOC6031505|XP_038108403.1|CQUI
OG0008144	LOC115625528|XP_030376466.1|SLEB	LOC6031503|XP_001842293.1|CQUI
OG0008145	LOC115626755|XP_030378070.1|SLEB	LOC6031483|XP_038109700.1|CQUI
OG0008146	LOC115629674|XP_030382053.1|SLEB	LOC6031480|XP_001842280.1|CQUI
OG0008147	LOC115629677|XP_030382055.1|SLEB	LOC6031475|XP_038109031.1|CQUI
OG0008148	LOC115629384|XP_030381697.1|SLEB	LOC6041147|XP_038106453.1|CQUI
OG0008149	LOC115621762|XP_030371354.1|SLEB, LOC115629874|XP_030382331.1|SLEB	LOC6036872|XP_038110245.1|CQUI
OG0008150	LOC115626806|XP_030378136.1|SLEB	LOC6036876|XP_001846857.2|CQUI
OG0008151	LOC115627643|XP_030379237.1|SLEB	LOC6036877|XP_038109047.1|CQUI
OG0008152	LOC115627374|XP_030378886.1|SLEB	LOC6036879|XP_038106435.1|CQUI
OG0008153	LOC115628679|XP_030380716.1|SLEB	LOC6046820|XP_001863959.2|CQUI
