Orthogroup	SLEB.longest_only	CCAP.longest_only
OG0006827	LOC115623699|XP_030374035.1|SLEB	CCAP1982_LOCUS4679|CAD6995969.1|CCAP
OG0006828	LOC115630799|XP_030383320.1|SLEB	CCAP1982_LOCUS6487|CAD6997867.1|CCAP
OG0006830	LOC115628278|XP_030380167.1|SLEB	CCAP1982_LOCUS14923|CAD7006615.1|CCAP
OG0006831	LOC115622764|XP_030372679.1|SLEB	CCAP1982_LOCUS11877|CAD7003421.1|CCAP
OG0006832	LOC115632907|XP_030386057.1|SLEB	CCAP1982_LOCUS11240|CAD7002768.1|CCAP
OG0006833	LOC115622952|XP_030372947.1|SLEB	CCAP1982_LOCUS13013|CAD7004618.1|CCAP
OG0006835	LOC115622369|XP_030372146.1|SLEB	CCAP1982_LOCUS12992|CAD7004597.1|CCAP
OG0006836	LOC115623104|XP_030373170.1|SLEB	CCAP1982_LOCUS13163|CAD7004773.1|CCAP
OG0006837	LOC115624542|XP_030375127.1|SLEB	CCAP1982_LOCUS12319|CAD7003889.1|CCAP
OG0006838	LOC115632318|XP_030385280.1|SLEB	CCAP1982_LOCUS12084|CAD7003645.1|CCAP
OG0006839	LOC115624599|XP_030375199.1|SLEB	CCAP1982_LOCUS12316|CAD7003886.1|CCAP
OG0006840	LOC115625758|XP_030376774.1|SLEB	CCAP1982_LOCUS13320|CAD7004940.1|CCAP
OG0006841	LOC115624938|XP_030375649.1|SLEB	CCAP1982_LOCUS12909|CAD7004510.1|CCAP
OG0006842	LOC115632970|XP_030386131.1|SLEB	CCAP1982_LOCUS12429|CAD7004006.1|CCAP
OG0006844	LOC115620278|XP_030369311.1|SLEB	CCAP1982_LOCUS3657|CAD6994924.1|CCAP
OG0006845	LOC115632091|XP_030384926.1|SLEB	CCAP1982_LOCUS11172|CAD7002695.1|CCAP
OG0006846	LOC115622941|XP_030372931.1|SLEB	CCAP1982_LOCUS11858|CAD7003402.1|CCAP
OG0006847	LOC115622593|XP_030372450.1|SLEB	CCAP1982_LOCUS11863|CAD7003407.1|CCAP
OG0006848	LOC115634176|XP_030387622.1|SLEB	CCAP1982_LOCUS21649|CAD7013594.1|CCAP
OG0006849	LOC115633154|XP_030386423.1|SLEB	CCAP1982_LOCUS11226|CAD7002752.1|CCAP
OG0006850	LOC115632558|XP_030385631.1|SLEB	CCAP1982_LOCUS11227|CAD7002753.1|CCAP
OG0006851	LOC115632580|XP_030385661.1|SLEB	CCAP1982_LOCUS11230|CAD7002756.1|CCAP
OG0006852	LOC115634777|XP_030388533.1|SLEB	CCAP1982_LOCUS21610|CAD7013551.1|CCAP
OG0006853	LOC115622454|XP_030372257.1|SLEB	CCAP1982_LOCUS11843|CAD7003384.1|CCAP
OG0006854	LOC115623378|XP_030373942.1|SLEB	CCAP1982_LOCUS22284|CAD7014281.1|CCAP
OG0006855	LOC115624524|XP_030375103.1|SLEB	CCAP1982_LOCUS10776|CAD7002281.1|CCAP
OG0006856	LOC115625147|XP_030375933.1|SLEB	CCAP1982_LOCUS22764|CAD7014795.1|CCAP
OG0006857	LOC115619938|XP_030368824.1|SLEB	CCAP1982_LOCUS21317|CAD7013246.1|CCAP
OG0006858	LOC115632087|XP_030384911.1|SLEB	CCAP1982_LOCUS10960|CAD7002471.1|CCAP
OG0006859	LOC115628538|XP_030384218.1|SLEB	CCAP1982_LOCUS22323|CAD7014325.1|CCAP
OG0006861	LOC115633798|XP_030387139.1|SLEB	CCAP1982_LOCUS21574|CAD7013514.1|CCAP
OG0006862	LOC115622660|XP_030372530.1|SLEB	CCAP1982_LOCUS10905|CAD7002413.1|CCAP
OG0006864	LOC115625893|XP_030377020.1|SLEB	CCAP1982_LOCUS23199|CAD7015250.1|CCAP
OG0006865	LOC115620369|XP_030369434.1|SLEB	CCAP1982_LOCUS3034|CAD6994273.1|CCAP
OG0006866	LOC115631905|XP_030384616.1|SLEB	CCAP1982_LOCUS22599|CAD7014606.1|CCAP
OG0006867	LOC115633475|XP_030386833.1|SLEB	CCAP1982_LOCUS22612|CAD7014621.1|CCAP
OG0006868	LOC115634156|XP_030387596.1|SLEB	CCAP1982_LOCUS22611|CAD7014620.1|CCAP, CCAP1982_LOCUS22610|CAD7014619.1|CCAP
OG0006869	LOC115623284|XP_030373448.1|SLEB	CCAP1982_LOCUS21592|CAD7013533.1|CCAP
OG0006870	LOC115634658|XP_030388378.1|SLEB	CCAP1982_LOCUS23310|CAD7015365.1|CCAP, CCAP1982_LOCUS23311|CAD7015366.1|CCAP
OG0006871	LOC115627429|XP_030378969.1|SLEB	CCAP1982_LOCUS22386|CAD7014392.1|CCAP
OG0006872	LOC115630646|XP_030383150.1|SLEB	CCAP1982_LOCUS21203|CAD7013131.1|CCAP
OG0006873	LOC115622013|XP_030371732.1|SLEB	CCAP1982_LOCUS22163|CAD7014157.1|CCAP
OG0006874	LOC115626303|XP_030377492.1|SLEB	CCAP1982_LOCUS5573|CAD6996900.1|CCAP
OG0006875	LOC115631203|XP_030383767.1|SLEB	CCAP1982_LOCUS8282|CAD6999759.1|CCAP
OG0006877	LOC115631056|XP_030383552.1|SLEB	CCAP1982_LOCUS21126|CAD7013044.1|CCAP
OG0006878	LOC115626632|XP_030377898.1|SLEB	CCAP1982_LOCUS5602|CAD6996932.1|CCAP
OG0006879	LOC115620084|XP_030369133.1|SLEB	CCAP1982_LOCUS21394|CAD7013324.1|CCAP
OG0006880	LOC115631273|XP_030383844.1|SLEB	CCAP1982_LOCUS6974|CAD6998374.1|CCAP
OG0006881	LOC115626323|XP_030377524.1|SLEB	CCAP1982_LOCUS5325|CAD6996641.1|CCAP
OG0006882	LOC115622697|XP_030372588.1|SLEB	CCAP1982_LOCUS23304|CAD7015359.1|CCAP
OG0006883	LOC115626202|XP_030377345.1|SLEB	CCAP1982_LOCUS6145|CAD6997506.1|CCAP
OG0006884	LOC115626163|XP_030377298.1|SLEB	CCAP1982_LOCUS5398|CAD6996715.1|CCAP
OG0006885	LOC115630637|XP_030383134.1|SLEB	CCAP1982_LOCUS7946|CAD6999421.1|CCAP
OG0006886	LOC115621329|XP_030370809.1|SLEB	CCAP1982_LOCUS4026|CAD6995307.1|CCAP
OG0006888	LOC115632049|XP_030384882.1|SLEB	CCAP1982_LOCUS5625|CAD6996958.1|CCAP
OG0006890	LOC115630465|XP_030382895.1|SLEB	CCAP1982_LOCUS7413|CAD6998865.1|CCAP
OG0006891	LOC115631966|XP_030384693.1|SLEB	CCAP1982_LOCUS7414|CAD6998866.1|CCAP
OG0006892	LOC115631855|XP_030384561.1|SLEB	CCAP1982_LOCUS8684|CAD7000191.1|CCAP
OG0006893	LOC115631492|XP_030384111.1|SLEB	CCAP1982_LOCUS8688|CAD7000195.1|CCAP
OG0006894	LOC115631491|XP_030384110.1|SLEB	CCAP1982_LOCUS8689|CAD7000196.1|CCAP
OG0006896	LOC115625708|XP_030376712.1|SLEB	CCAP1982_LOCUS6215|CAD6997576.1|CCAP
OG0006897	LOC115628481|XP_030380464.1|SLEB	CCAP1982_LOCUS7852|CAD6999325.1|CCAP
OG0006898	LOC115631510|XP_030384135.1|SLEB	CCAP1982_LOCUS7032|CAD6998432.1|CCAP
OG0006899	LOC115631636|XP_030384305.1|SLEB	CCAP1982_LOCUS6975|CAD6998375.1|CCAP
OG0006900	LOC115626873|XP_030378244.1|SLEB	CCAP1982_LOCUS7278|CAD6998721.1|CCAP
OG0006901	LOC115631142|XP_030383672.1|SLEB	CCAP1982_LOCUS8472|CAD6999965.1|CCAP
OG0006903	LOC115621046|XP_030370428.1|SLEB	CCAP1982_LOCUS2497|CAD6993691.1|CCAP
OG0006905	LOC115631290|XP_030383864.1|SLEB	CCAP1982_LOCUS7299|CAD6998744.1|CCAP
OG0006906	LOC115631707|XP_030384394.1|SLEB	CCAP1982_LOCUS7285|CAD6998730.1|CCAP
OG0006907	LOC115628575|XP_030380602.1|SLEB	CCAP1982_LOCUS8331|CAD6999819.1|CCAP
OG0006908	LOC115626639|XP_030377908.1|SLEB	CCAP1982_LOCUS5438|CAD6996759.1|CCAP
OG0006909	LOC115631495|XP_030384115.1|SLEB	CCAP1982_LOCUS5631|CAD6996965.1|CCAP
OG0006910	LOC115625819|XP_030376868.1|SLEB	CCAP1982_LOCUS5520|CAD6996844.1|CCAP
OG0006911	LOC115629239|XP_030381514.1|SLEB	CCAP1982_LOCUS9322|CAD7000848.1|CCAP
OG0006912	LOC115625696|XP_030376697.1|SLEB	CCAP1982_LOCUS5534|CAD6996858.1|CCAP
OG0006913	LOC115630938|XP_030383365.1|SLEB	CCAP1982_LOCUS7868|CAD6999341.1|CCAP
OG0006914	LOC115624886|XP_030375593.1|SLEB	CCAP1982_LOCUS13879|CAD7005519.1|CCAP
OG0006915	LOC115631656|XP_030384328.1|SLEB	CCAP1982_LOCUS12890|CAD7004486.1|CCAP
OG0006916	LOC115626381|XP_030377599.1|SLEB	CCAP1982_LOCUS6608|CAD6997992.1|CCAP
OG0006917	LOC115626362|XP_030377573.1|SLEB	CCAP1982_LOCUS6276|CAD6997643.1|CCAP
OG0006918	LOC115626413|XP_030377640.1|SLEB	CCAP1982_LOCUS6219|CAD6997580.1|CCAP
OG0006921	LOC115631927|XP_030384638.1|SLEB	CCAP1982_LOCUS8766|CAD7000276.1|CCAP
OG0006922	LOC115625844|XP_030376906.1|SLEB	CCAP1982_LOCUS5501|CAD6996828.1|CCAP, CCAP1982_LOCUS5502|CAD6996829.1|CCAP
OG0006923	LOC115631446|XP_030384050.1|SLEB	CCAP1982_LOCUS8722|CAD7000230.1|CCAP
OG0006924	LOC115626378|XP_030377593.1|SLEB	CCAP1982_LOCUS5568|CAD6996895.1|CCAP
OG0006925	LOC115621398|XP_030370902.1|SLEB	CCAP1982_LOCUS2530|CAD6993732.1|CCAP
OG0006926	LOC115631371|XP_030383952.1|SLEB	CCAP1982_LOCUS8948|CAD7000471.1|CCAP
OG0006927	LOC115631569|XP_030384221.1|SLEB	CCAP1982_LOCUS8942|CAD7000465.1|CCAP
OG0006928	LOC115631379|XP_030383961.1|SLEB	CCAP1982_LOCUS8939|CAD7000462.1|CCAP
OG0006929	LOC115628511|XP_030380515.1|SLEB	CCAP1982_LOCUS8843|CAD7000361.1|CCAP
OG0006930	LOC115631098|XP_030383610.1|SLEB	CCAP1982_LOCUS8846|CAD7000366.1|CCAP
OG0006932	LOC115631147|XP_030383678.1|SLEB	CCAP1982_LOCUS5658|CAD6996997.1|CCAP
OG0006933	LOC115631771|XP_030384466.1|SLEB	CCAP1982_LOCUS5646|CAD6996984.1|CCAP
OG0006934	LOC115624349|XP_030374862.1|SLEB	CCAP1982_LOCUS4601|CAD6995900.1|CCAP
OG0006935	LOC115626363|XP_030377574.1|SLEB	CCAP1982_LOCUS6277|CAD6997644.1|CCAP
OG0006936	LOC115628990|XP_030381131.1|SLEB	CCAP1982_LOCUS8400|CAD6999890.1|CCAP
OG0006937	LOC115629840|XP_030382281.1|SLEB	CCAP1982_LOCUS5709|CAD6997055.1|CCAP
OG0006938	LOC115625695|XP_030376695.1|SLEB	CCAP1982_LOCUS5742|CAD6997089.1|CCAP
OG0006939	LOC115628037|XP_030379842.1|SLEB	CCAP1982_LOCUS21452|CAD7013387.1|CCAP
OG0006940	LOC115631078|XP_030383585.1|SLEB	CCAP1982_LOCUS8047|CAD6999523.1|CCAP
OG0006941	LOC115631341|XP_030383919.1|SLEB	CCAP1982_LOCUS7072|CAD6998478.1|CCAP
OG0006942	LOC115622240|XP_030372000.1|SLEB	CCAP1982_LOCUS22668|CAD7014684.1|CCAP
OG0006943	LOC115631169|XP_030383719.1|SLEB	CCAP1982_LOCUS8610|CAD7000115.1|CCAP, CCAP1982_LOCUS8608|CAD7000113.1|CCAP
OG0006944	LOC115631795|XP_030384492.1|SLEB	CCAP1982_LOCUS8104|CAD6999579.1|CCAP
OG0006945	LOC115631473|XP_030384087.1|SLEB	CCAP1982_LOCUS6725|CAD6998111.1|CCAP
OG0006946	LOC115621981|XP_030371693.1|SLEB	CCAP1982_LOCUS1984|CAD6993158.1|CCAP
OG0006947	LOC115626383|XP_030377602.1|SLEB	CCAP1982_LOCUS5689|CAD6997030.1|CCAP
OG0006948	LOC115625915|XP_030377009.1|SLEB	CCAP1982_LOCUS5700|CAD6997043.1|CCAP
OG0006949	LOC115630598|XP_030383077.1|SLEB	CCAP1982_LOCUS7007|CAD6998407.1|CCAP
OG0006950	LOC115625973|XP_030377077.1|SLEB	CCAP1982_LOCUS5453|CAD6996778.1|CCAP
OG0006951	LOC115625804|XP_030376842.1|SLEB	CCAP1982_LOCUS5401|CAD6996721.1|CCAP
OG0006952	LOC115620915|XP_030370271.1|SLEB	CCAP1982_LOCUS2929|CAD6994163.1|CCAP
OG0006953	LOC115632353|XP_030385323.1|SLEB	CCAP1982_LOCUS11447|CAD7002984.1|CCAP
OG0006954	LOC115630979|XP_030383421.1|SLEB	CCAP1982_LOCUS8264|CAD6999738.1|CCAP
OG0006955	LOC115621896|XP_030371586.1|SLEB	CCAP1982_LOCUS3183|CAD6994432.1|CCAP
OG0006956	LOC115630601|XP_030383081.1|SLEB	CCAP1982_LOCUS7877|CAD6999350.1|CCAP
OG0006957	LOC115625838|XP_030376900.1|SLEB	CCAP1982_LOCUS5533|CAD6996857.1|CCAP
OG0006958	LOC115631865|XP_030384576.1|SLEB	CCAP1982_LOCUS21120|CAD7013036.1|CCAP
OG0006959	LOC115628275|XP_030380164.1|SLEB	CCAP1982_LOCUS14815|CAD7006498.1|CCAP
OG0006960	LOC115626099|XP_030377211.1|SLEB	CCAP1982_LOCUS5523|CAD6996847.1|CCAP
OG0006961	LOC115630591|XP_030383070.1|SLEB	CCAP1982_LOCUS7652|CAD6999107.1|CCAP
OG0006962	LOC115629028|XP_030381186.1|SLEB	CCAP1982_LOCUS6387|CAD6997756.1|CCAP
OG0006964	LOC115625917|XP_030377011.1|SLEB	CCAP1982_LOCUS5407|CAD6996727.1|CCAP
OG0006965	LOC115631706|XP_030384393.1|SLEB	CCAP1982_LOCUS8795|CAD7000309.1|CCAP
OG0006966	LOC115631165|XP_030383714.1|SLEB	CCAP1982_LOCUS6898|CAD6998289.1|CCAP
OG0006967	LOC115633697|XP_030387015.1|SLEB	CCAP1982_LOCUS21717|CAD7013674.1|CCAP
OG0006968	LOC115623216|XP_030373317.1|SLEB	CCAP1982_LOCUS21444|CAD7013379.1|CCAP
OG0006969	LOC115622851|XP_030372793.1|SLEB	CCAP1982_LOCUS11003|CAD7002514.1|CCAP
OG0006970	LOC115620660|XP_030369871.1|SLEB	CCAP1982_LOCUS2702|CAD6993910.1|CCAP
OG0006971	LOC115630489|XP_030382933.1|SLEB	CCAP1982_LOCUS7040|CAD6998441.1|CCAP
OG0006972	LOC115631438|XP_030384037.1|SLEB	CCAP1982_LOCUS5634|CAD6996968.1|CCAP
OG0006973	LOC115628601|XP_030380644.1|SLEB	CCAP1982_LOCUS6676|CAD6998062.1|CCAP
OG0006975	LOC115631447|XP_030384051.1|SLEB	CCAP1982_LOCUS8458|CAD6999950.1|CCAP
OG0006976	LOC115628988|XP_030381129.1|SLEB	CCAP1982_LOCUS7752|CAD6999218.1|CCAP
OG0006979	LOC115631276|XP_030383848.1|SLEB	CCAP1982_LOCUS6941|CAD6998337.1|CCAP
OG0006980	LOC115626333|XP_030377537.1|SLEB	CCAP1982_LOCUS5413|CAD6996733.1|CCAP
OG0006981	LOC115622901|XP_030372880.1|SLEB	CCAP1982_LOCUS6234|CAD6997598.1|CCAP
OG0006982	LOC115628550|XP_030380572.1|SLEB	CCAP1982_LOCUS7781|CAD6999250.1|CCAP
OG0006983	LOC115628519|XP_030380531.1|SLEB	CCAP1982_LOCUS6675|CAD6998061.1|CCAP
OG0006984	LOC115631485|XP_030384100.1|SLEB	CCAP1982_LOCUS8106|CAD6999582.1|CCAP
OG0006985	LOC115628469|XP_030380451.1|SLEB	CCAP1982_LOCUS8029|CAD6999505.1|CCAP
OG0006986	LOC115630650|XP_030383152.1|SLEB	CCAP1982_LOCUS7055|CAD6998458.1|CCAP
OG0006987	LOC115633663|XP_030386968.1|SLEB	CCAP1982_LOCUS22644|CAD7014656.1|CCAP
OG0006988	LOC115631727|XP_030384423.1|SLEB	CCAP1982_LOCUS8265|CAD6999739.1|CCAP
OG0006989	LOC115631770|XP_030384465.1|SLEB	CCAP1982_LOCUS7610|CAD6999064.1|CCAP
OG0006991	LOC115620401|XP_030369477.1|SLEB	CCAP1982_LOCUS5132|CAD6996463.1|CCAP
OG0006992	LOC115631051|XP_030383543.1|SLEB	CCAP1982_LOCUS7789|CAD6999259.1|CCAP
OG0006993	LOC115630619|XP_030383106.1|SLEB	CCAP1982_LOCUS7044|CAD6998446.1|CCAP, CCAP1982_LOCUS7045|CAD6998447.1|CCAP
OG0006994	LOC115631466|XP_030384076.1|SLEB	CCAP1982_LOCUS8388|CAD6999879.1|CCAP
OG0006995	LOC115625748|XP_030376764.1|SLEB	CCAP1982_LOCUS5690|CAD6997031.1|CCAP
OG0006996	LOC115625867|XP_030376938.1|SLEB	CCAP1982_LOCUS6107|CAD6997464.1|CCAP
OG0006997	LOC115619966|XP_030368862.1|SLEB	CCAP1982_LOCUS22555|CAD7014554.1|CCAP
OG0006998	LOC115630079|XP_030382564.1|SLEB	CCAP1982_LOCUS8778|CAD7000288.1|CCAP
OG0006999	LOC115631612|XP_030384276.1|SLEB	CCAP1982_LOCUS23139|CAD7015188.1|CCAP
OG0007000	LOC115630999|XP_030383453.1|SLEB	CCAP1982_LOCUS7504|CAD6998957.1|CCAP
OG0007002	LOC115626213|XP_030377365.1|SLEB	CCAP1982_LOCUS5776|CAD6997131.1|CCAP
OG0007003	LOC115625677|XP_030376678.1|SLEB	CCAP1982_LOCUS21089|CAD7012999.1|CCAP
OG0007004	LOC115631725|XP_030384420.1|SLEB	CCAP1982_LOCUS8615|CAD7000122.1|CCAP
OG0007005	LOC115630716|XP_030383228.1|SLEB	CCAP1982_LOCUS7656|CAD6999111.1|CCAP
OG0007006	LOC115626456|XP_030377696.1|SLEB	CCAP1982_LOCUS5395|CAD6996712.1|CCAP
OG0007007	LOC115631759|XP_030384453.1|SLEB	CCAP1982_LOCUS5618|CAD6996950.1|CCAP
OG0007008	LOC115630756|XP_030383271.1|SLEB	CCAP1982_LOCUS8437|CAD6999924.1|CCAP
OG0007009	LOC115631148|XP_030383679.1|SLEB	CCAP1982_LOCUS5645|CAD6996983.1|CCAP
OG0007010	LOC115631423|XP_030384011.1|SLEB	CCAP1982_LOCUS8665|CAD7000173.1|CCAP
OG0007011	LOC115629455|XP_030381780.1|SLEB	CCAP1982_LOCUS6463|CAD6997839.1|CCAP
OG0007012	LOC115630629|XP_030383123.1|SLEB	CCAP1982_LOCUS7841|CAD6999314.1|CCAP
OG0007015	LOC115625656|XP_030376644.1|SLEB	CCAP1982_LOCUS5400|CAD6996719.1|CCAP
OG0007016	LOC115626106|XP_030377219.1|SLEB	CCAP1982_LOCUS5545|CAD6996872.1|CCAP
OG0007019	LOC115626096|XP_030377209.1|SLEB	CCAP1982_LOCUS6166|CAD6997527.1|CCAP
OG0007020	LOC115626050|XP_030377162.1|SLEB	CCAP1982_LOCUS9090|CAD7000616.1|CCAP, CCAP1982_LOCUS9091|CAD7000617.1|CCAP
OG0007021	LOC115631055|XP_030383551.1|SLEB	CCAP1982_LOCUS7488|CAD6998942.1|CCAP
OG0007022	LOC115631154|XP_030383688.1|SLEB	CCAP1982_LOCUS8723|CAD7000231.1|CCAP
OG0007023	LOC115631489|XP_030384105.1|SLEB	CCAP1982_LOCUS13964|CAD7005605.1|CCAP
OG0007024	LOC115623643|XP_030373948.1|SLEB	CCAP1982_LOCUS650|CAD6991738.1|CCAP
OG0007026	LOC115631166|XP_030383715.1|SLEB	CCAP1982_LOCUS6944|CAD6998342.1|CCAP
OG0007027	LOC115631458|XP_030384066.1|SLEB	CCAP1982_LOCUS7358|CAD6998809.1|CCAP
OG0007028	LOC115631696|XP_030384378.1|SLEB	CCAP1982_LOCUS7384|CAD6998835.1|CCAP
OG0007029	LOC115631232|XP_030383801.1|SLEB	CCAP1982_LOCUS8603|CAD7000105.1|CCAP
OG0007031	LOC115630483|XP_030382924.1|SLEB	CCAP1982_LOCUS5857|CAD6997222.1|CCAP, CCAP1982_LOCUS5866|CAD6997232.1|CCAP
OG0007032	LOC115622965|XP_030372975.1|SLEB	CCAP1982_LOCUS21398|CAD7013329.1|CCAP
OG0007033	LOC115625810|XP_030376855.1|SLEB	CCAP1982_LOCUS6554|CAD6997936.1|CCAP
OG0007034	LOC115630603|XP_030383083.1|SLEB	CCAP1982_LOCUS8181|CAD6999651.1|CCAP
OG0007035	LOC115633788|XP_030387125.1|SLEB	CCAP1982_LOCUS23410|CAD7015470.1|CCAP
OG0007037	LOC115620426|XP_030369513.1|SLEB	CCAP1982_LOCUS3270|CAD6994526.1|CCAP
OG0007038	LOC115632643|XP_030385736.1|SLEB	CCAP1982_LOCUS7155|CAD6998576.1|CCAP
OG0007040	LOC115628506|XP_030380509.1|SLEB	CCAP1982_LOCUS8336|CAD6999824.1|CCAP
OG0007041	LOC115629077|XP_030381252.1|SLEB	CCAP1982_LOCUS6403|CAD6997778.1|CCAP
OG0007042	LOC115626508|XP_030377755.1|SLEB	CCAP1982_LOCUS5381|CAD6996697.1|CCAP
OG0007043	LOC115625594|XP_030376571.1|SLEB	CCAP1982_LOCUS4565|CAD6995864.1|CCAP
OG0007045	LOC115623845|XP_030374247.1|SLEB	CCAP1982_LOCUS99|CAD6991159.1|CCAP
OG0007046	LOC115623719|XP_030374062.1|SLEB	CCAP1982_LOCUS4323|CAD6995617.1|CCAP
OG0007047	LOC115630671|XP_030383175.1|SLEB	CCAP1982_LOCUS8507|CAD7000001.1|CCAP
OG0007048	LOC115630538|XP_030383003.1|SLEB	CCAP1982_LOCUS8594|CAD7000096.1|CCAP
OG0007049	LOC115630633|XP_030383129.1|SLEB	CCAP1982_LOCUS9153|CAD7000679.1|CCAP
OG0007050	LOC115630936|XP_030383364.1|SLEB	CCAP1982_LOCUS8068|CAD6999548.1|CCAP
OG0007051	LOC115631392|XP_030383973.1|SLEB	CCAP1982_LOCUS8732|CAD7000240.1|CCAP
OG0007053	LOC115625125|XP_030375899.1|SLEB	CCAP1982_LOCUS4789|CAD6996083.1|CCAP
OG0007054	LOC115634717|XP_030388460.1|SLEB	CCAP1982_LOCUS21443|CAD7013378.1|CCAP
OG0007055	LOC115626035|XP_030377149.1|SLEB	CCAP1982_LOCUS22840|CAD7014876.1|CCAP
OG0007056	LOC115622799|XP_030372724.1|SLEB	CCAP1982_LOCUS12881|CAD7004476.1|CCAP
OG0007059	LOC115631163|XP_030383707.1|SLEB	CCAP1982_LOCUS8284|CAD6999761.1|CCAP
OG0007060	LOC115631417|XP_030384003.1|SLEB	CCAP1982_LOCUS8288|CAD6999765.1|CCAP
OG0007061	LOC115632055|XP_030384889.1|SLEB	CCAP1982_LOCUS8289|CAD6999766.1|CCAP
OG0007062	LOC115631211|XP_030383776.1|SLEB	CCAP1982_LOCUS7441|CAD6998894.1|CCAP
OG0007063	LOC115625976|XP_030377079.1|SLEB	CCAP1982_LOCUS5521|CAD6996845.1|CCAP
OG0007064	LOC115621831|XP_030371502.1|SLEB	CCAP1982_LOCUS21728|CAD7013687.1|CCAP
OG0007065	LOC115631460|XP_030384068.1|SLEB	CCAP1982_LOCUS8842|CAD7000360.1|CCAP
OG0007066	LOC115624753|XP_030375443.1|SLEB	CCAP1982_LOCUS13819|CAD7005459.1|CCAP
OG0007067	LOC115631000|XP_030383455.1|SLEB	CCAP1982_LOCUS7438|CAD6998891.1|CCAP
OG0007068	LOC115626194|XP_030377335.1|SLEB	CCAP1982_LOCUS6290|CAD6997660.1|CCAP
OG0007070	LOC115621497|XP_030371028.1|SLEB	CCAP1982_LOCUS21250|CAD7013179.1|CCAP
OG0007071	LOC115623072|XP_030373132.1|SLEB	CCAP1982_LOCUS22928|CAD7014968.1|CCAP
OG0007073	LOC115630663|XP_030383165.1|SLEB	CCAP1982_LOCUS8062|CAD6999541.1|CCAP
OG0007074	LOC115633867|XP_030387223.1|SLEB	CCAP1982_LOCUS20176|CAD7012076.1|CCAP
OG0007075	LOC115631065|XP_030383564.1|SLEB	CCAP1982_LOCUS8114|CAD6999590.1|CCAP
OG0007076	LOC115624957|XP_030375673.1|SLEB	CCAP1982_LOCUS22136|CAD7014131.1|CCAP
OG0007077	LOC115631842|XP_030384545.1|SLEB	CCAP1982_LOCUS7920|CAD6999394.1|CCAP
OG0007078	LOC115631025|XP_030383502.1|SLEB	CCAP1982_LOCUS7354|CAD6998803.1|CCAP
OG0007079	LOC115631026|XP_030383503.1|SLEB	CCAP1982_LOCUS7353|CAD6998799.1|CCAP
OG0007080	LOC115626309|XP_030377502.1|SLEB	CCAP1982_LOCUS6393|CAD6997763.1|CCAP
OG0007081	LOC115625864|XP_030376935.1|SLEB	CCAP1982_LOCUS5561|CAD6996887.1|CCAP
OG0007082	LOC115628518|XP_030380530.1|SLEB	CCAP1982_LOCUS6673|CAD6998057.1|CCAP
OG0007083	LOC115631352|XP_030383928.1|SLEB	CCAP1982_LOCUS6906|CAD6998297.1|CCAP
OG0007086	LOC115631145|XP_030383676.1|SLEB	CCAP1982_LOCUS8255|CAD6999729.1|CCAP
OG0007087	LOC115625096|XP_030375858.1|SLEB	CCAP1982_LOCUS6897|CAD6998288.1|CCAP
OG0007088	LOC115630988|XP_030383433.1|SLEB	CCAP1982_LOCUS6895|CAD6998286.1|CCAP
OG0007089	LOC115631539|XP_030384171.1|SLEB	CCAP1982_LOCUS7485|CAD6998938.1|CCAP
OG0007090	LOC115631214|XP_030383779.1|SLEB	CCAP1982_LOCUS8235|CAD6999709.1|CCAP
OG0007091	LOC115632036|XP_030384861.1|SLEB	CCAP1982_LOCUS6972|CAD6998372.1|CCAP
OG0007092	LOC115623531|XP_030373773.1|SLEB	CCAP1982_LOCUS4644|CAD6995942.1|CCAP
OG0007093	LOC115625824|XP_030376874.1|SLEB	CCAP1982_LOCUS10850|CAD7002356.1|CCAP
OG0007095	LOC115625934|XP_030377031.1|SLEB	CCAP1982_LOCUS7737|CAD6999203.1|CCAP
OG0007096	LOC115629003|XP_030381149.1|SLEB	CCAP1982_LOCUS5513|CAD6996840.1|CCAP
OG0007097	LOC115630746|XP_030383260.1|SLEB	CCAP1982_LOCUS7965|CAD6999441.1|CCAP
OG0007098	LOC115630502|XP_030382954.1|SLEB	CCAP1982_LOCUS7969|CAD6999445.1|CCAP
OG0007099	LOC115621074|XP_030370462.1|SLEB	CCAP1982_LOCUS2724|CAD6993938.1|CCAP
OG0007100	LOC115625809|XP_030376853.1|SLEB	CCAP1982_LOCUS7691|CAD6999152.1|CCAP
OG0007102	LOC115628620|XP_030380665.1|SLEB	CCAP1982_LOCUS6630|CAD6998013.1|CCAP, CCAP1982_LOCUS6634|CAD6998017.1|CCAP, CCAP1982_LOCUS6637|CAD6998020.1|CCAP
OG0007103	LOC115624140|XP_030374596.1|SLEB	CCAP1982_LOCUS6721|CAD6998107.1|CCAP
OG0007104	LOC115631834|XP_030384538.1|SLEB	CCAP1982_LOCUS5635|CAD6996970.1|CCAP
OG0007105	LOC115630451|XP_030382871.1|SLEB	CCAP1982_LOCUS5711|CAD6997057.1|CCAP
OG0007106	LOC115631254|XP_030383827.1|SLEB	CCAP1982_LOCUS7479|CAD6998932.1|CCAP
OG0007107	LOC115630427|XP_030382839.1|SLEB	CCAP1982_LOCUS8486|CAD6999982.1|CCAP
OG0007109	LOC115631658|XP_030384331.1|SLEB	CCAP1982_LOCUS8807|CAD7000324.1|CCAP
