Orthogroup	SLEB.longest_only	ASTE.longest_only
OG0006061	LOC115629185|XP_030381429.1|SLEB	LOC118504843|XP_035895744.1|ASTE
OG0006062	LOC115623437|XP_030373643.1|SLEB, LOC115623438|XP_030373644.1|SLEB	LOC118506349|XP_035899231.1|ASTE
OG0006063	LOC115625913|XP_030377005.1|SLEB	LOC118505067|XP_035896243.1|ASTE
OG0006064	LOC115623239|XP_030373356.1|SLEB	LOC118507152|XP_035901080.1|ASTE
OG0006065	LOC115632439|XP_030385443.1|SLEB	LOC118505392|XP_035896996.1|ASTE
OG0006066	LOC115628413|XP_030380364.1|SLEB	LOC118507758|XP_035902662.1|ASTE
OG0006067	LOC115619985|XP_030368891.1|SLEB	LOC118505772|XP_035897920.1|ASTE
OG0006068	LOC115627412|XP_030378932.1|SLEB	LOC118504727|XP_035895461.1|ASTE
OG0006069	LOC115622250|XP_030372009.1|SLEB	LOC118504164|XP_035894192.1|ASTE
OG0006070	LOC115631684|XP_030384361.1|SLEB, LOC115623040|XP_030373077.1|SLEB	LOC118504172|XP_035894213.1|ASTE
OG0006071	LOC115620682|XP_030369908.1|SLEB	LOC118504174|XP_035894216.1|ASTE
OG0006072	LOC115633168|XP_030386441.1|SLEB	LOC118517665|XP_035919936.1|ASTE
OG0006073	LOC115632599|XP_030385684.1|SLEB	LOC118517674|XP_035919960.1|ASTE
OG0006074	LOC115626784|XP_030378110.1|SLEB	LOC118505979|XP_035898427.1|ASTE
OG0006075	LOC115628874|XP_030380988.1|SLEB	LOC118508506|XP_035904241.1|ASTE
OG0006076	LOC115634656|XP_030388373.1|SLEB	LOC118507269|XP_035901461.1|ASTE
OG0006077	LOC115620031|XP_030368996.1|SLEB	LOC118503245|XP_035892159.1|ASTE
OG0006078	LOC115621102|XP_030370504.1|SLEB	LOC118503246|XP_035892161.1|ASTE
OG0006079	LOC115634504|XP_030388130.1|SLEB	LOC118503163|XP_035892018.1|ASTE
OG0006080	LOC115634503|XP_030388127.1|SLEB	LOC118503162|XP_035892016.1|ASTE
OG0006081	LOC115625766|XP_030376797.1|SLEB	LOC118507086|XP_035900966.1|ASTE
OG0006082	LOC115633714|XP_030387038.1|SLEB	LOC118507087|XP_035900968.1|ASTE
OG0006083	LOC115620917|XP_030370278.1|SLEB	LOC118507454|XP_035901830.1|ASTE
OG0006084	LOC115622164|XP_030371894.1|SLEB	LOC118505816|XP_035898054.1|ASTE
OG0006085	LOC115624627|XP_030375241.1|SLEB	LOC118506240|XP_035898995.1|ASTE
OG0006086	LOC115624787|XP_030375485.1|SLEB	LOC118506256|XP_035899033.1|ASTE
OG0006087	LOC115622919|XP_030372906.1|SLEB	LOC118504751|XP_035895560.1|ASTE
OG0006088	LOC115632512|XP_030385563.1|SLEB	LOC118507573|XP_035902110.1|ASTE
OG0006089	LOC115627336|XP_030378841.1|SLEB	LOC118506203|XP_035898904.1|ASTE
OG0006090	LOC115622865|XP_030372810.1|SLEB	LOC118505867|XP_035898175.1|ASTE
OG0006091	LOC115622571|XP_030372410.1|SLEB	LOC118505394|XP_035897004.1|ASTE
OG0006092	LOC115629868|XP_030382320.1|SLEB	LOC118505879|XP_035898201.1|ASTE
OG0006093	LOC115633881|XP_030387245.1|SLEB	LOC118504891|XP_035895842.1|ASTE
OG0006094	LOC115622185|XP_030371935.1|SLEB	LOC118504890|XP_035895841.1|ASTE
OG0006095	LOC115624332|XP_030374828.1|SLEB	LOC118503061|XP_035891821.1|ASTE
OG0006096	LOC115634760|XP_030388511.1|SLEB	LOC118503882|XP_035893530.1|ASTE
OG0006097	LOC115622882|XP_030372835.1|SLEB	LOC118503876|XP_035893513.1|ASTE
OG0006098	LOC115630986|XP_030383428.1|SLEB	LOC118503872|XP_035893507.1|ASTE
OG0006099	LOC115634238|XP_030387690.1|SLEB	LOC118503864|XP_035893487.1|ASTE
OG0006100	LOC115624861|XP_030375567.1|SLEB	LOC118503853|XP_035893460.1|ASTE
OG0006101	LOC115631494|XP_030384114.1|SLEB	LOC118508049|XP_035903395.1|ASTE
OG0006102	LOC115623124|XP_030373193.1|SLEB	LOC118507415|XP_035901771.1|ASTE
OG0006103	LOC115626965|XP_030378339.1|SLEB	LOC118507199|XP_035901171.1|ASTE
OG0006104	LOC115629664|XP_030382039.1|SLEB	LOC118507200|XP_035901172.1|ASTE
OG0006105	LOC115629637|XP_030381999.1|SLEB	LOC118507202|XP_035901178.1|ASTE
OG0006106	LOC115624703|XP_030375378.1|SLEB	LOC118504734|XP_035895495.1|ASTE
OG0006107	LOC115620047|XP_030369028.1|SLEB	LOC118506110|XP_035898696.1|ASTE
OG0006108	LOC115627772|XP_030379430.1|SLEB	LOC118506109|XP_035898695.1|ASTE
OG0006109	LOC115632286|XP_030385239.1|SLEB	LOC118516535|XP_035918373.1|ASTE, LOC118506070|XP_035898625.1|ASTE
OG0006110	LOC115627694|XP_030379300.1|SLEB	LOC118503694|XP_035893137.1|ASTE
OG0006111	LOC115627745|XP_030379384.1|SLEB	LOC118504840|XP_035895737.1|ASTE
OG0006112	LOC115633624|XP_030386916.1|SLEB	LOC118503401|XP_035892497.1|ASTE
OG0006113	LOC115632419|XP_030385418.1|SLEB	LOC118503392|XP_035892487.1|ASTE
OG0006114	LOC115620676|XP_030369901.1|SLEB	LOC118503391|XP_035892486.1|ASTE
OG0006115	LOC115631200|XP_030383750.1|SLEB	LOC118503048|XP_035891776.1|ASTE
OG0006116	LOC115633843|XP_030387193.1|SLEB	LOC118503531|XP_035892810.1|ASTE
OG0006117	LOC115630836|XP_030383346.1|SLEB	LOC118504093|XP_035894068.1|ASTE
OG0006118	LOC115623486|XP_030373720.1|SLEB	LOC118504103|XP_035894079.1|ASTE
OG0006119	LOC115627887|XP_030379636.1|SLEB	LOC118504201|XP_035894273.1|ASTE
OG0006120	LOC115626803|XP_030378132.1|SLEB	LOC118508156|XP_035903589.1|ASTE
OG0006121	LOC115624712|XP_030375395.1|SLEB	LOC118504190|XP_035894258.1|ASTE
OG0006122	LOC115627808|XP_030379497.1|SLEB	LOC118504195|XP_035894263.1|ASTE
OG0006123	LOC115627615|XP_030379210.1|SLEB	LOC118504197|XP_035894269.1|ASTE
OG0006124	LOC115625497|XP_030376416.1|SLEB	LOC118504198|XP_035894270.1|ASTE
OG0006125	LOC115622503|XP_030372311.1|SLEB	LOC118503080|XP_035891855.1|ASTE
OG0006126	LOC115623275|XP_030373413.1|SLEB	LOC118503344|XP_035892406.1|ASTE
OG0006127	LOC115624566|XP_030375155.1|SLEB	LOC118503337|XP_035892395.1|ASTE
OG0006128	LOC115624997|XP_030375732.1|SLEB	LOC118503362|XP_035892448.1|ASTE
OG0006129	LOC115624623|XP_030375237.1|SLEB	LOC118503351|XP_035892427.1|ASTE
OG0006130	LOC115628172|XP_030380017.1|SLEB	LOC118503843|XP_035893445.1|ASTE
OG0006131	LOC115624612|XP_030375222.1|SLEB	LOC118503832|XP_035893431.1|ASTE
OG0006132	LOC115624789|XP_030375492.1|SLEB	LOC118504097|XP_035894073.1|ASTE
OG0006133	LOC115628173|XP_030380020.1|SLEB	LOC118503822|XP_035893416.1|ASTE
OG0006134	LOC115632542|XP_030385614.1|SLEB	LOC118503821|XP_035893415.1|ASTE
OG0006135	LOC115624514|XP_030375086.1|SLEB	LOC118503798|XP_035893384.1|ASTE
OG0006136	LOC115622504|XP_030372314.1|SLEB	LOC118503792|XP_035893365.1|ASTE
OG0006137	LOC115624924|XP_030375635.1|SLEB	LOC118508403|XP_035904057.1|ASTE
OG0006138	LOC115634181|XP_030387626.1|SLEB	LOC118503599|XP_035892945.1|ASTE
OG0006139	LOC115621976|XP_030371690.1|SLEB	LOC118506128|XP_035898755.1|ASTE
OG0006140	LOC115619952|XP_030368841.1|SLEB	LOC118506124|XP_035898743.1|ASTE
OG0006141	LOC115623703|XP_030374068.1|SLEB	LOC118503107|XP_035891938.1|ASTE
OG0006142	LOC115633785|XP_030387121.1|SLEB	LOC118504791|XP_035895653.1|ASTE
OG0006143	LOC115622598|XP_030372456.1|SLEB	LOC118508110|XP_035903497.1|ASTE
OG0006144	LOC115622727|XP_030372627.1|SLEB	LOC118508105|XP_035903491.1|ASTE
OG0006145	LOC115623166|XP_030373241.1|SLEB	LOC118508114|XP_035903500.1|ASTE
OG0006146	LOC115625654|XP_030376641.1|SLEB	LOC118508113|XP_035903499.1|ASTE
OG0006147	LOC115625330|XP_030376214.1|SLEB	LOC118503764|XP_035893321.1|ASTE
OG0006148	LOC115629404|XP_030381725.1|SLEB	LOC118503750|XP_035893294.1|ASTE
OG0006149	LOC115622599|XP_030372458.1|SLEB	LOC118503753|XP_035893297.1|ASTE
OG0006150	LOC115622597|XP_030372455.1|SLEB	LOC118503747|XP_035893290.1|ASTE
OG0006151	LOC115625724|XP_030376732.1|SLEB	LOC118503745|XP_035893280.1|ASTE
OG0006152	LOC115628200|XP_030380054.1|SLEB	LOC118504659|XP_035895334.1|ASTE
OG0006153	LOC115631418|XP_030384007.1|SLEB	LOC118506547|XP_035899732.1|ASTE
OG0006155	LOC115625110|XP_030375876.1|SLEB	LOC118502485|XP_035890610.1|ASTE
OG0006156	LOC115624473|XP_030375036.1|SLEB, LOC115623953|XP_030374377.1|SLEB	LOC118505088|XP_035896272.1|ASTE
OG0006158	LOC115632458|XP_030385474.1|SLEB	LOC118510861|XP_035909093.1|ASTE
OG0006159	LOC115634016|XP_030387402.1|SLEB	LOC118503733|XP_035893241.1|ASTE
OG0006160	LOC115625884|XP_030376967.1|SLEB	LOC118506344|XP_035899221.1|ASTE
OG0006161	LOC115624083|XP_030374536.1|SLEB	LOC118509657|XP_035906510.1|ASTE
OG0006162	LOC115627976|XP_030379732.1|SLEB	LOC118509372|XP_035905797.1|ASTE, LOC118517331|XP_035919206.1|ASTE
OG0006163	LOC115634742|XP_030388490.1|SLEB	LOC118512637|XP_035913226.1|ASTE
OG0006181	LOC115620349|XP_030369410.1|SLEB	LOC118510457|XP_035908181.1|ASTE
OG0006182	LOC115621634|XP_030371195.1|SLEB	LOC118510466|XP_035908215.1|ASTE
OG0006183	LOC115621637|XP_030371198.1|SLEB	LOC118504962|XP_035895981.1|ASTE
OG0006184	LOC115620874|XP_030370210.1|SLEB	LOC118517389|XP_035919336.1|ASTE
OG0006185	LOC115620434|XP_030369522.1|SLEB	LOC118511262|XP_035910026.1|ASTE
OG0006186	LOC115622046|XP_030371778.1|SLEB	LOC118507320|XP_035901604.1|ASTE
OG0006187	LOC115621534|XP_030371060.1|SLEB	LOC118511264|XP_035910028.1|ASTE
OG0006188	LOC115628802|XP_030380870.1|SLEB	LOC118505395|XP_035897012.1|ASTE
OG0006189	LOC115628803|XP_030380875.1|SLEB	LOC118514401|XP_035917174.1|ASTE, LOC118505416|XP_035897065.1|ASTE
OG0006190	LOC115621893|XP_030371582.1|SLEB	LOC118510292|XP_035907810.1|ASTE
OG0006191	LOC115621216|XP_030370659.1|SLEB	LOC118507523|XP_035901981.1|ASTE
OG0006192	LOC115626732|XP_030378037.1|SLEB	LOC118508051|XP_035903401.1|ASTE
OG0006193	LOC115629098|XP_030381278.1|SLEB	LOC118505169|XP_035896478.1|ASTE
OG0006194	LOC115627801|XP_030379490.1|SLEB	LOC118516550|XP_035918392.1|ASTE
OG0006195	LOC115629863|XP_030382311.1|SLEB	LOC118511117|XP_035909738.1|ASTE
OG0006196	LOC115628090|XP_030379927.1|SLEB	LOC118516756|XP_035918568.1|ASTE
OG0006197	LOC115627723|XP_030379331.1|SLEB	LOC118509676|XP_035906592.1|ASTE
OG0006198	LOC115626949|XP_030378325.1|SLEB	LOC118507132|XP_035901061.1|ASTE
OG0006199	LOC115621845|XP_030371517.1|SLEB	LOC118507096|XP_035900984.1|ASTE
OG0006200	LOC115620383|XP_030369451.1|SLEB	LOC118509460|XP_035905977.1|ASTE
OG0006201	LOC115627648|XP_030379240.1|SLEB	LOC118506952|XP_035900668.1|ASTE
OG0006202	LOC115627586|XP_030379170.1|SLEB	LOC118506932|XP_035900645.1|ASTE
OG0006203	LOC115633268|XP_030386533.1|SLEB	LOC118507395|XP_035901745.1|ASTE
OG0006204	LOC115625337|XP_030376222.1|SLEB	LOC118512712|XP_035913441.1|ASTE
OG0006205	LOC115627582|XP_030379165.1|SLEB	LOC118511421|XP_035910399.1|ASTE
OG0006206	LOC115629108|XP_030381293.1|SLEB	LOC118517496|XP_035919586.1|ASTE
OG0006207	LOC115628599|XP_030380642.1|SLEB	LOC118505296|XP_035896800.1|ASTE
OG0006208	LOC115632641|XP_030385731.1|SLEB	LOC118505276|XP_035896742.1|ASTE
OG0006209	LOC115633266|XP_030386531.1|SLEB	LOC118514543|XP_035917423.1|ASTE
OG0006210	LOC115633419|XP_030386738.1|SLEB	LOC118505477|XP_035897187.1|ASTE
OG0006211	LOC115631183|XP_030383733.1|SLEB	LOC118512034|XP_035911724.1|ASTE
OG0006212	LOC115631182|XP_030383732.1|SLEB	LOC118511654|XP_035910891.1|ASTE
OG0006214	LOC115628028|XP_030379827.1|SLEB	LOC118505724|XP_035897801.1|ASTE
OG0006215	LOC115626860|XP_030378223.1|SLEB	LOC118510787|XP_035908987.1|ASTE
OG0006217	LOC115628724|XP_030380784.1|SLEB	LOC118517382|XP_035919315.1|ASTE
OG0006218	LOC115625753|XP_030376768.1|SLEB	LOC118516488|XP_035918314.1|ASTE
OG0006219	LOC115626688|XP_030377976.1|SLEB	LOC118515721|XP_035917946.1|ASTE
OG0006220	LOC115626818|XP_030378158.1|SLEB	LOC118507166|XP_035901123.1|ASTE
OG0006221	LOC115625252|XP_030376105.1|SLEB	LOC118517486|XP_035919574.1|ASTE
OG0006222	LOC115625271|XP_030376133.1|SLEB	LOC118517495|XP_035919585.1|ASTE
OG0006223	LOC115629317|XP_030381627.1|SLEB	LOC118517507|XP_035919622.1|ASTE
OG0006224	LOC115628754|XP_030380824.1|SLEB	LOC118516663|XP_035918521.1|ASTE
OG0006225	LOC115628879|XP_030380995.1|SLEB	LOC118506528|XP_035899684.1|ASTE
OG0006226	LOC115629182|XP_030381426.1|SLEB	LOC118508996|XP_035904892.1|ASTE
OG0006227	LOC115627465|XP_030378997.1|SLEB	LOC118511740|XP_035911126.1|ASTE
OG0006228	LOC115622481|XP_030372289.1|SLEB	LOC118505405|XP_035897049.1|ASTE
OG0006229	LOC115627998|XP_030379755.1|SLEB	LOC118508987|XP_035904878.1|ASTE
OG0006230	LOC115629836|XP_030382272.1|SLEB	LOC118509041|XP_035905010.1|ASTE
OG0006231	LOC115633339|XP_030386631.1|SLEB	LOC118509090|XP_035905128.1|ASTE
OG0006232	LOC115627091|XP_030378503.1|SLEB	LOC118509106|XP_035905169.1|ASTE
OG0006233	LOC115627211|XP_030378691.1|SLEB	LOC118509156|XP_035905285.1|ASTE
OG0006234	LOC115629799|XP_030382221.1|SLEB	LOC118516617|XP_035918485.1|ASTE
OG0006235	LOC115627818|XP_030379508.1|SLEB	LOC118516410|XP_035918169.1|ASTE
OG0006237	LOC115627710|XP_030379318.1|SLEB	LOC118506102|XP_035898680.1|ASTE
OG0006238	LOC115627720|XP_030379329.1|SLEB	LOC118510893|XP_035909174.1|ASTE
OG0006239	LOC115627562|XP_030379143.1|SLEB	LOC118503930|XP_035893669.1|ASTE
OG0006240	LOC115621575|XP_030371125.1|SLEB	LOC118503860|XP_035893483.1|ASTE
OG0006241	LOC115629798|XP_030382220.1|SLEB	LOC118516610|XP_035918480.1|ASTE
OG0006242	LOC115627197|XP_030378671.1|SLEB	LOC118505305|XP_035896829.1|ASTE
OG0006243	LOC115620400|XP_030369475.1|SLEB	LOC118505208|XP_035896612.1|ASTE
OG0006244	LOC115625157|XP_030375945.1|SLEB	LOC118510186|XP_035907604.1|ASTE
OG0006246	LOC115629152|XP_030381376.1|SLEB	LOC118503632|XP_035893025.1|ASTE
OG0006247	LOC115627558|XP_030379140.1|SLEB	LOC118503605|XP_035892978.1|ASTE
OG0006248	LOC115628685|XP_030380719.1|SLEB	LOC118517268|XP_035919138.1|ASTE
OG0006249	LOC115630564|XP_030383038.1|SLEB	LOC118505577|XP_035897429.1|ASTE
OG0006250	LOC115626776|XP_030378100.1|SLEB	LOC118503321|XP_035892359.1|ASTE
OG0006251	LOC115621152|XP_030370570.1|SLEB	LOC118504185|XP_035894241.1|ASTE
OG0006252	LOC115621151|XP_030370569.1|SLEB	LOC118504147|XP_035894158.1|ASTE
OG0006253	LOC115633360|XP_030386660.1|SLEB	LOC118503297|XP_035892294.1|ASTE
OG0006254	LOC115632198|XP_030385104.1|SLEB	LOC118510515|XP_035908331.1|ASTE
OG0006255	LOC115621270|XP_030370730.1|SLEB	LOC118512408|XP_035912696.1|ASTE
OG0006256	LOC115629794|XP_030382213.1|SLEB	LOC118517232|XP_035919105.1|ASTE
OG0006257	LOC115633353|XP_030386649.1|SLEB	LOC118517286|XP_035919160.1|ASTE
OG0006258	LOC115633379|XP_030386682.1|SLEB	LOC118517220|XP_035919101.1|ASTE
OG0006259	LOC115621130|XP_030370540.1|SLEB	LOC118502915|XP_035891538.1|ASTE
OG0006260	LOC115627146|XP_030378584.1|SLEB	LOC118502982|XP_035891660.1|ASTE
OG0006261	LOC115631114|XP_030383634.1|SLEB	LOC118512106|XP_035911971.1|ASTE
OG0006262	LOC115629579|XP_030381931.1|SLEB	LOC118506927|XP_035900619.1|ASTE
OG0006263	LOC115627449|XP_030378974.1|SLEB	LOC118506478|XP_035899551.1|ASTE
OG0006264	LOC115628747|XP_030380813.1|SLEB	LOC118507809|XP_035902765.1|ASTE
OG0006265	LOC115622455|XP_030372262.1|SLEB	LOC118509916|XP_035907106.1|ASTE
OG0006266	LOC115628669|XP_030380698.1|SLEB	LOC118510939|XP_035909269.1|ASTE
OG0006267	LOC115627404|XP_030378918.1|SLEB	LOC118509287|XP_035905587.1|ASTE
OG0006268	LOC115633837|XP_030387188.1|SLEB	LOC118503890|XP_035893558.1|ASTE
OG0006269	LOC115620721|XP_030369960.1|SLEB	LOC118511532|XP_035910618.1|ASTE
OG0006270	LOC115627973|XP_030379728.1|SLEB	LOC118509845|XP_035906939.1|ASTE
OG0006271	LOC115620822|XP_030370112.1|SLEB	LOC118504563|XP_035895065.1|ASTE
OG0006272	LOC115633347|XP_030386640.1|SLEB	LOC118516435|XP_035918208.1|ASTE, LOC118512290|XP_035912410.1|ASTE
OG0006273	LOC115634300|XP_030387813.1|SLEB	LOC118508170|XP_035903612.1|ASTE
OG0006275	LOC115627067|XP_030378474.1|SLEB	LOC118506078|XP_035898648.1|ASTE
OG0006276	LOC115628234|XP_030380108.1|SLEB	LOC118504482|XP_035894892.1|ASTE
OG0006277	LOC115630667|XP_030383173.1|SLEB	LOC118511416|XP_035910387.1|ASTE
OG0006278	LOC115628731|XP_030380795.1|SLEB	LOC118506084|XP_035898660.1|ASTE
OG0006279	LOC115633308|XP_030386592.1|SLEB	LOC118510088|XP_035907398.1|ASTE
OG0006280	LOC115627665|XP_030379267.1|SLEB	LOC118507044|XP_035900897.1|ASTE
OG0006281	LOC115627713|XP_030379320.1|SLEB	LOC118507036|XP_035900883.1|ASTE
OG0006282	LOC115629251|XP_030381528.1|SLEB	LOC118513766|XP_035915835.1|ASTE
OG0006283	LOC115620597|XP_030369770.1|SLEB	LOC118505773|XP_035897939.1|ASTE
OG0006284	LOC115632184|XP_030385079.1|SLEB	LOC118509455|XP_035905968.1|ASTE
OG0006285	LOC115621965|XP_030371673.1|SLEB	LOC118511887|XP_035911411.1|ASTE
OG0006286	LOC115620658|XP_030369869.1|SLEB	LOC118511841|XP_035911281.1|ASTE
OG0006287	LOC115633310|XP_030386600.1|SLEB	LOC118517459|XP_035919514.1|ASTE
OG0006288	LOC115621518|XP_030371043.1|SLEB	LOC118517461|XP_035919516.1|ASTE
OG0006289	LOC115621654|XP_030371218.1|SLEB	LOC118507945|XP_035903163.1|ASTE
OG0006290	LOC115627729|XP_030379344.1|SLEB	LOC118505805|XP_035898042.1|ASTE
OG0006291	LOC115631537|XP_030384169.1|SLEB	LOC118507612|XP_035902647.1|ASTE
OG0006292	LOC115626716|XP_030378019.1|SLEB	LOC118509948|XP_035907176.1|ASTE
OG0006293	LOC115632377|XP_030385358.1|SLEB	LOC118511073|XP_035909628.1|ASTE
OG0006294	LOC115629097|XP_030381275.1|SLEB	LOC118511427|XP_035910413.1|ASTE
OG0006295	LOC115628964|XP_030381100.1|SLEB	LOC118506125|XP_035898752.1|ASTE
OG0006296	LOC115629653|XP_030382024.1|SLEB	LOC118502989|XP_035891688.1|ASTE
OG0006297	LOC115627113|XP_030378539.1|SLEB	LOC118509174|XP_035905367.1|ASTE
OG0006298	LOC115629793|XP_030382212.1|SLEB	LOC118516918|XP_035918676.1|ASTE
OG0006299	LOC115626878|XP_030378248.1|SLEB	LOC118509231|XP_035905435.1|ASTE
OG0006300	LOC115627124|XP_030378553.1|SLEB	LOC118510848|XP_035909076.1|ASTE
OG0006301	LOC115627266|XP_030378754.1|SLEB	LOC118503858|XP_035893468.1|ASTE
OG0006302	LOC115626704|XP_030377997.1|SLEB	LOC118508767|XP_035904404.1|ASTE
OG0006303	LOC115620027|XP_030368990.1|SLEB	LOC118511147|XP_035909768.1|ASTE
OG0006305	LOC115621310|XP_030370784.1|SLEB	LOC118507674|XP_035902361.1|ASTE
OG0006306	LOC115620811|XP_030370095.1|SLEB	LOC118507576|XP_035902125.1|ASTE
OG0006309	LOC115629155|XP_030381382.1|SLEB	LOC118517482|XP_035919556.1|ASTE
OG0006311	LOC115626991|XP_030378366.1|SLEB	LOC118504534|XP_035894989.1|ASTE
OG0006312	LOC115626680|XP_030377967.1|SLEB	LOC118504498|XP_035894918.1|ASTE
OG0006313	LOC115626756|XP_030378073.1|SLEB	LOC118504318|XP_035894541.1|ASTE
OG0006314	LOC115629277|XP_030381566.1|SLEB	LOC118503485|XP_035892684.1|ASTE
OG0006315	LOC115621084|XP_030370474.1|SLEB	LOC118517500|XP_035919604.1|ASTE
OG0006316	LOC115626736|XP_030378045.1|SLEB	LOC118517278|XP_035919147.1|ASTE
OG0006317	LOC115627551|XP_030379128.1|SLEB	LOC118506402|XP_035899360.1|ASTE
OG0006318	LOC115629151|XP_030381374.1|SLEB	LOC118507915|XP_035903151.1|ASTE
OG0006319	LOC115623476|XP_030373708.1|SLEB	LOC118507981|XP_035903234.1|ASTE
OG0006320	LOC115627911|XP_030379666.1|SLEB	LOC118507848|XP_035902877.1|ASTE
OG0006321	LOC115633423|XP_030386742.1|SLEB	LOC118504681|XP_035895387.1|ASTE
OG0006322	LOC115633408|XP_030386711.1|SLEB	LOC118504222|XP_035894330.1|ASTE
OG0006323	LOC115627410|XP_030378930.1|SLEB	LOC118513798|XP_035915882.1|ASTE
OG0006324	LOC115627105|XP_030378528.1|SLEB	LOC118507445|XP_035901827.1|ASTE
OG0006325	LOC115620548|XP_030369690.1|SLEB	LOC118517412|XP_035919406.1|ASTE
OG0006326	LOC115628681|XP_030380714.1|SLEB	LOC118511347|XP_035910194.1|ASTE
OG0006327	LOC115620894|XP_030370237.1|SLEB	LOC118506801|XP_035900327.1|ASTE
OG0006328	LOC115620956|XP_030370332.1|SLEB	LOC118507483|XP_035901893.1|ASTE
OG0006329	LOC115627505|XP_030379058.1|SLEB	LOC118510450|XP_035908151.1|ASTE
OG0006330	LOC115621913|XP_030371607.1|SLEB	LOC118503718|XP_035893188.1|ASTE
OG0006331	LOC115633286|XP_030386555.1|SLEB	LOC118513859|XP_035916053.1|ASTE
OG0006332	LOC115628851|XP_030380961.1|SLEB	LOC118503712|XP_035893172.1|ASTE
OG0006333	LOC115627068|XP_030378475.1|SLEB	LOC118503693|XP_035893136.1|ASTE
OG0006334	LOC115628965|XP_030381101.1|SLEB	LOC118517385|XP_035919323.1|ASTE
OG0006335	LOC115620330|XP_030369386.1|SLEB	LOC118502675|XP_035891063.1|ASTE
OG0006336	LOC115627224|XP_030378706.1|SLEB	LOC118504232|XP_035894349.1|ASTE
OG0006337	LOC115627920|XP_030379675.1|SLEB	LOC118505047|XP_035896206.1|ASTE
OG0006338	LOC115620576|XP_030369737.1|SLEB	LOC118502836|XP_035891410.1|ASTE
OG0006339	LOC115627110|XP_030378533.1|SLEB	LOC118507704|XP_035902474.1|ASTE
OG0006340	LOC115627079|XP_030378487.1|SLEB	LOC118508045|XP_035903356.1|ASTE
OG0006341	LOC115627814|XP_030379505.1|SLEB	LOC118507857|XP_035902911.1|ASTE
OG0006342	LOC115628030|XP_030379831.1|SLEB	LOC118507633|XP_035902254.1|ASTE
OG0006343	LOC115627964|XP_030379718.1|SLEB	LOC118507617|XP_035902230.1|ASTE
OG0006345	LOC115621627|XP_030371184.1|SLEB	LOC118517395|XP_035919350.1|ASTE
OG0006346	LOC115620687|XP_030369915.1|SLEB	LOC118503271|XP_035892238.1|ASTE
OG0006347	LOC115625085|XP_030375836.1|SLEB	LOC118517425|XP_035919432.1|ASTE
OG0006348	LOC115633216|XP_030386461.1|SLEB	LOC118517504|XP_035919612.1|ASTE
OG0006349	LOC115628662|XP_030380690.1|SLEB	LOC118515568|XP_035917933.1|ASTE
OG0006350	LOC115620208|XP_030369204.1|SLEB	LOC118506409|XP_035899382.1|ASTE
OG0006351	LOC115629584|XP_030381937.1|SLEB	LOC118506099|XP_035898681.1|ASTE
OG0006352	LOC115633294|XP_030386566.1|SLEB	LOC118517499|XP_035919603.1|ASTE
OG0006353	LOC115621454|XP_030370969.1|SLEB	LOC118517471|XP_035919536.1|ASTE
OG0006354	LOC115620895|XP_030370239.1|SLEB	LOC118517473|XP_035919538.1|ASTE
OG0006355	LOC115629113|XP_030381302.1|SLEB	LOC118515758|XP_035917952.1|ASTE
OG0006356	LOC115626815|XP_030378151.1|SLEB	LOC118512389|XP_035912654.1|ASTE
OG0006357	LOC115627450|XP_030378975.1|SLEB	LOC118507457|XP_035901844.1|ASTE
OG0006358	LOC115628314|XP_030380228.1|SLEB	LOC118503964|XP_035893773.1|ASTE
OG0006359	LOC115620415|XP_030369498.1|SLEB	LOC118503952|XP_035893734.1|ASTE
OG0006360	LOC115629364|XP_030381679.1|SLEB	LOC118503959|XP_035893747.1|ASTE
OG0006361	LOC115623990|XP_030374421.1|SLEB	LOC118506852|XP_035900474.1|ASTE
OG0006362	LOC115628847|XP_030380953.1|SLEB	LOC118507805|XP_035902761.1|ASTE
OG0006364	LOC115631385|XP_030383967.1|SLEB	LOC118502910|XP_035891526.1|ASTE
OG0006365	LOC115627548|XP_030379124.1|SLEB	LOC118504883|XP_035895836.1|ASTE
OG0006366	LOC115627581|XP_030379164.1|SLEB	LOC118504856|XP_035895775.1|ASTE
OG0006367	LOC115627673|XP_030379275.1|SLEB	LOC118503247|XP_035892163.1|ASTE
OG0006368	LOC115621764|XP_030371357.1|SLEB	LOC118502632|XP_035890929.1|ASTE
OG0006369	LOC115621826|XP_030371482.1|SLEB	LOC118502358|XP_035890460.1|ASTE
OG0006370	LOC115629594|XP_030381945.1|SLEB	LOC118506825|XP_035900414.1|ASTE
OG0006371	LOC115621444|XP_030370958.1|SLEB	LOC118506397|XP_035899346.1|ASTE
OG0006372	LOC115621562|XP_030371102.1|SLEB	LOC118517375|XP_035919287.1|ASTE
OG0006373	LOC115628716|XP_030380770.1|SLEB	LOC118506611|XP_035899874.1|ASTE
OG0006374	LOC115626847|XP_030378205.1|SLEB	LOC118517361|XP_035919271.1|ASTE
OG0006375	LOC115628834|XP_030380933.1|SLEB	LOC118510430|XP_035908102.1|ASTE
OG0006376	LOC115627709|XP_030379317.1|SLEB	LOC118504443|XP_035894817.1|ASTE
OG0006377	LOC115627512|XP_030379066.1|SLEB	LOC118507989|XP_035903253.1|ASTE
OG0006378	LOC115621167|XP_030370589.1|SLEB	LOC118504822|XP_035895724.1|ASTE
