Orthogroup	SLEB.longest_only	DYAK.longest_only
OG0007551	LOC115634416|XP_030387980.1|SLEB	LOC6528523|XP_039227413.1|DYAK
OG0007552	LOC115631960|XP_030384685.1|SLEB	LOC6526356|XP_002087478.2|DYAK
OG0007553	LOC115631457|XP_030384065.1|SLEB	LOC6526668|XP_002087776.1|DYAK
OG0007554	LOC115622691|XP_030372576.1|SLEB	LOC6532515|XP_002093261.1|DYAK
OG0007555	LOC115625082|XP_030375837.1|SLEB	LOC6531695|XP_002092486.1|DYAK
OG0007556	LOC115624711|XP_030375393.1|SLEB	LOC6532015|XP_039228244.1|DYAK
OG0007557	LOC115624529|XP_030375110.1|SLEB	LOC6532019|XP_015051663.1|DYAK
OG0007558	LOC115632528|XP_030385588.1|SLEB	LOC6530442|XP_039228800.1|DYAK
OG0007559	LOC115625955|XP_030377054.1|SLEB	LOC6527775|XP_002088848.1|DYAK
OG0007560	LOC115627335|XP_030378878.1|SLEB	LOC6534777|XP_002095452.2|DYAK
OG0007561	LOC115633701|XP_030387020.1|SLEB	LOC6534979|XP_039229842.1|DYAK
OG0007563	LOC115633117|XP_030386366.1|SLEB	LOC6534274|XP_002094955.1|DYAK
OG0007564	LOC115634080|XP_030387494.1|SLEB	LOC6533974|XP_002094669.1|DYAK
OG0007565	LOC115630050|XP_030382541.1|SLEB	LOC6538571|XP_002099093.1|DYAK
OG0007566	LOC115628159|XP_030379989.1|SLEB	LOC6530394|XP_002091320.1|DYAK
OG0007567	LOC115620524|XP_030369650.1|SLEB	LOC6538097|XP_002098631.1|DYAK
OG0007568	LOC115624578|XP_030375173.1|SLEB	LOC6530000|XP_002090946.1|DYAK
OG0007569	LOC115631003|XP_030383465.1|SLEB	LOC6530930|XP_002091772.1|DYAK
OG0007570	LOC115624577|XP_030375171.1|SLEB	LOC6530001|XP_039228736.1|DYAK
OG0007571	LOC115624600|XP_030375201.1|SLEB	LOC6529998|XP_002090944.1|DYAK
OG0007572	LOC115629019|XP_030381179.1|SLEB	LOC6528147|XP_002089213.1|DYAK
OG0007573	LOC115633880|XP_030387244.1|SLEB	LOC6531472|XP_002092271.1|DYAK
OG0007574	LOC115626457|XP_030377702.1|SLEB	LOC6532088|XP_002092865.1|DYAK
OG0007575	LOC115624594|XP_030375193.1|SLEB	LOC6531512|XP_015051367.1|DYAK
OG0007576	LOC115627198|XP_030378672.1|SLEB	LOC6526046|XP_039233384.1|DYAK
OG0007577	LOC115626671|XP_030377957.1|SLEB	LOC6525750|XP_002101572.1|DYAK
OG0007578	LOC115631617|XP_030384282.1|SLEB	LOC6529407|XP_015052171.2|DYAK
OG0007579	LOC115620807|XP_030370092.1|SLEB	LOC6528621|XP_002089664.1|DYAK
OG0007580	LOC115622256|XP_030372016.1|SLEB	LOC6534515|XP_002095192.1|DYAK
OG0007581	LOC115631140|XP_030383670.1|SLEB	LOC6529523|XP_002090525.1|DYAK
OG0007582	LOC115623592|XP_030373852.1|SLEB	LOC6538555|XP_002099077.1|DYAK
OG0007583	LOC115627603|XP_030379185.1|SLEB	LOC6530574|XP_002091487.1|DYAK
OG0007584	LOC115629289|XP_030381589.1|SLEB	LOC6526080|XP_039233556.1|DYAK
OG0007585	LOC115623001|XP_030373025.1|SLEB	LOC6533830|XP_002094530.3|DYAK
OG0007586	LOC115621360|XP_030370844.1|SLEB	LOC6527544|XP_002088634.1|DYAK
OG0007587	LOC115624705|XP_030375380.1|SLEB	LOC6530686|XP_015052735.1|DYAK
OG0007588	LOC115630415|XP_030382809.1|SLEB	LOC26536169|XP_015054703.1|DYAK
OG0007589	LOC115626761|XP_030378078.1|SLEB	LOC6525355|XP_002101191.3|DYAK
OG0007590	LOC115633122|XP_030386372.1|SLEB	LOC26535532|XP_015050461.1|DYAK
OG0007591	LOC115634439|XP_030388006.1|SLEB	LOC6528785|XP_002089819.1|DYAK
OG0007592	LOC115630287|XP_030382686.1|SLEB	LOC6531292|XP_002092096.1|DYAK
OG0007593	LOC115627121|XP_030378551.1|SLEB	LOC6524105|XP_015045497.1|DYAK
OG0007594	LOC115625775|XP_030376808.1|SLEB	LOC6528777|XP_002089811.1|DYAK
OG0007595	LOC115632499|XP_030385542.1|SLEB	LOC6530927|XP_002091769.1|DYAK
OG0007596	LOC115622951|XP_030372946.1|SLEB	LOC6532733|XP_002093475.1|DYAK
OG0007597	LOC115625423|XP_030376326.1|SLEB	LOC6534196|XP_002094879.1|DYAK
OG0007598	LOC115633808|XP_030387153.1|SLEB	LOC6531510|XP_002092309.1|DYAK
OG0007599	LOC115624671|XP_030375332.1|SLEB	LOC6534002|XP_002094691.1|DYAK
OG0007600	LOC115621040|XP_030370425.1|SLEB	LOC6534969|XP_002095639.1|DYAK
OG0007601	LOC115624692|XP_030375362.1|SLEB	LOC6534474|XP_002095151.1|DYAK
OG0007602	LOC115624740|XP_030375427.1|SLEB	LOC6539348|XP_002086242.1|DYAK
OG0007603	LOC115624786|XP_030375478.1|SLEB	LOC6534591|XP_002095267.1|DYAK
OG0007604	LOC115632600|XP_030385685.1|SLEB	LOC6532188|XP_015049205.1|DYAK
OG0007605	LOC115623150|XP_030373220.1|SLEB	LOC6535144|XP_039230241.1|DYAK
OG0007606	LOC115623286|XP_030373429.1|SLEB	LOC6533776|XP_002094479.1|DYAK
OG0007607	LOC115620527|XP_030369656.1|SLEB	LOC6538385|XP_002098909.1|DYAK
OG0007608	LOC115634378|XP_030387922.1|SLEB	LOC6539757|XP_002086642.2|DYAK
OG0007609	LOC115627226|XP_030378709.1|SLEB	LOC6524733|XP_002100577.1|DYAK
OG0007610	LOC115629227|XP_030381502.1|SLEB	LOC6528811|XP_002089843.2|DYAK
OG0007611	LOC115627862|XP_030379585.1|SLEB	LOC6523721|XP_039233065.1|DYAK
OG0007612	LOC115634743|XP_030388495.1|SLEB	LOC6528802|XP_039226188.1|DYAK
OG0007613	LOC115633376|XP_030386683.1|SLEB	LOC6530690|XP_002091581.2|DYAK
OG0007614	LOC115632427|XP_030385428.1|SLEB	LOC6533424|XP_002094142.1|DYAK
OG0007615	LOC115633032|XP_030386236.1|SLEB	LOC6532570|XP_002093314.1|DYAK
OG0007616	LOC115620666|XP_030369880.1|SLEB	LOC6538096|XP_002098630.1|DYAK
OG0007617	LOC115630373|XP_030382768.1|SLEB	LOC6539547|XP_002086435.1|DYAK
OG0007618	LOC115622296|XP_030372059.1|SLEB	LOC6534085|XP_002094771.1|DYAK
OG0007619	LOC115622541|XP_030372367.1|SLEB	LOC6534026|XP_002094713.1|DYAK
OG0007620	LOC115623197|XP_030373281.1|SLEB	LOC6534065|XP_015050405.1|DYAK
OG0007621	LOC115632800|XP_030385915.1|SLEB	LOC6528729|XP_002089764.1|DYAK
OG0007622	LOC115623219|XP_030373318.1|SLEB	LOC6534261|XP_015050530.1|DYAK
OG0007623	LOC115623248|XP_030373371.1|SLEB	LOC6534831|XP_039230414.1|DYAK
OG0007624	LOC115633758|XP_030387093.1|SLEB	LOC6534742|XP_002095417.1|DYAK
OG0007625	LOC115622121|XP_030371829.1|SLEB	LOC6533689|XP_015050217.1|DYAK
OG0007626	LOC115632530|XP_030385586.1|SLEB	LOC6532353|XP_002093113.1|DYAK
OG0007627	LOC115632529|XP_030385585.1|SLEB	LOC6532354|XP_002093114.1|DYAK
OG0007628	LOC115627977|XP_030379733.1|SLEB	LOC6523747|XP_002099622.1|DYAK
OG0007629	LOC115622881|XP_030372834.1|SLEB	LOC6532719|XP_002093461.1|DYAK
OG0007630	LOC115623811|XP_030374215.1|SLEB	LOC6535671|XP_002096299.1|DYAK
OG0007631	LOC115620496|XP_030369607.1|SLEB	LOC6538230|XP_002098757.1|DYAK
OG0007632	LOC115624556|XP_030375144.1|SLEB	LOC6532189|XP_039229779.1|DYAK
OG0007633	LOC115631881|XP_030384590.1|SLEB	LOC6529600|XP_002090594.2|DYAK
OG0007634	LOC115632045|XP_030384876.1|SLEB, LOC115620715|XP_030369952.1|SLEB	LOC6537973|XP_039232465.1|DYAK
OG0007635	LOC115626039|XP_030377150.1|SLEB	LOC6527549|XP_002088639.1|DYAK
OG0007636	LOC115633812|XP_030387156.1|SLEB	LOC6535010|XP_002095680.2|DYAK
OG0007637	LOC115632671|XP_030385765.1|SLEB	LOC26536362|XP_039233241.1|DYAK, LOC120322251|XP_039233243.1|DYAK
OG0007638	LOC115631948|XP_030384665.1|SLEB	LOC6523932|XP_039227084.1|DYAK
OG0007639	LOC115623446|XP_030373656.1|SLEB	LOC6525166|XP_002101004.1|DYAK
OG0007640	LOC115631215|XP_030383783.1|SLEB	LOC6528876|XP_002089908.1|DYAK
OG0007641	LOC115624475|XP_030375038.1|SLEB, LOC115624162|XP_030374619.1|SLEB	LOC6536282|XP_002096868.1|DYAK
OG0007642	LOC115634440|XP_030388009.1|SLEB	LOC6530358|XP_002091284.1|DYAK
OG0007643	LOC115623774|XP_030374170.1|SLEB	LOC6537117|XP_015048149.1|DYAK
OG0007644	LOC115620413|XP_030369496.1|SLEB	LOC6539042|XP_002099544.1|DYAK
OG0007645	LOC115623507|XP_030373747.1|SLEB, LOC115623505|XP_030373743.1|SLEB, LOC115623962|XP_030374389.1|SLEB, LOC115623506|XP_030373744.1|SLEB	LOC6537150|XP_002097711.1|DYAK
OG0007647	LOC115629073|XP_030381249.1|SLEB	LOC6529753|XP_002090743.1|DYAK
OG0007648	LOC115627600|XP_030379187.1|SLEB	LOC6528531|XP_039227746.1|DYAK
OG0007649	LOC115632434|XP_030385437.1|SLEB, LOC115632770|XP_030385878.1|SLEB, LOC115632748|XP_030385856.1|SLEB	LOC6532535|XP_002093281.1|DYAK
OG0007650	LOC115620199|XP_030369192.1|SLEB, LOC115620202|XP_030369197.1|SLEB	LOC6530923|XP_002091766.1|DYAK
OG0007651	LOC115629259|XP_030381540.1|SLEB	LOC6524542|XP_002100399.2|DYAK
OG0007652	LOC115625798|XP_030376839.1|SLEB	LOC26535492|XP_015054627.1|DYAK
OG0007653	LOC115620883|XP_030370221.1|SLEB	LOC6534735|XP_002095410.3|DYAK
OG0007654	LOC115622992|XP_030373012.1|SLEB	LOC6533450|XP_002094161.1|DYAK
OG0007655	LOC115627159|XP_030378644.1|SLEB	LOC6530975|XP_002091813.1|DYAK
OG0007656	LOC115624306|XP_030374788.1|SLEB	LOC6535882|XP_002096498.1|DYAK
OG0007658	LOC115623099|XP_030373165.1|SLEB, LOC115623098|XP_030373164.1|SLEB	LOC6529995|XP_039228746.1|DYAK, LOC6529996|XP_002090942.1|DYAK
OG0007659	LOC115634455|XP_030388037.1|SLEB, LOC115634267|XP_030387756.1|SLEB, LOC115634458|XP_030388043.1|SLEB	LOC6528809|XP_002089841.1|DYAK
OG0007660	LOC115623983|XP_030374414.1|SLEB	LOC6536597|XP_002097173.1|DYAK
OG0007664	LOC115620215|XP_030369213.1|SLEB	LOC6537354|XP_002097911.2|DYAK
OG0007665	LOC115633285|XP_030386554.1|SLEB	LOC6524323|XP_002100181.1|DYAK
OG0007667	LOC115626933|XP_030378302.1|SLEB	LOC6526211|XP_002102020.1|DYAK
OG0007668	LOC115625983|XP_030377089.1|SLEB	LOC6527712|XP_002088796.1|DYAK
OG0007669	LOC115628820|XP_030380908.1|SLEB	LOC6526237|XP_039226405.1|DYAK
OG0007670	LOC115628819|XP_030380907.1|SLEB	LOC6526236|XP_002102045.1|DYAK
OG0007671	LOC115630193|XP_030382620.1|SLEB	LOC6525280|XP_002101116.1|DYAK
OG0007672	LOC115627817|XP_030379507.1|SLEB	LOC6523920|XP_002099793.1|DYAK
OG0007673	LOC115621091|XP_030370485.1|SLEB	LOC6538304|XP_002098831.1|DYAK
OG0007674	LOC115627552|XP_030379129.1|SLEB	LOC6524637|XP_039231602.1|DYAK
OG0007675	LOC115627073|XP_030378480.1|SLEB	LOC6524653|XP_002100510.1|DYAK
OG0007676	LOC115627502|XP_030379051.1|SLEB	LOC6525782|XP_002101603.1|DYAK
OG0007677	LOC115626730|XP_030378036.1|SLEB	LOC6524088|XP_002099952.1|DYAK
OG0007678	LOC115627992|XP_030379747.1|SLEB	LOC6524954|XP_002100794.1|DYAK
OG0007679	LOC115628026|XP_030379822.1|SLEB	LOC6524958|XP_002100798.1|DYAK
OG0007680	LOC115629051|XP_030381218.1|SLEB	LOC6526638|XP_002087746.1|DYAK
OG0007681	LOC115625295|XP_030376169.1|SLEB	LOC6535753|XP_002096376.2|DYAK
OG0007682	LOC115627289|XP_030378780.1|SLEB	LOC6524908|XP_002100748.2|DYAK
OG0007683	LOC115627414|XP_030378936.1|SLEB	LOC6525171|XP_002101009.1|DYAK
OG0007684	LOC115627278|XP_030378768.1|SLEB	LOC6524655|XP_002100512.1|DYAK
OG0007685	LOC115628748|XP_030380815.1|SLEB	LOC6524890|XP_039231688.1|DYAK
OG0007686	LOC115627789|XP_030379470.1|SLEB	LOC6524969|XP_015046003.1|DYAK
OG0007687	LOC115626865|XP_030378231.1|SLEB	LOC6524224|XP_002100087.1|DYAK
OG0007688	LOC115621920|XP_030371623.1|SLEB	LOC6538790|XP_002099303.1|DYAK
OG0007689	LOC115627507|XP_030379061.1|SLEB	LOC6526124|XP_002101941.1|DYAK
OG0007690	LOC115627416|XP_030378938.1|SLEB	LOC6524666|XP_015045827.1|DYAK
OG0007691	LOC115621381|XP_030370870.1|SLEB	LOC6538198|XP_002098726.1|DYAK
OG0007692	LOC115629678|XP_030382058.1|SLEB	LOC6524640|XP_002100497.2|DYAK
OG0007693	LOC115627424|XP_030378957.1|SLEB	LOC6525882|XP_002101702.1|DYAK
OG0007694	LOC115628680|XP_030380713.1|SLEB	LOC6534477|XP_002095154.2|DYAK
OG0007695	LOC115628900|XP_030381019.1|SLEB	LOC6525509|XP_039229998.1|DYAK
OG0007696	LOC115633916|XP_030387284.1|SLEB	LOC6535032|XP_002095698.3|DYAK
OG0007697	LOC115624999|XP_030375734.1|SLEB	LOC6532968|XP_015049742.1|DYAK
OG0007698	LOC115629243|XP_030381519.1|SLEB	LOC6524563|XP_039226540.1|DYAK
OG0007699	LOC115627602|XP_030379184.1|SLEB	LOC6525402|XP_002101237.2|DYAK
OG0007700	LOC115628865|XP_030380977.1|SLEB	LOC6540281|XP_039233536.1|DYAK
OG0007701	LOC115629578|XP_030381930.1|SLEB	LOC6524092|XP_002099956.1|DYAK
OG0007702	LOC115629811|XP_030382238.1|SLEB	LOC6523838|XP_002099711.1|DYAK
OG0007703	LOC115633260|XP_030386525.1|SLEB	LOC6524229|XP_002100092.1|DYAK
OG0007704	LOC115620316|XP_030369368.1|SLEB	LOC6538964|XP_002099467.1|DYAK
OG0007705	LOC115629602|XP_030381956.1|SLEB	LOC6525842|XP_039233350.1|DYAK
OG0007706	LOC115627527|XP_030379087.1|SLEB	LOC6525819|XP_039233513.1|DYAK
OG0007707	LOC115633305|XP_030386584.1|SLEB	LOC6524747|XP_002100591.1|DYAK
OG0007708	LOC115627529|XP_030379089.1|SLEB	LOC6524839|XP_002100679.3|DYAK
OG0007709	LOC115629112|XP_030381301.1|SLEB	LOC6524610|XP_002100467.2|DYAK
OG0007710	LOC115627855|XP_030379576.1|SLEB	LOC6523990|XP_002099862.1|DYAK
OG0007711	LOC115627255|XP_030378742.1|SLEB	LOC6525599|XP_002101434.1|DYAK
OG0007712	LOC115629867|XP_030382319.1|SLEB	LOC6524790|XP_039227090.1|DYAK
OG0007713	LOC115629716|XP_030382097.1|SLEB	LOC6524172|XP_015045540.1|DYAK
OG0007714	LOC115627451|XP_030378977.1|SLEB	LOC6526141|XP_002101955.1|DYAK
OG0007715	LOC115627129|XP_030378561.1|SLEB	LOC6524663|XP_002100520.1|DYAK
OG0007716	LOC115629491|XP_030381825.1|SLEB	LOC6526037|XP_002101854.1|DYAK
OG0007717	LOC115620517|XP_030369643.1|SLEB	LOC6538972|XP_002099475.1|DYAK
OG0007718	LOC115626801|XP_030378129.1|SLEB	LOC6526182|XP_002101991.1|DYAK
OG0007719	LOC115628807|XP_030380883.1|SLEB	LOC6524130|XP_039233781.1|DYAK
OG0007720	LOC115628938|XP_030381071.1|SLEB	LOC6524128|XP_015045515.2|DYAK
OG0007721	LOC115627793|XP_030379473.1|SLEB	LOC6525968|XP_039228922.1|DYAK
OG0007722	LOC115627971|XP_030379726.1|SLEB	LOC6525967|XP_002101786.1|DYAK
OG0007723	LOC115628001|XP_030379767.1|SLEB	LOC6525959|XP_002101779.1|DYAK
OG0007724	LOC115631899|XP_030384608.1|SLEB	LOC6526320|XP_002087442.1|DYAK
OG0007725	LOC115629788|XP_030382203.1|SLEB	LOC6524631|XP_002100488.1|DYAK
OG0007726	LOC115627315|XP_030378819.1|SLEB	LOC6525541|XP_002101376.3|DYAK
OG0007727	LOC115625929|XP_030377025.1|SLEB	LOC6524608|XP_002100465.1|DYAK
OG0007728	LOC115628808|XP_030380888.1|SLEB	LOC6525492|XP_002101327.1|DYAK
OG0007729	LOC115627101|XP_030378517.1|SLEB	LOC6525551|XP_002101386.1|DYAK
OG0007730	LOC115628897|XP_030381016.1|SLEB	LOC6525493|XP_015046308.1|DYAK
OG0007731	LOC115623236|XP_030373345.1|SLEB	LOC6532636|XP_015049505.1|DYAK
OG0007732	LOC115627485|XP_030379024.1|SLEB	LOC6526098|XP_002101915.1|DYAK
OG0007733	LOC115627340|XP_030378845.1|SLEB	LOC6525564|XP_015046366.1|DYAK
OG0007735	LOC115626823|XP_030378163.1|SLEB	LOC6525380|XP_002101216.1|DYAK
OG0007736	LOC115626854|XP_030378216.1|SLEB	LOC6523937|XP_002099809.1|DYAK
OG0007737	LOC115621263|XP_030370722.1|SLEB	LOC6535825|XP_002096446.1|DYAK
OG0007738	LOC115620889|XP_030370231.1|SLEB	LOC6537848|XP_015048541.1|DYAK
OG0007739	LOC115628696|XP_030380735.1|SLEB	LOC6524304|XP_002100163.2|DYAK
OG0007740	LOC115628816|XP_030380902.1|SLEB	LOC6524041|XP_002099910.1|DYAK
OG0007741	LOC115629749|XP_030382145.1|SLEB	LOC6525537|XP_015046344.1|DYAK
OG0007742	LOC115627731|XP_030379353.1|SLEB	LOC6524943|XP_002100783.1|DYAK
OG0007743	LOC115621047|XP_030370429.1|SLEB	LOC6538039|XP_039232689.1|DYAK
OG0007744	LOC115629127|XP_030381325.1|SLEB	LOC26536112|XP_015054696.1|DYAK
OG0007745	LOC115621865|XP_030371546.1|SLEB	LOC26536038|XP_039231296.1|DYAK
OG0007746	LOC115620411|XP_030369491.1|SLEB	LOC6536180|XP_002096771.1|DYAK
OG0007747	LOC115627680|XP_030379283.1|SLEB	LOC6525663|XP_015046399.2|DYAK
OG0007748	LOC115627570|XP_030379154.1|SLEB	LOC6526100|XP_002101917.2|DYAK
OG0007749	LOC115626906|XP_030378276.1|SLEB	LOC6524437|XP_002100295.3|DYAK
OG0007750	LOC115620581|XP_030369744.1|SLEB	LOC6538945|XP_002099449.1|DYAK
OG0007751	LOC115631722|XP_030384417.1|SLEB	LOC6526324|XP_002087446.2|DYAK
OG0007752	LOC115626841|XP_030378188.1|SLEB	LOC6526209|XP_002102018.1|DYAK
OG0007753	LOC115627572|XP_030379155.1|SLEB	LOC6525907|XP_002101727.1|DYAK
OG0007754	LOC115629121|XP_030381318.1|SLEB	LOC6525019|XP_002100858.1|DYAK
OG0007755	LOC115629207|XP_030381467.1|SLEB	LOC6525021|XP_002100860.1|DYAK
OG0007756	LOC115626947|XP_030378323.1|SLEB	LOC6525733|XP_002101555.1|DYAK
OG0007757	LOC115627448|XP_030378973.1|SLEB	LOC6524121|XP_002099985.1|DYAK
OG0007758	LOC115625665|XP_030376659.1|SLEB	LOC6527088|XP_002088181.1|DYAK
OG0007759	LOC115620708|XP_030369943.1|SLEB	LOC6538883|XP_002099387.1|DYAK
OG0007760	LOC115628818|XP_030380906.1|SLEB	LOC6524841|XP_002100681.1|DYAK
OG0007761	LOC115629107|XP_030381292.1|SLEB	LOC6526170|XP_002101980.1|DYAK
OG0007762	LOC115629129|XP_030381329.1|SLEB	LOC6526171|XP_015046661.1|DYAK
OG0007763	LOC115631708|XP_030384395.1|SLEB	LOC6526328|XP_002087450.2|DYAK
OG0007764	LOC115626751|XP_030378064.1|SLEB	LOC6525370|XP_039230381.1|DYAK
OG0007765	LOC115626882|XP_030378252.1|SLEB	LOC6525369|XP_002101205.1|DYAK
OG0007766	LOC115620568|XP_030369719.1|SLEB	LOC6536951|XP_015048027.1|DYAK
OG0007767	LOC115627984|XP_030379740.1|SLEB	LOC6523763|XP_002099638.1|DYAK
OG0007768	LOC115626764|XP_030378081.1|SLEB	LOC6524844|XP_002100684.1|DYAK
OG0007769	LOC115629132|XP_030381334.1|SLEB	LOC6524876|XP_002100716.1|DYAK
OG0007770	LOC115624071|XP_030374517.1|SLEB	LOC6527656|XP_002088742.1|DYAK
OG0007771	LOC115626410|XP_030377636.1|SLEB	LOC6528281|XP_002089334.2|DYAK
OG0007772	LOC115628824|XP_030380916.1|SLEB	LOC6524488|XP_002100345.1|DYAK
OG0007773	LOC115626424|XP_030377652.1|SLEB	LOC6528079|XP_002089146.1|DYAK
OG0007774	LOC115628328|XP_030380245.1|SLEB	LOC6533345|XP_002094071.1|DYAK
OG0007775	LOC115629782|XP_030382196.1|SLEB	LOC6524711|XP_002100555.2|DYAK
OG0007776	LOC115627684|XP_030379287.1|SLEB	LOC6525774|XP_002101595.1|DYAK
OG0007777	LOC115633349|XP_030386644.1|SLEB	LOC6524651|XP_002100508.1|DYAK
OG0007778	LOC115627116|XP_030378541.1|SLEB	LOC6526076|XP_002101893.1|DYAK
OG0007779	LOC115632221|XP_030385139.1|SLEB	LOC6535047|XP_002095712.1|DYAK
OG0007780	LOC115633218|XP_030386465.1|SLEB	LOC6524358|XP_002100216.1|DYAK
OG0007781	LOC115629858|XP_030382303.1|SLEB	LOC6526175|XP_002101985.1|DYAK
OG0007782	LOC115629216|XP_030381482.1|SLEB	LOC6524272|XP_002100135.1|DYAK
OG0007783	LOC115629337|XP_030381643.1|SLEB	LOC6524012|XP_002099884.1|DYAK
OG0007784	LOC115621801|XP_030371440.1|SLEB	LOC6535281|XP_002095937.1|DYAK
OG0007785	LOC115629904|XP_030382369.1|SLEB	LOC6525715|XP_002101537.1|DYAK
OG0007786	LOC115631252|XP_030383824.1|SLEB	LOC6526331|XP_002087453.3|DYAK
OG0007787	LOC115620725|XP_030369965.1|SLEB	LOC6537969|XP_002098506.3|DYAK
OG0007788	LOC115621116|XP_030370520.1|SLEB	LOC6537745|XP_002098286.1|DYAK
OG0007789	LOC115620984|XP_030370364.1|SLEB	LOC6539837|XP_039232185.1|DYAK
OG0007790	LOC115621784|XP_030371402.1|SLEB	LOC6538099|XP_002098633.3|DYAK
OG0007791	LOC115620728|XP_030369968.1|SLEB	LOC6538292|XP_039232859.1|DYAK
OG0007792	LOC115627184|XP_030378647.1|SLEB	LOC6526062|XP_002101879.1|DYAK
OG0007793	LOC115623443|XP_030373653.1|SLEB	LOC120320424|XP_039231065.1|DYAK
OG0007794	LOC115629135|XP_030381338.1|SLEB	LOC6525193|XP_002101031.1|DYAK
OG0007795	LOC115627518|XP_030379073.1|SLEB	LOC6525477|XP_002101312.1|DYAK
OG0007796	LOC115629032|XP_030381194.1|SLEB	LOC6538569|XP_002099091.1|DYAK
OG0007797	LOC115620526|XP_030369653.1|SLEB	LOC6538854|XP_002099367.1|DYAK
OG0007798	LOC115621689|XP_030371259.1|SLEB	LOC6538853|XP_002099366.1|DYAK
OG0007799	LOC115621150|XP_030370568.1|SLEB	LOC6537757|XP_002098298.1|DYAK
OG0007800	LOC115621131|XP_030370542.1|SLEB	LOC6537719|XP_002098264.1|DYAK
OG0007801	LOC115628649|XP_030380678.1|SLEB	LOC6538596|XP_002099118.2|DYAK
OG0007802	LOC115625521|XP_030376446.1|SLEB	LOC6536353|XP_002096935.1|DYAK
OG0007803	LOC115621934|XP_030371641.1|SLEB	LOC6535601|XP_002096229.2|DYAK
OG0007804	LOC115628670|XP_030380699.1|SLEB	LOC6525024|XP_002100863.2|DYAK
OG0007805	LOC115628733|XP_030380796.1|SLEB	LOC6526173|XP_002101983.1|DYAK
OG0007806	LOC115628694|XP_030380731.1|SLEB	LOC6526174|XP_002101984.1|DYAK
OG0007808	LOC115629998|XP_030382486.1|SLEB	LOC6538588|XP_002099110.2|DYAK
OG0007809	LOC115627267|XP_030378755.1|SLEB	LOC6525105|XP_002100944.1|DYAK
OG0007810	LOC115626606|XP_030377859.1|SLEB	LOC6527503|XP_002088593.1|DYAK
OG0007811	LOC115620925|XP_030370288.1|SLEB	LOC6536509|XP_039232198.1|DYAK
OG0007812	LOC115627156|XP_030378598.1|SLEB	LOC6525272|XP_002101108.1|DYAK
OG0007813	LOC115621890|XP_030371578.1|SLEB	LOC6538636|XP_002099156.1|DYAK
OG0007814	LOC115629934|XP_030382400.1|SLEB	LOC6525716|XP_002101538.1|DYAK
OG0007815	LOC115627304|XP_030378806.1|SLEB	LOC6525240|XP_002101078.1|DYAK
OG0007816	LOC115628175|XP_030380022.1|SLEB	LOC6534788|XP_002095460.2|DYAK
OG0007817	LOC115621430|XP_030370941.1|SLEB	LOC6537539|XP_002098085.1|DYAK
OG0007818	LOC115620485|XP_030369578.1|SLEB	LOC6538773|XP_002099287.1|DYAK
OG0007819	LOC115627242|XP_030378725.1|SLEB	LOC26535668|XP_015046113.1|DYAK
OG0007820	LOC115621771|XP_030371381.1|SLEB	LOC6539003|XP_015049159.1|DYAK
OG0007821	LOC115621370|XP_030370856.1|SLEB	LOC6538843|XP_002099356.1|DYAK
OG0007822	LOC115621369|XP_030370855.1|SLEB	LOC6538844|XP_015049071.1|DYAK
OG0007824	LOC115621240|XP_030370692.1|SLEB	LOC6538057|XP_039231829.1|DYAK
OG0007825	LOC115621073|XP_030370460.1|SLEB	LOC6536900|XP_002097469.1|DYAK
OG0007826	LOC115621970|XP_030371680.1|SLEB	LOC6538159|XP_002098693.1|DYAK
OG0007827	LOC115633320|XP_030386610.1|SLEB	LOC6524049|XP_002099918.1|DYAK
OG0007828	LOC115624973|XP_030375685.1|SLEB	LOC6533099|XP_002093825.1|DYAK
OG0007829	LOC115620580|XP_030369740.1|SLEB	LOC6535292|XP_002095948.1|DYAK
OG0007830	LOC115621345|XP_030370825.1|SLEB	LOC6535560|XP_002096189.2|DYAK
OG0007831	LOC115629554|XP_030381902.1|SLEB	LOC6524859|XP_002100699.1|DYAK
OG0007832	LOC115629580|XP_030381932.1|SLEB	LOC6525979|XP_002101798.1|DYAK
OG0007833	LOC115626812|XP_030378148.1|SLEB	LOC6524456|XP_002100313.1|DYAK
OG0007834	LOC115628204|XP_030380057.1|SLEB	LOC6538605|XP_002099127.1|DYAK
OG0007835	LOC115629543|XP_030381886.1|SLEB	LOC6538591|XP_039232007.1|DYAK
OG0007836	LOC115621213|XP_030370655.1|SLEB	LOC6537007|XP_002097576.1|DYAK
OG0007837	LOC115621974|XP_030371684.1|SLEB	LOC6537582|XP_002098128.1|DYAK
OG0007838	LOC115621227|XP_030370676.1|SLEB	LOC6537573|XP_002098119.1|DYAK
OG0007839	LOC115633418|XP_030386737.1|SLEB	LOC6525239|XP_002101077.1|DYAK
OG0007840	LOC115620713|XP_030369950.1|SLEB	LOC6537971|XP_002098508.1|DYAK
OG0007841	LOC115621599|XP_030371151.1|SLEB	LOC6537657|XP_002098202.1|DYAK
OG0007842	LOC115621239|XP_030370690.1|SLEB	LOC6538080|XP_002098614.2|DYAK
OG0007843	LOC115620183|XP_030369166.1|SLEB	LOC6538079|XP_002098613.1|DYAK
OG0007844	LOC115629245|XP_030381562.1|SLEB	LOC6531123|XP_002091957.1|DYAK
OG0007845	LOC115621409|XP_030370914.1|SLEB	LOC6536956|XP_002097525.1|DYAK
