Orthogroup	SLEB.longest_only	DHYD.longest_only
OG0010003	LOC115632032|XP_030384844.1|SLEB	LOC111592605|XP_023160702.1|DHYD
OG0010004	LOC115629679|XP_030382060.1|SLEB	LOC111597334|XP_030080075.1|DHYD
OG0010005	LOC115629131|XP_030381333.1|SLEB	LOC111596634|XP_023166689.1|DHYD
OG0010006	LOC115633397|XP_030386700.1|SLEB	LOC111603135|XP_023176378.2|DHYD
OG0010007	LOC115628895|XP_030381013.1|SLEB	LOC111597277|XP_023167661.1|DHYD
OG0010008	LOC115627560|XP_030379141.1|SLEB	LOC111603121|XP_023176363.1|DHYD
OG0010009	LOC115626010|XP_030377118.1|SLEB	LOC111594354|XP_023163382.2|DHYD
OG0010010	LOC115627702|XP_030379305.1|SLEB	LOC111593023|XP_023161333.2|DHYD
OG0010011	LOC115626978|XP_030378354.1|SLEB	LOC111605153|XP_030079441.1|DHYD
OG0010012	LOC115627369|XP_030378881.1|SLEB	LOC111594906|XP_030078882.1|DHYD
OG0010013	LOC115626928|XP_030378295.1|SLEB	LOC111605486|XP_023179795.1|DHYD
OG0010014	LOC115629279|XP_030381571.1|SLEB	LOC111593057|XP_023161399.1|DHYD
OG0010015	LOC115626886|XP_030378255.1|SLEB	LOC111605468|XP_023179757.1|DHYD
OG0010016	LOC115627983|XP_030379739.1|SLEB	LOC111592353|XP_023160278.1|DHYD
OG0010017	LOC115626963|XP_030378338.1|SLEB	LOC111605499|XP_023179820.1|DHYD
OG0010018	LOC115628866|XP_030380980.1|SLEB	LOC111596772|XP_023166890.2|DHYD
OG0010019	LOC115627354|XP_030378862.1|SLEB	LOC111600218|XP_023172007.1|DHYD
OG0010020	LOC115627200|XP_030378678.1|SLEB	LOC111593063|XP_023161407.1|DHYD
OG0010021	LOC115629202|XP_030381462.1|SLEB	LOC111605330|XP_023179567.1|DHYD
OG0010022	LOC115633428|XP_030386748.1|SLEB	LOC111598324|XP_023169294.1|DHYD
OG0010023	LOC115626901|XP_030378271.1|SLEB	LOC111591991|XP_023159720.1|DHYD
OG0010024	LOC115626916|XP_030378286.1|SLEB	LOC111591992|XP_023159721.2|DHYD
OG0010025	LOC115626799|XP_030378128.1|SLEB	LOC111592180|XP_023160018.1|DHYD
OG0010026	LOC115626885|XP_030378254.1|SLEB	LOC111603370|XP_023176690.2|DHYD
OG0010027	LOC115626986|XP_030378362.1|SLEB	LOC111603368|XP_023176687.2|DHYD
OG0010028	LOC115628672|XP_030380702.1|SLEB	LOC111601810|XP_023174376.1|DHYD
OG0010029	LOC115627311|XP_030378814.1|SLEB	LOC111598299|XP_023169254.1|DHYD
OG0010030	LOC115627400|XP_030378915.1|SLEB	LOC111597588|XP_023168159.2|DHYD
OG0010031	LOC115627399|XP_030378914.1|SLEB	LOC111597577|XP_023168147.2|DHYD
OG0010032	LOC115631877|XP_030384585.1|SLEB	LOC111601187|XP_023173436.1|DHYD
OG0010033	LOC115633368|XP_030386672.1|SLEB	LOC111601640|XP_023174077.1|DHYD
OG0010034	LOC115633369|XP_030386674.1|SLEB	LOC115483082|XP_030079925.1|DHYD
OG0010035	LOC115633372|XP_030386676.1|SLEB	LOC111601636|XP_023174074.1|DHYD
OG0010036	LOC115633373|XP_030386677.1|SLEB	LOC111601620|XP_023174055.2|DHYD
OG0010037	LOC115633359|XP_030386659.1|SLEB	LOC111601627|XP_023174064.2|DHYD
OG0010038	LOC115629714|XP_030382094.1|SLEB	LOC111597368|XP_030079946.1|DHYD
OG0010039	LOC115622255|XP_030372014.1|SLEB	LOC111598023|XP_023168803.2|DHYD
OG0010040	LOC115621175|XP_030370599.1|SLEB	LOC111596357|XP_023166320.1|DHYD
OG0010041	LOC115627349|XP_030378857.1|SLEB	LOC111596717|XP_023166807.1|DHYD
OG0010042	LOC115627873|XP_030379617.1|SLEB	LOC111596572|XP_023166614.1|DHYD
OG0010043	LOC115628061|XP_030379881.1|SLEB	LOC111596573|XP_023166615.1|DHYD
OG0010044	LOC115633231|XP_030386485.1|SLEB	LOC111596753|XP_023166855.1|DHYD
OG0010045	LOC115629306|XP_030381611.1|SLEB	LOC111593626|XP_023162263.1|DHYD
OG0010046	LOC115629305|XP_030381610.1|SLEB	LOC111593627|XP_023162264.1|DHYD
OG0010047	LOC115627425|XP_030378958.1|SLEB	LOC111602874|XP_023175969.1|DHYD
OG0010048	LOC115629884|XP_030382343.1|SLEB	LOC111598121|XP_023168946.1|DHYD
OG0010049	LOC115626837|XP_030378181.1|SLEB	LOC111602870|XP_023175963.1|DHYD
OG0010050	LOC115627752|XP_030379396.1|SLEB	LOC111602877|XP_023175972.2|DHYD
OG0010051	LOC115629495|XP_030381831.1|SLEB	LOC111605643|XP_030079676.1|DHYD
OG0010052	LOC115627667|XP_030379269.1|SLEB	LOC111598137|XP_023168966.1|DHYD
OG0010053	LOC115629502|XP_030381841.1|SLEB	LOC111602057|XP_023174738.2|DHYD
OG0010054	LOC115626779|XP_030378105.1|SLEB	LOC111594980|XP_023164248.2|DHYD
OG0010055	LOC115627000|XP_030378375.1|SLEB	LOC111595006|XP_023164273.1|DHYD
OG0010056	LOC115626980|XP_030378356.1|SLEB	LOC111602843|XP_023175923.2|DHYD
OG0010057	LOC115628720|XP_030380776.1|SLEB	LOC111601890|XP_023174500.2|DHYD
OG0010058	LOC115627360|XP_030378869.1|SLEB	LOC111596473|XP_030079444.1|DHYD
OG0010059	LOC115627422|XP_030378951.1|SLEB	LOC111602848|XP_023175929.2|DHYD
OG0010060	LOC115626993|XP_030378368.1|SLEB	LOC111599853|XP_023171466.2|DHYD
OG0010063	LOC115632709|XP_030385811.1|SLEB	LOC111598488|XP_023169513.2|DHYD
OG0010064	LOC115632242|XP_030385165.1|SLEB	LOC111594863|XP_023164109.1|DHYD
OG0010065	LOC115622875|XP_030372825.1|SLEB	LOC111593085|XP_023161447.2|DHYD
OG0010066	LOC115628410|XP_030380358.1|SLEB	LOC111595274|XP_023164689.1|DHYD
OG0010067	LOC115632878|XP_030386013.1|SLEB	LOC111596970|XP_023167214.1|DHYD
OG0010068	LOC115623243|XP_030373361.1|SLEB	LOC111594381|XP_023163415.2|DHYD
OG0010069	LOC115622135|XP_030371853.1|SLEB	LOC111592749|XP_023160913.1|DHYD
OG0010070	LOC115632519|XP_030385574.1|SLEB	LOC111597462|XP_023167979.2|DHYD
OG0010071	LOC115627744|XP_030379379.1|SLEB	LOC111601712|XP_023174198.1|DHYD
OG0010072	LOC115623169|XP_030373245.1|SLEB	LOC111601740|XP_023174232.2|DHYD
OG0010073	LOC115622835|XP_030372774.1|SLEB	LOC111601692|XP_023174170.2|DHYD
OG0010074	LOC115627331|XP_030378836.1|SLEB	LOC111593395|XP_030079431.1|DHYD
OG0010075	LOC115632593|XP_030385677.1|SLEB	LOC111598468|XP_023169493.1|DHYD
OG0010076	LOC115624618|XP_030375228.1|SLEB	LOC111595076|XP_023164400.1|DHYD
OG0010077	LOC115632628|XP_030385718.1|SLEB	LOC111604675|XP_023178604.2|DHYD
OG0010078	LOC115632626|XP_030385715.1|SLEB	LOC111604691|XP_023178627.1|DHYD
OG0010079	LOC115632618|XP_030385706.1|SLEB	LOC111604696|XP_023178635.2|DHYD
OG0010080	LOC115622462|XP_030372267.1|SLEB	LOC111592832|XP_023161024.2|DHYD
OG0010081	LOC115633031|XP_030386232.1|SLEB	LOC111603739|XP_023177224.2|DHYD
OG0010082	LOC115623201|XP_030373285.1|SLEB	LOC111594859|XP_023164106.1|DHYD
OG0010083	LOC115632807|XP_030385919.1|SLEB	LOC111603339|XP_030081636.1|DHYD
OG0010084	LOC115633123|XP_030386375.1|SLEB	LOC111599850|XP_023171416.2|DHYD
OG0010085	LOC115632846|XP_030385963.1|SLEB	LOC111597556|XP_030081815.1|DHYD
OG0010086	LOC115632852|XP_030385971.1|SLEB	LOC111599857|XP_023171445.1|DHYD
OG0010087	LOC115622148|XP_030371874.1|SLEB	LOC111605733|XP_023180200.1|DHYD
OG0010088	LOC115624918|XP_030375628.1|SLEB	LOC111600947|XP_023173086.2|DHYD
OG0010089	LOC115627980|XP_030379736.1|SLEB	LOC111593121|XP_023161490.2|DHYD
OG0010090	LOC115627974|XP_030379729.1|SLEB	LOC111594134|XP_023163065.2|DHYD
OG0010091	LOC115621501|XP_030371029.1|SLEB	LOC111595927|XP_023165653.1|DHYD
OG0010092	LOC115621544|XP_030371069.1|SLEB	LOC111598610|XP_030081616.1|DHYD
OG0010095	LOC115625544|XP_030376481.1|SLEB	LOC111597167|XP_030080837.1|DHYD
OG0010096	LOC115628868|XP_030380984.1|SLEB	LOC111604619|XP_023178512.2|DHYD
OG0010097	LOC115627406|XP_030378921.1|SLEB	LOC111596562|XP_023166604.2|DHYD
OG0010098	LOC115626280|XP_030377462.1|SLEB	LOC111602264|XP_023175027.2|DHYD
OG0010099	LOC115631470|XP_030384083.1|SLEB	LOC111595770|XP_023165420.2|DHYD
OG0010100	LOC115622696|XP_030372584.1|SLEB	LOC111593108|XP_023161476.2|DHYD
OG0010101	LOC115632372|XP_030385351.1|SLEB	LOC111594914|XP_030079429.1|DHYD
OG0010102	LOC115624843|XP_030375546.1|SLEB	LOC111601000|XP_023173164.2|DHYD
OG0010103	LOC115624917|XP_030375627.1|SLEB	LOC111600946|XP_023173084.2|DHYD
OG0010104	LOC115624979|XP_030375694.1|SLEB	LOC111595268|XP_023164682.1|DHYD
OG0010105	LOC115632303|XP_030385265.1|SLEB	LOC115483704|XP_030081644.1|DHYD
OG0010107	LOC115634637|XP_030388353.1|SLEB	LOC111605284|XP_023179496.2|DHYD
OG0010108	LOC115632012|XP_030384849.1|SLEB	LOC111600765|XP_023172812.2|DHYD
OG0010111	LOC115621491|XP_030371019.1|SLEB	LOC111598072|XP_023168876.2|DHYD
OG0010112	LOC115620995|XP_030370375.1|SLEB	LOC111603244|XP_023176519.2|DHYD
OG0010113	LOC115628894|XP_030381012.1|SLEB	LOC111604672|XP_023178605.1|DHYD
OG0010114	LOC115626918|XP_030378288.1|SLEB	LOC111594172|XP_023163125.1|DHYD
OG0010115	LOC115629715|XP_030382096.1|SLEB	LOC111597364|XP_023167788.2|DHYD
OG0010116	LOC115627658|XP_030379259.1|SLEB	LOC111605149|XP_023179300.2|DHYD
OG0010117	LOC115629301|XP_030381608.1|SLEB	LOC111593630|XP_023162268.1|DHYD
OG0010118	LOC115632820|XP_030385932.1|SLEB, LOC115628889|XP_030381007.1|SLEB	LOC111605289|XP_030079959.1|DHYD
OG0010119	LOC115633386|XP_030386690.1|SLEB	LOC111595000|XP_030081764.1|DHYD
OG0010120	LOC115633298|XP_030386569.1|SLEB	LOC111603096|XP_023176324.1|DHYD
OG0010121	LOC115627681|XP_030379284.1|SLEB	LOC111593017|XP_023161324.2|DHYD
OG0010122	LOC115627292|XP_030378784.1|SLEB	LOC111596757|XP_023166866.1|DHYD
OG0010123	LOC115627366|XP_030378876.1|SLEB	LOC111594904|XP_030078878.1|DHYD, LOC111594903|XP_030078850.1|DHYD
OG0010125	LOC115627794|XP_030379480.1|SLEB	LOC111596531|XP_030079552.1|DHYD
OG0010126	LOC115626325|XP_030377530.1|SLEB	LOC111603963|XP_023177568.2|DHYD
OG0010127	LOC115626060|XP_030377172.1|SLEB	LOC115482920|XP_030079082.1|DHYD, LOC111598799|XP_023169984.2|DHYD
OG0010128	LOC115626061|XP_030377173.1|SLEB	LOC111603978|XP_023177591.2|DHYD
OG0010129	LOC115625831|XP_030376885.1|SLEB	LOC111592627|XP_030079061.1|DHYD
OG0010130	LOC115626375|XP_030377591.1|SLEB	LOC111593762|XP_023162548.1|DHYD
OG0010131	LOC115625813|XP_030376857.1|SLEB	LOC111600354|XP_023172194.1|DHYD
OG0010132	LOC115625795|XP_030376832.1|SLEB	LOC111594754|XP_023163970.2|DHYD
OG0010133	LOC115625953|XP_030377052.1|SLEB, LOC115625954|XP_030377053.1|SLEB	LOC111594719|XP_023163915.2|DHYD
OG0010134	LOC115625648|XP_030376636.1|SLEB	LOC111594795|XP_023164030.1|DHYD
OG0010135	LOC115628540|XP_030380561.1|SLEB	LOC111602211|XP_023174955.2|DHYD
OG0010136	LOC115628563|XP_030380587.1|SLEB	LOC111602255|XP_023175016.1|DHYD
OG0010137	LOC115626557|XP_030377796.1|SLEB, LOC115626556|XP_030377795.1|SLEB	LOC111602305|XP_030079080.1|DHYD
OG0010138	LOC115626015|XP_030377123.1|SLEB	LOC111592053|XP_023159821.2|DHYD
OG0010139	LOC115628564|XP_030380588.1|SLEB	LOC111594792|XP_023164016.2|DHYD
OG0010140	LOC115631864|XP_030384573.1|SLEB	LOC111595577|XP_023165146.1|DHYD
OG0010141	LOC115631786|XP_030384480.1|SLEB	LOC111603534|XP_023176935.1|DHYD
OG0010142	LOC115631814|XP_030384510.1|SLEB	LOC111595853|XP_023165534.1|DHYD
OG0010143	LOC115630589|XP_030383067.1|SLEB	LOC111599462|XP_023170900.1|DHYD
OG0010144	LOC115623107|XP_030373173.1|SLEB	LOC111594943|XP_023164205.2|DHYD
OG0010145	LOC115628608|XP_030380652.1|SLEB	LOC111599201|XP_023170560.1|DHYD
OG0010146	LOC115628593|XP_030380637.1|SLEB, LOC115628584|XP_030380628.1|SLEB	LOC111599211|XP_023170576.1|DHYD
OG0010147	LOC115631846|XP_030384549.1|SLEB	LOC111602167|XP_023174893.1|DHYD
OG0010148	LOC115632002|XP_030384791.1|SLEB	LOC111594176|XP_030080526.1|DHYD
OG0010149	LOC115631857|XP_030384563.1|SLEB	LOC111596322|XP_023166256.2|DHYD
OG0010150	LOC115631871|XP_030384579.1|SLEB	LOC111600590|XP_023172549.1|DHYD
OG0010151	LOC115626141|XP_030377263.1|SLEB	LOC111603860|XP_023177435.1|DHYD
OG0010152	LOC115628573|XP_030380601.1|SLEB	LOC111591963|XP_023159674.2|DHYD
OG0010153	LOC115631984|XP_030384761.1|SLEB, LOC115631931|XP_030384642.1|SLEB	LOC111601156|XP_023173400.1|DHYD
OG0010154	LOC115631785|XP_030384479.1|SLEB	LOC111601146|XP_023173381.1|DHYD
OG0010155	LOC115631851|XP_030384555.1|SLEB	LOC115483207|XP_030080331.1|DHYD
OG0010156	LOC115622944|XP_030372935.1|SLEB	LOC111599820|XP_023171376.2|DHYD
OG0010157	LOC115623123|XP_030373192.1|SLEB	LOC111599805|XP_023171355.2|DHYD, LOC115483182|XP_030080200.1|DHYD
OG0010158	LOC115622666|XP_030372541.1|SLEB, LOC115622667|XP_030372542.1|SLEB	LOC111597510|XP_023168046.1|DHYD
OG0010159	LOC115622545|XP_030372371.1|SLEB	LOC111599602|XP_023171060.1|DHYD
OG0010160	LOC115627534|XP_030379096.1|SLEB	LOC111604497|XP_030081150.1|DHYD
OG0010161	LOC115632625|XP_030385713.1|SLEB	LOC111604702|XP_023178643.1|DHYD
OG0010163	LOC115632961|XP_030386121.1|SLEB	LOC111596020|XP_023165813.2|DHYD
OG0010164	LOC115633087|XP_030386324.1|SLEB	LOC111604768|XP_023178734.1|DHYD
OG0010165	LOC115632934|XP_030386087.1|SLEB	LOC111598065|XP_023168866.2|DHYD
OG0010166	LOC115632749|XP_030385857.1|SLEB, LOC115632757|XP_030385864.1|SLEB	LOC111598884|XP_023170118.2|DHYD
OG0010169	LOC115622246|XP_030372004.1|SLEB	LOC115483725|XP_030081768.1|DHYD
OG0010170	LOC115622307|XP_030372072.1|SLEB	LOC111599247|XP_023170616.2|DHYD
OG0010171	LOC115622304|XP_030372068.1|SLEB	LOC111599251|XP_023170619.1|DHYD
OG0010172	LOC115628739|XP_030380803.1|SLEB	LOC111595067|XP_023164392.2|DHYD
OG0010173	LOC115634703|XP_030388442.1|SLEB, LOC115622221|XP_030371982.1|SLEB	LOC111592468|XP_023160443.2|DHYD
OG0010174	LOC115623404|XP_030373577.1|SLEB	LOC111601255|XP_023173528.1|DHYD
OG0010175	LOC115624775|XP_030375467.1|SLEB	LOC111601241|XP_023173507.2|DHYD
OG0010176	LOC115624958|XP_030375672.1|SLEB	LOC111601263|XP_023173538.1|DHYD
OG0010177	LOC115630316|XP_030382717.1|SLEB	LOC111593721|XP_023162460.2|DHYD
OG0010178	LOC115633690|XP_030387010.1|SLEB, LOC115625121|XP_030375896.1|SLEB	LOC111594126|XP_023163052.2|DHYD
OG0010179	LOC115623196|XP_030373279.1|SLEB	LOC111604464|XP_023178314.2|DHYD
OG0010180	LOC115633942|XP_030387323.1|SLEB	LOC111592282|XP_023160152.2|DHYD
OG0010181	LOC115633943|XP_030387320.1|SLEB	LOC111599230|XP_023170596.2|DHYD
OG0010182	LOC115634008|XP_030387395.1|SLEB	LOC111602088|XP_023174790.2|DHYD
OG0010183	LOC115634367|XP_030387890.1|SLEB	LOC111602089|XP_023174791.1|DHYD
OG0010184	LOC115634737|XP_030388485.1|SLEB	LOC111600771|XP_023172817.1|DHYD
OG0010185	LOC115634738|XP_030388486.1|SLEB	LOC111600772|XP_023172820.2|DHYD
OG0010186	LOC115622895|XP_030372871.1|SLEB	LOC111604324|XP_023178146.1|DHYD
OG0010187	LOC115631665|XP_030384341.1|SLEB	LOC111593186|XP_023161566.2|DHYD
OG0010188	LOC115620736|XP_030369985.1|SLEB	LOC111605218|XP_023179408.1|DHYD
OG0010189	LOC115633734|XP_030387070.1|SLEB	LOC111605212|XP_023179404.1|DHYD
OG0010190	LOC115627019|XP_030378408.1|SLEB	LOC111605268|XP_023179479.1|DHYD
OG0010191	LOC115633820|XP_030387170.1|SLEB	LOC111605276|XP_023179488.1|DHYD
OG0010192	LOC115634321|XP_030387840.1|SLEB	LOC111597719|XP_023168326.1|DHYD
OG0010193	LOC115633761|XP_030387096.1|SLEB	LOC111599914|XP_023171510.1|DHYD
OG0010194	LOC115622271|XP_030372033.1|SLEB	LOC111593120|XP_023161489.1|DHYD
OG0010195	LOC115623037|XP_030373074.1|SLEB	LOC111593129|XP_023161499.2|DHYD
OG0010196	LOC115626483|XP_030377732.1|SLEB	LOC111593901|XP_023162739.2|DHYD
OG0010197	LOC115631934|XP_030384648.1|SLEB	LOC111595724|XP_023165343.2|DHYD
OG0010198	LOC115621694|XP_030371265.1|SLEB	LOC111600566|XP_023172518.1|DHYD
OG0010199	LOC115626898|XP_030378267.1|SLEB	LOC111597021|XP_023167298.1|DHYD
OG0010200	LOC115633431|XP_030386753.1|SLEB	LOC111595411|XP_023164891.2|DHYD
OG0010201	LOC115627634|XP_030379233.1|SLEB	LOC111594322|XP_023163334.1|DHYD
OG0010202	LOC115624750|XP_030375438.1|SLEB	LOC111597040|XP_030081972.1|DHYD
OG0010203	LOC115632513|XP_030385567.1|SLEB	LOC111592515|XP_023160527.2|DHYD
OG0010204	LOC115634031|XP_030387432.1|SLEB	LOC111602571|XP_023175495.2|DHYD
OG0010205	LOC115624622|XP_030375235.1|SLEB	LOC111596990|XP_023167249.1|DHYD
OG0010206	LOC115624914|XP_030375623.1|SLEB	LOC111597106|XP_023167416.1|DHYD
OG0010207	LOC115634294|XP_030387806.1|SLEB	LOC111592192|XP_023160026.2|DHYD
OG0010208	LOC115634443|XP_030388012.1|SLEB	LOC115483801|XP_030081974.1|DHYD
OG0010209	LOC115624293|XP_030374781.1|SLEB	LOC111592205|XP_023160040.2|DHYD
OG0010210	LOC115625265|XP_030376130.1|SLEB	LOC111592117|XP_023159916.1|DHYD
OG0010211	LOC115631170|XP_030383723.1|SLEB	LOC111592108|XP_023159907.1|DHYD
OG0010212	LOC115624901|XP_030375610.1|SLEB	LOC111597076|XP_023167374.1|DHYD
OG0010213	LOC115624827|XP_030375533.1|SLEB	LOC111597086|XP_023167389.2|DHYD
OG0010214	LOC115624559|XP_030375147.1|SLEB	LOC111597010|XP_023167282.1|DHYD
OG0010215	LOC115634420|XP_030387987.1|SLEB	LOC115482763|XP_030078552.1|DHYD
OG0010216	LOC115619965|XP_030368860.1|SLEB	LOC111593353|XP_023161837.1|DHYD
OG0010217	LOC115634063|XP_030387469.1|SLEB	LOC111593716|XP_023162455.2|DHYD
OG0010218	LOC115633826|XP_030387174.1|SLEB	LOC111593182|XP_030082014.1|DHYD
OG0010219	LOC115634247|XP_030387701.1|SLEB	LOC111594290|XP_023163302.1|DHYD
OG0010220	LOC115630240|XP_030382648.1|SLEB	LOC111593971|XP_023162833.2|DHYD
OG0010221	LOC115634076|XP_030387482.1|SLEB	LOC111594000|XP_023162865.2|DHYD
OG0010222	LOC115622146|XP_030371877.1|SLEB	LOC111595040|XP_023164337.1|DHYD
OG0010223	LOC115621933|XP_030371677.1|SLEB	LOC111594631|XP_023163795.1|DHYD
OG0010224	LOC115634423|XP_030387990.1|SLEB	LOC111595407|XP_023164888.2|DHYD
OG0010225	LOC115624090|XP_030374540.1|SLEB	LOC111604573|XP_023178443.2|DHYD
OG0010226	LOC115624116|XP_030374570.1|SLEB	LOC111603442|XP_023176797.2|DHYD
OG0010227	LOC115623359|XP_030373504.1|SLEB	LOC111604934|XP_023178973.1|DHYD
OG0010228	LOC115624167|XP_030374624.1|SLEB	LOC111601389|XP_023173699.2|DHYD
OG0010229	LOC115624362|XP_030374881.1|SLEB	LOC111603642|XP_023177088.2|DHYD
OG0010230	LOC115624170|XP_030374627.1|SLEB	LOC111603599|XP_023177026.2|DHYD
OG0010231	LOC115620653|XP_030369862.1|SLEB, LOC115629483|XP_030381814.1|SLEB	LOC111603269|XP_023176549.2|DHYD
OG0010232	LOC115621886|XP_030371574.1|SLEB	LOC111605591|XP_023179963.1|DHYD
OG0010233	LOC115620361|XP_030369425.1|SLEB	LOC111600039|XP_023171734.2|DHYD
OG0010234	LOC115620953|XP_030370329.1|SLEB	LOC111594547|XP_023163667.1|DHYD
OG0010235	LOC115620696|XP_030369926.1|SLEB	LOC111592688|XP_023160823.2|DHYD
OG0010236	LOC115622027|XP_030371745.1|SLEB	LOC111597819|XP_023168476.1|DHYD
OG0010237	LOC115620870|XP_030370203.1|SLEB	LOC111601523|XP_023173907.1|DHYD
OG0010238	LOC115624178|XP_030374633.1|SLEB	LOC111604986|XP_023179050.2|DHYD
OG0010239	LOC115621401|XP_030370905.1|SLEB	LOC111597866|XP_023168557.1|DHYD
OG0010240	LOC115626128|XP_030377241.1|SLEB	LOC111597860|XP_023168550.1|DHYD
OG0010241	LOC115620826|XP_030370117.1|SLEB	LOC111598318|XP_023169283.1|DHYD
OG0010242	LOC115621472|XP_030370991.1|SLEB	LOC111596402|XP_023166376.2|DHYD
OG0010243	LOC115621548|XP_030371076.1|SLEB	LOC111597157|XP_023167480.2|DHYD
OG0010244	LOC115625466|XP_030376374.1|SLEB	LOC111594496|XP_023163575.2|DHYD
OG0010245	LOC115624262|XP_030374746.1|SLEB	LOC111599603|XP_023171057.1|DHYD
OG0010246	LOC115621956|XP_030371663.1|SLEB	LOC111605566|XP_023179908.1|DHYD
OG0010247	LOC115621248|XP_030370700.1|SLEB	LOC111605497|XP_023179815.2|DHYD
OG0010248	LOC115620390|XP_030369457.1|SLEB	LOC111601440|XP_023173784.1|DHYD
OG0010249	LOC115624103|XP_030374555.1|SLEB	LOC111592011|XP_023159767.1|DHYD
OG0010251	LOC115622034|XP_030371761.1|SLEB	LOC111600671|XP_023172687.2|DHYD
OG0010253	LOC115634636|XP_030388352.1|SLEB	LOC111603833|XP_023177365.1|DHYD
OG0010254	LOC115630536|XP_030383005.1|SLEB	LOC111603811|XP_023177335.2|DHYD
OG0010256	LOC115623789|XP_030374191.1|SLEB	LOC111605500|XP_023179817.1|DHYD
OG0010258	LOC115623109|XP_030373175.1|SLEB	LOC111604407|XP_023178229.1|DHYD
OG0010259	LOC115623146|XP_030373215.1|SLEB	LOC115483184|XP_030080213.1|DHYD, LOC111599804|XP_023171354.2|DHYD, LOC115483179|XP_030080197.1|DHYD
OG0010260	LOC115626550|XP_030377788.1|SLEB	LOC111600355|XP_023172195.2|DHYD
OG0010267	LOC115622760|XP_030372675.1|SLEB	LOC111596140|XP_023165991.2|DHYD
OG0010275	LOC115620776|XP_030370045.1|SLEB	LOC111594419|XP_023163475.2|DHYD
OG0010277	LOC115621364|XP_030370849.1|SLEB	LOC111603661|XP_023177112.1|DHYD
OG0010279	LOC115621189|XP_030370625.1|SLEB	LOC111594537|XP_023163646.2|DHYD
OG0010280	LOC115629808|XP_030382236.1|SLEB	LOC111600186|XP_023171960.1|DHYD
OG0010281	LOC115623214|XP_030373313.1|SLEB	LOC111597455|XP_023167970.2|DHYD
OG0010282	LOC115621572|XP_030371119.1|SLEB	LOC111595900|XP_023165608.2|DHYD
OG0010284	LOC115620543|XP_030369686.1|SLEB	LOC111603242|XP_023176516.1|DHYD
OG0010287	LOC115620794|XP_030370074.1|SLEB	LOC111603623|XP_023177061.1|DHYD
OG0010289	LOC115621875|XP_030371561.1|SLEB	LOC111595930|XP_023165660.2|DHYD
OG0010290	LOC115625618|XP_030376619.1|SLEB	LOC111593677|XP_023162337.1|DHYD
OG0010292	LOC115621432|XP_030370944.1|SLEB	LOC115483350|XP_030080766.1|DHYD
OG0010293	LOC115631256|XP_030383829.1|SLEB	LOC111595504|XP_023165044.2|DHYD
OG0010294	LOC115626135|XP_030377253.1|SLEB	LOC111594298|XP_030081062.1|DHYD
OG0010296	LOC115619957|XP_030368847.1|SLEB	LOC111593308|XP_023161769.2|DHYD
OG0010298	LOC115633938|XP_030387316.1|SLEB	LOC111600701|XP_023172723.2|DHYD
OG0010299	LOC115634366|XP_030387888.1|SLEB	LOC111599926|XP_023171541.1|DHYD
OG0010301	LOC115623405|XP_030373574.1|SLEB	LOC111592390|XP_023160334.2|DHYD
OG0010302	LOC115634476|XP_030388068.1|SLEB	LOC111598020|XP_023168800.2|DHYD
OG0010303	LOC115633910|XP_030387278.1|SLEB	LOC111600015|XP_023171688.2|DHYD
OG0010305	LOC115629159|XP_030381392.1|SLEB	LOC111605333|XP_023179569.1|DHYD
OG0010306	LOC115629188|XP_030381448.1|SLEB	LOC111596537|XP_023166576.1|DHYD
OG0010308	LOC115629809|XP_030382237.1|SLEB	LOC111597434|XP_023167910.1|DHYD
OG0010309	LOC115627379|XP_030378892.1|SLEB	LOC111601556|XP_023173966.2|DHYD
OG0010311	LOC115629146|XP_030381362.1|SLEB	LOC111595951|XP_023165689.2|DHYD
OG0010314	LOC115627401|XP_030378916.1|SLEB	LOC111597599|XP_023168171.2|DHYD
OG0010315	LOC115627967|XP_030379721.1|SLEB	LOC111596577|XP_023166618.2|DHYD
OG0010317	LOC115626796|XP_030378123.1|SLEB	LOC111593495|XP_030079408.1|DHYD
OG0010318	LOC115629266|XP_030381550.1|SLEB	LOC111593429|XP_023161941.2|DHYD
OG0010320	LOC115626893|XP_030378262.1|SLEB	LOC111605490|XP_023179808.2|DHYD
OG0010323	LOC115633096|XP_030386337.1|SLEB	LOC111601465|XP_023173815.1|DHYD
OG0010329	LOC115632616|XP_030385704.1|SLEB	LOC111604695|XP_023178634.2|DHYD
OG0010330	LOC115622303|XP_030372067.1|SLEB	LOC111599269|XP_023170636.1|DHYD
OG0010333	LOC115629000|XP_030381146.1|SLEB	LOC111592638|XP_023160750.1|DHYD
OG0010334	LOC115631188|XP_030383739.1|SLEB	LOC111603790|XP_023177309.1|DHYD
OG0010335	LOC115629209|XP_030381469.1|SLEB	LOC111596541|XP_023166581.2|DHYD
OG0010337	LOC115621207|XP_030370648.1|SLEB	LOC111593512|XP_023162067.1|DHYD
OG0010338	LOC115627227|XP_030378710.1|SLEB	LOC111596726|XP_023166823.1|DHYD
OG0010339	LOC115620189|XP_030369179.1|SLEB	LOC111594168|XP_023163122.1|DHYD
OG0010340	LOC115629211|XP_030381473.1|SLEB	LOC111592982|XP_023161247.1|DHYD
OG0010341	LOC115626874|XP_030378245.1|SLEB	LOC111592981|XP_023161245.1|DHYD
