Orthogroup	SLEB.longest_only	CPIP.longest_only
OG0005907	LOC115624707|XP_030375389.1|SLEB	LOC120422165|XP_039441476.1|CPIP
OG0005908	LOC115623345|XP_030373488.1|SLEB	LOC120428309|XP_039449242.1|CPIP
OG0005909	LOC115632975|XP_030386145.1|SLEB	LOC120420441|XP_039439402.1|CPIP
OG0005910	LOC115619973|XP_030368872.1|SLEB	LOC120420426|XP_039439382.1|CPIP
OG0005911	LOC115633952|XP_030387330.1|SLEB	LOC120420431|XP_039439387.1|CPIP
OG0005912	LOC115630852|XP_030383348.1|SLEB	LOC120420438|XP_039439398.1|CPIP
OG0005913	LOC115621068|XP_030370454.1|SLEB	LOC120414870|XP_039432123.1|CPIP
OG0005914	LOC115619951|XP_030368840.1|SLEB	LOC120414881|XP_039432138.1|CPIP
OG0005915	LOC115628732|XP_030380799.1|SLEB	LOC120428596|XP_039449553.1|CPIP
OG0005917	LOC115633872|XP_030387232.1|SLEB	LOC120421688|XP_039440859.1|CPIP
OG0005918	LOC115627500|XP_030379048.1|SLEB	LOC120421686|XP_039440856.1|CPIP
OG0005919	LOC115634256|XP_030387713.1|SLEB	LOC120426421|XP_039447113.1|CPIP, LOC120421697|XP_039440870.1|CPIP
OG0005922	LOC115629111|XP_030381300.1|SLEB	LOC120417557|XP_039435582.1|CPIP
OG0005923	LOC115623007|XP_030373038.1|SLEB	LOC120425794|XP_039446336.1|CPIP
OG0005924	LOC115623011|XP_030373042.1|SLEB	LOC120425797|XP_039446339.1|CPIP
OG0005925	LOC115622711|XP_030372602.1|SLEB	LOC120415230|XP_039432621.1|CPIP
OG0005926	LOC115626787|XP_030378113.1|SLEB	LOC120419590|XP_039438266.1|CPIP
OG0005927	LOC115625522|XP_030376447.1|SLEB	LOC120419593|XP_039438269.1|CPIP
OG0005928	LOC115627469|XP_030379001.1|SLEB	LOC120425575|XP_039446081.1|CPIP
OG0005929	LOC115633976|XP_030387357.1|SLEB	LOC120425572|XP_039446078.1|CPIP
OG0005930	LOC115624908|XP_030375616.1|SLEB	LOC120417573|XP_039435616.1|CPIP
OG0005931	LOC115624545|XP_030375131.1|SLEB	LOC120417593|XP_039435639.1|CPIP
OG0005932	LOC115624648|XP_030375284.1|SLEB	LOC120417586|XP_039435631.1|CPIP
OG0005934	LOC115620751|XP_030370010.1|SLEB	LOC120416747|XP_039434514.1|CPIP
OG0005935	LOC115633066|XP_030386291.1|SLEB	LOC120415333|XP_039432753.1|CPIP
OG0005936	LOC115625898|XP_030376987.1|SLEB	LOC120415319|XP_039432734.1|CPIP
OG0005937	LOC115632429|XP_030385430.1|SLEB	LOC120415298|XP_039432703.1|CPIP
OG0005938	LOC115627894|XP_030379650.1|SLEB	LOC120415278|XP_039432683.1|CPIP
OG0005939	LOC115627206|XP_030378684.1|SLEB	LOC120415304|XP_039432711.1|CPIP
OG0005940	LOC115634349|XP_030387865.1|SLEB	LOC120415269|XP_039432668.1|CPIP
OG0005942	LOC115624644|XP_030375276.1|SLEB	LOC120415323|XP_039432741.1|CPIP
OG0005943	LOC115624519|XP_030375095.1|SLEB	LOC120424222|XP_039444216.1|CPIP
OG0005944	LOC115624568|XP_030375156.1|SLEB	LOC120424463|XP_039444533.1|CPIP
OG0005945	LOC115634712|XP_030388455.1|SLEB	LOC120424583|XP_039444685.1|CPIP
OG0005946	LOC115630186|XP_030382616.1|SLEB, LOC115620157|XP_030369145.1|SLEB	LOC120425168|XP_039445540.1|CPIP
OG0005947	LOC115625558|XP_030376514.1|SLEB	LOC120424431|XP_039444485.1|CPIP
OG0005948	LOC115628334|XP_030380257.1|SLEB	LOC120426483|XP_039447183.1|CPIP
OG0005949	LOC115632710|XP_030385812.1|SLEB	LOC120426489|XP_039447193.1|CPIP
OG0005950	LOC115631689|XP_030384371.1|SLEB	LOC120420388|XP_039439335.1|CPIP
OG0005951	LOC115632403|XP_030385398.1|SLEB	LOC120416218|XP_039433849.1|CPIP, LOC120423630|XP_039443432.1|CPIP
OG0005952	LOC115631688|XP_030384369.1|SLEB	LOC120416200|XP_039433819.1|CPIP
OG0005953	LOC115628594|XP_030380639.1|SLEB	LOC120416202|XP_039433823.1|CPIP
OG0005954	LOC115628588|XP_030380631.1|SLEB	LOC120416209|XP_039433835.1|CPIP
OG0005955	LOC115623374|XP_030373529.1|SLEB	LOC120416222|XP_039433855.1|CPIP
OG0005956	LOC115634707|XP_030388447.1|SLEB	LOC120414865|XP_039432117.1|CPIP
OG0005957	LOC115624041|XP_030374478.1|SLEB	LOC120414916|XP_039432182.1|CPIP
OG0005958	LOC115624029|XP_030374466.1|SLEB	LOC120414922|XP_039432188.1|CPIP
OG0005959	LOC115625880|XP_030376957.1|SLEB	LOC120414912|XP_039432180.1|CPIP
OG0005960	LOC115627131|XP_030378564.1|SLEB, LOC115630745|XP_030383259.1|SLEB	LOC120414887|XP_039432144.1|CPIP
OG0005961	LOC115631876|XP_030384588.1|SLEB	LOC120414871|XP_039432124.1|CPIP
OG0005962	LOC115624909|XP_030375617.1|SLEB	LOC120414906|XP_039432170.1|CPIP
OG0005963	LOC115631519|XP_030384148.1|SLEB	LOC120416742|XP_039434511.1|CPIP, LOC120418457|XP_039436816.1|CPIP
OG0005964	LOC115632093|XP_030384932.1|SLEB	LOC120418439|XP_039436781.1|CPIP
OG0005965	LOC115633883|XP_030387247.1|SLEB	LOC120431263|XP_039452330.1|CPIP
OG0005966	LOC115629744|XP_030382138.1|SLEB	LOC120431266|XP_039452333.1|CPIP
OG0005967	LOC115634757|XP_030388509.1|SLEB	LOC120427769|XP_039448623.1|CPIP
OG0005968	LOC115628424|XP_030380375.1|SLEB	LOC120427767|XP_039448622.1|CPIP
OG0005969	LOC115633340|XP_030386637.1|SLEB	LOC120421730|XP_039440920.1|CPIP
OG0005970	LOC115632233|XP_030385153.1|SLEB	LOC120423073|XP_039442677.1|CPIP
OG0005971	LOC115633677|XP_030386991.1|SLEB	LOC120425073|XP_039445391.1|CPIP
OG0005972	LOC115628188|XP_030380034.1|SLEB	LOC120424527|XP_039444624.1|CPIP
OG0005973	LOC115622582|XP_030372433.1|SLEB	LOC120424197|XP_039444193.1|CPIP
OG0005974	LOC115624558|XP_030375145.1|SLEB	LOC120424427|XP_039444481.1|CPIP
OG0005975	LOC115632663|XP_030385756.1|SLEB, LOC115630024|XP_030382520.1|SLEB	LOC120425241|XP_039445612.1|CPIP
OG0005977	LOC115623108|XP_030373177.1|SLEB	LOC120424363|XP_039444396.1|CPIP
OG0005978	LOC115634532|XP_030388201.1|SLEB	LOC120425146|XP_039445509.1|CPIP
OG0005979	LOC115624688|XP_030375354.1|SLEB	LOC120425017|XP_039445323.1|CPIP
OG0005980	LOC115628146|XP_030379977.1|SLEB	LOC120425392|XP_039445845.1|CPIP
OG0005981	LOC115622733|XP_030372633.1|SLEB, LOC115626711|XP_030378006.1|SLEB	LOC120417983|XP_039436159.1|CPIP
OG0005983	LOC115627339|XP_030378844.1|SLEB	LOC120417986|XP_039436165.1|CPIP
OG0005984	LOC115627063|XP_030378469.1|SLEB	LOC120416203|XP_039433824.1|CPIP
OG0005985	LOC115626962|XP_030378337.1|SLEB	LOC120416217|XP_039433848.1|CPIP
OG0005986	LOC115629854|XP_030382296.1|SLEB	LOC120421473|XP_039440624.1|CPIP
OG0005987	LOC115629532|XP_030381868.1|SLEB	LOC120421452|XP_039440597.1|CPIP
OG0005988	LOC115624737|XP_030375422.1|SLEB	LOC120421445|XP_039440584.1|CPIP
OG0005989	LOC115631713|XP_030384404.1|SLEB	LOC120416722|XP_039434482.1|CPIP
OG0005990	LOC115634554|XP_030388230.1|SLEB, LOC115627594|XP_030379177.1|SLEB	LOC120416740|XP_039434508.1|CPIP
OG0005991	LOC115634331|XP_030387848.1|SLEB	LOC120416730|XP_039434490.1|CPIP
OG0005992	LOC115622936|XP_030372926.1|SLEB	LOC120416715|XP_039434472.1|CPIP
OG0005993	LOC115622426|XP_030372222.1|SLEB	LOC120416716|XP_039434473.1|CPIP
OG0005994	LOC115626032|XP_030377143.1|SLEB, LOC115628160|XP_030379992.1|SLEB	LOC120427341|XP_039448129.1|CPIP
OG0005996	LOC115633099|XP_030386340.1|SLEB	LOC120427347|XP_039448138.1|CPIP, LOC120426860|XP_039447598.1|CPIP
OG0005997	LOC115629916|XP_030382382.1|SLEB, LOC115629156|XP_030381391.1|SLEB	LOC120426864|XP_039447602.1|CPIP
OG0005998	LOC115632543|XP_030385618.1|SLEB	LOC120426852|XP_039447582.1|CPIP
OG0005999	LOC115628276|XP_030380165.1|SLEB	LOC120428191|XP_039449105.1|CPIP
OG0006000	LOC115631788|XP_030384489.1|SLEB	LOC120415155|XP_039432524.1|CPIP
OG0006001	LOC115622345|XP_030372117.1|SLEB	LOC120428604|XP_039449561.1|CPIP
OG0006002	LOC115631768|XP_030384467.1|SLEB	LOC120422957|XP_039442480.1|CPIP
OG0006003	LOC115624672|XP_030375329.1|SLEB	LOC120422953|XP_039442471.1|CPIP
OG0006005	LOC115633775|XP_030387109.1|SLEB	LOC120425529|XP_039446017.1|CPIP
OG0006006	LOC115624730|XP_030375416.1|SLEB	LOC120424473|XP_039444540.1|CPIP
OG0006007	LOC115624624|XP_030375238.1|SLEB	LOC120415354|XP_039432776.1|CPIP
OG0006008	LOC115631979|XP_030384740.1|SLEB	LOC120415886|XP_039433458.1|CPIP
OG0006009	LOC115630064|XP_030382557.1|SLEB	LOC120415851|XP_039433421.1|CPIP
OG0006010	LOC115624956|XP_030375669.1|SLEB	LOC120428243|XP_039449157.1|CPIP
OG0006011	LOC115632310|XP_030385271.1|SLEB	LOC120428228|XP_039449141.1|CPIP
OG0006012	LOC115622370|XP_030372147.1|SLEB	LOC120415125|XP_039432482.1|CPIP
OG0006013	LOC115625990|XP_030377134.1|SLEB	LOC120415135|XP_039432495.1|CPIP
OG0006014	LOC115622821|XP_030372756.1|SLEB	LOC120415107|XP_039432459.1|CPIP
OG0006015	LOC115627062|XP_030378472.1|SLEB	LOC120415148|XP_039432516.1|CPIP
OG0006016	LOC115634329|XP_030387846.1|SLEB	LOC120415111|XP_039432463.1|CPIP
OG0006017	LOC115624608|XP_030375218.1|SLEB	LOC120415131|XP_039432491.1|CPIP
OG0006018	LOC115622123|XP_030371839.1|SLEB	LOC120425534|XP_039446024.1|CPIP
OG0006019	LOC115633766|XP_030387100.1|SLEB	LOC120425539|XP_039446034.1|CPIP
OG0006020	LOC115625643|XP_030376634.1|SLEB	LOC120412761|XP_039429287.1|CPIP
OG0006021	LOC115624633|XP_030375252.1|SLEB	LOC120412715|XP_039429224.1|CPIP
OG0006022	LOC115625945|XP_030377041.1|SLEB	LOC120412731|XP_039429255.1|CPIP
OG0006023	LOC115623473|XP_030373699.1|SLEB	LOC120415404|XP_039432864.1|CPIP
OG0006024	LOC115626846|XP_030378204.1|SLEB	LOC120419138|XP_039437661.1|CPIP
OG0006025	LOC115624513|XP_030375085.1|SLEB	LOC120419134|XP_039437656.1|CPIP
OG0006026	LOC115621736|XP_030371327.1|SLEB	LOC120412768|XP_039429296.1|CPIP
OG0006027	LOC115628148|XP_030379983.1|SLEB	LOC120412717|XP_039429235.1|CPIP
OG0006028	LOC115628557|XP_030380582.1|SLEB	LOC120415884|XP_039433455.1|CPIP
OG0006029	LOC115624885|XP_030375595.1|SLEB	LOC120415355|XP_039432778.1|CPIP
OG0006030	LOC115623607|XP_030373884.1|SLEB	LOC120415405|XP_039432865.1|CPIP
OG0006031	LOC115628201|XP_030380058.1|SLEB	LOC120415374|XP_039432831.1|CPIP
OG0006032	LOC115628069|XP_030379895.1|SLEB	LOC120415362|XP_039432786.1|CPIP
OG0006033	LOC115622771|XP_030372687.1|SLEB	LOC120415409|XP_039432871.1|CPIP
OG0006034	LOC115620344|XP_030369405.1|SLEB	LOC120419310|XP_039437912.1|CPIP
OG0006035	LOC115624418|XP_030375013.1|SLEB	LOC120419303|XP_039437904.1|CPIP
OG0006036	LOC115626062|XP_030377174.1|SLEB	LOC120419302|XP_039437903.1|CPIP
OG0006037	LOC115632398|XP_030385392.1|SLEB	LOC120419323|XP_039437929.1|CPIP
OG0006038	LOC115623482|XP_030373711.1|SLEB	LOC120431571|XP_039452613.1|CPIP, LOC120429996|XP_039451027.1|CPIP
OG0006039	LOC115624660|XP_030375300.1|SLEB	LOC120430726|XP_039451772.1|CPIP
OG0006040	LOC115627651|XP_030379255.1|SLEB	LOC120425516|XP_039445999.1|CPIP
OG0006041	LOC115627030|XP_030378419.1|SLEB	LOC120429566|XP_039450550.1|CPIP, LOC120431793|XP_039452846.1|CPIP
OG0006042	LOC115634687|XP_030388410.1|SLEB	LOC120429527|XP_039450527.1|CPIP
OG0006043	LOC115622253|XP_030372012.1|SLEB	LOC120429284|XP_039450443.1|CPIP
OG0006044	LOC115627020|XP_030378405.1|SLEB	LOC120429256|XP_039450409.1|CPIP
OG0006045	LOC115624873|XP_030375578.1|SLEB	LOC120429626|XP_039450594.1|CPIP
OG0006046	LOC115631675|XP_030384351.1|SLEB	LOC120429109|XP_039450212.1|CPIP
OG0006047	LOC115622628|XP_030372495.1|SLEB	LOC120426724|XP_039447429.1|CPIP
OG0006048	LOC115622673|XP_030372547.1|SLEB	LOC120415431|XP_039432913.1|CPIP
OG0006049	LOC115621838|XP_030371509.1|SLEB	LOC120415413|XP_039432876.1|CPIP
OG0006050	LOC115621770|XP_030371377.1|SLEB	LOC120415350|XP_039432773.1|CPIP
OG0006051	LOC115629857|XP_030382301.1|SLEB	LOC120415353|XP_039432775.1|CPIP
OG0006052	LOC115624579|XP_030375174.1|SLEB	LOC120415416|XP_039432879.1|CPIP
OG0006053	LOC115628675|XP_030380708.1|SLEB	LOC120420342|XP_039439271.1|CPIP
OG0006054	LOC115627787|XP_030379467.1|SLEB	LOC120420318|XP_039439243.1|CPIP
OG0006055	LOC115620385|XP_030369453.1|SLEB	LOC120418156|XP_039436388.1|CPIP
OG0006056	LOC115633803|XP_030387145.1|SLEB	LOC120415864|XP_039433433.1|CPIP
OG0006057	LOC115632682|XP_030385776.1|SLEB	LOC120415879|XP_039433451.1|CPIP
OG0006058	LOC115621261|XP_030370718.1|SLEB	LOC120418138|XP_039436362.1|CPIP
OG0006059	LOC115622323|XP_030372090.1|SLEB	LOC120432647|XP_039453827.1|CPIP
OG0006060	LOC115622324|XP_030372091.1|SLEB	LOC120432649|XP_039453828.1|CPIP
OG0006061	LOC115629185|XP_030381429.1|SLEB	LOC120432664|XP_039453844.1|CPIP
OG0006062	LOC115623437|XP_030373643.1|SLEB, LOC115623438|XP_030373644.1|SLEB	LOC120412325|XP_039428660.1|CPIP
OG0006063	LOC115625913|XP_030377005.1|SLEB	LOC120412334|XP_039428669.1|CPIP
OG0006064	LOC115623239|XP_030373356.1|SLEB	LOC120432671|XP_039453859.1|CPIP
OG0006065	LOC115632439|XP_030385443.1|SLEB	LOC120412327|XP_039428662.1|CPIP
OG0006066	LOC115628413|XP_030380364.1|SLEB	LOC120412362|XP_039428720.1|CPIP
OG0006067	LOC115619985|XP_030368891.1|SLEB	LOC120412345|XP_039428680.1|CPIP
OG0006068	LOC115627412|XP_030378932.1|SLEB	LOC120432669|XP_039453856.1|CPIP
OG0006069	LOC115622250|XP_030372009.1|SLEB	LOC120412361|XP_039428719.1|CPIP
OG0006070	LOC115631684|XP_030384361.1|SLEB, LOC115623040|XP_030373077.1|SLEB	LOC120425249|XP_039445629.1|CPIP
OG0006071	LOC115620682|XP_030369908.1|SLEB	LOC120425244|XP_039445611.1|CPIP
OG0006072	LOC115633168|XP_030386441.1|SLEB	LOC120425960|XP_039446541.1|CPIP
OG0006073	LOC115632599|XP_030385684.1|SLEB	LOC120421974|XP_039441218.1|CPIP
OG0006074	LOC115626784|XP_030378110.1|SLEB	LOC120416819|XP_039434636.1|CPIP
OG0006075	LOC115628874|XP_030380988.1|SLEB	LOC120427642|XP_039448460.1|CPIP
OG0006076	LOC115634656|XP_030388373.1|SLEB	LOC120416859|XP_039434689.1|CPIP
OG0006077	LOC115620031|XP_030368996.1|SLEB	LOC120416835|XP_039434656.1|CPIP
OG0006078	LOC115621102|XP_030370504.1|SLEB	LOC120416842|XP_039434664.1|CPIP
OG0006079	LOC115634504|XP_030388130.1|SLEB	LOC120416825|XP_039434645.1|CPIP
OG0006080	LOC115634503|XP_030388127.1|SLEB	LOC120428644|XP_039449618.1|CPIP
OG0006081	LOC115625766|XP_030376797.1|SLEB	LOC120427132|XP_039447922.1|CPIP
OG0006082	LOC115633714|XP_030387038.1|SLEB	LOC120427134|XP_039447924.1|CPIP
OG0006083	LOC115620917|XP_030370278.1|SLEB	LOC120423486|XP_039443254.1|CPIP
OG0006084	LOC115622164|XP_030371894.1|SLEB	LOC120418194|XP_039436433.1|CPIP
OG0006085	LOC115624627|XP_030375241.1|SLEB	LOC120416991|XP_039434860.1|CPIP
OG0006086	LOC115624787|XP_030375485.1|SLEB	LOC120416997|XP_039434873.1|CPIP
OG0006087	LOC115622919|XP_030372906.1|SLEB	LOC120416996|XP_039434864.1|CPIP
OG0006088	LOC115632512|XP_030385563.1|SLEB	LOC120416998|XP_039434874.1|CPIP
OG0006089	LOC115627336|XP_030378841.1|SLEB	LOC120417008|XP_039434881.1|CPIP
OG0006090	LOC115622865|XP_030372810.1|SLEB	LOC120417006|XP_039434880.1|CPIP
OG0006091	LOC115622571|XP_030372410.1|SLEB	LOC120416994|XP_039434863.1|CPIP
OG0006092	LOC115629868|XP_030382320.1|SLEB	LOC120416990|XP_039434850.1|CPIP
OG0006093	LOC115633881|XP_030387245.1|SLEB	LOC120421870|XP_039441100.1|CPIP
OG0006094	LOC115622185|XP_030371935.1|SLEB	LOC120421860|XP_039441093.1|CPIP
OG0006095	LOC115624332|XP_030374828.1|SLEB	LOC120426493|XP_039447196.1|CPIP
OG0006096	LOC115634760|XP_030388511.1|SLEB	LOC120415180|XP_039432572.1|CPIP
OG0006097	LOC115622882|XP_030372835.1|SLEB	LOC120415173|XP_039432551.1|CPIP
OG0006098	LOC115630986|XP_030383428.1|SLEB	LOC120424714|XP_039444830.1|CPIP
OG0006099	LOC115634238|XP_030387690.1|SLEB	LOC120422674|XP_039442116.1|CPIP
OG0006100	LOC115624861|XP_030375567.1|SLEB	LOC120422679|XP_039442123.1|CPIP
OG0006101	LOC115631494|XP_030384114.1|SLEB	LOC120422664|XP_039442102.1|CPIP
OG0006102	LOC115623124|XP_030373193.1|SLEB	LOC120418579|XP_039436958.1|CPIP
OG0006103	LOC115626965|XP_030378339.1|SLEB	LOC120418594|XP_039436974.1|CPIP
OG0006104	LOC115629664|XP_030382039.1|SLEB	LOC120418589|XP_039436970.1|CPIP
OG0006105	LOC115629637|XP_030381999.1|SLEB	LOC120429781|XP_039450774.1|CPIP, LOC120430862|XP_039451921.1|CPIP
OG0006106	LOC115624703|XP_030375378.1|SLEB	LOC120430087|XP_039451108.1|CPIP
OG0006107	LOC115620047|XP_030369028.1|SLEB	LOC120421835|XP_039441050.1|CPIP
OG0006108	LOC115627772|XP_030379430.1|SLEB	LOC120429552|XP_039450542.1|CPIP
OG0006109	LOC115632286|XP_030385239.1|SLEB	LOC120416353|XP_039434020.1|CPIP
OG0006110	LOC115627694|XP_030379300.1|SLEB	LOC120421567|XP_039440730.1|CPIP
OG0006111	LOC115627745|XP_030379384.1|SLEB	LOC120420325|XP_039439254.1|CPIP
OG0006112	LOC115633624|XP_030386916.1|SLEB	LOC120415866|XP_039433436.1|CPIP
OG0006113	LOC115632419|XP_030385418.1|SLEB	LOC120415875|XP_039433445.1|CPIP
OG0006114	LOC115620676|XP_030369901.1|SLEB	LOC120415843|XP_039433413.1|CPIP
OG0006115	LOC115631200|XP_030383750.1|SLEB	LOC120414943|XP_039432208.1|CPIP
OG0006116	LOC115633843|XP_030387193.1|SLEB	LOC120425101|XP_039445430.1|CPIP
OG0006117	LOC115630836|XP_030383346.1|SLEB	LOC120427509|XP_039448305.1|CPIP, LOC120425093|XP_039445420.1|CPIP
OG0006118	LOC115623486|XP_030373720.1|SLEB	LOC120432574|XP_039453734.1|CPIP
OG0006119	LOC115627887|XP_030379636.1|SLEB	LOC120432575|XP_039453738.1|CPIP
OG0006120	LOC115626803|XP_030378132.1|SLEB	LOC120432589|XP_039453763.1|CPIP
OG0006121	LOC115624712|XP_030375395.1|SLEB	LOC120425832|XP_039446385.1|CPIP
OG0006122	LOC115627808|XP_030379497.1|SLEB	LOC120425822|XP_039446369.1|CPIP
OG0006123	LOC115627615|XP_030379210.1|SLEB	LOC120425838|XP_039446393.1|CPIP
OG0006124	LOC115625497|XP_030376416.1|SLEB	LOC120425840|XP_039446394.1|CPIP
OG0006125	LOC115622503|XP_030372311.1|SLEB	LOC120423743|XP_039443589.1|CPIP
OG0006126	LOC115623275|XP_030373413.1|SLEB	LOC120423736|XP_039443579.1|CPIP
OG0006127	LOC115624566|XP_030375155.1|SLEB	LOC120423323|XP_039443019.1|CPIP
OG0006128	LOC115624997|XP_030375732.1|SLEB	LOC120431443|XP_039452496.1|CPIP, LOC120422229|XP_039441547.1|CPIP
OG0006129	LOC115624623|XP_030375237.1|SLEB	LOC120422206|XP_039441522.1|CPIP
OG0006130	LOC115628172|XP_030380017.1|SLEB	LOC120416372|XP_039434039.1|CPIP
OG0006131	LOC115624612|XP_030375222.1|SLEB	LOC120416344|XP_039434006.1|CPIP
OG0006132	LOC115624789|XP_030375492.1|SLEB	LOC120416348|XP_039434012.1|CPIP
OG0006133	LOC115628173|XP_030380020.1|SLEB	LOC120416345|XP_039434008.1|CPIP
OG0006134	LOC115632542|XP_030385614.1|SLEB	LOC120416701|XP_039434451.1|CPIP
OG0006135	LOC115624514|XP_030375086.1|SLEB	LOC120416711|XP_039434462.1|CPIP
OG0006136	LOC115622504|XP_030372314.1|SLEB	LOC120427874|XP_039448738.1|CPIP
OG0006137	LOC115624924|XP_030375635.1|SLEB	LOC120423803|XP_039443654.1|CPIP
OG0006138	LOC115634181|XP_030387626.1|SLEB	LOC120423914|XP_039443829.1|CPIP
OG0006139	LOC115621976|XP_030371690.1|SLEB	LOC120423888|XP_039443796.1|CPIP
OG0006140	LOC115619952|XP_030368841.1|SLEB	LOC120423705|XP_039443542.1|CPIP
OG0006141	LOC115623703|XP_030374068.1|SLEB	LOC120423704|XP_039443541.1|CPIP
OG0006142	LOC115633785|XP_030387121.1|SLEB	LOC120423690|XP_039443516.1|CPIP
OG0006143	LOC115622598|XP_030372456.1|SLEB	LOC120423709|XP_039443549.1|CPIP
OG0006144	LOC115622727|XP_030372627.1|SLEB	LOC120423708|XP_039443548.1|CPIP
OG0006145	LOC115623166|XP_030373241.1|SLEB	LOC120423710|XP_039443550.1|CPIP
OG0006146	LOC115625654|XP_030376641.1|SLEB	LOC120423896|XP_039443811.1|CPIP
OG0006147	LOC115625330|XP_030376214.1|SLEB	LOC120429122|XP_039450245.1|CPIP
OG0006148	LOC115629404|XP_030381725.1|SLEB	LOC120429124|XP_039450247.1|CPIP
OG0006149	LOC115622599|XP_030372458.1|SLEB	LOC120428260|XP_039449186.1|CPIP
OG0006150	LOC115622597|XP_030372455.1|SLEB	LOC120428259|XP_039449184.1|CPIP
OG0006151	LOC115625724|XP_030376732.1|SLEB	LOC120428258|XP_039449181.1|CPIP
OG0006152	LOC115628200|XP_030380054.1|SLEB	LOC120423724|XP_039443563.1|CPIP, LOC120425566|XP_039446065.1|CPIP
OG0006153	LOC115631418|XP_030384007.1|SLEB	LOC120431721|XP_039452782.1|CPIP, LOC120430874|XP_039451935.1|CPIP
OG0006155	LOC115625110|XP_030375876.1|SLEB	LOC120422738|XP_039442211.1|CPIP
OG0006156	LOC115624473|XP_030375036.1|SLEB, LOC115623953|XP_030374377.1|SLEB	LOC120414004|XP_039430951.1|CPIP
OG0006158	LOC115632458|XP_030385474.1|SLEB	LOC120422394|XP_039441747.1|CPIP
OG0006159	LOC115634016|XP_030387402.1|SLEB	LOC120429108|XP_039450206.1|CPIP
OG0006160	LOC115625884|XP_030376967.1|SLEB	LOC120412519|XP_039428948.1|CPIP
OG0006161	LOC115624083|XP_030374536.1|SLEB	LOC120417400|XP_039435365.1|CPIP
OG0006162	LOC115627976|XP_030379732.1|SLEB	LOC120429201|XP_039450342.1|CPIP
OG0006181	LOC115620349|XP_030369410.1|SLEB	LOC120415038|XP_039432345.1|CPIP
OG0006183	LOC115621637|XP_030371198.1|SLEB	LOC120432314|XP_039453431.1|CPIP
OG0006184	LOC115620874|XP_030370210.1|SLEB	LOC120415855|XP_039433425.1|CPIP
OG0006185	LOC115620434|XP_030369522.1|SLEB	LOC120431097|XP_039452189.1|CPIP
OG0006186	LOC115622046|XP_030371778.1|SLEB	LOC120415065|XP_039432385.1|CPIP
OG0006187	LOC115621534|XP_030371060.1|SLEB	LOC120431108|XP_039452198.1|CPIP
OG0006188	LOC115628802|XP_030380870.1|SLEB	LOC120422044|XP_039441305.1|CPIP
OG0006189	LOC115628803|XP_030380875.1|SLEB	LOC120422045|XP_039441306.1|CPIP
OG0006190	LOC115621893|XP_030371582.1|SLEB	LOC120422065|XP_039441339.1|CPIP
OG0006191	LOC115621216|XP_030370659.1|SLEB	LOC120421059|XP_039440138.1|CPIP
OG0006192	LOC115626732|XP_030378037.1|SLEB	LOC120421082|XP_039440163.1|CPIP
OG0006193	LOC115629098|XP_030381278.1|SLEB	LOC120421070|XP_039440149.1|CPIP
OG0006196	LOC115628090|XP_030379927.1|SLEB	LOC120415053|XP_039432360.1|CPIP
OG0006197	LOC115627723|XP_030379331.1|SLEB	LOC120415067|XP_039432388.1|CPIP
OG0006198	LOC115626949|XP_030378325.1|SLEB	LOC120415071|XP_039432399.1|CPIP
OG0006199	LOC115621845|XP_030371517.1|SLEB	LOC120415050|XP_039432358.1|CPIP
OG0006200	LOC115620383|XP_030369451.1|SLEB	LOC120424019|XP_039443967.1|CPIP
OG0006202	LOC115627586|XP_030379170.1|SLEB	LOC120429963|XP_039450989.1|CPIP
OG0006203	LOC115633268|XP_030386533.1|SLEB	LOC120429961|XP_039450985.1|CPIP
OG0006204	LOC115625337|XP_030376222.1|SLEB	LOC120428471|XP_039449421.1|CPIP
OG0006205	LOC115627582|XP_030379165.1|SLEB	LOC120430286|XP_039451313.1|CPIP
OG0006206	LOC115629108|XP_030381293.1|SLEB	LOC120413710|XP_039430566.1|CPIP
OG0006207	LOC115628599|XP_030380642.1|SLEB	LOC120413715|XP_039430572.1|CPIP
OG0006208	LOC115632641|XP_030385731.1|SLEB	LOC120413714|XP_039430569.1|CPIP
OG0006209	LOC115633266|XP_030386531.1|SLEB	LOC120413733|XP_039430593.1|CPIP
OG0006210	LOC115633419|XP_030386738.1|SLEB	LOC120431692|XP_039452772.1|CPIP
OG0006211	LOC115631183|XP_030383733.1|SLEB	LOC120430283|XP_039451309.1|CPIP
OG0006212	LOC115631182|XP_030383732.1|SLEB	LOC120430282|XP_039451308.1|CPIP
OG0006213	LOC115621042|XP_030370423.1|SLEB	LOC120419293|XP_039437893.1|CPIP
OG0006214	LOC115628028|XP_030379827.1|SLEB	LOC120419283|XP_039437883.1|CPIP
OG0006215	LOC115626860|XP_030378223.1|SLEB	LOC120419270|XP_039437865.1|CPIP
OG0006216	LOC115625204|XP_030376030.1|SLEB	LOC120418131|XP_039436343.1|CPIP
OG0006217	LOC115628724|XP_030380784.1|SLEB	LOC120418118|XP_039436327.1|CPIP
OG0006218	LOC115625753|XP_030376768.1|SLEB	LOC120418128|XP_039436340.1|CPIP
OG0006219	LOC115626688|XP_030377976.1|SLEB	LOC120432272|XP_039453386.1|CPIP
OG0006220	LOC115626818|XP_030378158.1|SLEB	LOC120432270|XP_039453385.1|CPIP
