Orthogroup	SLEB.longest_only	DSIM.longest_only
OG0008595	LOC115634210|XP_030387662.1|SLEB	LOC6734684|XP_002081691.1|DSIM
OG0008596	LOC115634208|XP_030387659.1|SLEB	LOC6734678|XP_016027870.1|DSIM
OG0008597	LOC115625392|XP_030376289.1|SLEB	LOC6729394|XP_016036040.1|DSIM
OG0008598	LOC115629501|XP_030381840.1|SLEB	LOC6739884|XP_039153231.1|DSIM
OG0008599	LOC115629682|XP_030382064.1|SLEB	LOC27207147|XP_016038352.1|DSIM
OG0008600	LOC115624422|XP_030375019.1|SLEB	LOC27208103|XP_016033740.1|DSIM
OG0008601	LOC115631711|XP_030384398.1|SLEB	LOC27209299|XP_016023889.1|DSIM
OG0008602	LOC115625318|XP_030376200.1|SLEB	LOC6729442|XP_002104753.1|DSIM
OG0008603	LOC115621498|XP_030371025.1|SLEB	LOC6728248|XP_016034886.1|DSIM
OG0008604	LOC115623079|XP_030373143.1|SLEB	LOC27206196|XP_039147475.1|DSIM
OG0008605	LOC115626104|XP_030377217.1|SLEB	LOC6732809|XP_016025527.1|DSIM
OG0008606	LOC115622095|XP_030371797.1|SLEB, LOC115630758|XP_030383273.1|SLEB	LOC6730983|XP_002078144.2|DSIM
OG0008607	LOC115623682|XP_030374012.1|SLEB	LOC6726875|XP_002102277.1|DSIM
OG0008608	LOC115627318|XP_030378821.1|SLEB	LOC6725114|XP_016038086.2|DSIM
OG0008609	LOC115623436|XP_030373642.1|SLEB, LOC115623981|XP_030374411.1|SLEB	LOC6728545|XP_002103890.1|DSIM
OG0008610	LOC115633682|XP_030386996.1|SLEB	LOC6734791|XP_002081794.2|DSIM
OG0008612	LOC115633874|XP_030387235.1|SLEB	LOC6733722|XP_002080769.1|DSIM
OG0008614	LOC115627520|XP_030379080.1|SLEB	LOC6726437|XP_002107394.1|DSIM
OG0008615	LOC115623853|XP_030374257.1|SLEB	LOC6727064|XP_016033562.1|DSIM
OG0008616	LOC115625561|XP_030376515.1|SLEB	LOC6730320|XP_039151697.1|DSIM
OG0008617	LOC115621618|XP_030371173.1|SLEB	LOC27206435|XP_016035889.1|DSIM
OG0008619	LOC115630708|XP_030383221.1|SLEB	LOC6732006|XP_002079140.1|DSIM
OG0008620	LOC115628000|XP_030379770.1|SLEB	LOC6733501|XP_002080558.1|DSIM
OG0008621	LOC115621221|XP_030370666.1|SLEB	LOC6728729|XP_016035383.1|DSIM
OG0008622	LOC115634634|XP_030388349.1|SLEB	LOC6734838|XP_002081840.3|DSIM
OG0008623	LOC115621620|XP_030371175.1|SLEB, LOC115621367|XP_030370850.1|SLEB	LOC27207723|XP_016027422.1|DSIM
OG0008624	LOC115633659|XP_030386965.1|SLEB	LOC6734444|XP_016027568.2|DSIM
OG0008625	LOC115634565|XP_030388252.1|SLEB	LOC6733788|XP_002080832.1|DSIM
OG0008626	LOC115623064|XP_030373107.1|SLEB	LOC6733153|XP_016026028.1|DSIM
OG0008627	LOC115632999|XP_030386181.1|SLEB	LOC6737355|XP_016031095.1|DSIM
OG0008629	LOC115625812|XP_030376899.1|SLEB	LOC27207026|XP_016025824.1|DSIM
OG0008630	LOC115627761|XP_030379407.1|SLEB	LOC6724725|XP_016037362.1|DSIM
OG0008631	LOC115622042|XP_030371770.1|SLEB	LOC6729024|XP_002104345.2|DSIM
OG0008632	LOC115620497|XP_030369609.1|SLEB	LOC6730393|XP_002105675.1|DSIM
OG0008633	LOC115626573|XP_030377817.1|SLEB	LOC6734563|XP_016027669.1|DSIM
OG0008634	LOC115626406|XP_030377631.1|SLEB	LOC6739541|XP_002076439.1|DSIM
OG0008635	LOC115634056|XP_030387459.1|SLEB	LOC6733494|XP_016026455.1|DSIM
OG0008636	LOC115623911|XP_030374326.1|SLEB	LOC6728407|XP_002103754.1|DSIM
OG0008637	LOC115634383|XP_030387928.1|SLEB	LOC27208446|XP_016032716.1|DSIM
OG0008638	LOC115620386|XP_030369454.1|SLEB	LOC6727552|XP_002102931.1|DSIM
OG0008639	LOC115621159|XP_030370577.1|SLEB	LOC27206447|XP_039150488.1|DSIM
OG0008640	LOC115620338|XP_030369395.1|SLEB	LOC6727514|XP_016034099.1|DSIM
OG0008641	LOC115621916|XP_030371617.1|SLEB	LOC6730178|XP_002105469.2|DSIM
OG0008642	LOC115628984|XP_030381123.1|SLEB	LOC6727744|XP_016034321.1|DSIM
OG0008643	LOC115620511|XP_030369634.1|SLEB	LOC6730392|XP_002105674.1|DSIM
OG0008644	LOC115620934|XP_030370302.1|SLEB	LOC6730260|XP_002105543.1|DSIM
OG0008645	LOC115626142|XP_030377264.1|SLEB	LOC6732526|XP_002079645.1|DSIM
OG0008646	LOC115630807|XP_030383331.1|SLEB	LOC6732607|XP_002079726.1|DSIM
OG0008647	LOC115630957|XP_030383391.1|SLEB	LOC27206523|XP_016023333.1|DSIM
OG0008648	LOC115631878|XP_030384586.1|SLEB	LOC6732527|XP_002079646.1|DSIM
OG0008649	LOC115630948|XP_030383418.1|SLEB	LOC6735849|XP_002082759.1|DSIM
OG0008650	LOC115624075|XP_030374524.1|SLEB	LOC6727919|XP_002103274.1|DSIM
OG0008651	LOC115633025|XP_030386213.1|SLEB	LOC6734480|XP_002081499.1|DSIM
OG0008652	LOC115629101|XP_030381285.1|SLEB	LOC6735101|XP_002082078.3|DSIM
OG0008653	LOC115634317|XP_030387837.1|SLEB	LOC6739453|XP_002076356.1|DSIM
OG0008654	LOC115633830|XP_030387178.1|SLEB	LOC6735958|XP_002082867.1|DSIM
OG0008655	LOC115633689|XP_030387006.1|SLEB	LOC6733539|XP_016026498.1|DSIM
OG0008656	LOC115628934|XP_030381066.1|SLEB	LOC6725166|XP_016038186.2|DSIM
OG0008657	LOC115626697|XP_030377985.1|SLEB	LOC27207668|XP_002106955.2|DSIM
OG0008658	LOC115629894|XP_030382350.1|SLEB	LOC6725307|XP_016038365.2|DSIM
OG0008659	LOC115630540|XP_030383006.1|SLEB	LOC6737706|XP_016031482.1|DSIM
OG0008660	LOC115632340|XP_030385304.1|SLEB	LOC6738505|XP_039150223.1|DSIM
OG0008661	LOC115622889|XP_030372852.1|SLEB	LOC6736245|XP_039149868.1|DSIM
OG0008662	LOC115632683|XP_030385779.1|SLEB	LOC6739167|XP_016033024.1|DSIM
OG0008663	LOC115620030|XP_030368995.1|SLEB	LOC6738725|XP_002085526.2|DSIM
OG0008664	LOC115632394|XP_030385384.1|SLEB, LOC115632283|XP_030385232.1|SLEB	LOC6736326|XP_002083210.2|DSIM
OG0008665	LOC115622631|XP_030372497.1|SLEB	LOC6732314|XP_016024976.1|DSIM
OG0008666	LOC115624942|XP_030375652.1|SLEB	LOC27206206|XP_016032890.2|DSIM
OG0008667	LOC115622272|XP_030372034.1|SLEB	LOC6737753|XP_016031529.1|DSIM
OG0008668	LOC115628340|XP_030380263.1|SLEB	LOC6736340|XP_002083217.2|DSIM
OG0008669	LOC115631781|XP_030384475.1|SLEB, LOC115625980|XP_030377086.1|SLEB	LOC6732459|XP_002079579.1|DSIM
OG0008670	LOC115621747|XP_030371340.1|SLEB, LOC115621743|XP_030371336.1|SLEB, LOC115620203|XP_030369198.1|SLEB, LOC115621348|XP_030370828.1|SLEB	LOC6728122|XP_002103473.2|DSIM
OG0008672	LOC115630967|XP_030383406.1|SLEB	LOC6732573|XP_002079692.1|DSIM
OG0008673	LOC115631991|XP_030384781.1|SLEB	LOC27208784|XP_016024130.1|DSIM
OG0008677	LOC115621271|XP_030370731.1|SLEB	LOC6729159|XP_002104480.1|DSIM
OG0008679	LOC115627966|XP_030379720.1|SLEB	LOC6740049|XP_002076936.1|DSIM
OG0008680	LOC115628725|XP_030380785.1|SLEB	LOC6725027|XP_002106058.1|DSIM
OG0008681	LOC115629646|XP_030382017.1|SLEB	LOC6725865|XP_016039192.1|DSIM
OG0008682	LOC115629623|XP_030381982.1|SLEB	LOC6726380|XP_016039951.1|DSIM
OG0008683	LOC115628676|XP_030380710.1|SLEB	LOC6739929|XP_016037721.1|DSIM
OG0008684	LOC115629774|XP_030382189.1|SLEB	LOC120285231|XP_039152284.1|DSIM
OG0008685	LOC115619953|XP_030368842.1|SLEB	LOC6735615|XP_002082535.1|DSIM
OG0008686	LOC115620630|XP_030369820.1|SLEB	LOC27207597|XP_016035840.1|DSIM
OG0008687	LOC115634581|XP_030388274.1|SLEB	LOC27209061|XP_016029365.1|DSIM
OG0008688	LOC115628008|XP_030379791.1|SLEB	LOC6724933|XP_002105970.1|DSIM
OG0008689	LOC115624384|XP_030374955.1|SLEB	LOC6728747|XP_002104082.1|DSIM
OG0008690	LOC115626393|XP_030377613.1|SLEB	LOC6732395|XP_016025041.1|DSIM
OG0008691	LOC115633110|XP_030386355.1|SLEB	LOC6736958|XP_016030600.1|DSIM
OG0008694	LOC115629573|XP_030381924.1|SLEB	LOC6740209|XP_016022761.2|DSIM
OG0008695	LOC115626143|XP_030377266.1|SLEB	LOC6733212|XP_002080276.1|DSIM
OG0008697	LOC115628427|XP_030380374.1|SLEB	LOC6736732|XP_002083588.1|DSIM
OG0008698	LOC115627487|XP_030379030.1|SLEB	LOC6725661|XP_016038892.1|DSIM
OG0008699	LOC115624700|XP_030375376.1|SLEB	LOC6739031|XP_016032869.1|DSIM
OG0008700	LOC115623934|XP_030374354.1|SLEB	LOC6727382|XP_016033918.1|DSIM
OG0008701	LOC115633940|XP_030387318.1|SLEB	LOC27208057|XP_016029040.1|DSIM
OG0008702	LOC115626524|XP_030377763.1|SLEB	LOC6728431|XP_002103776.2|DSIM
OG0008704	LOC115631289|XP_030383863.1|SLEB	LOC6730882|XP_016023307.1|DSIM
OG0008705	LOC115625931|XP_030377027.1|SLEB	LOC6731310|XP_016023877.1|DSIM
OG0008706	LOC115620450|XP_030369540.1|SLEB	LOC6730367|XP_002105649.1|DSIM
OG0008707	LOC115627380|XP_030378893.1|SLEB	LOC6726093|XP_016039562.1|DSIM
OG0008708	LOC115627245|XP_030378726.1|SLEB	LOC6726477|XP_039153968.1|DSIM
OG0008709	LOC115620584|XP_030369749.1|SLEB	LOC6739678|XP_016036570.1|DSIM
OG0008710	LOC115620387|XP_030369455.1|SLEB	LOC6728244|XP_016034884.1|DSIM
OG0008711	LOC115623542|XP_030373785.1|SLEB	LOC6727248|XP_039150960.1|DSIM
OG0008712	LOC115634211|XP_030387663.1|SLEB	LOC6734685|XP_002081692.1|DSIM
OG0008714	LOC115631738|XP_030384437.1|SLEB	LOC27206528|XP_016023108.1|DSIM
OG0008715	LOC115620817|XP_030370104.1|SLEB	LOC6728896|XP_016035591.1|DSIM
OG0008716	LOC115625402|XP_030376300.1|SLEB	LOC27208186|XP_016036061.1|DSIM
OG0008717	LOC115632391|XP_030385381.1|SLEB	LOC6737186|XP_002084032.2|DSIM
OG0008718	LOC115634161|XP_030387601.1|SLEB	LOC6735006|XP_002081988.3|DSIM
OG0008719	LOC115620398|XP_030369470.1|SLEB	LOC6730362|XP_016037133.1|DSIM
OG0008721	LOC115633382|XP_030386686.1|SLEB	LOC6725856|XP_016039183.2|DSIM
OG0008722	LOC115624478|XP_030375040.1|SLEB, LOC115623748|XP_030374143.1|SLEB	LOC6728874|XP_016035573.1|DSIM
OG0008723	LOC115622219|XP_030371976.1|SLEB	LOC6737217|XP_016030921.1|DSIM
OG0008724	LOC115626042|XP_030377153.1|SLEB	LOC6731702|XP_016024383.1|DSIM
OG0008725	LOC115634685|XP_030388408.1|SLEB	LOC6735431|XP_002082371.1|DSIM
OG0008726	LOC115621851|XP_030371526.1|SLEB	LOC6734252|XP_016027301.1|DSIM
OG0008727	LOC115631830|XP_030384528.1|SLEB, LOC115621255|XP_030370711.1|SLEB	LOC6728289|XP_002103638.1|DSIM
OG0008728	LOC115620780|XP_030370049.1|SLEB	LOC6727796|XP_016034386.1|DSIM
OG0008729	LOC115627682|XP_030379285.1|SLEB	LOC6726331|XP_002107291.1|DSIM
OG0008730	LOC115627140|XP_030378577.1|SLEB	LOC6726269|XP_002107231.1|DSIM
OG0008731	LOC115621876|XP_030371562.1|SLEB	LOC6728093|XP_016034711.1|DSIM
OG0008732	LOC115628542|XP_030380563.1|SLEB	LOC6732155|XP_002079287.1|DSIM
OG0008734	LOC115621802|XP_030371443.1|SLEB	LOC6726680|XP_016033174.1|DSIM
OG0008735	LOC115634542|XP_030388212.1|SLEB, LOC115634543|XP_030388213.1|SLEB	LOC27206603|XP_016028714.1|DSIM
OG0008736	LOC115633756|XP_030387091.1|SLEB	LOC6733981|XP_002081025.1|DSIM
OG0008738	LOC115625671|XP_030376667.1|SLEB	LOC6731209|XP_016023752.1|DSIM
OG0008739	LOC115626366|XP_030377583.1|SLEB	LOC6738881|XP_002085676.1|DSIM
OG0008740	LOC115630611|XP_030383099.1|SLEB	LOC6733774|XP_002080818.2|DSIM
OG0008741	LOC115627190|XP_030378657.1|SLEB	LOC6733728|XP_002080774.1|DSIM
OG0008742	LOC115632461|XP_030385477.1|SLEB	LOC6736580|XP_016030176.1|DSIM
OG0008743	LOC115630495|XP_030382947.1|SLEB	LOC6733966|XP_002081010.1|DSIM
OG0008744	LOC115634653|XP_030388370.1|SLEB	LOC27206321|XP_039148106.1|DSIM
OG0008745	LOC115633407|XP_030386710.1|SLEB	LOC6725523|XP_002106536.1|DSIM
OG0008746	LOC115623370|XP_030373515.1|SLEB	LOC6727437|XP_016034008.1|DSIM
OG0008747	LOC115622403|XP_030372193.1|SLEB	LOC6738985|XP_016032809.1|DSIM
OG0008748	LOC115631630|XP_030384297.1|SLEB	LOC6730546|XP_002077725.2|DSIM
OG0008749	LOC115631646|XP_030384317.1|SLEB	LOC6731961|XP_002079096.1|DSIM
OG0008750	LOC115625682|XP_030376679.1|SLEB	LOC6731714|XP_016024390.1|DSIM
OG0008751	LOC115624269|XP_030374755.1|SLEB	LOC6727115|XP_002102508.1|DSIM
OG0008752	LOC115623648|XP_030373954.1|SLEB	LOC6728879|XP_016035568.1|DSIM
OG0008753	LOC115623051|XP_030373090.1|SLEB	LOC6737623|XP_002084455.1|DSIM
OG0008756	LOC115621932|XP_030371640.1|SLEB	LOC6727536|XP_002102916.1|DSIM
OG0008757	LOC115621624|XP_030371180.1|SLEB	LOC6729065|XP_016035715.1|DSIM
OG0008758	LOC115631593|XP_030384254.1|SLEB	LOC27208148|XP_016022971.1|DSIM
OG0008759	LOC115631550|XP_030384187.1|SLEB	LOC6731975|XP_016024650.1|DSIM
OG0008760	LOC115630691|XP_030383202.1|SLEB, LOC115630685|XP_030383192.1|SLEB, LOC115630696|XP_030383208.1|SLEB	LOC6731855|XP_016024538.1|DSIM
OG0008761	LOC115626426|XP_030377658.1|SLEB	LOC6731591|XP_002078732.1|DSIM
OG0008762	LOC115632108|XP_030384957.1|SLEB	LOC6733540|XP_016026499.1|DSIM
OG0008763	LOC115625718|XP_030376724.1|SLEB	LOC6731203|XP_016023748.1|DSIM
OG0008764	LOC115626038|XP_030377148.1|SLEB	LOC6732276|XP_016024941.1|DSIM
OG0008765	LOC115633627|XP_030386926.1|SLEB	LOC6734186|XP_002081215.1|DSIM
OG0008766	LOC115631879|XP_030384587.1|SLEB	LOC6730620|XP_016023069.1|DSIM
OG0008767	LOC115632388|XP_030385380.1|SLEB	LOC6735102|XP_016028368.1|DSIM
OG0008768	LOC115620213|XP_030369215.1|SLEB	LOC6736078|XP_016029471.1|DSIM
OG0008769	LOC115628546|XP_030380571.1|SLEB	LOC6735564|XP_016028899.1|DSIM
OG0008770	LOC115628178|XP_030380025.1|SLEB	LOC6733363|XP_016026281.1|DSIM
OG0008771	LOC115633895|XP_030387263.1|SLEB	LOC6739386|XP_002076295.1|DSIM
OG0008772	LOC115633752|XP_030387090.1|SLEB, LOC115634259|XP_030387712.1|SLEB, LOC115633744|XP_030387080.1|SLEB	LOC6733965|XP_002081009.1|DSIM
OG0008773	LOC115624535|XP_030375119.1|SLEB	LOC6734942|XP_002081939.1|DSIM
OG0008774	LOC115633903|XP_030387267.1|SLEB	LOC6735376|XP_016028704.1|DSIM
OG0008775	LOC115634693|XP_030388433.1|SLEB	LOC6734860|XP_002081861.2|DSIM
OG0008776	LOC115634657|XP_030388375.1|SLEB	LOC6734546|XP_002081555.1|DSIM
OG0008777	LOC115619977|XP_030368873.1|SLEB	LOC6735717|XP_016029094.1|DSIM
OG0008778	LOC115624510|XP_030375082.1|SLEB	LOC6733238|XP_002080301.1|DSIM
OG0008779	LOC115627126|XP_030378557.1|SLEB	LOC6724972|XP_002106008.1|DSIM
OG0008780	LOC115628374|XP_030380312.1|SLEB	LOC27208589|XP_039151587.1|DSIM
OG0008781	LOC115628715|XP_030380769.1|SLEB	LOC27208323|XP_016038293.1|DSIM
OG0008782	LOC115623238|XP_030373353.1|SLEB	LOC6737396|XP_016031150.1|DSIM
OG0008783	LOC115634019|XP_030387405.1|SLEB	LOC6735834|XP_002082744.2|DSIM
OG0008784	LOC115625633|XP_030376625.1|SLEB	LOC6738857|XP_016032678.1|DSIM
OG0008785	LOC115624499|XP_030375063.1|SLEB, LOC115626503|XP_030377748.1|SLEB	LOC6737564|XP_016031354.1|DSIM
OG0008786	LOC115622110|XP_030371811.1|SLEB	LOC6731103|XP_016023636.1|DSIM
OG0008788	LOC115622354|XP_030372129.1|SLEB	LOC6736934|XP_016030583.1|DSIM
OG0008789	LOC115628346|XP_030380272.1|SLEB	LOC6740468|XP_016029811.1|DSIM
OG0008791	LOC115634193|XP_030387641.1|SLEB	LOC6735039|XP_002082020.1|DSIM
OG0008792	LOC115624763|XP_030375456.1|SLEB	LOC6735667|XP_016029030.1|DSIM
OG0008793	LOC115624544|XP_030375130.1|SLEB	LOC6733209|XP_002080274.1|DSIM
OG0008795	LOC115623944|XP_030374366.1|SLEB	LOC6728027|XP_016034642.1|DSIM
OG0008797	LOC115621600|XP_030371152.1|SLEB	LOC6728058|XP_002103410.1|DSIM
OG0008799	LOC115622440|XP_030372242.1|SLEB, LOC115634335|XP_030387851.1|SLEB, LOC115634229|XP_030387680.1|SLEB, LOC115622439|XP_030372241.1|SLEB	LOC6733430|XP_002080487.1|DSIM
OG0008805	LOC115628687|XP_030380721.1|SLEB	LOC6726283|XP_016039791.1|DSIM
OG0008806	LOC115629230|XP_030381500.1|SLEB	LOC6739836|XP_002076726.1|DSIM
OG0008807	LOC115629769|XP_030382181.1|SLEB	LOC6726137|XP_039153401.1|DSIM
OG0008808	LOC115629654|XP_030382028.1|SLEB	LOC27207364|XP_016039171.1|DSIM
OG0008809	LOC115625597|XP_030376579.1|SLEB	LOC27206482|XP_016036134.1|DSIM
OG0008811	LOC115621577|XP_030371127.1|SLEB	LOC6727977|XP_016034569.2|DSIM
OG0008814	LOC115634582|XP_030388275.1|SLEB	LOC6735992|XP_016029361.1|DSIM
OG0008815	LOC115632879|XP_030386017.1|SLEB	LOC27206662|XP_016030043.1|DSIM, LOC6728349|XP_002103697.2|DSIM
OG0008816	LOC115632718|XP_030385823.1|SLEB	LOC6738405|XP_002085214.1|DSIM
OG0008819	LOC115634394|XP_030387946.1|SLEB	LOC6735396|XP_002082343.1|DSIM
OG0008820	LOC115626041|XP_030377152.1|SLEB	LOC6731640|XP_002078780.1|DSIM
OG0008823	LOC115629145|XP_030381360.1|SLEB	LOC6725473|XP_002106489.2|DSIM
OG0008824	LOC115630449|XP_030382912.1|SLEB	LOC6737922|XP_016031689.1|DSIM
OG0008825	LOC115634136|XP_030387566.1|SLEB	LOC6737915|XP_002084739.2|DSIM
OG0008829	LOC115628825|XP_030380917.1|SLEB	LOC6724891|XP_002105929.1|DSIM
OG0008830	LOC115627688|XP_030379291.1|SLEB	LOC6726347|XP_016039922.1|DSIM
OG0008831	LOC115629313|XP_030381619.1|SLEB	LOC6724910|XP_016037761.1|DSIM
OG0008832	LOC115629215|XP_030381478.1|SLEB	LOC27206782|XP_039152694.1|DSIM
OG0008833	LOC115626743|XP_030378054.1|SLEB	LOC27206358|XP_016038501.1|DSIM
OG0008834	LOC115628202|XP_030380055.1|SLEB	LOC27206429|XP_016036218.1|DSIM
OG0008836	LOC115634116|XP_030387540.1|SLEB	LOC6733627|XP_016026586.1|DSIM
OG0008837	LOC115634357|XP_030387877.1|SLEB	LOC6735739|XP_002082652.1|DSIM
OG0008838	LOC115625722|XP_030376730.1|SLEB	LOC6731667|XP_016024358.1|DSIM
OG0008839	LOC115622470|XP_030372274.1|SLEB	LOC27206326|XP_016027102.1|DSIM
OG0008840	LOC115631523|XP_030384154.1|SLEB	LOC6732922|XP_002080026.1|DSIM
OG0008841	LOC115628406|XP_030380355.1|SLEB	LOC6736616|XP_002083472.1|DSIM
OG0008843	LOC115632829|XP_030385944.1|SLEB	LOC27207703|XP_016030213.1|DSIM
OG0008845	LOC115631227|XP_030383794.1|SLEB	LOC6732416|XP_002079537.2|DSIM
OG0008846	LOC115622568|XP_030372399.1|SLEB	LOC6738626|XP_002085428.2|DSIM
OG0008847	LOC115624232|XP_030374708.1|SLEB	LOC6726991|XP_002102392.1|DSIM
OG0008848	LOC115624086|XP_030374575.1|SLEB	LOC6734819|XP_016028051.1|DSIM
OG0008849	LOC115628875|XP_030380989.1|SLEB	LOC27207156|XP_016038458.1|DSIM
OG0008850	LOC115634327|XP_030387845.1|SLEB	LOC6735447|XP_016028752.1|DSIM
OG0008851	LOC115630609|XP_030383092.1|SLEB	LOC6731849|XP_002078984.1|DSIM
OG0008852	LOC115634520|XP_030388186.1|SLEB	LOC6739332|XP_016026482.2|DSIM
OG0008854	LOC115631179|XP_030383728.1|SLEB	LOC6730507|XP_016022966.1|DSIM
OG0008855	LOC115629496|XP_030381833.1|SLEB	LOC6725596|XP_016038791.1|DSIM
OG0008856	LOC115627830|XP_030379530.1|SLEB	LOC6724689|XP_016037210.1|DSIM
OG0008857	LOC115628414|XP_030380361.1|SLEB	LOC6737133|XP_002083980.2|DSIM
OG0008858	LOC115622435|XP_030372236.1|SLEB	LOC6739740|XP_002076633.2|DSIM
OG0008859	LOC115623252|XP_030373380.1|SLEB	LOC6737499|XP_039149045.1|DSIM
OG0008860	LOC115621818|XP_030371468.1|SLEB	LOC6730168|XP_002105459.2|DSIM
OG0008861	LOC115634403|XP_030387956.1|SLEB	LOC6733611|XP_002080665.1|DSIM
OG0008862	LOC115620492|XP_030369593.1|SLEB	LOC6727749|XP_016034329.1|DSIM
OG0008863	LOC115624490|XP_030375053.1|SLEB	LOC6732481|XP_016025111.1|DSIM
OG0008864	LOC115624894|XP_030375602.1|SLEB	LOC6735638|XP_002082556.1|DSIM
OG0008865	LOC115631488|XP_030384104.1|SLEB	LOC6732048|XP_002079180.1|DSIM
OG0008866	LOC115628508|XP_030380511.1|SLEB	LOC6730405|XP_016022873.1|DSIM
OG0008867	LOC115626999|XP_030378374.1|SLEB	LOC6725422|XP_016038499.1|DSIM
OG0008868	LOC115634108|XP_030387526.1|SLEB	LOC6733643|XP_016026606.1|DSIM
OG0008869	LOC115632154|XP_030385031.1|SLEB	LOC6739159|XP_002085949.1|DSIM
OG0008870	LOC115633669|XP_030386974.1|SLEB	LOC6738648|XP_002085450.1|DSIM
OG0008871	LOC115622592|XP_030372448.1|SLEB	LOC6737970|XP_002084786.2|DSIM
OG0008872	LOC115631826|XP_030384526.1|SLEB	LOC6731323|XP_016023902.1|DSIM
OG0008873	LOC115625922|XP_030377017.1|SLEB	LOC6731277|XP_002078434.1|DSIM
OG0008874	LOC115634548|XP_030388224.1|SLEB	LOC6739454|XP_002076355.1|DSIM
OG0008875	LOC115634050|XP_030387454.1|SLEB	LOC6734207|XP_016027252.1|DSIM
OG0008876	LOC115627868|XP_030379610.1|SLEB	LOC6724714|XP_039152045.1|DSIM, LOC120285206|XP_039152031.1|DSIM
OG0008877	LOC115624591|XP_030375189.1|SLEB	LOC6737859|XP_002084687.1|DSIM
OG0008878	LOC115628505|XP_030380508.1|SLEB	LOC6731518|XP_002078666.1|DSIM
OG0008879	LOC115634326|XP_030387844.1|SLEB	LOC6734820|XP_016028053.1|DSIM
OG0008880	LOC115621839|XP_030371510.1|SLEB	LOC6728068|XP_002103420.1|DSIM
OG0008881	LOC115634233|XP_030387685.1|SLEB	LOC6736074|XP_002082975.1|DSIM
OG0008882	LOC115626058|XP_030377170.1|SLEB	LOC6731670|XP_016024360.2|DSIM
OG0008883	LOC115623634|XP_030373935.1|SLEB	LOC6728782|XP_002104117.1|DSIM
OG0008884	LOC115623946|XP_030374368.1|SLEB	LOC6729647|XP_002104953.1|DSIM
OG0008885	LOC115626228|XP_030377388.1|SLEB	LOC6732799|XP_002079912.1|DSIM
OG0008886	LOC115620240|XP_030369251.1|SLEB	LOC27208703|XP_016027996.1|DSIM
OG0008887	LOC115630787|XP_030383306.1|SLEB	LOC6735412|XP_016028727.1|DSIM
OG0008888	LOC115632226|XP_030385145.1|SLEB	LOC27208214|XP_016031372.1|DSIM
OG0008889	LOC115624996|XP_030375731.1|SLEB	LOC6735663|XP_002082581.1|DSIM
OG0008891	LOC115632138|XP_030385013.1|SLEB, LOC115632758|XP_030385865.1|SLEB	LOC6736779|XP_016030414.1|DSIM
OG0008892	LOC115626563|XP_030377805.1|SLEB	LOC6736018|XP_016029421.1|DSIM
OG0008893	LOC115622309|XP_030372074.1|SLEB	LOC27206283|XP_016030498.1|DSIM
OG0008894	LOC115620853|XP_030370157.1|SLEB	LOC6729114|XP_016035759.1|DSIM
OG0008895	LOC115624381|XP_030374948.1|SLEB, LOC115624006|XP_030374437.1|SLEB	LOC6728746|XP_016035419.1|DSIM
OG0008896	LOC115622974|XP_030372986.1|SLEB	LOC6738201|XP_002085014.2|DSIM
OG0008897	LOC115624137|XP_030374592.1|SLEB	LOC6727583|XP_002102962.2|DSIM
OG0008898	LOC115624662|XP_030375308.1|SLEB	LOC6734279|XP_016027346.1|DSIM
OG0008899	LOC115631965|XP_030384688.1|SLEB	LOC6732737|XP_002079851.2|DSIM
OG0008900	LOC115631314|XP_030383889.1|SLEB	LOC6732689|XP_002079803.2|DSIM
OG0008901	LOC115632958|XP_030386117.1|SLEB	LOC6737077|XP_016030703.1|DSIM
OG0008902	LOC115627815|XP_030379506.1|SLEB	LOC6739828|XP_016037252.1|DSIM
OG0008903	LOC115631898|XP_030384607.1|SLEB	LOC27209406|XP_016022958.1|DSIM
OG0008904	LOC115632089|XP_030384962.1|SLEB	LOC6735041|XP_016028328.1|DSIM
OG0008905	LOC115627727|XP_030379341.1|SLEB	LOC6724713|XP_016037290.1|DSIM
OG0008906	LOC115622857|XP_030372802.1|SLEB	LOC6737531|XP_039149918.1|DSIM
OG0008907	LOC115625408|XP_030376307.1|SLEB, LOC115625410|XP_030376309.1|SLEB, LOC115625405|XP_030376304.1|SLEB, LOC115625409|XP_030376308.1|SLEB	LOC6729411|XP_016036058.2|DSIM
OG0008908	LOC115623854|XP_030374258.1|SLEB	LOC6727063|XP_016033561.1|DSIM
OG0008909	LOC115621383|XP_030370872.1|SLEB	LOC6729950|XP_002105245.1|DSIM
OG0008910	LOC115625160|XP_030375949.1|SLEB	LOC6728812|XP_016035502.1|DSIM
OG0008911	LOC115620652|XP_030369861.1|SLEB	LOC27206445|XP_016034322.1|DSIM
OG0008912	LOC115621722|XP_030371295.1|SLEB	LOC6726658|XP_002102069.1|DSIM
OG0008913	LOC115620362|XP_030369426.1|SLEB	LOC6729106|XP_002104427.1|DSIM
OG0008914	LOC115624242|XP_030374721.1|SLEB	LOC6728108|XP_002103459.1|DSIM
OG0008915	LOC115623882|XP_030374292.1|SLEB	LOC6727010|XP_016033500.1|DSIM
OG0008916	LOC115631507|XP_030384130.1|SLEB	LOC6731382|XP_016024004.1|DSIM
OG0008917	LOC115631650|XP_030384321.1|SLEB	LOC6731407|XP_016024025.1|DSIM
