Orthogroup	SLEB.longest_only	AALB.longest_only
OG0007319	LOC115622212|XP_030371967.1|SLEB	LOC118456860|XP_035773853.1|AALB
OG0007320	LOC115631679|XP_030384353.1|SLEB	LOC118461314|XP_035782402.1|AALB
OG0007321	LOC115627743|XP_030379378.1|SLEB	LOC118461612|XP_035783042.1|AALB
OG0007322	LOC115628690|XP_030380725.1|SLEB	LOC118460871|XP_035781497.1|AALB
OG0007323	LOC115629727|XP_030382120.1|SLEB	LOC118460869|XP_035781493.1|AALB
OG0007324	LOC115625042|XP_030375751.1|SLEB	LOC118459984|XP_035779774.1|AALB
OG0007325	LOC115621987|XP_030371700.1|SLEB	LOC118459977|XP_035779765.1|AALB
OG0007326	LOC115625186|XP_030376011.1|SLEB	LOC118461503|XP_035782820.1|AALB
OG0007327	LOC115632428|XP_030385429.1|SLEB	LOC118458516|XP_035776980.1|AALB
OG0007328	LOC115620861|XP_030370182.1|SLEB	LOC118459982|XP_035779772.1|AALB
OG0007329	LOC115624329|XP_030374817.1|SLEB	LOC118457783|XP_035775521.1|AALB
OG0007331	LOC115627008|XP_030378386.1|SLEB	LOC118461494|XP_035782811.1|AALB
OG0007332	LOC115627025|XP_030378413.1|SLEB	LOC118458323|XP_035776564.1|AALB
OG0007333	LOC115625309|XP_030376188.1|SLEB	LOC118460331|XP_035780438.1|AALB
OG0007334	LOC115624185|XP_030374641.1|SLEB	LOC118459005|XP_035777902.1|AALB
OG0007335	LOC115623269|XP_030373405.1|SLEB	LOC118458914|XP_035777772.1|AALB
OG0007337	LOC115632241|XP_030385163.1|SLEB	LOC118468761|XP_035795827.1|AALB
OG0007338	LOC115632678|XP_030385771.1|SLEB	LOC118460149|XP_035780136.1|AALB
OG0007339	LOC115624346|XP_030374857.1|SLEB	LOC118460837|XP_035781412.1|AALB
OG0007340	LOC115623978|XP_030374409.1|SLEB	LOC118459316|XP_035778455.1|AALB
OG0007341	LOC115625057|XP_030375781.1|SLEB	LOC118461061|XP_035781842.1|AALB
OG0007342	LOC115620193|XP_030369184.1|SLEB	LOC118457272|XP_035774559.1|AALB
OG0007343	LOC115625487|XP_030376396.1|SLEB	LOC118456867|XP_035773864.1|AALB
OG0007344	LOC115631219|XP_030383785.1|SLEB	LOC118456866|XP_035773862.1|AALB
OG0007345	LOC115625334|XP_030376219.1|SLEB	LOC118459338|XP_035778503.1|AALB
OG0007346	LOC115628272|XP_030380156.1|SLEB	LOC118459876|XP_035779557.1|AALB
OG0007347	LOC115626698|XP_030377986.1|SLEB	LOC118457779|XP_035775504.1|AALB
OG0007348	LOC115626695|XP_030377983.1|SLEB	LOC118457768|XP_035775485.1|AALB
OG0007349	LOC115626690|XP_030377978.1|SLEB	LOC118457763|XP_035775479.1|AALB
OG0007350	LOC115627531|XP_030379092.1|SLEB	LOC118457789|XP_035775528.1|AALB
OG0007351	LOC115632779|XP_030385888.1|SLEB	LOC118461983|XP_035783808.1|AALB
OG0007352	LOC115633727|XP_030387059.1|SLEB	LOC118460680|XP_035781072.1|AALB
OG0007353	LOC115624053|XP_030374494.1|SLEB	LOC118457225|XP_035774497.1|AALB
OG0007354	LOC115623684|XP_030374014.1|SLEB	LOC118460832|XP_035781388.1|AALB
OG0007355	LOC115625133|XP_030375907.1|SLEB	LOC118461026|XP_035781774.1|AALB
OG0007356	LOC115623728|XP_030374099.1|SLEB	LOC118461588|XP_035782982.1|AALB
OG0007357	LOC115624317|XP_030374806.1|SLEB	LOC118461585|XP_035782968.1|AALB
OG0007358	LOC115623873|XP_030374279.1|SLEB	LOC118461586|XP_035782975.1|AALB
OG0007359	LOC115620789|XP_030370064.1|SLEB	LOC118458458|XP_035776864.1|AALB
OG0007360	LOC115621591|XP_030371141.1|SLEB	LOC118461520|XP_035782846.1|AALB
OG0007361	LOC115629758|XP_030382162.1|SLEB	LOC118461919|XP_035783676.1|AALB
OG0007362	LOC115625989|XP_030377095.1|SLEB	LOC118461920|XP_035783679.1|AALB
OG0007363	LOC115629735|XP_030382130.1|SLEB	LOC118469018|XP_035796355.1|AALB
OG0007364	LOC115629724|XP_030382112.1|SLEB	LOC118460124|XP_035780056.1|AALB
OG0007365	LOC115629493|XP_030381828.1|SLEB	LOC118460092|XP_035780009.1|AALB
OG0007366	LOC115624114|XP_030374568.1|SLEB	LOC118460094|XP_035780012.1|AALB
OG0007367	LOC115628431|XP_030380379.1|SLEB	LOC118459998|XP_035779793.1|AALB
OG0007368	LOC115623617|XP_030373896.1|SLEB	LOC118457574|XP_035775142.1|AALB
OG0007369	LOC115625394|XP_030376293.1|SLEB	LOC118459574|XP_035778992.1|AALB
OG0007370	LOC115627421|XP_030378955.1|SLEB	LOC118457480|XP_035774997.1|AALB
OG0007371	LOC115620187|XP_030369177.1|SLEB	LOC118460686|XP_035781078.1|AALB
OG0007372	LOC115624253|XP_030374738.1|SLEB	LOC118458753|XP_035777437.1|AALB
OG0007373	LOC115625610|XP_030376605.1|SLEB	LOC118458761|XP_035777447.1|AALB
OG0007374	LOC115633299|XP_030386570.1|SLEB	LOC118458332|XP_035776577.1|AALB
OG0007375	LOC115627111|XP_030378536.1|SLEB	LOC118459605|XP_035779045.1|AALB
OG0007376	LOC115626785|XP_030378111.1|SLEB	LOC118461023|XP_035781768.1|AALB
OG0007377	LOC115627314|XP_030378817.1|SLEB	LOC118458532|XP_035777003.1|AALB
OG0007378	LOC115629600|XP_030381952.1|SLEB	LOC118458319|XP_035776555.1|AALB
OG0007379	LOC115629603|XP_030381957.1|SLEB	LOC118466771|XP_035792393.1|AALB
OG0007380	LOC115629275|XP_030381561.1|SLEB	LOC118456520|XP_035773256.1|AALB
OG0007381	LOC115629553|XP_030381899.1|SLEB	LOC118458311|XP_035776546.1|AALB
OG0007382	LOC115626909|XP_030378280.1|SLEB	LOC118460176|XP_035780173.1|AALB
OG0007383	LOC115626654|XP_030377920.1|SLEB	LOC118458308|XP_035776536.1|AALB
OG0007384	LOC115626720|XP_030378024.1|SLEB	LOC118459343|XP_035778508.1|AALB
OG0007385	LOC115627467|XP_030378999.1|SLEB	LOC118460541|XP_035780824.1|AALB
OG0007386	LOC115628033|XP_030379835.1|SLEB	LOC118458192|XP_035776329.1|AALB
OG0007387	LOC115629285|XP_030381585.1|SLEB	LOC118458195|XP_035776333.1|AALB
OG0007388	LOC115629302|XP_030381609.1|SLEB	LOC118458185|XP_035776310.1|AALB
OG0007389	LOC115629079|XP_030381255.1|SLEB	LOC118458590|XP_035777146.1|AALB
OG0007390	LOC115630230|XP_030382643.1|SLEB	LOC118461861|XP_035783557.1|AALB
OG0007391	LOC115623716|XP_030374057.1|SLEB	LOC118458593|XP_035777151.1|AALB
OG0007392	LOC115629669|XP_030382046.1|SLEB	LOC118461857|XP_035783550.1|AALB
OG0007393	LOC115625601|XP_030376592.1|SLEB	LOC118458140|XP_035776227.1|AALB
OG0007394	LOC115627170|XP_030378620.1|SLEB	LOC118461915|XP_035783671.1|AALB
OG0007395	LOC115627489|XP_030379034.1|SLEB	LOC118461565|XP_035782923.1|AALB
OG0007396	LOC115625595|XP_030376575.1|SLEB	LOC118458135|XP_035776214.1|AALB
OG0007397	LOC115630464|XP_030382892.1|SLEB	LOC118460220|XP_035780234.1|AALB
OG0007398	LOC115627806|XP_030379499.1|SLEB	LOC118466602|XP_035792072.1|AALB
OG0007399	LOC115627316|XP_030378820.1|SLEB	LOC118464447|XP_035787722.1|AALB
OG0007400	LOC115627294|XP_030378786.1|SLEB	LOC118463427|XP_035785886.1|AALB
OG0007401	LOC115628770|XP_030380845.1|SLEB	LOC118460014|XP_035779838.1|AALB
OG0007402	LOC115624338|XP_030374850.1|SLEB	LOC118456541|XP_035773288.1|AALB
OG0007404	LOC115624379|XP_030374942.1|SLEB	LOC118460825|XP_035781360.1|AALB
OG0007405	LOC115624361|XP_030374880.1|SLEB	LOC118458004|XP_035775971.1|AALB
OG0007406	LOC115623344|XP_030373482.1|SLEB	LOC118468442|XP_035795103.1|AALB
OG0007407	LOC115626269|XP_030377443.1|SLEB	LOC118458926|XP_035777787.1|AALB, LOC118461219|XP_035782186.1|AALB
OG0007408	LOC115630984|XP_030383430.1|SLEB	LOC118464491|XP_035787811.1|AALB
OG0007409	LOC115630430|XP_030382846.1|SLEB	LOC118457937|XP_035775842.1|AALB
OG0007410	LOC115627885|XP_030379631.1|SLEB	LOC118466377|XP_035791495.1|AALB
OG0007411	LOC115629946|XP_030382415.1|SLEB	LOC118466384|XP_035791509.1|AALB
OG0007412	LOC115626718|XP_030378022.1|SLEB	LOC118466379|XP_035791497.1|AALB
OG0007413	LOC115631224|XP_030383795.1|SLEB	LOC118466878|XP_035792626.1|AALB
OG0007414	LOC115627018|XP_030378403.1|SLEB	LOC118466702|XP_035792234.1|AALB
OG0007415	LOC115626995|XP_030378369.1|SLEB	LOC118467220|XP_035793361.1|AALB
OG0007416	LOC115629907|XP_030382372.1|SLEB	LOC118466168|XP_035791040.1|AALB
OG0007417	LOC115629283|XP_030381576.1|SLEB	LOC118466173|XP_035791051.1|AALB
OG0007418	LOC115628854|XP_030380968.1|SLEB	LOC118462479|XP_035784072.1|AALB
OG0007419	LOC115621926|XP_030371630.1|SLEB	LOC118465873|XP_035790402.1|AALB
OG0007420	LOC115625481|XP_030376393.1|SLEB	LOC118466374|XP_035791492.1|AALB
OG0007421	LOC115629703|XP_030382083.1|SLEB	LOC118464235|XP_035787312.1|AALB
OG0007422	LOC115626834|XP_030378174.1|SLEB	LOC118465415|XP_035789533.1|AALB
OG0007423	LOC115629533|XP_030381872.1|SLEB	LOC118467674|XP_035794334.1|AALB
OG0007424	LOC115622338|XP_030372109.1|SLEB	LOC118463400|XP_035785841.1|AALB
OG0007425	LOC115630566|XP_030383045.1|SLEB	LOC118466572|XP_035792009.1|AALB
OG0007426	LOC115627251|XP_030378737.1|SLEB	LOC118466554|XP_035791971.1|AALB
OG0007427	LOC115627173|XP_030378629.1|SLEB	LOC118466566|XP_035792002.1|AALB
OG0007428	LOC115629903|XP_030382365.1|SLEB	LOC118467386|XP_035793720.1|AALB
OG0007429	LOC115624871|XP_030375575.1|SLEB	LOC118464259|XP_035787391.1|AALB
OG0007430	LOC115632863|XP_030385987.1|SLEB	LOC118462751|XP_035784608.1|AALB
OG0007431	LOC115630578|XP_030383055.1|SLEB	LOC118462747|XP_035784603.1|AALB
OG0007432	LOC115632630|XP_030385720.1|SLEB	LOC118466895|XP_035792644.1|AALB
OG0007433	LOC115626758|XP_030378074.1|SLEB	LOC118466859|XP_035792587.1|AALB
OG0007434	LOC115622326|XP_030372095.1|SLEB	LOC118467269|XP_035793450.1|AALB
OG0007435	LOC115622231|XP_030371988.1|SLEB	LOC118467271|XP_035793453.1|AALB
OG0007436	LOC115626349|XP_030377561.1|SLEB	LOC118466801|XP_035792445.1|AALB
OG0007437	LOC115622594|XP_030372451.1|SLEB	LOC118463269|XP_035785635.1|AALB
OG0007438	LOC115624960|XP_030375675.1|SLEB	LOC118466052|XP_035790782.1|AALB
OG0007439	LOC115627765|XP_030379419.1|SLEB	LOC118466180|XP_035791064.1|AALB
OG0007440	LOC115628941|XP_030381074.1|SLEB	LOC118466178|XP_035791059.1|AALB
OG0007441	LOC115634484|XP_030388080.1|SLEB	LOC118465912|XP_035790496.1|AALB
OG0007442	LOC115623398|XP_030373567.1|SLEB	LOC118468308|XP_035794938.1|AALB
OG0007443	LOC115633375|XP_030386679.1|SLEB, LOC115621180|XP_030370608.1|SLEB	LOC118466004|XP_035790693.1|AALB
OG0007444	LOC115625868|XP_030376942.1|SLEB	LOC118466745|XP_035792323.1|AALB
OG0007445	LOC115625859|XP_030376931.1|SLEB	LOC118466051|XP_035790781.1|AALB
OG0007446	LOC115631516|XP_030384146.1|SLEB	LOC118466736|XP_035792311.1|AALB
OG0007447	LOC115631974|XP_030384736.1|SLEB	LOC118465566|XP_035789820.1|AALB
OG0007448	LOC115622985|XP_030372998.1|SLEB	LOC118467140|XP_035793154.1|AALB
OG0007449	LOC115622984|XP_030372997.1|SLEB	LOC118464794|XP_035788320.1|AALB
OG0007450	LOC115622180|XP_030371928.1|SLEB	LOC118464798|XP_035788350.1|AALB
OG0007451	LOC115633994|XP_030387376.1|SLEB	LOC118467979|XP_035794860.1|AALB
OG0007452	LOC115623339|XP_030373475.1|SLEB	LOC118467978|XP_035794858.1|AALB
OG0007453	LOC115622152|XP_030371881.1|SLEB	LOC118465258|XP_035789172.1|AALB
OG0007454	LOC115622552|XP_030372380.1|SLEB	LOC118466931|XP_035792712.1|AALB
OG0007455	LOC115620074|XP_030369096.1|SLEB	LOC118467499|XP_035793943.1|AALB
OG0007456	LOC115627041|XP_030378435.1|SLEB	LOC118467958|XP_035794834.1|AALB
OG0007457	LOC115624664|XP_030375312.1|SLEB	LOC118466704|XP_035792239.1|AALB
OG0007458	LOC115626318|XP_030377517.1|SLEB	LOC118464159|XP_035787185.1|AALB
OG0007459	LOC115620958|XP_030370337.1|SLEB	LOC118464153|XP_035787173.1|AALB
OG0007460	LOC115632338|XP_030385307.1|SLEB	LOC118464151|XP_035787167.1|AALB
OG0007461	LOC115622999|XP_030373019.1|SLEB	LOC118463857|XP_035786656.1|AALB
OG0007462	LOC115623005|XP_030373035.1|SLEB	LOC118465886|XP_035790429.1|AALB
OG0007463	LOC115623002|XP_030373026.1|SLEB	LOC118465884|XP_035790427.1|AALB
OG0007464	LOC115623000|XP_030373023.1|SLEB	LOC118465883|XP_035790413.1|AALB
OG0007465	LOC115624676|XP_030375334.1|SLEB	LOC118464384|XP_035787621.1|AALB
OG0007466	LOC115624546|XP_030375132.1|SLEB	LOC118466596|XP_035792057.1|AALB
OG0007468	LOC115626896|XP_030378268.1|SLEB	LOC118465559|XP_035789801.1|AALB
OG0007469	LOC115622319|XP_030372085.1|SLEB	LOC118466003|XP_035790692.1|AALB
OG0007470	LOC115625889|XP_030376975.1|SLEB	LOC118467491|XP_035793935.1|AALB
OG0007471	LOC115634338|XP_030387854.1|SLEB	LOC118464228|XP_035787302.1|AALB
OG0007472	LOC115627204|XP_030378682.1|SLEB	LOC118467451|XP_035793850.1|AALB
OG0007473	LOC115628174|XP_030380021.1|SLEB	LOC118463848|XP_035786645.1|AALB
OG0007474	LOC115633642|XP_030386943.1|SLEB	LOC118464138|XP_035787134.1|AALB
OG0007475	LOC115622712|XP_030372603.1|SLEB	LOC118467555|XP_035794073.1|AALB
OG0007476	LOC115627892|XP_030379644.1|SLEB	LOC118466193|XP_035791099.1|AALB
OG0007477	LOC115627891|XP_030379638.1|SLEB	LOC118467662|XP_035794303.1|AALB
OG0007478	LOC115631107|XP_030383626.1|SLEB	LOC118463194|XP_035785517.1|AALB
OG0007479	LOC115628686|XP_030380720.1|SLEB	LOC118464750|XP_035788259.1|AALB
OG0007480	LOC115624172|XP_030374628.1|SLEB	LOC118464738|XP_035788237.1|AALB
OG0007481	LOC115628301|XP_030380209.1|SLEB	LOC118464757|XP_035788269.1|AALB
OG0007482	LOC115631560|XP_030384211.1|SLEB	LOC118466334|XP_035791346.1|AALB
OG0007483	LOC115620067|XP_030369078.1|SLEB	LOC118467101|XP_035793044.1|AALB
OG0007484	LOC115626869|XP_030378236.1|SLEB	LOC118464020|XP_035786968.1|AALB
OG0007485	LOC115627566|XP_030379149.1|SLEB	LOC118464925|XP_035788591.1|AALB
OG0007486	LOC115627268|XP_030378756.1|SLEB	LOC118462670|XP_035784460.1|AALB
OG0007487	LOC115627781|XP_030379450.1|SLEB	LOC118462666|XP_035784455.1|AALB
OG0007488	LOC115628153|XP_030379987.1|SLEB	LOC118463847|XP_035786644.1|AALB
OG0007489	LOC115624347|XP_030374859.1|SLEB	LOC118462913|XP_035784909.1|AALB
OG0007490	LOC115620963|XP_030370344.1|SLEB	LOC118465847|XP_035790352.1|AALB
OG0007491	LOC115633362|XP_030386663.1|SLEB	LOC118464723|XP_035788187.1|AALB
OG0007492	LOC115629403|XP_030381721.1|SLEB	LOC118464717|XP_035788182.1|AALB
OG0007493	LOC115629114|XP_030381303.1|SLEB	LOC118467380|XP_035793704.1|AALB
OG0007494	LOC115630499|XP_030382949.1|SLEB	LOC118467132|XP_035793135.1|AALB
OG0007495	LOC115628753|XP_030380822.1|SLEB	LOC118467743|XP_035794444.1|AALB
OG0007496	LOC115623165|XP_030373239.1|SLEB	LOC118464438|XP_035787705.1|AALB
OG0007497	LOC115622937|XP_030372927.1|SLEB	LOC118464439|XP_035787707.1|AALB
OG0007498	LOC115622398|XP_030372186.1|SLEB	LOC118465450|XP_035789607.1|AALB
OG0007499	LOC115629399|XP_030381714.1|SLEB	LOC118463685|XP_035786345.1|AALB
OG0007500	LOC115624606|XP_030375214.1|SLEB	LOC118468935|XP_035796160.1|AALB
OG0007501	LOC115632469|XP_030385495.1|SLEB	LOC118466024|XP_035790737.1|AALB
OG0007502	LOC115624659|XP_030375299.1|SLEB	LOC118462770|XP_035784628.1|AALB
OG0007503	LOC115630648|XP_030383148.1|SLEB	LOC118462765|XP_035784620.1|AALB
OG0007504	LOC115626359|XP_030377572.1|SLEB	LOC118462768|XP_035784626.1|AALB
OG0007505	LOC115624638|XP_030375263.1|SLEB	LOC118465911|XP_035790495.1|AALB
OG0007506	LOC115624721|XP_030375402.1|SLEB	LOC118465208|XP_035789089.1|AALB
OG0007507	LOC115631266|XP_030383838.1|SLEB	LOC118464189|XP_035787236.1|AALB
OG0007508	LOC115631743|XP_030384442.1|SLEB	LOC118467217|XP_035793355.1|AALB
OG0007509	LOC115625726|XP_030376736.1|SLEB	LOC118465459|XP_035789645.1|AALB
OG0007510	LOC115622002|XP_030371720.1|SLEB	LOC118467833|XP_035794617.1|AALB
OG0007511	LOC115626162|XP_030377297.1|SLEB	LOC118466042|XP_035790770.1|AALB
OG0007512	LOC115623832|XP_030374237.1|SLEB	LOC118467658|XP_035794293.1|AALB
OG0007513	LOC115631122|XP_030383648.1|SLEB	LOC118466852|XP_035792573.1|AALB
OG0007514	LOC115628297|XP_030380205.1|SLEB	LOC118466843|XP_035792558.1|AALB
OG0007515	LOC115631710|XP_030384397.1|SLEB	LOC118467731|XP_035794428.1|AALB
OG0007516	LOC115628597|XP_030380641.1|SLEB	LOC118467724|XP_035794420.1|AALB
OG0007517	LOC115628189|XP_030380041.1|SLEB	LOC118465854|XP_035790375.1|AALB
OG0007518	LOC115624751|XP_030375441.1|SLEB	LOC118462537|XP_035784196.1|AALB
OG0007519	LOC115620046|XP_030369026.1|SLEB	LOC118465501|XP_035789703.1|AALB
OG0007520	LOC115627135|XP_030378567.1|SLEB	LOC118465502|XP_035789712.1|AALB
OG0007521	LOC115627117|XP_030378543.1|SLEB	LOC118467539|XP_035794031.1|AALB
OG0007522	LOC115631767|XP_030384463.1|SLEB, LOC115627176|XP_030378635.1|SLEB	LOC118462543|XP_035784203.1|AALB
OG0007523	LOC115624713|XP_030375396.1|SLEB	LOC118464349|XP_035787562.1|AALB
OG0007524	LOC115630432|XP_030382847.1|SLEB	LOC118467017|XP_035792856.1|AALB
OG0007525	LOC115625857|XP_030376926.1|SLEB	LOC118464004|XP_035786944.1|AALB
OG0007526	LOC115621792|XP_030371423.1|SLEB	LOC118466166|XP_035791037.1|AALB
OG0007527	LOC115632289|XP_030385242.1|SLEB	LOC118466160|XP_035791029.1|AALB
OG0007528	LOC115624874|XP_030375579.1|SLEB	LOC118466875|XP_035792618.1|AALB
OG0007529	LOC115634168|XP_030387616.1|SLEB	LOC118465414|XP_035789529.1|AALB
OG0007530	LOC115630041|XP_030382534.1|SLEB	LOC118465075|XP_035788865.1|AALB
OG0007531	LOC115624877|XP_030375582.1|SLEB	LOC118465057|XP_035788832.1|AALB
OG0007532	LOC115631568|XP_030384259.1|SLEB	LOC118467246|XP_035793410.1|AALB
OG0007533	LOC115633862|XP_030387214.1|SLEB	LOC118467976|XP_035794856.1|AALB
OG0007534	LOC115622133|XP_030371850.1|SLEB	LOC118465224|XP_035789112.1|AALB
OG0007535	LOC115623152|XP_030373222.1|SLEB	LOC118465660|XP_035789967.1|AALB
OG0007536	LOC115625177|XP_030376001.1|SLEB	LOC118464336|XP_035787547.1|AALB
OG0007537	LOC115622147|XP_030371873.1|SLEB	LOC118467030|XP_035792889.1|AALB
OG0007538	LOC115622796|XP_030372721.1|SLEB	LOC118462793|XP_035784678.1|AALB
OG0007539	LOC115630484|XP_030382925.1|SLEB	LOC118467723|XP_035794419.1|AALB
OG0007540	LOC115620906|XP_030370259.1|SLEB	LOC118467725|XP_035794422.1|AALB
OG0007541	LOC115627704|XP_030379311.1|SLEB	LOC118465259|XP_035789173.1|AALB
OG0007542	LOC115626441|XP_030377678.1|SLEB	LOC118465261|XP_035789176.1|AALB
OG0007543	LOC115627718|XP_030379322.1|SLEB	LOC118466017|XP_035790722.1|AALB
OG0007544	LOC115623222|XP_030373321.1|SLEB	LOC118466045|XP_035790774.1|AALB
OG0007545	LOC115626004|XP_030377112.1|SLEB	LOC118457829|XP_035775597.1|AALB
OG0007546	LOC115625511|XP_030376435.1|SLEB	LOC118466872|XP_035792614.1|AALB
OG0007547	LOC115633944|XP_030387321.1|SLEB	LOC118465277|XP_035789211.1|AALB
OG0007548	LOC115632482|XP_030385516.1|SLEB	LOC118466951|XP_035792743.1|AALB
OG0007549	LOC115631681|XP_030384356.1|SLEB	LOC118466824|XP_035792508.1|AALB
OG0007550	LOC115623185|XP_030373267.1|SLEB	LOC118466525|XP_035791915.1|AALB
OG0007551	LOC115634416|XP_030387980.1|SLEB	LOC118466526|XP_035791924.1|AALB
OG0007552	LOC115631960|XP_030384685.1|SLEB	LOC118466716|XP_035792273.1|AALB
OG0007553	LOC115631457|XP_030384065.1|SLEB	LOC118467427|XP_035793805.1|AALB
OG0007554	LOC115622691|XP_030372576.1|SLEB	LOC118462662|XP_035784447.1|AALB
OG0007555	LOC115625082|XP_030375837.1|SLEB	LOC118466096|XP_035790904.1|AALB
OG0007556	LOC115624711|XP_030375393.1|SLEB	LOC118465093|XP_035788894.1|AALB
OG0007557	LOC115624529|XP_030375110.1|SLEB	LOC118467903|XP_035794720.1|AALB
OG0007558	LOC115632528|XP_030385588.1|SLEB	LOC118465089|XP_035788886.1|AALB
OG0007559	LOC115625955|XP_030377054.1|SLEB	LOC118465081|XP_035788877.1|AALB
OG0007560	LOC115627335|XP_030378878.1|SLEB	LOC118462772|XP_035784629.1|AALB
OG0007561	LOC115633701|XP_030387020.1|SLEB	LOC118463179|XP_035785479.1|AALB
OG0007562	LOC115623224|XP_030373326.1|SLEB	LOC118462899|XP_035784888.1|AALB
OG0007563	LOC115633117|XP_030386366.1|SLEB	LOC118467027|XP_035792885.1|AALB
OG0007564	LOC115634080|XP_030387494.1|SLEB	LOC118465688|XP_035790012.1|AALB
OG0007565	LOC115630050|XP_030382541.1|SLEB	LOC118463461|XP_035785943.1|AALB
OG0007566	LOC115628159|XP_030379989.1|SLEB	LOC118466820|XP_035792501.1|AALB
OG0007567	LOC115620524|XP_030369650.1|SLEB	LOC118467933|XP_035794787.1|AALB
OG0007568	LOC115624578|XP_030375173.1|SLEB	LOC118467929|XP_035794782.1|AALB
OG0007569	LOC115631003|XP_030383465.1|SLEB	LOC118467931|XP_035794785.1|AALB
OG0007570	LOC115624577|XP_030375171.1|SLEB	LOC118467928|XP_035794780.1|AALB
OG0007571	LOC115624600|XP_030375201.1|SLEB	LOC118467925|XP_035794773.1|AALB
OG0007572	LOC115629019|XP_030381179.1|SLEB	LOC118465166|XP_035789019.1|AALB
OG0007573	LOC115633880|XP_030387244.1|SLEB	LOC118467295|XP_035793505.1|AALB
OG0007574	LOC115626457|XP_030377702.1|SLEB	LOC118465972|XP_035790625.1|AALB
OG0007575	LOC115624594|XP_030375193.1|SLEB	LOC118464699|XP_035788114.1|AALB
OG0007576	LOC115627198|XP_030378672.1|SLEB	LOC118465555|XP_035789781.1|AALB
OG0007577	LOC115626671|XP_030377957.1|SLEB	LOC118462671|XP_035784461.1|AALB
OG0007578	LOC115631617|XP_030384282.1|SLEB	LOC118464981|XP_035788705.1|AALB
OG0007579	LOC115620807|XP_030370092.1|SLEB	LOC118466462|XP_035791712.1|AALB
OG0007580	LOC115622256|XP_030372016.1|SLEB	LOC118466464|XP_035791715.1|AALB
OG0007581	LOC115631140|XP_030383670.1|SLEB	LOC118462799|XP_035784689.1|AALB
OG0007582	LOC115623592|XP_030373852.1|SLEB	LOC118462800|XP_035784691.1|AALB
OG0007583	LOC115627603|XP_030379185.1|SLEB	LOC118465438|XP_035789581.1|AALB
OG0007584	LOC115629289|XP_030381589.1|SLEB	LOC118464347|XP_035787560.1|AALB
OG0007585	LOC115623001|XP_030373025.1|SLEB	LOC118463874|XP_035786687.1|AALB
OG0007586	LOC115621360|XP_030370844.1|SLEB	LOC118467282|XP_035793480.1|AALB
OG0007587	LOC115624705|XP_030375380.1|SLEB	LOC118467306|XP_035793522.1|AALB
OG0007588	LOC115630415|XP_030382809.1|SLEB	LOC118467307|XP_035793528.1|AALB
OG0007589	LOC115626761|XP_030378078.1|SLEB	LOC118467418|XP_035793797.1|AALB
OG0007590	LOC115633122|XP_030386372.1|SLEB	LOC118465148|XP_035788987.1|AALB
OG0007591	LOC115634439|XP_030388006.1|SLEB	LOC118462745|XP_035784598.1|AALB
OG0007592	LOC115630287|XP_030382686.1|SLEB	LOC118462729|XP_035784567.1|AALB
OG0007593	LOC115627121|XP_030378551.1|SLEB	LOC118462741|XP_035784595.1|AALB
OG0007594	LOC115625775|XP_030376808.1|SLEB	LOC118463304|XP_035785683.1|AALB
OG0007595	LOC115632499|XP_030385542.1|SLEB	LOC118464203|XP_035787256.1|AALB
OG0007596	LOC115622951|XP_030372946.1|SLEB	LOC118464944|XP_035788624.1|AALB
OG0007597	LOC115625423|XP_030376326.1|SLEB	LOC118463069|XP_035785221.1|AALB
OG0007598	LOC115633808|XP_030387153.1|SLEB	LOC118464980|XP_035788704.1|AALB
OG0007599	LOC115624671|XP_030375332.1|SLEB	LOC118466976|XP_035792781.1|AALB
OG0007600	LOC115621040|XP_030370425.1|SLEB	LOC118464707|XP_035788132.1|AALB
OG0007601	LOC115624692|XP_030375362.1|SLEB	LOC118462757|XP_035784614.1|AALB
OG0007602	LOC115624740|XP_030375427.1|SLEB	LOC118465687|XP_035790011.1|AALB
OG0007603	LOC115624786|XP_030375478.1|SLEB	LOC118465822|XP_035790301.1|AALB
OG0007604	LOC115632600|XP_030385685.1|SLEB	LOC118464999|XP_035788733.1|AALB
OG0007605	LOC115623150|XP_030373220.1|SLEB	LOC118463996|XP_035786921.1|AALB
OG0007606	LOC115623286|XP_030373429.1|SLEB	LOC118466386|XP_035791510.1|AALB
OG0007607	LOC115620527|XP_030369656.1|SLEB	LOC118463519|XP_035786015.1|AALB
OG0007608	LOC115634378|XP_030387922.1|SLEB	LOC118466977|XP_035792784.1|AALB
OG0007609	LOC115627226|XP_030378709.1|SLEB	LOC118463467|XP_035785950.1|AALB
OG0007610	LOC115629227|XP_030381502.1|SLEB	LOC118466491|XP_035791785.1|AALB
OG0007611	LOC115627862|XP_030379585.1|SLEB	LOC118466493|XP_035791791.1|AALB
OG0007612	LOC115634743|XP_030388495.1|SLEB	LOC118466492|XP_035791787.1|AALB
OG0007613	LOC115633376|XP_030386683.1|SLEB	LOC118466504|XP_035791827.1|AALB
OG0007614	LOC115632427|XP_030385428.1|SLEB	LOC118462876|XP_035784840.1|AALB
OG0007615	LOC115633032|XP_030386236.1|SLEB	LOC118462879|XP_035784843.1|AALB
OG0007616	LOC115620666|XP_030369880.1|SLEB	LOC118462878|XP_035784842.1|AALB
OG0007617	LOC115630373|XP_030382768.1|SLEB	LOC118463931|XP_035786783.1|AALB
OG0007618	LOC115622296|XP_030372059.1|SLEB	LOC118465798|XP_035790255.1|AALB
