Orthogroup	SLEB.longest_only	DNOV.longest_only
OG0007553	LOC115631457|XP_030384065.1|SLEB	LOC115758724|XP_030555335.1|DNOV
OG0007554	LOC115622691|XP_030372576.1|SLEB	LOC115762594|XP_030560743.1|DNOV
OG0007555	LOC115625082|XP_030375837.1|SLEB	LOC115758234|XP_030554646.1|DNOV
OG0007556	LOC115624711|XP_030375393.1|SLEB	LOC115758082|XP_030554457.1|DNOV
OG0007557	LOC115624529|XP_030375110.1|SLEB	LOC115757977|XP_030554318.1|DNOV
OG0007558	LOC115632528|XP_030385588.1|SLEB	LOC115758596|XP_030555197.1|DNOV
OG0007559	LOC115625955|XP_030377054.1|SLEB	LOC115758615|XP_030555208.1|DNOV
OG0007560	LOC115627335|XP_030378878.1|SLEB	LOC115770164|XP_030571182.1|DNOV
OG0007561	LOC115633701|XP_030387020.1|SLEB	LOC115771515|XP_030573110.1|DNOV
OG0007562	LOC115623224|XP_030373326.1|SLEB	LOC115770373|XP_030571479.1|DNOV
OG0007563	LOC115633117|XP_030386366.1|SLEB	LOC115766527|XP_030566357.1|DNOV
OG0007564	LOC115634080|XP_030387494.1|SLEB	LOC115769669|XP_030570443.1|DNOV
OG0007566	LOC115628159|XP_030379989.1|SLEB	LOC115757942|XP_030554274.1|DNOV
OG0007567	LOC115620524|XP_030369650.1|SLEB	LOC115761638|XP_030559329.1|DNOV
OG0007568	LOC115624578|XP_030375173.1|SLEB	LOC115758195|XP_030554599.1|DNOV
OG0007569	LOC115631003|XP_030383465.1|SLEB	LOC115767428|XP_030567566.1|DNOV
OG0007570	LOC115624577|XP_030375171.1|SLEB	LOC115758285|XP_030554708.1|DNOV
OG0007571	LOC115624600|XP_030375201.1|SLEB	LOC115758194|XP_030554596.1|DNOV
OG0007572	LOC115629019|XP_030381179.1|SLEB	LOC115764555|XP_030563537.1|DNOV
OG0007573	LOC115633880|XP_030387244.1|SLEB	LOC115763948|XP_030562604.1|DNOV
OG0007574	LOC115626457|XP_030377702.1|SLEB	LOC115760573|XP_030557847.1|DNOV
OG0007575	LOC115624594|XP_030375193.1|SLEB	LOC115767426|XP_030567562.1|DNOV
OG0007576	LOC115627198|XP_030378672.1|SLEB	LOC115769154|XP_030569708.1|DNOV
OG0007577	LOC115626671|XP_030377957.1|SLEB	LOC115766413|XP_030566193.1|DNOV
OG0007578	LOC115631617|XP_030384282.1|SLEB	LOC115760144|XP_030557212.1|DNOV
OG0007579	LOC115620807|XP_030370092.1|SLEB	LOC115759478|XP_030556275.1|DNOV
OG0007580	LOC115622256|XP_030372016.1|SLEB	LOC115769963|XP_030570873.1|DNOV
OG0007581	LOC115631140|XP_030383670.1|SLEB	LOC115759011|XP_030555682.1|DNOV
OG0007582	LOC115623592|XP_030373852.1|SLEB	LOC115767922|XP_030568150.1|DNOV
OG0007583	LOC115627603|XP_030379185.1|SLEB	LOC115757833|XP_030554125.1|DNOV
OG0007584	LOC115629289|XP_030381589.1|SLEB	LOC115768173|XP_030568535.1|DNOV
OG0007585	LOC115623001|XP_030373025.1|SLEB	LOC115771475|XP_030573057.1|DNOV
OG0007586	LOC115621360|XP_030370844.1|SLEB	LOC115769266|XP_030569836.1|DNOV
OG0007587	LOC115624705|XP_030375380.1|SLEB	LOC115759102|XP_030555803.1|DNOV
OG0007588	LOC115630415|XP_030382809.1|SLEB	LOC115760156|XP_030557228.1|DNOV
OG0007589	LOC115626761|XP_030378078.1|SLEB	LOC115765350|XP_030564723.1|DNOV
OG0007590	LOC115633122|XP_030386372.1|SLEB	LOC115770473|XP_030571615.1|DNOV
OG0007591	LOC115634439|XP_030388006.1|SLEB	LOC115758302|XP_030554730.1|DNOV
OG0007592	LOC115630287|XP_030382686.1|SLEB	LOC115762198|XP_030560182.1|DNOV
OG0007593	LOC115627121|XP_030378551.1|SLEB	LOC115769043|XP_030569609.1|DNOV
OG0007594	LOC115625775|XP_030376808.1|SLEB	LOC115758304|XP_030554732.1|DNOV
OG0007595	LOC115632499|XP_030385542.1|SLEB	LOC115767436|XP_030567589.1|DNOV
OG0007596	LOC115622951|XP_030372946.1|SLEB	LOC115767125|XP_030567146.1|DNOV
OG0007597	LOC115625423|XP_030376326.1|SLEB	LOC115769796|XP_030570624.1|DNOV
OG0007598	LOC115633808|XP_030387153.1|SLEB	LOC115758158|XP_030554556.1|DNOV
OG0007599	LOC115624671|XP_030375332.1|SLEB	LOC115769540|XP_030570241.1|DNOV
OG0007600	LOC115621040|XP_030370425.1|SLEB	LOC115769870|XP_030570732.1|DNOV
OG0007601	LOC115624692|XP_030375362.1|SLEB	LOC115767270|XP_030567361.1|DNOV
OG0007602	LOC115624740|XP_030375427.1|SLEB	LOC115767259|XP_030567339.1|DNOV
OG0007603	LOC115624786|XP_030375478.1|SLEB	LOC115768005|XP_030568278.1|DNOV
OG0007604	LOC115632600|XP_030385685.1|SLEB	LOC115768091|XP_030568431.1|DNOV
OG0007605	LOC115623150|XP_030373220.1|SLEB	LOC115770509|XP_030571669.1|DNOV
OG0007606	LOC115623286|XP_030373429.1|SLEB	LOC115769691|XP_030570478.1|DNOV
OG0007607	LOC115620527|XP_030369656.1|SLEB	LOC115771602|XP_030573220.1|DNOV
OG0007608	LOC115634378|XP_030387922.1|SLEB	LOC115770498|XP_030571652.1|DNOV
OG0007609	LOC115627226|XP_030378709.1|SLEB	LOC115765118|XP_030564371.1|DNOV
OG0007610	LOC115629227|XP_030381502.1|SLEB	LOC115758260|XP_030554676.1|DNOV
OG0007611	LOC115627862|XP_030379585.1|SLEB	LOC115766716|XP_030566500.1|DNOV
OG0007612	LOC115634743|XP_030388495.1|SLEB	LOC115758206|XP_030554615.1|DNOV
OG0007613	LOC115633376|XP_030386683.1|SLEB	LOC115771130|XP_030572562.1|DNOV
OG0007614	LOC115632427|XP_030385428.1|SLEB	LOC115762785|XP_030560997.1|DNOV
OG0007615	LOC115633032|XP_030386236.1|SLEB	LOC115769610|XP_030570366.1|DNOV
OG0007616	LOC115620666|XP_030369880.1|SLEB	LOC115761637|XP_030559328.1|DNOV
OG0007617	LOC115630373|XP_030382768.1|SLEB	LOC115769849|XP_030570686.1|DNOV
OG0007618	LOC115622296|XP_030372059.1|SLEB	LOC115770137|XP_030571141.1|DNOV
OG0007619	LOC115622541|XP_030372367.1|SLEB	LOC115770017|XP_030570933.1|DNOV
OG0007620	LOC115623197|XP_030373281.1|SLEB	LOC115768917|XP_030569512.1|DNOV
OG0007621	LOC115632800|XP_030385915.1|SLEB	LOC115771796|XP_030573529.1|DNOV
OG0007622	LOC115623219|XP_030373318.1|SLEB	LOC115766484|XP_030566308.1|DNOV
OG0007623	LOC115623248|XP_030373371.1|SLEB	LOC115770401|XP_030571517.1|DNOV
OG0007624	LOC115633758|XP_030387093.1|SLEB	LOC115770291|XP_030571386.1|DNOV
OG0007625	LOC115622121|XP_030371829.1|SLEB	LOC115770309|XP_030571408.1|DNOV
OG0007626	LOC115632530|XP_030385586.1|SLEB	LOC115769686|XP_030570467.1|DNOV
OG0007627	LOC115632529|XP_030385585.1|SLEB	LOC115769523|XP_030570223.1|DNOV
OG0007628	LOC115627977|XP_030379733.1|SLEB	LOC115766802|XP_030566687.1|DNOV
OG0007629	LOC115622881|XP_030372834.1|SLEB	LOC115767166|XP_030567209.1|DNOV
OG0007630	LOC115623811|XP_030374215.1|SLEB	LOC115759644|XP_030556493.1|DNOV
OG0007631	LOC115620496|XP_030369607.1|SLEB	LOC115765036|XP_030564264.1|DNOV
OG0007632	LOC115624556|XP_030375144.1|SLEB	LOC115762570|XP_030560716.1|DNOV
OG0007633	LOC115631881|XP_030384590.1|SLEB	LOC115760125|XP_030557183.1|DNOV
OG0007634	LOC115620715|XP_030369952.1|SLEB	LOC115761182|XP_030558706.1|DNOV
OG0007635	LOC115626039|XP_030377150.1|SLEB	LOC115769192|XP_030569755.1|DNOV
OG0007636	LOC115633812|XP_030387156.1|SLEB	LOC115771432|XP_030572997.1|DNOV
OG0007637	LOC115632671|XP_030385765.1|SLEB	LOC115760161|XP_030557233.1|DNOV
OG0007638	LOC115631948|XP_030384665.1|SLEB	LOC115762337|XP_030560362.1|DNOV
OG0007639	LOC115623446|XP_030373656.1|SLEB	LOC115768158|XP_030568512.1|DNOV
OG0007640	LOC115631215|XP_030383783.1|SLEB	LOC115763303|XP_030561659.1|DNOV
OG0007641	LOC115624475|XP_030375038.1|SLEB, LOC115624162|XP_030374619.1|SLEB	LOC115770736|XP_030571998.1|DNOV
OG0007642	LOC115634440|XP_030388009.1|SLEB	LOC115761020|XP_030558494.1|DNOV, LOC115760976|XP_030558439.1|DNOV
OG0007643	LOC115623774|XP_030374170.1|SLEB	LOC115770840|XP_030572135.1|DNOV, LOC115762970|XP_030561207.1|DNOV
OG0007644	LOC115620413|XP_030369496.1|SLEB	LOC115772043|XP_030573839.1|DNOV
OG0007645	LOC115623507|XP_030373747.1|SLEB, LOC115623505|XP_030373743.1|SLEB, LOC115623962|XP_030374389.1|SLEB, LOC115623506|XP_030373744.1|SLEB	LOC115766154|XP_030565850.1|DNOV
OG0007646	LOC115630590|XP_030383069.1|SLEB	LOC115759015|XP_030555686.1|DNOV
OG0007647	LOC115629073|XP_030381249.1|SLEB	LOC115759219|XP_030555971.1|DNOV
OG0007648	LOC115627600|XP_030379187.1|SLEB	LOC115764368|XP_030563193.1|DNOV
OG0007649	LOC115632434|XP_030385437.1|SLEB, LOC115632770|XP_030385878.1|SLEB, LOC115632748|XP_030385856.1|SLEB	LOC115769760|XP_030570575.1|DNOV
OG0007650	LOC115620199|XP_030369192.1|SLEB, LOC115620202|XP_030369197.1|SLEB	LOC115767422|XP_030567557.1|DNOV
OG0007651	LOC115629259|XP_030381540.1|SLEB	LOC115767396|XP_030567519.1|DNOV
OG0007652	LOC115625798|XP_030376839.1|SLEB	LOC115764456|XP_030563352.1|DNOV, LOC115764455|XP_030563350.1|DNOV
OG0007653	LOC115620883|XP_030370221.1|SLEB	LOC115770138|XP_030571147.1|DNOV
OG0007654	LOC115622992|XP_030373012.1|SLEB	LOC115770456|XP_030571594.1|DNOV
OG0007655	LOC115627159|XP_030378644.1|SLEB	LOC115764567|XP_030563552.1|DNOV, LOC115764624|XP_030563689.1|DNOV, LOC115769548|XP_030570254.1|DNOV
OG0007656	LOC115624307|XP_030374789.1|SLEB	LOC115770365|XP_030571471.1|DNOV
OG0007659	LOC115634455|XP_030388037.1|SLEB	LOC115758265|XP_030554686.1|DNOV
OG0007659	LOC115634267|XP_030387756.1|SLEB, LOC115634458|XP_030388043.1|SLEB	LOC115758264|XP_030554685.1|DNOV
OG0007660	LOC115623983|XP_030374414.1|SLEB	LOC115770551|XP_030571714.1|DNOV, LOC115770563|XP_030571735.1|DNOV
OG0007664	LOC115620215|XP_030369213.1|SLEB	LOC115764790|XP_030563893.1|DNOV
OG0007665	LOC115633285|XP_030386554.1|SLEB	LOC115765429|XP_030564834.1|DNOV
OG0007667	LOC115626933|XP_030378302.1|SLEB	LOC115767815|XP_030568011.1|DNOV
OG0007668	LOC115625983|XP_030377089.1|SLEB	LOC115763330|XP_030561695.1|DNOV
OG0007669	LOC115628820|XP_030380908.1|SLEB	LOC115764376|XP_030563198.1|DNOV
OG0007670	LOC115628819|XP_030380907.1|SLEB	LOC115764375|XP_030563197.1|DNOV
OG0007671	LOC115630193|XP_030382620.1|SLEB	LOC115764260|XP_030563039.1|DNOV
OG0007672	LOC115627817|XP_030379507.1|SLEB	LOC115764409|XP_030563267.1|DNOV
OG0007673	LOC115621091|XP_030370485.1|SLEB	LOC115771837|XP_030573579.1|DNOV
OG0007674	LOC115627552|XP_030379129.1|SLEB	LOC115764383|XP_030563209.1|DNOV
OG0007675	LOC115627073|XP_030378480.1|SLEB	LOC115767243|XP_030567303.1|DNOV
OG0007676	LOC115627502|XP_030379051.1|SLEB	LOC115767019|XP_030567004.1|DNOV
OG0007677	LOC115626730|XP_030378036.1|SLEB	LOC115769065|XP_030569639.1|DNOV
OG0007678	LOC115627992|XP_030379747.1|SLEB	LOC115766407|XP_030566185.1|DNOV
OG0007679	LOC115628026|XP_030379822.1|SLEB	LOC115766459|XP_030566252.1|DNOV
OG0007680	LOC115629051|XP_030381218.1|SLEB	LOC115763337|XP_030561703.1|DNOV
OG0007681	LOC115625295|XP_030376169.1|SLEB	LOC115764927|XP_030564097.1|DNOV
OG0007682	LOC115627289|XP_030378780.1|SLEB	LOC115764336|XP_030563151.1|DNOV
OG0007683	LOC115627414|XP_030378936.1|SLEB	LOC115768131|XP_030568486.1|DNOV
OG0007684	LOC115627278|XP_030378768.1|SLEB	LOC115767247|XP_030567312.1|DNOV
OG0007685	LOC115628748|XP_030380815.1|SLEB	LOC115766294|XP_030566028.1|DNOV
OG0007686	LOC115627789|XP_030379470.1|SLEB	LOC115765347|XP_030564718.1|DNOV
OG0007687	LOC115626865|XP_030378231.1|SLEB	LOC115768750|XP_030569298.1|DNOV
OG0007688	LOC115621920|XP_030371623.1|SLEB	LOC115764088|XP_030562799.1|DNOV
OG0007689	LOC115627507|XP_030379061.1|SLEB	LOC115764338|XP_030563152.1|DNOV
OG0007690	LOC115627416|XP_030378938.1|SLEB	LOC115765167|XP_030564440.1|DNOV
OG0007691	LOC115621381|XP_030370870.1|SLEB	LOC115761609|XP_030559271.1|DNOV
OG0007692	LOC115629678|XP_030382058.1|SLEB	LOC115765306|XP_030564661.1|DNOV
OG0007693	LOC115627424|XP_030378957.1|SLEB	LOC115767802|XP_030567995.1|DNOV
OG0007694	LOC115628680|XP_030380713.1|SLEB	LOC115766754|XP_030566596.1|DNOV
OG0007695	LOC115628900|XP_030381019.1|SLEB	LOC115767553|XP_030567696.1|DNOV
OG0007696	LOC115633916|XP_030387284.1|SLEB	LOC115770434|XP_030571564.1|DNOV
OG0007697	LOC115624999|XP_030375734.1|SLEB	LOC115762641|XP_030560806.1|DNOV
OG0007698	LOC115629243|XP_030381519.1|SLEB	LOC115767386|XP_030567508.1|DNOV
OG0007699	LOC115627602|XP_030379184.1|SLEB	LOC115768495|XP_030568941.1|DNOV
OG0007700	LOC115628865|XP_030380977.1|SLEB	LOC115767985|XP_030568244.1|DNOV
OG0007701	LOC115629578|XP_030381930.1|SLEB	LOC115766825|XP_030566720.1|DNOV
OG0007702	LOC115629811|XP_030382238.1|SLEB	LOC115765131|XP_030564387.1|DNOV
OG0007703	LOC115633260|XP_030386525.1|SLEB	LOC115768768|XP_030569318.1|DNOV
OG0007704	LOC115620316|XP_030369368.1|SLEB	LOC115765023|XP_030564238.1|DNOV
OG0007705	LOC115629602|XP_030381956.1|SLEB	LOC115766329|XP_030566079.1|DNOV
OG0007706	LOC115627527|XP_030379087.1|SLEB	LOC115767322|XP_030567422.1|DNOV
OG0007707	LOC115633305|XP_030386584.1|SLEB	LOC115766308|XP_030566043.1|DNOV
OG0007708	LOC115627529|XP_030379089.1|SLEB	LOC115765345|XP_030564717.1|DNOV
OG0007709	LOC115629112|XP_030381301.1|SLEB	LOC115768803|XP_030569358.1|DNOV
OG0007710	LOC115627855|XP_030379576.1|SLEB	LOC115765271|XP_030564621.1|DNOV
OG0007711	LOC115627255|XP_030378742.1|SLEB	LOC115766371|XP_030566131.1|DNOV
OG0007712	LOC115629867|XP_030382319.1|SLEB	LOC115767755|XP_030567934.1|DNOV
OG0007713	LOC115629716|XP_030382097.1|SLEB	LOC115768283|XP_030568682.1|DNOV
OG0007714	LOC115627451|XP_030378977.1|SLEB	LOC115765249|XP_030564575.1|DNOV
OG0007716	LOC115629491|XP_030381825.1|SLEB	LOC115765380|XP_030564764.1|DNOV
OG0007717	LOC115620517|XP_030369643.1|SLEB	LOC115764883|XP_030564023.1|DNOV
OG0007718	LOC115626801|XP_030378129.1|SLEB	LOC115768308|XP_030568716.1|DNOV
OG0007719	LOC115628807|XP_030380883.1|SLEB	LOC115764390|XP_030563219.1|DNOV
OG0007720	LOC115628938|XP_030381071.1|SLEB	LOC115764366|XP_030563189.1|DNOV
OG0007721	LOC115627793|XP_030379473.1|SLEB	LOC115765263|XP_030564603.1|DNOV
OG0007722	LOC115627971|XP_030379726.1|SLEB	LOC115765419|XP_030564824.1|DNOV
OG0007723	LOC115628001|XP_030379767.1|SLEB	LOC115765356|XP_030564729.1|DNOV
OG0007724	LOC115631899|XP_030384608.1|SLEB	LOC115765958|XP_030565569.1|DNOV
OG0007725	LOC115629788|XP_030382203.1|SLEB	LOC115771349|XP_030572877.1|DNOV
OG0007726	LOC115627315|XP_030378819.1|SLEB	LOC115768804|XP_030569359.1|DNOV
OG0007727	LOC115625929|XP_030377025.1|SLEB	LOC115768802|XP_030569357.1|DNOV
OG0007728	LOC115628808|XP_030380888.1|SLEB	LOC115768675|XP_030569219.1|DNOV
OG0007729	LOC115627101|XP_030378517.1|SLEB	LOC115768838|XP_030569395.1|DNOV
OG0007730	LOC115628897|XP_030381016.1|SLEB	LOC115768683|XP_030569227.1|DNOV
OG0007731	LOC115623236|XP_030373345.1|SLEB	LOC115769728|XP_030570521.1|DNOV
OG0007732	LOC115627485|XP_030379024.1|SLEB	LOC115764414|XP_030563271.1|DNOV
OG0007733	LOC115627340|XP_030378845.1|SLEB	LOC115766432|XP_030566220.1|DNOV
OG0007735	LOC115626823|XP_030378163.1|SLEB	LOC115767838|XP_030568043.1|DNOV
OG0007736	LOC115626854|XP_030378216.1|SLEB	LOC115768910|XP_030569497.1|DNOV
OG0007737	LOC115621263|XP_030370722.1|SLEB	LOC115771801|XP_030573531.1|DNOV
OG0007738	LOC115620889|XP_030370231.1|SLEB	LOC115764644|XP_030563677.1|DNOV
OG0007739	LOC115628696|XP_030380735.1|SLEB	LOC115768350|XP_030568773.1|DNOV
OG0007740	LOC115628816|XP_030380902.1|SLEB	LOC115767608|XP_030567766.1|DNOV
OG0007741	LOC115629749|XP_030382145.1|SLEB	LOC115768670|XP_030569212.1|DNOV
OG0007742	LOC115627731|XP_030379353.1|SLEB	LOC115765211|XP_030564513.1|DNOV
OG0007743	LOC115621047|XP_030370429.1|SLEB	LOC115764899|XP_030564050.1|DNOV
OG0007744	LOC115629127|XP_030381325.1|SLEB	LOC115762651|XP_030560817.1|DNOV
OG0007745	LOC115621865|XP_030371546.1|SLEB	LOC115761449|XP_030559076.1|DNOV
OG0007746	LOC115620411|XP_030369491.1|SLEB	LOC115757759|XP_030554030.1|DNOV
OG0007747	LOC115627680|XP_030379283.1|SLEB	LOC115767271|XP_030567356.1|DNOV
OG0007748	LOC115627570|XP_030379154.1|SLEB	LOC115764395|XP_030563236.1|DNOV
OG0007749	LOC115626906|XP_030378276.1|SLEB	LOC115768759|XP_030569309.1|DNOV
OG0007750	LOC115620581|XP_030369744.1|SLEB	LOC115757703|XP_030553910.1|DNOV
OG0007751	LOC115631722|XP_030384417.1|SLEB	LOC115765884|XP_030565485.1|DNOV
OG0007752	LOC115626841|XP_030378188.1|SLEB	LOC115767832|XP_030568033.1|DNOV
OG0007753	LOC115627572|XP_030379155.1|SLEB	LOC115765228|XP_030564531.1|DNOV
OG0007754	LOC115629121|XP_030381318.1|SLEB	LOC115767809|XP_030568002.1|DNOV
OG0007755	LOC115629207|XP_030381467.1|SLEB	LOC115767843|XP_030568051.1|DNOV
OG0007756	LOC115626947|XP_030378323.1|SLEB	LOC115768267|XP_030568660.1|DNOV
OG0007757	LOC115627448|XP_030378973.1|SLEB	LOC115767594|XP_030567747.1|DNOV
OG0007758	LOC115625665|XP_030376659.1|SLEB	LOC115763558|XP_030562038.1|DNOV
OG0007759	LOC115620708|XP_030369943.1|SLEB	LOC115759422|XP_030556179.1|DNOV
OG0007760	LOC115628818|XP_030380906.1|SLEB	LOC115764320|XP_030563125.1|DNOV
OG0007761	LOC115629107|XP_030381292.1|SLEB	LOC115767825|XP_030568026.1|DNOV
OG0007762	LOC115629129|XP_030381329.1|SLEB	LOC115767874|XP_030568094.1|DNOV
OG0007763	LOC115631708|XP_030384395.1|SLEB	LOC115765862|XP_030565452.1|DNOV
OG0007764	LOC115626751|XP_030378064.1|SLEB	LOC115767353|XP_030567466.1|DNOV
OG0007765	LOC115626882|XP_030378252.1|SLEB	LOC115767389|XP_030567512.1|DNOV
OG0007766	LOC115620568|XP_030369719.1|SLEB	LOC115761750|XP_030559509.1|DNOV
OG0007767	LOC115627984|XP_030379740.1|SLEB	LOC115766731|XP_030566551.1|DNOV
OG0007768	LOC115626764|XP_030378081.1|SLEB	LOC115764327|XP_030563137.1|DNOV
OG0007769	LOC115629132|XP_030381334.1|SLEB	LOC115767751|XP_030567927.1|DNOV
OG0007770	LOC115624071|XP_030374517.1|SLEB	LOC115767747|XP_030567920.1|DNOV
OG0007771	LOC115626410|XP_030377636.1|SLEB	LOC115758350|XP_030554792.1|DNOV
OG0007772	LOC115628824|XP_030380916.1|SLEB	LOC115767329|XP_030567434.1|DNOV
OG0007773	LOC115626424|XP_030377652.1|SLEB	LOC115759198|XP_030555940.1|DNOV
OG0007774	LOC115628328|XP_030380245.1|SLEB	LOC115771153|XP_030572586.1|DNOV
OG0007775	LOC115629782|XP_030382196.1|SLEB	LOC115765141|XP_030564404.1|DNOV
OG0007776	LOC115627684|XP_030379287.1|SLEB	LOC115764348|XP_030563166.1|DNOV
OG0007777	LOC115633349|XP_030386644.1|SLEB	LOC115765258|XP_030564597.1|DNOV
OG0007778	LOC115627116|XP_030378541.1|SLEB	LOC115768767|XP_030569317.1|DNOV
OG0007779	LOC115632221|XP_030385139.1|SLEB	LOC115762606|XP_030560762.1|DNOV
OG0007780	LOC115633218|XP_030386465.1|SLEB	LOC115767840|XP_030568046.1|DNOV
OG0007781	LOC115629858|XP_030382303.1|SLEB	LOC115768297|XP_030568702.1|DNOV
OG0007782	LOC115629216|XP_030381482.1|SLEB	LOC115768367|XP_030568799.1|DNOV
OG0007783	LOC115629337|XP_030381643.1|SLEB	LOC115768288|XP_030568691.1|DNOV
OG0007784	LOC115621801|XP_030371440.1|SLEB	LOC115771797|XP_030573526.1|DNOV
OG0007785	LOC115629904|XP_030382369.1|SLEB	LOC115766886|XP_030566817.1|DNOV
OG0007786	LOC115631252|XP_030383824.1|SLEB	LOC115765991|XP_030565619.1|DNOV
OG0007787	LOC115620725|XP_030369965.1|SLEB	LOC115761212|XP_030558758.1|DNOV
OG0007788	LOC115621116|XP_030370520.1|SLEB	LOC115771767|XP_030573479.1|DNOV
OG0007789	LOC115620984|XP_030370364.1|SLEB	LOC115761186|XP_030558709.1|DNOV
OG0007790	LOC115621784|XP_030371402.1|SLEB	LOC115764895|XP_030564046.1|DNOV
OG0007791	LOC115620728|XP_030369968.1|SLEB	LOC115765026|XP_030564246.1|DNOV
OG0007792	LOC115627184|XP_030378647.1|SLEB	LOC115768215|XP_030568592.1|DNOV
OG0007793	LOC115623443|XP_030373653.1|SLEB	LOC115765642|XP_030565159.1|DNOV
OG0007794	LOC115629135|XP_030381338.1|SLEB	LOC115769122|XP_030569687.1|DNOV
OG0007795	LOC115627518|XP_030379073.1|SLEB	LOC115766848|XP_030566758.1|DNOV
OG0007797	LOC115620526|XP_030369653.1|SLEB	LOC115761517|XP_030559146.1|DNOV
OG0007798	LOC115621689|XP_030371259.1|SLEB	LOC115761519|XP_030559149.1|DNOV
OG0007799	LOC115621150|XP_030370568.1|SLEB	LOC115761176|XP_030558698.1|DNOV
OG0007800	LOC115621131|XP_030370542.1|SLEB	LOC115761371|XP_030558980.1|DNOV
OG0007801	LOC115628649|XP_030380678.1|SLEB	LOC115760423|XP_030557593.1|DNOV
OG0007802	LOC115625521|XP_030376446.1|SLEB	LOC115761945|XP_030559841.1|DNOV
OG0007803	LOC115621934|XP_030371641.1|SLEB	LOC115759657|XP_030556506.1|DNOV
OG0007804	LOC115628670|XP_030380699.1|SLEB	LOC115767105|XP_030567112.1|DNOV
OG0007805	LOC115628733|XP_030380796.1|SLEB	LOC115767109|XP_030567121.1|DNOV
OG0007806	LOC115628694|XP_030380731.1|SLEB	LOC115767106|XP_030567118.1|DNOV
OG0007809	LOC115627267|XP_030378755.1|SLEB	LOC115768222|XP_030568608.1|DNOV
OG0007810	LOC115626606|XP_030377859.1|SLEB	LOC115769244|XP_030569817.1|DNOV
OG0007811	LOC115620925|XP_030370288.1|SLEB	LOC115761935|XP_030559826.1|DNOV
OG0007812	LOC115627156|XP_030378598.1|SLEB	LOC115767294|XP_030567387.1|DNOV
OG0007813	LOC115621890|XP_030371578.1|SLEB	LOC115761745|XP_030559502.1|DNOV
OG0007814	LOC115629934|XP_030382400.1|SLEB	LOC115766403|XP_030566180.1|DNOV
OG0007815	LOC115627304|XP_030378806.1|SLEB	LOC115766445|XP_030566232.1|DNOV
OG0007816	LOC115628175|XP_030380022.1|SLEB	LOC115771530|XP_030573127.1|DNOV
OG0007817	LOC115621430|XP_030370941.1|SLEB	LOC115771760|XP_030573471.1|DNOV
OG0007818	LOC115620485|XP_030369578.1|SLEB	LOC115764092|XP_030562805.1|DNOV
OG0007819	LOC115627242|XP_030378725.1|SLEB	LOC115768756|XP_030569306.1|DNOV
OG0007820	LOC115621771|XP_030371381.1|SLEB	LOC115771718|XP_030573397.1|DNOV
OG0007821	LOC115621370|XP_030370856.1|SLEB	LOC115761354|XP_030558960.1|DNOV
OG0007822	LOC115621369|XP_030370855.1|SLEB	LOC115761353|XP_030558959.1|DNOV
OG0007823	LOC115621265|XP_030370724.1|SLEB	LOC115761335|XP_030558931.1|DNOV
OG0007824	LOC115621240|XP_030370692.1|SLEB	LOC115764204|XP_030562953.1|DNOV
OG0007825	LOC115621073|XP_030370460.1|SLEB	LOC115761669|XP_030559378.1|DNOV
OG0007826	LOC115621970|XP_030371680.1|SLEB	LOC115772123|XP_030573958.1|DNOV
OG0007827	LOC115633320|XP_030386610.1|SLEB	LOC115767998|XP_030568264.1|DNOV
OG0007828	LOC115624973|XP_030375685.1|SLEB	LOC115762920|XP_030561161.1|DNOV
OG0007829	LOC115620580|XP_030369740.1|SLEB	LOC115761555|XP_030559198.1|DNOV
OG0007830	LOC115621345|XP_030370825.1|SLEB	LOC115761479|XP_030559106.1|DNOV
OG0007831	LOC115629554|XP_030381902.1|SLEB	LOC115767727|XP_030567897.1|DNOV
OG0007832	LOC115629580|XP_030381932.1|SLEB	LOC115766314|XP_030566056.1|DNOV
OG0007833	LOC115626812|XP_030378148.1|SLEB	LOC115767408|XP_030567543.1|DNOV
OG0007836	LOC115621213|XP_030370655.1|SLEB	LOC115764058|XP_030562765.1|DNOV
OG0007837	LOC115621974|XP_030371684.1|SLEB	LOC115764191|XP_030562938.1|DNOV
OG0007838	LOC115621227|XP_030370676.1|SLEB	LOC115764195|XP_030562942.1|DNOV
OG0007839	LOC115633418|XP_030386737.1|SLEB	LOC115767280|XP_030567372.1|DNOV
OG0007840	LOC115620713|XP_030369950.1|SLEB	LOC115761180|XP_030558703.1|DNOV
OG0007841	LOC115621599|XP_030371151.1|SLEB	LOC115771755|XP_030573465.1|DNOV
OG0007842	LOC115621239|XP_030370690.1|SLEB	LOC115764228|XP_030563002.1|DNOV
OG0007843	LOC115620183|XP_030369166.1|SLEB	LOC115764232|XP_030563009.1|DNOV
OG0007844	LOC115629245|XP_030381562.1|SLEB	LOC115760934|XP_030558370.1|DNOV
OG0007845	LOC115621409|XP_030370914.1|SLEB	LOC115761347|XP_030558952.1|DNOV
OG0007846	LOC115627573|XP_030379156.1|SLEB	LOC115767590|XP_030567740.1|DNOV
OG0007848	LOC115620810|XP_030370094.1|SLEB	LOC115764105|XP_030562817.1|DNOV
OG0007849	LOC115620408|XP_030369489.1|SLEB	LOC115759585|XP_030556412.1|DNOV
OG0007850	LOC115620397|XP_030369469.1|SLEB	LOC115759584|XP_030556411.1|DNOV
