Orthogroup	SLEB.longest_only	DKIK.longest_only
OG0007668	LOC115625983|XP_030377089.1|SLEB	LOC108074800|XP_017022474.1|DKIK
OG0007669	LOC115628820|XP_030380908.1|SLEB	LOC108074252|XP_017021706.1|DKIK
OG0007670	LOC115628819|XP_030380907.1|SLEB	LOC108074250|XP_017021705.1|DKIK
OG0007671	LOC115630193|XP_030382620.1|SLEB	LOC108071822|XP_017018217.1|DKIK
OG0007672	LOC115627817|XP_030379507.1|SLEB	LOC108076079|XP_017024280.1|DKIK
OG0007673	LOC115621091|XP_030370485.1|SLEB	LOC108085010|XP_017036938.1|DKIK
OG0007674	LOC115627552|XP_030379129.1|SLEB	LOC108083833|XP_017035296.1|DKIK
OG0007675	LOC115627073|XP_030378480.1|SLEB	LOC108071750|XP_017018063.1|DKIK
OG0007676	LOC115627502|XP_030379051.1|SLEB	LOC108083595|XP_017034947.1|DKIK
OG0007677	LOC115626730|XP_030378036.1|SLEB	LOC108080305|XP_017030468.1|DKIK
OG0007678	LOC115627992|XP_030379747.1|SLEB	LOC108083505|XP_017034802.1|DKIK
OG0007679	LOC115628026|XP_030379822.1|SLEB	LOC108083466|XP_017034739.1|DKIK
OG0007680	LOC115629051|XP_030381218.1|SLEB	LOC108075922|XP_017024046.1|DKIK
OG0007681	LOC115625295|XP_030376169.1|SLEB	LOC108084615|XP_017036389.1|DKIK
OG0007682	LOC115627289|XP_030378780.1|SLEB	LOC108071726|XP_017018040.1|DKIK
OG0007683	LOC115627414|XP_030378936.1|SLEB	LOC108083484|XP_017034769.1|DKIK
OG0007684	LOC115627278|XP_030378768.1|SLEB	LOC108071696|XP_017017999.1|DKIK
OG0007685	LOC115628748|XP_030380815.1|SLEB	LOC108071763|XP_017018086.1|DKIK
OG0007686	LOC115627789|XP_030379470.1|SLEB	LOC108075284|XP_017023163.1|DKIK
OG0007687	LOC115626865|XP_030378231.1|SLEB	LOC108084635|XP_017036415.1|DKIK
OG0007688	LOC115621920|XP_030371623.1|SLEB	LOC108084556|XP_017036297.1|DKIK
OG0007689	LOC115627507|XP_030379061.1|SLEB	LOC108080162|XP_017030294.1|DKIK
OG0007690	LOC115627416|XP_030378938.1|SLEB	LOC108079218|XP_017028982.1|DKIK
OG0007691	LOC115621381|XP_030370870.1|SLEB	LOC108077836|XP_017026851.1|DKIK
OG0007692	LOC115629678|XP_030382058.1|SLEB	LOC108079198|XP_017028949.1|DKIK
OG0007693	LOC115627424|XP_030378957.1|SLEB	LOC108085231|XP_017037259.1|DKIK
OG0007694	LOC115628680|XP_030380713.1|SLEB	LOC108083092|XP_017034232.1|DKIK
OG0007695	LOC115628900|XP_030381019.1|SLEB	LOC108080392|XP_017030609.1|DKIK
OG0007696	LOC115633916|XP_030387284.1|SLEB	LOC108085503|XP_017037612.1|DKIK
OG0007697	LOC115624999|XP_030375734.1|SLEB	LOC108078875|XP_017028489.1|DKIK
OG0007698	LOC115629243|XP_030381519.1|SLEB	LOC108079419|XP_017029235.1|DKIK
OG0007699	LOC115627602|XP_030379184.1|SLEB	LOC108071711|XP_017018021.1|DKIK
OG0007700	LOC115628865|XP_030380977.1|SLEB	LOC108083548|XP_017034882.1|DKIK
OG0007701	LOC115629578|XP_030381930.1|SLEB	LOC108070827|XP_017016938.1|DKIK
OG0007702	LOC115629811|XP_030382238.1|SLEB	LOC108076076|XP_017024276.1|DKIK
OG0007703	LOC115633260|XP_030386525.1|SLEB	LOC108080397|XP_017030613.1|DKIK
OG0007704	LOC115620316|XP_030369368.1|SLEB	LOC108085321|XP_017037366.1|DKIK
OG0007705	LOC115629602|XP_030381956.1|SLEB	LOC108082939|XP_017034035.1|DKIK
OG0007706	LOC115627527|XP_030379087.1|SLEB	LOC108080380|XP_017030591.1|DKIK
OG0007707	LOC115633305|XP_030386584.1|SLEB	LOC108071775|XP_017018109.1|DKIK
OG0007708	LOC115627529|XP_030379089.1|SLEB	LOC108079409|XP_017029225.1|DKIK
OG0007709	LOC115629112|XP_030381301.1|SLEB	LOC108083576|XP_017034922.1|DKIK
OG0007710	LOC115627855|XP_030379576.1|SLEB	LOC108075220|XP_017023051.1|DKIK
OG0007711	LOC115627255|XP_030378742.1|SLEB	LOC108077084|XP_017025744.1|DKIK
OG0007712	LOC115629867|XP_030382319.1|SLEB	LOC108071118|XP_017017298.1|DKIK
OG0007713	LOC115629716|XP_030382097.1|SLEB	LOC108083801|XP_017035218.1|DKIK
OG0007714	LOC115627451|XP_030378977.1|SLEB	LOC108074157|XP_017021553.1|DKIK
OG0007715	LOC115627129|XP_030378561.1|SLEB	LOC108079247|XP_017029024.1|DKIK
OG0007716	LOC115629491|XP_030381825.1|SLEB	LOC108079387|XP_017029199.1|DKIK
OG0007717	LOC115620517|XP_030369643.1|SLEB	LOC108083052|XP_017034172.1|DKIK
OG0007718	LOC115626801|XP_030378129.1|SLEB	LOC108079960|XP_017030010.1|DKIK
OG0007719	LOC115628807|XP_030380883.1|SLEB	LOC108083828|XP_017035280.1|DKIK
OG0007720	LOC115628938|XP_030381071.1|SLEB	LOC108083905|XP_017035390.1|DKIK
OG0007721	LOC115627793|XP_030379473.1|SLEB	LOC108080156|XP_017030283.1|DKIK
OG0007722	LOC115627971|XP_030379726.1|SLEB	LOC108080050|XP_017030117.1|DKIK
OG0007723	LOC115628001|XP_030379767.1|SLEB	LOC108080065|XP_017030139.1|DKIK
OG0007724	LOC115631899|XP_030384608.1|SLEB	LOC108074345|XP_017021858.1|DKIK
OG0007725	LOC115629788|XP_030382203.1|SLEB	LOC108083959|XP_017035455.1|DKIK
OG0007726	LOC115627315|XP_030378819.1|SLEB	LOC108079335|XP_017029127.1|DKIK
OG0007727	LOC115625929|XP_030377025.1|SLEB	LOC108083528|XP_017034851.1|DKIK
OG0007728	LOC115628808|XP_030380888.1|SLEB	LOC108084484|XP_017036200.1|DKIK
OG0007729	LOC115627101|XP_030378517.1|SLEB	LOC108079150|XP_017028887.1|DKIK
OG0007730	LOC115628897|XP_030381016.1|SLEB	LOC108084490|XP_017036212.1|DKIK
OG0007731	LOC115623236|XP_030373345.1|SLEB	LOC108071486|XP_017017733.1|DKIK
OG0007732	LOC115627485|XP_030379024.1|SLEB	LOC108080169|XP_017030302.1|DKIK
OG0007733	LOC115627340|XP_030378845.1|SLEB	LOC108071792|XP_017018161.1|DKIK
OG0007735	LOC115626823|XP_030378163.1|SLEB	LOC108083452|XP_017034711.1|DKIK
OG0007736	LOC115626854|XP_030378216.1|SLEB	LOC108079424|XP_017029244.1|DKIK
OG0007737	LOC115621263|XP_030370722.1|SLEB	LOC108071342|XP_017017557.1|DKIK
OG0007738	LOC115620889|XP_030370231.1|SLEB	LOC108071328|XP_017017530.1|DKIK
OG0007739	LOC115628696|XP_030380735.1|SLEB	LOC108082948|XP_017034053.1|DKIK
OG0007740	LOC115628816|XP_030380902.1|SLEB	LOC108079271|XP_017029054.1|DKIK
OG0007741	LOC115629749|XP_030382145.1|SLEB	LOC108080524|XP_017030804.1|DKIK
OG0007742	LOC115627731|XP_030379353.1|SLEB	LOC108071829|XP_017018226.1|DKIK
OG0007743	LOC115621047|XP_030370429.1|SLEB	LOC108074367|XP_017021881.1|DKIK
OG0007744	LOC115629127|XP_030381325.1|SLEB	LOC108076099|XP_017024315.1|DKIK
OG0007745	LOC115621865|XP_030371546.1|SLEB	LOC108083931|XP_017035421.1|DKIK
OG0007746	LOC115620411|XP_030369491.1|SLEB	LOC108085055|XP_017037004.1|DKIK
OG0007747	LOC115627680|XP_030379283.1|SLEB	LOC108082931|XP_017034022.1|DKIK
OG0007748	LOC115627570|XP_030379154.1|SLEB	LOC108080053|XP_017030123.1|DKIK
OG0007749	LOC115626906|XP_030378276.1|SLEB	LOC108083429|XP_017034673.1|DKIK
OG0007750	LOC115620581|XP_030369744.1|SLEB	LOC108073723|XP_017020958.1|DKIK
OG0007751	LOC115631722|XP_030384417.1|SLEB	LOC108074316|XP_017021801.1|DKIK
OG0007752	LOC115626841|XP_030378188.1|SLEB	LOC108079458|XP_017029286.1|DKIK
OG0007753	LOC115627572|XP_030379155.1|SLEB	LOC108080107|XP_017030211.1|DKIK
OG0007754	LOC115629121|XP_030381318.1|SLEB	LOC108071785|XP_017018137.1|DKIK
OG0007755	LOC115629207|XP_030381467.1|SLEB	LOC108071732|XP_017018046.1|DKIK
OG0007756	LOC115626947|XP_030378323.1|SLEB	LOC108083578|XP_017034926.1|DKIK
OG0007757	LOC115627448|XP_030378973.1|SLEB	LOC108071748|XP_017018061.1|DKIK
OG0007758	LOC115625665|XP_030376659.1|SLEB	LOC108079981|XP_017030035.1|DKIK
OG0007759	LOC115620708|XP_030369943.1|SLEB	LOC108079320|XP_017029102.1|DKIK, LOC108073730|XP_017020978.1|DKIK
OG0007760	LOC115628818|XP_030380906.1|SLEB	LOC108079348|XP_017029144.1|DKIK
OG0007761	LOC115629107|XP_030381292.1|SLEB	LOC108071823|XP_017018219.1|DKIK
OG0007762	LOC115629129|XP_030381329.1|SLEB	LOC108071817|XP_017018210.1|DKIK
OG0007763	LOC115631708|XP_030384395.1|SLEB	LOC108074330|XP_017021828.1|DKIK
OG0007764	LOC115626751|XP_030378064.1|SLEB	LOC108079321|XP_017029103.1|DKIK
OG0007765	LOC115626882|XP_030378252.1|SLEB	LOC108079331|XP_017029122.1|DKIK
OG0007766	LOC115620568|XP_030369719.1|SLEB	LOC108074113|XP_017021500.1|DKIK
OG0007767	LOC115627984|XP_030379740.1|SLEB	LOC108075357|XP_017023257.1|DKIK
OG0007768	LOC115626764|XP_030378081.1|SLEB	LOC108079462|XP_017029292.1|DKIK
OG0007769	LOC115629132|XP_030381334.1|SLEB	LOC108080530|XP_017030818.1|DKIK
OG0007770	LOC115624071|XP_030374517.1|SLEB	LOC108077185|XP_017025916.1|DKIK
OG0007771	LOC115626410|XP_030377636.1|SLEB	LOC108085248|XP_017037284.1|DKIK
OG0007772	LOC115628824|XP_030380916.1|SLEB	LOC108079451|XP_017029274.1|DKIK
OG0007773	LOC115626424|XP_030377652.1|SLEB	LOC108075913|XP_017024030.1|DKIK
OG0007774	LOC115628328|XP_030380245.1|SLEB	LOC108078425|XP_017027782.1|DKIK
OG0007775	LOC115629782|XP_030382196.1|SLEB	LOC108077073|XP_017025733.1|DKIK
OG0007776	LOC115627684|XP_030379287.1|SLEB	LOC108083397|XP_017034638.1|DKIK
OG0007777	LOC115633349|XP_030386644.1|SLEB	LOC108080125|XP_017030245.1|DKIK
OG0007778	LOC115627116|XP_030378541.1|SLEB	LOC108079202|XP_017028955.1|DKIK
OG0007779	LOC115632221|XP_030385139.1|SLEB	LOC108084430|XP_017036126.1|DKIK
OG0007780	LOC115633218|XP_030386465.1|SLEB	LOC108080130|XP_017030250.1|DKIK
OG0007781	LOC115629858|XP_030382303.1|SLEB	LOC108079950|XP_017029993.1|DKIK
OG0007782	LOC115629216|XP_030381482.1|SLEB	LOC108083871|XP_017035349.1|DKIK
OG0007783	LOC115629337|XP_030381643.1|SLEB	LOC108079147|XP_017028883.1|DKIK
OG0007784	LOC115621801|XP_030371440.1|SLEB	LOC108077759|XP_017026729.1|DKIK
OG0007785	LOC115629904|XP_030382369.1|SLEB	LOC108083545|XP_017034879.1|DKIK
OG0007786	LOC115631252|XP_030383824.1|SLEB	LOC108074267|XP_017021726.1|DKIK
OG0007787	LOC115620725|XP_030369965.1|SLEB	LOC108077639|XP_017026542.1|DKIK
OG0007788	LOC115621116|XP_030370520.1|SLEB	LOC108084182|XP_017035762.1|DKIK
OG0007789	LOC115620984|XP_030370364.1|SLEB	LOC108071245|XP_017017419.1|DKIK
OG0007790	LOC115621784|XP_030371402.1|SLEB	LOC108083961|XP_017035457.1|DKIK
OG0007791	LOC115620728|XP_030369968.1|SLEB	LOC108079964|XP_017030014.1|DKIK, LOC108083980|XP_017035480.1|DKIK
OG0007792	LOC115627184|XP_030378647.1|SLEB	LOC108077009|XP_017025578.1|DKIK
OG0007793	LOC115623443|XP_030373653.1|SLEB	LOC108077724|XP_017026667.1|DKIK
OG0007794	LOC115629135|XP_030381338.1|SLEB	LOC108079399|XP_017029213.1|DKIK
OG0007795	LOC115627518|XP_030379073.1|SLEB	LOC108074909|XP_017022627.1|DKIK
OG0007796	LOC115629032|XP_030381194.1|SLEB	LOC108073521|XP_017020689.1|DKIK
OG0007797	LOC115620526|XP_030369653.1|SLEB	LOC108085871|XP_017038118.1|DKIK
OG0007798	LOC115621689|XP_030371259.1|SLEB	LOC108085872|XP_017038120.1|DKIK
OG0007799	LOC115621150|XP_030370568.1|SLEB	LOC108084258|XP_017035890.1|DKIK
OG0007800	LOC115621131|XP_030370542.1|SLEB	LOC108075408|XP_017023322.1|DKIK
OG0007801	LOC115628649|XP_030380678.1|SLEB	LOC108073495|XP_017020644.1|DKIK
OG0007802	LOC115625521|XP_030376446.1|SLEB	LOC108073423|XP_017020531.1|DKIK
OG0007803	LOC115621934|XP_030371641.1|SLEB	LOC108085662|XP_017037841.1|DKIK
OG0007804	LOC115628670|XP_030380699.1|SLEB	LOC108074150|XP_017021539.1|DKIK
OG0007805	LOC115628733|XP_030380796.1|SLEB	LOC108080150|XP_017030277.1|DKIK
OG0007806	LOC115628694|XP_030380731.1|SLEB	LOC108080149|XP_017030276.1|DKIK
OG0007808	LOC115629998|XP_030382486.1|SLEB	LOC108073329|XP_017020378.1|DKIK
OG0007809	LOC115627267|XP_030378755.1|SLEB	LOC108074170|XP_017021589.1|DKIK
OG0007810	LOC115626606|XP_030377859.1|SLEB	LOC108079968|XP_017030021.1|DKIK, LOC108077332|XP_017026108.1|DKIK
OG0007811	LOC115620925|XP_030370288.1|SLEB	LOC108084940|XP_017036827.1|DKIK
OG0007812	LOC115627156|XP_030378598.1|SLEB	LOC108071851|XP_017018255.1|DKIK
OG0007813	LOC115621890|XP_030371578.1|SLEB	LOC108075583|XP_017023590.1|DKIK
OG0007814	LOC115629934|XP_030382400.1|SLEB	LOC108083585|XP_017034933.1|DKIK
OG0007815	LOC115627304|XP_030378806.1|SLEB	LOC108077020|XP_017025616.1|DKIK
OG0007816	LOC115628175|XP_030380022.1|SLEB	LOC108075101|XP_017022872.1|DKIK
OG0007817	LOC115621430|XP_030370941.1|SLEB	LOC108070703|XP_017016781.1|DKIK
OG0007818	LOC115620485|XP_030369578.1|SLEB	LOC108084627|XP_017036405.1|DKIK
OG0007819	LOC115627242|XP_030378725.1|SLEB	LOC108083416|XP_017034660.1|DKIK
OG0007820	LOC115621771|XP_030371381.1|SLEB	LOC108086036|XP_017038342.1|DKIK
OG0007821	LOC115621370|XP_030370856.1|SLEB	LOC108085918|XP_017038182.1|DKIK
OG0007822	LOC115621369|XP_030370855.1|SLEB	LOC108085917|XP_017038180.1|DKIK
OG0007823	LOC115621265|XP_030370724.1|SLEB	LOC108085898|XP_017038151.1|DKIK
OG0007824	LOC115621240|XP_030370692.1|SLEB	LOC108075716|XP_017023743.1|DKIK
OG0007825	LOC115621073|XP_030370460.1|SLEB	LOC108080790|XP_017031153.1|DKIK
OG0007826	LOC115621970|XP_030371680.1|SLEB	LOC108081062|XP_017031530.1|DKIK
OG0007827	LOC115633320|XP_030386610.1|SLEB	LOC108080510|XP_017030775.1|DKIK
OG0007828	LOC115624973|XP_030375685.1|SLEB	LOC108083135|XP_017034303.1|DKIK
OG0007829	LOC115620580|XP_030369740.1|SLEB	LOC108077805|XP_017026809.1|DKIK
OG0007830	LOC115621345|XP_030370825.1|SLEB	LOC108084303|XP_017035955.1|DKIK
OG0007831	LOC115629554|XP_030381902.1|SLEB	LOC108080514|XP_017030782.1|DKIK
OG0007832	LOC115629580|XP_030381932.1|SLEB	LOC108080158|XP_017030289.1|DKIK
OG0007833	LOC115626812|XP_030378148.1|SLEB	LOC108083410|XP_017034652.1|DKIK
OG0007834	LOC115628204|XP_030380057.1|SLEB	LOC108073501|XP_017020657.1|DKIK
OG0007835	LOC115629543|XP_030381886.1|SLEB	LOC108073511|XP_017020672.1|DKIK
OG0007836	LOC115621213|XP_030370655.1|SLEB	LOC108084065|XP_017035573.1|DKIK
OG0007837	LOC115621974|XP_030371684.1|SLEB	LOC108085623|XP_017037784.1|DKIK
OG0007838	LOC115621227|XP_030370676.1|SLEB	LOC108085603|XP_017037761.1|DKIK
OG0007839	LOC115633418|XP_030386737.1|SLEB	LOC108076907|XP_017025440.1|DKIK
OG0007840	LOC115620713|XP_030369950.1|SLEB	LOC108077741|XP_017026694.1|DKIK
OG0007841	LOC115621599|XP_030371151.1|SLEB	LOC108073580|XP_017020755.1|DKIK
OG0007842	LOC115621239|XP_030370690.1|SLEB	LOC108075731|XP_017023763.1|DKIK
OG0007843	LOC115620183|XP_030369166.1|SLEB	LOC108075697|XP_017023710.1|DKIK
OG0007844	LOC115629245|XP_030381562.1|SLEB	LOC108076587|XP_017024987.1|DKIK
OG0007845	LOC115621409|XP_030370914.1|SLEB	LOC108074045|XP_017021402.1|DKIK
OG0007846	LOC115627573|XP_030379156.1|SLEB	LOC108083880|XP_017035359.1|DKIK
OG0007848	LOC115620810|XP_030370094.1|SLEB	LOC108084616|XP_017036390.1|DKIK
OG0007849	LOC115620408|XP_030369489.1|SLEB	LOC108081165|XP_017031708.1|DKIK
OG0007850	LOC115620397|XP_030369469.1|SLEB	LOC108081164|XP_017031707.1|DKIK
OG0007851	LOC115621533|XP_030371058.1|SLEB	LOC108084928|XP_017036814.1|DKIK
OG0007852	LOC115622041|XP_030371769.1|SLEB	LOC108077844|XP_017026861.1|DKIK
OG0007853	LOC115621947|XP_030371654.1|SLEB	LOC108080888|XP_017031280.1|DKIK
OG0007854	LOC115621086|XP_030370479.1|SLEB	LOC108084600|XP_017036367.1|DKIK
OG0007855	LOC115625473|XP_030376382.1|SLEB	LOC108084130|XP_017035657.1|DKIK
OG0007856	LOC115621566|XP_030371107.1|SLEB	LOC108084617|XP_017036391.1|DKIK
OG0007857	LOC115620948|XP_030370323.1|SLEB	LOC108081199|XP_017031754.1|DKIK
OG0007858	LOC115632038|XP_030384863.1|SLEB	LOC108079677|XP_017029565.1|DKIK
OG0007859	LOC115630198|XP_030382626.1|SLEB	LOC108078866|XP_017028468.1|DKIK
OG0007860	LOC115620888|XP_030370230.1|SLEB	LOC108085044|XP_017036993.1|DKIK
OG0007861	LOC115628786|XP_030380861.1|SLEB	LOC108073368|XP_017020421.1|DKIK
OG0007862	LOC115621915|XP_030371616.1|SLEB	LOC108085864|XP_017038111.1|DKIK
OG0007863	LOC115631742|XP_030384441.1|SLEB	LOC108077005|XP_017025569.1|DKIK
OG0007864	LOC115625108|XP_030375873.1|SLEB	LOC108085008|XP_017036932.1|DKIK
OG0007865	LOC115632478|XP_030385512.1|SLEB	LOC108073810|XP_017021074.1|DKIK
OG0007866	LOC115620417|XP_030369500.1|SLEB	LOC108075416|XP_017023330.1|DKIK
OG0007867	LOC115621733|XP_030371323.1|SLEB	LOC108084289|XP_017035936.1|DKIK
OG0007868	LOC115621683|XP_030371254.1|SLEB	LOC108073435|XP_017020544.1|DKIK
OG0007869	LOC115628955|XP_030381091.1|SLEB	LOC108080317|XP_017030496.1|DKIK
OG0007870	LOC115623174|XP_030373250.1|SLEB	LOC108073427|XP_017020535.1|DKIK
OG0007871	LOC115629923|XP_030382388.1|SLEB	LOC108085064|XP_017037015.1|DKIK
OG0007872	LOC115623012|XP_030373043.1|SLEB	LOC108071487|XP_017017738.1|DKIK
OG0007873	LOC115622348|XP_030372121.1|SLEB	LOC108084428|XP_017036124.1|DKIK
OG0007874	LOC115629663|XP_030382038.1|SLEB	LOC108079413|XP_017029228.1|DKIK
OG0007875	LOC115620395|XP_030369472.1|SLEB	LOC108074472|XP_017022029.1|DKIK
OG0007876	LOC115628887|XP_030381004.1|SLEB	LOC108080408|XP_017030625.1|DKIK
OG0007877	LOC115627149|XP_030378587.1|SLEB	LOC108085069|XP_017037024.1|DKIK
OG0007878	LOC115623116|XP_030373186.1|SLEB	LOC108076774|XP_017025267.1|DKIK
OG0007879	LOC115632281|XP_030385230.1|SLEB	LOC108071868|XP_017018285.1|DKIK
OG0007880	LOC115620045|XP_030369025.1|SLEB	LOC108083872|XP_017035350.1|DKIK
OG0007881	LOC115628339|XP_030380262.1|SLEB	LOC108072653|XP_017019374.1|DKIK
OG0007882	LOC115628325|XP_030380241.1|SLEB	LOC108072776|XP_017019545.1|DKIK
OG0007883	LOC115628287|XP_030380184.1|SLEB	LOC108072802|XP_017019577.1|DKIK
OG0007884	LOC115632443|XP_030385449.1|SLEB	LOC108078563|XP_017027971.1|DKIK
OG0007885	LOC115627816|XP_030379511.1|SLEB	LOC108074473|XP_017022033.1|DKIK
OG0007886	LOC115626608|XP_030377861.1|SLEB	LOC108077442|XP_017026250.1|DKIK
OG0007887	LOC115628324|XP_030380239.1|SLEB	LOC108072775|XP_017019544.1|DKIK
OG0007888	LOC115633004|XP_030386189.1|SLEB	LOC108071961|XP_017018425.1|DKIK
OG0007889	LOC115622658|XP_030372528.1|SLEB	LOC108071975|XP_017018440.1|DKIK
OG0007890	LOC115633135|XP_030386397.1|SLEB	LOC108071959|XP_017018419.1|DKIK
OG0007891	LOC115621791|XP_030371422.1|SLEB	LOC108081158|XP_017031688.1|DKIK
OG0007892	LOC115620016|XP_030368981.1|SLEB	LOC108070931|XP_017017072.1|DKIK
OG0007893	LOC115633297|XP_030386572.1|SLEB	LOC108076437|XP_017024781.1|DKIK
OG0007894	LOC115632115|XP_030384967.1|SLEB	LOC108078872|XP_017028473.1|DKIK
OG0007895	LOC115633158|XP_030386428.1|SLEB	LOC108079039|XP_017028708.1|DKIK
OG0007896	LOC115632236|XP_030385156.1|SLEB	LOC108080679|XP_017031004.1|DKIK
OG0007897	LOC115622551|XP_030372378.1|SLEB	LOC108070488|XP_017016469.1|DKIK
OG0007898	LOC115632422|XP_030385423.1|SLEB	LOC108075075|XP_017022846.1|DKIK
OG0007899	LOC115632515|XP_030385566.1|SLEB	LOC108071950|XP_017018405.1|DKIK
OG0007900	LOC115623428|XP_030373659.1|SLEB	LOC108081014|XP_017031443.1|DKIK
OG0007901	LOC115623237|XP_030373349.1|SLEB	LOC108077528|XP_017026382.1|DKIK
OG0007902	LOC115626738|XP_030378047.1|SLEB	LOC108084494|XP_017036220.1|DKIK
OG0007903	LOC115632728|XP_030385833.1|SLEB	LOC108078705|XP_017028152.1|DKIK
OG0007904	LOC115632418|XP_030385417.1|SLEB	LOC108083685|XP_017035055.1|DKIK
OG0007905	LOC115630460|XP_030382885.1|SLEB	LOC108077036|XP_017025654.1|DKIK
OG0007906	LOC115622350|XP_030372124.1|SLEB	LOC108085988|XP_017038278.1|DKIK
OG0007907	LOC115622162|XP_030371891.1|SLEB	LOC108070578|XP_017016621.1|DKIK
OG0007908	LOC115622163|XP_030371892.1|SLEB	LOC108070579|XP_017016622.1|DKIK
OG0007909	LOC115626813|XP_030378149.1|SLEB	LOC108083841|XP_017035309.1|DKIK
OG0007910	LOC115630974|XP_030383419.1|SLEB	LOC108085548|XP_017037672.1|DKIK
OG0007911	LOC115628226|XP_030380090.1|SLEB	LOC108071930|XP_017018383.1|DKIK
OG0007912	LOC115628326|XP_030380243.1|SLEB	LOC108079879|XP_017029884.1|DKIK
OG0007913	LOC115628227|XP_030380091.1|SLEB	LOC108071933|XP_017018385.1|DKIK
OG0007914	LOC115634027|XP_030387427.1|SLEB	LOC108073796|XP_017021056.1|DKIK
OG0007915	LOC115632300|XP_030385261.1|SLEB	LOC108079905|XP_017029928.1|DKIK
OG0007916	LOC115626568|XP_030377807.1|SLEB	LOC108074144|XP_017021536.1|DKIK
OG0007917	LOC115633686|XP_030387003.1|SLEB	LOC108076194|XP_017024416.1|DKIK
OG0007918	LOC115625242|XP_030376097.1|SLEB	LOC108080722|XP_017031064.1|DKIK
OG0007919	LOC115624003|XP_030374438.1|SLEB	LOC108078398|XP_017027743.1|DKIK
OG0007920	LOC115633978|XP_030387359.1|SLEB	LOC108074670|XP_017022278.1|DKIK
OG0007921	LOC115634182|XP_030387627.1|SLEB	LOC108078017|XP_017027067.1|DKIK
OG0007922	LOC115624244|XP_030374723.1|SLEB	LOC108080495|XP_017030745.1|DKIK
OG0007923	LOC115626747|XP_030378059.1|SLEB	LOC108084474|XP_017036182.1|DKIK
OG0007924	LOC115620704|XP_030369941.1|SLEB	LOC108078374|XP_017027691.1|DKIK
OG0007925	LOC115630105|XP_030382583.1|SLEB	LOC108072240|XP_017018790.1|DKIK
OG0007926	LOC115634212|XP_030387664.1|SLEB	LOC108072982|XP_017019913.1|DKIK
OG0007927	LOC115629008|XP_030381155.1|SLEB	LOC108075887|XP_017023983.1|DKIK
OG0007928	LOC115626604|XP_030377855.1|SLEB	LOC108074811|XP_017022495.1|DKIK
OG0007929	LOC115625759|XP_030376777.1|SLEB	LOC108075920|XP_017024043.1|DKIK
OG0007930	LOC115624905|XP_030375614.1|SLEB	LOC108072277|XP_017018832.1|DKIK
OG0007931	LOC115625924|XP_030377019.1|SLEB	LOC108082820|XP_017033868.1|DKIK
OG0007932	LOC115627732|XP_030379354.1|SLEB	LOC108071844|XP_017018247.1|DKIK
OG0007933	LOC115623377|XP_030373533.1|SLEB	LOC108077816|XP_017026828.1|DKIK
OG0007934	LOC115626399|XP_030377622.1|SLEB	LOC108080585|XP_017030879.1|DKIK
OG0007935	LOC115626159|XP_030377293.1|SLEB	LOC108075854|XP_017023932.1|DKIK
OG0007936	LOC115632050|XP_030384883.1|SLEB	LOC108077160|XP_017025882.1|DKIK
OG0007937	LOC115632023|XP_030384828.1|SLEB	LOC108079604|XP_017029453.1|DKIK
OG0007938	LOC115630446|XP_030382868.1|SLEB	LOC108077060|XP_017025715.1|DKIK
OG0007939	LOC115631080|XP_030383587.1|SLEB	LOC108086170|XP_017038521.1|DKIK
OG0007940	LOC115632047|XP_030384879.1|SLEB	LOC108086108|XP_017038426.1|DKIK
OG0007941	LOC115632299|XP_030385262.1|SLEB	LOC108075473|XP_017023419.1|DKIK
OG0007942	LOC115629229|XP_030381499.1|SLEB	LOC108080528|XP_017030817.1|DKIK
OG0007943	LOC115626087|XP_030377200.1|SLEB	LOC108072484|XP_017019138.1|DKIK
OG0007944	LOC115628225|XP_030380089.1|SLEB	LOC108079742|XP_017029645.1|DKIK
OG0007945	LOC115628479|XP_030380461.1|SLEB	LOC108077076|XP_017025732.1|DKIK
OG0007946	LOC115625971|XP_030377075.1|SLEB	LOC108072096|XP_017018598.1|DKIK
OG0007947	LOC115626172|XP_030377309.1|SLEB	LOC108072609|XP_017019321.1|DKIK
OG0007948	LOC115626302|XP_030377490.1|SLEB	LOC108075881|XP_017023975.1|DKIK
OG0007949	LOC115629671|XP_030382049.1|SLEB	LOC108079426|XP_017029246.1|DKIK
OG0007950	LOC115630751|XP_030383266.1|SLEB	LOC108074776|XP_017022443.1|DKIK
OG0007951	LOC115630945|XP_030383374.1|SLEB	LOC108086219|XP_017038574.1|DKIK
OG0007952	LOC115631099|XP_030383613.1|SLEB	LOC108077275|XP_017026037.1|DKIK
OG0007953	LOC115625672|XP_030376668.1|SLEB	LOC108082711|XP_017033708.1|DKIK
OG0007954	LOC115629016|XP_030381172.1|SLEB	LOC108075957|XP_017024094.1|DKIK
OG0007955	LOC115626121|XP_030377234.1|SLEB	LOC108082021|XP_017032776.1|DKIK
OG0007956	LOC115629045|XP_030381207.1|SLEB	LOC108082808|XP_017033856.1|DKIK
OG0007957	LOC115630733|XP_030383247.1|SLEB	LOC108076959|XP_017025497.1|DKIK
OG0007958	LOC115629797|XP_030382219.1|SLEB	LOC108077000|XP_017025566.1|DKIK
OG0007959	LOC115631825|XP_030384525.1|SLEB	LOC108083884|XP_017035367.1|DKIK
