Orthogroup	SLEB.longest_only	DALB.longest_only
OG0008421	LOC115627796|XP_030379483.1|SLEB	LOC117570887|XP_034108679.1|DALB
OG0008422	LOC115627032|XP_030378422.1|SLEB	LOC117568096|XP_034104372.1|DALB
OG0008423	LOC115634625|XP_030388339.1|SLEB	LOC117569845|XP_034107065.1|DALB
OG0008424	LOC115626678|XP_030377965.1|SLEB	LOC117571780|XP_034110032.1|DALB
OG0008425	LOC115625190|XP_030376016.1|SLEB	LOC117575967|XP_034116337.1|DALB
OG0008426	LOC115634545|XP_030388215.1|SLEB	LOC117567901|XP_034104065.1|DALB
OG0008427	LOC115629382|XP_030381696.1|SLEB	LOC117578271|XP_034119585.1|DALB
OG0008428	LOC115627899|XP_030379653.1|SLEB	LOC117577836|XP_034118668.1|DALB
OG0008429	LOC115623600|XP_030373873.1|SLEB	LOC117575584|XP_034115742.1|DALB
OG0008430	LOC115629358|XP_030381670.1|SLEB	LOC117578278|XP_034119596.1|DALB
OG0008431	LOC115631027|XP_030383547.1|SLEB	LOC117571485|XP_034109542.1|DALB
OG0008432	LOC115621402|XP_030370906.1|SLEB	LOC117573411|XP_034112505.1|DALB
OG0008433	LOC115623184|XP_030373265.1|SLEB	LOC117567731|XP_034103786.1|DALB
OG0008434	LOC115621521|XP_030371046.1|SLEB	LOC117574490|XP_034114219.1|DALB
OG0008436	LOC115626943|XP_030378322.1|SLEB	LOC117569178|XP_034106138.1|DALB
OG0008438	LOC115624026|XP_030374463.1|SLEB	LOC117575325|XP_034115371.1|DALB
OG0008439	LOC115633692|XP_030387008.1|SLEB	LOC117570421|XP_034107945.1|DALB
OG0008440	LOC115623447|XP_030373657.1|SLEB	LOC117575403|XP_034115473.1|DALB
OG0008441	LOC115632285|XP_030385233.1|SLEB	LOC117569990|XP_034107261.1|DALB
OG0008442	LOC115626964|XP_030378342.1|SLEB	LOC117566491|XP_034101919.1|DALB
OG0008443	LOC115624575|XP_030375166.1|SLEB	LOC117571217|XP_034109156.1|DALB
OG0008444	LOC115623279|XP_030373422.1|SLEB	LOC117569482|XP_034106543.1|DALB
OG0008445	LOC115627035|XP_030378426.1|SLEB	LOC117577561|XP_034118286.1|DALB
OG0008446	LOC115627323|XP_030378826.1|SLEB	LOC117577963|XP_034118903.1|DALB
OG0008447	LOC115628836|XP_030380935.1|SLEB	LOC117567154|XP_034102861.1|DALB
OG0008448	LOC115629343|XP_030381652.1|SLEB	LOC117566630|XP_034102065.1|DALB
OG0008449	LOC115627631|XP_030379227.1|SLEB	LOC117578205|XP_034119433.1|DALB
OG0008450	LOC115629625|XP_030381986.1|SLEB	LOC117573887|XP_034113268.1|DALB
OG0008451	LOC115624155|XP_030374612.1|SLEB	LOC117574256|XP_034113877.1|DALB
OG0008452	LOC115631572|XP_030384224.1|SLEB	LOC117565540|XP_034100575.1|DALB
OG0008453	LOC115629687|XP_030382071.1|SLEB	LOC117572528|XP_034111279.1|DALB
OG0008454	LOC115629250|XP_030381527.1|SLEB	LOC117569505|XP_034106582.1|DALB
OG0008455	LOC115628391|XP_030380335.1|SLEB	LOC117572114|XP_034110626.1|DALB
OG0008456	LOC115623318|XP_030373439.1|SLEB	LOC117576492|XP_034117158.1|DALB
OG0008457	LOC115623640|XP_030373944.1|SLEB	LOC117574230|XP_034113830.1|DALB
OG0008459	LOC115620697|XP_030369927.1|SLEB	LOC117573676|XP_034112900.1|DALB
OG0008460	LOC115626344|XP_030377553.1|SLEB	LOC117565695|XP_034100822.1|DALB
OG0008461	LOC115631987|XP_030384766.1|SLEB	LOC117565139|XP_034100002.1|DALB
OG0008462	LOC115631737|XP_030384435.1|SLEB	LOC117564736|XP_034099515.1|DALB
OG0008463	LOC115631964|XP_030384687.1|SLEB	LOC117564122|XP_034098671.1|DALB
OG0008464	LOC115631726|XP_030384424.1|SLEB	LOC117570449|XP_034107998.1|DALB
OG0008465	LOC115623043|XP_030373083.1|SLEB	LOC117567776|XP_034103866.1|DALB
OG0008466	LOC115634103|XP_030387519.1|SLEB	LOC117571723|XP_034109920.1|DALB
OG0008467	LOC115628930|XP_030381056.1|SLEB	LOC117569959|XP_034107222.1|DALB
OG0008468	LOC115631849|XP_030384553.1|SLEB	LOC117564718|XP_034099492.1|DALB
OG0008469	LOC115626097|XP_030377243.1|SLEB	LOC117569182|XP_034106141.1|DALB
OG0008470	LOC115626501|XP_030377750.1|SLEB	LOC117567466|XP_034103376.1|DALB
OG0008472	LOC115628381|XP_030380326.1|SLEB	LOC117567947|XP_034104136.1|DALB
OG0008473	LOC115628045|XP_030379849.1|SLEB	LOC117577824|XP_034118649.1|DALB
OG0008474	LOC115625214|XP_030376044.1|SLEB	LOC117576336|XP_034116901.1|DALB
OG0008476	LOC115625453|XP_030376361.1|SLEB	LOC117576143|XP_034116601.1|DALB
OG0008477	LOC115629917|XP_030382385.1|SLEB, LOC115619971|XP_030368867.1|SLEB	LOC117569048|XP_034105941.1|DALB
OG0008479	LOC115624537|XP_030375121.1|SLEB	LOC117572684|XP_034111612.1|DALB
OG0008480	LOC115622419|XP_030372214.1|SLEB	LOC117567606|XP_034103584.1|DALB
OG0008481	LOC115633300|XP_030386571.1|SLEB	LOC117578086|XP_034119138.1|DALB
OG0008482	LOC115632150|XP_030385028.1|SLEB	LOC117568650|XP_034105336.1|DALB
OG0008483	LOC115631720|XP_030384415.1|SLEB	LOC117578379|XP_034119704.1|DALB
OG0008484	LOC115624119|XP_030374574.1|SLEB	LOC117575650|XP_034115828.1|DALB
OG0008485	LOC115626299|XP_030377487.1|SLEB	LOC117565260|XP_034100171.1|DALB
OG0008486	LOC115627746|XP_030379380.1|SLEB	LOC117573257|XP_034112226.1|DALB
OG0008487	LOC115633247|XP_030386503.1|SLEB	LOC117570309|XP_034107733.1|DALB, LOC117576787|XP_034117729.1|DALB
OG0008488	LOC115624309|XP_030374792.1|SLEB	LOC117576154|XP_034116618.1|DALB
OG0008489	LOC115624247|XP_030374728.1|SLEB	LOC117574727|XP_034114548.1|DALB
OG0008489	LOC115624266|XP_030374750.1|SLEB	LOC117575320|XP_034115368.1|DALB
OG0008490	LOC115624139|XP_030374595.1|SLEB	LOC117574758|XP_034114593.1|DALB
OG0008491	LOC115620974|XP_030370355.1|SLEB	LOC117575778|XP_034116036.1|DALB
OG0008493	LOC115626024|XP_030377133.1|SLEB	LOC117564418|XP_034099040.1|DALB
OG0008494	LOC115632642|XP_030385732.1|SLEB, LOC115634759|XP_030388510.1|SLEB, LOC115632867|XP_030385990.1|SLEB	LOC117568155|XP_034104464.1|DALB
OG0008495	LOC115634695|XP_030388430.1|SLEB	LOC117572772|XP_034111750.1|DALB
OG0008496	LOC115623032|XP_030373072.1|SLEB	LOC117567775|XP_034103865.1|DALB
OG0008497	LOC115634074|XP_030387481.1|SLEB	LOC117568950|XP_034105780.1|DALB
OG0008498	LOC115621705|XP_030371275.1|SLEB	LOC117570769|XP_034108496.1|DALB
OG0008499	LOC115632157|XP_030385046.1|SLEB	LOC117568682|XP_034105381.1|DALB
OG0008500	LOC115631282|XP_030383859.1|SLEB, LOC115631272|XP_030383847.1|SLEB	LOC117568805|XP_034105557.1|DALB
OG0008501	LOC115622997|XP_030373016.1|SLEB	LOC117568787|XP_034105517.1|DALB
OG0008502	LOC115627201|XP_030378679.1|SLEB	LOC117572132|XP_034110660.1|DALB
OG0008503	LOC115628936|XP_030381068.1|SLEB	LOC117569124|XP_034106039.1|DALB
OG0008504	LOC115633038|XP_030386242.1|SLEB	LOC117568113|XP_034104405.1|DALB
OG0008505	LOC115623245|XP_030373366.1|SLEB	LOC117572285|XP_034110884.1|DALB
OG0008506	LOC115632335|XP_030385300.1|SLEB	LOC117570972|XP_034108806.1|DALB
OG0008507	LOC115622633|XP_030372499.1|SLEB	LOC117571011|XP_034108860.1|DALB
OG0008508	LOC115627987|XP_030379743.1|SLEB	LOC117565852|XP_034101064.1|DALB
OG0008509	LOC115629750|XP_030382149.1|SLEB	LOC117566341|XP_034101716.1|DALB
OG0008510	LOC115633278|XP_030386549.1|SLEB	LOC117578264|XP_034119577.1|DALB
OG0008511	LOC115626460|XP_030377700.1|SLEB	LOC117565455|XP_034100446.1|DALB
OG0008512	LOC115629023|XP_030381180.1|SLEB	LOC117566211|XP_034101640.1|DALB
OG0008513	LOC115631263|XP_030383834.1|SLEB	LOC117565406|XP_034100380.1|DALB
OG0008514	LOC115631429|XP_030384021.1|SLEB	LOC117563875|XP_034098324.1|DALB, LOC117564197|XP_034098764.1|DALB, LOC117564196|XP_034098761.1|DALB
OG0008515	LOC115631613|XP_030384277.1|SLEB	LOC117564693|XP_034099458.1|DALB
OG0008516	LOC115623177|XP_030373257.1|SLEB	LOC117571714|XP_034109904.1|DALB
OG0008517	LOC115623270|XP_030373409.1|SLEB	LOC117572279|XP_034110877.1|DALB
OG0008518	LOC115634106|XP_030387524.1|SLEB	LOC117568392|XP_034104895.1|DALB
OG0008519	LOC115634780|XP_030388540.1|SLEB	LOC117569077|XP_034105983.1|DALB
OG0008520	LOC115623740|XP_030374113.1|SLEB	LOC117575933|XP_034116283.1|DALB, LOC117575934|XP_034116285.1|DALB, LOC117575943|XP_034116294.1|DALB, LOC117575932|XP_034116282.1|DALB, LOC117575938|XP_034116290.1|DALB, LOC117575935|XP_034116286.1|DALB
OG0008521	LOC115625435|XP_030376341.1|SLEB, LOC115625430|XP_030376330.1|SLEB	LOC117574365|XP_034114090.1|DALB, LOC117573931|XP_034113347.1|DALB
OG0008527	LOC115627578|XP_030379161.1|SLEB	LOC117575574|XP_034115734.1|DALB
OG0008528	LOC115632230|XP_030385150.1|SLEB	LOC117569648|XP_034106784.1|DALB
OG0008529	LOC115626930|XP_030378296.1|SLEB	LOC117569409|XP_034106440.1|DALB
OG0008530	LOC115633341|XP_030386633.1|SLEB	LOC117573380|XP_034112436.1|DALB
OG0008531	LOC115629855|XP_030382297.1|SLEB	LOC117575066|XP_034115049.1|DALB
OG0008532	LOC115629122|XP_030381319.1|SLEB	LOC117577557|XP_034118283.1|DALB
OG0008535	LOC115626875|XP_030378246.1|SLEB	LOC117573381|XP_034112462.1|DALB
OG0008538	LOC115628684|XP_030380718.1|SLEB	LOC117578208|XP_034119436.1|DALB
OG0008539	LOC115627169|XP_030378619.1|SLEB	LOC117565245|XP_034100152.1|DALB
OG0008540	LOC115625344|XP_030376232.1|SLEB	LOC117574299|XP_034113995.1|DALB
OG0008541	LOC115622583|XP_030372439.1|SLEB	LOC117572652|XP_034111523.1|DALB
OG0008542	LOC115632197|XP_030385103.1|SLEB	LOC117567721|XP_034103774.1|DALB
OG0008544	LOC115634389|XP_030387938.1|SLEB	LOC117572339|XP_034110977.1|DALB
OG0008546	LOC115622970|XP_030372980.1|SLEB	LOC117570344|XP_034107789.1|DALB
OG0008547	LOC115628920|XP_030381041.1|SLEB	LOC117568390|XP_034104896.1|DALB
OG0008548	LOC115626271|XP_030377449.1|SLEB	LOC117576684|XP_034117571.1|DALB
OG0008549	LOC115620555|XP_030369702.1|SLEB	LOC117576691|XP_034117578.1|DALB
OG0008550	LOC115624498|XP_030375062.1|SLEB	LOC117568265|XP_034104644.1|DALB, LOC117566451|XP_034101873.1|DALB
OG0008552	LOC115622617|XP_030372478.1|SLEB	LOC117567671|XP_034103682.1|DALB
OG0008553	LOC115634310|XP_030387828.1|SLEB	LOC117570292|XP_034107704.1|DALB
OG0008554	LOC115627780|XP_030379449.1|SLEB	LOC117563728|XP_034098094.1|DALB
OG0008555	LOC115626676|XP_030377962.1|SLEB	LOC117577088|XP_034118079.1|DALB
OG0008556	LOC115620561|XP_030369712.1|SLEB	LOC117568415|XP_034104949.1|DALB
OG0008557	LOC115620714|XP_030369951.1|SLEB	LOC117576770|XP_034117712.1|DALB
OG0008558	LOC115625873|XP_030376946.1|SLEB	LOC117563540|XP_034097810.1|DALB
OG0008560	LOC115626634|XP_030377902.1|SLEB	LOC117565732|XP_034100871.1|DALB
OG0008562	LOC115626203|XP_030377346.1|SLEB	LOC117563398|XP_034097623.1|DALB
OG0008563	LOC115620890|XP_030370233.1|SLEB	LOC117573296|XP_034112292.1|DALB
OG0008564	LOC115631403|XP_030383986.1|SLEB	LOC117563490|XP_034097743.1|DALB
OG0008565	LOC115633356|XP_030386656.1|SLEB	LOC117577948|XP_034118874.1|DALB
OG0008566	LOC115625675|XP_030376672.1|SLEB	LOC117566099|XP_034101459.1|DALB
OG0008569	LOC115629144|XP_030381358.1|SLEB	LOC117571852|XP_034110140.1|DALB
OG0008571	LOC115622616|XP_030372476.1|SLEB	LOC117567670|XP_034103681.1|DALB
OG0008572	LOC115623654|XP_030373969.1|SLEB	LOC117573473|XP_034112592.1|DALB
OG0008573	LOC115633255|XP_030386516.1|SLEB	LOC117573588|XP_034112775.1|DALB
OG0008574	LOC115622828|XP_030372766.1|SLEB	LOC117566806|XP_034102245.1|DALB
OG0008575	LOC115620500|XP_030369612.1|SLEB	LOC117574056|XP_034113558.1|DALB
OG0008576	LOC115627569|XP_030379153.1|SLEB	LOC117574991|XP_034114955.1|DALB
OG0008577	LOC115622213|XP_030371968.1|SLEB	LOC117568823|XP_034105590.1|DALB
OG0008578	LOC115624065|XP_030374510.1|SLEB	LOC117575312|XP_034115357.1|DALB
OG0008581	LOC115633739|XP_030387072.1|SLEB	LOC117568886|XP_034105677.1|DALB
OG0008582	LOC115629349|XP_030381658.1|SLEB	LOC117573750|XP_034113025.1|DALB
OG0008583	LOC115629634|XP_030381995.1|SLEB	LOC117577869|XP_034118718.1|DALB
OG0008584	LOC115629264|XP_030381548.1|SLEB	LOC117571823|XP_034110089.1|DALB
OG0008587	LOC115623424|XP_030373606.1|SLEB	LOC117574798|XP_034114649.1|DALB
OG0008588	LOC115624380|XP_030374947.1|SLEB	LOC117573632|XP_034112831.1|DALB
OG0008589	LOC115629958|XP_030382432.1|SLEB	LOC117575462|XP_034115569.1|DALB
OG0008590	LOC115625512|XP_030376436.1|SLEB	LOC117575772|XP_034116029.1|DALB
OG0008593	LOC115623140|XP_030373210.1|SLEB	LOC117571582|XP_034109689.1|DALB
OG0008594	LOC115621230|XP_030370679.1|SLEB	LOC117573567|XP_034112745.1|DALB
OG0008595	LOC115634210|XP_030387662.1|SLEB	LOC117570441|XP_034107989.1|DALB
OG0008596	LOC115634208|XP_030387659.1|SLEB	LOC117566558|XP_034101991.1|DALB
OG0008597	LOC115625392|XP_030376289.1|SLEB	LOC117575783|XP_034116045.1|DALB
OG0008598	LOC115629501|XP_030381840.1|SLEB	LOC117578269|XP_034119583.1|DALB
OG0008599	LOC115629682|XP_030382064.1|SLEB	LOC117577280|XP_034118151.1|DALB
OG0008600	LOC115624422|XP_030375019.1|SLEB	LOC117574083|XP_034113608.1|DALB
OG0008601	LOC115631711|XP_030384398.1|SLEB	LOC117564025|XP_034098515.1|DALB
OG0008602	LOC115625318|XP_030376200.1|SLEB	LOC117574300|XP_034113996.1|DALB
OG0008603	LOC115621498|XP_030371025.1|SLEB	LOC117575670|XP_034115848.1|DALB
OG0008604	LOC115623079|XP_030373143.1|SLEB	LOC117570446|XP_034107995.1|DALB
OG0008605	LOC115626104|XP_030377217.1|SLEB	LOC117565930|XP_034101205.1|DALB
OG0008606	LOC115622095|XP_030371797.1|SLEB, LOC115630758|XP_030383273.1|SLEB	LOC117565812|XP_034100996.1|DALB
OG0008607	LOC115623682|XP_030374012.1|SLEB	LOC117573415|XP_034112511.1|DALB
OG0008608	LOC115627318|XP_030378821.1|SLEB	LOC117577226|XP_034118110.1|DALB
OG0008609	LOC115623436|XP_030373642.1|SLEB, LOC115623981|XP_030374411.1|SLEB	LOC117575012|XP_034114980.1|DALB
OG0008610	LOC115633682|XP_030386996.1|SLEB	LOC117569963|XP_034107227.1|DALB
OG0008612	LOC115633874|XP_030387235.1|SLEB	LOC117570953|XP_034108780.1|DALB
OG0008614	LOC115627520|XP_030379080.1|SLEB	LOC117565531|XP_034100568.1|DALB
OG0008615	LOC115623853|XP_030374257.1|SLEB	LOC117575615|XP_034115780.1|DALB
OG0008616	LOC115625561|XP_030376515.1|SLEB	LOC117574837|XP_034114714.1|DALB
OG0008617	LOC115621618|XP_030371173.1|SLEB	LOC117574477|XP_034114206.1|DALB
OG0008619	LOC115630708|XP_030383221.1|SLEB	LOC117564453|XP_034099125.1|DALB
OG0008620	LOC115628000|XP_030379770.1|SLEB	LOC117570600|XP_034108234.1|DALB
OG0008621	LOC115621221|XP_030370666.1|SLEB	LOC117574530|XP_034114283.1|DALB
OG0008622	LOC115634634|XP_030388349.1|SLEB	LOC117567548|XP_034103497.1|DALB
OG0008623	LOC115621620|XP_030371175.1|SLEB, LOC115621367|XP_030370850.1|SLEB	LOC117571278|XP_034109232.1|DALB
OG0008624	LOC115633659|XP_030386965.1|SLEB	LOC117572418|XP_034111095.1|DALB
OG0008625	LOC115634565|XP_030388252.1|SLEB	LOC117571322|XP_034109299.1|DALB
OG0008626	LOC115623064|XP_030373107.1|SLEB	LOC117571154|XP_034109053.1|DALB
OG0008627	LOC115632999|XP_030386181.1|SLEB	LOC117570001|XP_034107283.1|DALB
OG0008629	LOC115625812|XP_030376899.1|SLEB	LOC117565656|XP_034100765.1|DALB
OG0008630	LOC115627761|XP_030379407.1|SLEB	LOC117573106|XP_034111915.1|DALB
OG0008631	LOC115622042|XP_030371770.1|SLEB	LOC117573701|XP_034112957.1|DALB
OG0008632	LOC115620497|XP_030369609.1|SLEB	LOC117576006|XP_034116401.1|DALB
OG0008633	LOC115626573|XP_030377817.1|SLEB	LOC117567436|XP_034103335.1|DALB
OG0008634	LOC115626406|XP_030377631.1|SLEB	LOC117565672|XP_034100795.1|DALB
OG0008635	LOC115634056|XP_030387459.1|SLEB	LOC117567232|XP_034102954.1|DALB
OG0008636	LOC115623911|XP_030374326.1|SLEB	LOC117576884|XP_034117889.1|DALB
OG0008637	LOC115634383|XP_030387928.1|SLEB	LOC117570115|XP_034107469.1|DALB, LOC117566504|XP_034101936.1|DALB
OG0008639	LOC115621159|XP_030370577.1|SLEB	LOC117575417|XP_034115491.1|DALB
OG0008640	LOC115620338|XP_030369395.1|SLEB	LOC117576063|XP_034116489.1|DALB
OG0008641	LOC115621916|XP_030371617.1|SLEB	LOC117574441|XP_034114169.1|DALB
OG0008642	LOC115628984|XP_030381123.1|SLEB	LOC117575432|XP_034115527.1|DALB, LOC117575062|XP_034115040.1|DALB
OG0008643	LOC115620511|XP_030369634.1|SLEB	LOC117575114|XP_034115104.1|DALB
OG0008644	LOC115620934|XP_030370302.1|SLEB	LOC117575816|XP_034116102.1|DALB
OG0008645	LOC115626142|XP_030377264.1|SLEB	LOC117564468|XP_034099155.1|DALB
OG0008646	LOC115630807|XP_030383331.1|SLEB	LOC117565004|XP_034099840.1|DALB
OG0008647	LOC115630957|XP_030383391.1|SLEB	LOC117565300|XP_034100228.1|DALB
OG0008648	LOC115631878|XP_030384586.1|SLEB	LOC117564956|XP_034099802.1|DALB
OG0008649	LOC115630948|XP_030383418.1|SLEB	LOC117571518|XP_034109581.1|DALB
OG0008650	LOC115624075|XP_030374524.1|SLEB	LOC117576118|XP_034116567.1|DALB
OG0008651	LOC115633025|XP_030386213.1|SLEB	LOC117570795|XP_034108541.1|DALB
OG0008652	LOC115629101|XP_030381285.1|SLEB	LOC117570492|XP_034108076.1|DALB
OG0008653	LOC115634317|XP_030387837.1|SLEB	LOC117571515|XP_034109579.1|DALB
OG0008654	LOC115633830|XP_030387178.1|SLEB	LOC117568374|XP_034104868.1|DALB
OG0008655	LOC115633689|XP_030387006.1|SLEB	LOC117569601|XP_034106727.1|DALB
OG0008656	LOC115628934|XP_030381066.1|SLEB	LOC117564856|XP_034099689.1|DALB
OG0008657	LOC115626697|XP_030377985.1|SLEB	LOC117564669|XP_034099427.1|DALB, LOC117564661|XP_034099416.1|DALB, LOC117564589|XP_034099329.1|DALB, LOC117564580|XP_034099317.1|DALB
OG0008658	LOC115629894|XP_030382350.1|SLEB	LOC117571182|XP_034109102.1|DALB, LOC117578211|XP_034119464.1|DALB, LOC117576581|XP_034117352.1|DALB
OG0008659	LOC115630540|XP_030383006.1|SLEB	LOC117570660|XP_034108337.1|DALB
OG0008661	LOC115622889|XP_030372852.1|SLEB	LOC117566594|XP_034102027.1|DALB, LOC117571089|XP_034108964.1|DALB
OG0008662	LOC115632683|XP_030385779.1|SLEB	LOC117570646|XP_034108304.1|DALB
OG0008663	LOC115620030|XP_030368995.1|SLEB	LOC117570073|XP_034107403.1|DALB
OG0008664	LOC115632394|XP_030385384.1|SLEB, LOC115632283|XP_030385232.1|SLEB	LOC117572612|XP_034111453.1|DALB
OG0008665	LOC115622631|XP_030372497.1|SLEB	LOC117563355|XP_034097535.1|DALB
OG0008666	LOC115624942|XP_030375652.1|SLEB	LOC117571235|XP_034109178.1|DALB
OG0008667	LOC115622272|XP_030372034.1|SLEB	LOC117570956|XP_034108782.1|DALB
OG0008668	LOC115628340|XP_030380263.1|SLEB	LOC117571046|XP_034108905.1|DALB
OG0008669	LOC115631781|XP_030384475.1|SLEB, LOC115625980|XP_030377086.1|SLEB	LOC117565518|XP_034100545.1|DALB
OG0008670	LOC115621747|XP_030371340.1|SLEB, LOC115621743|XP_030371336.1|SLEB, LOC115620203|XP_030369198.1|SLEB, LOC115621348|XP_030370828.1|SLEB	LOC117575071|XP_034115053.1|DALB
OG0008672	LOC115630967|XP_030383406.1|SLEB	LOC117564635|XP_034099388.1|DALB
OG0008673	LOC115631991|XP_030384781.1|SLEB	LOC117565143|XP_034100014.1|DALB
OG0008679	LOC115627966|XP_030379720.1|SLEB	LOC117577868|XP_034118715.1|DALB
OG0008680	LOC115628725|XP_030380785.1|SLEB	LOC117578024|XP_034119015.1|DALB
OG0008681	LOC115629646|XP_030382017.1|SLEB	LOC117577369|XP_034118185.1|DALB
OG0008683	LOC115628676|XP_030380710.1|SLEB	LOC117578203|XP_034119430.1|DALB
OG0008685	LOC115619953|XP_030368842.1|SLEB	LOC117570982|XP_034108820.1|DALB, LOC117570984|XP_034108821.1|DALB, LOC117568653|XP_034105341.1|DALB
OG0008686	LOC115620630|XP_030369820.1|SLEB	LOC117573865|XP_034113231.1|DALB
OG0008687	LOC115634581|XP_030388274.1|SLEB	LOC117571448|XP_034109484.1|DALB
OG0008688	LOC115628008|XP_030379791.1|SLEB	LOC117578331|XP_034119687.1|DALB
OG0008689	LOC115624384|XP_030374955.1|SLEB	LOC117575810|XP_034116093.1|DALB
OG0008690	LOC115626393|XP_030377613.1|SLEB	LOC117563506|XP_034097771.1|DALB
OG0008691	LOC115633110|XP_030386355.1|SLEB	LOC117571040|XP_034108899.1|DALB
OG0008694	LOC115629573|XP_030381924.1|SLEB	LOC117564528|XP_034099243.1|DALB
OG0008695	LOC115626143|XP_030377266.1|SLEB	LOC117569366|XP_034106389.1|DALB
OG0008697	LOC115628427|XP_030380374.1|SLEB	LOC117572141|XP_034110671.1|DALB
OG0008698	LOC115627487|XP_030379030.1|SLEB	LOC117578131|XP_034119225.1|DALB
OG0008700	LOC115623934|XP_030374354.1|SLEB	LOC117575194|XP_034115199.1|DALB
OG0008704	LOC115631289|XP_030383863.1|SLEB	LOC117564855|XP_034099684.1|DALB
OG0008705	LOC115625931|XP_030377027.1|SLEB	LOC117566069|XP_034101420.1|DALB
OG0008707	LOC115627380|XP_030378893.1|SLEB	LOC117573308|XP_034112307.1|DALB
OG0008708	LOC115627245|XP_030378726.1|SLEB	LOC117565490|XP_034100488.1|DALB
OG0008709	LOC115620584|XP_030369749.1|SLEB	LOC117576709|XP_034117616.1|DALB
OG0008711	LOC115623542|XP_030373785.1|SLEB	LOC117574330|XP_034114030.1|DALB
OG0008712	LOC115634211|XP_030387663.1|SLEB	LOC117566400|XP_034101804.1|DALB
OG0008714	LOC115631738|XP_030384437.1|SLEB	LOC117564737|XP_034099516.1|DALB
OG0008715	LOC115620817|XP_030370104.1|SLEB	LOC117574562|XP_034114324.1|DALB
OG0008716	LOC115625402|XP_030376300.1|SLEB	LOC117574573|XP_034114340.1|DALB
OG0008717	LOC115632391|XP_030385381.1|SLEB	LOC117570354|XP_034107815.1|DALB
OG0008718	LOC115634161|XP_030387601.1|SLEB	LOC117567532|XP_034103469.1|DALB
OG0008721	LOC115633382|XP_030386686.1|SLEB	LOC117565126|XP_034099986.1|DALB
OG0008722	LOC115624478|XP_030375040.1|SLEB, LOC115623748|XP_030374143.1|SLEB	LOC117575394|XP_034115462.1|DALB
OG0008723	LOC115622219|XP_030371976.1|SLEB	LOC117568444|XP_034105005.1|DALB
OG0008724	LOC115626042|XP_030377153.1|SLEB	LOC117564824|XP_034099639.1|DALB
OG0008725	LOC115634685|XP_030388408.1|SLEB	LOC117566568|XP_034102001.1|DALB
OG0008726	LOC115621851|XP_030371526.1|SLEB	LOC117569250|XP_034106215.1|DALB
OG0008727	LOC115631830|XP_030384528.1|SLEB, LOC115621255|XP_030370711.1|SLEB	LOC117574752|XP_034114584.1|DALB
OG0008728	LOC115620780|XP_030370049.1|SLEB	LOC117574529|XP_034114282.1|DALB
OG0008729	LOC115627682|XP_030379285.1|SLEB	LOC117577923|XP_034118810.1|DALB
OG0008730	LOC115627140|XP_030378577.1|SLEB	LOC117573928|XP_034113344.1|DALB
OG0008731	LOC115621876|XP_030371562.1|SLEB	LOC117576253|XP_034116771.1|DALB
OG0008732	LOC115628542|XP_030380563.1|SLEB	LOC117563324|XP_034097478.1|DALB
OG0008734	LOC115621802|XP_030371443.1|SLEB	LOC117573487|XP_034112605.1|DALB
OG0008735	LOC115634542|XP_030388212.1|SLEB, LOC115634543|XP_030388213.1|SLEB	LOC117571105|XP_034108977.1|DALB
OG0008736	LOC115633756|XP_030387091.1|SLEB	LOC117567825|XP_034103958.1|DALB
OG0008738	LOC115625671|XP_030376667.1|SLEB	LOC117563620|XP_034097911.1|DALB
OG0008739	LOC115626366|XP_030377583.1|SLEB	LOC117571151|XP_034109049.1|DALB
OG0008740	LOC115630611|XP_030383099.1|SLEB	LOC117570816|XP_034108567.1|DALB
OG0008741	LOC115627190|XP_030378657.1|SLEB	LOC117567292|XP_034103054.1|DALB
OG0008742	LOC115632461|XP_030385477.1|SLEB	LOC117567086|XP_034102733.1|DALB
OG0008743	LOC115630495|XP_030382947.1|SLEB	LOC117566930|XP_034102443.1|DALB
OG0008744	LOC115634653|XP_030388370.1|SLEB	LOC117570451|XP_034108002.1|DALB
OG0008745	LOC115633407|XP_030386710.1|SLEB	LOC117572343|XP_034110988.1|DALB
OG0008746	LOC115623370|XP_030373515.1|SLEB	LOC117576789|XP_034117733.1|DALB
OG0008747	LOC115622403|XP_030372193.1|SLEB	LOC117568979|XP_034105830.1|DALB
OG0008748	LOC115631630|XP_030384297.1|SLEB	LOC117564054|XP_034098566.1|DALB
OG0008749	LOC115631646|XP_030384317.1|SLEB	LOC117566074|XP_034101444.1|DALB
OG0008750	LOC115625682|XP_030376679.1|SLEB	LOC117564166|XP_034098724.1|DALB
OG0008752	LOC115623648|XP_030373954.1|SLEB	LOC117574540|XP_034114295.1|DALB
OG0008753	LOC115623051|XP_030373090.1|SLEB	LOC117568435|XP_034104990.1|DALB
OG0008756	LOC115621932|XP_030371640.1|SLEB	LOC117576306|XP_034116852.1|DALB
OG0008757	LOC115621624|XP_030371180.1|SLEB	LOC117576301|XP_034116846.1|DALB
OG0008758	LOC115631593|XP_030384254.1|SLEB	LOC117565950|XP_034101228.1|DALB
OG0008759	LOC115631550|XP_030384187.1|SLEB	LOC117563727|XP_034098086.1|DALB
OG0008760	LOC115630691|XP_030383202.1|SLEB, LOC115630685|XP_030383192.1|SLEB, LOC115630696|XP_030383208.1|SLEB	LOC117564385|XP_034098996.1|DALB
