Orthogroup	SLEB.longest_only	DPSE.longest_only
OG0008602	LOC115625318|XP_030376200.1|SLEB	LOC4800449|XP_001357724.3|DPSE
OG0008603	LOC115621498|XP_030371025.1|SLEB	LOC4801387|XP_001358488.1|DPSE
OG0008604	LOC115623079|XP_030373143.1|SLEB	LOC4803558|XP_001360265.1|DPSE
OG0008605	LOC115626104|XP_030377217.1|SLEB	LOC4816388|XP_015036835.2|DPSE
OG0008606	LOC115622095|XP_030371797.1|SLEB, LOC115630758|XP_030383273.1|SLEB	LOC4817696|XP_001357078.2|DPSE
OG0008607	LOC115623682|XP_030374012.1|SLEB	LOC4802058|XP_001359051.3|DPSE
OG0008608	LOC115627318|XP_030378821.1|SLEB	LOC4814559|XP_001355175.3|DPSE
OG0008609	LOC115623436|XP_030373642.1|SLEB, LOC115623981|XP_030374411.1|SLEB	LOC4803153|XP_001359943.2|DPSE
OG0008610	LOC115633682|XP_030386996.1|SLEB	LOC6898895|XP_002138865.1|DPSE
OG0008612	LOC115633874|XP_030387235.1|SLEB	LOC4805301|XP_001361723.3|DPSE
OG0008614	LOC115627520|XP_030379080.1|SLEB	LOC6896876|XP_002137066.2|DPSE, LOC6901627|XP_002134297.2|DPSE, LOC6901625|XP_033237607.1|DPSE
OG0008615	LOC115623853|XP_030374257.1|SLEB	LOC4802935|XP_001359750.3|DPSE
OG0008616	LOC115625561|XP_030376515.1|SLEB	LOC4800710|XP_033232699.1|DPSE
OG0008617	LOC115621618|XP_030371173.1|SLEB	LOC6896804|XP_002137008.2|DPSE
OG0008619	LOC115630708|XP_030383221.1|SLEB	LOC4816815|XP_001356508.2|DPSE
OG0008620	LOC115628000|XP_030379770.1|SLEB	LOC4804338|XP_001360913.3|DPSE
OG0008621	LOC115621221|XP_030370666.1|SLEB	LOC4801499|XP_001358578.2|DPSE, LOC117184220|XP_033236687.1|DPSE
OG0008622	LOC115634634|XP_030388349.1|SLEB	LOC4804184|XP_001360787.3|DPSE
OG0008623	LOC115621620|XP_030371175.1|SLEB, LOC115621367|XP_030370850.1|SLEB	LOC4805171|XP_001361618.2|DPSE
OG0008624	LOC115633659|XP_030386965.1|SLEB	LOC6898888|XP_002138859.3|DPSE
OG0008625	LOC115634565|XP_030388252.1|SLEB	LOC4804720|XP_001361238.4|DPSE
OG0008626	LOC115623064|XP_030373107.1|SLEB	LOC4811797|XP_015044250.2|DPSE
OG0008627	LOC115632999|XP_030386181.1|SLEB	LOC6903558|XP_002132431.2|DPSE, LOC4812428|XP_015043842.2|DPSE
OG0008629	LOC115625812|XP_030376899.1|SLEB	LOC6903396|XP_015035332.2|DPSE, LOC26533926|XP_033236078.1|DPSE
OG0008630	LOC115627761|XP_030379407.1|SLEB	LOC4811809|XP_033237200.1|DPSE
OG0008631	LOC115622042|XP_030371770.1|SLEB	LOC26533957|XP_015041755.2|DPSE, LOC4800979|XP_001358160.4|DPSE
OG0008632	LOC115620497|XP_030369609.1|SLEB	LOC13036323|XP_033239556.1|DPSE
OG0008633	LOC115626573|XP_030377817.1|SLEB	LOC6898738|XP_033234930.1|DPSE
OG0008634	LOC115626406|XP_030377631.1|SLEB	LOC13036511|XP_033235446.1|DPSE
OG0008635	LOC115634056|XP_030387459.1|SLEB	LOC4804342|XP_001360917.4|DPSE
OG0008636	LOC115623911|XP_030374326.1|SLEB	LOC4802610|XP_001359499.4|DPSE
OG0008637	LOC115634383|XP_030387928.1|SLEB	LOC6900291|XP_002135613.2|DPSE
OG0008638	LOC115620386|XP_030369454.1|SLEB	LOC6897099|XP_002137283.2|DPSE
OG0008639	LOC115621159|XP_030370577.1|SLEB	LOC4801249|XP_001358372.2|DPSE
OG0008640	LOC115620338|XP_030369395.1|SLEB	LOC4801832|XP_001358865.4|DPSE
OG0008641	LOC115621916|XP_030371617.1|SLEB	LOC6901384|XP_033239264.1|DPSE, LOC6901383|XP_033240334.1|DPSE
OG0008642	LOC115628984|XP_030381123.1|SLEB	LOC4800756|XP_001357972.2|DPSE
OG0008643	LOC115620511|XP_030369634.1|SLEB	LOC4801847|XP_001358879.2|DPSE
OG0008644	LOC115620934|XP_030370302.1|SLEB	LOC4800268|XP_001357602.1|DPSE
OG0008645	LOC115626142|XP_030377264.1|SLEB	LOC4817498|XP_001356917.2|DPSE
OG0008646	LOC115630807|XP_030383331.1|SLEB	LOC4816985|XP_001356571.3|DPSE
OG0008647	LOC115630957|XP_030383391.1|SLEB	LOC4817375|XP_001356684.3|DPSE
OG0008648	LOC115631878|XP_030384586.1|SLEB	LOC4817499|XP_001356918.2|DPSE
OG0008649	LOC115630948|XP_030383418.1|SLEB	LOC117183774|XP_033234926.1|DPSE
OG0008650	LOC115624075|XP_030374524.1|SLEB	LOC4803320|XP_001360083.3|DPSE
OG0008651	LOC115633025|XP_030386213.1|SLEB	LOC4803882|XP_001360530.1|DPSE
OG0008652	LOC115629101|XP_030381285.1|SLEB	LOC6898656|XP_002138661.2|DPSE
OG0008653	LOC115634317|XP_030387837.1|SLEB	LOC4804160|XP_001360765.2|DPSE
OG0008654	LOC115633830|XP_030387178.1|SLEB	LOC4803513|XP_001360226.2|DPSE
OG0008655	LOC115633689|XP_030387006.1|SLEB	LOC4803606|XP_001360300.3|DPSE
OG0008656	LOC115628934|XP_030381066.1|SLEB	LOC4815495|XP_001355709.2|DPSE, LOC6902285|XP_002133812.2|DPSE
OG0008657	LOC115626697|XP_030377985.1|SLEB	LOC4816072|XP_001355521.3|DPSE
OG0008658	LOC115629894|XP_030382350.1|SLEB	LOC4815808|XP_001355573.4|DPSE
OG0008659	LOC115630540|XP_030383006.1|SLEB	LOC4811981|XP_001352778.4|DPSE
OG0008661	LOC115622889|XP_030372852.1|SLEB	LOC4811868|XP_033238269.1|DPSE
OG0008662	LOC115632683|XP_030385779.1|SLEB	LOC4813770|XP_033237475.1|DPSE
OG0008663	LOC115620030|XP_030368995.1|SLEB	LOC4811914|XP_001352968.3|DPSE
OG0008664	LOC115632394|XP_030385384.1|SLEB, LOC115632283|XP_030385232.1|SLEB	LOC4812198|XP_001352445.4|DPSE
OG0008665	LOC115622631|XP_030372497.1|SLEB	LOC4816590|XP_015036790.2|DPSE, LOC6902686|XP_033236485.1|DPSE
OG0008666	LOC115624942|XP_030375652.1|SLEB	LOC4812752|XP_001353512.2|DPSE
OG0008667	LOC115622272|XP_030372034.1|SLEB	LOC6900418|XP_033238181.1|DPSE
OG0008668	LOC115628340|XP_030380263.1|SLEB	LOC6897767|XP_002137872.2|DPSE, LOC6897489|XP_002137638.2|DPSE, LOC6896925|XP_002137110.2|DPSE
OG0008669	LOC115631781|XP_030384475.1|SLEB, LOC115625980|XP_030377086.1|SLEB	LOC4816683|XP_001356174.4|DPSE
OG0008670	LOC115621747|XP_030371340.1|SLEB, LOC115621743|XP_030371336.1|SLEB, LOC115620203|XP_030369198.1|SLEB, LOC115621348|XP_030370828.1|SLEB	LOC4801618|XP_001358680.2|DPSE
OG0008672	LOC115630967|XP_030383406.1|SLEB	LOC6902873|XP_002132607.1|DPSE
OG0008673	LOC115631991|XP_030384781.1|SLEB	LOC26533557|XP_015036029.1|DPSE, LOC26533500|XP_015036028.2|DPSE
OG0008677	LOC115621271|XP_030370731.1|SLEB	LOC4800931|XP_001358118.1|DPSE
OG0008679	LOC115627966|XP_030379720.1|SLEB	LOC4814292|XP_033239750.1|DPSE
OG0008680	LOC115628725|XP_030380785.1|SLEB	LOC4814503|XP_001355028.2|DPSE
OG0008681	LOC115629646|XP_030382017.1|SLEB	LOC4814426|XP_001354374.1|DPSE
OG0008682	LOC115629623|XP_030381982.1|SLEB	LOC6901040|XP_033238632.1|DPSE
OG0008683	LOC115628676|XP_030380710.1|SLEB	LOC4814815|XP_001354739.2|DPSE
OG0008684	LOC115629774|XP_030382189.1|SLEB	LOC4814864|XP_015041697.2|DPSE
OG0008685	LOC115619953|XP_030368842.1|SLEB	LOC6898827|XP_002138800.2|DPSE
OG0008686	LOC115620630|XP_030369820.1|SLEB	LOC4800578|XP_001357829.4|DPSE
OG0008687	LOC115634581|XP_030388274.1|SLEB	LOC4804298|XP_001360878.1|DPSE
OG0008688	LOC115628008|XP_030379791.1|SLEB	LOC6901836|XP_033238414.1|DPSE
OG0008689	LOC115624384|XP_030374955.1|SLEB	LOC4802803|XP_001359648.3|DPSE
OG0008691	LOC115633110|XP_030386355.1|SLEB	LOC4812962|XP_033238688.1|DPSE
OG0008694	LOC115629573|XP_030381924.1|SLEB	LOC4814392|XP_001354386.2|DPSE
OG0008695	LOC115626143|XP_030377266.1|SLEB	LOC4805570|XP_001361955.2|DPSE
OG0008697	LOC115628427|XP_030380374.1|SLEB	LOC4812649|XP_001353037.3|DPSE
OG0008698	LOC115627487|XP_030379030.1|SLEB	LOC4814905|XP_001354590.3|DPSE
OG0008699	LOC115624700|XP_030375376.1|SLEB	LOC117185168|XP_033241233.1|DPSE
OG0008700	LOC115623934|XP_030374354.1|SLEB	LOC4803071|XP_001359871.3|DPSE
OG0008701	LOC115633940|XP_030387318.1|SLEB	LOC4805698|XP_015040821.2|DPSE
OG0008702	LOC115626524|XP_030377763.1|SLEB	LOC4802593|XP_001359485.3|DPSE
OG0008704	LOC115631289|XP_030383863.1|SLEB	LOC4816830|XP_001356698.3|DPSE
OG0008705	LOC115625931|XP_030377027.1|SLEB	LOC4818089|XP_001357389.2|DPSE
OG0008706	LOC115620450|XP_030369540.1|SLEB	LOC4801980|XP_001358992.2|DPSE
OG0008707	LOC115627380|XP_030378893.1|SLEB	LOC6902688|XP_002133203.2|DPSE
OG0008708	LOC115627245|XP_030378726.1|SLEB	LOC6901535|XP_015041764.1|DPSE
OG0008709	LOC115620584|XP_030369749.1|SLEB	LOC4801238|XP_015037105.2|DPSE
OG0008710	LOC115620387|XP_030369455.1|SLEB	LOC4801283|XP_001358403.2|DPSE
OG0008711	LOC115623542|XP_030373785.1|SLEB	LOC4803299|XP_033232727.1|DPSE
OG0008712	LOC115634211|XP_030387663.1|SLEB	LOC4805661|XP_001362023.2|DPSE
OG0008714	LOC115631738|XP_030384437.1|SLEB	LOC4816848|XP_001356637.3|DPSE
OG0008715	LOC115620817|XP_030370104.1|SLEB	LOC4801971|XP_001358984.2|DPSE
OG0008716	LOC115625402|XP_030376300.1|SLEB	LOC4802140|XP_001359119.3|DPSE
OG0008717	LOC115632391|XP_030385381.1|SLEB	LOC4811947|XP_001352519.2|DPSE
OG0008718	LOC115634161|XP_030387601.1|SLEB	LOC6898903|XP_002138873.3|DPSE
OG0008719	LOC115620398|XP_030369470.1|SLEB	LOC4801984|XP_015037518.2|DPSE
OG0008721	LOC115633382|XP_030386686.1|SLEB	LOC4815977|XP_001355530.3|DPSE
OG0008722	LOC115624478|XP_030375040.1|SLEB, LOC115623748|XP_030374143.1|SLEB	LOC4803019|XP_001359821.3|DPSE
OG0008723	LOC115622219|XP_030371976.1|SLEB	LOC4814169|XP_001354263.1|DPSE
OG0008724	LOC115626042|XP_030377153.1|SLEB	LOC26534002|XP_015035716.1|DPSE
OG0008725	LOC115634685|XP_030388408.1|SLEB	LOC4804416|XP_001360984.2|DPSE
OG0008726	LOC115621851|XP_030371526.1|SLEB	LOC6898339|XP_033233896.1|DPSE
OG0008727	LOC115631830|XP_030384528.1|SLEB, LOC115621255|XP_030370711.1|SLEB	LOC4801413|XP_033232342.1|DPSE
OG0008728	LOC115620780|XP_030370049.1|SLEB	LOC4800796|XP_001358007.3|DPSE
OG0008729	LOC115627682|XP_030379285.1|SLEB	LOC4814412|XP_001354349.1|DPSE
OG0008730	LOC115627140|XP_030378577.1|SLEB	LOC6901912|XP_002133446.1|DPSE
OG0008731	LOC115621876|XP_030371562.1|SLEB	LOC4801953|XP_001358968.4|DPSE
OG0008732	LOC115628542|XP_030380563.1|SLEB	LOC4816584|XP_001355914.4|DPSE
OG0008734	LOC115621802|XP_030371443.1|SLEB	LOC4802744|XP_001359607.4|DPSE
OG0008735	LOC115634542|XP_030388212.1|SLEB, LOC115634543|XP_030388213.1|SLEB	LOC4804641|XP_033234779.1|DPSE
OG0008736	LOC115633756|XP_030387091.1|SLEB	LOC4805097|XP_001361557.3|DPSE
OG0008738	LOC115625671|XP_030376667.1|SLEB	LOC4816234|XP_001355855.2|DPSE
OG0008739	LOC115626366|XP_030377583.1|SLEB	LOC4812083|XP_001352994.1|DPSE
OG0008740	LOC115630611|XP_030383099.1|SLEB	LOC4805425|XP_001361826.4|DPSE
OG0008741	LOC115627190|XP_030378657.1|SLEB	LOC6898868|XP_002138839.2|DPSE
OG0008742	LOC115632461|XP_030385477.1|SLEB	LOC4813705|XP_001353477.1|DPSE
OG0008743	LOC115630495|XP_030382947.1|SLEB	LOC4804741|XP_001361253.2|DPSE
OG0008744	LOC115634653|XP_030388370.1|SLEB	LOC4804138|XP_001360744.1|DPSE
OG0008745	LOC115633407|XP_030386710.1|SLEB	LOC4814745|XP_001354587.4|DPSE
OG0008746	LOC115623370|XP_030373515.1|SLEB	LOC6897987|XP_033232736.1|DPSE
OG0008747	LOC115622403|XP_030372193.1|SLEB	LOC6900878|XP_002135235.2|DPSE
OG0008748	LOC115631630|XP_030384297.1|SLEB	LOC26532810|XP_033236618.1|DPSE, LOC6903178|XP_002132878.2|DPSE
OG0008749	LOC115631646|XP_030384317.1|SLEB	LOC4817250|XP_001356800.3|DPSE
OG0008750	LOC115625682|XP_030376679.1|SLEB	LOC4817351|XP_001356322.2|DPSE
OG0008751	LOC115624269|XP_030374755.1|SLEB	LOC6897872|XP_002137974.1|DPSE
OG0008752	LOC115623648|XP_030373954.1|SLEB	LOC6897893|XP_002137993.4|DPSE
OG0008753	LOC115623051|XP_030373090.1|SLEB	LOC6900782|XP_002135141.2|DPSE, LOC6900777|XP_002135136.1|DPSE
OG0008756	LOC115621932|XP_030371640.1|SLEB	LOC26532104|XP_015037195.1|DPSE
OG0008757	LOC115621624|XP_030371180.1|SLEB	LOC13036449|XP_003736527.1|DPSE
OG0008758	LOC115631593|XP_030384254.1|SLEB	LOC6903288|XP_033235264.1|DPSE
OG0008759	LOC115631550|XP_030384187.1|SLEB	LOC4817213|XP_033236019.1|DPSE
OG0008760	LOC115630691|XP_030383202.1|SLEB, LOC115630685|XP_030383192.1|SLEB, LOC115630696|XP_030383208.1|SLEB	LOC4816695|XP_001356050.3|DPSE
OG0008761	LOC115626426|XP_030377658.1|SLEB	LOC6898341|XP_033234607.1|DPSE, LOC6902397|XP_002133332.1|DPSE
OG0008762	LOC115632108|XP_030384957.1|SLEB	LOC6898151|XP_002138229.2|DPSE
OG0008763	LOC115625718|XP_030376724.1|SLEB	LOC4816241|XP_001355861.3|DPSE
OG0008764	LOC115626038|XP_030377148.1|SLEB	LOC6902708|XP_033236370.1|DPSE, LOC26533284|XP_033236584.1|DPSE, LOC26534307|XP_033236032.1|DPSE
OG0008765	LOC115633627|XP_030386926.1|SLEB	LOC4804934|XP_001361416.3|DPSE
OG0008766	LOC115631879|XP_030384587.1|SLEB	LOC6903140|XP_002132846.2|DPSE
OG0008767	LOC115632388|XP_030385380.1|SLEB	LOC4804804|XP_001361306.1|DPSE
OG0008768	LOC115620213|XP_030369215.1|SLEB	LOC4805590|XP_001361971.1|DPSE
OG0008769	LOC115628546|XP_030380571.1|SLEB	LOC4805713|XP_001362067.2|DPSE
OG0008770	LOC115628178|XP_030380025.1|SLEB	LOC6898113|XP_002138193.2|DPSE, LOC6896828|XP_033241692.1|DPSE
OG0008771	LOC115633895|XP_030387263.1|SLEB	LOC4805024|XP_002138738.2|DPSE, LOC26532250|XP_033234117.1|DPSE
OG0008772	LOC115633752|XP_030387090.1|SLEB, LOC115634259|XP_030387712.1|SLEB, LOC115633744|XP_030387080.1|SLEB	LOC4804740|XP_001361252.2|DPSE
OG0008773	LOC115624535|XP_030375119.1|SLEB	LOC6898332|XP_002138387.1|DPSE
OG0008774	LOC115633903|XP_030387267.1|SLEB	LOC4804628|XP_001361160.3|DPSE
OG0008775	LOC115634693|XP_030388433.1|SLEB	LOC4804094|XP_001360712.4|DPSE
OG0008776	LOC115634657|XP_030388375.1|SLEB	LOC4803949|XP_001360587.4|DPSE
OG0008777	LOC115619977|XP_030368873.1|SLEB	LOC4804213|XP_001360808.4|DPSE
OG0008778	LOC115624510|XP_030375082.1|SLEB	LOC4805584|XP_015040729.1|DPSE
OG0008779	LOC115627126|XP_030378557.1|SLEB	LOC4815379|XP_001354639.2|DPSE
OG0008780	LOC115628374|XP_030380312.1|SLEB	LOC4802310|XP_001359251.2|DPSE
OG0008781	LOC115628715|XP_030380769.1|SLEB	LOC4815628|XP_015041293.2|DPSE
OG0008782	LOC115623238|XP_030373353.1|SLEB	LOC6900932|XP_033240215.1|DPSE
OG0008783	LOC115634019|XP_030387405.1|SLEB	LOC4803717|XP_001360391.4|DPSE
OG0008784	LOC115625633|XP_030376625.1|SLEB	LOC4812281|XP_001352979.2|DPSE
OG0008786	LOC115622110|XP_030371811.1|SLEB	LOC6902586|XP_002133114.3|DPSE, LOC4816303|XP_001356078.4|DPSE
OG0008788	LOC115622354|XP_030372129.1|SLEB	LOC4812199|XP_001352701.3|DPSE
OG0008789	LOC115628346|XP_030380272.1|SLEB	LOC4814108|XP_001354241.3|DPSE
OG0008791	LOC115634193|XP_030387641.1|SLEB	LOC4804114|XP_001360726.3|DPSE
OG0008792	LOC115624763|XP_030375456.1|SLEB	LOC4805707|XP_001362063.1|DPSE
OG0008793	LOC115624544|XP_030375130.1|SLEB	LOC4805568|XP_001361953.3|DPSE
OG0008795	LOC115623944|XP_030374366.1|SLEB	LOC4802401|XP_033232310.1|DPSE
OG0008797	LOC115621600|XP_030371152.1|SLEB	LOC4801063|XP_001358223.3|DPSE
OG0008799	LOC115622440|XP_030372242.1|SLEB, LOC115634335|XP_030387851.1|SLEB, LOC115634229|XP_030387680.1|SLEB, LOC115622439|XP_030372241.1|SLEB	LOC4803638|XP_001360326.1|DPSE
OG0008805	LOC115628687|XP_030380721.1|SLEB	LOC4815025|XP_033241521.1|DPSE
OG0008806	LOC115629230|XP_030381500.1|SLEB	LOC6901862|XP_033240624.1|DPSE
OG0008807	LOC115629769|XP_030382181.1|SLEB	LOC6901315|XP_015041562.2|DPSE
OG0008808	LOC115629654|XP_030382028.1|SLEB	LOC6901163|XP_002133864.3|DPSE
OG0008809	LOC115625597|XP_030376579.1|SLEB	LOC4800435|XP_001357713.1|DPSE
OG0008811	LOC115621577|XP_030371127.1|SLEB	LOC4800692|XP_001357917.2|DPSE
OG0008814	LOC115634582|XP_030388275.1|SLEB	LOC4804295|XP_033234107.1|DPSE
OG0008815	LOC115632879|XP_030386017.1|SLEB	LOC6900867|XP_002135224.2|DPSE
OG0008816	LOC115632718|XP_030385823.1|SLEB	LOC4812019|XP_001352818.3|DPSE
OG0008819	LOC115634394|XP_030387946.1|SLEB	LOC4804645|XP_001361174.2|DPSE
OG0008820	LOC115626041|XP_030377152.1|SLEB	LOC6902789|XP_015035763.2|DPSE
OG0008821	LOC115626653|XP_030377918.1|SLEB	LOC6901907|XP_002133441.3|DPSE
OG0008824	LOC115630449|XP_030382912.1|SLEB	LOC6898020|XP_015038989.1|DPSE
OG0008825	LOC115634136|XP_030387566.1|SLEB	LOC4813887|XP_001353588.3|DPSE
OG0008829	LOC115621668|XP_030371237.1|SLEB, LOC115628825|XP_030380917.1|SLEB	LOC4814980|XP_001354514.1|DPSE
OG0008830	LOC115627688|XP_030379291.1|SLEB	LOC6901021|XP_015042199.1|DPSE
OG0008831	LOC115629313|XP_030381619.1|SLEB	LOC4815666|XP_001355355.1|DPSE
OG0008832	LOC115629215|XP_030381478.1|SLEB	LOC4816028|XP_033240819.1|DPSE
OG0008833	LOC115626743|XP_030378054.1|SLEB	LOC4814971|XP_001354772.2|DPSE
OG0008834	LOC115628202|XP_030380055.1|SLEB	LOC13036285|XP_003736669.2|DPSE
OG0008837	LOC115634357|XP_030387877.1|SLEB	LOC6898258|XP_002138324.1|DPSE
OG0008838	LOC115625722|XP_030376730.1|SLEB	LOC4816867|XP_001356360.4|DPSE
OG0008839	LOC115622470|XP_030372274.1|SLEB	LOC6898187|XP_002138256.1|DPSE
OG0008840	LOC115631523|XP_030384154.1|SLEB	LOC4816669|XP_001356035.3|DPSE
OG0008841	LOC115628406|XP_030380355.1|SLEB	LOC4812054|XP_001352674.3|DPSE
OG0008843	LOC115632829|XP_030385944.1|SLEB	LOC6899968|XP_002135336.1|DPSE
OG0008845	LOC115631227|XP_030383794.1|SLEB	LOC4816405|XP_001356020.2|DPSE
OG0008846	LOC115622568|XP_030372399.1|SLEB	LOC6903350|XP_002132231.3|DPSE, LOC6903351|XP_002132232.3|DPSE
OG0008847	LOC115624232|XP_030374708.1|SLEB	LOC4802273|XP_001359225.1|DPSE
OG0008848	LOC115624086|XP_030374575.1|SLEB	LOC4804767|XP_001361278.3|DPSE
OG0008849	LOC115628875|XP_030380989.1|SLEB	LOC4815123|XP_015042161.2|DPSE
OG0008850	LOC115634327|XP_030387845.1|SLEB	LOC4804403|XP_001360973.2|DPSE
OG0008851	LOC115630609|XP_030383092.1|SLEB	LOC4816436|XP_001356047.2|DPSE
OG0008852	LOC115634520|XP_030388186.1|SLEB	LOC4803581|XP_001360285.3|DPSE
OG0008854	LOC115631179|XP_030383728.1|SLEB	LOC4817180|XP_015036134.2|DPSE
OG0008855	LOC115629496|XP_030381833.1|SLEB	LOC4815381|XP_001354861.3|DPSE
OG0008856	LOC115627830|XP_030379530.1|SLEB	LOC4811778|XP_001352348.2|DPSE
OG0008857	LOC115628414|XP_030380361.1|SLEB	LOC4812836|XP_001353234.2|DPSE
OG0008858	LOC115622435|XP_030372236.1|SLEB	LOC6897581|XP_002137726.2|DPSE
OG0008859	LOC115623252|XP_030373380.1|SLEB	LOC4813732|XP_001353870.1|DPSE
OG0008860	LOC115621818|XP_030371468.1|SLEB	LOC4800246|XP_001357637.1|DPSE
OG0008861	LOC115634403|XP_030387956.1|SLEB	LOC4805082|XP_001361544.1|DPSE
OG0008862	LOC115620492|XP_030369593.1|SLEB	LOC4802099|XP_033232839.1|DPSE
OG0008863	LOC115624490|XP_030375053.1|SLEB	LOC6902678|XP_002133194.2|DPSE
OG0008864	LOC115624894|XP_030375602.1|SLEB	LOC4805252|XP_001361684.5|DPSE
OG0008865	LOC115631488|XP_030384104.1|SLEB	LOC4817759|XP_001357155.2|DPSE
OG0008866	LOC115628508|XP_030380511.1|SLEB	LOC4817719|XP_033236403.1|DPSE
OG0008867	LOC115626999|XP_030378374.1|SLEB	LOC6901387|XP_015041657.2|DPSE
OG0008868	LOC115634108|XP_030387526.1|SLEB	LOC4804569|XP_001361110.3|DPSE
OG0008869	LOC115632154|XP_030385031.1|SLEB	LOC4813750|XP_001353377.2|DPSE
OG0008870	LOC115633669|XP_030386974.1|SLEB	LOC4812544|XP_001352927.3|DPSE
OG0008871	LOC115622592|XP_030372448.1|SLEB	LOC4812503|XP_001352904.3|DPSE
OG0008872	LOC115631826|XP_030384526.1|SLEB	LOC4817742|XP_001357142.3|DPSE
OG0008873	LOC115625922|XP_030377017.1|SLEB	LOC117183404|XP_033233165.1|DPSE, LOC4816209|XP_001355764.2|DPSE
OG0008874	LOC115634548|XP_030388224.1|SLEB	LOC4804161|XP_001360766.3|DPSE
OG0008875	LOC115634050|XP_030387454.1|SLEB	LOC4804762|XP_033233998.1|DPSE
OG0008876	LOC115627868|XP_030379610.1|SLEB	LOC4811845|XP_001382226.1|DPSE
OG0008877	LOC115624591|XP_030375189.1|SLEB	LOC4813791|XP_001353416.3|DPSE
OG0008878	LOC115628505|XP_030380508.1|SLEB	LOC4818066|XP_001357422.3|DPSE
OG0008879	LOC115634326|XP_030387844.1|SLEB	LOC4804768|XP_015040190.2|DPSE
OG0008880	LOC115621839|XP_030371510.1|SLEB	LOC6902032|XP_002133566.1|DPSE
OG0008881	LOC115634233|XP_030387685.1|SLEB	LOC4805593|XP_001361973.1|DPSE
OG0008882	LOC115626058|XP_030377170.1|SLEB	LOC4817100|XP_001356354.4|DPSE
OG0008883	LOC115623634|XP_030373935.1|SLEB	LOC4802533|XP_001359434.3|DPSE
OG0008884	LOC115623946|XP_030374368.1|SLEB	LOC6897703|XP_033241887.1|DPSE
OG0008885	LOC115626228|XP_030377388.1|SLEB	LOC4816758|XP_001356275.3|DPSE
OG0008886	LOC115620240|XP_030369251.1|SLEB	LOC4805692|XP_001362051.4|DPSE
OG0008887	LOC115630787|XP_030383306.1|SLEB	LOC4804431|XP_001360996.2|DPSE
OG0008888	LOC115632226|XP_030385145.1|SLEB	LOC4812883|XP_001353644.3|DPSE
OG0008889	LOC115624996|XP_030375731.1|SLEB	LOC4805711|XP_001362065.2|DPSE
OG0008891	LOC115632138|XP_030385013.1|SLEB, LOC115632758|XP_030385865.1|SLEB	LOC4812335|XP_033240988.1|DPSE
OG0008892	LOC115626563|XP_030377805.1|SLEB	LOC6898452|XP_002138495.2|DPSE
OG0008893	LOC115622309|XP_030372074.1|SLEB	LOC4814161|XP_001354277.1|DPSE
OG0008894	LOC115620853|XP_030370157.1|SLEB	LOC4800620|XP_001357862.3|DPSE
OG0008895	LOC115624381|XP_030374948.1|SLEB, LOC115624006|XP_030374437.1|SLEB	LOC4802804|XP_001359649.2|DPSE
OG0008896	LOC115622974|XP_030372986.1|SLEB	LOC4813502|XP_001353422.3|DPSE
OG0008897	LOC115624137|XP_030374592.1|SLEB	LOC4802853|XP_033237150.1|DPSE
OG0008898	LOC115624662|XP_030375308.1|SLEB	LOC4804165|XP_033234804.1|DPSE
OG0008899	LOC115631965|XP_030384688.1|SLEB	LOC4816953|XP_001356891.3|DPSE
OG0008900	LOC115631314|XP_030383889.1|SLEB	LOC4816983|XP_001356590.3|DPSE
OG0008901	LOC115632958|XP_030386117.1|SLEB	LOC4813473|XP_033239047.1|DPSE
OG0008902	LOC115627815|XP_030379506.1|SLEB	LOC4811658|XP_033237051.1|DPSE
OG0008903	LOC115631898|XP_030384607.1|SLEB	LOC4817431|XP_015036133.2|DPSE
OG0008904	LOC115632089|XP_030384962.1|SLEB	LOC6898370|XP_015039611.2|DPSE
OG0008905	LOC115627727|XP_030379341.1|SLEB	LOC4811774|XP_033237093.1|DPSE
OG0008906	LOC115622857|XP_030372802.1|SLEB	LOC4813231|XP_001353766.4|DPSE
OG0008907	LOC115625408|XP_030376307.1|SLEB, LOC115625410|XP_030376309.1|SLEB, LOC115625405|XP_030376304.1|SLEB, LOC115625409|XP_030376308.1|SLEB	LOC4802149|XP_001359126.3|DPSE
OG0008908	LOC115623854|XP_030374258.1|SLEB	LOC4802934|XP_033235390.1|DPSE
OG0008909	LOC115621383|XP_030370872.1|SLEB	LOC4800631|XP_033233176.1|DPSE
OG0008910	LOC115625160|XP_030375949.1|SLEB	LOC4800708|XP_001357933.5|DPSE
OG0008911	LOC115620652|XP_030369861.1|SLEB	LOC4801973|XP_003736635.2|DPSE
OG0008912	LOC115621722|XP_030371295.1|SLEB	LOC4802763|XP_033232427.1|DPSE
OG0008913	LOC115620362|XP_030369426.1|SLEB	LOC4801663|XP_001358715.1|DPSE
OG0008914	LOC115624242|XP_030374721.1|SLEB	LOC4801582|XP_001358652.2|DPSE
OG0008915	LOC115623882|XP_030374292.1|SLEB	LOC4802260|XP_002137679.2|DPSE
OG0008916	LOC115631507|XP_030384130.1|SLEB	LOC4816861|XP_015035843.2|DPSE
OG0008917	LOC115631650|XP_030384321.1|SLEB	LOC4817173|XP_033235289.1|DPSE
OG0008919	LOC115631248|XP_030383818.1|SLEB	LOC6902812|XP_002132549.2|DPSE
OG0008920	LOC115624851|XP_030375556.1|SLEB	LOC6900341|XP_002134738.2|DPSE
