Orthogroup	SLEB.longest_only	DELE.longest_only
OG0009188	LOC115633889|XP_030387254.1|SLEB	LOC108144836|XP_017125466.1|DELE
OG0009189	LOC115622867|XP_030372813.1|SLEB	LOC108146030|XP_017127310.1|DELE
OG0009190	LOC115632665|XP_030385758.1|SLEB, LOC115632669|XP_030385763.1|SLEB	LOC108146436|XP_017127929.1|DELE
OG0009191	LOC115634686|XP_030388409.1|SLEB	LOC108135005|XP_017111027.1|DELE, LOC108140327|XP_017118500.1|DELE
OG0009192	LOC115631399|XP_030383985.1|SLEB	LOC108137298|XP_017114408.1|DELE
OG0009193	LOC115625848|XP_030376913.1|SLEB	LOC108138835|XP_017116832.1|DELE
OG0009194	LOC115630734|XP_030383249.1|SLEB	LOC108147232|XP_017129153.1|DELE, LOC108149574|XP_017132698.1|DELE
OG0009195	LOC115623057|XP_030373096.1|SLEB	LOC108150165|XP_017133624.1|DELE
OG0009196	LOC115622393|XP_030372177.1|SLEB	LOC108150098|XP_017133551.1|DELE
OG0009197	LOC115631190|XP_030383741.1|SLEB	LOC108142855|XP_017122414.1|DELE
OG0009199	LOC115622888|XP_030372848.1|SLEB, LOC115622917|XP_030372901.1|SLEB, LOC115623084|XP_030373148.1|SLEB, LOC115622236|XP_030371993.1|SLEB	LOC108135540|XP_017111777.1|DELE
OG0009200	LOC115620061|XP_030369061.1|SLEB	LOC108134605|XP_017110459.1|DELE
OG0009201	LOC115624156|XP_030374616.1|SLEB	LOC108138630|XP_017116424.1|DELE, LOC108137619|XP_017114884.1|DELE
OG0009202	LOC115624503|XP_030375068.1|SLEB, LOC115626600|XP_030377844.1|SLEB	LOC108144273|XP_017124448.1|DELE
OG0009203	LOC115624891|XP_030375599.1|SLEB	LOC108135954|XP_017112394.1|DELE
OG0009204	LOC115633684|XP_030387001.1|SLEB	LOC108143311|XP_017123117.1|DELE
OG0009206	LOC115634696|XP_030388434.1|SLEB	LOC108149732|XP_017132991.1|DELE
OG0009209	LOC115623985|XP_030374416.1|SLEB	LOC108136706|XP_017113520.1|DELE, LOC108136972|XP_017113952.1|DELE
OG0009210	LOC115624145|XP_030374605.1|SLEB	LOC108137628|XP_017114898.1|DELE, LOC108138605|XP_017116387.1|DELE
OG0009211	LOC115628513|XP_030380523.1|SLEB	LOC108149242|XP_017132167.1|DELE
OG0009214	LOC115623038|XP_030373075.1|SLEB	LOC108145767|XP_017126825.1|DELE
OG0009221	LOC115632001|XP_030384790.1|SLEB	LOC108141927|XP_017121050.1|DELE
OG0009222	LOC115627061|XP_030378468.1|SLEB	LOC108134923|XP_017110927.1|DELE
OG0009224	LOC115623885|XP_030374297.1|SLEB	LOC108148229|XP_017130635.1|DELE
OG0009228	LOC115626708|XP_030378002.1|SLEB	LOC108136653|XP_017113466.1|DELE
OG0009229	LOC115623862|XP_030374267.1|SLEB	LOC108140659|XP_017119080.1|DELE
OG0009231	LOC115629291|XP_030381591.1|SLEB	LOC108136377|XP_017112979.1|DELE
OG0009234	LOC115628953|XP_030381089.1|SLEB, LOC115628954|XP_030381090.1|SLEB	LOC108140830|XP_017119318.1|DELE
OG0009236	LOC115629997|XP_030382485.1|SLEB	LOC108146893|XP_017128619.1|DELE
OG0009237	LOC115631396|XP_030383979.1|SLEB	LOC108141692|XP_017120661.1|DELE, LOC108141693|XP_017120662.1|DELE
OG0009238	LOC115632079|XP_030384900.1|SLEB	LOC108142772|XP_017122302.1|DELE
OG0009239	LOC115624571|XP_030375160.1|SLEB	LOC108146932|XP_017128670.1|DELE
OG0009241	LOC115629053|XP_030381223.1|SLEB	LOC108147994|XP_017130298.1|DELE
OG0009245	LOC115623860|XP_030374265.1|SLEB	LOC108137027|XP_017114014.1|DELE
OG0009248	LOC115633351|XP_030386645.1|SLEB	LOC108138544|XP_017116302.1|DELE
OG0009249	LOC115630736|XP_030383250.1|SLEB	LOC108135306|XP_017111480.1|DELE
OG0009251	LOC115627567|XP_030379151.1|SLEB	LOC108140916|XP_017119466.1|DELE
OG0009252	LOC115627021|XP_030378406.1|SLEB	LOC108137302|XP_017114411.1|DELE
OG0009253	LOC115633232|XP_030386486.1|SLEB	LOC108136624|XP_017113432.1|DELE
OG0009254	LOC115626921|XP_030378290.1|SLEB	LOC108137170|XP_017114229.1|DELE
OG0009255	LOC115627459|XP_030378989.1|SLEB	LOC108136275|XP_017112832.1|DELE
OG0009256	LOC115629585|XP_030381938.1|SLEB	LOC108136615|XP_017113422.1|DELE
OG0009257	LOC115629785|XP_030382200.1|SLEB	LOC108150027|XP_017133476.1|DELE
OG0009258	LOC115629862|XP_030382310.1|SLEB	LOC108144690|XP_017125282.1|DELE
OG0009259	LOC115627394|XP_030378908.1|SLEB	LOC108136440|XP_017113088.1|DELE
OG0009260	LOC115628878|XP_030380994.1|SLEB	LOC108140911|XP_017119455.1|DELE
OG0009261	LOC115627222|XP_030378704.1|SLEB	LOC108137698|XP_017115061.1|DELE
OG0009262	LOC115626915|XP_030378285.1|SLEB	LOC108144593|XP_017125090.1|DELE
OG0009263	LOC115629656|XP_030382030.1|SLEB	LOC108134934|XP_017110943.1|DELE
OG0009264	LOC115627957|XP_030379711.1|SLEB	LOC108134899|XP_017110891.1|DELE
OG0009265	LOC115627956|XP_030379710.1|SLEB	LOC108134817|XP_017110759.1|DELE
OG0009266	LOC115628569|XP_030380593.1|SLEB	LOC108138115|XP_017115629.1|DELE
OG0009267	LOC115626256|XP_030377419.1|SLEB	LOC108148170|XP_017130562.1|DELE
OG0009268	LOC115633716|XP_030387040.1|SLEB	LOC108141421|XP_017120289.1|DELE
OG0009269	LOC115624062|XP_030374507.1|SLEB	LOC108136796|XP_017113676.1|DELE
OG0009270	LOC115630259|XP_030382691.1|SLEB	LOC108144295|XP_017124471.1|DELE
OG0009271	LOC115627247|XP_030378732.1|SLEB	LOC108137287|XP_017114391.1|DELE
OG0009272	LOC115627686|XP_030379326.1|SLEB	LOC108142881|XP_017122446.1|DELE
OG0009273	LOC115631928|XP_030384640.1|SLEB	LOC108134683|XP_017110570.1|DELE
OG0009274	LOC115632693|XP_030385790.1|SLEB	LOC108145603|XP_017126626.1|DELE
OG0009275	LOC115629706|XP_030382086.1|SLEB	LOC108137062|XP_017114058.1|DELE
OG0009276	LOC115633917|XP_030387285.1|SLEB	LOC108144207|XP_017124367.1|DELE
OG0009277	LOC115627937|XP_030379689.1|SLEB	LOC108138387|XP_017116054.1|DELE
OG0009278	LOC115627768|XP_030379424.1|SLEB	LOC108135912|XP_017112328.1|DELE
OG0009279	LOC115626007|XP_030377115.1|SLEB	LOC108135207|XP_017111320.1|DELE
OG0009280	LOC115629605|XP_030381961.1|SLEB	LOC108137192|XP_017114263.1|DELE
OG0009281	LOC115629530|XP_030381866.1|SLEB	LOC108137677|XP_017115022.1|DELE
OG0009282	LOC115632035|XP_030384860.1|SLEB	LOC108148833|XP_017131591.1|DELE
OG0009283	LOC115631662|XP_030384336.1|SLEB	LOC108142015|XP_017121176.1|DELE
OG0009284	LOC115633899|XP_030387264.1|SLEB	LOC108135665|XP_017111989.1|DELE
OG0009286	LOC115632960|XP_030386120.1|SLEB	LOC108142302|XP_017121543.1|DELE
OG0009287	LOC115622605|XP_030372463.1|SLEB	LOC108142436|XP_017121787.1|DELE
OG0009288	LOC115627546|XP_030379121.1|SLEB	LOC108141489|XP_017120397.1|DELE
OG0009289	LOC115627841|XP_030379553.1|SLEB	LOC108148311|XP_017130786.1|DELE
OG0009290	LOC115633763|XP_030387101.1|SLEB	LOC108144124|XP_017124256.1|DELE
OG0009291	LOC115627842|XP_030379557.1|SLEB	LOC108148312|XP_017130788.1|DELE
OG0009292	LOC115626844|XP_030378192.1|SLEB	LOC108136662|XP_017113475.1|DELE
OG0009293	LOC115626985|XP_030378360.1|SLEB	LOC108136378|XP_017112980.1|DELE
OG0009294	LOC115634629|XP_030388345.1|SLEB	LOC108144598|XP_017125093.1|DELE
OG0009295	LOC115629284|XP_030381578.1|SLEB	LOC108136423|XP_017113042.1|DELE
OG0009296	LOC115624097|XP_030374546.1|SLEB	LOC108147189|XP_017129030.1|DELE
OG0009297	LOC115624005|XP_030374436.1|SLEB	LOC108147105|XP_017128883.1|DELE
OG0009298	LOC115624268|XP_030374754.1|SLEB, LOC115624241|XP_030374719.1|SLEB	LOC108141573|XP_017120509.1|DELE
OG0009299	LOC115623381|XP_030373538.1|SLEB	LOC108136924|XP_017113888.1|DELE
OG0009300	LOC115623380|XP_030373535.1|SLEB	LOC108136886|XP_017113828.1|DELE
OG0009301	LOC115625372|XP_030376269.1|SLEB	LOC108148621|XP_017131209.1|DELE
OG0009302	LOC115623817|XP_030374220.1|SLEB	LOC108141237|XP_017119982.1|DELE
OG0009303	LOC115623936|XP_030374357.1|SLEB	LOC108140718|XP_017119169.1|DELE
OG0009304	LOC115623791|XP_030374193.1|SLEB	LOC108136908|XP_017113856.1|DELE
OG0009305	LOC115625377|XP_030376274.1|SLEB	LOC108135051|XP_017111079.1|DELE
OG0009306	LOC115626897|XP_030378266.1|SLEB	LOC108143866|XP_017123924.1|DELE
OG0009307	LOC115624350|XP_030374867.1|SLEB	LOC108147207|XP_017129052.1|DELE
OG0009308	LOC115623830|XP_030374235.1|SLEB	LOC108148415|XP_017130944.1|DELE
OG0009309	LOC115624339|XP_030374851.1|SLEB	LOC108135105|XP_017111170.1|DELE
OG0009310	LOC115623656|XP_030373973.1|SLEB	LOC108136996|XP_017113981.1|DELE
OG0009311	LOC115624159|XP_030374615.1|SLEB	LOC108140412|XP_017118618.1|DELE
OG0009312	LOC115623650|XP_030373963.1|SLEB	LOC108135056|XP_017111089.1|DELE
OG0009313	LOC115624074|XP_030374521.1|SLEB	LOC108135101|XP_017111166.1|DELE
OG0009314	LOC115625239|XP_030376089.1|SLEB	LOC108140636|XP_017119044.1|DELE
OG0009315	LOC115623465|XP_030373686.1|SLEB	LOC108143088|XP_017122794.1|DELE, LOC108143084|XP_017122789.1|DELE
OG0009316	LOC115624048|XP_030374488.1|SLEB	LOC108143901|XP_017123964.1|DELE
OG0009317	LOC115620331|XP_030369387.1|SLEB	LOC108147317|XP_017129233.1|DELE
OG0009318	LOC115623391|XP_030373557.1|SLEB	LOC108140470|XP_017118699.1|DELE
OG0009319	LOC115624414|XP_030375010.1|SLEB	LOC108140565|XP_017118914.1|DELE
OG0009320	LOC115625443|XP_030376351.1|SLEB	LOC108147139|XP_017128921.1|DELE
OG0009321	LOC115625446|XP_030376354.1|SLEB	LOC108147122|XP_017128903.1|DELE
OG0009322	LOC115623575|XP_030373833.1|SLEB	LOC108135687|XP_017112020.1|DELE
OG0009323	LOC115623498|XP_030373736.1|SLEB	LOC108148410|XP_017130934.1|DELE
OG0009324	LOC115624189|XP_030374647.1|SLEB	LOC108140975|XP_017119532.1|DELE
OG0009325	LOC115620908|XP_030370261.1|SLEB	LOC108135673|XP_017112001.1|DELE
OG0009326	LOC115625484|XP_030376392.1|SLEB	LOC108139167|XP_017117275.1|DELE
OG0009327	LOC115620800|XP_030370083.1|SLEB	LOC108148834|XP_017131587.1|DELE
OG0009328	LOC115621528|XP_030371054.1|SLEB	LOC108148698|XP_017131335.1|DELE
OG0009329	LOC115621397|XP_030370898.1|SLEB	LOC108150242|XP_017133796.1|DELE
OG0009330	LOC115620744|XP_030369997.1|SLEB	LOC108139208|XP_017117343.1|DELE
OG0009331	LOC115621614|XP_030371166.1|SLEB, LOC115621218|XP_030370661.1|SLEB	LOC108135735|XP_017112057.1|DELE
OG0009332	LOC115621887|XP_030371575.1|SLEB	LOC108150665|XP_017134420.1|DELE
OG0009333	LOC115620322|XP_030369375.1|SLEB	LOC108144016|XP_017124130.1|DELE
OG0009334	LOC115620276|XP_030369309.1|SLEB	LOC108143795|XP_017123807.1|DELE
OG0009335	LOC115620451|XP_030369542.1|SLEB	LOC108143807|XP_017123819.1|DELE
OG0009336	LOC115621384|XP_030370875.1|SLEB	LOC108143057|XP_017122760.1|DELE
OG0009337	LOC115629920|XP_030382384.1|SLEB	LOC108137761|XP_017115152.1|DELE
OG0009338	LOC115620638|XP_030369835.1|SLEB	LOC108141234|XP_017119979.1|DELE
OG0009339	LOC115621037|XP_030370419.1|SLEB	LOC108141246|XP_017119992.1|DELE
OG0009340	LOC115620460|XP_030369551.1|SLEB	LOC108147098|XP_017128873.1|DELE
OG0009341	LOC115620886|XP_030370226.1|SLEB	LOC108136945|XP_017113914.1|DELE
OG0009342	LOC115621475|XP_030370995.1|SLEB	LOC108135809|XP_017112174.1|DELE
OG0009343	LOC115621044|XP_030370426.1|SLEB	LOC108135851|XP_017112232.1|DELE
OG0009344	LOC115620463|XP_030369554.1|SLEB	LOC108143744|XP_017123765.1|DELE
OG0009345	LOC115621814|XP_030371460.1|SLEB	LOC108147157|XP_017128968.1|DELE
OG0009346	LOC115621423|XP_030370935.1|SLEB	LOC108147121|XP_017128902.1|DELE
OG0009347	LOC115621435|XP_030370949.1|SLEB	LOC108148472|XP_017130993.1|DELE
OG0009348	LOC115620228|XP_030369229.1|SLEB	LOC108148933|XP_017131740.1|DELE
OG0009349	LOC115620778|XP_030370047.1|SLEB	LOC108135082|XP_017111137.1|DELE
OG0009350	LOC115621388|XP_030370882.1|SLEB	LOC108148521|XP_017131048.1|DELE
OG0009351	LOC115621133|XP_030370545.1|SLEB	LOC108148510|XP_017131037.1|DELE
OG0009352	LOC115621299|XP_030370767.1|SLEB	LOC108148191|XP_017130586.1|DELE
OG0009353	LOC115621667|XP_030371236.1|SLEB	LOC108148574|XP_017131108.1|DELE
OG0009354	LOC115631303|XP_030383878.1|SLEB	LOC108141844|XP_017120924.1|DELE
OG0009355	LOC115628527|XP_030380547.1|SLEB	LOC108138248|XP_017115877.1|DELE
OG0009356	LOC115631344|XP_030383921.1|SLEB	LOC108138806|XP_017116788.1|DELE
OG0009357	LOC115631809|XP_030384506.1|SLEB	LOC108138190|XP_017115792.1|DELE
OG0009358	LOC115631117|XP_030383638.1|SLEB	LOC108134768|XP_017110703.1|DELE
OG0009359	LOC115631116|XP_030383636.1|SLEB	LOC108134767|XP_017110702.1|DELE
OG0009360	LOC115631498|XP_030384118.1|SLEB	LOC108149239|XP_017132163.1|DELE
OG0009361	LOC115631499|XP_030384119.1|SLEB	LOC108149562|XP_017132689.1|DELE
OG0009362	LOC115631862|XP_030384571.1|SLEB	LOC108149409|XP_017132454.1|DELE
OG0009363	LOC115630931|XP_030383358.1|SLEB	LOC108139042|XP_017117148.1|DELE
OG0009364	LOC115631815|XP_030384511.1|SLEB	LOC108148080|XP_017130423.1|DELE
OG0009365	LOC115630419|XP_030382815.1|SLEB	LOC108138804|XP_017116781.1|DELE
OG0009366	LOC115630680|XP_030383186.1|SLEB	LOC108138328|XP_017115984.1|DELE
OG0009367	LOC115631136|XP_030383664.1|SLEB	LOC108138340|XP_017115995.1|DELE
OG0009368	LOC115631698|XP_030384386.1|SLEB	LOC108148896|XP_017131703.1|DELE
OG0009369	LOC115631669|XP_030384343.1|SLEB	LOC108148917|XP_017131725.1|DELE
OG0009370	LOC115630704|XP_030383217.1|SLEB	LOC108141789|XP_017120799.1|DELE
OG0009371	LOC115630670|XP_030383174.1|SLEB	LOC108141713|XP_017120687.1|DELE
OG0009372	LOC115631674|XP_030384348.1|SLEB	LOC108148987|XP_017131821.1|DELE
OG0009373	LOC115630498|XP_030382948.1|SLEB	LOC108149551|XP_017132678.1|DELE
OG0009374	LOC115631129|XP_030383655.1|SLEB	LOC108150526|XP_017134243.1|DELE
OG0009376	LOC115630797|XP_030383314.1|SLEB	LOC108138801|XP_017116774.1|DELE
OG0009377	LOC115626346|XP_030377555.1|SLEB	LOC108150535|XP_017134256.1|DELE
OG0009378	LOC115625725|XP_030376733.1|SLEB	LOC108141662|XP_017120623.1|DELE
OG0009379	LOC115629040|XP_030381203.1|SLEB	LOC108137799|XP_017115192.1|DELE
OG0009380	LOC115631821|XP_030384518.1|SLEB	LOC108141725|XP_017120706.1|DELE
OG0009381	LOC115626448|XP_030377683.1|SLEB	LOC108137805|XP_017115201.1|DELE
OG0009382	LOC115626372|XP_030377587.1|SLEB	LOC108150714|XP_017134488.1|DELE
OG0009383	LOC115626094|XP_030377206.1|SLEB, LOC115625711|XP_030376716.1|SLEB	LOC108150077|XP_017133528.1|DELE
OG0009384	LOC115626022|XP_030377131.1|SLEB	LOC108149328|XP_017132282.1|DELE
OG0009385	LOC115626026|XP_030377136.1|SLEB	LOC108149466|XP_017132562.1|DELE
OG0009386	LOC115626182|XP_030377319.1|SLEB	LOC108149308|XP_017132248.1|DELE
OG0009387	LOC115626070|XP_030377186.1|SLEB	LOC108145148|XP_017125852.1|DELE
OG0009388	LOC115626277|XP_030377463.1|SLEB	LOC108145185|XP_017125915.1|DELE
OG0009389	LOC115629837|XP_030382277.1|SLEB	LOC108143540|XP_017123530.1|DELE, LOC108143541|XP_017123531.1|DELE
OG0009390	LOC115620083|XP_030369125.1|SLEB	LOC108145433|XP_017126344.1|DELE
OG0009391	LOC115630453|XP_030382873.1|SLEB	LOC108147855|XP_017130102.1|DELE
OG0009392	LOC115633873|XP_030387233.1|SLEB	LOC108147332|XP_017129246.1|DELE
OG0009394	LOC115634034|XP_030387435.1|SLEB	LOC108149689|XP_017132944.1|DELE
OG0009395	LOC115634775|XP_030388531.1|SLEB	LOC108137508|XP_017114711.1|DELE, LOC108136283|XP_017112861.1|DELE
OG0009396	LOC115634153|XP_030387593.1|SLEB	LOC108144274|XP_017124450.1|DELE
OG0009397	LOC115634319|XP_030387839.1|SLEB	LOC108145231|XP_017125983.1|DELE
OG0009398	LOC115634235|XP_030387689.1|SLEB	LOC108143423|XP_017123316.1|DELE
OG0009399	LOC115619975|XP_030368870.1|SLEB	LOC108144585|XP_017125071.1|DELE
OG0009400	LOC115634205|XP_030387651.1|SLEB	LOC108145505|XP_017126456.1|DELE
OG0009401	LOC115632092|XP_030384927.1|SLEB	LOC108134481|XP_017110287.1|DELE
OG0009402	LOC115623998|XP_030374429.1|SLEB	LOC108139308|XP_017117499.1|DELE
OG0009403	LOC115632468|XP_030385492.1|SLEB	LOC108137896|XP_017115326.1|DELE
OG0009404	LOC115625236|XP_030376085.1|SLEB	LOC108145082|XP_017125756.1|DELE
OG0009405	LOC115634005|XP_030387391.1|SLEB	LOC108145436|XP_017126349.1|DELE
OG0009406	LOC115634676|XP_030388394.1|SLEB	LOC108143352|XP_017123162.1|DELE
OG0009407	LOC115629589|XP_030381943.1|SLEB	LOC108143604|XP_017123616.1|DELE
OG0009408	LOC115634797|XP_030388565.1|SLEB	LOC108141393|XP_017120232.1|DELE
OG0009409	LOC115634807|XP_030388579.1|SLEB	LOC108146512|XP_017128077.1|DELE, LOC108137910|XP_017115340.1|DELE
OG0009410	LOC115633811|XP_030387159.1|SLEB	LOC108144923|XP_017125578.1|DELE
OG0009411	LOC115628810|XP_030380896.1|SLEB	LOC108145017|XP_017125675.1|DELE
OG0009412	LOC115627764|XP_030379418.1|SLEB	LOC108144696|XP_017125259.1|DELE
OG0009413	LOC115634373|XP_030387911.1|SLEB	LOC108147338|XP_017129255.1|DELE
OG0009414	LOC115634457|XP_030388041.1|SLEB, LOC115634200|XP_030387647.1|SLEB	LOC108147336|XP_017129253.1|DELE
OG0009415	LOC115624191|XP_030374690.1|SLEB	LOC108147330|XP_017129245.1|DELE
OG0009416	LOC115634003|XP_030387387.1|SLEB	LOC108137559|XP_017114774.1|DELE
OG0009417	LOC115633914|XP_030387283.1|SLEB	LOC108137513|XP_017114715.1|DELE
OG0009418	LOC115634821|XP_030388599.1|SLEB	LOC108137517|XP_017114720.1|DELE
OG0009419	LOC115634291|XP_030387803.1|SLEB	LOC108137565|XP_017114781.1|DELE
OG0009420	LOC115634345|XP_030387860.1|SLEB	LOC108137567|XP_017114783.1|DELE
OG0009421	LOC115631244|XP_030383817.1|SLEB	LOC108144803|XP_017125416.1|DELE
OG0009422	LOC115632864|XP_030385991.1|SLEB	LOC108147578|XP_017129698.1|DELE
OG0009423	LOC115626954|XP_030378332.1|SLEB	LOC108144850|XP_017125482.1|DELE
OG0009424	LOC115633776|XP_030387110.1|SLEB	LOC108141803|XP_017120853.1|DELE
OG0009425	LOC115624791|XP_030375494.1|SLEB	LOC108135970|XP_017112416.1|DELE
OG0009426	LOC115634569|XP_030388253.1|SLEB	LOC108134656|XP_017110538.1|DELE
OG0009427	LOC115621337|XP_030370820.1|SLEB	LOC108145155|XP_017125861.1|DELE
OG0009428	LOC115634320|XP_030387843.1|SLEB	LOC108143301|XP_017123105.1|DELE
OG0009429	LOC115634524|XP_030388190.1|SLEB	LOC108143312|XP_017123118.1|DELE
OG0009430	LOC115634090|XP_030387505.1|SLEB	LOC108144449|XP_017124829.1|DELE
OG0009431	LOC115628957|XP_030381103.1|SLEB	LOC108141484|XP_017120386.1|DELE
OG0009432	LOC115634160|XP_030387603.1|SLEB	LOC108144647|XP_017125181.1|DELE
OG0009433	LOC115633584|XP_030386891.1|SLEB	LOC108134640|XP_017110518.1|DELE
OG0009434	LOC115622672|XP_030372551.1|SLEB	LOC108134636|XP_017110510.1|DELE
OG0009435	LOC115623725|XP_030374066.1|SLEB	LOC108134644|XP_017110524.1|DELE
OG0009436	LOC115626855|XP_030378221.1|SLEB	LOC108149080|XP_017131942.1|DELE
OG0009437	LOC115633713|XP_030387036.1|SLEB	LOC108141352|XP_017120157.1|DELE
OG0009438	LOC115620685|XP_030369917.1|SLEB	LOC108145386|XP_017126270.1|DELE, LOC108146032|XP_017127353.1|DELE
OG0009439	LOC115634521|XP_030388187.1|SLEB	LOC108145347|XP_017126226.1|DELE, LOC108137726|XP_017115114.1|DELE
OG0009440	LOC115633726|XP_030387053.1|SLEB	LOC108144769|XP_017125368.1|DELE
OG0009441	LOC115629965|XP_030382443.1|SLEB	LOC108137748|XP_017115136.1|DELE
OG0009442	LOC115626733|XP_030378038.1|SLEB	LOC108137580|XP_017114800.1|DELE
OG0009443	LOC115634299|XP_030387812.1|SLEB	LOC108143358|XP_017123169.1|DELE
OG0009444	LOC115627055|XP_030378458.1|SLEB	LOC108136580|XP_017113378.1|DELE
OG0009445	LOC115633313|XP_030386602.1|SLEB	LOC108135444|XP_017111676.1|DELE
OG0009446	LOC115627026|XP_030378416.1|SLEB	LOC108147685|XP_017129885.1|DELE
OG0009449	LOC115626149|XP_030377273.1|SLEB, LOC115633409|XP_030386712.1|SLEB	LOC108137422|XP_017114574.1|DELE
OG0009450	LOC115633290|XP_030386562.1|SLEB	LOC108141501|XP_017120429.1|DELE
OG0009451	LOC115626491|XP_030377735.1|SLEB	LOC108137811|XP_017115215.1|DELE
OG0009453	LOC115621636|XP_030371197.1|SLEB	LOC108148715|XP_017131369.1|DELE
OG0009454	LOC115625104|XP_030375871.1|SLEB	LOC108135566|XP_017111815.1|DELE
OG0009455	LOC115629494|XP_030381829.1|SLEB	LOC108137074|XP_017114068.1|DELE
OG0009456	LOC115628861|XP_030380972.1|SLEB	LOC108141569|XP_017120507.1|DELE
OG0009457	LOC115629731|XP_030382125.1|SLEB	LOC108136464|XP_017113145.1|DELE
OG0009458	LOC115629705|XP_030382085.1|SLEB	LOC108137113|XP_017114128.1|DELE
OG0009459	LOC115632639|XP_030385729.1|SLEB	LOC108146103|XP_017127420.1|DELE
OG0009460	LOC115628357|XP_030380292.1|SLEB	LOC108146407|XP_017127897.1|DELE
OG0009461	LOC115628404|XP_030380352.1|SLEB	LOC108146513|XP_017128038.1|DELE
OG0009462	LOC115628323|XP_030380238.1|SLEB	LOC108146427|XP_017127920.1|DELE
OG0009463	LOC115632741|XP_030385848.1|SLEB	LOC108146760|XP_017128386.1|DELE
OG0009464	LOC115632943|XP_030386099.1|SLEB	LOC108135546|XP_017111782.1|DELE
OG0009465	LOC115632711|XP_030385813.1|SLEB	LOC108135654|XP_017111972.1|DELE
OG0009466	LOC115628292|XP_030380198.1|SLEB	LOC108142730|XP_017122243.1|DELE
OG0009467	LOC115632165|XP_030385052.1|SLEB	LOC108145780|XP_017126839.1|DELE
OG0009468	LOC115622611|XP_030372472.1|SLEB	LOC108146365|XP_017127837.1|DELE
OG0009469	LOC115633097|XP_030386338.1|SLEB	LOC108142388|XP_017121712.1|DELE
OG0009470	LOC115632781|XP_030385891.1|SLEB	LOC108142299|XP_017121541.1|DELE
OG0009471	LOC115631827|XP_030384527.1|SLEB	LOC108141707|XP_017120680.1|DELE
OG0009472	LOC115632875|XP_030386009.1|SLEB	LOC108145649|XP_017126687.1|DELE
OG0009473	LOC115622425|XP_030372221.1|SLEB	LOC108142290|XP_017121528.1|DELE
OG0009474	LOC115624844|XP_030375547.1|SLEB	LOC108146179|XP_017127574.1|DELE
OG0009475	LOC115623039|XP_030373076.1|SLEB	LOC108150166|XP_017133625.1|DELE
OG0009476	LOC115632502|XP_030385551.1|SLEB	LOC108146707|XP_017128268.1|DELE
OG0009478	LOC115633016|XP_030386199.1|SLEB	LOC108145634|XP_017126659.1|DELE
OG0009479	LOC115630775|XP_030383290.1|SLEB	LOC108138140|XP_017115688.1|DELE
OG0009480	LOC115632541|XP_030385611.1|SLEB	LOC108135569|XP_017111817.1|DELE
OG0009481	LOC115632687|XP_030385783.1|SLEB	LOC108145725|XP_017126776.1|DELE
OG0009482	LOC115634704|XP_030388443.1|SLEB	LOC108146084|XP_017127394.1|DELE
OG0009483	LOC115633931|XP_030387312.1|SLEB	LOC108145719|XP_017126769.1|DELE
OG0009484	LOC115623857|XP_030374261.1|SLEB	LOC108135107|XP_017111172.1|DELE
OG0009485	LOC115632674|XP_030385768.1|SLEB	LOC108145876|XP_017127005.1|DELE
OG0009486	LOC115632675|XP_030385769.1|SLEB	LOC108145879|XP_017127009.1|DELE
OG0009487	LOC115622905|XP_030372888.1|SLEB	LOC108142328|XP_017121571.1|DELE
OG0009488	LOC115624949|XP_030375660.1|SLEB	LOC108136040|XP_017112460.1|DELE
OG0009489	LOC115622837|XP_030372777.1|SLEB	LOC108135684|XP_017112013.1|DELE
OG0009490	LOC115634570|XP_030388254.1|SLEB	LOC108136424|XP_017113050.1|DELE
OG0009491	LOC115624784|XP_030375475.1|SLEB	LOC108146606|XP_017128143.1|DELE
OG0009492	LOC115632910|XP_030386060.1|SLEB	LOC108143168|XP_017122901.1|DELE
OG0009493	LOC115622139|XP_030371858.1|SLEB	LOC108143223|XP_017123009.1|DELE
OG0009494	LOC115622141|XP_030371861.1|SLEB	LOC108143225|XP_017123011.1|DELE
OG0009495	LOC115633871|XP_030387228.1|SLEB	LOC108142801|XP_017122345.1|DELE
OG0009496	LOC115632791|XP_030385902.1|SLEB	LOC108143231|XP_017123015.1|DELE
OG0009497	LOC115624584|XP_030375182.1|SLEB	LOC108139154|XP_017117260.1|DELE
OG0009498	LOC115620593|XP_030369767.1|SLEB	LOC108142666|XP_017122160.1|DELE
OG0009499	LOC115627508|XP_030379103.1|SLEB	LOC108142718|XP_017122228.1|DELE
OG0009500	LOC115634379|XP_030387923.1|SLEB	LOC108142314|XP_017121555.1|DELE
OG0009501	LOC115624872|XP_030375577.1|SLEB	LOC108136032|XP_017112453.1|DELE
OG0009502	LOC115623670|XP_030373996.1|SLEB	LOC108148379|XP_017130894.1|DELE
OG0009503	LOC115626569|XP_030377808.1|SLEB	LOC108137779|XP_017115172.1|DELE
OG0009504	LOC115623663|XP_030373981.1|SLEB	LOC108139369|XP_017117583.1|DELE
OG0009505	LOC115631283|XP_030383856.1|SLEB	LOC108138103|XP_017115587.1|DELE
OG0009506	LOC115622493|XP_030372299.1|SLEB	LOC108150376|XP_017134005.1|DELE
OG0009507	LOC115622804|XP_030372732.1|SLEB	LOC108146261|XP_017127690.1|DELE
OG0009508	LOC115622600|XP_030372459.1|SLEB	LOC108148081|XP_017130425.1|DELE
